wavelength,Back_TanCycm,Belly_TanCycm,Breast_TanCycm,Crissum_TanCycm,Crown_TanCycm,DorTail_TanCycm,Patch10_TanCycm,Patch11_TanCycm,Patch12_TanCycm,Patch13_TanCycm,Rump_TanCycm,Throat_TanCycm,WingTip_TanCycm
394.24,4.5704,25.4818,18.9924666667,17.9775333333,34.2149333333,6.5654,8.83453333334,6.2814,4.09086666667,38.6628,20.448,24.8291333333,7.07833333333
394.60,4.50873333333,25.2616666667,18.8452,17.8538666667,34.2844,6.51966666667,8.68480000001,6.21266666667,4.0166,38.5950666667,20.1744666666,24.8446,7.03966666667
394.96,4.5562,25.1404,18.7386,17.8817333333,34.3954666667,6.5632,8.63986666668,6.22706666667,4.06966666667,38.5985333333,19.9587333333,24.9004,7.09853333333
395.32,4.55986666667,24.9772666667,18.6108666667,17.8499333333,34.4191333334,6.60893333333,8.59066666667,6.23526666667,4.07933333333,38.541,19.7392,24.9636666667,7.14186666667
395.68,4.53333333333,24.6964666667,18.446,17.6994,34.3777333333,6.5108,8.40813333333,6.13293333333,4.03126666667,38.3879333333,19.3931333333,24.8953333333,7.0376
396.04,4.38733333333,24.3509333334,18.1940666667,17.5059333333,34.3153333333,6.35093333333,8.14866666667,5.92453333333,3.84113333333,38.1718,18.9784,24.7652,6.89713333333
396.40,4.46606666667,24.242,18.1491333333,17.5276666667,34.5173333333,6.4716,8.10326666667,5.97766666667,3.94713333333,38.2082666667,18.8141333333,24.8367333333,6.98346666667
396.76,4.42713333333,24.024,17.9515333333,17.4538666666,34.5929333333,6.46226666666,7.9946,5.9186,3.95673333333,38.0828,18.5328,24.8271333333,6.96433333333
397.12,4.45933333333,23.8034666667,17.7916666667,17.4314666667,34.718,6.47133333333,7.90086666667,5.878,3.9422,38.0324,18.2961333333,24.8908666667,7.02573333333
397.48,4.53313333333,23.6352666667,17.7206666667,17.4257333333,34.8628666666,6.55133333333,7.93293333333,5.93953333333,4.00813333333,37.9862,18.0966,24.9667333333,7.13386666666
397.84,4.56766666667,23.4185333333,17.5768,17.4053333333,34.9048,6.58286666667,7.85013333333,5.93893333333,4.0152,37.886,17.864,25.0413333334,7.14293333333
398.20,4.54853333333,23.1999333333,17.4068,17.3812666667,34.9719333333,6.65726666667,7.76653333333,5.9008,4.0108,37.8320666667,17.5942,25.1085333333,7.1732
398.56,4.5606,23.0334,17.2307333333,17.3778,35.0136666667,6.6914,7.7228,5.87346666667,4.05586666667,37.7686666667,17.4188666667,25.1606666667,7.1958
398.92,4.3968,22.6474,16.9432666667,17.1687333333,34.9602,6.5446,7.46513333333,5.64246666667,3.89606666667,37.5575333333,17.0589333333,25.0622,7.00673333333
399.28,4.393,22.389,16.7520666666,17.1018,34.9675333333,6.5372,7.34133333333,5.57726666667,3.90586666666,37.4322,16.7832,25.0400666667,6.96846666667
399.64,4.5022,22.2874,16.7153333333,17.1922,35.0962666667,6.66413333333,7.38153333333,5.66346666667,4.0194,37.4433333333,16.6488666667,25.1915333333,7.11806666667
400.00,4.53546666667,22.1629333333,16.6159333333,17.2056666667,35.1971333333,6.7448,7.36006666667,5.6516,4.0644,37.4720666666,16.497,25.2831333333,7.17286666667
400.36,4.51793333333,21.894,16.4472666667,17.1356,35.2130666667,6.71913333333,7.29646666667,5.59473333333,4.0506,37.3330666667,16.2485333333,25.2966,7.16706666667
400.72,4.61173333333,21.718,16.3328666667,17.1138666667,35.2454666666,6.77766666667,7.2662,5.6476,4.07126666667,37.2888,16.0738,25.348,7.22546666667
401.08,4.58413333333,21.4752,16.1551333333,17.0445333333,35.2197333333,6.76893333333,7.1812,5.61333333333,4.0682,37.1933333334,15.7848,25.3026666667,7.1908
401.44,4.4584,21.1145333333,15.852,16.8810666667,35.079,6.654,6.92866666667,5.4732,3.9368,36.9432666667,15.4326,25.1338,7.0332
401.80,4.3918,20.8726666667,15.6604,16.7556666667,35.1186,6.58953333333,6.80493333333,5.40006666667,3.93806666667,36.8541333333,15.1518666667,25.0536666667,6.97993333333
402.16,4.33146666667,20.603,15.4522666666,16.6457333333,35.1019333333,6.50653333333,6.64646666667,5.29713333333,3.89533333334,36.7002,14.905,24.9664,6.89446666667
402.52,4.3168,20.3759333333,15.3042666667,16.5722,35.0986666667,6.49073333333,6.5842,5.24886666667,3.88746666667,36.5722,14.6388666667,24.9238666667,6.87453333333
402.88,4.49826666667,20.3389333333,15.3172666667,16.6378,35.2095333333,6.69573333333,6.73006666667,5.42406666667,4.08386666667,36.5865333333,14.5909333333,25.0283333333,7.0614
403.24,4.5068,20.1993333333,15.1962,16.5584,35.2756,6.70506666667,6.69746666667,5.4152,4.1028,36.5084666667,14.4328,25.039,7.0894
403.60,4.46046666667,19.9758666667,14.9827333333,16.4893333333,35.33,6.68553333333,6.62046666667,5.34953333333,4.03926666667,36.43,14.2107333333,24.9902666667,7.04633333333
403.95,4.44886666667,19.8408666667,14.8522,16.4560666667,35.4164666667,6.68353333333,6.58446666667,5.35793333333,4.0334,36.3877333333,14.0553333334,24.9982,7.04326666667
404.31,4.47506666667,19.7466,14.7588,16.4398666667,35.4868666667,6.70586666667,6.5536,5.375,4.0714,36.3396666666,13.9096666667,25.0073333333,7.07153333333
404.67,4.4174,19.6026,14.6432666667,16.3601333333,35.5477333333,6.6916,6.5152,5.29806666667,4.05273333333,36.2839333333,13.7458,24.998,7.02386666667
405.03,4.42153333333,19.4924,14.5746666667,16.3096666667,35.6712666667,6.71973333333,6.4856,5.31273333333,4.0852,36.2757333334,13.6815333333,25.0430666667,7.03186666667
405.39,4.44746666667,19.4032666667,14.4991333333,16.2869333333,35.7832666667,6.75273333333,6.49906666667,5.30006666667,4.1172,36.3043333333,13.5676,25.1065333333,7.04233333333
405.75,4.52906666667,19.3201333333,14.4404,16.3104666667,35.8601333333,6.82473333333,6.5588,5.3436,4.17206666666,36.2372666667,13.5101333333,25.1734666667,7.11753333333
406.11,4.583,19.2552666667,14.4143333334,16.3131333333,35.93,6.89826666667,6.60846666667,5.3752,4.24013333333,36.1981333333,13.4379333333,25.2398666667,7.189
406.47,4.60433333333,19.1264666667,14.3337333334,16.266,36.0096666667,6.93633333334,6.60353333333,5.39006666667,4.26346666667,36.1172666667,13.3435333333,25.2450666667,7.1974
406.83,4.62166666667,19.0388666667,14.2584666667,16.2644,36.12,6.94846666667,6.59133333333,5.39113333334,4.2748,36.099,13.2624,25.3322,7.24126666667
407.19,4.60246666667,18.8998666667,14.1389333333,16.2396666667,36.1544666667,6.95286666667,6.5402,5.37646666667,4.2566,35.9838666667,13.1364,25.3322666667,7.2154
407.55,4.63226666667,18.8498666667,14.1095333333,16.2386666667,36.2386,7.0172,6.549,5.3838,4.29566666667,35.9280666667,13.0792666667,25.3648,7.26913333333
407.90,4.64806666667,18.692,14.0052,16.1602666667,36.271,7.01053333333,6.50286666667,5.37606666667,4.2952,35.7732666667,12.9358666667,25.3282666667,7.2572
408.26,4.6288,18.5535333333,13.893,16.0886666667,36.2714666667,7.01573333333,6.46593333333,5.35973333333,4.26606666667,35.6509333333,12.8243333333,25.3175333333,7.2448
408.62,4.60646666667,18.3654,13.7271333333,15.9909333333,36.2028666667,6.9632,6.3584,5.33986666667,4.22186666667,35.4269333333,12.6740666667,25.2282,7.22646666667
408.98,4.63046666667,18.3054666667,13.6804,16.0075333333,36.2494,6.98726666667,6.36426666667,5.32953333333,4.2474,35.3271333333,12.5725333333,25.25,7.24993333333
409.34,4.65813333333,18.2532666667,13.6387333333,16.0333333333,36.3508666667,6.99913333333,6.36986666667,5.34133333333,4.27506666667,35.2702666667,12.5086,25.3168666667,7.27686666667
409.70,4.67333333333,18.1816666667,13.6195333333,16.0366666667,36.4355333333,7.00413333333,6.3438,5.35846666667,4.283,35.2330666667,12.4388,25.3548,7.27813333333
410.06,4.68586666667,18.1092666667,13.5474666667,16.0290666667,36.5445333333,7.0264,6.31993333333,5.36273333333,4.2682,35.1793333333,12.3508666667,25.3967333333,7.271
410.42,4.72066666667,18.0855333333,13.4988666667,16.0668,36.5844666667,7.05046666667,6.3174,5.37406666667,4.30153333333,35.1618666667,12.2892666667,25.4350666667,7.30853333333
410.77,4.62613333333,17.9160666667,13.3704666667,15.9617333333,36.5177333333,6.9562,6.20373333334,5.275,4.20693333333,34.9751333333,12.1244,25.3161333333,7.20553333333
411.13,4.63706666667,17.8547333333,13.3403333333,15.9701333333,36.6132,6.94933333333,6.2072,5.23153333333,4.2062,34.969,12.0532666666,25.3613333333,7.20346666667
411.49,4.65273333333,17.7995333333,13.3036,15.9503333334,36.6504666667,6.9486,6.20013333333,5.253,4.22633333333,34.8886666667,11.9854666667,25.3593333333,7.21126666666
411.85,4.7364,17.8198,13.3155333333,16.0256666667,36.7397333333,7.05133333333,6.27966666667,5.30306666667,4.31953333333,34.9112,12.0270666667,25.4598666667,7.28673333333
412.21,4.70606666667,17.7468666667,13.2581333333,15.9916,36.7907333333,7.01893333333,6.23893333333,5.26533333333,4.31106666667,34.8384,11.9416666667,25.4772,7.24533333333
412.57,4.7418,17.729,13.295,16.013,36.936,7.07506666667,6.27646666667,5.27886666666,4.33306666667,34.8690666667,11.908,25.5626666667,7.25933333333
412.92,4.67846666667,17.618,13.1818,15.9281333333,36.9534666667,7.02826666667,6.21166666667,5.21673333334,4.2484,34.7929333333,11.7833333333,25.5248666667,7.20346666667
413.28,4.7402,17.6274,13.1921333333,15.9628666667,37.0825333333,7.13193333333,6.2638,5.2922,4.31946666667,34.8194666667,11.8004666667,25.5934666667,7.30253333334
413.64,4.72473333333,17.5842,13.115,15.9163333333,37.1106666667,7.14393333333,6.27646666667,5.293,4.3118,34.7769333333,11.7401333333,25.6000666667,7.314
414.00,4.73073333333,17.5482666667,13.0874666667,15.8844,37.1676,7.16966666667,6.2968,5.31793333333,4.33373333333,34.7378,11.6794,25.5992,7.3328
414.36,4.7378,17.4690666667,13.0334,15.8534666666,37.2584,7.16273333333,6.30246666667,5.3328,4.33433333333,34.6726666667,11.6298666667,25.6009333333,7.30926666667
414.72,4.7218,17.3901333333,12.9474,15.7963333333,37.3729333333,7.14026666666,6.261,5.33786666666,4.30613333333,34.6403333333,11.5194666667,25.5946666667,7.2908
415.07,4.73266666666,17.3334666667,12.8975333333,15.767,37.4417333333,7.14433333333,6.2504,5.38826666667,4.3244,34.6134,11.4361333333,25.5594666667,7.31953333333
415.43,4.69506666667,17.2146666667,12.7959333333,15.6871333333,37.5048,7.09193333333,6.2244,5.37253333333,4.30853333333,34.5515333334,11.3374,25.5433333333,7.3016
415.79,4.65,17.0857333333,12.6936,15.5963333333,37.5596666667,6.9976,6.16286666667,5.34766666667,4.26633333333,34.4595333333,11.1774666666,25.4752666667,7.264
416.15,4.66086666667,16.9954,12.6064,15.5692,37.6546666667,6.992,6.16106666667,5.3552,4.27806666667,34.4018666667,11.0852,25.4449333333,7.286
416.51,4.71346666667,16.9742666667,12.5468666667,15.5815333333,37.7864,6.98826666667,6.19266666667,5.39346666667,4.3592,34.3803333333,11.0503333333,25.4644666667,7.34953333333
416.86,4.75773333333,16.9044666666,12.4884666667,15.5494,37.8303333333,6.9856,6.20406666667,5.41573333333,4.39686666667,34.3387333333,10.9676666667,25.4149333333,7.39466666667
417.22,4.80326666667,16.8466,12.4340666667,15.5081333333,37.9135333333,6.96333333333,6.21546666667,5.4328,4.426,34.2992666667,10.9067333333,25.3886,7.42686666667
417.58,4.72186666667,16.6821333333,12.267,15.3807333333,37.89,6.83146666667,6.10693333333,5.3422,4.34793333333,34.1625333334,10.7189333334,25.2582,7.34406666667
417.94,4.69773333333,16.5471333333,12.1446,15.2868666667,37.9408666667,6.7442,6.051,5.2928,4.30813333333,34.0942,10.5873333333,25.1991333333,7.3212
418.29,4.67633333333,16.4478666667,12.0391333333,15.1844,37.9584,6.67633333333,6.00426666667,5.27206666667,4.29066666667,34.0052666667,10.4632666667,25.1305333333,7.32913333333
418.65,4.67346666667,16.3496666667,11.9360666667,15.1072666667,37.9912666667,6.6174,5.97766666667,5.23746666667,4.28313333333,33.9473333333,10.3518666667,25.0899333333,7.31513333333
419.01,4.67033333333,16.243,11.8450666667,15.0403333334,38.0079333333,6.5752,5.96146666667,5.22526666667,4.2888,33.8795333333,10.2692,25.0544,7.32253333333
419.37,4.6794,16.1629333333,11.7624666667,14.997,38.0630666667,6.54073333334,5.93106666667,5.21633333333,4.29033333333,33.8419333333,10.1656,25.0433333333,7.327
419.73,4.67486666667,16.0804666667,11.6937333333,14.9329333333,38.0948,6.51286666667,5.8972,5.20393333333,4.28193333333,33.8027333333,10.0788,25.0249333333,7.342
420.08,4.67786666666,15.9932666666,11.624,14.8737333333,38.1370666667,6.47933333333,5.8798,5.21146666666,4.2872,33.7572,9.995,25.017,7.3512
420.44,4.65746666667,15.8714666667,11.5353333333,14.7884,38.1452666667,6.4362,5.83173333333,5.19313333333,4.24553333333,33.7096666667,9.88440000001,24.9871333334,7.32253333333
420.80,4.5868,15.7328666667,11.4119333333,14.6972666667,38.1763333333,6.34846666667,5.76253333333,5.1462,4.1852,33.6217333333,9.75693333333,24.9642,7.26733333333
421.16,4.53006666667,15.5786666667,11.2922,14.587,38.1416,6.2732,5.68553333333,5.096,4.1308,33.4920666667,9.60740000001,24.8973333333,7.2078
421.51,4.5676,15.5089333333,11.2672666667,14.5776666667,38.2458666667,6.30633333334,5.70353333333,5.13653333333,4.16446666667,33.486,9.56999999999,24.9424666667,7.25746666667
421.87,4.57853333333,15.4217333333,11.1949333333,14.5339333333,38.3005333333,6.2776,5.69233333333,5.14426666667,4.1712,33.4486666667,9.4918,24.9362,7.2712
422.23,4.55513333334,15.3013333333,11.1032666667,14.477,38.3806,6.24953333333,5.65386666667,5.12753333333,4.14806666667,33.4274,9.38333333334,24.9425333333,7.25406666667
422.58,4.57033333333,15.2228666667,11.0386,14.4496,38.409,6.2616,5.65526666667,5.15593333333,4.177,33.3732666667,9.32766666667,24.936,7.29366666667
422.94,4.53366666667,15.1074,10.9328666667,14.3799333333,38.4707333333,6.2108,5.5976,5.12086666667,4.1246,33.3305333334,9.20600000001,24.9244,7.25426666667
423.30,4.52846666667,15.0168,10.866,14.3224666667,38.5266666667,6.19566666667,5.57453333333,5.12173333333,4.12353333333,33.2818,9.13740000001,24.9184666667,7.24266666667
423.66,4.52686666667,14.9265333333,10.7886666667,14.2824666667,38.5916666666,6.19086666666,5.56186666667,5.10973333333,4.1248,33.236,9.06773333333,24.926,7.24066666667
424.01,4.5462,14.8487333333,10.7358666667,14.2584666666,38.66,6.19813333333,5.55753333333,5.11846666667,4.12493333333,33.2307333333,9.00066666666,24.9416,7.2512
424.37,4.5276,14.7726666667,10.6780666667,14.237,38.7354,6.1974,5.5532,5.11126666667,4.13153333333,33.2002666667,8.93066666667,24.9393333333,7.25613333334
424.73,4.5654,14.7320666667,10.6384666667,14.2304666667,38.8396,6.22013333334,5.56173333333,5.12813333333,4.15966666667,33.2236666667,8.90253333334,24.9846,7.28426666667
425.08,4.5742,14.681,10.5852666667,14.2347333333,38.9468666667,6.2374,5.5706,5.12746666667,4.17733333333,33.2236,8.8556,25.0184666667,7.31433333333
425.44,4.56093333333,14.6176,10.5274,14.1959333333,39.0315333333,6.238,5.55753333333,5.11686666667,4.1676,33.2152,8.78566666667,25.0315333333,7.29846666667
425.80,4.5574,14.5736,10.4944666667,14.1914666667,39.1397333333,6.27053333333,5.553,5.1338,4.1758,33.2266666667,8.74093333333,25.0786,7.30346666667
426.16,4.59253333333,14.5452,10.4846,14.2104,39.2331333333,6.31326666667,5.56366666667,5.14973333333,4.1992,33.2364,8.72453333333,25.1424666667,7.33706666667
426.51,4.5794,14.4642,10.446,14.195,39.3574,6.31433333333,5.54713333333,5.139,4.17526666667,33.2409333333,8.66453333333,25.1885333333,7.319
426.87,4.61493333334,14.4253333333,10.4344666667,14.1936,39.4899333333,6.36826666667,5.58046666667,5.16693333333,4.19786666667,33.2615333333,8.6464,25.2654666667,7.3542
427.23,4.60493333333,14.35,10.3656666667,14.1754,39.5756666667,6.37133333333,5.55693333333,5.15066666667,4.1854,33.2507333333,8.5746,25.2930666667,7.34933333333
427.58,4.6002,14.2608,10.3035333333,14.1515333333,39.6532666667,6.36466666667,5.53146666667,5.1366,4.17133333333,33.2339333333,8.501,25.2965333333,7.3236
427.94,4.53513333333,14.165,10.2039333333,14.0694666666,39.6996,6.33,5.47846666667,5.0686,4.12306666667,33.2012,8.40113333333,25.2906,7.2852
428.30,4.56433333333,14.1305333333,10.1651333333,14.0624666667,39.7591333333,6.35126666667,5.48253333333,5.07913333333,4.136,33.1862,8.35726666667,25.3252,7.3104
428.65,4.61553333333,14.119,10.183,14.0934,39.8097333333,6.41933333333,5.53073333333,5.12833333334,4.20606666667,33.1758666667,8.35093333333,25.3606666667,7.3642
429.01,4.64033333334,14.0838666667,10.1802,14.0795333334,39.8960666667,6.45346666667,5.547,5.17586666667,4.22666666667,33.2249333333,8.3316,25.4182,7.3694
429.37,4.69626666667,14.071,10.1817333333,14.1008666667,39.9667333333,6.50153333333,5.5666,5.22413333334,4.27733333333,33.2253333333,8.33546666667,25.4738666667,7.4212
429.72,4.68513333333,13.9871333333,10.1319333333,14.0634,39.9637333334,6.49306666667,5.56493333333,5.21526666667,4.28313333334,33.1798666667,8.3026,25.4834,7.4154
430.08,4.7132,13.9714666667,10.1301333334,14.0658666667,40.023,6.5152,5.6018,5.2462,4.3178,33.1873333333,8.30086666667,25.5336666667,7.43246666667
430.44,4.76026666667,13.986,10.1398,14.0938,40.1144,6.56646666667,5.6394,5.2658,4.36353333333,33.2176666667,8.30706666667,25.6138,7.46713333333
430.79,4.779,13.9767333333,10.15,14.1067333333,40.1774,6.5938,5.66353333333,5.2786,4.422,33.2290666667,8.32113333333,25.6611333333,7.50246666667
431.15,4.78126666667,13.9406,10.1434666667,14.0916666667,40.2396,6.5982,5.6734,5.27473333333,4.4294,33.2253333333,8.32206666667,25.7088666667,7.5106
431.50,4.76066666667,13.9297333333,10.1316,14.079,40.3318,6.58026666667,5.67013333333,5.28093333333,4.43013333333,33.2418666666,8.31453333333,25.7866,7.52093333333
431.86,4.76693333333,13.9183333333,10.146,14.1105333333,40.439,6.5756,5.6752,5.28586666667,4.4504,33.2605333334,8.3246,25.8321333333,7.5154
432.22,4.74826666667,13.882,10.1268,14.0788666667,40.5238,6.5562,5.64533333333,5.2686,4.4204,33.2666,8.2972,25.8865333333,7.49633333333
432.57,4.7376,13.8644666666,10.1111333333,14.0628666667,40.5978666667,6.54653333333,5.63913333333,5.27006666667,4.405,33.2874,8.29326666667,25.9492666667,7.48653333333
432.93,4.7116,13.8390666667,10.0997333333,14.0676,40.6788666667,6.52153333333,5.60866666667,5.2388,4.3938,33.3077333333,8.27573333333,25.9796666667,7.47793333333
433.29,4.6926,13.7972666667,10.0757333333,14.0552666667,40.7138,6.48153333333,5.59266666666,5.19846666667,4.37413333333,33.3029333333,8.24873333333,26.0028,7.45646666667
433.64,4.72726666666,13.8445333333,10.1116,14.1087333333,40.8442,6.52093333333,5.60546666667,5.2084,4.4058,33.3857333333,8.262,26.0969333333,7.48946666667
434.00,4.68713333333,13.811,10.0946666667,14.094,40.9292666667,6.48893333334,5.575,5.17126666667,4.37173333333,33.3928,8.22806666667,26.126,7.47106666667
434.35,4.65013333333,13.7836,10.0796666667,14.0642,40.9652666667,6.47446666667,5.55833333333,5.15886666667,4.35146666667,33.3793333333,8.2138,26.1334,7.44913333333
434.71,4.63846666667,13.774,10.073,14.076,41.0020666667,6.4666,5.5482,5.1472,4.3346,33.3726666667,8.208,26.1743333333,7.43986666667
435.07,4.64593333334,13.7989333333,10.0984,14.1219333333,41.0969333333,6.4878,5.5608,5.16066666667,4.346,33.4348666667,8.2074,26.2381333333,7.45233333333
435.42,4.69746666667,13.8453333333,10.1537333333,14.1943333333,41.1842,6.54453333333,5.61213333333,5.204,4.39206666667,33.4898,8.263,26.3243333333,7.50326666667
435.78,4.71066666667,13.8649333333,10.1745333333,14.2079333333,41.2162,6.57713333333,5.63513333334,5.21846666667,4.4116,33.5012,8.281,26.3796666667,7.50933333333
436.13,4.71653333333,13.8671333333,10.194,14.2420666667,41.2783333333,6.5914,5.65913333333,5.22426666667,4.4454,33.5068666666,8.2968,26.4114666667,7.51313333334
436.49,4.72793333333,13.8762666667,10.2228,14.2805333333,41.3497333333,6.5922,5.66693333333,5.22566666667,4.4468,33.5066,8.3008,26.4477333333,7.52073333333
436.84,4.7498,13.8974,10.2475333333,14.3100666667,41.4124,6.59653333333,5.7126,5.24193333333,4.46273333333,33.5002,8.33033333333,26.5280666667,7.55106666667
437.20,4.739,13.9125333333,10.2641333333,14.334,41.4651333333,6.5848,5.7108,5.23833333333,4.45273333333,33.4904666667,8.33186666667,26.5804,7.55713333334
437.56,4.74173333333,13.9173333333,10.2586,14.348,41.5182666667,6.56566666667,5.72066666667,5.24533333333,4.44266666667,33.4556666667,8.34993333333,26.6264,7.55146666667
437.91,4.75073333333,13.9342666667,10.2563333333,14.3448,41.5447333333,6.5572,5.71826666667,5.24166666667,4.4536,33.4506666667,8.36686666667,26.6644666667,7.5512
438.27,4.77313333333,13.9556,10.2786,14.3692666667,41.6248,6.53153333333,5.73333333333,5.26113333333,4.4742,33.4749333333,8.39013333333,26.7334,7.56546666667
438.62,4.79553333333,13.9928,10.3002666667,14.3911333333,41.687,6.532,5.74966666667,5.287,4.50526666667,33.4794,8.41866666667,26.7723333333,7.56726666667
438.98,4.81773333333,14.0244666667,10.3258666667,14.4114666667,41.7601333334,6.53213333333,5.7714,5.30306666667,4.52,33.5059333333,8.4588,26.8242,7.57313333333
439.33,4.81293333333,14.0281333333,10.3246666667,14.4002666667,41.8156666667,6.51573333334,5.76693333333,5.29093333333,4.50726666667,33.5017333333,8.43846666667,26.8489333333,7.55853333333
439.69,4.8192,14.0281333334,10.3313333333,14.4089333333,41.8673333333,6.50206666666,5.7538,5.29226666667,4.5036,33.5024666667,8.4472,26.8958666667,7.56226666667
440.04,4.8232,14.052,10.3377333333,14.4259333333,41.9174,6.50533333333,5.74893333333,5.30033333333,4.50886666667,33.5199333333,8.46746666667,26.9672,7.5746
440.40,4.821,14.0468666667,10.3305333333,14.4186,41.9351333333,6.5056,5.74013333333,5.27866666667,4.50233333333,33.5178,8.46373333333,26.9880666667,7.5604
440.75,4.79846666667,14.0155333333,10.2901333333,14.3924,41.9134,6.4766,5.6952,5.2482,4.4746,33.4672666667,8.43233333333,26.9760666666,7.51113333333
441.11,4.80646666666,14.0318,10.2988,14.4134,41.9863333333,6.48946666667,5.70453333333,5.25886666667,4.49146666667,33.5093333333,8.45066666667,27.0212,7.51133333333
441.47,4.7504,13.9807333333,10.2524666667,14.3719333333,41.982,6.43186666667,5.66213333333,5.19553333333,4.45673333333,33.4806666667,8.40433333333,27.0144666667,7.47033333333
441.82,4.72426666667,13.9627333334,10.2214,14.3571333333,42.0008666667,6.40766666667,5.63806666667,5.17326666666,4.41526666667,33.4482,8.37313333333,27.02,7.44226666667
442.18,4.7128,13.9472,10.2022666667,14.3662666667,42.0394,6.41786666667,5.62106666666,5.16013333333,4.40266666666,33.4634666667,8.35666666666,27.062,7.4338
442.53,4.7284,13.9661333333,10.2419333333,14.4178666667,42.1426,6.44493333333,5.65146666667,5.18773333333,4.41653333333,33.5282,8.36826666667,27.1549333333,7.4746
442.89,4.71373333334,13.9294,10.2187333334,14.398,42.1596,6.42393333333,5.6266,5.16726666667,4.39793333333,33.5066666667,8.3434,27.1745333334,7.46606666667
443.24,4.68426666667,13.9044666667,10.2090666667,14.4062666667,42.1817333333,6.41353333333,5.60853333334,5.1456,4.39446666667,33.5057333333,8.3468,27.2093333333,7.45406666667
443.60,4.66566666667,13.8943333333,10.1812,14.4190666667,42.2448666667,6.38586666667,5.60493333333,5.12226666667,4.38326666667,33.5413333333,8.33313333333,27.2524,7.43926666667
443.95,4.63806666667,13.8559333333,10.1505333333,14.4044,42.2945333333,6.3422,5.58466666667,5.09,4.35506666667,33.5666,8.29586666667,27.2594,7.40666666667
444.31,4.58166666667,13.8219333333,10.0967333333,14.374,42.3429333333,6.28526666667,5.5454,5.06,4.32073333333,33.588,8.2524,27.2891333333,7.37686666667
444.66,4.58966666667,13.8242666667,10.0970666667,14.3858,42.4040666666,6.29666666667,5.5554,5.0714,4.342,33.6171333333,8.24633333333,27.3236,7.40213333333
445.02,4.5948,13.8092666667,10.0712,14.3604666667,42.4146666667,6.28686666667,5.54973333333,5.07273333333,4.33413333333,33.6222,8.22646666667,27.3475333333,7.40113333334
445.37,4.621,13.8082,10.0777333333,14.3696666667,42.4472666667,6.2942,5.56686666667,5.10393333333,4.34746666667,33.6488666667,8.22113333333,27.3822666667,7.42066666667
445.72,4.63206666667,13.8006666667,10.0741333333,14.385,42.4962666667,6.30486666667,5.58713333333,5.11653333333,4.3852,33.6924666667,8.22426666666,27.4130666667,7.4374
446.08,4.66153333333,13.8316666667,10.0923333333,14.4133333333,42.5520666667,6.33126666667,5.605,5.1466,4.41566666667,33.7491333334,8.23173333333,27.4579333333,7.46866666666
446.43,4.612,13.7719333333,10.0016666667,14.3478666667,42.5186666667,6.27513333333,5.55026666667,5.08506666667,4.37746666667,33.7028666667,8.1588,27.4190666667,7.41126666667
446.79,4.61426666667,13.7495333333,9.97546666669,14.3466,42.5353333333,6.28606666667,5.55813333333,5.071,4.37753333334,33.7082666667,8.13233333333,27.4414666667,7.41546666667
447.14,4.6188,13.7314,9.94180000002,14.3426666667,42.5574666667,6.28713333333,5.5482,5.07206666667,4.3682,33.7344666667,8.105,27.458,7.4048
447.50,4.6312,13.7128666666,9.92519999999,14.3258,42.5473333333,6.31226666667,5.5504,5.08773333333,4.38506666667,33.7094,8.0818,27.4634666667,7.42253333333
447.85,4.68846666667,13.7392,9.96266666667,14.3741333333,42.6148666667,6.37466666667,5.5994,5.14093333333,4.4358,33.7516,8.11173333333,27.5460666667,7.48266666667
448.21,4.71413333333,13.722,9.95406666665,14.3999333333,42.6624666667,6.409,5.60893333333,5.1486,4.4646,33.7856,8.11186666666,27.5854666667,7.50486666667
448.56,4.7122,13.69,9.92886666668,14.4090666667,42.7363333333,6.42,5.60193333333,5.1386,4.44806666667,33.8528666667,8.08946666667,27.6485333333,7.49293333333
448.92,4.70826666667,13.6494666667,9.90826666668,14.4151333333,42.7922666666,6.45526666667,5.60193333333,5.133,4.45653333333,33.8810666667,8.06826666667,27.6861333333,7.50726666667
449.27,4.72773333333,13.6409333333,9.90453333333,14.4461333333,42.8879333333,6.5068,5.6182,5.145,4.4696,33.951,8.06386666667,27.7450666667,7.51746666667
449.62,4.7424,13.6103333333,9.89493333333,14.4554666667,42.8943333334,6.546,5.62293333333,5.1492,4.4802,33.9660666667,8.03386666667,27.7964,7.54273333333
449.98,4.69,13.5017333333,9.8128,14.3892666667,42.8619333334,6.51553333333,5.5762,5.09413333333,4.4346,33.9054,7.961,27.7827333333,7.49333333333
450.33,4.70846666667,13.4500666667,9.79406666665,14.4017333333,42.892,6.556,5.5726,5.113,4.42913333333,33.9291333334,7.94626666667,27.8150666667,7.5146
450.69,4.67906666667,13.4111333333,9.75699999999,14.4066666667,42.9344666667,6.55373333333,5.55326666667,5.11453333333,4.43233333333,33.9691333333,7.90646666667,27.87,7.501
451.04,4.70293333333,13.3786,9.73753333333,14.4112,42.9834666667,6.5874,5.5766,5.11466666666,4.45766666667,34.0192,7.882,27.9166,7.52986666667
451.40,4.72193333333,13.354,9.7214,14.4393333333,43.0861333333,6.61946666667,5.58913333333,5.134,4.47166666667,34.1079333333,7.87833333334,28.0083333333,7.55626666667
451.75,4.6508,13.2458666667,9.60026666667,14.3593333333,43.0452,6.5764,5.51746666667,5.05753333333,4.39686666667,34.0772666667,7.77733333333,27.9806666666,7.48466666667
