wavelength,Back_TanXacf,Belly_TanXacf,Breast_TanXacf,Crissum_TanXacf,Crown_TanXacf,DorTail_TanXacf,Patch10_TanXacf,Patch11_TanXacf,Patch12_TanXacf,Rump_TanXacf,Throat_TanXacf,WingTip_TanXacf
378.71,8.97546666666,13.7214,10.6674,6.71253333333,4.71293333333,6.73699866667,7.04126666667,15.0704333333,4.66813333333,14.5814333333,5.92826666667,7.07006666667
379.07,9.07859999999,13.8318,10.7595333333,6.83159999999,4.79853333333,6.81323333333,7.17076666667,15.0683666667,4.74226666667,14.6819666667,6.00133333333,7.1539
379.44,9.0608,13.7836,10.7788666667,6.84013333333,4.76893333333,6.78560055556,7.16203333333,14.9209,4.71013333333,14.7012,5.99753333333,7.13413333333
379.80,9.14713333333,13.8685333334,10.9006666667,6.92593333334,4.81306666667,6.85205288889,7.26226666667,14.8975666667,4.77293333333,14.7891666667,6.06786666667,7.16673333333
380.16,9.15873333332,13.8958,10.8836,6.90106666667,4.77793333333,6.79463855555,7.2463,14.8119666667,4.71,14.8265,6.0452,7.12043333333
380.52,9.18379999999,13.9889333333,10.9088666667,6.90546666666,4.74406666667,6.81518055556,7.30103333334,14.755,4.71926666667,14.8700666666,6.054,7.10206666667
380.88,9.13333333334,13.9746,10.8796666667,6.83673333334,4.6876,6.77532555556,7.246,14.5852666666,4.67446666667,14.8184,5.97693333333,7.02843333333
381.24,9.12753333334,13.9763333333,10.8984666667,6.79766666667,4.69586666667,6.76716911111,7.2661,14.5208333333,4.6756,14.811,5.99073333333,7.05443333333
381.61,9.13773333333,13.9839333333,10.9079333333,6.76753333334,4.66786666667,6.732991,7.2472,14.4357,4.65073333333,14.8338,5.93653333333,7.02213333333
381.97,9.07533333334,13.9070666667,10.8878,6.70719999999,4.60326666667,6.65264022222,7.1911,14.3209,4.56946666667,14.8167666667,5.87313333333,6.93293333333
382.33,9.10773333331,13.9712666667,10.9746,6.72733333333,4.6024,6.674818,7.21563333333,14.3508666667,4.5846,14.8716,5.88533333333,6.9396
382.69,9.19413333334,14.1276666667,11.1038666667,6.80739999999,4.675,6.74493222222,7.33856666667,14.3434,4.6736,15.0085,5.95566666667,7.0451
383.05,9.19253333334,14.1118,11.1056666667,6.77246666667,4.6492,6.71226744444,7.3185,14.2689,4.65506666667,15.0070666667,5.9424,7.0286
383.41,9.26959999999,14.2016666667,11.1503333333,6.8238,4.6886,6.76999077778,7.35846666667,14.2970333333,4.683,15.0720333333,5.97146666667,7.09633333333
383.77,9.29173333334,14.2594,11.1490666667,6.83993333334,4.69813333333,6.79004655556,7.36223333333,14.2737666667,4.68,15.127,5.985,7.09963333333
384.14,9.29873333332,14.2903333334,11.2066,6.841,4.70353333333,6.79590588889,7.38073333333,14.2251666667,4.69606666667,15.1465333333,5.97846666667,7.12536666667
384.50,9.39453333332,14.4071333334,11.3341333333,6.9374,4.79966666667,6.87015377778,7.48303333333,14.2596333333,4.76493333333,15.2822,6.059,7.24066666667
384.86,9.42946666665,14.4766666667,11.3834,6.97873333334,4.7924,6.88592244444,7.52253333333,14.1986333333,4.77013333333,15.3511666666,6.11333333333,7.2676
385.22,9.48946666667,14.5692,11.4506666667,7.03860000001,4.82726666666,6.91401466667,7.5545,14.1955,4.7768,15.4699,6.1206,7.3045
385.58,9.47846666665,14.5847333333,11.4657333333,7.0606,4.82053333333,6.90951288889,7.57553333333,14.1732,4.75186666667,15.5196666667,6.13773333333,7.2857
385.94,9.48793333333,14.6649333333,11.4914666667,7.09033333334,4.84553333333,6.91996033333,7.6111,14.1349333333,4.7576,15.5987,6.1438,7.31906666666
386.30,9.52186666665,14.7142,11.5372,7.12693333333,4.8854,6.95329266667,7.63303333333,14.0889666667,4.796,15.6625333333,6.16373333333,7.3471
386.66,9.57893333333,14.7559333333,11.6033333333,7.18060000001,4.91746666667,6.99085333333,7.6667,14.0943,4.83346666667,15.7599,6.194,7.36483333333
387.03,9.57173333332,14.7847333333,11.6459333333,7.17873333333,4.88886666667,7.00422722222,7.65406666667,14.0456333333,4.81313333333,15.8585666667,6.1684,7.31273333333
387.39,9.57033333333,14.8153333333,11.6705333333,7.18919999999,4.88693333333,6.98798933333,7.67956666666,13.9936,4.85726666667,15.9113,6.15753333333,7.2945
387.75,9.53833333334,14.8517333333,11.6566,7.14686666667,4.836,6.92491055556,7.67276666667,13.9153666666,4.80773333333,15.9684333333,6.085,7.27396666667
388.11,9.53393333333,14.855,11.6506666667,7.1306,4.81353333333,6.924521,7.67116666667,13.7917666667,4.80526666667,16.0108,6.03746666667,7.2498
388.47,9.48633333333,14.8009333334,11.606,7.09800000001,4.7822,6.88084955556,7.63823333333,13.677,4.789,15.9950333333,5.96566666667,7.1593
388.83,9.45126666667,14.766,11.6043333333,7.04106666667,4.7332,6.821647,7.5979,13.5969333333,4.74026666667,16.0079333333,5.9176,7.1064
389.19,9.39186666666,14.7102,11.5594,6.96599999999,4.64166666667,6.75017711111,7.57566666666,13.4421,4.6612,15.9650333333,5.8596,6.98573333333
389.55,9.38606666667,14.6944,11.551,6.91106666667,4.58806666667,6.72360522222,7.56093333333,13.3006,4.62,15.9830666667,5.83466666667,6.94096666667
389.91,9.39873333333,14.6926666667,11.5758666667,6.91046666666,4.54446666667,6.71202111111,7.55363333333,13.1708,4.58546666667,15.9895,5.81846666666,6.91203333333
390.27,9.36120000001,14.6761333333,11.5614666667,6.87493333333,4.47226666667,6.64179866667,7.52903333333,13.0288333334,4.50946666667,16.0035333333,5.76926666667,6.83666666667
390.63,9.31086666665,14.6512666667,11.5313333333,6.83073333334,4.41106666667,6.59241888889,7.50093333333,12.8887666667,4.45066666667,15.9875,5.71386666667,6.77526666667
391.00,9.38373333334,14.7523333333,11.5906666667,6.91906666667,4.49893333333,6.64726544444,7.59846666667,12.8554333333,4.53913333333,16.0812,5.80333333333,6.86946666667
391.36,9.40273333332,14.7833333333,11.6167333333,6.9104,4.49773333333,6.64723088889,7.6453,12.7396333333,4.52206666667,16.1305,5.79946666667,6.8631
391.72,9.44273333335,14.7866666667,11.6707333333,6.93966666667,4.4892,6.663044,7.67153333333,12.6260333333,4.52873333333,16.1539333333,5.81713333333,6.85736666667
392.08,9.46613333333,14.8241333333,11.7260666667,6.9716,4.49593333333,6.68188977778,7.71823333333,12.5636333333,4.529,16.2246333333,5.85113333333,6.85893333333
392.44,9.53973333333,14.8996,11.7988,7.01486666666,4.5012,6.71819777778,7.77826666667,12.4872,4.5528,16.3153666666,5.90153333333,6.8895
392.80,9.58193333333,14.9682666667,11.8496,7.07946666666,4.54426666667,6.747295,7.8688,12.3987,4.60193333333,16.3956333333,5.95013333333,6.93043333333
393.16,9.68913333334,15.1075333333,11.9711333333,7.1916,4.65026666667,6.84288822222,7.9866,12.3849666667,4.7216,16.5449333333,6.05086666667,7.05103333333
393.52,9.79313333333,15.2306666667,12.0838666667,7.29466666666,4.76033333334,6.93462877778,8.07646666667,12.3549333333,4.81773333333,16.6347666667,6.11766666667,7.1418
393.88,9.87020000001,15.3292666667,12.1618666667,7.3534,4.83133333333,6.98506822222,8.17976666667,12.3315333333,4.90346666667,16.7233,6.189,7.21853333333
394.24,9.9166,15.4016666667,12.2283333333,7.43033333333,4.8968,7.05682188889,8.27023333333,12.2602333333,4.9632,16.8051666667,6.26353333333,7.2814
394.60,9.94740000001,15.4596666667,12.2823333333,7.43113333334,4.9234,7.05992033333,8.31953333333,12.1490333333,4.99333333333,16.8448666667,6.28586666666,7.2859
394.96,9.93180000001,15.4474,12.2577333333,7.3804,4.8416,6.99016833333,8.29646666667,11.9637333333,4.91746666667,16.8102,6.22906666667,7.2234
395.32,9.93726666667,15.4962,12.2974666667,7.39346666667,4.85733333333,7.00028277778,8.31453333333,11.8626,4.91926666667,16.8705666667,6.24526666667,7.23516666667
395.68,9.94639999999,15.5379333333,12.3036666667,7.40280000001,4.88873333333,7.00197522222,8.34056666667,11.7424666667,4.92853333333,16.9022666667,6.2476,7.24883333333
396.04,9.97433333334,15.5991333334,12.3294,7.41199999999,4.8978,6.99495055555,8.34633333333,11.6249,4.9166,16.9286333333,6.23973333333,7.26213333333
396.40,9.93013333333,15.6127333333,12.3171333333,7.37913333334,4.86753333333,6.97264055556,8.32623333333,11.4618333333,4.8562,16.9071666667,6.19433333333,7.2259
396.76,9.99113333333,15.6533333333,12.3476,7.39946666667,4.85733333333,6.98357755556,8.32933333334,11.3696,4.84086666667,16.9501666667,6.1958,7.23196666667
397.12,9.9814,15.6266666667,12.3240666667,7.38133333333,4.8166,6.94767455556,8.3172,11.1802,4.7826,16.9434333333,6.16093333333,7.17593333333
397.48,9.9222,15.6255333333,12.2790666667,7.30953333334,4.722,6.83803866667,8.30233333333,10.9664333333,4.70806666667,17.0003333333,6.08686666667,7.0774
397.84,9.90113333333,15.6222666667,12.266,7.29126666667,4.69933333333,6.79319155556,8.27386666667,10.7764333333,4.65633333334,17.0112333333,6.04726666666,7.00853333333
398.20,9.95899999999,15.6763333333,12.3094,7.28720000001,4.7036,6.78561055556,8.31923333333,10.6599333333,4.66793333333,17.0885333333,6.0282,6.9992
398.56,10.0373333333,15.7257333333,12.3537333333,7.35093333334,4.72886666667,6.82729888889,8.35,10.577,4.69173333333,17.1743,6.05046666667,7.03113333333
398.92,10.0441333333,15.7672,12.3766666667,7.3588,4.7222,6.83051911111,8.3875,10.4553,4.68993333333,17.2178333333,6.03833333333,6.99753333333
399.28,10.0357333333,15.7536666667,12.3813333333,7.34693333333,4.66446666667,6.80616722222,8.37733333333,10.3012333333,4.65846666667,17.2304333333,5.9978,6.94756666667
399.64,10.1043333333,15.8259333333,12.4822666667,7.39186666666,4.70213333333,6.84644044445,8.455,10.2156666667,4.70513333333,17.3461,6.0302,6.99653333333
400.00,10.129,15.8701333333,12.5100666667,7.44226666667,4.71206666667,6.85538911111,8.5149,10.0972333333,4.73013333333,17.4226,6.0572,7.00156666667
400.36,10.1516666667,15.8990666667,12.5446,7.45393333334,4.71993333333,6.82739444444,8.54813333333,10.0012333333,4.75233333333,17.4980666666,6.0624,7.0175
400.72,10.1826,15.9710666667,12.5997333333,7.48613333334,4.75786666667,6.873135,8.6135,9.90890000001,4.7982,17.5807666667,6.07406666667,7.0675
401.08,10.1736666667,15.9836,12.5914666667,7.4416,4.72026666666,6.82956288889,8.60456666667,9.78333333335,4.77413333334,17.6111,6.019,7.02896666667
401.44,10.2276666667,16.0223333333,12.6590666667,7.496,4.76066666667,6.88135555556,8.67616666667,9.7402,4.8174,17.6795,6.0538,7.07343333333
401.80,10.273,16.0698666667,12.7137333333,7.50779999999,4.7518,6.89584088889,8.72853333333,9.656,4.8222,17.7470666667,6.03193333333,7.0647
402.16,10.2796666667,16.1154666667,12.7543333333,7.53286666667,4.742,6.925603,8.74523333333,9.56776666667,4.82153333333,17.7752,6.04686666667,7.0791
402.52,10.2456,16.1140666667,12.737,7.50506666666,4.72173333333,6.89094577778,8.75336666667,9.45196666665,4.796,17.7856333333,6.01586666667,7.05396666667
402.88,10.2567333333,16.1457333333,12.7868666667,7.50459999999,4.726,6.88259,8.7669,9.38760000001,4.78906666667,17.8444,5.99913333333,7.07773333333
403.24,10.2657333333,16.1803333334,12.7676,7.48333333333,4.69073333333,6.82140011111,8.7566,9.28606666666,4.7412,17.8605,5.96666666667,7.04793333333
403.60,10.2104666667,16.1682,12.733,7.44179999999,4.62626666667,6.77460311111,8.72163333333,9.174,4.6758,17.826,5.91946666666,6.98683333333
403.95,10.1870666667,16.1744666667,12.755,7.41180000001,4.59766666667,6.74224544445,8.71783333333,9.1071,4.64333333333,17.8558333333,5.88406666667,6.97713333333
404.31,10.1856666667,16.1717333333,12.7489333333,7.4028,4.58066666667,6.71473933333,8.72696666667,9.01366666666,4.6132,17.8697666667,5.8446,6.9481
404.67,10.1822,16.1880666667,12.7664666667,7.39993333333,4.58286666667,6.69424422222,8.7466,8.95046666667,4.5926,17.8728666667,5.84253333333,6.9257
405.03,10.2318,16.2795333333,12.8628,7.48653333334,4.63666666667,6.73870588889,8.8206,8.96916666666,4.63466666667,17.9611333333,5.914,7.00216666667
405.39,10.2692,16.3344666667,12.8972666667,7.51619999999,4.63873333333,6.76174044444,8.83923333333,8.94513333333,4.65573333334,17.9646333333,5.9328,7.02306666667
405.75,10.2832666667,16.3886666667,12.9343333333,7.5448,4.6456,6.78759266667,8.8558,8.92409999999,4.67546666667,18.0063666667,5.95206666667,7.03156666667
406.11,10.2992666667,16.4008666667,12.9468666667,7.5752,4.66613333333,6.77911333333,8.89153333333,8.88420000001,4.67326666667,18.0438,5.94786666667,7.03153333333
406.47,10.3128666667,16.4552,12.9722666667,7.60566666667,4.67173333333,6.774739,8.92413333333,8.859,4.66066666667,18.0840666667,5.9548,7.03453333333
406.83,10.3382666667,16.4556666667,12.9875333333,7.61566666666,4.6882,6.77255355555,8.93786666667,8.80296666667,4.6576,18.0853333333,5.95986666666,7.036
407.19,10.3598,16.4808666667,13.0288,7.6576,4.7238,6.79955277778,8.98126666666,8.78043333333,4.67786666667,18.1257333333,5.98786666667,7.05906666667
407.55,10.4572666667,16.5712666666,13.1146666666,7.72180000001,4.79446666667,6.86840288889,9.07426666667,8.8253,4.73953333333,18.2413,6.05126666667,7.10866666667
407.90,10.5102,16.6172,13.1327333333,7.77119999999,4.81373333333,6.88980444445,9.13803333333,8.81166666666,4.75053333333,18.2765666667,6.07626666667,7.11506666667
408.26,10.5740666667,16.6846666667,13.1734666666,7.80153333333,4.83026666667,6.93889955555,9.19179999999,8.80926666666,4.77766666667,18.3457333333,6.1252,7.1405
408.62,10.5858,16.7098,13.1776,7.79993333333,4.78993333333,6.90783688889,9.2065,8.7579,4.75786666667,18.3793666667,6.10573333333,7.1054
408.98,10.6052,16.7264666667,13.1673333333,7.79026666667,4.77126666667,6.91704544445,9.2325,8.68426666666,4.73146666667,18.4026333333,6.06746666667,7.06986666667
409.34,10.6401333333,16.7663333333,13.2027333333,7.82393333334,4.79573333333,6.924059,9.3071,8.66756666666,4.72573333333,18.485,6.0906,7.08513333333
409.70,10.7026,16.8114666667,13.2654666667,7.85166666667,4.8412,6.95647755556,9.39806666666,8.67259999999,4.74,18.5538666667,6.12966666667,7.11853333333
410.06,10.7000666667,16.8324666667,13.2663333333,7.82426666666,4.80406666667,6.92926522222,9.42076666666,8.61413333333,4.72933333333,18.5602333333,6.09746666667,7.1063
410.42,10.7284,16.8499333333,13.2916666667,7.82600000001,4.78846666667,6.95203511111,9.4661,8.54999999999,4.7426,18.5865333333,6.10093333333,7.13116666667
410.77,10.7435333333,16.8966,13.3156666667,7.85180000001,4.78126666667,6.96643066667,9.52966666667,8.52296666666,4.75786666667,18.6485666667,6.10846666667,7.13443333333
411.13,10.791,16.9681333333,13.3958,7.89979999999,4.8138,7.02182711111,9.61446666666,8.53953333334,4.81726666667,18.7329333333,6.139,7.1685
411.49,10.805,16.9779333333,13.4205333333,7.93006666667,4.83286666667,7.01802077778,9.64820000001,8.49386666667,4.83213333333,18.7454666667,6.14753333333,7.19116666667
411.85,10.8212,17.0194666667,13.4578666667,7.92320000001,4.8446,7.03853333333,9.65556666665,8.47103333334,4.8412,18.8041666667,6.1528,7.19736666667
412.21,10.784,17.0272666667,13.4504666667,7.90013333333,4.8306,7.01013933333,9.66566666668,8.40709999999,4.8142,18.7972333333,6.11413333333,7.17513333333
412.57,10.817,17.096,13.4932666667,7.94193333333,4.87893333333,7.07447833333,9.72763333334,8.37789999999,4.8496,18.8779,6.13066666667,7.22173333333
412.92,10.8217333333,17.1318,13.5068666667,7.92273333333,4.86313333333,7.0452,9.73516666667,8.32563333334,4.83526666667,18.9072666667,6.11633333333,7.19556666667
413.28,10.79,17.1354,13.517,7.88220000001,4.812,7.00769511111,9.71119999999,8.22116666667,4.8064,18.8937,6.0596,7.1493
413.64,10.7749333333,17.156,13.495,7.89359999999,4.7922,6.99372377778,9.7043,8.13993333334,4.81426666667,18.9311666667,6.02433333333,7.14666666667
414.00,10.8136666667,17.2120666667,13.5172666667,7.91573333333,4.80246666667,7.01989255556,9.71906666667,8.08089999999,4.8094,18.9896333333,6.03926666667,7.13006666667
414.36,10.8198,17.2596666667,13.5455333333,7.90486666667,4.7796,6.99752355555,9.70596666667,8.01393333334,4.77766666667,19.0395666667,6.01453333333,7.1054
414.72,10.8505333333,17.315,13.5807333333,7.93160000001,4.7988,7.01535177778,9.74019999999,7.97063333333,4.79593333333,19.1015,6.0204,7.12496666667
415.07,10.8805333333,17.3675333334,13.6058666667,7.95339999999,4.79186666667,7.01652466667,9.77273333335,7.89766666667,4.79846666667,19.1338666667,6.02333333333,7.127
415.43,10.8495333333,17.3825333333,13.5682,7.90606666667,4.72306666667,6.97118533333,9.7528,7.75223333333,4.74306666667,19.1249333333,5.96466666667,7.05366666667
415.79,10.8610666667,17.3827333334,13.5574666667,7.88806666667,4.678,6.93977244444,9.77583333334,7.62846666667,4.72006666667,19.1157666667,5.94366666667,7.01676666667
416.15,10.9134,17.426,13.6117333333,7.93566666667,4.69126666667,6.96432933333,9.82156666666,7.56296666667,4.74893333334,19.1748333333,5.96813333333,7.034
416.51,10.9169333334,17.4307333333,13.6154666667,7.909,4.6334,6.928353,9.82489999999,7.46003333334,4.7222,19.1803666667,5.94806666667,6.9885
416.86,10.9282,17.4485333333,13.6267333333,7.94180000001,4.63026666667,6.93618055555,9.85719999999,7.38593333333,4.7404,19.1959333333,5.952,7.01433333333
417.22,10.9400666667,17.4750666667,13.6344666667,7.95959999999,4.62933333333,6.925363,9.88533333333,7.30150000001,4.73533333333,19.2287,5.95893333333,7.02116666667
417.58,10.949,17.4884666666,13.6403333334,7.95206666667,4.61173333333,6.90384477778,9.90616666667,7.2085,4.70873333333,19.2336333333,5.94786666667,7.00203333333
417.94,10.9633333333,17.5152,13.6707333333,7.9878,4.627,6.90633466667,9.95083333334,7.1437,4.71386666667,19.2598666667,5.9476,7.01763333333
418.29,11.0058,17.5456,13.701,8.03533333334,4.6608,6.928132,10.0094,7.09780000001,4.73666666667,19.2968666667,5.96906666667,7.03143333333
418.65,11.0081333333,17.5738,13.7151333333,8.04173333333,4.65186666667,6.92235222222,10.0337666667,7.02549999999,4.7356,19.3243,5.9642,7.0135
419.01,10.9999333333,17.575,13.7005333333,8.03126666667,4.63306666667,6.91049933333,10.0399666667,6.93176666667,4.70746666667,19.3219333334,5.94646666667,7.00003333333
419.37,11.0152,17.5956,13.7109333333,8.06793333334,4.6248,6.92151711111,10.0675333333,6.8737,4.71573333333,19.3486666667,5.95746666666,7.0086
419.73,11.0336,17.6419333333,13.7504666667,8.111,4.6426,6.94263155555,10.1047666667,6.83053333333,4.73593333334,19.3865333333,5.96933333333,7.03106666667
420.08,11.0186,17.6378666667,13.735,8.10119999999,4.621,6.91659811111,10.1170333333,6.7512,4.698,19.3942,5.9336,6.9923
420.44,11.0106666667,17.6318,13.7166,8.10366666667,4.62013333333,6.90396311111,10.1242,6.67923333333,4.68686666667,19.3856333333,5.91626666667,6.99173333333
420.80,11.0228,17.6530666667,13.7410666667,8.11719999999,4.62026666667,6.91184322222,10.1588333333,6.6206,4.6868,19.4230333333,5.9184,6.9918
421.16,11.0549333333,17.6902,13.7663333333,8.14566666666,4.639,6.94187177778,10.1993666667,6.57456666667,4.70126666667,19.4655333333,5.92673333333,7.0027
421.51,11.0799333333,17.7331333333,13.8004,8.19146666667,4.6564,6.96834733333,10.2567,6.53703333333,4.72213333333,19.5068333333,5.95066666667,7.01836666667
421.87,11.0935333334,17.7538666667,13.8297333333,8.19993333333,4.65386666667,6.96664111111,10.2837,6.47666666667,4.73553333333,19.5276333333,5.95593333333,7.01903333333
422.23,11.0888666667,17.7706666667,13.8262666667,8.20793333332,4.6384,6.95313966667,10.3103,6.41926666667,4.73126666667,19.5414,5.94826666667,7.0115
422.58,11.1046666667,17.8026,13.8404666667,8.24206666668,4.6356,6.96218077778,10.3369333333,6.36056666667,4.7192,19.5654666667,5.95553333333,7.0266
422.94,11.1160666667,17.8374666667,13.859,8.26466666667,4.64133333333,6.95686311111,10.3666666667,6.30163333333,4.72626666667,19.6083333333,5.94766666667,7.02953333333
423.30,11.1351333333,17.8829333333,13.8914666667,8.26639999999,4.65086666667,6.95059133333,10.4047333333,6.2513,4.71146666667,19.6425,5.93993333333,7.0392
423.66,11.1411333333,17.9097333333,13.8904666667,8.27273333334,4.64953333333,6.94153833333,10.4193666667,6.19753333333,4.70666666667,19.6506,5.93186666667,7.02263333333
424.01,11.1628666667,17.956,13.9254666667,8.31213333333,4.66733333334,6.95018233333,10.4402666667,6.16793333333,4.73506666667,19.6866,5.95826666667,7.06116666667
424.37,11.2082666667,18.0368666667,13.9884,8.3642,4.70533333333,6.98272522222,10.4885333333,6.16073333333,4.7596,19.7489,5.9878,7.08696666667
424.73,11.2233333333,18.0670666667,14.0013333333,8.37126666667,4.7006,6.97977811111,10.5057333333,6.1277,4.75466666667,19.7726333333,5.98566666667,7.07116666667
425.08,11.2304666667,18.0993333334,14.0063333333,8.38566666667,4.69593333333,6.97136966667,10.5232,6.09473333334,4.75026666667,19.7849,5.97986666667,7.06513333333
425.44,11.2372666667,18.136,14.0187333333,8.38886666667,4.6898,6.96044922222,10.5327,6.04893333333,4.73953333333,19.8115666667,5.96726666667,7.06313333333
425.80,11.253,18.1912,14.0306666667,8.40813333333,4.70606666667,6.97937655555,10.5728,6.04253333333,4.74453333333,19.8535,5.97673333333,7.07886666667
426.16,11.2579333333,18.2274,14.0456666667,8.40786666667,4.70786666667,6.98056977778,10.5882,6.0065,4.73626666667,19.8734666667,5.96413333333,7.07056666666
426.51,11.2812666667,18.2636666667,14.0743333333,8.40906666667,4.72266666667,6.98837455555,10.6244,5.9804,4.7514,19.8956,5.96726666667,7.06853333333
426.87,11.3010666667,18.305,14.0962666667,8.42293333333,4.71786666667,6.99426177778,10.6571,5.972,4.74606666667,19.9101333333,5.97793333333,7.071
427.23,11.3098,18.3360666667,14.1141333333,8.46846666666,4.72666666667,7.01534444445,10.6893,5.96783333333,4.76333333333,19.9356666667,5.99873333333,7.0667
427.58,11.3261333333,18.3884,14.1575333333,8.48533333333,4.73833333334,7.03049166667,10.7437333333,5.9566,4.7692,19.9894333333,6.00133333333,7.0807
427.94,11.3676666667,18.4734666667,14.2110666666,8.52113333334,4.75553333333,7.06277422222,10.8082,5.95563333333,4.79153333333,20.0381,6.0224,7.0978
428.30,11.3767333334,18.5279333333,14.2356,8.54906666667,4.75046666667,7.06131488889,10.8521,5.92156666667,4.7884,20.0886333333,6.01446666667,7.091
428.65,11.4145333333,18.5932,14.2788666667,8.59626666667,4.7804,7.09390766667,10.9002333333,5.9346,4.8078,20.1166,6.03546666667,7.12163333333
429.01,11.4242666666,18.6521333333,14.3339333333,8.62713333333,4.80026666667,7.09877055555,10.9461666667,5.92803333333,4.8094,20.1604333333,6.0412,7.1305
429.37,11.3956666667,18.6400666667,14.3190666667,8.6076,4.77286666667,7.06633322222,10.9351333333,5.89366666667,4.7714,20.1261333334,6.01073333333,7.0857
429.72,11.3648666667,18.6293333334,14.2897333333,8.59280000001,4.72646666667,7.022418,10.9154,5.8302,4.71406666667,20.1059333333,5.9746,7.0283
430.08,11.3986,18.6862,14.3406666666,8.63860000001,4.7332,7.03656877778,10.9419666667,5.81473333333,4.7138,20.1610333333,6.001,7.04356666667
430.44,11.4077333333,18.7211333333,14.3348666667,8.66026666667,4.70933333333,7.02621188889,10.9538,5.80793333333,4.69253333333,20.1788666667,5.98653333333,7.02906666667
430.79,11.4371333333,18.7690666667,14.3707333333,8.69413333333,4.73666666667,7.04831422222,10.9942666667,5.81843333333,4.7028,20.2135333333,5.99573333333,7.03753333333
431.15,11.4610666667,18.8303333333,14.3946666667,8.6966,4.741,7.04127033333,11.0229333333,5.8005,4.71046666667,20.2466333333,5.98733333333,7.0441
431.50,11.4667333333,18.8448666667,14.3971333333,8.7116,4.7292,7.03689966667,11.0460666667,5.78213333333,4.699,20.2511666667,5.98873333333,7.03856666667
431.86,11.4606,18.8400666667,14.3645333333,8.71086666667,4.702,7.025401,11.0624,5.75816666667,4.67313333333,20.2387,5.95586666666,7.00396666667
432.22,11.4492,18.8349333333,14.3599333333,8.6862,4.68006666667,7.00956144445,11.0749,5.7486,4.65126666667,20.2381333333,5.94173333333,6.9842
432.57,11.4357333333,18.8508666667,14.3514,8.69519999999,4.67093333333,6.98989511111,11.0882666667,5.72,4.64186666667,20.246,5.92126666667,6.96896666667
432.93,11.4335333333,18.8568,14.3316666667,8.68106666667,4.65966666667,6.99284244445,11.1015333333,5.71433333333,4.63393333333,20.2344,5.9072,6.95886666667
433.29,11.4725333333,18.9175333333,14.3692,8.72886666667,4.67473333333,7.02065766667,11.1665666667,5.74183333333,4.6674,20.2843666667,5.93706666667,6.99783333333
433.64,11.5425333333,18.9895333333,14.4312,8.785,4.7188,7.07350833333,11.2314333333,5.7891,4.72106666667,20.3325333333,5.98226666667,7.04743333333
434.00,11.5463333333,19.004,14.4238666667,8.78333333334,4.71593333333,7.06702244445,11.2582,5.7789,4.72686666667,20.3304,5.9692,7.03376666667
434.35,11.5340666667,19.0302,14.4266666667,8.79486666667,4.719,7.06954377778,11.2740333333,5.77866666667,4.72686666667,20.3503333333,5.95686666667,7.02763333333
434.71,11.5605333333,19.0724,14.4573333333,8.82806666667,4.72886666667,7.09527455555,11.3215666667,5.80153333333,4.7542,20.3920666667,5.97053333333,7.0417
435.07,11.5748666667,19.1062,14.4850666667,8.85926666667,4.74233333333,7.11604455555,11.3569,5.8327,4.7678,20.4253,5.97573333333,7.0491
435.42,11.5954666667,19.1716,14.5131333334,8.89306666667,4.75606666667,7.12902622222,11.3892333333,5.85506666667,4.7812,20.4696666667,5.9836,7.062
435.78,11.6234666667,19.2388,14.5736,8.93493333334,4.78833333333,7.15543511111,11.4389,5.8863,4.809,20.527,6.01373333333,7.09366666667
436.13,11.6630666667,19.3036,14.6165333333,9.00326666666,4.8196,7.18467644445,11.5029666667,5.9252,4.84106666667,20.5557333333,6.04286666666,7.13633333333
436.49,11.7112666667,19.3866666667,14.6797333333,9.04826666667,4.83886666667,7.20712344445,11.565,5.96033333333,4.86546666666,20.6093333334,6.06553333333,7.16226666667
436.84,11.7468666667,19.4444,14.7212666667,9.09166666666,4.84646666667,7.21707266667,11.6061666667,5.9708,4.87733333334,20.6584,6.0808,7.17
437.20,11.7863333333,19.5102666667,14.7598666667,9.13506666667,4.87826666667,7.24410066667,11.6583666667,5.99176666667,4.89766666667,20.7174666667,6.09606666667,7.1878
437.56,11.7613333333,19.5274,14.7496,9.12859999999,4.84033333333,7.21029633333,11.6525,5.9517,4.8536,20.7231666667,6.054,7.15516666667
437.91,11.8031333334,19.5781333333,14.7985333334,9.18753333332,4.87353333333,7.24178944445,11.7052666667,5.99106666667,4.8834,20.7586,6.0926,7.19496666667
438.27,11.8454666667,19.6393333333,14.8572666666,9.23753333333,4.90306666667,7.26953122222,11.7718333333,6.01133333333,4.90806666667,20.8134666667,6.11986666667,7.2161
438.62,11.8305333333,19.6558666666,14.8478666667,9.2362,4.88886666667,7.245758,11.7691333333,5.9865,4.88073333333,20.8122,6.10146666667,7.19653333333
438.98,11.8448,19.6939333333,14.8619333333,9.27013333333,4.89486666667,7.252768,11.8033,5.9707,4.88286666667,20.8527,6.1112,7.21276666667
439.33,11.8701333333,19.7138,14.883,9.30059999999,4.9224,7.27946222222,11.8397666667,5.981,4.9054,20.8781666667,6.11873333334,7.22456666667
439.69,11.8824666667,19.7454666667,14.9079333333,9.31326666665,4.9074,7.28297088889,11.8779666667,5.96706666667,4.8894,20.8929666667,6.10826666667,7.20856666667
