wavelength,Back_SicRaim,Belly_SicRaim,Breast_SicRaim,Crissum_SicRaim,Crown_SicRaim,DorTail_SicRaim,Patch10_SicRaim,Rump_SicRaim,Throat_SicRaim,WingTip_SicRaim
532.11,19.3576666667,41.955,26.4243333333,45.3776666667,13.71,13.7403333333,13.902,15.599,34.6173333333,14.7865
532.46,19.3803333333,42.0506666667,26.4403333333,45.3843333333,13.707,13.745,13.9213333333,15.597,34.609,14.8095
532.80,19.4133333333,42.1563333333,26.4793333333,45.4723333333,13.7183333333,13.781,13.935,15.5946666667,34.6923333333,14.789
533.15,19.4383333333,42.2306666667,26.5176666667,45.5373333333,13.7473333333,13.822,13.9743333333,15.601,34.7283333333,14.7955
533.49,19.4483333333,42.343,26.5553333333,45.5376666667,13.7596666667,13.8113333333,13.967,15.6276666667,34.778,14.8085
533.84,19.456,42.4226666667,26.5596666667,45.5126666667,13.75,13.8136666667,13.9883333333,15.621,34.7936666667,14.8145
534.18,19.509,42.546,26.5703333333,45.5363333333,13.7743333333,13.8533333333,14.0333333333,15.6606666667,34.8463333333,14.845
534.52,19.5156666667,42.6523333333,26.5856666667,45.6106666667,13.782,13.8613333333,14.0656666667,15.6553333333,34.8956666667,14.881
534.87,19.554,42.6506666667,26.643,45.6253333333,13.8606666667,13.9056666667,14.1343333333,15.713,34.9486666667,14.9085
535.21,19.577,42.7303333333,26.7073333333,45.6816666667,13.876,13.879,14.144,15.718,35.0206666667,14.968
535.56,19.5793333333,42.8093333333,26.7363333333,45.8303333333,13.8723333333,13.8793333333,14.1386666667,15.724,35.1206666667,15.0015
535.90,19.5863333333,42.9456666667,26.777,45.832,13.8596666667,13.8883333333,14.142,15.742,35.138,15.0325
536.25,19.571,43.0066666667,26.8176666667,45.9336666667,13.89,13.896,14.136,15.76,35.2123333333,15.024
536.59,19.53,43.033,26.8176666667,45.891,13.8486666667,13.873,14.1103333333,15.7273333333,35.1606666667,15.011
536.93,19.4963333333,43.008,26.7703333333,45.883,13.8376666667,13.8606666667,14.082,15.7133333333,35.1173333333,14.9795
537.28,19.5143333333,42.988,26.743,45.9373333333,13.8776666667,13.9036666667,14.1126666667,15.7386666667,35.1306666667,14.9805
537.62,19.5213333333,42.9306666667,26.7986666667,45.9336666667,13.904,13.9346666667,14.09,15.7353333333,35.1736666667,14.9585
537.97,19.503,42.9893333333,26.831,45.9556666667,13.9333333333,13.9546666667,14.1346666667,15.7336666667,35.2003333333,14.9995
538.31,19.4923333333,42.9333333333,26.794,45.9123333333,13.9346666667,13.9473333333,14.1246666667,15.699,35.143,14.96
538.65,19.4546666667,42.9403333333,26.7653333333,45.9356666667,13.8613333333,13.9136666667,14.086,15.6786666667,35.1283333333,14.9985
539.00,19.4776666667,42.9543333333,26.7716666667,45.932,13.87,13.966,14.1213333333,15.728,35.1613333333,14.9745
539.34,19.4896666667,43.0096666667,26.7593333333,45.8616666667,13.879,13.9986666667,14.1396666667,15.7503333333,35.1563333333,14.9695
539.69,19.4156666667,42.8833333333,26.7633333333,45.8146666667,13.841,13.977,14.1143333333,15.707,35.1376666667,14.942
540.03,19.4196666667,42.831,26.7213333333,45.763,13.7896666667,14.0006666667,14.0906666667,15.6986666667,35.14,14.9405
540.37,19.3813333333,42.826,26.6923333333,45.7026666667,13.839,14.0103333333,14.102,15.707,35.1396666667,14.951
540.72,19.4143333333,42.87,26.7516666667,45.664,13.8483333333,14.042,14.1326666667,15.708,35.188,14.9925
541.06,19.3993333333,42.8576666667,26.7563333333,45.6203333333,13.8293333333,14.0573333333,14.1203333333,15.7063333333,35.1776666667,14.989
541.40,19.408,42.8996666667,26.7763333333,45.67,13.8386666667,14.072,14.1456666667,15.7346666667,35.1486666667,15.0245
541.75,19.3963333333,42.8276666667,26.766,45.6233333333,13.8093333333,14.091,14.1003333333,15.736,35.138,14.9895
542.09,19.3986666667,42.8413333333,26.7836666667,45.5623333333,13.7823333333,14.099,14.075,15.7516666667,35.1483333333,14.971
542.43,19.4156666667,42.8483333333,26.7616666667,45.4893333333,13.7853333333,14.1243333333,14.08,15.7406666667,35.113,14.9305
542.78,19.4276666667,42.843,26.801,45.4763333333,13.7736666667,14.1563333333,14.0673333333,15.7523333333,35.0666666667,14.956
543.12,19.4083333333,42.8223333333,26.8636666667,45.447,13.804,14.1983333333,14.0836666667,15.7336666667,35.0623333333,14.955
543.46,19.4206666667,42.8506666667,26.823,45.476,13.7936666667,14.2283333333,14.051,15.7726666667,35.0376666667,14.938
543.81,19.3986666667,42.811,26.8416666667,45.437,13.84,14.2076666667,14.035,15.7486666667,34.9856666667,14.9215
544.15,19.44,42.8213333333,26.8856666667,45.5053333333,13.809,14.24,14.01,15.7316666667,35.0013333333,14.9155
544.49,19.43,42.869,26.922,45.58,13.8256666667,14.247,13.9706666667,15.744,34.976,14.8845
544.84,19.468,42.9556666667,26.984,45.6356666667,13.858,14.304,13.9996666667,15.756,35.0303333333,14.9185
545.18,19.468,42.986,26.9763333333,45.6186666667,13.82,14.2893333333,13.9546666667,15.742,35.0533333333,14.8795
545.52,19.4593333333,43.0996666667,26.991,45.71,13.835,14.2466666667,13.9683333333,15.675,35.0466666667,14.8665
545.87,19.5076666667,43.259,27.0233333333,45.813,13.9016666667,14.279,14.0123333333,15.7066666667,35.078,14.9305
546.21,19.5386666667,43.38,27.1143333333,45.939,13.9226666667,14.315,14.0333333333,15.7,35.1943333333,15.0195
546.55,19.508,43.4493333333,27.107,45.931,13.9123333333,14.3173333333,14.0256666667,15.66,35.2073333333,14.9805
546.90,19.5873333333,43.59,27.133,46.0183333333,13.9473333333,14.3153333333,14.062,15.709,35.2583333333,14.9745
547.24,19.6633333333,43.678,27.2373333333,46.049,14.0253333333,14.3613333333,14.1356666667,15.6876666667,35.3246666667,15.0
547.58,19.7543333333,43.9316666667,27.3316666667,46.1736666667,14.0366666667,14.4676666667,14.2023333333,15.8006666667,35.4153333333,15.05
547.92,19.8136666667,44.0633333333,27.461,46.269,14.1006666667,14.4933333333,14.2846666667,15.9,35.503,15.088
548.27,19.832,44.15,27.5066666667,46.324,14.0906666667,14.4973333333,14.3463333333,15.9046666667,35.619,15.113
548.61,19.827,44.1736666667,27.5023333333,46.3803333333,14.091,14.454,14.3373333333,15.954,35.5986666667,15.1665
548.95,19.9236666667,44.1903333333,27.6146666667,46.482,14.2193333333,14.5813333333,14.4823333333,16.0076666667,35.6896666667,15.281
549.29,20.005,44.288,27.7943333333,46.524,14.2436666667,14.6543333333,14.526,16.1413333333,35.83,15.337
549.64,20.024,44.355,27.8576666667,46.5833333333,14.2673333333,14.673,14.557,16.183,35.922,15.287
549.98,20.0466666667,44.3663333333,27.9366666667,46.6333333333,14.3576666667,14.7363333333,14.61,16.2476666667,35.9196666667,15.2585
550.32,20.1413333333,44.5516666667,27.9883333333,46.8306666667,14.4823333333,14.8426666667,14.7103333333,16.3113333333,36.036,15.3665
550.66,20.194,44.6016666667,28.0903333333,46.8913333333,14.562,14.9406666667,14.7796666667,16.382,36.1333333333,15.4515
551.01,20.193,44.7463333333,28.1653333333,46.9703333333,14.5946666667,14.975,14.7943333333,16.433,36.244,15.558
551.35,20.1613333333,44.693,28.1686666667,47.0086666667,14.625,14.9726666667,14.788,16.3576666667,36.2866666667,15.5155
551.69,20.1266666667,44.6903333333,28.1756666667,46.9713333333,14.5716666667,14.8973333333,14.719,16.3556666667,36.316,15.5135
552.03,20.1313333333,44.6646666667,28.1263333333,46.9283333333,14.6123333333,14.8816666667,14.6813333333,16.3416666667,36.3386666667,15.4945
552.38,20.2153333333,44.816,28.1683333333,46.942,14.6193333333,14.8983333333,14.7056666667,16.307,36.486,15.4645
552.72,20.2,44.9573333333,28.1656666667,47.039,14.6413333333,14.9446666667,14.693,16.383,36.5833333333,15.4895
553.06,20.1503333333,44.8876666667,28.061,47.018,14.6,14.931,14.6673333333,16.315,36.56,15.486
553.40,20.1103333333,44.9316666667,28.0746666667,47.008,14.5593333333,14.9086666667,14.6076666667,16.2513333333,36.6036666667,15.529
553.74,20.0976666667,45.0016666667,28.0386666667,47.0976666667,14.5116666667,14.8466666667,14.5673333333,16.3063333333,36.7043333333,15.5535
554.09,20.1453333333,45.0246666667,28.061,47.0773333333,14.529,14.8133333333,14.5803333333,16.298,36.759,15.562
554.43,20.1033333333,44.9443333333,28.016,47.0833333333,14.492,14.7683333333,14.5136666667,16.258,36.7196666667,15.497
554.77,20.151,44.9633333333,27.973,47.1803333333,14.468,14.747,14.5443333333,16.326,36.723,15.4455
555.11,20.1593333333,44.998,28.0663333333,47.2543333333,14.4623333333,14.7683333333,14.5773333333,16.394,36.8036666667,15.523
555.45,20.2103333333,45.0796666667,28.0263333333,47.3026666667,14.5396666667,14.828,14.643,16.376,36.8206666667,15.5085
555.80,20.3213333333,45.2156666667,28.1263333333,47.4886666667,14.6116666667,14.928,14.7536666667,16.524,36.887,15.586
556.14,20.245,45.163,28.112,47.48,14.6326666667,14.915,14.7183333333,16.52,36.7863333333,15.576
556.48,20.2483333333,45.1606666667,28.14,47.4863333333,14.561,14.8366666667,14.671,16.445,36.8076666667,15.5145
556.82,20.3236666667,45.245,28.176,47.6346666667,14.7116666667,14.885,14.7276666667,16.5513333333,36.8966666667,15.5955
557.16,20.4516666667,45.2943333333,28.2936666667,47.7586666667,14.789,14.966,14.7873333333,16.6223333333,36.9356666667,15.6735
557.50,20.5386666667,45.4073333333,28.3616666667,47.837,14.8686666667,14.998,14.8886666667,16.604,36.958,15.778
557.85,20.5273333333,45.363,28.3116666667,47.8733333333,14.894,15.042,14.894,16.689,36.9093333333,15.8055
558.19,20.5963333333,45.4096666667,28.3266666667,47.9016666667,14.878,14.974,14.8843333333,16.6486666667,36.8896666667,15.8385
558.53,20.654,45.603,28.3823333333,47.9906666667,14.9623333333,15.0116666667,14.9723333333,16.675,36.9773333333,15.9095
558.87,20.7036666667,45.6806666667,28.355,47.9696666667,15.039,15.037,15.0346666667,16.686,36.973,16.0385
559.21,20.715,45.6763333333,28.3866666667,48.073,14.9683333333,15.0806666667,15.0416666667,16.7523333333,36.9733333333,16.135
559.55,20.6093333333,45.532,28.349,47.9656666667,14.9373333333,14.986,14.9696666667,16.5996666667,36.9136666667,15.982
559.89,20.65,45.5923333333,28.4766666667,48.162,14.9913333333,15.0663333333,15.0583333333,16.5906666667,36.9603333333,16.057
560.23,20.6883333333,45.6273333333,28.5283333333,48.1276666667,14.9943333333,15.117,15.0626666667,16.6313333333,36.8903333333,16.082
560.58,20.6646666667,45.6386666667,28.6066666667,48.102,15.0296666667,15.144,15.15,16.6026666667,36.842,16.147
560.92,20.6123333333,45.6146666667,28.532,48.044,15.028,15.1396666667,15.1756666667,16.6373333333,36.8526666667,16.1155
561.26,20.5236666667,45.556,28.506,47.933,14.9476666667,15.073,15.111,16.5583333333,36.807,15.948
561.60,20.493,45.6023333333,28.5993333333,47.9723333333,14.9076666667,14.993,15.035,16.5173333333,36.8096666667,15.9475
561.94,20.453,45.6526666667,28.664,48.1206666667,14.9306666667,15.0576666667,15.0556666667,16.5336666667,36.8633333333,16.0035
562.28,20.3013333333,45.489,28.721,47.989,14.8783333333,15.0763333333,14.9733333333,16.4603333333,36.8113333333,15.9695
562.62,20.2436666667,45.5156666667,28.7266666667,48.0086666667,14.8076666667,15.0753333333,14.9006666667,16.433,36.7976666667,15.8455
562.96,20.2343333333,45.644,28.7963333333,48.0336666667,14.9153333333,15.0846666667,14.939,16.385,36.8556666667,15.807
563.30,20.311,45.8353333333,28.8643333333,48.1423333333,14.9166666667,15.163,14.9556666667,16.4893333333,36.9043333333,15.958
563.64,20.3016666667,45.9116666667,28.8576666667,48.0293333333,14.8016666667,15.151,14.9233333333,16.5203333333,36.9106666667,15.975
563.99,20.2776666667,46.0036666667,28.8593333333,48.1056666667,14.8996666667,15.175,14.9946666667,16.5006666667,36.987,16.0055
564.33,20.278,46.0456666667,28.8476666667,48.071,14.86,15.2176666667,14.9736666667,16.547,36.9903333333,15.947
564.67,20.3853333333,46.068,28.9563333333,48.2256666667,14.9813333333,15.299,15.0743333333,16.5753333333,37.0006666667,16.022
565.01,20.4546666667,46.0813333333,29.0463333333,48.3093333333,15.039,15.412,15.1336666667,16.6663333333,37.0303333333,16.128
565.35,20.4586666667,46.0906666667,29.0703333333,48.3413333333,15.1026666667,15.486,15.204,16.6946666667,37.0776666667,16.1335
565.69,20.4236666667,46.176,29.0466666667,48.2703333333,15.1226666667,15.516,15.2263333333,16.702,37.105,16.127
566.03,20.569,46.2986666667,29.1156666667,48.401,15.2433333333,15.5676666667,15.303,16.8053333333,37.1533333333,16.179
566.37,20.598,46.3273333333,29.1703333333,48.3573333333,15.234,15.5586666667,15.3,16.78,37.2273333333,16.2085
566.71,20.6093333333,46.2863333333,29.1286666667,48.2766666667,15.2406666667,15.5366666667,15.34,16.8136666667,37.2096666667,16.257
567.05,20.544,46.2186666667,29.1803333333,48.246,15.2013333333,15.5273333333,15.3526666667,16.838,37.209,16.241
567.39,20.6046666667,46.133,29.1696666667,48.3076666667,15.3406666667,15.5213333333,15.4213333333,16.8263333333,37.274,16.2035
567.73,20.6336666667,46.1196666667,29.1933333333,48.3733333333,15.329,15.55,15.4086666667,16.867,37.261,16.2705
568.07,20.7043333333,46.201,29.2056666667,48.3413333333,15.3376666667,15.5363333333,15.384,16.8646666667,37.2966666667,16.3355
568.41,20.6313333333,46.1793333333,29.1256666667,48.2433333333,15.1953333333,15.4693333333,15.3166666667,16.8393333333,37.2486666667,16.3515
568.75,20.6846666667,46.1686666667,29.1283333333,48.2673333333,15.2056666667,15.476,15.3173333333,16.8776666667,37.3026666667,16.3165
569.09,20.7556666667,46.3313333333,29.1556666667,48.326,15.2516666667,15.5263333333,15.3443333333,16.9213333333,37.3813333333,16.3885
569.43,20.8593333333,46.358,29.2436666667,48.449,15.2713333333,15.534,15.3536666667,16.9813333333,37.4563333333,16.439
569.77,20.8226666667,46.3446666667,29.2283333333,48.4313333333,15.2313333333,15.5556666667,15.32,16.9743333333,37.5093333333,16.4745
570.11,20.8476666667,46.373,29.26,48.5756666667,15.4316666667,15.6306666667,15.466,17.0943333333,37.5296666667,16.541
570.45,20.918,46.498,29.3473333333,48.7866666667,15.4853333333,15.756,15.465,17.104,37.6563333333,16.6345
570.79,20.9373333333,46.5326666667,29.304,48.796,15.529,15.776,15.4873333333,17.08,37.636,16.6975
571.13,20.9553333333,46.6193333333,29.3846666667,48.8666666667,15.542,15.8316666667,15.4876666667,17.1356666667,37.6706666667,16.7425
571.47,20.957,46.5893333333,29.373,48.8206666667,15.489,15.822,15.471,17.1456666667,37.724,16.603
571.81,20.9353333333,46.5853333333,29.41,48.928,15.4373333333,15.8393333333,15.4473333333,17.1326666667,37.765,16.55
572.15,21.0293333333,46.72,29.5163333333,49.0843333333,15.6446666667,15.984,15.5606666667,17.2056666667,37.895,16.6605
572.49,21.0156666667,46.8036666667,29.5486666667,49.1646666667,15.6756666667,16.056,15.5876666667,17.2246666667,37.958,16.695
572.83,21.0356666667,46.7636666667,29.62,49.117,15.6956666667,16.057,15.6203333333,17.2043333333,37.9663333333,16.7405
573.17,21.001,46.7796666667,29.6586666667,49.0826666667,15.709,16.0656666667,15.637,17.175,37.9796666667,16.741
573.51,21.0333333333,46.809,29.6696666667,49.087,15.7226666667,16.0506666667,15.694,17.14,37.9816666667,16.7275
573.85,21.0626666667,46.878,29.7393333333,49.1343333333,15.6316666667,16.0976666667,15.6493333333,17.1416666667,38.0036666667,16.7865
574.19,21.0596666667,46.8233333333,29.728,49.0933333333,15.6213333333,16.075,15.6753333333,17.1716666667,37.9993333333,16.7165
574.53,21.1023333333,46.957,29.8413333333,49.1986666667,15.6326666667,16.1543333333,15.687,17.2153333333,38.1256666667,16.771
574.87,21.1336666667,46.9963333333,29.86,49.188,15.596,16.129,15.6793333333,17.231,38.1173333333,16.802
575.21,21.1093333333,47.096,29.8996666667,49.1583333333,15.6793333333,16.1116666667,15.7316666667,17.1723333333,38.092,16.948
575.55,21.1203333333,47.1323333333,29.987,49.1876666667,15.7016666667,16.1383333333,15.7703333333,17.25,38.123,16.9965
575.89,21.0016666667,47.1226666667,29.9516666667,49.0816666667,15.504,16.0136666667,15.6663333333,17.185,38.0593333333,16.8475
576.22,20.994,47.119,29.8856666667,49.026,15.5146666667,15.942,15.655,17.096,38.0116666667,16.834
576.56,20.9123333333,47.106,29.835,49.115,15.457,15.889,15.5973333333,17.0326666667,38.0103333333,16.7715
576.90,20.8716666667,47.0136666667,29.7876666667,49.121,15.3526666667,15.9,15.5263333333,17.0286666667,37.9506666667,16.7105
577.24,20.8596666667,47.0633333333,29.7783333333,49.152,15.3513333333,15.9006666667,15.468,17.08,37.9206666667,16.755
577.58,20.851,47.0426666667,29.74,49.0316666667,15.2956666667,15.842,15.4586666667,16.994,37.8743333333,16.5535
577.92,20.8136666667,47.0703333333,29.7983333333,48.9533333333,15.2003333333,15.8483333333,15.4183333333,16.924,37.833,16.505
578.26,20.8743333333,47.0393333333,29.7513333333,48.9256666667,15.2363333333,15.836,15.4473333333,16.9446666667,37.836,16.4735
578.60,20.8493333333,47.028,29.7833333333,48.8993333333,15.2946666667,15.837,15.439,16.914,37.749,16.443
578.94,20.8326666667,46.9813333333,29.7363333333,49.037,15.223,15.8573333333,15.4023333333,16.9826666667,37.759,16.3485
579.28,20.9276666667,47.051,29.7233333333,49.1263333333,15.3386666667,15.9343333333,15.5463333333,16.9753333333,37.7906666667,16.4515
579.61,20.9756666667,46.9436666667,29.8313333333,49.175,15.4263333333,15.9986666667,15.588,17.0203333333,37.8073333333,16.543
579.95,20.951,47.037,29.9516666667,49.175,15.484,16.1036666667,15.6183333333,17.0973333333,37.7846666667,16.5835
580.29,21.0326666667,47.043,29.953,49.0833333333,15.4666666667,16.1053333333,15.6623333333,17.2006666667,37.712,16.5525
580.63,21.0963333333,47.0603333333,29.981,49.0653333333,15.6553333333,16.1696666667,15.7736666667,17.2356666667,37.772,16.6245
580.97,21.0843333333,47.0573333333,29.9666666667,49.0033333333,15.696,16.1813333333,15.7923333333,17.1896666667,37.826,16.624
581.31,21.102,47.0236666667,30.0346666667,49.0846666667,15.7156666667,16.2366666667,15.7726666667,17.2773333333,37.8103333333,16.7085
581.65,21.1386666667,47.0373333333,30.0093333333,49.142,15.71,16.2813333333,15.7723333333,17.3613333333,37.831,16.826
581.98,21.0376666667,47.0906666667,30.007,49.2,15.6583333333,16.2766666667,15.731,17.3136666667,37.811,16.7165
582.32,21.0683333333,47.1073333333,29.981,49.18,15.6073333333,16.3836666667,15.761,17.3233333333,37.9226666667,16.7095
582.66,21.164,47.1916666667,30.1716666667,49.2206666667,15.732,16.4413333333,15.8356666667,17.3473333333,37.997,16.798
583.00,21.0926666667,47.1016666667,30.1606666667,49.133,15.6976666667,16.353,15.7896666667,17.3003333333,37.9196666667,16.6605
583.34,21.1756666667,47.119,30.0756666667,49.1086666667,15.66,16.368,15.7653333333,17.2553333333,37.8733333333,16.628
583.68,21.21,47.077,30.0446666667,49.1103333333,15.611,16.3316666667,15.7143333333,17.254,37.9223333333,16.6955
584.01,21.121,46.896,30.053,49.1533333333,15.6196666667,16.3126666667,15.6346666667,17.1733333333,37.9566666667,16.627
584.35,21.1853333333,47.1576666667,30.0693333333,49.274,15.6086666667,16.2833333333,15.6493333333,17.15,37.898,16.6655
584.69,21.1933333333,47.2756666667,30.16,49.2166666667,15.614,16.3456666667,15.714,17.211,37.8986666667,16.6235
585.03,21.259,47.3873333333,30.0516666667,49.2383333333,15.7583333333,16.3483333333,15.802,17.1626666667,37.9863333333,16.638
585.37,21.238,47.3433333333,30.076,49.2546666667,15.8596666667,16.3273333333,15.862,17.0946666667,37.986,16.601
585.70,21.267,47.3293333333,30.1396666667,49.1586666667,15.978,16.3443333333,16.0036666667,17.113,38.0003333333,16.7915
586.04,21.2396666667,47.3863333333,30.1966666667,49.214,16.077,16.3836666667,16.0456666667,17.174,37.9953333333,16.902
586.38,21.3693333333,47.5176666667,30.261,49.1133333333,16.151,16.4876666667,16.1096666667,17.2623333333,38.061,16.992
586.72,21.5806666667,47.703,30.4593333333,49.2123333333,16.295,16.6446666667,16.236,17.326,38.1816666667,17.1975
587.06,21.4336666667,47.8336666667,30.4376666667,49.2293333333,16.267,16.6256666667,16.2596666667,17.3243333333,38.172,17.1585
587.39,21.522,47.8056666667,30.4563333333,49.3143333333,16.3373333333,16.6553333333,16.3423333333,17.3926666667,38.1516666667,17.1715
587.73,21.6773333333,48.194,30.5356666667,49.355,16.3806666667,16.768,16.4236666667,17.4433333333,38.2556666667,17.347
588.07,21.653,48.0666666667,30.5816666667,49.2633333333,16.372,16.768,16.4596666667,17.5133333333,38.3506666667,17.453
588.41,21.6853333333,47.979,30.545,49.3696666667,16.3233333333,16.713,16.4233333333,17.4243333333,38.3906666667,17.483
588.74,21.6946666667,47.9836666667,30.6043333333,49.407,16.404,16.7336666667,16.4113333333,17.5323333333,38.3666666667,17.555
589.08,21.7183333333,48.024,30.6623333333,49.4706666667,16.453,16.789,16.4136666667,17.6056666667,38.3596666667,17.637
589.42,21.8313333333,47.9773333333,30.69,49.4483333333,16.426,16.7686666667,16.3443333333,17.5983333333,38.3193333333,17.5825
589.76,21.7716666667,48.029,30.6166666667,49.519,16.3193333333,16.7323333333,16.27,17.4266666667,38.338,17.454
590.09,21.689,47.961,30.58,49.5356666667,16.272,16.678,16.2396666667,17.4083333333,38.3493333333,17.4555
590.43,21.5056666667,47.8436666667,30.5133333333,49.503,16.118,16.6393333333,16.068,17.4343333333,38.3016666667,17.3125
590.77,21.6233333333,47.8303333333,30.6063333333,49.582,16.266,16.693,16.1386666667,17.4536666667,38.4283333333,17.3855
591.11,21.55,47.9216666667,30.6133333333,49.5893333333,16.284,16.7006666667,16.1053333333,17.3563333333,38.4916666667,17.37
591.44,21.4926666667,47.817,30.6196666667,49.732,16.2546666667,16.7476666667,16.1103333333,17.39,38.567,17.3855
591.78,21.4666666667,47.9113333333,30.6216666667,49.7556666667,16.196,16.7556666667,16.005,17.3533333333,38.497,17.2085
592.12,21.4153333333,47.829,30.5716666667,49.7913333333,16.1516666667,16.817,16.0093333333,17.3903333333,38.4616666667,17.1775
592.46,21.3946666667,47.7756666667,30.552,49.739,16.112,16.8743333333,16.0126666667,17.3103333333,38.455,17.1775
592.79,21.4696666667,47.9093333333,30.5416666667,49.751,16.0856666667,16.921,15.976,17.3653333333,38.5053333333,17.1325
593.13,21.409,48.054,30.6106666667,50.0193333333,16.1603333333,16.9843333333,15.9993333333,17.454,38.595,17.094
593.47,21.4706666667,48.1153333333,30.612,50.0533333333,16.3646666667,16.9606666667,16.157,17.567,38.6293333333,17.0905
593.80,21.4146666667,48.109,30.6046666667,50.0463333333,16.2956666667,16.8363333333,16.0496666667,17.4796666667,38.5526666667,16.9955
594.14,21.526,48.1386666667,30.5263333333,50.1113333333,16.3746666667,16.867,16.0826666667,17.4736666667,38.6156666667,16.969
594.48,21.4893333333,48.134,30.462,50.0606666667,16.174,16.7706666667,15.9676666667,17.3996666667,38.525,16.9685
594.81,21.4563333333,48.068,30.357,50.0273333333,16.0083333333,16.694,15.928,17.3723333333,38.406,16.9515
595.15,21.5123333333,47.972,30.4026666667,49.9166666667,16.0316666667,16.6086666667,15.9413333333,17.332,38.3266666667,16.886
595.49,21.5836666667,47.9063333333,30.42,49.9436666667,16.081,16.687,16.0063333333,17.3113333333,38.338,16.918
595.82,21.6616666667,48.0813333333,30.4756666667,50.0443333333,16.2046666667,16.7263333333,16.1206666667,17.3366666667,38.4676666667,17.017
596.16,21.6986666667,48.1813333333,30.4076666667,50.1586666667,16.1086666667,16.706,16.135,17.3026666667,38.5246666667,17.0955
596.50,21.615,48.0466666667,30.3323333333,50.0753333333,16.0803333333,16.6643333333,16.0933333333,17.225,38.43,17.015
596.83,21.5503333333,47.951,30.2536666667,49.883,15.947,16.6076666667,16.0176666667,17.1096666667,38.317,17.008
597.17,21.5543333333,48.0326666667,30.3873333333,49.9516666667,15.837,16.6506666667,15.949,17.1563333333,38.3726666667,17.1005
597.51,21.5343333333,48.1396666667,30.4103333333,50.1473333333,15.819,16.7946666667,15.9793333333,17.1656666667,38.4373333333,17.1365
597.84,21.4843333333,48.1076666667,30.421,50.122,15.8353333333,16.758,16.0463333333,17.1466666667,38.444,17.194
598.18,21.521,48.135,30.506,50.221,15.946,16.7776666667,16.1256666667,17.154,38.433,17.154
598.52,21.6723333333,48.2973333333,30.825,50.3076666667,16.2073333333,16.9123333333,16.258,17.2546666667,38.5526666667,17.209
598.85,21.5396666667,48.3686666667,30.8606666667,50.271,16.1686666667,16.9183333333,16.1996666667,17.2853333333,38.5123333333,17.212
599.19,21.4586666667,48.3623333333,30.8636666667,50.324,16.1496666667,16.8783333333,16.2203333333,17.3306666667,38.5956666667,17.273
599.53,21.448,48.3213333333,31.0203333333,50.3573333333,16.2033333333,16.946,16.2083333333,17.3886666667,38.4846666667,17.2885
599.86,21.4156666667,48.4486666667,31.149,50.4083333333,16.3333333333,16.987,16.2763333333,17.4966666667,38.5556666667,17.287
600.20,21.4133333333,48.553,31.3793333333,50.5043333333,16.4626666667,16.9763333333,16.4256666667,17.5923333333,38.6426666667,17.449
600.53,21.506,48.694,31.4926666667,50.6326666667,16.6706666667,17.1373333333,16.567,17.6733333333,38.7733333333,17.55
600.87,21.5983333333,48.5093333333,31.478,50.5663333333,16.7063333333,17.1403333333,16.6006666667,17.6566666667,38.7153333333,17.575
601.21,21.7016666667,48.387,31.362,50.505,16.8516666667,17.1506666667,16.739,17.7096666667,38.7603333333,17.629
601.54,21.6796666667,48.517,31.4246666667,50.5793333333,16.8616666667,17.143,16.7296666667,17.6853333333,38.746,17.608
601.88,21.713,48.4873333333,31.375,50.5006666667,16.8656666667,17.2456666667,16.7573333333,17.8773333333,38.8503333333,17.6645
602.21,21.6143333333,48.437,31.1913333333,50.398,16.6056666667,17.1403333333,16.647,17.8023333333,38.7913333333,17.608
602.55,21.7576666667,48.5563333333,31.2,50.4773333333,16.6783333333,17.2736666667,16.728,17.86,38.9463333333,17.6685
602.88,21.7933333333,48.663,31.2273333333,50.4153333333,16.7536666667,17.2873333333,16.7603333333,17.8393333333,38.9436666667,17.6555
603.22,21.8126666667,48.6716666667,31.138,50.443,16.6,17.191,16.6486666667,17.78,39.0193333333,17.5335
603.56,21.7563333333,48.4833333333,31.0963333333,50.3513333333,16.462,17.1096666667,16.5736666667,17.7453333333,38.9456666667,17.5235
603.89,21.776,48.5173333333,31.0523333333,50.3746666667,16.4706666667,17.146,16.5733333333,17.6896666667,38.9683333333,17.55
604.23,21.8166666667,48.516,30.9946666667,50.329,16.449,17.0973333333,16.5653333333,17.7286666667,38.9943333333,17.579
604.56,21.7493333333,48.5673333333,30.9466666667,50.324,16.4456666667,17.112,16.5403333333,17.758,38.995,17.5495
604.90,21.817,48.7786666667,31.0243333333,50.3743333333,16.4843333333,17.179,16.6076666667,17.8506666667,39.0843333333,17.646
605.23,21.854,48.717,31.0266666667,50.3243333333,16.3983333333,17.1473333333,16.5396666667,17.79,39.0866666667,17.7275
605.57,21.8603333333,48.7756666667,31.0976666667,50.3083333333,16.3983333333,17.184,16.5336666667,17.7306666667,39.0633333333,17.773
605.90,21.8756666667,48.744,30.98,50.3753333333,16.4633333333,17.2276666667,16.5903333333,17.7483333333,39.142,17.8455
606.24,21.9146666667,48.711,30.992,50.434,16.5713333333,17.2373333333,16.7163333333,17.8,39.081,17.926
606.58,21.9813333333,48.7366666667,30.95,50.516,16.613,17.2883333333,16.77,17.8696666667,39.1416666667,18.0075
606.91,22.057,48.831,31.1413333333,50.5433333333,16.8126666667,17.436,16.97,17.9976666667,39.1896666667,18.219
