wavelength,Back_SalRuff,Belly_SalRuff,Breast_SalRuff,Crissum_SalRuff,Crown_SalRuff,DorTail_SalRuff,Patch10_SalRuff,Rump_SalRuff,Throat_SalRuff,WingTip_SalRuff
317.01,6.16553333333,3.13446666667,5.56106666667,2.178,5.0325047619,6.86293333333,8.08246666667,5.97813333333,7.37013333333,6.0822
317.38,6.176,3.25993333333,5.79673333333,2.33513333333,5.1845047619,6.93666666667,8.2342,6.0763,7.49963333333,6.30036666667
317.75,6.0854,3.192,5.7656,2.22166666667,5.18476190476,6.7894,8.19873333333,5.97436666667,7.42926666667,6.19696666667
318.12,5.95046666667,3.08246666667,5.65053333333,2.1664,5.12234285714,6.51653333333,8.14006666667,5.8122,7.24253333333,6.12203333333
318.49,6.2424,3.18046666667,5.77313333333,2.49726666667,5.34086666667,6.74386666667,8.62093333333,6.14626666667,7.43263333333,6.35331666667
318.85,6.426,3.26613333333,5.88033333333,2.792,5.52425714286,6.9844,8.91646666667,6.4566,7.64626666667,6.50318333334
319.22,6.6648,3.41066666667,6.07986666667,2.98506666667,5.73120952381,7.21606666667,9.27113333334,6.73396666667,7.8199,6.72775
319.59,6.67753333333,3.33153333333,5.99953333333,2.92026666667,5.58345714286,7.13026666667,9.27493333333,6.68203333333,7.74426666667,6.6888
319.96,6.60653333333,3.1894,5.87206666667,2.76653333333,5.38874285714,7.00013333333,9.26733333333,6.51896666667,7.67343333333,6.54318333333
320.32,6.63946666667,3.13773333333,5.87673333333,2.72093333333,5.44113333333,6.99426666667,9.38753333333,6.4692,7.7095,6.56531666667
320.69,6.97426666667,3.5018,6.19706666667,3.0214,5.75628571429,7.2618,9.72066666666,6.7057,8.04276666667,6.78411666667
321.06,7.0104,3.42286666667,6.03433333333,2.97146666667,5.7718,7.1856,9.73506666667,6.705,8.07743333333,6.62285
321.43,7.0792,3.38526666667,6.0608,2.96913333333,5.79556190476,7.1374,9.79833333335,6.79536666667,8.20873333333,6.50838333333
321.80,7.2242,3.4628,6.035,3.08633333333,5.87086666666,7.2134,9.95753333334,6.92463333333,8.34470000001,6.56526666667
322.16,7.4274,3.69753333333,6.19166666667,3.1404,5.89107619047,7.40033333333,10.0874,7.12986666667,8.51456666667,6.57208333333
322.53,7.53913333333,3.9422,6.3724,3.29206666667,6.08064761905,7.52513333333,10.1340666667,7.2274,8.66483333333,6.60805
322.90,7.5602,4.0324,6.534,3.34026666667,6.21704761905,7.5138,10.1757333333,7.2976,8.75783333333,6.64081666667
323.27,7.58186666667,4.02706666667,6.58773333333,3.39226666667,6.21684761905,7.48606666667,10.2502666667,7.3098,8.87159999999,6.63896666667
323.63,7.6994,4.14753333333,6.7058,3.57153333334,6.31777142857,7.65866666667,10.4404666667,7.4517,9.16470000001,6.76256666667
324.00,7.7728,4.24306666667,6.94313333333,3.62186666667,6.46903809524,7.7952,10.6698666667,7.598,9.28396666667,6.86348333333
324.37,7.75126666667,4.22693333333,6.9822,3.5816,6.47366666667,7.81773333333,10.6567333333,7.5624,9.36719999999,6.8415
324.74,7.64646666667,4.0596,6.90453333333,3.48166666666,6.43647619048,7.67666666667,10.5652666667,7.48173333333,9.31430000001,6.76866666667
325.10,7.77953333333,4.18186666667,7.17486666667,3.6006,6.60315238095,7.8014,10.7578,7.6558,9.40653333332,6.95555
325.47,7.755,4.1708,7.1084,3.58253333333,6.61104761905,7.70946666667,10.7806,7.57843333333,9.36703333333,6.94028333333
325.84,7.57566666667,4.015,7.05393333333,3.44326666667,6.50495238095,7.48613333333,10.6609333333,7.3961,9.20216666667,6.77536666667
326.21,7.6906,4.0846,7.25866666667,3.61833333333,6.82021904762,7.57873333333,10.9046666667,7.54156666667,9.34380000001,6.91953333333
326.57,7.7792,4.1914,7.3458,3.68966666667,6.92259047619,7.60453333333,11.1427333334,7.64013333333,9.49186666665,7.07413333333
326.94,7.72826666667,4.10166666667,7.194,3.6114,6.80398095238,7.5258,11.1662666667,7.53893333334,9.4625,6.98595
327.31,7.75,4.04826666667,7.16533333333,3.57853333333,6.78181904762,7.52,11.2191333333,7.44236666667,9.3905,6.96116666667
327.67,8.0538,4.2762,7.46206666667,3.83013333333,7.11362857143,7.74873333333,11.4598666667,7.73926666667,9.50796666667,7.23533333334
328.04,8.37393333333,4.57706666667,7.69906666667,4.11693333333,7.42658095238,8.00113333333,11.6358,7.94083333333,9.71246666667,7.52773333334
328.41,8.52139999999,4.7796,7.8892,4.2998,7.60942857143,8.11033333333,11.8661333333,8.11443333333,9.80053333334,7.6386
328.78,8.58893333333,4.88473333333,8.00633333333,4.35466666667,7.66805714286,8.23453333333,11.9966666667,8.1529,9.78036666667,7.68838333333
329.14,8.66333333333,5.02013333333,8.16813333333,4.55053333333,7.75689523809,8.35326666667,12.1992666667,8.25943333333,9.91666666665,7.77568333333
329.51,8.7188,5.06646666667,8.15926666667,4.56233333333,7.80467619047,8.42506666667,12.3391333333,8.3904,9.96576666667,7.81223333333
329.88,8.78313333333,5.09993333333,8.3274,4.6414,7.89230476191,8.61986666667,12.575,8.51916666667,10.1222,7.97976666667
330.24,8.8874,5.13266666667,8.38846666667,4.6866,7.84814285714,8.7086,12.7294,8.60833333334,10.1232666667,8.09003333333
330.61,9.0184,5.224,8.53313333333,4.77233333333,7.9374,8.90813333333,12.8025333333,8.73163333333,10.1918666667,8.189
330.98,9.1454,5.414,8.7388,4.83606666667,8.13914285714,9.04453333333,13.0274666667,8.89293333333,10.3241666667,8.38491666667
331.34,9.09166666667,5.36793333333,8.73033333333,4.8324,8.16684761905,8.98553333333,13.0313333333,8.97986666667,10.3258333333,8.34241666667
331.71,8.89233333334,5.0958,8.49926666667,4.56826666667,7.89624761905,8.69419999999,12.9315333333,8.78826666666,10.1481666667,8.0508
332.08,8.498,4.6366,8.15506666667,4.1928,7.54125714286,8.25006666667,12.7108666667,8.49653333334,9.90416666667,7.57511666667
332.44,8.47693333333,4.51326666667,8.03833333333,4.04333333333,7.47884761905,8.2276,12.7139333333,8.43893333333,9.83213333333,7.51306666666
332.81,8.62486666667,4.57593333333,8.08086666667,4.13806666666,7.57577142857,8.28873333333,12.9023333333,8.60323333333,9.99149999999,7.59821666667
333.18,8.60493333333,4.5104,7.9946,3.96013333333,7.51382857143,8.20026666667,12.8106666667,8.49513333334,9.98216666667,7.53733333333
333.54,8.79733333333,4.64046666667,8.2516,4.0552,7.62456190476,8.34666666667,13.0766666667,8.65483333334,10.1860666667,7.72321666667
333.91,9.11646666666,4.7794,8.34686666667,4.1688,7.7774952381,8.466,13.2544666667,8.8212,10.3426333333,7.81973333333
334.28,9.10686666667,4.67866666667,8.30926666667,4.05893333333,7.65608571429,8.3726,13.1499333333,8.7649,10.3718,7.75393333333
334.64,8.83066666667,4.36706666667,8.16066666667,3.82093333333,7.40499047619,8.04706666667,12.9187333333,8.5666,10.2127,7.44771666667
335.01,8.65893333333,4.17206666667,8.0694,3.71353333334,7.22617142857,7.82273333333,12.6756,8.47,10.0930333333,7.25026666667
335.38,8.99386666668,4.54966666667,8.42693333333,3.92666666667,7.55272380953,8.05193333333,13.018,8.75596666667,10.4381333333,7.51516666667
335.74,9.19213333333,4.76233333333,8.7224,4.1124,7.74198095238,8.2674,13.2398666667,8.98276666667,10.6529333333,7.66958333334
336.11,9.59646666666,5.19573333333,9.16086666667,4.53193333333,8.067,8.67753333333,13.6302,9.35036666666,11.0152333333,8.1073
336.47,9.75666666667,5.37046666667,9.39506666667,4.74913333333,8.20589523809,8.87906666666,13.8249333333,9.55600000001,11.2106,8.33943333333
336.84,9.53333333333,5.18993333333,9.27493333333,4.56206666667,8.0684,8.75933333334,13.7040666667,9.37090000001,10.9586333333,8.13171666667
337.21,9.66613333333,5.30773333333,9.40139999999,4.76126666667,8.24659047619,8.86086666667,13.9206666667,9.52429999999,11.0395666667,8.1733
337.57,9.80213333334,5.43173333333,9.53813333333,4.91466666667,8.44350476191,8.989,14.0322,9.62133333334,11.122,8.27958333333
337.94,9.86260000001,5.61366666667,9.72639999999,5.05573333334,8.61927619047,9.114,14.217,9.75716666667,11.2106,8.43015
338.31,9.92446666665,5.70953333333,9.78960000001,5.159,8.78227619047,9.16933333334,14.3732666666,9.80679999999,11.2554666667,8.48501666667
338.67,10.0194,5.80646666667,9.82760000001,5.22146666667,8.94074285714,9.26506666667,14.5443333333,9.91693333334,11.3133333333,8.58028333334
339.04,10.2206666666,5.94306666667,9.94426666667,5.35273333333,9.10128571428,9.51920000001,14.8133333333,10.0408666667,11.4012333333,8.71788333334
339.40,10.0908,5.78666666667,9.83446666667,5.29353333333,9.01947619047,9.44646666666,14.7564666667,10.0012,11.2399333333,8.6262
339.77,9.91673333333,5.65133333333,9.6098,5.21593333333,8.89069523809,9.35293333334,14.7054,9.84369999999,11.0947,8.51158333333
340.14,9.7812,5.50553333333,9.45853333333,5.05306666667,8.82980000001,9.19726666666,14.621,9.74716666665,11.0068,8.31638333333
340.50,9.7132,5.31366666667,9.32186666667,4.84466666667,8.73839047619,8.98393333333,14.5168,9.5971,10.8324333333,8.0934
340.87,9.83693333334,5.27573333333,9.39773333333,4.8626,8.83352380953,8.97653333334,14.6169333333,9.69680000001,10.9298,8.09493333333
341.23,9.74693333333,5.07673333333,9.29453333333,4.65,8.70817142857,8.84226666666,14.5593333333,9.59786666667,10.8150666667,8.00065
341.60,9.64153333333,4.96026666667,9.21833333333,4.5284,8.56794285714,8.70973333333,14.5497333333,9.52909999999,10.7385333333,7.8897
341.96,9.56053333333,4.82793333333,9.13693333333,4.44153333333,8.51001904762,8.64659999999,14.555,9.44353333334,10.6605,7.7933
342.33,9.50039999999,4.815,9.1232,4.4128,8.52422857143,8.66619999999,14.5891333333,9.4638,10.6235,7.80645
342.70,9.56493333333,4.8526,9.18813333333,4.4226,8.57654285713,8.675,14.7129333333,9.50406666665,10.6214,7.81875
343.06,9.48179999999,4.7796,9.115,4.31766666667,8.54316190476,8.53093333333,14.6990666667,9.39029999999,10.5824666667,7.69886666667
343.43,9.48160000001,4.72286666667,9.04026666667,4.22893333333,8.42863809524,8.47660000001,14.7062666667,9.29036666668,10.5931,7.61293333333
343.79,9.50739999999,4.72926666666,9.068,4.1686,8.44114285714,8.3594,14.715,9.26993333333,10.6168333333,7.63683333333
344.16,9.45226666667,4.59733333333,8.99666666667,4.0658,8.33975238095,8.28133333333,14.7135333333,9.19536666668,10.4748333333,7.56035
344.52,9.41553333333,4.56486666666,9.0288,4.0952,8.34131428571,8.28653333333,14.7637333334,9.22163333333,10.5158666667,7.57196666667
344.89,9.50626666667,4.7096,9.19193333333,4.18,8.44678095238,8.36113333333,14.8969333333,9.30596666667,10.6851,7.72138333333
345.25,9.58366666667,4.8316,9.31686666667,4.29313333333,8.53989523809,8.39686666667,15.0144666667,9.41043333333,10.7821,7.78423333334
345.62,9.58186666666,4.85713333333,9.3164,4.29806666666,8.61177142857,8.44393333334,15.052,9.45593333333,10.7789333333,7.78041666667
345.99,9.5258,4.80426666667,9.26353333333,4.19226666667,8.56029523809,8.31826666667,15.0015333333,9.41953333333,10.7266666667,7.67758333333
346.35,9.54566666666,4.811,9.235,4.1686,8.57830476191,8.30993333334,15.0945333333,9.46896666667,10.7758666667,7.64066666667
346.72,9.47633333332,4.7478,9.14853333333,4.07313333333,8.49171428571,8.22273333333,15.0945333334,9.40296666667,10.7535333333,7.60606666667
347.08,9.60140000001,4.8276,9.24333333333,4.11546666667,8.53275238095,8.26933333334,15.1252,9.51846666667,10.8103666667,7.73193333333
347.45,9.62060000001,4.8308,9.2554,4.10353333333,8.56928571429,8.24140000001,15.1347333333,9.54206666668,10.7923333333,7.71423333333
347.81,9.66886666667,4.82173333333,9.30366666666,4.09353333333,8.67091428571,8.30853333333,15.2441333334,9.63296666667,10.7919333333,7.67241666667
348.18,9.6848,4.8356,9.30733333334,4.08773333333,8.69557142857,8.32919999999,15.2850666667,9.66573333333,10.8257666667,7.67705
348.54,9.74193333333,4.94646666667,9.33766666667,4.14086666667,8.76743809525,8.3378,15.4049333333,9.718,10.8885,7.72228333333
348.91,9.7312,4.93306666666,9.27373333333,4.1292,8.75020952381,8.31213333333,15.4537333333,9.71216666666,10.8212666667,7.72968333333
349.27,9.62186666666,4.8306,9.15693333334,3.99786666667,8.66344761905,8.24180000001,15.4087333333,9.5832,10.7263333333,7.64385
349.64,9.69873333333,4.81373333333,9.17353333333,4.03086666667,8.66514285714,8.23346666667,15.4731333333,9.54646666666,10.7731666667,7.65078333333
350.00,9.85260000001,4.8952,9.24853333334,4.14806666667,8.73137142857,8.39253333333,15.668,9.65480000001,10.8705,7.71405
350.37,9.95519999999,4.91993333333,9.37433333333,4.214,8.79297142857,8.43933333334,15.7659333333,9.72193333334,10.9362333333,7.78265
350.73,10.1353333333,4.98806666667,9.55386666667,4.35226666667,8.90829523809,8.63319999999,15.8574666667,9.89093333334,11.0733666667,7.88035
351.10,10.0293333333,4.89186666667,9.48079999999,4.33293333333,8.87672380952,8.60126666667,15.9058,9.84543333333,11.0626,7.79575
351.46,10.1063333333,4.96286666667,9.58140000001,4.4232,8.96701904761,8.7014,16.0413333333,9.94836666666,11.1682666667,7.8866
351.83,10.1778666667,4.98053333333,9.6222,4.46526666667,8.93486666667,8.77133333333,16.1661333333,9.99856666666,11.2019666667,7.9409
352.19,10.2624,5.05546666667,9.77580000001,4.58,9.03179047619,8.82133333334,16.341,10.1023333333,11.2906666667,8.03258333333
352.55,10.2325333333,4.9212,9.7362,4.47833333333,8.91486666666,8.70846666667,16.3225333333,10.0105666667,11.1987666667,7.95825
352.92,10.2842,4.856,9.72233333333,4.4558,8.85316190477,8.66906666667,16.3164666667,9.98093333334,11.1803333333,7.88795
353.28,10.3861333333,4.9436,9.81946666667,4.52806666667,8.92543809523,8.77633333333,16.3946666667,10.0643666667,11.2635333333,7.92953333333
353.65,10.2771333333,4.8672,9.82046666666,4.42826666667,8.8663904762,8.70080000001,16.4074666667,10.0604666667,11.1735333333,7.83911666667
354.01,10.2572666667,4.84493333333,9.88046666667,4.39586666667,8.84721904761,8.6412,16.3946,10.0586,11.1791,7.86735
354.38,10.2781333333,4.8536,9.94679999999,4.36373333333,8.83814285715,8.61753333333,16.4452666667,10.0412666667,11.1305333333,7.83686666667
354.74,10.1733333333,4.76693333333,9.90300000001,4.24073333333,8.76293333333,8.49406666666,16.3962,9.95803333333,11.0149333333,7.71976666667
355.11,10.2784666667,4.79166666667,9.97593333333,4.25026666667,8.83395238096,8.49193333334,16.5306,10.0307,11.05,7.7188
355.47,10.2882,4.78886666667,10.0027333333,4.2044,8.86734285714,8.51386666667,16.6372666667,9.99826666667,11.0558333333,7.70838333333
355.83,10.2124666667,4.80953333333,10.0048,4.20393333333,8.88971428572,8.46826666667,16.6288,9.97746666667,11.0815333333,7.6732
356.20,10.2249333333,4.82326666667,9.99793333335,4.20713333333,8.92593333333,8.49986666667,16.6743333333,10.0363,11.0955333333,7.68435
356.56,10.3489333333,4.95953333333,10.1298,4.31346666667,9.07223809524,8.64880000001,16.8322,10.2091,11.2319,7.78755
356.93,10.3959333333,5.0588,10.2102666667,4.40006666667,9.17601904763,8.72633333333,16.9392666667,10.3426666667,11.2858333333,7.85506666667
357.29,10.4169333333,5.05253333333,10.2282666667,4.41806666667,9.21842857143,8.72919999999,17.0416666667,10.4118333333,11.3211333333,7.91328333333
357.66,10.4560666667,5.0314,10.2227333333,4.4478,9.25846666666,8.73233333333,17.0738,10.4067,11.3369,7.91701666667
358.02,10.529,5.11313333333,10.3105333333,4.5692,9.37410476189,8.84053333334,17.1744666667,10.4928,11.4065333333,7.99263333333
358.38,10.4788666667,5.07426666667,10.2721333333,4.5502,9.3702952381,8.78613333334,17.1918,10.4763,11.3957666667,7.97166666667
358.75,10.3807333333,5.0066,10.124,4.47673333334,9.29901904763,8.71866666666,17.1719333333,10.3511,11.3098,7.91185
359.11,10.4017333333,5.02866666667,10.1882666667,4.46786666667,9.32383809524,8.78586666667,17.2196,10.3734,11.3357333333,7.92568333333
359.48,10.3997333333,4.993,10.1781333333,4.48973333333,9.28071428571,8.73493333333,17.2232666667,10.4137,11.3034333333,7.88271666667
359.84,10.5023333333,5.0184,10.2635333333,4.5604,9.33490476191,8.76339999999,17.3312666667,10.4741333333,11.3506333333,7.91753333333
360.20,10.5751333333,5.0832,10.3150666667,4.61086666667,9.4186857143,8.82246666667,17.4163333333,10.4855666667,11.4512666667,7.95838333333
360.57,10.5356,5.041,10.2769333333,4.6026,9.41236190476,8.80653333333,17.4126666667,10.4623,11.4288,7.95693333333
360.93,10.5251333333,5.05566666667,10.2718,4.59626666667,9.41864761905,8.79693333333,17.4746666667,10.4690333333,11.4639666667,7.94338333333
361.29,10.5855333333,5.09133333333,10.3236,4.6512,9.44431428571,8.81806666666,17.5598,10.5232666667,11.4750666667,7.97396666667
361.66,10.6525333333,5.14206666667,10.3434,4.6544,9.49312380953,8.8416,17.6408,10.5859333333,11.5023666667,8.00576666667
362.02,10.6384666667,5.1176,10.3427333333,4.60273333333,9.49454285714,8.80866666667,17.6808,10.5793666667,11.4923333333,7.98163333333
362.39,10.6855333333,5.10513333333,10.3568,4.60446666667,9.48433333335,8.84313333334,17.7266,10.5813,11.5251,7.99435
362.75,10.7924666667,5.1926,10.5070666667,4.6992,9.59735238095,8.90053333334,17.8887333333,10.7108333333,11.6453,8.07754999999
363.11,10.8103333333,5.20973333334,10.5226,4.7144,9.59665714286,8.88393333333,17.9702,10.7212666667,11.6567666667,8.08539999999
363.48,10.8253333333,5.22053333333,10.5648666667,4.70073333333,9.62884761907,8.90826666666,18.08,10.7383666667,11.7095333333,8.10401666667
363.84,10.869,5.23566666667,10.6108666667,4.70726666667,9.65717142857,8.95546666666,18.1528666666,10.7767,11.7317666667,8.16603333333
364.20,10.9106666667,5.25,10.6567333333,4.71353333333,9.64513333333,8.972,18.2433333333,10.8147333333,11.6877333333,8.18983333333
364.57,10.973,5.28926666667,10.7005333333,4.7136,9.63726666667,8.94306666666,18.3269333333,10.8463666667,11.696,8.18939999999
364.93,11.0700666667,5.31086666667,10.8260666667,4.74146666667,9.69398095238,8.95379999999,18.4507333333,10.8679666667,11.7307,8.23420000001
365.29,11.0828666667,5.29506666667,10.8704666667,4.6986,9.68719047621,8.96186666666,18.5014,10.8441333333,11.7175666667,8.1907
365.66,11.0715333333,5.294,10.9414666667,4.75686666667,9.66460952381,8.9882,18.5796,10.8414666667,11.7630666667,8.21719999999
366.02,11.0165333333,5.22513333333,10.8349333333,4.6768,9.58464761905,8.90880000001,18.5603333333,10.7866,11.7104333333,8.16613333333
366.38,10.9727333333,5.2272,10.8406666667,4.67086666667,9.58210476189,8.90533333334,18.5702,10.7698333333,11.6951,8.13695000001
366.75,10.9720666667,5.1842,10.8322666667,4.66413333333,9.55665714286,8.916,18.5758666667,10.7760666667,11.6712666667,8.09423333333
367.11,10.9505333333,5.1342,10.7912,4.61333333333,9.51915238094,8.87293333333,18.5454666667,10.7638,11.6553666667,8.07773333334
367.47,10.9998,5.1436,10.8454,4.64733333334,9.56188571428,8.86866666667,18.5746,10.7987333333,11.6565666667,8.11158333333
367.84,11.0014666667,5.1604,10.8196666667,4.61946666667,9.58005714287,8.84273333334,18.6213333333,10.7901,11.6676,8.09819999999
368.20,10.9761333333,5.09713333333,10.8198666667,4.60206666667,9.56564761905,8.78426666666,18.61,10.7579333333,11.6587666667,8.04121666667
368.56,10.8960666666,5.02306666667,10.7648666667,4.5622,9.54159047619,8.76393333334,18.5991333333,10.6845333333,11.6406,7.97821666667
368.93,10.7871333333,4.90453333333,10.6394,4.46846666666,9.44242857142,8.69266666667,18.5117333333,10.6134,11.5704666667,7.89175
369.29,10.7614,4.8572,10.5705333333,4.455,9.41314285715,8.64466666667,18.5058666667,10.5708666666,11.5476,7.85836666667
369.65,10.7764,4.81553333333,10.5094666667,4.36553333334,9.38339047619,8.57846666666,18.5008666667,10.5396666667,11.512,7.7842
370.01,10.9435333333,4.9176,10.6525333333,4.49306666667,9.49220952381,8.66960000001,18.6423333333,10.6594333333,11.6291333333,7.84113333333
370.38,11.1330666667,5.06966666667,10.79,4.6548,9.67510476191,8.75740000001,18.8290666667,10.8438666667,11.7792666667,7.99858333333
370.74,11.288,5.23326666667,10.9550666667,4.78966666667,9.84213333333,8.86753333334,19.0476,10.9707,11.9533666667,8.14831666667
371.10,11.4294666666,5.33526666667,11.0898,4.93426666666,9.98402857142,8.96726666667,19.2726,11.0964,12.0709,8.24081666666
371.46,11.4158666667,5.3544,11.0837333333,4.9718,9.99149523809,9.00279999999,19.3094,11.1106666667,12.0772666667,8.22884999999
371.83,11.4646666667,5.3532,11.121,5.033,10.0197714286,9.00973333333,19.4076666667,11.1572,12.1587333333,8.21863333334
372.19,11.4601333333,5.36506666667,11.1206666667,4.97913333333,10.0167333333,8.99086666667,19.4740666667,11.1688666667,12.1493,8.23861666667
372.55,11.5875333333,5.49026666667,11.2772,5.08873333333,10.1500285714,9.0922,19.599,11.2957666667,12.2374,8.34366666667
372.92,11.7136666667,5.61286666667,11.4004,5.211,10.2645714286,9.22193333334,19.7704666667,11.4175666667,12.3509333333,8.44111666667
373.28,11.7539333334,5.6348,11.4299333333,5.21993333333,10.3182380952,9.25266666667,19.8936,11.466,12.3731,8.49460000001
373.64,11.8459333333,5.70933333333,11.5576,5.28453333333,10.4312,9.3508,20.0356666667,11.5844666667,12.4519666667,8.59398333334
374.00,11.8334,5.70513333333,11.5816,5.2506,10.4634666667,9.33540000001,20.1382666667,11.6019,12.4673333333,8.56261666666
374.37,11.7332,5.56966666667,11.4863333333,5.11486666667,10.3931523809,9.27959999999,20.1231333333,11.5257,12.3903333333,8.41916666667
374.73,11.6662,5.48,11.4056666667,5.0032,10.2877238095,9.16313333333,20.0729333333,11.4483,12.2735666667,8.29454999999
375.09,11.6596,5.49953333333,11.4207333333,4.9608,10.2675428571,9.13346666667,20.1177333334,11.4309,12.2466333333,8.26808333333
375.45,11.7264666667,5.50526666667,11.4445333333,4.93253333333,10.2977142857,9.11306666667,20.1816666667,11.4365666667,12.2799666667,8.27671666667
375.81,11.6698666667,5.45453333333,11.4211333333,4.83593333333,10.2481142857,9.07026666667,20.1507333333,11.3678333333,12.1898666667,8.20606666667
376.18,11.6649333334,5.45086666667,11.4073333333,4.8534,10.2558285714,9.08073333334,20.1807333333,11.3761666667,12.2022,8.182
376.54,11.626,5.38246666667,11.3335333333,4.75406666667,10.2150285714,9.01413333333,20.2423333333,11.3451,12.1770333333,8.10381666667
376.90,11.5599333333,5.30346666667,11.2598,4.643,10.1353428571,8.90273333333,20.1902,11.2843666667,12.1018,8.02889999999
377.26,11.5552,5.317,11.3181333333,4.65146666666,10.1666666667,8.87946666667,20.2201333333,11.3296,12.1635666667,8.02801666667
377.63,11.4654666667,5.22973333333,11.2366666667,4.6116,10.1108285714,8.7762,20.1684,11.2650666667,12.0886666667,7.95068333333
377.99,11.3428666666,5.1156,11.136,4.53006666667,9.99003809525,8.65573333333,20.0782,11.1771666667,11.9769666667,7.89411666667
378.35,11.3279333333,5.12026666667,11.1589333333,4.52026666667,9.96265714287,8.64253333334,20.0978666667,11.1589333334,11.9776,7.89200000001
378.71,11.3666,5.12106666667,11.2016,4.538,9.9948,8.70033333334,20.1810666667,11.2180666667,12.0495,7.92695
379.07,11.2626666667,4.96953333333,11.0807333333,4.4372,9.90432380953,8.60926666666,20.1003333333,11.1314,12.0007666667,7.82489999999
379.44,11.1904666667,4.8966,11.0447333333,4.3816,9.88004761905,8.55360000001,20.1216,11.0576333333,11.9468666667,7.79011666667
379.80,11.2021333333,4.8844,11.0768666667,4.40193333334,9.89653333333,8.55500000001,20.1798666667,11.0957666667,11.9731333333,7.82124999999
380.16,11.2215333333,4.8596,11.1112666667,4.39793333333,9.89681904761,8.5336,20.2258666667,11.1062666667,11.9978666667,7.81238333333
380.52,11.2084,4.84326666667,11.1180666667,4.41826666666,9.85630476191,8.54966666667,20.2322,11.1136,11.9904666667,7.80901666666
380.88,11.3176,4.93886666667,11.2357333333,4.53393333333,9.96817142858,8.67573333334,20.4372666667,11.2089,12.0870666667,7.90119999999
381.24,11.3388,4.93813333333,11.2451333333,4.5552,9.98944761903,8.70733333333,20.4798666667,11.1976,12.1047,7.87729999999
381.61,11.4697333333,5.07206666667,11.3699333333,4.64273333333,10.1114095238,8.80833333334,20.668,11.3027,12.2364333333,7.97171666666
381.97,11.5982666667,5.15853333333,11.4751333333,4.7502,10.2309809524,8.92033333334,20.8226666667,11.3974333333,12.3062,8.04039999999
382.33,11.7253333333,5.22313333333,11.5662666667,4.86466666667,10.3382952381,9.00800000001,21.0446,11.4950333334,12.3731333333,8.11571666667
382.69,11.7521333333,5.2532,11.6032666667,4.9218,10.3777142857,9.0346,21.1151333333,11.5309666667,12.4093666667,8.12753333334
383.05,11.8026666667,5.32213333333,11.6798,4.95793333333,10.4456666667,9.06406666667,21.1780666666,11.6035,12.4248666667,8.16484999999
383.41,11.8726666667,5.36453333333,11.7494,5.00626666667,10.4818571428,9.13400000001,21.2936,11.7026666667,12.4725666667,8.18495000001
383.77,11.9305333333,5.40146666667,11.7964666667,5.04253333333,10.5542571428,9.18286666666,21.3893333333,11.7428666667,12.5020666667,8.23388333333
384.14,12.0057333333,5.47073333334,11.8592666667,5.09026666667,10.6214285714,9.25473333334,21.504,11.7987,12.5683333333,8.28401666667
384.50,12.0596,5.50873333333,11.9418,5.1186,10.6966761905,9.31893333333,21.597,11.8584,12.5943,8.28940000001
384.86,12.0276,5.4588,11.9160666667,5.0632,10.6666857143,9.28073333333,21.5968,11.8264,12.5697666667,8.24423333333
385.22,12.044,5.43433333333,11.9493333333,5.04966666667,10.6501523809,9.2796,21.643,11.8457,12.5394333333,8.2554
385.58,12.0280666667,5.3992,11.9364,5.019,10.6142095238,9.30353333333,21.6562,11.842,12.5055333333,8.2294
385.94,12.0050666667,5.3872,11.9239333333,4.96353333333,10.5920761905,9.27073333333,21.7054,11.8145333333,12.5129333333,8.20541666666
386.30,11.9668666667,5.39073333333,11.9257333333,4.90993333333,10.5542952381,9.2344,21.6572,11.7953,12.5124333333,8.16256666666
386.66,12.0110666667,5.42853333333,11.967,4.9276,10.5780761905,9.23493333334,21.6958666667,11.8225333333,12.5357,8.19290000001
387.03,12.0644,5.4548,12.0189333333,4.96806666667,10.5995523809,9.26366666666,21.7806666667,11.8310333333,12.5771333333,8.21728333334
387.39,12.1123333333,5.50826666667,12.0495333334,5.02173333333,10.6280285714,9.27066666667,21.7856,11.8596666667,12.6216,8.25738333334
387.75,12.1135333333,5.52353333333,12.0806,5.02166666667,10.6233904762,9.25886666667,21.7948666667,11.8948666667,12.6231,8.24598333333
388.11,12.0806,5.46906666667,12.0581333333,4.99533333333,10.600752381,9.2046,21.7767333333,11.8476,12.6095666667,8.19579999999
388.47,12.0995333333,5.45726666667,12.049,5.00073333333,10.6008952381,9.1664,21.8158,11.8448333333,12.6713333333,8.23193333333
388.83,12.1272,5.46953333333,12.0622666667,5.02773333333,10.6170666667,9.18066666667,21.829,11.8741,12.701,8.26266666667
389.19,12.2006,5.50466666667,12.0903333333,5.05713333333,10.6582666667,9.1974,21.8858,11.9106666667,12.7472,8.27844999999
389.55,12.2256666666,5.5118,12.1326666667,5.07326666667,10.6708190476,9.15459999999,21.9392666667,11.9178333333,12.7925,8.27435000001
389.91,12.2589333333,5.51926666667,12.1764666667,5.11773333333,10.6970285714,9.18453333333,21.9810666667,11.9508333333,12.8347666667,8.29076666667
390.27,12.3097333333,5.53733333334,12.2325333333,5.178,10.7609904762,9.22793333333,22.0639333333,12.0023333333,12.8804,8.34361666667
390.63,12.2532,5.4974,12.1806666667,5.14033333333,10.7240857143,9.16813333333,22.0846666667,11.9481,12.8207666667,8.30686666666
