wavelength,Back_VolJacf,Belly_VolJacf,Breast_VolJacf,Crissum_VolJacf,Crown_VolJacf,DorTail_VolJacf,Patch10_VolJacf,Rump_VolJacf,Throat_VolJacf,WingTip_VolJacf
381.97,6.71906666667,17.1992,9.66566666667,8.43653333333,5.6696,5.88866666666,13.7791333334,6.50906666667,11.4906,8.02526666666
382.33,6.6596,17.2516666667,9.64473333332,8.42233333333,5.64746666667,5.85006666666,13.7566,6.484,11.5161333333,7.98866666667
382.69,6.727,17.3916666666,9.70826666667,8.54333333333,5.7232,5.93126666667,13.8896666667,6.56173333333,11.6132,8.04619999999
383.05,6.7042,17.4303333333,9.68873333333,8.52713333333,5.70826666667,5.9306,13.8776,6.54886666667,11.5818333333,8.00293333334
383.41,6.6642,17.4350666667,9.74026666667,8.4972,5.69626666667,5.88913333333,13.9038,6.49166666667,11.5756666666,8.0374
383.77,6.74166666667,17.5400666667,9.77553333333,8.55433333333,5.75593333333,5.99046666667,13.9718666666,6.55973333333,11.6467666667,8.115
384.14,6.762,17.6463333333,9.75200000001,8.58733333333,5.79293333333,6.01233333333,13.99,6.5348,11.7311333333,8.13473333334
384.50,6.77673333333,17.7314666667,9.77166666666,8.64126666667,5.80406666667,6.05733333333,14.0522,6.5412,11.7959666667,8.14006666665
384.86,6.75653333333,17.7993333333,9.79273333334,8.70333333333,5.8638,6.0834,14.1041333333,6.57266666667,11.8281333333,8.166
385.22,6.70746666667,17.7718,9.76646666667,8.65906666667,5.79506666667,6.03166666667,14.0893333333,6.5406,11.8019,8.12966666667
385.58,6.71166666667,17.7850666667,9.76773333334,8.64413333333,5.78466666667,6.01813333333,14.1102666667,6.51213333333,11.7731666667,8.10126666667
385.94,6.71753333333,17.822,9.81373333333,8.6238,5.79846666667,6.03893333333,14.1597333333,6.52306666667,11.7647333333,8.13266666667
386.30,6.71493333333,17.8796,9.8636,8.67026666667,5.82933333333,6.027,14.2059333333,6.55053333333,11.7935666667,8.16373333333
386.66,6.77453333333,17.9676666667,9.90193333334,8.72966666667,5.88713333333,6.077,14.2446,6.60106666667,11.8796,8.19333333332
387.03,6.79806666667,18.0459333333,9.97946666665,8.78433333333,5.93053333333,6.09393333333,14.3038,6.64186666667,11.8998,8.21653333335
387.39,6.83,18.0721333333,10.0514666667,8.81339999999,5.95006666667,6.12133333333,14.3329333333,6.6756,11.8994,8.23673333333
387.75,6.77586666667,18.0515333333,9.984,8.7812,5.90133333333,6.03133333333,14.3077333333,6.62673333333,11.8355666667,8.19979999999
388.11,6.79746666667,18.0986666667,10.0550666667,8.77546666667,5.8754,6.04273333333,14.3278666667,6.629,11.8877666667,8.20493333333
388.47,6.81033333333,18.1751333333,10.0823333333,8.79586666667,5.91786666667,6.07126666667,14.3789333333,6.64773333333,11.9359333333,8.22020000001
388.83,6.82386666666,18.2178,10.1015333333,8.83466666666,5.9406,6.09706666667,14.4170666667,6.671,11.9686333333,8.25159999999
389.19,6.85406666667,18.2954,10.1308666667,8.87239999999,5.935,6.10626666667,14.4562,6.68106666667,12.0020333333,8.2602
389.55,6.84,18.3088666667,10.1502,8.84140000001,5.8948,6.11906666667,14.4997333333,6.648,12.0327,8.24766666667
389.91,6.86233333333,18.3434,10.1598,8.84166666666,5.87433333333,6.12726666667,14.5086666667,6.65773333333,12.0661333333,8.2556
390.27,6.89746666667,18.4152666667,10.1827333333,8.87473333333,5.87,6.11993333333,14.5558666667,6.65126666667,12.0997666667,8.25766666667
390.63,6.91133333333,18.469,10.2012,8.90433333333,5.897,6.153,14.6348,6.6794,12.1488,8.29606666667
391.00,6.92466666666,18.5125333333,10.2513333333,8.92140000001,5.91246666667,6.19093333333,14.6492666667,6.69953333333,12.1766666667,8.27806666666
391.36,6.89826666667,18.4820666666,10.1801333333,8.89960000001,5.86773333333,6.15626666667,14.6432666667,6.66173333333,12.1183,8.22680000001
391.72,6.92566666667,18.5583333333,10.2228,8.94633333333,5.89866666667,6.20326666667,14.7129333333,6.69773333333,12.1607333333,8.26339999999
392.08,6.95053333333,18.6503333333,10.2660666667,8.98053333335,5.93773333333,6.1982,14.8029333334,6.73846666667,12.2284666667,8.31586666667
392.44,6.89273333333,18.6065333333,10.2346666667,8.91973333333,5.886,6.13113333333,14.7358,6.6838,12.1758,8.26313333335
392.80,6.8638,18.6424,10.207,8.9304,5.8566,6.07426666667,14.6885333333,6.65366666667,12.1581666667,8.21019999999
393.16,6.8302,18.7012,10.2135333333,8.91826666666,5.84453333333,6.0392,14.7194666666,6.669,12.1517333333,8.17926666667
393.52,6.736,18.6578666667,10.1656666667,8.83233333333,5.78973333333,5.9782,14.6606666667,6.60166666667,12.1069333333,8.12233333334
393.88,6.68666666667,18.6572,10.1526,8.765,5.7376,5.9194,14.622,6.5556,12.0689,8.07393333333
394.24,6.65973333333,18.7012,10.1532,8.7608,5.71366666667,5.8948,14.6225333333,6.53446666667,12.0668666667,8.08553333334
394.60,6.69946666667,18.7764666667,10.2178,8.80773333333,5.76846666667,5.962,14.6682,6.582,12.1041333333,8.16093333334
394.96,6.6888,18.7987333333,10.2107333334,8.78333333333,5.74313333333,5.91886666667,14.6594,6.51866666667,12.0974,8.10579999999
395.32,6.65766666667,18.7591333334,10.2055333333,8.75906666667,5.69006666667,5.91906666667,14.6008666667,6.49886666667,12.0555666667,8.04906666667
395.68,6.71553333334,18.8918666666,10.274,8.83426666666,5.7658,6.03606666667,14.7302666667,6.57666666667,12.1964666667,8.11160000001
396.04,6.7556,18.9354666667,10.2864666667,8.88166666667,5.8218,6.09373333333,14.7945333333,6.62306666667,12.2284,8.18253333334
396.40,6.6934,18.8670666667,10.2130666667,8.83273333333,5.78926666667,6.02493333334,14.7633333333,6.53886666667,12.1728666667,8.10160000001
396.76,6.72473333333,18.8914666666,10.2074666667,8.85113333333,5.82573333333,6.04086666667,14.8291333333,6.5722,12.2286666667,8.10013333333
397.12,6.74373333333,18.9543333333,10.1961333333,8.89999999999,5.83486666667,6.0498,14.8794,6.5856,12.2830666667,8.08613333333
397.48,6.7056,18.953,10.1614666667,8.85453333334,5.8222,6.00986666667,14.8808666667,6.56933333333,12.2933333333,8.03786666667
397.84,6.63553333333,18.9376666667,10.1166666667,8.79900000001,5.75746666667,5.92986666667,14.8727333333,6.5206,12.2860333333,7.98619999999
398.20,6.62026666667,18.9677333333,10.1385333333,8.85966666667,5.7706,5.96773333333,14.9062666667,6.57753333333,12.3269,8.06573333333
398.56,6.62586666667,19.0056,10.1808666667,8.86439999999,5.78806666667,5.9632,14.9582,6.56053333333,12.3481666667,8.07739999999
398.92,6.5286,18.9288,10.1031333333,8.79413333333,5.7022,5.83366666667,14.8434666667,6.48466666667,12.2206,7.9596
399.28,6.5434,18.9817333333,10.1764,8.82893333333,5.73266666667,5.8482,14.9055333333,6.52633333333,12.2639666667,7.97553333333
399.64,6.64666666667,19.1538,10.2598,8.96960000001,5.82713333333,5.94706666667,15.0014666667,6.62833333333,12.3739666667,8.10039999999
400.00,6.73126666667,19.3055333333,10.3878,9.08140000001,5.93373333333,6.03713333333,15.0836666667,6.76293333334,12.4532,8.17979999999
400.36,6.7932,19.4098666667,10.4962,9.12753333333,5.98666666667,6.08833333333,15.1546,6.82446666667,12.501,8.24173333335
400.72,6.8574,19.4892,10.5995333333,9.16993333334,6.046,6.13926666667,15.2262666667,6.874,12.5501333333,8.29806666665
401.08,6.928,19.5806,10.648,9.23353333335,6.10153333333,6.1726,15.3138,6.9366,12.6416333333,8.34546666666
401.44,6.94026666667,19.6353333333,10.6628,9.23426666666,6.09426666667,6.13066666667,15.3485333333,6.9506,12.6115666667,8.2938
401.80,6.9452,19.7094666667,10.6898666667,9.26086666667,6.1012,6.13406666667,15.3884666667,6.984,12.6593333333,8.31246666667
402.16,7.0294,19.874,10.7608,9.3464,6.1434,6.17853333333,15.5130666667,7.019,12.7463666667,8.42246666665
402.52,7.01553333333,19.8922666666,10.763,9.32253333333,6.11386666667,6.14213333333,15.5249333333,6.97053333333,12.7289666667,8.37460000001
402.88,6.9466,19.8253333333,10.7642,9.24066666667,6.0342,6.06933333333,15.4846,6.9124,12.6468333333,8.29880000001
403.24,6.8938,19.7902,10.7254,9.1938,5.9576,5.9814,15.4543333333,6.8058,12.6205333333,8.23560000001
403.60,6.8478,19.7626666667,10.6485333333,9.17226666666,5.9256,5.9306,15.4372666667,6.74866666667,12.5893333333,8.21726666667
403.95,6.85273333333,19.8246,10.6494,9.21286666667,5.94146666666,5.94153333333,15.4914,6.76286666667,12.6161666667,8.24593333333
404.31,6.84253333333,19.8648,10.6954,9.23713333334,5.96346666667,5.9732,15.5228666667,6.78733333333,12.6262,8.25933333334
404.67,6.8582,19.8862666667,10.6883333333,9.21606666667,5.98753333333,5.98773333333,15.539,6.78633333333,12.6910333333,8.28726666668
405.03,6.82373333333,19.8864666667,10.6555333333,9.20040000001,5.96226666667,5.94233333333,15.5178,6.74366666667,12.6472666667,8.23726666665
405.39,6.82,19.8844666667,10.6624666667,9.2006,5.97073333333,5.94606666667,15.5477333333,6.762,12.6650666667,8.23060000001
405.75,6.8128,19.929,10.6289333333,9.17053333334,5.93673333333,5.92386666667,15.5625333333,6.74513333333,12.6825,8.24426666666
406.11,6.83146666667,19.9989333333,10.63,9.18026666665,5.93913333333,5.93233333333,15.6152,6.751,12.7445333333,8.27206666667
406.47,6.8016,20.0240666667,10.6228666667,9.13806666667,5.92186666667,5.94893333333,15.6232,6.75093333333,12.7165333333,8.28299999999
406.83,6.799,20.086,10.6754666667,9.1594,5.9366,5.96693333333,15.6822666667,6.77593333333,12.7785,8.28373333333
407.19,6.82653333333,20.1487333333,10.7056666667,9.19006666667,5.95973333333,6.00226666667,15.721,6.82506666667,12.8310333333,8.30680000001
407.55,6.84713333333,20.2121333334,10.7053333333,9.21386666666,5.999,6.0132,15.7462666667,6.82206666667,12.8731,8.2962
407.90,6.87546666667,20.2848,10.7818666667,9.27466666668,6.02926666667,6.045,15.8026,6.84833333333,12.9102666667,8.32840000001
408.26,6.95246666667,20.4003333333,10.8419333333,9.32293333332,6.069,6.123,15.9162,6.91906666667,13.0203,8.40459999999
408.62,6.9922,20.4363333333,10.8986666667,9.34866666665,6.0904,6.16106666667,15.9504,6.93773333333,13.0635666667,8.41626666667
408.98,7.0278,20.5131333333,10.9886666667,9.39993333332,6.131,6.19746666667,16.0086666667,6.99113333333,13.1251666667,8.45786666667
409.34,7.046,20.5454,11.0272,9.44006666666,6.16953333333,6.21,16.0460666667,7.03013333333,13.1406333333,8.48459999999
409.70,7.07626666667,20.5767333333,11.0569333333,9.49353333334,6.1746,6.1934,16.0960666667,7.02873333333,13.1571333333,8.49159999999
410.06,7.05413333334,20.5708,11.0398666667,9.48806666666,6.15026666667,6.17006666667,16.0794,7.02293333333,13.1258,8.46753333333
410.42,6.9798,20.5422,11.006,9.43633333333,6.09646666667,6.092,16.0416666667,6.94846666667,13.0518,8.39653333333
410.77,6.94413333333,20.5503333333,10.9832,9.39593333335,6.03093333333,6.01573333334,16.0408666667,6.93173333334,13.0185,8.36819999999
411.13,6.92466666667,20.5914666667,10.9936,9.38766666665,6.02593333333,5.96886666667,16.0683333333,6.89953333333,13.0232333334,8.35573333333
411.49,6.9296,20.5971333333,11.0185333333,9.398,6.06726666667,5.96613333333,16.0832,6.88893333333,12.9955666667,8.34319999999
411.85,6.88573333333,20.6230666667,10.999,9.404,6.07546666667,5.9386,16.1010666667,6.8906,13.0027333333,8.33159999999
412.21,6.91,20.6695333333,11.0092,9.4274,6.09353333333,5.9614,16.155,6.903,13.0117333334,8.35146666666
412.57,6.92233333333,20.7466,11.0553333333,9.44893333334,6.09926666667,5.976,16.1652,6.8986,13.0670666667,8.37673333333
412.92,6.88,20.7874666667,11.0248,9.42020000001,6.0794,5.92586666667,16.1636,6.85746666667,13.0628333333,8.32679999999
413.28,6.89246666667,20.8614666667,11.0637333333,9.40726666667,6.1052,5.94473333334,16.1856666667,6.85086666667,13.0878333333,8.34900000001
413.64,6.91793333333,20.9,11.0866666667,9.40799999999,6.1068,5.94146666667,16.2202,6.8514,13.1418,8.36339999999
414.00,6.8854,20.9540666666,11.1082,9.37053333332,6.08246666667,5.92413333333,16.2240666667,6.78366666667,13.1097333333,8.34420000001
414.36,6.8662,20.9666,11.0672,9.3454,6.02246666667,5.91713333333,16.234,6.75186666667,13.0893,8.29400000001
414.72,6.8202,21.0176666667,11.0647333333,9.33379999999,5.96533333334,5.87553333333,16.2301333333,6.7194,13.1238,8.28413333333
415.07,6.86413333333,21.0804,11.1118,9.35640000001,5.96173333334,5.88293333333,16.292,6.72833333333,13.1542666667,8.29786666667
415.43,6.84893333333,21.1205333333,11.1300666667,9.35046666666,5.9564,5.87106666667,16.3105333333,6.7102,13.1951,8.26646666667
415.79,6.85973333333,21.1568666667,11.1521333333,9.37806666667,5.9682,5.86906666667,16.4135333333,6.72926666667,13.2218,8.26566666667
416.15,6.89053333333,21.2260666667,11.2064666667,9.41926666667,5.98366666667,5.9054,16.4925333333,6.77,13.2877,8.324
416.51,6.92833333333,21.3184666667,11.2488,9.48426666667,6.0104,5.93853333333,16.5830666667,6.81833333333,13.3637,8.35940000001
416.86,6.96933333333,21.3816,11.3086,9.58206666666,6.06893333333,5.97953333333,16.6519333333,6.8626,13.4212,8.40793333335
417.22,7.052,21.4402666667,11.4006666666,9.67086666668,6.143,6.0764,16.7329333333,6.97406666667,13.5358333333,8.49213333334
417.58,7.07873333333,21.4804,11.4412666667,9.72093333333,6.1898,6.1006,16.7655333333,7.02286666667,13.5633333333,8.53726666666
417.94,7.07293333333,21.4920666667,11.4497333333,9.73133333335,6.2126,6.09853333334,16.7776666666,7.0348,13.5647666667,8.53459999999
418.29,7.01633333333,21.4806,11.4147333333,9.68093333333,6.1706,6.06886666667,16.7531333333,6.9786,13.5253666667,8.50099999999
418.65,6.9918,21.4821333333,11.3986666667,9.67040000001,6.14986666667,6.0426,16.7441333333,6.97046666667,13.5084333333,8.49533333334
419.01,6.99166666667,21.497,11.3939333333,9.65859999999,6.14893333333,6.0384,16.7154,6.9576,13.4974666667,8.48646666668
419.37,7.00266666667,21.5044,11.4041333333,9.6662,6.16486666667,6.05046666667,16.7164666667,6.96106666667,13.5043333333,8.49746666667
419.73,7.02826666667,21.5126666667,11.4120666667,9.68439999999,6.17293333333,6.04046666667,16.7242,6.95653333333,13.5096,8.50733333333
420.08,7.00586666667,21.5150666667,11.3998,9.64433333333,6.13926666667,6.01773333333,16.7112666667,6.93713333333,13.4851333333,8.48253333333
420.44,6.98073333334,21.5366,11.3718,9.63279999999,6.11486666666,5.9742,16.7179333333,6.8968,13.4647333333,8.45113333333
420.80,6.97733333333,21.5686666667,11.3847333334,9.64206666667,6.10533333333,5.97506666667,16.7304666667,6.90226666667,13.4768,8.46353333332
421.16,6.99866666667,21.5986,11.4167333333,9.64066666665,6.1226,6.00413333334,16.7638666666,6.92133333333,13.4935666667,8.47766666668
421.51,7.02953333333,21.6377333334,11.4462,9.67759999999,6.14826666667,6.01273333333,16.7927333333,6.96373333333,13.5238,8.50713333333
421.87,7.05186666667,21.6832666667,11.4563333333,9.70593333333,6.16606666666,6.0326,16.8138,6.97353333333,13.5369666667,8.52626666667
422.23,7.03646666667,21.7144,11.4710666667,9.70453333333,6.15246666667,6.02653333333,16.8416666667,6.9684,13.5415666667,8.52373333335
422.58,7.0344,21.7348666667,11.4750666667,9.70093333334,6.14033333333,6.02446666667,16.8594,6.97213333333,13.5451,8.51393333333
422.94,7.02333333333,21.7666,11.4928666667,9.71026666667,6.13353333333,6.02986666667,16.8754,6.97813333333,13.5458,8.51646666666
423.30,7.04586666667,21.8052,11.5044666667,9.73740000001,6.14906666666,6.045,16.9156666667,6.99293333333,13.5843,8.53713333332
423.66,7.06153333333,21.8508666667,11.5456666667,9.75059999999,6.15826666667,6.06353333333,16.9580666667,7.00886666666,13.6129666667,8.56753333332
424.01,7.0752,21.8783333333,11.5592666667,9.7614,6.16246666667,6.07206666667,16.9828666667,7.01813333333,13.6213333333,8.56966666665
424.37,7.08273333333,21.916,11.5732666667,9.79726666666,6.164,6.06886666667,17.0094666667,7.0286,13.6359,8.58713333333
424.73,7.0816,21.9745333333,11.5950666667,9.81446666667,6.16073333333,6.07466666667,17.0489333334,7.02533333333,13.6591333333,8.59786666667
425.08,7.0836,22.0078666667,11.6278666667,9.81606666665,6.15826666667,6.06366666667,17.0902666667,7.02446666667,13.6776333333,8.594
425.44,7.13133333333,22.0542,11.659,9.87386666667,6.2058,6.11033333333,17.1356666667,7.07506666667,13.7305666667,8.63426666667
425.80,7.14746666666,22.1086,11.6953333333,9.91953333332,6.2188,6.1122,17.1855333333,7.09933333333,13.7673,8.64986666666
426.16,7.14393333333,22.1278666667,11.6973333334,9.91539999999,6.21826666667,6.1018,17.237,7.09633333333,13.7824,8.6356
426.51,7.1596,22.1974666667,11.7406666667,9.94093333333,6.24253333333,6.12293333333,17.2870666667,7.13626666667,13.808,8.66073333333
426.87,7.1848,22.2556666667,11.7788666667,9.99579999999,6.28193333333,6.15106666667,17.3438666667,7.169,13.8661,8.69726666667
427.23,7.19766666667,22.2969333333,11.8173333333,10.0264,6.31006666667,6.15313333333,17.3921333334,7.18033333333,13.9074,8.71426666667
427.58,7.2188,22.3607333333,11.8375333333,10.0482,6.3112,6.1668,17.4373333333,7.1956,13.9379333333,8.72239999999
427.94,7.2436,22.3819333333,11.8658,10.076,6.35333333333,6.1894,17.4670666667,7.22066666667,13.9681333333,8.74
428.30,7.27113333333,22.4217333333,11.8888,10.1266666667,6.39266666667,6.2226,17.505,7.2488,14.0155,8.77439999999
428.65,7.2498,22.4602666667,11.914,10.1059333333,6.37753333333,6.1816,17.536,7.2074,14.0176333333,8.74559999999
429.01,7.26486666667,22.5338666667,11.9656666666,10.1056666667,6.4266,6.2082,17.5755333333,7.22426666667,14.0652666667,8.77326666668
429.37,7.28406666667,22.5936,11.999,10.1242,6.45286666667,6.228,17.5914666667,7.25113333333,14.1087333333,8.82926666667
429.72,7.268,22.6039333333,11.9972,10.1204,6.43,6.20813333333,17.5794666667,7.21306666667,14.1111333333,8.8232
430.08,7.23573333333,22.5917333333,11.9605333333,10.0850666667,6.38573333334,6.1546,17.5508,7.18313333333,14.0621333333,8.76873333334
430.44,7.21126666667,22.6293333333,11.9387333333,10.0554666667,6.3534,6.1254,17.5608,7.1492,14.0536,8.74566666667
430.79,7.19013333333,22.6299333333,11.9277333333,10.0479333333,6.34293333333,6.09066666667,17.5718,7.12673333333,14.0738666667,8.73646666668
431.15,7.1746,22.6790666667,11.9553333333,10.0648,6.32186666667,6.081,17.6084,7.1252,14.1011333333,8.72706666667
431.50,7.15813333333,22.7198666667,11.976,10.0562666667,6.303,6.04933333334,17.6281333333,7.1264,14.1048,8.72993333333
431.86,7.1906,22.8000666667,12.0247333333,10.0987333333,6.3134,6.09793333333,17.6837333333,7.1836,14.1605666667,8.7818
432.22,7.19026666667,22.8631333333,12.0401333333,10.1317333333,6.29733333333,6.105,17.7341333333,7.18426666667,14.1805,8.803
432.57,7.19726666667,22.885,12.0737333333,10.153,6.2874,6.10086666667,17.7496,7.18186666667,14.1823,8.76126666667
432.93,7.20293333333,22.9272,12.1004,10.1656,6.278,6.0822,17.7843333333,7.17693333333,14.1967666667,8.76213333335
433.29,7.21926666667,22.9762,12.1294,10.1864,6.2924,6.10193333333,17.8176666667,7.18666666667,14.2191333333,8.78353333334
433.64,7.2402,23.0223333333,12.1795333333,10.2029333333,6.32173333333,6.1264,17.8670666666,7.21213333333,14.2601666667,8.7898
434.00,7.26466666667,23.0841333333,12.2315333333,10.2308666667,6.344,6.15726666666,17.9182,7.2476,14.2884333333,8.82313333332
434.35,7.28086666667,23.1025333334,12.2261333333,10.2186,6.3518,6.15226666667,17.9138666666,7.2504,14.2947333333,8.82433333333
434.71,7.31526666667,23.1679333333,12.2598,10.2654666667,6.38313333333,6.18753333333,17.9586666667,7.28166666667,14.3366333333,8.84680000001
435.07,7.2934,23.1878,12.243,10.2442,6.3794,6.1472,17.9578,7.26346666667,14.3217,8.82866666667
435.42,7.31433333333,23.2106,12.2513333333,10.2623333333,6.40146666667,6.15786666667,17.977,7.287,14.3327333333,8.82979999999
435.78,7.3092,23.2656,12.2618,10.2700666667,6.40713333333,6.15806666667,18.0105333333,7.28666666667,14.3548333333,8.84593333333
436.13,7.32973333333,23.3144,12.2852666667,10.2891333333,6.44393333333,6.19346666667,18.0462,7.32753333333,14.4015666667,8.86440000001
436.49,7.32133333333,23.3523333333,12.3013333333,10.2902666667,6.43986666667,6.18393333333,18.0782666667,7.33213333333,14.4282666667,8.86213333333
436.84,7.33406666667,23.4022,12.3317333333,10.3253333333,6.44493333333,6.18466666667,18.1105333333,7.35153333334,14.4507333334,8.89333333333
437.20,7.3418,23.46,12.3418,10.3403333333,6.44253333333,6.17553333333,18.1315333333,7.3448,14.4779666667,8.88159999999
437.56,7.37426666667,23.5609333333,12.4068666667,10.3875333333,6.48466666667,6.21133333333,18.2021333333,7.37966666667,14.5329,8.91500000001
437.91,7.36513333333,23.5847333333,12.4138,10.3866666667,6.4926,6.22113333333,18.2362666667,7.3758,14.5388,8.91613333334
438.27,7.39253333333,23.6242666667,12.4704,10.4358,6.52973333333,6.25726666667,18.2814,7.40453333333,14.5949333333,8.94906666666
438.62,7.40253333333,23.6840666667,12.5143333333,10.4661333333,6.55413333333,6.2664,18.3304666666,7.42513333333,14.6391,8.96539999999
438.98,7.4108,23.7348666667,12.5358,10.4822,6.56693333333,6.25033333333,18.3636666667,7.42933333333,14.6514666667,8.974
439.33,7.4298,23.7911333333,12.5547333333,10.5127333333,6.57486666667,6.2478,18.4185333333,7.43013333333,14.6586333333,8.98239999999
439.69,7.44913333333,23.8154,12.5890666667,10.5273333333,6.57933333333,6.2562,18.4478,7.4394,14.6784333333,8.98273333333
440.04,7.44286666667,23.85,12.5992,10.5235333333,6.57853333333,6.25746666667,18.4712,7.43673333333,14.6825,8.98060000001
440.40,7.4276,23.8662666667,12.6152666667,10.5192666667,6.5936,6.2584,18.4924666667,7.4384,14.6845333333,8.991
440.75,7.394,23.8484,12.5948666667,10.491,6.55573333333,6.221,18.4982,7.40073333333,14.6604333333,8.9646
441.11,7.36873333333,23.8621333333,12.5988,10.4786666667,6.5324,6.19826666667,18.5013333333,7.3814,14.6595,8.94453333332
441.47,7.35686666667,23.9015333333,12.5985333333,10.4739333333,6.52506666667,6.194,18.5370666667,7.36606666667,14.6610333333,8.93680000001
441.82,7.38833333333,23.9586,12.6311333333,10.4926666667,6.5384,6.2114,18.5809333333,7.38546666667,14.6995333333,8.95486666667
442.18,7.4014,24.0090666667,12.6746666667,10.5298666667,6.55266666667,6.24006666667,18.6406,7.40706666667,14.7493333333,8.99006666666
442.53,7.39073333333,24.0178,12.691,10.5489333333,6.55766666667,6.25373333333,18.6596,7.42046666667,14.7763,8.99686666666
442.89,7.40946666667,24.1055333333,12.7348,10.6026666667,6.59706666667,6.273,18.729,7.44633333333,14.8232,9.02433333333
443.24,7.4304,24.1912,12.7626,10.6446666667,6.61366666667,6.28926666667,18.7930666667,7.4678,14.8840666667,9.05066666667
443.60,7.459,24.2838666667,12.8207333333,10.6876666667,6.62826666667,6.29586666667,18.8556666667,7.4898,14.9411,9.07093333333
443.95,7.50926666667,24.3820666667,12.8844666667,10.7697333333,6.668,6.337,18.9228666667,7.54433333333,15.0145333333,9.12660000001
444.31,7.54266666667,24.4158,12.9220666667,10.7778666667,6.677,6.33953333333,18.9520666667,7.5724,15.0412333333,9.14246666667
444.66,7.53246666667,24.4453333333,12.9220666667,10.7972666667,6.66273333333,6.32886666667,18.9742666666,7.57093333333,15.0471,9.13213333334
445.02,7.48486666667,24.4566,12.9005333333,10.7635333333,6.6358,6.29786666667,18.9558666667,7.53993333333,15.0205666667,9.12079999999
445.37,7.4934,24.4822666667,12.9105333333,10.7572,6.6382,6.30033333333,18.9666666667,7.548,15.0208333333,9.11553333334
445.72,7.50113333333,24.5396666667,12.9284666667,10.7570666667,6.6418,6.29673333333,18.9975333333,7.54426666666,15.0167333333,9.12573333333
446.08,7.48606666667,24.5622666667,12.9176,10.7355333333,6.62493333333,6.28813333333,18.9992,7.53546666667,15.013,9.12806666668
446.43,7.46306666667,24.5334,12.9136,10.7173333333,6.6094,6.26293333333,18.9837333333,7.5128,14.9794,9.10466666668
446.79,7.45953333333,24.5441333334,12.9127333333,10.7236,6.60526666667,6.26233333333,19.004,7.51093333333,14.9724,9.09640000001
447.14,7.45506666667,24.5558,12.9246666667,10.7234666667,6.6052,6.26353333333,19.0250666667,7.5098,14.9756666667,9.08906666668
447.50,7.46073333333,24.6063333333,12.9410666667,10.7479333333,6.63766666667,6.28866666667,19.0734,7.51933333333,15.0121666667,9.11046666668
447.85,7.48493333333,24.6576,12.98,10.7700666666,6.66073333333,6.30053333333,19.1150666667,7.5432,15.0397333333,9.14313333333
448.21,7.52106666667,24.7063333333,13.0314,10.8214666667,6.6912,6.32653333333,19.1853333333,7.57306666667,15.0954333333,9.16966666667
448.56,7.5444,24.7494666667,13.0664666667,10.8603333333,6.7176,6.3486,19.2428666667,7.60286666667,15.124,9.2
448.92,7.56686666667,24.7960666667,13.1120666667,10.8861333333,6.74853333333,6.37093333333,19.2870666667,7.63526666667,15.1766,9.23106666667
449.27,7.5424,24.7820666667,13.0926666667,10.8924666667,6.73546666667,6.34926666667,19.2878666667,7.62453333333,15.1677666667,9.2164
449.62,7.555,24.8267333333,13.0978666667,10.9061333333,6.74553333333,6.36366666666,19.3136,7.64226666667,15.1964333333,9.22699999999
449.98,7.54393333333,24.8248,13.0828666666,10.9094666667,6.7318,6.35933333333,19.3247333333,7.64413333333,15.1974,9.22906666668
450.33,7.55273333333,24.8828666667,13.0962666667,10.9297333333,6.74026666667,6.36193333333,19.3769333333,7.65566666667,15.2223333334,9.2404
450.69,7.54506666667,24.9239333333,13.1108666667,10.9492666667,6.71386666667,6.32946666667,19.3978666667,7.6504,15.2260666667,9.227
451.04,7.5538,24.9350666667,13.1192,10.9402666667,6.71033333333,6.31626666667,19.4069333333,7.65206666666,15.2402333333,9.22273333333
451.40,7.53,24.9504666667,13.1052666667,10.9209333333,6.67206666667,6.2734,19.409,7.62466666667,15.2193,9.18539999999
451.75,7.49453333333,24.9477333333,13.0820666667,10.9035333333,6.6498,6.23973333333,19.3851333333,7.58733333333,15.2332333333,9.15413333334
452.10,7.48353333333,24.9600666667,13.0831333333,10.9076666667,6.6352,6.21926666667,19.3962666667,7.5646,15.2323666667,9.1302
452.46,7.51373333333,25.0146,13.1378,10.9327333333,6.66493333333,6.235,19.4450666667,7.5858,15.2721,9.14006666667
452.81,7.52493333333,25.0592,13.1802,10.9668666667,6.6748,6.2452,19.4870666667,7.5964,15.3150333334,9.1612
453.17,7.57326666667,25.1513333333,13.2435333334,11.016,6.72266666667,6.2796,19.5555333333,7.634,15.3894,9.2138
453.52,7.5454,25.145,13.2196666667,10.9663333333,6.699,6.24433333333,19.5227333333,7.5994,15.3535333333,9.184
453.87,7.58586666667,25.2071333333,13.2771333333,11.0010666667,6.73726666667,6.2788,19.5839333333,7.6276,15.4065333333,9.21999999999
454.23,7.5904,25.2427333334,13.3096666667,11.0108666667,6.74893333333,6.28986666667,19.617,7.64566666667,15.404,9.22240000001
454.58,7.59013333333,25.2481333333,13.3146666667,11.0138666667,6.76193333333,6.29373333333,19.6280666667,7.639,15.394,9.21653333334
454.93,7.61113333333,25.3074,13.3512666667,11.0369333333,6.7522,6.3062,19.6802,7.65393333333,15.4108666667,9.23239999999
455.29,7.5992,25.349,13.3686,11.0430666667,6.7414,6.3018,19.7066,7.65726666667,15.4205,9.23433333333
