wavelength,Back_DigMajf,Belly_DigMajf,Breast_DigMajf,Crissum_DigMajf,Crown_DigMajf,DorTail_DigMajf,Patch10_DigMajf,Patch11_DigMajf,Rump_DigMajf,Throat_DigMajf,WingTip_DigMajf
196.27,14.5454666667,7.1212,23.5795833333,-1.0608,45.2273333333,14.0277222222,34.6969333333,44.0908666667,24.2044,16.0606,-1.02266666666
196.65,9.6552,0.38326666668,21.7434166667,-7.58626666666,39.6936,5.87487407407,25.977,40.1533333334,20.8045,10.4214666667,-11.2642666667
197.03,-3.68420000001,-19.3861333333,14.035,-27.7192666667,29.035,-12.7339111111,10.7016666667,29.3858666667,11.0087333333,-4.035,-24.8684333333
197.40,2.49079999999,-7.32613333333,16.2088333333,-19.3406666667,23.5165333333,-10.8871740741,11.8682,26.0072666667,17.729,-1.39193333332,-10.806
197.78,14.3235333333,6.79853333333,26.2375,-7.72260000001,31.9472,3.21221481481,23.4324666667,32.6733333333,32.1453666667,13.0693333333,2.67326666666
198.16,22.7891333333,13.1292666667,34.60875,-3.12946666666,37.6871333333,12.9893629629,30.0000666667,36.3265333333,42.1768,19.1836666667,12.9250666667
198.54,21.5078666667,1.26979999999,28.869,-11.746,37.0634666667,8.88893703703,21.5871333333,26.8254666667,40.238,5.79353333332,4.6428
198.92,23.4883333333,3.10066666667,34.1086666667,-12.8682,34.1860666667,11.3869777778,21.5503333333,26.2790666667,38.2170333333,4.8062,4.14726666666
199.30,25.4852,6.24473333332,35.654,-11.8988,34.4303333333,13.0051518518,21.8566,29.1982666666,43.0802333333,1.85653333334,1.09693333334
199.68,29.9099333333,2.79273333333,32.43225,-14.7747333333,24.955,5.40524074074,18.0179333333,25.1351333333,40.9911,-4.05406666666,-6.2163
200.06,27.0102666666,9.14086666666,31.3574166667,-10.9279333333,18.1444,7.16688888888,13.677,23.4365333333,32.8865,-0.756133333334,-1.58046666666
200.44,10.813,-1.46346666667,20.5285,-30.9756,-0.81286666668,-9.53040370371,4.55286666667,13.9836666667,22.7237,-22.3576666667,-17.4798666667
200.82,7.77766666667,-6.48146666667,19.5600833333,-38.3333333333,-7.40746666666,-8.05552592593,7.12960000001,11.9444666667,22.9628,-21.574,-23.2406333333
201.19,25.9804666667,7.05886666666,36.7648333333,-23.3333333333,5.49013333334,11.1382962963,28.2352666667,23.5294,38.4314,-1.17659999998,-11.8135333333
201.57,18.8679333333,-6.54086666668,36.6351666667,-46.2893333333,-2.13833333334,0.048981481474,30.1888,15.9747333334,34.4655,-10.063,-39.1192333333
201.95,-3.0159333334,-22.6985999999,25.7938333333,-75.7142666667,-25.5556666667,-17.0281444444,20.635,0.79373333328,13.5714333333,-43.8097333333,-71.6667
202.33,-61.2499999999,-85.8333333333,-21.8749999999,-147.708333333,-93.9583333333,-77.6736111112,-17.9166666667,-43.9583333332,-41.0416666667,-109.375,-155.104166667
202.71,-81.0416666665,-89.7916666666,-37.4999999999,-180.416666667,-127.083333333,-89.8726851852,-32.0833333333,-55.625,-60.5208333333,-126.25,-171.145833333
203.09,-57.4359333334,-61.0255333334,-40.5984166666,-147.692266667,-103.247933333,-65.7074296295,-19.829,-47.8631999999,-46.2393333333,-98.1197333333,-131.196666667
203.47,-16.6667333334,-19.6969333333,0.504999999993,-72.0203333333,-48.7878666667,-20.0449407407,8.38366666665,-15.3535333333,-12.1212,-38.8888,-60.3031
203.85,-20.8205333333,-15.2820666666,2.30774999999,-73.4360666667,-41.4358666667,-7.1224962963,11.8976,-12.5127333333,-6.35896666666,-31.7948666667,-54.9232333333
204.22,-34.0,-32.1333333333,0.833333333343,-96.6666666667,-55.8666666667,-14.7851851852,8.6666666666,-26.1333333333,-13.0666666666,-38.2666666667,-72.4666666667
204.60,-48.4127333334,-52.5398000001,-6.54783333335,-115.714333333,-68.2539333333,-23.0510925926,-5.39673333334,-50.6349333334,-26.4285,-48.4127999999,-92.3014666667
204.98,-47.8787333333,-51.2120666666,-11.9319166666,-114.5454,-63.3332666667,-24.5622666666,-4.84846666667,-51.0607333335,-25.9848666667,-49.0910000001,-88.1819
205.36,-83.2519999999,-76.2602666666,-41.2601666666,-146.666733333,-87.9673999999,-45.7903518518,-22.7642666667,-74.4714666668,-50.3251333333,-76.4227333333,-118.211466667
205.74,-55.7448,-51.2058000001,-32.0921666666,-108.368733333,-63.4042,-19.4798703704,-1.56026666666,-48.5106666667,-27.0212666667,-62.4113333334,-72.4822666667
206.12,-18.9246666667,-21.8279999999,-8.33316666667,-65.8064666667,-28.172,0.62131111112,16.5591333333,-20.5376666667,0.645199999874,-26.5591999999,-33.8172
206.50,-31.3451333333,-33.4503333333,-25.0000000001,-88.4210666667,-45.7309333333,-12.7419333333,1.52046666674,-46.1987333333,-12.1638333333,-41.8713333333,-46.1403333333
206.87,-32.0,-34.0000000001,-21.0,-89.8666666667,-47.8666666667,-6.24444444446,18.2666666667,-45.8666666667,-0.2666666666,-39.6000000001,-42.8666666667
207.25,-111.282,-119.487133333,-88.7820000001,-217.948733333,-139.4872,-64.5870481481,5.12806666666,-134.8718,-37.9487000001,-124.871866667,-120.384566667
207.63,2103.33333333,2086.66666667,1912.5,3680.0,2426.66666667,1644.07407407,683.333333333,2450.0,1028.33333333,2320.0,2340.0
208.01,541.904800001,553.333399999,505.952416667,1065.7142,701.904866666,517.407537038,179.999933333,699.999933333,292.857333333,656.190533334,691.904666667
208.39,285.0,295.0,318.055666667,632.222133333,389.4444,293.858114815,111.666733333,436.666733333,155.833333333,408.333266667,395.0
208.77,-1490.0,-1413.33333333,-1816.66666667,-3740.0,-2043.33333333,-1456.48148148,-363.333333333,-2436.66666667,-628.333333333,-2260.0,-2086.66666667
209.14,1.30502034657e+15,1.27943171232e+15,1.52732160658e+15,2.75504295386e+15,1.76135099063e+15,1.40358397478e+15,6.61039718032e+14,2.01723733309e+15,8.59351633442e+14,1.8658379138e+15,1.71230610832e+15
209.52,-2236.66666667,-2310.0,-2675.0,-4676.66666667,-3223.33333333,-2647.77777778,-1666.66666667,-3460.0,-1720.0,-3146.66666667,-2778.33333333
209.90,-527.333333334,-527.999999999,-584.166666666,-990.000000001,-704.0,-626.481481481,-454.666666667,-749.333333334,-450.333333333,-666.666666667,-662.0
210.28,910.476133332,900.9524,929.761916667,1550.4762,1184.76186667,1066.03175556,801.904733334,1211.42846667,793.809533334,1128.5714,1123.80966667
210.66,1221.33333333,1182.66666667,1125.0,2114.66666667,1585.33333333,1414.44444445,1073.33333333,1550.66666667,1044.0,1548.0,1470.0
211.03,1254.66666667,1177.33333333,1113.33333333,2149.33333333,1592.0,1411.25925926,1225.33333333,1604.0,1085.33333333,1564.0,1478.66666667
211.41,1986.66666667,1911.11106667,1744.44441667,3522.22226667,2520.0,2217.90107408,2113.3332,2515.5556,1730.00003333,2553.33333333,2349.99993333
211.79,633.333333333,635.333333333,588.333333334,1076.0,816.666666667,686.666666666,663.999999999,780.000000001,584.333333334,826.000000001,740.333333333
212.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.55,-507.272666667,-553.333333334,-528.030333333,-911.515133333,-738.181666667,-591.784614815,-538.181666667,-649.696933333,-498.484866666,-764.848533335,-603.0303
212.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213.30,1291.66666667,1555.0,1304.16666667,2255.0,2053.33333333,1623.98148148,1436.66666667,1730.0,1384.16666667,2071.66666667,1465.83333333
213.68,-1537.77773333,-1873.33346667,-1561.11108333,-2757.77766667,-2442.22213333,-1930.74083333,-1604.4446,-2104.44433333,-1661.1111,-2675.5556,-1718.88893333
214.06,279.6492,322.807,268.421,467.368466666,418.947266667,318.927762963,274.035133333,365.964866667,285.087533333,459.649,272.456333333
214.44,279.666666667,307.333333334,272.916666667,435.333333333,407.333333333,285.12962963,269.666666667,358.333333333,277.833333333,430.333333333,250.333333333
214.81,248.405866667,263.1884,257.608583333,365.7972,336.231933333,236.860133333,225.217266667,312.753733333,232.463733333,358.8406,208.2609
215.19,426.6666,463.111066667,453.333416667,595.5556,564.888933333,439.901192593,377.3334,537.3334,405.777766667,603.999933333,339.555566667
215.57,343.4784,350.434866667,344.203,431.3044,413.333266667,339.210911111,299.4202,399.1304,318.840633333,441.739133333,284.057833333
215.95,361.515,357.2728,360.605916667,434.8484,418.484933333,349.259303704,318.1818,424.5454,317.7273,442.424266667,286.515133333
216.32,295.698866667,286.2366,279.569833333,332.042933333,316.989266667,275.017866667,259.784866667,332.6882,245.914033333,320.215,241.935466667
216.70,210.9434,200.125733333,194.025083333,229.308266667,222.515733333,195.960896296,189.8112,232.5784,170.3144,218.867933333,177.861633333
217.08,215.878733333,197.8182,198.333333334,235.5152,216.606066667,202.020181481,192.4848,240.969733333,169.575733333,219.1516,184.5456
217.46,189.289533333,171.803266667,172.95075,208.087466667,193.005533333,174.571851852,163.715866667,209.9454,145.901533334,187.9782,159.890766667
217.83,187.816066667,164.827533333,172.126416667,210.229933333,192.183933333,172.78412963,158.735733333,209.1954,142.241366667,184.023066667,169.3105
218.21,277.4774,247.567533333,247.972916666,309.189133333,282.882866667,251.791818519,221.4414,313.3332,199.2794,267.747666667,257.207433333
218.59,388.0,353.333333334,328.333333333,429.333333333,390.133333334,344.622222222,286.4,446.4,263.066666667,366.4,355.6
218.97,362.2222,336.944466667,283.6805,394.722266667,381.944333333,326.203544444,259.166733333,423.333333333,225.416633333,342.222266667,326.944433333
219.34,307.179533333,296.666733333,233.653833333,325.8974,318.717933333,264.544277778,208.205,356.922933333,185.3844,274.359,293.9745
219.72,556.363533333,562.4242,407.575583333,603.030266667,620.0,503.030237037,333.939533333,723.6362,282.424266667,494.545333333,523.030533333
220.10,686.666666667,744.166666667,505.208333333,771.666666666,804.166666667,610.416666667,401.666666667,902.500000001,326.666666667,625.0,578.333333333
220.47,-1066.66666667,-1205.0,-772.916666666,-1281.66666667,-1391.66666667,-901.203703705,-518.333333333,-1530.0,-458.333333333,-1021.66666667,-823.333333333
220.85,-123.333333333,-164.333333333,-82.0833333332,-177.0,-186.333333333,-92.5740740742,-1.00000000008,-224.333333333,-16.6666666666,-116.666666667,-62.5
221.23,-78.3334000001,-121.388866666,-60.0695,-120.000066667,-146.111066667,-41.5895481482,22.7777999999,-154.444266667,2.7778333332,-81.6666666667,-38.0556666667
221.61,-22.9824666667,-48.5966,-12.9385833333,-47.1929333334,-62.8070000001,4.181237037,21.0525999999,-75.7896666665,26.4035666667,-27.3683333334,-12.3683666667
221.98,-24.1441333333,-56.0361333333,-8.33333333333,-42.7027333333,-62.1622000001,4.18422222208,22.3422666667,-75.6757333333,27.4775666667,-28.8288666667,0.27036666666
222.36,-62.807,-115.087666667,-53.0702499998,-106.666666667,-152.9824,-25.8478444443,19.6491999999,-170.175466667,30.3509333335,-66.6666666666,-8.24556666666
222.74,-51.9298666667,-116.491266667,-91.6667499998,-122.807066667,-168.070266667,-56.3548296296,-7.3683333334,-182.1052,10.8772333334,-75.7895333332,2.63183333334
223.11,-71.4816000001,-139.629666667,-137.962916667,-174.444466667,-205.1852,-82.5925925928,-42.963,-221.851933333,-19.6296,-107.036933333,-34.9998333333
223.49,-770.000000001,-1150.0,-1400.0,-1836.66666667,-2060.0,-1038.33333333,-670.0,-2113.33333333,-391.666666667,-1016.66666667,-311.666666667
223.87,218.974333334,265.1282,260.256333333,381.538466667,388.205133333,224.70072963,216.923,376.410266667,159.230866667,200.512866667,122.307666667
224.24,195.087666667,201.754266667,193.859583333,292.280733333,293.333266667,199.76622963,182.105266667,281.052466666,159.649166667,170.1756,120.526233333
224.62,183.655866667,176.559,166.666583333,241.290266666,227.096733333,175.328496296,172.903133333,219.784933333,157.6344,147.0966,112.365466667
225.00,169.904933333,155.619066666,151.904833333,216.952466667,203.047666667,163.079296296,156.7618,190.0952,149.237966667,132.952333333,100.380966667
225.38,158.198066667,146.486533333,141.441583333,211.171333333,176.936933333,149.659618518,150.4506,185.5856,143.423466667,124.864933333,83.4235
225.75,130.943466667,120.503133333,119.968583333,167.798666667,136.603533333,123.396374074,117.1068,144.528266667,120.251433333,105.282933333,61.8240333333
226.13,120.937533333,112.395933333,115.104083333,148.958466667,123.020866667,116.076392593,115.8332,132.604133333,111.250133333,99.7916666665,64.1669
226.51,131.584666667,121.748533333,123.3605,160.0,127.103866667,121.748574074,132.677466667,139.781466667,125.7377,108.524733333,76.7761333333
226.88,131.414266667,114.949533333,115.404166667,149.798133334,119.899,115.039251852,128.282933333,125.454533333,119.747433333,103.4344,75.9089666667
227.26,153.666733333,134.666666667,135.972333333,168.666666667,137.999933333,137.759192593,145.1112,143.111,147.277733333,125.666666667,89.0001333333
227.64,214.666666667,182.5,189.166666666,237.666666667,181.666666667,177.777777778,196.5,199.5,207.083333333,178.166666667,110.75
228.01,271.2644,225.747133333,279.310333333,310.344866667,239.080533333,244.418962963,234.712533333,263.908066667,270.689533333,244.827666667,140.689733333
228.39,756.666666667,628.0,799.166666668,902.0,663.333333333,713.518518518,662.0,744.666666667,756.999999999,690.666666666,446.0
228.76,-527.878666666,-423.030133333,-616.666833333,-645.454666667,-476.363533333,-527.744066667,-430.909133333,-564.242333333,-536.363633333,-531.515133333,-334.242433333
229.14,-180.000133333,-129.7618,-219.047583333,-205.0,-148.0952,-172.579455556,-136.666733333,-184.5238,-170.4763,-170.952466667,-99.5239333333
229.52,-178.279466667,-129.032333333,-209.408666666,-181.0752,-152.688133333,-177.670148148,-130.5378,-172.043,-161.720433333,-166.236466667,-106.881733333
229.89,-74.5911333333,-45.6603333333,-95.1259166666,-77.1068666667,-65.9119333333,-78.9169111111,-45.7860666667,-75.4718,-67.2326666667,-72.956,-45.3459666667
230.27,-51.1443333333,-29.0548,-68.9054166666,-61.9899333333,-48.9552,-54.6488740741,-30.4478,-55.0249333333,-52.9850333333,-53.4328666667,-29.8009666667
230.65,-40.4505333333,-23.3334,-57.9955,-49.8198666667,-40.9909333333,-42.0770851852,-19.5494,-45.8559333333,-39.2341666667,-47.7476666667,-23.2432333333
231.02,-20.7885333333,-10.7525333333,-35.1254166667,-33.1899333333,-22.5806666667,-24.6356740741,-7.16846666667,-31.6845333333,-22.7239666667,-32.9749333333,-12.8315
231.40,-1.41026666668,5.12826666667,-14.9038333333,-15.0641333333,-3.91033333334,-4.81118518516,6.98726666665,-14.8076,-3.23706666665,-11.9231333333,4.99996666666
231.78,-3.11606666666,0.21726666666,-21.2861666667,-18.9855333333,-9.27546666666,-12.3307666667,3.04346666667,-17.174,-3.00726666667,-16.3044,4.23923333334
232.15,8.05273333332,8.71280000001,-5.69308333333,-9.17473333333,2.97033333333,3.42502962962,11.089,-3.03633333333,10.2309666667,-3.49840000001,19.1749
232.53,15.9138666667,13.19,-4.48016666668,-1.93546666667,8.02860000001,16.0732703704,19.4264,0.860199999992,14.8386666667,1.86379999999,31.4336
232.90,5.47946666666,-3.56173333333,-21.4613333333,-21.2786666667,-4.84013333333,5.84978888888,9.31506666665,-14.5205333333,0.730599999986,-13.4246,29.9545
233.28,-8.62053333333,-21.1494666666,-36.2068333333,-41.2644666667,-24.1379333333,-3.65896666666,-3.56333333332,-35.1724,-20.6897666667,-32.2989333333,20.5748333333
233.66,1.53013333334,-12.7868666667,-20.9014166667,-33.3332666667,-13.8798,7.95997407406,5.79226666665,-20.8743333333,-8.25139999999,-19.1257333333,26.0109666667
234.03,-11.2993333333,-24.7457333333,-31.0734166667,-45.4236666666,-25.3107333333,-4.36916296295,-8.58753333334,-35.3671333333,-20.3954666666,-29.4916,14.0678666667
234.41,-2.80186666667,-10.1449333333,-19.2028333333,-25.1208,-10.4348,5.13681481482,4.44453333334,-21.2560666667,-2.512,-17.4878,18.2607
234.78,-5.47013333334,-12.9059333333,-18.2693333333,-25.8119333333,-9.48713333334,-0.346500000008,1.28180000001,-21.7949333333,-8.88883333333,-13.4187333333,21.0257666667
235.16,-15.4385333333,-17.1929333333,-26.6446666667,-30.7018666667,-14.4737333333,-5.7699037037,-3.77193333333,-26.4912,-17.6315666666,-17.9825333333,18.5966666667
235.54,-17.4684,-16.9619333333,-26.8986666667,-27.4261333333,-13.2489333333,-5.71484814813,-3.62866666667,-24.4726666667,-15.4431,-21.3502,15.6541666667
235.91,-12.8712666667,-14.1253333333,-21.03975,-20.924,-7.19479999999,0.4547,-2.90426666667,-20.462,-14.7194333333,-17.6237333333,7.92086666666
236.29,-21.091,-23.8788666667,-29.5455,-26.7272666667,-16.3029333333,-6.25247777777,-9.81826666668,-32.6668,-23.4849666667,-25.5757333333,-4.5153
236.66,-17.5623333333,-19.9503333333,-24.8133333333,-21.2438,-14.2786,-7.42657777778,-9.00486666665,-27.6617333333,-19.8258333333,-20.995,-6.24406666667
237.04,-8.42766666668,-11.4464666667,-15.8280833333,-11.2788,-6.49893333334,0.330899999992,-3.60586666666,-17.1906666667,-11.9916,-11.9497333333,1.50936666666
237.41,-12.4602666667,-14.2064,-19.74225,-15.1586666667,-10.6349333333,-5.44965185185,-7.18253333332,-19.7222666667,-14.9404333333,-15.1984666667,-1.82533333333
237.79,-19.0857333333,-19.7334,-25.9046666666,-21.5619333334,-16.8762,-12.7112148148,-15.0855333333,-27.3523333333,-23.5428,-22.5904666667,-6.41913333333
238.17,-21.1957333333,-22.1738666667,-29.71,-23.6594,-20.4709333333,-14.8751851852,-17.3912666667,-29.71,-24.7826666667,-25.471,-7.44566666667
238.54,-23.2609333333,-26.0144,-32.1558333334,-26.1231333333,-25.1088,-17.8744629629,-20.3624,-33.1886,-27.5362666667,-28.6956,-9.13053333333
238.92,-13.716,-15.8532666667,-22.8070833333,-15.7576,-16.4275333333,-9.09620000001,-11.3236666667,-23.7958,-16.6666333333,-20.4786,-4.52956666667
239.29,-10.8294666667,-14.6304,-21.2669166667,-14.2081333333,-15.8069333333,-8.04768148149,-9.38173333333,-22.2926,-13.8611333333,-18.6427333333,-5.08283333333
239.67,-10.4444666667,-12.8332,-20.4514166667,-13.75,-16.1110666667,-8.02790740741,-9.2778,-20.8334,-14.4722333333,-17.1666666667,-5.26376666667
240.04,-10.1782666667,-10.7379333333,-18.8293333334,-12.0102666667,-15.7762666667,-7.51057037037,-7.86253333333,-18.5496,-13.0406666667,-14.7582666667,-3.2187
240.42,-7.83486666666,-7.83506666667,-16.0365833333,-8.77433333333,-12.2796,-5.35448888889,-5.84186666666,-13.9978666667,-10.2520333334,-10.7673333333,-0.710233333334
240.79,-6.51706666667,-5.98293333333,-14.6101666667,-7.97013333333,-10.4701333333,-3.75109259259,-4.50853333334,-11.9872,-8.55770000001,-9.82926666667,2.2007
241.17,-8.0156,-6.35833333334,-14.6674166666,-9.15213333333,-11.0019333333,-5.69901481482,-4.91333333333,-11.9076666667,-8.94010000001,-11.7918666667,1.0309
241.54,-6.2694,-4.85326666667,-11.7228333333,-8.04833333333,-8.87760000001,-3.3872037037,-3.64420000001,-9.87900000001,-6.97753333333,-10.3972666667,3.1348
241.92,-5.48933333333,-3.8824,-11.2969166667,-6.82586666667,-9.10106666666,-1.45316296296,-2.5778,-8.91026666668,-5.75980000001,-8.98966666666,4.17653333333
242.29,-2.28,-0.952333333333,-7.08883333333,-4.21353333334,-5.4834,1.14640740741,0.836866666666,-5.31033333333,-2.99436666667,-5.1948,6.3131
242.67,-0.786666666667,0.813333333334,-4.65,-2.49333333333,-2.93333333333,3.22222222222,2.32,-2.70666666667,-1.6,-2.73333333333,7.44
243.05,-1.25246666667,0.261000000001,-4.9575,-3.3268,-2.88313333333,2.12437037037,1.996,-2.4918,-2.18543333333,-3.353,7.9844
243.42,0.298533333333,1.04486666667,-3.28033333334,-2.0522,-1.29353333333,3.52267407407,3.07206666667,-0.596999999998,-1.48013333333,-2.0274,9.00503333333
243.80,-1.89053333333,-1.01986666667,-5.224,-4.55226666667,-3.01006666667,1.92571851852,1.43026666667,-2.40046666667,-3.6629,-4.15426666667,7.2139
244.17,-0.571933333332,-0.620466666666,-4.42525,-4.06326666667,-2.6034,2.76274444445,2.37233333333,-1.67893333333,-2.7068,-3.47933333333,7.01936666667
244.55,-0.0824,-0.365133333333,-3.8575,-4.523,-2.75606666666,3.65253703704,2.35566666667,-1.543,-3.18023333333,-3.78086666667,6.3367
244.92,1.12946666667,0.438666666668,-1.67216666667,-3.44293333333,-1.58993333333,4.52975925926,3.44313333333,-0.339866666667,-2.02303333333,-2.43413333333,6.6667
