wavelength,Back_DacNigm,Belly_DacNigm,Breast_DacNigm,Crissum_DacNigm,Crown_DacNigm,DorTail_DacNigm,Rump_DacNigm,Throat_DacNigm,WingTip_DacNigm
527.63,5.906,60.1683333333,60.0876666667,66.0281666666,42.0211666667,7.71966666667,65.9515,5.0775,7.54083333333
527.97,5.8905,60.2443333333,60.2103333334,66.1405,42.026,7.71366666667,66.0703333333,5.07133333333,7.52883333333
528.32,5.86183333333,60.2793333333,60.2681666667,66.202,42.0528333334,7.67966666667,66.1586666667,5.05666666667,7.51733333333
528.66,5.84083333334,60.3243333333,60.3103333334,66.249,42.0576666667,7.675,66.2191666667,5.04133333333,7.50916666667
529.01,5.8405,60.421,60.4195,66.3608333334,42.1205,7.668,66.3455,5.03816666667,7.49833333334
529.35,5.83533333334,60.473,60.4815,66.4071666666,42.1341666667,7.65633333333,66.4266666666,5.0355,7.49516666666
529.70,5.834,60.5308333333,60.5556666666,66.4746666666,42.1798333333,7.67233333333,66.5443333333,5.03583333333,7.51116666666
530.04,5.8245,60.6076666666,60.6566666666,66.553,42.2458333333,7.68533333333,66.6635,5.02866666666,7.5305
530.39,5.84,60.6756666667,60.7341666667,66.5955,42.3345,7.70366666667,66.7575,5.06833333333,7.5545
530.73,5.82616666667,60.7873333333,60.8816666667,66.7308333333,42.4338333334,7.69433333333,66.9248333333,5.074,7.57183333334
531.08,5.82016666667,60.8195,60.9563333334,66.7008333333,42.4558333334,7.69166666667,67.0155,5.08266666667,7.59333333333
531.42,5.80233333333,60.9083333334,61.0231666666,66.7423333333,42.522,7.67366666667,67.1355,5.0515,7.57616666666
531.77,5.826,61.13,61.1856666667,66.8956666667,42.684,7.71,67.4075,5.07683333334,7.60833333334
532.11,5.83566666667,61.3181666667,61.418,67.0846666667,42.8038333333,7.74733333333,67.6248333333,5.09266666667,7.6475
532.46,5.85433333333,61.4583333333,61.6018333333,67.2391666666,42.9273333334,7.75633333333,67.8223333334,5.129,7.665
532.80,5.85533333334,61.5486666666,61.6628333333,67.2788333333,42.9853333333,7.75366666667,67.9198333333,5.1285,7.66683333333
533.15,5.863,61.699,61.8153333333,67.3876666667,43.0765,7.767,68.091,5.12433333334,7.69283333334
533.49,5.8515,61.8325,61.9845,67.5325,43.1773333333,7.75,68.2438333333,5.12833333333,7.693
533.84,5.86783333333,61.939,62.073,67.6396666667,43.278,7.78733333333,68.3835,5.14883333334,7.6805
534.18,5.85783333333,62.0193333333,62.1766666666,67.7725,43.3631666667,7.78166666667,68.5541666667,5.11716666666,7.66033333334
534.52,5.8905,62.0655,62.2291666667,67.8096666667,43.429,7.82533333333,68.6063333333,5.16583333333,7.69866666666
534.87,5.942,62.1563333334,62.2841666667,67.8973333333,43.5208333333,7.85366666667,68.723,5.19533333333,7.71733333334
535.21,5.941,62.1928333333,62.3361666667,67.9173333334,43.5718333333,7.85566666667,68.8421666667,5.20616666667,7.73316666667
535.56,5.91633333334,62.1611666667,62.3953333334,67.9148333334,43.6166666667,7.795,68.8738333334,5.20433333334,7.7125
535.90,5.91583333333,62.2193333333,62.4233333334,67.928,43.7063333334,7.80166666667,68.978,5.19483333333,7.6795
536.25,5.91633333334,62.3016666667,62.5226666667,67.966,43.8083333333,7.79566666667,69.1238333334,5.17916666667,7.68716666667
536.59,5.898,62.3846666667,62.6258333334,68.012,43.8871666667,7.78833333333,69.2531666667,5.19383333334,7.67166666667
536.93,5.846,62.365,62.6461666667,67.9828333334,43.936,7.77133333333,69.3211666666,5.17383333333,7.621
537.28,5.84266666667,62.375,62.6721666666,67.9685,43.9945,7.76266666667,69.3418333333,5.161,7.6095
537.62,5.82583333333,62.4853333333,62.7733333334,68.015,44.0563333333,7.73166666667,69.4545,5.12166666666,7.60316666667
537.97,5.83116666667,62.5691666666,62.8513333333,68.0365,44.157,7.742,69.5723333333,5.13116666666,7.61483333333
538.31,5.8105,62.6236666667,62.922,68.0175,44.2101666667,7.71733333333,69.7085,5.1295,7.586
538.65,5.78783333333,62.6878333333,62.9958333334,68.0168333334,44.2656666666,7.68266666667,69.7893333334,5.09816666666,7.56466666666
539.00,5.81833333333,62.7738333333,63.0816666667,68.1113333334,44.3185,7.669,69.8828333333,5.12183333334,7.5725
539.34,5.834,62.9591666667,63.1925,68.2561666666,44.4296666667,7.73633333333,70.0863333333,5.11383333334,7.57466666667
539.69,5.82666666666,63.175,63.3873333333,68.4568333334,44.545,7.72733333333,70.3536666666,5.11066666666,7.607
540.03,5.81833333333,63.2835,63.4565,68.5378333333,44.559,7.716,70.4848333333,5.09833333334,7.59233333333
540.37,5.847,63.3653333333,63.5711666667,68.6436666667,44.6193333333,7.73833333333,70.6333333333,5.12633333333,7.643
540.72,5.867,63.4496666666,63.5978333333,68.6806666667,44.6428333333,7.747,70.7213333333,5.15016666667,7.664
541.06,5.86566666666,63.4891666666,63.553,68.643,44.605,7.739,70.7488333334,5.14033333334,7.64383333333
541.40,5.857,63.501,63.5478333333,68.6303333333,44.611,7.72433333333,70.7701666666,5.15116666667,7.64616666666
541.75,5.86183333333,63.5193333333,63.5501666667,68.6315,44.6105,7.71966666667,70.7716666666,5.1605,7.66083333334
542.09,5.856,63.583,63.5778333334,68.6843333333,44.6448333334,7.72766666667,70.8616666667,5.13516666667,7.65133333333
542.43,5.84566666667,63.5621666667,63.5311666667,68.6626666667,44.6378333334,7.73733333333,70.8905,5.15033333334,7.665
542.78,5.85233333333,63.6336666667,63.5948333333,68.7175,44.7121666667,7.763,71.0423333334,5.15233333334,7.667
543.12,5.85483333333,63.6905,63.583,68.7095,44.7506666667,7.75633333333,71.1306666667,5.16533333333,7.68183333333
543.46,5.8655,63.589,63.4425,68.5291666666,44.7183333333,7.766,71.0331666667,5.18833333333,7.6885
543.81,5.87,63.4936666667,63.3358333333,68.3976666666,44.7176666667,7.78533333333,70.9466666667,5.2015,7.70616666667
544.15,5.86833333334,63.4921666667,63.287,68.3488333334,44.7456666666,7.803,70.9563333334,5.197,7.70433333334
544.49,5.89,63.5476666667,63.3283333333,68.3956666667,44.8086666666,7.83133333333,71.0205,5.2115,7.73183333334
544.84,5.89133333333,63.5508333333,63.3585,68.3845,44.941,7.83833333333,71.0705,5.22283333333,7.74483333334
545.18,5.9385,63.5905,63.4448333334,68.4458333334,45.0871666667,7.86933333333,71.2033333334,5.26166666667,7.80166666667
545.52,5.95216666666,63.651,63.4858333334,68.4828333334,45.2265,7.905,71.293,5.2795,7.80316666666
545.87,5.98666666667,63.6348333334,63.477,68.4366666667,45.3081666667,7.89333333333,71.2896666666,5.33633333333,7.81766666666
546.21,5.98083333334,63.6801666667,63.5233333334,68.4455,45.4225,7.89633333333,71.3158333333,5.3445,7.80566666666
546.55,5.9675,63.6651666667,63.5305,68.3891666666,45.4671666667,7.89233333333,71.2598333333,5.35666666666,7.813
546.90,5.97966666667,63.5903333334,63.5106666667,68.3523333333,45.5015,7.89966666667,71.2278333333,5.36416666666,7.82083333333
547.24,5.9875,63.686,63.6128333333,68.468,45.582,7.87566666667,71.2915,5.35733333334,7.794
547.58,6.0405,63.8435,63.7555,68.6405,45.7315,7.91533333333,71.498,5.40383333333,7.84516666666
547.92,6.01933333333,63.8453333333,63.7313333333,68.6278333333,45.8121666667,7.90833333333,71.4983333334,5.4045,7.81316666666
548.27,6.01883333333,63.8768333334,63.7923333334,68.6231666667,45.9308333333,7.877,71.5655,5.37516666667,7.816
548.61,6.06833333333,63.9738333334,63.908,68.7271666666,46.0138333334,7.92666666667,71.7561666667,5.42183333333,7.882
548.95,6.06566666666,64.002,63.898,68.6986666666,46.035,7.95733333333,71.7551666666,5.4435,7.872
549.29,6.084,63.956,63.8805,68.6588333334,46.037,7.94166666667,71.7705,5.45316666667,7.87716666666
549.64,6.083,64.003,63.9375,68.7455,46.1071666667,7.96433333333,71.8926666667,5.437,7.89466666666
549.98,6.117,64.0256666666,64.0601666666,68.8085,46.2268333333,7.97333333333,72.021,5.43383333334,7.9
550.32,6.0705,63.9108333333,63.8883333333,68.6701666667,46.2015,7.91033333333,71.9558333334,5.3695,7.86616666666
550.66,6.05166666666,63.937,63.9221666667,68.7055,46.2708333333,7.87533333333,71.9855,5.34316666667,7.855
551.01,6.04316666666,63.8543333333,63.8871666667,68.6856666667,46.3401666667,7.92866666667,72.0211666667,5.338,7.856
551.35,5.98916666667,63.7741666667,63.7836666667,68.583,46.3413333333,7.875,71.9168333333,5.32983333333,7.787
551.69,6.01833333333,63.8141666667,63.8406666667,68.6471666667,46.4443333334,7.85933333333,71.9825,5.32766666667,7.86233333334
552.03,6.0245,63.6878333333,63.7365,68.6023333334,46.4686666667,7.86833333333,71.9315,5.361,7.88483333333
552.38,6.04616666667,63.4573333333,63.594,68.4426666667,46.4175,7.84466666667,71.7626666667,5.39566666667,7.91016666666
552.72,6.06266666666,63.4298333333,63.5585,68.4158333334,46.4828333334,7.89666666667,71.716,5.402,7.96783333334
553.06,6.02183333333,63.3846666666,63.5173333333,68.3725,46.5103333333,7.863,71.6696666667,5.36216666666,7.96033333334
553.40,6.04533333333,63.3131666666,63.4568333334,68.2553333333,46.559,7.89366666667,71.5521666667,5.37533333333,7.98716666666
553.74,6.03566666666,63.2853333333,63.3256666667,68.1985,46.6016666667,7.94233333333,71.4995,5.39116666667,8.02283333334
554.09,6.1245,63.277,63.372,68.189,46.6915,8.04433333333,71.4451666666,5.51383333333,8.11383333334
554.43,6.144,63.206,63.3298333333,68.1518333333,46.7286666666,8.05533333333,71.3968333333,5.5375,8.13366666667
554.77,6.1655,63.1476666666,63.2348333333,68.083,46.7733333333,8.06366666667,71.3058333333,5.58366666666,8.15083333334
555.11,6.186,63.11,63.1935,68.0218333333,46.8556666666,8.08433333333,71.2871666666,5.58716666667,8.1425
555.45,6.22516666667,63.0343333333,63.1736666666,67.9336666666,46.8296666666,8.12533333333,71.1973333334,5.61516666667,8.16
555.80,6.23166666667,62.9796666667,63.1121666667,67.8543333333,46.8561666667,8.13766666667,71.0526666667,5.63483333333,8.147
556.14,6.18466666667,62.9808333333,63.0335,67.8271666667,46.9086666667,8.15966666667,70.9288333333,5.598,8.10616666667
556.48,6.13683333333,62.8536666666,62.879,67.6693333333,46.8713333333,8.06333333333,70.7438333334,5.54733333334,8.02783333333
556.82,6.1875,62.7951666667,62.7396666666,67.5545,46.8361666667,8.13533333333,70.6298333334,5.59183333333,8.071
557.16,6.15266666667,62.7418333333,62.609,67.5328333333,46.8396666667,8.10433333333,70.5823333333,5.55966666666,8.04816666667
557.50,6.193,62.6516666667,62.5763333334,67.4863333334,46.8261666667,8.09233333333,70.4713333333,5.6095,8.08416666667
557.85,6.22783333333,62.6128333334,62.4411666666,67.4548333333,46.8776666667,8.13233333333,70.3886666666,5.62466666667,8.11183333333
558.19,6.24833333333,62.578,62.3781666667,67.3798333334,46.9553333333,8.17566666667,70.294,5.6625,8.10716666666
558.53,6.254,62.437,62.1858333334,67.2446666667,46.9183333333,8.13166666667,70.1271666667,5.5995,8.07266666667
558.87,6.2985,62.3883333333,62.0953333333,67.2156666667,46.93,8.17933333333,70.0391666667,5.63483333334,8.15566666667
559.21,6.26433333333,62.2125,61.8726666667,67.1118333333,46.927,8.19233333333,69.9215,5.6365,8.12533333333
559.55,6.26716666667,62.091,61.7053333333,66.9953333334,46.8851666667,8.20833333333,69.7961666666,5.67883333333,8.10616666667
559.89,6.27733333334,61.9888333334,61.5978333333,66.9026666667,46.9016666667,8.19333333333,69.7215,5.688,8.13
560.23,6.3035,61.8711666666,61.4846666667,66.8621666666,46.8921666667,8.297,69.6525,5.741,8.1865
560.58,6.26933333334,61.7215,61.317,66.7381666667,46.8896666667,8.23833333333,69.4821666667,5.70216666667,8.12683333334
560.92,6.32316666666,61.5835,61.1458333333,66.6195,46.8558333334,8.303,69.2891666667,5.765,8.21233333333
561.26,6.26666666667,61.4418333333,60.9705,66.4776666666,46.8848333333,8.27433333333,69.078,5.7175,8.15083333334
561.60,6.23933333333,61.2043333333,60.7645,66.319,46.8675,8.194,68.8613333333,5.62783333333,8.118
561.94,6.24233333333,60.937,60.5381666667,66.0535,46.7585,8.212,68.623,5.6115,8.0895
562.28,6.29966666667,60.798,60.3538333333,65.8263333334,46.7535,8.29166666667,68.3393333333,5.64333333334,8.21683333333
562.62,6.23183333334,60.5831666667,60.1961666667,65.5981666667,46.6783333333,8.238,68.069,5.57466666667,8.14266666667
562.96,6.271,60.462,60.0501666667,65.448,46.6593333333,8.18233333333,67.809,5.5625,8.14066666667
563.30,6.309,60.2128333334,59.8611666666,65.2288333333,46.6545,8.22266666667,67.5246666667,5.53716666666,8.212
563.64,6.30816666667,60.0531666667,59.706,65.031,46.6871666667,8.25833333333,67.369,5.52616666667,8.22516666667
563.99,6.295,59.77,59.4008333333,64.6898333333,46.5903333334,8.197,67.0603333333,5.52116666666,8.22566666666
564.33,6.28916666667,59.4818333333,59.1818333333,64.4371666667,46.4705,8.18566666667,66.7451666667,5.51766666666,8.2205
564.67,6.22266666667,59.2795,59.0275,64.2111666667,46.4336666666,8.10033333333,66.4568333333,5.44783333333,8.10133333334
565.01,6.202,59.015,58.7093333334,63.9131666666,46.2886666667,8.08166666667,66.1268333333,5.434,8.06983333333
565.35,6.1945,58.9163333333,58.605,63.7695,46.282,8.13933333333,65.9548333333,5.48316666667,8.0595
565.69,6.1965,58.771,58.3603333333,63.6303333334,46.224,8.146,65.6911666667,5.50133333333,8.12016666666
566.03,6.15266666667,58.6366666667,58.2646666667,63.5575,46.2068333333,8.143,65.6181666667,5.51116666666,8.08416666666
566.37,6.1725,58.4555,58.0721666667,63.4226666667,46.215,8.166,65.4283333333,5.54483333334,8.12216666667
566.71,6.15933333333,58.3015,57.8978333333,63.2505,46.1676666666,8.22,65.2168333333,5.58066666666,8.1545
567.05,6.13133333334,58.2306666667,57.7593333333,63.1676666667,46.1643333333,8.24933333333,65.0945,5.5775,8.114
567.39,6.13283333333,58.114,57.5895,63.0583333333,46.1026666667,8.275,64.9076666667,5.604,8.09583333333
567.73,6.133,57.9576666666,57.4361666666,62.93,46.0991666667,8.29566666667,64.6965,5.558,8.07983333333
568.07,6.146,57.8276666667,57.245,62.7901666666,46.1245,8.33133333333,64.4818333333,5.57583333333,8.13733333334
568.41,6.2035,57.6975,57.0776666667,62.6858333334,46.0956666667,8.38766666667,64.343,5.63766666667,8.23183333334
568.75,6.22966666667,57.6093333333,56.9523333333,62.5758333333,46.0723333334,8.451,64.1856666667,5.6455,8.3005
569.09,6.2125,57.3866666667,56.6681666667,62.3458333334,45.9498333333,8.44066666667,63.9013333333,5.59766666666,8.29716666666
569.43,6.24083333333,57.1785,56.4643333333,62.1888333333,45.913,8.481,63.602,5.62683333334,8.35966666666
569.77,6.24183333333,56.9316666667,56.1845,61.9571666666,45.828,8.46633333333,63.2443333333,5.67116666667,8.371
570.11,6.2615,56.7291666667,55.9753333333,61.765,45.7408333333,8.50633333333,62.9906666667,5.67383333334,8.42233333334
570.45,6.19933333333,56.382,55.6188333333,61.4733333333,45.6336666667,8.473,62.6538333333,5.62933333333,8.39066666667
570.79,6.19916666667,56.136,55.3941666666,61.266,45.5248333334,8.44833333333,62.3561666666,5.59966666666,8.39866666667
571.13,6.24566666667,55.8198333333,55.0768333333,60.9655,45.3796666666,8.45533333333,61.9313333333,5.62033333334,8.45566666666
571.47,6.26916666666,55.702,54.9501666667,60.8785,45.3146666667,8.42833333333,61.7158333334,5.6535,8.43183333333
571.81,6.23033333333,55.4773333333,54.7478333334,60.6921666667,45.1895,8.408,61.4593333333,5.61483333333,8.40433333333
572.15,6.21283333334,55.1868333334,54.4831666666,60.3761666667,45.08,8.40766666667,61.1191666667,5.57866666666,8.385
572.49,6.2475,54.9105,54.274,60.1683333333,45.0166666666,8.44166666667,60.8588333333,5.61833333334,8.39866666667
572.83,6.25933333334,54.7095,54.0753333334,59.9475,44.9831666666,8.44033333333,60.6355,5.64416666666,8.416
573.17,6.192,54.4346666667,53.8151666667,59.6673333334,44.8753333333,8.383,60.3638333334,5.57016666667,8.345
573.51,6.14033333333,54.1901666667,53.5988333333,59.4753333333,44.7956666667,8.37866666667,60.126,5.50133333333,8.32
573.85,6.07766666667,53.8885,53.236,59.2221666667,44.6405,8.301,59.723,5.463,8.269
574.19,6.11116666667,53.7536666667,53.1083333334,59.0793333333,44.5743333333,8.33333333333,59.5435,5.49816666666,8.26066666666
574.53,6.1115,53.4325,52.744,58.8001666667,44.4046666667,8.343,59.2138333333,5.5025,8.29383333333
574.87,6.0665,53.2253333334,52.4991666667,58.621,44.3013333334,8.359,58.997,5.45483333333,8.21966666667
575.21,6.05983333333,52.9406666667,52.2021666667,58.3971666667,44.2133333334,8.43533333333,58.704,5.465,8.276
575.55,6.12783333333,52.7911666666,51.995,58.229,44.1761666667,8.48033333333,58.4863333334,5.56883333334,8.306
575.89,6.09883333333,52.566,51.684,58.0453333334,44.0473333333,8.45333333333,58.184,5.57133333333,8.307
576.22,6.06616666666,52.3495,51.4431666667,57.8476666667,43.952,8.47233333333,57.9061666666,5.55283333333,8.28116666666
576.56,6.111,52.0858333333,51.189,57.6821666667,43.8258333333,8.52933333333,57.6206666666,5.5975,8.34483333333
576.90,6.12166666666,51.9545,50.9938333333,57.4998333333,43.7386666667,8.54933333333,57.4128333333,5.64016666666,8.363
577.24,6.21816666667,51.7208333334,50.7453333333,57.2826666667,43.6281666667,8.586,57.0661666667,5.73733333333,8.431
577.58,6.30333333333,51.4743333334,50.5481666667,57.088,43.5606666667,8.69733333333,56.862,5.79933333334,8.4845
577.92,6.294,51.1221666667,50.1603333333,56.7771666667,43.4125,8.66266666667,56.3978333334,5.74716666667,8.40516666667
578.26,6.32533333334,50.9736666667,49.9698333333,56.5646666666,43.3891666666,8.70233333333,56.1526666667,5.83533333333,8.43
578.60,6.3045,50.7323333333,49.7233333333,56.4046666667,43.3565,8.65433333333,55.8668333334,5.83633333334,8.4415
578.94,6.3095,50.508,49.4728333333,56.1425,43.276,8.608,55.5865,5.84116666667,8.39916666666
579.28,6.3165,50.2825,49.1973333334,55.9046666667,43.198,8.601,55.3145,5.84333333333,8.44266666666
579.61,6.33583333333,49.98,48.9461666667,55.5938333333,43.107,8.62533333333,54.9955,5.85116666666,8.41316666666
579.95,6.33966666666,49.6798333333,48.6006666666,55.2941666666,42.9411666667,8.57166666667,54.6316666667,5.86216666667,8.419
580.29,6.259,49.4345,48.3335,55.0905,42.7781666667,8.484,54.319,5.7945,8.3385
580.63,6.32683333334,49.1115,48.051,54.8496666667,42.6535,8.541,53.9973333333,5.841,8.39483333334
580.97,6.292,48.8436666666,47.715,54.6485,42.5378333334,8.512,53.7965,5.7355,8.3375
581.31,6.3645,48.6483333334,47.4893333333,54.3905,42.4878333333,8.52966666667,53.4825,5.83633333334,8.37433333334
581.65,6.464,48.4585,47.2815,54.1128333333,42.371,8.646,53.279,5.91866666667,8.541
581.98,6.46466666667,48.1341666667,46.9136666667,53.7755,42.194,8.62033333333,52.8578333334,5.905,8.51916666667
582.32,6.52933333333,47.9076666667,46.6866666667,53.4491666667,42.0241666667,8.63566666667,52.5508333333,5.92866666667,8.64466666666
582.66,6.4705,47.5145,46.338,53.034,41.7578333333,8.604,52.052,5.859,8.628
583.00,6.46883333333,47.175,45.9916666667,52.7046666667,41.6075,8.64633333333,51.6948333333,5.816,8.58466666667
583.34,6.4875,46.993,45.748,52.5345,41.4671666667,8.70833333333,51.4428333334,5.84933333334,8.65166666667
583.68,6.5245,46.8776666667,45.5771666667,52.4095,41.4533333334,8.716,51.2513333333,5.87933333333,8.68216666667
584.01,6.60283333333,46.6208333333,45.246,52.0215,41.3486666666,8.778,50.8546666667,5.95116666666,8.73866666667
584.35,6.61266666667,46.3068333333,44.8921666666,51.736,41.1856666667,8.76933333333,50.4725,5.93216666667,8.654
584.69,6.70983333333,46.1063333333,44.6936666667,51.3991666666,41.0246666667,8.86633333333,50.1321666667,6.08333333334,8.71283333334
585.03,6.646,45.7926666666,44.2863333334,51.0763333333,40.7746666666,8.841,49.8003333333,5.98933333333,8.63666666667
585.37,6.61983333334,45.4805,44.0623333333,50.8918333334,40.6386666666,8.83866666667,49.4988333333,6.03083333333,8.60133333333
585.70,6.57416666667,45.2626666667,43.8348333333,50.7036666667,40.4708333334,8.83,49.2471666667,5.9915,8.581
586.04,6.56333333334,44.9501666667,43.5303333333,50.4481666666,40.2876666667,8.86,48.9235,5.9995,8.53516666667
586.38,6.59133333334,44.707,43.2188333333,50.221,40.1841666667,8.89733333333,48.7486666666,6.089,8.57016666666
586.72,6.54133333333,44.4551666667,43.0233333333,50.055,39.9855,8.88933333333,48.5078333333,6.05566666667,8.646
587.06,6.492,44.077,42.677,49.738,39.7626666666,8.81533333333,48.0865,6.01966666666,8.565
587.39,6.41366666666,43.6561666667,42.2793333333,49.3615,39.4975,8.822,47.6498333334,5.91433333333,8.444
587.73,6.34016666667,43.404,42.1116666667,49.2145,39.34,8.76133333333,47.4083333333,5.842,8.3895
588.07,6.25733333333,43.2071666666,41.9005,48.9491666667,39.2096666667,8.72966666667,47.1126666667,5.82716666667,8.41716666667
588.41,6.15,42.9646666666,41.6645,48.8101666666,39.1038333334,8.655,46.8155,5.70233333333,8.32933333334
588.74,6.114,42.8233333333,41.5613333334,48.6403333333,39.0015,8.641,46.5473333333,5.64233333333,8.33716666667
589.08,6.03133333334,42.6938333333,41.2996666666,48.456,38.8423333333,8.50833333333,46.3071666667,5.51116666666,8.2855
589.42,6.04366666667,42.4906666667,41.1363333333,48.364,38.7798333333,8.44466666667,46.0925,5.4915,8.26283333333
589.76,5.94883333334,42.1865,40.8961666667,48.0963333333,38.6906666667,8.31866666667,45.7598333333,5.42166666667,8.13533333333
590.09,5.98983333333,42.0585,40.7976666667,48.007,38.5965,8.30766666667,45.5311666667,5.38566666667,8.21783333334
590.43,5.93516666666,41.7986666666,40.5051666666,47.7473333333,38.4718333334,8.19766666667,45.1915,5.333,8.07733333333
590.77,6.05466666667,41.6981666666,40.3626666667,47.618,38.3708333333,8.27833333333,44.9771666666,5.41516666666,8.157
591.11,6.15466666667,41.6005,40.2663333333,47.4823333333,38.3053333333,8.31466666667,44.814,5.52633333333,8.33266666667
591.44,6.1145,41.347,39.9418333333,47.1655,38.1533333333,8.34233333333,44.4578333333,5.53216666667,8.26983333333
591.78,6.20433333334,41.1075,39.7218333333,46.9875,38.0263333334,8.406,44.1986666666,5.56916666667,8.352
592.12,6.18716666667,40.9238333333,39.4883333333,46.6831666666,37.8158333333,8.40066666667,43.9158333334,5.5725,8.3905
592.46,6.18016666667,40.6098333333,39.2346666667,46.3916666666,37.6535,8.34633333333,43.6108333334,5.62816666667,8.38933333333
592.79,6.278,40.3738333333,39.0228333334,46.1691666667,37.5345,8.48266666667,43.3023333333,5.73683333333,8.538
593.13,6.22,40.0601666666,38.774,45.8121666667,37.3256666667,8.56766666667,42.9768333333,5.706,8.53116666666
593.47,6.22816666667,39.8308333333,38.511,45.5931666666,37.0865,8.63866666667,42.6383333333,5.74366666667,8.602
593.80,6.2055,39.6175,38.2225,45.3441666666,36.9233333333,8.647,42.2938333334,5.74666666667,8.54566666666
594.14,6.215,39.3591666666,37.9555,45.0675,36.7168333333,8.661,41.9753333334,5.75383333333,8.542
594.48,6.1295,39.0885,37.69,44.8005,36.604,8.628,41.7428333334,5.739,8.51266666666
594.81,6.0445,38.8346666667,37.4333333333,44.554,36.434,8.57833333333,41.4171666667,5.66083333334,8.38166666666
595.15,6.0945,38.5641666667,37.2118333334,44.3853333333,36.2683333333,8.61166666667,41.202,5.69416666666,8.43766666667
595.49,6.01283333333,38.2798333333,36.9916666666,44.1081666666,36.0648333333,8.576,40.9155,5.6275,8.34883333333
595.82,6.03433333334,37.97,36.7278333333,43.814,35.884,8.58133333333,40.623,5.68516666667,8.37483333334
596.16,6.10633333333,37.8336666667,36.5878333333,43.7263333333,35.786,8.70866666667,40.4235,5.78933333333,8.45083333333
596.50,6.0955,37.6376666667,36.3801666667,43.4978333334,35.6541666666,8.691,40.1673333333,5.77616666667,8.43383333334
596.83,6.14066666667,37.5133333333,36.1836666667,43.3213333333,35.5953333333,8.683,40.0006666667,5.8175,8.46833333333
597.17,6.2055,37.4453333333,36.0768333334,43.1976666667,35.565,8.72833333333,39.9101666666,5.86766666667,8.47433333334
597.51,6.15583333333,37.1735,35.9241666667,42.9815,35.425,8.665,39.7,5.80633333334,8.4155
597.84,6.21166666666,36.9771666666,35.7508333333,42.7986666666,35.3046666667,8.634,39.481,5.8295,8.406
598.18,6.223,36.7705,35.5705,42.6383333333,35.1621666667,8.64966666667,39.2605,5.80366666667,8.38
598.52,6.291,36.6035,35.3858333333,42.46,35.0148333333,8.65366666667,39.0965,5.814,8.464
598.85,6.32716666667,36.4191666666,35.2176666667,42.2761666666,34.9003333333,8.65166666667,38.8948333334,5.8435,8.53783333333
599.19,6.44233333334,36.3041666666,35.0566666667,42.1781666667,34.8241666667,8.687,38.7478333334,5.93833333334,8.62216666666
599.53,6.5565,36.1616666666,34.9646666667,42.1301666666,34.763,8.83833333333,38.6035,6.03033333333,8.68266666666
599.86,6.4625,35.9225,34.722,41.8241666667,34.5893333333,8.73233333333,38.3748333333,5.86333333333,8.62683333334
600.20,6.46966666667,35.663,34.5116666667,41.5908333333,34.4481666667,8.73566666667,38.1913333334,5.89116666667,8.64816666667
600.53,6.5055,35.4328333334,34.3633333333,41.3498333333,34.247,8.72166666667,37.8965,5.96916666667,8.67866666667
600.87,6.45733333334,35.0746666667,34.0841666667,40.9663333334,33.9558333334,8.66633333333,37.498,5.9025,8.71516666666
601.21,6.51766666667,34.9385,33.8771666666,40.7563333333,33.7703333333,8.71833333333,37.2886666667,5.97483333334,8.76916666667
601.54,6.475,34.7836666666,33.694,40.5075,33.615,8.877,37.0541666666,5.979,8.8075
601.88,6.4725,34.5981666667,33.569,40.3113333333,33.5146666667,8.86066666667,36.8433333333,5.977,8.88516666667
602.21,6.51416666666,34.3845,33.417,40.1068333333,33.3791666667,8.89133333333,36.6178333333,5.9945,8.9125
602.55,6.57933333333,34.2341666666,33.2943333333,39.8288333333,33.1713333333,8.958,36.359,6.03416666666,8.9645
602.88,6.46933333333,33.9971666667,33.093,39.5686666667,32.9866666666,8.879,36.065,5.9655,8.86183333333
603.22,6.37266666666,33.7098333333,32.7953333333,39.1648333334,32.7686666667,8.73166666667,35.7283333334,5.855,8.78533333334
603.56,6.36983333333,33.471,32.5775,38.937,32.5843333333,8.709,35.4891666667,5.864,8.76333333333
603.89,6.32733333333,33.3138333333,32.3656666667,38.7748333333,32.3915,8.689,35.2051666667,5.77416666667,8.73566666667
604.23,6.32966666667,33.1708333334,32.2071666667,38.6591666667,32.2485,8.73366666667,35.0588333334,5.77466666667,8.74066666666
604.56,6.35583333333,33.0955,32.0573333333,38.5565,32.1675,8.795,34.9413333334,5.847,8.79016666666
604.90,6.32766666667,32.9121666666,31.8868333333,38.3355,32.0825,8.79733333333,34.7363333333,5.8785,8.803
605.23,6.35533333333,32.7676666667,31.7838333333,38.1975,31.9675,8.77833333333,34.5311666667,5.886,8.85083333334
605.57,6.3535,32.6301666666,31.6475,38.0233333333,31.7923333333,8.792,34.3121666667,5.91283333333,8.836
605.90,6.265,32.3901666667,31.3576666666,37.7643333333,31.5723333334,8.72633333333,34.0451666667,5.8695,8.799
606.24,6.22033333333,32.2451666667,31.1551666667,37.6136666667,31.4791666667,8.71466666667,33.8406666667,5.8345,8.79983333334
606.58,6.223,32.003,30.884,37.3186666667,31.2858333333,8.74766666667,33.5691666666,5.816,8.80683333333
606.91,6.19966666666,31.8226666667,30.6973333333,37.1721666666,31.1186666667,8.77,33.3528333333,5.765,8.75816666666
