wavelength,Back_ChlCalm,Belly_ChlCalm,Breast_ChlCalm,Crissum_ChlCalm,Crown_ChlCalm,DorTail_ChlCalm,Patch10_ChlCalm,Patch11_ChlCalm,Patch12_ChlCalm,Patch13_ChlCalm,Rump_ChlCalm,Throat_ChlCalm,WingTip_ChlCalm
567.05,18.4021333333,9.53686666666,6.96773333333,33.1827333333,29.4691333333,13.4373619048,16.5462,40.5148,7.1395,32.2873333333,19.1654666667,7.0952,11.5777333333
567.39,18.2046,9.45826666667,6.8836,32.9774,29.2004666667,13.3140642857,16.3948,40.1852,7.13883333333,32.0491666667,19.1928,7.02866666667,11.4997333333
567.73,18.0272666667,9.37859999999,6.8324,32.7131333333,28.8968666666,13.1662452381,16.272,39.8554,7.14575,31.831,19.2410666667,6.97866666667,11.4296
568.07,17.8342666667,9.29993333334,6.7682,32.4892,28.5987333333,13.042947619,16.1182666667,39.5854,7.13741666667,31.6346666666,19.3166,6.93093333334,11.3504
568.41,17.6777333333,9.26173333333,6.7538,32.2835333333,28.3172666667,12.9443404762,16.0092666667,39.3062666667,7.21916666667,31.4628333333,19.3929333333,6.9324,11.3108666667
568.75,17.4952,9.22560000001,6.74286666667,32.0125333333,27.9731333333,12.8343238095,15.8704666666,38.9373333333,7.28025,31.2709166667,19.468,6.9304,11.2752666667
569.09,17.3143333333,9.15486666667,6.71073333333,31.7476,27.6443333333,12.7235761905,15.7624666667,38.5904666667,7.33266666667,31.0556666667,19.5502666667,6.905,11.212
569.43,17.1651333333,9.12739999999,6.71973333333,31.5687333333,27.3608666667,12.6508595238,15.6771333333,38.2964,7.44841666667,30.87375,19.707,6.91013333333,11.2036666667
569.77,16.9440666667,9.03933333332,6.65026666667,31.2642666667,27.0083333333,12.4928428571,15.5346666667,37.8848666667,7.49033333333,30.6294166667,19.7759333333,6.87813333333,11.1179333333
570.11,16.7529333333,8.98300000001,6.62133333333,30.9458,26.7000666667,12.3544833333,15.4292666667,37.4967333333,7.53033333333,30.42175,19.8668,6.84153333333,11.0656
570.45,16.6062,8.93786666667,6.6138,30.7108,26.4252,12.2615333333,15.3514,37.1954666667,7.61683333334,30.2405,19.9836,6.847,11.0363333333
570.79,16.4376666667,8.89586666665,6.58413333333,30.4784,26.1530666667,12.1668619048,15.2490666667,36.8916,7.67266666667,30.0820833333,20.0918,6.84126666667,11.0040666667
571.13,16.3147333333,8.90459999999,6.64886666667,30.2165333333,25.8921333333,12.1097857143,15.1822,36.5934,7.78408333333,29.9490833333,20.2311333333,6.87753333333,10.9957333333
571.47,16.1776,8.88306666667,6.65513333333,30.0024666667,25.6451333333,12.0427761905,15.0744666667,36.3042666667,7.87216666667,29.7815833333,20.3557333333,6.86166666667,10.9538
571.81,16.0659333333,8.88300000001,6.6818,29.8366,25.4134,11.9996880952,15.0564,36.0199333333,7.97958333333,29.66425,20.5127333333,6.8932,10.9753333333
572.15,15.9332,8.84706666668,6.6666,29.5978,25.1873333333,11.9170071428,14.9692,35.7292,8.01699999999,29.4904166667,20.6284666667,6.87666666667,10.9351333333
572.49,15.7605333333,8.78453333332,6.61793333333,29.3946,24.9436666667,11.8039595238,14.8702666667,35.4216,8.05416666667,29.3109166667,20.7231333333,6.84053333333,10.8550666667
572.83,15.6297333333,8.79866666668,6.65846666667,29.2164,24.7284666667,11.7531857143,14.8185333333,35.1360666667,8.16408333334,29.1674166667,20.8411333333,6.85546666667,10.8529333333
573.17,15.4913333333,8.7644,6.63773333333,28.9646666667,24.4768,11.6550904762,14.7403333333,34.8106,8.21416666666,29.0096666667,20.9436666667,6.8436,10.8056
573.51,15.3585333333,8.75359999999,6.65,28.7616666667,24.269,11.5905119048,14.6901333333,34.5498666667,8.306,28.8634166667,21.0627333333,6.85093333333,10.7815333333
573.85,15.2294666667,8.71139999999,6.63426666667,28.5663333333,24.0138,11.535297619,14.6214666667,34.2791333333,8.37308333333,28.7018333333,21.1624666667,6.82646666667,10.7398
574.19,15.0912,8.69953333332,6.62893333333,28.3382666667,23.7765333333,11.4443738095,14.5351333333,33.9737333333,8.44074999999,28.5556666666,21.2895333333,6.79953333333,10.6981333333
574.53,14.9093333333,8.65626666666,6.59286666666,28.0706666667,23.4960666667,11.3400428571,14.4466,33.6377333333,8.48433333333,28.3610833333,21.3496666667,6.75153333333,10.6147333333
574.87,14.7696,8.60313333333,6.54546666667,27.8557333334,23.2431333333,11.2297142857,14.3788,33.3528666667,8.52616666666,28.1981666667,21.4528666667,6.73233333333,10.5496
575.21,14.6254,8.54113333333,6.49273333333,27.6046,22.9868666667,11.1214738095,14.3094,33.0269333333,8.58049999999,28.0394166667,21.5201333333,6.71106666667,10.4940666667
575.55,14.4740666667,8.4862,6.4528,27.3502666667,22.7446,11.0026619048,14.2136,32.7152,8.64500000001,27.8655833334,21.5842666667,6.66573333333,10.4024
575.89,14.3150666667,8.456,6.43693333333,27.1109333333,22.5009333333,10.916952381,14.1536,32.3935333333,8.70891666667,27.7078333333,21.6668,6.63946666667,10.3410666667
576.22,14.1903333334,8.43246666667,6.4352,26.877,22.2716666667,10.8596142857,14.1013333333,32.1011333334,8.793,27.573,21.7749333333,6.63813333333,10.3152
576.56,14.0513333333,8.36873333333,6.38126666667,26.6314,22.0439333333,10.7527047619,14.0091333333,31.8202,8.83675000001,27.415,21.8758666667,6.6132,10.2525333333
576.90,13.8587333333,8.30933333333,6.31186666667,26.4036,21.7818,10.6444428571,13.8967333333,31.5055333333,8.86766666666,27.2230833333,21.9066,6.57233333333,10.157
577.24,13.7432,8.25473333333,6.30046666667,26.177,21.5412666667,10.5701785714,13.8212,31.2028,8.93133333334,27.0680833333,22.0298,6.56773333333,10.1246
577.58,13.5748,8.20866666667,6.2618,25.918,21.2751333333,10.4359333333,13.7115333333,30.8646,8.98508333334,26.8735,22.1121333333,6.5356,10.0612666667
577.92,13.3629333333,8.11273333333,6.1798,25.6208,20.9585333334,10.287447619,13.5931333333,30.4678666667,9.013,26.6481666667,22.1238,6.467,9.97206666666
578.26,13.2328666667,8.07686666667,6.178,25.4202,20.7342666666,10.1952928571,13.5336,30.1869333333,9.06541666667,26.5074166667,22.253,6.45713333333,9.93773333334
578.60,13.0353333333,7.99646666667,6.094,25.1384666667,20.4682,10.0722523809,13.4390666667,29.8196666667,9.09908333334,26.2816666667,22.3080666667,6.39973333333,9.84513333334
578.94,12.8629333333,7.92986666667,6.0764,24.8858666667,20.2258666667,9.96308095238,13.3417333333,29.4770666667,9.15208333334,26.1080833333,22.3899333334,6.35853333333,9.77359999999
579.28,12.7368666667,7.91133333334,6.06486666667,24.6137333333,19.9663333333,9.87998095237,13.3096666667,29.1586666667,9.23824999999,25.9314166667,22.4876666667,6.36926666667,9.7632
579.61,12.5879333333,7.88266666667,6.0392,24.4022,19.7334666667,9.79520714287,13.2509333333,28.8499333333,9.34283333335,25.7610833334,22.5750666666,6.365,9.7426
579.95,12.4538666667,7.84726666667,6.03373333333,24.1106,19.4842666667,9.71342380952,13.2086666667,28.5334666667,9.42408333333,25.56925,22.6635333333,6.34066666667,9.68899999999
580.29,12.2986,7.8032,6.01246666667,23.8116666666,19.2159333333,9.60157380953,13.1572666667,28.1831333333,9.49741666668,25.4015,22.7333333333,6.3066,9.63833333334
580.63,12.1996,7.7898,6.0648,23.5824,19.0202666667,9.55007619047,13.1602666667,27.9018666667,9.60858333334,25.27025,22.8977333333,6.31393333333,9.62193333333
580.97,11.9964,7.72853333334,5.98926666667,23.2954666667,18.7468666667,9.41393571429,13.0613333333,27.5833333334,9.60658333335,25.0713333333,22.9399333333,6.2302,9.51666666666
581.31,11.9037333333,7.72213333333,6.014,23.0902,18.5890666667,9.34621666667,13.0429333333,27.3092,9.72950000001,24.9484166667,23.1094,6.26,9.50026666666
581.65,11.7512,7.65153333333,5.9844,22.8178,18.3512,9.24137142858,12.9735333333,26.9992,9.77991666668,24.7723333333,23.1923333333,6.22713333333,9.40859999999
581.98,11.5968,7.559,5.91653333333,22.5259333333,18.0983333333,9.12303095237,12.8811333333,26.6384666667,9.85216666666,24.5423333333,23.2310666667,6.18573333334,9.31713333334
582.32,11.5372,7.59313333333,5.99586666667,22.3579333333,17.9532666667,9.10395476191,12.8703333333,26.4265333334,9.98208333333,24.4649166667,23.4226,6.20333333333,9.36633333333
582.66,11.4267333333,7.6222,6.03193333333,22.1689333333,17.7997333333,9.07823809524,12.8910666667,26.2018666667,10.0888333333,24.3465833333,23.5652666667,6.2566,9.38553333333
583.00,11.2374,7.54046666667,5.96373333333,21.8576666667,17.5782666667,8.94840476191,12.7604,25.8772,10.0758333333,24.1574166667,23.6431333333,6.15313333333,9.26759999999
583.34,11.1185333333,7.51633333333,5.9656,21.6161333333,17.3842,8.86148333333,12.7161333333,25.6258,10.1471666667,24.0083333333,23.7678666667,6.14866666667,9.22413333333
583.68,11.0318,7.5156,5.98426666667,21.4414666667,17.2198,8.80545238096,12.6929333333,25.3504,10.2378333333,23.8889166666,23.9038666667,6.1736,9.20606666667
584.01,10.9242666667,7.51013333333,5.977,21.2281333333,17.0616,8.76549999999,12.6704,25.0942666667,10.3200833333,23.7578333333,24.0464666667,6.16773333333,9.1882
584.35,10.8468,7.52266666667,5.9676,20.9921333333,16.8977333333,8.70435238094,12.6680666667,24.8479333333,10.4460833333,23.6426666667,24.1856666666,6.16813333333,9.20966666667
584.69,10.7759333333,7.55333333333,6.01866666667,20.8109333333,16.7452,8.66437619047,12.6754,24.5822,10.5823333333,23.57725,24.3084,6.22306666667,9.22933333333
585.03,10.6115333333,7.50653333333,5.96286666667,20.5162666667,16.4946,8.57887857143,12.6045333333,24.2986,10.627,23.4048333333,24.3513333333,6.204,9.16513333333
585.37,10.5722666667,7.57133333333,6.01273333333,20.3372666667,16.3749333333,8.57776904761,12.6013333333,24.1032,10.7443333333,23.2864166667,24.5032666667,6.2856,9.20513333333
585.70,10.5646666667,7.65526666667,6.12346666667,20.1955333333,16.3204666667,8.60069047619,12.6576,23.9358,10.9054166667,23.2685833334,24.7162,6.365,9.2932
586.04,10.4582,7.60726666667,6.08953333333,19.9669333333,16.1410666667,8.51571904763,12.6066666667,23.6548,10.9979166667,23.12325,24.7791333333,6.35986666667,9.23280000001
586.38,10.3913333333,7.5932,6.099,19.7904666667,15.979,8.45092380953,12.5992666667,23.4156666666,11.1074166666,23.03075,24.924,6.38493333333,9.22586666666
586.72,10.3993333333,7.67186666667,6.18813333333,19.7471333333,15.9122,8.46795476191,12.6879333333,23.2646,11.33225,23.0305,25.1391333333,6.49233333333,9.32079999999
587.06,10.2907333333,7.63506666667,6.15793333333,19.5079333333,15.7428,8.39037619047,12.6382,22.9772666667,11.38125,22.9078333333,25.2186666667,6.4702,9.28246666666
587.39,10.1478,7.5848,6.08553333333,19.2710666667,15.5461333333,8.29663095237,12.5818666667,22.7277333333,11.4356666667,22.7755,25.3104666667,6.43073333333,9.23993333333
587.73,10.0728666667,7.55993333333,6.09553333334,19.1038,15.3992,8.23061666667,12.5539333333,22.5025333333,11.52725,22.6631666667,25.4144666667,6.4566,9.22359999999
588.07,9.9634,7.5428,6.1144,18.9236,15.2308,8.19009047619,12.5205333333,22.2604666667,11.5835833333,22.5405,25.4714666667,6.4914,9.17833333333
588.41,9.89793333333,7.558,6.13326666667,18.7362666667,15.0888,8.15770952381,12.5412,22.0366,11.7191666667,22.43175,25.6394666667,6.49273333333,9.18953333333
588.74,9.84266666667,7.55066666667,6.158,18.5952666667,14.9853333333,8.14141428571,12.5657333333,21.8468666667,11.82125,22.3635833334,25.7684,6.48166666667,9.22153333334
589.08,9.75020000001,7.54353333333,6.1548,18.4407333333,14.8636,8.09587857143,12.5992666667,21.6235333333,11.91925,22.2841666667,25.9182666667,6.4898,9.21586666667
589.42,9.65333333333,7.5494,6.1644,18.2935333333,14.7006,8.04158809525,12.5663333333,21.4084666667,12.0144166667,22.18,25.9924,6.47526666667,9.18260000001
589.76,9.66199999999,7.65133333333,6.27333333333,18.1948,14.6373333333,8.10063333334,12.6305333333,21.2592666667,12.2076666667,22.16575,26.1508666667,6.60433333333,9.25526666667
590.09,9.60386666666,7.7034,6.31953333333,18.0332,14.5260666667,8.10411190475,12.6309333333,21.0767333333,12.3340833333,22.0893333333,26.2672666667,6.62193333333,9.25346666666
590.43,9.51286666667,7.69113333333,6.3452,17.7844,14.3766666667,8.06582380952,12.5916,20.8405333333,12.3891666667,21.944,26.3127333333,6.62906666667,9.20046666667
590.77,9.53513333333,7.75533333333,6.42026666667,17.6918666667,14.2871333333,8.09568095239,12.6278,20.6998,12.5528333333,21.9243333333,26.4604,6.683,9.25766666668
591.11,9.50393333333,7.80313333333,6.50046666667,17.546,14.2074,8.07874285715,12.6542666667,20.5308666667,12.7059166667,21.8846666667,26.6069333333,6.72273333333,9.2798
591.44,9.48539999999,7.8874,6.54806666667,17.4205333333,14.0802666667,8.06480952381,12.6689333333,20.3576,12.8278333333,21.8285,26.7334,6.7528,9.27746666666
591.78,9.43740000001,7.92913333333,6.575,17.2499333334,13.9778,8.03241904763,12.6751333333,20.1630666667,12.9879166666,21.756,26.8716666667,6.74726666667,9.3038
592.12,9.40986666666,7.97653333333,6.64073333333,17.155,13.9137333333,8.05431666666,12.6872,20.0263333333,13.1428333333,21.6858333333,26.9840666667,6.83313333333,9.31980000001
592.46,9.41066666667,8.0488,6.72346666667,17.0797333333,13.837,8.07670714286,12.7207333333,19.8604666667,13.3076666667,21.6573333333,27.1439333333,6.95086666667,9.32526666666
592.79,9.39826666667,8.0922,6.77426666667,16.9532,13.7470666667,8.08048571429,12.7314666667,19.7388,13.4525,21.62825,27.2879333333,6.9964,9.34839999999
593.13,9.31933333333,8.07806666667,6.76966666667,16.742,13.5924,8.04275000001,12.7243333333,19.5248,13.5345,21.5020833333,27.3855333333,7.00993333334,9.33913333333
593.47,9.24146666667,8.06093333333,6.7696,16.5665333333,13.4795333333,8.01193095237,12.7351333333,19.3672,13.6061666667,21.4338333333,27.5131333333,7.02293333333,9.32093333333
593.80,9.21880000001,8.0668,6.825,16.4474,13.4043333333,8.02145714287,12.7582,19.2509333334,13.7658333333,21.3913333333,27.6598,7.0946,9.36760000001
594.14,9.14113333334,8.0438,6.80866666667,16.3034666667,13.2570666667,7.98584285714,12.7303333333,19.0280666667,13.8571666667,21.2524166667,27.7270666667,7.09906666667,9.33913333334
594.48,9.00433333333,7.9992,6.78033333333,16.1026,13.0964,7.91093095239,12.7054666667,18.796,13.9089166667,21.12025,27.7831333333,7.08933333333,9.27806666667
594.81,8.96093333333,8.01433333333,6.80606666666,15.9517333333,13.0034,7.91525238095,12.7066666667,18.6200666667,14.03375,21.0086666667,27.8272,7.14873333333,9.3148
595.15,8.9028,7.99773333333,6.8394,15.8222,12.9300666667,7.92810952381,12.7102,18.4653333333,14.1596666667,20.9235,27.9157333333,7.18106666667,9.33220000001
595.49,8.8636,8.0076,6.86733333333,15.7182,12.8392666667,7.93516428572,12.7044666667,18.3365333333,14.2415833334,20.87525,28.0534666667,7.22553333333,9.33353333333
595.82,8.79966666667,8.00726666667,6.85833333334,15.5793333333,12.7383333333,7.90241428571,12.6971333333,18.1918,14.3168333333,20.8118333333,28.1566666667,7.2248,9.32713333333
596.16,8.72913333334,7.9982,6.8474,15.3974,12.6357333333,7.85838571429,12.6748,18.0260666667,14.4005833333,20.7111666667,28.1922666667,7.19053333333,9.32913333333
596.50,8.73906666667,8.0498,6.917,15.3503333333,12.6067333333,7.90423571429,12.73,17.9376,14.5539166667,20.7241666667,28.3026666667,7.25373333333,9.39866666667
596.83,8.76006666667,8.09353333333,6.963,15.3042666667,12.5887333333,7.92467380952,12.7915333333,17.8734,14.6986666667,20.7580833333,28.4509333334,7.3256,9.41706666667
597.17,8.67046666667,8.0596,6.92986666667,15.1681333333,12.4564666667,7.85115952381,12.734,17.6962,14.7246666667,20.64525,28.4859333334,7.27113333333,9.39453333334
597.51,8.58766666667,8.01966666666,6.88486666667,14.9914,12.3181333333,7.77971666667,12.7058,17.4962666667,14.7524166667,20.5245,28.4862666667,7.22373333333,9.33173333334
597.84,8.55086666667,8.0552,6.907,14.9062,12.2738,7.77911428571,12.7459333333,17.428,14.86075,20.5171666667,28.5888666667,7.27753333333,9.37833333333
598.18,8.5508,8.0828,6.9464,14.83,12.2548,7.77956666666,12.7777333333,17.3304,15.0035,20.4855833334,28.7182666667,7.3232,9.41433333333
598.52,8.50686666667,8.08333333333,6.95546666667,14.7588666667,12.1650666667,7.76071190475,12.7930666667,17.221,15.1051666667,20.4490833333,28.8614666667,7.33126666667,9.40733333333
598.85,8.45893333333,8.09426666667,6.97833333333,14.6405333333,12.0745333333,7.73703809525,12.8008,17.0916666667,15.1965833333,20.4019166667,28.9788666667,7.3566,9.40006666667
599.19,8.44226666667,8.0854,6.99666666667,14.5536666667,11.9971333333,7.71534285714,12.8423333333,16.9832666667,15.3521666667,20.36025,29.0696,7.38006666667,9.41133333334
599.53,8.41173333333,8.08013333334,7.01166666667,14.4143333333,11.9156,7.69334285715,12.8483333333,16.8422,15.454,20.2999166667,29.1525333333,7.40293333333,9.41453333334
599.86,8.37033333333,8.08293333333,7.04333333333,14.3513333333,11.8538,7.68236666667,12.8746666667,16.7254666667,15.57175,20.2341666667,29.2586,7.44213333333,9.39680000001
600.20,8.2368,8.00333333333,6.9876,14.1307333333,11.6651333333,7.56303571428,12.8020666667,16.49,15.5545,20.045,29.2293333333,7.37446666667,9.28586666666
600.53,8.174,8.01353333334,7.01893333334,13.9738,11.5581333333,7.54473095237,12.7874666667,16.3296,15.63825,19.9140833333,29.2913333333,7.38266666666,9.27473333333
600.87,8.14386666667,8.04226666667,7.04793333333,13.8741333333,11.4942666667,7.53193333334,12.8192,16.2161333333,15.7945833333,19.8724166667,29.4152666667,7.4396,9.26913333333
601.21,8.1152,8.06653333334,7.08906666667,13.78,11.4487333333,7.52778571429,12.8335333333,16.1246,15.9025,19.825,29.5439333333,7.50053333333,9.30926666667
601.54,8.03333333333,8.03273333333,7.07806666667,13.6094,11.3092666667,7.46550714286,12.7942666667,15.9454,15.9865,19.7345833333,29.6299333333,7.4616,9.25553333334
601.88,7.9696,8.04666666667,7.1192,13.5087333333,11.207,7.46351904761,12.8184,15.8719333333,16.1163333333,19.6943333333,29.7350666667,7.51146666667,9.28160000001
602.21,7.90646666667,8.03593333333,7.1182,13.3438666667,11.1270666667,7.42802619047,12.7972666667,15.7075333333,16.1849166667,19.6266666667,29.7976666667,7.50953333333,9.26926666667
602.55,7.84073333333,8.00486666667,7.08606666666,13.2038,11.0508666667,7.36638095237,12.7959333333,15.5562666667,16.2550833334,19.5541666667,29.8632,7.5106,9.26133333334
602.88,7.75513333333,8.00166666666,7.06513333333,13.0500666667,10.9476,7.31279761904,12.7509333333,15.3924,16.2610833333,19.4368333333,29.8638,7.49646666667,9.24933333333
603.22,7.6986,7.9812,7.06926666667,12.9507333333,10.8538666667,7.2726452381,12.7249333333,15.2444666667,16.3113333333,19.3460833333,29.9218,7.4984,9.24686666667
603.56,7.67566666667,7.98106666667,7.05193333333,12.8630666667,10.7848666667,7.23186666667,12.7376666667,15.1348666667,16.3645833334,19.3055833333,30.0056,7.50033333333,9.24633333335
603.89,7.648,7.97473333333,7.04633333333,12.7904666667,10.7372,7.20082142857,12.7335333333,15.0504,16.4611666667,19.2564166667,30.08,7.521,9.24486666667
604.23,7.61153333333,7.96513333333,7.03506666667,12.7554666667,10.7037333333,7.1890595238,12.7358666667,14.9800666666,16.5370833333,19.2420833333,30.1514666667,7.54686666667,9.29046666667
604.56,7.57553333333,7.9462,7.036,12.7065333333,10.6442666667,7.17253333334,12.7284,14.8673333333,16.581,19.1948333333,30.182,7.54346666666,9.29613333333
604.90,7.51386666667,7.9134,6.98766666667,12.629,10.5435333333,7.12441190475,12.6934,14.7262,16.6275,19.12225,30.2120666667,7.51433333333,9.24879999999
605.23,7.52126666667,7.924,7.02933333333,12.6011333333,10.5269333333,7.1384595238,12.7109333333,14.661,16.715,19.09375,30.2938,7.56573333333,9.28706666667
605.57,7.5174,7.9044,7.0216,12.5378666667,10.4626666667,7.11695476191,12.7202,14.5688,16.7815,19.04975,30.3880666667,7.55913333333,9.28666666667
605.90,7.3842,7.79066666666,6.939,12.4098666667,10.3097333333,6.98829047619,12.6371333333,14.3962,16.7689166667,18.8894166667,30.3329333333,7.4642,9.18573333333
606.24,7.30453333333,7.7722,6.92873333333,12.3191333333,10.2003333333,6.94956428572,12.5986666666,14.292,16.8478333333,18.8193333333,30.3693333333,7.45286666666,9.16280000001
606.58,7.19473333333,7.68686666667,6.85746666667,12.1935333333,10.1056,6.88101428571,12.518,14.1376,16.86725,18.7341666667,30.4138666666,7.4062,9.07719999999
606.91,7.061,7.5998,6.77193333334,12.0305333333,9.95786666667,6.77062619047,12.4345333333,13.9666,16.8628333333,18.6150833334,30.4001333333,7.3306,8.97966666667
607.25,6.96926666667,7.55553333333,6.76146666667,11.9329333333,9.8648,6.73404761905,12.4042,13.8692,16.935,18.53525,30.4793333333,7.33853333333,8.9784
607.58,6.87486666667,7.48566666667,6.73226666667,11.8154,9.75573333333,6.67764761905,12.3508,13.714,16.97225,18.4581666667,30.5377333333,7.303,8.95179999999
607.92,6.69886666667,7.32666666667,6.59333333333,11.5958,9.56300000001,6.51634523809,12.2052666667,13.4946666667,16.9524166666,18.267,30.5019333334,7.17153333333,8.81526666667
608.25,6.53753333333,7.18973333333,6.45186666667,11.3829333333,9.36493333334,6.37635714286,12.0878,13.3115333333,16.9086666666,18.073,30.4761333333,7.06973333333,8.67373333333
608.59,6.39066666667,7.0696,6.32386666667,11.2058666667,9.18106666666,6.22784523809,11.946,13.1160666667,16.8325833334,17.9173333333,30.4474,6.9578,8.5356
608.92,6.18406666667,6.90126666667,6.13546666667,10.967,8.95380000001,6.02551666667,11.7521333333,12.8856666667,16.7255,17.7168333333,30.3791333333,6.7864,8.338
609.26,5.9722,6.72413333333,5.96233333333,10.7464,8.75560000001,5.83398809524,11.5527333333,12.6066,16.5913333333,17.4766666667,30.2159333333,6.65013333333,8.1426
609.59,5.83766666667,6.60713333333,5.83106666667,10.5758666667,8.56846666667,5.7154047619,11.4228666667,12.409,16.5116666667,17.328,30.2004,6.56306666667,8.0046
609.93,5.71726666667,6.48973333333,5.7144,10.4062666667,8.41033333333,5.59528571429,11.3008666667,12.251,16.4601666667,17.1954166666,30.1766666667,6.4452,7.89626666667
610.26,5.60693333333,6.37726666667,5.6382,10.274,8.23266666667,5.46667380953,11.2150666667,12.0816666667,16.4276666667,17.0568333333,30.1670666667,6.34986666666,7.80746666666
610.60,5.51846666666,6.27386666667,5.5284,10.1515333333,8.11226666667,5.36395952381,11.1481333333,11.953,16.4638333333,16.9563333333,30.1505333333,6.274,7.71193333333
610.93,5.39413333334,6.15453333333,5.41726666667,9.96673333333,7.95533333334,5.23655476191,11.0224666667,11.7572,16.4005833333,16.8290833333,30.0562,6.15873333333,7.571
611.27,5.27793333333,6.06713333333,5.31133333333,9.78666666667,7.80613333333,5.13113809524,10.9277333333,11.6101333333,16.3754166667,16.70075,30.0289333333,6.0576,7.4618
611.60,5.19646666667,6.00846666667,5.26126666667,9.6662,7.7054,5.08658095238,10.8804666667,11.4670666667,16.379,16.6091666667,30.0322666667,6.03066666667,7.38473333333
611.93,5.1514,6.0014,5.24906666667,9.58153333333,7.64719999999,5.06478571429,10.8653333333,11.3776666667,16.4356666667,16.5676666666,30.0714,6.01306666667,7.337
612.27,5.13673333333,6.0176,5.2634,9.51633333333,7.61893333334,5.0761547619,10.8991333333,11.3313333333,16.5425,16.5375,30.1284,6.01453333333,7.33293333333
612.60,5.1396,6.02066666667,5.27573333333,9.50553333333,7.59239999999,5.09650952381,10.9826666667,11.2766666667,16.63825,16.52625,30.1877333333,6.03966666667,7.38373333333
612.94,5.1242,6.0412,5.25953333333,9.44973333334,7.55233333334,5.10362619047,11.0008666667,11.2074,16.7519166667,16.5255833333,30.3083333333,6.04066666667,7.374
613.27,5.17726666667,6.1104,5.34373333333,9.46546666667,7.59386666666,5.16447380953,11.1008,11.225,16.95275,16.5739166667,30.4526,6.0932,7.46766666667
613.61,5.16526666667,6.10353333333,5.35473333333,9.43946666667,7.56100000001,5.14190952381,11.1594,11.1333333333,17.0194166667,16.5538333333,30.5068,6.10813333333,7.46786666667
613.94,5.172,6.12393333333,5.3594,9.38493333333,7.56726666667,5.14824523809,11.2205333333,11.1048666667,17.1568333334,16.5584166667,30.581,6.1742,7.4894
614.28,5.21913333333,6.2302,5.4692,9.41113333333,7.62453333334,5.24382619047,11.3548,11.1414666667,17.3058333333,16.6515833334,30.8165333333,6.2734,7.6384
614.61,5.1924,6.24173333333,5.45853333333,9.37113333333,7.56373333334,5.22686428571,11.3422666667,11.0422666667,17.3710833333,16.5991666667,30.8940666667,6.25913333333,7.63473333333
614.94,5.19146666667,6.26613333333,5.4796,9.3468,7.55013333334,5.22592142857,11.3424,10.98,17.4725833333,16.56525,30.9936,6.31933333333,7.64546666667
615.28,5.20366666667,6.294,5.51073333333,9.31366666667,7.50786666667,5.20742857143,11.3737333333,10.9328,17.551,16.5423333334,31.0468666666,6.33373333333,7.6848
615.61,5.20706666667,6.2786,5.54866666666,9.255,7.50126666667,5.18970476191,11.383,10.8525333333,17.6583333333,16.5025833333,31.0952,6.33526666667,7.73413333333
615.95,5.18953333333,6.283,5.60046666667,9.22013333333,7.51086666667,5.18634761905,11.4544,10.8126,17.794,16.5059166667,31.2062,6.3764,7.80933333333
616.28,5.25766666667,6.37886666667,5.69453333333,9.2282,7.55479999999,5.24945476191,11.5348,10.8306,18.0013333333,16.60525,31.3857333333,6.4672,7.88873333333
616.61,5.29713333333,6.41446666667,5.77666666667,9.19946666667,7.56393333333,5.27357142857,11.6092,10.8334,18.10675,16.6475,31.4902,6.4822,7.97386666666
616.95,5.26906666667,6.4222,5.7772,9.129,7.52720000001,5.25116428571,11.6220666667,10.7845333333,18.14775,16.6199166667,31.5806666667,6.51946666667,7.988
617.28,5.2952,6.46606666667,5.82046666667,9.09593333333,7.55573333334,5.28058809524,11.6382,10.7603333333,18.23375,16.60925,31.6363333334,6.5896,8.0228
617.62,5.30953333333,6.5276,5.8778,9.11426666667,7.5698,5.29038571429,11.6964666667,10.7696,18.3480833333,16.613,31.7672666667,6.64946666667,8.0744
617.95,5.30393333334,6.52793333333,5.89793333333,9.05,7.51960000001,5.26838333333,11.6615333333,10.6576,18.3853333334,16.5525,31.7346,6.65053333333,8.00693333333
618.28,5.35826666667,6.58966666667,5.9724,9.0436,7.54846666667,5.3315,11.7376,10.7182666667,18.5683333333,16.6284166667,31.9026666667,6.74346666667,8.08106666667
618.62,5.39226666667,6.6594,6.055,9.09326666667,7.60253333333,5.41450476191,11.8583333333,10.7208,18.6864166667,16.709,32.0129333333,6.7922,8.18946666667
618.95,5.38253333333,6.68206666667,6.0586,9.0454,7.60813333334,5.41421428571,11.895,10.6716,18.7746666666,16.6990833333,32.1362,6.78726666667,8.16446666667
619.28,5.37273333333,6.73786666667,6.0972,9.0228,7.59660000001,5.43852380953,11.942,10.6826,18.84,16.743,32.3091333333,6.83066666667,8.2184
619.62,5.30866666667,6.6822,6.0358,8.9176,7.50613333333,5.37912380953,11.8603333333,10.5643333333,18.8115,16.6306666667,32.2893333333,6.78033333333,8.1452
619.95,5.23266666667,6.66453333333,6.01266666667,8.82793333333,7.43653333334,5.31967619047,11.8056666667,10.4534666667,18.7681666666,16.4838333333,32.2475333333,6.737,8.1038
620.28,5.2708,6.74186666667,6.0744,8.863,7.46106666666,5.35544761905,11.848,10.4664666667,18.8539166667,16.4575,32.2831333333,6.80706666667,8.13173333333
