wavelength,Back_AniLacm,Belly_AniLacm,Breast_AniLacm,Crissum_AniLacm,Crown_AniLacm,DorTail_AniLacm,Patch10_AniLacm,Patch11_AniLacm,Patch12_AniLacm,Patch13_AniLacm,Rump_AniLacm,Throat_AniLacm,WingTip_AniLacm
517.25,11.1738,23.5504,18.4188,23.9610666667,10.6987333333,7.761,11.916,8.7866,13.8911333333,23.4731333333,13.309,17.4015333333,7.8282
517.60,11.1692666667,23.7534666667,18.5682,24.2161333333,10.666,7.75526666667,11.9098,8.75893333333,13.8514666667,23.6078,13.2738,17.5378,7.80886666667
517.95,11.1822,23.9460666667,18.7214,24.4611333333,10.6479333333,7.7554,11.9044666667,8.74686666667,13.8221333334,23.7249333333,13.2586666667,17.6527333333,7.802
518.29,11.1678666667,24.1106666667,18.8505333333,24.6651333333,10.6336666667,7.752,11.892,8.73666666667,13.7663333333,23.8236666667,13.2155333334,17.7735333333,7.79586666667
518.64,11.1406,24.2554,18.9474666667,24.8316,10.5931333333,7.723,11.8479333333,8.68646666667,13.7037333333,23.9002666667,13.1509333333,17.8458666667,7.77133333333
518.99,11.1205333333,24.412,19.0654,25.0395333333,10.5574,7.7208,11.838,8.66666666667,13.6755333333,23.9936666667,13.1130666667,17.9543333333,7.77026666667
519.33,11.1397333333,24.6034,19.1903333333,25.2588,10.547,7.72206666667,11.8388,8.67226666667,13.6496,24.0938,13.0840666667,18.0744,7.7708
519.68,11.1359333333,24.7563333333,19.3006,25.4510666667,10.5182666667,7.70493333333,11.8259333333,8.64546666667,13.6162666667,24.1812,13.0547333333,18.1761333333,7.75873333334
520.02,11.1214666667,24.9339333333,19.4315333333,25.6604666666,10.4952666667,7.6882,11.8136666667,8.64173333333,13.5837333333,24.2907333334,13.0208,18.2880666667,7.75926666667
520.37,11.1257333333,25.1197333333,19.5620666667,25.8910666667,10.4744666667,7.68233333333,11.7980666667,8.61613333333,13.5556,24.4021333333,12.9914,18.4072,7.747
520.72,11.0882666667,25.2682666667,19.6630666667,26.09,10.4287333333,7.65473333333,11.7761333333,8.58893333333,13.5036,24.4881333333,12.9512,18.5090666667,7.75053333333
521.06,11.0975333333,25.4538,19.7953333333,26.2966666667,10.4121333333,7.64953333333,11.7614666667,8.57433333333,13.4652666667,24.6025333333,12.9144666667,18.6420666667,7.73333333333
521.41,11.1221333333,25.6847333333,19.9632,26.5535333333,10.406,7.6606,11.7666,8.58053333333,13.4558,24.7439333333,12.8977333333,18.7986666666,7.74486666667
521.75,11.1126,25.871,20.0804,26.7695333333,10.3860666667,7.65906666666,11.7580666667,8.5698,13.4133333334,24.8808,12.8612,18.9485333333,7.75233333333
522.10,11.1374666667,26.0881333333,20.2226,27.0202,10.3856,7.67146666667,11.7699333333,8.5728,13.409,25.046,12.8461333333,19.1194,7.7708
522.45,11.1652,26.3148666667,20.3931333333,27.2884666667,10.3779333333,7.69673333333,11.7941333333,8.58846666667,13.4079333333,25.1972666667,12.8492,19.3,7.78013333333
522.79,11.1594666667,26.4832666667,20.5046666667,27.4842666667,10.3540666667,7.68506666667,11.7742666667,8.57066666667,13.3602,25.3002666666,12.8138666667,19.4270666667,7.7536
523.14,11.1371333333,26.6372,20.6307333333,27.6562,10.3371333333,7.68066666667,11.7552666667,8.54593333333,13.3115333333,25.4002666667,12.7676,19.5318,7.74766666667
523.48,11.1685333333,26.8332666667,20.7893333333,27.8948666667,10.3448,7.707,11.7618666667,8.562,13.3091333333,25.5472666667,12.7306,19.6800666667,7.76833333333
523.83,11.1714,27.0012,20.9035333333,28.0650666667,10.3263333333,7.71313333333,11.7504,8.53793333333,13.2674666667,25.6231333333,12.6846,19.7933333333,7.76493333333
524.17,11.1655333333,27.1808,21.0258,28.2257333333,10.3136666667,7.73106666666,11.7476666667,8.5392,13.2380666667,25.6954,12.6564666667,19.9184,7.7708
524.52,11.1619333333,27.3454,21.1635333333,28.4007333333,10.3140666667,7.74653333333,11.7486,8.52446666667,13.2035333334,25.7864,12.6183333333,20.0306666667,7.7596
524.87,11.1629333333,27.4761333334,21.2662666667,28.5772,10.2982,7.73893333333,11.7345333333,8.5094,13.154,25.8506666667,12.5739333333,20.1309333333,7.7698
525.21,11.1508666667,27.6166,21.3574,28.7238666667,10.2773333333,7.74693333333,11.7307333333,8.5002,13.1126,25.915,12.5332666667,20.2268666667,7.772
525.56,11.1463333333,27.7804,21.4806666667,28.8700666667,10.2575333333,7.7422,11.7133333333,8.47906666667,13.0691333333,25.9669333333,12.4849333333,20.3254666667,7.76373333333
525.90,11.1478666667,27.9727333333,21.6323333333,29.0692666667,10.2386666667,7.75613333333,11.7086666667,8.4702,13.038,26.0423333333,12.4454,20.4456,7.77106666667
526.25,11.1414,28.1496666667,21.7604,29.2374666667,10.2171333333,7.76353333334,11.7,8.4588,13.0011333333,26.1176666667,12.391,20.5601333334,7.77186666667
526.59,11.1412666667,28.3428666667,21.8974,29.4124666667,10.2106666667,7.77266666667,11.7009333333,8.45246666667,12.9762,26.205,12.3631333333,20.6844,7.7768
526.94,11.1356,28.499,22.0106,29.5796666667,10.1816,7.77813333333,11.6965333333,8.4336,12.9334666667,26.2756,12.3294,20.7934666667,7.77266666666
527.28,11.1073333333,28.6044666667,22.0710666667,29.6796666667,10.1366,7.76093333334,11.6803333333,8.40153333333,12.8843333333,26.3059333333,12.2856666667,20.8702,7.74906666667
527.63,11.1157333333,28.7120666667,22.1574,29.7946666667,10.1327333333,7.77333333333,11.6887333333,8.4018,12.8610666667,26.3609333333,12.2688666667,20.9557333333,7.7592
527.97,11.1124,28.7902666667,22.2276666667,29.8924,10.1163333333,7.7678,11.6812,8.38913333333,12.8353333333,26.3992666667,12.2386,21.0131333333,7.7616
528.32,11.1018,28.8672,22.2718,29.9762,10.0904666667,7.75573333333,11.6579333333,8.3712,12.8055333333,26.4265333334,12.2048,21.0673333333,7.7436
528.66,11.0928,28.9525333333,22.3336666667,30.0579333333,10.0827333333,7.75006666667,11.6490666667,8.3636,12.7857333333,26.4632,12.1897333333,21.1310666667,7.74033333333
529.01,11.0868,29.0221333333,22.3942666667,30.1404,10.0737333333,7.73693333333,11.6377333333,8.3474,12.7613333333,26.4861333333,12.1696666667,21.1914666667,7.73086666667
529.35,11.0713333333,29.1044,22.4502,30.2322666667,10.0577333333,7.72233333333,11.6280666667,8.32506666667,12.7418,26.5226,12.1458,21.245,7.71486666667
529.70,11.0676,29.1798666667,22.5103333333,30.3216,10.0483333333,7.71486666667,11.6170666667,8.3176,12.7234666667,26.5555333333,12.1290666667,21.3048,7.70786666667
530.04,11.062,29.2626666667,22.5761333333,30.4207333333,10.0446,7.70553333333,11.6096,8.30973333333,12.7026666667,26.5928666667,12.12,21.3714,7.71673333333
530.39,11.0652666667,29.3526666667,22.6588,30.5361333333,10.0336666667,7.70286666667,11.6001333333,8.30893333333,12.6828666667,26.6291333333,12.0923333333,21.4476,7.72173333333
530.73,11.0658,29.4574,22.7525333333,30.664,10.0338,7.70073333333,11.5934,8.31266666667,12.6728,26.6885333333,12.0792666667,21.5444,7.73206666667
531.08,11.0704666667,29.5932666667,22.8665333333,30.8091333333,10.0419333333,7.70706666667,11.5836666667,8.31386666667,12.6433333333,26.7488,12.0637333333,21.644,7.74106666667
531.42,11.0576,29.7398666667,22.9814666667,30.9667333333,10.0124,7.69333333334,11.5582666667,8.2944,12.6042666667,26.8117333333,12.031,21.7582,7.73293333333
531.77,11.0568666667,29.8878666667,23.0917333333,31.1092,9.99973333333,7.69366666667,11.5484,8.28353333333,12.5710666667,26.8838,12.0054666667,21.8599333334,7.7282
532.11,11.0680666667,30.043,23.2066666667,31.2490666667,9.99906666667,7.6996,11.562,8.2808,12.5556666667,26.9616666667,11.9965333333,21.9759333333,7.74386666667
532.46,11.0814,30.1868,23.3187333333,31.3904666667,10.0002666667,7.71746666667,11.5674,8.2842,12.5473333333,27.0322666667,11.9784666666,22.0844666667,7.7588
532.80,11.0986,30.3290666667,23.4222,31.5202666667,10.0066666667,7.734,11.5748666667,8.2918,12.5515333333,27.1036,11.9753333333,22.1849333333,7.782
533.15,11.1202666667,30.4382666667,23.5174,31.64,10.0098,7.75446666667,11.5832,8.30866666667,12.5516,27.1591333334,11.9719333333,22.2759333333,7.8108
533.49,11.1301333333,30.5599333333,23.611,31.7475333333,10.0048,7.76926666667,11.5876666667,8.3046,12.5362,27.2202666667,11.9693333333,22.3747333333,7.82146666667
533.84,11.1314666667,30.6685333333,23.6868,31.8375333333,9.98213333332,7.7678,11.5775333333,8.29066666666,12.5007333333,27.2622666667,11.936,22.4552,7.81
534.18,11.1494,30.7858,23.7732,31.9504666667,10.0019333333,7.786,11.5946666667,8.29973333333,12.4965333333,27.3331333333,11.9333333333,22.5574666667,7.82713333333
534.52,11.1676,30.9068,23.8666666667,32.0524666667,10.0063333333,7.79953333333,11.6012666667,8.3026,12.4842,27.3748,11.9227333333,22.6422,7.83433333333
534.87,11.1844,31.0360666667,23.9640666667,32.1733333333,9.99560000001,7.80693333333,11.6077333333,8.30953333333,12.4832,27.431,11.9138666667,22.7446,7.85086666667
535.21,11.1964666667,31.1474666666,24.0324666667,32.2684,10.0084666667,7.8176,11.6138,8.31306666667,12.4758666667,27.4775333334,11.8941333333,22.8256,7.865
535.56,11.2248,31.2966,24.1502666667,32.4189333333,10.0287333333,7.8386,11.6281333333,8.3324,12.4879333333,27.5553333333,11.9008,22.9612,7.89806666667
535.90,11.241,31.3967333333,24.2432666667,32.5306666667,10.0213333333,7.84593333333,11.6191333333,8.3436,12.4756666667,27.5985333333,11.884,23.0448666667,7.91173333333
536.25,11.2595333333,31.5193333333,24.3255333333,32.6385333333,10.0104,7.8538,11.6229333333,8.35313333333,12.4700666667,27.666,11.8869333333,23.1424666667,7.9296
536.59,11.241,31.6120666667,24.3961333333,32.7372666667,9.98326666667,7.84346666667,11.6035333334,8.33893333333,12.4260666667,27.7208,11.8401333333,23.218,7.9302
536.93,11.2305333333,31.7063333333,24.4689333333,32.8192666667,9.96266666667,7.8394,11.5856,8.323,12.3809333333,27.7725333333,11.7982,23.2943333333,7.92173333333
537.28,11.2146666667,31.7756666667,24.5110666667,32.8880666667,9.92793333334,7.80153333333,11.5504666667,8.29193333333,12.3284,27.7914666667,11.7392666667,23.344,7.9044
537.62,11.2119333333,31.8680666667,24.5883333333,32.9943333333,9.91953333335,7.8024,11.5401333333,8.29006666667,12.3218666667,27.8399333333,11.7261333333,23.4288,7.90633333333
537.97,11.1775333333,31.9575333333,24.648,33.0646,9.85879999999,7.76713333333,11.4846,8.23353333333,12.2514,27.8524,11.6546,23.4639333333,7.87573333333
538.31,11.1742666667,32.1019333333,24.7436,33.2002,9.82673333335,7.76066666667,11.4678,8.22,12.2208666667,27.9311333333,11.6136666667,23.5781333333,7.86633333333
538.65,11.1446666667,32.2236666667,24.8378666667,33.3000666667,9.80799999999,7.743,11.4428666667,8.1756,12.1742,27.9758666667,11.5638666667,23.6513333333,7.85746666667
539.00,11.1284,32.3540666667,24.9413333333,33.4100666667,9.76486666666,7.72273333333,11.4172666667,8.13693333333,12.1262,28.0295333333,11.5206,23.7521333333,7.83166666667
539.34,11.1056,32.4781333333,25.0149333333,33.507,9.73426666667,7.70246666667,11.3987333333,8.10646666667,12.0716,28.0779333333,11.4586,23.8355333333,7.8026
539.69,11.0865333333,32.6059333333,25.1152,33.5903333333,9.712,7.6984,11.3828666667,8.08626666667,12.0381333333,28.1211333333,11.4257333333,23.9458666667,7.79826666666
540.03,11.0562,32.6496666667,25.1538666666,33.6281333333,9.67506666667,7.6834,11.3459333333,8.04686666667,11.9842666667,28.0872666667,11.3534666667,23.9769333333,7.77546666667
540.37,11.0348,32.7226666667,25.2080666667,33.6562666667,9.64273333333,7.6702,11.3245333333,8.01886666667,11.9392,28.0879333333,11.3143333333,24.0246,7.74533333333
540.72,11.0009333333,32.7612,25.226,33.6726,9.59780000001,7.63906666667,11.2905333333,7.97706666667,11.8808666667,28.0670666667,11.2716666667,24.0570666667,7.7108
541.06,10.9619333333,32.7894,25.2356666667,33.6726,9.56013333333,7.61553333333,11.2549333333,7.94246666667,11.8291333333,28.0306666667,11.2225333334,24.0656,7.67873333333
541.40,10.9357333333,32.8407333333,25.2621333333,33.6958,9.52766666667,7.59526666667,11.2267333333,7.91066666667,11.7794666667,28.0210666667,11.1754,24.088,7.65433333333
541.75,10.9276666667,32.9007333333,25.3016666667,33.7403333333,9.50146666667,7.58993333333,11.2144,7.90413333333,11.7527333333,28.0392,11.1524,24.1481333333,7.63886666667
542.09,10.9014,32.9102666667,25.3012,33.7453333333,9.46666666666,7.55473333333,11.1660666667,7.8538,11.7010666667,28.0083333333,11.1029333333,24.1472,7.6108
542.43,10.8908,32.9582,25.3273333333,33.7897333333,9.43666666667,7.53446666667,11.1382666667,7.83733333333,11.6662,28.0188,11.062,24.2020666667,7.5866
542.78,10.8802,33.0013333333,25.36,33.8419333333,9.41200000001,7.50493333334,11.1061333333,7.81686666666,11.6351333333,28.0114,11.0271333333,24.2342,7.57306666667
543.12,10.8663333333,33.0482,25.3941333333,33.8803333333,9.366,7.47766666667,11.0636666667,7.78446666667,11.6039333333,28.0046,10.9896666667,24.2680666667,7.55346666667
543.46,10.8636,33.1074,25.4426,33.9592,9.33820000001,7.45653333333,11.0366666667,7.76646666667,11.572,28.0171333333,10.9583333333,24.3075333333,7.53866666667
543.81,10.8784666667,33.2182,25.5307333333,34.0455333333,9.32999999999,7.45253333334,11.0388666667,7.7644,11.5486666667,28.0729333334,10.9554666667,24.3827333333,7.54146666667
544.15,10.8864,33.3215333333,25.6083333333,34.1652,9.32840000001,7.447,11.0268666667,7.7624,11.5372666667,28.1192,10.9465333333,24.466,7.5576
544.49,10.9298,33.4881333333,25.7392666667,34.3110666667,9.36786666667,7.4904,11.0504666667,7.80766666667,11.5676,28.2052666667,10.9570666667,24.5846666667,7.6034
544.84,10.9668,33.6388666667,25.8682666667,34.4664,9.38766666667,7.534,11.0882666667,7.8444,11.5864,28.306,10.9632666667,24.7138,7.64073333334
545.18,11.0093333333,33.7964666667,25.9964666667,34.6298666667,9.42846666665,7.58366666667,11.1216666667,7.8812,11.6152666667,28.4112666667,10.9858666667,24.8622666667,7.69513333333
545.52,11.0388,33.9313333333,26.1028666667,34.7667333333,9.46399999999,7.61053333333,11.1544,7.9066,11.6369333333,28.4745333333,11.0004666667,24.979,7.74393333333
545.87,11.0802,34.0968666667,26.2411333333,34.9048666666,9.51026666667,7.6706,11.2063333333,7.97033333333,11.6761333333,28.5742,11.0326,25.1394,7.8002
546.21,11.1148,34.2564666667,26.3849333333,35.0516,9.54993333335,7.71913333334,11.2334,7.99973333333,11.6925333334,28.6609333333,11.0643333333,25.2580666667,7.8514
546.55,11.1548,34.423,26.5254,35.1877333333,9.59313333333,7.7824,11.2767333333,8.05653333333,11.7276,28.7738666667,11.1006666667,25.3832666667,7.91113333333
546.90,11.1781333333,34.51,26.6149333333,35.2718666667,9.64546666667,7.82246666667,11.3100666667,8.0788,11.7367333333,28.8254666667,11.1164,25.4746666667,7.95353333333
547.24,11.2060666667,34.6390666667,26.6952666667,35.3736666667,9.68046666666,7.87446666667,11.3390666667,8.11086666667,11.7532,28.8946666667,11.1196666667,25.5776,7.99186666667
547.58,11.2148,34.7978,26.8128666667,35.5359333333,9.69500000001,7.90566666667,11.3686666667,8.13673333333,11.791,28.9838,11.1399333333,25.7168,8.00506666667
547.92,11.2438,34.935,26.9107333333,35.6472666667,9.71626666667,7.93253333333,11.3834,8.167,11.8092666667,29.0592666667,11.1402666667,25.8297333333,8.02653333333
548.27,11.2601333333,35.0450666667,27.0008,35.7471333333,9.71153333333,7.9384,11.3819333333,8.15846666667,11.8101333333,29.1141333333,11.1389333333,25.9457333333,8.04966666667
548.61,11.2980666667,35.2278,27.1212,35.9143333333,9.74913333333,7.9532,11.3916666667,8.17806666667,11.8362,29.2138666667,11.162,26.0869333333,8.07573333333
548.95,11.2950666667,35.3364,27.2038,35.9869333333,9.7328,7.9246,11.3763333333,8.1718,11.8206,29.233,11.1420666666,26.1588666667,8.06173333333
549.29,11.2988666667,35.4238666667,27.2726,36.0462666667,9.72660000001,7.928,11.3527333333,8.1646,11.8048,29.2698,11.1386,26.2230666667,8.06833333333
549.64,11.2643333333,35.5435333333,27.362,36.156,9.68833333335,7.8872,11.3213333333,8.14046666667,11.7618666667,29.3038,11.0864666667,26.3,8.03746666667
549.98,11.2201333333,35.6014666667,27.3662666667,36.1722666667,9.62973333334,7.8458,11.2777333333,8.10253333333,11.7338,29.2932666666,11.0328666667,26.3486,7.97373333333
550.32,11.1932666667,35.7284666667,27.4478,36.2488,9.61046666667,7.8396,11.2686,8.074,11.7129333333,29.3210666667,11.013,26.4646666667,7.9564
550.66,11.2065333333,35.8628,27.55,36.3534,9.60746666666,7.86853333333,11.2878666667,8.089,11.7118666667,29.3854666667,11.0043333333,26.5838,7.9614
551.01,11.1888,35.9263333333,27.6152666667,36.388,9.58106666665,7.82946666667,11.2735333333,8.06786666666,11.6982666667,29.4078666667,10.9859333333,26.6435333333,7.9584
551.35,11.1702666667,35.9810666667,27.6366,36.3947333333,9.56059999999,7.81946666666,11.2231333333,8.0276,11.6556,29.4244,10.9286,26.6731333333,7.91833333333
551.69,11.1598666667,36.0197333333,27.691,36.4209333333,9.54046666665,7.82253333333,11.2097333333,8.00233333333,11.6324,29.4278666667,10.9130666667,26.7205333333,7.91006666667
552.03,11.1607333333,36.0928666667,27.7541333333,36.5208666667,9.54846666668,7.84426666667,11.2399333333,8.0178,11.6194666667,29.4573333333,10.9008666667,26.7791333333,7.90593333333
552.38,11.1134666667,36.0953333333,27.7628,36.5124,9.51193333333,7.822,11.2101333333,7.9766,11.5734,29.4286666666,10.8414666667,26.7821333333,7.88213333333
552.72,11.1166666667,36.1751333333,27.8237333333,36.5596,9.50773333334,7.8376,11.2193333333,7.9794,11.5624,29.464,10.8344666667,26.8595333333,7.90733333333
553.06,11.1364,36.3390666667,27.9538,36.6894,9.51546666666,7.87426666667,11.2457333333,7.99446666667,11.5939333333,29.5412666667,10.8492,26.9911333333,7.9198
553.40,11.1397333333,36.3839333333,27.9676666667,36.6913333333,9.51180000001,7.8812,11.2388,7.9786,11.5812,29.5462666667,10.8365333333,27.0308,7.92966666667
553.74,11.1996666667,36.5152,28.0814666667,36.7915333333,9.56906666666,7.93466666667,11.2886666667,8.03413333333,11.6002,29.6157333333,10.8682666667,27.1326666667,7.99933333333
554.09,11.2278666667,36.5278,28.0986666667,36.8112,9.5884,7.96366666667,11.2916666667,8.04046666667,11.6006666667,29.6070666667,10.8604666667,27.1638666667,8.02533333333
554.43,11.2121333333,36.5955333333,28.1418666667,36.837,9.55766666667,7.9494,11.2738,8.03133333333,11.5732666667,29.6066666666,10.8513333333,27.2128666667,8.0362
554.77,11.2181333333,36.6996,28.2116666667,36.935,9.57466666668,7.98026666667,11.2802,8.01846666667,11.5424,29.6286666667,10.8464666667,27.319,8.04966666667
555.11,11.2806666667,36.8929333333,28.3692,37.115,9.643,8.0342,11.3576666667,8.08013333333,11.5972,29.7391333333,10.917,27.4847333333,8.15353333333
555.45,11.3148666667,37.0474666667,28.4905333334,37.2575333334,9.66253333334,8.07086666667,11.3972666667,8.0928,11.6126,29.8074666667,10.9248666667,27.6206,8.18526666667
555.80,11.3204,37.1648,28.5644666667,37.3033333333,9.65813333334,8.0654,11.3759333333,8.078,11.5798666667,29.8572666667,10.9241333333,27.7127333333,8.19493333333
556.14,11.3599333333,37.3128666667,28.6812,37.4247333333,9.68966666667,8.11946666667,11.4277333333,8.12606666667,11.6136,29.9214666667,10.9670666667,27.8598,8.23706666667
556.48,11.4344,37.455,28.8165333333,37.5622666667,9.76120000001,8.2166,11.4988666667,8.18493333333,11.6821333333,30.012,11.0336666667,27.9893333333,8.30193333333
556.82,11.4556666667,37.4843333333,28.8454666667,37.6103333333,9.79380000001,8.23346666667,11.5116666667,8.19806666667,11.6933333333,30.0438,11.0434666667,28.0374666667,8.34033333333
557.16,11.4629333333,37.6074,28.9647333333,37.7488666667,9.79453333332,8.27093333333,11.5364666667,8.19493333333,11.6972666667,30.0963333333,11.0591333333,28.1564,8.34526666667
557.50,11.4531333333,37.6407333333,29.0031333333,37.7934666667,9.78073333333,8.26326666667,11.5188,8.189,11.6718,30.1181333333,11.0329333333,28.1965333333,8.34693333333
557.85,11.4602,37.7442,29.1151333333,37.8610666667,9.798,8.2818,11.5482,8.2176,11.6820666667,30.1808666667,11.0316,28.2904666667,8.3734
558.19,11.4439333333,37.7974,29.1715333333,37.9269333333,9.78326666667,8.27833333333,11.5432666667,8.20733333333,11.6762666667,30.1816666667,10.9955333333,28.3487333334,8.37593333333
558.53,11.41,37.8399333333,29.1930666666,37.9304666667,9.74393333333,8.2446,11.4958,8.17446666667,11.6600666667,30.1552666667,10.9478666667,28.3708,8.34926666667
558.87,11.3479333333,37.8171333333,29.1763333333,37.8996666667,9.67106666667,8.19573333333,11.433,8.106,11.5748666667,30.0764666667,10.8622,28.3622666667,8.278
559.21,11.3300666667,37.8862,29.2260666667,37.9473333333,9.66379999999,8.2028,11.4283333333,8.10786666666,11.5416,30.0837333333,10.8528,28.4194666667,8.28293333333
559.55,11.3131333333,37.8830666667,29.2213333333,37.9538,9.62020000001,8.20926666667,11.3886,8.09473333333,11.523,30.0388,10.8361333333,28.429,8.27253333333
559.89,11.2566666667,37.8764666667,29.2115333333,37.9268,9.55066666667,8.166,11.3200666667,8.02826666667,11.443,29.9780666667,10.7688,28.4366,8.2266
560.23,11.1848666667,37.8869333333,29.2038666667,37.8918666667,9.46386666667,8.0906,11.2223333333,7.95606666667,11.358,29.9274666667,10.6765333333,28.4287333333,8.1484
560.58,11.1164,37.9262,29.2300666667,37.8731333333,9.39473333333,8.04646666667,11.1744666667,7.90806666667,11.2710666667,29.8698666667,10.5990666666,28.4366,8.10833333333
560.92,11.1055333333,37.9826,29.2543333333,37.9017333333,9.38733333335,8.041,11.1446,7.89826666667,11.2447333333,29.8576666667,10.5726,28.4441333333,8.11306666667
561.26,11.0756666667,38.0588666667,29.2870666667,37.9459333333,9.35933333335,8.0362,11.1064,7.8708,11.2210666667,29.8434666667,10.5296,28.5026666667,8.0834
561.60,11.1002,38.1709333333,29.3756,38.0492,9.35373333333,8.05726666667,11.1103333333,7.87933333333,11.2144666667,29.8846,10.5353333333,28.6120666667,8.0888
561.94,11.0964,38.212,29.3894666667,38.0394,9.35266666667,8.0584,11.0688666667,7.86406666667,11.1839333333,29.871,10.5116,28.6478,8.07
562.28,11.1344666667,38.3879333334,29.512,38.1830666667,9.39939999999,8.11166666667,11.1130666667,7.89346666667,11.2120666667,29.9686666667,10.5355333333,28.7844666666,8.10466666667
562.62,11.1484666667,38.4847333333,29.6130666667,38.2604,9.4302,8.1518,11.1410666667,7.91906666667,11.236,30.0330666667,10.5402666667,28.8813333333,8.15606666667
562.96,11.1744666667,38.5613333333,29.6805333333,38.3000666667,9.45226666667,8.19373333333,11.145,7.93,11.2716666667,30.0548,10.5527333333,28.9766666667,8.20493333333
563.30,11.1972666667,38.7160666667,29.8161333333,38.4249333333,9.51106666666,8.22753333333,11.2157333333,7.97673333333,11.3159333333,30.1521333333,10.5812,29.1212,8.26346666667
563.64,11.2528666667,38.8782,29.9528666667,38.5474666667,9.55513333334,8.27373333333,11.2580666667,8.0034,11.3603333333,30.2521333333,10.607,29.263,8.31373333333
563.99,11.2662666667,38.9369333333,29.9978666667,38.6447333333,9.55573333333,8.29253333334,11.2774666667,8.00466666667,11.3660666667,30.2673333333,10.6035333333,29.3345333334,8.35986666667
564.33,11.2553333333,38.9963333333,30.0254666667,38.6778666667,9.53626666667,8.288,11.2479333333,7.98206666667,11.3459333333,30.2712,10.5850666667,29.3717333333,8.34386666667
564.67,11.281,39.1062,30.1133333333,38.7239333333,9.53560000001,8.2956,11.2658666667,8.00826666667,11.3631333333,30.3238666667,10.5924666667,29.4819333333,8.3734
565.01,11.2905333333,39.1686666667,30.1802666667,38.7486666667,9.54866666666,8.30933333333,11.2909333333,7.9994,11.3625333333,30.3530666667,10.6015333333,29.5399333333,8.39913333333
565.35,11.2154666667,39.1975333333,30.15,38.753,9.49226666667,8.2492,11.2188,7.93686666667,11.2947333333,30.3082666667,10.528,29.5367333333,8.34993333334
565.69,11.2461333333,39.3263333333,30.2576,38.8604666667,9.49053333334,8.283,11.2476666667,7.95086666667,11.302,30.3702,10.5363333333,29.6374,8.3716
566.03,11.2706,39.3756,30.334,38.8817333333,9.49606666667,8.29953333333,11.281,7.99173333333,11.3175333333,30.389,10.5688666667,29.6764666667,8.4142
566.37,11.241,39.4002,30.3253333333,38.8502,9.42873333334,8.25566666667,11.2151333333,7.9498,11.236,30.339,10.5119333333,29.6808666667,8.36573333333
566.71,11.206,39.4081333333,30.3317333333,38.8547333333,9.37726666665,8.20813333333,11.1619333333,7.91253333333,11.1725333333,30.3145333333,10.4482666667,29.6524,8.30513333334
567.05,11.1721333333,39.4329333333,30.3328,38.8415333333,9.33566666666,8.16913333333,11.1151333333,7.86126666667,11.1254,30.2743333333,10.3882666667,29.6637333333,8.27073333333
567.39,11.1529333333,39.4557333333,30.346,38.8552,9.31606666666,8.13826666667,11.0697333333,7.832,11.0774,30.2428666667,10.3500666667,29.6484,8.24313333333
567.73,11.1558666667,39.5623333333,30.4354,38.9008666667,9.32573333333,8.1486,11.0737333333,7.84206666667,11.0734666667,30.2724666667,10.3404,29.7173333333,8.23226666667
568.07,11.1967333333,39.6566,30.5229333333,39.0062,9.35086666668,8.19406666667,11.1235333333,7.88666666667,11.0968,30.3299333333,10.3674,29.8200666667,8.2768
568.41,11.23,39.7408666667,30.6033333333,39.08,9.37839999999,8.22933333333,11.1603333333,7.91686666667,11.1131333333,30.3738666667,10.3764666667,29.9222666667,8.306
568.75,11.2308,39.8590666667,30.6946,39.1591333333,9.35799999999,8.24326666667,11.1566666667,7.9202,11.106,30.3991333333,10.3754,30.0064,8.31293333333
569.09,11.2716666667,39.905,30.7587333333,39.1800666667,9.36986666667,8.27773333333,11.1780666667,7.93833333333,11.1248666667,30.4058666667,10.3933333333,30.0610666666,8.33886666667
569.43,11.2884666667,39.9659333334,30.8078,39.2282666667,9.39513333333,8.3112,11.1968666667,7.96986666666,11.1302,30.4115333333,10.4092666667,30.1274666667,8.37193333333
569.77,11.2575333333,40.0087333333,30.8286666667,39.2288666667,9.37486666666,8.304,11.1564,7.94513333333,11.0776,30.3937333333,10.3799333333,30.1811333333,8.3598
570.11,11.2712,40.0980666667,30.9055333333,39.2835333333,9.40486666668,8.34393333333,11.1834,7.97613333334,11.1152,30.4055333333,10.4022666667,30.2494,8.3994
570.45,11.283,40.2068666667,30.9725333333,39.3656666667,9.42460000001,8.37433333333,11.2044,7.99706666667,11.1269333333,30.4548,10.4233333333,30.3470666667,8.4348
570.79,11.2589333333,40.2288,30.9849333333,39.3675333334,9.39226666667,8.36126666667,11.1582,7.98746666667,11.072,30.4054,10.3816,30.3410666667,8.41293333334
571.13,11.2651333333,40.2946,31.0438,39.4078,9.39406666666,8.3854,11.1896,8.021,11.1,30.4134,10.3946666667,30.4288666667,8.443
571.47,11.2652666667,40.3708,31.0842666667,39.4587333333,9.37013333335,8.38213333333,11.1829333333,7.99993333333,11.0752666667,30.432,10.3850666667,30.5146,8.43646666667
571.81,11.2584666667,40.4176666667,31.1338666666,39.4641333333,9.3604,8.389,11.1550666667,7.98426666667,11.0639333333,30.4284666667,10.3636,30.5602666667,8.43406666667
572.15,11.2668666667,40.497,31.184,39.5352666667,9.36746666665,8.40586666667,11.1348666667,7.9794,11.0546666667,30.4634,10.3866,30.5980666667,8.44533333333
