wavelength,Back_SicLuaf,Belly_SicLuaf,Breast_SicLuaf,Crissum_SicLuaf,Crown_SicLuaf,DorTail_SicLuaf,Patch10_SicLuaf,Rump_SicLuaf,Throat_SicLuaf,WingTip_SicLuaf
543.12,15.1963333333,42.5767,31.0296333333,39.0582761905,13.6203333333,10.4384,21.6270666667,22.7126133333,27.5143333333,11.3348333333
543.46,15.2388,42.6679,31.0712,39.1443761905,13.6536666667,10.4544,21.6818333333,22.76726,27.5601333333,11.3857666667
543.81,15.2995333333,42.7864,31.1134333333,39.240952381,13.7109333334,10.4779333333,21.7432666667,22.8305133333,27.6095333334,11.415
544.15,15.3521333333,42.9117,31.1875666667,39.3649047619,13.7742333333,10.5296666667,21.8089666667,22.8993133333,27.6814666667,11.4630666667
544.49,15.3994666667,42.9913333333,31.2337333333,39.4327333333,13.8142333333,10.55,21.8244666667,22.93654,27.7398666667,11.5133333333
544.84,15.4224666667,43.0458,31.2458,39.4814238095,13.8174666667,10.5607333333,21.8276666667,22.9569733333,27.7546,11.5203
545.18,15.435,43.1021,31.2701666667,39.5077190476,13.8256666667,10.5805333333,21.8526666667,23.00508,27.7821333333,11.5437666667
545.52,15.4986,43.1941,31.3119333333,39.5831190476,13.8906,10.6304666667,21.9240666667,23.0644866667,27.8698666667,11.6023666667
545.87,15.5232666667,43.281,31.3566,39.6227476191,13.9106,10.6334,21.9696333333,23.09076,27.9092,11.6267
546.21,15.4982,43.2878666667,31.3418,39.6001523809,13.8824333333,10.6077333333,21.9456666667,23.0865,27.882,11.6141
546.55,15.4893333333,43.2651666667,31.3201333333,39.5970142857,13.8744666667,10.6232666667,21.9494333333,23.0981666667,27.8794,11.6311
546.90,15.5425333333,43.3109666667,31.3702666667,39.6496809524,13.9141333333,10.6651333333,21.9918333333,23.1688666667,27.9394666667,11.6878333333
547.24,15.572,43.4083333333,31.4323,39.7258761905,13.9565333333,10.6859333333,22.0250666667,23.22028,27.9746666667,11.6957666667
547.58,15.5684,43.4328,31.4621666667,39.7376190476,13.9559666667,10.6731333333,22.0485666667,23.23932,28.0058,11.7155666667
547.92,15.5959333333,43.4839666667,31.4876333333,39.7545428571,13.9732,10.6746666667,22.0701,23.2642266667,28.0111333333,11.745
548.27,15.6532,43.5903333333,31.5536333333,39.8429380952,14.0474,10.7325333333,22.1779,23.3359533333,28.0711333333,11.7849666667
548.61,15.7293333333,43.6981666667,31.6437,39.9534476191,14.1248,10.8024,22.2874,23.4155,28.1549333333,11.8778
548.95,15.8130666667,43.8251333333,31.7457666667,40.0689714286,14.2164,10.8601333333,22.3777666667,23.4954866667,28.2386,11.9516333333
549.29,15.8282666667,43.9070333333,31.7744666667,40.1269904762,14.2492,10.8584,22.4136,23.5488066667,28.2546,11.9557666667
549.64,15.8506,44.0130666667,31.8458666667,40.2569904762,14.2837666667,10.8916666667,22.4612333333,23.6217533333,28.3037333333,11.9855
549.98,15.9168,44.0954333333,31.9235666667,40.3785571429,14.3560666667,10.9378666667,22.5574333333,23.6850466667,28.397,12.0386
550.32,15.996,44.2481,32.0569333333,40.5351380952,14.4350666666,10.9682666667,22.6487,23.7587933333,28.5096,12.0841
550.66,15.9716666667,44.2816333333,32.0656666667,40.5689809524,14.4056,10.9558666667,22.6565,23.7534466667,28.4838,12.045
551.01,15.9464666667,44.2013,32.0258333333,40.5202380952,14.3731666667,10.9308666667,22.6287,23.7109866667,28.4438,12.0219333333
551.35,15.9464666667,44.2254333333,32.0357666667,40.5919952381,14.3665333333,10.9246,22.6307666667,23.7375333333,28.457,12.0212666667
551.69,15.9836666667,44.2717333333,32.0749333333,40.6703142857,14.4223333333,10.9600666667,22.7015333333,23.8043533333,28.5200666667,12.0500333333
552.03,15.9926666667,44.3114666667,32.1167333333,40.7436761905,14.4255666666,10.9337333333,22.7127333333,23.8291133333,28.5574,12.0523
552.38,16.004,44.3667,32.1369,40.793,14.4249333333,10.9156,22.7312666667,23.86446,28.6007333333,12.0397
552.72,16.0133333333,44.3678333333,32.1154,40.8214285714,14.4218,10.9106666667,22.7482333333,23.87248,28.5890666667,11.9948333333
553.06,15.9854666667,44.3789,32.1165,40.8368857143,14.3934333333,10.8928666667,22.7387333333,23.8530466667,28.5976666667,11.9823666667
553.40,16.0128666667,44.3881,32.1356333333,40.8565571429,14.4107,10.9082,22.7636333333,23.8573533334,28.6238,11.9891
553.74,16.0396,44.4858666667,32.1829666667,40.9248714286,14.4267333333,10.9355333333,22.7863,23.8894733333,28.663,12.0208
554.09,16.0434666667,44.5546,32.2296666667,40.9560666667,14.446,10.9590666667,22.8121333333,23.9432733333,28.6826666667,12.0415666667
554.43,16.091,44.6106,32.2686666667,41.0057047619,14.5050666667,11.0169333333,22.8302333333,23.9885866667,28.7457333333,12.1062
554.77,16.1796,44.7512,32.3653,41.140947619,14.5702,11.0974,22.9302333333,24.0948533333,28.8398,12.2115333333
555.11,16.2646666667,44.8263,32.4492,41.2320904762,14.6338666667,11.1674666667,23.0041333333,24.1556466667,28.8940666667,12.2982333333
555.45,16.3078666667,44.9221333333,32.5089666667,41.3517142857,14.6882666667,11.2416666667,23.0619333333,24.2231133333,28.973,12.3296333333
555.80,16.3056666667,45.0031333333,32.5280666667,41.4133571429,14.6684,11.2538666667,23.0742333333,24.23228,29.0007333333,12.3247333333
556.14,16.3155333333,45.0180333333,32.5418333333,41.4160857143,14.6942333333,11.2670666667,23.0695666667,24.2384733333,28.9630666667,12.3089333333
556.48,16.3121333333,45.0515,32.5622666667,41.4241095238,14.6972,11.2859333333,23.0839,24.2434133334,29.018,12.3504
556.82,16.3702,45.0616,32.5841,41.4380809524,14.7324333333,11.3361333333,23.13,24.28838,29.0431333333,12.3567666667
557.16,16.4014666667,45.1106,32.6058,41.4807857143,14.7803333333,11.3737333333,23.1647666667,24.3553933333,29.0904666667,12.3769333333
557.50,16.4190666667,45.0894,32.5926666667,41.4920666667,14.7977333333,11.3785333333,23.1938333333,24.37574,29.0698,12.3627333333
557.85,16.4320666667,45.0667666667,32.5499666667,41.4718095238,14.7960666666,11.3735333333,23.1842666667,24.3697333333,29.0616,12.3729666667
558.19,16.4283333334,45.0309666667,32.5361666667,41.4535380952,14.7816666667,11.3340666667,23.2007333333,24.3590266667,29.0342,12.3221666667
558.53,16.4012666667,45.0068333333,32.4819666667,41.4093238095,14.7672666667,11.3039333333,23.1803333333,24.3221066667,29.0035333333,12.2754333333
558.87,16.3786666667,44.9864,32.4382,41.367,14.7484333333,11.2920666667,23.1584666667,24.3048333333,29.009,12.2136
559.21,16.3578,44.9616666667,32.4148666667,41.3098238095,14.7003,11.2421333333,23.1111,24.27384,28.9509333333,12.1818333333
559.55,16.4115333333,44.9695333333,32.4495666667,41.3428619048,14.7423333333,11.2597333333,23.1692333333,24.3317533333,28.9898,12.2119
559.89,16.4009333333,44.9818,32.4876333333,41.4117904762,14.7394,11.2910666667,23.1809,24.3483866667,28.9951333333,12.2309666667
560.23,16.4533333333,45.0106,32.5526333333,41.5074761905,14.7773333333,11.3242,23.2472333333,24.4072866667,29.0048666667,12.2561333333
560.58,16.4743333333,45.1110333333,32.5936,41.5800285714,14.8245,11.3434,23.2789666667,24.4579,29.0332,12.3013
560.92,16.4737333333,45.1106,32.6180666667,41.5879238095,14.8005333333,11.3516666667,23.2799333333,24.45718,29.0137333333,12.2956
561.26,16.4557333333,45.107,32.6119666667,41.5877857143,14.7679666667,11.3348,23.2650666667,24.45952,29.0140666667,12.2676666667
561.60,16.4858666667,45.1958,32.6838333333,41.7114571429,14.796,11.3682,23.3330666667,24.52364,29.0576666667,12.2936
561.94,16.5419333333,45.2939333333,32.7470666667,41.8007238095,14.8387,11.4244,23.3897,24.5882733333,29.1335333333,12.3615666667
562.28,16.5784666667,45.3727666667,32.8527333333,41.9051571428,14.8962333333,11.4768666667,23.4412,24.6627266667,29.2059333333,12.4029666667
562.62,16.6184,45.4538333333,32.8961333333,41.9754904762,14.9294666667,11.5107333333,23.4929,24.7087133333,29.2416666667,12.4564666667
562.96,16.6664666667,45.4916666667,32.9096666667,42.0309333333,14.9523,11.5295333333,23.5640666667,24.7519733333,29.2906,12.4788
563.30,16.691,45.5233666667,32.9333666667,42.0707666667,14.9819666667,11.5638666667,23.5936,24.78022,29.3077333333,12.5181
563.64,16.7234666667,45.5941666667,32.9593,42.0953142857,14.983,11.5722666667,23.6362333333,24.8106266667,29.344,12.5267
563.99,16.7074666667,45.6209666667,32.9243333333,42.0478714286,14.9752,11.5650666667,23.5925333333,24.8025866667,29.3318666667,12.5195666667
564.33,16.7366666667,45.6581,32.956,42.0971047619,14.9822,11.5773333333,23.6103666667,24.8250733333,29.3435333333,12.5595
564.67,16.7821333334,45.7729,33.0107666667,42.1987523809,15.0269666667,11.5924,23.6718666667,24.8830266667,29.4274,12.6241333333
565.01,16.8236,45.7936666667,33.0067,42.1821809524,15.0710666667,11.6162,23.6817333333,24.88714,29.4276666667,12.6716333333
565.35,16.8022,45.785,32.9671666667,42.1373142857,15.0489333334,11.6116666667,23.6352333333,24.8550066667,29.4028,12.6503333333
565.69,16.8245333333,45.8381666667,32.9920666667,42.1882,15.0685666667,11.6226,23.6690333333,24.8859133333,29.4234,12.6509333333
566.03,16.9292666667,46.0052333333,33.0977666667,42.329,15.1628333333,11.7046666667,23.7693,25.0002466667,29.5354666667,12.746
566.37,16.8734,45.9982333333,33.0733666667,42.3082809524,15.1192,11.6478,23.7431333333,24.9763733333,29.4996,12.7179333333
566.71,16.8509333333,46.0124666667,33.0651333333,42.2932142857,15.0966666667,11.602,23.7227,24.9669466667,29.4731333333,12.6881666667
567.05,16.8358666667,46.0241333333,33.0527,42.2846619048,15.0745666667,11.5826,23.7118333333,24.9547666667,29.4596,12.6816333333
567.39,16.8412666667,46.0404333333,33.0425333333,42.2978904762,15.0857333333,11.5724,23.7191666667,24.9857066667,29.4651333333,12.6963
567.73,16.8394666667,46.0422,33.0672333333,42.3439714286,15.0808,11.5556,23.7467,24.9819266667,29.4797333333,12.6865
568.07,16.8246666667,46.0802333333,33.0668666667,42.3542428571,15.0609,11.5342666667,23.7454666667,24.98254,29.4837333333,12.6510666667
568.41,16.7810666667,46.0072,33.0276333333,42.3096761905,15.0336333333,11.507,23.7135333333,24.9605733333,29.4127333333,12.6017
568.75,16.7508,46.0239333333,33.0295333333,42.3838952381,15.0066666667,11.4691333333,23.7334,24.97802,29.4456,12.5895
569.09,16.7596,46.0511333333,33.0627666667,42.4252952381,15.0254333333,11.4827333333,23.7844,25.01688,29.4632,12.6166
569.43,16.7127333333,46.0201666667,33.0312666667,42.3967,14.9953,11.4474,23.7640333333,24.9884066667,29.4397333333,12.5821333333
569.77,16.6366,45.8608,32.8998333333,42.2793285714,14.8828333333,11.351,23.6751666667,24.8731733333,29.3068,12.4663666667
570.11,16.7112,45.9280333333,32.9869333333,42.3721,14.9761,11.4293333333,23.7670333333,24.95804,29.3988,12.5308333333
570.45,16.7258,45.9666,33.0164666667,42.3816571429,14.9896333333,11.4914666667,23.7986333333,24.9928,29.4167333333,12.5569333333
570.79,16.752,45.9776333333,33.0150666667,42.3846571429,15.0223333333,11.5019333333,23.8031,25.0212066667,29.4282,12.5591
571.13,16.7778666667,46.0164,33.0704,42.4399380952,15.0578,11.5530666667,23.8324,25.06036,29.4678666667,12.6029666667
571.47,16.8292666667,46.1356333333,33.1112333333,42.4936761905,15.1173666667,11.6447333333,23.8789333333,25.1466733334,29.5225333333,12.6712
571.81,16.8602666667,46.1581,33.1299666667,42.5261714286,15.1320666667,11.6452,23.9124333333,25.1776133333,29.5350666667,12.6809333333
572.15,16.9305333333,46.2631666667,33.2059,42.5943285714,15.2021333333,11.6976666667,23.9734666667,25.2340866667,29.6266666667,12.7565666667
572.49,16.9986,46.3916,33.2846333333,42.6691619047,15.2707,11.7706,24.0321,25.32398,29.7147333333,12.8226666667
572.83,17.054,46.4102333333,33.324,42.6809285714,15.2996333333,11.8293333333,24.0668666667,25.3561933333,29.7534666667,12.8663333333
573.17,17.1224666667,46.4806,33.3906333333,42.7695,15.3593333333,11.8798666667,24.1196,25.407,29.8030666667,12.9185
573.51,17.1398666667,46.564,33.4626333333,42.8235761905,15.4048666667,11.8974,24.1601666667,25.46616,29.8679333333,12.9705666667
573.85,17.1388666667,46.5339666667,33.4397333333,42.7929428572,15.365,11.8830666667,24.1450666667,25.45164,29.8187333333,12.9382
574.19,17.1592666667,46.5395333334,33.4729,42.8376428571,15.3880333333,11.885,24.1538666667,25.4552133333,29.8502666667,12.9768
574.53,17.1638666667,46.5510666667,33.5035333333,42.8809047619,15.3795333333,11.9019333333,24.1740666667,25.4686133333,29.8726,12.9941666667
574.87,17.1582666667,46.5667,33.5004,42.8901047619,15.3506666667,11.8798666667,24.1899666667,25.4780866667,29.8818,12.9718333333
575.21,17.183,46.5430333333,33.5219666667,42.8900095238,15.3345666667,11.8502666667,24.2015,25.4830066667,29.877,12.9952333333
575.55,17.1573333333,46.5282666667,33.5316333333,42.8914809524,15.3323333333,11.8597333333,24.1796666667,25.4908,29.8994,13.0264
575.89,17.1844666667,46.5823,33.5454666667,42.9347047619,15.3267,11.9026666667,24.2141333333,25.53206,29.9199333333,13.0277666667
576.22,17.2060666667,46.5822666667,33.5674333333,42.9530619048,15.3457666667,11.9346666667,24.2610666667,25.55348,29.9246666667,13.0530666667
576.56,17.2443333333,46.6416666667,33.6202333333,43.0473428571,15.3874,11.9286,24.2887,25.5981466667,29.982,13.0675
576.90,17.2841333333,46.7118,33.6735666667,43.0883047619,15.4273666667,11.9731333333,24.3361,25.6519933333,30.0338,13.1250333333
577.24,17.3259333333,46.7428666667,33.6995666667,43.1216238095,15.4273333333,11.9974666667,24.3716,25.6851266667,30.0427333333,13.1372
577.58,17.3975333333,46.8626,33.7731,43.2355523809,15.4750666667,12.037,24.4139333333,25.76564,30.1313333333,13.1825333333
577.92,17.4252,46.9403333333,33.7838666667,43.2921476191,15.5137333333,12.0502,24.4539,25.8142333333,30.1794666667,13.2075666667
578.26,17.4970666667,47.0445333333,33.8424,43.3574333333,15.5641333333,12.1030666667,24.5227333333,25.87648,30.233,13.2648333333
578.60,17.5375333333,47.0438,33.8371,43.3597952381,15.5996666667,12.1042666667,24.4797666667,25.8677466667,30.2264666667,13.308
578.94,17.54,47.0664,33.8284666667,43.4448095238,15.6268,12.1215333333,24.4715,25.8837,30.2561333333,13.2914
579.28,17.5872,47.1218666667,33.8620666667,43.5065761905,15.6481333333,12.16,24.5237333333,25.9142866667,30.2832666667,13.2976
579.61,17.5851333333,47.0946333333,33.8694666667,43.5100761905,15.6392333333,12.1234,24.5218,25.91792,30.2526666667,13.3159
579.95,17.6176,47.0825666667,33.9015,43.5479619047,15.6738666667,12.1574,24.5232333333,25.9536133333,30.2352,13.3425333333
580.29,17.6661333333,47.1292,33.8862,43.5848476191,15.6964333333,12.1932666667,24.5462666667,25.9880466667,30.2683333334,13.4090666667
580.63,17.6166,47.0525,33.7997,43.5178333333,15.6209333334,12.1213333333,24.4712666667,25.9236733333,30.1908,13.3618333333
580.97,17.6276,47.0702666667,33.7699,43.5222523809,15.5973333333,12.1112666667,24.4628,25.9381333333,30.2116,13.3681666667
581.31,17.6456,47.1011666667,33.7754666667,43.554552381,15.5944333334,12.0901333333,24.4596,25.94298,30.2150666667,13.3653666667
581.65,17.6575333333,47.0974666667,33.7675666667,43.5473857143,15.5759333333,12.0616666667,24.4709666667,25.9563133334,30.2135333333,13.357
581.98,17.6252666667,47.1270666667,33.7964666667,43.6051047619,15.5602333333,12.0338,24.4371666667,25.96796,30.2252,13.3332
582.32,17.6470666667,47.1676333333,33.8658333333,43.7367952381,15.5908333333,12.0528,24.5208666667,26.04876,30.2770666667,13.3439666667
582.66,17.6608,47.1859,33.9086,43.7634095238,15.6098333333,12.0418666667,24.5515666667,26.07578,30.3092666667,13.3874666667
583.00,17.6920666667,47.2541,33.9502,43.8443285714,15.6222666667,12.0182,24.5657666667,26.1047,30.3665333333,13.3953333333
583.34,17.6513333333,47.1919333333,33.8960666667,43.8066428571,15.5727666667,11.9460666667,24.5050333333,26.0800666666,30.3512666667,13.3580333333
583.68,17.605,47.2015333333,33.8804666667,43.7940714286,15.537,11.862,24.4682,26.0534333333,30.3791333334,13.3065
584.01,17.5636,47.1212666667,33.8580333333,43.7290142857,15.4922,11.8153333333,24.4514333333,26.0103466667,30.3164,13.248
584.35,17.6438,47.263,33.9847,43.8503,15.5897666667,11.9263333333,24.5556,26.16596,30.4623333333,13.3639333333
584.69,17.7148666667,47.3192,34.0915666667,43.9291904762,15.704,12.0482666667,24.6697666667,26.251,30.565,13.4865666667
585.03,17.7143333333,47.3582666667,34.1081333333,43.9606333333,15.7304666667,12.1140666667,24.7104666667,26.2633533333,30.5915333333,13.5441
585.37,17.7664,47.4206,34.1899,44.0571333333,15.7795,12.205,24.7682333333,26.3192066667,30.632,13.5797666667
585.70,17.7823333333,47.3935,34.1773666667,44.0273095238,15.7633,12.1939333333,24.7869333333,26.3112066667,30.6113333334,13.6066333333
586.04,17.8143333333,47.4565,34.1638333333,43.9787285714,15.7746666667,12.2194666667,24.8410333333,26.30472,30.6674666667,13.6365333333
586.38,17.859,47.5008,34.1697333333,44.0076285714,15.8103666667,12.2360666666,24.9017333333,26.3342533333,30.6626666667,13.678
586.72,17.9637333333,47.5723333333,34.3160666667,44.1038095238,15.9415,12.3919333333,25.0703333333,26.4867133333,30.7842,13.8284
587.06,17.9392,47.6206333333,34.3317666667,44.1495809524,15.9332666667,12.3912,25.0630333333,26.46328,30.8223333333,13.7932333333
587.39,18.0251333333,47.6895333333,34.3839666667,44.217547619,15.9667333333,12.4248,25.1327333333,26.4952266667,30.8279333333,13.8477666667
587.73,18.0291333333,47.7921666667,34.4588333333,44.2833619048,16.0268,12.4789333333,25.2044,26.5741866667,30.9134666666,13.8826333333
588.07,17.9966,47.6897333333,34.3364666667,44.1851714286,15.9760333333,12.4404666667,25.1483333333,26.48712,30.8239333333,13.8267333333
588.41,17.9882,47.7007,34.3225333333,44.1891238095,15.9542333333,12.4307333333,25.1263,26.4665666667,30.777,13.7752333333
588.74,17.9753333333,47.6503333333,34.3392666667,44.172847619,15.9805333333,12.4498,25.1685333333,26.4851266667,30.7588666667,13.7697333333
589.08,18.0066666667,47.6858333333,34.3694,44.2116666667,16.0227666666,12.4728,25.2113666667,26.5291533333,30.8039333333,13.8244333333
589.42,18.0838666667,47.7241666667,34.4247333333,44.2565476191,16.1197333333,12.5503333333,25.3082666667,26.6158333333,30.8519333333,13.883
589.76,18.1000666667,47.7252333333,34.4677,44.3152809524,16.1253333333,12.5641333333,25.3171666667,26.6321733333,30.8530666667,13.8870333333
590.09,18.1518,47.7806,34.5261666667,44.3986047619,16.1819,12.6148,25.3894333333,26.6965066667,30.942,13.9035333333
590.43,18.0929333333,47.7138333333,34.3884666667,44.3224809524,16.1034,12.5472666667,25.2870333333,26.5916466667,30.8496666667,13.8085666667
590.77,18.1744666667,47.7533666667,34.4205,44.342,16.1801666667,12.6356,25.3841,26.68616,30.8848,13.9055333333
591.11,18.1420666667,47.786,34.4215333333,44.3685809524,16.1742333334,12.6498666667,25.3868333333,26.7074533333,30.9316,13.8888
591.44,18.1150666667,47.7517,34.3512666667,44.3244904762,16.0924666667,12.5963333333,25.3178666667,26.6558333333,30.8472,13.8291666667
591.78,18.1487333333,47.866,34.4503333333,44.3881428571,16.1352666667,12.645,25.4046,26.7232,30.9022666667,13.8530333333
592.12,18.0717333333,47.7564,34.3500666667,44.3091571428,16.0411666667,12.5472666667,25.3102,26.65446,30.8244666667,13.7933666667
592.46,18.1048666667,47.8703,34.3707666667,44.3692571429,16.0421333333,12.5272666667,25.308,26.6833,30.8956,13.8375666667
592.79,18.0221333333,47.8375,34.3213333333,44.3175428571,15.9456666667,12.4557333333,25.2220666667,26.61722,30.8293333334,13.7369
593.13,17.9799333333,47.7783666667,34.2806333333,44.2794904762,15.9083333333,12.4354666667,25.1755333333,26.5925066667,30.7846666666,13.7094
593.47,17.9624666666,47.7305,34.2213333333,44.1665190476,15.9204333333,12.4498,25.1448,26.5890266667,30.7358666667,13.7204666667
593.80,17.9494,47.6925,34.2215333333,44.0871761905,15.8659333333,12.488,25.1361666667,26.5828533334,30.712,13.7475666667
594.14,17.9410666667,47.7744,34.3097,44.1425904762,15.9022666667,12.4856,25.1819666667,26.63768,30.7581333333,13.7810333333
594.48,17.9632666667,47.7581,34.3372666667,44.1975809524,15.9151666667,12.4976,25.1997,26.6366133333,30.7505333333,13.7827666667
594.81,18.0075333333,47.7369333333,34.3852333333,44.1845380952,15.9514666667,12.5492,25.2658666667,26.6880733333,30.767,13.8386666667
595.15,18.1075333333,47.8562,34.4915333333,44.3005904762,16.0611333333,12.6409333333,25.4152,26.8041,30.8799333333,13.9388333333
595.49,18.0874,47.8324,34.4553333333,44.2958761905,16.0328666667,12.5739333333,25.3845333333,26.7963933333,30.8724,13.9018333333
595.82,18.1302,47.9167666667,34.5431333333,44.3510809524,16.1057,12.6419333333,25.4576333333,26.87894,30.9511333333,13.9474
596.16,18.1360666667,47.8292,34.5268666667,44.3055333334,16.0935,12.6461333333,25.4721,26.87998,30.9106666667,13.9385
596.50,18.1509333333,47.806,34.5304333333,44.3087285714,16.1030666667,12.6537333333,25.5159666667,26.9152466667,30.9264666667,13.9713333333
596.83,18.1611333333,47.8597,34.5460333333,44.3213380952,16.1092666667,12.6452666667,25.5353333333,26.9175533333,30.9383333334,13.9714333333
597.17,18.1776666667,47.855,34.5442,44.3447047619,16.1163666667,12.6482666667,25.5366666667,26.92658,30.9384,13.9843333333
597.51,18.1812,47.8443666667,34.5121666667,44.337152381,16.1271666667,12.6337333333,25.5283333333,26.9185533333,30.9388666667,13.9856
597.84,18.2654,47.8571,34.5408333333,44.3665619047,16.1736333333,12.713,25.5838,26.9629466667,30.9590666667,14.0516
598.18,18.2845333333,47.8780333333,34.5403,44.3743952381,16.1935333333,12.7520666667,25.5983,26.9675333333,30.9790666667,14.0759666667
598.52,18.3016,47.9331333333,34.5398333333,44.4190666667,16.1977,12.7624,25.6199,26.9845866667,30.9888,14.1029
598.85,18.2592666667,47.8627,34.4751666667,44.3675238095,16.1472333333,12.7512,25.5262,26.92346,30.9186,14.0603333333
599.19,18.3118666667,47.7912666667,34.4989333333,44.3803904762,16.185,12.8099333333,25.5294,26.92772,30.8976666667,14.1235333333
599.53,18.3538,47.8007,34.4768333333,44.4163333333,16.2256333333,12.8594666667,25.5516333333,26.94588,30.8848,14.1661666667
599.86,18.2944666667,47.7780333333,34.4440666667,44.3790333333,16.1818333333,12.8158,25.4709666667,26.92252,30.8699333333,14.0989333333
600.20,18.3529333333,47.7994333333,34.4637666667,44.3899857143,16.2207333333,12.8651333333,25.4774,26.93198,30.9013333333,14.1298
600.53,18.4342666667,47.8783333333,34.5431333333,44.4965142857,16.2591333333,12.9066666667,25.5666,27.0336066667,31.0118666667,14.1782333333
600.87,18.4846666667,48.0113,34.6318,44.6044476191,16.3018333333,12.9050666667,25.6543,27.0879,31.1352666667,14.1723
601.21,18.5392,48.2220333333,34.7609333333,44.7665380952,16.3309333333,12.9540666667,25.7703666667,27.1823266667,31.2476666667,14.1798666667
601.54,18.4826,48.1828666667,34.7260666667,44.7369904762,16.2876,12.8857333333,25.7560666667,27.1581666667,31.2226,14.1457333333
601.88,18.4216,48.1635333333,34.7018,44.6669952381,16.2473,12.8131333333,25.725,27.13,31.1951333333,14.0825666667
602.21,18.4283333333,48.1316333333,34.6946,44.6256619048,16.2323666667,12.8144,25.7144666667,27.1173133333,31.2044,14.0502
602.55,18.4124666667,48.1585,34.7234,44.6648571429,16.2629666667,12.8050666667,25.7655,27.1558666667,31.2500666667,14.0710333333
602.88,18.4056666667,48.1609,34.7187,44.6456047619,16.2583,12.8467333333,25.8041333333,27.1855466667,31.2545333333,14.0862666667
603.22,18.4562,48.2010666667,34.8104333333,44.6966952381,16.2776333333,12.8695333333,25.8587333333,27.24638,31.3132666666,14.119
603.56,18.5070666667,48.2477,34.8954333333,44.7659857143,16.3550666667,12.9213333333,25.9396,27.3057733333,31.3656666667,14.2109333333
603.89,18.5078666667,48.2838333333,34.9268333333,44.7751,16.3599666666,12.9393333333,25.9622333333,27.3311866667,31.3612666667,14.2288
604.23,18.5078666667,48.327,34.9383333333,44.7924571428,16.3763666667,13.0015333333,25.9719666667,27.33902,31.3564,14.2459666667
604.56,18.5007333333,48.2907666667,34.9549666667,44.8116380952,16.3539,13.0085333333,25.9852333333,27.3555533333,31.3286666667,14.282
604.90,18.4502,48.2079333333,34.9165333333,44.7358571429,16.342,12.9716666667,25.9019333333,27.3207533333,31.2654666667,14.2743333333
605.23,18.4479333333,48.2216,34.8973,44.7265476191,16.3167666667,12.9646,25.8929333333,27.31788,31.2574666667,14.2262333333
605.57,18.5138666666,48.2859333333,34.9450666667,44.7784285714,16.3651333333,13.0219333334,25.9320666667,27.3787733333,31.3041333333,14.3053333333
605.90,18.5321333333,48.3417,34.9751,44.8221714286,16.3797,13.0272,25.9669,27.4060266666,31.3127333333,14.3189
606.24,18.5078,48.2575,34.9276666667,44.7176285714,16.2949666667,12.9598666667,25.9089,27.3548333333,31.2602,14.2813
606.58,18.5377333333,48.3822666667,35.0239,44.8282285714,16.3167333333,12.9690666667,25.9477666667,27.4056266667,31.3210666667,14.3128666667
606.91,18.485,48.3594666667,34.9805,44.7878714286,16.2827333333,12.9208666667,25.9313333333,27.3736066666,31.2897333333,14.2792666667
607.25,18.5024,48.4546,35.0029666667,44.8304285714,16.2757333333,12.9346,25.9566333333,27.41528,31.3201333333,14.2654333333
607.58,18.5428,48.4719,35.0363333333,44.8761238095,16.3023,12.9470666667,25.9777333333,27.4610666667,31.3617333333,14.2745666667
607.92,18.5016666667,48.3603,34.9349333333,44.7660333333,16.2272333333,12.8654,25.8921,27.4022933333,31.3007333333,14.2533666667
608.25,18.5174,48.3642666667,34.8853,44.7335380952,16.2146333333,12.8832,25.8657,27.3983533333,31.3058666667,14.2664666667
608.59,18.5734666667,48.3139,34.8955,44.7320904762,16.2390333333,12.9352,25.8986666667,27.41374,31.3015333333,14.2823666667
608.92,18.6582666666,48.3294333333,34.8973666667,44.7329,16.2926,12.9661333333,25.9209666667,27.4787733333,31.3334666667,14.3898
609.26,18.649,48.2872666667,34.8470666667,44.6829619048,16.2529,12.9200666667,25.9131,27.4627333333,31.2886666667,14.3819
609.59,18.6706,48.2611333333,34.8650666667,44.7051619048,16.2797,12.9303333333,25.9004,27.5070733333,31.2891333333,14.4065666667
609.93,18.8062,48.3538333333,34.9662,44.8217285714,16.4217,13.0582666667,25.9894666667,27.6291933333,31.3737333333,14.5406666667
610.26,18.8354,48.3785,34.9724666667,44.8585238095,16.4655,13.0646666667,25.9922333333,27.6802466667,31.4269333333,14.5543666667
610.60,18.8754666667,48.3863,34.9835666667,44.8974714286,16.4686333333,13.0842,26.0084,27.6835,31.4256666667,14.6061
610.93,18.9323333334,48.2877333333,34.9352,44.8498190476,16.4918333333,13.1134666667,25.9771333333,27.6783933333,31.3867333333,14.6478
611.27,19.0277333333,48.4037666667,35.0245666667,44.9697666667,16.5837666666,13.1978,26.0652666667,27.7576133333,31.4484666666,14.7659666667
611.60,19.1158666667,48.4829333333,35.1518333333,45.1225047619,16.6845333333,13.2725333333,26.1684666667,27.84616,31.5445333333,14.8382
611.93,19.1588,48.5150666667,35.1866333333,45.1562619048,16.7427333333,13.3095333333,26.1866,27.9112,31.5452666667,14.8664
612.27,19.1896,48.5794666667,35.1732,45.2409714286,16.7774,13.3342,26.2219,27.98338,31.59,14.9330333333
612.60,19.1869333333,48.5729,35.2172,45.2783761905,16.7758333333,13.3727333333,26.264,27.9818133333,31.6199333333,14.9489666667
