wavelength,Back_TanMexm,Belly_TanMexm,Breast_TanMexm,Crissum_TanMexm,Crown_TanMexm,DorTail_TanMexm,Patch10_TanMexm,Patch11_TanMexm,Rump_TanMexm,Throat_TanMexm,WingTip_TanMexm
577.58,4.48053333333,62.0874333333,21.7184,51.7140247564,4.50766666667,4.58903333333,8.43319999999,20.3032666667,23.1545333333,19.9753333333,7.33193333333
577.92,4.4786,62.1002666667,21.6796666667,51.7536621832,4.50353333333,4.58203333333,8.404,20.2565333333,23.0940666667,19.9049333334,7.3218
578.26,4.49793333333,62.1417333333,21.6664666667,51.7702974659,4.51493333333,4.5942,8.41166666667,20.2302,23.0521333333,19.8861333333,7.3316
578.60,4.55626666667,62.1769333333,21.6836,51.8767508772,4.58,4.65473333333,8.46393333333,20.2504,23.0981333334,19.9265333333,7.38646666667
578.94,4.5512,62.1829666667,21.6322666667,51.8764615985,4.58333333334,4.64976666667,8.43533333333,20.2156,23.0788666667,19.9091333333,7.37573333333
579.28,4.52746666667,62.1688,21.6104666667,51.8549516569,4.57413333334,4.6485,8.40139999999,20.1576666667,23.0283333333,19.8926,7.36053333333
579.61,4.5082,62.1460666667,21.5497333333,51.8032436647,4.557,4.64363333333,8.367,20.1215333333,22.9798666667,19.8462666667,7.3454
579.95,4.51053333333,62.1981,21.5323333333,51.7989844055,4.54473333333,4.6358,8.33406666665,20.0847333333,22.9646666667,19.8546666667,7.35213333333
580.29,4.53866666667,62.201,21.5404,51.7868395711,4.5704,4.6582,8.34606666667,20.0703333333,22.9394,19.8518,7.38206666667
580.63,4.5308,62.2699666667,21.5101333333,51.8294966862,4.54513333333,4.6443,8.31793333334,20.0300666667,22.9172666667,19.8047333333,7.3778
580.97,4.4996,62.2695333334,21.4344,51.8079627681,4.49953333333,4.5967,8.26213333334,19.9732666667,22.8526666667,19.7386666667,7.33866666667
581.31,4.46493333333,62.2606,21.3877333333,51.7829011696,4.45913333333,4.5792,8.20686666668,19.9039333333,22.7824,19.6781333333,7.31206666667
581.65,4.4698,62.2979333333,21.3831333334,51.7848822612,4.44286666667,4.57183333333,8.18333333333,19.8278666667,22.7632666666,19.6908,7.34493333333
581.98,4.44053333333,62.2001333333,21.2721333333,51.7437356725,4.41373333333,4.56433333333,8.11206666667,19.739,22.6864,19.6216,7.30926666667
582.32,4.3842,62.2170333333,21.1928,51.7172693957,4.3816,4.52843333333,8.03913333333,19.6864666667,22.6105333333,19.5482666667,7.28746666666
582.66,4.3798,62.2428,21.1728,51.7840851852,4.36246666667,4.51466666667,8.0056,19.65,22.5594,19.5260666667,7.29086666667
583.00,4.36833333333,62.3301333333,21.1294666667,51.8752869396,4.36573333333,4.5026,7.955,19.6326,22.536,19.4977333333,7.29953333333
583.34,4.40753333333,62.3805333333,21.1261333333,51.9412793372,4.39993333333,4.52006666667,7.95839999999,19.6049333333,22.5136666667,19.5227333333,7.31186666667
583.68,4.41213333333,62.4047333333,21.0868666667,51.9679469786,4.41946666667,4.54403333333,7.94546666667,19.5596,22.4819333334,19.4841333333,7.33706666667
584.01,4.40413333333,62.4394,21.0575333333,51.9900298246,4.413,4.54606666667,7.90453333333,19.5103333333,22.4476,19.4804666667,7.348
584.35,4.38793333333,62.4232333333,21.0044,51.9660725146,4.4228,4.5345,7.868,19.4633333333,22.3926666666,19.4546666667,7.3384
584.69,4.44933333333,62.5109666667,21.0444,52.0268711501,4.49706666667,4.6152,7.9124,19.4617333333,22.4300666667,19.5108666667,7.38753333333
585.03,4.557,62.5872333333,21.1049333333,52.1119939571,4.5802,4.6768,7.97566666666,19.5144,22.4802666667,19.5548,7.4842
585.37,4.54773333333,62.5470666667,21.0688666667,52.0781087719,4.6024,4.67163333333,7.95526666667,19.4947333333,22.4319333333,19.4990666667,7.4582
585.70,4.5476,62.6430333333,21.0936666667,52.1471859649,4.60426666667,4.65166666667,7.94720000001,19.4974,22.4434,19.5070666667,7.4942
586.04,4.59566666667,62.6485666667,21.1166666667,52.1631146199,4.6316,4.67156666667,7.95153333332,19.479,22.4192666667,19.5299333333,7.53566666667
586.38,4.58833333333,62.6591666667,21.1166666667,52.1691325536,4.64873333333,4.6693,7.95313333333,19.4413333333,22.3934666667,19.5068,7.55593333333
586.72,4.64226666667,62.7083,21.1822666667,52.2155502924,4.6992,4.71466666667,8.01486666667,19.4610666667,22.4567333333,19.5746666667,7.61573333333
587.06,4.64853333333,62.6728333333,21.1397333333,52.1889992203,4.704,4.7412,8.00466666667,19.4062666667,22.4337333333,19.5426,7.61646666667
587.39,4.66513333333,62.7252333333,21.1669333333,52.2594076023,4.70733333333,4.75606666667,7.99426666666,19.4310666667,22.4495333333,19.5574666667,7.63786666667
587.73,4.6348,62.7388666666,21.1307333333,52.2714996101,4.691,4.72933333333,7.981,19.3898,22.4224666667,19.4909333334,7.62093333333
588.07,4.6386,62.8016333333,21.1399333333,52.353582846,4.693,4.721,7.96613333332,19.3466,22.4222666667,19.5038666667,7.6254
588.41,4.56526666667,62.6793666667,21.068,52.3167064328,4.63446666667,4.674,7.91,19.2604,22.3576666667,19.4296666667,7.56093333333
588.74,4.4914,62.6689333333,20.9904666667,52.2891512671,4.5734,4.64786666667,7.85299999999,19.1738,22.2845333333,19.3819333333,7.50106666667
589.08,4.474,62.6974666667,20.9360666667,52.3161586745,4.5398,4.6392,7.83686666667,19.1348666667,22.2433333333,19.3684,7.48246666667
589.42,4.4922,62.7643,20.9508666667,52.3674126706,4.56,4.6657,7.8544,19.1051333333,22.2552666667,19.3846666667,7.50893333333
589.76,4.4486,62.8011,20.8992666667,52.3947588694,4.5024,4.63383333333,7.80113333334,19.0263333333,22.2092666667,19.3302,7.47126666667
590.09,4.43933333333,62.8067,20.8786,52.4011387914,4.4836,4.6284,7.78513333334,19.0225333334,22.1948666667,19.3252666667,7.4846
590.43,4.36553333333,62.7894666667,20.7598666667,52.3894159844,4.3924,4.54636666667,7.68126666665,18.9059333333,22.0350666667,19.1869333333,7.4024
590.77,4.34686666667,62.8042,20.7246666667,52.3721491228,4.3784,4.52113333333,7.65600000001,18.8625333333,21.9948,19.1632,7.3944
591.11,4.314,62.7823333333,20.6776,52.3575385965,4.36486666667,4.4805,7.64233333333,18.7774,21.9318666666,19.1232666667,7.36873333333
591.44,4.33826666666,62.7476666667,20.6440666667,52.3690269006,4.40526666667,4.5127,7.64846666667,18.7588666667,21.9198666667,19.1405333333,7.39706666667
591.78,4.33633333333,62.7199666667,20.5992,52.363820078,4.4188,4.5521,7.6392,18.7580666667,21.9121333333,19.1046,7.4084
592.12,4.39526666667,62.7842,20.5860666667,52.3854298245,4.4514,4.5857,7.63446666665,18.7755333333,21.9074,19.101,7.48493333333
592.46,4.44113333334,62.7591,20.6042666667,52.408237037,4.48673333333,4.59403333333,7.63713333333,18.7652666667,21.9065333333,19.0888666667,7.52453333333
592.79,4.466,62.7679333333,20.6206,52.4103955166,4.50886666667,4.61566666667,7.63879999999,18.7427333333,21.9269333333,19.0768,7.568
593.13,4.49286666667,62.7093,20.5822,52.3613569201,4.52993333333,4.6403,7.65093333334,18.7434666667,21.8804,19.0463333333,7.56226666667
593.47,4.52453333333,62.6740333333,20.5682,52.3452996101,4.55533333333,4.66706666667,7.66886666666,18.7140666667,21.8644,19.0282,7.56306666667
593.80,4.54113333333,62.7184333333,20.5467333333,52.3632120858,4.572,4.69653333333,7.64426666665,18.6742666667,21.864,19.0286666667,7.55253333333
594.14,4.5596,62.7063,20.5312666667,52.3410532164,4.57413333333,4.72166666667,7.63586666667,18.6518,21.8758,19.0517333333,7.55766666667
594.48,4.5486,62.6301333333,20.4824666667,52.3592440546,4.5514,4.72516666667,7.606,18.6043333333,21.8524,18.9927333333,7.5706
594.81,4.5954,62.6188,20.4828,52.3290567252,4.58813333334,4.781,7.62926666666,18.6128666667,21.8864,19.0101333333,7.62673333333
595.15,4.6036,62.7039666667,20.4963333333,52.3654007797,4.569,4.7759,7.60726666666,18.6074666667,21.8784666666,19.0136,7.60866666667
595.49,4.56806666667,62.7073,20.4571333333,52.3581044834,4.52406666667,4.72166666667,7.54380000001,18.5462,21.8194666667,18.9636,7.55453333333
595.82,4.55013333333,62.6760333333,20.4229333333,52.3300678363,4.51106666667,4.70486666667,7.51179999999,18.4772666667,21.7861333333,18.939,7.5188
596.16,4.53213333333,62.7502,20.4016,52.3688996101,4.5108,4.71206666667,7.50126666667,18.4592666667,21.7669333333,18.9162,7.52646666667
596.50,4.54813333333,62.8392,20.3868666667,52.4460403509,4.5248,4.72146666667,7.49259999999,18.4542666667,21.7451333333,18.9267333333,7.55
596.83,4.54126666667,62.9218333333,20.3876666667,52.5353929825,4.51333333333,4.70853333333,7.47113333333,18.4412666666,21.7442,18.8998666667,7.57086666667
597.17,4.5374,62.9692,20.3776666667,52.5710536062,4.52813333333,4.72643333333,7.45846666667,18.4376,21.7308,18.8952,7.59833333333
597.51,4.52206666667,63.0420666667,20.3650666667,52.6715502924,4.51146666667,4.71006666667,7.44046666667,18.418,21.7032,18.8590666667,7.5986
597.84,4.5516,63.0928,20.3674666667,52.7325280702,4.5358,4.72046666667,7.47579999999,18.4212666667,21.7000666667,18.8407333333,7.642
598.18,4.5894,63.2004,20.4054666667,52.7718327485,4.5794,4.74243333333,7.503,18.4255333333,21.6804,18.8649333333,7.6722
598.52,4.58166666667,63.2867666667,20.3999333333,52.8717444445,4.5938,4.74366666667,7.47780000001,18.4156,21.6397333333,18.8562,7.68846666667
598.85,4.56546666667,63.2603,20.3440666667,52.8298516569,4.57093333333,4.71986666667,7.43859999999,18.3417333334,21.5665333333,18.7778,7.68786666667
599.19,4.5766,63.2306666667,20.3294666667,52.8325282651,4.5658,4.72823333333,7.44546666667,18.2916,21.5159333333,18.7326666667,7.7006
599.53,4.59546666667,63.3633666667,20.3366666667,52.9459598441,4.59353333333,4.72856666667,7.46526666667,18.2984,21.5143333333,18.7294,7.74773333333
599.86,4.56493333333,63.309,20.2859333333,52.8795007798,4.54353333333,4.68756666666,7.40239999999,18.2256,21.4425333333,18.6702666667,7.69713333333
600.20,4.52106666667,63.2281333333,20.246,52.8558454191,4.51273333333,4.66643333333,7.35260000001,18.1612666667,21.4197333334,18.6269333333,7.65813333334
600.53,4.52846666667,63.2104,20.2638,52.8338516569,4.5314,4.67223333333,7.35933333333,18.1200666667,21.4202666667,18.654,7.653
600.87,4.5316,63.1885333333,20.2428,52.8146048733,4.5164,4.67523333333,7.34906666666,18.0954666667,21.4117333333,18.643,7.6708
601.21,4.5856,63.1522666667,20.253,52.7484035088,4.56806666667,4.74416666667,7.41006666667,18.0851333334,21.4131333333,18.6596,7.70213333333
601.54,4.597,63.1355333333,20.2857333333,52.7182861598,4.60813333333,4.78396666667,7.39746666667,18.0768,21.4161333333,18.6792,7.70893333333
601.88,4.5882,63.1266666667,20.2781333333,52.7246159844,4.60106666667,4.77033333333,7.38533333333,18.0596666667,21.4398,18.68,7.7188
602.21,4.59306666667,63.0923,20.2810666667,52.730454191,4.59566666667,4.772,7.39993333333,18.0368,21.4586,18.6640666667,7.7246
602.55,4.60766666667,63.1561666667,20.3214666667,52.8328245614,4.63526666667,4.8061,7.42119999999,18.0629333333,21.5102666667,18.7215333333,7.75793333333
602.88,4.6666,63.2379,20.3362,52.8684524366,4.68733333333,4.84836666667,7.46040000001,18.1012,21.561,18.7736,7.8106
603.22,4.67013333333,63.2859666667,20.3347333333,52.9210040936,4.6928,4.88043333333,7.48166666667,18.0954,21.5583333334,18.7784666667,7.83713333333
603.56,4.69086666667,63.3040333333,20.3216,52.9596610137,4.72926666667,4.9199,7.49966666667,18.1025333334,21.5746666667,18.8037333333,7.8716
603.89,4.7196,63.416,20.3267333333,53.0138054581,4.7412,4.92233333333,7.50213333333,18.1019333333,21.5540666667,18.8132,7.89933333333
604.23,4.7386,63.4149,20.2696,52.9901083821,4.74913333333,4.9236,7.47733333333,18.0929333333,21.5024,18.763,7.90926666667
604.56,4.75486666667,63.4296666667,20.2342666667,52.9948253411,4.7658,4.91893333333,7.4632,18.0520666667,21.4809333333,18.7309333334,7.88626666667
604.90,4.73806666667,63.3877666667,20.1846666667,52.9894325536,4.7556,4.89316666667,7.4176,17.9934666667,21.4201333334,18.6888666666,7.88166666667
605.23,4.71126666667,63.3758666667,20.1022666667,52.9915239766,4.71673333333,4.86466666667,7.38586666667,17.9308666667,21.3535333333,18.6207333333,7.88146666667
605.57,4.72733333333,63.4148,20.0756,53.0097214425,4.73586666667,4.88913333333,7.39853333333,17.9143333333,21.3347333333,18.6168666667,7.9022
605.90,4.71993333333,63.4291,20.0000666667,52.9794423002,4.7086,4.88973333333,7.35726666667,17.8641333333,21.2818666667,18.5624666667,7.86646666667
606.24,4.7024,63.3939666667,19.9243333333,52.9274337232,4.67506666666,4.85903333333,7.32833333333,17.7920666667,21.2033333333,18.4818666667,7.83906666667
606.58,4.68453333333,63.4019,19.8767333333,52.9262136452,4.67906666667,4.8534,7.3034,17.7365333333,21.1597333333,18.4386666667,7.84866666667
606.91,4.6758,63.3499,19.8507333333,52.867274464,4.67906666667,4.82303333333,7.2568,17.6681333333,21.1148666667,18.3977333333,7.81753333333
607.25,4.65,63.4363666667,19.8312666667,52.948374269,4.64786666667,4.78793333333,7.23793333333,17.6356666667,21.0829333333,18.3851333333,7.81553333333
607.58,4.64073333333,63.4126,19.8142,52.9575512671,4.66413333333,4.786,7.23986666667,17.6312,21.0977333334,18.3637333333,7.8286
607.92,4.5978,63.3647,19.8026,52.9671475633,4.63706666667,4.76013333334,7.22073333333,17.5794,21.0636,18.3425333333,7.8108
608.25,4.5582,63.3382333333,19.7837333333,52.9759623782,4.62073333333,4.7563,7.20586666667,17.5534,21.0181333333,18.3426,7.81793333333
608.59,4.5276,63.3501,19.744,52.9667202729,4.58706666667,4.726,7.1768,17.5124,20.9994,18.3158,7.81046666667
608.92,4.55486666667,63.3818,19.7206,52.9835473684,4.61573333333,4.7538,7.18566666666,17.5114666667,21.0026666667,18.3615333333,7.84386666667
609.26,4.54946666667,63.3171333333,19.6819333334,52.9896555555,4.598,4.7678,7.16126666667,17.4802,20.9506666667,18.3082,7.85826666667
609.59,4.58713333333,63.3322666667,19.6809333333,53.0278787524,4.61586666667,4.79763333333,7.16973333333,17.4606,20.9270666666,18.3281333333,7.9112
609.93,4.59733333333,63.3019333333,19.6516666667,53.0260323587,4.64273333333,4.84113333333,7.16386666667,17.4636,20.9148,18.3289333333,7.9454
610.26,4.56593333334,63.2656666667,19.5911333333,53.021248538,4.61793333333,4.82296666667,7.12666666667,17.4164,20.8297333333,18.2928666667,7.9294
610.60,4.54086666667,63.1358,19.5018666666,52.9510881092,4.5956,4.8334,7.10233333333,17.4066,20.7464666667,18.2447333333,7.94186666666
610.93,4.53426666667,63.0373,19.414,52.8776814815,4.5876,4.83426666667,7.08366666667,17.3374666667,20.6687333333,18.1652,7.92633333333
611.27,4.50213333333,62.9287333333,19.2906,52.792797076,4.5382,4.8097,7.02486666667,17.2610666667,20.5396,18.0776,7.871
611.60,4.4574,62.9046333333,19.1918,52.7636750487,4.50886666667,4.78413333333,6.9566,17.1782666667,20.4612,18.0034666667,7.85553333333
611.93,4.4882,62.9103666667,19.1972666667,52.7829709552,4.54806666667,4.8335,6.96486666667,17.1861333333,20.4397333333,18.0078,7.88533333333
612.27,4.5234,62.8397666667,19.1557333333,52.7352610137,4.59333333333,4.8895,6.9632,17.1708,20.3884,17.9792,7.9258
612.60,4.54653333333,62.789,19.1784,52.7452403509,4.6024,4.89676666667,6.9568,17.1742666667,20.3454,17.9432666667,7.96053333333
612.94,4.5024,62.8097333333,19.1204,52.7174003899,4.58573333333,4.8602,6.91153333333,17.1014,20.2618,17.8532666667,7.92706666667
613.27,4.47926666667,62.7415666667,19.0924666667,52.6590432748,4.5884,4.84266666667,6.9052,17.0758,20.2033333333,17.8132,7.9172
613.61,4.47126666667,62.829,19.1034666667,52.7247730994,4.5876,4.82543333333,6.89173333334,17.0527333333,20.1714666667,17.8107333333,7.9206
613.94,4.50086666667,62.8369333333,19.1270666667,52.7073692008,4.64946666667,4.87966666667,6.9328,17.0935333333,20.1981333333,17.8182,7.97373333333
614.28,4.5844,62.9864,19.2138,52.8295586744,4.73386666667,4.9492,6.99673333333,17.0998,20.2877333334,17.8586,8.04293333333
614.61,4.63786666667,63.0732,19.2904666667,52.8852734893,4.80506666667,5.013,7.02713333333,17.1415333333,20.3568666667,17.9198666667,8.13593333333
614.94,4.61193333333,63.0906333333,19.2804666666,52.880522807,4.8006,5.0016,6.99046666667,17.0552666667,20.3278666667,17.8722666667,8.1036
615.28,4.61593333333,63.0863,19.2724666667,52.8787569201,4.76433333333,4.9992,6.9598,17.0362666667,20.2834666667,17.8447333333,8.08566666667
615.61,4.58993333333,63.0649,19.1872,52.8170013645,4.70206666667,4.9326,6.89186666667,16.9265333333,20.2116,17.7312666667,8.0414
615.95,4.54706666667,63.1039333333,19.1288,52.8263177388,4.6198,4.85693333333,6.83906666667,16.8605333333,20.14,17.6711333333,7.9642
616.28,4.539,63.0878333333,19.0886,52.8245879142,4.611,4.85853333333,6.81933333333,16.8074,20.1248,17.6126666667,7.91406666667
616.61,4.58086666667,63.1991333333,19.1437333333,52.8948721248,4.62973333333,4.8801,6.82813333333,16.8452666667,20.2036,17.6918666667,7.93526666667
616.95,4.59793333333,63.2712,19.1684,52.9887734893,4.65506666667,4.89016666667,6.82986666667,16.8420666667,20.2213333333,17.6795333333,7.94206666667
617.28,4.57666666667,63.2887,19.1436666667,53.0443177388,4.63313333334,4.8517,6.77653333333,16.7890666667,20.1743333333,17.6338666667,7.906
617.62,4.55913333333,63.2445,19.105,53.0527875244,4.57126666667,4.80463333333,6.72513333333,16.6976666667,20.1027333333,17.5912,7.8518
617.95,4.56,63.2853333333,19.1006,53.076548538,4.57533333333,4.8228,6.71946666667,16.7051333333,20.0690666667,17.5838666667,7.86486666667
618.28,4.56233333333,63.2488333333,19.0802666667,53.107437232,4.56733333333,4.8313,6.7106,16.6938666667,20.0234666667,17.5673333333,7.85866666667
618.62,4.65273333334,63.3308333333,19.142,53.211979922,4.6336,4.94426666667,6.79046666667,16.8002,20.103,17.6414666667,7.97326666667
618.95,4.7248,63.3584333333,19.1586,53.2318791423,4.70153333333,5.02146666667,6.85933333333,16.8450666667,20.1594666667,17.6924,8.06686666667
619.28,4.723,63.3839333333,19.1603333333,53.2924060429,4.704,5.02786666667,6.86213333333,16.8622,20.1816,17.7142666667,8.08106666667
619.62,4.7584,63.4193666667,19.1723333333,53.3343785575,4.74846666667,5.06823333333,6.8796,16.9067333333,20.2124,17.7374,8.12053333333
619.95,4.717,63.4593666667,19.1384666667,53.3934929825,4.69873333333,5.01743333333,6.8444,16.8622666667,20.1852,17.7221333333,8.12446666667
620.28,4.69173333333,63.3521666666,19.0814,53.3942319688,4.67433333333,5.00323333333,6.8236,16.8188,20.1112,17.6608,8.09813333334
620.62,4.59926666667,63.3275,18.9792,53.3638489279,4.57213333333,4.90386666667,6.71533333333,16.719,20.0282,17.576,8.01786666667
620.95,4.621,63.3474333333,18.9553333333,53.3727218324,4.56553333333,4.9338,6.76106666667,16.6940666667,20.0536,17.5876,8.02093333333
621.28,4.63253333333,63.3351666667,18.9521333333,53.3850005848,4.57153333333,4.96536666667,6.75913333333,16.7025333333,20.0660666667,17.582,8.0572
621.62,4.5242,63.2183,18.8116,53.2743013645,4.466,4.83216666667,6.63306666667,16.5718,19.9257333333,17.4693333333,7.96266666667
621.95,4.48306666667,63.2363,18.7383333333,53.3039818713,4.42613333333,4.76583333333,6.57846666667,16.525,19.879,17.4136,7.88493333333
622.28,4.46246666666,63.2761,18.7252,53.3361690058,4.41586666667,4.72556666667,6.57046666667,16.4766,19.8353333333,17.4048,7.892
622.62,4.42953333333,63.3335666667,18.687,53.3719003899,4.3876,4.68883333333,6.53146666667,16.3944666667,19.7987333333,17.3692,7.8434
622.95,4.4086,63.3452,18.6945333333,53.375348733,4.3844,4.68133333333,6.52373333333,16.3578,19.7641333333,17.3580666667,7.8304
623.28,4.46073333333,63.3636,18.7474,53.42918577,4.4638,4.7283,6.57146666667,16.3786666667,19.8464666667,17.44,7.88546666667
623.62,4.54913333333,63.4381,18.8479333334,53.4600220273,4.5646,4.82616666667,6.63226666667,16.4417333333,19.9318666666,17.5249333333,7.94533333333
623.95,4.59193333333,63.4759333333,18.8714,53.4523385965,4.62866666667,4.84603333333,6.6548,16.4628666667,19.9731333333,17.55,8.0146
624.28,4.68493333333,63.5162333333,18.9364666667,53.4896966862,4.7436,4.94406666667,6.75,16.5092,20.0302666667,17.6393333333,8.1442
624.62,4.6738,63.4534333333,18.9137333333,53.4187192983,4.75206666667,4.9386,6.70386666667,16.4958666667,19.9908,17.6033333333,8.15426666667
624.95,4.6716,63.5816,18.9380666667,53.4767243665,4.7546,4.9208,6.69593333333,16.4836,20.0159333333,17.6345333333,8.15693333333
625.28,4.7462,63.6889333333,19.0054666667,53.5928208577,4.7882,4.97946666667,6.76253333334,16.5324666667,20.1114,17.6960666667,8.20153333333
625.61,4.7092,63.6794,18.9616,53.5490483431,4.75093333333,4.9563,6.73226666667,16.4706,20.0686,17.6541333333,8.17946666667
625.95,4.7314,63.6602333333,18.9489333333,53.5258434698,4.76053333333,4.95463333333,6.71853333333,16.4608666667,20.0992666667,17.6416666667,8.17646666667
626.28,4.77406666667,63.6653666667,18.9884666667,53.5554011696,4.8294,5.00333333333,6.7626,16.5101333333,20.1455333333,17.6711333333,8.2434
626.61,4.83233333333,63.8156333333,19.0352,53.6975740741,4.88606666667,5.05696666667,6.81106666667,16.5591333333,20.2134666667,17.7181333333,8.3476
626.94,4.77446666667,63.8431666667,18.9811333333,53.7202118908,4.83633333333,5.01526666667,6.77306666667,16.5206,20.1564,17.6333333333,8.3222
627.28,4.67253333333,63.772,18.8493333333,53.6648419103,4.77626666667,4.93316666667,6.68713333333,16.4254666667,20.0396666667,17.5227333333,8.27213333333
627.61,4.64113333334,63.7674666667,18.7904,53.6615444444,4.72013333333,4.8815,6.63486666667,16.3608,19.9748666667,17.4695333333,8.24013333333
627.94,4.62146666667,63.8265,18.7642,53.699045809,4.69453333333,4.8637,6.6076,16.3491333333,19.962,17.4159333333,8.21853333333
628.27,4.64993333333,63.9097666667,18.7904,53.7936136452,4.70526666667,4.87533333333,6.643,16.3584,19.9807333333,17.4082,8.2602
628.61,4.6484,63.863,18.7186,53.7646411306,4.71373333333,4.8638,6.62926666667,16.3362666667,19.9083333333,17.3485333333,8.25286666667
628.94,4.68153333333,63.9024,18.7188666667,53.7966992203,4.74993333333,4.90526666667,6.6176,16.3190666667,19.8788666667,17.3526,8.29793333333
629.27,4.7454,63.9318,18.737,53.8101668616,4.81446666667,4.96146666667,6.65693333333,16.3466,19.8769333333,17.3810666667,8.39166666667
629.60,4.72586666667,63.9156,18.6797333333,53.8227758285,4.80253333333,4.98483333333,6.62546666667,16.3285333334,19.8221333333,17.3574666667,8.38206666667
629.94,4.6982,63.9173333333,18.6280666667,53.8022752437,4.7586,4.95976666667,6.57093333334,16.2957333333,19.7688,17.3108666667,8.32466666667
630.27,4.68533333333,63.8098333333,18.5383333334,53.7180070175,4.76033333333,4.95176666667,6.52273333333,16.2552666667,19.7207333333,17.2694666667,8.28726666666
630.60,4.70686666667,63.8846,18.5690666667,53.7712358674,4.76406666667,4.99046666667,6.54053333333,16.2177333333,19.7204,17.2944666667,8.3192
630.93,4.70686666667,63.8856333333,18.5374,53.7970545809,4.73826666667,4.98853333333,6.5206,16.2126666667,19.7035333333,17.2824,8.2906
631.26,4.65093333333,63.9711666667,18.5039333333,53.8989621832,4.68693333333,4.969,6.49286666667,16.1934,19.7021333333,17.2941333334,8.24086666667
631.60,4.6588,63.8795333333,18.4644666667,53.8295986355,4.67733333333,4.98333333333,6.46873333333,16.1995333333,19.6406,17.2882,8.23086666667
631.93,4.70993333333,63.875,18.4902666667,53.814039961,4.71053333333,5.03376666667,6.48473333334,16.2284666667,19.6748,17.3382666667,8.27433333333
632.26,4.7232,63.8962666667,18.507,53.8371805068,4.69846666667,5.06326666667,6.4834,16.1857333333,19.697,17.3618,8.2682
632.59,4.62946666667,63.8396333333,18.4164666667,53.7903214425,4.61286666667,4.9759,6.40626666667,16.1107333333,19.5984,17.2614,8.16066666667
632.92,4.57253333333,63.9273666666,18.4292666667,53.8871699805,4.56973333333,4.9203,6.362,16.0594666667,19.6089333333,17.2710666667,8.1028
633.26,4.52133333333,63.9504333333,18.3806666667,53.8354703704,4.54073333333,4.83333333333,6.31553333333,16.0018,19.5398,17.2159333333,8.06066666667
633.59,4.5184,63.9826333333,18.3814,53.8851333333,4.53413333333,4.82643333333,6.30893333333,15.9584,19.5199333333,17.2117333333,8.0888
633.92,4.5098,63.9942,18.4016666666,53.8943292397,4.51393333333,4.80276666667,6.31753333333,15.9319333333,19.4854666667,17.1923333333,8.0992
634.25,4.51773333333,63.9534666667,18.3906666667,53.8610159844,4.5482,4.80496666667,6.3016,15.9471333333,19.46,17.167,8.10073333333
634.58,4.54666666667,64.0413666667,18.4148,53.8856218323,4.59053333333,4.84676666667,6.34353333333,15.9044,19.4942666667,17.1836,8.13206666667
634.91,4.6588,64.088,18.4676,53.9049732943,4.71613333333,4.9546,6.4288,15.9802666667,19.5314666667,17.2475333334,8.2552
635.25,4.64726666667,64.1686,18.444,53.9950132554,4.71126666667,4.91646666667,6.41433333333,15.9304666667,19.5287333333,17.2292,8.245
635.58,4.6022,64.1256666667,18.3612666667,53.9742401559,4.71426666667,4.91116666667,6.3966,15.8743333333,19.4538666667,17.1740666667,8.2514
635.91,4.6124,64.2180666667,18.3722666667,54.0991976608,4.73606666667,4.90216666667,6.41113333333,15.8964,19.4620666667,17.1544666667,8.28386666667
636.24,4.71306666667,64.3004,18.4504666667,54.2248269006,4.85086666667,5.00656666667,6.53613333333,15.9866,19.5669333333,17.2570666667,8.43226666667
636.57,4.77893333333,64.2647,18.4927333333,54.2234138402,4.9618,5.0977,6.59573333333,16.0352666667,19.628,17.2788666667,8.52386666667
636.90,4.80493333333,64.2793666667,18.5458666667,54.3077401559,4.9858,5.13996666667,6.64566666667,16.0241333334,19.6330666667,17.2944,8.59539999999
637.23,4.8062,64.2130333333,18.4812666667,54.2897011696,4.9778,5.16026666667,6.64286666667,16.0143333333,19.5928,17.2681333333,8.60006666667
637.56,4.7854,64.2532333333,18.4466666667,54.3066692008,4.95793333333,5.15056666667,6.6204,15.9872666667,19.5755333333,17.2309333333,8.58373333333
637.90,4.76466666666,64.2130666667,18.3709333333,54.3032690058,4.88946666667,5.07523333333,6.58906666667,15.9153333333,19.514,17.1707333333,8.56486666667
638.23,4.727,64.1057,18.2988666667,54.2417124756,4.827,5.00683333333,6.50506666667,15.8624666667,19.4074,17.0894,8.4762
638.56,4.6704,64.0833333333,18.2603333333,54.2092998051,4.7534,4.9513,6.43413333333,15.7696,19.3542666667,16.9884666667,8.39513333333
638.89,4.6364,64.0823666667,18.2430666667,54.2459777778,4.74826666667,4.97256666667,6.42013333333,15.7554,19.3557333333,16.9549333333,8.37813333333
639.22,4.594,64.1005,18.1936,54.2366740741,4.72166666667,4.90953333333,6.4008,15.7078666667,19.3008,16.9309333333,8.3176
639.55,4.5762,63.9979,18.1342666667,54.1017179337,4.73726666667,4.91993333333,6.39086666667,15.6898666667,19.2494666667,16.9244666667,8.3132
639.88,4.47826666667,63.9687,18.0356,54.0440682261,4.63753333333,4.83916666667,6.2906,15.5692666667,19.1563333333,16.8416,8.2258
640.21,4.4944,63.9767666667,17.9569333333,54.000974269,4.58606666667,4.8227,6.27486666667,15.5406,19.0717333333,16.7998666667,8.20946666667
