wavelength,Back_TanMexm,Belly_TanMexm,Breast_TanMexm,Crissum_TanMexm,Crown_TanMexm,DorTail_TanMexm,Patch10_TanMexm,Patch11_TanMexm,Rump_TanMexm,Throat_TanMexm,WingTip_TanMexm
386.66,4.179,24.7513666667,72.3734,24.1261048733,4.08093333333,4.03476666667,7.79373333333,80.4004,74.1058666667,62.812,6.10673333333
387.03,4.1776,24.6752333333,72.4213333333,24.0409452242,4.09053333333,4.04143333333,7.80299999999,80.5068,74.1130666667,62.9448666667,6.11633333333
387.39,4.18266666667,24.5967333333,72.4502666667,24.0067933723,4.08833333334,4.04033333333,7.78720000001,80.507,74.1098666667,63.0105333333,6.12006666667
387.75,4.1816,24.5608,72.5159333333,23.9609046784,4.0598,4.04476666667,7.77933333334,80.6446,74.1080666667,63.0876666667,6.15653333333
388.11,4.1332,24.4348,72.5566666667,23.8377306043,4.01226666667,3.98483333333,7.72719999999,80.8226666667,74.1572,63.1496,6.10033333333
388.47,4.12126666667,24.3194333333,72.6324,23.7520189084,3.9838,3.95633333333,7.69846666667,80.8902666667,74.1486,63.2520666667,6.06266666667
388.83,4.1578,24.2279,72.7364,23.6955062378,4.0048,3.99453333333,7.69046666667,80.9938666667,74.1486,63.3609333333,6.09093333333
389.19,4.20126666666,24.1878333333,72.9594,23.7093212476,4.06446666667,4.04703333333,7.73366666668,81.2602,74.3577333333,63.5894666667,6.12293333333
389.55,4.18313333333,24.0708333333,73.0106,23.6208612086,4.04053333333,4.01326666667,7.6958,81.4433333333,74.4406,63.7356,6.10213333333
389.91,4.2226,23.9875333334,73.0707333333,23.5459358674,4.071,4.0376,7.71766666667,81.5428666667,74.4712,63.8563333333,6.12273333333
390.27,4.24646666667,23.8798,73.1824666667,23.5017417154,4.09693333333,4.0571,7.72419999999,81.6801333333,74.5649333333,63.9786666667,6.1666
390.63,4.26426666667,23.7642333333,73.2260666667,23.4225968811,4.11893333333,4.0587,7.71053333334,81.8349333333,74.6342666666,64.1261333333,6.16466666667
391.00,4.25973333333,23.6898666667,73.3996666667,23.3728052631,4.1256,4.05633333333,7.68033333333,82.1031333333,74.7951333333,64.3372,6.1372
391.36,4.2494,23.5895,73.4284666667,23.2675068226,4.13793333333,4.0422,7.66066666667,82.2175333333,74.8024,64.472,6.1316
391.72,4.25213333333,23.3694333333,73.2109333333,23.1498658869,4.1488,4.03733333334,7.63499999999,82.0446,74.6236666667,64.3985333333,6.1168
392.08,4.25746666667,23.2724333333,73.2466,23.0539005848,4.16466666667,4.07643333334,7.6286,82.0832666667,74.5965333333,64.4955333333,6.1314
392.44,4.25366666667,23.1658666667,73.2905333333,22.9856247563,4.19226666667,4.09966666667,7.64573333334,82.202,74.6306666667,64.6018,6.159
392.80,4.2562,23.0161333333,73.3354,22.9025249513,4.20446666667,4.1022,7.65226666666,82.3444,74.6915333333,64.6992666667,6.1596
393.16,4.20613333333,22.8016,73.2955333333,22.7584360624,4.17926666667,4.04563333333,7.58253333333,82.3438,74.6284,64.6756,6.15553333333
393.52,4.2028,22.6291,73.3325333333,22.6461487329,4.1616,4.04646666667,7.56220000001,82.4436,74.6080666667,64.7312,6.16513333333
393.88,4.17206666667,22.4352333333,73.2892,22.5029477583,4.116,4.01283333333,7.52653333333,82.461,74.5230666667,64.7205333333,6.12313333333
394.24,4.15433333333,22.2603,73.2252,22.3337840156,4.1004,4.01133333333,7.51166666666,82.5265333333,74.4358666667,64.7021333333,6.0704
394.60,4.11193333333,22.0978666667,73.2465333333,22.2039132554,4.07486666667,3.99223333333,7.48033333333,82.6002666667,74.3946666667,64.7098666666,6.053
394.96,4.0506,21.8914333333,73.1285333333,22.0173241715,4.01866666667,3.929,7.40439999999,82.4986,74.2067333334,64.5835333333,6.02086666667
395.32,4.06366666666,21.7304,73.1813333333,21.9327354776,4.01966666667,3.95146666667,7.42546666666,82.5573333333,74.2033333333,64.6177333333,6.05226666667
395.68,4.02546666667,21.5459,73.2714666667,21.7758356725,3.96753333333,3.90033333333,7.37359999999,82.7176666667,74.2520666667,64.7236,6.00626666667
396.04,4.00533333333,21.3475666667,73.2969333333,21.6644955165,3.9484,3.87166666667,7.34659999999,82.8163333333,74.2554,64.7703333334,5.99026666667
396.40,3.96566666667,21.1376333333,73.2508,21.483425731,3.90333333333,3.814,7.272,82.7750666667,74.1741333333,64.7118666667,5.94573333333
396.76,3.9604,20.9838333333,73.2560666666,21.3436996101,3.88093333333,3.7967,7.2402,82.828,74.1555333333,64.7437333333,5.91793333333
397.12,3.9638,20.8117,73.0959333333,21.1540619883,3.8586,3.78746666667,7.22686666667,82.7687333333,73.9684666667,64.6899333333,5.91653333333
397.48,3.95466666667,20.65,73.0425333333,21.0199959064,3.8708,3.7718,7.197,82.8027333333,73.9386666667,64.6942666667,5.89446666667
397.84,3.886,20.4521,72.9836,20.8338984405,3.83093333333,3.71396666667,7.12166666667,82.7924,73.8821333333,64.6839333333,5.8326
398.20,3.8798,20.2658333333,72.8812666667,20.704123002,3.81893333333,3.69263333333,7.07873333333,82.7734,73.7950666667,64.6592666667,5.83793333333
398.56,3.8816,20.0654666667,72.6775333333,20.5358233918,3.79426666667,3.67026666667,7.05373333333,82.6645333333,73.6482,64.5906,5.80906666667
398.92,3.8792,19.8730333333,72.5838666667,20.4095754386,3.75273333333,3.66376666667,7.0354,82.6522,73.6415333333,64.5806666667,5.79853333333
399.28,3.85226666667,19.7127666667,72.3976666667,20.2704847953,3.73246666667,3.6422,6.97873333334,82.6042666667,73.4993333333,64.4457333333,5.74546666667
399.64,3.90086666666,19.6457333333,72.4844,20.2410475633,3.81146666667,3.71143333333,7.02333333333,82.7185333333,73.5647333333,64.5478666667,5.8062
400.00,3.95433333333,19.5546666667,72.4082666667,20.1786945419,3.861,3.7565,7.06746666667,82.7010666667,73.5259333333,64.5386666667,5.8512
400.36,3.97273333333,19.4117333333,72.2380666667,20.0566672515,3.8838,3.7825,7.06873333333,82.6701333333,73.3963333333,64.4534,5.8826
400.72,3.9418,19.2644,72.1854,19.9525446394,3.87673333333,3.75533333333,7.03633333334,82.6889333333,73.3250666667,64.4587333333,5.85873333333
401.08,3.93846666667,19.1370333333,72.1031333333,19.8639573099,3.883,3.74823333333,7.02266666667,82.6582,73.2292666667,64.4644,5.8534
401.44,3.95553333333,19.0442,72.0186666667,19.7729840156,3.90453333333,3.77906666667,7.06880000001,82.6576666667,73.1626,64.4557333333,5.89466666667
401.80,3.9816,18.9387,71.8923333333,19.7056500975,3.92893333333,3.7961,7.06906666667,82.6092666667,73.0947333333,64.4233333333,5.92006666667
402.16,3.94886666667,18.8410333333,71.8697333333,19.6205941521,3.92053333333,3.77276666667,7.0452,82.6364,73.1272,64.4848,5.90493333333
402.52,3.92493333333,18.7655666667,71.9383333333,19.58601423,3.9166,3.76736666667,7.03059999999,82.7155333333,73.1668,64.5912,5.9136
402.88,4.00346666667,18.7171333333,71.9262666667,19.5907590643,4.0114,3.85236666667,7.09739999999,82.7545333333,73.1204666667,64.6264,5.99326666667
403.24,4.0396,18.6554,71.9064,19.5524031189,4.0384,3.87283333333,7.13499999999,82.788,73.1476666667,64.7559333333,6.01913333333
403.60,4.0338,18.5478666667,71.6560666666,19.4506261208,4.03293333333,3.8697,7.1338,82.6444666667,72.9534666667,64.5972666667,6.01926666667
403.95,4.07633333333,18.5016,71.5648,19.4273011696,4.05146666666,3.91186666667,7.14373333333,82.6016666667,72.8822666667,64.5815333333,6.04613333333
404.31,4.08813333334,18.4271,71.4503333333,19.3980218324,4.0496,3.90966666667,7.13379999999,82.5284666667,72.761,64.5372666667,6.0482
404.67,4.0936,18.3372333334,71.1968,19.3138005848,4.0646,3.91816666667,7.13860000001,82.3515333333,72.5867333333,64.4026,6.06406666667
405.03,4.12066666667,18.3119333333,71.132,19.3055888889,4.08786666667,3.95593333333,7.15053333334,82.3756666667,72.6126666667,64.3858666667,6.05626666667
405.39,4.143,18.2507333333,70.9957333333,19.2865391813,4.0942,3.97973333333,7.16013333333,82.2537333334,72.4957333333,64.3137333333,6.06466666667
405.75,4.1588,18.2201,70.8606666667,19.2416120858,4.0908,4.00713333333,7.17080000001,82.2343333333,72.3816666667,64.2465333333,6.08166666667
406.11,4.19606666667,18.1666333333,70.6540666667,19.189828655,4.10153333333,4.03186666667,7.20526666666,82.1164666667,72.168,64.0915333333,6.1046
406.47,4.24393333333,18.1544666667,70.3870666667,19.175202924,4.14986666667,4.0899,7.24819999999,81.9486666667,71.9778,63.9374,6.17353333333
406.83,4.25813333333,18.1283,70.1716,19.1346350877,4.149,4.09776666667,7.24239999999,81.8620666667,71.8310666667,63.8417333333,6.16193333333
407.19,4.24113333333,18.0853666667,69.996,19.0762226121,4.12773333333,4.08053333333,7.20913333334,81.7535333333,71.6713333333,63.7014666667,6.164
407.55,4.2524,18.0685,69.8651333333,19.0558615985,4.133,4.07513333333,7.1978,81.6779333333,71.5575333333,63.6312,6.16146666667
407.90,4.2086,18.0082666667,69.7472,18.9744660819,4.10033333333,4.03763333333,7.1746,81.6224666667,71.4206,63.535,6.12273333333
408.26,4.2498,18.0394,69.6725333333,18.9884608187,4.13726666667,4.07883333333,7.2236,81.6542666667,71.4310666667,63.5640666667,6.14933333333
408.62,4.27646666667,18.0153333333,69.5774666667,18.992794152,4.1338,4.09866666667,7.23319999999,81.6548,71.3901333333,63.5258666667,6.17166666667
408.98,4.2614,17.9685666667,69.4086,18.9426639376,4.13853333333,4.0794,7.22239999999,81.5338,71.2185333333,63.4408,6.16613333333
409.34,4.27946666667,17.9661666667,69.2679333333,18.8983955166,4.1606,4.11146666667,7.22173333334,81.4786,71.1157333333,63.3578666667,6.18346666667
409.70,4.28713333333,17.9201666667,69.0995333333,18.8678812866,4.18613333333,4.1084,7.2218,81.3105333333,70.9552,63.2232666667,6.17233333333
410.06,4.30346666667,17.8958,68.9812666667,18.8637157895,4.21493333333,4.12136666667,7.22200000001,81.2066666667,70.8506666667,63.1332666667,6.1686
410.42,4.285,17.8401,68.9696,18.8065270955,4.19693333333,4.09493333333,7.20059999999,81.2520666667,70.8110666667,63.1313333333,6.13766666667
410.77,4.25253333333,17.7797666667,68.8386666667,18.7512643275,4.1848,4.07096666667,7.18519999999,81.1216666667,70.6829333333,63.0205333333,6.13273333333
411.13,4.252,17.7119333333,68.6281333333,18.7108810916,4.2108,4.06793333333,7.20413333333,80.9792,70.4809333333,62.8497333333,6.12606666667
411.49,4.22506666667,17.6340333333,68.4008,18.6244136452,4.185,4.04993333333,7.15753333334,80.8130666667,70.2623333333,62.6986666667,6.1034
411.85,4.23286666667,17.5788333333,68.1074,18.58827154,4.21406666667,4.0592,7.14106666667,80.6012666667,70.0797333333,62.5110666667,6.11593333333
412.21,4.23386666667,17.5050666667,67.9580666667,18.5334957115,4.2182,4.0721,7.13086666666,80.5078666667,69.9363333333,62.3679333333,6.13313333334
412.57,4.22346666667,17.4507666667,67.7296666667,18.4546670565,4.21426666667,4.07883333333,7.12826666667,80.3086,69.7180666667,62.2226,6.1234
412.92,4.238,17.3671333333,67.5514666666,18.4032807018,4.20913333333,4.0966,7.1444,80.1888666667,69.5658,62.0646,6.149
413.28,4.18,17.2055666667,67.3464,18.3122210526,4.15546666667,4.02263333333,7.09219999999,80.0386666667,69.4266666667,61.9252666667,6.10686666667
413.64,4.18013333333,17.1202,67.2448666667,18.2578329435,4.14586666667,4.02993333333,7.08186666667,80.0016,69.3638,61.8938,6.11633333333
414.00,4.1878,17.0456333333,67.057,18.1881692008,4.14646666667,4.0457,7.08873333334,79.8825333333,69.2579333333,61.8063333333,6.14006666667
414.36,4.22653333333,16.9449333333,66.7746,18.1127781676,4.174,4.09043333333,7.12446666667,79.5698666667,69.0398,61.5718,6.171
414.72,4.23873333333,16.8444333333,66.521,18.0099417154,4.17406666667,4.10046666667,7.13726666667,79.3984,68.8608666667,61.4567333333,6.17573333333
415.07,4.239,16.7303666667,66.3926666667,17.914025731,4.14973333333,4.11236666667,7.12020000001,79.2770666667,68.7704666667,61.3806,6.1916
415.43,4.25353333333,16.6131,66.2291333333,17.8041481482,4.14626666667,4.1166,7.1208,79.1038666667,68.6926666667,61.2962,6.22186666667
415.79,4.26153333333,16.4690333333,66.0972666667,17.6901807017,4.13946666667,4.1063,7.1268,78.9565333333,68.5282666667,61.1816,6.21213333333
416.15,4.22306666667,16.2952,65.8388,17.5395430799,4.12126666667,4.0718,7.09859999999,78.6766,68.2984,60.991,6.1748
416.51,4.24586666666,16.1498333333,65.6866666667,17.4318641325,4.14026666667,4.07116666666,7.10846666667,78.5205333333,68.1448,60.8476,6.19026666667
416.86,4.24253333333,16.0275666667,65.5695333333,17.3262064327,4.14526666667,4.07103333333,7.09839999999,78.3741333333,68.0318,60.7046666667,6.19913333333
417.22,4.25546666667,15.8908,65.3454666667,17.2080545809,4.16553333333,4.0953,7.1052,78.1278,67.7886,60.5437333334,6.19893333333
417.58,4.2596,15.7473333333,65.0686,17.0740545809,4.16786666667,4.09573333333,7.09799999999,77.8482,67.5415333333,60.3056666667,6.21413333333
417.94,4.24866666667,15.5742666667,64.8474,16.935014425,4.16686666667,4.09066666667,7.09106666667,77.5886,67.3329333333,60.1134,6.20853333333
418.29,4.2274,15.3849,64.6364666667,16.7859380117,4.14893333333,4.0608,7.05826666666,77.3953333334,67.1266,59.9221333333,6.18326666667
418.65,4.2406,15.2466666667,64.4787333333,16.670337232,4.1622,4.06106666667,7.06493333333,77.2073333333,66.9555333333,59.7556666667,6.19433333333
419.01,4.25533333333,15.0999333333,64.231,16.5353341131,4.17386666667,4.07783333334,7.05853333333,76.955,66.7242,59.5398666667,6.1956
419.37,4.25593333333,14.9379,64.0302,16.4169662768,4.1818,4.07803333333,7.0592,76.7451333333,66.5135333333,59.343,6.18133333333
419.73,4.25693333333,14.8068333334,63.8136666667,16.2986360624,4.1842,4.079,7.04906666666,76.5118666667,66.3137333333,59.1719333333,6.18333333333
420.08,4.2762,14.6872333333,63.6122666666,16.2014346978,4.198,4.0995,7.054,76.2901333334,66.0984666667,58.9902,6.202
420.44,4.25846666667,14.5639666667,63.3710666667,16.0819087719,4.18926666667,4.09593333333,7.04153333333,76.0536,65.8713333333,58.7844,6.18726666667
420.80,4.2478,14.4136333333,63.0706666667,15.9464128655,4.18706666667,4.08676666667,7.02393333334,75.7394,65.5886666667,58.5751333333,6.17793333333
421.16,4.25706666667,14.3029333333,62.8594,15.8493962963,4.1956,4.0949,7.02326666667,75.5442666667,65.4318666667,58.3875333333,6.1916
421.51,4.26306666666,14.1797666667,62.6497333333,15.7423037037,4.2002,4.09556666667,7.01786666666,75.3044666667,65.2209333333,58.2017333333,6.18946666667
421.87,4.25766666667,14.0472,62.3792,15.6148561404,4.19526666667,4.0911,6.99666666667,75.0626,64.9578,57.9801333333,6.1778
422.23,4.26953333333,13.9557666667,62.1266,15.5215231969,4.2084,4.10436666667,6.99566666667,74.808,64.7423333333,57.7759333333,6.1856
422.58,4.2576,13.8156666667,61.8706,15.4084411306,4.19726666667,4.09116666667,6.97426666666,74.5529333333,64.4996666667,57.5463333333,6.17086666667
422.94,4.25693333333,13.7180666667,61.6648666667,15.3213651072,4.1992,4.08446666667,6.9738,74.3360666667,64.3035333333,57.3705333333,6.1766
423.30,4.25713333333,13.6176666667,61.3968,15.2199863548,4.1928,4.08716666667,6.95906666667,74.0562,64.0536,57.1515333333,6.18266666667
423.66,4.24986666667,13.5132666667,61.1746666667,15.1238647173,4.1782,4.07876666667,6.94333333333,73.8209333333,63.8358,56.9401333333,6.17526666667
424.01,4.247,13.4236,60.9565333333,15.0352896686,4.17886666667,4.07283333333,6.93726666666,73.5754,63.6332666667,56.7397333333,6.1772
424.37,4.25806666666,13.3529333333,60.7748,14.9740120858,4.18853333333,4.0712,6.93373333333,73.3962,63.4886666667,56.5816666667,6.19393333333
424.73,4.26266666666,13.2797333333,60.5936,14.9125128655,4.1786,4.06263333333,6.93346666666,73.2234,63.3047333333,56.4004,6.19333333333
425.08,4.25526666667,13.2026333333,60.3625333333,14.8342875243,4.1606,4.05786666667,6.91006666667,72.9702,63.0444,56.1815333333,6.19793333333
425.44,4.24426666667,13.1296333333,60.0959333334,14.7698912281,4.15466666667,4.0535,6.91166666667,72.7016,62.7920666667,55.9327333333,6.19666666667
425.80,4.2538,13.0850666667,59.8988,14.7319705653,4.15693333333,4.0595,6.9206,72.4560666667,62.5858,55.7226666667,6.2148
426.16,4.24486666667,13.0266,59.6971333333,14.6804974659,4.148,4.04773333333,6.90426666667,72.2176666667,62.3637333333,55.5302666667,6.20586666667
426.51,4.25486666667,12.9955333333,59.4366666667,14.6306321637,4.16066666667,4.05503333333,6.90266666667,71.8994,62.1121333333,55.2896666667,6.2164
426.87,4.24766666667,12.9341333333,59.1552666667,14.5700569201,4.1474,4.04686666667,6.88013333334,71.5902666667,61.8397333333,55.0127333333,6.20306666667
427.23,4.2398,12.8881666667,58.8820666667,14.5226922027,4.15153333333,4.0406,6.88760000001,71.3072,61.5492,54.7576666667,6.2088
427.58,4.2414,12.8595666667,58.5581333333,14.4772206628,4.16606666667,4.05613333333,6.89353333333,70.9824666667,61.2650666667,54.4965333333,6.22186666667
427.94,4.22386666667,12.8265,58.2483333333,14.4248569201,4.1554,4.0528,6.89333333333,70.6853333333,61.0049333333,54.2399333333,6.20933333333
428.30,4.20066666667,12.7709,57.959,14.3682352826,4.13333333333,4.03893333333,6.87020000001,70.3578666667,60.6892,53.9757333333,6.1766
428.65,4.2056,12.7868,57.7230666667,14.3564247563,4.15526666667,4.07376666667,6.88246666667,70.0869333333,60.4952,53.7716,6.1858
429.01,4.19473333333,12.7676333333,57.4518666667,14.3224873294,4.15846666667,4.04673333333,6.89046666666,69.7761333333,60.2547333333,53.5361333333,6.15393333333
429.37,4.17566666667,12.7343666667,57.2604666667,14.2935822612,4.1432,4.02506666667,6.86613333333,69.5768666667,60.1008,53.4022666667,6.12566666667
429.72,4.18133333333,12.7259666667,57.0243333333,14.2831768031,4.14973333333,4.0268,6.87620000001,69.321,59.8914,53.2178,6.13593333333
430.08,4.20373333333,12.7557,56.8222666667,14.284948733,4.15946666667,4.04576666667,6.92113333333,69.1038,59.715,53.0524,6.15126666667
430.44,4.17966666667,12.7524333333,56.6059333333,14.2846520468,4.1408,4.04133333333,6.91946666666,68.8458666667,59.5054666667,52.8650666667,6.1362
430.79,4.17313333333,12.7720333333,56.4202,14.2854276803,4.1412,4.03556666667,6.92866666667,68.6502666667,59.3388666667,52.7390666667,6.1268
431.15,4.20953333333,12.8489,56.3565333333,14.3368727095,4.16373333333,4.0587,6.97280000001,68.5882,59.3032,52.6836,6.14066666667
431.50,4.21533333333,12.8709333333,56.2429333333,14.3529044834,4.1672,4.05856666667,6.9898,68.398,59.1698666667,52.5578,6.13766666667
431.86,4.24453333334,12.9067666667,56.1142666667,14.3776411306,4.17686666667,4.0697,7.00886666666,68.2178,59.0345333333,52.4528,6.15
432.22,4.28166666667,12.9740666667,55.9696666667,14.4196087719,4.20753333333,4.1084,7.06146666666,68.0263333333,58.9262666667,52.3410666667,6.18406666667
432.57,4.3084,13.0061666667,55.8249333333,14.4421545809,4.23386666667,4.1112,7.08319999999,67.8706,58.8249333333,52.247,6.19973333333
432.93,4.32333333333,13.0457666667,55.6639333333,14.4684664717,4.25586666667,4.1447,7.11113333334,67.6726,58.6664,52.1026,6.21653333333
433.29,4.34993333333,13.1263666667,55.5555333333,14.4995126706,4.277,4.17173333333,7.14686666666,67.5335333333,58.5517333333,52.001,6.25366666667
433.64,4.35546666667,13.1725666667,55.3948,14.5205374269,4.28606666667,4.18243333333,7.15553333333,67.3528,58.4081333333,51.8606666667,6.24653333333
434.00,4.34833333333,13.1926333333,55.2208,14.5288348928,4.28546666667,4.18786666667,7.15593333333,67.1851333333,58.2836,51.7039333333,6.24553333333
434.35,4.3654,13.2467666667,55.1235333333,14.5568959064,4.2982,4.1981,7.16926666667,67.1024666667,58.219,51.6316,6.2632
434.71,4.36833333334,13.2669,54.9520666667,14.5684522417,4.3116,4.2011,7.19179999999,66.8868,58.0666666667,51.4667333333,6.27933333333
435.07,4.34786666667,13.2799666667,54.7097333333,14.5675516569,4.3028,4.19046666667,7.19006666666,66.5947333333,57.87,51.2603333333,6.27486666666
435.42,4.35193333333,13.332,54.5159333333,14.5931161793,4.30646666667,4.192,7.207,66.4370666667,57.7282666667,51.1138,6.28926666667
435.78,4.34933333333,13.3626666667,54.2673333334,14.613880117,4.31293333333,4.1912,7.227,66.1818,57.5213333334,50.9031333333,6.294
436.13,4.32986666667,13.3775666667,54.0355333333,14.6180220273,4.2956,4.16556666667,7.22146666667,65.9279333333,57.3125333333,50.6955333333,6.27593333333
436.49,4.30473333333,13.3892333333,53.8145333333,14.5973446394,4.25513333333,4.14233333333,7.20826666666,65.651,57.0955333333,50.4651333333,6.24546666667
436.84,4.30673333333,13.4217333333,53.6386666667,14.612728655,4.24213333333,4.13166666667,7.21826666667,65.4676666667,56.9840666667,50.2988666667,6.24866666667
437.20,4.28466666667,13.4310333333,53.4296666667,14.6110664717,4.22213333333,4.11506666667,7.21560000001,65.2316,56.8026666667,50.1035333333,6.21713333333
437.56,4.27013333333,13.4534333334,53.2833333333,14.6179518518,4.2152,4.0983,7.22340000001,65.055,56.6750666667,49.9725333333,6.20473333333
437.91,4.2814,13.4735666667,53.1226,14.6206214425,4.19933333333,4.0828,7.23693333333,64.8207333334,56.5080666667,49.8276666667,6.19973333333
438.27,4.29813333333,13.496,52.9255333333,14.6240479532,4.2202,4.10236666667,7.27353333333,64.5592666667,56.3271333333,49.6344666667,6.20666666667
438.62,4.30693333333,13.5287333333,52.7834,14.6349522417,4.21653333333,4.1072,7.285,64.382,56.2209333333,49.5092,6.2096
438.98,4.31166666667,13.5303666667,52.6349333333,14.6298335283,4.2176,4.12036666667,7.28580000001,64.1870666667,56.1084,49.3705333333,6.20613333333
439.33,4.30693333334,13.5304,52.4796666667,14.6180280702,4.21186666667,4.11556666667,7.29280000001,63.9732666667,55.9786,49.2134666667,6.20073333334
439.69,4.2896,13.5091,52.3267333333,14.5852021442,4.18613333333,4.0949,7.27693333334,63.7834,55.8336,49.043,6.1808
440.04,4.28373333334,13.4954333333,52.1554,14.5546255361,4.18633333333,4.09823333333,7.27313333333,63.5457333333,55.6634,48.8694,6.18553333333
440.40,4.28473333333,13.4790333334,51.9666666667,14.5396122807,4.1872,4.10163333333,7.28753333334,63.3373333334,55.4827333333,48.6936666666,6.18693333333
440.75,4.29313333333,13.4743666667,51.8238666667,14.5123099415,4.1988,4.10513333333,7.29953333334,63.1396666667,55.3142666667,48.5506666667,6.19226666667
441.11,4.30213333333,13.4386666667,51.6479333333,14.483262963,4.21393333333,4.1176,7.31873333333,62.9116,55.1494,48.3858666667,6.2168
441.47,4.29886666667,13.3885,51.4518,14.4167625731,4.2006,4.1065,7.30893333333,62.6290666667,54.9542666667,48.1792,6.22026666667
441.82,4.2716,13.3159,51.2388,14.3527202729,4.20693333333,4.10053333333,7.29139999999,62.364,54.7342666667,47.96,6.21186666667
442.18,4.24953333333,13.2352666667,51.0147333333,14.2713754386,4.17973333333,4.0769,7.28353333334,62.0924666667,54.498,47.7344,6.19946666667
442.53,4.2448,13.1499,50.7794666667,14.2000545809,4.17813333333,4.08066666667,7.29173333333,61.7853333333,54.2425333333,47.5203333333,6.1956
442.89,4.24206666667,13.0447,50.5216,14.1093762183,4.1724,4.0716,7.2922,61.4498666667,53.94,47.2502666667,6.19133333333
443.24,4.24866666667,12.9335,50.2481333333,14.0126077973,4.179,4.07943333333,7.30500000001,61.1080666667,53.6427333333,47.0161333333,6.1936
443.60,4.26786666667,12.8506,50.0382666667,13.9339898636,4.20273333334,4.1017,7.32540000001,60.8041333333,53.4141333333,46.8206666667,6.222
443.95,4.2638,12.7220666667,49.8163333333,13.8254762183,4.21006666667,4.10353333333,7.31446666667,60.5027333333,53.1768666667,46.5938,6.21626666667
444.31,4.26093333333,12.5992,49.6514666667,13.7186846004,4.21373333333,4.10423333333,7.31593333334,60.2381333333,52.9753333333,46.42,6.2194
444.66,4.25973333333,12.4725,49.4601333333,13.6136241715,4.21886666667,4.11056666667,7.31653333334,59.9371333333,52.7678,46.2339333333,6.22073333333
445.02,4.282,12.3934333333,49.3072666667,13.5365128655,4.2386,4.13383333333,7.34006666667,59.71,52.5798666667,46.0782,6.233
445.37,4.3,12.3217666667,49.1890666667,13.4819902534,4.26086666667,4.15586666667,7.363,59.5241333333,52.4406,45.9609333333,6.24666666667
445.72,4.2962,12.2139666667,48.9935333333,13.3747910331,4.2466,4.14513333333,7.34646666666,59.2516666667,52.2261333333,45.7697333333,6.23813333333
446.08,4.296,12.1116666667,48.812,13.2833869396,4.2442,4.1445,7.33306666666,58.9858666666,52.0265333333,45.6027333333,6.22786666667
446.43,4.2976,12.0216,48.6327333333,13.1996434698,4.24766666667,4.14993333333,7.32446666667,58.7531333333,51.8336,45.4076,6.2264
446.79,4.29106666666,11.9320333333,48.4666666667,13.1114140351,4.23766666667,4.1432,7.30653333333,58.5174666667,51.6456666667,45.2462666667,6.22066666667
447.14,4.28933333333,11.8539333334,48.3121333333,13.0368855751,4.2386,4.14493333333,7.29993333333,58.2906666667,51.4671333333,45.0815333333,6.2262
447.50,4.2916,11.7651666667,48.1219333333,12.9564105263,4.235,4.13776666667,7.29233333333,58.0139333333,51.2546666667,44.8803333334,6.22093333333
447.85,4.31006666667,11.7017,47.9594,12.8958522417,4.2342,4.14313333333,7.30680000001,57.7945333334,51.0701333333,44.7208666666,6.23193333333
448.21,4.31906666667,11.6454666667,47.7613333333,12.8344413256,4.25286666666,4.14883333333,7.31526666667,57.5125333333,50.8738,44.5347333333,6.25213333333
448.56,4.33193333333,11.5812666667,47.5352,12.7717676413,4.25933333333,4.15263333333,7.32060000001,57.2105333333,50.6299333333,44.3176,6.26746666667
448.92,4.30313333333,11.4560333333,47.2614666667,12.6536949318,4.2268,4.11216666667,7.27413333333,56.8414,50.3374,44.0479333333,6.23566666667
449.27,4.28386666666,11.3419666667,46.9634,12.5435538012,4.20566666667,4.09406666667,7.24926666666,56.4662666667,50.0046,43.7737333333,6.21246666667
449.62,4.3106,11.2912666667,46.7352,12.502248733,4.23153333333,4.12086666667,7.27373333333,56.1562666667,49.7574666667,43.5668,6.23593333333
449.98,4.31613333333,11.2202333333,46.5248,12.4375900585,4.2412,4.1276,7.27793333333,55.8648666667,49.5282,43.3437333333,6.25566666667
450.33,4.3224,11.1470333333,46.3075333333,12.3623927875,4.2364,4.1181,7.28226666666,55.5270666667,49.2723333334,43.1283333333,6.26093333333
450.69,4.32866666667,11.1005,46.1132666667,12.310565692,4.2494,4.1214,7.30546666667,55.2504666667,49.0612666667,42.9354,6.2638
451.04,4.3472,11.0599,45.9170666666,12.2632658869,4.27053333333,4.1295,7.32066666667,54.9673333333,48.8566,42.7418666667,6.282
451.40,4.33146666667,10.9876,45.7115333333,12.1928635478,4.2546,4.11913333333,7.31893333333,54.722,48.6372666667,42.5702666667,6.26353333333
451.75,4.31846666667,10.9335333333,45.4845333333,12.1356565302,4.25273333333,4.11923333333,7.32646666667,54.4108666667,48.394,42.3553333333,6.26713333333
452.10,4.32713333333,10.8966333333,45.311,12.0971680312,4.2582,4.13293333333,7.33033333334,54.1644666667,48.1784,42.1786,6.26313333333
452.46,4.3102,10.8584666667,45.1239333333,12.0554699805,4.2418,4.12656666667,7.32913333334,53.9508666667,47.9835333333,42.0122666667,6.2462
452.81,4.3158,10.8491333333,44.976,12.0507631579,4.24153333333,4.1347,7.34620000001,53.7516,47.8418666667,41.8748,6.25773333333
453.17,4.34166666667,10.8647333333,44.8444,12.0466181287,4.26693333333,4.1544,7.38086666667,53.5668666667,47.7306,41.7452,6.29413333333
