wavelength,Back_GeoScaf,Belly_GeoScaf,Breast_GeoScaf,Crissum_GeoScaf,Crown_GeoScaf,DorTail_GeoScaf,Patch10_GeoScaf,Rump_GeoScaf,Throat_GeoScaf,WingTip_GeoScaf
197.03,-8.06553333334,-23.423,-17.3349333333,5.8163,0.46380000006,-18.2348333333,-4.0463333334,-0.22406666666,-42.1839333333,-30.8454666669
197.40,-1.71286666666,-11.4317666667,-7.5742666666,13.8728,13.7237333333,-4.62913333332,11.4487333333,9.27546666668,-31.8185333333,-19.5076666668
197.78,-5.01146666664,-15.1679666667,-9.73553333326,12.7801666667,8.8233333334,-3.00029999994,6.17706666666,5.11343333336,-30.9684,-27.9175999999
198.16,-6.73206666666,-21.7066,-21.4235333333,14.1903666667,6.24533333314,-2.79219999994,-3.10819999994,-0.75533333342,-38.1699333334,-40.8351333335
198.54,-92.4583333333,-128.3292,-153.4042,-65.0124666667,-90.4583333331,-80.5730333334,-95.2542000001,-61.2437999999,-141.7542,-152.141733333
198.92,-63.2323333333,-82.6303333332,-86.7444666664,-42.5893000001,-45.9092,-47.3951666666,-59.0908666666,-48.2323666666,-92.7660666666,-105.9324
199.30,-51.4761333333,-66.0476,-39.4286666669,-22.1190333333,-6.2381333332,-20.6191,-19.6191333333,-35.9999666667,-75.2381333333,-89.2857333335
199.68,-54.5655333332,-73.9797666666,-54.2424666668,-42.4243000001,-10.9897999997,-33.6262666666,-32.4444666668,-49.7273333332,-85.6970666667,-110.8888
200.06,-117.8338,-136.8441,-117.553733333,-99.8878,-62.8012,-94.8366333332,-104.5006,-121.998066667,-146.704133333,-205.3596
200.44,-218.461533333,-290.427333333,-315.726533334,-175.726433333,-221.196533333,-221.453066667,-216.752066667,-210.085566667,-276.922933334,-339.145133333
200.82,-1568.8128,-1948.35626667,-2409.95433333,-1077.85386667,-1651.41553333,-1575.3424,-1473.6074,-1440.5936,-1857.9908,-2185.34246667
201.19,231.7508,279.275833333,332.549533333,167.3796,279.566933333,235.416133333,251.4818,220.4292,272.333,313.184
201.57,427.0,561.333333333,599.499999999,309.583333333,533.000000001,429.0,495.166666667,434.500000001,515.166666667,606.666666667
201.95,6.66666800001e-05,19.2592666667,18.1482,-9.35193333334,37.7778000001,4.9074,16.1110666667,7.96296666666,5.5556,-8.3332666666
202.33,1398.88893333,1981.72223333,1942.94446667,1104.66666667,1666.44446667,1400.5832,1631.9444,1461.6666,1636.11106667,2217.44446667
202.71,-595.111066667,-869.999999999,-859.4444,-542.944533333,-655.888999999,-609.111066667,-733.111066667,-677.2778,-732.444399999,-1069.55553333
203.09,-335.099666667,-519.487166667,-514.644,-276.9802,-398.404666667,-319.857433333,-431.851733333,-348.7463,-443.6466,-687.407533335
203.47,-3105.38453333,-5127.94873333,-4885.89746667,-2577.8205,-3757.9488,-2828.84613333,-4107.69226667,-3221.79493333,-3826.92306667,-6261.53846665
203.85,350.285733333,657.523933333,555.174599999,283.195866667,464.105866666,322.264533333,475.089933333,370.126966667,463.195933333,719.936733333
204.22,293.235066667,578.263766667,454.496333333,281.973866667,388.370266667,254.9385,419.017133333,347.551066667,390.810733333,604.094933334
204.60,-932.270466667,-1808.2609,-1433.2368,-882.367099999,-1143.09186667,-821.111200001,-1301.44933333,-1033.81643333,-1192.947,-2053.43006667
204.98,-120.168066667,-256.508,-155.256933333,-111.7741,-131.0364,-114.827333333,-142.838533333,-115.107366667,-161.045733333,-311.129733333
205.36,1.19993333332,-44.9696000001,-6.50159999986,7.49586666668,2.04246666668,1.37183333334,-0.755066666606,2.26509999986,-13.4445999999,-63.4242666665
205.74,4.37033333333,-50.9753333333,-11.7283999999,2.7531,13.0554666666,15.4567,-8.08026666667,-13.4938666667,-14.8086666667,-76.8148666665
206.12,13.4266666667,-64.1020000001,-0.20826666674,3.6998,20.8550000001,11.5517333333,-10.8477333332,-15.1652666666,-24.9784666667,-91.0345333333
206.50,13.7513333333,-52.9522333333,5.4754,1.7535,21.0507999999,8.8938,-13.4257999999,-12.2973666667,-24.7206666666,-75.7158666667
206.87,-48.9401333333,-177.1624,-56.8974000001,-35.3846999999,-16.2392000001,-46.6324666667,-88.0085333333,-77.6751666668,-85.2137333333,-180.017066667
207.25,383.492066667,843.6772,431.111066666,269.5238,285.608466667,388.624300001,529.576733334,488.306733333,399.047599999,735.820199999
207.63,-198.268733333,-595.439266665,-262.0672,-130.943166667,-174.031,-281.472866667,-395.710533333,-275.555466667,-294.418466667,-562.4032
208.01,242.659133334,857.471866666,309.943866666,128.9514,224.2696,314.550633333,490.674066667,312.059933333,324.213466667,801.891333333
208.39,-94.7360000001,-692.071,-130.066066667,2.42583333326,-125.8746,-121.584166667,-363.564333333,-149.141899999,-299.207933333,-635.924066666
208.77,139.402533333,543.108299999,169.999933333,98.6363666668,186.3636,151.458733333,329.134333333,253.316066667,272.294266667,425.722933333
209.14,97.3014666667,223.8027,95.7514,66.7375666666,120.604533333,75.4086666668,161.269933333,121.864333333,104.420733333,166.545133333
209.52,99.8333999999,215.674666667,79.6746666668,72.9286333334,120.349133333,75.4841,147.595133333,124.698366667,99.9128666667,146.079333333
209.90,88.6244666666,178.320166667,62.8626,70.5266,107.9936,55.2952333334,121.978133333,100.711066667,86.7762666667,115.337733333
210.28,83.0206666667,178.910033333,61.1954666666,65.9247666666,95.9771333333,31.5252,106.3312,101.313933333,88.6120666667,100.712266667
210.66,73.1199999999,187.093333333,54.3999999999,60.4,90.3999999999,3.70666666666,103.68,99.7599999999,90.9866666666,109.866666667
211.03,74.6270666669,282.452433333,53.9682666667,77.9682666666,109.238133333,-28.1387999999,144.4602,161.829333333,139.254,171.2938
211.41,36.6541999998,-288.289800001,111.4054,-18.6442666667,17.0024666667,234.328333333,-30.1493333334,-82.4129666666,-64.8507333335,-116.940333333
211.79,-51.1628666667,-965.633,228.217066667,-129.715733333,88.3205999999,609.198866667,-206.098266667,-442.558166666,-273.384933333,-411.1628
212.17,-15.5051333335,-237.318666667,34.0633333332,-52.0705999999,29.2011333333,139.866866667,-52.5803333334,-136.483066667,-93.7282666668,-84.7108000001
212.55,390.1238,880.489666666,234.041333333,416.359833333,195.209533333,14.6549000001,440.188866666,602.011833333,519.6578,550.631266667
212.92,-597.636399999,-1797.00006667,-195.030333333,-769.545366667,-77.3939333339,243.818199999,-550.848533333,-1158.69703333,-939.696933333,-990.909066668
213.30,-21.3068666667,-228.738533333,4.80566666666,-102.282933333,15.0786666668,69.3072333333,-26.6252666667,-147.8164,-120.128133333,-112.6138
213.68,219.949866667,549.147800001,150.676733333,374.285733333,86.1653999999,39.6993333335,192.230533333,404.937266667,392.882066667,398.145266667
214.06,-74.3617333333,-374.403066667,21.7322000001,-236.790933333,82.4914,50.4143000001,-23.4782000001,-238.060666667,-206.673533333,-224.5962
214.44,7.03687441778e+14,2.00870778835e+15,3.02798838582e+14,1.58649532328e+15,423.8518,1.79120439723e+14,5.92803360042e+14,1.18987149246e+15,1.30502034657e+15,1.55237714428e+15
214.81,-449.4538,-921.694933333,-204.218533333,-817.702433333,-4.83993333346,-165.009366667,-394.651600001,-678.418133333,-713.201533333,-726.591266667
215.19,-912.691200001,-1580.03046667,-479.235466666,-1535.2599,-261.131533333,-450.519833334,-783.027533333,-1213.54743333,-1143.21093333,-1335.1988
215.57,-1056.6666,-1526.81413333,-626.607599999,-1559.55753333,-332.182933333,-593.333299999,-985.958733333,-1445.8997,-1267.0796,-1493.89386667
215.95,-487.447333334,-759.099033333,-172.972866667,-801.952066665,-38.1982666667,-109.669633333,-398.138000001,-679.519499999,-635.3752,-772.012000001
216.32,319.070666666,501.508399999,113.737333333,479.622966667,5.50840000008,59.8315666667,275.447866667,424.026966666,345.2794,522.020133334
216.70,37.1069333334,39.7484666666,28.3018666667,27.3269333333,27.1068666667,22.4214333333,33.8365333333,37.5787000001,35.9748,37.8616666667
217.08,87.9861333331,95.4166666667,-88.7360666667,137.402733333,-85.3333333333,-145.7013,32.25,113.854166667,40.0139333334,148.25
217.46,74.2133999999,63.7704333333,-77.36,61.2345333335,-79.2149333333,-146.369266667,18.5690666667,92.1620666665,33.2257333333,95.2010666667
217.83,65.0,59.8281333334,-10.1587333334,37.3941333334,-20.2778,-71.1771333333,40.8334,89.9075333333,37.3280666666,84.9734666667
218.21,96.939,90.8861333335,41.3658666667,57.4674000001,33.939,-9.45546666666,74.3983333335,128.313,77.1259999999,117.662666667
218.59,83.2298000001,66.9440999999,16.9027333334,43.0683,1.70999999988,-39.7205,47.0104000001,113.219433333,45.6688666666,102.720466667
218.97,53.2371333334,25.4808666667,-65.5769333333,15.5449000001,-85.7371333334,-192.756366667,-7.11526666674,107.211566667,-31.0256666667,83.1410666668
219.34,-20.5473333334,-101.5151,-172.756666667,-100.4545,-231.075266667,-384.35,-131.7594,23.6902666668,-159.276666667,-38.5631333333
219.72,-413.672266667,-628.794733333,-954.049066667,-573.766399999,-1139.69873333,-1703.97366667,-694.839733333,-309.604500001,-942.862533333,-494.877733333
220.10,-1189.68553333,-1913.45913333,-2442.26413333,-1189.11946667,-3156.10066667,-4287.73586667,-1724.9056,-596.037733334,-2579.4968,-1346.41506667
220.47,131.32,178.0069,172.539466667,127.486366667,224.0322,269.430633333,170.975,110.698866667,214.075266667,176.8766
220.85,82.9012666667,121.913566667,93.3180666667,92.9629666665,152.1606,177.345566667,114.382866667,76.3887666667,145.586466667,135.354933333
221.23,76.1532,91.2333333333,70.4114666667,81.9320000001,104.7104,119.372866667,90.5774666668,75.3768,114.834666667,118.794466667
221.61,72.9527999999,95.7621333333,67.9059333333,77.4337,107.470733333,112.773333333,88.3724666666,73.2299,117.158466667,114.910133333
221.98,72.1760666667,83.6883666667,64.1954000001,79.4542666667,86.5854,110.0725,85.4610666667,67.8548,105.486333333,117.085666667
222.36,64.6130000001,71.4531333333,50.6908666667,69.4338000001,67.3766,88.6507,73.4917999999,58.6001666667,83.4647333333,97.1193333334
222.74,68.6534666666,69.8481333333,51.1998666667,72.2733,64.7516666667,83.7123666667,71.5684666667,63.2070666667,84.0996666666,99.8464000001
223.11,74.1069333333,87.2365666666,62.3987333333,80.3381333333,79.5090000001,93.1072333333,85.5757333333,66.7939333333,91.9551333333,110.258266667
223.49,70.2896000001,78.3313333333,61.0518,74.6390666667,70.2855333335,81.1615333333,77.7859333332,58.5999333334,86.5710666668,103.830333333
223.87,78.2690666668,81.1586333333,57.4800666667,76.0718666667,68.3021333333,82.1246666667,75.0296666667,57.0805,80.9639999999,105.346666667
224.24,78.8840666666,72.7956333333,41.741,68.3314666667,60.879,83.0075666667,69.4303999999,50.2042333334,76.0907999999,100.852533333
224.62,63.9092,65.7879333333,30.5606666667,56.6363333333,52.9697333333,71.5303,48.4545333333,32.9696666667,63.6666,82.9848666666
225.00,69.6428666666,71.6071333333,41.9642666667,61.1681333333,57.6934666667,74.3525,57.1428000001,45.0222333333,68.5267333333,81.1903999999
225.38,61.1974666667,73.0083333333,34.5796666667,54.0859333333,53.0645333333,68.5385666667,47.5246000001,40.4521333333,59.284,75.8699333333
225.75,64.4156000001,67.9221333333,31.8614,45.2308333333,52.381,65.0432,45.0504666666,34.2063,54.3146,71.2987333333
226.13,55.8361333333,61.4842,27.5337333334,42.7153,51.9979333333,51.3467666667,41.6141333333,32.2685666667,50.6286666667,58.2400666667
226.51,50.0167333333,60.2000666667,28.3833333334,39.4180666667,51.9027333333,52.2597,40.1860666667,29.8389333333,46.6195333333,54.2639333333
226.88,44.8727333333,55.5152,26.9272666667,37.0363,47.0181333333,47.4605666667,41.0909333333,27.0424666667,42.2061333333,52.4605999999
227.26,39.1363333333,45.315,24.659,30.0503666667,43.8488666667,42.9522,34.0763333333,22.1297666667,42.7388666666,47.5272666667
227.64,31.84,40.5319333333,20.6666666667,22.4743,38.5167333333,39.862,29.7261333333,18.6803666667,37.7891333333,42.4684666667
228.01,30.8223333333,38.6517666667,24.1874,23.7675333333,34.6181333334,37.5970333333,32.6088,23.3349,35.7072666667,41.7529999999
228.39,27.8968,36.1107333333,24.7576,25.3442333333,31.1932,34.8158333333,28.8704,23.0459333333,31.8253333333,37.9752666666
228.76,25.0237333333,32.3044333333,21.7183333333,23.9990666667,27.2849333334,31.8762333333,28.8782,22.1961,28.2757333333,36.1229333333
229.14,19.6392666667,27.9038666667,16.2518666667,17.3928333333,20.8525333333,25.4486333333,22.7917333333,17.5584666667,24.3848,32.6845333333
229.52,22.3622,30.3678333333,19.4126,19.6586666667,22.9365333333,28.0481666667,26.3408,19.7484333333,26.2012,33.4344666667
229.89,25.0998666667,33.1081666667,22.7552,25.4851,25.081,31.6445,27.5084666667,25.7366,29.8176,35.3779333333
230.27,23.1988,31.0324,22.8341333333,24.0065666667,23.2718666667,30.8823,25.3816666667,25.7163333333,28.0794,34.8678666667
230.65,18.5964666667,24.7931666667,17.3508,17.5398,17.2352,24.31,19.5519333333,19.9134,22.5225333333,29.2382666667
231.02,16.9784666667,22.3924333333,15.3015333333,16.0071,16.8780666667,23.4437666667,17.5760666667,18.4780666667,21.7208,26.6138666667
231.40,15.8052666667,22.7578333333,14.1563333333,14.7101666667,13.3953333333,23.3180333333,16.4086,17.532,19.3218,25.5397333333
231.78,15.5963333333,23.9882,13.0876666667,15.1577666667,11.6594666667,23.7345666667,17.1459333333,17.6166,18.2766,24.1692
232.15,15.6458666667,23.1108333333,10.4735333333,14.9922666667,11.6830666667,22.8143666667,15.3658666667,16.6051333333,17.3838666667,22.2177333333
232.53,16.6488,24.5354666667,10.7652,13.7573666667,11.2072666667,22.7804,15.6442,16.8296,18.3616666667,20.0948
232.90,18.3518666667,27.6506,14.0147333333,15.2965333333,12.2786,24.5975333333,15.7346666667,18.5952333333,19.3070666667,21.7298666667
233.28,18.425,28.2225666667,13.425,17.9306,14.6035333333,24.7289333333,17.2761333333,18.1483,20.0094666667,21.2264
233.66,15.0623333333,24.3103666667,10.9157333333,16.8544666667,12.2584,20.7805333333,15.8621333333,16.5367,16.7341333333,17.5136
234.03,9.83273333333,19.2427,7.8902,11.8101333333,7.44286666667,14.694,11.4378,10.0602666667,10.7901333333,12.6834
234.41,13.2498666667,21.0410666667,10.1709333333,13.6618333333,8.9806,17.3777666667,14.5346666667,12.5709666667,13.3010666667,13.6350666667
234.78,15.6036666667,23.9989,13.7149333333,18.5621333333,12.9500666667,21.3271,19.9204,18.177,18.5976666667,17.5455333334
235.16,15.7611333333,23.6767333333,13.3130666667,17.8094333333,11.2114,20.6443333333,19.1008,17.2976,19.0296,17.0040666666
235.54,17.4588666667,25.8028,13.9441333333,19.0248333333,13.9488,21.5081666667,20.8436,19.2969666667,20.3732666667,18.5796666667
235.91,16.8376666667,22.9223666667,12.5926,17.5517666667,12.2313333333,19.4754666667,18.5169333333,18.4988,19.6579333333,17.4160666667
236.29,16.088,21.2435666667,11.0124666667,16.5907,11.8414,18.5491333333,17.3812,17.7322333333,19.2252,16.7706666667
236.66,15.9532666667,20.8749666667,11.1122666667,18.0658,13.6572,19.3573666667,19.5592666667,17.8441333333,19.5633333333,18.7423333333
237.04,18.7844,21.0969,13.2216,20.2077666667,15.4603333333,20.9861666667,21.5778,20.0893333333,20.87,18.8214
237.41,19.4173333333,19.6459666667,14.4818,20.4778666667,15.3131333333,22.2815666667,22.7094,20.1434,19.7287333333,18.8056
237.79,20.4974,19.7921666667,13.8038666667,21.2302,14.9444,22.2341666667,21.4081333333,19.1869333333,19.1320666667,20.0633333333
238.17,19.9963333333,18.94,13.6609333333,20.9491,15.3606666667,22.3999666667,21.6692,19.0617,19.0471333334,19.0655333333
238.54,17.7076,17.0691333333,13.6076666667,19.4233666667,14.4753333333,19.4397333333,20.2115333333,17.9554666667,17.7394,17.8314
238.92,16.9602,16.2258333333,12.835,17.4463666667,13.1664666667,16.9208,16.7904666667,15.0237666667,15.7226666667,16.9488
239.29,16.4644666667,15.1475666667,13.069,17.314,13.8805333333,15.7871,15.8160666667,14.1496,14.6943333333,16.5828666667
239.67,14.1270666667,12.0034,10.6319333333,14.8820333333,11.1671333333,14.8391333333,12.8737333333,12.1614,11.9642666667,13.6643333333
240.04,12.5102,11.6230333333,10.5745333333,13.9670666667,11.0606666667,13.6360666667,11.6225333333,11.7002333333,11.932,12.9615333333
240.42,11.9426,11.4926666667,10.2139333333,13.4352333333,9.94373333333,12.3029666667,10.4146666667,10.5401,11.2738666667,12.8634
240.79,9.444,8.70799999999,7.35286666667,10.6820666667,7.49273333333,9.92380000001,6.64619999999,8.58283333333,8.63640000001,10.6006666667
241.17,8.21833333334,8.29313333332,6.26666666667,9.91503333334,6.62400000001,10.0918333333,5.86400000001,7.72496666666,8.31773333332,10.3348666667
241.54,7.04426666667,6.73513333334,5.04733333333,7.91846666667,4.61326666667,8.66403333333,4.20053333333,6.44636666667,7.35813333333,9.37540000001
241.92,6.6638,6.0699,5.01153333333,6.74226666667,4.75320000001,8.45570000001,4.05213333334,6.18196666667,7.36226666667,8.89180000001
242.29,6.18466666667,5.4484,3.86479999999,5.43436666667,3.96379999999,7.84036666668,3.51759999999,5.2156,6.3452,8.35166666666
242.67,5.99646666667,5.2715,3.36606666667,5.1234,3.84513333333,8.13189999999,3.16026666667,4.76323333333,5.99753333333,8.35286666667
243.05,5.48193333333,5.06246666667,3.12726666667,4.94833333333,3.59339999999,8.36679999999,2.98433333333,4.8155,5.8526,8.14046666666
243.42,5.05126666667,5.03363333333,2.65526666667,4.43966666667,3.285,8.35663333333,2.61146666667,4.4431,5.25626666667,7.79886666666
243.80,5.54786666667,5.1848,3.2808,4.8651,3.76546666666,8.22166666667,2.83379999999,4.41186666667,5.94526666666,8.21106666668
244.17,5.3292,4.54676666667,2.606,4.32953333333,3.23340000001,7.99733333334,2.38546666667,3.97443333334,5.1638,8.04566666668
244.55,5.18973333333,4.33663333333,2.91293333333,3.73683333333,3.58146666667,8.04496666667,2.37213333333,3.82646666667,4.8554,7.80626666666
244.92,5.66173333333,5.06183333333,3.93133333333,4.2883,4.12653333334,8.48246666667,3.32459999999,4.53876666667,5.44926666666,8.53566666667
245.30,5.29586666667,4.50516666667,3.95853333333,3.6804,3.85606666667,7.70926666667,2.71473333333,4.1603,4.89813333334,8.20813333334
245.67,5.2518,4.7567,4.35173333333,4.10173333333,4.46413333334,7.72143333333,2.83993333333,4.6191,5.00053333333,8.3088
246.05,5.01946666667,4.55956666667,4.3426,4.16926666667,4.2424,7.81726666667,2.74553333333,4.75503333333,4.8112,8.52846666668
246.42,4.84613333333,4.5672,4.4972,4.60676666667,4.26253333333,7.74296666667,2.51606666667,4.9236,4.871,8.62966666667
246.79,4.3086,3.8158,3.87493333333,4.18773333333,3.64033333333,7.3504,2.08326666667,4.48963333333,4.3592,8.00079999999
247.17,4.39066666667,3.78046666667,3.9798,4.2574,3.90213333333,7.56726666667,2.12386666667,4.5142,4.32133333333,7.97000000001
247.54,4.2102,3.67293333333,3.90153333333,4.16556666667,3.7236,7.3554,2.03766666667,4.5732,4.31366666667,7.84566666667
247.92,3.97606666667,3.51166666667,3.9936,4.08873333333,3.74093333333,7.218,2.09353333333,4.58713333333,4.10273333333,7.8
248.29,4.02153333333,3.7212,4.21133333333,4.32776666667,4.08773333333,7.4344,2.175,4.70493333333,4.39506666667,7.79053333333
248.67,3.86513333333,3.47936666667,4.00886666667,4.4087,4.00773333333,7.73583333333,2.11713333333,4.60763333333,4.35126666667,7.71146666666
249.04,4.23406666667,3.68403333333,4.38473333333,4.64936666667,4.44046666667,8.38803333333,2.4702,4.94856666667,4.80333333333,7.98993333334
249.42,4.2504,3.58586666667,4.37733333333,4.53646666666,4.5628,8.4668,2.6278,5.1362,4.8756,7.99033333333
249.79,4.30946666667,3.34823333333,4.32686666667,4.46616666667,4.3814,8.58376666667,2.65846666667,5.14163333333,4.8504,7.87706666667
250.17,4.63366666667,3.6124,4.4892,4.64836666667,4.799,8.75989999999,2.9368,5.23896666667,5.14993333333,7.67693333333
250.54,4.99993333333,3.83903333333,5.05026666667,4.73793333333,5.4204,9.37919999999,3.46046666667,5.78666666667,5.64526666667,7.92079999999
250.92,5.2618,4.19803333333,5.35493333333,4.795,5.57273333333,9.29313333334,3.70126666666,5.97766666667,5.80673333333,7.96946666666
251.29,4.91966666667,4.0144,4.68893333333,4.67329999999,5.2544,8.93630000001,3.4462,5.79496666667,5.409,7.5926
251.66,4.81553333333,3.86796666667,4.73833333333,4.47143333333,5.2896,9.18446666667,3.16986666667,5.8996,5.32866666667,7.24460000001
