wavelength,Back_TanXacm,Belly_TanXacm,Breast_TanXacm,Crissum_TanXacm,Crown_TanXacm,DorTail_TanXacm,Patch10_TanXacm,Patch11_TanXacm,Patch12_TanXacm,Rump_TanXacm,Throat_TanXacm,WingTip_TanXacm
291.89,8.26444444445,6.02911111111,9.26533333334,5.30266666667,4.10544444444,8.46177777778,8.295,4.74977777778,5.87688888889,10.7958888889,4.80788888889,9.73072222223
292.26,8.23811111111,6.049,9.20244444446,5.36711111111,4.07111111111,8.51316666667,8.14477777778,4.84766666667,5.73555555556,10.68,4.75255555555,9.71305555554
292.64,8.21977777778,6.15622222222,9.24933333335,5.55083333333,4.04966666666,8.49533333333,8.09766666666,5.00155555556,5.78155555555,10.6608888889,4.79933333333,9.75938888889
293.01,8.10166666667,6.193,9.28111111111,5.54222222222,4.10133333334,8.42611111111,8.01,5.06788888889,5.69266666667,10.6342222222,4.63755555555,9.5625
293.38,7.85333333333,6.11977777778,9.00211111111,5.24822222222,3.73733333333,8.32844444444,7.80477777778,4.86033333334,5.54866666667,10.4105555556,4.41566666667,9.37799999999
293.75,7.86866666667,6.26611111111,9.04655555555,5.32155555556,3.73244444444,8.34244444444,7.86644444445,4.86277777778,5.60788888889,10.4131111111,4.57755555556,9.19494444444
294.12,7.991,6.47422222222,9.27455555556,5.66211111111,4.06844444444,8.58688888889,8.09488888889,5.029,5.58622222222,10.6738888889,4.836,9.22166666668
294.49,7.72022222222,6.37366666667,9.12511111111,5.74138888889,3.869,8.39577777778,7.87666666667,4.96466666667,5.41388888889,10.3741111111,4.66688888889,9.00449999999
294.86,7.61544444444,6.24766666667,9.02466666667,5.79455555556,3.65755555555,8.19488888889,7.71611111111,4.83322222222,5.30233333333,10.3092222222,4.48977777778,8.68083333333
295.23,7.52566666667,5.96733333333,8.87388888889,5.49172222222,3.34666666667,8.066,7.357,4.70211111111,5.08188888889,10.0361111111,4.19544444444,8.44644444443
295.60,7.49333333332,5.84911111111,8.84977777778,5.50694444445,3.32066666667,8.05805555556,7.17122222222,4.62777777778,5.03722222222,9.97944444446,4.17988888889,8.36172222222
295.97,7.49188888889,5.77333333333,8.79888888889,5.30694444445,3.27666666667,8.01272222223,7.22266666666,4.62522222222,4.99233333333,9.85900000001,4.12577777778,8.2613888889
296.34,7.33544444443,5.62677777778,8.58422222222,5.09033333333,3.18333333333,7.82455555556,7.13011111111,4.60388888889,4.89,9.71855555554,3.98366666667,8.09150000001
296.71,7.35088888889,5.52355555556,8.46155555556,4.99833333333,3.19922222222,7.71766666667,7.14611111111,4.64066666667,4.83466666667,9.66433333333,3.91233333333,8.02877777777
297.08,7.33466666668,5.44133333333,8.35377777778,4.974,3.04355555556,7.68694444444,7.14811111111,4.63144444445,4.86711111111,9.56455555557,3.96455555555,8.05827777778
297.45,7.435,5.28855555556,8.27166666667,4.9325,3.05088888889,7.67327777778,7.14733333334,4.72988888889,4.91788888889,9.54855555556,3.94222222222,8.07233333332
297.82,7.59444444446,5.26644444444,8.30055555556,4.936,3.107,7.74038888889,7.15044444444,4.91355555555,4.989,9.60788888889,3.89833333333,8.18944444444
298.19,7.7211111111,5.28222222222,8.29866666667,4.89905555555,3.02744444445,7.70333333333,7.15344444444,5.02555555556,5.03833333333,9.59422222223,3.914,8.26500000001
298.56,7.85000000001,5.31633333333,8.44177777778,4.78805555556,3.10277777778,7.76305555556,7.21677777778,5.26611111111,5.063,9.70999999999,3.94266666667,8.36844444444
298.93,7.82655555555,5.31133333333,8.46188888889,4.68183333333,3.17722222222,7.67566666667,7.19422222222,5.31844444444,5.01122222222,9.59722222221,3.92488888889,8.31866666668
299.30,7.90744444445,5.40266666667,8.48688888889,4.65316666667,3.23866666666,7.72483333333,7.24611111111,5.52933333333,4.979,9.55333333334,4.10877777778,8.35016666666
299.67,8.02833333332,5.58433333333,8.53988888889,4.77583333333,3.311,7.80605555556,7.38755555556,5.80777777778,5.09455555556,9.61422222223,4.20066666667,8.54194444443
300.04,8.12255555557,5.781,8.66633333333,4.90988888889,3.32033333333,7.83433333333,7.38211111111,6.112,5.14377777778,9.69455555555,4.33466666666,8.66583333332
300.41,8.20955555557,5.83344444445,8.76655555555,4.85316666667,3.33555555556,7.84394444444,7.38855555556,6.22611111111,5.17044444445,9.87333333333,4.36188888889,8.66661111111
300.78,8.28744444444,5.87011111111,8.78822222222,4.78472222222,3.25877777778,7.82672222222,7.25144444444,6.32688888889,5.08622222222,9.95177777778,4.41922222222,8.65244444444
301.15,8.34566666665,5.953,8.92011111111,4.81444444445,3.29955555555,7.91566666667,7.17311111111,6.61666666667,5.03933333333,10.0381111111,4.35077777778,8.71277777777
301.52,8.34922222223,6.15677777778,9.17566666667,5.00094444444,3.345,8.03294444444,7.26455555556,6.98144444444,5.06877777778,10.1323333333,4.50255555556,8.67950000001
301.89,8.65822222221,6.423,9.393,5.14077777778,3.56711111111,8.37966666667,7.55533333333,7.44177777778,5.29155555556,10.3594444444,4.76911111111,8.86772222222
302.26,8.63222222223,6.50766666667,9.53044444445,5.12972222222,3.76611111111,8.47172222222,7.65211111111,7.70900000001,5.43022222222,10.3075555556,4.90977777778,9.03227777779
302.63,8.61255555555,6.61355555555,9.47688888889,5.08238888889,3.69377777778,8.38994444445,7.60244444444,7.722,5.42022222222,10.2424444444,4.88444444444,9.00822222222
303.00,8.88788888888,6.77577777778,9.61333333334,5.27927777778,3.82266666667,8.70294444445,7.83144444445,8.22811111111,5.65888888889,10.5262222222,5.10177777778,9.38805555554
303.37,8.72488888889,6.59066666667,9.53533333332,5.34338888889,3.80366666667,8.52855555556,7.82922222222,8.37266666667,5.554,10.5316666667,4.94288888889,9.28844444446
303.74,8.77766666668,6.55366666667,9.56911111112,5.21066666667,3.839,8.45933333333,7.80055555555,8.4428888889,5.39966666667,10.5335555556,4.83455555555,9.11322222223
304.10,8.85255555554,6.50455555556,9.55888888889,5.26005555555,3.88822222222,8.49711111111,7.83522222222,8.5341111111,5.35744444444,10.5333333333,4.83911111111,8.97633333332
304.47,9.0668888889,6.85433333333,9.88844444444,5.62977777778,4.04211111111,8.7493888889,8.12055555555,9.03188888889,5.54777777778,10.7102222222,5.05066666667,9.27283333333
304.84,9.15177777778,6.99611111111,9.93355555557,5.72372222222,4.13622222222,8.73722222221,8.24377777778,9.28388888888,5.62911111111,10.5803333333,5.10766666667,9.21694444444
305.21,9.03166666666,6.96922222222,9.82155555555,5.65738888889,3.98911111111,8.44205555554,8.21844444446,9.41433333334,5.64744444445,10.3894444444,5.08133333333,8.99661111112
305.58,9.1268888889,7.00722222222,9.81411111112,5.66577777778,4.168,8.58783333334,8.29744444445,9.67933333333,5.69788888889,10.3963333333,5.01544444444,9.13133333333
305.95,8.83433333333,6.76122222222,9.5788888889,5.55683333333,3.93488888889,8.3075,8.05344444445,9.62944444446,5.57722222222,10.0926666667,4.75677777778,8.93688888888
306.32,8.68322222223,6.605,9.18266666666,5.42166666667,3.62866666667,8.13455555554,7.72144444445,9.6708888889,5.28622222222,9.88977777777,4.52055555556,8.61238888888
306.69,8.7328888889,6.62844444444,9.2048888889,5.47366666667,3.71888888889,8.29644444446,7.73411111111,10.0634444444,5.25766666667,9.80644444445,4.50033333333,8.5868888889
307.06,8.46622222223,6.55288888889,9.05911111112,5.24405555556,3.63366666666,8.20472222221,7.613,10.1547777778,5.14166666667,9.60444444444,4.25133333334,8.37411111111
307.43,8.65077777778,6.93277777778,9.1971111111,5.54455555556,3.92733333333,8.49411111111,7.86133333333,10.5115555556,5.446,9.84522222223,4.53555555556,8.53266666666
307.80,8.48266666666,6.88477777778,9.11255555554,5.53783333333,3.802,8.4868888889,7.85055555555,10.8077777778,5.44077777778,9.88811111111,4.57622222222,8.50349999999
308.17,8.30277777777,6.87388888889,8.98544444445,5.44444444445,3.68933333333,8.39283333333,7.72522222222,10.9586666667,5.44744444444,9.71444444444,4.555,8.36594444443
308.54,8.10411111112,6.64411111111,8.64133333333,5.24855555556,3.48644444444,8.09555555555,7.53344444444,10.9677777778,5.30644444444,9.44977777777,4.49644444445,7.96683333332
308.90,8.00222222222,6.51477777778,8.64377777778,5.29444444444,3.49344444445,8.14711111111,7.43855555556,11.1587777778,5.33344444444,9.58033333332,4.514,7.9898888889
309.27,8.20388888889,6.62011111111,8.77933333334,5.45922222222,3.72966666667,8.332,7.50022222222,11.4057777778,5.44688888889,9.76400000002,4.65566666667,8.25200000001
309.64,8.23144444444,6.66388888889,8.78966666667,5.50227777778,3.71277777778,8.30016666667,7.48788888889,11.715,5.49133333333,9.81622222221,4.74433333333,8.29455555557
310.01,8.17533333333,6.60311111111,8.73622222222,5.39277777778,3.685,8.12261111111,7.36922222222,11.8721111111,5.32222222222,9.79433333333,4.68511111111,8.22055555556
310.38,8.27733333333,6.65166666667,8.76611111111,5.38361111111,3.76133333333,8.03544444444,7.47377777778,12.1594444444,5.31744444445,9.83822222222,4.56666666667,8.2783888889
310.75,8.073,6.58544444444,8.61533333333,5.26727777778,3.71266666667,7.83566666667,7.316,12.2282222222,5.26488888889,9.77411111111,4.49933333334,8.19211111111
311.12,8.15288888889,6.76544444445,8.68833333333,5.39794444444,3.86533333333,7.845,7.27088888889,12.5643333333,5.33833333333,9.92988888888,4.65555555555,8.20699999999
311.49,8.17866666667,6.78822222222,8.78211111111,5.26194444444,3.904,7.75461111111,7.17977777778,12.7948888889,5.19533333334,9.88977777777,4.59577777778,8.26461111112
311.85,8.121,6.69122222222,8.72966666667,5.0945,3.9,7.62027777778,7.11755555555,12.9163333333,5.06644444445,9.76066666668,4.50111111111,8.22149999999
312.22,8.14155555555,6.66611111111,8.76766666667,5.15222222222,3.93644444445,7.57727777778,7.20833333333,13.2451111111,5.11311111111,9.88177777778,4.48744444444,8.29677777779
312.59,8.23855555555,6.77966666667,8.88344444444,5.25622222222,4.05488888889,7.70233333333,7.20311111111,13.5644444444,5.21877777778,9.96766666667,4.49833333333,8.56344444444
312.96,8.35455555556,6.92644444444,9.02077777778,5.28027777778,4.168,7.91094444444,7.25622222222,13.8974444444,5.25122222222,9.97666666667,4.56522222222,8.75794444444
313.33,8.25588888889,6.96033333333,9.04444444444,5.20744444444,4.13177777778,8.1195,7.35255555556,14.2055555555,5.289,9.97533333333,4.62311111111,8.90861111111
313.70,8.29922222222,6.96488888889,9.00111111111,5.21788888889,4.18455555555,8.09094444445,7.275,14.2761111111,5.18633333333,9.97744444444,4.67411111111,8.84266666667
314.07,8.39966666667,7.14477777778,9.17411111111,5.39172222222,4.377,8.30833333333,7.44566666667,14.5927777778,5.29355555556,10.1332222222,4.88622222222,8.98677777779
314.43,8.40077777778,7.14944444445,9.301,5.40766666667,4.36011111111,8.38077777778,7.41788888889,14.7457777778,5.21466666666,10.2115555555,5.01944444444,8.89322222223
314.80,8.39911111111,7.07844444444,9.25811111111,5.44472222222,4.30277777778,8.44716666667,7.46911111111,14.772,5.00911111111,10.1951111111,5.05811111111,8.75522222221
315.17,8.27888888889,6.96011111111,9.218,5.40044444444,4.104,8.39066666667,7.45333333333,14.746,4.81811111111,10.0733333333,5.06255555555,8.67905555556
315.54,8.06622222222,6.70888888889,8.96977777778,5.13888888889,3.727,8.17472222222,7.175,14.7375555556,4.73133333333,9.93333333333,4.856,8.35622222223
315.91,8.153,6.92411111111,9.08,5.18555555556,3.86222222222,8.29255555556,7.205,15.0376666667,4.91677777778,9.98277777779,4.87222222222,8.445
316.28,8.29411111111,7.15011111111,9.16088888889,5.23955555555,4.01755555556,8.46277777778,7.20766666667,15.2038888889,4.93633333333,9.95944444446,4.903,8.40305555554
316.64,8.22677777778,7.126,9.14977777778,5.24316666667,4.11311111111,8.41516666667,7.26533333333,15.2691111111,4.83622222222,9.99344444442,4.85855555555,8.27649999999
317.01,8.15288888889,7.32455555556,9.10966666667,5.30922222222,4.18944444445,8.16505555556,7.32155555556,15.4671111111,4.79566666667,10.0473333333,4.87233333333,8.27166666667
317.38,8.18288888889,7.34844444444,9.02966666667,5.34922222222,4.12266666667,7.98111111111,7.29911111111,15.5635555556,4.64877777778,10.1053333333,4.77344444445,7.97372222222
317.75,7.99344444446,7.344,9.07355555556,5.37855555555,3.96644444445,7.93766666667,7.23077777778,15.6628888889,4.678,10.0508888889,4.67711111111,7.89249999999
318.12,8.13,7.47166666667,9.04522222223,5.51172222222,3.92566666667,8.04677777778,7.25622222222,15.8566666667,4.75155555556,10.1328888889,4.804,7.90705555557
318.49,8.23711111112,7.60155555555,8.99566666667,5.46711111111,4.07666666667,8.10911111111,7.31366666667,16.0278888889,5.08433333333,10.0416666667,4.81855555556,8.02655555557
318.85,8.45444444446,7.88733333333,9.20522222221,5.60416666667,4.31144444444,8.176,7.40177777778,16.5308888889,5.45388888889,10.3278888889,4.96644444444,8.2315
319.22,8.56222222222,8.023,9.18088888888,5.5925,4.54722222222,8.27377777778,7.42144444444,16.8207777778,5.531,10.3961111111,4.88911111111,8.29477777779
319.59,8.74900000001,8.29444444444,9.32611111112,5.98166666667,4.88322222222,8.5045,7.64222222222,17.0963333333,5.77455555556,10.5463333333,5.12844444445,8.52555555554
319.96,8.60666666665,8.00344444444,9.109,5.85055555556,4.61633333333,8.25188888889,7.45977777778,16.9657777778,5.49433333333,10.3221111111,4.99777777778,8.29044444444
320.32,8.40488888889,7.78522222222,8.91944444445,5.7185,4.48322222222,8.03411111111,7.28144444445,16.8195555556,5.32977777778,10.0957777778,4.92977777778,8.15911111112
320.69,8.55522222221,7.75966666667,8.83977777778,5.62461111111,4.59555555555,8.08816666667,7.17677777778,16.9994444445,5.50466666666,9.99411111111,4.95022222222,8.14322222222
321.06,8.636,7.65566666667,8.73477777778,5.49405555555,4.46855555556,8.10138888889,7.24344444444,17.1066666667,5.59122222222,9.93488888889,4.82211111111,7.93266666667
321.43,8.74144444444,7.71655555555,8.79844444445,5.5935,4.61411111111,8.12605555555,7.13322222222,17.2565555556,5.57244444445,9.8491111111,4.76133333333,8.04533333333
321.80,8.57277777778,7.54144444444,8.79366666667,5.49955555556,4.68633333333,8.0505,7.07555555555,17.1964444444,5.52722222222,9.71355555554,4.62677777778,7.92233333333
322.16,8.45944444445,7.40288888889,8.73911111111,5.35122222222,4.55144444444,7.86222222222,7.03777777778,17.2564444444,5.52055555555,9.52922222222,4.38877777778,7.68905555555
322.53,8.37255555555,7.33133333333,8.89788888889,5.41216666667,4.49311111111,7.84633333333,7.00477777778,17.3555555555,5.489,9.62155555555,4.45722222222,7.6775
322.90,8.47011111111,7.34022222222,9.01922222222,5.57683333333,4.50633333333,8.04811111111,7.14133333333,17.4271111111,5.60611111111,9.62522222222,4.59922222222,7.83027777778
323.27,8.518,7.29944444444,9.10133333334,5.63316666667,4.45288888889,8.08672222222,7.20033333333,17.4423333333,5.702,9.63411111111,4.70733333333,7.91238888889
323.63,8.49344444445,7.23255555556,9.006,5.46072222222,4.34333333333,8.10672222222,7.07422222222,17.5043333333,5.50833333333,9.50577777778,4.66022222222,7.83694444444
324.00,8.72988888889,7.61566666667,9.282,5.67538888889,4.63922222222,8.52016666667,7.33722222222,17.6885555556,5.67077777778,9.86255555554,4.91955555556,8.19844444445
324.37,8.866,7.71155555556,9.37833333334,5.80672222222,4.78911111111,8.74972222222,7.54377777778,17.9012222222,5.77122222222,10.0747777778,4.95522222222,8.33005555556
324.74,8.76377777778,7.699,9.394,5.78772222222,4.70777777778,8.68433333333,7.596,17.8113333333,5.65955555556,10.1223333333,4.95722222222,8.22533333333
325.10,8.42477777778,7.39888888889,9.18388888888,5.61177777778,4.47522222222,8.45677777778,7.25588888889,17.603,5.44566666667,9.88377777779,4.75433333333,8.02294444443
325.47,8.23966666667,7.25322222222,9.03,5.43544444444,4.37022222222,8.30572222222,7.22688888889,17.4623333333,5.25744444445,9.77711111112,4.64633333333,7.87105555557
325.84,8.31555555556,7.39855555556,9.02188888889,5.50372222222,4.38377777778,8.32183333333,7.37211111111,17.7306666667,5.24611111111,9.8981111111,4.75755555556,8.00677777778
326.21,8.29566666667,7.37644444445,9.05844444443,5.50955555555,4.45222222222,8.31483333333,7.27777777778,17.6752222222,5.18844444445,9.92455555557,4.78522222222,8.10138888888
326.57,8.12555555556,7.32055555556,8.88522222222,5.53694444445,4.25877777778,8.136,7.136,17.5431111111,4.93277777778,9.81455555555,4.61011111111,7.92494444444
326.94,7.96366666667,7.19011111111,8.62488888889,5.41,4.15166666667,7.916,6.95933333333,17.4061111111,4.68233333333,9.58266666666,4.37944444444,7.67961111111
327.31,8.06022222222,7.347,8.62566666667,5.45155555556,4.13544444444,7.94,6.92444444444,17.5211111111,4.72444444445,9.54333333334,4.31811111111,7.63366666666
327.67,8.08977777778,7.446,8.693,5.51983333333,4.23466666667,7.87716666667,6.98966666667,17.5326666667,4.88033333333,9.67122222221,4.37366666667,7.65511111112
328.04,8.09622222223,7.47222222222,8.62466666667,5.60755555556,4.25511111111,7.74861111111,6.93055555555,17.6658888889,5.02188888889,9.63511111112,4.34388888889,7.50827777777
328.41,8.13466666667,7.61022222222,8.71011111111,5.71961111111,4.27166666667,7.63561111111,6.88233333333,17.8304444444,5.05511111111,9.64322222222,4.40688888889,7.68455555557
328.78,8.16177777779,7.73055555556,8.78788888889,5.87966666667,4.421,7.73694444444,6.91744444444,18.0114444444,5.07844444445,9.70644444445,4.48433333333,7.86672222223
329.14,8.42477777779,8.08211111111,9.00411111111,6.14472222222,4.75922222222,8.11933333333,7.26222222222,18.2961111111,5.29733333333,9.96344444445,4.82611111111,8.14799999999
329.51,8.46744444445,8.23944444444,9.1728888889,6.22566666667,4.85166666666,8.20033333333,7.309,18.4852222222,5.53555555556,10.0047777778,4.97355555555,8.2958888889
329.88,8.56177777778,8.28933333333,9.22066666667,6.06672222222,4.87144444444,8.24911111111,7.14922222222,18.503,5.64044444445,9.99622222222,4.98533333333,8.28249999999
330.24,8.50588888889,8.34322222222,9.16122222222,6.14527777778,4.91333333334,8.29572222222,7.202,18.7122222222,5.73255555555,10.0626666667,5.088,8.2508888889
330.61,8.50144444445,8.34255555555,9.15233333333,6.00327777778,4.99288888889,8.30983333333,7.24222222222,18.8483333333,5.83166666667,10.0167777778,5.18455555556,8.31011111111
330.98,8.48355555555,8.36877777777,9.30966666666,5.92088888889,5.02311111111,8.39538888889,7.35922222222,18.9762222222,5.86355555555,10.0966666667,5.33033333333,8.32711111111
331.34,8.489,8.37322222221,9.41022222223,5.935,5.12855555556,8.4965,7.53,19.053,5.908,10.1834444444,5.46811111111,8.43788888888
331.71,8.43133333333,8.292,9.37277777779,5.92338888889,5.01166666667,8.59438888889,7.47477777778,19.0732222222,5.73955555555,10.1568888889,5.43666666667,8.37383333333
332.08,8.18577777779,8.12955555554,9.2128888889,5.67572222222,4.78022222222,8.37183333333,7.25622222222,18.8624444445,5.47255555556,9.88022222221,5.37922222222,8.21550000001
332.44,8.11077777779,8.03722222222,9.21988888888,5.59183333333,4.76944444444,8.46694444444,7.145,18.7798888889,5.40488888889,9.9607777778,5.32644444444,8.14661111111
332.81,8.02588888888,7.90755555556,9.22244444444,5.38388888889,4.57366666667,8.44005555555,7.01155555556,18.6991111111,5.20333333333,9.80911111109,5.19333333333,8.01177777777
333.18,7.91888888889,7.79277777778,9.10477777779,5.26855555556,4.39677777778,8.22616666667,6.775,18.5354444444,5.055,9.63488888889,5.091,7.90566666666
333.54,7.91444444445,7.69655555556,9.06211111111,5.23066666667,4.36988888889,8.36211111111,6.78111111111,18.5274444445,5.08722222222,9.6638888889,5.10677777778,7.82677777777
333.91,7.80944444443,7.67888888889,8.95522222222,5.2425,4.26622222222,8.27533333333,6.74177777778,18.5343333333,4.98877777778,9.55144444445,5.05033333333,7.69488888888
334.28,7.75677777779,7.73255555556,8.95277777777,5.18111111111,4.16966666667,8.21555555556,6.62988888889,18.4735555556,4.92377777778,9.46000000001,4.87011111111,7.67266666668
334.64,7.76933333333,7.78522222222,8.95511111111,5.09283333333,4.18522222222,8.35322222222,6.56877777778,18.3792222222,4.85944444444,9.44588888889,4.79522222222,7.69394444444
335.01,7.696,7.70611111111,8.80388888889,5.02644444445,4.065,8.22238888889,6.36666666667,18.3148888889,4.66833333333,9.29822222222,4.63011111111,7.6488888889
335.38,7.37555555555,7.48155555556,8.67833333333,4.849,3.82188888889,7.88616666667,5.94077777778,17.9937777778,4.27822222222,9.11688888888,4.35522222222,7.3865
335.74,7.26166666666,7.39966666667,8.62444444445,4.78288888889,3.72844444444,7.76044444444,5.83566666667,17.9826666667,4.10855555556,9.01333333332,4.23677777778,7.32005555557
336.11,7.44866666667,7.52055555555,8.771,5.05033333333,3.89677777778,8.04805555556,6.05811111111,18.1676666667,4.21433333334,9.24133333333,4.36566666667,7.51483333332
336.47,7.50411111111,7.55622222222,8.73955555556,5.10305555556,3.85022222222,8.09922222222,6.10088888889,18.2337777778,4.20877777778,9.1751111111,4.42811111111,7.51655555554
336.84,7.39966666667,7.47866666667,8.55844444445,5.13272222222,3.77844444444,7.93838888889,6.04988888889,18.2044444445,4.23722222222,9.08522222221,4.37844444445,7.39266666666
337.21,7.44733333333,7.50877777778,8.58244444445,5.24366666667,3.95866666666,7.9555,6.12744444444,18.2395555555,4.314,9.14244444443,4.34988888889,7.38977777778
337.57,7.41022222222,7.51511111111,8.55533333333,5.23966666667,3.89566666667,7.73505555556,6.11466666667,18.2551111111,4.24544444444,9.098,4.29155555556,7.393
337.94,7.49855555556,7.49622222222,8.63888888889,5.31477777778,3.92766666667,7.7515,6.25088888889,18.3422222222,4.28611111111,9.14177777777,4.22744444444,7.52433333333
338.31,7.57522222222,7.53488888889,8.74044444444,5.36311111111,4.00788888889,7.89933333333,6.43311111111,18.4908888889,4.34266666666,9.271,4.33844444444,7.63733333333
338.67,7.77411111111,7.74066666667,8.985,5.64127777778,4.27622222222,7.98827777778,6.68077777778,18.7855555555,4.55766666666,9.40555555557,4.54533333333,7.8755
339.04,7.92866666665,7.84566666667,9.11233333334,5.73761111111,4.46533333333,8.16655555556,6.85133333333,18.9291111111,4.684,9.45966666667,4.68122222222,7.97800000001
339.40,8.23755555556,8.02677777778,9.19411111111,5.96955555556,4.70377777778,8.46772222222,7.23,19.259,5.03344444444,9.56155555555,4.97011111111,8.17038888889
339.77,8.2971111111,8.09533333333,9.24622222222,6.06322222222,4.84355555555,8.49522222222,7.40733333333,19.3305555555,5.26422222222,9.57855555557,5.01388888889,8.25299999999
340.14,8.21933333332,8.06155555556,9.21533333333,5.93505555556,4.88377777778,8.40372222222,7.33922222222,19.3905555556,5.28911111111,9.52122222222,4.94388888889,8.20555555557
340.50,8.09488888889,8.00244444444,9.12744444445,5.76666666667,4.84666666667,8.25555555556,7.30622222222,19.2715555556,5.20711111111,9.47111111112,4.808,8.08427777778
340.87,8.19966666668,8.18744444444,9.23266666667,5.82,4.94555555556,8.32683333333,7.40288888889,19.3197777778,5.29733333333,9.66466666668,4.84777777778,8.21888888888
341.23,8.12266666667,8.21622222222,9.23666666667,5.78816666667,4.83922222222,8.27061111111,7.38,19.3468888889,5.21788888889,9.66777777778,4.82222222222,8.13799999999
341.60,8.22988888889,8.32555555556,9.30933333333,5.88338888889,4.98388888889,8.36272222222,7.36688888889,19.4715555556,5.306,9.83577777777,4.923,8.22994444444
341.96,8.2038888889,8.40233333333,9.27588888889,5.87105555555,5.04777777778,8.31444444444,7.31922222222,19.4202222222,5.27188888889,9.88722222221,4.97311111111,8.12916666667
342.33,8.14711111112,8.41255555556,9.20777777778,5.78877777778,5.028,8.17616666667,7.13988888889,19.2953333333,5.23777777778,9.76855555555,4.866,7.96761111112
342.70,8.03433333335,8.33277777778,9.06822222222,5.62866666667,4.97433333333,8.12427777778,7.07088888889,19.2004444444,5.20522222222,9.82822222222,4.78588888889,7.83894444443
343.06,8.03733333333,8.41944444444,9.07366666667,5.72722222222,4.96655555555,8.07077777778,7.06466666667,19.2433333334,5.24211111111,9.97855555556,4.779,7.89338888889
343.43,7.97233333332,8.49688888889,9.057,5.71766666667,5.00366666667,8.05616666667,6.99955555556,19.3076666667,5.193,10.0286666667,4.69055555556,7.87472222221
343.79,8.05933333333,8.63877777778,9.10255555556,5.71427777778,5.058,8.13233333333,7.00644444444,19.438,5.22533333333,10.1091111111,4.74488888889,7.89594444444
344.16,8.03677777777,8.61455555556,9.09811111111,5.66355555556,4.93244444445,8.1265,6.93444444445,19.4181111111,5.15933333333,10.0714444444,4.74144444444,7.82088888888
344.52,7.99566666667,8.651,9.11122222222,5.66155555556,4.87266666667,8.08177777778,6.87422222222,19.5337777778,5.13788888889,10.0441111111,4.78122222222,7.73444444443
344.89,7.91755555555,8.57588888889,9.11933333333,5.65383333333,4.83922222222,8.09911111111,6.80844444444,19.547,5.08622222222,9.96144444444,4.73411111111,7.65250000001
345.25,8.04655555556,8.66533333333,9.20222222222,5.66755555555,4.92544444445,8.21955555556,6.80377777778,19.7251111111,5.13377777778,10.0223333333,4.719,7.76077777779
345.62,8.03255555556,8.66355555556,9.13755555556,5.68005555555,4.90077777778,8.29694444444,6.769,19.6853333333,5.02677777778,9.90844444445,4.59566666667,7.80972222222
345.99,7.97222222223,8.58577777778,9.04122222222,5.60105555556,4.77877777778,8.25544444445,6.70166666667,19.5852222222,4.94277777778,9.79777777779,4.49422222222,7.80744444444
346.35,8.00177777777,8.60222222222,8.99733333333,5.62633333333,4.76533333333,8.29733333333,6.80322222222,19.6153333333,4.99088888889,9.83788888888,4.52944444444,7.87327777778
346.72,7.9461111111,8.50555555556,8.91933333333,5.69533333333,4.61066666666,8.30383333333,6.64644444444,19.5688888889,4.87311111111,9.73522222222,4.39866666667,7.77427777779
347.08,7.97077777777,8.54988888889,8.89922222222,5.70722222222,4.55788888889,8.40644444445,6.63833333333,19.5892222222,4.94188888889,9.68622222221,4.38255555556,7.81105555554
347.45,7.89088888888,8.48988888889,8.79633333333,5.5895,4.36433333333,8.27588888889,6.48922222222,19.4724444444,4.83833333333,9.6088888889,4.28944444444,7.79694444446
347.81,7.90711111111,8.53155555555,8.79977777779,5.61977777778,4.37266666667,8.31344444445,6.49088888889,19.4354444445,4.87177777778,9.62444444445,4.37411111111,7.78305555554
348.18,7.92733333332,8.52355555556,8.7591111111,5.68677777778,4.45066666667,8.2605,6.57244444444,19.4131111111,4.92888888889,9.64977777777,4.26255555555,7.7165
348.54,7.97933333333,8.51588888889,8.80022222222,5.73988888889,4.56333333333,8.30427777778,6.616,19.4277777778,5.00166666667,9.72555555555,4.26466666667,7.80866666667
348.91,8.01133333333,8.60066666667,8.79033333333,5.69383333333,4.54333333333,8.28833333333,6.57744444445,19.5367777778,4.96177777778,9.69899999999,4.24933333333,7.79383333333
349.27,7.93277777779,8.50433333333,8.76522222222,5.64261111111,4.523,8.26944444444,6.52866666667,19.4854444445,4.95244444444,9.61377777777,4.28011111111,7.6673888889
349.64,7.93666666667,8.57866666667,8.83344444444,5.66255555556,4.55722222222,8.2905,6.64277777778,19.601,5.02244444444,9.67199999999,4.43477777778,7.61988888889
350.00,7.9968888889,8.68233333333,8.92877777778,5.75783333333,4.68511111111,8.44966666667,6.74444444444,19.831,5.13033333333,9.819,4.58944444444,7.70883333333
350.37,8.02266666668,8.68033333333,8.97455555556,5.79811111111,4.73344444444,8.36311111111,6.67566666667,19.9167777778,5.07044444445,9.85066666668,4.63822222222,7.64572222223
350.73,7.95733333332,8.58911111111,8.88922222222,5.72555555555,4.646,8.14188888889,6.67477777778,19.9706666667,4.99444444444,9.80322222221,4.68477777778,7.50333333333
351.10,7.79555555554,8.45222222222,8.81533333333,5.52744444445,4.51877777778,7.87961111111,6.53222222222,19.8582222222,4.74044444444,9.66533333332,4.55366666667,7.2348888889
