wavelength,Back_TanXacm,Belly_TanXacm,Breast_TanXacm,Crissum_TanXacm,Crown_TanXacm,DorTail_TanXacm,Patch10_TanXacm,Patch11_TanXacm,Patch12_TanXacm,Rump_TanXacm,Throat_TanXacm,WingTip_TanXacm
211.41,143.055555555,122.685222222,103.240777778,137.037,56.7130000002,268.865777778,106.018444445,-3.24077777777,177.083333333,104.166666667,122.685222222,187.268444445
211.79,141.683444444,125.774333333,90.6396666667,134.478222222,56.7677777778,270.791,121.127888889,-5.06733333333,164.966333333,125.791333333,122.474666667,203.451
212.17,103.469444444,81.5241111111,60.1318888889,94.3593888889,50.2554444446,177.256222222,83.6312222222,-6.55588888888,115.815111111,106.981666667,25.9472222224,149.201611111
212.55,122.804222222,60.0,75.9523333332,100.608444444,40.6348888888,147.076666667,81.5872222221,6.5872222222,148.465666667,120.714333333,24.7089999998,166.494666667
212.92,216.419888889,37.9013333332,129.629555555,169.506222222,57.4074444442,275.493888889,164.691333333,-52.8394444443,380.617333333,217.160555556,47.5308888887,284.691333333
213.30,578.024555556,-17.0372222221,373.086333333,536.296333333,113.333333332,898.271722221,566.913555557,-212.345666667,1416.04955556,557.037111111,184.444444445,855.185222221
213.68,795.634888889,67.2620000001,688.293666667,906.746000001,128.174555554,1500.59522222,1082.34122222,-172.023888889,2306.15077778,824.404777779,325.198333332,1377.18255556
214.06,-1377.18511111,-251.111111111,-1964.88888889,-2135.92588889,-629.481444444,-3113.33344444,-2748.74077778,-52.1481111111,-4662.22211111,-1713.33333333,-807.259222223,-2689.40744444
214.44,-260.833333333,-45.8334444444,-441.666666667,-548.854,-282.500000001,-744.826222221,-604.826333334,-45.0693333334,-1072.29166667,-399.13188889,-287.708222222,-615.416555556
214.81,-61.0055555554,9.07666666677,-113.978222222,-150.390111111,-59.6985555554,-220.356333333,-159.529666667,9.48744444444,-336.538222222,-90.2065555557,-83.0803333334,-173.255333333
