wavelength,Back_HapUnif,Belly_HapUnif,Breast_HapUnif,Crissum_HapUnif,Crown_HapUnif,DorTail_HapUnif,Patch10_HapUnif,Rump_HapUnif,Throat_HapUnif,WingTip_HapUnif
329.14,5.52273333333,12.6427333333,9.76533333333,10.2123333333,4.97146666667,7.41046666667,8.29246666667,6.26376666667,12.5178666667,8.95493333333
329.51,6.23406666667,13.2946,10.3194666667,10.6999333333,5.75166666667,8.08283333333,8.89959999999,6.9104,13.112,9.47166666666
329.88,6.5184,13.7140333333,10.6346,10.8856666667,5.8976,8.33143333333,9.15440000001,7.1956,13.3785333333,9.56906666667
330.24,6.11266666666,13.3601333333,10.3165333333,10.5029333333,5.582,7.85356666667,8.70073333334,6.6795,13.0551333333,9.14493333335
330.61,6.48493333334,13.6674666667,10.6527333333,10.6453333333,5.80626666667,8.06443333333,8.83000000001,6.88693333333,13.2052666667,9.24986666667
330.98,6.7022,13.8249666667,10.7418666667,10.6836,5.9706,8.12766666667,8.999,6.9537,13.5341333333,9.33946666667
331.34,6.35353333333,13.5086333333,10.3446666666,10.1223333333,5.5004,7.5615,8.52706666667,6.50013333333,13.1692666667,8.80213333333
331.71,6.49273333334,13.6923666667,10.3937333333,10.2597333333,5.42186666667,7.60213333333,8.51019999999,6.44546666667,13.2512666667,8.92273333333
332.08,6.3892,13.6243666667,10.2528666667,9.82573333334,5.2012,7.46316666667,8.28666666667,6.23096666667,13.0583333333,8.63766666667
332.44,6.74066666667,13.7642,10.6886,10.161,5.45886666666,7.83746666667,8.36613333334,6.5771,13.1972666667,8.87473333333
332.81,7.11773333333,14.2461,11.2082666667,10.5585333333,5.85086666667,8.24923333333,8.60433333333,6.98223333333,13.4105333333,9.26353333334
333.18,7.297,14.3802,11.2559333333,10.7178,5.94886666667,8.35626666667,8.66346666666,7.01533333333,13.6003333333,9.45946666666
333.54,6.4934,13.8110666667,10.5039333333,10.0479333333,5.3032,7.56046666667,7.939,6.3293,12.9935333333,8.91486666667
333.91,6.22473333333,13.3623666667,10.2464666667,9.84713333334,5.16913333333,7.2937,7.72693333333,6.1655,12.8356,8.6622
334.28,6.53806666667,13.5394666667,10.4724666667,10.1014666667,5.28106666667,7.5821,7.92593333333,6.47896666667,13.1194,8.84473333334
334.64,6.31346666667,13.5240666667,10.3433333333,10.079,5.11306666667,7.465,7.89073333333,6.40536666667,13.1146666667,8.77046666667
335.01,5.97246666667,13.3602666667,10.0526666667,9.93013333333,4.61153333333,7.19013333333,7.46006666667,6.0873,12.7851333334,8.35646666667
335.38,5.97733333333,13.3608666667,10.0265333333,10.0478,4.60706666667,7.26483333333,7.48973333333,6.0824,12.8836666667,8.34673333333
335.74,5.9812,13.4623333333,10.1477333333,10.0366,4.75326666667,7.27333333333,7.574,6.08806666667,12.9770666667,8.3998
336.11,6.32433333333,13.7869666667,10.4931333333,10.3939333333,5.17746666667,7.44636666667,7.94759999999,6.4058,13.2776,8.80566666667
336.47,6.23213333333,13.8514,10.3712666667,10.2998,5.1224,7.25733333333,8.00493333333,6.27283333333,13.2842666667,8.82493333333
336.84,5.9524,13.6215666667,10.1582,9.99586666667,4.8976,6.9944,7.77033333333,5.9514,13.0757333333,8.5352
337.21,5.78646666667,13.6536,10.1833333333,9.9214,4.7614,6.9204,7.79046666667,5.92946666667,12.8742,8.44306666667
337.57,5.98926666666,13.7743333333,10.3854,10.0358666667,4.81533333333,7.01036666667,7.8922,6.04983333333,13.105,8.5876
337.94,6.1744,13.9495333333,10.5726,10.1717333333,4.84666666667,7.04283333333,8.04820000001,6.2173,13.2400666667,8.82613333333
338.31,6.24026666667,14.1988666667,10.7176666667,10.3070666667,5.01826666666,6.97863333333,8.22633333333,6.36273333333,13.3057333333,9.00593333333
338.67,6.28486666666,14.2271333333,10.7313333333,10.2751333333,5.02006666667,6.87523333333,8.20359999999,6.27803333333,13.2959333333,8.98866666667
339.04,6.3746,14.2608666667,10.8684666667,10.441,5.18666666667,6.98196666667,8.34786666667,6.33883333333,13.2674666667,9.02093333333
339.40,6.44646666667,14.4167,11.207,10.7164666667,5.35533333333,7.00836666667,8.50326666667,6.5016,13.4684666667,9.27766666667
339.77,6.3506,14.3014666667,11.1251333333,10.6974666667,5.1426,6.84976666667,8.33706666667,6.48173333333,13.3912666667,9.01146666667
340.14,5.74173333333,13.8458,10.6220666666,10.2895333333,4.53606666667,6.3841,7.90686666667,5.8985,13.0084,8.45886666667
340.50,5.62586666667,13.9065666667,10.6122666667,10.2908,4.49486666667,6.21883333333,7.8856,5.8353,13.0423333333,8.32373333333
340.87,5.25753333333,13.6027666667,10.3056,9.9552,4.20453333333,5.7526,7.61873333333,5.51363333333,12.8096,8.0414
341.23,5.13853333333,13.5009,10.2414,9.97240000001,4.17306666667,5.52213333333,7.42026666666,5.2931,12.6894666667,7.8766
341.60,4.95113333333,13.371,10.1148666667,9.86066666666,3.9774,5.35123333333,7.29573333333,5.0951,12.4859333333,7.64406666667
341.96,4.7592,13.3964333333,9.96753333334,9.75026666667,3.86126666667,5.28906666667,7.0804,4.93193333334,12.4184666666,7.4478
342.33,4.81633333334,13.4252333333,10.033,9.80200000001,3.772,5.34776666666,7.019,4.91646666667,12.4690666667,7.42453333333
342.70,4.70153333333,13.3666333334,9.9396,9.7552,3.60513333333,5.238,6.95566666667,4.8479,12.3940666667,7.3294
343.06,4.81606666667,13.6747666666,10.1546,9.87906666667,3.84353333333,5.39386666667,7.11106666667,5.0044,12.5494666667,7.6088
343.43,4.9256,13.9303333333,10.1542666667,9.8736,3.95113333333,5.46136666667,7.2,5.0649,12.5733333333,7.655
343.79,4.88113333333,13.9131666667,10.0557333333,9.8998,3.98093333333,5.3581,7.23606666667,4.9884,12.5358,7.80546666667
344.16,5.34106666667,14.2826,10.5350666667,10.3762666667,4.20826666667,5.65633333333,7.6152,5.35293333333,12.8006,8.19673333333
344.52,5.694,14.5729333333,10.8725333333,10.7074666667,4.4544,5.97926666667,7.85286666667,5.58046666667,13.0247333333,8.41673333333
344.89,6.0254,14.9658333333,11.1878666667,11.1189333333,4.7464,6.35843333333,8.22846666667,5.96966666667,13.3498,8.62473333333
345.25,5.89806666667,14.9356333333,11.0828,10.9917333333,4.54633333333,6.24083333333,8.14693333333,5.86786666667,13.3088666667,8.5736
345.62,5.95346666667,15.1035333334,11.2098666667,11.1164666667,4.688,6.327,8.20253333333,5.90033333333,13.3623333333,8.65486666667
345.99,6.05913333333,15.2888,11.328,11.2175333333,4.67266666666,6.36123333333,8.36579999999,5.87223333333,13.4086666667,8.69773333333
346.35,5.96033333333,15.25,11.2432,11.1586,4.487,6.24806666667,8.35579999999,5.6816,13.4115333333,8.5202
346.72,6.10413333333,15.4271333333,11.4260666667,11.3193333333,4.72433333333,6.4109,8.49419999999,5.8277,13.5404,8.609
347.08,6.2528,15.5983333333,11.5975333333,11.4904666667,4.8046,6.44056666667,8.69333333333,5.9642,13.7362,8.7286
347.45,6.21686666667,15.5419666667,11.6571333333,11.5976666667,4.82226666667,6.51373333333,8.69506666667,6.0286,13.7511333333,8.7528
347.81,6.29093333334,15.7033333333,11.7838666667,11.5847333333,4.8474,6.60623333333,8.71533333334,6.14003333333,13.8488666667,8.6948
348.18,5.87373333333,15.3655666667,11.429,11.1444,4.54046666667,6.29596666667,8.33146666667,5.81276666667,13.5842,8.3072
348.54,5.5496,15.0216,11.1186666667,10.7698,4.13693333333,5.98273333333,7.9556,5.51903333333,13.2418666666,8.07786666667
348.91,5.27833333333,14.7546666667,10.9422666667,10.5614666667,3.79533333333,5.67843333333,7.62433333333,5.21566666667,13.0040666667,7.83646666667
349.27,5.3224,14.7781666667,11.003,10.5057333333,3.82806666667,5.7045,7.64626666667,5.26326666667,13.1224666667,7.79013333333
349.64,5.41913333333,14.8417666667,11.0568,10.5894666667,3.84786666667,5.74863333333,7.74353333333,5.35376666667,13.2807333333,7.88706666667
350.00,5.30873333333,14.7543333333,11.0935333333,10.5647333333,3.83093333333,5.58923333333,7.64766666667,5.30553333333,13.3221333334,7.84073333333
350.37,5.42206666667,14.8938333333,11.2201333333,10.6150666667,4.1064,5.70083333333,7.73439999999,5.52473333333,13.3460666667,7.9824
350.73,5.2572,14.7854,11.1216666667,10.4247333333,3.8916,5.48613333333,7.57266666667,5.40273333333,13.1963333333,7.94086666667
351.10,5.2892,14.7668666667,11.1432666667,10.5364,3.9458,5.54683333333,7.56940000001,5.41763333333,13.2042,7.9228
351.46,5.23066666666,14.7693666667,11.0090666667,10.4794,3.86826666667,5.4152,7.55346666667,5.29593333333,13.2055333333,7.80866666667
351.83,5.1896,14.7347666667,11.0459333333,10.457,3.80706666667,5.28656666667,7.52733333333,5.20256666667,13.2433333333,7.82033333333
352.19,5.14093333333,14.8108666667,11.0612666667,10.4930666667,3.81153333333,5.11373333333,7.50653333333,5.2225,13.1897333333,7.72413333333
352.55,5.23313333333,14.9571333333,11.1227333333,10.6705333333,3.98746666667,5.16153333333,7.69746666666,5.34356666667,13.3722,7.78986666667
352.92,5.5258,15.2371,11.3906,10.9146666667,4.3068,5.4993,8.02493333333,5.60136666667,13.6064,8.0896
353.28,5.646,15.3368333334,11.4606666667,11.022,4.38306666667,5.61713333333,8.19839999999,5.6678,13.7093333334,8.2564
353.65,5.8928,15.6407,11.774,11.3271333333,4.63906666667,5.90126666667,8.51719999999,5.9528,13.9872,8.4586
354.01,6.04066666667,15.7276666667,11.8291333333,11.3718666667,4.73986666667,6.02316666667,8.78006666668,6.16756666667,14.0470666667,8.5502
354.38,6.3526,15.9619666667,12.1533333333,11.7066,5.04553333333,6.33126666667,9.06379999999,6.5157,14.37,8.8876
354.74,6.6118,16.2162666667,12.4818666667,12.0222666667,5.35693333333,6.59183333333,9.29700000001,6.80703333334,14.6887333333,9.0846
355.11,6.5816,16.2510333333,12.5030666667,11.977,5.34686666667,6.58016666667,9.32433333333,6.85773333333,14.7407333334,9.11773333333
355.47,6.5562,16.3502666667,12.572,11.9662666667,5.3126,6.56246666667,9.30820000001,6.8994,14.7492,9.08066666667
355.83,6.39473333333,16.254,12.5228,11.9108666667,5.20273333333,6.49113333333,9.23473333332,6.8391,14.65,8.8746
356.20,6.65566666667,16.4786,12.7515333333,12.0933333333,5.42046666667,6.74556666667,9.42680000001,7.0828,14.91,9.19986666667
356.56,6.652,16.5731666667,12.8725333333,12.2038,5.42893333334,6.80816666667,9.45713333334,7.12563333333,14.9821333333,9.22473333333
356.93,6.69806666667,16.7007333333,12.9912,12.2808,5.469,6.80613333333,9.475,7.20686666667,15.0844666667,9.2146
357.29,6.75406666667,16.843,13.1162666667,12.4568,5.56713333333,6.95856666667,9.50400000001,7.3172,15.1654666667,9.25266666667
357.66,6.551,16.7514333333,12.9479333333,12.2823333333,5.3388,6.77763333333,9.31266666668,7.19613333333,14.9902666667,9.12826666667
358.02,6.52426666667,16.8191333333,12.977,12.2749333333,5.34206666667,6.78583333333,9.2312,7.11673333333,14.999,9.13653333333
358.38,6.15493333333,16.5722666667,12.5914666667,11.9320666667,5.026,6.41823333333,8.87740000001,6.7415,14.6831333333,8.7686
358.75,6.08766666667,16.558,12.4896,11.8259333333,4.924,6.3942,8.86226666667,6.69526666667,14.5972666667,8.7182
359.11,6.05613333333,16.6039333333,12.4859333333,11.8046,4.89793333333,6.433,8.85546666666,6.66016666667,14.5456666667,8.69233333333
359.48,6.3972,16.842,12.7976666667,12.1066666667,5.26893333333,6.73823333333,9.15213333335,6.92336666667,14.8048,9.03433333333
359.84,6.48333333334,17.0340666667,12.8765333333,12.2142,5.35886666667,6.89263333333,9.21673333335,7.04746666667,14.9082,9.19593333333
360.20,6.50193333333,17.1501666667,12.8846,12.3915333333,5.42266666667,7.00963333333,9.3012,7.1069,14.9949333334,9.21393333333
360.57,6.42806666666,17.0867666667,12.791,12.2806,5.35006666667,6.9503,9.24093333333,7.0766,14.9303333333,9.13513333333
360.93,6.37853333333,17.0441,12.6748666667,12.1876,5.29366666667,6.945,9.22186666666,7.0261,14.8644,9.1352
361.29,6.20013333333,16.8609666667,12.5693333333,12.0251333333,5.11193333333,6.7032,9.10173333334,6.87446666667,14.717,8.9916
361.66,6.16293333333,16.8460666667,12.5635333333,12.0189333333,5.10073333333,6.659,9.04966666667,6.75613333333,14.6649333333,8.95613333333
362.02,6.12133333333,16.8073,12.5280666667,12.0966,5.09033333333,6.60663333333,8.95766666666,6.70823333333,14.6749333333,8.92
362.39,6.21046666667,16.9237333333,12.6886,12.2441333333,5.15313333333,6.75103333333,9.08806666665,6.79386666667,14.8325333333,9.04713333333
362.75,6.19306666667,16.8844333333,12.6721333333,12.2810666667,5.17453333333,6.7754,9.12113333334,6.81056666667,14.8504,9.03773333333
363.11,6.1716,16.8335666667,12.6454,12.2616666667,5.1134,6.72706666667,9.05453333334,6.7823,14.8681333333,9.00893333333
363.48,5.888,16.6019666667,12.3764666667,11.9812666667,4.75026666667,6.4697,8.78840000001,6.5096,14.642,8.7
363.84,5.92773333333,16.5516,12.4035333333,12.0254666667,4.73493333333,6.45713333333,8.80213333333,6.4881,14.6076,8.67426666667
364.20,5.97686666667,16.5853,12.5754666667,11.9991333333,4.79226666667,6.54636666667,8.82293333335,6.4511,14.6256666667,8.67706666667
364.57,6.15993333333,16.7045666667,12.749,12.1278666667,4.93926666667,6.65956666667,8.95853333333,6.50876666667,14.743,8.80826666667
364.93,6.1104,16.6691,12.7656666667,12.1419333333,4.90473333333,6.6176,8.93466666666,6.46886666667,14.7478666667,8.77586666667
365.29,6.33473333333,16.9393666667,13.0306,12.4364666667,5.17926666667,6.88856666667,9.13733333333,6.70833333333,14.9760666667,9.00633333333
365.66,6.5202,17.1055,13.1984666667,12.6321333333,5.36033333333,7.0553,9.32526666666,6.92043333334,15.1982666667,9.09986666667
366.02,6.60913333333,17.2192333333,13.3422,12.6471333333,5.4542,7.18353333333,9.48499999999,7.05626666667,15.2116666667,9.16766666667
366.38,6.60313333333,17.2442666667,13.3462,12.6033333333,5.4526,7.16556666667,9.47533333333,7.0823,15.1365333333,9.13026666667
366.75,6.68246666667,17.3120333333,13.405,12.6878,5.523,7.22136666667,9.54753333335,7.07326666667,15.2453333333,9.189
367.11,6.76333333333,17.4923,13.4911333333,12.7560666667,5.63926666667,7.2693,9.68760000001,7.1271,15.3102666667,9.30073333333
367.47,6.9952,17.7171333333,13.7130666667,13.0286666667,5.91826666667,7.48993333333,9.9374,7.362,15.4868666667,9.5332
367.84,7.1218,17.8597,13.8212,13.1482,6.1304,7.6023,10.0906666667,7.48366666667,15.6171333333,9.66413333333
368.20,7.05353333333,17.7060333333,13.5995333333,13.0366,6.0452,7.4163,10.0272666667,7.4544,15.5132,9.62453333333
368.56,6.96966666667,17.6580333333,13.537,12.9838,6.001,7.37803333333,9.94386666665,7.45153333333,15.4552,9.55733333333
368.93,6.93446666667,17.6800666667,13.5186666667,12.9328666667,6.02133333333,7.32603333333,9.9068,7.42416666667,15.4074666667,9.50533333333
369.29,7.01126666667,17.7550333333,13.513,12.9483333333,6.02993333333,7.37056666667,9.98686666666,7.48423333333,15.4144666667,9.572
369.65,6.89826666667,17.7059333333,13.455,12.8395333333,5.9352,7.31663333333,9.95373333333,7.45853333333,15.3332,9.48553333333
370.01,6.956,17.7517,13.4486,12.8663333333,5.93893333333,7.35253333333,9.98733333333,7.51306666667,15.4366,9.5398
370.38,7.033,17.7867333333,13.5368666667,12.9796,6.05926666667,7.43763333333,10.0848666667,7.5812,15.5529333333,9.6306
370.74,6.94106666667,17.7745666667,13.4816666667,12.9212666667,5.97433333333,7.3333,9.96499999999,7.5398,15.4727333333,9.51453333333
371.10,6.87406666667,17.6654666667,13.4375333333,12.8858666667,5.87253333333,7.24383333333,9.90833333333,7.48693333333,15.3982666667,9.38346666667
371.46,6.67413333333,17.4504333333,13.3031333333,12.675,5.71633333333,7.08223333333,9.69860000001,7.3467,15.2756,9.2016
371.83,6.5238,17.3249666667,13.1999333334,12.5134666667,5.53393333333,6.95853333333,9.53453333335,7.22236666667,15.1599333333,9.04433333333
372.19,6.51966666667,17.4094333333,13.2634,12.5630666667,5.53593333333,6.99553333333,9.5138,7.20833333333,15.1951333333,8.94486666667
372.55,6.7028,17.6003,13.4314,12.7287333333,5.70666666667,7.18203333333,9.65693333333,7.3378,15.3108,9.12733333333
372.92,6.7544,17.6159666667,13.4782,12.8228666667,5.70353333333,7.20333333333,9.65333333335,7.35333333333,15.3418,9.19133333333
373.28,6.62626666667,17.4394333333,13.3316,12.7256,5.5992,7.09693333333,9.49646666667,7.20303333333,15.2439333333,9.02133333333
373.64,6.59786666667,17.3570666667,13.2517333333,12.6668666667,5.5334,6.99723333333,9.44113333333,7.12416666667,15.1589333333,9.01293333333
374.00,6.57393333333,17.3281666667,13.2661333333,12.6517333333,5.533,6.9687,9.44646666665,7.08186666667,15.0758,8.9724
374.37,6.61706666667,17.3830666666,13.3134,12.7084666667,5.5834,6.9616,9.49093333333,7.1069,15.047,9.03033333333
374.73,6.69686666667,17.4466333333,13.3974666667,12.7478,5.66393333333,7.01433333333,9.52166666667,7.13466666667,15.0528666667,9.06966666667
375.09,6.8596,17.6304,13.4956,12.9045333333,5.853,7.1761,9.63566666667,7.29273333333,15.1748,9.24013333333
375.45,7.0182,17.8988333333,13.6496,13.0919333334,5.9754,7.32,9.84766666667,7.44316666667,15.3414666667,9.38853333333
375.81,7.12253333333,18.0089666667,13.7078666667,13.2276666667,6.0376,7.37513333333,10.0090666667,7.50196666667,15.4724,9.49566666667
376.18,7.20906666666,18.1234,13.7668666667,13.2929333333,6.13333333333,7.43923333333,10.164,7.62983333333,15.542,9.6514
376.54,7.14346666667,18.1589333333,13.7541333333,13.2910666667,6.07546666667,7.40796666667,10.2052,7.62893333333,15.5611333333,9.55886666667
376.90,7.15693333333,18.1695,13.7694666667,13.3626,6.116,7.4024,10.2816666667,7.6398,15.5738666667,9.50706666667
377.26,7.036,18.1456333333,13.7050666667,13.2462,6.04386666667,7.2561,10.2035333333,7.52603333333,15.4583333333,9.3446
377.63,7.0242,18.1245333333,13.6970666667,13.2527333333,6.0666,7.23463333333,10.202,7.48636666667,15.4914666666,9.30946666667
377.99,6.98246666667,18.1447,13.6284,13.2477333333,6.0226,7.189,10.1376,7.4298,15.5153333333,9.24526666667
378.35,6.8306,18.0050666667,13.4505333333,13.1026,5.82833333333,7.05973333333,9.99459999999,7.27933333333,15.4252666667,9.04693333333
378.71,6.68113333333,17.9123666667,13.3235333333,13.0195333333,5.72413333334,6.94026666667,9.95426666666,7.18516666667,15.3906,8.94473333333
379.07,6.55573333333,17.7577,13.2337333333,12.91,5.58546666667,6.78246666667,9.87073333333,7.05263333334,15.2906666667,8.817
379.44,6.53873333334,17.6980333333,13.1892,12.933,5.58213333333,6.74926666667,9.84879999999,7.0259,15.2515333333,8.806
379.80,6.49073333333,17.6787666667,13.1527333333,12.8982666667,5.5912,6.6912,9.76993333333,6.98273333333,15.1784666667,8.7934
380.16,6.41953333333,17.5836333333,13.1466666667,12.8850666667,5.539,6.64793333333,9.69106666667,6.8873,15.1715333333,8.7378
380.52,6.274,17.4083,12.9812666667,12.7580666667,5.43313333333,6.48276666667,9.53146666667,6.7168,15.0475333333,8.60186666667
380.88,6.29473333333,17.4881333333,12.9724666667,12.7167333333,5.41846666667,6.539,9.54320000001,6.74043333333,15.1073333333,8.64006666667
381.24,6.30833333334,17.4926,12.9786666666,12.7235333333,5.41033333333,6.5296,9.53486666667,6.73953333333,15.1400666667,8.66813333333
381.61,6.41653333333,17.6702,13.0934666667,12.8771333333,5.5234,6.6801,9.62346666668,6.83236666666,15.2258,8.81833333333
381.97,6.4212,17.7029333333,13.1469333333,12.9517333333,5.55686666667,6.69026666667,9.65286666667,6.87163333333,15.2396666667,8.86806666667
382.33,6.47673333333,17.8362,13.2438,12.9787333333,5.63733333333,6.75166666667,9.72120000001,6.98266666667,15.3442666667,8.97973333333
382.69,6.52953333334,17.9222333333,13.2718666667,13.0144666666,5.66306666667,6.79876666667,9.72040000001,7.00763333333,15.3362,9.00793333333
383.05,6.57686666667,18.0386666667,13.3068,13.0394,5.7234,6.8597,9.7702,7.05943333333,15.4496,9.072
383.41,6.5554,18.0372,13.2812666667,13.0026666667,5.70466666667,6.80786666667,9.75753333332,7.04223333334,15.4600666667,9.06066666667
383.77,6.50566666667,17.9575333333,13.2055333334,12.9181333333,5.62113333333,6.77716666667,9.75593333333,7.02616666667,15.4046666667,8.95786666667
384.14,6.56026666667,18.0550666667,13.2334,12.9509333334,5.643,6.80773333333,9.77813333332,7.07333333333,15.4164666666,8.96593333333
384.50,6.61613333333,18.0849666667,13.2722666667,12.9448,5.65473333333,6.80663333333,9.79966666666,7.09526666667,15.4179333333,9.022
384.86,6.5862,18.0813,13.2966,12.9144,5.65826666667,6.7569,9.80053333333,7.08426666667,15.353,9.0054
385.22,6.65846666667,18.1772,13.3829333333,13.0304666667,5.711,6.8381,9.89106666667,7.1724,15.4490666667,9.1476
385.58,6.53126666667,18.0487333334,13.2116666667,12.8598,5.55893333333,6.65236666667,9.73966666668,7.0278,15.34,8.96446666667
385.94,6.6214,18.0888,13.2718,12.9042666666,5.65506666667,6.73626666667,9.85813333333,7.07666666667,15.4044666667,9.03713333333
386.30,6.54746666667,18.0136666667,13.2159333333,12.8660666667,5.59226666667,6.68026666666,9.82166666666,6.98996666667,15.3338666667,8.90106666666
386.66,6.5352,17.9945,13.2069333333,12.8534,5.56773333333,6.66303333333,9.8438,6.9878,15.3187333333,8.88513333333
387.03,6.4354,17.9122666667,13.1019333333,12.7734,5.48013333333,6.59523333333,9.74519999999,6.9083,15.2301333333,8.77413333333
387.39,6.39633333333,17.9007,13.0677333333,12.6874,5.42586666667,6.56726666667,9.69566666666,6.84623333333,15.2056666667,8.694
387.75,6.37853333333,17.9135,13.0507333333,12.6862,5.39973333333,6.5246,9.67653333332,6.7984,15.2440666667,8.6816
388.11,6.25606666667,17.7947333333,12.956,12.5472,5.29926666667,6.41253333333,9.57273333335,6.6918,15.1599333333,8.54513333333
388.47,6.1784,17.7898666667,12.9038,12.5256,5.26546666667,6.36523333333,9.56286666665,6.66253333333,15.1324,8.4734
388.83,6.1622,17.7435666667,12.8824666667,12.4989333333,5.2286,6.35573333334,9.53680000001,6.6198,15.1077333333,8.42753333333
389.19,6.19793333333,17.7499666667,12.9171333333,12.5133333333,5.25106666667,6.3937,9.55273333333,6.6503,15.1354666667,8.35866666667
389.55,6.29173333333,17.859,13.0506,12.6210666667,5.33613333333,6.51676666667,9.65220000001,6.76443333333,15.2324,8.45793333333
389.91,6.1502,17.8084666667,12.9453333334,12.4817333333,5.1998,6.3747,9.50266666667,6.68293333333,15.0917333333,8.29833333333
390.27,6.2334,17.9064,13.0044666667,12.5744,5.2516,6.43576666667,9.57533333334,6.7401,15.1810666667,8.34766666667
390.63,6.246,17.9179333333,13.0780666667,12.6082,5.29546666667,6.44356666667,9.61086666667,6.77713333333,15.2094,8.36586666667
391.00,6.2638,17.9377333333,13.1358666667,12.6622,5.29146666667,6.4297,9.64266666666,6.77646666667,15.2252666667,8.35506666667
391.36,6.28553333334,17.9715333333,13.1499333333,12.6843333333,5.2792,6.44683333334,9.64626666668,6.8019,15.2000666667,8.35006666667
391.72,6.3798,18.0904666666,13.2828666667,12.801,5.37766666667,6.541,9.72853333333,6.90856666667,15.2696666667,8.42473333333
392.08,6.4024,18.1142333333,13.2908,12.8510666667,5.401,6.5388,9.77306666667,6.91933333333,15.3188,8.47386666667
392.44,6.50773333333,18.2389666667,13.4025333333,12.9512666667,5.49786666667,6.63953333333,9.87633333334,7.03173333333,15.4252666667,8.53873333333
392.80,6.6074,18.3564333333,13.4758,13.0934666667,5.59493333333,6.7257,9.95246666667,7.16346666667,15.5489333333,8.641
393.16,6.6434,18.4669,13.4962666667,13.0449333333,5.6396,6.73433333333,10.016,7.19183333333,15.5594666667,8.68126666666
393.52,6.59053333333,18.3847,13.4463333333,12.9707333333,5.58593333333,6.6356,9.97900000001,7.13553333333,15.4588,8.6312
393.88,6.641,18.3700333333,13.4946666667,13.0266666667,5.61953333333,6.66666666667,10.0163333333,7.14453333333,15.5236666667,8.6932
394.24,6.62726666667,18.3818,13.493,13.0221333333,5.59213333333,6.62156666667,9.96806666667,7.1385,15.4736,8.7032
394.60,6.66113333333,18.3865666667,13.4756666667,13.0454666667,5.594,6.6548,9.94800000001,7.1344,15.4880666667,8.70966666667
394.96,6.69293333333,18.4334,13.4813333333,13.0377333333,5.6428,6.67863333333,9.96086666667,7.1689,15.4901333333,8.72486666667
395.32,6.7088,18.3852,13.4924,13.0800666667,5.687,6.68886666667,9.98713333335,7.19783333333,15.5101333333,8.75
395.68,6.68173333333,18.3878,13.4654666667,13.0760666667,5.6894,6.69606666667,9.95719999999,7.2004,15.4963333333,8.7638
396.04,6.6646,18.3940333333,13.4608666667,13.0356666667,5.63866666667,6.6876,9.93246666665,7.1987,15.441,8.71613333333
396.40,6.66033333333,18.3454666667,13.458,13.0347333333,5.59973333333,6.6925,9.90580000001,7.1638,15.4236666667,8.70593333333
396.76,6.6482,18.3303666667,13.4774666667,12.9886666667,5.5878,6.6653,9.90833333333,7.1237,15.395,8.67133333333
397.12,6.62366666667,18.251,13.4512666667,13.0370666667,5.5434,6.62023333333,9.84939999999,7.08446666666,15.3748,8.62906666667
397.48,6.6592,18.3056,13.47,13.1236666667,5.57553333333,6.6862,9.88946666667,7.1461,15.4464666667,8.6304
397.84,6.72873333333,18.3955666667,13.5242666666,13.1804666667,5.64966666667,6.77336666667,9.96453333334,7.22436666667,15.5255333333,8.69693333333
398.20,6.7418,18.3862,13.4951333333,13.1482,5.64413333333,6.76806666667,10.0000666667,7.21086666667,15.5139333333,8.64573333333
398.56,6.73353333333,18.4188666667,13.4997333333,13.1710666667,5.63586666667,6.74983333333,9.9988,7.2227,15.4800666667,8.62633333333
398.92,6.71333333333,18.3803666666,13.4819333333,13.1654,5.60433333333,6.706,9.97720000001,7.18403333333,15.4618,8.602
399.28,6.70333333333,18.4051,13.4512,13.1696,5.61526666667,6.70313333333,9.9744,7.1701,15.4426666667,8.5652
399.64,6.738,18.4252333333,13.4817333333,13.1720666667,5.6174,6.68926666667,10.0006,7.1634,15.4774,8.53566666667
400.00,6.8494,18.5229,13.5534,13.3162,5.73826666667,6.78003333333,10.0731333333,7.23813333333,15.5706666667,8.62153333333
400.36,6.74773333333,18.4276666667,13.4215333333,13.2180666667,5.63633333334,6.67033333333,9.96633333334,7.14046666667,15.4685333333,8.52993333333
400.72,6.6806,18.3864666667,13.3416,13.1514,5.563,6.59996666667,9.89893333333,7.07703333333,15.3828666667,8.45013333333
401.08,6.58853333333,18.3121666667,13.2472666666,13.0619333333,5.47506666667,6.53916666667,9.82960000001,7.00183333333,15.2908,8.365
401.44,6.62013333333,18.3327666667,13.2721333333,13.0736666667,5.49406666667,6.589,9.83633333335,7.02046666667,15.3298666667,8.4358
401.80,6.52986666667,18.2923,13.207,12.9967333333,5.37073333333,6.48726666667,9.74693333334,6.93113333333,15.2364666667,8.3356
402.16,6.5494,18.3443666667,13.2472666667,13.0479333333,5.40713333333,6.52863333333,9.76133333333,6.96013333333,15.29,8.40266666667
402.52,6.5792,18.3921,13.2913333334,13.0302666667,5.43873333333,6.55563333333,9.79140000001,6.97363333333,15.3756666667,8.4546
402.88,6.59053333333,18.4427,13.3162,13.0388,5.47486666667,6.62406666667,9.82473333333,7.0353,15.4325333333,8.54093333333
403.24,6.65126666667,18.5216333333,13.4237333333,13.1010666667,5.52806666667,6.67443333333,9.88193333333,7.08996666667,15.4816,8.6194
403.60,6.67806666667,18.5518333333,13.4553333333,13.1209333333,5.5554,6.71266666667,9.90219999999,7.1277,15.4947333333,8.67726666667
