wavelength,Back_HapUnif,Belly_HapUnif,Breast_HapUnif,Crissum_HapUnif,Crown_HapUnif,DorTail_HapUnif,Patch10_HapUnif,Rump_HapUnif,Throat_HapUnif,WingTip_HapUnif
190.95,119.096066667,105.084833333,168.248533333,131.525333333,163.389733333,135.423666667,161.243066667,146.1016,134.689266667,100.000066667
191.33,197.460266667,172.063433333,363.492066667,245.396933333,335.237866667,274.126966667,335.873066667,309.365033334,282.222133333,169.8412
191.71,263.636333333,192.4242,610.302933333,391.515066667,530.909066667,460.9091,533.333266667,476.666633333,457.575733333,227.2728
192.09,322.222266667,200.555566666,1062.22226667,595.555666667,878.888866667,701.666533333,855.5556,750.0001,689.999999999,247.7778
192.47,104.285666667,62.8571,425.714266666,226.666866667,345.238066667,274.047566667,354.761866667,296.428566667,259.047666667,71.4286666666
192.85,20.7692666665,19.1024666666,194.615333333,104.615333333,155.641133333,123.846233333,163.333466667,139.102533333,138.205066667,18.7180000001
193.23,-12.3333333334,14.6666666666,202.666666667,106.0,169.0,131.833333333,155.333333333,135.166666667,133.666666667,-20.6666666667
193.61,-156.923066667,-89.9999333333,209.230666667,43.0770000001,124.1026,89.9999666667,110.7692,70.7694333333,71.795,-157.436
193.99,-241.9046,-158.0953,96.1904666667,-46.6667333333,-11.4285333334,-9.04746666666,-21.4285333334,-35.9524333333,-19.5238666666,-237.619133333
194.37,-105.952266667,-70.9524666666,50.0000666666,-16.9048666667,-0.23806666688,1.3094333334,-6.90466666666,-3.21423333332,-1.90473333348,-113.571333333
194.75,-208.070133333,-168.420966667,8.0701333332,-88.0701333334,-60.3506666667,-59.4735666665,-60.7018666668,-63.3333666666,-58.5963333334,-214.034933333
195.13,-193.333333333,-147.6,-14.6666666667,-93.3333333333,-86.4000000001,-72.2666666666,-65.5999999999,-84.6666666667,-76.2666666667,-165.066666667
195.51,-82.9932000001,-51.2925666666,0.680200000006,-36.0545999999,-28.4353333333,-25.2381,-19.7279333333,-38.1633333334,-25.7143333333,-66.2584
195.89,-110.222066667,-64.4445666667,-23.1111333333,-62.6666666667,-54.5184666666,-47.9999333334,-43.5556000001,-62.5186,-47.8518666667,-81.1853333334
196.27,-72.9559333333,-28.4275333333,-1.88679999999,-34.4654000001,-26.1635333334,-24.2137,-19.3711333334,-34.5283333333,-20.5031999999,-43.5222000001
196.65,-145.6566,-74.9497000001,-41.2122,-84.0404666667,-76.9698666667,-74.4445000001,-70.1008666667,-93.3333999999,-55.1515333333,-94.1414
197.03,-150.000133333,-96.8628999998,-51.9607333333,-92.5490666667,-87.0588666666,-87.2549999999,-81.1765333334,-115.196166667,-65.6862666667,-83.1372666667
197.40,-117.894733333,-70.8773000001,-31.4034666667,-65.2630666668,-70.1753333334,-65.7894333333,-58.4210666666,-83.7719333332,-39.1227999999,-45.6139333334
197.78,-142.298933333,-74.9426,-28.2758000001,-81.6090666668,-75.8620666666,-85.0573999999,-64.3677999999,-103.793066667,-38.6208000001,-31.7241333333
198.16,-176.944333333,-97.3610000001,-58.3332666667,-114.166533333,-97.4999333333,-111.805466667,-94.7221333333,-146.527733333,-66.1110000001,-47.5000666667
198.54,-418.974466667,-232.307566667,-188.205133333,-265.128066667,-247.6924,-297.692466667,-266.666866667,-362.564133333,-183.5898,-156.410266667
198.92,-601.481466667,-279.259166667,-242.222266667,-358.518533333,-374.814866667,-425.925966667,-406.666666667,-542.222233333,-267.407333333,-200.7408
