wavelength,Back_ButAurm,Belly_ButAurm,Breast_ButAurm,Crissum_ButAurm,Crown_ButAurm,DorTail_ButAurm,Patch10_ButAurm,Patch11_ButAurm,Patch12_ButAurm,Rump_ButAurm,Throat_ButAurm,WingTip_ButAurm
304.10,0.431266666665,2.50593333333,2.52853333333,-2.407,13.3926666667,4.93433333333,23.4535333333,-1.6768,0.806533333332,1.27213333333,1.15646666667,4.027
304.47,0.1112,2.23933333333,2.42026666667,-2.6272,13.4994666667,4.74773333333,23.0683333333,-2.16826666667,0.639066666665,0.977533333333,0.996799999999,3.95133333333
304.84,0.585266666667,2.76246666667,2.88326666667,-2.1312,14.0428,4.98066666667,23.2747333333,-1.85173333333,1.10953333333,1.49513333333,1.5274,4.44293333334
305.21,0.249000000001,2.77586666667,2.9366,-2.2102,14.0559333333,4.74793333333,23.3108,-2.11166666667,0.996533333334,1.401,1.49586666667,4.42773333333
305.58,0.488066666668,2.8288,3.2162,-2.1834,13.9832666667,4.9214,23.3078666667,-1.96486666667,1.16826666667,1.34826666667,1.688,4.5204
305.95,0.609333333333,3.18126666667,3.7092,-1.9356,14.364,5.16286666666,23.5368,-1.60693333333,1.2862,1.58893333333,1.8688,4.62433333333
306.32,0.879866666665,3.1762,4.02046666667,-1.93326666667,14.5719333333,5.40453333333,23.9034666667,-1.43266666667,1.53246666667,1.792,1.8156,4.74233333333
306.69,0.991133333335,3.30013333333,4.05226666667,-1.86653333333,14.8332,5.35786666667,23.8341333333,-1.41686666667,1.63453333333,1.8924,1.86906666667,4.58293333333
307.06,1.29733333333,3.44513333333,4.41873333333,-1.445,15.3399333333,5.5946,24.1836,-1.06726666667,1.85133333333,2.2458,2.31833333333,4.906
307.43,2.2502,4.57086666667,5.39546666667,-0.215599999999,16.6578,6.48406666667,25.322,0.228,3.07166666667,3.37133333333,3.37266666667,5.92526666667
307.80,2.39973333333,4.6886,5.85433333333,0.186399999999,16.997,6.79393333333,25.4761333333,0.648800000001,3.68913333333,3.7076,3.75846666666,6.14986666667
308.17,2.93993333333,5.45926666666,6.57286666666,1.02706666667,17.7395333333,7.2026,26.3708,1.1508,4.5168,4.45693333333,4.36553333333,6.97086666667
308.54,3.395,5.84240000001,7.06826666666,1.62526666667,17.8078666667,7.63693333333,26.9277333333,1.6842,4.87593333333,5.3294,4.92113333333,7.07613333333
308.90,3.081,5.62346666666,6.94006666665,1.272,17.5817333333,7.42673333333,26.9367333333,1.69533333333,4.67546666667,5.13566666667,4.64633333333,6.59146666667
309.27,3.9298,6.42306666666,7.67433333332,2.07866666667,18.2594,8.16666666666,27.4616,2.71533333333,5.44213333333,5.77226666667,5.3446,7.1248
309.64,3.7986,6.54146666667,7.62,1.93846666667,18.1919333333,7.99666666667,27.2942666667,2.5766,5.253,5.85726666667,4.88106666667,7.03173333333
310.01,4.05493333333,6.90873333333,8.07246666667,2.3016,18.478,8.2042,27.4702,2.7244,5.67746666667,6.04433333333,5.02626666667,7.37366666667
310.38,4.4364,7.37133333334,8.72446666667,2.86313333333,19.1485333333,8.54373333333,28.0259333333,3.20646666667,5.9072,6.48566666667,5.4818,7.64773333334
310.75,4.41273333333,7.31326666667,8.93479999999,3.0266,19.163,8.55626666666,28.0575333333,3.5,5.7904,6.50346666667,5.54813333333,7.74
311.12,4.28753333333,7.40593333333,8.9338,2.95206666667,19.1151333333,8.43053333333,27.9772,3.56793333333,5.77426666667,6.41226666667,5.59486666667,7.51579999999
311.49,3.92466666667,6.89719999999,8.75866666665,2.41973333333,18.5286,8.05293333333,27.5639333333,3.1066,5.364,6.0594,5.17433333333,7.13166666667
311.85,4.0886,7.03913333334,8.74313333333,2.5788,18.5936,8.04839999999,27.6314666667,2.9796,5.30913333333,6.2902,5.22853333333,7.26426666667
312.22,4.05953333333,6.83880000001,8.58293333333,2.42526666667,18.6661333333,7.96453333333,27.4180666667,2.97186666667,5.12646666667,6.19713333334,5.221,7.07293333333
312.59,4.00026666667,6.83879999999,8.64480000001,2.42713333333,19.0427333333,7.91453333333,27.6353333333,3.11106666667,5.10686666667,6.05626666667,5.037,7.06093333333
312.96,4.41033333333,7.25966666666,9.08280000001,2.98293333333,19.4158,8.27313333333,28.0582,3.5292,5.41073333333,6.59673333333,5.44693333333,7.53966666666
313.33,3.90473333333,6.91273333333,9.00893333334,2.57506666667,19.4198,8.157,28.2321333333,3.10273333333,5.0412,6.431,5.03393333333,7.20373333333
313.70,3.71533333333,6.87973333334,8.90560000001,2.74886666667,19.5128,8.17066666667,28.3273333333,3.0464,4.83773333333,6.4,5.0412,7.02673333333
314.07,3.3742,6.47900000001,8.36433333334,2.6324,19.3402666667,7.82453333333,28.4246666667,2.95273333333,4.40486666667,6.1576,4.8356,6.7568
314.43,3.18246666666,6.46386666666,8.29819999999,2.49526666667,19.1748666667,7.693,28.3259333333,2.9458,4.33766666667,6.1596,4.87066666667,6.6522
314.80,3.7168,6.91266666666,8.764,2.92446666667,19.4192,8.07760000001,28.9378666667,3.40326666667,4.96666666666,6.78406666667,5.48893333333,7.14866666667
315.17,3.74113333333,6.82186666666,8.79486666667,3.0558,19.4096666667,8.10126666667,29.2051333334,3.2544,4.97720000001,6.95586666667,5.4342,7.3138
315.54,3.7112,7.04586666667,8.74906666666,3.25453333333,19.6206666667,7.9114,29.3214,3.33786666667,4.98773333334,7.00526666667,5.49633333333,7.3112
315.91,3.38273333333,6.86653333333,8.51073333332,2.90713333333,19.5726666667,7.69426666667,29.3234666667,3.1994,4.67433333334,6.74306666667,5.1104,6.85706666667
316.28,3.0138,6.94646666666,8.52073333332,2.681,19.3974666667,7.43846666667,29.6051333333,3.03466666667,4.47433333333,6.67726666667,4.835,6.77686666667
316.64,3.16946666667,7.08413333333,8.71319999999,2.75486666667,19.6186,7.6474,29.7174666667,3.20213333333,4.72973333333,7.04593333333,5.11026666667,7.112
317.01,3.0662,6.8776,8.5046,2.51166666667,19.4325333333,7.52086666667,29.2894,2.87793333333,4.51073333333,6.842,4.94366666667,7.04313333333
317.38,2.84446666667,6.32426666667,8.19306666668,2.36106666667,19.0776666667,6.9032,28.6834666667,2.70346666667,4.092,6.50473333333,4.57486666667,6.68886666667
317.75,3.14993333333,6.36006666667,8.68426666668,2.5992,19.169,7.04906666667,28.6978666666,2.95353333334,4.46433333334,6.5828,4.71746666667,6.86426666667
318.12,3.30693333333,6.66466666667,9.10166666667,2.87093333333,19.25,7.08626666667,28.5210666667,3.00346666667,4.64246666667,6.9862,4.97073333333,6.59113333333
318.49,3.02073333333,6.30553333333,8.63959999999,2.54753333333,18.9893333333,6.8398,28.5019333333,2.5252,4.3342,6.747,4.63593333333,6.2284
318.85,2.9144,6.5176,8.74153333333,2.50526666667,19.3678,7.01026666667,28.4251333333,2.5032,4.1546,6.90006666667,4.42706666667,5.986
319.22,3.329,6.71453333333,9.07999999999,2.8434,19.9168666667,7.46746666667,28.6012666667,3.1316,4.37926666666,7.1456,4.674,6.21526666667
319.59,3.64746666667,6.62366666667,9.35006666667,2.97053333333,20.2176,7.83573333333,28.8794666667,3.49,4.54586666666,7.55713333333,5.00133333333,6.1812
319.96,4.1092,7.06213333333,9.99873333333,3.2928,20.5104666667,8.10106666667,29.0016666667,4.2044,4.89873333334,7.90206666667,5.74066666667,6.63826666667
320.32,4.7128,7.41826666667,10.4290666667,3.83753333333,20.9116666667,8.57426666667,29.101,4.85773333333,5.25373333333,8.46206666667,6.01853333333,6.89873333333
320.69,5.36793333333,8.1422,10.7478666667,4.23906666667,21.0324666667,9.01566666667,29.4016,5.12586666667,5.64053333333,8.80139999999,6.52946666667,7.07166666667
321.06,6.14233333334,8.79379999999,11.3324666667,4.99826666667,21.7326,9.5514,30.0852666667,5.73613333333,6.16313333333,9.25773333333,6.95013333333,7.5848
321.43,6.36773333333,9.09546666667,11.4086666667,5.00806666666,21.949,9.71379999999,30.1957333333,5.67253333333,6.255,9.4908,7.00439999999,7.45386666667
321.80,6.53273333333,9.09740000001,11.3293333333,5.11293333333,21.7144666667,9.67873333333,30.2335333333,5.6996,6.14453333334,9.59146666667,6.96826666666,7.18013333333
322.16,6.5454,9.02339999999,11.208,4.99013333333,21.6278666666,9.86146666667,30.337,5.6068,5.94446666666,9.53833333333,6.94906666666,7.14886666667
322.53,6.86773333333,9.41933333333,11.5910666667,5.488,21.9762666667,10.2056666667,30.3789333333,6.03913333333,6.2676,9.87206666665,7.27053333333,7.31306666667
322.90,7.17166666666,9.64266666668,11.807,5.8382,22.1288666667,10.2207333333,30.6862,6.16113333333,6.64120000001,9.85293333334,7.42519999999,7.54006666667
323.27,7.25533333333,10.1028,11.975,5.99273333333,22.002,10.2266,30.8088666667,6.18433333333,6.87746666666,9.90193333333,7.76846666667,7.68466666666
323.63,7.57753333333,10.4734666666,12.0757333333,6.36086666667,22.001,10.2739333333,30.8083333333,6.27173333333,7.09093333332,10.0401333334,7.76073333333,8.04606666667
324.00,7.19066666667,10.0939333333,11.6452,6.09626666667,21.8464666667,9.94673333332,30.5617333333,5.82786666667,6.88053333334,9.81373333335,7.21393333333,7.53346666666
324.37,6.7876,9.80026666667,11.3932,5.7816,21.6935333333,9.49319999999,30.5200666667,5.2876,6.7644,9.50319999999,7.06433333334,7.28059999999
324.74,6.366,9.23506666665,10.9728666667,5.42993333333,21.4237333333,8.87046666667,30.2547333333,4.74586666667,6.30746666667,8.8816,6.50393333333,6.94933333334
325.10,5.6284,8.87473333333,10.462,4.80946666667,20.9704666667,8.24613333334,29.7110666667,4.3302,6.02773333333,8.4336,6.14553333333,6.4028
325.47,5.65833333333,8.87113333332,10.4145333333,4.98906666667,20.8604666667,8.08259999999,29.7904666667,4.50033333333,6.07753333334,8.22246666667,6.28733333333,6.52393333333
325.84,5.744,9.01853333331,10.437,4.93373333333,21.2986,7.99233333333,30.0670666667,4.52786666667,6.19306666667,8.312,6.3446,6.7226
326.21,5.90846666667,9.28286666667,10.6454666667,4.9882,21.4942666667,7.87166666666,30.2347333333,4.78606666667,6.35753333333,8.38106666667,6.3058,6.87926666667
326.57,5.64973333333,9.29073333334,10.4069333333,4.6872,21.0852,7.42406666666,29.8884,4.50253333333,6.079,7.98286666667,6.126,6.62506666667
326.94,5.16606666667,8.88666666666,9.89813333334,4.149,20.4870666667,6.8696,29.2092666667,4.20726666667,5.522,7.52513333333,5.84026666667,6.18413333333
327.31,4.87653333333,8.501,9.35786666667,3.8152,20.3238,6.29946666667,28.8076,3.778,5.14893333333,7.2858,5.28753333333,5.86426666667
327.67,4.77806666667,8.42786666667,9.20266666667,3.62513333333,20.1829333333,6.13013333333,28.51,3.59133333333,4.93506666667,7.2476,5.25833333333,5.65653333333
328.04,5.4068,8.9164,9.60733333334,4.0436,20.5118,6.55186666667,28.7445333334,4.1112,5.32306666667,7.66186666667,5.80706666666,6.1356
328.41,5.87606666667,9.2772,9.80826666667,4.50926666667,20.6960666667,6.95906666667,28.7874666667,4.493,5.63573333333,7.959,6.2,6.35846666667
328.78,5.7512,9.1208,9.6248,4.412,20.6024666667,6.67853333333,28.475,4.53333333333,5.51046666667,8.05826666667,6.06206666667,6.16946666667
329.14,6.23366666667,9.47940000001,9.74666666667,4.8364,20.9068,6.90313333333,28.8499333333,4.87046666667,5.62946666667,8.3658,6.07733333333,6.42146666667
329.51,6.50966666667,9.81473333333,9.96680000001,4.83173333333,21.1638,7.20799999999,28.9885333333,5.08053333333,5.76306666667,8.77573333333,6.13886666666,6.6968
329.88,7.27246666667,10.5929333333,10.6926,5.55246666667,21.6187333333,7.88206666667,29.3260666667,5.9146,6.3058,9.22173333333,6.91079999999,7.1908
330.24,7.829,10.7609333333,10.9622,5.99166666667,21.84,8.22233333333,29.4493333333,6.2552,6.76146666667,9.42706666666,7.4932,7.61906666666
330.61,8.27299999999,10.7092,11.3098666667,6.3172,22.3142666667,8.41553333333,29.8374,6.5474,7.0578,9.79533333335,7.70306666668,7.95986666665
330.98,8.90026666667,11.2583333333,11.8566666667,7.03273333333,23.046,9.04353333334,30.6063333333,6.97953333334,7.66233333333,10.2687333333,8.00926666667,8.51686666667
331.34,8.91406666667,11.2170666667,12.1105333333,6.91806666667,23.0708666667,9.11119999999,30.6922666667,7.10333333333,7.6294,10.1387333333,7.98466666666,8.34013333333
331.71,8.85026666667,11.2242666667,12.1074666667,6.71806666667,23.0485333333,8.96286666666,30.7982,6.92433333333,7.67313333333,10.0365333333,7.72593333334,8.16359999999
332.08,8.64646666667,10.9396,11.8063333333,6.55726666667,22.8441333333,8.76266666667,30.7866666667,6.76313333333,7.62606666667,9.87246666666,7.49313333333,8.17880000001
332.44,8.828,11.0456,12.0518,6.65813333333,23.0058666667,8.77713333333,30.8987333333,7.0376,7.81453333333,9.99120000001,7.48786666667,8.47993333333
332.81,9.31839999999,11.6274,12.5098666667,7.1178,23.472,9.3214,31.4174666667,7.50853333333,8.29053333333,10.3807333333,8.02466666666,9.01259999999
333.18,9.18966666668,11.3072666667,12.5911333333,7.06373333334,23.5620666667,9.07860000001,31.4426,7.37646666667,8.24439999999,10.2832666667,8.04406666666,8.93666666665
333.54,9.32513333335,11.5087333333,12.5611333333,7.3474,23.5954,9.06726666668,31.3624,7.3482,8.44153333334,10.1840666667,8.17380000001,9.07833333332
333.91,9.06700000001,11.3182666667,12.3129333333,7.18806666667,23.6610666667,8.76793333335,31.4311333333,6.90206666667,8.24273333333,10.098,7.89713333334,9.05246666667
334.28,8.74133333332,11.1256,12.1129333333,6.8372,23.5064,8.42553333333,31.3181333333,6.60386666667,7.94886666667,9.99686666668,7.53533333334,8.88046666667
334.64,8.82826666666,11.2678,11.8376,6.76433333333,23.5164666667,8.39873333334,31.1777333333,6.65393333333,7.97746666667,9.95399999999,7.4202,8.84833333333
335.01,8.65660000001,11.1345333333,11.4636666667,6.43826666667,23.3940666667,8.02033333334,30.5899333333,6.42186666667,7.7022,9.83320000001,7.19606666667,8.55513333333
335.38,8.39199999999,11.0216,11.0920666667,6.2642,23.2859333333,7.72140000001,30.2475333333,6.04713333333,7.5094,9.49213333334,6.94159999999,8.46193333335
335.74,8.37773333333,10.9102666667,10.9990666666,6.29946666667,23.5182,7.72340000001,30.2661333333,6.0364,7.46113333333,9.25820000001,7.00566666666,8.5368
336.11,8.47373333333,11.1432666667,11.0936666667,6.3458,23.6674,7.82320000001,30.2857333333,5.98066666667,7.55086666667,9.13586666666,6.98793333334,8.60573333335
336.47,8.30993333333,11.0202666667,10.7771333333,6.01173333333,23.4828,7.51833333333,30.0449333333,5.6574,7.16333333333,8.73106666667,6.79133333333,8.4
336.84,8.16633333333,10.8379333333,10.66,5.5784,23.4213333333,7.27273333333,29.8270666667,5.32866666667,6.93453333333,8.41146666667,6.55473333334,8.1758
337.21,7.98366666667,10.6163333333,10.5231333333,5.15426666667,23.1234666667,7.08886666667,29.5725333334,5.0184,6.7558,8.10006666667,6.28526666667,7.97260000001
337.57,7.78746666667,10.4371333333,10.4696666667,4.84773333333,23.1381333333,6.8692,29.6560666667,4.73713333333,6.61,7.9182,6.03626666667,7.7334
337.94,7.43853333333,10.064,10.0735333333,4.19066666667,22.773,6.42733333334,29.1502,4.35866666667,6.24266666667,7.428,5.58513333333,7.32953333333
338.31,7.5916,10.1372666667,10.0970666667,4.19313333333,23.0909333333,6.46273333333,29.2027333333,4.23833333333,6.35333333334,7.29226666667,5.54773333333,7.31986666668
338.67,7.0938,9.62346666667,9.87953333333,3.69173333333,22.7486666667,6.0804,28.9596,3.6718,5.98106666667,6.73933333333,5.16106666667,6.94186666667
339.04,6.9126,9.39019999999,9.83933333334,3.46153333333,22.6212666667,5.88866666667,29.0740666667,3.36906666667,5.82153333333,6.56346666667,4.9828,6.97266666667
339.40,7.02086666667,9.329,9.89006666667,3.3722,22.7504666667,5.95473333333,29.3184666667,3.38266666667,5.89946666667,6.65993333333,5.06706666667,6.90086666667
339.77,7.28613333333,9.62006666667,10.2022,3.59693333333,22.9442666667,6.04973333333,29.6487333333,3.7862,6.1322,6.93153333333,5.41786666667,7.11113333333
340.14,7.3394,9.78653333334,10.2620666667,3.5212,23.1335333333,5.96226666667,29.9089333333,3.7662,6.05493333333,7.08073333333,5.5416,7.21953333333
340.50,7.21113333333,9.71340000001,10.256,3.26793333333,23.0028,5.8082,29.9029333333,3.60686666667,5.82653333333,7.02339999999,5.41093333333,7.01713333333
340.87,6.94673333333,9.40366666666,10.0394666667,3.10586666667,22.6490666667,5.4554,29.7990666667,3.3106,5.57966666667,6.72806666667,5.16406666667,6.71213333334
341.23,7.10733333333,9.79226666667,10.111,3.2608,22.9994666667,5.605,30.0362666667,3.54373333333,5.83693333334,6.90573333333,5.41946666667,6.9158
341.60,7.08439999999,9.75426666667,10.1044,3.22193333333,23.0438666667,5.66026666667,29.9730666667,3.601,5.90733333333,7.05346666667,5.45726666667,7.07226666667
341.96,6.95086666666,9.63026666667,9.92,3.0392,22.9718,5.57933333333,29.9346,3.42426666667,5.80333333333,7.00486666667,5.2714,6.95966666667
342.33,6.35406666667,9.34826666667,9.47919999999,2.4534,22.6217333333,5.14273333333,29.4882,2.98946666667,5.46693333333,6.6286,4.84626666667,6.56113333332
342.70,6.29586666666,9.40766666665,9.33806666668,2.1968,22.6783333333,5.08966666667,29.6310666667,2.8288,5.25373333333,6.65873333333,4.57686666667,6.49126666666
343.06,6.35233333333,9.34426666665,9.36013333334,2.1244,22.7711333333,5.11353333333,29.7210666667,2.81913333333,5.09926666667,6.60413333333,4.49113333333,6.29686666667
343.43,6.60893333334,9.60506666665,9.53906666667,2.3508,22.9828666667,5.3406,29.8978666667,3.06986666667,5.1336,6.85239999999,4.61926666667,6.47546666667
343.79,6.34286666667,9.40306666668,9.3046,1.9282,22.9653333333,5.22026666667,29.7398666667,2.612,4.88693333333,6.68673333334,4.15573333333,6.16993333333
344.16,6.10566666667,9.12406666667,9.21719999999,1.70646666667,23.0126,5.02473333333,29.5534,2.36793333333,4.70233333333,6.45266666667,3.79266666667,5.906
344.52,5.87339999999,8.85546666667,8.99886666667,1.49733333333,23.1627333333,4.94546666667,29.5488666667,2.22586666667,4.67633333333,6.25186666667,3.4696,5.85313333333
344.89,5.84313333334,9.05026666667,9.09106666666,1.66566666667,23.5066666667,5.19213333333,29.6030666667,2.40386666667,4.80273333333,6.46406666667,3.4468,6.01106666667
345.25,5.68493333333,8.86406666665,9.06220000001,1.52046666667,23.3796,5.06146666667,29.3879333333,2.259,4.66033333333,6.46933333333,3.3224,5.90053333333
345.62,5.41506666667,8.55700000001,8.82366666668,1.2296,23.2143333333,4.76333333333,29.0894,1.8302,4.34346666667,6.09106666667,2.97346666666,5.52593333333
345.99,5.30593333333,8.55853333334,8.81706666666,1.19633333333,23.3210666667,4.63806666667,29.2277333333,1.71033333333,4.34313333333,6.05113333333,2.89913333333,5.45266666667
346.35,5.5578,8.78173333333,9.08839999999,1.4838,23.6066,4.98493333333,29.7062666667,2.09046666667,4.43126666667,6.4658,3.1008,5.73746666667
346.72,5.70059999999,8.99213333333,9.20120000001,1.72493333333,23.8275333333,5.14346666667,29.6302666666,2.4012,4.62006666667,6.588,3.38853333333,5.99573333333
347.08,5.58246666666,9.06960000001,9.10113333332,1.53593333333,23.9118666667,5.03633333333,29.5666,2.31406666667,4.63573333333,6.50413333333,3.30506666667,5.9674
347.45,5.31766666667,8.87280000001,8.89486666667,1.0504,23.6450666667,4.788,29.1884666667,1.95366666667,4.46686666667,6.3232,3.00553333334,5.75533333333
347.81,5.2212,8.75573333333,8.82706666667,1.0744,23.5263333333,4.79213333333,28.8887333333,1.98766666667,4.43506666667,6.26246666667,3.08006666667,5.87
348.18,5.29913333333,8.75006666666,8.67773333334,0.9726,23.4818666667,4.7702,28.8617333333,2.0194,4.34526666667,6.28246666667,3.09146666667,5.73
348.54,5.4838,8.80093333332,8.83566666667,0.934733333333,23.5738,4.7414,28.8844666667,1.94606666667,4.33086666667,6.42493333333,3.13086666667,5.63666666667
348.91,5.1806,8.3466,8.54066666666,0.483466666667,23.0867333333,4.2922,28.6099333334,1.36313333333,3.9312,5.95826666666,2.66933333333,5.1206
349.27,5.15446666666,8.276,8.48606666668,0.442533333333,23.0272666667,4.2676,28.5865333333,1.26453333333,3.82413333333,5.96166666667,2.52366666667,5.02273333334
349.64,5.2888,8.53626666667,8.74306666668,0.592733333333,23.3258,4.51186666667,28.8189333334,1.7044,3.90906666667,6.27353333333,2.68313333333,5.26333333334
350.00,5.40253333333,8.53373333333,8.90140000001,0.664733333333,23.3258666667,4.6446,28.8428,1.9254,3.92053333333,6.39453333333,2.8598,5.36726666667
350.37,4.85986666667,7.94106666667,8.3446,-0.0685333333334,22.9103333333,4.0102,28.5532,1.31393333334,3.2708,5.74813333333,2.30886666667,4.71726666667
350.73,4.97213333333,7.9682,8.4442,0.0534666666674,22.8402,4.03593333333,28.7272,1.39966666667,3.24433333333,5.9452,2.37213333333,4.744
351.10,4.92526666667,7.9142,8.54099999999,0.187466666667,22.9356666667,4.2206,28.7689333333,1.49153333333,3.37313333333,6.2182,2.52033333333,4.80206666667
351.46,4.9604,7.91773333333,8.56299999999,0.4288,23.1242666667,4.29833333333,29.0445333333,1.60966666667,3.327,6.284,2.59086666667,4.90426666667
351.83,5.00553333333,8.0196,8.60573333333,0.399266666667,23.2529333333,4.2978,29.2602,1.57,3.31826666667,6.28586666667,2.51653333333,4.79246666667
352.19,4.96633333333,8.1534,8.83046666667,0.5538,23.3983333333,4.4452,29.3848,1.61813333333,3.49513333333,6.38326666667,2.64993333333,4.95213333333
352.55,4.54793333334,8.03273333333,8.65613333335,0.382,23.3081333333,4.31,29.2908,1.45153333333,3.26006666667,6.258,2.57493333333,4.91306666667
352.92,4.66166666667,8.2936,8.8386,0.498866666667,23.7686666667,4.51833333333,29.5512,1.8034,3.45046666667,6.56246666667,2.91086666667,5.28006666667
353.28,4.58766666667,8.27586666667,8.81699999999,0.4222,24.0068,4.62886666667,29.7108,1.75846666667,3.5122,6.5076,2.9624,5.29993333333
353.65,4.32033333333,7.96739999999,8.48513333334,0.0090666666668,23.8119333333,4.25926666667,29.7893333333,1.35253333333,3.205,6.23006666667,2.79613333333,4.9744
354.01,4.08713333333,7.88933333333,8.33379999999,-0.156133333335,23.7779333333,4.18,29.8239333334,1.13953333333,3.0196,6.09086666667,2.65286666667,4.82786666667
354.38,4.487,8.4268,8.84666666667,0.442600000001,24.349,4.65166666667,30.1435333333,1.50133333333,3.54926666667,6.65,3.0028,5.2832
354.74,4.22493333333,8.29066666667,8.80080000001,0.334800000001,24.6416,4.57153333333,30.0826666667,1.26906666667,3.40506666667,6.502,2.80946666666,5.11093333333
355.11,4.4484,8.41606666667,8.89813333334,0.520733333333,24.9926,4.71686666667,30.2922,1.48726666667,3.53873333333,6.56026666667,3.01833333333,5.2338
355.47,4.51526666667,8.58746666667,9.17933333334,0.715866666667,25.2767333333,4.88513333333,30.4087333333,1.6848,3.80313333333,6.69746666667,3.25233333333,5.3376
355.83,4.51926666667,8.67733333334,9.37746666667,0.913733333333,25.6414,4.94373333333,30.8052666667,1.88886666667,3.7814,6.8724,3.38226666667,5.48286666667
356.20,4.66806666667,8.66806666667,9.52833333333,1.12453333333,25.6673333333,5.14353333333,30.8843333333,2.01946666667,3.9132,7.0962,3.42306666667,5.54133333333
356.56,4.85113333333,8.84066666667,9.65733333333,1.43586666667,26.0791333333,5.33,31.0970666667,2.24753333333,4.10566666667,7.182,3.571,5.64353333333
356.93,4.89733333333,8.80833333333,9.64439999999,1.565,25.9961333333,5.35693333333,31.0833333333,2.29133333333,4.24873333333,7.1318,3.55913333333,5.675
357.29,5.01333333333,8.94033333332,9.76513333332,1.81253333333,26.0437333333,5.449,31.1832,2.41246666667,4.28793333333,7.29433333333,3.67713333333,5.73606666667
357.66,4.98073333333,8.90926666667,9.67253333333,1.9234,26.1617333333,5.45293333333,31.051,2.31193333333,4.21,7.19133333333,3.55026666667,5.60513333333
358.02,5.05373333333,8.88826666667,9.72779999999,2.01193333333,26.3693333333,5.4978,30.9646666667,2.36226666667,4.20946666667,7.14313333333,3.57226666667,5.55573333333
358.38,5.106,8.7858,9.69206666668,2.03373333333,26.3096666667,5.53306666667,30.7357333333,2.48346666667,4.23446666667,7.03386666667,3.69106666667,5.56886666667
358.75,5.26286666667,8.92940000001,9.85053333333,2.25406666667,26.3814,5.68753333333,30.9616,2.74426666667,4.54293333333,7.18053333333,3.92233333333,5.74106666666
359.11,5.10326666667,8.82266666667,9.81553333335,2.1138,26.3010666667,5.4964,30.9746666667,2.66666666667,4.48566666667,6.99266666667,3.65526666666,5.66366666667
359.48,5.155,8.76746666666,9.81739999999,2.17586666667,26.4094,5.53966666667,31.1002666667,2.71666666667,4.48366666667,7.01513333333,3.73406666667,5.7044
359.84,5.18733333333,8.73279999999,9.74906666666,2.163,26.3584666667,5.59206666667,30.9578,2.67426666667,4.55786666667,7.0234,3.69466666667,5.62633333333
360.20,4.93686666666,8.48966666667,9.37773333333,1.85246666667,26.2670666666,5.2592,30.9506666667,2.4358,4.21366666667,6.72153333333,3.42126666667,5.34313333333
360.57,4.98833333333,8.55579999999,9.32186666666,1.88866666667,26.1292666667,5.38586666667,30.9941333333,2.47526666667,4.27306666667,6.81,3.50493333333,5.35306666667
360.93,5.22546666667,8.76006666667,9.49533333335,2.1214,26.5429333333,5.63586666667,31.2569333333,2.70546666667,4.44353333333,7.10953333334,3.88413333333,5.529
361.29,5.31586666667,8.9238,9.65586666666,2.24726666667,26.7875333333,5.69213333333,31.4180666667,2.83786666667,4.52073333333,7.19126666667,4.00493333333,5.6422
361.66,5.5828,9.12380000001,9.94833333333,2.54073333333,26.9318666667,5.9254,31.598,3.21453333333,4.9034,7.5118,4.30366666667,5.94093333333
362.02,5.62733333333,9.07299999999,9.93433333333,2.62506666667,26.8925333333,5.87486666667,31.643,3.3328,4.971,7.60586666667,4.37546666667,6.06206666667
362.39,5.6632,9.05360000001,9.93886666666,2.73366666667,26.9051333333,5.8398,31.6858666666,3.35933333333,4.95226666666,7.69886666666,4.391,6.06793333333
362.75,5.8532,9.18006666667,10.1064,2.9418,27.0935333333,6.02633333333,31.8527333333,3.59813333333,5.10066666667,7.9544,4.5508,6.2932
363.11,6.09966666667,9.37793333333,10.2826666667,3.207,27.1732,6.21166666667,31.9771333333,3.79326666667,5.278,8.19813333334,4.89026666667,6.4916
363.48,6.01773333333,9.32226666667,10.1586,3.19053333333,27.0315333333,6.18386666667,31.8420666667,3.7586,5.2358,8.17706666667,4.85126666667,6.47653333333
363.84,5.8994,9.24726666667,9.96760000001,3.1354,26.9518,6.05126666667,31.6944,3.69613333333,5.12733333333,7.97666666667,4.83173333333,6.32493333333
364.20,6.0276,9.41799999999,10.0646666667,3.31253333333,27.1620666667,6.18233333333,31.6524,3.986,5.365,8.10373333334,5.06073333333,6.54366666667
364.57,6.0622,9.31426666667,10.1218,3.2616,27.3370666667,6.1894,31.7753333333,4.10653333333,5.40073333333,8.1218,5.12353333333,6.59513333333
364.93,5.83813333333,9.08106666667,9.91500000001,3.0778,27.1155333333,5.95313333333,31.5650666667,3.90626666667,5.1952,7.9316,4.89846666667,6.34053333334
365.29,5.62093333333,8.71806666667,9.5786,2.78386666667,26.8671333333,5.7342,31.2422,3.6234,4.97793333333,7.71433333333,4.63686666667,6.11513333333
365.66,5.45173333333,8.63079999999,9.49973333331,2.69853333333,27.0227333333,5.65793333333,31.3401333334,3.52233333334,4.83386666666,7.5788,4.5888,6.01786666667
366.02,5.6938,8.90399999999,9.69979999999,2.96906666667,27.2962666667,6.0166,31.5029333333,3.74493333333,5.06686666667,7.76866666667,4.78293333333,6.14946666667
366.38,5.78426666667,9.11806666668,9.82193333334,3.1004,27.5409333333,6.1472,31.7798666667,3.9014,5.19766666667,7.81353333333,4.91353333333,6.2892
