wavelength,Back_ChlRief,Belly_ChlRief,Breast_ChlRief,Crissum_ChlRief,Crown_ChlRief,DorTail_ChlRief,Patch10_ChlRief,Patch11_ChlRief,Patch12_ChlRief,Rump_ChlRief,Throat_ChlRief,WingTip_ChlRief
585.03,9.47533333333,19.9444666667,16.1348,13.573,7.48366666667,8.43886666667,32.3629333334,6.6502,8.79359999999,15.5957333333,10.8241333333,7.6038
585.37,9.39600000001,19.7522333333,16.0146666667,13.6094,7.4324,8.4128,32.0311333333,6.677,8.79586666667,15.4544666667,10.8676666667,7.60723333333
585.70,9.29126666666,19.5485333333,15.8568666667,13.6130666667,7.33813333334,8.3552,31.6591333333,6.67426666667,8.77426666667,15.282,10.8538,7.57813333333
586.04,9.20900000001,19.3722666667,15.7042,13.6665333333,7.32719999999,8.35413333333,31.3479333333,6.74306666666,8.80286666667,15.1738,10.9226666667,7.6429
586.38,9.22980000001,19.2864,15.67,13.779,7.36500000001,8.44093333334,31.1114,6.85446666667,8.8676,15.1133333333,11.0188,7.69833333333
586.72,9.24073333334,19.2425333333,15.6343333333,13.888,7.40459999999,8.49133333333,30.8971333333,6.9718,8.93726666667,15.0644666666,11.1383333333,7.77986666667
587.06,9.1882,19.0987666666,15.4814666667,13.9188,7.37113333333,8.48093333333,30.5997333333,7.04446666667,8.96460000001,14.9496666667,11.21,7.81253333333
587.39,9.13459999999,18.9172,15.3294,13.981,7.35806666667,8.4692,30.2855333333,7.04513333333,8.99553333333,14.8204,11.2514,7.85486666667
587.73,9.05420000001,18.7373666667,15.1708,13.9924,7.30606666667,8.41733333333,29.9699333334,7.0494,8.99239999999,14.6752,11.2913333333,7.85226666667
588.07,9.021,18.6064333333,15.1193333333,14.0909333333,7.30813333333,8.433,29.7326666667,7.11673333333,9.04299999999,14.6015333333,11.3426666667,7.89543333333
588.41,8.98266666666,18.467,15.0275333333,14.1589333333,7.27573333333,8.4234,29.4808666667,7.15273333333,9.0446,14.5256,11.39,7.94653333333
588.74,8.97606666668,18.3560666667,14.9656666667,14.2515333333,7.28946666666,8.43913333333,29.2301333333,7.22566666667,9.08666666667,14.4779333333,11.4880666667,7.997
589.08,8.93786666666,18.2416333333,14.8858666667,14.3067333333,7.28426666666,8.44553333333,29.0156666667,7.2758,9.10233333334,14.3786666667,11.5431333333,8.064
589.42,8.94693333333,18.1650666667,14.8198666667,14.4102666667,7.31919999999,8.48673333333,28.8674666667,7.3728,9.16473333332,14.3425333333,11.6692666667,8.125
589.76,8.91906666667,18.0519333333,14.7566,14.465,7.28306666667,8.48773333333,28.6332666667,7.416,9.15899999999,14.2622666667,11.7183333333,8.15183333333
590.09,8.83593333333,17.8791666666,14.6285333333,14.4737333333,7.1946,8.42693333333,28.3215333333,7.41126666667,9.13726666667,14.1546,11.7370666667,8.1654
590.43,8.61806666667,17.5977,14.3768,14.3914666667,7.02513333333,8.2756,27.9336,7.3004,8.99633333333,13.9067333333,11.5918,8.03123333333
590.77,8.53520000001,17.4117666667,14.2712,14.4311333333,6.98886666667,8.264,27.6192666667,7.3178,9.0028,13.7722666667,11.6072666667,8.05533333333
591.11,8.4376,17.3103666667,14.1702666667,14.4711333333,6.912,8.23746666667,27.3984666666,7.3556,8.99406666667,13.6738666667,11.6474,8.04426666667
591.44,8.35940000001,17.1457666667,14.0532,14.4942666667,6.85606666667,8.22226666667,27.0826,7.37866666667,8.97480000001,13.5671333333,11.6414666667,8.0596
591.78,8.26186666666,16.9827666667,13.8722666667,14.5109333333,6.77786666667,8.1584,26.8406666667,7.36433333333,8.92826666666,13.424,11.6750666667,8.01243333333
592.12,8.231,16.8929333333,13.8044,14.5884,6.8034,8.18806666667,26.6135333333,7.4376,8.98533333333,13.3600666666,11.772,8.0792
592.46,8.16653333333,16.7649666667,13.6958666667,14.628,6.77466666667,8.1912,26.3747333333,7.44353333333,9.01206666668,13.2570666667,11.7938,8.11836666667
592.79,8.13086666667,16.6374,13.5992,14.6955333333,6.75746666667,8.20806666667,26.1323333333,7.5162,9.04993333334,13.1774666667,11.8694,8.13193333333
593.13,8.06166666667,16.4694333333,13.4946,14.7212,6.70653333333,8.1578,25.8496666667,7.5152,9.01906666667,13.0777333333,11.8892,8.16293333333
593.47,8.04913333333,16.3730333334,13.4012,14.8119333333,6.69906666667,8.1788,25.6267333333,7.568,9.06460000001,13.0392666667,11.9836,8.21196666667
593.80,8.00733333333,16.2688333333,13.3062,14.9165333333,6.70053333334,8.1912,25.4634,7.59913333333,9.09453333332,12.9494666667,12.0455333333,8.2749
594.14,8.01006666667,16.1696333333,13.2245333333,14.983,6.72053333333,8.20706666667,25.2686666667,7.67073333333,9.16786666667,12.8982,12.1626666667,8.3617
594.48,8.05819999999,16.1070333333,13.1914666666,15.0912,6.7558,8.27053333333,25.1308,7.73506666667,9.24233333335,12.8932,12.2736666667,8.4552
594.81,8.09386666666,16.0219,13.1883333333,15.1895333333,6.79813333333,8.33353333333,24.9410666667,7.79366666667,9.30013333334,12.84,12.3828666667,8.54043333333
595.15,8.05113333333,15.9015333333,13.107,15.2473333333,6.78213333333,8.32053333333,24.7710666667,7.83273333333,9.30086666668,12.7396666667,12.4580666667,8.55036666667
595.49,8.03113333334,15.7631333333,13.0351333333,15.2746,6.75526666667,8.34013333333,24.5238666667,7.87573333333,9.30313333335,12.6689333333,12.5158,8.6065
595.82,7.9886,15.6413,12.9502,15.2966,6.7102,8.32833333333,24.3368666667,7.88006666667,9.2906,12.5658,12.5386666667,8.61993333333
596.16,7.93766666667,15.5122333333,12.8769333333,15.3076666667,6.66626666667,8.296,24.1466,7.89146666666,9.25886666666,12.4677333333,12.5922,8.59586666667
596.50,7.88293333333,15.4121,12.788,15.3332,6.6278,8.2766,23.9488666667,7.891,9.25120000001,12.3880666667,12.6062666667,8.60953333333
596.83,7.9062,15.3565,12.7682666667,15.4029333333,6.65486666667,8.33606666667,23.7959333333,7.9536,9.3266,12.3474666667,12.6756666667,8.6664
597.17,7.87126666666,15.2569333333,12.7158,15.4491333333,6.6432,8.33606666667,23.6405333333,7.9878,9.35380000001,12.2886,12.7008,8.68943333333
597.51,7.80606666667,15.1011666667,12.6246,15.4066,6.59566666666,8.2858,23.4117333333,8.01406666667,9.31893333334,12.2078666667,12.7046666667,8.6532
597.84,7.80433333333,15.0689666667,12.6201333333,15.4883333334,6.59906666667,8.31653333333,23.269,8.08733333333,9.36026666667,12.1733333333,12.7984666666,8.71903333333
598.18,7.66513333333,14.9161,12.4825333333,15.4396,6.51073333333,8.2224,23.0467333333,8.05286666667,9.26093333333,12.0372,12.7662,8.65176666667
598.52,7.591,14.7825666667,12.351,15.4194666667,6.44366666667,8.14126666666,22.8184666667,8.0756,9.21393333333,11.9509333333,12.7734,8.65536666667
598.85,7.513,14.6465333333,12.2444666667,15.4106,6.37833333333,8.09713333333,22.6024666667,8.08186666666,9.185,11.8644666667,12.7675333333,8.6456
599.19,7.43273333333,14.5435666667,12.1538,15.4351333333,6.33273333333,8.0474,22.4038666667,8.08753333334,9.16346666668,11.7968,12.7568,8.63443333333
599.53,7.32213333333,14.3829,12.0116666667,15.4449333333,6.2354,7.97106666667,22.1551333333,8.08700000001,9.10073333333,11.698,12.7443333333,8.58873333333
599.86,7.27786666667,14.2658666667,11.9319333333,15.4708666667,6.1844,7.96413333333,21.9568666667,8.14813333333,9.12286666667,11.6372666667,12.7566,8.6341
600.20,7.2112,14.135,11.8467333333,15.4994666667,6.15586666667,7.94273333333,21.7684666667,8.16973333333,9.11013333333,11.5479333333,12.7915333333,8.63433333333
600.53,7.0306,13.9566666667,11.678,15.4591333333,6.01946666667,7.84373333333,21.5141333333,8.12666666666,9.0148,11.3852,12.7482666667,8.555
600.87,6.93526666667,13.8017,11.5505333333,15.4556,5.9302,7.76653333333,21.2943333333,8.13060000001,8.954,11.2452,12.7357333333,8.51113333334
601.21,6.9104,13.7226333333,11.4762,15.5048666666,5.918,7.75346666667,21.1188666667,8.17633333333,8.97233333333,11.1824666667,12.7821333333,8.54966666667
601.54,6.86033333333,13.6042,11.3833333333,15.5441333333,5.87466666667,7.74626666667,20.9575333333,8.20506666666,8.95513333334,11.1254666667,12.795,8.56373333333
601.88,6.90666666667,13.5995,11.405,15.7031333333,5.92366666667,7.84106666667,20.8543333333,8.3332,9.06926666667,11.1301333333,12.9546666667,8.66803333333
602.21,6.91033333333,13.5208,11.3692666667,15.7968666667,5.945,7.87673333333,20.7425333333,8.38273333333,9.13199999999,11.1026,13.0136666667,8.6829
602.55,6.92686666667,13.4575666667,11.3563333333,15.8637333333,5.9736,7.93073333333,20.6038666667,8.44986666666,9.15966666665,11.0696666667,13.0926,8.73166666667
602.88,6.98846666667,13.4306333333,11.3756666667,15.9840666667,6.0306,8.02606666667,20.5203333333,8.57659999999,9.25026666667,11.0506666667,13.2322,8.81646666667
603.22,7.00706666667,13.3750333333,11.3558,16.0473333333,6.06386666667,8.0586,20.4009333333,8.63446666667,9.29520000001,11.0152,13.3021333333,8.86116666666
603.56,7.02226666667,13.3383666667,11.3355333333,16.1328666667,6.10526666667,8.1074,20.2788666667,8.70046666667,9.30599999999,10.9814666667,13.3739333333,8.89086666667
603.89,7.03026666667,13.2832,11.2906666667,16.1944666667,6.09546666667,8.1146,20.1674666667,8.73686666667,9.31473333334,10.9504666667,13.4248,8.91163333333
604.23,7.10046666667,13.2528333333,11.295,16.2691333333,6.14546666667,8.16106666667,20.0773333333,8.82393333333,9.36466666667,10.9767333333,13.513,8.99633333333
604.56,7.04766666667,13.1437666667,11.2349333333,16.2332666667,6.1012,8.1452,19.9224,8.79326666667,9.32479999999,10.9008,13.5144666667,8.96816666666
604.90,6.9802,13.04,11.1265333333,16.2257333333,6.03966666667,8.11973333333,19.7642666667,8.77193333333,9.28313333333,10.7828666667,13.5122666667,8.92879999999
605.23,6.96406666667,12.9790333333,11.0768666667,16.2798,6.04946666667,8.1328,19.6482666667,8.8084,9.26906666667,10.75,13.5528666667,8.92803333333
605.57,6.91513333333,12.8530666667,10.9872666667,16.2458666667,6.0272,8.0968,19.4793333333,8.81866666667,9.21846666667,10.6637333333,13.5150666666,8.90846666667
605.90,6.8244,12.7306666667,10.8783333333,16.1906666667,5.9466,8.03933333333,19.2577333333,8.82133333335,9.13166666667,10.5490666667,13.4996,8.87250000001
606.24,6.76986666667,12.6464666667,10.7958666667,16.2159333334,5.87786666667,7.9896,19.1484,8.84186666667,9.1158,10.4717333333,13.5493333333,8.86576666667
606.58,6.6394,12.4845,10.6282666667,16.1312666667,5.75833333333,7.86313333333,18.9368666666,8.77946666666,9.01706666667,10.3397333333,13.4882,8.80253333334
606.91,6.559,12.3939333333,10.507,16.1333333333,5.6762,7.8162,18.7563333333,8.77513333333,8.99120000001,10.2278666667,13.4896,8.79023333333
607.25,6.44466666667,12.2755333333,10.3579333333,16.1022666667,5.55106666667,7.70593333333,18.5463333333,8.74753333334,8.94066666668,10.1056666667,13.4928666667,8.72796666666
607.58,6.3204,12.0988333333,10.1982666667,16.022,5.43993333333,7.58826666667,18.2987333333,8.71073333333,8.83653333333,9.96873333335,13.4412,8.6505
607.92,6.08726666667,11.8813333333,9.9472,15.9106,5.23853333333,7.39406666667,18.0184666667,8.59473333333,8.64433333333,9.7284,13.337,8.494
608.25,5.923,11.7086666667,9.72713333335,15.8018,5.104,7.24333333333,17.7466,8.55399999999,8.52913333333,9.56366666667,13.2615333333,8.39616666667
608.59,5.72073333333,11.5213666667,9.51993333333,15.6797333333,4.92966666667,7.06606666667,17.4544666667,8.48719999999,8.37466666667,9.41586666668,13.1680666667,8.26753333333
608.92,5.44733333333,11.2438666667,9.24266666665,15.4068,4.62926666667,6.81153333333,17.0638666667,8.32186666667,8.12766666666,9.12833333333,12.9707333333,8.04773333333
609.26,5.19753333333,11.0233666667,8.95626666666,15.2147333333,4.36833333333,6.5596,16.7055333333,8.18006666667,7.9314,8.87766666665,12.8085333333,7.84553333333
609.59,4.90893333333,10.7497666667,8.64606666667,15.0116,4.12433333333,6.3204,16.3594,8.01066666667,7.70733333333,8.6154,12.6316,7.649
609.93,4.66846666667,10.5505666667,8.3718,14.8198666667,3.92646666667,6.10286666667,15.9909333333,7.85926666666,7.49373333333,8.39946666667,12.4410666666,7.48923333333
610.26,4.4374,10.3275666667,8.118,14.6405333333,3.6818,5.89253333333,15.6674,7.74926666666,7.26113333333,8.16046666666,12.2798666667,7.2757
610.60,4.21126666667,10.0888333333,7.869,14.4488666667,3.4924,5.6674,15.362,7.63006666666,7.03873333333,7.97766666667,12.1476666666,7.08393333333
610.93,3.94386666667,9.83506666667,7.58546666666,14.2420666667,3.28993333333,5.43533333333,15.0216666667,7.48780000001,6.81433333334,7.72659999999,11.9358,6.90176666667
611.27,3.7682,9.6785,7.39753333333,14.1056,3.12213333333,5.2734,14.7261333333,7.4002,6.67386666667,7.56486666667,11.824,6.7812
611.60,3.60666666667,9.5393,7.2542,14.0173333333,2.99186666667,5.14386666666,14.4814,7.34506666667,6.54793333333,7.41206666667,11.7413333333,6.66353333333
611.93,3.4572,9.36503333333,7.1222,13.954,2.84766666667,5.0158,14.2548666667,7.28039999999,6.4244,7.24073333333,11.6726666667,6.53386666667
612.27,3.398,9.26743333334,7.065,13.9604666667,2.77893333333,4.97713333334,14.1246666667,7.28886666667,6.38513333333,7.16686666667,11.6457333333,6.49416666667
612.60,3.40453333333,9.22136666667,7.049,14.0762666667,2.83146666667,4.99933333333,14.0787333333,7.34566666666,6.4376,7.17853333333,11.7353333333,6.5455
612.94,3.3906,9.13983333333,7.0196,14.0958,2.81986666667,4.99726666667,13.9865333333,7.35726666668,6.42553333333,7.14040000001,11.7649333333,6.56313333333
613.27,3.50806666667,9.16309999999,7.101,14.2528666667,2.89793333333,5.06246666667,14.0378666667,7.45993333333,6.52366666667,7.19513333333,11.8868,6.65756666667
613.61,3.5872,9.15320000001,7.17166666667,14.3917333333,2.9666,5.17,14.0325333333,7.59633333333,6.6356,7.23006666666,12.0099333333,6.7371
613.94,3.63773333333,9.18213333335,7.21973333333,14.5461333333,3.0908,5.27286666667,14.0309333333,7.6896,6.72673333333,7.30286666667,12.1205333333,6.86473333333
614.28,3.65553333333,9.14516666665,7.23426666667,14.5750666667,3.11693333333,5.29853333333,13.9681333334,7.71633333332,6.74046666667,7.25753333333,12.1518666667,6.90646666666
614.61,3.81286666667,9.21276666667,7.37486666667,14.7934,3.26026666667,5.48306666667,14.0566,7.90213333333,6.89253333333,7.37886666667,12.409,7.0865
614.94,3.89173333333,9.22293333334,7.45886666667,14.9564,3.3656,5.606,14.1031333333,8.01466666667,7.01846666667,7.40973333333,12.5678,7.1735
615.28,4.01326666667,9.24459999999,7.53626666667,15.0735333333,3.46373333333,5.73086666667,14.1429333333,8.17020000001,7.15646666667,7.49046666667,12.7108,7.31703333333
615.61,4.09766666667,9.3019,7.57333333333,15.2296,3.57486666667,5.8492,14.1695333333,8.28166666667,7.2392,7.55906666667,12.835,7.47226666667
615.95,4.1526,9.30043333333,7.61046666667,15.3615333333,3.61586666667,5.90433333333,14.1547333333,8.36186666665,7.32646666667,7.56706666667,12.9564,7.5782
616.28,4.19213333333,9.31826666667,7.63206666667,15.4616666667,3.66146666667,5.96253333333,14.1421333333,8.45033333334,7.38693333333,7.55853333333,13.0344,7.66676666667
616.61,4.25933333333,9.34386666667,7.6878,15.5912,3.7318,6.07213333333,14.1666666666,8.55613333332,7.46273333333,7.62886666666,13.2053333333,7.75503333333
616.95,4.30773333333,9.4168,7.75373333333,15.6843333333,3.82973333333,6.19306666667,14.1521333333,8.68759999999,7.52786666667,7.69053333333,13.3245333333,7.85463333333
617.28,4.3212,9.40073333332,7.7598,15.7397333333,3.86046666666,6.2458,14.14,8.74093333333,7.55166666667,7.69693333333,13.4084,7.8894
617.62,4.3742,9.40006666666,7.8202,15.8576666667,3.91046666667,6.3222,14.1502,8.85253333332,7.6436,7.71886666667,13.5395333333,7.9695
617.95,4.412,9.44603333333,7.83773333333,15.9956666667,3.95526666666,6.42,14.1498666667,9.00546666667,7.727,7.74993333334,13.6654666667,8.06356666667
618.28,4.28093333333,9.30556666665,7.72406666667,15.9396666667,3.8394,6.31586666667,13.9856666667,8.93513333335,7.61273333333,7.61560000001,13.5788,7.9956
618.62,4.2904,9.30573333333,7.7132,15.9992,3.834,6.35086666667,13.9399333333,9.01066666665,7.6008,7.60773333334,13.6186666667,8.0773
618.95,4.25853333333,9.25996666666,7.6576,16.03,3.82773333333,6.34226666667,13.8504666667,9.00953333333,7.5952,7.5758,13.6436,8.0815
619.28,4.24146666667,9.253,7.64466666667,16.079,3.8242,6.3394,13.8214,9.07479999999,7.6268,7.55506666667,13.6974,8.0956
619.62,4.26346666667,9.23326666667,7.62973333333,16.1116666666,3.8608,6.37766666667,13.8095333333,9.12146666667,7.64633333333,7.55833333333,13.7964,8.13256666667
619.95,4.22313333334,9.15463333333,7.5822,16.1046,3.84106666667,6.34546666667,13.7126666667,9.12406666666,7.6254,7.49173333334,13.8166666667,8.09613333333
620.28,4.1966,9.15546666667,7.57226666667,16.1436,3.8416,6.3572,13.6252666667,9.16980000001,7.6302,7.48446666667,13.8268,8.1088
620.62,4.09893333333,9.02326666667,7.48993333333,16.1297333333,3.72806666667,6.2546,13.4937333333,9.15326666666,7.58693333333,7.36800000001,13.825,8.06423333333
620.95,4.0592,8.96093333333,7.44486666667,16.1074666667,3.6872,6.19593333333,13.372,9.14986666666,7.5528,7.30439999999,13.8114666667,8.0595
621.28,4.03833333333,8.92963333333,7.43026666667,16.1447333333,3.6822,6.21906666667,13.3203333333,9.17413333333,7.56333333333,7.30960000001,13.8604,8.0798
621.62,4.01306666667,8.83053333333,7.42993333333,16.17,3.66273333333,6.2154,13.2465333333,9.16180000001,7.54873333333,7.27953333334,13.8584666667,8.07616666667
621.95,4.0908,8.87680000001,7.48706666667,16.2681333333,3.7552,6.298,13.2425333333,9.25006666668,7.63873333333,7.35066666666,13.9511333333,8.17216666667
622.28,3.94593333333,8.74166666667,7.36006666667,16.2234,3.6724,6.2112,13.0930666667,9.19133333335,7.56086666667,7.23933333333,13.9249333333,8.05273333333
622.62,3.9968,8.78543333333,7.4046,16.3363333333,3.7186,6.27706666666,13.1029333333,9.29373333333,7.5998,7.25673333333,14.0124,8.10476666667
622.95,4.02706666667,8.75093333333,7.42833333333,16.3919333333,3.73846666667,6.30526666667,13.0663333333,9.35519999999,7.65513333333,7.27273333333,14.0732666667,8.16286666667
623.28,4.09433333333,8.8059,7.4588,16.4864,3.83593333333,6.39033333333,13.0291333333,9.44099999999,7.73026666667,7.32446666667,14.1485333333,8.24396666667
623.62,4.13353333333,8.81780000001,7.46053333333,16.5734666667,3.83726666667,6.468,13.0247333333,9.5588,7.7778,7.35386666666,14.2166,8.3261
623.95,4.07506666667,8.67856666666,7.382,16.5872666667,3.7718,6.39706666667,12.9827333333,9.53093333333,7.73846666667,7.24206666667,14.1791333333,8.30313333333
624.28,4.1272,8.70513333333,7.41786666667,16.6940666667,3.86586666667,6.5204,13.0069333333,9.61113333333,7.81146666667,7.29386666666,14.2749333333,8.36786666667
624.62,4.1416,8.67933333333,7.38266666667,16.7746,3.90466666667,6.55206666667,12.9491333333,9.69119999998,7.84733333334,7.30013333334,14.3501333333,8.41736666667
624.95,4.2036,8.68256666667,7.38226666667,16.8372,3.954,6.59726666667,12.9168666667,9.77006666667,7.89233333333,7.29,14.4437333333,8.4766
625.28,4.29086666667,8.76086666667,7.445,16.9514666667,4.03413333333,6.69573333333,12.9514,9.89940000001,7.98133333333,7.3432,14.5826666667,8.55206666667
625.61,4.2848,8.74266666667,7.42266666667,17.0248666667,4.03226666667,6.72633333333,12.9384666667,9.96620000001,8.01306666667,7.32106666667,14.6639333333,8.5663
625.95,4.41066666667,8.81673333333,7.51273333333,17.1472,4.14446666667,6.8306,13.0244666667,10.1046666667,8.11273333333,7.4012,14.7656,8.70126666667
626.28,4.41886666667,8.78386666667,7.5048,17.1726666667,4.1418,6.85993333333,13.0036,10.1376666667,8.15946666667,7.41093333333,14.7975333333,8.73953333333
626.61,4.37353333333,8.72366666667,7.44633333333,17.1772666667,4.10173333333,6.858,12.9162,10.1256666667,8.11533333333,7.3698,14.8423333333,8.71656666667
626.94,4.29506666667,8.62133333333,7.38,17.1332,4.02733333333,6.79353333333,12.8171333333,10.0908666667,8.04333333333,7.29286666667,14.8196,8.65823333333
627.28,4.30773333333,8.59213333333,7.37286666667,17.1587333333,4.0656,6.8018,12.7562,10.0984,8.07026666667,7.31493333333,14.8610666666,8.6786
627.61,4.35933333333,8.61986666667,7.35806666667,17.2207333333,4.15593333333,6.85853333333,12.7407333333,10.2082666667,8.11786666667,7.36786666667,14.9698,8.75726666667
627.94,4.31513333333,8.54896666667,7.27673333333,17.2114,4.10366666667,6.80326666667,12.6518,10.2,8.082,7.2986,14.9373333333,8.74190000001
628.27,4.28346666667,8.49393333333,7.25213333333,17.2336666667,4.0734,6.80353333333,12.6341333333,10.2282666667,8.0804,7.2642,14.9816,8.74249999999
628.61,4.19886666667,8.42026666667,7.18673333333,17.1730666667,4.01506666667,6.73393333333,12.5501333333,10.2235333333,8.0144,7.20453333333,14.9169333333,8.6691
628.94,4.1032,8.34196666667,7.101,17.1644666667,3.95753333333,6.65826666667,12.447,10.2184,7.9738,7.14946666667,14.9172666667,8.6458
629.27,4.0658,8.2528,7.042,17.1441333333,3.91206666667,6.615,12.3404666667,10.2059333333,7.93266666667,7.09693333333,14.9122666667,8.62053333333
629.60,3.92926666667,8.1173,6.90713333333,17.0474666667,3.79266666667,6.51766666667,12.1607333333,10.1778666667,7.8394,6.9842,14.8820666667,8.53766666667
629.94,3.81866666667,8.02196666667,6.7954,17.0052666667,3.7018,6.4376,12.0144666667,10.1378666667,7.7456,6.878,14.8873333333,8.43773333333
630.27,3.8362,8.0292,6.78546666667,17.0564,3.73093333333,6.45146666666,12.0013333333,10.2119333333,7.76953333333,6.85913333333,14.9366,8.4751
630.60,3.85593333333,8.0198,6.75606666667,17.1056,3.737,6.47973333333,11.9707333333,10.2794666667,7.79466666667,6.85886666667,14.9832666667,8.52096666667
630.93,3.7986,7.97953333333,6.69806666666,17.1006666667,3.68246666667,6.42853333333,11.9146,10.299,7.74646666667,6.78093333333,15.0110666667,8.49226666667
631.26,3.8036,7.9825,6.72286666667,17.1534666667,3.65453333333,6.44033333333,11.8550666667,10.3608666667,7.75426666667,6.75433333333,15.0611333333,8.4945
631.60,3.77946666667,7.94003333333,6.69426666666,17.1698666667,3.61846666667,6.4308,11.7774666667,10.3742,7.72373333333,6.7238,15.1221333333,8.4582
631.93,3.84886666667,7.99553333333,6.74026666667,17.2664666667,3.66793333333,6.4834,11.7591333333,10.4724666667,7.779,6.73646666667,15.2059333333,8.53566666667
632.26,3.91426666667,8.03483333333,6.79126666667,17.4083333333,3.71253333333,6.53873333334,11.7667333333,10.5572666667,7.86093333333,6.7624,15.3450666667,8.61883333333
632.59,3.9982,8.04956666667,6.85513333333,17.5314666667,3.76786666666,6.63746666667,11.806,10.6565333333,7.93026666667,6.79353333333,15.4410666667,8.70023333334
632.92,4.03173333333,8.09733333333,6.89146666667,17.5845333333,3.83726666667,6.7024,11.835,10.7426,7.96713333333,6.822,15.5206,8.74013333333
633.26,4.1118,8.1375,6.9634,17.7124,3.8622,6.78426666667,11.8482,10.8184666667,8.03206666667,6.87313333333,15.6129333333,8.79233333333
633.59,4.18513333333,8.14143333333,7.01093333333,17.8204666667,3.9184,6.85746666667,11.8909333333,10.9452,8.11853333334,6.92953333333,15.6950666667,8.88176666666
633.92,4.13353333333,8.08763333333,6.98466666667,17.8152666667,3.8668,6.84586666667,11.8094666667,10.9828666667,8.088,6.8866,15.7047333333,8.85716666666
634.25,4.1808,8.14573333333,7.0772,17.9174666666,3.94313333333,6.9138,11.8462666667,11.0596666667,8.17613333333,6.93,15.8178,8.90486666666
634.58,4.24306666667,8.17166666667,7.1656,18.0287333333,4.03473333333,6.98993333334,11.8572666667,11.1698666667,8.25373333333,6.98393333333,15.9254666667,8.96426666666
634.91,4.22133333333,8.13033333333,7.1282,18.0498666667,4.02393333333,7.00513333333,11.8324666667,11.1896,8.26633333333,6.96533333334,15.9720666667,8.9747
635.25,4.31326666667,8.20326666667,7.19386666667,18.1336666667,4.10266666667,7.08386666667,11.9008,11.3396,8.38126666667,7.04273333333,16.0425333333,9.08046666667
635.58,4.29473333333,8.18203333333,7.18453333333,18.1690666667,4.08986666667,7.13966666667,11.9100666667,11.3591333333,8.39206666666,7.04466666667,16.0220666667,9.0632
635.91,4.2332,8.0721,7.0706,18.1108,4.03466666667,7.0404,11.8111333333,11.3376666667,8.30686666667,6.96853333333,15.9628,9.02313333334
636.24,4.1662,7.9973,6.96406666667,18.0251333333,3.9784,6.9376,11.6459333333,11.2954,8.23326666666,6.91013333333,15.8970666667,8.9632
636.57,4.2228,8.0211,6.9938,18.1184,3.97693333333,6.96393333334,11.6564,11.3924,8.3044,6.95806666667,15.9594666667,9.04870000001
636.90,4.24393333333,7.99763333333,6.9722,18.164,4.02066666667,6.92626666667,11.6413333334,11.4282,8.33826666667,6.95066666667,15.9772,9.08589999999
637.23,4.204,7.9622,6.97386666667,18.1484666667,4.02033333333,6.89106666667,11.5771333333,11.4154666667,8.30713333333,6.936,15.983,9.08743333332
637.56,4.27006666667,7.97496666666,7.00713333333,18.2225333333,4.07913333333,6.92173333333,11.6004,11.4505333333,8.36346666667,6.98153333333,16.046,9.15666666667
637.90,4.2246,7.8741,6.897,18.1832666667,3.9892,6.86306666666,11.5310666667,11.4586666667,8.27966666667,6.89626666667,16.0051333333,9.12336666667
638.23,4.251,7.89476666667,6.87066666667,18.2372,3.98026666667,6.925,11.5496,11.4896,8.2796,6.8986,16.0566,9.17346666665
638.56,4.30866666667,7.95426666667,6.932,18.3600666667,4.06406666667,6.9824,11.5770666667,11.5828,8.3674,6.95173333333,16.1555333333,9.27483333333
638.89,4.27166666667,7.89336666667,6.87946666667,18.3692,4.03766666667,6.96753333333,11.5126666667,11.5697333333,8.31166666667,6.90826666667,16.2016,9.29329999999
639.22,4.3058,7.8883,6.90366666667,18.3922,4.07366666667,6.96686666667,11.5077333333,11.6169333333,8.3266,6.93053333333,16.3481333333,9.33896666667
639.55,4.38853333333,7.99473333333,7.0428,18.5339333333,4.20273333333,7.14413333333,11.5794666667,11.792,8.43093333334,7.04286666667,16.4873333333,9.47126666668
639.88,4.35646666667,7.9293,7.01253333333,18.5691333333,4.1542,7.1328,11.5346,11.788,8.41733333333,6.9876,16.5113333333,9.43083333333
640.21,4.29353333333,7.854,6.91953333334,18.5254,4.1298,7.10266666667,11.4642,11.7676666667,8.32866666667,6.90293333333,16.5336666667,9.37513333333
640.54,4.29433333334,7.83493333333,6.90666666667,18.5183333334,4.13446666667,7.12406666667,11.4554666667,11.7804,8.32213333333,6.8728,16.6036666666,9.3992
640.87,4.3296,7.8487,6.8966,18.601,4.1402,7.1348,11.402,11.8465333333,8.33593333333,6.84486666667,16.6858666667,9.4226
641.20,4.3086,7.808,6.8728,18.64,4.09886666667,7.1164,11.3595333333,11.9131333333,8.3272,6.84146666667,16.7042,9.40993333334
641.53,4.23046666667,7.79063333333,6.85366666667,18.6524666667,4.06526666667,7.0794,11.2667333333,11.9363333333,8.2934,6.78733333333,16.7309333333,9.39029999999
641.87,4.12853333333,7.7066,6.76946666667,18.5994666667,4.0018,6.94886666666,11.1473333333,11.9331333333,8.2018,6.70886666667,16.6473333333,9.29896666665
642.20,3.95186666666,7.51796666667,6.58,18.4772,3.82,6.79013333333,10.9224666667,11.8263333333,8.03126666667,6.52886666667,16.5128,9.07396666668
