wavelength,Back_BanArcm,Belly_BanArcm,Breast_BanArcm,Crissum_BanArcm,Crown_BanArcm,DorTail_BanArcm,Patch10_BanArcm,Rump_BanArcm,Throat_BanArcm,WingTip_BanArcm
346.72,6.65,18.0635,7.413,16.324,13.867,6.84075,11.3715,8.19,5.957,6.0095
347.08,6.86366666667,18.3641666667,7.74416666667,16.6474166666,14.138,7.078,11.7636666667,8.45911111111,6.30616666667,6.26066666667
347.45,6.94783333333,18.6475,7.95616666667,16.7299166666,14.2941666666,7.12425,11.8758333333,8.57116666667,6.525,6.28166666667
347.81,6.90416666667,18.619,7.8805,16.7445,14.219,6.92208333333,11.7041666667,8.454,6.53283333334,6.26066666666
348.18,6.9525,18.6556666667,7.87416666667,16.6045833333,14.2486666667,6.94883333334,11.6321666667,8.40819444445,6.55516666667,6.215
348.54,6.80316666666,18.579,7.83033333334,16.4800833333,14.1785,6.85491666666,11.5626666667,8.31277777778,6.526,6.0745
348.91,7.02566666666,18.6966666667,8.14566666667,16.766,14.4273333333,7.06833333333,11.8375,8.58911111112,6.902,6.236
349.27,7.20633333333,18.7975,8.23833333333,16.9238333334,14.631,7.21175,12.088,8.79933333333,7.19566666666,6.34683333333
349.64,7.325,18.9105,8.314,17.0300833333,14.6536666667,7.34616666667,12.211,9.00272222222,7.3215,6.44433333333
350.00,7.2615,18.8628333333,8.17483333334,16.9105833333,14.5296666666,7.14633333333,12.1173333333,8.86605555555,7.1985,6.28866666666
350.37,7.48133333333,18.9811666667,8.13316666666,17.0976666666,14.7283333334,7.2055,12.2448333333,8.89469444445,7.26066666667,6.326
350.73,7.60116666667,19.198,8.263,17.0780833334,14.739,7.1205,12.4168333333,9.01588888888,7.33333333334,6.39016666666
351.10,7.61483333333,19.2698333334,8.21166666666,17.1641666667,14.6806666666,6.98525,12.3136666667,8.97633333333,7.23416666667,6.25283333333
351.46,7.64266666667,19.395,8.21216666667,17.3469166666,14.791,7.05783333334,12.3048333333,8.92772222221,7.23666666667,6.316
351.83,7.84283333333,19.6361666666,8.32466666666,17.4828333334,14.9461666667,7.26108333333,12.523,9.10755555555,7.439,6.4855
352.19,8.09133333333,19.9758333333,8.6695,17.92275,15.1533333333,7.38658333334,12.8365,9.4430277778,7.6675,6.69216666666
352.55,8.126,20.2653333333,8.808,18.04825,15.24,7.40616666666,12.784,9.49283333335,7.62833333333,6.78283333333
352.92,7.89083333333,20.1088333333,8.663,17.894,15.1195,7.29125,12.5158333333,9.24652777779,7.351,6.60566666666
353.28,7.86566666667,20.1988333334,8.79116666666,17.901,15.0606666667,7.30975,12.4281666667,9.20044444445,7.29666666666,6.73066666666
353.65,8.003,20.4933333334,8.96783333334,18.08325,15.213,7.51733333333,12.4353333334,9.27616666665,7.388,6.79883333333
354.01,8.11066666667,20.7013333333,9.10366666666,18.1461666667,15.3016666667,7.81958333334,12.457,9.42361111112,7.57283333333,6.93016666667
354.38,7.95616666667,20.788,9.21366666666,18.10325,15.3056666667,7.79608333333,12.5551666666,9.47397222222,7.52233333334,6.84633333334
354.74,7.90266666667,20.7506666666,9.24916666667,18.315,15.3938333333,7.77741666667,12.422,9.46725,7.5905,6.86433333334
355.11,7.964,20.807,9.1875,18.2079166667,15.4555,7.78775,12.4178333333,9.5056111111,7.63866666666,6.92166666667
355.47,7.99466666666,20.8525,9.1405,18.26,15.3911666667,7.62325,12.3836666667,9.49750000002,7.63816666666,6.87833333334
355.83,8.10866666667,20.9313333334,9.2455,18.4625833334,15.478,7.75741666666,12.5768333333,9.61502777779,7.79333333333,6.97433333334
356.20,8.09566666667,20.9311666667,9.13083333334,18.5233333333,15.5135,7.78633333333,12.5651666667,9.58080555557,7.73566666666,6.92816666667
356.56,8.1635,21.034,9.22316666666,18.73475,15.602,7.86291666666,12.658,9.60291666666,7.83533333333,7.027
356.93,8.249,21.2443333333,9.2855,18.87,15.592,7.92758333333,12.884,9.67391666668,7.9535,7.09316666667
357.29,8.33733333333,21.3198333334,9.2665,19.0296666667,15.7081666667,7.99341666667,13.0148333333,9.77913888889,8.04283333334,7.0925
357.66,8.43916666667,21.394,9.38383333333,19.2031666666,15.8273333334,8.02308333334,13.198,9.97177777777,8.21183333333,7.19833333334
358.02,8.4625,21.4253333333,9.32933333333,19.3935833334,15.8956666667,7.983,13.1816666666,9.94833333334,8.12616666667,7.22516666667
358.38,8.55266666667,21.441,9.39733333333,19.4695833334,15.9556666666,8.08808333333,13.1936666666,10.0454722222,8.17266666667,7.28216666667
358.75,8.59833333333,21.575,9.38766666667,19.4889166666,15.8368333333,8.21075,13.2518333333,10.1106944444,8.11883333334,7.3495
359.11,8.52516666667,21.6065,9.47683333334,19.541,15.8408333333,8.30233333333,13.3361666666,10.1666666667,8.09216666667,7.3285
359.48,8.5205,21.6471666667,9.4905,19.5513333334,15.8486666667,8.32491666667,13.3488333334,10.20325,8.033,7.26783333334
359.84,8.54516666667,21.6943333333,9.498,19.56525,15.8785,8.28508333333,13.3188333333,10.2363333333,7.93566666667,7.26283333334
360.20,8.60166666667,21.7695,9.519,19.6300833334,15.9158333333,8.28883333334,13.4348333333,10.3579166667,8.04,7.3415
360.57,8.77333333333,21.9046666667,9.638,19.7278333333,16.096,8.4615,13.7146666667,10.6373611111,8.1255,7.47766666666
360.93,8.98283333333,22.0286666667,9.70366666667,19.9430833333,16.2241666666,8.588,13.7643333334,10.7783333333,8.21033333333,7.5845
361.29,9.1105,22.0951666667,9.758,20.05675,16.325,8.73941666667,13.786,10.8559444444,8.25,7.65316666667
361.66,9.03066666666,22.012,9.65566666667,20.025,16.2526666667,8.69858333333,13.7488333333,10.7821388889,8.11183333333,7.53866666667
362.02,9.07683333333,22.1008333333,9.7335,20.0945,16.3721666666,8.83966666666,13.9055,10.8646388889,8.13816666667,7.58383333333
362.39,9.08216666666,22.1096666666,9.67516666666,20.1349166666,16.3963333334,8.82183333334,13.9278333333,10.8206388889,8.18633333333,7.62316666667
362.75,9.20916666666,22.248,9.74983333333,20.2885,16.5973333333,8.92791666667,14.0526666667,10.8794722222,8.26433333333,7.679
363.11,9.2785,22.2685,9.6795,20.4373333334,16.5928333334,8.87233333333,14.06,10.9113055555,8.141,7.6295
363.48,9.39283333334,22.3298333334,9.73833333333,20.4689166666,16.6998333333,9.04958333334,14.2063333333,11.017,8.223,7.76583333334
363.84,9.5015,22.3156666667,9.76483333333,20.5220833334,16.767,9.10708333333,14.2656666667,11.0893055556,8.30083333333,7.88266666667
364.20,9.42983333333,22.2023333333,9.72616666666,20.433,16.7371666667,9.08916666667,14.1343333333,10.9888611111,8.14266666667,7.75883333333
364.57,9.36933333333,22.0205,9.58266666667,20.4481666666,16.6316666666,9.0255,14.0375,10.9058611111,8.157,7.674
364.93,9.27616666666,21.9888333333,9.57433333333,20.4085,16.5895,8.99633333333,13.9791666666,10.9337222223,8.118,7.63166666666
365.29,9.27016666667,21.936,9.48983333333,20.28525,16.5051666667,8.8635,13.9926666666,10.85025,8.06666666667,7.5825
365.66,9.22583333334,21.9085,9.41366666666,20.29225,16.4883333333,8.83225,13.9248333334,10.7839444445,8.038,7.58766666667
366.02,9.1005,21.76,9.20266666666,20.1225,16.3008333333,8.59591666666,13.7053333333,10.6169166667,7.99116666667,7.42983333334
366.38,9.11016666667,21.7573333334,9.233,20.09925,16.2188333333,8.46875,13.7006666667,10.6090833333,8.0275,7.43133333333
366.75,8.95383333333,21.6051666666,9.139,20.00175,16.0608333334,8.27291666667,13.5631666667,10.5504444445,7.88433333333,7.27633333333
367.11,9.00166666666,21.581,9.27333333333,19.8833333333,16.1478333334,8.37658333333,13.5435,10.5951388889,7.99866666667,7.359
367.47,9.04966666667,21.4918333334,9.32133333333,19.9224166667,16.0931666667,8.39391666666,13.5093333333,10.61425,8.03516666667,7.38866666666
367.84,8.83483333333,21.4038333334,9.23066666666,19.8565833333,15.9375,8.3495,13.34,10.4088055555,7.855,7.18533333334
368.20,8.8375,21.4331666667,9.2775,19.812,15.8975,8.34841666666,13.3873333333,10.4383333334,7.90266666667,7.27416666666
368.56,8.92066666666,21.5731666667,9.376,19.86475,15.9721666667,8.46541666666,13.3671666667,10.4539722222,7.89533333333,7.339
368.93,9.00233333333,21.5625,9.3675,19.8205833334,16.0653333333,8.54,13.4073333333,10.4153055555,7.91,7.38866666667
369.29,8.77516666667,21.4033333333,9.2675,19.7334166667,15.847,8.38008333333,13.228,10.2703333333,7.83416666667,7.28916666667
369.65,8.84583333333,21.3891666667,9.33133333333,19.80375,15.8693333333,8.43233333334,13.2766666666,10.3175,7.89133333333,7.41983333334
370.01,8.95566666666,21.4288333333,9.37716666666,19.8850833333,15.9686666667,8.60083333334,13.4073333333,10.4344444444,7.85416666666,7.4845
370.38,8.97166666667,21.4143333334,9.30666666667,19.8911666667,15.9923333333,8.83358333333,13.3711666666,10.4866388889,7.75766666667,7.40266666666
370.74,8.91466666666,21.1993333334,9.16983333333,19.6340833333,15.8523333333,8.80275,13.263,10.3814722222,7.59883333333,7.32816666667
371.10,8.90866666666,21.1913333333,9.00783333334,19.55625,15.7818333333,8.7635,13.2291666667,10.2751666666,7.58183333334,7.29116666666
371.46,8.8675,21.1223333333,8.93083333334,19.5215833334,15.8198333334,8.76341666666,13.1848333333,10.2586111111,7.47983333333,7.29183333334
371.83,8.86316666667,21.0483333334,8.81316666667,19.4265833333,15.8395,8.79508333334,13.2363333333,10.3123055555,7.44633333333,7.2505
372.19,9.01233333334,21.0071666667,8.80016666666,19.40975,15.872,8.85666666666,13.2011666667,10.4181111111,7.43766666666,7.30333333334
372.55,8.92616666667,20.8106666667,8.63616666666,19.2015,15.7973333334,8.73341666667,13.1195,10.3205833333,7.33183333333,7.239
372.92,8.94983333334,20.6395,8.59116666667,19.09675,15.7296666666,8.63358333334,13.0976666666,10.3850833333,7.35833333333,7.29166666666
373.28,9.0505,20.5586666667,8.55666666667,19.07875,15.8426666667,8.70008333334,13.1046666667,10.4688888889,7.32033333334,7.314
373.64,9.008,20.4441666667,8.4285,18.8929166666,15.8061666667,8.63941666666,12.9823333333,10.4541111111,7.25866666667,7.1915
374.00,9.019,20.2943333334,8.42383333333,18.8891666666,15.7328333333,8.565,13.0565,10.5310277778,7.31333333334,7.22483333333
374.37,8.989,20.1776666666,8.31383333333,18.705,15.7616666667,8.54625,13.0653333334,10.4888611111,7.31216666667,7.2605
374.73,9.08233333333,20.226,8.33016666667,18.7891666667,15.8953333334,8.74058333333,13.1841666667,10.5616666667,7.39216666667,7.37533333333
375.09,8.90283333333,19.924,8.17283333333,18.6253333333,15.7321666667,8.67083333334,13.0591666667,10.48825,7.17933333333,7.253
375.45,8.78916666667,19.7196666666,8.01266666667,18.4445,15.5971666667,8.53708333333,13.0073333333,10.3818333333,7.10916666667,7.0445
375.81,8.80716666667,19.5826666666,7.94733333334,18.345,15.5318333334,8.45158333333,12.9316666666,10.2966666667,7.12383333333,7.03233333333
376.18,8.71433333333,19.3601666666,7.6995,18.3643333334,15.383,8.30625,12.8621666666,10.0841666667,7.01366666667,6.84733333333
376.54,8.70916666667,19.1735,7.5875,18.2734166667,15.2991666667,8.26158333334,12.8315,10.0655555555,6.96183333333,6.771
376.90,8.58066666666,18.9871666667,7.43666666667,18.0981666666,15.206,8.20458333334,12.6978333334,9.92394444445,6.8205,6.60983333333
377.26,8.65,18.893,7.49966666667,18.0581666667,15.214,8.22958333334,12.7581666666,9.93805555555,6.8495,6.6615
377.63,8.7465,18.9031666667,7.569,18.0439166666,15.2581666667,8.26775,12.898,9.97383333333,6.8855,6.69766666667
377.99,8.6655,18.7526666667,7.48883333334,17.8258333334,15.1448333334,8.2515,12.6761666666,9.83533333335,6.75566666667,6.61266666666
378.35,8.596,18.5613333333,7.4035,17.7740833333,15.0706666667,8.09458333334,12.5586666666,9.78180555557,6.7105,6.56333333333
378.71,8.6355,18.3681666666,7.39416666667,17.73825,15.0871666667,8.10625,12.5753333334,9.83536111112,6.84816666666,6.59433333333
379.07,8.8985,18.488,7.50983333333,17.7944166667,15.3216666667,8.26966666666,12.797,10.0571944445,7.092,6.763
379.44,8.9625,18.485,7.5375,17.8121666667,15.4026666666,8.36858333333,12.8453333334,10.1361666667,7.14283333334,6.8945
379.80,8.9805,18.419,7.54383333333,17.7315,15.4558333334,8.40375,12.8985,10.2234722222,7.17183333333,6.96083333333
380.16,8.90533333334,18.3256666667,7.52183333333,17.5475,15.4583333333,8.4935,12.904,10.2439722222,7.12366666667,7.0085
380.52,8.96533333333,18.345,7.54616666667,17.52875,15.5141666667,8.55675,12.9655,10.3203055555,7.21866666667,7.03833333334
380.88,9.019,18.3053333333,7.58666666667,17.5308333333,15.5268333333,8.62225,13.0751666667,10.4109166667,7.2835,7.1095
381.24,8.94316666667,18.133,7.40333333333,17.35075,15.4058333333,8.54266666666,13.0026666667,10.3531388889,7.23716666667,6.95116666666
381.61,8.888,17.8943333334,7.18966666666,17.22375,15.2741666667,8.505,12.8895,10.2755833333,7.14716666667,6.83233333333
381.97,8.95166666667,17.8541666667,7.15183333333,17.2673333333,15.4021666667,8.58583333333,13.0058333333,10.3291388889,7.26766666666,6.88866666667
382.33,9.0955,17.8221666667,7.18816666666,17.3143333333,15.4145,8.724,13.0846666667,10.4499444445,7.31416666667,6.93466666667
382.69,9.2225,17.9521666667,7.24166666667,17.3231666666,15.4458333333,8.75916666666,13.1453333333,10.5232777778,7.36933333333,6.97633333333
383.05,9.1475,17.7815,7.13383333333,17.1781666667,15.2708333333,8.65066666666,13.0141666666,10.3785,7.31966666667,6.90633333333
383.41,9.18883333334,17.6105,7.02666666667,17.02075,15.212,8.57716666667,12.9178333333,10.2950555555,7.2895,6.79683333333
383.77,9.37216666667,17.7031666667,7.172,17.126,15.3183333334,8.72091666666,13.0675,10.4200555556,7.4675,6.901
384.14,9.415,17.5753333333,7.1505,17.0739166666,15.3491666667,8.74583333333,13.088,10.4519722222,7.5835,6.95666666667
384.50,9.42733333333,17.501,7.1795,17.0576666667,15.3286666667,8.85816666666,13.1421666667,10.4974444445,7.65966666667,7.0315
384.86,9.43016666666,17.437,7.09583333333,16.9785833334,15.321,8.826,13.0978333333,10.4225555555,7.6835,7.0045
385.22,9.4935,17.5413333333,7.167,17.0185833334,15.3945,8.93133333333,13.1791666667,10.4607222223,7.75966666666,7.1015
385.58,9.4805,17.5143333333,7.221,16.9799166666,15.388,8.94108333334,13.1945,10.4889722222,7.787,7.15016666667
385.94,9.461,17.3888333334,7.14316666666,16.8085833334,15.35,8.8585,13.1821666667,10.4650555556,7.788,7.14016666667
386.30,9.54083333333,17.4066666667,7.19083333334,16.7931666667,15.3908333334,8.92108333333,13.2576666666,10.4730555556,7.88683333333,7.20533333333
386.66,9.51966666667,17.2841666667,7.13216666667,16.7295833333,15.4146666667,8.9495,13.2708333334,10.4985277778,7.89866666667,7.21116666667
387.03,9.47883333334,17.2208333334,7.09466666667,16.68775,15.4665,9.01575,13.2933333333,10.5494166666,7.90216666667,7.24583333333
387.39,9.414,17.1621666667,7.05883333334,16.6478333334,15.4688333333,9.09991666666,13.2768333333,10.5476666666,7.89116666667,7.306
387.75,9.29466666666,16.957,6.8705,16.4825833334,15.3475,8.95825,13.1315,10.4431666667,7.7555,7.1865
388.11,9.24316666667,16.9776666667,6.78883333333,16.4100833334,15.304,8.89283333334,13.106,10.4205277778,7.71416666666,7.08816666666
388.47,9.23733333334,16.9255,6.70166666667,16.3429166666,15.2575,8.81358333333,13.0836666667,10.3876388889,7.6735,7.042
388.83,9.20816666667,16.8458333333,6.645,16.26325,15.1858333334,8.79566666666,13.0425,10.4045277778,7.64616666667,7.012
389.19,9.18316666667,16.6496666666,6.549,16.1835,15.1616666667,8.74125,12.9531666666,10.4398333333,7.63283333334,7.00883333333
389.55,9.2265,16.6193333333,6.525,16.1725833334,15.2345,8.77208333334,12.9925,10.4816666666,7.70916666667,7.01233333333
389.91,9.2955,16.634,6.57716666667,16.2709166666,15.2431666666,8.85241666667,13.0613333333,10.5454722222,7.77166666667,7.02433333333
390.27,9.19533333334,16.4878333334,6.48666666667,16.1528333333,15.2095,8.78091666667,13.0641666666,10.5487222222,7.753,6.97033333333
390.63,9.21416666667,16.446,6.45366666667,16.1483333333,15.2296666667,8.798,13.0431666666,10.5456666666,7.80133333333,7.02383333334
391.00,9.22616666666,16.315,6.34066666667,16.1233333334,15.1718333333,8.65733333333,13.0391666667,10.5216388889,7.796,6.94916666666
391.36,9.22633333334,16.2766666667,6.30883333334,16.1016666667,15.1343333333,8.60966666666,13.0843333333,10.5486666666,7.87333333334,6.9565
391.72,9.293,16.2478333333,6.30216666667,16.0836666667,15.2146666667,8.7155,13.181,10.61175,7.99483333333,7.03633333333
392.08,9.434,16.2263333333,6.36616666667,16.1,15.2966666666,8.8225,13.2623333333,10.7185555556,8.10566666667,7.1265
392.44,9.39083333333,16.1101666667,6.285,16.031,15.3395,8.79208333334,13.2148333333,10.7241388889,8.1215,7.1005
392.80,9.453,15.9993333334,6.26366666666,16.0478333333,15.3376666667,8.80908333333,13.2541666667,10.7595555555,8.139,7.1285
393.16,9.44183333334,15.9563333333,6.23716666667,16.0020833334,15.3518333334,8.83683333334,13.3031666667,10.7855,8.19066666667,7.12616666667
393.52,9.477,15.8515,6.14116666667,15.8989166666,15.3176666667,8.86216666667,13.2881666667,10.7949444444,8.20333333333,7.141
393.88,9.42116666667,15.6546666667,6.01683333334,15.7308333333,15.2261666667,8.75666666666,13.1841666667,10.7421111111,8.1415,7.1065
394.24,9.4435,15.5716666666,5.96933333333,15.66175,15.2106666667,8.75891666666,13.146,10.7313611111,8.123,7.13283333334
394.60,9.408,15.3413333334,5.90983333333,15.4938333334,15.091,8.71725,13.0898333334,10.6674444445,8.058,7.05883333334
394.96,9.29733333334,15.1408333333,5.8335,15.3139166666,15.0085,8.71633333334,12.9566666667,10.5415555555,7.98666666667,6.98933333333
395.32,9.33216666667,15.0281666666,5.82166666667,15.22,14.9746666667,8.68608333334,12.953,10.5634444444,8.00766666667,7.013
395.68,9.30316666666,14.889,5.76283333333,15.11375,14.963,8.67266666667,12.9128333333,10.5402777777,7.99166666667,6.9965
396.04,9.18566666666,14.6918333334,5.63033333333,14.93575,14.873,8.60333333333,12.7868333333,10.4231666667,7.946,6.94516666667
396.40,9.22666666667,14.5575,5.6265,14.8286666666,14.8331666667,8.62491666666,12.7761666666,10.4151388889,7.951,7.008
396.76,9.17116666667,14.4881666667,5.577,14.6884166666,14.8043333333,8.65133333333,12.7616666667,10.3811944444,7.94833333334,6.94933333333
397.12,9.23433333333,14.4148333333,5.5675,14.65575,14.8415,8.71275,12.763,10.3993611111,8.02916666667,7.0055
397.48,9.1285,14.2076666667,5.445,14.433,14.7345,8.642,12.6263333334,10.2752777778,7.9765,6.91933333334
397.84,9.14733333333,14.1216666667,5.44966666667,14.4358333334,14.7681666666,8.75708333334,12.6791666667,10.3392777778,8.04483333333,6.98083333333
398.20,9.19516666666,13.9923333333,5.38583333333,14.3551666666,14.7911666666,8.7895,12.6748333333,10.3429166667,8.10283333333,6.9985
398.56,9.19033333333,13.9268333334,5.3265,14.2793333333,14.8193333333,8.82541666666,12.713,10.3774166666,8.12516666666,6.99583333333
398.92,9.3205,13.9431666667,5.353,14.2484166666,14.8845,8.9325,12.8481666667,10.5371111112,8.26333333333,7.13383333333
399.28,9.38566666667,13.8581666666,5.31716666667,14.1988333334,14.9471666666,9.00516666666,12.9058333333,10.5905277778,8.28016666667,7.1555
399.64,9.35283333333,13.6998333333,5.25216666666,14.10475,14.8551666666,8.96316666666,12.8651666667,10.5597222222,8.24033333333,7.134
400.00,9.454,13.6235,5.31316666667,14.0724166666,14.8496666667,9.00841666666,12.918,10.6208055555,8.30033333334,7.19016666667
400.36,9.439,13.5758333333,5.30183333333,14.0338333333,14.8565,9.077,12.9441666667,10.6690833334,8.34016666666,7.17916666667
400.72,9.48033333334,13.4671666667,5.29516666667,13.9485,14.954,9.10833333334,13.0083333333,10.7383611111,8.43383333334,7.29533333333
401.08,9.401,13.3148333334,5.218,13.7410833333,14.8465,9.02258333333,12.9271666667,10.6403055556,8.35866666667,7.2435
401.44,9.46783333333,13.2843333333,5.29416666666,13.7495833333,14.915,9.09375,13.0128333333,10.7386111111,8.40066666666,7.34666666666
401.80,9.47766666667,13.2006666667,5.28283333333,13.6196666667,14.9206666666,9.09341666667,13.0205,10.724,8.42366666666,7.38883333334
402.16,9.45033333333,13.1753333333,5.27533333334,13.5350833334,14.9191666666,9.14825,13.0586666666,10.7685555555,8.45166666666,7.44266666667
402.52,9.43733333334,13.0643333333,5.18583333333,13.4499166666,14.8296666666,9.15408333334,13.0121666666,10.7503888889,8.41583333333,7.46
402.88,9.408,12.9938333334,5.13083333333,13.43525,14.8261666667,9.21608333333,12.9781666667,10.73625,8.42133333333,7.4865
403.24,9.43816666667,12.9831666667,5.1725,13.42575,14.8683333334,9.30941666666,13.014,10.7836111111,8.47116666666,7.529
403.60,9.42683333334,12.916,5.13033333333,13.3370833333,14.8321666667,9.31333333333,12.9963333333,10.7661111111,8.44283333333,7.53116666666
403.95,9.44216666667,12.8731666667,5.10616666667,13.3419166667,14.8406666667,9.32266666667,13.0468333333,10.7937222222,8.45216666667,7.5755
404.31,9.443,12.7606666667,5.03733333333,13.21625,14.8013333334,9.27525,12.9596666666,10.6951388888,8.39266666667,7.56216666667
404.67,9.46,12.7326666667,5.02416666666,13.2244166667,14.7716666666,9.31266666666,12.8976666667,10.6754722222,8.3645,7.569
405.03,9.50783333334,12.6548333333,5.01366666666,13.2288333333,14.7513333334,9.36591666667,12.8921666667,10.6726111112,8.33083333334,7.616
405.39,9.47966666667,12.5813333333,4.95533333334,13.187,14.708,9.34825,12.9013333333,10.6500277778,8.31016666666,7.63866666667
405.75,9.5325,12.6513333333,4.975,13.2421666667,14.7596666667,9.43958333334,12.9225,10.6947777777,8.36116666667,7.6655
406.11,9.57866666667,12.613,4.99616666667,13.253,14.7725,9.44575,12.9225,10.6964722222,8.373,7.67266666667
406.47,9.60700000001,12.6293333334,5.01883333333,13.2589166666,14.8711666666,9.4065,12.9406666667,10.7109444444,8.43333333333,7.69916666667
406.83,9.65833333335,12.6121666667,5.07983333333,13.257,14.8518333334,9.4055,12.9221666666,10.7176388889,8.43483333333,7.71883333333
407.19,9.61483333333,12.529,5.02283333333,13.1890833333,14.8016666667,9.34116666666,12.8638333333,10.66225,8.40166666666,7.70883333333
407.55,9.62466666665,12.464,5.01333333333,13.17975,14.7823333333,9.33216666666,12.8416666667,10.6461111111,8.397,7.703
407.90,9.65099999999,12.4626666667,5.00416666667,13.149,14.752,9.36983333333,12.8283333333,10.6320277778,8.39483333334,7.70716666666
408.26,9.67133333333,12.4653333333,5.003,13.1504166667,14.7665,9.40508333333,12.8836666667,10.6899166666,8.43733333333,7.72716666667
408.62,9.64166666665,12.3706666667,4.93416666667,13.0934166667,14.6651666666,9.36883333334,12.8408333333,10.6402777778,8.4175,7.67416666667
408.98,9.662,12.3863333333,4.95,13.1106666667,14.699,9.41,12.897,10.7161666667,8.48483333334,7.686
409.34,9.68516666668,12.3561666667,4.93783333333,13.1199166667,14.6756666667,9.46458333333,12.8953333333,10.7208888889,8.50466666667,7.68233333334
409.70,9.66649999998,12.244,4.897,12.971,14.6006666667,9.37275,12.7908333334,10.6516666666,8.4235,7.65
410.06,9.60516666667,12.169,4.85733333333,12.9368333334,14.532,9.35233333334,12.742,10.6028611112,8.3775,7.60266666666
410.42,9.57816666667,12.1141666667,4.85133333333,12.88775,14.4695,9.36725,12.7078333333,10.5889166667,8.337,7.59283333334
410.77,9.5575,12.0813333333,4.8745,12.8593333334,14.4883333333,9.37883333333,12.7323333334,10.6016111111,8.33583333333,7.59666666666
411.13,9.4575,11.9926666666,4.81533333333,12.8204166666,14.3865,9.32075,12.6553333333,10.5388888889,8.27516666667,7.53383333334
411.49,9.4755,12.0608333334,4.853,12.8819166666,14.43,9.39541666666,12.6756666667,10.5832222222,8.33616666667,7.55633333334
411.85,9.39733333333,11.972,4.83466666667,12.81025,14.4113333333,9.3745,12.6203333334,10.5540833334,8.30816666667,7.53733333333
412.21,9.424,11.9301666667,4.868,12.8226666667,14.3751666666,9.39783333334,12.6048333334,10.5564444444,8.32666666666,7.56533333333
412.57,9.43816666666,11.9366666667,4.91816666667,12.8380833333,14.4486666667,9.43216666667,12.6696666667,10.6489444445,8.373,7.63466666666
412.92,9.46566666667,11.9361666667,4.969,12.82575,14.4541666666,9.5075,12.69,10.66575,8.44316666667,7.69666666667
413.28,9.455,11.9435,5.01233333333,12.778,14.4801666666,9.507,12.6615,10.6670833333,8.47816666667,7.719
413.64,9.4165,11.894,4.97233333333,12.7570833333,14.4656666666,9.54633333333,12.705,10.6544166667,8.48933333334,7.73533333334
414.00,9.428,11.852,4.94666666667,12.6504166666,14.446,9.61083333334,12.6848333333,10.6768611111,8.5025,7.80866666667
414.36,9.39133333333,11.7986666667,4.92416666667,12.558,14.4296666667,9.64958333334,12.7101666667,10.6729444444,8.49433333333,7.8415
414.72,9.31683333333,11.6375,4.817,12.41775,14.331,9.60541666667,12.6241666666,10.58875,8.43683333334,7.81316666666
415.07,9.35733333333,11.5815,4.82883333333,12.3353333334,14.3801666667,9.66,12.6861666666,10.6275,8.46233333333,7.8805
415.43,9.31833333333,11.4203333333,4.787,12.1841666667,14.3015,9.6505,12.6245,10.5751944445,8.3855,7.86783333333
415.79,9.27083333333,11.2825,4.70883333333,12.0704166667,14.275,9.64966666667,12.5803333334,10.5280833333,8.34183333333,7.81483333333
416.15,9.17116666667,11.148,4.6245,11.9299166666,14.2326666666,9.60641666666,12.5061666666,10.4596388889,8.29433333334,7.76533333334
416.51,9.15283333333,11.0203333333,4.57016666667,11.8175,14.195,9.60625,12.4581666667,10.3991666667,8.249,7.78816666667
416.86,9.096,10.902,4.52666666667,11.7184166667,14.1665,9.60025,12.409,10.3694722222,8.208,7.8015
417.22,9.07316666666,10.7408333333,4.4945,11.6125833334,14.1151666667,9.60041666666,12.3936666667,10.3521111112,8.17683333334,7.796
417.58,9.022,10.5886666667,4.43383333333,11.4841666667,14.0245,9.56458333334,12.3315,10.3168611111,8.122,7.752
417.94,8.95066666667,10.4148333333,4.365,11.373,13.9538333334,9.50175,12.2881666666,10.2469722222,8.064,7.6945
418.29,8.9665,10.2765,4.31566666667,11.2838333333,13.9043333333,9.49183333333,12.2393333333,10.2136388889,8.02983333334,7.65516666667
418.65,9.02133333334,10.264,4.34216666667,11.2495,13.9321666667,9.54925,12.2653333334,10.2471111111,8.06266666666,7.69316666667
419.01,9.036,10.1878333333,4.318,11.1605,13.913,9.57841666666,12.2483333334,10.2601944445,8.08483333334,7.70066666667
419.37,9.01933333334,10.1093333333,4.287,11.1106666666,13.9233333333,9.56708333334,12.2585,10.2702777777,8.10283333334,7.70983333334
419.73,9.0575,10.0646666667,4.31783333333,11.0564166667,13.9383333334,9.62558333334,12.2868333333,10.3135,8.13516666667,7.78183333333
420.08,9.065,9.96249999998,4.32266666667,10.9725,13.8848333334,9.64925,12.288,10.3108888889,8.12966666667,7.8135
420.44,9.017,9.85133333332,4.2745,10.8519166666,13.8188333333,9.6385,12.274,10.2988055556,8.08983333333,7.7725
420.80,8.9895,9.747,4.22683333333,10.742,13.7811666667,9.63941666666,12.2691666667,10.2961666667,8.06916666667,7.75466666667
421.16,8.956,9.63016666668,4.18416666667,10.6406666666,13.7331666667,9.64316666666,12.2435,10.2755833333,8.0465,7.74316666667
421.51,9.0075,9.60016666665,4.22183333333,10.6429166667,13.7793333333,9.68375,12.2815,10.31275,8.095,7.797
421.87,9.026,9.54283333335,4.2345,10.5723333334,13.764,9.71083333333,12.2813333334,10.3285833333,8.105,7.82216666666
