wavelength,Back_DacAlbm,Belly_DacAlbm,Breast_DacAlbm,Crissum_DacAlbm,Crown_DacAlbm,DorTail_DacAlbm,Patch10_DacAlbm,Rump_DacAlbm,Throat_DacAlbm,WingTip_DacAlbm
310.01,34.7291666667,15.8223333333,13.2350833333,14.4905,35.9685833333,3.58008333333,3.552,36.2175,30.4571666667,4.02533333334
310.38,34.9118333333,15.8959166667,13.31275,14.50875,36.184,3.48291666667,3.49633333333,36.4005,30.6523333334,3.99975
310.75,35.1804166666,16.184,13.4648333333,14.7155833334,36.50475,3.54358333333,3.59116666666,36.6135833333,30.8295833333,4.0475
311.12,35.4981666667,16.4423333333,13.5749166667,14.809,36.79625,3.56091666667,3.69275,36.8716666667,31.1195,4.1205
311.49,35.3910833333,16.3676666666,13.4596666666,14.751125,36.6748333334,3.52283333333,3.5135,36.67875,31.0626666667,3.95833333333
311.85,35.6403333333,16.6141666667,13.6254166667,14.8885833333,36.9456666667,3.5935,3.54491666667,36.9195,31.1835833333,4.05616666667
312.22,35.6874166667,16.7198333333,13.6750833333,15.0335,37.1328333333,3.682,3.50933333333,37.0533333333,31.294,4.05
312.59,35.9425833333,16.8796666666,13.7823333333,15.1897083333,37.4766666666,3.61066666667,3.38608333333,37.3721666667,31.468,3.99025
312.96,35.9079166667,16.8678333333,13.7666666666,15.1949166667,37.4318333333,3.51308333333,3.24516666667,37.3490833333,31.4033333333,3.84441666667
313.33,36.134,16.9926666666,13.8739166667,15.1325833333,37.663,3.37175,3.0965,37.3936666667,31.5006666666,3.6635
313.70,36.0403333333,17.0290833333,13.9098333333,15.113375,37.756,3.29841666667,2.93416666667,37.3541666667,31.44675,3.61275
314.07,36.35175,17.3885833333,14.3636666667,15.4232083333,38.2519166667,3.52833333333,3.1405,37.69925,31.8485833333,3.69975
314.43,36.4838333333,17.6000833333,14.414,15.5359583333,38.4343333333,3.592,3.058,37.8608333334,31.9389166667,3.58308333333
314.80,36.5763333333,17.5993333333,14.4405833333,15.4513333333,38.40775,3.49033333333,2.88891666667,37.8653333333,32.0670833333,3.34066666667
315.17,36.7325,17.6978333333,14.5973333333,15.6203333333,38.6384166667,3.57883333333,2.79266666667,38.0155833333,32.1271666667,3.21716666667
315.54,37.4165833334,18.24375,15.0944166667,16.1354166667,39.4655,3.9165,3.20916666667,38.7030833333,32.5518333333,3.56866666666
315.91,37.71975,18.4833333334,15.2628333333,16.2865416667,39.7939166667,3.97108333334,3.26916666667,38.842,32.8766666667,3.45133333333
316.28,37.9458333334,18.7045833333,15.50325,16.3593333333,40.1235,3.97316666666,3.39025,38.933,33.1300833334,3.5445
316.64,37.998,19.0390833333,15.832,16.5750833334,40.2876666666,4.28383333334,3.72491666667,39.033,33.2064166667,3.74675
317.01,38.1578333333,19.23375,16.0445833333,16.6605,40.7298333333,4.29575,3.7425,39.1240833333,33.2840833333,3.804
317.38,38.1288333333,19.4238333333,16.1255,16.8187083333,40.8043333333,4.25933333333,3.7875,39.2206666667,33.3901666667,3.84183333333
317.75,38.5090833333,19.8316666667,16.4308333333,17.0875,41.23225,4.364,4.02391666667,39.502,33.6410833333,4.0165
318.12,38.5466666667,19.9038333333,16.4199166667,17.1140416667,41.2953333334,4.21658333333,3.94991666667,39.419,33.5825833334,4.0445
318.49,38.64625,19.895,16.5040833333,17.04475,41.3788333333,3.89625,3.78116666667,39.5044166667,33.5886666666,3.9115
318.85,38.8413333333,20.2975833334,16.81225,17.3807083333,41.802,3.96716666667,4.02483333333,39.7570833333,33.7046666667,4.10766666666
319.22,38.753,20.476,16.8830833333,17.4392083333,41.82775,3.8095,4.11125,39.7166666666,33.63025,4.06608333333
319.59,38.9909166667,20.6136666667,17.00375,17.5130416667,42.0393333334,3.63325,3.9905,39.8411666666,33.867,3.98783333333
319.96,38.8298333334,20.5109166667,16.9339166667,17.5723333333,42.0598333333,3.3585,3.8005,39.7959166667,33.6031666667,3.852
320.32,38.6836666666,20.407,16.7904166666,17.5039583333,41.9010833334,3.09625,3.51875,39.5748333333,33.2275833333,3.60641666666
320.69,39.05775,20.517,16.8733333333,17.5725833333,42.1189166667,2.77333333334,3.25958333334,39.769,33.5111666666,3.43475
321.06,39.1403333333,20.8763333334,17.1338333333,17.9128333333,42.1181666666,2.85525,3.47891666666,39.8868333333,33.7561666667,3.55725
321.43,39.3811666667,21.1360833333,17.2694166666,18.1668333333,42.3345833333,2.982,3.538,39.94725,33.96225,3.55883333333
321.80,39.2690833333,21.1585833333,17.1615,18.2387083334,42.4338333334,2.92375,3.37741666667,39.93,33.9761666667,3.40066666666
322.16,39.2358333333,21.28725,17.1436666666,18.2845833333,42.5461666667,2.90241666667,3.282,39.9230833333,34.07425,3.14875
322.53,39.3753333333,21.6465833333,17.3395,18.6243333334,42.7693333333,3.05258333333,3.50033333333,39.9770833333,34.2310833333,3.23966666667
322.90,39.4355833333,21.64575,17.3946666667,18.6630833333,42.8619166667,3.056,3.41641666667,39.9175833333,34.3966666666,3.11816666667
323.27,39.63575,21.845,17.7279166667,18.85825,43.1486666667,3.29991666666,3.58508333333,40.0855833334,34.6170833333,3.27583333333
323.63,39.3835,21.78925,17.7509166666,18.812,43.0969166667,3.33475,3.51491666667,39.8626666667,34.52975,3.22475
324.00,39.4405,22.0168333334,17.9316666666,18.8905833334,43.1968333333,3.42525,3.63383333334,39.96425,34.682,3.38441666667
324.37,39.6423333333,22.2994166667,18.2814166667,19.1492916667,43.5434166667,3.61908333333,3.88583333333,40.2503333333,35.0470833333,3.52025
324.74,39.3911666667,22.1865833334,18.1609166667,19.0370833333,43.4469166666,3.55183333333,3.67783333334,39.9483333333,34.8339166666,3.34916666667
325.10,39.652,22.3510833333,18.31975,19.118,43.72925,3.66983333334,3.6885,40.04075,35.0111666667,3.37241666667
325.47,39.7375833334,22.4663333334,18.468,19.177,43.8535,3.68583333334,3.77925,40.1633333333,35.0475,3.44433333333
325.84,39.8815833334,22.6383333333,18.7994166666,19.308875,43.9428333334,3.77508333334,3.85266666667,40.0545833333,35.1443333333,3.50075
326.21,40.36025,23.0226666667,19.2738333333,19.7475,44.2815833333,4.04508333334,4.19216666667,40.3839166667,35.4615833333,3.85866666667
326.57,40.5321666667,23.07125,19.4165,19.8582916667,44.4223333333,4.159,4.32625,40.4055,35.6044166666,3.98958333333
326.94,40.2365833333,22.8851666667,19.3071666667,19.6265416667,44.1929166666,3.77366666667,4.09191666666,40.1533333333,35.3103333333,3.82408333333
327.31,40.1004166666,22.83625,19.2058333333,19.5190833333,43.9995,3.47691666667,3.91283333334,39.9448333333,35.2343333333,3.64441666667
327.67,40.2904166667,23.0915,19.21925,19.6206666666,43.9491666667,3.40025,3.89941666667,39.9224166667,35.2281666667,3.52558333333
328.04,40.3885,23.1115,19.3161666667,19.620625,44.0428333334,3.24225,3.67433333333,39.7641666667,35.2219166667,3.24208333333
328.41,40.48075,23.31525,19.405,19.6965833333,44.0564166667,3.21708333333,3.60391666667,39.8438333333,35.2565,3.21908333333
328.78,40.71125,23.5426666667,19.7554166667,19.9770833334,44.3161666667,3.3175,3.83966666666,39.9925,35.4466666667,3.38433333333
329.14,40.75625,23.5655,19.7901666667,20.0564583334,44.3795833333,3.2635,3.81008333334,40.0041666667,35.3473333334,3.30041666667
329.51,40.9319166667,23.62175,19.90375,20.2389166667,44.4958333333,3.2745,3.75158333333,40.0636666667,35.3755833334,3.179
329.88,40.9545,23.6873333333,19.882,20.2750416667,44.5048333333,3.20275,3.74208333333,40.2106666667,35.3793333333,3.07425
330.24,40.754,23.7881666667,19.91425,20.2008333333,44.4323333334,3.1245,3.65091666667,40.1001666666,35.1800833333,3.00341666667
330.61,40.90675,23.97625,20.0638333334,20.3192916666,44.5955,3.09075,3.58683333333,40.2129166667,35.2894166666,3.00116666667
330.98,41.18875,24.3293333333,20.3024166667,20.7297916667,44.8855833333,3.46016666666,3.87891666667,40.4695,35.5309166667,3.25716666666
331.34,41.0766666667,24.265,20.2485833333,20.743125,44.8350833333,3.37825,3.61558333334,40.1906666667,35.27125,3.06741666667
331.71,40.9035833333,24.04975,20.1491666667,20.6275833333,44.7501666667,3.11458333333,3.27675,39.968,35.0195,2.89616666667
332.08,40.9075,24.22225,20.2128333333,20.822125,44.786,3.32975,3.48883333333,40.056,35.1544166667,3.12966666667
332.44,41.1010833333,24.3755833334,20.3629166667,20.984375,45.0425,3.25225,3.46508333333,40.213,35.359,3.13066666667
332.81,41.1053333333,24.49275,20.31325,21.0640416667,45.0965,3.15941666667,3.30975,40.2753333333,35.4280833333,2.96891666667
333.18,40.8875833333,24.5721666666,20.364,21.09675,44.9795833333,3.03666666667,3.24575,40.1738333333,35.3645,2.87308333333
333.54,40.8831666666,24.73625,20.557,21.196,45.1691666667,2.98858333333,3.37641666667,40.154,35.4104166667,2.97891666667
333.91,41.1734166667,24.9691666667,20.8085,21.52125,45.5800833333,2.94225,3.47383333333,40.3865,35.60575,3.03433333333
334.28,41.2971666667,25.0455833334,20.8504166667,21.6110833333,45.7461666667,2.83908333333,3.35616666667,40.5416666667,35.68925,2.96008333333
334.64,41.1255,25.0390833333,20.7021666667,21.5140833333,45.559,2.784,3.30658333333,40.324,35.5575833333,2.87516666667
335.01,41.15875,25.07725,20.8369166667,21.571375,45.6933333333,2.65758333333,3.11025,40.2256666666,35.5674166667,2.7735
335.38,41.4620833333,25.41125,21.0664166666,21.7956666667,46.123,2.70716666667,3.20066666667,40.52975,35.9050833333,2.84966666667
335.74,41.6468333334,25.8118333333,21.4453333333,22.0737083333,46.45975,2.8875,3.49675,40.7391666667,36.2893333333,3.0955
336.11,41.681,25.84975,21.5020833333,22.0139583333,46.5756666667,2.6535,3.315,40.6519166667,36.1571666667,2.93133333333
336.47,41.6879166667,25.8975,21.4468333333,21.9742916667,46.5069166666,2.68558333333,3.21158333333,40.5300833333,35.9908333333,2.81316666667
336.84,41.7104166666,26.1291666667,21.6544166667,22.0710833333,46.6649166667,2.8555,3.34916666666,40.464,36.0415833333,2.95683333334
337.21,41.84825,26.26,21.6824166667,22.1197083334,46.8429166666,2.75916666667,3.21108333333,40.4643333333,36.0470833333,2.86916666667
337.57,41.8228333333,26.3428333334,21.64975,22.0705416667,46.76775,2.80375,3.12641666667,40.2786666667,36.08875,2.7985
337.94,41.879,26.58075,21.7506666667,22.1050833333,46.868,2.963,3.16158333333,40.2344166666,36.2463333333,2.85425
338.31,41.8640833333,26.5525833333,21.6559166667,22.0578333333,46.6938333333,2.93358333333,3.14983333333,39.95275,36.2325,2.75658333333
338.67,42.1115,26.9680833333,22.1421666666,22.4795416667,47.228,3.167,3.29075,40.32,36.5484166666,3.01766666666
339.04,42.2394166667,27.2786666667,22.364,22.5818333333,47.36225,3.32125,3.47175,40.4735,36.7523333333,3.15891666667
339.40,42.3403333333,27.492,22.5283333333,22.7823333333,47.3948333333,3.50483333333,3.67716666667,40.4849166667,36.86175,3.422
339.77,42.48425,27.59875,22.6465,22.857,47.4635,3.57233333333,3.75541666667,40.5116666667,36.8654166667,3.45333333334
340.14,42.6605833334,27.9414166666,22.8668333333,23.1625,47.7033333333,3.648,3.87841666667,40.61425,37.0981666667,3.5745
340.50,42.60175,28.0641666667,23.0276666667,23.2734166667,47.6994166667,3.68933333333,4.03375,40.43475,37.067,3.6975
340.87,42.8215833333,28.2649166667,23.08825,23.492875,47.8179166666,3.66933333334,4.02491666667,40.58225,37.2025,3.70383333333
341.23,43.11175,28.52275,23.31275,23.779125,48.1255833334,3.84308333333,4.15691666667,40.86675,37.5438333334,3.88216666667
341.60,43.13125,28.7031666667,23.4743333333,23.95875,48.26675,3.86891666667,4.2295,40.9521666667,37.6174166667,3.98316666666
341.96,42.9906666667,28.5481666667,23.3489166667,23.888625,48.0995833333,3.74358333333,4.07216666666,40.6885,37.4578333333,3.90716666667
342.33,42.9373333333,28.6008333333,23.4183333333,23.9355833333,48.2010833333,3.68366666667,4.04641666667,40.5726666667,37.3953333333,3.92291666667
342.70,42.92375,28.67275,23.47475,23.99,48.19275,3.54191666666,3.98858333333,40.4481666666,37.3004166667,3.77758333333
343.06,43.0695,28.78175,23.5470833333,24.2372083333,48.4013333333,3.56175,4.06583333334,40.5069166666,37.3809166667,3.78175
343.43,43.3504166667,29.0659166667,23.8675,24.5417083333,48.7576666666,3.671,4.24183333333,40.7941666666,37.6501666667,3.91716666667
343.79,43.38575,29.2561666667,23.9645,24.7462916667,49.01325,3.73983333333,4.34191666666,40.8588333333,37.7078333334,3.94108333333
344.16,43.4405833333,29.319,24.0423333333,24.77175,49.0379166666,3.8205,4.37583333334,40.903,37.8169166667,3.94133333333
344.52,43.59575,29.441,24.2666666667,24.96325,49.28675,3.826,4.4365,41.0240833333,38.09925,4.0195
344.89,43.68075,29.5976666667,24.4776666667,25.1590416667,49.5160833333,3.95408333333,4.63483333333,41.0500833333,38.2438333333,4.17508333333
345.25,43.458,29.4721666667,24.364,25.0062083333,49.2739166667,3.84583333334,4.61408333333,40.7110833334,38.00925,4.09908333333
345.62,43.68675,29.5924166667,24.48875,25.093375,49.5728333333,3.80983333333,4.58533333333,40.8603333333,38.1378333333,4.05575
345.99,43.6573333333,29.6919166667,24.6448333334,25.17975,49.5654166667,3.89083333334,4.68483333333,40.902,38.1699166667,4.182
346.35,43.9055833334,30.1029166667,24.9356666667,25.4279583333,49.9344166667,4.01625,4.80225,41.2331666667,38.5525,4.3155
346.72,43.9624166667,30.05675,24.8524166667,25.3225833333,49.9916666667,3.88783333333,4.73633333333,41.1551666667,38.61625,4.16325
347.08,43.86625,30.0473333333,24.8179166666,25.2329166667,50.0225833333,3.70816666667,4.62508333334,41.0395,38.5164166667,4.02208333333
347.45,43.6251666667,29.9295,24.5855833333,25.0106666667,49.7978333333,3.5155,4.42183333333,40.7560833333,38.1795,3.75425
347.81,43.6961666667,30.0036666667,24.69975,25.0552916667,49.7196666667,3.58308333333,4.40175,40.7304166667,38.2209166667,3.78275
348.18,43.7765,30.0726666667,24.8283333333,25.1169166666,49.8439166667,3.61958333333,4.46108333333,40.6520833333,38.2300833334,3.79266666667
348.54,43.9153333333,30.2255,24.91875,25.22975,50.0624166667,3.67666666667,4.42775,40.711,38.3199166667,3.8005
348.91,43.893,30.24375,25.0298333333,25.2171666667,50.0298333333,3.58908333333,4.36625,40.5869166667,38.2925833333,3.79025
349.27,44.12425,30.5499166666,25.44275,25.5032916667,50.2483333333,3.88316666667,4.66991666667,40.7035,38.5405833333,4.09908333333
349.64,44.1558333333,30.8219166667,25.66625,25.71175,50.3449166667,4.12891666666,4.92641666667,40.7140833333,38.6524166666,4.34125
350.00,44.3539166667,31.1004166667,25.8235833334,25.9060416667,50.7144166667,4.115,4.98316666667,40.7885833333,38.8058333333,4.28125
350.37,44.3125,30.9511666667,25.7913333333,25.8279583333,50.6955,4.04533333333,4.90858333333,40.6865833334,38.7306666667,4.18675
350.73,44.3556666667,30.9836666667,25.8180833333,25.9162083333,50.7711666667,4.01475,4.793,40.6470833333,38.7484166667,4.14191666666
351.10,44.5033333333,31.1640833333,25.9400833333,26.053125,50.8305,3.992,4.74691666667,40.6115,38.8051666667,4.15508333333
351.46,44.6878333333,31.3051666666,26.0896666667,26.1923333333,51.0485833333,4.08366666667,4.7565,40.6478333334,38.99825,4.22108333333
351.83,44.58,31.2941666666,26.062,26.16475,51.0568333333,3.9985,4.69716666667,40.5855833334,38.9749166667,4.18883333333
352.19,44.6858333333,31.3691666666,26.079,26.266625,51.2203333333,3.87475,4.63483333334,40.6294166667,39.1104166667,4.18
352.55,44.663,31.4299166667,26.069,26.323,51.2155833333,3.82025,4.67058333334,40.5776666667,39.0833333333,4.15075
352.92,44.75125,31.48375,26.0370833333,26.3715833333,51.37025,3.80008333333,4.61275,40.6124166666,39.1439166667,4.09091666667
353.28,44.8446666667,31.4866666667,25.9568333333,26.4289166667,51.6108333333,3.64075,4.37108333333,40.6439166667,39.30075,3.91891666667
353.65,44.8959166667,31.47575,25.9481666666,26.4355833333,51.5815833333,3.57466666667,4.26375,40.6516666667,39.27625,3.86125
354.01,44.9526666667,31.4885833333,26.0276666666,26.4595416667,51.64825,3.53525,4.13525,40.7429166667,39.3300833334,3.80883333333
354.38,45.12825,31.6861666667,26.1116666667,26.6293333333,51.7775833334,3.588,4.13516666667,40.7423333334,39.4104166667,3.82991666667
354.74,45.2206666667,31.85125,26.1695833333,26.7179166667,51.8478333333,3.62858333333,4.15741666667,40.7968333334,39.4915833333,3.85
355.11,45.1776666667,31.8346666667,26.1860833333,26.7604583334,51.9404166667,3.71658333334,4.219,40.7373333333,39.5473333333,3.89541666667
355.47,45.218,31.9260833333,26.2614166667,26.888625,52.0905,3.67091666667,4.18816666667,40.7360833333,39.6370833333,3.84775
355.83,45.3089166666,31.9629166667,26.2064166667,26.9009583333,52.2223333333,3.54466666666,4.05058333333,40.7045,39.72125,3.69633333333
356.20,45.41025,32.1238333333,26.2855,26.9697916666,52.3385,3.55958333333,4.03358333333,40.8023333333,39.83325,3.65616666667
356.56,45.5446666667,32.30975,26.3869166667,27.0879583333,52.5045833333,3.55858333333,4.02291666667,40.9104166667,39.98625,3.63216666667
356.93,45.5364166667,32.3254166666,26.3498333333,26.961625,52.5179166667,3.47233333333,3.9335,40.8125833333,39.9393333333,3.50675
357.29,45.5585,32.41825,26.3516666667,27.059,52.4620833334,3.4835,4.02791666667,40.8163333334,39.875,3.50783333333
357.66,45.8355,32.5788333333,26.4798333334,27.2149583333,52.8313333333,3.51866666667,4.08841666667,40.9230833333,40.1073333333,3.51008333333
358.02,45.9900833333,32.76375,26.52475,27.3524166667,52.9466666667,3.64258333333,4.27108333333,40.9504166667,40.1828333334,3.63491666667
358.38,45.96525,32.8663333333,26.6678333333,27.378625,53.01525,3.64166666667,4.35866666667,40.9170833333,40.2064166667,3.68591666667
358.75,46.20525,33.0861666667,26.9440833333,27.6593333333,53.3199166667,3.8165,4.54991666667,41.0459166667,40.4675833333,3.90641666667
359.11,46.4059166667,33.2948333333,27.1806666666,27.8483333333,53.5755,3.92908333333,4.64225,41.2291666667,40.6851666667,3.99591666667
359.48,46.5926666667,33.51875,27.37775,28.034125,53.80075,4.06808333333,4.80075,41.4369166666,40.9033333333,4.15075
359.84,46.8245,33.7088333333,27.63475,28.2612083334,54.0736666667,4.14658333333,4.88133333334,41.5235,41.0836666666,4.22525
360.20,46.9800833334,33.8495,27.79675,28.4795833333,54.268,4.27633333333,4.983,41.6499166667,41.25775,4.32008333333
360.57,47.0765833333,33.8381666666,27.8524166667,28.5007916667,54.4168333333,4.30616666667,4.9915,41.65125,41.3199166667,4.30783333333
360.93,47.2234166667,33.99625,28.043,28.7445416667,54.6070833333,4.40258333333,5.13108333333,41.8064166667,41.4808333333,4.42466666667
361.29,47.2941666667,34.0403333333,28.1485833334,28.761625,54.7905,4.36775,5.12325,41.8520833334,41.54875,4.38158333333
361.66,47.1933333333,33.9845833334,28.09875,28.7268333333,54.73275,4.34208333334,5.12741666666,41.7675833333,41.5001666667,4.37441666667
362.02,47.2455833333,34.0328333333,28.2445833333,28.7932083334,54.867,4.33466666667,5.08441666667,41.7986666666,41.6506666667,4.40458333334
362.39,47.3638333333,34.0375,28.2625833333,28.9270416667,55.04425,4.35333333333,5.11333333333,41.87975,41.7536666667,4.41166666666
362.75,47.4234166667,34.07375,28.3019166667,28.9288333333,55.15425,4.28825,5.10583333333,41.924,41.7460833334,4.344
363.11,47.50675,34.075,28.28275,28.9702916667,55.1865833333,4.1995,5.03875,41.9230833333,41.7331666666,4.27841666666
363.48,47.4208333334,33.90675,28.1433333333,28.827625,55.1814166667,4.00766666667,4.88541666666,41.7545,41.641,4.0835
363.84,47.2841666667,33.8901666667,28.0721666666,28.7585416667,55.1583333333,3.99533333333,4.886,41.6735,41.5646666666,4.06041666666
364.20,47.2559166667,33.8958333333,28.0965833334,28.7657916667,55.1479166667,4.01058333333,4.95658333333,41.5796666667,41.55225,4.109
364.57,47.3485833333,33.98225,28.1003333333,28.8130833334,55.2893333334,3.93841666667,4.91733333333,41.5546666667,41.6218333333,4.0775
364.93,47.4593333333,34.0393333333,28.08225,28.8807916667,55.4875833334,3.85383333333,4.86025,41.5779166666,41.7094166667,3.99175
365.29,47.488,34.1416666666,28.1416666667,28.9587916667,55.574,3.87583333333,4.87508333333,41.5795833333,41.84625,4.03983333333
365.66,47.5293333333,34.1150833334,28.1585833333,29.0236666667,55.6893333333,3.69383333333,4.66858333333,41.6076666666,41.8559166667,3.869
366.02,47.5358333333,34.0680833333,28.0686666667,29.0415,55.7719166667,3.56366666667,4.57908333333,41.5818333333,41.8045833333,3.70716666667
366.38,47.8116666666,34.2883333333,28.2425,29.2204583333,56.106,3.59383333333,4.58525,41.7601666667,42.0618333333,3.69483333333
366.75,47.8646666667,34.357,28.2650833334,29.3177916667,56.3148333333,3.5825,4.57475,41.8311666667,42.21675,3.69158333333
367.11,47.98,34.4858333333,28.3775833333,29.443,56.607,3.60291666667,4.638,41.92175,42.4425833333,3.72333333333
367.47,48.2198333333,34.652,28.5971666667,29.670125,56.849,3.76275,4.77016666667,42.0753333334,42.642,3.91391666667
367.84,48.5765833333,34.8623333333,28.7955,29.931625,57.26025,3.85175,4.84925,42.3004166667,42.93775,4.01666666667
368.20,48.5949166667,34.8425,28.7125,29.9567083333,57.3580833333,3.80191666667,4.72191666667,42.2558333333,42.9171666667,3.92258333333
368.56,48.59025,34.8199166667,28.73375,30.0050833334,57.3899166667,3.81141666667,4.74625,42.2653333333,42.9093333333,3.92708333334
368.93,48.5520833333,34.72725,28.6454166667,29.9009166667,57.3255,3.70641666667,4.63575,42.0975,42.845,3.81308333333
369.29,48.64325,34.7278333333,28.6261666667,29.92875,57.50175,3.63575,4.56308333333,42.09125,42.9103333333,3.72858333334
369.65,48.7956666667,34.94625,28.70975,30.0295833333,57.6720833334,3.74325,4.67641666667,42.1893333333,43.1083333334,3.83366666666
370.01,49.1233333333,35.1886666667,28.9445833333,30.1974166666,58.0449166667,3.89208333333,4.8355,42.3646666667,43.3634166666,4.022
370.38,49.0884166667,35.1579166667,28.9345833333,30.1890833333,57.985,3.91766666667,4.877,42.3039166667,43.3133333334,4.14266666666
370.74,49.1695,35.20325,28.975,30.204375,58.044,4.02725,4.97933333333,42.2625833333,43.34875,4.25208333333
371.10,49.3405,35.3581666666,29.0451666667,30.2675416667,58.1740833333,4.13616666667,5.05833333333,42.3308333333,43.4585,4.34366666667
371.46,49.4704166667,35.4553333333,29.0983333333,30.3070833333,58.3360833333,4.12033333334,5.05408333333,42.4180833333,43.5404166667,4.26141666667
371.83,49.5630833333,35.43075,29.10475,30.3000833333,58.3889166667,4.12591666667,5.09058333334,42.4340833334,43.62025,4.25233333333
372.19,49.7285,35.4875,29.2523333333,30.3515,58.6864166666,4.07,5.15075,42.51775,43.8074166667,4.266
372.55,49.87525,35.6065,29.38325,30.444,58.8525,4.13458333333,5.24975,42.61375,43.9254166667,4.35258333333
372.92,50.1669166666,35.8500833333,29.6529166667,30.6845416667,59.2154166667,4.29541666667,5.4285,42.9129166667,44.2066666667,4.53916666667
373.28,50.2791666666,35.8791666667,29.6934166667,30.7705416667,59.305,4.31783333333,5.47516666667,42.9353333334,44.27,4.61866666667
373.64,50.4166666667,35.9884166667,29.84775,30.8857083333,59.4889166666,4.397,5.5875,42.9919166666,44.3406666667,4.73808333333
374.00,50.3871666667,35.9368333333,29.7840833333,30.8864166667,59.4991666667,4.328,5.51691666667,42.9065833333,44.3319166667,4.62658333334
374.37,50.4144166666,35.9775,29.7775,30.9105,59.5943333333,4.29008333333,5.49675,42.9108333333,44.3311666667,4.56891666667
374.73,50.4650833333,35.9430833333,29.74825,30.8787083333,59.6135,4.127,5.34958333333,42.8476666666,44.326,4.38333333333
375.09,50.49875,35.8586666666,29.65625,30.813875,59.7056666667,3.98841666667,5.21425,42.78525,44.3033333333,4.26566666667
375.45,50.62675,35.94325,29.64475,30.8875833333,59.893,3.90283333333,5.1875,42.7736666667,44.4379166666,4.2545
375.81,50.6880833333,36.04275,29.6836666667,30.9692916667,60.0076666667,3.878,5.18866666667,42.8620833334,44.48375,4.28733333333
376.18,50.7803333333,36.1424166667,29.72825,31.05675,60.0805833333,3.958,5.22458333333,42.9341666667,44.5505,4.335
376.54,50.9835833333,36.2668333333,29.8333333334,31.1728333333,60.3681666666,4.00433333333,5.222,43.127,44.7141666667,4.38716666667
376.90,51.07125,36.3109166667,29.8908333334,31.2935,60.5196666667,4.03066666667,5.20283333333,43.1750833334,44.7895,4.40508333333
377.26,51.2615,36.4840833334,30.0196666667,31.4229166667,60.7811666666,4.12791666667,5.25308333333,43.3263333333,44.9484166667,4.45616666667
377.63,51.2911666667,36.3804166667,29.8888333333,31.4101666667,60.8110833333,4.05475,5.1685,43.26525,44.9846666667,4.33741666667
377.99,51.37,36.46375,29.9129166667,31.4975,60.9645833333,4.06183333333,5.19591666667,43.4086666667,45.0899166667,4.3435
378.35,51.5496666666,36.5330833333,29.9745,31.5589583333,61.1728333333,4.10541666667,5.22391666666,43.5015833333,45.1978333333,4.33133333333
378.71,51.5939166667,36.5484166667,29.9605833334,31.6289583333,61.2625,4.14225,5.26166666667,43.5888333334,45.27475,4.37066666666
379.07,51.74425,36.646,30.1490833333,31.76525,61.4245,4.27741666667,5.42625,43.7231666667,45.3795833333,4.45833333333
379.44,51.7591666667,36.6050833333,30.2079166667,31.7893333333,61.42,4.402,5.51216666667,43.76575,45.3508333334,4.49591666666
379.80,51.8324166667,36.5585,30.211,31.7870416667,61.5375833333,4.40325,5.47716666667,43.7830833333,45.3255,4.43675
380.16,51.98125,36.638,30.28375,31.8645,61.76625,4.42766666667,5.5185,43.8744166667,45.4060833333,4.453
380.52,52.0101666667,36.6451666666,30.30025,31.919,61.8421666667,4.44183333334,5.52541666666,43.844,45.4460833333,4.43866666667
380.88,52.07025,36.6246666667,30.2646666667,31.8702083333,61.8915833333,4.42358333333,5.53458333333,43.8476666667,45.438,4.41466666667
381.24,52.0973333333,36.577,30.1993333333,31.811125,62.0055833334,4.32825,5.46366666667,43.8373333334,45.5048333333,4.33558333333
381.61,52.25725,36.6403333333,30.3325,31.8497083333,62.2058333333,4.30491666667,5.433,43.9145,45.556,4.34416666667
381.97,52.3758333334,36.643,30.3929166667,31.8461666667,62.344,4.30758333333,5.4195,43.9049166667,45.6259166667,4.36025
382.33,52.4429166667,36.6634166667,30.46475,31.9407916667,62.4735833333,4.32491666667,5.43716666667,43.9193333333,45.7305,4.40666666667
382.69,52.8150833333,36.8890833333,30.7146666667,32.1822083334,62.9201666667,4.44975,5.5315,44.1721666667,45.9558333333,4.53275
383.05,52.87525,36.8996666667,30.6523333334,32.2335833333,63.0493333333,4.39333333333,5.42966666666,44.1808333333,45.9971666667,4.49383333333
383.41,53.0488333333,36.9645,30.6846666666,32.3157083333,63.323,4.34516666666,5.39058333333,44.2886666667,46.1234166667,4.47441666667
383.77,53.2509166666,37.05225,30.7765,32.446625,63.5829166667,4.34733333334,5.42,44.38975,46.303,4.47591666667
384.14,53.4101666667,37.1194166667,30.8514166667,32.506,63.7648333333,4.37766666667,5.42433333334,44.502,46.409,4.48058333333
384.50,53.561,37.1795,30.85875,32.5815416667,63.9366666667,4.30716666667,5.36875,44.5668333334,46.49025,4.4155
384.86,53.6886666667,37.2575833333,30.8978333333,32.6576666667,64.0556666667,4.28083333333,5.3455,44.61875,46.58775,4.36566666667
385.22,53.8889166667,37.332,31.0303333333,32.7881666667,64.2413333333,4.33075,5.4025,44.7375,46.6474166667,4.42858333333
385.58,54.03575,37.444,31.1140833333,32.9048333333,64.4841666667,4.34366666667,5.44608333334,44.8733333333,46.7800833333,4.431
