wavelength,Back_DacAlbm,Belly_DacAlbm,Breast_DacAlbm,Crissum_DacAlbm,Crown_DacAlbm,DorTail_DacAlbm,Patch10_DacAlbm,Rump_DacAlbm,Throat_DacAlbm,WingTip_DacAlbm
202.33,2.03708333333,-2.037,-57.7776666667,-21.111,-42.1296666667,-44.72225,-70.74075,-34.2593333333,-32.5926666667,-66.9443333334
202.71,-14.01975,-10.2941666666,-71.3725833334,-26.3235416667,-56.1764166666,-55.8824166667,-86.4705833333,-49.11775,-41.1765,-79.50975
203.09,-25.8030833334,-24.0965,-85.9437500001,-36.5463333333,-66.6666666667,-67.0683333334,-99.6985833334,-62.5501666667,-51.6063333333,-92.3693333334
203.47,-23.9245833334,-27.5986666667,-82.6165833333,-37.5448333333,-59.1396666666,-65.8601666666,-94.8925000001,-56.989,-51.5233333333,-82.4374166666
203.85,-34.72225,-35.1190833333,-98.5119166666,-48.511875,-73.7104166668,-83.8293333334,-112.499916667,-69.4445,-67.3610833333,-97.2221666666
204.22,-27.8100833333,-32.558,-92.1512500001,-42.442,-66.376,-76.7440833333,-106.976666667,-59.1086666667,-57.3643333333,-88.6626666666
204.60,-40.9721666667,-44.9404166667,-103.968083333,-54.5635,-74.7025000001,-89.7818333333,-118.9485,-66.4680833334,-66.0715833334,-99.2064166667
204.98,-45.5208333333,-48.0208333333,-109.895833333,-56.6666666667,-78.3333333334,-94.7916666666,-125.416666666,-64.4791666667,-70.4166666667,-104.791666667
205.36,-30.0595,-26.78575,-86.0120000001,-33.97825,-58.1349166666,-73.3136666667,-103.0755,-44.14675,-47.02375,-83.0356666668
205.74,-32.545,-30.9685833333,-93.3558333332,-38.6824166667,-63.6261666666,-80.9684166667,-116.891916667,-48.3109166667,-59.3468333335,-91.3287499999
206.12,-35.4166666666,-32.9656666667,-98.7745833333,-46.1397916667,-68.5049166667,-94.9755000002,-124.142166667,-55.7597499999,-65.4412500001,-99.8774166666
206.50,-25.22825,-26.8265,-81.6210833333,-44.9201666667,-61.87225,-83.1049166666,-104.452,-50.5706666666,-53.6529166666,-81.3925833334
206.87,-12.4999166667,-15.3935833333,-73.0325000001,-43.055625,-53.3565833333,-79.6296666667,-91.8980833332,-44.6759166667,-48.37975,-72.45375
207.25,7.56591666674,8.66233333332,-46.7105,-22.75225,-34.9779166667,-59.3199166667,-67.98225,-26.8640833333,-24.1226666667,-46.7105833333
207.63,13.2813333334,18.6199166667,-49.7394166666,-25.781,-33.4634166667,-65.104,-72.9165,-31.9009166667,-22.9165,-48.828
208.01,8.08458333342,4.72641666668,-58.0845833333,-33.2089583333,-35.199,-68.1591666666,-73.632,-42.03975,-25.1243333333,-54.602
208.39,7.63875,2.19891666668,-54.3980833332,-29.80325,-30.67125,-68.1713333334,-65.6250833333,-42.12975,-26.7361666666,-56.25
208.77,10.2656666666,3.38166666667,-58.3334166668,-24.6377916666,-31.8841666666,-71.1353333334,-64.0095833333,-44.8066666667,-27.7778333334,-54.4686666667
209.14,1.54766666666,-3.92858333334,-65.119,-25.119,-37.7382500001,-77.2618333334,-67.2618333332,-51.5475833333,-29.76175,-58.45225
209.52,-19.8485,-40.909,-110.606166667,-62.6516249999,-75.909,-123.939416667,-109.5455,-91.9696666668,-63.9393333332,-105.606
209.90,-31.20925,-59.9673333333,-132.189416667,-81.9443750001,-104.085083333,-147.549083333,-128.1045,-120.588166667,-83.6602500002,-134.640583333
210.28,-67.6356666667,-99.4185,-185.85275,-124.80625,-154.844916667,-196.124083333,-185.852583333,-177.713166667,-133.721,-185.658833333
210.66,-100.675666667,-137.387333333,-236.711666667,-157.207208333,-187.612583333,-255.630666667,-243.693833333,-232.207083333,-179.955166667,-243.693666667
211.03,-194.444416667,-255.864166666,-369.753166666,-260.030916667,-296.9135,-403.70375,-402.469166667,-369.753083334,-297.222083333,-387.037
211.41,-391.145833334,-466.145833333,-682.291666666,-475.260416667,-547.395833334,-726.041666667,-726.041666667,-675.0,-579.166666667,-706.770833333
211.79,-321.666666667,-379.583333333,-537.916666666,-367.083333333,-446.25,-575.833333333,-585.0,-522.916666667,-467.916666667,-565.833333333
212.17,-435.256416667,-524.358916667,-762.8205,-508.974291667,-639.102583332,-819.23075,-873.717833334,-727.56425,-682.69225,-826.282166667
212.55,1570.83333333,1822.91666667,2579.16666667,1759.375,2287.5,2772.91666666,3014.58333333,2533.33333333,2370.83333334,2804.16666667
