wavelength,Back_CypHirm,Belly_CypHirm,Breast_CypHirm,Crissum_CypHirm,Crown_CypHirm,DorTail_CypHirm,Patch10_CypHirm,Rump_CypHirm,Throat_CypHirm,WingTip_CypHirm
549.29,7.8906,53.8790666667,52.8362666667,44.7016666667,4.15926666667,5.78373333333,47.6264,63.8146,44.7522,6.238
549.64,7.86786666667,53.9550666667,52.9026666667,44.7422,4.14886666667,5.75786666667,47.67,63.8508666667,44.8334666667,6.21553333333
549.98,7.84286666667,53.9266666667,52.9001333333,44.7264666667,4.12833333333,5.74346666667,47.6086666667,63.7963333333,44.8624666667,6.2044
550.32,7.84246666666,54.0353333333,53.0442666667,44.8504,4.1472,5.75853333333,47.7125333333,63.8994666667,45.0470666667,6.23673333333
550.66,7.86979999999,54.1352666667,53.1411333333,44.9173333333,4.15433333333,5.78513333333,47.7686,63.9391333333,45.1683333333,6.2646
551.01,7.85626666667,54.1206,53.1696666667,44.9146666667,4.14573333333,5.7596,47.7445333333,63.9054,45.2378666667,6.2646
551.35,7.84613333333,54.1437333333,53.2316,44.9854666666,4.14873333333,5.73973333333,47.7909333334,63.9385333333,45.3450666667,6.23793333333
551.69,7.80573333334,54.1357333333,53.1971333333,44.9621333333,4.0946,5.68813333333,47.7612666667,63.8974,45.3852666667,6.20466666667
552.03,7.77793333334,54.1801333333,53.2255333333,45.0211333333,4.0658,5.6562,47.7827333333,63.9399333333,45.4601333333,6.16593333333
552.38,7.82719999999,54.247,53.3082666667,45.0723333333,4.09173333333,5.7058,47.831,64.0540666667,45.5839333333,6.205
552.72,7.81846666667,54.2562666666,53.2984666667,45.0739333333,4.07053333333,5.70086666667,47.8008,64.0234,45.6282666667,6.17733333333
553.06,7.81946666667,54.3463333333,53.4026,45.1909333333,4.0596,5.69566666667,47.9101333333,64.1544666667,45.7329333333,6.17053333333
553.40,7.84013333333,54.4164,53.4461333333,45.2684666667,4.0866,5.70173333333,47.9402,64.2075333333,45.8182,6.18566666667
553.74,7.83026666666,54.4618666667,53.5243333333,45.3151333333,4.088,5.69813333333,47.9825333333,64.2724666667,45.8966,6.18526666667
554.09,7.844,54.4674,53.5664666666,45.3648666667,4.10573333333,5.69153333333,48.0122666667,64.2836,45.9518,6.192
554.43,7.84393333333,54.5477333333,53.6607333333,45.4579333333,4.09873333333,5.68626666667,48.0878666667,64.3763333333,46.0618,6.17966666667
554.77,7.80646666666,54.5406666667,53.6466666667,45.4766,4.03186666667,5.6416,48.0698,64.3606,46.0971333333,6.114
555.11,7.78239999999,54.5828666667,53.7074666667,45.5246,3.99893333333,5.60906666667,48.0617333333,64.3585333333,46.1552666667,6.1166
555.45,7.77893333334,54.6492,53.8244666667,45.6015333333,3.99953333334,5.58166666667,48.1203333333,64.4566,46.2838,6.09133333333
555.80,7.75566666667,54.6567333333,53.8104666667,45.5884666667,3.98086666667,5.55466666666,48.0822,64.3917333333,46.3208,6.08893333333
556.14,7.72446666667,54.6691333333,53.8148666667,45.6129333334,3.95453333333,5.53226666667,48.0622666667,64.3433333333,46.3572666667,6.04433333333
556.48,7.73006666667,54.7006,53.8923333333,45.6506,3.9736,5.55233333333,48.1349333333,64.3797333334,46.4502666667,6.05633333333
556.82,7.767,54.7766,53.9726666667,45.6750666667,4.00726666667,5.57633333334,48.1263333333,64.428,46.5943333333,6.07613333333
557.16,7.78519999999,54.8098,54.0038666667,45.7137333333,3.98973333333,5.57846666667,48.1441333333,64.4456666667,46.6812666667,6.08646666667
557.50,7.78866666666,54.8796,54.0375333333,45.7552666667,3.95886666667,5.57006666667,48.1722,64.4750666667,46.7722,6.0964
557.85,7.76806666667,54.9464666666,54.107,45.7937333333,3.9146,5.5426,48.1824,64.5273333333,46.8675333333,6.08946666667
558.19,7.75926666666,54.8527333333,53.9899333333,45.7082,3.91346666667,5.51286666667,48.0798666667,64.3866666667,46.8447333333,6.0656
558.53,7.80366666667,54.9769333333,54.1126666667,45.7732666667,3.9478,5.54613333333,48.1778666667,64.4579333333,46.9534,6.11206666667
558.87,7.87486666667,55.0521333333,54.229,45.9119333333,3.9932,5.6172,48.2834,64.5883333333,47.0948666667,6.14586666667
559.21,7.90559999999,55.1197333333,54.251,45.9449333333,4.01213333333,5.6562,48.2806666667,64.5799333333,47.1869333333,6.14773333333
559.55,7.94713333334,55.0745333333,54.2148666667,45.9302666667,4.06286666667,5.7114,48.245,64.5572,47.2250666667,6.19193333333
559.89,7.99573333333,55.1107333333,54.2904666667,46.0018,4.10953333333,5.73746666667,48.3222,64.5993333333,47.3402666666,6.2402
560.23,7.98413333333,55.0799333333,54.2402666667,45.9990666667,4.09573333333,5.73673333333,48.2290666667,64.5256,47.3257333333,6.2674
560.58,7.96059999999,54.9860666667,54.1646666667,45.9615333333,4.05713333333,5.72866666667,48.1597333333,64.4262,47.2663333333,6.259
560.92,7.95606666667,55.0847333333,54.2766,46.0844,4.04673333333,5.748,48.2426666667,64.5384,47.4164,6.27053333333
561.26,7.92313333334,55.0672666667,54.2641333334,46.094,4.03833333333,5.70473333333,48.1946666667,64.4926666667,47.4413333333,6.22273333333
561.60,7.9004,55.0469333333,54.2275333333,46.0685333333,4.02613333333,5.69546666667,48.1678666667,64.4788666667,47.4701333333,6.17193333333
561.94,7.88046666666,55.1474666667,54.3628666666,46.1487333333,4.02213333333,5.707,48.2142666667,64.5554,47.554,6.21113333333
562.28,7.89346666667,55.1748,54.4208666666,46.2166666667,4.0654,5.73073333334,48.1881333333,64.5940666667,47.636,6.2516
562.62,7.89493333333,55.2448666667,54.4451333333,46.2131333333,4.082,5.7402,48.1819333333,64.5863333333,47.7333333333,6.26993333333
562.96,7.87686666666,55.2378,54.4624666667,46.1967333334,4.0664,5.71226666667,48.1729333333,64.5834,47.7570666667,6.26953333333
563.30,7.86939999999,55.3126,54.5413333333,46.2558666667,4.073,5.6944,48.2250666667,64.6502,47.8788,6.2672
563.64,7.862,55.3002,54.5262,46.2426,4.06253333333,5.68186666667,48.1797333333,64.5945333333,47.9094666667,6.2556
563.99,7.87193333333,55.3867333333,54.6229333333,46.299,4.08433333333,5.68373333333,48.2522,64.6668666667,48.0452,6.24666666667
564.33,7.878,55.5127333333,54.758,46.3626,4.1018,5.68093333333,48.3448,64.7858666667,48.2061333333,6.26246666667
564.67,7.91179999999,55.4879333334,54.7422666667,46.3258,4.15286666667,5.71633333333,48.2783333333,64.7054,48.2260666667,6.28773333333
565.01,7.99793333334,55.6072,54.8772666667,46.4452666666,4.21986666667,5.79386666667,48.399,64.8425333333,48.3872,6.38746666667
565.35,7.95453333333,55.5272666667,54.8104666667,46.3639333333,4.16233333333,5.7378,48.299,64.6947333333,48.3256666667,6.34266666667
565.69,7.99553333334,55.5244,54.8369333333,46.3712666667,4.18306666667,5.75793333333,48.2918,64.7157333334,48.3989333333,6.35993333333
566.03,8.03126666667,55.5238,54.8494666667,46.3784,4.20966666667,5.79866666666,48.2851333333,64.7055333333,48.478,6.38573333333
566.37,8.02046666667,55.4942666667,54.8319333333,46.3622,4.20426666667,5.7818,48.2713333333,64.6546,48.4762666667,6.3808
566.71,8.06446666667,55.5916666667,54.9388666667,46.4632666667,4.23553333333,5.83806666667,48.3338666667,64.7311333333,48.6219333333,6.4316
567.05,8.01399999999,55.5538666667,54.9326666667,46.4505333333,4.1636,5.78746666667,48.2885333333,64.6765333333,48.6228,6.39586666667
567.39,8.01173333333,55.6527333333,55.0092666667,46.5106,4.1506,5.7962,48.3322,64.7392666667,48.7366666667,6.40226666667
567.73,8.02753333333,55.6999333333,55.0434666667,46.598,4.1828,5.8204,48.3849333334,64.7702666667,48.8396666667,6.42966666667
568.07,8.02393333333,55.6562,54.9802,46.5710666667,4.17886666667,5.83293333333,48.3156,64.6479333333,48.8342666667,6.41746666667
568.41,7.9882,55.6936666667,55.0152666667,46.5683333333,4.1716,5.8258,48.3594666666,64.6617333333,48.9054666667,6.39193333334
568.75,7.98046666667,55.6024,54.9538,46.4718,4.16273333333,5.81313333333,48.2660666667,64.5016666667,48.8803333333,6.36546666667
569.09,8.06219999999,55.7343333333,55.0978666667,46.6096666667,4.25366666667,5.91253333333,48.3786,64.5976,49.0396,6.451
569.43,8.07519999999,55.804,55.1384,46.6309333333,4.2748,5.92986666667,48.4022666667,64.6085333333,49.1433333333,6.46366666667
569.77,8.05080000001,55.8803333333,55.2026,46.6460666667,4.25293333333,5.90833333333,48.4430666667,64.6473333333,49.2330666667,6.46153333333
570.11,8.05299999999,55.9246,55.2602666667,46.6993333333,4.25386666667,5.91553333333,48.4274666667,64.7046666667,49.3005333333,6.4544
570.45,8.03773333333,55.9399333333,55.3168,46.7116,4.2462,5.90793333333,48.4275333333,64.7351333333,49.369,6.43873333334
570.79,8.10780000001,56.0396666667,55.3971333333,46.8022666666,4.31913333333,5.97646666667,48.4850666667,64.7993333333,49.4778,6.4902
571.13,8.13753333333,56.0507333333,55.3826666667,46.8104666667,4.35013333333,6.01933333333,48.4600666667,64.7903333333,49.5356666667,6.525
571.47,8.14833333333,56.0736666667,55.4316,46.8022666667,4.33526666667,6.01093333333,48.4814666667,64.7994,49.6051333333,6.53733333333
571.81,8.18400000001,56.1442,55.4962,46.9114666667,4.364,6.03446666667,48.5782,64.9210666667,49.7260666667,6.58113333333
572.15,8.22693333333,56.1668,55.5672,46.9594666667,4.38026666667,6.04993333333,48.5946666667,64.9402,49.8058,6.61326666667
572.49,8.23786666667,56.2776,55.6690666667,47.0448,4.3842,6.06853333333,48.6661333333,65.0522666667,49.9528666667,6.6262
572.83,8.24393333333,56.3593333333,55.7645333334,47.1084,4.3914,6.07933333333,48.7063333333,65.1172,50.0786,6.64086666667
573.17,8.21799999999,56.3192,55.7518,47.1323333333,4.3706,6.0526,48.6864,65.0758,50.1048666667,6.627
573.51,8.25413333333,56.3459333333,55.7924,47.1958,4.4008,6.07466666667,48.7275333333,65.1023333333,50.1626666667,6.64553333333
573.85,8.29473333333,56.4334,55.8874,47.2648666667,4.44186666667,6.13506666667,48.7967333333,65.1575333333,50.3118,6.69873333333
574.19,8.34733333334,56.461,55.8919333333,47.3036,4.4964,6.1724,48.8340666667,65.1342,50.3552666667,6.76573333333
574.53,8.36280000001,56.5084666666,55.966,47.3514,4.52246666667,6.197,48.8732,65.1708666667,50.4884666667,6.793
574.87,8.36973333333,56.5584666667,56.0490666666,47.4027333334,4.5058,6.166,48.9410666667,65.2282,50.5796,6.7916
575.21,8.36946666667,56.5272,56.0654666666,47.4304,4.52393333333,6.173,48.9172,65.2320666667,50.6540666667,6.7964
575.55,8.35073333333,56.5087333333,56.1022,47.4060666667,4.49253333333,6.14306666667,48.8582666667,65.1806666667,50.7065333333,6.76466666667
575.89,8.3408,56.5062666667,56.0892666667,47.4066666666,4.48,6.11953333333,48.8327333334,65.1567333333,50.7448666667,6.76573333333
576.22,8.31886666667,56.5188,56.0945333333,47.4087333333,4.45833333333,6.1014,48.837,65.1476666667,50.7748666667,6.751
576.56,8.29906666666,56.4304,56.0489333333,47.3655333334,4.41366666667,6.07373333333,48.7852666667,65.1014,50.7906666667,6.71646666667
576.90,8.33033333333,56.4631333333,56.0662,47.3773333333,4.4386,6.11733333333,48.8168,65.1219333333,50.8544,6.74566666667
577.24,8.30586666667,56.3781333333,55.9864666667,47.3182,4.43133333334,6.10826666666,48.7231333333,65.0118,50.8896,6.72786666667
577.58,8.24026666666,56.2896,55.8625333333,47.2511333333,4.358,6.00653333333,48.6625333333,64.9243333333,50.8434666667,6.65013333333
577.92,8.19019999999,56.3014666667,55.8425333333,47.2132666667,4.31653333333,5.97206666666,48.6441333333,64.8969333333,50.9091333333,6.58286666667
578.26,8.18026666666,56.2725333333,55.8262,47.1862,4.3066,5.9716,48.6209333334,64.8502666667,50.9177333333,6.57973333333
578.60,8.17913333333,56.2973333333,55.8326,47.2147333333,4.35346666667,6.02626666666,48.6082,64.8301333333,50.9750666667,6.61366666667
578.94,8.21246666667,56.3978666667,55.865,47.2778666667,4.33893333333,6.0446,48.6132,64.866,51.0344,6.65566666667
579.28,8.25893333333,56.5092,55.9566666667,47.3949333333,4.40673333333,6.1254,48.7157333333,64.9570666667,51.1680666667,6.72846666667
579.61,8.275,56.612,56.0380666667,47.4888,4.3986,6.14106666667,48.8129333333,65.0702,51.3132666667,6.72266666667
579.95,8.31099999999,56.582,56.0408666666,47.5180666667,4.42753333333,6.16493333333,48.8012666667,65.0419333333,51.3610666667,6.74873333333
580.29,8.30599999999,56.6785333333,56.07,47.5833333333,4.41993333333,6.156,48.8410666667,65.0716666667,51.4496,6.765
580.63,8.34413333333,56.7687333333,56.1916,47.7054,4.4304,6.18346666667,48.9145333333,65.1694,51.563,6.75033333333
580.97,8.32286666666,56.9261333333,56.3625333333,47.8409333333,4.41733333333,6.19073333333,49.0555333333,65.3583333333,51.6806,6.74253333333
581.31,8.34413333333,56.9769333334,56.4498666667,47.9068,4.42793333333,6.23766666667,49.1216666667,65.3702666667,51.8068666667,6.75753333333
581.65,8.35433333334,57.0298,56.521,48.0186,4.4132,6.2248,49.1626,65.4321333333,51.8538,6.7644
581.98,8.40953333333,57.0437333333,56.5506,48.0508,4.4392,6.26273333333,49.1748666667,65.4262666667,51.9427333333,6.78273333333
582.32,8.42540000001,56.9734666667,56.5392,48.0525333333,4.43533333333,6.2576,49.1481333333,65.3738666667,51.9512,6.77553333333
582.66,8.43133333333,56.9339333333,56.5716,48.0328,4.46253333333,6.2768,49.1638,65.3259333333,51.9864,6.7648
583.00,8.42066666666,56.9016666667,56.5334666667,48.0012666667,4.42706666667,6.21146666667,49.1333333333,65.2724,51.9990666667,6.70933333333
583.34,8.46239999999,56.9410666667,56.6084666667,48.0824,4.479,6.27486666667,49.1539333333,65.2673333333,52.056,6.7734
583.68,8.41526666666,57.0344,56.7033333333,48.1158666667,4.46626666667,6.27866666667,49.2309333333,65.2999333333,52.1979333333,6.73786666667
584.01,8.41586666667,57.0507333333,56.7224666667,48.1199333333,4.494,6.2884,49.2423333333,65.3457333333,52.2482,6.72773333333
584.35,8.39246666667,57.0732666667,56.721,48.1226666666,4.48926666667,6.2708,49.2194,65.3078666667,52.3176666667,6.75706666667
584.69,8.42339999999,56.98,56.6494,48.093,4.48686666667,6.2798,49.1615333333,65.1511333333,52.316,6.76526666667
585.03,8.50906666666,57.0156,56.7278666666,48.1861333333,4.59686666667,6.3838,49.2015333333,65.2030666667,52.4151333333,6.9056
585.37,8.56186666666,56.9593333333,56.7226,48.1403333333,4.6344,6.4418,49.2025333333,65.1781333333,52.4870666667,6.93606666667
585.70,8.54900000001,57.0282666667,56.7676,48.1792666667,4.6146,6.43933333333,49.2192666667,65.1922,52.5072,6.92486666667
586.04,8.52526666667,57.0512,56.7774,48.1696666667,4.59546666667,6.4072,49.1792666667,65.1757333333,52.5681333333,6.9332
586.38,8.51593333333,57.064,56.7916,48.1911333333,4.57866666667,6.40846666667,49.1450666667,65.1678666667,52.6432,6.90366666667
586.72,8.52413333333,57.1194,56.8174,48.2616666667,4.586,6.46066666666,49.1529333334,65.2132666667,52.7432,6.91446666667
587.06,8.4104,57.0110666667,56.7025333333,48.1395333334,4.53873333334,6.35226666666,49.0228,65.0733333333,52.7128,6.81526666667
587.39,8.4348,57.0521333334,56.7164666667,48.2278,4.5808,6.34686666667,49.0138,65.1218,52.8061333333,6.8682
587.73,8.49066666667,57.1366,56.8206,48.3453333333,4.62233333333,6.3676,49.1162666667,65.1854,52.9429333333,6.93246666667
588.07,8.49793333333,57.2393333333,56.886,48.4539333333,4.645,6.35266666667,49.1933333333,65.2651333333,53.1126666667,6.9306
588.41,8.55273333334,57.2778666667,56.8922,48.4294666667,4.68466666667,6.3488,49.183,65.292,53.1969333333,6.95946666666
588.74,8.55633333333,57.3262666667,56.9463333333,48.4196,4.6594,6.32193333333,49.1466666667,65.29,53.2295333333,6.93786666667
589.08,8.54533333334,57.3482,56.9695333333,48.4608666667,4.6792,6.30133333333,49.0906,65.282,53.2912666667,6.95753333333
589.42,8.58293333333,57.3882,57.0026666667,48.521,4.72686666667,6.30613333333,49.1036666667,65.3828,53.4204666667,7.03626666667
589.76,8.57686666666,57.4402666667,57.0574666667,48.5641333333,4.71193333333,6.2904,49.2138,65.4656666667,53.513,7.0204
590.09,8.6172,57.5174666667,57.0978,48.6024,4.80686666667,6.35046666667,49.2787333333,65.5102,53.5974666667,7.11233333333
590.43,8.62739999999,57.5748,57.1531333333,48.6034666667,4.8384,6.37,49.2938,65.5172666667,53.6501333333,7.19
590.77,8.71613333333,57.6238,57.2237333333,48.6563333333,4.87993333333,6.441,49.3588,65.5502,53.7345333333,7.276
591.11,8.71673333333,57.5311333333,57.1804,48.6172,4.8696,6.44173333333,49.2856666667,65.4458666667,53.6782,7.27546666667
591.44,8.69853333334,57.5318666667,57.1653333333,48.58,4.84533333333,6.45186666666,49.2366,65.4018666667,53.695,7.2392
591.78,8.67220000001,57.3266,57.0476666667,48.4128,4.82226666666,6.44306666667,49.1136666667,65.2207333333,53.5623333333,7.205
592.12,8.62306666666,57.4437333333,57.1659333333,48.5363333333,4.7874,6.42873333333,49.1632,65.3176,53.6738,7.1718
592.46,8.64160000001,57.5089333333,57.1849333333,48.5772,4.82833333333,6.47166666667,49.2867333334,65.4009333333,53.8126666667,7.2064
592.79,8.71893333333,57.633,57.3194,48.6916,4.9274,6.57233333333,49.4250666667,65.5102,53.9737333333,7.32553333333
593.13,8.71273333333,57.642,57.3925333334,48.7043333334,4.92473333333,6.5806,49.4697333333,65.5280666667,54.0519333333,7.2724
593.47,8.76813333333,57.6618666667,57.4270666667,48.7300666667,4.98386666667,6.64233333333,49.4464,65.5268666667,54.1298,7.2858
593.80,8.74946666666,57.6680666666,57.4329333333,48.7506666667,4.93453333333,6.576,49.4530666667,65.5757333333,54.2015333333,7.2234
594.14,8.75313333333,57.6579333333,57.5102666666,48.7813333333,4.9118,6.54713333333,49.4851333333,65.6206,54.3052666666,7.19306666667
594.48,8.70813333333,57.6745333333,57.5532666667,48.7732,4.9094,6.54273333333,49.4784666667,65.6768,54.3806666667,7.1466
594.81,8.75126666666,57.8635333333,57.7030666667,48.8530666667,4.93326666667,6.55286666667,49.5774,65.8098,54.5598666667,7.18086666667
595.15,8.78406666667,57.9661333333,57.8334666667,48.9688,4.9896,6.5994,49.6418666666,65.9231333333,54.7098,7.25946666667
595.49,8.86986666667,58.1699333333,58.0362,49.1185333333,5.05,6.66613333333,49.7562,66.1295333333,54.9292,7.34673333333
595.82,8.85973333333,58.1101333333,57.9826666667,49.0434666667,5.0352,6.6532,49.6919333333,66.0785333333,54.9106666667,7.35653333333
596.16,8.84739999999,58.1438666667,58.0137333333,49.0738666667,5.00966666667,6.61866666667,49.649,66.0996666667,54.9621333333,7.32726666667
596.50,8.84146666667,58.1184,58.0276,49.0257333333,4.99546666667,6.63186666667,49.6195333333,66.0594666667,55.0023333333,7.32393333334
596.83,8.78693333334,58.164,58.0540666667,49.0302,4.94866666667,6.6004,49.6433333333,66.0772666667,55.0343333333,7.32133333333
597.17,8.71493333334,58.1206666667,58.0317333333,48.9923333333,4.87813333334,6.51933333333,49.6056666667,66.0266666667,55.0425333333,7.28853333333
597.51,8.72280000001,58.1033333333,58.0428,49.0093333333,4.89406666667,6.5592,49.6429333333,66.0012666667,55.0626666667,7.30913333333
597.84,8.73973333333,58.0303333333,57.9776666667,48.9602,4.94286666667,6.5938,49.5812,65.8942,55.0362,7.34933333333
598.18,8.80213333334,58.141,58.0569333333,49.0801333333,4.96093333333,6.6456,49.6712666667,65.9504666667,55.1571333333,7.42993333333
598.52,8.84326666667,58.1162,58.0234,49.0847333333,5.0194,6.74673333333,49.6907333333,65.9475333333,55.1698,7.5058
598.85,8.84386666667,58.0510666667,57.9246666667,49.0092666667,5.01966666667,6.7444,49.6507333333,65.8401333333,55.1414,7.5062
599.19,8.8206,58.0552666667,57.8832666667,49.0163333333,5.01626666667,6.7594,49.6516,65.7596,55.1556,7.51526666667
599.53,8.81066666667,58.0804666667,57.9524666667,49.0708,5.02586666667,6.77013333333,49.7147333333,65.7840666667,55.2306,7.51993333333
599.86,8.77213333334,58.0166,57.9203333333,49.0360666667,5.00606666667,6.7624,49.678,65.6397333333,55.1999333333,7.48866666667
600.20,8.71833333333,58.0138666667,57.8416,49.0717333333,4.94166666667,6.674,49.6722,65.6364666667,55.1607333333,7.4114
600.53,8.69973333334,57.8874,57.7641333333,48.9632666667,4.92186666667,6.62686666667,49.577,65.4921333334,55.1576666667,7.39133333333
600.87,8.75873333333,58.0130666667,57.8686,49.0388,5.01326666666,6.72913333333,49.6442,65.5423333333,55.2408,7.454
601.21,8.80353333333,58.0555333333,57.9029333333,49.0199333333,5.0382,6.7524,49.6183333333,65.5448,55.3382666667,7.4782
601.54,8.81673333333,58.1879333333,58.0286,49.1256666667,5.01293333333,6.74446666667,49.7132,65.6801333333,55.494,7.46713333333
601.88,8.80973333333,58.136,58.0016666667,49.1252666667,5.00946666667,6.7218,49.6719333333,65.6601333333,55.5097333333,7.43946666667
602.21,8.75379999999,58.1586666667,58.0559333333,49.1266,4.92433333333,6.61266666667,49.6164,65.6611333333,55.6079333333,7.33973333333
602.55,8.74760000001,58.1111333333,58.0797333333,49.1329333333,4.91913333333,6.61666666667,49.5692,65.642,55.6860666667,7.34033333333
602.88,8.74379999999,58.0904666667,58.0852666667,49.1012,4.906,6.61373333333,49.5526,65.6702666667,55.7514666667,7.32806666667
603.22,8.7594,58.2006,58.1732,49.1371333333,4.90933333333,6.6552,49.585,65.7416666666,55.8856666667,7.35306666667
603.56,8.72533333333,58.1928666667,58.1598666667,49.0856,4.85673333333,6.61466666667,49.5870666667,65.7668666667,55.9243333333,7.329
603.89,8.70560000001,58.2139333333,58.195,49.0792666667,4.83706666667,6.61853333333,49.5943333333,65.7755333333,55.9978666667,7.31313333333
604.23,8.77,58.374,58.3141333333,49.2438,4.8776,6.68253333333,49.7227333333,65.9786666667,56.1606666667,7.3702
604.56,8.797,58.4000666667,58.3664,49.2905333333,4.86586666667,6.71193333333,49.7608,66.0512,56.2588,7.40653333333
604.90,8.71946666667,58.4053333333,58.4053333333,49.3027333333,4.77886666667,6.64713333333,49.7718666667,66.0553333333,56.2842,7.3496
605.23,8.69273333333,58.3864666667,58.3529333334,49.2454666667,4.77946666667,6.6414,49.7454666667,66.0021333333,56.2968666667,7.36246666667
605.57,8.73446666667,58.4566666667,58.3836666667,49.283,4.8054,6.68533333334,49.8058,66.0085333334,56.3578666667,7.4054
605.90,8.78186666666,58.4222666667,58.3858,49.3188,4.8488,6.7454,49.8839333333,66.0,56.3961333333,7.47146666667
606.24,8.82566666667,58.5498,58.4332666667,49.3794666667,4.87546666667,6.79026666667,49.9603333333,66.0431333333,56.4712,7.51066666667
606.58,8.83253333334,58.5316,58.4167333333,49.3907333333,4.8844,6.79253333333,49.9799333333,66.0112666667,56.5163333333,7.50506666667
606.91,8.84266666667,58.5179333334,58.3858,49.4486666666,4.90193333333,6.78326666667,50.0455333333,66.0061333333,56.5777333333,7.53873333333
607.25,8.89306666666,58.5133333333,58.4021333333,49.4602,4.97213333333,6.8428,50.0178,65.9717333333,56.6428,7.5998
607.58,8.90986666667,58.5018666667,58.421,49.4786,5.00393333333,6.8724,49.9978666667,65.9435333333,56.6722666667,7.63973333333
607.92,8.88546666667,58.3814666667,58.3027333333,49.3661333333,4.99626666667,6.88273333334,49.9176,65.7292,56.561,7.60853333333
608.25,8.91746666666,58.3403333333,58.2145333333,49.3535333333,5.03453333333,6.9048,49.8820666667,65.6516666667,56.5498666667,7.6292
608.59,8.96573333334,58.3540666667,58.2124666667,49.4208666666,5.08593333333,6.98006666667,49.9226666667,65.6696,56.6125333333,7.67186666667
608.92,8.96373333334,58.2608,58.1300666667,49.3885333333,5.0716,7.0088,49.8613333333,65.5625333333,56.5730666667,7.658
609.26,8.9004,58.1597333333,58.0357333333,49.2812,5.03326666667,6.97526666666,49.7812,65.4823333333,56.5119333333,7.615
609.59,8.84626666667,58.1603333333,57.9920666667,49.2547333333,4.98393333333,6.9462,49.7773333333,65.4412666667,56.5313333333,7.56946666667
609.93,8.74800000001,57.9973333333,57.886,49.1586666666,4.88966666666,6.861,49.6958,65.3688,56.4925333333,7.49453333334
610.26,8.73653333334,58.0666,57.9167333333,49.2067333333,4.87153333333,6.8558,49.7221333333,65.4037333333,56.5356666667,7.50126666667
610.60,8.80506666667,58.0865333333,57.9561333333,49.2245333333,4.91826666667,6.92333333333,49.7482666667,65.3885333333,56.5599333333,7.5378
610.93,8.86353333333,58.1270666666,57.9698666667,49.3051333333,4.9766,6.9816,49.8092666667,65.4147333333,56.6196666667,7.58486666667
611.27,8.9314,58.1453333333,57.9748666667,49.3460666667,5.0526,7.0746,49.86,65.4187333333,56.7113333333,7.658
611.60,8.95713333334,58.2323333333,58.068,49.4364,5.09226666667,7.1004,49.8992666667,65.4836666667,56.8768,7.68993333333
611.93,8.95366666667,58.2820666667,58.1552,49.4696666667,5.094,7.11326666667,49.9726666667,65.5396666667,57.0069333333,7.70833333333
612.27,8.99173333333,58.323,58.1662666667,49.4610666667,5.15046666667,7.13686666667,49.9484,65.5070666667,57.0820666666,7.7624
612.60,9.01500000001,58.4121333333,58.2654666667,49.5490666667,5.15446666667,7.1174,50.0413333333,65.5989333333,57.2118,7.7926
612.94,9.03733333333,58.4842666667,58.3701333334,49.6212,5.14866666667,7.1182,50.0882666667,65.6661333333,57.3465333333,7.82293333333
613.27,9.06366666667,58.5446666667,58.4154,49.6632666667,5.20766666667,7.13686666667,50.1134666667,65.6986,57.3846666666,7.85493333333
613.61,9.18793333334,58.6965333333,58.5204,49.7796666667,5.34273333333,7.2646,50.2174666667,65.7802666667,57.5032,7.96573333333
613.94,9.25766666667,58.7951333333,58.6348666667,49.8941333333,5.44173333333,7.31813333334,50.3299333333,65.8852666667,57.6417333333,8.046
614.28,9.25873333334,58.8245333334,58.6574,49.9399333333,5.4784,7.31573333333,50.3202666667,65.9351333333,57.727,8.07306666667
614.61,9.2236,58.8332,58.6744666667,49.9388666667,5.44486666667,7.2828,50.3354,65.9252666667,57.7609333333,8.06586666666
614.94,9.13700000001,58.8197333334,58.6600666667,49.9278666667,5.346,7.17773333333,50.3185333333,65.8862666667,57.7386,7.94953333333
615.28,9.17386666666,58.915,58.7915333333,50.0114666667,5.38646666667,7.21746666667,50.4031333333,65.9748,57.8566666667,7.99406666667
615.61,9.09373333333,58.9287333333,58.7952666667,50.02,5.32233333333,7.1336,50.3230666667,65.9568666667,57.8749333333,7.8872
615.95,9.07326666666,59.0006,58.9061333333,50.1183333333,5.31313333333,7.13933333333,50.3759333333,66.0517333333,57.9619333333,7.87126666667
616.28,9.07426666667,59.0815333333,58.9635333333,50.129,5.32666666667,7.14993333333,50.3934,66.0852666667,58.0265333333,7.86246666667
616.61,9.07273333334,59.0858,58.9562,50.1408,5.35533333333,7.17186666667,50.4046,66.0730666667,58.0862666667,7.84953333333
616.95,9.1058,59.1974,59.0701333333,50.2772666667,5.3628,7.19426666667,50.4509333333,66.1988666667,58.2561333334,7.87886666667
617.28,9.11513333333,59.3147333333,59.2068666667,50.3757333333,5.3778,7.18386666667,50.5489333333,66.3021333333,58.4362666667,7.8846
617.62,9.07673333333,59.2754,59.1847333333,50.3781333333,5.30966666667,7.11713333333,50.5052666666,66.2292666667,58.4410666667,7.82606666667
617.95,8.9878,59.2512666667,59.159,50.3447333333,5.2118,7.05886666667,50.4236,66.1471333333,58.4204,7.7496
618.28,8.98133333334,59.3128666667,59.1686,50.3842666667,5.1904,7.05606666667,50.4266666667,66.1822666667,58.4844,7.7448
618.62,9.02353333333,59.3982,59.2623333333,50.4777333333,5.21653333333,7.06773333333,50.4611333333,66.2546,58.6115333333,7.8044
