wavelength,Back_HemXanf,Belly_HemXanf,Breast_HemXanf,Crissum_HemXanf,Crown_HemXanf,DorTail_HemXanf,Rump_HemXanf,Throat_HemXanf,WingTip_HemXanf
562.28,11.0292,52.3253333333,35.5684,31.593,11.9274666667,12.2558666667,11.1216666667,35.0238,13.2699333333
562.62,11.0853333333,52.3506,35.5964666667,31.6693333333,11.9838666667,12.3099333333,11.1700666667,35.0412,13.3252
562.96,11.1908,52.4470666667,35.685,31.7856,12.0804,12.3893333333,11.2696666667,35.1396666667,13.4440666667
563.30,11.2038,52.5245333333,35.7088666667,31.7808666667,12.0747333333,12.4127333333,11.2742666667,35.1378666667,13.455
563.64,11.2166,52.5429333333,35.6952,31.745,12.0816,12.3989333333,11.2972,35.1245333333,13.4828
563.99,11.2285333333,52.5402666667,35.6843333333,31.754,12.0818666667,12.4254666667,11.2980666667,35.1188,13.516
564.33,11.2478666667,52.637,35.7644,31.7695333333,12.0727333334,12.4352666667,11.294,35.1421333333,13.5434
564.67,11.1933333334,52.5895333333,35.7074666667,31.6869333333,12.034,12.4226,11.2654666667,35.0824666667,13.5037333333
565.01,11.2098666667,52.5607333333,35.7023333333,31.6710666667,12.0158666667,12.4210666667,11.3039333333,35.0829333333,13.5153333333
565.35,11.1959333334,52.6135333333,35.7349333333,31.7000666667,12.0084,12.4057333333,11.2842666667,35.1126,13.5056
565.69,11.1911333333,52.5807333333,35.7036,31.7061333333,11.9804,12.3928,11.2480666667,35.0782666667,13.4834
566.03,11.1776,52.6233333333,35.7212,31.7242666667,11.9934666667,12.4129333333,11.2599333333,35.0952,13.4797333333
566.37,11.1314,52.5922666667,35.6848,31.6506,11.9348666667,12.3726,11.2047333333,35.0336666667,13.429
566.71,11.0548,52.5124,35.5948,31.5509333333,11.8674,12.3290666667,11.1231333334,34.9389333333,13.3330666667
567.05,11.0702,52.5074,35.6055333333,31.5876666667,11.9036,12.3592,11.1409333333,34.9922666667,13.3672666667
567.39,11.0847333333,52.5437333333,35.6173333333,31.6374,11.919,12.4256666667,11.1654,35.0193333333,13.3813333333
567.73,11.1168,52.5886,35.6783333333,31.6788666667,11.9463333333,12.4421333333,11.1932,35.0561333333,13.4033333333
568.07,11.0725333334,52.5171333333,35.6153333333,31.6599333333,11.9178666667,12.4113333333,11.1423333333,35.0376,13.3631333333
568.41,11.1386,52.6062666667,35.7108,31.7426,12.0017333333,12.4813333333,11.2226,35.132,13.4200666667
568.75,11.1618,52.6790666667,35.7466666667,31.7794,12.0163333333,12.4879333333,11.2025333333,35.1835333333,13.4248666667
569.09,11.1488666666,52.5824666667,35.6722666667,31.7173333333,12.0137333333,12.4759333333,11.2203333333,35.1108,13.4332666667
569.43,11.1374666667,52.6004,35.676,31.7008666667,12.0188,12.4570666667,11.2066,35.1252,13.4483333334
569.77,11.1154,52.5264,35.5966,31.6084,11.9518,12.3831333333,11.1461333333,35.0590666666,13.4047333334
570.11,11.1116,52.5218666667,35.6032,31.6163333333,11.9458666667,12.3813333333,11.1590666667,35.0798666667,13.399
570.45,11.1263333333,52.5683333333,35.6406,31.6658666667,11.9564666667,12.3931333334,11.189,35.1175333333,13.4211333333
570.79,11.0837333333,52.6206666667,35.6538,31.6404666667,11.8917333333,12.3344,11.1451333333,35.0858,13.3670666666
571.13,11.1057333333,52.6568666667,35.7096,31.6730666667,11.9173333333,12.3138666667,11.133,35.0966,13.3851333333
571.47,11.1456,52.7246666666,35.7697333333,31.7263333333,11.958,12.3607333333,11.1552,35.1604,13.4147333333
571.81,11.2157333333,52.7788,35.8158,31.7717333333,12.0242,12.4287333333,11.2216666667,35.1814666667,13.4686666667
572.15,11.2131333333,52.7428666667,35.7949333333,31.7933333333,11.9935333333,12.4014666667,11.1957333333,35.1286666667,13.4903333333
572.49,11.1614666667,52.6916,35.7569333333,31.7374666667,11.9364666667,12.3639333334,11.1575333333,35.0778666667,13.4506
572.83,11.2258666667,52.7662,35.8191333333,31.8100666667,11.9873333333,12.4042666667,11.2108666667,35.1345333333,13.5066
573.17,11.2285333333,52.7882,35.8406,31.8245333333,12.0115333333,12.4388,11.24,35.1630666667,13.5322
573.51,11.2733333333,52.8721333333,35.9274,31.9114666667,12.0955333334,12.523,11.3346,35.2434666667,13.6267333333
573.85,11.3182666667,52.9678,35.9982,31.9928666667,12.1591333333,12.5814666667,11.3733333333,35.3296666667,13.6897333333
574.19,11.3506666667,52.9328666667,36.0100666667,32.0061333333,12.1996666667,12.5975333333,11.3865333333,35.3124666667,13.6986666667
574.53,11.3918,52.9328666667,36.0470666667,32.0778,12.2724,12.6366666667,11.4222,35.3367333333,13.7576
574.87,11.3897333333,52.9073333333,36.0084,32.0701333333,12.2641333333,12.644,11.4332,35.3226666667,13.7658666667
575.21,11.3526,52.9017333333,36.0024,32.0478,12.2384,12.5982666667,11.4227333333,35.2908666667,13.7342
575.55,11.312,52.8681333333,35.9890666667,32.0198666667,12.2279333333,12.5777333333,11.413,35.2594,13.7006666667
575.89,11.3026666667,52.8866,36.0141333333,32.0396666667,12.2680666667,12.5688666667,11.425,35.2939333333,13.6726
576.22,11.3631333333,52.9210666667,36.0617333333,32.1248666667,12.3713333333,12.659,11.4932666667,35.3577333333,13.7322
576.56,11.3189333333,52.9447333333,36.0708666667,32.1229333333,12.3538666667,12.6507333333,11.4595333333,35.3634,13.6969333333
576.90,11.3548666667,52.9698666667,36.1012666667,32.1676,12.3759333333,12.6681333333,11.4558,35.3629333333,13.689
577.24,11.3352,52.9376666667,36.08,32.1244,12.3484,12.6394,11.3864666667,35.3252,13.6228666667
577.58,11.2881333333,52.8712,36.0578666666,32.1196,12.2996666667,12.5941333333,11.3421333333,35.2609333333,13.5637333333
577.92,11.2577333333,52.9762666667,36.1204666667,32.1384,12.2729333333,12.5775333333,11.3351333334,35.3159333333,13.5934666667
578.26,11.2222666667,52.9564666667,36.1075333333,32.1106666667,12.2405333333,12.5668666667,11.2964,35.2821333333,13.5388
578.60,11.2326666667,53.0352,36.2194666667,32.1450666667,12.2686,12.5884,11.3020666667,35.3491333333,13.5279333333
578.94,11.2701333333,52.9951333333,36.2064,32.1422,12.2997333333,12.6548,11.3352,35.3395333333,13.5695333333
579.28,11.2903333333,53.0050666667,36.2004,32.1446,12.2864,12.6629333333,11.3156,35.363,13.5748
579.61,11.3015333333,52.9656,36.1898,32.0986666667,12.2876,12.7141333333,11.3223333333,35.3837333333,13.6143333333
579.95,11.3269333333,53.0294,36.2651333333,32.1381333333,12.3128666667,12.7233333333,11.3425333333,35.4082,13.6499333333
580.29,11.3952,53.1346666667,36.3624,32.1993333333,12.3989333333,12.8110666667,11.4108,35.5026,13.7489333333
580.63,11.4604,53.1882,36.4328,32.2645333333,12.4706,12.8851333333,11.5254,35.5991333333,13.8300666667
580.97,11.5159333333,53.2348666667,36.4754666667,32.3454666667,12.5384,12.9071333334,11.5886,35.6115333333,13.8966
581.31,11.5782666667,53.2169333333,36.4554,32.3144666667,12.5867333333,12.9524666667,11.6143333333,35.6178666667,13.9446
581.65,11.6591333333,53.1609333333,36.4478,32.3473333333,12.6644,13.0214666667,11.6648666667,35.6230666667,13.9953333333
581.98,11.703,53.1763333333,36.4782666667,32.3584,12.7075333333,13.0556,11.712,35.6589333333,14.0462666667
582.32,11.75,53.2092,36.4946,32.4276666667,12.7132666667,13.114,11.7690666667,35.6914,14.1162666667
582.66,11.6767333333,53.1886,36.4163333333,32.4017333333,12.6536666667,13.0190666667,11.6959333333,35.6458,14.0768
583.00,11.7405333333,53.2569333333,36.4672,32.4808666667,12.7127333333,13.0716,11.7679333333,35.6991333333,14.1552666667
583.34,11.7972,53.4076,36.5476666667,32.596,12.7618,13.1025333333,11.7935333333,35.7480666667,14.1906666667
583.68,11.8309333333,53.4048666667,36.5443333333,32.6022,12.7731333333,13.1168666667,11.8440666667,35.7543333333,14.2342
584.01,11.8408,53.2782,36.5058,32.5721333333,12.768,13.112,11.8475333333,35.7018,14.2213333333
584.35,11.8621333333,53.3323333333,36.5484666667,32.6052,12.7756,13.1360666667,11.8481333333,35.7034666667,14.2468
584.69,11.9286666667,53.4233333333,36.6524,32.6915333333,12.8724,13.2400666667,11.9414666667,35.8240666667,14.3155333333
585.03,11.96,53.4971333333,36.6902666667,32.7514666667,12.9176666667,13.2649333333,11.9946,35.8898,14.3622
585.37,11.9202,53.5958666667,36.756,32.8118,12.9068,13.2615333333,11.9697333333,35.9218,14.3204
585.70,11.9588666667,53.6026,36.7614,32.8377333333,12.9448666667,13.3139333334,11.9917333333,35.9348666667,14.3610666667
586.04,11.9594,53.5468666667,36.7058,32.7938666667,12.9946666667,13.3106,11.9671333333,35.9031333333,14.3726666666
586.38,11.9999333333,53.5575333334,36.7401333333,32.8402,13.0337333333,13.3689333333,11.9902666667,35.9416,14.3770666667
586.72,11.9938666667,53.5393333333,36.7774,32.858,13.0576,13.3924,11.9933333333,35.9558666667,14.4183333333
587.06,11.9001333333,53.3711333333,36.6356,32.7164,12.9585333333,13.3185333333,11.8987333333,35.8203333333,14.3466
587.39,11.7688666667,53.3191333333,36.5336,32.6316,12.8469333333,13.2217333333,11.7647333333,35.7160666667,14.2398
587.73,11.7537333333,53.3348666666,36.5534666666,32.6398666667,12.8102,13.2025333333,11.747,35.7672,14.1994
588.07,11.6296666667,53.3552,36.4928666667,32.5884666667,12.692,13.0886,11.6233333333,35.7430666667,14.1004
588.41,11.5369333333,53.3284666667,36.4305333333,32.5349333333,12.5908666667,13.0245333333,11.5134,35.6696666667,14.0211333334
588.74,11.5504666667,53.4032666667,36.5045333333,32.5918666667,12.6093333333,13.0521333333,11.5098,35.7000666667,14.0402666666
589.08,11.6272666667,53.3862,36.4857333333,32.5712,12.6538,13.1078666667,11.5619333333,35.7280666667,14.1026
589.42,11.694,53.4168666667,36.5401333333,32.6202666667,12.7118666666,13.1604,11.6362,35.7976,14.155
589.76,11.7196,53.4491333333,36.5760666667,32.6692666667,12.7672,13.2063333333,11.6667333333,35.8276,14.1757333333
590.09,11.7614,53.4860666667,36.6072666667,32.6739333333,12.7713333333,13.2195333333,11.693,35.8346666667,14.2073333333
590.43,11.6941333333,53.4494666667,36.5548666667,32.6072,12.6941333334,13.1592,11.6202666667,35.7716,14.0887333333
590.77,11.7548,53.5394666667,36.6833333333,32.7108666667,12.7426,13.2066,11.6948666666,35.8802666666,14.146
591.11,11.891,53.6395333333,36.8156,32.8292666667,12.8835333334,13.306,11.8003333333,36.0069333333,14.2417333333
591.44,11.898,53.6524,36.7504,32.8332,12.8883333333,13.3172666667,11.8029333333,35.9684666667,14.2846666667
591.78,11.9365333333,53.5854666667,36.7566,32.8438,12.9507333333,13.3736666667,11.8386666667,35.9500666667,14.3159333333
592.12,11.9825333333,53.5456666667,36.7778666667,32.871,12.9792666667,13.3965333333,11.8844,35.9725333333,14.3526
592.46,11.985,53.4878,36.7407333334,32.8182666667,12.9816,13.3722,11.8726,35.9669333333,14.3113333333
592.79,11.9052666667,53.4282,36.7366,32.7912666667,12.9219333333,13.3066,11.8218666667,35.8992666667,14.2566
593.13,11.8334666667,53.3733333333,36.6526666667,32.7166666667,12.8332,13.2042666667,11.7283333334,35.7996666667,14.2008666667
593.47,11.8046666667,53.3898666667,36.6536,32.6827333333,12.7508666667,13.1208666667,11.6809333334,35.784,14.1652666667
593.80,11.7344666667,53.3167333333,36.6216666667,32.6371333333,12.7379333333,13.0694,11.6361333334,35.7168666667,14.1177333333
594.14,11.7912666667,53.3911333333,36.6908,32.7162666667,12.8066666667,13.1099333333,11.7139333333,35.7517333333,14.2302666667
594.48,11.8613333333,53.3885333333,36.6736,32.7407333333,12.8902,13.1963333333,11.7716,35.7518666667,14.3192666667
594.81,11.8286,53.3337333333,36.6353333333,32.7021333333,12.8802,13.2142,11.7607333333,35.7033333334,14.2974
595.15,11.8335333333,53.3530666667,36.7091333333,32.7148666667,12.9060666667,13.2250666667,11.7942666667,35.6994666667,14.3174
595.49,11.8520666667,53.3478666667,36.7225333333,32.6884,12.8927333333,13.2454666667,11.8439333333,35.6896,14.3321333333
595.82,11.8197333333,53.4060666667,36.7464,32.6623333333,12.868,13.2051333333,11.8034666667,35.6580666666,14.3088666667
596.16,11.7658,53.3646,36.7094,32.6575333333,12.8322666667,13.1948,11.7896666667,35.5972666667,14.3048666667
596.50,11.7264,53.3968666667,36.6916,32.6273333333,12.8078666667,13.1887333333,11.7532,35.5903333333,14.2807333333
596.83,11.7368666667,53.453,36.7258666667,32.6621333333,12.8038666667,13.2347333333,11.7736666667,35.6519333333,14.2796
597.17,11.791,53.4806,36.7743333334,32.7037333333,12.8642,13.3348,11.8433333333,35.6760666667,14.3448
597.51,11.8074,53.5324666666,36.7982,32.7134,12.8724,13.3598666667,11.8849333333,35.7068,14.3554
597.84,11.8006666667,53.5468,36.7923333333,32.7104666666,12.8584666667,13.3626666667,11.8527333333,35.7204,14.3263333333
598.18,11.7383333333,53.5942666667,36.8126,32.6881333333,12.7950666667,13.2876666667,11.7976666667,35.7093333333,14.2322666667
598.52,11.8229333333,53.7102666667,36.9067333333,32.7656,12.8740666667,13.3768666667,11.8781333333,35.8208,14.3453333333
598.85,11.8292,53.7356666666,36.9136666667,32.7618,12.8659333333,13.3898,11.8262,35.83,14.3263333333
599.19,11.8515333333,53.7888,36.9432,32.7798,12.9151333333,13.4118666667,11.8234,35.866,14.3654
599.53,11.8994666667,53.7644,36.9235333333,32.8258666667,12.9838,13.5141333333,11.9020666667,35.9236,14.4622
599.86,11.9399333333,53.8350666667,36.9946666667,32.8628,13.0239333333,13.5514666666,11.9370666667,35.993,14.4951333333
600.20,12.0354666667,53.8493333333,36.9938666667,32.9124666667,13.1184,13.6441333333,12.0403333333,36.0416,14.584
600.53,12.0989333333,53.8683333333,37.0777333334,32.9314,13.2344666667,13.7208,12.1246666667,36.0705333333,14.6792
600.87,12.0374666667,53.8452666666,37.0493333333,32.917,13.2192,13.6764666667,12.0988666667,36.0682666667,14.638
601.21,12.1464,53.9382,37.1811333333,33.0182666667,13.3041333333,13.7802666667,12.1854666667,36.1847333333,14.7376
601.54,12.1575333333,53.8755333333,37.1684,32.9922,13.3238666667,13.8031333333,12.211,36.1864666667,14.7538666667
601.88,12.2116666667,53.8864,37.1891333333,33.0397333333,13.3516666667,13.8787333333,12.2544666667,36.2446,14.8345333333
602.21,12.1266666666,53.886,37.168,33.0408666666,13.2540666667,13.7674,12.1703333333,36.2016666667,14.7458666666
602.55,12.1120666667,53.8570666667,37.1365333333,32.9925333334,13.2547333333,13.7358,12.2005333333,36.1888,14.7392666667
602.88,12.1333333333,53.8629333333,37.1432,33.0304666667,13.2439333333,13.7346666667,12.2062666667,36.1774666667,14.7482666667
603.22,12.1316666667,53.8582666667,37.1385333333,33.0386,13.1949333333,13.7213333333,12.1944666667,36.1324666667,14.715
603.56,12.1396666667,53.8606,37.1337333333,33.0108,13.1864666667,13.7086,12.1986,36.1193333333,14.7307333333
603.89,12.1377333333,53.8906666667,37.1758,33.03,13.1517333333,13.6879333333,12.1737333333,36.1062,14.7396666667
604.23,12.096,53.8902666667,37.1368666666,33.0274666667,13.1001333333,13.6386666667,12.1189333333,36.0809333333,14.7063333333
604.56,12.1161333333,53.8893333333,37.1331333333,33.0162666667,13.0828666667,13.627,12.1308,36.0709333333,14.7256666667
604.90,12.0346,53.7848666667,37.0222,32.9434666667,13.0074666667,13.555,12.0302,35.9692,14.647
605.23,12.0476666666,53.8695333333,37.0790666667,32.9820666667,13.0113333333,13.5628666667,12.021,35.9964,14.6623333333
605.57,12.0454,53.8516666667,37.0826666667,32.9880666667,13.046,13.5686666667,12.0496666667,35.9489333333,14.6454666667
605.90,12.1032666667,53.8733333333,37.1109333334,33.0108666666,13.0920666667,13.6386,12.1137333333,35.9763333333,14.7126
606.24,12.1518666667,53.9062,37.1724,33.1214666667,13.1374,13.7251333333,12.1374666667,36.0187333333,14.7872
606.58,12.0992666667,53.8464666667,37.1526,33.1166666666,13.1146666667,13.7145333334,12.1090666667,35.9901333333,14.7453333333
606.91,12.0864666667,53.8619333333,37.189,33.1106666666,13.1207333333,13.6786666667,12.0925333333,36.0376,14.7384666667
607.25,12.0781333333,53.8942,37.1913333333,33.1611333333,13.1164,13.6992666667,12.0882,36.0398666667,14.773
607.58,12.0991333333,53.9454,37.2686,33.2356,13.1546,13.7588666667,12.1509333333,36.1045333333,14.7801333333
607.92,12.0884666667,53.9314666667,37.2529333333,33.2396666667,13.1645333333,13.7763333333,12.1415333333,36.1,14.7516
608.25,12.0796,53.8424,37.1999333333,33.2137333333,13.1546,13.7749333333,12.0886,36.0248,14.7063333333
608.59,12.0334,53.7926,37.149,33.1895333333,13.1548666667,13.7509333333,12.0731333333,35.9913333333,14.7144
608.92,12.0161333333,53.6379333333,37.0456,33.1175333333,13.1384,13.7326,12.0694666667,35.9298666667,14.6836666667
609.26,11.9594666667,53.5655333333,36.9769333333,33.0408,13.0866666667,13.6894,11.9901333333,35.8717333333,14.6654666667
609.59,11.9362666667,53.4626,36.9048666667,32.9806666667,13.0551333333,13.6600666667,11.9646666667,35.7649333333,14.6219333333
609.93,11.8816666667,53.3759333333,36.8284,32.9338,13.0142666667,13.6028666667,11.9286666667,35.6928666667,14.5610666667
610.26,11.9089333333,53.4246,36.8182,32.9124666667,13.0455333333,13.6028666667,11.9394,35.6896666667,14.5956
610.60,11.9399333333,53.4302,36.8055333333,32.9401333333,13.0891333333,13.6733333333,11.982,35.7032666667,14.6470666667
610.93,11.9572,53.3819333333,36.7975333333,32.9632,13.1038,13.6978,11.972,35.6875333333,14.6292666667
611.27,11.9069333333,53.2101333333,36.6601333333,32.8458666667,13.0486,13.6281333333,11.8723333333,35.555,14.5402
611.60,11.9028666667,53.1908666667,36.6614666667,32.8417333334,13.0424666666,13.6404,11.9045333333,35.5366666667,14.5499333333
611.93,11.955,53.2528666667,36.6912,32.9113333333,13.0798666667,13.7076666667,11.9662666667,35.6019333333,14.6059333333
612.27,12.0496,53.363,36.7956,33.0129333333,13.1339333333,13.8130666667,12.077,35.6807333333,14.6878
612.60,12.1031333333,53.4608,36.8838666667,33.1039333333,13.1976,13.8828,12.1378,35.6991333333,14.7830666667
612.94,12.1231333333,53.5050666667,36.8904666667,33.119,13.1691333333,13.9051333333,12.1673333333,35.7154,14.787
613.27,12.1036,53.5200666667,36.8688,33.1044666667,13.1614666667,13.8843333333,12.136,35.7298666667,14.7831333333
613.61,12.055,53.5433333333,36.8423333333,33.0554,13.1156,13.8468666667,12.1167333333,35.6786,14.7514666667
613.94,12.0653333333,53.5357333334,36.8842666667,33.1053333333,13.1436666667,13.8994666666,12.1497333333,35.752,14.7633333333
614.28,12.0144,53.5241333333,36.8546,33.0598666667,13.0988,13.8142666667,12.0817333333,35.7108,14.6546
614.61,11.9653333333,53.4641333334,36.8153333333,32.9810666667,13.0416666667,13.7455333333,12.0700666667,35.6199333333,14.5603333333
614.94,11.9886,53.5027333333,36.8211333333,33.0127333333,13.0622,13.7555333333,12.1084666667,35.6484,14.6445333333
615.28,12.05,53.5473333333,36.8536666667,33.0491333333,13.0965333333,13.7685333333,12.1628,35.6971333333,14.7196
615.61,12.0858,53.7296666667,37.0287333333,33.1301333333,13.1769333333,13.8188,12.2277333333,35.7845333333,14.7907333333
615.95,12.0868,53.7777333333,37.0183333333,33.1392666667,13.2119333333,13.8076,12.2335333333,35.8272666667,14.7844666667
616.28,12.0868666667,53.8251333333,37.0077333333,33.18,13.2227333333,13.7948666667,12.2446666667,35.876,14.7812666667
616.61,12.0707333333,53.8902666667,37.1075333333,33.2802666667,13.2656666667,13.7899333333,12.2323333333,35.9599333333,14.7952666667
616.95,12.066,53.9351333333,37.2046666667,33.361,13.2921333333,13.8272666667,12.2371333333,36.0384,14.8129333333
617.28,12.1622,53.9945333333,37.2408666667,33.414,13.3660666667,13.8946,12.2750666667,36.1093333333,14.8812666667
617.62,12.2168666667,54.0578666667,37.2765333333,33.4451333333,13.3874,13.9396,12.324,36.1402666667,14.9320666667
617.95,12.3280666667,54.0634,37.3849333333,33.5230666667,13.4729333333,14.0735333333,12.4090666667,36.2063333333,15.0738
618.28,12.4392,54.1888666667,37.5032,33.5913333333,13.6054,14.1883333333,12.4598,36.351,15.2346666667
618.62,12.5626666666,54.3909333333,37.6520666667,33.7422,13.7694666667,14.3537333333,12.5907333333,36.5508,15.3384666667
618.95,12.6847333334,54.5027333333,37.8204666667,33.8562,13.8801333333,14.4778,12.6406666667,36.6669333333,15.4155333333
619.28,12.7092666667,54.345,37.7405333333,33.7894,13.8811333333,14.4911333333,12.6418,36.6658,15.4321333333
619.62,12.743,54.3342666667,37.7851333333,33.8159333333,13.904,14.5079333333,12.6602,36.6674666667,15.4310666667
619.95,12.7624666667,54.3854,37.8269333333,33.7860666667,13.9281333333,14.5456,12.6829333334,36.6856666667,15.4501333333
620.28,12.8030666667,54.3927333333,37.8076666667,33.7975333333,13.9902,14.5671333334,12.7368666667,36.7426,15.4760666667
620.62,12.8204,54.3913333333,37.7798,33.757,13.9756,14.5503333333,12.7413333333,36.6938,15.45
620.95,12.8150666667,54.4158,37.865,33.8314,14.0032,14.5686,12.7857333334,36.729,15.4604
621.28,12.7382,54.3870666667,37.8675333333,33.8186666667,13.9474,14.5097333333,12.7238,36.6675333333,15.3861333333
621.62,12.7462,54.5084,37.8799333333,33.8602,13.9408666667,14.506,12.7426,36.6950666667,15.3557333333
621.95,12.7059333333,54.5641333333,37.9014,33.9594666667,13.9274666667,14.4771333333,12.752,36.7406,15.3384666667
622.28,12.6852666667,54.5365333333,37.9522,33.9422666667,13.8768,14.3973333333,12.7045333333,36.7003333333,15.3052666667
622.62,12.6120666667,54.4746666667,37.8994666666,33.9458,13.8579333333,14.3716,12.6746,36.6640666667,15.2882666667
622.95,12.5468,54.5362666667,37.8986,33.9862666667,13.8300666667,14.3138,12.6116666667,36.6224666667,15.2258
623.28,12.5438,54.5511333333,37.9272666667,33.993,13.8162666667,14.356,12.6208,36.6298,15.2870666666
623.62,12.521,54.5598666667,37.936,34.0056666667,13.787,14.3510666667,12.5736,36.6221333333,15.2508666667
623.95,12.553,54.5543333333,37.9590666667,34.0035333333,13.7824,14.4218,12.5824666667,36.6272,15.2943333333
624.28,12.5176,54.5204,37.9024,33.9927333333,13.7833333333,14.4069333333,12.562,36.5939333334,15.3113333333
624.62,12.5633333333,54.5088,37.9074666667,33.9656666667,13.7998666667,14.4298666667,12.5786,36.5760666667,15.3465333333
624.95,12.598,54.5890666667,37.9440666667,33.9861333333,13.8612666667,14.4709333333,12.6023333334,36.6224666667,15.4271333333
625.28,12.5361333333,54.5418,37.9042,33.9866,13.8304,14.4428666667,12.5434666667,36.6198666667,15.4142666667
625.61,12.5712,54.4488,37.8493333333,33.9106666667,13.8592666667,14.4985333333,12.5795333333,36.5606,15.4483333333
625.95,12.5742,54.4864,37.8144666667,33.8816666667,13.8458666667,14.5184666667,12.5919333333,36.5331333333,15.4734
626.28,12.5282666667,54.4757333333,37.7374666667,33.8335333333,13.7658,14.4675333333,12.5574,36.4938,15.4025333333
626.61,12.5012666666,54.4674,37.7056666667,33.8238,13.7055333333,14.4504,12.5206,36.4863333333,15.3771333333
626.94,12.4742666667,54.3864666667,37.6392,33.7459333334,13.6724666667,14.3961333333,12.4683333333,36.4507333333,15.3148
627.28,12.5111333333,54.4628,37.7532666667,33.8507333333,13.7557333333,14.4802666667,12.5429333333,36.5582,15.442
627.61,12.6089333333,54.5725333334,37.8694666667,33.9495333333,13.8816666667,14.572,12.6334666667,36.6029333333,15.5226
627.94,12.7146,54.6324666667,38.0052,34.0578666667,13.9752666667,14.6937333333,12.723,36.7132,15.6094
628.27,12.7090666667,54.603,38.0026666667,34.0295333333,13.9720666667,14.6996,12.7049333333,36.7102666667,15.6000666667
628.61,12.72,54.576,37.9525333333,34.0352,13.9943333333,14.7146,12.6874666667,36.7094,15.6023333333
628.94,12.7460666667,54.5446,37.9767333333,33.9842,14.0249333333,14.7469333333,12.7124666667,36.6526,15.6305333333
629.27,12.7348,54.6307333333,38.0009333333,33.9642666667,13.9892,14.7034,12.684,36.6799333333,15.5931333333
629.60,12.7774,54.6210666667,38.0126666667,34.0199333333,14.0665333333,14.7645333333,12.7229333333,36.7091333333,15.6019333333
629.94,12.8424,54.6568,38.0757333333,34.1001333333,14.1408666667,14.8031333333,12.7759333333,36.7817333333,15.686
630.27,12.8650666667,54.5947333333,38.059,34.0508,14.1821333333,14.8106,12.8289333333,36.7358666667,15.7287333333
630.60,12.9692,54.7292666667,38.1888,34.1823333333,14.3053333333,14.9133333333,12.9077333333,36.8585333333,15.8398666667
630.93,13.0402,54.7125333333,38.1581333333,34.1708666667,14.2843333334,14.9153333333,12.9291333333,36.8096666667,15.7878666667
631.26,13.0169333333,54.7928,38.1490666667,34.1658666667,14.2658666667,14.895,12.9041333333,36.8454666667,15.7754
631.60,13.0005333333,54.8226666667,38.0842,34.1032,14.2565333333,14.8559333333,12.9027333333,36.8705333333,15.7525333333
631.93,13.0539333333,54.9901333333,38.1954,34.2306,14.3432666667,14.9126,12.9681333333,37.0212,15.8230666667
632.26,13.1195333333,55.0437333334,38.2698666667,34.279,14.3637333333,14.9154,13.0181333333,37.0388666667,15.8306
632.59,13.1402666667,55.1133333333,38.2994,34.3228666667,14.3909333333,14.9376666667,13.0543333333,37.1269333333,15.8411333333
632.92,13.2336666667,55.1170666667,38.3509333333,34.4579333333,14.5055333333,15.0591333333,13.1513333333,37.2236,15.9640666667
633.26,13.1364,54.9998666667,38.2387333333,34.3874666667,14.3963333333,14.9386666667,13.0368,37.171,15.883
633.59,13.193,55.047,38.2785333333,34.4222,14.4234666667,15.0147333333,13.0878666666,37.1771333333,15.9196666667
633.92,13.1926,55.0962666667,38.2789333333,34.4362,14.4440666667,15.0316666667,13.0927333333,37.2072,15.9107333333
634.25,13.1394,55.1192666667,38.2614666667,34.4463333334,14.3706666667,15.0190666667,13.0766666667,37.1784666667,15.8598666667
634.58,13.1026666666,55.1095333333,38.2388666667,34.4312666667,14.3842,15.0298,13.0634,37.173,15.8668666667
634.91,13.0284666667,54.9061333333,38.1460666667,34.3497333333,14.2824,14.9357333333,13.0114666667,37.0319333333,15.7536666667
635.25,13.0178666667,54.8699333333,38.1275333333,34.3254666666,14.2388666667,14.9197333333,13.0111333334,36.9359333333,15.7252666667
635.58,13.0207333333,54.8470666667,38.1308,34.3236666667,14.2306666667,14.9414666667,13.0288666667,36.9221333333,15.7631333334
635.91,13.0688666667,54.8454,38.1656,34.3378666667,14.2882,15.0043333333,13.0639333333,37.0027333333,15.8392666667
636.24,13.1440666667,54.9215333333,38.2246,34.3631333333,14.3370666666,15.0444666667,13.1108,37.0097333333,15.9265333334
636.57,13.1517333333,55.0858,38.3357333333,34.4664666667,14.3808,15.0656666667,13.1478666667,37.0878666667,15.9426
636.90,13.2206666667,55.244,38.4843333333,34.4999333333,14.4948666667,15.161,13.2499333333,37.1620666667,16.0474666666
637.23,13.1936,55.3034,38.5097333333,34.4567333333,14.4866666667,15.1816,13.1937333333,37.1972666667,16.0498666667
637.56,13.3034,55.5167333333,38.716,34.6159333333,14.6078,15.2878666667,13.296,37.3784,16.1622666667
637.90,13.3348,55.4558666667,38.7517333333,34.6099333333,14.6499333333,15.314,13.2947333333,37.3760666667,16.1916
638.23,13.3752,55.3632,38.6846,34.6054666667,14.6653333333,15.3254,13.2774,37.379,16.1822
638.56,13.4971333333,55.503,38.7661333333,34.6718,14.7818666667,15.4685333333,13.3672666667,37.4368666667,16.3286
638.89,13.4129333333,55.5292666667,38.7994,34.6492666667,14.7878,15.4712,13.2887333333,37.4899333333,16.306
639.22,13.4067333333,55.5367333334,38.7631333333,34.6885333333,14.7656666667,15.4538666667,13.2199333333,37.4356,16.2308
