wavelength,Back_TanPrem,Belly_TanPrem,Breast_TanPrem,Crissum_TanPrem,Crown_TanPrem,DorTail_TanPrem,Patch10_TanPrem,Patch11_TanPrem,Rump_TanPrem,Throat_TanPrem,WingTip_TanPrem
376.18,5.54806666667,20.6777333333,7.2622,5.20346666667,4.9396,6.1078,7.32066666667,4.09286666667,7.2718,9.70919999999,7.61966666667
376.54,5.4452,20.5947333333,7.15906666667,5.10946666667,4.85386666666,5.99913333333,7.22306666666,4.00553333333,7.167,9.64986666667,7.5356
376.90,5.5162,20.6939333333,7.2512,5.1814,4.9466,5.998,7.22226666667,4.09006666667,7.25913333333,9.681,7.59406666667
377.26,5.34586666666,20.6203333333,7.14553333333,5.065,4.8436,5.8682,7.07086666667,3.99386666667,7.15026666667,9.50666666667,7.4628
377.63,5.33526666666,20.6561333333,7.1544,5.013,4.82206666667,5.8144,7.02973333333,3.9814,7.14753333333,9.46873333334,7.42273333333
377.99,5.42206666667,20.7820666667,7.24073333333,5.0712,4.85166666667,5.90186666667,7.0828,4.04446666667,7.23246666667,9.50533333334,7.47226666667
378.35,5.30046666667,20.7381333333,7.1984,4.91793333333,4.77466666667,5.82173333333,7.06353333333,4.01506666667,7.13506666667,9.49759999999,7.36473333333
378.71,5.3008,20.7706666667,7.22306666667,4.92593333333,4.77113333333,5.7906,7.06246666667,4.03646666667,7.0832,9.48219999999,7.31646666667
379.07,5.29333333333,20.8876,7.31613333333,4.9318,4.85653333333,5.83953333333,7.1012,4.10293333333,7.093,9.53686666666,7.37933333334
379.44,5.41,20.9849333333,7.47866666667,5.0746,5.03846666667,5.976,7.21333333333,4.24133333333,7.24353333333,9.67346666666,7.54073333333
379.80,5.21893333333,20.7980666667,7.32713333333,4.89393333333,4.92413333333,5.8376,7.03446666667,4.0494,7.11466666667,9.52740000001,7.36766666667
380.16,5.19633333333,20.6785333333,7.22226666667,4.78686666667,4.85853333333,5.76806666667,6.98546666667,3.99786666667,7.07833333333,9.40926666667,7.33786666667
380.52,5.38173333333,20.9106666667,7.446,4.95506666667,5.04933333333,5.9868,7.17673333333,4.22066666667,7.26973333333,9.58066666666,7.51773333333
380.88,5.205,20.7880666666,7.22706666667,4.76946666667,4.84293333334,5.85186666666,7.0164,4.03593333333,7.09933333333,9.45313333333,7.36386666667
381.24,5.25926666667,20.7872666667,7.27333333333,4.78693333333,4.8324,5.87573333333,7.0472,4.03526666667,7.0778,9.48866666666,7.36573333333
381.61,5.24186666667,20.7925333333,7.3036,4.83133333333,4.8194,5.9302,7.08646666666,4.06526666667,7.11086666667,9.5182,7.39546666667
381.97,5.11766666667,20.7265333333,7.21173333333,4.7184,4.6976,5.80846666667,6.94693333333,3.9542,6.9664,9.42006666667,7.24726666667
382.33,5.25613333333,20.8001333333,7.3038,4.82466666667,4.7464,5.8606,7.01846666667,4.04633333333,7.0812,9.43746666666,7.33746666667
382.69,5.17806666667,20.8265333333,7.26746666667,4.7248,4.6416,5.75066666667,6.94026666667,3.95946666667,7.0644,9.40173333333,7.31706666667
383.05,5.31646666667,20.9056,7.41046666667,4.86233333333,4.76053333333,5.82653333333,7.10406666667,4.0594,7.18733333333,9.51626666667,7.423
383.41,5.40853333333,21.0422666667,7.47633333333,4.91133333333,4.81146666666,5.91026666667,7.1868,4.15946666667,7.2708,9.5738,7.46653333333
383.77,5.3356,21.0295333333,7.4418,4.87553333333,4.70093333334,5.82433333333,7.15593333333,4.0992,7.21666666667,9.51493333333,7.39526666667
384.14,5.31873333333,21.1694666667,7.48326666667,4.88193333333,4.73733333333,5.8844,7.15266666667,4.11493333333,7.22713333334,9.56293333334,7.39526666667
384.50,5.22693333333,21.1022,7.3858,4.8066,4.6486,5.7192,7.08093333334,4.00026666667,7.191,9.49713333333,7.2998
384.86,5.3452,21.1794666667,7.5682,4.93606666667,4.77986666667,5.8356,7.19986666667,4.1216,7.30673333333,9.61946666666,7.3846
385.22,5.27113333333,21.1425333333,7.4766,4.86946666667,4.707,5.7694,7.1134,4.0186,7.26806666667,9.57826666667,7.344
385.58,5.172,21.0838666667,7.39133333333,4.71293333333,4.63046666667,5.65306666667,6.98066666667,3.89846666667,7.15926666667,9.42199999999,7.24766666667
385.94,5.2566,21.2004,7.5,4.8114,4.7196,5.7132,7.098,3.9744,7.3242,9.5454,7.3752
386.30,5.20986666667,21.1888666667,7.46793333333,4.7254,4.71186666666,5.6722,7.02693333333,3.92286666667,7.28893333333,9.51313333333,7.30373333333
386.66,5.25313333333,21.1306666667,7.48453333333,4.73313333333,4.7354,5.65626666667,7.02686666667,3.945,7.28086666667,9.52766666667,7.3058
387.03,5.15446666667,21.0817333333,7.383,4.58546666667,4.6364,5.57033333333,6.886,3.8058,7.22693333333,9.44300000001,7.17646666667
387.39,5.00033333333,20.9805333333,7.2946,4.43146666667,4.4962,5.4032,6.71273333333,3.62753333333,7.0864,9.36133333334,7.065
387.75,5.0908,21.034,7.40033333333,4.46226666667,4.56653333333,5.4604,6.76773333333,3.703,7.1428,9.44126666667,7.07966666667
388.11,5.0662,20.9725333333,7.39013333333,4.42506666667,4.5348,5.35506666667,6.73433333333,3.635,7.12793333333,9.43659999999,7.00473333333
388.47,5.11466666667,21.0594,7.45626666667,4.46806666666,4.5872,5.43793333333,6.7738,3.70846666667,7.1268,9.49480000001,7.06006666667
388.83,4.99326666667,21.0298,7.3358,4.33653333333,4.45693333333,5.2966,6.68313333333,3.60453333334,7.01826666667,9.39146666667,6.95026666667
389.19,4.96806666667,21.06,7.42313333333,4.3424,4.49666666667,5.29713333333,6.72206666667,3.66066666667,7.02146666667,9.40446666666,6.92973333333
389.55,5.08346666667,21.1764,7.58973333333,4.50286666667,4.5562,5.40106666667,6.84993333333,3.80533333333,7.16633333333,9.587,7.0602
389.91,5.15013333333,21.2158,7.67233333333,4.56593333333,4.60393333333,5.47726666666,6.8816,3.90686666667,7.23713333333,9.635,7.0992
390.27,5.1164,21.2460666667,7.6576,4.5344,4.53546666667,5.43153333333,6.8684,3.8496,7.2184,9.66526666666,7.08213333333
390.63,5.15406666667,21.3442,7.722,4.576,4.57066666667,5.5164,6.956,3.91386666667,7.29493333333,9.73959999999,7.0804
391.00,5.15833333333,21.4049333333,7.76013333333,4.61066666667,4.55546666667,5.52413333333,7.00833333333,3.9416,7.35166666667,9.78259999999,7.09253333334
391.36,5.24013333333,21.5096,7.85153333333,4.69946666667,4.63286666667,5.61693333333,7.1656,4.07133333334,7.48093333334,9.85493333335,7.154
391.72,5.2848,21.6381333333,7.9146,4.7538,4.68006666667,5.68886666667,7.25993333333,4.14886666667,7.554,9.96279999999,7.2558
392.08,5.2498,21.6554,7.93413333333,4.72533333333,4.61826666667,5.6854,7.2634,4.15286666667,7.55633333333,9.97006666667,7.2232
392.44,5.27266666667,21.6193333333,7.9938,4.71726666667,4.59646666667,5.66013333333,7.27213333333,4.14893333333,7.5766,9.96313333333,7.2152
392.80,5.38126666667,21.6871333333,8.12693333333,4.818,4.69046666667,5.76566666667,7.36973333333,4.27606666667,7.70353333333,10.0662,7.305
393.16,5.4282,21.7591333333,8.15746666667,4.82066666667,4.66353333333,5.75066666667,7.407,4.2814,7.76906666667,10.0906666667,7.31946666667
393.52,5.3552,21.7193333333,8.10246666667,4.71933333333,4.60526666667,5.70026666667,7.379,4.19886666667,7.70493333333,10.0489333333,7.20813333333
393.88,5.34446666667,21.7082666667,8.10206666667,4.7018,4.58173333333,5.67166666667,7.3798,4.15973333334,7.7146,10.0387333333,7.16433333333
394.24,5.42806666667,21.8282666667,8.24213333333,4.8242,4.72933333333,5.78206666666,7.51486666667,4.3168,7.8172,10.1465333333,7.26053333333
394.60,5.32433333333,21.8138666667,8.186,4.72093333333,4.69033333333,5.7322,7.5062,4.2568,7.7828,10.1076666667,7.21486666667
394.96,5.36706666667,21.9133333333,8.28953333333,4.7812,4.75486666667,5.79013333333,7.5814,4.34613333333,7.84266666667,10.2009333334,7.25706666667
395.32,5.2876,21.8504666667,8.247,4.7052,4.68173333333,5.73606666667,7.52606666667,4.26613333333,7.80113333333,10.1292666667,7.20026666667
395.68,5.29633333333,21.8662666667,8.2766,4.72173333333,4.6958,5.73633333333,7.555,4.30153333333,7.84726666667,10.1328,7.20426666667
396.04,5.29686666667,21.9318,8.30306666666,4.7202,4.7082,5.7428,7.5754,4.32073333333,7.8612,10.1362,7.23213333333
396.40,5.27313333333,22.0014,8.29573333333,4.6984,4.69293333333,5.7274,7.60186666667,4.3292,7.90306666667,10.1612,7.22046666667
396.76,5.17146666667,22.0031333333,8.27993333334,4.6012,4.62073333333,5.6332,7.57193333333,4.23293333333,7.85026666667,10.1067333333,7.14986666667
397.12,5.20346666667,22.0608666667,8.35886666667,4.6422,4.6742,5.67946666667,7.59053333333,4.33653333333,7.9262,10.1568666667,7.1906
397.48,5.249,22.1522666667,8.45206666667,4.7246,4.74346666667,5.69926666667,7.66986666667,4.42866666667,8.02306666667,10.2304,7.275
397.84,5.28733333333,22.2628,8.53873333333,4.742,4.79713333334,5.7384,7.7528,4.49213333333,8.043,10.2901333333,7.29926666667
398.20,5.17513333333,22.1224,8.47713333333,4.62393333333,4.65506666667,5.61306666667,7.65066666667,4.38366666667,7.94493333333,10.1866666667,7.17113333333
398.56,5.257,22.1987333333,8.59539999999,4.71106666667,4.68333333333,5.65833333333,7.7094,4.48806666667,8.01306666667,10.2910666667,7.21806666667
398.92,5.2394,22.1784,8.60246666667,4.6548,4.6474,5.64013333333,7.6816,4.50026666667,7.9988,10.2728666667,7.18933333333
399.28,5.32066666667,22.301,8.70433333333,4.74873333333,4.71906666667,5.70453333333,7.80693333333,4.61486666667,8.08786666667,10.3874666667,7.23453333333
399.64,5.25233333333,22.2608,8.69733333333,4.66726666667,4.6494,5.63666666667,7.77413333333,4.56213333333,8.0572,10.3425333333,7.1352
400.00,5.41473333333,22.4368,8.91433333334,4.8506,4.8078,5.80013333333,7.985,4.77026666667,8.26073333333,10.5352,7.275
400.36,5.37413333333,22.442,8.96746666667,4.83066666667,4.7824,5.78966666667,8.01706666667,4.76546666667,8.26753333333,10.5423333333,7.25013333333
400.72,5.52126666667,22.5890666667,9.10333333333,4.94726666667,4.89873333333,5.89593333333,8.15246666667,4.91173333333,8.4304,10.675,7.37726666667
401.08,5.5372,22.6732,9.23253333333,5.00193333333,4.92933333333,5.96453333333,8.3024,4.91626666667,8.4872,10.7476,7.39653333333
401.44,5.49213333333,22.692,9.22433333333,4.9418,4.86626666667,5.93233333333,8.2988,4.89826666667,8.4846,10.7475333333,7.30213333333
401.80,5.46593333333,22.7625333333,9.27659999999,4.92593333333,4.84686666667,5.94033333333,8.33986666667,4.90766666667,8.52206666666,10.799,7.31093333333
402.16,5.58046666667,22.972,9.43673333333,5.0336,4.93886666667,6.0778,8.50906666667,5.03406666667,8.70766666665,10.9562,7.4126
402.52,5.56146666667,22.9887333333,9.49340000001,5.0382,4.94913333333,6.07426666667,8.5462,5.0056,8.75593333333,10.9549333333,7.4216
402.88,5.507,22.979,9.49133333335,4.9954,4.88146666667,6.03966666667,8.57153333333,4.9194,8.74813333334,10.9062666667,7.36306666667
403.24,5.48713333333,23.0006,9.58726666667,5.01506666667,4.87546666667,6.0382,8.5996,4.89306666667,8.77006666665,10.9414,7.35633333333
403.60,5.4988,23.1056,9.681,5.08046666667,4.9,6.072,8.6692,4.92693333333,8.81806666666,11.0111333333,7.40006666667
403.95,5.4396,23.0759333333,9.66266666668,5.00493333333,4.83446666666,6.00866666667,8.632,4.8586,8.81213333333,10.9992,7.35386666667
404.31,5.45273333333,23.1553333333,9.70846666667,5.0304,4.8624,6.03946666667,8.67913333333,4.87066666667,8.87273333332,11.0616666667,7.34233333333
404.67,5.3892,23.1454666667,9.72486666667,5.00273333333,4.81466666667,6.0174,8.68986666667,4.8482,8.86246666667,11.0912666667,7.2744
405.03,5.32446666667,23.0978666667,9.66846666667,4.9376,4.7616,5.9688,8.64179999999,4.81426666667,8.85093333333,11.0943333333,7.2644
405.39,5.29773333334,23.107,9.722,4.94186666667,4.76113333334,5.9682,8.67053333333,4.79753333333,8.85446666667,11.0870666667,7.27173333333
405.75,5.24986666667,23.1004,9.75760000001,4.91266666667,4.739,5.9384,8.67139999999,4.754,8.8558,11.0514,7.2286
406.11,5.23746666667,23.1083333333,9.80506666667,4.91666666667,4.74933333333,5.9208,8.69386666667,4.75533333333,8.87919999999,11.0397333333,7.20286666667
406.47,5.25966666667,23.1743333333,9.85433333335,4.9366,4.75233333333,5.94273333333,8.75513333333,4.7882,8.94693333334,11.0940666667,7.20133333333
406.83,5.3538,23.3568,10.0293333333,5.08226666667,4.90086666667,6.04086666667,8.92059999999,4.95113333333,9.11873333333,11.2572666666,7.31413333334
407.19,5.4448,23.4832666667,10.143,5.16413333333,5.00126666667,6.144,9.05446666667,5.07273333333,9.27199999999,11.3689333333,7.384
407.55,5.4362,23.4896,10.1784666667,5.1446,4.9994,6.16413333333,9.09713333333,5.08293333333,9.33960000001,11.4095333333,7.36026666667
407.90,5.4492,23.5055333333,10.2545333333,5.162,5.04673333333,6.21373333333,9.17706666667,5.12813333333,9.39573333335,11.4523333333,7.3854
408.26,5.42193333333,23.4974666667,10.2708,5.14206666666,5.015,6.17086666667,9.20706666666,5.10806666667,9.39420000001,11.4512666667,7.31946666667
408.62,5.37313333333,23.4678,10.294,5.1188,4.98566666667,6.15686666667,9.24459999999,5.0726,9.39193333333,11.4293333333,7.29406666667
408.98,5.4128,23.5439333334,10.3958666667,5.16013333333,5.00673333333,6.19373333334,9.35459999999,5.1364,9.45619999999,11.4666,7.28246666666
409.34,5.47813333334,23.5908,10.4989333333,5.213,5.06866666667,6.26186666667,9.47866666667,5.20306666667,9.57353333334,11.5656,7.32326666667
409.70,5.51,23.6436666667,10.5405333333,5.23633333333,5.0798,6.32553333334,9.56499999999,5.24813333333,9.63246666666,11.6622666667,7.35633333333
410.06,5.43673333333,23.6038666667,10.5176666666,5.1816,5.03033333333,6.29406666666,9.55419999999,5.1822,9.60533333333,11.6692,7.29726666667
410.42,5.3412,23.6082666667,10.5128666667,5.13033333333,4.96153333333,6.22686666667,9.54780000001,5.10813333333,9.5568,11.6472666667,7.23213333333
410.77,5.31193333333,23.5799333334,10.5285333333,5.1248,4.92533333333,6.24266666667,9.57893333334,5.09313333334,9.57699999999,11.6597333333,7.21513333333
411.13,5.25506666667,23.5594,10.5516,5.0782,4.8814,6.19666666667,9.5998,5.0412,9.56380000001,11.6707333333,7.1958
411.49,5.24126666667,23.5868666667,10.5915333333,5.06473333333,4.8668,6.17486666667,9.64693333333,5.0342,9.57233333333,11.6713333333,7.19186666666
411.85,5.27573333333,23.6496666667,10.6582666667,5.13586666667,4.895,6.19146666667,9.74406666668,5.04286666667,9.62406666667,11.7227333333,7.1906
412.21,5.31773333334,23.7335333333,10.7608666667,5.1918,4.95046666667,6.27753333333,9.84666666666,5.094,9.74113333333,11.8146666667,7.25913333334
412.57,5.39033333333,23.8428,10.8598,5.27626666667,5.0138,6.33173333333,9.94006666669,5.15386666667,9.84966666667,11.9246,7.2888
412.92,5.3882,23.8818666667,10.9170666667,5.2792,5.0206,6.3314,9.97973333333,5.13306666666,9.89306666668,11.9616666667,7.2954
413.28,5.388,23.95,10.9762666667,5.30026666667,4.99733333333,6.34246666667,10.0257333333,5.1012,9.93293333333,12.0139333333,7.2964
413.64,5.38393333333,23.9704,11.0394,5.2832,4.9916,6.29966666667,10.1108666667,5.08153333333,9.97233333333,12.0076,7.26193333333
414.00,5.393,23.972,11.0761333333,5.2884,4.95493333333,6.25553333333,10.1738666667,5.05913333333,10.0062666667,12.0076,7.2476
414.36,5.4576,24.0126,11.1735333333,5.3364,5.0172,6.3398,10.2952,5.09193333333,10.1368,12.0832,7.26933333333
414.72,5.43466666667,24.0056,11.1964666666,5.25966666667,4.96366666667,6.305,10.3322,4.99426666667,10.1485333333,12.0631333333,7.21246666667
415.07,5.36966666667,23.9856666667,11.1692,5.199,4.8592,6.23046666667,10.3474,4.89613333333,10.1159333333,12.009,7.13893333333
415.43,5.41513333333,24.0542,11.2682,5.2644,4.90413333333,6.28126666667,10.4631333333,4.91126666667,10.2284666667,12.0970666667,7.17906666666
415.79,5.3292,23.9654,11.2429333333,5.17366666667,4.81953333333,6.19686666667,10.4679333333,4.79786666667,10.1734666667,12.0404,7.08453333333
416.15,5.2722,23.911,11.242,5.1042,4.74886666667,6.133,10.4876666667,4.7112,10.153,11.9878,7.03586666667
416.51,5.2132,23.8961333334,11.2603333333,5.02653333333,4.68806666667,6.09973333333,10.5308666667,4.6124,10.1482666667,11.9564,6.98873333334
416.86,5.18726666667,23.8985333333,11.2806666667,5.01673333334,4.67093333333,6.10606666667,10.5875333333,4.5502,10.1777333333,11.9736,6.96766666667
417.22,5.17586666667,23.9186666667,11.3129333333,4.98966666667,4.6594,6.10786666667,10.669,4.52013333333,10.2117333333,11.9804666667,6.95446666667
417.58,5.13446666667,23.842,11.2891333333,4.97953333333,4.63533333333,6.07846666667,10.6842,4.4446,10.2150666667,11.9728,6.91766666667
417.94,5.1842,23.9154,11.4112666667,5.0406,4.70773333333,6.15566666667,10.8414,4.483,10.3158666667,12.0596,6.9782
418.29,5.1324,23.8738666667,11.4069333333,4.98913333333,4.64313333333,6.1128,10.8563333333,4.41473333333,10.2886,12.03,6.93886666667
418.65,5.1032,23.8424666667,11.4064,4.96893333333,4.60826666667,6.08,10.8932,4.37873333333,10.2870666667,12.0277333333,6.901
419.01,5.11893333333,23.8654,11.4486666667,4.97653333333,4.6168,6.1,10.9529333333,4.36853333333,10.3318666667,12.0617333333,6.89533333333
419.37,5.08466666667,23.8342,11.445,4.93046666667,4.5798,6.06353333333,10.979,4.29773333333,10.3211333333,12.0505333333,6.8524
419.73,5.09093333334,23.8652,11.4914,4.92633333333,4.57213333333,6.0826,11.0356666667,4.28773333333,10.3915333333,12.0758666667,6.85813333333
420.08,5.1248,23.8950666667,11.5549333333,4.96633333333,4.60633333333,6.1312,11.1321333333,4.31633333333,10.4541333333,12.1198,6.892
420.44,5.14086666667,23.9394,11.6113333333,4.99966666667,4.638,6.16193333333,11.2226,4.3356,10.5260666667,12.1776666667,6.91953333333
420.80,5.12473333333,23.9077333333,11.6315333333,4.97646666667,4.60313333333,6.13486666667,11.2548666667,4.303,10.5355333333,12.1750666667,6.88726666667
421.16,5.109,23.9018666667,11.6508666667,4.96653333333,4.57893333333,6.11926666667,11.2992666667,4.2798,10.5594,12.1842666666,6.85673333333
421.51,5.13586666667,23.9770666667,11.7426666667,4.9936,4.59086666667,6.167,11.4005333333,4.305,10.6428,12.2482666667,6.88366666667
421.87,5.10393333333,23.9774,11.7364666667,4.95393333333,4.53533333333,6.14853333333,11.4288666667,4.25453333333,10.6638,12.2393333333,6.85193333333
422.23,5.1142,24.0002666666,11.7836,4.9652,4.54326666666,6.16006666667,11.5088,4.26213333333,10.7132,12.2556666666,6.84946666667
422.58,5.1088,24.0227333333,11.8259333333,4.97006666667,4.53913333333,6.16746666667,11.5760666667,4.241,10.7508,12.2816,6.8496
422.94,5.08926666667,24.0245333333,11.8626666667,4.9498,4.52786666667,6.1536,11.6328666667,4.20753333333,10.805,12.2883333333,6.81306666667
423.30,5.0996,24.0430666667,11.9236,4.9694,4.53566666667,6.18986666666,11.7275333333,4.23633333333,10.871,12.3222,6.8318
423.66,5.0866,24.0592,11.962,4.97993333333,4.5296,6.2024,11.7985333333,4.22606666667,10.8973333333,12.3389333333,6.8304
424.01,5.09613333334,24.0980666667,12.0284,4.99333333333,4.53213333333,6.21206666667,11.8811333333,4.22933333333,10.9653333333,12.3915333333,6.83073333334
424.37,5.1022,24.087,12.0580666667,4.9826,4.51393333333,6.2184,11.9372,4.23746666667,10.9879333333,12.3960666667,6.81726666667
424.73,5.12586666667,24.1498,12.1246,5.00986666667,4.54706666667,6.25753333333,12.05,4.27726666667,11.0658666667,12.4510666667,6.8326
425.08,5.17333333333,24.2076,12.2155333333,5.0586,4.59946666667,6.307,12.1635333333,4.333,11.1609333333,12.5155333333,6.8768
425.44,5.17453333333,24.2146,12.2507333334,5.05266666667,4.58926666667,6.30586666667,12.2284666667,4.33753333333,11.1916,12.5266,6.86433333333
425.80,5.21033333333,24.2617333333,12.3524666667,5.09306666667,4.64506666666,6.3498,12.3404,4.3862,11.2664,12.5965333333,6.89866666667
426.16,5.23513333333,24.3148666667,12.4378666667,5.11393333333,4.6674,6.3724,12.4382666667,4.41706666667,11.3464666667,12.6505333333,6.9144
426.51,5.23653333333,24.3546666667,12.4944,5.124,4.66646666667,6.3802,12.5256666667,4.43986666667,11.4076666667,12.6858,6.91006666667
426.87,5.26953333333,24.4078,12.5810666667,5.17166666666,4.69866666667,6.4372,12.6483333334,4.49946666667,11.4706666667,12.7524,6.96053333333
427.23,5.274,24.4587333333,12.6560666667,5.1816,4.68986666667,6.43786666667,12.7299333333,4.5096,11.516,12.7800666667,6.9532
427.58,5.3316,24.5413333333,12.7752666667,5.2398,4.73993333333,6.48593333333,12.8704,4.58533333333,11.6296666667,12.8826,7.00273333333
427.94,5.332,24.5884666667,12.8330666667,5.24526666667,4.73013333333,6.49886666667,12.9558666667,4.57993333334,11.68,12.9111333333,7.0032
428.30,5.31166666667,24.6104,12.9077333333,5.25306666667,4.7326,6.48353333333,13.0270666667,4.5594,11.7323333333,12.9336,6.9858
428.65,5.31413333333,24.6582666667,12.9667333333,5.2682,4.73573333333,6.4952,13.1194666667,4.55893333333,11.8071333333,12.9852,6.98933333333
429.01,5.27333333333,24.6522,12.9918666667,5.2514,4.6956,6.48726666667,13.1782,4.5304,11.8281333333,12.9747333333,6.9574
429.37,5.29626666667,24.6990666667,13.0772666667,5.3028,4.7368,6.52986666667,13.3026666667,4.56186666667,11.9208,13.0472666667,6.98786666667
429.72,5.26206666667,24.6902,13.0921333333,5.2744,4.6736,6.5126,13.3482666667,4.51553333333,11.938,13.0288,6.93306666667
430.08,5.31106666667,24.761,13.1948,5.3408,4.70933333333,6.57033333333,13.4972666667,4.54706666667,12.0337333333,13.1317333333,6.98173333333
430.44,5.29653333333,24.7797333333,13.2497333333,5.33506666667,4.6912,6.56386666667,13.5992666667,4.53913333333,12.0848666667,13.1484,6.9714
430.79,5.3034,24.8356,13.3057333333,5.31453333333,4.6812,6.56206666667,13.7084,4.5282,12.1544,13.1896666667,6.97293333333
431.15,5.28126666667,24.8552,13.3431333333,5.28786666667,4.65926666667,6.55773333333,13.7963333333,4.48833333333,12.2038,13.2023333333,6.94553333333
431.50,5.26513333333,24.8846666667,13.3892,5.259,4.63206666667,6.54833333333,13.9009333333,4.45466666667,12.2627333333,13.2177333333,6.90866666667
431.86,5.23846666666,24.8425333333,13.3796,5.21793333333,4.58906666667,6.5152,13.9409333333,4.4166,12.2861333333,13.1920666667,6.8686
432.22,5.2464,24.8995333333,13.4418,5.2288,4.57593333333,6.55213333333,14.0500666667,4.4276,12.3562666667,13.2226,6.8786
432.57,5.26846666667,24.9157333333,13.5176,5.25593333333,4.58373333333,6.58273333333,14.1377333333,4.4348,12.4052666667,13.2423333333,6.89353333333
432.93,5.2974,24.9530666667,13.5907333333,5.257,4.579,6.5848,14.2326,4.43193333333,12.4654,13.2888,6.9022
433.29,5.27646666667,24.9785333333,13.6162666667,5.22133333333,4.53986666667,6.56166666667,14.2941333333,4.4036,12.4932,13.2774,6.87286666667
433.64,5.29673333333,25.0418666667,13.6820666667,5.2548,4.5718,6.59213333333,14.4030666667,4.43793333333,12.5746666667,13.3511333333,6.89906666667
434.00,5.25933333333,25.0621333333,13.7071333333,5.22553333333,4.54366666667,6.58146666667,14.4664,4.438,12.6025333333,13.3465333333,6.87173333333
434.35,5.30613333333,25.1111333333,13.7762,5.253,4.57693333334,6.62086666667,14.5662666667,4.47806666667,12.6941333333,13.3920666667,6.91113333333
434.71,5.28286666667,25.1047333333,13.8089333333,5.2504,4.5542,6.6258,14.6345333333,4.48286666667,12.7282666667,13.4031333333,6.90013333333
435.07,5.31313333333,25.1288666667,13.8694666667,5.2948,4.59533333333,6.6554,14.7276666667,4.52973333333,12.814,13.4506666666,6.92126666667
435.42,5.30633333333,25.1494666667,13.9035333334,5.28533333333,4.59413333333,6.665,14.797,4.54986666667,12.8478,13.4651333333,6.91433333333
435.78,5.34393333333,25.2464,14.0252666667,5.34273333333,4.64026666667,6.7224,14.9669333333,4.61173333334,12.9396,13.5616,6.9632
436.13,5.3616,25.2448666667,14.0595333333,5.36466666667,4.66186666667,6.742,15.0645333333,4.62166666667,12.9998,13.6105333333,6.97786666667
436.49,5.3692,25.2945333333,14.1331333333,5.36706666667,4.671,6.7728,15.1836,4.64933333333,13.0817333333,13.6774666667,6.98773333333
436.84,5.385,25.3759333333,14.2088666667,5.38766666667,4.6986,6.823,15.3086666667,4.66513333333,13.1718666667,13.7348,7.001
437.20,5.38426666667,25.4133333333,14.2850666667,5.40606666667,4.71033333333,6.84073333333,15.4210666666,4.6756,13.2500666667,13.7972,7.0032
437.56,5.393,25.4478666667,14.3442,5.39493333333,4.7082,6.83426666667,15.5384,4.67066666667,13.3217333333,13.8265333333,7.00693333333
437.91,5.3866,25.4689333333,14.3732666667,5.3794,4.69553333333,6.82893333333,15.6288666667,4.62546666667,13.3787333333,13.8512666667,6.98826666667
438.27,5.40473333333,25.5374666667,14.4740666667,5.40993333333,4.70853333333,6.86946666667,15.7615333333,4.62253333333,13.4648,13.9321333333,6.99966666667
438.62,5.46733333333,25.631,14.5849333333,5.47873333333,4.7644,6.92333333333,15.9028,4.66486666667,13.5790666667,14.0213333333,7.0456
438.98,5.49226666667,25.7,14.6705333333,5.49526666667,4.76186666667,6.95106666667,16.0195333333,4.66466666667,13.6514666667,14.0854666667,7.0656
439.33,5.50453333333,25.7031333333,14.7124,5.50433333333,4.7506,6.96173333333,16.1029333333,4.65093333334,13.7090666666,14.1209333333,7.06213333333
439.69,5.49086666667,25.7141333333,14.7492666667,5.49766666667,4.7268,6.95566666667,16.1746,4.62846666667,13.7694,14.1354,7.03133333333
440.04,5.51593333333,25.8047333333,14.8443333333,5.52293333333,4.74433333333,6.98046666667,16.3037333333,4.6444,13.8592666667,14.2032,7.04113333333
440.40,5.54286666667,25.8619333333,14.8917333333,5.5408,4.756,6.9964,16.3956,4.6488,13.9298,14.2432666667,7.0646
440.75,5.54666666667,25.8624666667,14.9358,5.56073333333,4.76073333333,7.00333333333,16.4913333333,4.65633333334,13.9784666667,14.2774,7.0814
441.11,5.54586666667,25.8672666667,14.9684666667,5.55533333333,4.74453333333,7.02113333333,16.5680666667,4.65073333333,14.0213333333,14.2992666667,7.07173333333
441.47,5.556,25.8863333333,15.0390666667,5.583,4.739,7.054,16.6528666667,4.665,14.0698,14.3376,7.07466666667
441.82,5.63313333333,25.9943333333,15.1802,5.67473333333,4.82053333334,7.14673333333,16.823,4.75293333333,14.2094666667,14.4538666667,7.1482
442.18,5.60266666667,25.9844666667,15.1966,5.65026666667,4.786,7.1322,16.8916666667,4.73486666667,14.2424,14.4594666666,7.10846666667
442.53,5.59973333333,25.9949333333,15.2486,5.64866666667,4.7824,7.15606666667,16.9844666667,4.72493333334,14.2927333333,14.4861333333,7.08966666667
442.89,5.60313333333,26.0556666667,15.3348,5.66,4.7948,7.195,17.1395333333,4.7332,14.3817333333,14.5472666667,7.093
443.24,5.62606666666,26.116,15.4373333333,5.71393333333,4.81933333333,7.24613333333,17.2984666667,4.75053333333,14.4747333333,14.6192,7.11386666666
443.60,5.67446666667,26.21,15.5508,5.7756,4.8734,7.31533333333,17.4624666667,4.78806666667,14.5861333333,14.7246,7.168
443.95,5.67513333333,26.2346666667,15.6231333333,5.76886666667,4.8578,7.3284,17.5862,4.77773333333,14.6698,14.7673333333,7.1718
