wavelength,Back_EmbPlam,Belly_EmbPlam,Breast_EmbPlam,Crissum_EmbPlam,Crown_EmbPlam,DorTail_EmbPlam,Patch10_EmbPlam,Patch11_EmbPlam,Rump_EmbPlam,Throat_EmbPlam,WingTip_EmbPlam
185.63,23.8011333334,26.1403333333,26.7836666667,35.6725333333,19.8830666667,16.9006666667,27.8948,23.0408666666,15.2633333333,29.9999333333,24.0935
186.01,15.5182,20.3922,18.8795333333,27.8992,15.4622,9.91606666665,20.3361333333,15.4622,7.11486666667,21.5686,14.7339666667
186.39,-0.28733333334,12.4714,13.7932,18.8505333333,3.33333333334,0.45973333336,7.87359999999,4.19546666668,-6.26460000001,6.8966,3.96546666667
186.77,-5.53460000001,10.5032,17.2326,22.2012,3.83646666668,0.8178,10.9434666667,2.07546666666,-3.89933333334,3.64793333332,4.18246666667
187.15,-9.83493333335,6.99686666668,17.2278,20.9242,4.88446666668,-2.1124,11.089,-0.52806666666,-3.56426666666,1.32013333332,3.46543333333
187.53,-12.803,6.43940000006,21.591,25.4546,9.09086666664,1.13626666667,11.894,1.89393333334,-1.59100000001,-1.9696,5.11356666668
187.91,-16.2280666667,12.0174666666,28.2455333333,27.4562,15.965,6.40346666667,14.3859333333,3.59646666667,-2.10513333332,-0.78946666666,5.83326666666
188.29,-48.6666666667,-5.8666666668,20.4,12.1333333333,4.53333333332,-20.4,-2.93333333335,-27.4666666666,-22.1333333333,-27.1999999999,-17.2666666667
188.67,-74.6342000001,-19.0243999999,13.8210666667,-1.95113333332,-2.76413333334,-39.1869333333,-6.82926666668,-51.5446,-32.0325333333,-45.6911333333,-31.3820666667
189.05,-107.8572,-19.7619333334,20.2381333334,5.47606666666,7.61906666674,-49.0476,-4.76193333334,-71.4286,-49.2858666667,-59.5236666666,-34.6429666666
189.43,-150.7408,-7.03706666654,39.6297333334,17.4073333333,36.6667333332,-58.5184,19.6297333332,-104.814733333,-58.8889333333,-78.8888666666,-36.6666333333
189.81,-143.1372,-14.1176,39.2156666664,-5.88226666666,48.6274000001,-41.5685333333,8.2352000002,-112.1568,-53.7254666666,-79.9998666667,-37.2548666667
190.19,-96.8889333334,66.2221999999,113.777866667,46.6667333333,121.333266667,30.2222666669,60.0000666666,-85.3333999999,42.6667333334,-24.8889333333,13.5555333333
190.57,-604.444333333,128.888933334,331.1112,-108.888866667,526.666600001,-111.111133334,28.8889999999,-577.777666667,86.6665333347,-315.555733333,-355.5556
190.95,-533.333399999,135.555600001,288.8888,-188.888933333,511.111066666,-104.4444,-97.777933333,-451.111133333,-13.3332666679,-411.111133333,-419.999966667
191.33,222.666666667,13.9999999999,-50.0,120.0,-96.0000000001,69.3333333333,116.0,189.333333333,95.9999999999,229.333333333,261.333333334
191.71,646.666733334,-120.000000001,-282.222266666,335.555466667,-468.888933334,59.9997999999,220.000066667,622.222333333,264.444466667,622.2222,898.889
192.09,379.999933333,44.4444666668,-89.9998666668,198.888866667,-165.5556,90.0001333335,183.333333333,454.4444,192.222333333,431.111,552.222333333
192.47,296.190533333,-19.0476666666,-168.5716,129.523933333,-119.0476,-6.66665939917e-05,101.904933333,292.380933333,85.7142666666,314.285733333,445.714133333
192.85,136.444533333,-8.88900000014,-90.6666666664,48.8888,-39.5555333332,5.33333333333,56.8890666665,115.555533333,42.6666666667,159.555533333,211.333433333
193.23,108.333266667,-48.3334666667,-178.3332,25.5555333332,-53.8889333333,-21.6667333334,63.3333333333,86.6667999999,-13.8888666666,169.4444,203.6111
193.61,120.0,-46.6666666667,-256.666666667,37.3333333334,-61.3333333335,-46.6666666667,84.6666666667,70.6666666665,-53.3333333333,179.333333334,222.333333333
193.99,59.4870666667,-67.1794666665,-225.641,-20.5128666668,-61.5384,-62.0513333333,42.5640666666,36.4103333334,-50.2563999999,103.077,149.2309
194.37,59.7435333333,2.3076666666,-106.410266667,2.82066666668,-7.1794666666,-5.12819999999,42.5641333333,22.5641333333,1.79493333334,73.3333333333,89.1024666665
194.75,39.4736000001,8.94740000006,-79.1227999999,-5.78953333334,3.15780000005,-8.94753333335,17.3684666666,17.7192,-1.57899999993,46.3157999999,41.7543333333
195.13,11.9697333333,-12.1212666667,-97.1212000001,-24.9999333333,-20.7574666667,-34.2424666667,-6.66673333334,-2.27266666666,-23.6361999999,17.5757333333,14.9242333333
195.51,19.0323333333,-0.215000000013,-54.4085999999,-0.43013333332,-2.79573333333,-16.7742,4.73126666665,10.6452,-11.9354,21.7204666667,18.8171
195.89,23.7332666667,9.59999999999,-39.5556666667,8.97773333334,9.33333333333,-5.24446666668,13.5999333333,18.3111333333,-5.86666666667,22.2222666667,19.6000333333
196.27,26.7424,12.5758,-30.0756666667,15.8334666667,13.3333333333,3.93926666667,15.0757333333,17.3484,-1.66666666667,20.6062,20.4168333333
196.65,36.0439333333,23.5166666667,-17.5092,23.0035333333,20.7325333333,12.674,24.7618666667,24.6885333333,8.64466666665,30.7692666667,30.8791333333
197.03,40.9628,30.1482,-13.9259333333,29.9260666667,26.0001333333,16.5926,28.1482,29.9999333333,13.7038,37.7036666667,36.5556666667
197.40,44.4673333333,31.5462666667,-5.49840000001,28.9346666667,26.873,23.5738666667,29.8282666667,31.3404,19.4500666667,41.031,42.5429666667
197.78,48.5118666667,34.9404666667,5.0,33.2143333333,31.1904666667,30.5952,36.7857333333,37.7977333333,27.7976666667,45.6546,45.9524
198.16,52.1005333333,38.9498,16.0274,40.1826666667,38.4931333333,38.7673333333,41.0045333333,40.5022,35.0228666667,50.137,49.6575666667
198.54,50.5350666667,38.8066666667,19.8764666667,39.9588,39.5061333333,38.8477333333,40.7408,41.6872666667,37.1193333333,50.0412,50.4527
198.92,51.1529333334,37.4842,20.7965333333,39.9162,37.7358666667,38.6583333333,40.2934666667,42.5576666667,35.9748666667,49.1403333333,47.4842333333
199.30,55.9636,42.2675333333,26.4852,45.3514,41.8594666667,46.5759333333,43.7640666667,47.7097333333,37.3696666667,53.1518,49.3424
199.68,58.08,48.2133333333,26.88,48.3733333334,46.5066666667,54.6666666667,45.2266666667,49.6,41.8133333333,57.6,50.88
200.06,59.8346,48.8154666667,27.5482,46.4462,48.2644,56.5840666667,44.9035333333,48.8704666667,46.9421333333,61.9834666667,50.3858666667
200.44,63.0970666667,53.3858,31.9160666667,48.5038666667,53.2808666667,57.2178,49.6588666667,54.4356666667,52.3359333333,64.672,52.4673
200.82,59.7396,50.1042,26.8750666667,43.5416666667,48.0728666667,54.3228666667,44.0625333333,50.1561333333,47.8126,60.8856,46.3801
201.19,57.6092,49.4252,29.5632,42.3449333334,46.5288,53.3332666666,47.0804666667,48.6896666667,46.1149333333,57.2414666667,44.9653333333
201.57,62.1333333333,55.2000666667,33.6444666667,46.7555333333,51.5556,53.1110666667,53.0223333333,52.2667333333,48.7556,61.5112,48.4667
201.95,64.4897333333,60.3174,35.6461333333,50.0227333333,55.1926666666,54.2856666667,56.5987333333,55.1474,51.5646,65.5782666667,48.2313666667
202.33,67.7333333333,67.3600000001,36.64,51.2533333333,58.0799999999,55.1466666667,62.4533333333,59.3066666667,54.1333333333,72.0,49.84
202.71,73.0408666667,75.2631333334,41.8127333333,56.6666,63.6842000001,58.1871333333,69.0058666667,62.7484666667,56.6666,79.1814,52.2806666667
203.09,64.4066666667,68.5876,38.2486666667,50.113,57.3446666667,49.4914666667,64.4632,52.3164666667,49.9999333334,74.4066666667,50.4802333333
203.47,67.6924,70.0512000001,43.4358666667,52.6667333333,62.1538666667,51.1282,66.7692666667,58.1537333333,56.4615333333,77.4871333333,56.5126666667
203.85,64.8019333333,62.6106666666,40.6525333333,46.9464,56.8298,46.8997333333,61.9579333333,52.9138666667,49.184,71.655,51.5849333334
204.22,59.237,58.1123333333,40.4416666667,44.5782,52.4097333333,45.1404666667,57.0684666667,48.9156666667,43.3332,65.7831333333,48.1726666667
204.60,57.4262,56.7932,40.5063333333,43.8396666667,50.7174000001,43.7973333333,54.557,45.1054666667,39.3670666667,66.1603333333,46.0337666667
204.98,57.5236666667,55.9048,41.5714666666,43.2380666667,51.6666000001,40.619,54.3808666667,42.7618,38.1428666666,66.8571333334,45.8572333333
205.36,60.1974666667,59.9506666667,42.963,47.5060666666,54.9136,40.5926,57.7778666667,45.2347333333,41.4321333333,70.4196666667,48.2220333333
205.74,60.9604,61.8079333333,42.9942666667,52.825,55.4802666667,40.9604666667,59.2090666667,47.5141333333,39.8306,72.9378666667,43.9547666667
206.12,54.5454,54.7658666667,39.6694,44.4076,49.0909333333,36.6390666667,52.6721333333,42.92,29.9723333333,66.5013333333,40.1653333333
206.50,50.9835333333,51.3662,38.4698666667,46.0656,47.5408666667,35.847,49.0162666667,39.2349333333,24.1528666667,63.9346,35.1093666667
206.87,52.7778,51.0,39.4444,47.5001333333,47.8333333334,39.2221333333,51.9444,43.611,28.0555333334,63.4444,35.75
207.25,58.087,54.4348,39.7681333333,50.6087333333,51.2464000001,43.1306,53.9130666667,49.855,29.9710666667,65.2753333334,37.1882666667
207.63,54.2296666667,51.0364,36.8067333333,48.5714666667,47.1148666666,40.224,50.0279333333,45.8264,28.0672,61.3444,34.2576666667
208.01,49.8191333333,48.4237333333,34.367,45.788,44.4445999999,35.6072666667,47.2868666667,47.9071333333,27.7519333333,57.4675333333,32.3255
208.39,55.4516,52.5235333333,36.6978,52.461,49.1590666666,40.4986,56.137,53.5202,27.1028666667,64.7352666667,32.9282333333
208.77,52.3976666667,53.1578666666,36.7835333333,50.5849333333,47.7193999999,42.8071333333,59.7076666667,51.1111333333,29.6491333333,64.6199333333,33.1286333333
209.14,47.7530666667,49.284,33.0864666667,45.8766,43.1605999999,41.1358666667,54.8149333333,49.3827333333,27.605,59.6543333333,29.2839333333
209.52,42.1102,41.8704666667,29.8322,39.2807333333,37.5538666667,36.0671333333,48.0576,44.0287333333,21.295,52.4220666667,21.3668666667
209.90,39.7351333333,39.9559333333,29.4481333333,34.9226,37.6158,34.128,43.3111333333,40.6180666667,20.2648,48.5650666667,22.8035666667
210.28,34.8547333333,35.6153333333,22.1028,32.3489333333,32.6174666666,27.8746666667,39.15,33.4675333333,16.3311333333,43.6241333333,18.2774666667
210.66,35.7823333333,35.8731333333,21.5872,29.9318666667,31.2925333333,27.1202,39.9545333333,35.1022,16.7800666667,42.2221333333,15.9638666667
211.03,39.4297333333,40.1755333333,27.807,33.9912666667,35.1316,32.3684,41.2280666667,36.7104666667,20.9210666667,47.2807333333,19.2763666667
211.41,41.5238666667,42.5712666667,30.0952,34.8094666667,38.1427333333,36.1428666667,45.0000666667,40.3808666667,22.8096666667,51.9047333333,21.4761333333
211.79,39.0544,40.1890666667,28.1798,32.8132666667,36.7849333333,35.0354666667,45.7208666666,39.1016666667,21.0874,51.442,20.6855333333
212.17,39.2480666667,45.0626666666,29.1229333334,36.0400666667,37.9949333333,37.2932,49.1229333333,36.9424666667,23.4084,54.6365333333,20.9774666667
212.55,39.6594,47.1046,30.3163333333,36.1071333333,36.2044,35.1825333333,47.8345333333,37.0804,25.5961333333,51.922,22.6277666667
212.92,42.7246,48.9276,29.1015333333,36.6956666667,34.4926666667,32.8116,46.9564666667,37.9132,22.8405333333,54.0869333333,21.4782333333
213.30,52.4242666667,58.5454666667,40.6666666667,46.3029333333,46.4242666667,41.3334,60.5454,46.0608,33.6971333333,62.1818,30.5756666666
213.68,53.1548,62.4404666667,42.0834,45.9524666667,49.2857333334,43.8096,60.4762666667,45.4168,37.1428,64.8213333333,33.3332333333
214.06,47.2782,57.1254,36.4526,40.8562666667,40.6115333333,37.9204666667,55.4738666667,37.9205333333,33.1499333333,59.8164666667,27.4312666667
214.44,60.0588666667,70.8554666667,52.2713333334,53.6874666667,51.1504000001,52.4484,66.6076666667,53.0383333333,49.6164666666,71.1505333333,39.4100333333
214.81,61.7161333333,77.0298000001,54.7855333334,57.2938666667,53.4653333333,56.5677333333,70.8910666667,54.3234666667,50.7591333333,76.9637333333,44.3235
215.19,58.9855333334,76.0869333333,49.5652666667,56.884,53.6232666667,50.5798,73.6230666667,50.2899333334,45.2898666667,74.8550666667,40.5435666667
215.57,56.8932,73.5275333333,51.5858000001,55.7280666667,52.6860666667,49.3203333333,71.1975333333,42.9772666667,42.6538,67.7669999999,39.0289666667
215.95,57.528,77.9026666667,49.2133333333,54.6068,48.6892000001,44.869,70.6366666667,31.3107333333,37.1536,62.3969999999,33.5207
216.32,66.6666000001,84.557,58.2279333333,60.2532,56.7931333334,51.9830666667,80.5907333333,32.9112666667,42.1097333333,68.4387999999,39.7046666666
216.70,64.2328,89.3121333333,55.7671333332,58.9418,59.3650666667,53.1216666667,84.7619999999,26.3492666667,35.9787333333,68.7829333333,36.1903999999
217.08,57.3873333333,81.3514,53.8740000001,52.7926666667,61.4414000001,52.7928666667,78.1981333333,26.1262,35.2252666667,57.2072000001,35.4053666667
217.46,57.3484,77.0454,53.9393333333,53.3333333333,59.0150666667,56.3635333333,73.3333999999,30.6061333333,37.2726666667,57.5758666667,36.2121
217.83,64.7257333333,82.2785333332,58.9872666666,58.8184,64.3879999999,60.9282,85.3164666665,39.0716666667,39.7468,62.0253333334,41.9409666667
218.21,80.7594666666,94.2615999999,71.6456666667,72.996,78.9874000001,70.8016666667,99.4092666668,55.1898,52.2363333333,77.0464666667,50.7594
218.59,68.9214666667,80.8823333334,60.3921999999,60.2940666667,71.7647333334,57.7449333334,91.0784000001,35.8822,33.4314,68.1372666667,40.8332
218.97,56.7112666667,64.2667333334,49.2444666667,47.1112,57.4222666667,48.5332666667,74.6666666667,24.0889333333,27.3778666667,52.0000666667,32.0889333333
219.34,45.7254666667,55.3725333333,40.0,37.4117333333,45.5686000001,40.7058666666,61.8037333333,14.5884,21.0981333333,40.0784666667,24.6668333333
219.72,33.1578,46.1402666667,27.1928666666,32.1052666667,33.6842666667,29.8246,54.2104666667,1.75440000001,16.3158666667,33.2456666667,12.0613666666
220.10,35.7036,49.5554666667,35.6295999999,37.2592666667,39.3333333334,38.1482666667,55.7778,12.5184666667,25.7037333333,40.2222,18.9629333333
220.47,37.7333333333,47.4666666667,36.6,34.9333333333,37.3333333333,36.4666666667,51.2,16.0666666667,24.4666666667,38.8666666667,17.7666666667
220.85,47.7258666667,53.1464,46.7912,42.6169333333,46.6666666666,41.9314,57.6324666667,28.7226666667,35.2024666667,48.7228,26.2303
221.23,49.2212,53.3957333333,46.9782,43.4268,43.3022,42.4922,57.1962,30.7789333334,36.7602666667,51.7757333333,26.947
221.61,46.4077333333,52.4919333334,45.0486,38.6407333333,38.4466,37.4758666667,52.9448666667,27.6375333333,32.4271333333,50.3559333333,27.8641666667
221.98,46.6044666667,53.8942,45.1714,38.1932666667,37.9438,41.2460666667,51.0904,25.8567333333,33.6447333334,51.3395333333,29.7818666667
222.36,38.0180666667,48.4083333333,39.2792666667,28.4684666667,30.6306,38.859,41.9818666667,19.5194,26.3664666667,43.7236666667,28.2884
222.74,34.2149333333,42.0936666667,36.1982666667,30.0275333333,28.3195333333,38.6777333333,37.741,20.2754666667,25.6198666667,42.0384666667,23.3608333333
223.11,37.5,43.7776,41.5,32.6110666666,33.5001333333,40.2222,40.5555333333,25.3333333333,30.0000666667,46.0556,24.4445
223.49,36.1749333333,40.765,41.9672,28.7978666667,32.4043333334,39.4536,37.4316666667,26.4480666666,29.7267333333,47.5956666667,24.5900666667
223.87,41.9271333333,47.2915333333,49.3228666667,32.8124,38.9062666667,43.9584,40.7812666667,34.8958666667,33.125,53.5937333333,34.9738
224.24,42.3437333333,46.0937333334,49.2708666667,32.7084,41.3022,43.9062,41.4062,38.3333333333,34.427,56.4062666667,38.0729333333
224.62,35.2802666667,39.8821333333,45.6636666667,27.6107333333,36.3422666667,39.8230666667,36.6372,32.9203333334,29.2035333333,55.0442666667,36.4011333333
225.00,26.9565333333,36.4638666667,38.4347333333,21.3333333333,28.4058,33.5651333333,31.6522666667,24.058,20.5797333333,50.0290666667,32.1160333333
225.38,27.2463333333,36.232,38.8405333333,23.5363333333,27.7102,33.0436,32.9857333334,26.3768666667,18.9565333333,50.8986,31.8262333333
225.75,16.9231333333,27.1154,31.9231333333,20.3204666667,18.782,25.4486,27.8846,20.641,9.42306666667,43.5898,22.1795
226.13,4.40126666665,17.9287333333,20.4530666667,12.4919333333,10.8089333334,13.6569333333,18.7055333333,11.8447333333,-0.776733333333,30.4854,13.3655666667
226.51,9.25926666666,21.7899333333,26.6048,18.7654666667,15.0618,17.8394666667,26.4816,17.6542,8.33333333333,34.2592,20.6481333333
226.88,22.2778,38.0555333333,37.8332666667,27.8332666667,25.8889333333,29.111,39.389,26.5555333333,22.2221333333,43.0556666667,34.8611666667
227.26,19.8666,35.4666666667,31.8221333333,26.0445333333,21.8222,27.1556,32.6223333333,20.8445333333,19.7778,37.2000666667,32.2666666667
227.64,23.4298,35.9922666667,32.7938666667,30.4045333333,24.0461333333,27.8998,33.6416,24.1233333333,21.6955333333,36.0308,32.5818
228.01,19.5097333334,29.5424666667,25.6862666667,26.2092,18.6928666667,23.6274666667,29.7059333333,18.3332666667,17.0914666667,28.987,26.0784666667
228.39,13.6296,21.363,18.5480666667,19.8221333333,11.8814,17.1852,22.3112666667,11.8816666667,10.4296,21.0370666667,20.4741666667
228.76,15.8175333333,20.5577333333,17.6679333333,19.4424,12.6994666666,17.5412666667,21.8505333333,13.3586666667,10.8238,19.3663333333,19.607
229.14,17.0271333333,18.8513333333,18.446,19.6846666667,12.8604,18.0181333333,20.946,13.1758,12.5,18.4008666667,18.1531
229.52,18.1561333333,19.7162,19.1287333333,18.8448,14.1033333333,18.6828666667,21.0738666666,13.0496,14.2858,18.6828,19.3010333333
229.89,21.6980666667,22.2581333333,21.2464,19.3132666667,16.6032666667,21.3728666667,22.7820666667,15.2482666667,17.0910666667,21.0838,22.0142333333
230.27,23.1331333333,21.8972666667,22.8547333334,19.1295333333,17.5805333333,21.7058666667,23.1853333333,15.8573333333,17.4761333333,23.2028,22.0017333333
230.65,21.7686666667,19.6768,19.9150666667,17.1087333333,16.0884666667,19.6258,20.5952,13.5544666667,14.5578666667,21.5475333333,18.9627
231.02,20.6202,17.7432666667,18.4840666667,14.9698666667,15.0042666667,18.0534,18.2256666667,12.4546666667,12.6614,19.6554,16.9424333333
231.40,20.1782666667,16.738,17.9323333333,13.9037333333,14.082,17.4866,17.2549333333,12.1748,11.5686,18.3779333333,16.1673666667
231.78,18.3712666667,14.4318666667,15.5682666667,10.8901333333,11.3636666667,15.0000666667,14.5265333333,9.35606666666,8.7878,16.0415333334,14.3749666667
232.15,18.7807333333,13.825,16.1062,9.9706,11.7404,14.5721333333,14.6312666667,9.85239999999,8.59386666667,16.0078666667,13.6184
232.53,23.2024666667,18.3484,20.7252,14.1388666667,16.3343333333,19.6576666667,20.6243333333,14.5217333333,13.1923333333,20.4430666667,17.5831333333
232.90,23.7218,20.3478,22.9243333333,15.3986,18.0368,22.0449333333,22.1063333333,15.4397333333,15.9918,22.6993333333,18.7933666667
233.28,22.518,20.8667333333,23.0340666667,16.0577333333,18.7822,22.3322,22.8688666667,15.5625333333,15.7274,23.9628,17.8845
233.66,19.5152666667,19.5757333334,22.4040666666,14.9496,18.7071333333,20.6464666667,21.3534666667,15.4949333333,14.2020666667,23.616,15.8079666667
234.03,17.3174,17.4775333333,22.1221333333,14.8950666667,19.0190666667,19.2994,19.7396666667,14.3544,13.7537333333,22.7026666667,14.8748666667
234.41,15.973,15.8381333333,20.8669333333,14.7784666666,17.0327333333,18.5742,18.1502,12.9672666667,12.4663333333,20.0578,14.6434666667
234.78,17.8771333333,18.3054,23.2028666667,17.9701333333,19.4228,21.4898,20.6518666667,15.9404666667,15.7542666667,22.0482666667,17.7187333334
235.16,16.7839333333,16.7297333333,21.8787333333,16.8923333333,18.3738,20.3611333333,20.1804666667,15.0495333333,14.7604666666,21.2464,17.3982
235.54,18.7317333333,19.0230666667,24.1302666667,19.5030666667,21.0796666667,21.8682,22.7420666667,17.9262666667,17.5320666667,24.1302666667,20.0685666667
235.91,19.3804666667,20.4237333333,24.8409333333,20.2442666667,22.2328666667,22.9175333333,24.2379333333,19.3804,18.7936666667,25.7211333333,20.8474
236.29,19.8029333333,20.9524,24.7782666667,20.4597333333,22.5614666667,23.6782,24.532,19.6387333334,19.1789333333,26.2890666667,21.3956333333
236.66,19.0686,20.5391333333,24.5588,20.5392666667,21.8792666667,22.5488,23.3332,18.1044666667,18.3824,25.9477333333,20.6864
237.04,18.1464,20.244,23.1544666667,19.7234666667,21.2033333333,21.2356666667,22.9268666667,17.1868666667,17.1220666667,24.8292666667,20.7479333333
237.41,17.9474,19.9522666667,20.9228,18.7111333333,19.9204,20.5886,21.8775333333,16.5794,16.4518,22.5776666667,21.2650666667
237.79,16.3848,18.0264666667,18.0928666667,17.0146666667,17.6784666667,19.718,19.8175333333,13.7976666667,15.0413333333,19.3864,20.3731333333
238.17,13.7996,15.8548666667,13.5405333334,13.3852,14.2832666667,16.8738,17.0810666667,10.3973333333,11.7789333333,16.3214,17.8066333333
238.54,12.3142666666,16.0795333333,12.0899333333,12.0034666667,13.696,16.3903333333,16.632,9.06739999999,12.0034,15.8378,16.5456333333
238.92,8.90006666667,13.115,8.91679999999,8.0772,9.77326666665,12.9470666667,13.199,6.34773333334,9.2694,12.5776,12.8379
239.29,8.53399999999,13.3487333333,9.16673333333,8.14813333333,9.22839999999,12.2994,12.5925333333,6.08039999999,9.1512,11.9136666666,12.3456666667
239.67,6.70973333333,10.7183333333,6.96826666667,5.80453333333,7.29886666667,9.7988,10.7614666667,4.0948,7.18406666667,9.81313333334,10.5028
240.04,3.78546666667,6.87333333333,3.83733333333,2.66153333333,4.5608,6.9898,7.75193333334,1.05946666667,4.57366666667,6.09813333333,7.59036666666
240.42,3.1978,6.31626666667,3.75146666667,2.71186666667,4.03393333333,6.50840000001,7.14126666667,0.463133333332,4.53106666667,5.28813333333,7.3502
240.79,2.9094,5.0396,2.55426666667,1.60753333333,3.19526666667,5.68053333333,5.927,0.354999999999,3.67846666667,3.75746666667,6.45953333333
241.17,3.32466666667,4.71866666667,2.987,1.8874,3.1428,5.26406666667,5.8008,0.614666666667,3.619,3.41126666667,5.948
241.54,4.27146666667,5.155,3.9148,2.2326,4.0852,5.61246666667,6.24033333333,1.33333333333,4.52713333334,4.03093333333,6.72866666666
241.92,4.76293333333,5.25453333333,4.46786666667,3.00653333333,4.37646666667,5.76746666667,6.60353333334,1.8826,4.98073333333,4.6856,6.87386666667
242.29,5.16093333333,5.68846666667,5.55986666667,4.00913333333,5.0708,6.42846666666,7.085,2.9022,5.4376,5.24453333333,7.3552
242.67,5.94293333334,5.9732,5.9612,4.696,5.47446666667,6.78233333333,7.19593333333,3.61326666667,5.7056,5.83326666667,7.66426666667
243.05,5.8276,5.62046666667,5.8748,4.96453333333,5.331,6.5308,7.03906666667,3.40433333333,5.1834,5.79186666666,7.48823333334
243.42,5.70926666667,5.11173333333,5.46573333333,5.03053333333,5.14653333333,6.4404,6.916,3.52766666667,4.88546666667,5.4946,7.46446666666
243.80,5.42986666667,4.8432,5.10213333333,4.58433333333,4.504,6.33893333333,6.71266666667,3.35353333333,4.33133333333,5.03886666667,6.93419999999
244.17,5.95113333334,5.82046666667,5.9398,5.41173333333,5.16186666667,7.26286666667,7.28566666667,4.2362,4.9572,6.0306,7.60373333334
244.55,6.2912,6.16446666667,6.11493333333,5.46926666667,5.50226666667,7.32893333333,7.39526666667,4.6578,5.15993333333,6.44593333333,7.74
244.92,6.44853333333,6.82093333333,6.48046666667,5.67166666667,5.89526666667,7.47546666667,7.62973333333,4.8472,5.33666666666,7.1242,7.96223333333
245.30,6.5314,7.03206666667,6.31146666667,5.67566666667,6.046,7.7128,7.6828,5.17013333333,5.43546666666,7.4274,8.15553333334
245.67,6.177,6.68046666667,6.1908,5.44693333333,5.76113333333,7.697,7.44286666667,4.97573333333,5.31766666667,7.5122,7.8955
246.05,6.08626666667,6.86986666667,5.99753333333,4.9724,5.65013333333,7.54333333333,7.36553333333,4.73113333333,5.15446666667,7.60266666667,7.70003333333
246.42,5.5934,6.596,5.25153333333,4.50066666667,5.01173333333,7.00466666667,6.78853333333,4.1196,4.90966666667,7.04406666667,7.25816666666
246.79,4.68266666667,6.08746666667,4.54326666667,3.93826666667,4.4296,6.12406666667,6.2156,3.4396,4.45173333333,6.24146666667,6.76216666667
247.17,4.2818,5.90866666667,4.12253333333,3.44413333333,4.28173333333,5.69413333333,5.93973333333,2.8832,4.2298,5.89113333333,6.5783
247.54,4.37586666666,6.22846666667,4.32273333333,3.62206666667,4.57166666666,5.99273333333,6.1554,2.91833333333,4.4986,6.04906666666,6.78286666667
247.92,4.4282,6.37466666667,4.24986666667,3.63033333333,4.7396,6.11206666667,6.05686666667,2.8938,4.71033333333,6.07626666667,6.7784
