wavelength,Back_SalMamf,Belly_SalMamf,Breast_SalMamf,Crissum_SalMamf,Crown_SalMamf,DorTail_SalMamf,Patch10_SalMamf,Patch11_SalMamf,Patch12_SalMamf,Rump_SalMamf,Throat_SalMamf,WingTip_SalMamf
517.25,10.0262666667,30.526,17.7077333333,16.0108,6.98593333333,7.0894,8.66313333333,4.56766666667,42.0991333333,9.06207407407,23.8515333333,8.0168
517.60,10.0376666667,30.5537333333,17.7184666667,16.0356,6.97973333333,7.08883333333,8.64286666666,4.5396,42.1137333333,9.07414074074,23.887,8.0114
517.95,10.0785333333,30.6114666667,17.7502,16.0920666667,6.99973333333,7.1211,8.6538,4.54106666667,42.1623333334,9.10464444444,23.9401333333,8.01373333333
518.29,10.131,30.6660666667,17.795,16.1542,7.03513333333,7.17016666666,8.67500000001,4.56046666667,42.2195333333,9.14197037037,24.0138666667,8.03213333333
518.64,10.1572666667,30.6896666667,17.8167333333,16.1873333333,7.04846666667,7.201,8.67173333333,4.56633333333,42.2374,9.17612592592,24.0522666667,8.045
518.99,10.1765333333,30.7172666667,17.8268,16.2050666667,7.044,7.2258,8.66513333332,4.56073333333,42.2769333333,9.1847037037,24.0908,8.034
519.33,10.2007333333,30.7406,17.8439333333,16.242,7.06406666666,7.2545,8.66640000001,4.57126666666,42.3056666667,9.21544444445,24.136,8.04113333333
519.68,10.1864666667,30.7318666667,17.8269333333,16.247,7.03373333333,7.24223333333,8.63433333332,4.534,42.2500666667,9.20402962963,24.1211333333,8.008
520.02,10.2068666667,30.7646666667,17.8638666667,16.2904666667,7.05033333333,7.27156666667,8.65006666667,4.5298,42.3168,9.23005185185,24.1896666667,8.0188
520.37,10.2554666667,30.846,17.914,16.3454666667,7.08426666666,7.31976666666,8.68006666667,4.54446666667,42.3834666667,9.27394074073,24.2704666667,8.04766666667
520.72,10.2730666667,30.8912,17.9394,16.3744666667,7.0892,7.32476666667,8.68000000001,4.5332,42.4415333333,9.29231111112,24.3424666667,8.044
521.06,10.3038,30.9270666667,17.9566,16.4278666667,7.10126666667,7.3538,8.67473333333,4.53986666667,42.499,9.32943703703,24.3861333333,8.06026666667
521.41,10.3169333333,30.9490666667,17.9645333333,16.4643333333,7.105,7.36983333333,8.665,4.54206666667,42.5222,9.34573333334,24.4232,8.04413333333
521.75,10.3494,30.9810666667,17.9878,16.4968666667,7.11466666666,7.39983333333,8.66586666667,4.5438,42.5409333333,9.37456296297,24.4730666667,8.04993333333
522.10,10.3849333333,31.0383333333,18.0172666667,16.5438666667,7.13246666667,7.42713333333,8.67466666666,4.54573333333,42.5815333333,9.42193333333,24.5254666667,8.05686666667
522.45,10.4430666667,31.1222666667,18.0652,16.6091333333,7.17593333333,7.4756,8.70053333332,4.55873333333,42.6588666667,9.47451111112,24.5924,8.0816
522.79,10.5126,31.1934666666,18.1358,16.7044666666,7.22913333333,7.53933333333,8.73686666667,4.59273333333,42.7285333333,9.5665925926,24.685,8.13693333333
523.14,10.5522,31.2195333333,18.1719333333,16.7501333334,7.25486666667,7.5863,8.75206666666,4.6026,42.7326,9.60891851852,24.7379333333,8.1664
523.48,10.619,31.2979333333,18.2378666667,16.8344,7.30473333333,7.65493333333,8.79486666667,4.6406,42.8268666666,9.67451111112,24.8384,8.20493333333
523.83,10.6082666667,31.2856,18.2182,16.8461333333,7.278,7.63803333333,8.74953333333,4.60973333333,42.7804,9.66662222223,24.8340666667,8.1716
524.17,10.601,31.2784666667,18.1943333333,16.8436666667,7.25533333333,7.627,8.71886666667,4.5778,42.7402,9.65759999999,24.8233333333,8.1482
524.52,10.6192666667,31.2757333334,18.1992666667,16.8713333334,7.25546666667,7.6513,8.71366666667,4.57706666667,42.7081333334,9.66881481482,24.8478,8.15913333333
524.87,10.6069333333,31.2492666667,18.1874,16.8670666667,7.242,7.63856666667,8.689,4.54766666667,42.668,9.64717777777,24.8726,8.1326
525.21,10.6338666667,31.2731333333,18.2252666667,16.9158,7.25373333333,7.6712,8.69826666668,4.55413333333,42.7132,9.67702962963,24.9322666667,8.15726666667
525.56,10.6412666667,31.2791333333,18.2308666667,16.9515333333,7.26046666667,7.68836666667,8.69620000001,4.55793333333,42.7156666667,9.70039999999,24.9576,8.17486666667
525.90,10.6558,31.3156,18.2504666667,16.9956,7.25666666667,7.7092,8.68353333332,4.55166666667,42.7486666667,9.7058074074,25.017,8.178
526.25,10.6812666667,31.3743333333,18.2830666667,17.0532666667,7.261,7.72423333333,8.68980000001,4.55586666667,42.7977333333,9.72413333333,25.1032666667,8.17986666667
526.59,10.6773333333,31.3984666666,18.2932666667,17.0882666667,7.25173333333,7.72593333333,8.67719999999,4.5492,42.8319333334,9.71560740741,25.1537333333,8.163
526.94,10.7040666667,31.462,18.3264666667,17.1507333333,7.25693333333,7.74543333333,8.68760000001,4.55626666666,42.9061333333,9.73765185186,25.2308,8.16826666667
527.28,10.7232,31.5146,18.3518666667,17.1991333333,7.2652,7.75843333334,8.68966666667,4.55853333333,42.9530666667,9.75183703704,25.2954666667,8.17273333333
527.63,10.7580666667,31.571,18.393,17.2606,7.2878,7.79413333333,8.71099999999,4.58346666667,43.0053333333,9.78434074075,25.3743333333,8.19533333333
527.97,10.7876666667,31.6270666667,18.4372,17.3218,7.30766666667,7.82983333333,8.73406666666,4.60366666666,43.0727333333,9.81733333333,25.454,8.22193333333
528.32,10.8070666667,31.6817333333,18.4749333333,17.3662,7.31986666667,7.85506666667,8.74486666666,4.6156,43.1233333333,9.84440740739,25.5056,8.23373333333
528.66,10.8406,31.7272,18.5095333333,17.4127333333,7.33546666667,7.8867,8.77306666667,4.63826666667,43.1569333333,9.88076296295,25.5603333333,8.2562
529.01,10.8647333333,31.7628,18.5302666667,17.4395333333,7.35,7.90706666667,8.785,4.6508,43.179,9.89794814814,25.6032666667,8.2632
529.35,10.8884,31.8108,18.563,17.4814,7.36306666667,7.92756666667,8.79873333333,4.66206666667,43.2232,9.91565185184,25.6736666667,8.2652
529.70,10.8984,31.8424666667,18.5837333333,17.5172,7.37826666667,7.93886666666,8.81259999999,4.673,43.2501333333,9.93199259259,25.7256666666,8.26946666667
530.04,10.8933333333,31.8298666667,18.5883333333,17.5333333333,7.3774,7.94606666667,8.81026666666,4.67086666667,43.2370666667,9.94102962963,25.7494,8.26686666667
530.39,10.9175333333,31.8491333333,18.6018,17.5664,7.39046666667,7.96766666667,8.82019999999,4.68273333333,43.2204,9.96117777778,25.7953333333,8.28406666667
530.73,10.9254666667,31.8562,18.6152,17.5806666667,7.39126666667,7.9715,8.8046,4.66913333333,43.2046666667,9.96926666667,25.8316,8.27166666667
531.08,10.9379333333,31.8658666667,18.6293333333,17.6125333333,7.38953333333,7.9891,8.7994,4.666,43.2020666667,9.99215555555,25.8653333333,8.26886666667
531.42,10.9460666667,31.8872666667,18.6492666667,17.6526666667,7.39473333333,8.0063,8.79580000001,4.65333333333,43.2112666667,10.0077481481,25.9107333333,8.27446666667
531.77,10.9565333333,31.9104666667,18.6678666667,17.6908,7.4006,8.02413333333,8.79066666666,4.6528,43.2142,10.0119111111,25.9484,8.27366666667
532.11,10.9671333333,31.9223333333,18.6728666667,17.7328,7.40973333333,8.0282,8.79093333335,4.6458,43.2237333333,10.0186518518,25.9901333333,8.277
532.46,10.9762,31.9703333333,18.701,17.7796,7.4216,8.03906666667,8.78639999999,4.64553333333,43.2642,10.0326888889,26.0316666667,8.288
532.80,10.9931333333,32.0048666667,18.7248666667,17.827,7.42513333333,8.05206666667,8.79453333333,4.64866666667,43.2828666667,10.0614962963,26.0732,8.29993333333
533.15,10.9922666667,32.0029333333,18.7336,17.8556,7.41593333333,8.05063333333,8.79346666665,4.64093333333,43.2837333333,10.0654074074,26.0968666667,8.29653333333
533.49,11.0042,32.0255333333,18.7496,17.8892,7.41313333334,8.0653,8.7982,4.64453333333,43.3014,10.0820296296,26.1244666667,8.3076
533.84,11.0304,32.0914,18.7878666667,17.9384,7.42873333333,8.08933333333,8.81493333332,4.6534,43.3520666667,10.1029851852,26.1776,8.32
534.18,11.0435333333,32.1305333333,18.82,17.9735333333,7.43066666667,8.09933333333,8.8154,4.6434,43.3878666667,10.1136888889,26.2153333333,8.31866666667
534.52,11.0407333333,32.1536666667,18.8294,18.0152666667,7.4194,8.10656666667,8.8298,4.63986666666,43.4104,10.1210814815,26.2590666667,8.31793333333
534.87,11.0444,32.1713333333,18.8457333333,18.0488666667,7.4288,8.114,8.84353333335,4.64433333333,43.4088666667,10.1329555556,26.3216666667,8.33346666667
535.21,11.0675333333,32.2108,18.8766,18.0837333333,7.43933333334,8.12896666667,8.86886666666,4.66673333333,43.4202,10.1524,26.3768,8.3398
535.56,11.1024,32.2522,18.9096,18.1382666667,7.45253333333,8.14306666667,8.88820000001,4.6834,43.4537333333,10.1973037037,26.4533333333,8.34746666667
535.90,11.112,32.2834,18.9223333333,18.1698,7.45113333333,8.1548,8.89599999999,4.68453333333,43.4566666667,10.2101555555,26.5031333333,8.33686666667
536.25,11.141,32.3207333333,18.9528666667,18.2198666667,7.46153333333,8.17186666667,8.91606666665,4.69433333333,43.4914,10.2264740741,26.5798,8.34173333333
536.59,11.1634666667,32.3584666667,18.986,18.2670666667,7.47873333333,8.19653333333,8.92213333333,4.70726666667,43.5225333333,10.2344814815,26.6416666667,8.34973333333
536.93,11.2041333333,32.4389333333,19.0311333333,18.3238,7.5076,8.23233333333,8.93953333335,4.7242,43.5948,10.264637037,26.7247333333,8.37226666667
537.28,11.2372666667,32.4754666667,19.0641333333,18.371,7.5294,8.2433,8.94433333334,4.72646666667,43.6274666667,10.2833851852,26.8030666667,8.37873333333
537.62,11.2589333333,32.4714666667,19.072,18.3975333333,7.51593333333,8.25003333333,8.93473333335,4.72673333333,43.6277333334,10.2825629629,26.8359333333,8.378
537.97,11.259,32.4871333333,19.0813333333,18.4208666667,7.51173333333,8.2617,8.94433333335,4.72726666667,43.6124666667,10.2972,26.8928666667,8.36786666667
538.31,11.3034,32.5364,19.1289333333,18.4760666667,7.56046666666,8.30343333333,8.96006666668,4.75613333333,43.6162,10.3412962963,26.9506666667,8.41313333333
538.65,11.3381333333,32.5882,19.1638,18.5269333333,7.57266666667,8.32953333333,8.96433333334,4.75526666667,43.6499333333,10.3531407408,26.9960666667,8.42386666667
539.00,11.3646,32.6156,19.1950666667,18.586,7.57753333333,8.36093333333,8.97586666666,4.7548,43.6948,10.3712518518,27.0640666666,8.4564
539.34,11.3544,32.6021333333,19.1876666667,18.6028666667,7.5628,8.35443333333,8.95373333333,4.7392,43.6164666666,10.3512666667,27.0804,8.45586666667
539.69,11.3759333333,32.62,19.2168666666,18.6592,7.56226666667,8.3855,8.95866666667,4.73873333333,43.6744,10.3734518519,27.1450666667,8.4838
540.03,11.368,32.6108,19.2032666667,18.676,7.54466666667,8.3766,8.94373333334,4.72013333333,43.6368666667,10.3712740741,27.1488666666,8.46933333333
540.37,11.3683333333,32.6298666667,19.1934666667,18.7093333333,7.53133333333,8.37683333333,8.94133333333,4.70793333333,43.6349333333,10.3668666667,27.1973333333,8.4614
540.72,11.3698,32.6321333333,19.194,18.7378,7.5248,8.3784,8.94213333334,4.70606666667,43.6139333333,10.3659777778,27.225,8.46633333333
541.06,11.3712,32.6294,19.1942,18.7498666667,7.51713333333,8.38943333333,8.94560000001,4.7054,43.5882,10.3620814815,27.237,8.46373333333
541.40,11.3852666667,32.6751333333,19.2184,18.7994,7.533,8.40436666667,8.96840000001,4.71226666667,43.6334666667,10.3852,27.3078,8.47926666667
541.75,11.3966666667,32.6987333333,19.2252666667,18.8395333333,7.53973333333,8.41126666667,8.97706666667,4.7154,43.6621333333,10.3963555555,27.342,8.48606666667
542.09,11.3830666667,32.7052666667,19.2166,18.8510666667,7.51353333334,8.39686666667,8.96753333335,4.70406666667,43.6768,10.3777185185,27.3586666667,8.4594
542.43,11.3787333333,32.7145333333,19.2206,18.8721333333,7.5094,8.3913,8.97693333333,4.71226666667,43.6706,10.3783481481,27.3933333333,8.463
542.78,11.3754,32.7393333333,19.2302,18.898,7.50446666667,8.3833,8.97333333334,4.70826666667,43.6713333333,10.3766148148,27.4112666667,8.4444
543.12,11.3927333333,32.8024666667,19.2566,18.9385333333,7.5142,8.3988,9.00166666667,4.7112,43.7434,10.3994740741,27.4688666667,8.44906666667
543.46,11.3976,32.8308,19.2755333333,18.9514,7.52626666667,8.40483333333,9.02153333334,4.72166666667,43.7082666667,10.3999185185,27.4964,8.43933333333
543.81,11.4289333333,32.8798666667,19.3182666667,19.0054,7.5432,8.4295,9.0358,4.7362,43.7718,10.4124888889,27.5771333333,8.46026666667
544.15,11.4287333333,32.9230666666,19.3394666667,19.0326,7.54246666667,8.42963333333,9.03713333334,4.7288,43.8085333333,10.4186592593,27.616,8.46013333333
544.49,11.431,32.9391333333,19.3564666667,19.0622666667,7.54286666667,8.42026666667,9.04393333333,4.72313333333,43.8179333333,10.4282296296,27.6618666667,8.45553333333
544.84,11.428,32.9834,19.3944666667,19.1036,7.5324,8.42453333333,9.04733333334,4.71666666667,43.8693333333,10.4425259259,27.7185333333,8.45666666667
545.18,11.4213333333,33.019,19.424,19.1342666667,7.5202,8.4275,9.03373333335,4.71286666667,43.8898,10.4384074074,27.7392666667,8.4548
545.52,11.4378,33.0867333333,19.4744,19.1794666667,7.5284,8.44433333333,9.03806666667,4.7212,43.9691333333,10.4469185185,27.8164,8.46833333333
545.87,11.4672,33.15,19.5334666667,19.2518,7.55073333333,8.4751,9.06033333333,4.73253333333,44.0344,10.474,27.9,8.50233333333
546.21,11.4914666667,33.2000666667,19.5719333333,19.3096,7.5558,8.49626666667,9.06746666666,4.73246666667,44.0969333333,10.4980518519,27.9718666667,8.51953333333
546.55,11.524,33.2502,19.6072666667,19.3659333333,7.58166666667,8.5151,9.09006666667,4.759,44.168,10.5359851852,28.0659333333,8.5508
546.90,11.5282666667,33.2320666667,19.6050666667,19.3874,7.58133333333,8.51933333333,9.06980000001,4.75653333333,44.1745333333,10.5299259259,28.1026,8.53726666667
547.24,11.5405333333,33.2818666667,19.6288666667,19.4434666667,7.57846666667,8.524,9.06206666667,4.7556,44.2609333333,10.5443925926,28.1760666667,8.54386666667
547.58,11.5449333333,33.3696666667,19.6758,19.5117333333,7.58306666667,8.5498,9.09633333333,4.76453333333,44.3502,10.5846666667,28.2715333333,8.55173333334
547.92,11.5638,33.3985333333,19.7148666667,19.5608,7.5992,8.57183333333,9.11106666667,4.77526666667,44.4019333333,10.6022074074,28.3322666667,8.57146666667
548.27,11.5676,33.4944,19.7692666667,19.6222666667,7.6064,8.60293333333,9.12,4.785,44.4991333333,10.6242888889,28.4088666667,8.579
548.61,11.606,33.5643333333,19.8105333333,19.6933333333,7.641,8.63983333333,9.14600000001,4.808,44.5708666667,10.6503407407,28.495,8.60213333333
548.95,11.677,33.6482,19.8729333333,19.7838666667,7.68566666667,8.6875,9.19693333333,4.84193333333,44.6738,10.7008074074,28.628,8.63566666667
549.29,11.7022,33.6708,19.9139333334,19.8403333333,7.7042,8.69566666667,9.21380000001,4.82713333333,44.7116,10.7297851852,28.6952,8.65453333333
549.64,11.7100666667,33.7147333333,19.9439333333,19.875,7.7234,8.7215,9.22246666667,4.84226666667,44.7497333333,10.7522444444,28.7866666666,8.65413333333
549.98,11.7210666667,33.7572,19.983,19.9372666667,7.74293333333,8.75046666667,9.23026666667,4.8596,44.7776,10.7708444444,28.8351333333,8.65586666667
550.32,11.7215333333,33.7780666667,20.0168666667,19.9916666666,7.7368,8.76073333333,9.22313333333,4.84826666667,44.7796,10.7724,28.8984,8.66133333333
550.66,11.7517333333,33.8634666667,20.106,20.0849333333,7.76513333333,8.78450000001,9.27620000001,4.87366666667,44.8648,10.8173407407,28.9991333333,8.7066
551.01,11.7803333333,33.907,20.1382,20.1402,7.7804,8.80123333333,9.29126666668,4.88146666667,44.8993333333,10.8261259259,29.0687333333,8.7192
551.35,11.7548666667,33.8402,20.1086666666,20.1219333333,7.76993333333,8.77423333333,9.25193333333,4.86133333333,44.7974,10.7902518518,29.0276,8.71926666667
551.69,11.752,33.8348,20.1310666667,20.1455333334,7.765,8.77256666666,9.25993333333,4.85533333333,44.7822,10.8061185185,29.069,8.7242
552.03,11.77,33.8452,20.1384,20.1826666667,7.75826666667,8.77633333334,9.25186666668,4.84193333333,44.7999333333,10.8105777778,29.125,8.71706666667
552.38,11.7594,33.8691333333,20.1356666667,20.2290666667,7.72633333333,8.73986666667,9.22473333332,4.80906666666,44.8229333333,10.8036814815,29.1691333333,8.68753333333
552.72,11.7361333333,33.8847333333,20.1216666667,20.2387333333,7.70226666667,8.72146666667,9.19853333333,4.79333333333,44.8062,10.794762963,29.1721333333,8.6908
553.06,11.7338666667,33.8991333333,20.1024666667,20.2641333333,7.68033333333,8.72243333334,9.18606666668,4.81126666667,44.7752,10.7863925926,29.1890666667,8.68846666667
