wavelength,Back_ThlFulf,Belly_ThlFulf,Breast_ThlFulf,Crissum_ThlFulf,Crown_ThlFulf,DorTail_ThlFulf,Rump_ThlFulf,Throat_ThlFulf,WingTip_ThlFulf
347.81,6.43044444444,24.594,16.9574444445,16.8404444444,5.59344444444,10.3513333333,9.55516666668,12.8863333333,11.0384444445
348.18,6.32255555556,24.3584444444,16.933,16.556,5.299,10.0161111111,9.27998888889,12.5783333333,10.7528888889
348.54,6.25333333333,24.2992222222,17.0013333333,16.4277777778,5.13822222222,9.9052777778,9.20861111109,12.3901666667,10.7031111111
348.91,6.13266666667,24.53,16.9035555556,16.2485555555,5.22977777778,9.91427777777,9.08812222222,12.4941666666,10.7331111111
349.27,5.84477777778,24.309,16.7065555556,15.9461111111,4.90511111111,9.62983333332,8.75805555555,12.2518333333,10.4401111111
349.64,5.76233333333,24.3891111111,16.692,15.9316666667,4.83344444444,9.52655555556,8.72941111111,12.3235,10.5698888889
350.00,5.70833333333,24.4144444445,16.7908888889,15.7851111111,4.75055555556,9.61227777779,8.7634,12.3805,10.5321111111
350.37,5.77644444445,24.3546666667,17.08,15.897,4.79211111111,9.6693888889,8.95744444445,12.4833333334,10.663
350.73,5.66877777778,24.3638888889,16.9556666667,16.0387777778,4.76722222222,9.63344444443,8.78777777778,12.5211666667,10.621
351.10,5.44811111111,24.1691111111,16.9945555556,15.8163333333,4.58688888889,9.48172222221,8.64236666667,12.5431666667,10.3368888889
351.46,5.19422222222,23.9084444445,16.8177777778,15.6507777778,4.33244444444,9.20572222222,8.44543333333,12.2475,10.1631111111
351.83,5.332,24.1252222222,17.1601111111,15.8792222222,4.36977777778,9.37683333333,8.5474,12.2726666667,10.2655555556
352.19,5.37377777778,24.4182222222,17.2907777778,16.0334444444,4.44377777778,9.43894444446,8.78127777778,12.3181666667,10.2326666667
352.55,5.34522222222,24.5464444444,17.2823333333,16.0961111111,4.33633333333,9.44894444446,8.77048888889,12.2435,9.93100000001
352.92,5.58377777778,24.7055555556,17.4743333333,16.4337777778,4.44566666667,9.68699999999,9.16086666666,12.4476666667,9.99955555554
353.28,6.01033333333,25.0996666667,17.755,16.761,4.87688888889,9.97033333333,9.39241111111,12.8128333333,10.248
353.65,6.10722222222,25.2432222222,17.7944444444,17.0147777778,5.087,10.1882777778,9.49252222221,12.8535,10.4805555556
354.01,6.408,25.6313333333,18.142,17.4198888889,5.35455555556,10.4171666667,9.71063333333,13.0436666667,10.9326666667
354.38,6.34433333333,25.7567777778,18.094,17.4694444445,5.366,10.495,9.53082222221,13.1,10.9938888889
354.74,6.24444444444,25.7526666667,18.0345555555,17.2812222222,5.11711111111,10.3894444444,9.43291111112,12.7938333334,10.9516666667
355.11,6.29722222222,25.9882222222,18.0538888889,17.3244444444,5.14344444445,10.3925,9.45322222224,12.8211666667,11.03
355.47,6.25788888889,26.2353333333,18.1828888889,17.4247777778,5.12611111111,10.5106666667,9.55396666664,12.9373333334,10.9813333333
355.83,6.39177777778,26.3177777778,18.2224444444,17.5235555555,5.22177777778,10.5518888889,9.64985555556,13.2376666667,11.0954444444
356.20,6.655,26.562,18.5634444444,17.7611111111,5.45811111111,10.8328888889,9.76245555554,13.5466666667,11.4324444444
356.56,6.61155555555,26.5178888889,18.7178888889,17.8467777778,5.55688888889,10.8444444444,9.79384444442,13.7145,11.6048888889
356.93,6.59888888889,26.5365555556,18.8763333333,17.7832222222,5.47122222222,10.6937222222,9.78130000001,13.5953333333,11.6795555556
357.29,6.50066666667,26.4791111111,18.8357777778,17.7032222222,5.33177777778,10.6853888889,9.76317777778,13.5893333333,11.8086666667
357.66,6.52555555555,26.3853333333,18.9557777778,17.5447777778,5.25577777778,10.5163888889,9.83161111112,13.6256666667,11.5381111111
358.02,6.65522222222,26.4564444444,18.9282222222,17.6114444444,5.37988888889,10.7045,9.95583333333,13.8253333333,11.6194444444
358.38,6.67722222222,26.4384444445,18.894,17.5408888889,5.38766666667,10.5347222222,10.0346444444,13.728,11.461
358.75,6.77844444445,26.4303333333,18.9555555555,17.6471111111,5.46311111111,10.4923333333,10.0986,13.8693333333,11.3673333333
359.11,6.675,26.4335555556,18.8881111111,17.6573333333,5.27177777778,10.3222222222,10.0809888889,13.76,11.2091111111
359.48,6.62277777778,26.4567777778,18.8992222222,17.5315555556,5.18055555556,10.1418888889,9.97031111112,13.6888333334,11.1303333333
359.84,6.76322222222,26.6408888889,19.0028888889,17.679,5.32088888889,10.2206666667,9.9869777778,13.7736666666,11.261
360.20,6.75322222222,26.7235555556,18.8507777778,17.6115555555,5.26755555556,10.1539444445,9.99447777777,13.7468333334,11.2282222222
360.57,6.82011111111,26.9222222222,18.8083333333,17.6066666667,5.27444444444,10.193,10.0183,13.7228333333,11.2764444444
360.93,6.86255555556,27.2023333333,18.917,17.7562222222,5.26088888889,10.2814444444,10.0289777778,13.7446666667,11.215
361.29,6.86966666666,27.2955555555,19.0184444444,17.8298888889,5.19988888889,10.1726111111,10.1214555555,13.6893333333,11.1941111111
361.66,6.92366666667,27.4098888889,19.1525555555,17.8988888889,5.18211111111,10.1872222222,10.1040333333,13.7521666667,11.2265555556
362.02,6.92511111111,27.4663333333,19.2305555556,18.0084444445,5.13166666667,10.1462222222,10.0883555555,13.6255,11.1202222222
362.39,7.04055555556,27.6332222222,19.5561111111,18.1553333333,5.206,10.3310555555,10.2718666667,13.8515,11.1606666667
362.75,6.98166666667,27.8355555555,19.4795555556,18.2427777778,5.14122222222,10.2877777778,10.2692777778,13.7878333334,11.104
363.11,7.16977777778,28.061,19.782,18.4805555555,5.37133333333,10.5765555556,10.4127,14.0376666667,11.3255555556
363.48,7.143,28.118,19.8923333333,18.6746666667,5.42677777778,10.6411111111,10.5231444444,14.0283333333,11.2852222222
363.84,7.08611111111,28.1062222222,19.8971111111,18.6522222222,5.343,10.6487777778,10.5147777778,13.9735,11.1954444444
364.20,7.02,28.0592222222,19.9955555555,18.6195555556,5.18844444444,10.5243333333,10.4584555556,13.8218333333,11.0368888889
364.57,7.23266666667,28.0728888889,20.2711111111,18.8643333333,5.35522222222,10.6855,10.5985444445,14.0188333333,11.2002222222
364.93,7.33188888889,27.9594444444,20.2585555556,18.9408888889,5.51844444445,10.7811666667,10.6493111111,14.1981666666,11.3003333333
365.29,7.24666666667,28.0991111111,20.2513333333,18.9032222222,5.52288888889,10.8195,10.6096222222,14.271,11.1251111111
365.66,7.47277777778,28.5287777778,20.3117777778,19.2148888889,5.81055555555,11.1190555555,10.7299111111,14.5301666667,11.3233333333
366.02,7.42266666667,28.4241111111,20.3035555555,19.1084444444,5.82,11.0396666667,10.7165222222,14.552,11.2602222222
366.38,7.352,28.4736666667,20.0584444445,19.0914444444,5.65122222222,11.0063888889,10.5026333333,14.4203333333,11.1988888889
366.75,7.38488888889,28.4734444444,20.1263333333,19.0726666667,5.65422222222,11.0442222222,10.5736666667,14.4513333334,11.2488888889
367.11,7.39477777778,28.517,20.0766666667,19.0427777778,5.66233333333,10.9386111111,10.655,14.4155,11.2791111111
367.47,7.46844444445,28.463,20.0178888889,18.9038888889,5.61233333333,10.8934444444,10.6183888889,14.4493333334,11.3062222222
367.84,7.4,28.4593333333,20.066,18.813,5.58555555556,10.8154444444,10.5809333333,14.3735,11.2348888889
368.20,7.41544444445,28.5913333333,20.1912222222,18.8826666667,5.64455555555,10.8670555555,10.6459777778,14.4578333333,11.2932222222
368.56,7.36988888889,28.741,20.2397777778,18.911,5.61166666667,10.7866111111,10.6969777778,14.4783333334,11.2948888889
368.93,7.11688888889,28.5474444444,20.0973333333,18.7137777778,5.43155555556,10.4565,10.5272555555,14.2138333333,11.0151111111
369.29,7.31988888889,28.6407777778,20.3634444445,18.9752222222,5.63788888889,10.6395,10.6854333333,14.3103333334,11.1984444445
369.65,7.15844444444,28.4385555556,20.3517777778,18.8702222222,5.50122222222,10.4869444444,10.6489777778,14.1035,11.1504444444
370.01,7.31388888889,28.7448888889,20.5198888889,19.073,5.63311111111,10.6870555555,10.7787555556,14.3811666666,11.3193333333
370.38,7.48566666667,28.8591111111,20.5228888889,19.1953333333,5.87722222222,10.7032777778,10.9559,14.4953333334,11.4636666667
370.74,7.64555555556,28.9825555556,20.7808888889,19.3203333333,6.05677777778,10.8695555555,11.0505222222,14.7778333333,11.5767777778
371.10,7.69155555556,29.0005555555,20.6901111111,19.2793333333,5.96577777778,10.8804444444,11.0055666667,14.8411666667,11.5632222222
371.46,7.80344444444,29.1432222222,20.804,19.4577777778,6.05344444444,10.8602222222,11.0193222222,14.7966666667,11.6257777778
371.83,8.01077777778,29.2705555556,21.02,19.7087777778,6.21022222222,10.9808333333,11.1880111111,15.046,11.7918888889
372.19,7.96822222222,29.4385555555,20.9855555555,19.777,6.21855555556,11.0176111111,11.1571777778,15.1698333333,11.8553333333
372.55,7.956,29.4772222222,20.9931111111,19.7828888889,6.303,11.1207222222,11.1782444444,15.2471666666,11.8904444444
372.92,8.191,29.9865555556,21.2502222222,20.0534444444,6.47488888889,11.3615,11.3553111111,15.4813333334,12.0961111111
373.28,8.26788888889,30.0994444444,21.1637777778,20.0742222222,6.39422222222,11.3518888889,11.3484333333,15.5128333334,12.0672222222
373.64,8.52888888889,30.4504444445,21.4436666667,20.3464444444,6.55511111111,11.5730555556,11.5343333333,15.8006666666,12.1846666667
374.00,8.69055555556,30.6525555556,21.6795555556,20.4672222222,6.59433333333,11.6382777778,11.6848555555,15.8415,12.2518888889
374.37,8.49433333333,30.5916666667,21.7858888889,20.4205555556,6.471,11.4912777778,11.5913777778,15.7456666667,12.0933333333
374.73,8.35133333333,30.541,21.7051111111,20.3933333333,6.42288888889,11.3759444445,11.5236888889,15.646,12.0364444445
375.09,8.56922222222,30.8271111111,22.0415555556,20.6934444444,6.70211111111,11.6113333333,11.7315555555,15.9363333333,12.2387777778
375.45,8.72977777778,31.1331111111,22.1765555555,20.9376666666,6.81755555555,11.8897777778,11.9424,16.2553333334,12.3662222222
375.81,8.76755555556,31.1988888889,22.2408888889,21.0084444445,6.85411111111,11.9948888889,12.0175444444,16.335,12.4191111111
376.18,9.00211111111,31.2643333333,22.4426666667,21.2054444445,7.06344444444,12.1271666667,12.2751555556,16.4063333333,12.5773333333
376.54,9.02122222222,31.4894444444,22.4502222222,21.2821111111,6.97555555555,12.0847777778,12.2447888889,16.3148333334,12.53
376.90,8.90466666667,31.3663333333,22.4827777778,21.1897777778,6.88944444444,11.9385555556,12.2384222222,16.271,12.5197777778
377.26,8.75722222222,31.2951111111,22.5265555556,21.1958888889,6.82844444444,11.9270555556,12.2037111111,16.2503333333,12.4196666667
377.63,8.64655555556,31.1353333333,22.4477777778,21.1224444445,6.74455555556,11.8216666667,12.0944111111,16.1378333334,12.3551111111
377.99,8.44288888889,31.0822222222,22.2422222222,20.9934444444,6.66111111111,11.6408888889,11.9561333333,15.9808333333,12.1908888889
378.35,8.59066666667,31.319,22.4338888889,21.1068888889,6.79277777778,11.8031111111,12.0569555555,16.1326666667,12.3165555556
378.71,8.72511111111,31.6222222222,22.6078888889,21.215,6.82488888889,11.9027777778,12.2048222222,16.2551666666,12.4155555555
379.07,8.65288888889,31.5188888889,22.4981111111,21.1764444444,6.72655555556,11.8189444444,12.1055222222,16.1325,12.2162222222
379.44,8.63511111111,31.6134444445,22.5595555556,21.1708888889,6.74277777778,11.7865555556,12.1085888889,16.1153333334,12.1472222222
379.80,8.56155555556,31.6332222222,22.4532222222,21.1188888889,6.66944444445,11.6438333333,12.0268444444,15.9843333334,12.0722222222
380.16,8.60522222222,31.7697777778,22.5713333333,21.2206666667,6.73533333333,11.7356666667,12.0889,16.141,12.1245555555
380.52,8.76822222222,31.8533333333,22.6858888889,21.3397777778,6.88911111111,11.8005555555,12.2335444444,16.3335,12.2456666667
380.88,9.01933333333,32.1106666667,22.7845555555,21.581,7.10788888889,12.0788888889,12.4258,16.5191666667,12.4217777778
381.24,9.29288888889,32.3704444445,22.9786666667,21.7386666666,7.35244444445,12.1965,12.6067,16.6381666667,12.7023333333
381.61,9.27111111111,32.5277777778,23.0032222222,21.7147777778,7.28211111111,12.1363333333,12.6069666666,16.6733333334,12.6293333333
381.97,9.29288888889,32.6135555556,23.1171111111,21.8118888889,7.27244444444,12.2123333333,12.6748888889,16.786,12.6935555556
382.33,9.37266666667,32.8652222222,23.2435555556,21.9861111111,7.29977777778,12.287,12.7887,16.991,12.8327777778
382.69,9.44677777778,32.878,23.2966666667,22.0246666667,7.31911111111,12.2961111111,12.7332222222,17.005,12.8327777778
383.05,9.46433333333,33.0055555555,23.3681111111,22.1342222222,7.39444444444,12.3338333333,12.7753222222,17.0673333333,12.926
383.41,9.48077777778,33.1373333333,23.4347777778,22.2521111111,7.41333333333,12.3829444444,12.7885888889,17.1138333334,12.9934444445
383.77,9.56833333333,33.2568888889,23.5154444444,22.308,7.41,12.4411666667,12.7936777778,17.1153333334,12.926
384.14,9.543,33.2307777778,23.39,22.2945555556,7.34022222222,12.3481666667,12.7297555556,17.0101666667,12.8056666667
384.50,9.55433333333,33.3033333333,23.4862222222,22.3363333333,7.31577777778,12.458,12.7379111111,16.9835,12.7625555556
384.86,9.528,33.2622222222,23.5278888889,22.3073333333,7.27233333333,12.4363888889,12.6820555556,17.0086666667,12.6891111111
385.22,9.50966666665,33.4746666667,23.5723333333,22.3997777778,7.25933333334,12.4639444444,12.7171888889,17.1256666667,12.6713333333
385.58,9.46166666667,33.5118888889,23.6052222222,22.4798888889,7.28811111111,12.4618888889,12.7832222222,17.1446666667,12.7394444444
385.94,9.56000000001,33.6498888889,23.674,22.6157777778,7.42055555556,12.5075555556,12.8318555556,17.178,12.8533333333
386.30,9.55733333332,33.5176666667,23.5688888889,22.5497777778,7.35566666667,12.457,12.7698888889,17.038,12.7462222222
386.66,9.526,33.5542222222,23.5804444444,22.6205555556,7.38433333333,12.4494444444,12.8266777778,17.0305,12.7384444444
387.03,9.42477777778,33.6204444445,23.5961111111,22.4565555556,7.23344444444,12.3491666667,12.7598888889,16.8848333333,12.604
387.39,9.51311111111,33.7448888889,23.6385555556,22.4624444444,7.23344444444,12.3535555555,12.7848555555,16.9235,12.6404444445
387.75,9.47522222222,33.907,23.7775555555,22.598,7.29744444444,12.4206111111,12.9212333333,17.0116666667,12.7754444444
388.11,9.39211111111,34.0715555556,23.779,22.537,7.22355555555,12.3825,12.8614444444,16.9771666666,12.6894444444
388.47,9.30377777778,34.0697777778,23.745,22.487,7.11155555555,12.1566666667,12.8378888889,16.9278333334,12.6194444444
388.83,9.30611111111,34.1927777778,23.7761111111,22.5258888889,7.07555555556,12.1219444444,12.8207888889,16.9111666667,12.6393333333
389.19,9.17744444444,34.1627777778,23.6977777778,22.3798888889,6.89833333333,12.0112777778,12.7107777778,16.7798333333,12.4624444444
389.55,9.24844444445,34.2392222222,23.6852222222,22.4414444444,6.891,12.1027777778,12.6640555555,16.8508333333,12.4785555556
389.91,9.23388888889,34.324,23.7454444444,22.4313333334,6.81922222222,12.0718888889,12.6662,16.8651666666,12.406
390.27,9.17922222222,34.3444444444,23.7833333333,22.3942222222,6.76233333333,12.0090555556,12.6626555556,16.8091666667,12.3681111111
390.63,9.16288888889,34.5445555555,23.7698888889,22.4462222222,6.77011111111,11.9991666667,12.6824111111,16.8785,12.3721111111
391.00,9.28366666667,34.6771111111,23.9116666667,22.618,6.87488888889,12.0737222222,12.8086777778,17.0206666667,12.4962222222
391.36,9.24633333334,34.6693333333,23.9697777778,22.6618888889,6.86588888889,12.0657222222,12.8464555556,17.0585,12.4602222222
391.72,9.34344444444,34.8603333333,24.0363333333,22.7471111111,6.91777777778,12.1224444445,12.9019111111,17.143,12.5188888889
392.08,9.43411111111,34.8904444444,24.1307777778,22.9156666667,6.972,12.1823888889,12.9715888889,17.2268333333,12.6163333333
392.44,9.39888888889,34.9583333333,24.124,22.9397777778,6.96466666666,12.2247777778,12.9220888889,17.249,12.6307777778
392.80,9.289,34.9466666667,24.0863333333,22.9071111111,6.88766666667,12.1585,12.8759666667,17.2263333333,12.5463333333
393.16,9.47244444444,35.0445555556,24.2946666667,23.1192222222,7.04444444444,12.3201111111,13.0113666667,17.3705,12.7184444444
393.52,9.53766666667,35.2002222222,24.4646666667,23.1718888889,7.13244444445,12.3052222222,13.1253777778,17.3816666667,12.7698888889
393.88,9.53388888889,35.2463333333,24.5065555556,23.2222222222,7.12355555556,12.3002222222,13.0996111111,17.3658333334,12.7761111111
394.24,9.58922222221,35.4656666667,24.5807777778,23.3822222222,7.20744444444,12.3496111111,13.1318666667,17.4971666667,12.9058888889
394.60,9.77155555556,35.6758888889,24.7654444444,23.579,7.35877777778,12.5060555555,13.2750444445,17.6643333333,13.1174444444
394.96,9.80788888888,35.8803333333,24.8111111111,23.7305555556,7.37388888889,12.5620555556,13.3121,17.6748333334,13.1768888889
395.32,9.86144444445,36.0547777778,24.8868888889,23.8014444444,7.41488888889,12.6076111111,13.3763111111,17.6881666667,13.2318888889
395.68,9.79211111112,36.0206666667,24.8127777778,23.7765555556,7.33577777778,12.535,13.2655333333,17.656,13.1244444444
396.04,9.77622222223,36.0901111111,24.8321111111,23.7658888889,7.34233333333,12.5032222222,13.2591,17.7001666666,13.135
396.40,9.79955555554,36.1377777778,24.8715555556,23.847,7.373,12.5198888889,13.2797,17.6765,13.141
396.76,9.82033333335,36.241,24.9331111111,23.9196666667,7.40177777778,12.5199444445,13.3220111111,17.6436666666,13.1102222222
397.12,9.78166666668,36.3557777778,24.9546666667,23.9557777778,7.41922222222,12.4585555556,13.3619,17.698,13.1164444445
397.48,9.71766666666,36.3871111111,24.9517777778,23.9261111111,7.35055555556,12.4425,13.3748111111,17.7143333333,13.0496666667
397.84,9.79644444444,36.576,25.0388888889,24.0415555556,7.42955555555,12.5967777778,13.5166888889,17.8733333333,13.1138888889
398.20,9.79588888888,36.5782222222,25.1087777778,24.0788888889,7.44766666667,12.5921111111,13.5519,17.8795,13.0641111111
398.56,9.60122222223,36.4487777778,25.0757777778,23.8635555556,7.28433333333,12.4261666667,13.4325555555,17.7083333333,12.8535555555
398.92,9.58866666665,36.3266666667,25.0703333333,23.8468888889,7.25522222222,12.3517777778,13.4459777778,17.752,12.8195555556
399.28,9.55044444445,36.1813333333,25.0735555555,23.7941111111,7.20388888889,12.2933333333,13.3758333333,17.6556666666,12.7307777778
399.64,9.61633333332,36.2444444444,25.1713333333,23.8417777778,7.24177777778,12.3225555556,13.4145111111,17.6801666666,12.7811111111
400.00,9.59044444445,36.283,25.291,23.8271111111,7.16255555555,12.2988888889,13.4285555556,17.6171666667,12.7376666667
400.36,9.733,36.4953333333,25.4478888889,24.0244444445,7.261,12.4311111111,13.5993444444,17.8463333333,12.8242222222
400.72,9.759,36.7526666667,25.6096666667,24.1862222222,7.27277777778,12.4783888889,13.6863,17.9496666667,12.9094444445
401.08,9.71122222222,36.7578888889,25.5391111111,24.1626666667,7.18144444444,12.45,13.5671444444,17.8445,12.8177777778
401.44,9.73333333333,37.0101111111,25.6705555556,24.347,7.24644444444,12.4765,13.5889444444,17.8745,12.873
401.80,9.68822222223,36.9972222222,25.7013333333,24.3311111111,7.18166666667,12.3851111111,13.5076555556,17.8326666666,12.8275555556
402.16,9.66811111112,37.025,25.6837777778,24.2863333333,7.092,12.341,13.4694444444,17.7645,12.7825555555
402.52,9.70333333332,37.0372222222,25.6507777778,24.3178888889,7.05944444445,12.3771666667,13.4489888889,17.7768333333,12.7107777778
402.88,9.63644444446,37.0775555555,25.5942222222,24.2902222222,7.00288888889,12.3289444444,13.3791,17.7196666666,12.6471111111
403.24,9.64122222222,37.3181111111,25.6598888889,24.4266666667,7.07855555555,12.3881666667,13.4446666667,17.8486666667,12.7467777778
403.60,9.66066666665,37.422,25.7685555555,24.555,7.15722222222,12.4115,13.5770444444,17.9751666666,12.8146666667
403.95,9.8378888889,37.7024444445,25.9262222222,24.8214444444,7.36488888889,12.6092777778,13.7599777778,18.2111666667,12.9901111111
404.31,9.87799999999,37.791,26.0521111111,24.818,7.417,12.6457222222,13.7776222222,18.2215,13.0247777778
404.67,9.93466666668,37.7364444445,26.0116666667,24.8328888889,7.42455555556,12.6542222222,13.7763111111,18.2221666666,13.0026666667
405.03,10.0191111111,37.8602222222,26.1758888889,24.967,7.51111111111,12.7062222222,13.8810333333,18.3523333334,13.0492222222
405.39,10.0702222222,37.8883333333,26.176,25.0055555556,7.47311111111,12.7635555556,13.9081555555,18.3713333334,13.0203333333
405.75,10.108,37.9032222222,26.1701111111,25.0616666666,7.51444444444,12.7722222222,13.9797777778,18.3836666667,13.0338888889
406.11,10.2457777778,38.1182222222,26.3442222222,25.2401111111,7.63622222222,12.9010555556,14.129,18.5735,13.0843333333
406.47,10.3454444444,38.3206666667,26.5372222222,25.457,7.72188888889,12.9736666667,14.2977111111,18.6445,13.236
406.83,10.4188888889,38.5117777778,26.6714444444,25.558,7.77355555556,13.0834444444,14.4087111111,18.7373333334,13.242
407.19,10.4453333333,38.5132222222,26.6694444444,25.5396666667,7.77788888889,13.1007222222,14.4367111111,18.7601666667,13.2243333333
407.55,10.4368888889,38.6025555556,26.7173333333,25.5591111111,7.71877777778,13.1406666667,14.4140666667,18.739,13.1803333333
407.90,10.3361111111,38.5926666667,26.694,25.4963333333,7.60822222222,13.0206111111,14.3241555555,18.6211666666,13.0488888889
408.26,10.3297777778,38.6908888889,26.7081111111,25.5637777778,7.56777777778,13.0166666667,14.3412222222,18.6476666667,13.0221111111
408.62,10.3906666666,38.9171111111,26.8178888889,25.6697777778,7.62644444444,13.0772222222,14.4044222222,18.7366666667,13.1268888889
408.98,10.376,39.0555555556,26.8278888889,25.6713333334,7.60844444444,13.1131666667,14.4347111111,18.7953333334,13.1375555555
409.34,10.4557777778,39.2693333333,26.9806666667,25.8053333333,7.736,13.2045555555,14.5777111111,18.9391666666,13.2781111111
409.70,10.5192222222,39.5183333333,27.1116666667,25.8936666667,7.80711111111,13.247,14.6527222222,19.039,13.3845555555
410.06,10.477,39.5463333333,27.0931111111,25.9086666667,7.78233333333,13.2272222222,14.6467555556,19.0341666667,13.4385555556
410.42,10.4385555556,39.5331111111,27.0442222222,25.8553333333,7.72622222222,13.1604444444,14.5284777778,19.0858333334,13.3781111111
410.77,10.542,39.6824444444,27.1861111111,25.9763333333,7.83811111111,13.267,14.6376666667,19.201,13.5522222222
411.13,10.56,39.835,27.269,26.087,7.83088888889,13.2703333333,14.6482777778,19.219,13.5796666667
411.49,10.5494444444,39.8697777778,27.2364444444,26.0784444444,7.83166666667,13.2382777778,14.6089666667,19.2033333334,13.5736666667
411.85,10.5878888889,39.9554444444,27.2626666667,26.1147777778,7.83177777778,13.2964444444,14.6499,19.3141666666,13.6661111111
412.21,10.5108888889,39.9944444444,27.1736666667,26.0968888889,7.72588888889,13.1798333333,14.5833111111,19.2506666666,13.6043333333
412.57,10.4683333333,40.0271111111,27.1898888889,26.1562222222,7.69344444444,13.1326111111,14.6159666667,19.3193333333,13.6117777778
412.92,10.477,40.013,27.182,26.1802222222,7.706,13.1283333333,14.6097111111,19.2556666667,13.6125555555
413.28,10.5021111111,40.0025555556,27.1651111111,26.1846666667,7.72911111111,13.0672777778,14.5846333333,19.2753333333,13.635
413.64,10.5184444444,40.032,27.1634444444,26.2622222222,7.70155555556,13.1021666667,14.5864888889,19.2888333333,13.5847777778
414.00,10.5047777778,40.1383333333,27.2385555556,26.2946666667,7.68444444445,13.0648333333,14.5788555556,19.2571666667,13.5315555555
414.36,10.5288888889,40.3897777778,27.294,26.3848888889,7.74166666667,13.0872777778,14.6327888889,19.2836666666,13.5657777778
414.72,10.5187777778,40.4244444445,27.2246666667,26.4188888889,7.72,13.0521111111,14.6017666667,19.2521666667,13.5006666667
415.07,10.5518888889,40.5118888889,27.3442222222,26.4911111111,7.75577777778,13.0921666667,14.6938888889,19.361,13.5525555556
415.43,10.5691111111,40.6278888889,27.3718888889,26.5548888889,7.74966666667,13.1012777778,14.7305,19.4248333334,13.5396666667
415.79,10.6143333333,40.7071111111,27.422,26.6234444444,7.79533333334,13.13,14.7241444445,19.4285,13.5496666667
416.15,10.6876666667,40.8206666667,27.535,26.725,7.932,13.2311111111,14.8119222222,19.5581666667,13.6477777778
416.51,10.7097777778,40.8985555556,27.597,26.7435555556,7.94155555556,13.2696111111,14.8196222222,19.5496666667,13.5857777778
416.86,10.6845555555,40.9453333333,27.6444444444,26.8082222222,7.92833333333,13.2401111111,14.8163666667,19.5865,13.6284444444
417.22,10.6703333333,40.9908888889,27.6873333333,26.8232222222,7.89011111111,13.2825555555,14.7814333333,19.585,13.5602222222
417.58,10.6391111111,41.0348888889,27.7237777778,26.8193333333,7.84488888889,13.2323333333,14.782,19.5776666666,13.5238888889
417.94,10.6518888889,41.1083333333,27.7647777778,26.8945555555,7.88255555555,13.2891111111,14.8305444444,19.638,13.5491111111
418.29,10.6566666667,41.0716666667,27.7918888889,26.8871111111,7.86244444445,13.3007222222,14.8201111111,19.6538333334,13.5348888889
418.65,10.636,41.1188888889,27.8656666667,26.9093333333,7.83166666667,13.2346666667,14.8109444445,19.6681666667,13.5323333333
419.01,10.6372222222,41.201,27.8485555556,26.957,7.81755555556,13.2192777778,14.7978777778,19.693,13.5052222222
419.37,10.6553333333,41.2543333333,27.8934444444,27.0042222222,7.81855555556,13.2250555556,14.8162666667,19.7145,13.5006666667
419.73,10.6056666667,41.3248888889,27.9015555555,27.0135555556,7.768,13.197,14.8187111111,19.7088333334,13.4624444444
420.08,10.6044444444,41.362,27.8843333333,27.0048888889,7.72555555556,13.1684444445,14.8063777778,19.7191666666,13.424
420.44,10.6222222222,41.4235555556,27.9268888889,27.0477777778,7.73577777778,13.1625,14.8163444444,19.7478333334,13.4573333333
420.80,10.6508888889,41.4798888889,27.9192222222,27.0647777778,7.74022222222,13.1736111111,14.8393666667,19.7758333333,13.4463333333
421.16,10.6085555555,41.5061111111,27.8606666667,27.0413333333,7.69711111111,13.1038888889,14.8176333333,19.7656666666,13.4125555556
421.51,10.6408888889,41.5832222222,27.9005555556,27.1068888889,7.73877777778,13.1535555556,14.8345,19.8116666667,13.4761111111
421.87,10.6278888889,41.6098888889,27.8443333333,27.0878888889,7.68322222222,13.0982777778,14.7964888889,19.8076666667,13.4337777778
422.23,10.6377777778,41.6831111111,27.8385555556,27.1412222222,7.68577777778,13.1022222222,14.8108,19.7976666666,13.4368888889
422.58,10.5724444444,41.6823333333,27.7766666667,27.1215555555,7.62433333333,13.0945555556,14.7687444444,19.7686666667,13.3893333333
422.94,10.5715555555,41.7238888889,27.8104444444,27.1268888889,7.61111111111,13.0975,14.7713,19.7515,13.3935555556
423.30,10.5805555555,41.7842222222,27.8221111111,27.1768888889,7.63066666667,13.1086666667,14.7655,19.7575,13.4168888889
423.66,10.6314444444,41.837,27.849,27.2298888889,7.68033333333,13.1382222222,14.7953222222,19.8038333333,13.4642222222
424.01,10.6443333333,41.8814444444,27.9174444444,27.2788888889,7.68133333333,13.1491111111,14.8048777778,19.801,13.4702222222
424.37,10.6378888889,41.9147777778,27.9077777778,27.3037777778,7.68011111111,13.1723888889,14.8229,19.8386666666,13.4781111111
424.73,10.6517777778,41.983,27.9743333333,27.3483333333,7.69411111111,13.1855555556,14.8449666667,19.8453333333,13.4943333333
425.08,10.6904444445,42.0194444444,28.033,27.4191111111,7.715,13.2274444444,14.8813222222,19.8783333333,13.5096666667
425.44,10.7057777778,42.1044444445,28.0593333333,27.4795555555,7.71966666667,13.2552777778,14.9141,19.9278333334,13.5251111111
425.80,10.7744444444,42.1932222222,28.1715555555,27.578,7.811,13.325,14.9831888889,19.9913333333,13.6216666667
426.16,10.8038888889,42.327,28.2734444444,27.677,7.85966666667,13.3468888889,15.0517333333,20.062,13.6614444445
