wavelength,Back_DigMysf,Belly_DigMysf,Breast_DigMysf,Crissum_DigMysf,Crown_DigMysf,DorTail_DigMysf,Patch10_DigMysf,Patch11_DigMysf,Patch12_DigMysf,Rump_DigMysf,Throat_DigMysf,WingTip_DigMysf
549.29,13.3514,7.55013333333,8.3978,13.2632666667,6.35713333333,8.07626666667,53.1613333333,11.7238,43.5322333333,10.5754518519,6.27036666667,8.95653333333
549.64,13.3749333333,7.5732,8.40493333333,13.3416666667,6.373,8.1074,53.2605333333,11.8002,43.6049333333,10.6089185185,6.2861,8.987
549.98,13.4161333333,7.58506666667,8.42486666666,13.3844,6.39106666667,8.11293333333,53.3008,11.834,43.6493333333,10.6130592593,6.29646666667,9.01833333333
550.32,13.4426,7.61146666667,8.45493333333,13.4872666667,6.42953333333,8.13913333334,53.4108666667,11.8718,43.7138666667,10.640762963,6.31046666667,9.02773333333
550.66,13.4820666667,7.65993333333,8.48066666666,13.5648666667,6.45,8.16286666667,53.4681333334,11.9123333333,43.7676333333,10.6731333333,6.3181,9.0574
551.01,13.4849333333,7.65366666667,8.48926666667,13.62,6.44406666667,8.16053333333,53.4827333333,11.9583333333,43.8031666667,10.7076296296,6.33616666667,9.072
551.35,13.4966666667,7.6378,8.45453333333,13.6506,6.4194,8.13,53.6356666667,11.9585333334,43.8843333333,10.7130296296,6.31396666667,9.05753333333
551.69,13.5232,7.66446666667,8.50826666666,13.7226666667,6.45093333333,8.17213333334,53.7185333333,12.0126,43.9316,10.7497925926,6.3569,9.09166666667
552.03,13.5984666667,7.71726666667,8.58946666667,13.8257333333,6.52053333333,8.2424,53.816,12.0858,44.0323666667,10.8121777778,6.42606666667,9.16453333333
552.38,13.5414666667,7.69493333333,8.55553333333,13.8166,6.48786666667,8.1998,53.7806666666,12.0589333333,43.9846666667,10.7869407407,6.40126666667,9.10706666667
552.72,13.5538,7.71013333333,8.59459999999,13.8369333333,6.51906666667,8.21873333333,53.8204666667,12.1168666667,44.0199,10.8221407407,6.42513333333,9.13713333333
553.06,13.5504,7.70793333333,8.55780000001,13.8424,6.51746666667,8.1868,53.8342666666,12.1256,44.0260666667,10.8086740741,6.40326666667,9.1058
553.40,13.5598666667,7.701,8.54366666666,13.8764,6.52113333333,8.16446666667,53.8832,12.1414,44.0463,10.8039481482,6.40453333333,9.107
553.74,13.6215333333,7.75886666667,8.59486666667,13.977,6.5484,8.20853333333,53.9999333333,12.2414666667,44.1489666667,10.8838814815,6.45473333333,9.16493333333
554.09,13.6035333333,7.7624,8.5792,13.9887333333,6.522,8.1772,54.0649333333,12.2944,44.1918333333,10.875837037,6.43023333333,9.15746666667
554.43,13.6387333333,7.77773333333,8.5902,14.0356666667,6.5486,8.2008,54.1753333333,12.3656,44.2482666667,10.9127555556,6.46023333333,9.183
554.77,13.6544,7.80273333333,8.6012,14.0719333334,6.56426666667,8.21253333333,54.2718,12.3964,44.3043,10.9102444445,6.46606666667,9.182
555.11,13.6992666667,7.83113333333,8.6558,14.1454,6.61786666667,8.26153333333,54.3066,12.4598666667,44.3334333333,10.9329481481,6.5095,9.24106666667
555.45,13.7313333333,7.84566666667,8.66626666667,14.1909333333,6.64833333333,8.2696,54.4394666667,12.5211333334,44.4178333333,10.9421111111,6.51116666667,9.2592
555.80,13.7176,7.82893333333,8.6204,14.2028666667,6.619,8.24553333333,54.5538,12.5211333333,44.4467333333,10.9198518518,6.48976666667,9.23
556.14,13.7725333333,7.87086666667,8.65233333333,14.2852,6.65406666667,8.29853333334,54.6455333333,12.5798,44.5082666667,10.9519111111,6.51423333333,9.26826666667
556.48,13.7864,7.87893333333,8.6386,14.3749333333,6.64686666667,8.29333333333,54.7308,12.6107333334,44.6084333333,10.9552740741,6.48473333333,9.2504
556.82,13.7783333333,7.86626666667,8.63686666667,14.4098,6.5964,8.30053333333,54.8158666667,12.6178,44.6719666667,10.9243333333,6.46923333333,9.22033333333
557.16,13.7901333333,7.89286666667,8.65553333334,14.4381333333,6.59186666667,8.3366,54.8856,12.6736666667,44.7272,10.9502148148,6.4752,9.25026666667
557.50,13.7745333333,7.86186666667,8.6284,14.4310666667,6.5816,8.31573333333,54.9549333333,12.6774666667,44.7679,10.9345851852,6.4339,9.2246
557.85,13.8213333333,7.89293333333,8.67306666667,14.5012,6.63306666667,8.3722,55.0084,12.7224,44.8022,10.9661925926,6.5032,9.27533333333
558.19,13.7925333333,7.84866666667,8.64626666667,14.4845333333,6.57646666667,8.337,54.9874,12.7109333333,44.7903666667,10.9025555556,6.47013333334,9.23806666667
558.53,13.8175333333,7.8516,8.67393333333,14.5633333333,6.57726666667,8.34233333333,55.0608,12.7660666666,44.8345666667,10.9069037037,6.47223333333,9.27246666667
558.87,13.8488666667,7.91926666667,8.73073333333,14.6408,6.61193333333,8.40793333333,55.1178666667,12.8496666667,44.8996333333,10.967762963,6.5368,9.31506666667
559.21,13.8182,7.9082,8.71040000001,14.6416666667,6.57633333333,8.40393333333,55.0455333333,12.838,44.8665,10.951,6.53413333333,9.29066666667
559.55,13.8094,7.91686666667,8.72326666667,14.6529333333,6.58353333333,8.40486666667,54.9504666667,12.8852666667,44.8009333333,10.9326592593,6.5302,9.29993333333
559.89,13.8445333333,7.90233333333,8.72546666666,14.6722,6.59293333333,8.37926666667,55.0451333333,12.9542,44.8821666667,10.9328962963,6.529,9.3014
560.23,13.8217333333,7.86826666667,8.71006666666,14.6625333333,6.565,8.37013333333,55.0172666667,12.9773333333,44.8664333333,10.9086666667,6.5312,9.28693333333
560.58,13.8023333333,7.83513333333,8.6908,14.6595333333,6.56053333333,8.34266666667,55.0846666667,13.0126,44.8719666667,10.9087407407,6.4948,9.28886666667
560.92,13.7996666667,7.82793333333,8.71393333333,14.7105333333,6.57606666667,8.33286666667,55.0611333333,13.0356666667,44.8705,10.9229481481,6.5078,9.26746666667
561.26,13.7661333333,7.83446666667,8.72519999999,14.741,6.57293333334,8.336,55.0819333333,13.0437333333,44.8938,10.9111925926,6.50813333333,9.24393333333
561.60,13.7354,7.78486666667,8.70846666667,14.7582,6.54533333333,8.31186666667,55.0891333333,13.0318666667,44.8552333333,10.8870666667,6.45643333334,9.201
561.94,13.7530666667,7.829,8.76726666667,14.8352,6.60826666667,8.3498,55.1382666667,13.0930666667,44.8710333333,10.9266444445,6.50526666667,9.2442
562.28,13.7406666667,7.8134,8.73780000001,14.849,6.58653333333,8.32773333333,55.1760666667,13.0982666667,44.8915,10.9183037037,6.49383333333,9.20226666666
562.62,13.654,7.71006666667,8.64426666667,14.8154,6.4834,8.21713333333,55.1273333333,13.0448666667,44.8512333333,10.8352740741,6.3798,9.11646666667
562.96,13.6700666667,7.71246666667,8.6688,14.8883333333,6.49566666667,8.22193333333,55.1938,13.0944666667,44.8949666667,10.8524222222,6.3925,9.15273333333
563.30,13.7192,7.73253333333,8.7118,14.9847333333,6.51993333333,8.25106666667,55.2843333333,13.1558666667,44.9413,10.9053111111,6.4059,9.17986666667
563.64,13.6518,7.68286666667,8.67073333333,15.0092,6.4668,8.21786666667,55.2639333333,13.1412666666,44.8799333333,10.8801703704,6.37163333333,9.15173333333
563.99,13.6418666667,7.656,8.67013333333,15.029,6.45653333333,8.2034,55.3649333334,13.1467333333,44.9111,10.8698740741,6.3585,9.13706666667
564.33,13.6003333333,7.63753333333,8.6662,15.0428,6.41413333333,8.1804,55.3244,13.1238,44.8760666667,10.8431185185,6.34483333333,9.10046666667
564.67,13.5539333333,7.58586666667,8.60920000001,15.0292,6.3654,8.1408,55.3105333333,13.1246666667,44.8472666666,10.7959111111,6.29503333333,9.07353333333
565.01,13.5320666667,7.57146666667,8.59733333334,15.0636,6.34273333333,8.1318,55.2932666667,13.155,44.7985,10.7828740741,6.27156666667,9.09053333333
565.35,13.4937333333,7.53953333333,8.53860000001,15.0453333333,6.282,8.0892,55.2984666667,13.1595333333,44.8067333333,10.757437037,6.2168,9.04733333333
565.69,13.5128666667,7.5586,8.52946666666,15.0962,6.2672,8.09793333333,55.3906,13.1857333333,44.8873,10.7791925926,6.22066666667,9.0738
566.03,13.4388,7.49186666667,8.49406666667,15.0582666667,6.20813333333,8.04646666667,55.3442666667,13.1757333333,44.8536666667,10.7206148148,6.1483,9.03326666667
566.37,13.4374666667,7.49633333333,8.472,15.0930666667,6.22286666667,8.06626666667,55.4038,13.1952,44.8550333333,10.699562963,6.1531,9.0516
566.71,13.4002666667,7.456,8.40813333333,15.0755333333,6.1828,8.03153333333,55.3836666667,13.2110666667,44.8153666667,10.6589555556,6.11613333334,9.01126666667
567.05,13.3612666667,7.45346666667,8.37813333333,15.0616,6.17253333333,8.0408,55.3416666667,13.2158666667,44.8054,10.6393185185,6.10913333333,8.994
567.39,13.3482666667,7.44953333333,8.35393333334,15.0562666667,6.15253333333,8.0428,55.3534666667,13.2255333333,44.8049,10.6158814815,6.07763333333,8.97913333333
567.73,13.3318,7.43973333333,8.30553333334,15.0673333333,6.1138,8.02066666667,55.3540666667,13.2328666667,44.8064,10.5915703704,6.03646666666,8.96766666667
568.07,13.4334,7.52433333333,8.36973333334,15.1601333333,6.1806,8.09353333333,55.447,13.3586666667,44.8900666667,10.650637037,6.09846666667,9.0332
568.41,13.4911333333,7.55926666667,8.4122,15.2042666667,6.1918,8.1322,55.544,13.4088,44.9806,10.6672444445,6.10503333333,9.0652
568.75,13.506,7.5574,8.41833333333,15.2196,6.18566666667,8.12373333333,55.5582666667,13.4511333333,45.0077333333,10.6638444445,6.1087,9.06346666667
569.09,13.5331333333,7.55866666667,8.43086666667,15.2602,6.19446666666,8.13593333333,55.7006666667,13.5142,45.1184333333,10.6639185185,6.109,9.09066666667
569.43,13.5243333333,7.5366,8.433,15.2696666667,6.19646666667,8.13,55.6519333333,13.5446,45.1105666666,10.6580814815,6.1023,9.06646666667
569.77,13.5822,7.58973333333,8.45706666666,15.3542666667,6.24066666667,8.16653333333,55.7377333333,13.5892666666,45.1648333333,10.7046148148,6.1787,9.1078
570.11,13.6108666667,7.62193333334,8.5126,15.3964,6.27033333333,8.19086666667,55.7673333333,13.649,45.2137333333,10.7529777778,6.21083333333,9.12173333333
570.45,13.6128666667,7.6394,8.54846666667,15.4259333333,6.2872,8.1928,55.7864666667,13.6719333333,45.2187666667,10.7674074074,6.22676666667,9.1256
570.79,13.5408,7.5258,8.4706,15.406,6.19453333333,8.07793333333,55.8017333333,13.6276666667,45.1982,10.699362963,6.1355,9.04333333334
571.13,13.5446,7.5396,8.4896,15.4612666666,6.19993333333,8.0822,55.7854666667,13.6700666666,45.1825,10.7024296296,6.17093333333,9.06086666667
571.47,13.5310666667,7.54546666666,8.49573333333,15.4849333333,6.18793333333,8.07146666667,55.7586666666,13.7009333334,45.1537666667,10.694762963,6.18136666667,9.05613333333
571.81,13.5014666667,7.52353333333,8.4656,15.5130666667,6.1586,8.04013333333,55.8052666667,13.7082,45.2108666667,10.6993259259,6.1724,9.05573333333
572.15,13.4740666667,7.51646666667,8.47633333333,15.5906666667,6.184,8.05026666667,55.8542,13.7614,45.2031,10.7183185185,6.19713333333,9.07466666667
572.49,13.4484666667,7.49006666667,8.44813333333,15.603,6.16606666667,8.03186666667,55.8466666667,13.7651333333,45.1701333333,10.706837037,6.19426666667,9.0574
572.83,13.4066666667,7.4516,8.39699999999,15.5927333333,6.12033333333,7.98493333333,55.6952666667,13.7476,45.0336,10.6655333333,6.16916666667,9.0284
573.17,13.3887333333,7.44633333333,8.38506666667,15.6076,6.1116,7.97386666667,55.6965333334,13.7684666667,45.0039666667,10.6341333333,6.16193333333,9.00913333333
573.51,13.4058666667,7.4684,8.42573333333,15.6585333333,6.14353333333,8.00913333333,55.6442,13.8519333333,44.9788666667,10.6592074074,6.17516666667,9.0404
573.85,13.3990666666,7.45373333333,8.39026666667,15.6649333333,6.12166666667,7.99346666667,55.6301333333,13.8792666667,44.9849,10.6293777778,6.15433333333,9.01793333333
574.19,13.4339333333,7.4722,8.432,15.734,6.12566666667,8.01606666666,55.676,13.9244666667,45.0313,10.6547925926,6.1655,9.03706666667
574.53,13.5288,7.6122,8.5654,15.8579333333,6.23326666667,8.1334,55.7441333333,14.0750666667,45.0927333333,10.752362963,6.30896666667,9.14606666667
574.87,13.5465333333,7.63386666667,8.59833333333,15.9006666667,6.25133333333,8.1436,55.8202,14.1211333333,45.1417333333,10.7734592593,6.31023333333,9.15966666667
575.21,13.5607333333,7.62506666667,8.60480000001,15.9466666667,6.26366666667,8.14693333333,55.8090666667,14.1502666667,45.1706666667,10.7697777778,6.30716666667,9.18433333334
575.55,13.5136666667,7.5652,8.57533333333,15.9304,6.236,8.12893333333,55.6907333333,14.1513333333,45.0125333333,10.7062592593,6.2716,9.14086666667
575.89,13.5328666667,7.56366666667,8.56753333333,15.9309333333,6.2138,8.1258,55.6502,14.1502666667,44.9960666667,10.6667481481,6.25613333333,9.13813333333
576.22,13.5498,7.59866666667,8.59626666666,15.975,6.25553333333,8.15413333333,55.6093333333,14.1996,44.9697333333,10.6653185185,6.27633333333,9.1578
576.56,13.6086,7.68553333333,8.69293333333,16.0680666667,6.34766666667,8.2222,55.6760666667,14.2976,45.0405666667,10.7374074074,6.3654,9.23513333333
576.90,13.634,7.68606666667,8.70940000001,16.1184666667,6.3416,8.23553333333,55.7388,14.3457333333,45.0865,10.7746888889,6.3691,9.25726666667
577.24,13.5995333333,7.65093333333,8.65740000001,16.0886,6.29,8.18806666667,55.7606,14.3232666666,45.1106333333,10.723562963,6.31336666667,9.21773333333
577.58,13.5537333333,7.62606666667,8.64806666667,16.0940666667,6.266,8.16473333333,55.7016,14.3370666667,45.0183,10.6934888889,6.29326666667,9.2
577.92,13.5017333333,7.5726,8.58806666667,16.07,6.23153333333,8.12846666667,55.6044,14.3338666667,44.9274333333,10.6365851852,6.2656,9.1662
578.26,13.4996,7.58046666667,8.57806666667,16.1074,6.24753333333,8.13593333333,55.5538,14.3496666667,44.9297,10.6359555556,6.24583333333,9.17026666667
578.60,13.5407333333,7.606,8.60306666667,16.1588,6.29106666667,8.18626666667,55.5656,14.4138666667,45.0066333334,10.6739481481,6.28633333333,9.17813333333
578.94,13.5139333333,7.5984,8.58966666667,16.1676666667,6.30533333333,8.18993333333,55.5109333333,14.4132666667,44.9078666667,10.6583481481,6.2797,9.13713333333
579.28,13.5682666667,7.66886666666,8.64833333334,16.2299333333,6.36206666667,8.22313333333,55.5192,14.4667333333,44.9874,10.7064,6.33963333333,9.205
579.61,13.5765333333,7.721,8.64706666667,16.259,6.37993333334,8.2202,55.5378666667,14.4960666667,45.0068333333,10.7357407407,6.36223333333,9.18753333333
579.95,13.5944666667,7.7046,8.6226,16.3330666667,6.34113333333,8.20953333333,55.6932,14.5226666667,45.1002,10.7285851852,6.3343,9.1944
580.29,13.586,7.6544,8.597,16.3739333333,6.29653333333,8.1904,55.7443333333,14.5021333333,45.1069,10.6897037037,6.2877,9.14686666667
580.63,13.5218666667,7.6074,8.54666666666,16.3446666667,6.23766666667,8.1344,55.6915333333,14.4656,45.0562,10.6129185185,6.21593333333,9.07633333333
580.97,13.5016,7.6032,8.54959999999,16.3748,6.23313333333,8.1566,55.632,14.467,44.9695,10.5979703704,6.2274,9.043
581.31,13.5630666667,7.6404,8.63046666667,16.4776,6.28826666667,8.20266666667,55.687,14.5200666666,45.0738333333,10.6439777778,6.28613333333,9.08886666667
581.65,13.6659333333,7.77593333333,8.71206666667,16.6148,6.41366666667,8.30993333333,55.7967333333,14.6363333333,45.2193,10.7573333333,6.39526666667,9.20126666667
581.98,13.6995333333,7.76713333333,8.72239999999,16.6514666667,6.43046666667,8.34666666667,55.7963333333,14.6623333333,45.1919,10.7954592593,6.4326,9.23606666666
582.32,13.7143333333,7.75326666667,8.72886666666,16.709,6.43686666667,8.34933333333,55.7908,14.6768666667,45.1680666667,10.8046,6.4415,9.2608
582.66,13.8241333333,7.851,8.84146666667,16.8358666667,6.5132,8.425,55.9291333333,14.8176666667,45.3069333333,10.9109407407,6.5367,9.38006666667
583.00,13.8693333333,7.8798,8.88213333333,16.9432666667,6.5426,8.46906666667,56.0912666667,14.8592,45.4039666667,10.9681777778,6.56396666667,9.3788
583.34,13.9336,7.88886666667,8.94166666667,17.0397333333,6.60086666667,8.50986666666,56.0966,14.9694666667,45.4467666667,11.0312962963,6.61856666667,9.45733333333
583.68,13.9749333333,7.9142,8.9658,17.073,6.63233333333,8.51346666667,56.1009333333,15.0400666667,45.4843333333,11.0709407407,6.6816,9.45926666667
584.01,13.9394,7.90953333333,8.96393333333,17.0424,6.59786666667,8.51953333333,55.9946,15.0334,45.3986333333,11.0704666667,6.68833333333,9.47226666667
584.35,13.9778,7.93073333333,8.99273333333,17.1514,6.64073333333,8.5658,56.0538666667,15.1308,45.4661333333,11.101837037,6.75613333333,9.52986666667
584.69,14.0084666667,7.9876,9.03720000001,17.2356666667,6.68566666667,8.59166666667,56.1251333333,15.2252,45.5103333333,11.154762963,6.77846666667,9.60246666667
585.03,13.9698666667,7.9856,8.994,17.2396,6.65633333333,8.5594,56.1158666667,15.2709333333,45.4074333333,11.151237037,6.7232,9.58506666666
585.37,13.8724666667,7.87653333333,8.88393333334,17.1911333333,6.5346,8.45473333333,56.0576,15.2329333333,45.2858,11.018962963,6.58273333333,9.47026666667
585.70,13.7991333333,7.80086666667,8.80840000001,17.1580666667,6.453,8.38626666667,56.0926,15.2066666667,45.2711,10.9072888889,6.47643333333,9.40733333333
586.04,13.7880666667,7.7874,8.81766666666,17.1593333333,6.40873333333,8.34206666667,56.1092,15.2117333333,45.2441333333,10.8746888889,6.43833333333,9.39166666667
586.38,13.6889333333,7.7104,8.74486666666,17.1042666667,6.34326666667,8.28306666667,56.027,15.1672,45.1386,10.7870740741,6.3622,9.33486666667
586.72,13.6576666667,7.68113333333,8.70059999999,17.0978666667,6.2782,8.2686,55.9770666667,15.2282,45.1027666667,10.7320592593,6.3225,9.30446666667
587.06,13.4832666667,7.52626666667,8.52299999999,16.9491333333,6.1044,8.12493333333,55.9575333333,15.0631333333,44.9927,10.5380296296,6.1417,9.1306
587.39,13.4610666667,7.51846666667,8.52593333333,17.0091333333,6.09506666667,8.13606666667,56.0054,15.0652666667,44.9932666667,10.5055481481,6.07446666667,9.152
587.73,13.4972,7.5552,8.55086666666,17.1126666667,6.15313333333,8.174,56.2216,15.2152666667,45.1409333333,10.5549333333,6.07996666667,9.1782
588.07,13.4952666667,7.56466666667,8.53233333333,17.1100666666,6.1402,8.166,56.1957333333,15.2048666667,45.1026666667,10.5542592593,6.06186666667,9.17333333333
588.41,13.4912,7.5446,8.4938,17.1246666667,6.11773333333,8.1658,56.2364666667,15.2233333333,45.1342,10.5610592593,6.07456666667,9.1548
588.74,13.5680666667,7.57413333333,8.52106666666,17.2073333333,6.17353333333,8.21406666667,56.3330666667,15.2675333333,45.2324666667,10.5943777778,6.1323,9.20966666667
589.08,13.5855333333,7.61746666667,8.57013333333,17.2628,6.22713333333,8.24846666667,56.3949333333,15.339,45.2709333333,10.6679703704,6.1816,9.25266666667
589.42,13.6404,7.6614,8.6196,17.3574,6.2696,8.30926666667,56.4247333333,15.4230666667,45.3269666667,10.7270148148,6.2251,9.2848
589.76,13.6288,7.65946666667,8.59760000001,17.4172666667,6.30526666667,8.34,56.5045333333,15.5252666667,45.4111333333,10.7452444444,6.24723333333,9.29846666667
590.09,13.6786666667,7.65973333333,8.60693333333,17.4952666667,6.30513333333,8.36253333333,56.6760666667,15.6022,45.5708,10.7695925926,6.25403333333,9.28966666667
590.43,13.5949333333,7.59933333333,8.55400000001,17.4234666667,6.259,8.27446666667,56.6279333333,15.5413333333,45.4911,10.7036444444,6.18393333333,9.2362
590.77,13.6118666667,7.64866666667,8.59673333333,17.5341333334,6.2756,8.2952,56.6652666667,15.6069333333,45.4920666667,10.7750074074,6.20843333333,9.2606
591.11,13.6312,7.68113333333,8.64126666667,17.5526,6.30733333333,8.34306666667,56.7211333333,15.6635333333,45.5264666667,10.8236962963,6.27286666667,9.29366666667
591.44,13.7088,7.75606666667,8.71233333333,17.6278,6.386,8.42353333333,56.7034666667,15.7107333333,45.5537,10.8564592593,6.37113333333,9.36646666667
591.78,13.7066,7.78753333333,8.76806666667,17.7024666667,6.44013333333,8.43873333333,56.7078,15.7754666667,45.5366,10.8988148148,6.40183333333,9.40866666667
592.12,13.6726,7.7976,8.75806666667,17.7290666667,6.446,8.4346,56.7438,15.7632666667,45.5619333333,10.8741925926,6.37666666667,9.4172
592.46,13.6790666667,7.84186666667,8.77459999999,17.7602,6.43733333333,8.46453333333,56.6883333334,15.7898,45.5391,10.8930074074,6.38816666667,9.41693333334
592.79,13.7574666667,7.85953333333,8.79306666666,17.8268666667,6.45306666667,8.50106666667,56.7909333333,15.8138,45.6674666667,10.8998740741,6.4164,9.43726666666
593.13,13.7435333333,7.8434,8.78153333333,17.8312,6.42053333333,8.45013333333,56.8558,15.8079333333,45.7030333333,10.8712666667,6.4161,9.42840000001
593.47,13.7916,7.89753333333,8.83553333333,17.8798,6.4354,8.47486666667,56.803,15.8365333333,45.6646,10.9089185185,6.43946666666,9.46673333334
593.80,13.8472666666,7.98133333333,8.89320000001,17.9686666667,6.49326666667,8.53106666667,56.8046,15.9115333333,45.6909666667,10.9678518519,6.48073333333,9.5274
594.14,13.9402666667,8.072,8.95179999999,18.1264,6.57586666667,8.63893333333,56.9294,16.0366666667,45.8263,11.0596888889,6.5549,9.62780000001
594.48,14.0745333333,8.18053333333,9.06826666666,18.2310666667,6.68953333333,8.75653333333,56.9845333333,16.2252666667,45.9350666667,11.140362963,6.6778,9.75526666667
594.81,14.0882666667,8.20653333333,9.08259999999,18.2924666667,6.7142,8.76373333333,56.9991333333,16.3112666667,45.9781666667,11.1423407407,6.6801,9.76066666667
595.15,14.0672,8.21166666666,9.08260000001,18.3454666667,6.7002,8.75053333334,57.0942666667,16.3302666667,46.0027666667,11.1320074074,6.6613,9.75413333334
595.49,14.1056666667,8.22913333333,9.101,18.3538,6.7162,8.7918,57.1332666667,16.3965333333,46.053,11.1437851852,6.67483333333,9.77366666667
595.82,14.1287333333,8.1824,9.12680000001,18.3926666667,6.70546666667,8.77866666667,57.1746666666,16.4574666667,46.0722,11.153637037,6.6804,9.78399999999
596.16,14.1776666667,8.19653333333,9.18673333333,18.4515333333,6.737,8.80453333333,57.3252,16.5381333333,46.1966333333,11.1727407407,6.7253,9.83853333334
596.50,14.1835333333,8.20446666667,9.22726666666,18.4730666667,6.73153333333,8.8124,57.3972,16.5928,46.2104666667,11.1830222222,6.7477,9.84886666666
596.83,14.2232666667,8.24273333333,9.25086666667,18.5226666667,6.80193333333,8.8656,57.402,16.6609333333,46.2324333333,11.2009185185,6.7695,9.91753333333
597.17,14.1354666667,8.173,9.1692,18.4519333333,6.7222,8.78973333333,57.4030666667,16.5954666667,46.2226,11.111962963,6.69283333333,9.8334
597.51,14.1044666667,8.14293333333,9.15000000001,18.4072666667,6.6912,8.76306666667,57.3237333333,16.5625333333,46.1763666667,11.0783851852,6.68913333333,9.84453333335
597.84,14.0764,8.11673333333,9.17206666667,18.3812,6.6744,8.72733333333,57.2389333333,16.5409333333,46.0952,11.0477925926,6.68033333333,9.8172
598.18,14.0634666667,8.1172,9.15793333333,18.4183333333,6.6684,8.72726666667,57.3336666667,16.5483333333,46.1610333333,11.0519111111,6.6695,9.81426666666
598.52,14.0834666667,8.12413333333,9.19659999999,18.4891333333,6.69526666667,8.7508,57.2931333333,16.557,46.1677333333,11.088762963,6.71583333333,9.82820000001
598.85,14.0330666667,8.0352,9.11893333333,18.4393333333,6.64673333333,8.67826666667,57.186,16.5126666667,46.1156666667,11.0525407407,6.6337,9.75566666666
599.19,14.0452,8.0298,9.11506666667,18.5029333333,6.62966666667,8.65493333334,57.3592,16.5403333333,46.2224,11.0482962963,6.6091,9.76300000001
599.53,14.089,8.0702,9.1648,18.5871333333,6.6816,8.70233333333,57.3763333333,16.5994666667,46.2854666667,11.0891777778,6.64153333333,9.774
599.86,14.0902,8.08646666667,9.15860000001,18.6462666667,6.69593333333,8.71533333333,57.4044666667,16.6297333333,46.2950666666,11.100237037,6.6301,9.80673333333
600.20,14.0995333333,8.094,9.16073333333,18.7274,6.71813333333,8.73753333333,57.4104666667,16.6915333333,46.3323333333,11.124562963,6.63626666666,9.85359999999
600.53,14.0770666667,8.1004,9.16586666667,18.7594666667,6.67493333333,8.72526666667,57.4714666667,16.7127333333,46.3659,11.1599259259,6.63086666667,9.81106666665
600.87,14.0844666667,8.10853333333,9.14593333333,18.8614,6.69513333333,8.7362,57.4766666667,16.7581333333,46.3149666667,11.1628740741,6.6453,9.83946666665
601.21,14.0485333333,8.0444,9.10666666667,18.9062666667,6.6576,8.69906666666,57.613,16.7778,46.3491,11.1464148148,6.5762,9.78806666668
601.54,14.0964,8.0572,9.14186666667,18.974,6.68233333333,8.71853333333,57.708,16.8529333333,46.4052,11.1825185185,6.59763333333,9.83746666666
601.88,14.0981333333,8.04766666667,9.16340000001,19.0131333333,6.69226666667,8.74013333333,57.6991333333,16.8988,46.3732666667,11.1841925926,6.59863333333,9.85246666667
602.21,14.0442666667,8.01886666667,9.09073333334,18.9555333333,6.61406666667,8.68973333333,57.7722,16.9026,46.3788,11.1121037037,6.49713333333,9.8068
602.55,14.1003333333,8.0822,9.15080000001,19.0506666667,6.64646666667,8.735,57.8041333333,17.0200666667,46.4482,11.1576888889,6.55896666667,9.88693333334
602.88,14.1012666667,8.11653333333,9.15326666667,19.0756,6.67346666667,8.78186666667,57.7180666667,17.0672,46.403,11.1767851852,6.5996,9.90286666665
603.22,14.1266666667,8.15626666667,9.16419999999,19.0829333333,6.68313333333,8.82106666667,57.7348666667,17.1279333333,46.4043666667,11.1783481481,6.61083333333,9.94386666667
603.56,14.0661333333,8.1118,9.10880000001,19.0462666667,6.65693333333,8.7632,57.631,17.1136666667,46.3073,11.1417703704,6.56763333333,9.90186666667
603.89,14.0308666667,8.09373333333,9.07960000001,19.0369333333,6.6388,8.76106666667,57.6301333333,17.1090666667,46.2919,11.1202962963,6.56456666667,9.87366666667
604.23,14.0336,8.08446666667,9.06673333333,19.054,6.61406666667,8.74813333333,57.6008,17.1212,46.2867,11.0594814815,6.5633,9.87333333335
604.56,14.0748,8.13446666667,9.12066666667,19.0917333333,6.65,8.81213333333,57.6747333333,17.1826,46.3667,11.105362963,6.59103333333,9.93773333333
604.90,14.1676666667,8.252,9.22699999999,19.1989333334,6.753,8.92913333334,57.7684,17.3058666667,46.4217333333,11.1673481482,6.70226666667,10.0448666667
605.23,14.1488,8.23746666667,9.18926666667,19.2343333333,6.737,8.9182,57.8609333333,17.3414,46.5058666667,11.1435407407,6.6864,10.0199333333
605.57,14.0842666667,8.19946666667,9.15286666667,19.2220666667,6.67953333333,8.88046666667,57.8380666667,17.3297333333,46.5143,11.1076592593,6.65763333333,9.99026666666
605.90,14.1122666667,8.21373333333,9.15959999999,19.2875333333,6.69986666667,8.91233333333,57.854,17.3658666667,46.5373,11.1327407407,6.70776666667,10.0368666667
606.24,14.0662666667,8.17933333333,9.09986666667,19.2386,6.65546666666,8.8894,57.7864666667,17.3246666667,46.4548,11.0846666667,6.66703333333,9.97579999999
606.58,14.0306666667,8.12273333333,9.04773333334,19.2273333333,6.60846666667,8.83833333333,57.7397333333,17.2968,46.4136,11.0116444444,6.58746666667,9.9302
606.91,13.995,8.0994,8.99846666666,19.2316,6.57066666667,8.79193333333,57.6884,17.2539333333,46.348,10.9664518519,6.55756666667,9.91213333332
607.25,13.9347333333,8.03993333333,8.95126666666,19.2108,6.4868,8.7574,57.5982666667,17.1837333333,46.2787333333,10.8897037037,6.48223333333,9.81519999999
