wavelength,Back_CamHelf,Belly_CamHelf,Breast_CamHelf,Crissum_CamHelf,Crown_CamHelf,DorTail_CamHelf,Rump_CamHelf,Throat_CamHelf,WingTip_CamHelf
195.89,20.5554666667,8.33340000002,19.4445000001,10.8332333333,-32.5926666667,-17.1010615385,50.8332999999,49.7222333333,110.120907246
196.27,29.6490666667,25.965,41.4035000001,26.6665666666,-21.2280666667,10.5060948718,67.6315,56.9299333333,118.253237681
196.65,2.22219999998,4.44440000002,46.5277333334,25.8333666667,-60.0000000001,-9.52986410257,81.2500666666,72.4998999999,152.850284058
197.03,24.5454,14.5456,63.9393000001,53.4847333331,-56.6667333333,-7.83224615387,100.909133333,83.6364000001,187.351762319
197.40,-12.9166666667,-31.6666666667,53.3333333335,76.0416666666,-112.916666667,-41.4423076923,114.166666667,56.0416666667,202.173913044
197.78,10.1961333334,10.1959999999,69.8038,85.4901666666,-80.0000666666,-7.05890769233,99.6077999999,73.5293333333,214.577881159
198.16,39.2856,38.3332666666,74.0475666668,77.8572666668,-12.8572666667,25.2654615385,77.4999999999,67.7381666667,160.538402898
198.54,34.6666666667,51.5556,87.1112333333,91.7777333334,10.2222,35.0084153846,82.8888333332,73.3333666666,158.541127536
198.92,55.4901333333,68.8235333334,104.705866667,108.8236,28.6274,61.3499692308,106.1766,80.3921666667,151.867043478
199.30,56.8,64.6666666667,81.8666666667,87.1333333333,45.0666666667,70.5948717949,94.2666666668,83.9333333333,116.249275362
199.68,59.5896666667,66.7692666667,78.0000333333,81.4359666667,49.9486666667,68.5442794872,88.2564666667,78.5128666667,97.3378550724
200.06,60.5714666667,66.0953333334,80.4284999999,87.6190999999,55.6191333333,68.7619589744,87.4287,76.5712666667,102.89871884
200.44,70.3031333333,71.0100666667,84.4442333333,96.9191666667,64.4444,74.0988025642,95.1009333333,83.4848,113.847231884
200.82,80.1826,77.6255999999,88.0822333334,100.228233333,73.2418666667,77.8082179487,98.1734999999,87.3516333335,113.444373913
201.19,83.1182,89.4622666665,99.7849666667,107.795766667,80.215,82.4606743589,107.6882,93.441,128.129953623
201.57,96.6665333333,115.4444,113.999966667,115.8889,98.0000666667,96.0940282051,120.0555,107.389066667,146.07242029
201.95,105.572266667,116.915466667,115.721466667,122.039733333,102.6866,97.9907333334,128.656833333,113.084666667,142.115492754
202.33,141.111133333,145.061666667,148.827133333,161.296266667,133.4568,131.737851282,161.790166667,153.765433333,179.973147826
202.71,192.727333333,179.696866667,192.8788,202.803033333,170.302933333,177.272820513,209.0152,198.939466667,230.408510145
203.09,225.891466667,207.597,210.31,227.6744,196.279066667,202.564207692,232.7132,237.209433333,268.075455073
203.47,242.6984,224.2858,225.0794,238.968233333,205.872933333,205.353951282,249.523866667,249.6826,285.334623188
203.85,348.888933333,313.0864,300.123433333,328.641866667,282.222266667,263.285797436,346.049433333,337.283833333,418.003214493
204.22,605.0,527.083333333,486.666666667,546.041666667,489.166666667,440.416666667,608.958333333,587.5,709.619565217
204.60,518.889,446.666666667,401.8519,457.037133333,412.222266667,353.490141026,524.999966667,473.888933333,601.513530435
204.98,3896.66666667,3163.33333333,2813.33333333,2918.33333333,2966.66666667,2370.8974359,3955.0,3240.0,4616.52173913
205.36,802.424266666,591.515066667,586.363566666,579.090833333,608.4848,511.258784615,790.000033333,647.878766667,873.465049275
205.74,468.666666667,313.666666667,323.5,333.333333333,348.0,294.820512821,455.666666667,362.333333333,488.927536232
206.12,364.8,229.6,252.533333334,249.2,263.733333333,229.805128205,356.8,277.333333333,377.855072464
206.50,254.022933333,131.264466667,158.965533333,154.597766667,161.379266666,140.194335897,262.643766667,163.6783,255.312344928
206.87,177.886066667,93.6585333333,102.2766,108.4553,106.991933333,92.620402564,187.3984,104.634133333,181.802872464
207.25,138.333333334,66.6666,88.1944000001,81.6665666666,82.3611333335,68.1303717949,150.486066667,73.6804333333,145.108628985
207.63,112.857133333,48.0952666667,74.9404999999,70.893,69.2856666667,55.3433435897,121.011933333,63.3334,117.023768116
208.01,107.570666667,47.4576,77.3446999999,75.1412666666,74.0112666668,67.9182205128,121.807866667,70.8474666667,112.119828985
208.39,98.4181333335,42.4858,66.7797333335,62.5988333334,60.3389333333,64.8456487179,111.4125,58.9831333333,98.6244144927
208.77,104.623733333,46.5591333333,78.8708999999,68.2258000001,72.9032666666,78.2878974358,115.376433333,70.0001,108.331086957
209.14,119.660933333,61.3561333333,89.0960333333,87.3446333332,92.8813333333,98.3225692308,134.745733333,92.3729333332,129.329446377
209.52,106.9698,56.6667333333,80.3029999999,81.7170333334,85.3534666667,93.3099794872,125.303033333,82.8282666667,120.180069565
209.90,115.932133333,68.2484666667,96.3275,93.7852333333,98.6442000001,110.951835897,137.627166667,92.1469,129.865086956
210.28,160.1588,101.587266667,140.476366667,136.7461,147.460466667,167.301641026,195.237933333,123.968333333,187.280852174
210.66,173.888733333,132.361133333,163.611166667,149.999966667,171.6666,190.795807692,208.680633333,148.750033333,204.226968116
211.03,354.333333333,260.666666667,337.666666667,296.166666667,367.666666667,409.153846154,445.333333333,298.666666667,434.057971014
211.41,394.736866667,297.193066667,359.122866667,336.842,425.964866667,493.265807693,505.614,329.824733333,492.417895652
211.79,956.666666667,743.333333333,861.249999999,763.750000001,983.333333333,1223.10897436,1236.66666667,720.833333333,1203.36956522
212.17,997.5,763.333333335,893.75,741.666666667,1001.66666667,1212.75641026,1262.08333333,717.083333333,1253.26086957
212.55,375.3846,314.359,354.359033333,301.281966667,386.1536,441.055205128,460.256366667,286.7948,456.622162319
212.92,283.030266667,249.495,268.181866667,233.232233333,293.939333333,333.838471795,346.969733333,208.888966667,351.199034783
213.30,202.933333333,177.466666667,184.133333333,168.533333333,204.133333333,227.958974359,241.533333333,140.4,234.591304348
213.68,231.555533333,213.777866667,218.814766667,195.851766667,239.7038,263.851961538,279.777766667,167.481533333,260.72775942
214.06,238.245666667,206.842133333,207.5439,186.228133333,242.806866667,265.377971795,298.157866667,161.842033333,284.904547826
214.44,220.7842,183.921533333,177.6471,159.7059,231.9608,245.829541026,281.4706,129.509733333,263.299086956
214.81,307.719266667,227.0174,220.5263,190.175466667,327.7194,324.561530769,407.5439,130.350966667,377.787976812
215.19,170.0774,142.170533333,131.627933333,114.108333333,185.116333333,178.872987179,209.1473,103.333366667,192.773846377
215.57,194.482733333,161.6092,148.160933333,119.3104,232.413866667,199.708307692,257.356266667,105.5172,216.571556522
215.95,192.222266667,145.8334,138.472133333,99.8610333333,258.055466667,205.897553846,260.138933333,80.2779333333,225.978371014
216.32,142.424333333,104.545533333,94.5454333333,50.4544999999,220.908933334,170.046666667,213.7879,37.5756333333,176.693011594
216.70,353.333200001,35.5554666666,-25.555533334,-311.111033334,873.333333335,501.880379488,835.555533333,-390.0,545.410428985
217.08,-89.6296666669,65.1851333334,41.8518666667,160.3704,-249.629666667,-133.903117949,-293.703633333,145.185233333,-94.8469072464
217.46,19.7916666667,62.7083333333,53.4375,82.5,-21.0416666667,2.7083333334,-38.3333333333,86.9791666668,13.6684782609
217.83,56.2602,98.6991333333,92.1951666667,103.7399,24.2278,55.0157076924,20.8129333333,122.357666667,48.9998057972
218.21,55.0353999999,93.3332000001,75.2481000001,93.4752,15.461,38.5269384615,20.8510666667,117.659633333,54.1227739131
218.59,59.7333333335,95.2000000001,71.7333333334,93.3333333334,17.2,41.1487179487,23.2000000001,111.8,55.1999999999
218.97,61.2698000001,92.5396666667,66.905,99.9206666667,5.07939999998,36.8070589743,13.4920666667,119.047733333,62.3670521739
219.34,85.6666666667,110.833333333,77.1666666666,119.083333333,28.3333333333,59.6794871794,21.9999999999,139.166666667,71.7318840581
219.72,79.7099999999,105.797066667,73.3333999999,106.1595,34.0581333333,52.7368615385,25.2899000001,123.767966667,57.9079884059
220.10,83.7255333332,108.627333333,69.3137333333,96.0784666667,18.6274666667,42.7752076924,-1.66663333339,127.647066667,62.1142289855
220.47,39.8412666667,60.4762666667,27.4604333333,46.1111666667,-17.1429333333,12.6922717949,-32.4603666667,82.6984666667,29.8827130436
220.85,31.795,64.7862666667,19.9145333333,34.8717666667,-27.0085333333,0.97293589744,-51.8802666667,78.205,22.2148
221.23,57.3016,83.3331333334,49.8413333333,58.0952000001,-7.30166666667,25.5004820513,-15.7142666667,97.8571999999,48.2607884058
221.61,49.0091333334,64.8649333334,28.7387333333,42.6126333333,-42.1621333333,9.73667435899,-36.3963,78.3784333333,36.6470115943
221.98,39.8551333333,49.8550666667,19.2753333334,40.4347333333,-35.7972,0.32317179488,-34.4202666668,57.9711,33.8437188405
222.36,39.5239333333,43.8094666667,24.1268999999,39.6032666666,-33.9682666666,5.75702051282,-41.6666999999,57.5396333333,45.5969884059
222.74,15.6521333333,35.2175333333,17.8259333333,35.1449,-32.6088,0.847166666666,-46.5217333332,51.5941666667,32.7786492753
223.11,20.0000666667,38.7178,24.2306999999,32.6280666667,-19.4872,9.85698717948,-36.6667666667,56.2819,35.2897333333
223.49,19.322,39.5481333333,27.5706333333,27.3446333333,-21.921,10.6908538462,-30.5085333334,56.4406333333,41.9406086957
223.87,3.97160000002,27.0921333333,12.7660333333,12.9786666667,-50.7801333334,-7.81775897436,-65.5319333332,45.8864,34.4372550725
224.24,25.1516,47.7778666667,31.5655666667,40.8585,-14.6466,25.9634641026,-19.697,55.1515333333,50.9529826087
224.62,41.0389333333,62.5973333333,47.2292666666,56.6666,8.05193333334,42.151151282,3.16016666666,66.7532666667,63.2298492754
225.00,43.6190666667,66.6665333333,48.0951333333,57.0474333333,2.19046666665,48.1283128205,3.28563333333,74.2381000001,66.7743159421
225.38,43.675,64.0170666667,41.4531,51.3675,5.64093333334,47.1827230769,7.05133333334,68.3760333334,66.8188492754
225.75,58.2113333333,84.7967333333,61.6665666667,72.8861666667,29.2682666667,65.1281923077,29.3495333333,87.1138666666,86.7302318841
226.13,68.0596666667,101.393133333,72.4377666666,84.8259,36.7164,81.8331948718,40.199,99.3531999999,100.263831884
226.51,68.1385333333,100.8658,73.4633,84.1557999999,42.684,80.7625717949,48.3116666667,99.2641666667,98.4038811595
226.88,83.1275333333,103.785933333,80.5760333334,89.7943,51.3578666667,87.2554051283,59.1769,102.386666667,110.996614493
227.26,73.6398666667,96.5516666667,72.7586666666,79.2721,44.9808666667,76.4132615385,53.1035,89.5784999999,103.031878261
227.64,69.4872,91.2178666666,69.0704333334,77.2437,48.3332666667,73.2421461539,52.9167333334,84.2948999999,94.7603797101
228.01,65.1904666667,83.0476666667,63.7382333333,74.0478,49.2382,71.1703820513,56.2142666667,78.7617999999,87.5670927536
228.39,58.3852,70.6418666667,58.4058,64.0993333333,44.058,60.9714666666,50.6625666667,67.9917666667,77.5822579711
228.76,50.5264,61.9494,51.5791666667,56.1598666667,36.2182666667,52.5939794872,44.5808333334,57.1735333333,70.2400782609
229.14,50.7132,59.7346666666,50.8955666667,56.4675666667,38.5407333333,52.5462666667,46.7328333333,55.7879,67.4612289855
229.52,47.4718,55.8132,47.4881,53.4299,36.6182666667,49.3360333333,43.9775,51.9162,62.5010550725
229.89,44.9171333333,49.4118666667,41.2066666667,47.5113666667,32.6394,44.2071025641,38.7782333333,45.8975333333,55.8306144928
230.27,39.3529333333,45.6821333334,38.4529,42.3206333333,28.7482666667,39.6299435897,34.8101666667,40.2951666667,51.4093507246
230.65,35.6274,39.7839333333,33.7921333333,38.0162333333,24.3454666667,35.6607358974,30.9041333333,33.6842333333,45.8720637681
231.02,32.9586,37.8313333333,30.6425,33.7216333333,21.6064,33.9841076923,28.3936,30.2812,42.1512782609
231.40,33.8742666667,39.1143333333,32.3859666667,35.2149666667,24.354,35.3881846154,30.4303333333,31.0452,41.9583101449
231.78,34.8626,39.2830666667,32.1743333333,34.1577,25.7108666667,34.4748230769,31.0514,30.9439,41.5729275362
232.15,36.2121333333,39.8486,33.9141333333,32.3737333333,27.601,35.5818974359,32.3864333334,33.0680666666,43.8525246377
232.53,34.7619333333,39.4988666667,32.6817,31.1277666666,26.3909333333,35.3412025641,30.2757,32.9198666667,40.3530202899
232.90,37.9011333333,43.5308666667,35.7531666667,34.3456333333,30.2716666667,40.8167794872,34.6543666666,38.1483666667,41.7229333333
233.28,33.5012,39.1368666666,30.8753333333,30.3116666667,26.9304666667,36.5661307692,31.307,33.5372,38.0012463768
233.66,35.2644666667,40.2529333333,33.3792666667,32.4943666667,29.7471333333,37.7437051282,33.2068333333,34.7242,39.6263449275
234.03,36.8818,42.473,35.4730666667,35.8601666667,32.6236666667,41.5118923077,36.0429,36.7527,41.3130144927
234.41,41.4570666667,43.7924,37.2455666667,39.531,36.2274666666,45.6747230769,39.3513,40.7485666667,44.7211188406
234.78,42.4381333333,43.9810666667,37.6951,39.9428333333,37.7713333333,46.9875,40.4571,41.1046333333,45.0528318841
235.16,41.275,42.9326,37.5411333333,39.2805,37.5044,45.9807205128,38.8340333334,39.2441666667,43.9589681159
235.54,41.6933333333,41.9430666666,36.9519,38.6810333333,37.5937333333,45.8678948718,38.0660666667,38.6631666667,43.1860898551
235.91,41.2204,42.6775333334,38.5519333333,39.1531333333,37.5227333333,47.4549282051,38.7705,39.2896,43.5932608696
236.29,37.9066666667,40.3517333333,35.6113,37.0976333333,34.547,44.783774359,36.2709,35.6463666667,39.9664898551
236.66,38.9606,40.1254666667,35.9499,37.2222333333,35.7526666667,44.6622564102,37.4910333333,35.7616333333,42.3087362319
237.04,39.6986,39.9468666667,37.1986,37.8192,36.6312666667,44.0910384615,36.9327666667,35.4520666667,43.2861884058
237.41,41.3054666667,42.0191333333,39.9392666667,39.2514666667,38.5553333333,45.1430435898,38.2507,37.128,44.7322869565
237.79,37.8,38.6,37.1416666667,35.6583333333,36.15,42.3391025641,35.45,34.0583333333,41.8391304348
238.17,35.6293333333,37.6020666667,35.2211,33.3589,35.068,39.7933,34.2942,32.8145333333,40.3513101449
238.54,35.4941333333,37.5376,35.0503,33.1826333333,35.5946666667,38.8124974359,33.7603,32.0603666667,39.1239565218
238.92,33.9904,37.3075333333,34.0144,31.2258,34.4551333333,37.5197820513,31.8349333333,31.1538,37.4673275363
239.29,32.6064,35.3288666667,30.7270333333,30.1082,32.8383333333,36.1882923077,30.7965666667,29.8068,36.183
239.67,30.5123333333,33.1848666667,28.0920333333,28.404,30.0222666667,34.4863512821,29.1908,28.211,33.1931855072
240.04,26.9274,28.3426,23.3955,24.8230666667,26.2072666667,30.1118,26.0396333333,24.1588333333,28.8457217391
240.42,24.8406666667,25.2475333333,20.6490333333,22.0572666667,23.9272666667,27.1743846154,23.5643,21.4192,25.7976811594
240.79,21.9374,22.6628666667,17.8638,19.3692,21.212,25.3953461538,21.2817,18.9121333333,22.3723217391
241.17,19.4061333333,19.4416,14.6099,16.2898333333,18.5638666667,22.9900589744,18.7589666667,16.2987,19.8300057971
241.54,16.8396666667,16.6384,12.2276,13.7997333333,15.8987333333,20.6277871795,16.1116666667,14.1856666667,17.2504492754
241.92,16.121,15.4202666667,11.5338666667,13.1748,14.7861333333,20.1178358974,15.3576333333,14.0119,16.3362898551
242.29,15.567,14.2336666667,10.9277666667,12.2509666667,13.6495333333,19.2869974359,14.1581,13.1512666667,15.8093942029
