wavelength,Back_TanVasm,Belly_TanVasm,Breast_TanVasm,Crissum_TanVasm,Crown_TanVasm,DorTail_TanVasm,Patch10_TanVasm,Patch11_TanVasm,Rump_TanVasm,Throat_TanVasm,WingTip_TanVasm
206.87,-1348.14814815,-1059.0,-1085.66666667,-1476.66666667,-1306.66666666,-1009.33333333,-1276.66666667,-1218.0,-990.555555555,-1093.33333333,-1279.77777778
207.25,-366.819207407,-274.019633333,-278.039266667,-391.764666667,-344.313666667,-270.196133333,-345.294,-331.176533333,-265.359477778,-292.156866667,-345.098222222
207.63,-413.54842963,-308.494733333,-305.161166667,-430.1076,-391.827866667,-307.311933333,-377.849466667,-366.6666,-288.6738,-333.548333333,-379.784922222
208.01,-587.830614815,-431.27,-416.507933333,-613.968133333,-560.952466667,-440.317466667,-544.7618,-537.460333333,-410.740711111,-485.079533333,-547.724877778
208.39,-798.333333334,-573.75,-598.958333333,-831.666666667,-788.333333333,-608.333333333,-747.5,-731.666666666,-580.416666667,-679.583333333,-771.666666667
208.77,-1002.33611852,-736.666500001,-751.5384,-1045.1282,-1003.077,-789.2308,-941.538466665,-934.358933334,-759.7436,-873.846133333,-987.350433333
209.14,-3488.70370371,-2680.83333333,-2670.0,-3648.33333333,-3550.0,-2855.0,-3328.33333333,-3218.33333333,-2647.5,-3050.0,-3482.22222222
209.52,7100.00000001,5315.0,5363.33333333,7373.33333333,7273.33333333,5786.66666667,6836.66666667,6550.0,5275.55555556,6190.0,7076.11111111
209.90,861.975340741,704.814866667,674.629666667,889.259333333,908.888933335,729.999866667,863.703666666,815.925933333,671.172855555,750.370266666,870.802444445
210.28,2114.6030963,1721.90486667,1672.85713333,2194.2858,2228.5714,1822.85713333,2142.8572,2026.66666667,1652.0634,1852.38106667,2129.84126667
210.66,1193.10543704,969.7437,958.974399999,1215.3846,1262.05126667,1035.38466667,1187.17946667,1127.6922,953.076844444,1050.25646667,1191.62384445
211.03,1081.9577037,897.619100001,845.952333333,1072.85713333,1141.90466667,952.857066667,1090.4762,1041.42853333,870.317455555,971.904733334,1085.47618889
211.41,528.634259259,460.208333333,432.083333333,531.458333333,558.958333333,475.208333333,536.458333333,520.208333333,443.229166667,484.791666667,535.069444444
211.79,375.4476,324.861,322.0139,384.861133333,395.6946,344.027933333,390.277866667,374.444533333,320.833433333,342.083266667,382.8241
212.17,340.315459259,290.493733333,295.1235,345.802533333,359.012533333,311.357933333,348.2716,339.2592,295.905366667,308.3952,348.847688889
212.55,362.854911111,309.999966667,309.583366667,368.888866667,382.7778,329.3056,374.861133333,359.861066667,307.060022222,325.416733333,369.421266667
212.92,349.748148148,295.933333333,293.0,351.2,362.8,317.466666667,354.933333333,338.0,286.133333334,312.266666666,348.111111111
213.30,378.930044445,319.333333333,315.1112,369.036933333,387.5556,343.111066667,380.740733334,364.740666667,303.160455556,332.889,376.296355556
213.68,405.64382963,350.634933333,342.857166667,388.4128,409.841333333,362.2222,405.555466667,392.222333333,323.227544444,352.698466667,401.190466667
214.06,472.069740741,396.4705,397.548933333,441.1766,470.588333333,408.4314,459.411866667,453.333266667,360.065344444,402.745133333,455.130677778
214.44,394.435407407,341.544666667,337.073133333,367.3172,399.6748,337.073066667,388.455266667,376.747933333,308.672088889,345.0406,383.008088889
214.81,454.414311111,398.198133333,385.495566667,419.459466667,456.3964,381.8018,446.486533333,428.828866667,349.429377778,391.351266667,445.465411111
215.19,468.580155556,403.703533333,410.277833333,438.333333333,480.740666667,395.370266667,459.8148,438.7036,362.067911111,399.814933333,462.623444445
215.57,504.707229629,414.516233333,432.473,460.645133333,517.204466667,404.086133333,484.086,456.129133333,372.473233333,399.57,489.032377778
215.95,686.91362963,584.761933333,570.3175,608.571466667,706.031666667,529.5238,641.587333333,624.126866667,508.835855556,534.920533333,659.312233333
216.32,648.051592592,580.145066667,551.883933333,567.826,672.463866667,507.536266667,617.971066666,587.246266667,500.772977778,515.0724,616.328455556
216.70,515.901133333,465.444566667,438.333466667,444.222266667,533.5556,409.7778,490.6666,465.555533333,402.7778,410.2222,495.592633333
217.08,551.719511111,486.785666667,467.380966667,468.571533333,573.333266667,436.428466667,513.8096,508.095133333,439.682588889,436.666666667,545.396844445
217.46,385.661288889,341.428666667,328.492066667,329.5238,401.110933333,309.6826,361.2698,361.2698,314.127,298.095266667,373.306866667
217.83,407.314814815,362.083333333,343.416666667,350.5,423.666666666,328.833333333,381.0,375.833333333,334.194444444,324.166666667,388.194444445
218.21,391.851829629,358.062166667,331.938166667,351.472866667,414.108466667,327.906933333,379.2248,364.031066667,332.015544444,322.480533333,386.434122222
218.59,535.053814815,491.5054,454.193533333,479.1398,562.365533333,450.537666667,519.1398,500.0,443.405122222,441.2904,527.168488889
218.97,595.665311111,558.888966667,502.345733333,533.333333333,629.629733333,506.9136,587.6544,573.333266667,495.102844444,498.5186,582.921844444
219.34,918.823422223,848.039166666,757.058833333,818.823466667,953.725533333,758.823466667,881.9608,849.411800001,732.6799,747.843066667,877.320255555
219.72,15228.8888889,14376.6666667,12536.6666667,13846.6666667,15880.0,12773.3333333,14433.3333333,14260.0,11935.5555556,12973.3333333,14613.3333333
220.10,-2280.74089629,-2134.76193333,-1906.19053333,-2098.09526667,-2406.66673333,-1954.28566667,-2167.61906667,-2118.0952,-1796.50805556,-1983.80953333,-2194.60321111
220.47,-626.512333334,-570.277733333,-506.527966667,-587.222266667,-653.3334,-516.111066667,-586.944333333,-574.722333333,-453.842577778,-543.611133333,-605.138866667
220.85,-482.078866667,-445.914066667,-395.806466667,-464.946133333,-498.2796,-396.9892,-447.096866667,-440.000133334,-352.544833333,-431.397933334,-463.691722222
221.23,-408.910022222,-385.7143,-336.5714,-396.9524,-427.618933333,-330.285666666,-387.619,-365.904666667,-291.047633333,-365.333333333,-387.936466667
221.61,-275.842740741,-248.707333333,-214.0135,-264.761933333,-290.068,-217.823133333,-255.3742,-239.319733333,-184.829944445,-248.435133333,-258.117922222
221.98,-326.349096296,-283.729933333,-251.825333333,-318.412733333,-344.285733333,-259.047666666,-302.698333333,-284.920666667,-220.105777778,-285.714333333,-303.068777778
222.36,-455.999896296,-384.777666667,-353.3333,-438.000133333,-475.333333333,-356.666733333,-407.5556,-398.2222,-313.703744444,-392.000133333,-407.0741
222.74,-455.802548148,-367.666633333,-343.666666667,-434.6668,-468.666733333,-355.3334,-387.333333333,-389.111133333,-303.185211111,-373.999933333,-398.8518
223.11,-333.010511111,-263.931566667,-257.692333333,-317.435933333,-352.991333333,-268.034133333,-284.2734,-281.196666667,-227.322055556,-277.264933333,-295.071277778
223.49,-303.270081482,-248.2927,-239.837433333,-287.317133333,-332.357666667,-255.6098,-263.902466667,-266.991933333,-218.401033333,-268.455266667,-277.208688889
223.87,-282.087607407,-227.197,-223.939333333,-258.788,-311.515133333,-238.030333333,-253.6364,-250.302933333,-202.929377778,-251.666666667,-263.080855555
224.24,-255.619925926,-197.028866667,-200.0724,-232.898466667,-280.5798,-213.913066667,-232.608666666,-223.6232,-178.0918,-225.652133333,-237.439811111
224.62,-215.455851852,-161.153733333,-172.6281,-191.154,-238.717933333,-177.563933333,-191.410266667,-189.871733333,-156.709244444,-190.8974,-200.128288889
225.00,-272.575429629,-206.744233333,-224.7288,-243.565866667,-303.720933333,-222.325533333,-247.1318,-248.062066667,-200.775244444,-236.279066667,-255.012833333
225.38,-413.6792,-320.333333333,-360.666666667,-374.888866667,-459.333333333,-349.3332,-380.888933333,-391.7778,-322.518511111,-356.666666667,-381.333266667
225.75,-248.0822,-184.740733333,-222.962966667,-232.888866667,-280.000066667,-207.555466667,-225.777666667,-240.296266667,-194.666622222,-214.963066667,-231.456688889
226.13,-113.313903704,-78.6843666667,-105.438466667,-105.3508,-134.736933333,-97.2807999999,-101.929933333,-116.403466667,-84.8830666667,-97.7193333333,-111.286588889
226.51,-67.9592740741,-43.5293333333,-61.4706333333,-61.6992666667,-82.3529333333,-55.5554666667,-60.4574666667,-71.3072666666,-44.8038,-54.8364666667,-71.0239222222
226.88,-75.2814814814,-49.9333333333,-67.0,-70.7333333333,-91.6666666667,-61.8666666667,-72.0666666667,-80.9333333333,-52.2,-63.0,-78.2222222222
227.26,-76.9435777778,-52.4624,-66.2161333333,-72.9129333333,-89.5494666667,-61.2612666667,-71.5315333333,-84.3243333333,-52.3324333333,-63.6037333333,-80.6706333334
227.64,-83.7606296296,-55.8690666667,-66.8090666667,-78.2335333333,-91.282,-65.4702,-74.8719333332,-92.9914000001,-56.1252888889,-63.9886,-85.8119111112
228.01,-71.6387481482,-47.9039333333,-52.8283,-67.7778666667,-75.7070666666,-55.8585333333,-61.3129333333,-82.7778000001,-46.2121888889,-51.9696666667,-71.0269333333
228.39,-64.7357185185,-42.3216333333,-43.9539333333,-59.8161333333,-67.2643333333,-49.1034,-51.1724666667,-76.2299999999,-38.8965555556,-44.4596666667,-62.9807111111
228.76,-55.6691925926,-36.1962,-34.8465,-50.1841333333,-58.3231333333,-42.9447333333,-44.7034,-66.0122666667,-30.3272111111,-34.8466,-53.2515444444
229.14,-47.0718,-30.2024666667,-26.4825,-38.711,-50.7182666667,-37.3112,-36.7586666667,-58.5635333334,-23.4991666667,-26.0406,-44.4934888889
229.52,-39.9780666667,-25.3301,-19.2409,-32.4421333333,-42.9372,-30.495,-30.7590666667,-51.3530666667,-18.3443111111,-22.4091333333,-38.4653777778
229.89,-39.9441555556,-27.8726333333,-18.3585,-31.2898,-42.8810666667,-30.3516,-31.6917333333,-52.4957333333,-18.2133666667,-21.3398666667,-38.0124333333
230.27,-51.7360518519,-39.8323333333,-24.7673,-41.4524666667,-55.5308,-39.851,-40.9311333333,-64.7300666666,-25.3941777778,-29.609,-47.6102222222
230.65,-54.9271259259,-44.5504666667,-26.7603,-44.5319333333,-59.2508,-43.5205333333,-44.1198666667,-69.0636666667,-28.2272111111,-32.9212666666,-49.3383555555
231.02,-50.4027037037,-40.4920333333,-22.5501,-37.9598666667,-54.244,-39.4899333333,-36.9034666667,-64.6629999999,-24.1530777778,-28.306,-44.5840777778
231.40,-47.0117851852,-36.4394666667,-18.4281333333,-34.3560666667,-51.25,-35.7576666667,-31.2878666667,-60.1137333334,-18.6111444444,-23.8258,-39.0657111111
231.78,-38.5850888889,-29.7003666667,-13.6889666667,-27.7902666667,-45.0935333333,-28.6142666667,-24.9812,-51.5355333333,-11.2983111111,-18.6142,-30.1249222222
232.15,-39.1517333333,-32.8680666667,-16.0852333333,-29.7674,-47.2092666667,-29.845,-26.0078,-50.8526666667,-11.7376333333,-18.7209333333,-33.3399
232.53,-46.1698518518,-40.4347,-22.1946666667,-37.1014,-53.7889333333,-36.7701333333,-32.2568,-57.1428000001,-17.4741666667,-23.1884,-41.1110555556
232.90,-56.4494074074,-51.1112666667,-31.2446,-46.6223333333,-62.5334,-47.7332666667,-38.9778,-66.3111333334,-24.9704111111,-30.1333333333,-51.3258555555
233.28,-44.2882814815,-36.9076,-20.6225333333,-36.1847333333,-47.7108,-35.9035333333,-26.4659333333,-51.0843333333,-14.7055333333,-21.8876666667,-41.1578222222
233.66,-35.197637037,-26.2408333333,-11.148,-25.3704,-37.037,-27.4814666667,-18.2962666667,-39.1110666667,-6.35182222223,-11.8888666667,-31.3766333333
234.03,-28.7678962963,-18.4134,-7.93270000001,-20.7372,-30.8974,-21.1858,-13.5577333333,-30.8654,-3.32258888889,-6.85900000001,-26.7094222222
234.41,-23.0363407407,-11.2356666667,-3.63500000001,-15.1149333333,-24.8563333333,-15.4885333333,-8.62066666666,-24.2816666667,-0.498144444448,-3.53446666668,-22.5432
234.78,-20.3628296296,-7.70573333332,-1.99726666665,-12.4156,-22.4292,-14.0891333333,-6.07286666667,-20.7827333333,2.59111111111,-2.34806666667,-20.4902111111
235.16,-17.3371259259,-6.48086666666,-0.495666666666,-9.81406666667,-19.1822,-12.0197333333,-3.79173333333,-17.3233333334,3.58943333333,0.54526666666,-18.4964777778
235.54,-16.0624296296,-6.07556666666,0.472899999998,-8.22693333333,-17.896,-10.6618,-2.38766666666,-16.0755333333,4.27115555555,2.10393333334,-17.6202444445
235.91,-18.0983037037,-8.34506666668,-0.366400000006,-8.93626666667,-20.3783333333,-12.5768,-4.06620000001,-18.4633333333,2.5808,0.993,-20.4136666666
236.29,-18.8524296296,-7.73483333332,0.316933333332,-7.8874,-22.7934,-13.3097333333,-4.1314,-19.6948,2.21834444445,0.680733333328,-20.2308888889
236.66,-14.3759407407,-4.46686666667,2.30089999999,-4.22,-20.2245333333,-9.51746666667,-1.18973333333,-15.9596,5.71278888889,2.24473333333,-15.608
237.04,-13.4384592593,-2.87170000001,2.9167,-3.35579999999,-20.4955333333,-8.7838,-1.08099999999,-16.4865333334,6.37384444444,2.11719999999,-15.3379222222
237.41,-13.9278814815,-4.16959999999,2.73136666667,-4.63773333333,-21.5384,-9.98886666667,-2.36353333333,-17.2574666667,5.42920000001,2.25193333333,-15.1541777778
237.79,-19.0746518519,-9.8065,-2.32076666667,-10.1934,-28.6461333333,-15.6314,-7.21266666667,-24.437,0.341311111112,-3.7544,-21.3425111111
238.17,-27.5907111111,-17.2879333333,-8.42290000001,-16.0813333333,-37.7538666667,-25.0418,-14.767,-35.0538666667,-6.57911111112,-11.6128,-28.9845555556
238.54,-23.7873703704,-14.4185666667,-5.82503333333,-12.2701333333,-33.5104666667,-20.9523333334,-11.3179333333,-30.587,-2.90505555555,-8.17266666667,-23.4735111111
238.92,-25.2592888889,-14.8386666667,-6.2796,-12.9246666667,-34.2796666667,-20.7955333333,-11.6128666667,-31.5484666667,-4.50183333333,-9.84959999999,-23.3298
239.29,-19.3890814815,-9.5568,-0.795466666672,-8.96273333332,-28.8218,-14.8640666667,-6.98886666667,-26.8076666667,0.802344444446,-5.72006666665,-16.8346666667
239.67,-14.6867851852,-5.35156666667,4.08226666667,-4.67579999999,-23.2876,-10.6302,-3.96346666667,-23.3972,4.50851111112,-1.93613333333,-12.2312444444
240.04,-10.8172,-1.4965,7.78309999999,-0.997533333334,-17.9731333333,-6.46086666667,0.079200000006,-18.4165333333,7.73281111112,1.83693333333,-7.49011111112
240.42,-7.27811851853,2.01933333333,11.2867,1.69746666667,-13.1965333333,-2.83366666667,3.79193333333,-14.2095333333,10.7369777778,4.44899999999,-4.46732222222
240.79,-5.99677037037,3.01433333333,13.2430666667,2.27446666667,-11.9494666667,-1.769,4.57286666667,-13.0685333333,11.6967666667,5.52366666665,-3.83472222222
241.17,-2.69387407408,5.79626666667,16.0865666667,4.60040000001,-8.50899999999,1.29266666667,7.79633333333,-8.75313333333,14.2188666667,8.00000000001,-0.430933333333
241.54,-1.53563703704,7.14153333333,16.9062666667,5.49506666667,-6.7378,2.51226666667,9.03680000002,-7.38573333333,15.4000666667,8.45973333332,1.00174444445
241.92,0.463896296295,8.82133333333,18.3215,7.26999999999,-4.30146666667,4.59526666666,11.3016,-4.84119999999,17.5503111111,10.5317333333,3.28572222222
242.29,3.04231851852,10.257,20.0071333333,9.07933333333,-1.41333333333,7.30206666667,14.1826666667,-1.84866666667,19.5634555556,12.5981333333,5.64606666667
242.67,1.69302962963,8.77496666667,19.0649,7.66740000001,-2.53973333333,5.935,13.3746666667,-3.25059999999,18.5540666667,11.5320666667,4.15561111111
243.05,2.32092592593,9.5822,19.6774666667,8.27919999999,-1.92826666667,6.4824,14.2612666667,-2.65873333333,19.3167222222,12.2934,4.43452222222
243.42,1.92694814815,9.5401,19.5495666667,8.4046,-1.94746666667,6.08946666667,14.4814,-2.569,19.4218777778,12.1092,3.96131111111
243.80,2.46824444444,10.1364666667,20.0775333333,8.99213333333,-1.32713333333,6.7534,15.6030666667,-1.38906666667,20.3080222222,12.8622,4.6202
