wavelength,Back_TanVasm,Belly_TanVasm,Breast_TanVasm,Crissum_TanVasm,Crown_TanVasm,DorTail_TanVasm,Patch10_TanVasm,Patch11_TanVasm,Rump_TanVasm,Throat_TanVasm,WingTip_TanVasm
347.81,5.77338518518,33.6878,48.8735,26.0927333333,4.297,5.301,45.0276666667,3.424,45.9741,36.0954,6.55212222222
348.18,5.88631111111,33.6660333333,48.9350666667,26.1149333333,4.46913333333,5.45953333333,44.9668,3.5592,45.9636222222,36.1674666667,6.64873333333
348.54,5.77161481481,33.4909,48.9253666667,26.0184,4.36666666667,5.3212,44.7228,3.46006666667,45.7819666667,35.9764,6.54561111111
348.91,5.7410074074,33.5685333333,49.0555,25.9742666667,4.366,5.25186666667,44.7228,3.4086,45.7906,36.1014,6.58532222222
349.27,5.80177037037,33.3593666667,48.9579333333,25.8561333333,4.39453333333,5.32966666667,44.4412666667,3.50006666667,45.5928555555,36.1041333333,6.57254444445
349.64,5.75617037038,33.3062,49.0797333333,25.7627333333,4.40906666667,5.27646666667,44.2988666667,3.459,45.5070444444,36.037,6.51172222222
350.00,5.45134074073,33.0548666667,48.9581,25.4513333333,4.13673333333,4.97373333333,44.0825333334,3.15013333333,45.1978555555,35.7848666667,6.26785555555
350.37,5.27636296296,32.9107666667,48.9391666666,25.2002,3.9336,4.79733333333,43.8516,2.98273333333,45.0868555556,35.7263333333,6.1531
350.73,5.00744444445,32.7764333333,48.9462333333,24.9819333333,3.74286666667,4.53853333333,43.6293333333,2.7842,44.9203111111,35.606,5.94284444445
351.10,4.83425925926,32.6566,48.9631333333,24.7768666666,3.61226666667,4.37713333333,43.381,2.63546666667,44.6940888889,35.4784666667,5.81815555555
351.46,4.88585925926,32.6767333333,49.0966,24.7856,3.72213333333,4.4524,43.4063333334,2.75813333333,44.6217555556,35.5886,5.94055555555
351.83,4.93294074074,32.6472,49.0826,24.7801333333,3.74086666667,4.46706666667,43.3001333333,2.8142,44.6426666667,35.6425333333,6.01496666667
352.19,5.11732592593,32.8387333333,49.4580333333,24.9780666667,3.9178,4.62466666667,43.5078,3.0188,44.8159777778,35.945,6.19992222222
352.55,5.22554814815,32.9618,49.7573333333,25.0694,4.02733333333,4.73393333334,43.6898666667,3.1254,44.9338222222,36.2316,6.27113333333
352.92,5.18785185185,32.8494666667,49.8132666667,24.8837333333,3.96506666666,4.7004,43.6082666667,3.02313333333,44.8079555556,36.1478666667,6.18406666667
353.28,5.23057777778,32.8986666667,50.0684333333,24.9098,4.04126666667,4.67973333333,43.6852,3.02926666667,44.8868222222,36.2441333333,6.2723
353.65,5.29367407407,32.9645333333,50.1995333333,24.9703333333,4.1456,4.7444,43.7864,3.09333333333,45.0026111111,36.4676,6.37012222222
354.01,5.50133333333,33.1031333333,50.3926666667,25.1274,4.36973333333,4.9676,43.8932666666,3.28833333333,45.2267888889,36.635,6.5721
354.38,5.67437777778,33.1855333333,50.6683,25.3144666667,4.57666666667,5.15433333333,44.0904,3.4996,45.3549444445,36.8494666667,6.72402222221
354.74,5.74051851851,33.2283333333,50.8431666667,25.3417333333,4.65573333333,5.1922,44.1514,3.5526,45.352,36.9846,6.7733
355.11,5.76777037037,33.2505666667,51.006,25.3358666666,4.6488,5.201,44.2280666667,3.56566666667,45.4465555556,37.1653333333,6.77117777778
355.47,5.74083703703,33.2987,51.2247333333,25.3667333333,4.58586666667,5.14913333333,44.2648666667,3.54886666667,45.5775111111,37.3178,6.75046666667
355.83,5.71176296297,33.3038333333,51.368,25.3432666667,4.55806666667,5.12153333333,44.2514,3.51286666667,45.5727666667,37.3631333333,6.74781111112
356.20,5.54571111111,33.0781666667,51.2964666667,25.1383333333,4.366,4.933,44.0418,3.32453333333,45.3955777778,37.2868,6.58141111111
356.56,5.48557777778,33.1917666667,51.4975333333,25.1198,4.29506666667,4.88553333333,44.1487333333,3.2808,45.5375888889,37.3658666667,6.56434444445
356.93,5.37534074074,33.0874333333,51.4858666667,25.0723333333,4.16673333333,4.77126666667,44.0583333333,3.16993333333,45.5040111111,37.3572666667,6.43731111112
357.29,5.24048888889,33.0000333333,51.5093333333,24.9824666667,4.04913333334,4.6848,44.0066,3.0578,45.3888333333,37.3632,6.30192222222
357.66,5.14421481481,32.9032,51.5389,24.8604,3.9668,4.6014,43.9959333333,2.9954,45.3403777778,37.2681333333,6.16754444445
358.02,5.13240740741,32.9621,51.7558333333,24.8552,3.95486666667,4.55646666667,44.0114,3.03233333333,45.3435,37.4292,6.17605555555
358.38,5.02007407407,32.9237333333,51.7650666667,24.6806666667,3.84266666667,4.45206666667,43.9219333333,2.93026666667,45.2260111111,37.3927333333,6.0749
358.75,5.10004444445,32.985,52.0003666667,24.7574,3.8966,4.51466666667,44.0227333333,2.997,45.3489,37.5757333333,6.14422222222
359.11,5.12964444445,33.0317666667,52.2413,24.8394,3.95953333333,4.5636,44.129,3.0608,45.4343333333,37.759,6.21571111111
359.48,5.28108888889,33.0805666667,52.3719666667,24.9272666667,4.0824,4.7516,44.2429333333,3.1812,45.4875555555,37.9327333333,6.35543333333
359.84,5.34764444445,33.1414333333,52.5848,24.8983333333,4.1068,4.8098,44.2894666667,3.2118,45.5203777778,38.0788666667,6.35733333333
360.20,5.41878518519,33.3074,52.8418333333,25.0610666666,4.18033333333,4.92853333333,44.4466,3.2906,45.7102777778,38.2710666666,6.46387777778
360.57,5.43686666667,33.1873666667,52.884,25.0118,4.232,4.99333333333,44.3688666666,3.31353333333,45.6073444445,38.296,6.45697777778
360.93,5.46691111111,33.2413,53.0796666667,25.0364666667,4.31546666667,5.03893333333,44.3666,3.372,45.6249444445,38.4154,6.49856666667
361.29,5.49317777778,33.2382333333,53.1968,24.9952,4.3022,5.0506,44.4069333333,3.36266666667,45.6688,38.4914,6.51302222222
361.66,5.46026666667,33.2550666667,53.3229,24.9536666667,4.26686666666,5.0534,44.3971333333,3.30773333333,45.6712888889,38.6053333333,6.48455555555
362.02,5.49061481481,33.1390666667,53.2519666667,24.8761333333,4.26946666667,5.09706666667,44.3228,3.31126666667,45.5555111111,38.5938666667,6.49598888889
362.39,5.54806666667,33.1682,53.3965333333,24.9077333333,4.30546666667,5.13293333333,44.3477333333,3.35746666667,45.6509666666,38.7161333334,6.57444444445
362.75,5.48562222222,33.1581,53.4297,24.8118666667,4.2436,5.1122,44.3142666667,3.2882,45.6070555555,38.6988,6.49825555556
363.11,5.55682962963,33.2048,53.4523,24.7747333333,4.32,5.18486666667,44.2966,3.31233333333,45.5691777778,38.7123333333,6.53475555555
363.48,5.39830370371,33.0601666667,53.3962,24.5970666667,4.2348,5.013,44.1272,3.18833333333,45.4186333333,38.5649333333,6.36925555555
363.84,5.36385185185,33.0535666667,53.4751,24.592,4.2646,4.973,44.1566,3.1826,45.4701333333,38.6160666667,6.36852222222
364.20,5.4342,33.0838,53.4948,24.5276,4.388,5.0538,44.0892,3.27666666667,45.4132555556,38.6209333333,6.44052222222
364.57,5.54382962963,33.1613666667,53.5786,24.5482666667,4.53286666667,5.12013333333,44.0728666667,3.4012,45.3901111111,38.7177333333,6.57647777778
364.93,5.63271111111,33.2935333333,53.7740333334,24.6010666667,4.5992,5.1934,44.2448666667,3.4904,45.4990888889,38.8564666667,6.6845
365.29,5.67001481481,33.3689666667,53.8507,24.6532666667,4.68286666667,5.2268,44.1764666666,3.5476,45.5144888889,38.9264666667,6.72404444445
365.66,5.70696296297,33.3058666667,53.8548,24.6243333333,4.7018,5.19866666667,44.0757333333,3.55226666667,45.4433888889,38.9444,6.81633333333
366.02,5.52266666667,33.1662,53.8500666667,24.4238666667,4.5546,5.02233333333,43.9378,3.36446666667,45.3039666666,38.8262666667,6.62508888889
366.38,5.56090370371,33.1364666667,53.9418666667,24.444,4.608,5.06566666667,43.9183333333,3.4026,45.2707888889,38.9038,6.61997777778
366.75,5.5858,33.1156333333,53.9581,24.4028666667,4.6582,5.07533333334,43.8348666667,3.46233333333,45.2621,38.9304666667,6.68442222222
367.11,5.49872592593,32.9646333333,53.9371666667,24.3344666667,4.58333333333,5.00206666667,43.7606,3.4486,45.2084444444,38.9679333333,6.63838888889
367.47,5.56574814815,33.0072333333,54.1111666667,24.3501333333,4.61746666667,5.06233333333,43.8016666667,3.521,45.2729,39.082,6.7023
367.84,5.54288148148,32.9445,54.0054666667,24.2092,4.5538,5.02986666667,43.6874,3.50753333333,45.1270222222,39.0252,6.64804444444
368.20,5.51957037037,32.8451,54.0470666667,24.1607333333,4.50093333333,4.9616,43.6626666667,3.4864,45.0826111111,39.0182666667,6.6052
368.56,5.47745185185,32.8094,54.0883,24.1116,4.38606666667,4.90893333333,43.6114,3.4326,45.0833777778,39.0625333333,6.52176666667
368.93,5.53472592593,32.7198,54.0319,24.0551333333,4.38446666667,4.93753333333,43.5217333333,3.447,44.9713777778,39.0400666666,6.50305555555
369.29,5.46348888888,32.572,54.0898,23.9262,4.28773333333,4.8794,43.5626,3.40966666667,44.9412444444,39.0519333333,6.41141111111
369.65,5.58716296296,32.6255,54.2725666667,23.9954666667,4.3778,4.99953333333,43.6986,3.54693333333,45.0674444444,39.1774666667,6.49067777778
370.01,5.73084444445,32.806,54.5512,24.1596666667,4.532,5.1512,43.9076666667,3.72853333333,45.3329,39.4598,6.62188888888
370.38,5.66557777778,32.7203,54.4458666667,24.0398,4.49006666667,5.09866666667,43.822,3.66066666667,45.2529777778,39.3970666666,6.57464444445
370.74,5.74457037037,32.7811666667,54.5911666667,24.0558,4.55593333333,5.12846666667,43.9346,3.70013333333,45.3337111111,39.4998666667,6.60624444445
371.10,5.83934814815,32.9421666667,54.7985,24.1204,4.64206666667,5.17213333333,44.0442,3.75546666667,45.4685444445,39.6194,6.6964
371.46,5.79422222223,32.9420666667,54.8359333333,24.0806,4.59886666667,5.119,43.9834666666,3.6616,45.4940111111,39.6598666667,6.64720000001
371.83,5.81433333333,32.9724333333,55.0204,24.114,4.64866666667,5.13366666667,44.0205333333,3.68046666667,45.5590777778,39.7615333333,6.67603333333
372.19,5.77593333333,32.9450333333,55.048,24.0538666667,4.6872,5.12966666667,44.0066666667,3.6606,45.5072111111,39.8180666667,6.64107777779
372.55,5.65692592593,32.8922333333,55.0252333333,23.9424666667,4.62893333334,5.04773333333,43.9262666667,3.5786,45.4717777778,39.7714,6.53863333333
372.92,5.615,32.9935666667,55.1456333333,23.9297333333,4.67633333333,5.04353333333,43.9688,3.5966,45.5357555556,39.8486666667,6.56681111111
373.28,5.68623703704,33.1352666667,55.3288,24.0150666667,4.78226666667,5.09753333333,44.0466666667,3.66486666667,45.6453777778,39.9938,6.68984444444
373.64,5.56865925926,33.1687666667,55.4308,23.9104666667,4.71793333333,4.9864,44.0237333333,3.57753333333,45.6301888889,40.0780666667,6.59783333333
374.00,5.50104444445,33.1621333333,55.3774333333,23.8362,4.7008,4.9244,43.9162666667,3.54953333333,45.4967888889,40.0561333334,6.54558888889
374.37,5.50947407407,33.2540333333,55.6205333333,23.8734,4.719,4.8936,44.0221333333,3.5776,45.6183333333,40.1765333333,6.53808888889
374.73,5.45048148148,33.1741666667,55.6621666667,23.8198666667,4.6684,4.8688,43.9928666667,3.54706666667,45.5866,40.1887333333,6.50908888889
375.09,5.398,33.1055,55.703,23.7814,4.62526666667,4.81513333333,43.9517333333,3.52513333333,45.5406777778,40.1853333333,6.40236666667
375.45,5.48120740741,33.2301333333,55.8336666667,23.8594666667,4.71346666667,4.9002,44.0802666666,3.635,45.5331111111,40.33,6.52363333333
375.81,5.45429629629,33.1872,55.884,23.8202,4.727,4.92306666667,44.0746666666,3.64466666667,45.5261666667,40.3896,6.51932222222
376.18,5.47428888889,33.3136666667,56.0083,23.8452,4.74166666667,4.95293333333,44.1722,3.69493333333,45.6125666667,40.506,6.58282222222
376.54,5.49974814815,33.3902666667,56.1717,23.8861333333,4.76953333333,4.96386666667,44.276,3.73966666667,45.7093666667,40.6222,6.63961111111
376.90,5.45451111111,33.3219333333,56.237,23.8479333333,4.71613333333,4.93093333333,44.2768666667,3.71393333333,45.717,40.6749333333,6.59955555555
377.26,5.44540740741,33.3174666667,56.3087,23.7985333333,4.69666666667,4.9178,44.2859333333,3.71553333333,45.6990111111,40.718,6.54707777778
377.63,5.51659259259,33.3833666667,56.3986,23.8668666667,4.78113333333,5.00533333333,44.3616666667,3.82893333333,45.7703,40.8140666667,6.62022222222
377.99,5.64291851852,33.5006333333,56.6037,24.013,4.89173333333,5.12873333333,44.5181333333,3.94193333333,45.9674111111,40.9604666667,6.76054444445
378.35,5.71878518518,33.5828333333,56.6715666667,24.0355333333,4.98566666667,5.23786666667,44.5725333333,4.0366,45.9904888889,41.0737333333,6.87483333334
378.71,5.70707407408,33.6684333333,56.6993333333,24.0438,4.99253333333,5.21466666667,44.5750666667,4.03606666667,45.9708222222,41.1582,6.86447777778
379.07,5.79934074074,33.8117,56.8981666667,24.1192,5.08533333333,5.36513333333,44.7468666667,4.15026666667,46.1443222222,41.3448,7.00338888889
379.44,5.79471851853,33.8319666667,56.9858,24.0573333333,5.10326666667,5.37426666667,44.8114,4.1706,46.2318111111,41.3608666667,6.97071111111
379.80,5.80171111112,33.9011333333,57.1031333333,24.0664666667,5.12273333333,5.36833333333,44.8656,4.19813333333,46.2873,41.4700666667,6.98024444445
380.16,5.78982222221,33.8365333333,57.1451,24.0031333333,5.09686666667,5.3206,44.8434,4.17613333334,46.2921111111,41.4962666667,6.93236666667
380.52,5.88455555555,33.8773,57.1861333333,24.013,5.20493333333,5.37753333333,44.8968666667,4.27593333333,46.2876111111,41.5742,6.96918888888
380.88,5.86780000001,33.9266333333,57.2644666667,23.9942666667,5.20533333333,5.31966666667,44.9547333333,4.2796,46.3515333333,41.6481333333,6.93793333333
381.24,5.8224074074,33.8743,57.161,23.8884,5.2326,5.28453333334,44.8601333333,4.2654,46.2624555555,41.5760666667,6.91505555555
381.61,5.73946666667,33.8276333333,57.2099333333,23.8338,5.17093333333,5.21453333333,44.8666,4.2074,46.2655333333,41.5792666667,6.81724444445
381.97,5.62522222222,33.7591666667,57.1969666667,23.737,5.10533333333,5.09446666667,44.8516666667,4.1272,46.2337333333,41.5648,6.71443333333
382.33,5.57271111111,33.8424,57.3112333333,23.745,5.07913333333,5.0564,44.9250666667,4.0942,46.3296,41.6050666666,6.65176666666
382.69,5.60820000001,33.8937,57.4806,23.7989333333,5.1212,5.10186666667,45.0434666667,4.16193333333,46.4901,41.7415333333,6.68318888888
383.05,5.53921481481,33.8611666667,57.4102333333,23.7212,5.0798,5.01046666667,44.9789333333,4.11246666667,46.4160666667,41.7044,6.59764444444
383.41,5.60457777778,33.9253333333,57.4709,23.7796,5.17006666667,5.0754,45.0162666667,4.22026666667,46.4703666667,41.8051333333,6.66085555556
383.77,5.62229629629,33.9578333333,57.4325,23.7836666667,5.226,5.09393333333,45.0159333333,4.27386666667,46.5103444444,41.7854666666,6.67454444445
384.14,5.61364444444,34.0803666667,57.5198666667,23.8194666667,5.23953333333,5.09,45.0550666667,4.28113333333,46.5915777778,41.8555333333,6.67091111111
384.50,5.61093333334,34.1145,57.6098,23.8320666666,5.25613333333,5.0788,45.0962666667,4.2774,46.6770444444,41.9309333333,6.68620000001
384.86,5.63663703704,34.189,57.7491,23.8528,5.3232,5.14033333333,45.1882666667,4.32026666667,46.7705333333,42.0417333333,6.71230000001
385.22,5.67698518518,34.3202,57.9011333333,23.9341333333,5.33486666667,5.15633333333,45.3284,4.3674,46.9255555555,42.1974666667,6.74416666667
385.58,5.71862962963,34.3928666667,57.957,23.9448666667,5.3756,5.14326666667,45.3885333333,4.3792,47.0111222222,42.2894,6.78034444445
385.94,5.74925185185,34.4903333333,58.1224333333,23.9329333334,5.38753333333,5.16886666667,45.4908666667,4.39473333333,47.1131222222,42.4064666667,6.79232222221
386.30,5.7681037037,34.5097666667,58.1377333333,23.9284666667,5.43493333333,5.15406666667,45.5025333333,4.43353333333,47.1378666667,42.4504,6.80077777779
386.66,5.76770370371,34.5485333333,58.1684333333,23.8862666667,5.48513333333,5.1464,45.5360666667,4.45453333333,47.1481888889,42.4426,6.80014444445
387.03,5.74781481482,34.5683666667,58.1457666667,23.8716,5.5056,5.10886666667,45.5186,4.44446666666,47.1779777778,42.4372,6.78081111112
387.39,5.66905185185,34.6138333333,58.2097666667,23.8516,5.449,5.01493333333,45.5406,4.343,47.2229,42.4784,6.72016666666
387.75,5.67582962962,34.7624333333,58.4016666667,23.9223333333,5.4692,5.00593333333,45.7203333333,4.36926666667,47.3689555556,42.6084,6.74438888889
388.11,5.67617037038,34.7766,58.4466,23.8994,5.4968,4.99513333333,45.7822666667,4.4044,47.4116555555,42.6374666667,6.74065555555
388.47,5.65675555555,34.8088333333,58.4768666666,23.9100666666,5.5254,4.997,45.8684,4.4192,47.4606444444,42.6702,6.74952222221
388.83,5.68423703704,34.8194333333,58.4679,23.9217333333,5.52486666667,4.995,45.8942,4.47526666666,47.4963888889,42.6903333333,6.79653333333
389.19,5.71261481481,34.8854333333,58.5689,23.984,5.5936,5.03173333333,46.0123333333,4.53686666667,47.6422222222,42.7888666667,6.82501111112
389.55,5.72237777779,34.998,58.6400666667,24.0355333333,5.65666666667,5.0848,46.1228,4.6166,47.7595111111,42.8595333333,6.86920000001
389.91,5.75873333333,35.0247666667,58.6959333333,24.0926,5.7224,5.1208,46.1467333333,4.71173333333,47.8084444444,42.9143333333,6.89401111111
390.27,5.73734074075,34.9888333333,58.6958666666,24.0695333333,5.7194,5.11626666667,46.174,4.73766666667,47.8377222222,42.9304666667,6.88148888888
390.63,5.79256296296,35.0549,58.7190333333,24.1369333333,5.7926,5.1708,46.2318,4.82446666666,47.9303555555,42.9857333333,6.92785555555
391.00,5.86347407407,35.1298,58.829,24.21,5.89733333333,5.2644,46.3735333333,4.948,48.0164111111,43.1096666667,7.02031111112
391.36,5.90485185186,35.1206333333,58.8817333333,24.2362,5.94726666667,5.2726,46.4421333333,5.03,48.1058555556,43.1801333333,7.02683333333
391.72,5.88116296295,35.032,58.7652333333,24.1450666667,5.95633333333,5.2462,46.3315333333,5.00033333333,48.0178888889,43.1146666667,6.98483333333
392.08,5.83693333334,35.0346666667,58.7912,24.1384,5.94706666667,5.18173333334,46.3511333333,4.99593333333,48.0589888889,43.1483333333,6.94997777777
392.44,5.8083037037,35.0417,58.8175,24.1256666667,5.92793333333,5.15973333333,46.3636666667,5.0092,48.0975555555,43.1822,6.89864444446
392.80,5.82725925926,35.1242666667,58.9078333333,24.2034666667,6.01673333333,5.17826666667,46.4546666667,5.06613333333,48.2188666667,43.2468666667,6.90347777777
393.16,5.85288148148,35.2166333333,58.9384,24.2267333333,6.081,5.19386666667,46.5208,5.13986666667,48.261,43.2746,6.93455555555
393.52,5.90628888889,35.251,58.9910666667,24.2609333333,6.16973333333,5.22186666667,46.5558666666,5.22253333333,48.2971777778,43.3244,6.96336666666
393.88,5.90737777778,35.3123666667,58.9271,24.2171333333,6.2032,5.20406666667,46.5806666667,5.2336,48.3159666667,43.2856666667,6.96498888888
394.24,5.88872592593,35.3997,58.9706333333,24.2315333333,6.2492,5.17786666667,46.6556666667,5.26406666667,48.3898222222,43.3204666667,6.94725555556
394.60,5.84608888888,35.4172333333,58.9737333333,24.2033333333,6.25546666667,5.13686666667,46.6914666667,5.27566666667,48.4443888889,43.3570666667,6.91941111112
394.96,5.76893333333,35.3939,58.8626,24.0836,6.22626666667,5.03533333333,46.6352,5.22353333333,48.429,43.2559333333,6.83656666666
395.32,5.79251111111,35.5095,58.9099,24.1086,6.31406666667,5.06873333333,46.7652,5.28853333333,48.5361333333,43.3049333333,6.855
395.68,5.79990370372,35.6082333333,59.0156666667,24.1802,6.35493333333,5.0664,46.9384666667,5.3644,48.7117555556,43.4142666667,6.87989999999
396.04,5.92534074073,35.7685,59.1058333333,24.2836666667,6.5422,5.20213333333,47.1264,5.5322,48.8855222222,43.5563333333,7.02048888888
396.40,5.95788888889,35.8656333333,59.1117,24.3131333333,6.63966666667,5.21613333333,47.2160666667,5.59373333333,48.9864444444,43.5768666667,7.06342222222
396.76,5.91685185185,35.8838666667,59.0386666667,24.2382666667,6.63926666667,5.173,47.2046666667,5.59126666667,48.9789555556,43.5675333333,7.01084444444
397.12,5.85043703703,35.8358333333,58.9975666667,24.1871333333,6.6312,5.13606666667,47.1976,5.5622,49.0141666667,43.5338,6.94084444445
397.48,5.819,35.8799666667,58.965,24.1748666667,6.664,5.1272,47.283,5.61,49.073,43.5359333333,6.8987
397.84,5.76675555555,35.9395,58.9822666667,24.1968666667,6.70706666667,5.08226666667,47.386,5.6516,49.2027111111,43.6304666667,6.88726666667
398.20,5.79017037038,35.9612666667,58.9675333333,24.2354,6.75886666667,5.08933333333,47.4612,5.6982,49.2989777778,43.6734666667,6.88938888889
398.56,5.74274074074,35.9553333333,58.9479666667,24.2142,6.76966666667,5.04133333333,47.5292666667,5.68666666666,49.3222666667,43.6578,6.83623333334
398.92,5.7800962963,36.0292333333,59.0813333333,24.2946666667,6.8286,5.051,47.6724,5.75366666667,49.4577666667,43.7862666667,6.86155555555
399.28,5.79788888889,36.0753333333,59.0371,24.3025333333,6.8854,5.06306666667,47.7007333334,5.83073333333,49.4899444444,43.7886,6.88538888889
399.64,5.76112592593,36.1246333333,59.0302,24.2766666667,6.91746666667,5.03133333333,47.7542666667,5.84873333333,49.5598444444,43.7572,6.85784444445
400.00,5.7355037037,36.1403,59.0040333333,24.3116666667,6.95433333333,5.02153333333,47.7990666667,5.8842,49.6135444445,43.7052,6.81521111111
400.36,5.76664444445,36.251,59.0542,24.3508,7.05513333333,5.05493333333,47.9376666667,5.99946666667,49.7609444444,43.7384666667,6.85916666667
400.72,5.81091851853,36.3348666667,59.0795666667,24.4374,7.1912,5.0872,48.0515333333,6.12233333333,49.8885222222,43.7569333333,6.90929999999
401.08,5.88461481482,36.4903333333,59.0814,24.4925333333,7.3188,5.12953333334,48.1582666667,6.25266666667,50.0184222222,43.8302,6.98268888889
401.44,5.91665925927,36.5692666667,59.0582,24.5278666666,7.40333333333,5.12973333333,48.194,6.3056,50.1109,43.8545333333,7.03492222222
401.80,5.9967851852,36.6848333333,59.1423666667,24.6134666667,7.54066666667,5.19546666667,48.3447333333,6.433,50.2523666667,43.8726666667,7.09133333334
402.16,6.05580740741,36.8136,59.1781,24.6470666667,7.6468,5.24433333333,48.4531333333,6.5562,50.3604222222,43.917,7.15425555556
402.52,6.09426666667,36.9563,59.2198,24.7165333333,7.71893333333,5.26786666667,48.5621333333,6.68453333333,50.4999666667,43.9796,7.19505555556
402.88,6.11363703704,37.1122333333,59.3180333333,24.8139333333,7.83373333333,5.3148,48.7667333333,6.83406666667,50.7392222222,44.0993333333,7.21833333333
403.24,6.07742222223,37.1553,59.2771666667,24.8182,7.8736,5.28793333333,48.835,6.8792,50.8270555555,44.0649333333,7.20616666667
403.60,6.11522962963,37.2515333333,59.3047666667,24.8946,7.99993333333,5.3306,48.9656,7.00373333333,50.9383,44.1419333333,7.23156666667
403.95,6.11294814815,37.3117333333,59.3208333333,24.8961333333,8.05726666667,5.28693333333,49.0748,7.0516,51.0663333333,44.1866,7.21715555556
404.31,6.09672592593,37.3567333333,59.3074333333,24.9298666667,8.09933333333,5.27686666667,49.1589333333,7.10526666667,51.1276,44.2144,7.18617777777
404.67,6.05707407407,37.4146666667,59.3346333334,24.9293333333,8.11833333333,5.23493333334,49.2738666667,7.1258,51.2582888889,44.2483333333,7.16066666667
405.03,6.02168148148,37.4614666667,59.3608,24.9355333334,8.15313333333,5.19033333333,49.3704666667,7.15846666667,51.3585444444,44.2548666667,7.13457777778
405.39,5.98014814814,37.4667,59.3173333333,24.9165333333,8.18473333333,5.1638,49.4667333333,7.203,51.4321444444,44.229,7.09465555555
405.75,5.92599259259,37.4417,59.2094,24.8646,8.19206666666,5.10966666667,49.5008,7.20893333333,51.4488555555,44.1810666667,7.03323333334
406.11,5.90177777779,37.4928,59.193,24.8804666667,8.28120000001,5.08846666667,49.5880666667,7.27846666667,51.5569555556,44.1852,7.02076666666
406.47,5.96285925925,37.5876333333,59.2048333333,24.9566,8.44360000001,5.13866666667,49.7522666667,7.39873333333,51.7006555555,44.2276666667,7.08637777778
406.83,5.92897777778,37.5966333333,59.1104333333,24.9397333333,8.47399999999,5.094,49.7731333333,7.40386666667,51.6860555556,44.1357333333,7.05123333333
407.19,5.92525925925,37.6352666667,59.0998,24.9605333333,8.57113333333,5.065,49.9008,7.47426666667,51.8009333334,44.1641333333,7.04564444445
407.55,5.93888148147,37.6720666667,59.0152666667,24.9953333333,8.65673333334,5.06386666667,49.9747333333,7.54173333333,51.8889444444,44.1654666667,7.05537777778
407.90,5.91380000001,37.7224333333,58.9771,25.0192,8.72800000001,5.0624,50.0656666667,7.61013333334,51.9500777778,44.1506,7.03777777777
408.26,5.89300740741,37.7721,58.929,25.0165333333,8.78500000001,5.0144,50.1362,7.65306666667,52.0326333333,44.1317333333,7.01456666667
408.62,5.91124444445,37.8218,58.8289666667,25.0214,8.87646666667,5.0328,50.2187333333,7.74620000001,52.0956222222,44.1191333333,7.03297777779
408.98,5.88317037036,37.7996666667,58.7292333333,25.0254,8.93759999999,5.0194,50.2908,7.80319999999,52.1523111111,44.0769333333,7.00090000001
409.34,5.88642222221,37.9029666667,58.7199666667,25.0620666667,9.0486,5.01786666667,50.411,7.89559999999,52.2709,44.0959333334,7.00373333332
409.70,5.88724444445,38.0322333333,58.7774666667,25.1516666667,9.16213333334,5.01613333333,50.5571333333,8.0194,52.4420444445,44.1918666667,7.03406666667
410.06,5.88757037037,38.1134333333,58.7371333333,25.1756,9.22313333333,5.01366666667,50.6774,8.10119999999,52.5056777778,44.1737333333,7.04061111112
410.42,5.84731111111,38.1548666667,58.6863666667,25.1847333333,9.27113333334,4.9824,50.7490666667,8.15206666666,52.5960333333,44.1840666667,7.01021111111
410.77,5.89241481481,38.2651333333,58.6815666667,25.2564,9.403,5.01846666667,50.8998666667,8.27926666666,52.7520777778,44.2480666667,7.06462222223
411.13,5.89239259259,38.4008333333,58.7077333333,25.3072,9.48920000002,5.03386666667,51.0229333333,8.37673333333,52.8939777778,44.3056666667,7.06324444445
411.49,5.8984962963,38.5349,58.7754666667,25.3332,9.54926666666,5.02666666667,51.2071333333,8.46986666667,53.0743333333,44.3548666667,7.07379999999
411.85,5.92257777778,38.6171,58.7489,25.3591333333,9.64799999999,5.02766666667,51.3332666667,8.58013333334,53.2269555556,44.3459333333,7.0871
412.21,5.95752592592,38.6868333333,58.7126,25.417,9.78366666666,5.06966666667,51.4778666667,8.72519999999,53.3814444445,44.3516,7.13491111112
412.57,5.93570370371,38.7725666667,58.7091333333,25.4648,9.89466666669,5.05686666667,51.6175333333,8.83253333333,53.5422555556,44.3617333333,7.13048888888
412.92,5.98717777779,38.9517333333,58.7617,25.5627333333,10.0522666667,5.08326666667,51.8198666667,8.97833333333,53.7374111111,44.4368,7.18904444445
413.28,5.94025925927,39.0040333333,58.7044333333,25.5822666667,10.1074,5.023,51.9280666667,9.01419999999,53.8867666667,44.4100666667,7.13707777779
413.64,5.98731111112,39.0536,58.6469333333,25.6398,10.2379333333,5.0746,52.057,9.1354,54.0128666667,44.3666666667,7.16262222223
414.00,5.99517037037,39.1364,58.6183333333,25.6998,10.3518,5.0858,52.2017333333,9.25206666667,54.1896888889,44.386,7.17516666666
414.36,5.97572592592,39.2315,58.5742,25.7080666667,10.4478,5.04406666667,52.3374666667,9.33573333334,54.3179555555,44.3862666667,7.13367777779
414.72,5.94643703704,39.2431,58.4889666667,25.6818,10.5300666667,5.002,52.3989333333,9.40986666667,54.4252444444,44.2945333333,7.09973333333
415.07,6.00534074075,39.3089,58.4263333333,25.7480666667,10.6680666667,5.03513333333,52.4972,9.55773333333,54.5469444445,44.2543333333,7.15945555555
