wavelength,Back_RamPasf,Belly_RamPasf,Breast_RamPasf,Crissum_RamPasf,Crown_RamPasf,DorTail_RamPasf,Rump_RamPasf,Throat_RamPasf,WingTip_RamPasf
367.47,2.71177777778,6.30877777778,4.20911111111,3.05833333333,3.51133333333,2.08755555556,2.45688888889,9.10522222222,3.82377777778
367.84,2.76766666666,6.36511111111,4.25777777778,3.07022222222,3.55477777778,2.14644444444,2.52966666667,9.14755555556,3.903
368.20,2.91277777778,6.52322222222,4.35733333333,3.18244444445,3.65611111111,2.27555555556,2.67655555556,9.24066666667,4.02333333333
368.56,2.93444444445,6.54788888889,4.37144444444,3.17855555556,3.64677777778,2.31577777778,2.70188888889,9.28266666668,4.03966666667
368.93,2.95644444445,6.565,4.40455555556,3.24266666667,3.68711111111,2.34333333333,2.76,9.36777777777,4.09966666667
369.29,2.96722222222,6.61133333333,4.41433333333,3.261,3.68711111111,2.35744444444,2.73488888889,9.37588888888,4.13166666667
369.65,2.95111111111,6.62288888889,4.39033333333,3.27844444444,3.67,2.42711111111,2.69933333333,9.40822222223,4.14388888889
370.01,3.02922222222,6.74711111111,4.475,3.39588888889,3.80411111111,2.52611111111,2.787,9.4978888889,4.24444444444
370.38,3.05966666666,6.787,4.48455555555,3.41255555556,3.82944444445,2.57955555556,2.78555555555,9.51899999999,4.25711111111
370.74,3.13933333334,6.84655555555,4.53511111111,3.41733333334,3.869,2.61366666667,2.84377777778,9.54822222222,4.352
371.10,3.21488888889,6.88544444444,4.59522222222,3.46322222222,3.89911111111,2.64922222222,2.90533333333,9.60166666668,4.44155555556
371.46,3.22111111111,6.80288888889,4.61233333333,3.47355555556,3.89788888889,2.63877777778,2.90388888889,9.6278888889,4.43833333333
371.83,3.21888888889,6.80033333333,4.59311111111,3.43333333333,3.901,2.60777777778,2.87433333333,9.63388888888,4.406
372.19,3.23522222222,6.81588888889,4.60644444444,3.41966666667,3.92666666667,2.63255555556,2.88444444444,9.69277777776,4.43355555556
372.55,3.18777777778,6.80133333333,4.58333333333,3.36977777778,3.92555555556,2.57877777778,2.83633333333,9.6461111111,4.41566666667
372.92,3.123,6.76844444444,4.51477777778,3.30522222222,3.88466666667,2.54611111111,2.79566666666,9.60055555557,4.383
373.28,3.17666666667,6.83733333333,4.56611111111,3.31788888889,3.96433333333,2.54033333333,2.85066666667,9.74044444446,4.42211111111
373.64,3.26533333333,6.898,4.64677777778,3.36488888889,4.04811111111,2.57388888889,2.94244444444,9.819,4.47144444445
374.00,3.38422222222,6.96766666667,4.75588888889,3.43655555556,4.13888888889,2.65855555555,3.04233333334,9.97188888889,4.57933333334
374.37,3.42022222222,6.98711111111,4.73966666667,3.45977777778,4.19022222222,2.69533333333,3.06755555555,10.0556666667,4.641
374.73,3.437,7.02333333333,4.75611111111,3.45355555555,4.26711111111,2.77077777778,3.06322222222,10.1164444444,4.65277777778
375.09,3.495,7.08922222222,4.75411111111,3.46533333333,4.35488888889,2.86088888889,3.07188888889,10.1753333333,4.66677777778
375.45,3.38111111111,7.02377777778,4.62422222222,3.353,4.28922222222,2.77011111111,2.95877777778,10.1013333333,4.54511111111
375.81,3.34033333333,6.97233333333,4.59,3.30411111111,4.29133333333,2.76155555556,2.88477777778,10.067,4.52844444445
376.18,3.29633333333,6.94266666666,4.562,3.26988888889,4.30122222222,2.71188888889,2.827,10.0558888889,4.51011111111
376.54,3.31033333333,6.97544444444,4.62444444444,3.317,4.35377777778,2.77122222222,2.896,10.1676666667,4.56577777778
376.90,3.295,6.96566666667,4.64077777778,3.30077777778,4.369,2.77355555556,2.88188888889,10.1714444444,4.55433333333
377.26,3.27,6.90244444444,4.61744444445,3.30155555555,4.36911111111,2.79833333333,2.84455555556,10.1496666667,4.533
377.63,3.24366666666,6.929,4.60933333333,3.29722222222,4.39355555556,2.83011111111,2.82522222222,10.2101111111,4.52277777778
377.99,3.23488888889,6.92466666667,4.56466666667,3.27255555555,4.41311111111,2.78344444444,2.77555555555,10.2332222222,4.50666666667
378.35,3.23766666667,6.915,4.59022222222,3.25577777778,4.45188888889,2.79733333333,2.77133333333,10.2306666667,4.53055555555
378.71,3.243,6.90588888889,4.60333333333,3.28977777778,4.46577777778,2.81366666666,2.76466666667,10.299,4.558
379.07,3.189,6.85033333333,4.53866666666,3.24944444445,4.44644444444,2.72444444444,2.70822222222,10.3208888889,4.55411111111
379.44,3.19266666667,6.88644444444,4.55355555556,3.24355555556,4.46922222222,2.72122222222,2.70366666667,10.3683333333,4.579
379.80,3.28644444445,6.99433333333,4.616,3.34655555556,4.54266666667,2.791,2.79733333333,10.5168888889,4.68155555555
380.16,3.33033333333,7.00833333333,4.63266666667,3.37644444444,4.56333333333,2.83111111111,2.79544444445,10.5643333333,4.72744444444
380.52,3.33,6.95555555556,4.577,3.33844444444,4.53633333333,2.81933333333,2.72477777778,10.5694444445,4.69566666667
380.88,3.358,6.97255555555,4.58777777778,3.37633333333,4.59933333333,2.865,2.69622222222,10.6565555556,4.72577777778
381.24,3.38622222222,6.99766666667,4.613,3.39755555556,4.62577777778,2.91411111111,2.70722222222,10.6535555556,4.77288888889
381.61,3.42633333333,6.97311111111,4.61966666667,3.44211111111,4.65777777778,2.92122222222,2.73044444444,10.6737777778,4.84411111111
381.97,3.43022222222,6.96955555556,4.66733333333,3.483,4.697,2.97977777778,2.78811111111,10.726,4.87555555556
382.33,3.476,7.01433333334,4.71411111111,3.51188888889,4.74788888889,3.00044444445,2.82755555556,10.7976666667,4.91277777778
382.69,3.53977777778,7.04155555556,4.75233333333,3.56,4.81211111111,3.02955555556,2.89355555555,10.8474444445,4.97588888889
383.05,3.54822222222,7.10211111111,4.80011111111,3.58855555556,4.85322222222,3.08266666667,2.92144444444,10.8882222222,4.98
383.41,3.56,7.11211111111,4.80833333333,3.59188888889,4.89055555556,3.13355555556,2.95577777778,10.9095555556,5.00433333333
383.77,3.50233333333,7.08344444445,4.77066666667,3.55044444444,4.89555555556,3.13188888889,2.91833333333,10.8988888889,4.99322222222
384.14,3.51377777778,7.09277777778,4.783,3.56722222222,4.96788888889,3.17033333333,2.95911111111,10.9512222222,4.99433333333
384.50,3.49288888889,7.06911111111,4.75988888889,3.53966666667,4.99155555556,3.13577777778,2.94444444445,10.955,4.95088888889
384.86,3.47211111111,7.04233333333,4.71288888889,3.48511111111,4.95644444444,3.097,2.93233333333,10.9115555556,4.91166666667
385.22,3.45444444444,7.05377777778,4.68044444444,3.48444444444,4.95422222222,3.08133333333,2.90522222222,10.9488888889,4.89066666667
385.58,3.37022222222,7.00122222222,4.61377777778,3.39211111111,4.88555555555,3.03222222222,2.844,10.9214444445,4.79944444444
385.94,3.31733333333,6.99466666667,4.55977777778,3.33322222222,4.84644444445,2.98222222222,2.79488888889,10.8991111111,4.78033333333
386.30,3.27322222222,6.97611111111,4.50533333333,3.30422222222,4.80655555556,2.956,2.75544444445,10.8923333333,4.75211111111
386.66,3.17844444445,6.91077777778,4.43688888889,3.22511111111,4.74922222222,2.86988888889,2.67622222222,10.8437777778,4.693
387.03,3.14333333333,6.85677777778,4.38455555556,3.19,4.718,2.85722222222,2.64011111111,10.7864444444,4.652
387.39,3.12088888889,6.82411111111,4.34966666667,3.17666666667,4.69533333333,2.83477777778,2.58022222222,10.7874444444,4.62555555556
387.75,3.13088888889,6.82833333333,4.34455555556,3.16388888889,4.68533333333,2.82788888889,2.56988888889,10.8101111111,4.61311111111
388.11,3.13122222222,6.81188888889,4.34355555556,3.15655555556,4.64966666667,2.81011111111,2.554,10.8176666667,4.60755555556
388.47,3.20388888889,6.91677777778,4.38455555556,3.24211111111,4.69955555556,2.90255555556,2.61333333333,10.8967777778,4.68655555555
388.83,3.252,6.95955555556,4.41266666667,3.27277777778,4.74066666667,2.93422222222,2.65944444445,10.9794444444,4.72233333334
389.19,3.21988888889,6.934,4.36833333333,3.22644444445,4.70577777778,2.86833333333,2.64588888889,10.9848888889,4.69766666667
389.55,3.22111111111,6.95122222222,4.37711111111,3.21922222222,4.73522222222,2.86766666667,2.64811111111,10.9974444444,4.72322222222
389.91,3.22788888889,6.93822222222,4.35044444444,3.22544444444,4.72988888889,2.88222222222,2.62988888889,10.9903333333,4.69966666666
390.27,3.23522222222,6.94077777778,4.359,3.22766666667,4.734,2.90944444445,2.63777777778,11.0397777778,4.70466666667
390.63,3.29855555556,7.01188888889,4.40122222222,3.30722222222,4.78777777778,2.96866666666,2.69677777778,11.1318888889,4.75044444445
391.00,3.32788888889,7.03544444445,4.46444444444,3.34533333333,4.83011111111,2.98388888889,2.722,11.1966666667,4.78988888889
391.36,3.32922222222,7.02422222222,4.49111111111,3.37144444444,4.844,2.95377777778,2.73811111111,11.2201111111,4.78466666667
391.72,3.30077777778,7.00433333333,4.47811111111,3.37366666667,4.82477777778,2.91211111111,2.73288888889,11.211,4.744
392.08,3.30044444445,7.03111111111,4.48066666666,3.38022222222,4.84922222222,2.906,2.74522222222,11.2338888889,4.75311111111
392.44,3.26833333334,6.99444444445,4.47177777778,3.34,4.83877777778,2.82544444444,2.71544444444,11.2377777778,4.71122222222
392.80,3.25944444444,6.98366666667,4.47922222222,3.33833333333,4.82922222222,2.82066666667,2.69055555556,11.2334444444,4.71933333333
393.16,3.29666666667,7.00888888889,4.52477777778,3.36277777778,4.88755555555,2.88733333333,2.73522222222,11.2888888889,4.763
393.52,3.34933333333,7.04833333333,4.55022222222,3.397,4.922,2.91,2.76811111111,11.3661111111,4.78888888889
393.88,3.40444444444,7.10311111111,4.60955555556,3.42822222222,4.99288888889,2.93855555555,2.83022222222,11.4308888889,4.85255555556
394.24,3.41955555556,7.14355555556,4.618,3.45466666667,5.04011111111,2.93733333333,2.84844444444,11.4392222222,4.86744444444
394.60,3.43622222222,7.15622222222,4.61055555556,3.45488888889,5.04822222222,2.95,2.85188888889,11.4518888889,4.86011111111
394.96,3.43555555556,7.16,4.57988888889,3.43844444444,5.03955555556,2.95122222222,2.85233333333,11.4736666667,4.83933333333
395.32,3.50833333334,7.24577777778,4.60555555555,3.47866666667,5.11111111111,3.02488888889,2.903,11.5424444444,4.907
395.68,3.59566666667,7.29522222222,4.65511111111,3.51777777778,5.181,3.10511111111,2.94311111111,11.611,4.97622222222
396.04,3.609,7.302,4.66266666667,3.53666666667,5.19666666667,3.13033333333,2.95633333333,11.6507777778,5.02333333333
396.40,3.60811111111,7.328,4.67377777778,3.53877777778,5.20288888889,3.17766666667,2.96877777778,11.6876666667,5.078
396.76,3.60755555556,7.35066666667,4.65744444445,3.55288888889,5.24555555555,3.19566666667,2.97088888889,11.7042222222,5.11044444444
397.12,3.56644444444,7.33455555556,4.64022222222,3.52844444444,5.20455555555,3.171,2.92111111111,11.6618888889,5.08211111111
397.48,3.54688888889,7.318,4.62355555556,3.52833333334,5.217,3.19811111111,2.89944444444,11.6715555556,5.08266666666
397.84,3.47888888889,7.228,4.54988888889,3.47977777778,5.16011111111,3.15177777778,2.80911111111,11.6424444444,5.02311111111
398.20,3.47377777778,7.20122222222,4.53033333333,3.466,5.15233333333,3.15022222222,2.78877777778,11.661,5.00722222222
398.56,3.42244444445,7.13822222222,4.49666666667,3.42222222222,5.13466666667,3.12755555556,2.71966666667,11.6327777778,4.95044444445
398.92,3.42055555556,7.11677777778,4.49955555556,3.429,5.18455555556,3.155,2.70311111111,11.6708888889,4.97744444444
399.28,3.43066666667,7.13933333333,4.51777777778,3.44311111111,5.20933333333,3.21988888889,2.72777777778,11.7186666667,5.01955555556
399.64,3.408,7.10388888889,4.49233333333,3.42788888889,5.22177777778,3.19133333333,2.71222222222,11.7534444444,5.02388888889
400.00,3.41422222222,7.10266666667,4.46133333333,3.41533333333,5.236,3.20444444444,2.69666666667,11.7666666667,5.01833333333
400.36,3.36877777778,7.02333333333,4.398,3.36666666667,5.21133333333,3.17844444444,2.63833333333,11.7274444445,4.96588888889
400.72,3.357,6.98122222222,4.38577777778,3.34022222222,5.19522222222,3.17066666667,2.63622222222,11.748,4.93855555556
401.08,3.37566666667,6.96011111111,4.36588888889,3.35544444444,5.25088888889,3.18944444444,2.65344444444,11.8177777778,4.96222222222
401.44,3.35622222222,6.92711111111,4.32888888889,3.34233333333,5.23588888889,3.16177777778,2.63488888889,11.812,4.93944444444
401.80,3.39577777778,6.95355555556,4.35322222222,3.36577777778,5.28022222222,3.19366666667,2.66188888889,11.8528888889,4.97833333333
402.16,3.35444444445,6.90055555555,4.30466666667,3.33233333333,5.25322222222,3.16066666667,2.61133333334,11.8422222222,4.96444444444
402.52,3.352,6.89766666667,4.28077777778,3.32388888889,5.29144444445,3.18466666667,2.62366666667,11.8655555555,4.99055555556
402.88,3.34455555555,6.89455555555,4.24555555556,3.31233333334,5.25833333333,3.17544444444,2.59688888889,11.8531111111,4.99244444444
403.24,3.31422222222,6.83111111111,4.19366666667,3.271,5.24444444444,3.12533333333,2.54855555555,11.8444444445,4.93811111111
403.60,3.28133333333,6.79322222222,4.163,3.21344444444,5.22477777778,3.10544444444,2.51566666666,11.8054444444,4.91588888889
403.95,3.23322222222,6.74766666667,4.12822222222,3.16055555556,5.20455555556,3.06822222222,2.47255555556,11.7981111111,4.89555555556
404.31,3.25,6.77244444444,4.12922222222,3.17166666667,5.22733333333,3.09266666667,2.49777777778,11.8177777778,4.902
404.67,3.25022222222,6.77066666667,4.11311111111,3.17011111111,5.23544444445,3.087,2.48688888889,11.8357777778,4.91166666667
405.03,3.243,6.75966666667,4.08733333333,3.14522222222,5.22388888889,3.082,2.46644444444,11.812,4.89366666667
405.39,3.22,6.73944444444,4.04666666667,3.104,5.21411111111,3.06322222222,2.43377777778,11.8115555555,4.879
405.75,3.184,6.70833333333,4.00088888889,3.07566666667,5.21611111111,3.05344444444,2.39688888889,11.8104444445,4.85422222222
406.11,3.21,6.75822222222,4.03944444445,3.11088888889,5.27733333333,3.10977777778,2.44388888889,11.8823333334,4.9
406.47,3.20644444444,6.77244444445,4.05133333333,3.10122222222,5.26388888889,3.10244444444,2.43266666667,11.9124444444,4.91322222222
406.83,3.17822222222,6.73511111111,4.03477777778,3.07133333333,5.25233333333,3.068,2.41344444445,11.9101111111,4.87044444444
407.19,3.16911111111,6.73311111111,4.02955555555,3.06755555555,5.25666666667,3.06233333333,2.40655555555,11.9185555556,4.87344444445
407.55,3.13455555556,6.72144444444,3.98966666667,3.08322222222,5.24122222222,3.05577777778,2.38288888889,11.9217777778,4.85455555555
407.90,3.12322222222,6.72566666667,3.97333333333,3.09077777778,5.24277777778,3.072,2.37477777778,11.9088888889,4.84022222222
408.26,3.09866666667,6.687,3.93855555556,3.06922222222,5.24655555555,3.04688888889,2.346,11.9011111111,4.83177777778
408.62,3.08244444445,6.673,3.91533333333,3.05022222222,5.242,3.05177777778,2.33077777778,11.9143333333,4.82277777778
408.98,3.07755555555,6.68644444445,3.93177777778,3.044,5.23844444445,3.04277777778,2.32166666667,11.9517777778,4.82366666667
409.34,3.094,6.71188888889,3.97044444444,3.06255555556,5.27622222222,3.07433333333,2.34644444445,11.9781111111,4.85711111111
409.70,3.10922222222,6.72833333333,4.00144444445,3.06555555556,5.27922222222,3.08666666667,2.36288888889,12.0036666667,4.88266666667
410.06,3.06588888889,6.69,3.95622222222,2.99911111111,5.23033333333,3.05322222222,2.31188888889,11.9563333333,4.84177777778
410.42,3.05777777778,6.66466666667,3.92344444445,2.97377777778,5.231,3.03455555556,2.30033333333,11.9358888889,4.81033333333
410.77,3.07177777778,6.69488888889,3.93211111111,2.98577777778,5.27577777778,3.04422222222,2.313,11.9636666666,4.84688888889
411.13,3.06122222222,6.69888888889,3.92233333333,2.97255555556,5.28111111111,3.036,2.29755555555,11.9847777778,4.84544444445
411.49,3.11566666667,6.75711111111,3.99266666667,3.01244444445,5.34344444444,3.07722222222,2.35322222222,12.0717777778,4.90122222222
411.85,3.12377777778,6.76822222222,4.01533333333,3.00988888889,5.36388888889,3.06466666667,2.35522222222,12.1176666667,4.91911111111
412.21,3.16411111111,6.82711111111,4.08422222222,3.06022222222,5.40444444444,3.118,2.388,12.2004444444,4.95533333333
412.57,3.15344444444,6.84344444445,4.10266666667,3.06922222222,5.41188888889,3.10311111111,2.39177777778,12.217,4.95411111111
412.92,3.18611111111,6.864,4.13566666667,3.09411111111,5.43666666667,3.11922222222,2.42566666667,12.2556666667,4.98533333333
413.28,3.20177777778,6.88533333333,4.15555555556,3.11922222222,5.44244444445,3.10577777778,2.43744444444,12.261,4.99
413.64,3.22155555555,6.938,4.17133333334,3.15455555556,5.46366666667,3.11488888889,2.46933333333,12.3168888889,5.00955555555
414.00,3.26266666667,6.96766666667,4.20666666667,3.207,5.48011111111,3.12566666667,2.50166666667,12.3623333333,5.02266666666
414.36,3.32888888889,7.04688888889,4.28811111111,3.28322222222,5.54288888889,3.184,2.57088888889,12.4576666667,5.09322222222
414.72,3.35055555556,7.07333333333,4.33877777778,3.32488888889,5.57211111111,3.21322222222,2.60533333334,12.5087777778,5.118
415.07,3.38533333334,7.10611111111,4.38333333333,3.38233333334,5.60433333333,3.23566666667,2.65722222222,12.5612222222,5.14855555555
415.43,3.33966666667,7.08811111111,4.35433333333,3.35633333333,5.56588888889,3.19877777778,2.61977777778,12.5245555556,5.10322222222
415.79,3.35811111111,7.10777777778,4.37444444444,3.38388888889,5.58355555556,3.21622222222,2.62555555556,12.5695555556,5.102
416.15,3.34666666667,7.11877777778,4.35755555556,3.36377777778,5.56588888889,3.18877777778,2.61555555555,12.559,5.09566666667
416.51,3.32844444444,7.11666666667,4.36688888889,3.35866666667,5.56544444444,3.18622222222,2.61966666667,12.5695555556,5.07155555556
416.86,3.33844444445,7.14977777778,4.39533333333,3.38011111111,5.59833333333,3.21855555556,2.64188888889,12.619,5.08477777778
417.22,3.31855555556,7.12844444444,4.38077777778,3.36555555555,5.58133333333,3.213,2.62211111111,12.6284444444,5.06444444444
417.58,3.294,7.10488888889,4.36911111111,3.34888888889,5.56455555555,3.19755555556,2.59966666667,12.6096666667,5.04066666667
417.94,3.26544444445,7.08833333333,4.35266666667,3.31777777778,5.56222222222,3.18233333333,2.57422222222,12.6084444444,5.03322222222
418.29,3.18833333333,7.03577777778,4.292,3.24633333333,5.50444444444,3.11777777778,2.504,12.541,4.97033333333
418.65,3.15511111111,7.01344444444,4.24233333333,3.21044444444,5.47266666666,3.08933333333,2.47166666666,12.518,4.93522222222
419.01,3.125,7.00977777778,4.20944444445,3.16933333333,5.43655555555,3.05688888889,2.43955555556,12.4757777778,4.91244444445
419.37,3.12233333333,7.01222222222,4.21722222222,3.15888888889,5.444,3.06377777778,2.43666666667,12.4904444444,4.91388888889
419.73,3.10733333333,7.00988888889,4.20555555556,3.14855555556,5.43022222222,3.05266666667,2.43966666667,12.4822222222,4.914
420.08,3.095,6.98233333333,4.18311111111,3.13711111111,5.41411111111,3.03644444444,2.41766666667,12.4801111111,4.899
420.44,3.12477777778,7.00088888889,4.20055555555,3.16166666667,5.43788888889,3.06666666667,2.42733333333,12.4995555556,4.93988888889
420.80,3.11511111111,6.98588888889,4.17266666667,3.14933333333,5.42266666667,3.05944444445,2.40611111111,12.4788888889,4.92788888889
421.16,3.11955555555,6.99377777778,4.181,3.16033333333,5.44588888889,3.07966666667,2.42511111111,12.4976666667,4.95233333333
421.51,3.12244444444,6.99266666666,4.18188888889,3.16333333333,5.45844444445,3.09644444444,2.42622222222,12.5183333334,4.96655555556
421.87,3.13088888889,6.98422222222,4.18155555555,3.16466666667,5.46311111111,3.09233333334,2.43233333333,12.5251111111,4.97144444444
422.23,3.161,6.99633333333,4.20055555556,3.19088888889,5.49488888889,3.12511111111,2.45955555555,12.581,4.99755555555
422.58,3.18855555556,7.014,4.222,3.207,5.519,3.14911111111,2.473,12.6165555555,5.03188888889
422.94,3.20422222222,7.00066666667,4.23155555556,3.21988888889,5.53877777778,3.17244444444,2.48988888889,12.66,5.04988888889
423.30,3.20788888889,6.99677777778,4.21144444444,3.22477777778,5.54877777778,3.17744444444,2.49088888889,12.6662222222,5.05966666667
423.66,3.20966666667,6.974,4.20588888889,3.21411111111,5.55088888889,3.18722222222,2.48411111111,12.6854444444,5.06688888889
424.01,3.22411111111,6.981,4.21311111111,3.22255555556,5.58344444445,3.21133333333,2.503,12.7133333333,5.08888888889
424.37,3.22244444444,6.96188888889,4.19644444444,3.20822222222,5.59455555556,3.21177777778,2.505,12.7296666667,5.09066666667
424.73,3.21577777778,6.94177777778,4.20044444444,3.20355555556,5.61211111111,3.21411111111,2.50177777778,12.7487777778,5.10711111111
425.08,3.22666666667,6.94044444445,4.19444444444,3.19733333333,5.624,3.20966666667,2.49688888889,12.7647777778,5.10922222222
425.44,3.21122222222,6.89933333333,4.16722222222,3.16866666667,5.61244444445,3.18311111111,2.47722222222,12.7456666667,5.091
425.80,3.217,6.90711111111,4.16477777778,3.184,5.63211111111,3.20466666667,2.47477777778,12.7752222222,5.11277777778
426.16,3.21377777778,6.89266666667,4.14844444444,3.17533333333,5.64033333333,3.21322222222,2.46166666667,12.768,5.13511111111
426.51,3.22033333334,6.87822222222,4.14488888889,3.18488888889,5.66422222222,3.22888888889,2.47477777778,12.7735555556,5.14988888889
426.87,3.20477777778,6.85611111111,4.13022222222,3.17255555555,5.67377777778,3.22788888889,2.454,12.7535555556,5.15211111111
427.23,3.21566666667,6.82588888889,4.13366666667,3.17588888889,5.70288888889,3.24311111111,2.45788888889,12.794,5.16222222222
427.58,3.21188888889,6.81277777778,4.10888888889,3.17066666667,5.72533333333,3.24844444444,2.44411111111,12.7808888889,5.15888888889
427.94,3.18033333333,6.76977777778,4.078,3.14755555555,5.704,3.22744444445,2.423,12.7643333333,5.14644444444
428.30,3.16066666667,6.74311111111,4.046,3.11811111111,5.69211111111,3.20922222222,2.38977777778,12.7446666667,5.12733333333
428.65,3.12188888889,6.71688888889,3.99466666667,3.08333333333,5.66766666667,3.18622222222,2.36033333333,12.7364444444,5.1
429.01,3.10033333333,6.68455555556,3.96766666667,3.06088888889,5.66677777778,3.18777777778,2.33277777778,12.7411111111,5.09511111111
429.37,3.09377777778,6.70022222222,3.96466666667,3.05933333334,5.69888888889,3.20544444445,2.33133333333,12.7786666667,5.10511111111
429.72,3.07377777778,6.68455555556,3.93988888889,3.01777777778,5.69633333333,3.208,2.32844444444,12.7677777778,5.10011111111
430.08,3.05888888889,6.67255555555,3.926,3.00711111111,5.69633333333,3.21122222222,2.32044444444,12.7902222222,5.08777777778
430.44,3.04322222222,6.66322222222,3.91211111111,2.98488888889,5.693,3.20688888889,2.30711111111,12.8262222222,5.08966666667
430.79,3.04033333333,6.65188888889,3.89255555555,2.97166666667,5.70188888889,3.20655555555,2.30322222222,12.868,5.08988888889
431.15,3.04466666667,6.66011111111,3.87444444444,2.96366666667,5.68411111111,3.21133333334,2.29855555555,12.856,5.09611111111
431.50,3.04722222222,6.651,3.87877777778,2.96277777778,5.68722222222,3.20866666667,2.29933333333,12.8841111111,5.11377777778
431.86,3.06588888889,6.67888888889,3.89411111111,2.97722222222,5.72722222222,3.23377777778,2.30833333333,12.9205555556,5.13033333333
432.22,3.06611111111,6.69166666666,3.91044444444,2.99722222222,5.74111111111,3.25622222222,2.32544444444,12.9667777778,5.146
432.57,3.08777777778,6.71622222222,3.92988888889,3.01455555556,5.75866666667,3.27544444445,2.34088888889,13.0036666667,5.16744444444
432.93,3.06633333333,6.69066666667,3.90833333333,2.99255555555,5.73088888889,3.24944444445,2.32277777778,12.9948888889,5.14633333333
433.29,3.07933333333,6.69155555556,3.91233333333,3.00377777778,5.73444444444,3.25711111111,2.33044444444,12.9956666667,5.15722222222
433.64,3.07455555556,6.67588888889,3.91633333333,3.00788888889,5.75077777778,3.24933333334,2.326,13.0065555555,5.15722222222
434.00,3.08788888889,6.67988888889,3.92066666667,3.02244444444,5.75744444444,3.23788888889,2.34177777778,13.0138888889,5.16222222222
434.35,3.09388888889,6.68044444444,3.93044444445,3.03111111111,5.75566666667,3.23922222222,2.34133333333,13.0201111111,5.15855555556
434.71,3.09533333333,6.69444444444,3.95066666667,3.04444444444,5.76444444445,3.24177777778,2.34577777778,13.0124444444,5.15111111111
435.07,3.06322222222,6.66866666666,3.94022222222,3.025,5.74311111111,3.20866666667,2.32222222222,12.9976666667,5.12355555556
435.42,3.08311111111,6.70977777778,3.96688888889,3.05733333333,5.78211111111,3.22744444444,2.35333333333,13.0355555556,5.12488888889
435.78,3.094,6.71211111111,3.98988888889,3.07822222222,5.78788888889,3.23533333333,2.36244444444,13.0521111111,5.14344444444
436.13,3.09511111111,6.72933333333,4.00233333333,3.096,5.79533333333,3.21733333334,2.36666666667,13.0715555556,5.15466666667
436.49,3.12855555556,6.75588888889,4.02733333333,3.13266666667,5.828,3.23644444444,2.38977777778,13.086,5.17055555556
436.84,3.168,6.808,4.06244444444,3.17933333333,5.86944444444,3.27111111111,2.42611111111,13.1212222222,5.19711111111
437.20,3.16055555556,6.827,4.06211111111,3.175,5.86988888889,3.26966666667,2.42455555556,13.141,5.20166666667
437.56,3.18155555556,6.86722222222,4.08211111111,3.19188888889,5.86777777778,3.271,2.42777777778,13.1583333333,5.19944444444
437.91,3.17288888889,6.88533333333,4.08611111111,3.17888888889,5.864,3.26766666667,2.41844444444,13.1632222222,5.19444444445
438.27,3.17377777778,6.91222222222,4.08644444444,3.17722222222,5.87166666667,3.27011111111,2.42088888889,13.1578888889,5.19088888889
438.62,3.18233333333,6.93088888889,4.09122222222,3.18211111111,5.87755555556,3.26488888889,2.42877777778,13.1854444445,5.19733333333
438.98,3.21233333333,6.98977777778,4.13144444445,3.22044444444,5.91588888889,3.294,2.46722222222,13.2324444444,5.24055555556
439.33,3.22322222222,7.01644444444,4.15033333333,3.22711111111,5.90266666667,3.29044444444,2.47366666667,13.2304444444,5.25
439.69,3.25211111111,7.04888888889,4.18155555556,3.24877777778,5.917,3.30422222222,2.49877777778,13.2571111111,5.25711111111
440.04,3.26711111111,7.06244444444,4.196,3.25833333333,5.92555555556,3.323,2.51222222222,13.2467777778,5.26066666666
440.40,3.26622222222,7.07088888889,4.20622222222,3.25444444445,5.92611111111,3.312,2.52222222222,13.2751111111,5.26755555556
440.75,3.26366666667,7.08666666667,4.22311111111,3.249,5.92488888889,3.30177777778,2.53088888889,13.2892222222,5.267
441.11,3.29466666667,7.13266666667,4.27322222222,3.28388888889,5.94855555556,3.32111111111,2.55644444445,13.3286666667,5.28444444445
441.47,3.29344444444,7.13811111111,4.28766666667,3.3,5.94933333333,3.32744444445,2.57622222222,13.3528888889,5.29044444444
441.82,3.29944444444,7.14855555555,4.30522222222,3.31188888889,5.95566666667,3.31666666667,2.58022222222,13.3762222222,5.292
442.18,3.30388888889,7.16688888889,4.337,3.33777777778,5.97655555556,3.31355555556,2.59733333334,13.4246666666,5.30222222222
442.53,3.30722222222,7.189,4.36666666667,3.356,5.98077777778,3.32055555555,2.601,13.454,5.312
442.89,3.30188888889,7.19122222222,4.37233333333,3.35033333333,5.973,3.29877777778,2.59011111111,13.4654444444,5.29711111111
443.24,3.27822222222,7.192,4.36511111111,3.34444444445,5.96966666667,3.27888888889,2.57411111111,13.477,5.28077777778
443.60,3.25611111111,7.20622222222,4.36433333333,3.34255555555,5.97355555555,3.25822222222,2.56122222222,13.4833333333,5.267
443.95,3.26188888889,7.24088888889,4.38788888889,3.35333333333,5.97011111111,3.25033333333,2.56166666667,13.5115555556,5.26888888889
444.31,3.24755555556,7.24622222222,4.39566666667,3.36166666667,5.96066666667,3.23777777778,2.55188888889,13.5014444445,5.25333333333
444.66,3.24844444444,7.26822222222,4.416,3.38222222222,5.95744444444,3.24644444444,2.548,13.508,5.25588888889
445.02,3.23133333333,7.25877777778,4.40333333333,3.37188888889,5.94,3.21377777778,2.54266666667,13.504,5.23388888889
