wavelength,Back_OryMaxm,Belly_OryMaxm,Breast_OryMaxm,Crissum_OryMaxm,Crown_OryMaxm,DorTail_OryMaxm,Rump_OryMaxm,Throat_OryMaxm,WingTip_OryMaxm
569.77,4.9625,5.8725,4.87516666667,4.39716666667,4.62116666667,6.491,5.51716666667,5.4045,6.46333333333
570.11,4.9275,5.83966666666,4.85083333334,4.35916666667,4.59816666666,6.43216666667,5.46983333333,5.36133333333,6.42866666667
570.45,4.8985,5.83133333333,4.83866666667,4.3495,4.59616666667,6.41733333333,5.46533333333,5.35216666667,6.4375
570.79,4.857,5.8125,4.85216666667,4.373,4.58166666667,6.36866666666,5.4235,5.32133333333,6.42166666667
571.13,4.8855,5.82983333334,4.8705,4.39683333333,4.62116666666,6.385,5.43733333334,5.35283333333,6.473
571.47,4.895,5.79533333333,4.84866666667,4.37566666666,4.62233333333,6.40933333334,5.45083333333,5.329,6.497
571.81,4.82316666667,5.739,4.79133333334,4.28816666666,4.531,6.3495,5.36933333333,5.23466666667,6.43466666667
572.15,4.76483333333,5.67966666666,4.7555,4.243,4.486,6.30466666667,5.33633333333,5.19416666666,6.39566666666
572.49,4.74716666667,5.64916666667,4.71683333333,4.21333333334,4.48733333333,6.2655,5.297,5.17216666667,6.36216666667
572.83,4.75733333333,5.63733333334,4.6875,4.20666666667,4.47683333333,6.285,5.30983333333,5.16883333333,6.35
573.17,4.7375,5.62433333333,4.64683333333,4.20116666667,4.44083333334,6.29066666667,5.2785,5.159,6.366
573.51,4.7055,5.57783333333,4.6115,4.182,4.42866666667,6.245,5.2425,5.12916666667,6.337
573.85,4.73833333333,5.59116666667,4.6255,4.22466666666,4.4715,6.287,5.273,5.15683333334,6.3885
574.19,4.74016666667,5.5695,4.62266666666,4.21883333334,4.44466666667,6.26566666667,5.25933333334,5.11233333333,6.37583333334
574.53,4.74016666666,5.55766666666,4.61766666667,4.2,4.44966666666,6.29533333333,5.28833333334,5.10383333333,6.3865
574.87,4.72366666667,5.53583333334,4.57283333333,4.18,4.44816666667,6.27133333333,5.28833333333,5.07983333333,6.36383333333
575.21,4.72633333333,5.58633333333,4.58566666667,4.186,4.47283333333,6.26583333333,5.29583333334,5.1335,6.37016666666
575.55,4.796,5.6435,4.63966666667,4.27083333334,4.53766666667,6.28916666667,5.36616666667,5.20916666667,6.43516666667
575.89,4.83333333334,5.653,4.68016666667,4.29583333334,4.56433333333,6.31633333333,5.40283333333,5.22933333334,6.47316666667
576.22,4.8305,5.67816666666,4.72566666667,4.31033333334,4.548,6.33333333334,5.42766666667,5.23083333333,6.48683333333
576.56,4.78466666667,5.666,4.72516666667,4.33783333334,4.572,6.34383333333,5.407,5.25766666667,6.48566666667
576.90,4.79766666667,5.71966666667,4.76633333333,4.36316666667,4.60866666667,6.357,5.439,5.31666666667,6.5175
577.24,4.78966666667,5.72916666666,4.7745,4.36966666667,4.60566666666,6.38,5.401,5.32616666666,6.52966666667
577.58,4.763,5.70266666667,4.74416666667,4.318,4.571,6.366,5.38483333334,5.3045,6.51716666667
577.92,4.71583333334,5.67833333333,4.68733333334,4.27083333333,4.5755,6.33,5.33783333334,5.30116666666,6.49283333333
578.26,4.71733333333,5.71366666667,4.67616666666,4.271,4.588,6.33266666667,5.3235,5.33016666667,6.5065
578.60,4.66566666667,5.72833333333,4.669,4.243,4.56783333333,6.35466666667,5.3185,5.28566666667,6.50616666666
578.94,4.65066666667,5.735,4.63416666667,4.258,4.54983333333,6.3225,5.294,5.26333333333,6.50716666667
579.28,4.59433333333,5.69916666667,4.58966666667,4.21683333333,4.507,6.28566666666,5.23783333333,5.21033333333,6.48266666667
579.61,4.511,5.64233333333,4.49966666667,4.154,4.42,6.225,5.15166666666,5.13783333333,6.4485
579.95,4.49116666667,5.63133333334,4.43766666667,4.13233333333,4.408,6.24733333333,5.15966666667,5.16166666667,6.4925
580.29,4.53866666667,5.64966666667,4.44933333333,4.12766666667,4.406,6.21366666667,5.13416666667,5.16116666667,6.52566666667
580.63,4.4985,5.57383333334,4.40516666667,4.1365,4.41,6.21,5.1105,5.0585,6.48666666667
580.97,4.51966666666,5.54316666666,4.39216666667,4.086,4.3935,6.15766666666,5.14583333333,5.0285,6.47866666667
581.31,4.50083333333,5.5325,4.3515,4.05166666667,4.37733333333,6.1405,5.13766666666,5.0325,6.47683333333
581.65,4.546,5.547,4.40133333333,4.09333333333,4.40316666667,6.2295,5.21616666666,5.07933333334,6.5765
581.98,4.578,5.50616666666,4.4045,4.1135,4.38466666667,6.21616666667,5.24133333333,5.05683333333,6.57233333333
582.32,4.5895,5.4975,4.40483333334,4.144,4.377,6.19133333334,5.24066666667,5.05483333333,6.58716666667
582.66,4.58433333333,5.46533333333,4.45333333333,4.13666666667,4.36133333333,6.217,5.27333333333,5.05983333333,6.63383333333
583.00,4.59016666667,5.436,4.46166666667,4.14033333333,4.36316666667,6.23616666667,5.30966666667,5.08466666667,6.66433333333
583.34,4.6595,5.49816666666,4.524,4.23666666667,4.472,6.331,5.41483333334,5.16083333334,6.74966666667
583.68,4.70466666667,5.5095,4.61316666667,4.314,4.544,6.37983333334,5.44366666667,5.18016666667,6.80816666667
584.01,4.67266666667,5.48466666667,4.588,4.33083333333,4.54166666666,6.41366666667,5.46466666666,5.16583333333,6.82933333333
584.35,4.7015,5.51,4.6025,4.37266666667,4.56033333334,6.432,5.50233333333,5.25966666666,6.9005
584.69,4.702,5.56716666666,4.63083333333,4.46633333334,4.61916666667,6.50883333333,5.5525,5.319,6.988
585.03,4.68083333334,5.531,4.65416666667,4.4955,4.6275,6.4815,5.5235,5.29883333333,6.96933333333
585.37,4.603,5.47883333334,4.5945,4.4525,4.52833333333,6.4115,5.43316666667,5.18416666667,6.8645
585.70,4.53783333333,5.46333333333,4.5315,4.39983333333,4.5015,6.38366666667,5.37483333334,5.14216666667,6.831
586.04,4.48283333333,5.42983333333,4.467,4.33516666667,4.43783333333,6.321,5.31633333333,5.10416666666,6.8
586.38,4.506,5.479,4.45566666666,4.3785,4.47933333334,6.35316666667,5.315,5.11666666667,6.78233333333
586.72,4.5445,5.572,4.52216666667,4.4865,4.57333333333,6.4465,5.33316666667,5.15766666666,6.82216666666
587.06,4.54633333333,5.5745,4.53166666667,4.44283333333,4.558,6.4065,5.27466666667,5.1275,6.817
587.39,4.497,5.56066666667,4.45783333333,4.389,4.51616666667,6.31083333333,5.23383333333,5.09583333333,6.73416666667
587.73,4.57533333334,5.60816666666,4.51,4.417,4.571,6.3525,5.27633333333,5.14666666667,6.75766666667
588.07,4.552,5.56733333333,4.47533333333,4.34883333333,4.5385,6.29383333333,5.23683333333,5.088,6.70483333333
588.41,4.59166666667,5.60666666666,4.535,4.4025,4.5705,6.32166666667,5.24566666667,5.12666666667,6.68466666667
588.74,4.65816666667,5.6875,4.56883333334,4.413,4.5825,6.36666666667,5.28766666667,5.1725,6.6845
589.08,4.669,5.7145,4.5975,4.3845,4.62533333333,6.38366666667,5.31633333333,5.223,6.70316666667
589.42,4.72233333333,5.76883333333,4.69366666666,4.4485,4.70683333333,6.45666666666,5.3815,5.32683333333,6.77183333333
589.76,4.8365,5.82116666667,4.786,4.5035,4.78083333333,6.5325,5.4315,5.40183333334,6.81183333333
590.09,4.85833333334,5.78566666666,4.79766666667,4.5105,4.8265,6.53866666666,5.42166666667,5.44333333333,6.83183333334
590.43,4.79833333333,5.66433333333,4.71533333333,4.39633333333,4.77333333333,6.42,5.34066666667,5.35716666666,6.77366666667
590.77,4.78366666666,5.633,4.69116666666,4.41366666666,4.79616666667,6.42133333333,5.36816666667,5.37,6.73533333334
591.11,4.84133333334,5.628,4.7435,4.409,4.827,6.4865,5.39733333334,5.3575,6.75366666666
591.44,4.8445,5.6395,4.75616666666,4.42633333333,4.8445,6.49033333334,5.37066666667,5.377,6.76016666667
591.78,4.85333333333,5.739,4.83633333334,4.49133333333,4.94316666667,6.562,5.4095,5.44133333333,6.78983333334
592.12,4.7825,5.666,4.7285,4.3665,4.90333333334,6.47083333333,5.34666666666,5.35833333334,6.72416666666
592.46,4.7865,5.69866666666,4.76616666667,4.44733333333,4.98683333333,6.51333333333,5.38583333334,5.389,6.84233333334
592.79,4.73416666666,5.64433333334,4.7055,4.453,4.95466666667,6.4855,5.31433333334,5.307,6.80266666666
593.13,4.69466666667,5.58383333333,4.614,4.38083333333,4.88966666667,6.4125,5.2445,5.18233333334,6.7285
593.47,4.742,5.64233333334,4.65866666666,4.45916666667,4.958,6.46383333333,5.29333333334,5.23666666667,6.78966666667
593.80,4.70733333333,5.65716666667,4.60716666666,4.40833333334,4.925,6.42633333334,5.2505,5.18966666666,6.7515
594.14,4.74933333333,5.726,4.6235,4.41416666667,4.94416666666,6.46033333333,5.27766666667,5.23933333333,6.7615
594.48,4.77016666667,5.777,4.65816666667,4.4405,4.94883333333,6.4905,5.28283333334,5.25466666667,6.798
594.81,4.80566666666,5.84666666666,4.67983333333,4.49816666667,4.99083333333,6.5155,5.29533333333,5.29833333334,6.869
595.15,4.7805,5.84183333333,4.6915,4.49883333333,4.9885,6.49733333333,5.2955,5.307,6.87816666666
595.49,4.84166666667,5.81983333333,4.72566666666,4.4925,4.96466666667,6.52616666667,5.3055,5.33066666666,6.91266666667
595.82,4.87183333333,5.84133333333,4.76066666667,4.4785,4.99033333334,6.5595,5.33766666667,5.34933333334,6.93383333334
596.16,4.9455,5.87616666667,4.77733333334,4.491,5.03316666667,6.57616666667,5.368,5.37233333333,6.92883333333
596.50,5.04416666666,5.96066666667,4.837,4.52766666667,5.0885,6.62316666667,5.459,5.47116666666,7.01033333333
596.83,5.125,6.04133333334,4.919,4.60116666666,5.17183333333,6.68733333334,5.53516666666,5.55966666667,7.077
597.17,5.11283333333,6.0425,4.92883333333,4.59533333333,5.22,6.70633333334,5.54916666667,5.57183333334,7.10533333334
597.51,5.11933333333,6.036,4.96366666667,4.6115,5.21466666666,6.707,5.5705,5.5905,7.13783333333
597.84,5.1325,6.03333333333,4.9945,4.62383333333,5.2285,6.74483333334,5.60433333334,5.6195,7.16633333333
598.18,5.146,6.04566666667,4.99783333333,4.63566666667,5.241,6.76983333333,5.61533333334,5.64683333333,7.19966666666
598.52,5.1515,6.08533333333,5.039,4.66883333333,5.2985,6.7795,5.67083333334,5.68683333334,7.231
598.85,5.21266666667,6.138,5.02366666667,4.6735,5.32983333334,6.78516666666,5.7135,5.67783333334,7.283
599.19,5.19766666667,6.14016666667,4.95466666667,4.643,5.31683333333,6.72833333333,5.7405,5.6415,7.291
599.53,5.27183333333,6.20866666667,4.97883333333,4.71683333333,5.38966666667,6.78333333333,5.81516666667,5.71316666666,7.39583333334
599.86,5.2385,6.21866666666,4.9675,4.7375,5.37933333333,6.78516666666,5.82,5.704,7.399
600.20,5.28516666667,6.23416666667,4.9795,4.7615,5.44533333333,6.78466666667,5.83316666667,5.74416666667,7.4215
600.53,5.21133333334,6.19266666667,4.94633333333,4.70633333333,5.39383333333,6.7155,5.79716666667,5.69216666666,7.382
600.87,5.22316666666,6.185,4.92233333333,4.76083333334,5.35683333334,6.72033333333,5.77816666666,5.68183333333,7.34916666666
601.21,5.2775,6.24783333333,4.92466666667,4.81816666667,5.389,6.74283333333,5.82066666666,5.69683333334,7.377
601.54,5.28616666667,6.258,4.93966666666,4.86516666666,5.41733333333,6.742,5.824,5.69733333333,7.34816666666
601.88,5.25266666667,6.209,4.9185,4.83766666667,5.39116666667,6.71066666667,5.811,5.65883333334,7.28183333334
602.21,5.209,6.131,4.86916666667,4.77166666667,5.29633333334,6.683,5.75183333334,5.60433333334,7.21483333334
602.55,5.173,6.0985,4.90366666666,4.74583333333,5.29416666667,6.694,5.71083333333,5.608,7.171
602.88,5.1505,6.10266666666,4.95183333333,4.7355,5.29316666666,6.71083333333,5.666,5.59016666667,7.1325
603.22,5.088,6.05483333333,4.96666666667,4.70833333334,5.24083333333,6.66116666667,5.61516666666,5.553,7.06466666666
603.56,5.114,6.0615,4.997,4.68866666667,5.2285,6.673,5.651,5.56933333333,7.09933333333
603.89,5.1115,6.08716666667,5.01083333334,4.68733333334,5.21566666667,6.684,5.6805,5.5625,7.10033333333
604.23,5.13016666666,6.10916666667,5.0315,4.729,5.23266666667,6.71333333334,5.68216666667,5.59983333333,7.11266666667
604.56,5.102,6.13316666667,5.0255,4.6775,5.22516666667,6.67516666667,5.67116666667,5.60133333333,7.11066666667
604.90,5.0825,6.10316666667,5.00583333333,4.63733333334,5.20783333333,6.67183333333,5.67916666667,5.593,7.07866666667
605.23,5.05716666666,6.1055,4.9645,4.58616666667,5.19133333333,6.62816666666,5.657,5.55716666666,7.08683333333
605.57,5.12683333334,6.22616666667,5.03083333333,4.63333333333,5.25066666667,6.681,5.75033333333,5.642,7.197
605.90,5.17216666666,6.26516666667,5.06333333334,4.6625,5.29716666667,6.7365,5.79216666667,5.70566666667,7.21233333333
606.24,5.2535,6.35016666667,5.117,4.72416666666,5.34983333333,6.78616666667,5.893,5.7665,7.2945
606.58,5.3435,6.42916666667,5.157,4.77783333333,5.41383333334,6.887,5.991,5.88666666667,7.38083333333
606.91,5.36383333334,6.4415,5.1345,4.76766666667,5.38466666666,6.88866666666,6.003,5.89116666667,7.40483333334
607.25,5.28433333333,6.37533333333,5.08033333334,4.68866666667,5.31816666667,6.8095,5.91,5.8395,7.32116666667
607.58,5.27716666667,6.39416666667,5.10016666667,4.70033333334,5.34533333333,6.837,5.95933333333,5.85983333333,7.35266666666
607.92,5.3225,6.45316666667,5.1445,4.71783333334,5.3825,6.92366666666,6.04633333333,5.93433333334,7.43266666666
608.25,5.31016666667,6.448,5.171,4.73166666667,5.35916666666,6.95,6.08416666667,5.94516666667,7.478
608.59,5.30933333333,6.52833333334,5.23433333333,4.7705,5.40233333334,7.042,6.122,5.99833333334,7.568
608.92,5.33716666667,6.57266666667,5.28883333333,4.84783333334,5.43516666666,7.12966666666,6.21616666666,6.07483333333,7.6405
609.26,5.268,6.549,5.2475,4.7765,5.35916666667,7.122,6.17866666667,6.04816666666,7.5955
609.59,5.2285,6.5625,5.20033333333,4.72633333333,5.33266666667,7.12883333333,6.1905,6.03,7.6565
609.93,5.17566666667,6.4875,5.12666666666,4.6705,5.27233333334,7.12533333333,6.155,6.017,7.626
610.26,5.12616666667,6.4895,5.10833333334,4.67916666667,5.24383333334,7.12016666666,6.15883333333,5.99466666667,7.67316666667
610.60,5.1335,6.52216666667,5.15483333333,4.69616666667,5.2585,7.17783333334,6.24066666666,6.06383333333,7.757
610.93,5.15183333333,6.56266666666,5.19083333334,4.77716666666,5.30116666667,7.308,6.32233333333,6.14833333333,7.86766666667
611.27,5.1515,6.55333333333,5.17283333333,4.75566666667,5.2815,7.3425,6.32883333333,6.18366666667,7.895
611.60,5.18516666667,6.5625,5.17133333333,4.76116666666,5.29616666667,7.37616666667,6.36783333333,6.17616666667,7.938
611.93,5.227,6.59333333333,5.1545,4.762,5.387,7.42983333333,6.443,6.2245,7.99166666667
612.27,5.321,6.61633333333,5.189,4.819,5.4335,7.46316666666,6.54816666667,6.304,8.03766666667
612.60,5.354,6.65266666666,5.175,4.78533333334,5.43433333333,7.50416666667,6.56533333333,6.27916666667,8.043
612.94,5.36033333333,6.5925,5.15283333333,4.80116666666,5.47833333333,7.4825,6.569,6.261,8.043
613.27,5.35116666666,6.5695,5.157,4.84616666667,5.47733333334,7.46866666666,6.5585,6.2405,7.988
613.61,5.32016666667,6.6125,5.16616666667,4.819,5.46766666667,7.43566666667,6.584,6.1915,7.9795
613.94,5.29766666667,6.5235,5.17133333333,4.78833333334,5.42983333333,7.39583333334,6.59933333334,6.13616666667,7.84766666666
614.28,5.28966666667,6.4725,5.13683333333,4.74683333334,5.40166666666,7.3865,6.58733333333,6.06866666666,7.75766666667
614.61,5.31433333333,6.50216666666,5.12,4.6865,5.38733333334,7.342,6.6505,6.0135,7.72416666666
614.94,5.38,6.57433333333,5.18033333333,4.74866666667,5.44316666667,7.36033333333,6.67733333333,6.01916666666,7.75616666666
615.28,5.2675,6.473,5.13383333333,4.69,5.357,7.24,6.59383333333,5.941,7.658
615.61,5.30333333333,6.46583333334,5.22233333333,4.76833333334,5.32516666667,7.282,6.6015,6.00316666667,7.64566666666
615.95,5.15433333333,6.36733333333,5.17616666666,4.68533333333,5.22883333333,7.18166666667,6.511,5.87483333333,7.54383333333
616.28,5.19516666667,6.405,5.29733333333,4.749,5.23583333334,7.24266666667,6.56533333333,5.96416666666,7.582
616.61,5.2765,6.4685,5.37533333333,4.77816666666,5.258,7.2905,6.62533333333,6.01216666666,7.61266666667
616.95,5.2905,6.45483333333,5.39,4.75833333333,5.26333333333,7.2755,6.6975,6.03033333333,7.60466666667
617.28,5.2905,6.48733333333,5.43716666667,4.80966666667,5.30616666667,7.30083333333,6.70433333334,6.05716666667,7.64766666666
617.62,5.407,6.62166666666,5.48566666666,4.87183333333,5.394,7.325,6.7825,6.1725,7.7895
617.95,5.5235,6.7865,5.61316666667,5.02433333333,5.564,7.488,6.91216666667,6.347,7.95333333333
618.28,5.60733333334,6.86416666667,5.72566666667,5.14066666667,5.65433333333,7.58033333334,6.95483333334,6.45466666667,8.03833333333
618.62,5.606,6.82933333333,5.74483333334,5.19866666666,5.6115,7.63366666667,6.9745,6.46883333333,8.064
618.95,5.71316666666,6.95366666667,5.84433333334,5.3,5.682,7.7885,7.10016666667,6.59116666666,8.1665
619.28,5.67483333334,6.95566666667,5.77916666667,5.214,5.6725,7.75166666667,7.08483333333,6.53083333333,8.1595
619.62,5.75316666667,7.0055,5.78733333333,5.21716666667,5.69966666666,7.79483333333,7.12433333333,6.6095,8.22883333334
619.95,5.693,6.91233333333,5.6665,5.135,5.6165,7.69766666667,7.04783333333,6.53883333333,8.15566666666
620.28,5.66533333333,6.8465,5.66133333333,5.1155,5.63216666667,7.70783333334,7.01833333333,6.553,8.18216666666
620.62,5.622,6.8935,5.67516666666,5.14483333334,5.59433333333,7.78916666667,6.976,6.56166666666,8.25683333333
620.95,5.66233333333,6.8755,5.63833333333,5.143,5.55166666667,7.85016666667,7.04133333333,6.62083333333,8.244
621.28,5.57983333333,6.74916666667,5.55833333333,5.06633333334,5.47083333333,7.82583333333,6.9605,6.5515,8.15933333333
621.62,5.48516666667,6.65683333334,5.40566666666,4.92866666667,5.338,7.70766666667,6.81883333333,6.44983333333,8.06316666667
621.95,5.43033333333,6.57083333333,5.35983333333,4.87716666667,5.32183333334,7.66683333334,6.81516666667,6.38916666666,8.00716666667
622.28,5.34433333333,6.5095,5.2805,4.76783333334,5.27933333333,7.60633333333,6.73,6.35566666667,7.8965
622.62,5.32333333333,6.4375,5.27116666666,4.75033333333,5.251,7.51916666667,6.683,6.3395,7.87933333333
622.95,5.37016666666,6.477,5.347,4.844,5.28733333333,7.59433333333,6.75433333334,6.4375,7.93033333333
623.28,5.405,6.51366666666,5.40916666667,4.93716666667,5.3765,7.67216666666,6.79216666667,6.47716666666,7.9645
623.62,5.46716666667,6.5865,5.48183333334,5.02516666667,5.46866666667,7.72733333334,6.87166666666,6.52366666666,8.02066666667
623.95,5.492,6.67616666666,5.46966666666,5.04666666667,5.41816666667,7.719,6.90083333334,6.53483333333,8.00183333333
624.28,5.51083333334,6.60366666667,5.43683333334,4.98866666666,5.38216666667,7.59983333334,6.8465,6.51516666667,7.8975
624.62,5.53916666667,6.5925,5.50066666666,5.05166666667,5.41416666667,7.56166666666,6.8475,6.51216666666,7.91883333333
624.95,5.61416666667,6.70316666667,5.6055,5.15183333334,5.51583333333,7.68366666667,6.931,6.58333333333,8.025
625.28,5.57816666667,6.70533333334,5.578,5.17616666666,5.52816666667,7.69133333333,6.871,6.56416666667,8.0005
625.61,5.5805,6.742,5.55316666667,5.189,5.47916666666,7.71366666667,6.81116666667,6.5845,8.0135
625.95,5.63133333334,6.7985,5.5785,5.18983333333,5.4895,7.68816666667,6.83366666666,6.59016666667,8.0185
626.28,5.60716666666,6.83616666667,5.54716666666,5.187,5.51383333333,7.70716666666,6.8245,6.59716666667,8.0235
626.61,5.57316666667,6.803,5.5525,5.17833333333,5.45083333333,7.67216666667,6.74133333333,6.5165,7.987
626.94,5.54866666666,6.826,5.54533333333,5.1185,5.415,7.63733333334,6.664,6.49033333333,7.96633333333
627.28,5.51733333333,6.8265,5.506,5.04,5.38583333334,7.608,6.60966666666,6.47483333333,7.93683333333
627.61,5.49883333333,6.8225,5.53633333333,5.08,5.42816666667,7.64866666667,6.6035,6.4815,7.96816666667
627.94,5.65816666667,7.00916666666,5.69866666667,5.29483333333,5.63633333334,7.84883333333,6.7595,6.64333333333,8.171
628.27,5.67566666667,7.04916666667,5.72,5.29583333334,5.66066666667,7.90183333333,6.73566666667,6.67016666667,8.18283333334
628.61,5.61616666667,6.98033333334,5.6485,5.22933333333,5.571,7.816,6.6495,6.62933333333,8.108
628.94,5.61416666666,6.91616666667,5.66483333334,5.196,5.52166666667,7.78216666666,6.63783333333,6.59416666667,8.10416666667
629.27,5.60616666666,6.882,5.693,5.203,5.54533333333,7.7525,6.6605,6.601,8.10316666667
629.60,5.62633333333,6.8955,5.7105,5.2765,5.574,7.79416666667,6.69566666667,6.64216666667,8.20383333333
629.94,5.6165,6.8185,5.65416666667,5.2725,5.51133333333,7.766,6.62916666667,6.57066666666,8.13716666666
630.27,5.61783333333,6.7975,5.62333333333,5.24116666667,5.53033333333,7.78916666667,6.6545,6.61466666667,8.14433333334
630.60,5.5905,6.73183333333,5.5825,5.247,5.476,7.791,6.7225,6.62683333334,8.11983333334
630.93,5.58066666666,6.73383333333,5.59283333333,5.30916666666,5.4755,7.81166666667,6.73516666667,6.66666666666,8.13816666667
631.26,5.51566666667,6.5885,5.51016666667,5.20333333333,5.356,7.721,6.62716666666,6.6095,8.01833333334
631.60,5.45383333333,6.5285,5.4425,5.14283333334,5.22866666667,7.6125,6.5645,6.53266666666,7.91566666667
631.93,5.39416666667,6.49533333333,5.34383333333,5.119,5.21116666667,7.5815,6.5135,6.466,7.893
632.26,5.2815,6.4135,5.276,5.01916666667,5.1085,7.494,6.38016666666,6.373,7.7815
632.59,5.3265,6.46866666666,5.33083333333,4.9885,5.09916666666,7.50733333333,6.4185,6.44083333334,7.844
632.92,5.34583333333,6.48366666667,5.3095,4.98633333333,5.06016666667,7.52966666666,6.36533333334,6.43083333333,7.86816666667
633.26,5.28766666667,6.39283333334,5.278,4.96116666667,5.04433333334,7.47716666667,6.28733333333,6.39833333333,7.79116666667
633.59,5.277,6.4535,5.3465,4.94,5.13016666667,7.50666666667,6.326,6.45366666666,7.87
633.92,5.21366666667,6.434,5.28716666666,4.9245,5.1275,7.43966666667,6.28133333334,6.40083333333,7.82283333333
634.25,5.22016666667,6.46433333333,5.316,4.9615,5.1395,7.424,6.23166666667,6.4265,7.8415
634.58,5.15616666667,6.39216666667,5.257,4.906,5.07216666666,7.357,6.14316666667,6.32933333333,7.804
634.91,5.18683333333,6.4185,5.27116666666,4.88933333333,5.077,7.33333333334,6.16316666667,6.22533333333,7.818
635.25,5.098,6.3145,5.19183333333,4.71283333334,5.01416666666,7.24633333334,6.07,6.131,7.7365
635.58,5.15333333334,6.32866666667,5.23783333333,4.7285,5.0155,7.276,6.1135,6.1665,7.757
635.91,5.35266666666,6.51633333333,5.37016666666,4.91566666667,5.22333333333,7.42833333333,6.3315,6.297,7.92816666666
636.24,5.37383333333,6.59266666667,5.40766666667,5.077,5.3415,7.5,6.39033333333,6.33283333333,7.9715
636.57,5.365,6.60516666667,5.407,5.083,5.344,7.46116666666,6.43433333334,6.35783333333,7.90533333333
636.90,5.38633333334,6.66366666666,5.46416666667,5.09366666666,5.359,7.4455,6.46716666666,6.38616666667,7.91183333334
637.23,5.46,6.68366666667,5.47416666666,5.12466666667,5.36066666666,7.46866666666,6.527,6.45116666667,7.968
637.56,5.58333333333,6.7185,5.49983333333,5.11633333333,5.3885,7.4795,6.51416666666,6.503,8.00616666667
637.90,5.59,6.68466666667,5.37966666667,5.062,5.30766666667,7.41516666666,6.41316666667,6.4245,7.9925
638.23,5.6645,6.75316666666,5.45266666667,5.08383333333,5.38316666666,7.4745,6.4585,6.51366666667,8.03916666667
638.56,5.655,6.809,5.44016666667,5.102,5.45466666667,7.53083333333,6.4675,6.6495,8.14116666667
638.89,5.70166666667,6.8075,5.46516666667,5.13866666667,5.48666666667,7.53866666666,6.4695,6.706,8.21166666666
639.22,5.7385,6.82983333333,5.482,5.13716666666,5.49366666667,7.48533333333,6.47016666666,6.74033333334,8.21166666666
639.55,5.55666666667,6.643,5.35283333333,5.03066666666,5.358,7.31816666667,6.23,6.6395,8.10816666667
639.88,5.55433333333,6.61133333334,5.32033333334,4.97383333333,5.3395,7.29033333333,6.18166666667,6.67533333333,8.06116666667
640.21,5.52166666667,6.59833333334,5.2905,4.94766666667,5.35533333334,7.31116666667,6.1205,6.6335,8.05666666667
640.54,5.51066666667,6.5855,5.19083333333,4.92016666667,5.34633333334,7.29116666667,6.09933333334,6.63166666666,8.08833333334
640.87,5.3415,6.4045,4.97066666667,4.78683333334,5.16133333333,7.09466666666,5.8945,6.4045,7.89183333333
641.20,5.0775,6.24983333333,4.80833333333,4.6225,4.942,6.90566666666,5.75483333334,6.22266666666,7.70383333333
641.53,4.94183333333,6.171,4.75066666666,4.5045,4.93816666666,6.83966666666,5.74333333334,6.153,7.58283333333
641.87,4.86933333333,6.05416666667,4.7075,4.46716666666,4.92416666667,6.75733333333,5.694,6.1055,7.58216666667
642.20,4.87233333333,6.0385,4.68783333333,4.481,4.88533333333,6.6425,5.645,6.06983333333,7.53683333333
642.53,4.791,6.003,4.59366666666,4.42083333334,4.77416666666,6.58866666667,5.5755,5.951,7.51266666667
642.86,4.49183333334,5.77,4.32916666666,4.18483333333,4.55366666667,6.429,5.304,5.654,7.31983333333
643.19,4.443,5.72933333333,4.25283333333,4.134,4.47883333334,6.37933333333,5.298,5.57516666667,7.25316666667
643.52,4.402,5.65433333333,4.14116666666,4.03933333333,4.38483333333,6.29666666667,5.1915,5.40116666667,7.18466666667
643.85,4.41283333333,5.56866666666,4.11783333333,3.96716666667,4.35566666666,6.16666666666,5.13816666667,5.3555,7.25833333333
644.18,4.3615,5.50333333334,4.14166666667,3.91433333333,4.333,6.142,5.073,5.247,7.211
644.51,4.50833333333,5.74833333334,4.3875,4.05783333333,4.56383333334,6.335,5.25183333334,5.47433333334,7.36066666667
644.84,4.60133333333,5.87533333333,4.45916666667,4.19266666666,4.72216666667,6.47383333333,5.3075,5.55483333333,7.50433333333
645.17,4.60083333334,5.86583333333,4.50266666667,4.22766666667,4.73733333334,6.46166666667,5.28316666667,5.54816666667,7.53833333334
645.50,4.594,5.8885,4.4575,4.265,4.67283333333,6.43233333334,5.22283333334,5.525,7.46133333334
645.83,4.7245,5.98733333334,4.584,4.39733333333,4.81483333334,6.638,5.36183333333,5.68333333333,7.57783333334
646.16,4.746,5.95466666667,4.56116666667,4.3975,4.83466666667,6.61283333334,5.37333333334,5.65233333333,7.4595
646.49,4.93633333333,6.09583333334,4.80566666666,4.55183333334,5.06916666666,6.76333333333,5.56133333333,5.91116666667,7.57666666666
646.82,5.0915,6.19166666667,4.918,4.6315,5.21283333333,6.8725,5.65883333333,6.04166666666,7.69383333334
647.15,5.03466666667,6.20533333333,4.9225,4.567,5.245,6.85633333333,5.66066666666,6.02366666667,7.63483333334
647.48,5.02716666667,6.24166666667,4.91883333333,4.59033333333,5.28583333333,6.86733333333,5.65083333334,6.004,7.5705
647.81,5.03216666667,6.27016666667,4.90283333333,4.55333333334,5.29866666666,6.9285,5.68483333333,6.04983333334,7.59883333333
648.14,4.96966666667,6.13383333333,4.751,4.40883333334,5.1725,6.83183333334,5.5285,5.915,7.48916666666
