wavelength,Back_BanMelm,Belly_BanMelm,Breast_BanMelm,Crissum_BanMelm,Crown_BanMelm,DorTail_BanMelm,Patch10_BanMelm,Rump_BanMelm,Throat_BanMelm,WingTip_BanMelm
361.29,3.692,12.3743333334,4.23433333333,15.3785833333,2.657,4.97683333333,16.6299166667,8.96149999999,3.22116666667,5.92925
361.66,3.57208333333,12.2686666667,4.10008333333,15.2518333333,2.50808333334,4.89791666667,16.4885833333,8.89341666667,3.08808333333,5.84516666666
362.02,3.43916666666,12.18875,4.0085,15.1464166666,2.41983333334,4.82425,16.4503333333,8.78816666667,2.98325,5.74433333333
362.39,3.46291666666,12.211375,4.01866666667,15.1361666667,2.439,4.80666666667,16.4258333333,8.81083333334,2.94808333333,5.77133333333
362.75,3.46283333333,12.2513333333,3.97266666667,15.1184166666,2.46325,4.82675,16.4096666667,8.82808333334,2.94108333333,5.74741666667
363.11,3.512,12.2969166667,4.0165,15.135,2.53816666667,4.90916666667,16.4036666667,8.8835,3.00991666667,5.8315
363.48,3.4845,12.2306666667,3.99958333333,15.1229166667,2.48883333333,4.88983333333,16.3226666667,8.83374999999,3.02,5.78983333333
363.84,3.46083333333,12.1969166667,4.03658333333,15.1240833334,2.50958333333,4.90891666667,16.3241666667,8.83191666666,2.97591666667,5.81066666667
364.20,3.45725,12.1952916667,4.04891666667,15.1203333333,2.55308333334,4.93091666667,16.2359166666,8.85791666667,2.95466666667,5.83866666667
364.57,3.42191666667,12.1645416666,4.01708333333,15.0794166666,2.53833333333,4.91675,16.2375,8.81383333333,2.92666666667,5.82558333333
364.93,3.40608333334,12.091625,3.9715,15.0599166667,2.52116666667,4.92158333333,16.26625,8.85999999999,2.92541666667,5.85366666667
365.29,3.33825,12.0179583334,3.91916666667,15.0551666666,2.50825,4.8825,16.2234166666,8.87025,2.93375,5.78666666667
365.66,3.3485,11.977875,3.931,15.067,2.57416666667,4.8925,16.253,8.84433333334,2.94433333333,5.75083333333
366.02,3.514,12.050125,4.0015,15.14875,2.66525,5.0115,16.3229166666,8.93608333332,3.09675,5.86866666666
366.38,3.41741666667,11.997875,3.94741666667,15.0979166667,2.617,4.99383333333,16.2419166667,8.88341666668,3.07216666666,5.75433333333
366.75,3.43975,11.95375,4.0155,15.10125,2.55108333333,4.98491666667,16.1986666667,8.89766666667,3.10366666667,5.78425
367.11,3.35308333333,11.8367083333,3.94133333333,14.9868333333,2.39916666667,4.8655,16.0458333334,8.77441666668,2.959,5.62316666666
367.47,3.2855,11.8204166667,3.91808333333,14.90625,2.32333333333,4.82925,16.0359166666,8.70999999999,2.92891666667,5.60083333333
367.84,3.35058333333,11.8362083333,3.91033333333,14.8954166667,2.29633333333,4.85108333333,15.97525,8.71841666668,2.94041666667,5.59333333333
368.20,3.37225,11.8049583333,3.88541666667,14.8674166666,2.26583333333,4.809,15.94225,8.67958333334,2.92291666667,5.568
368.56,3.37641666667,11.7330833333,3.83258333333,14.8231666666,2.21566666667,4.715,15.8471666666,8.65525,2.89366666667,5.52275
368.93,3.52275,11.8794166667,3.95833333333,14.952,2.31883333333,4.795,15.8474166667,8.72950000001,2.95225,5.63066666667
369.29,3.49933333334,11.9134166667,3.95266666667,14.9219166667,2.29041666667,4.74091666667,15.83025,8.7085,2.89675,5.634
369.65,3.61758333333,12.0555416667,4.11583333333,15.0376666667,2.41525,4.83416666667,15.8698333333,8.86999999999,3.04575,5.80041666667
370.01,3.66225,12.0470833333,4.1775,15.0309166667,2.51333333333,4.843,15.8881666667,8.91708333334,3.07783333333,5.82583333333
370.38,3.71016666667,12.1096666667,4.22225,15.0705833333,2.59983333333,4.87658333333,15.9245833333,8.96433333333,3.13925,5.95575
370.74,3.76208333334,12.2045833333,4.23425,15.1109166667,2.71658333333,4.93616666667,15.9984166666,8.99133333334,3.17575,6.03091666667
371.10,3.8255,12.3182916667,4.36458333334,15.228,2.89733333333,5.02833333333,16.111,9.07200000001,3.32433333333,6.19041666667
371.46,3.93075,12.3831666667,4.38366666667,15.27475,3.03241666667,5.06925,16.1476666667,9.15033333332,3.40825,6.25916666667
371.83,3.90016666667,12.3677083333,4.39391666667,15.2715,3.05716666667,5.08541666667,16.17225,9.11608333332,3.41841666667,6.27583333333
372.19,3.9715,12.4068333333,4.45783333333,15.2756666667,3.13475,5.18516666667,16.2225833333,9.20058333334,3.491,6.33925
372.55,3.90258333333,12.4261666667,4.45158333333,15.2823333333,3.10333333333,5.15858333333,16.2139166667,9.16933333333,3.47408333333,6.28875
372.92,3.8135,12.351,4.44058333333,15.1504166667,3.08908333333,5.15866666667,16.2294166667,9.13333333334,3.49041666667,6.24225
373.28,3.83575,12.3180833333,4.40958333334,15.06025,3.09591666666,5.19066666666,16.2141666667,9.17208333333,3.5305,6.27908333333
373.64,3.77525,12.2677916667,4.21983333333,14.9600833333,3.02641666667,5.14866666667,16.19775,9.09841666667,3.48158333334,6.19558333333
374.00,3.68083333333,12.132875,4.10425,14.852,2.90766666667,5.09033333333,16.1173333334,9.02008333332,3.36625,6.18425
374.37,3.65541666667,12.036,4.02791666667,14.7211666666,2.85066666667,5.04775,16.0229166667,8.93608333332,3.32225,6.09858333333
374.73,3.5605,11.85275,3.92958333334,14.5576666667,2.773,4.98241666666,15.8926666667,8.85183333333,3.25058333333,5.96425
375.09,3.5795,11.7812083333,3.82941666667,14.4011666666,2.72416666667,4.96708333334,15.8545,8.83408333334,3.24425,5.86866666667
375.45,3.4745,11.6247083333,3.705,14.3231666667,2.611,4.88983333333,15.7961666667,8.76208333333,3.15541666666,5.77141666666
375.81,3.37041666667,11.4833333333,3.53366666666,14.1006666667,2.51191666667,4.79975,15.6719166667,8.673,3.05616666667,5.67016666667
376.18,3.24316666667,11.3590416667,3.44983333333,13.95125,2.39625,4.697,15.5891666667,8.5515,2.97025,5.58291666666
376.54,3.306,11.3255833333,3.5235,13.8905833333,2.47066666667,4.76175,15.6169166667,8.62224999999,3.00908333333,5.68258333333
376.90,3.37991666667,11.3639166667,3.59483333333,13.8965833333,2.53291666667,4.8315,15.5976666667,8.67525,3.08583333334,5.75516666667
377.26,3.47891666666,11.4008333334,3.73891666667,13.91675,2.65933333334,4.899,15.6625,8.71208333333,3.18125,5.85091666667
377.63,3.47108333333,11.30425,3.77908333334,13.8076666667,2.643,4.8555,15.56875,8.65458333334,3.13991666667,5.851
377.99,3.52425,11.316,3.806,13.7826666667,2.69825,4.86891666667,15.56725,8.67624999999,3.21225,5.85525
378.35,3.62891666666,11.33925,3.90458333333,13.7949166667,2.77841666667,4.92958333333,15.6510833333,8.74174999999,3.31225,5.949
378.71,3.73016666667,11.2995416667,3.97766666667,13.7399166667,2.82625,4.98458333333,15.6745,8.76733333334,3.35983333334,6.0235
379.07,3.713,11.2170833333,4.03241666667,13.6799166667,2.84216666666,4.97491666666,15.6231666667,8.75516666666,3.32366666667,6.10758333333
379.44,3.8985,11.3507083333,4.2365,13.7080833334,3.04616666667,5.12566666667,15.72675,8.89258333334,3.462,6.28891666667
379.80,4.051,11.4149166667,4.40791666667,13.8068333333,3.19475,5.22991666666,15.8483333333,9.02308333333,3.57716666667,6.42683333333
380.16,4.21441666667,11.5206666667,4.52158333333,13.8801666667,3.34275,5.3785,15.966,9.20975000001,3.75291666667,6.57566666667
380.52,4.19383333333,11.508875,4.51683333333,13.7695,3.34683333334,5.35858333333,15.8764166667,9.19824999999,3.79966666666,6.54666666667
380.88,4.16033333333,11.353875,4.425,13.6650833333,3.27175,5.27158333333,15.8301666667,9.12,3.73308333333,6.47541666667
381.24,4.108,11.2766666667,4.33933333333,13.5583333333,3.23008333334,5.25016666666,15.71675,9.08383333333,3.66933333334,6.39958333334
381.61,4.089,11.2179583333,4.335,13.52025,3.22791666667,5.25066666667,15.6586666667,9.09900000001,3.65916666667,6.37641666667
381.97,4.06583333333,11.1637916667,4.31383333333,13.4256666667,3.20358333333,5.225,15.5928333334,9.06491666667,3.63066666667,6.32191666667
382.33,4.06,11.1182916667,4.36291666667,13.40225,3.22666666666,5.23025,15.5855833334,9.11183333333,3.64133333333,6.32366666667
382.69,4.09758333333,11.2385416667,4.4115,13.4763333333,3.31591666667,5.26833333333,15.6699166666,9.20033333333,3.73783333334,6.39625
383.05,4.15066666667,11.2449583333,4.37566666667,13.4585833333,3.36366666667,5.3095,15.6794166667,9.23266666666,3.80141666667,6.40483333333
383.41,4.11875,11.1645416667,4.35441666667,13.4154166667,3.32783333333,5.3245,15.6333333333,9.23016666666,3.81708333333,6.40908333334
383.77,4.04416666667,11.0615,4.29066666667,13.2665,3.25575,5.25625,15.52325,9.17741666668,3.76516666667,6.34816666667
384.14,4.00283333333,10.9894583333,4.2325,13.183,3.25125,5.22466666666,15.4871666667,9.10233333334,3.726,6.33858333334
384.50,4.05016666667,10.979625,4.184,13.2225,3.256,5.26358333333,15.53325,9.09158333334,3.69941666667,6.352
384.86,4.08466666667,11.016,4.22941666667,13.2173333333,3.297,5.33958333333,15.5608333333,9.14858333332,3.7505,6.41775
385.22,4.127,11.0138333334,4.23133333333,13.25225,3.30166666667,5.37683333333,15.6250833333,9.15558333333,3.81108333334,6.468
385.58,4.18566666666,11.0471666666,4.23425,13.2835,3.336,5.45008333333,15.7085833333,9.19958333334,3.86533333333,6.50966666667
385.94,4.14291666667,10.9798333333,4.17941666667,13.24925,3.28508333333,5.42675,15.6744166667,9.19441666666,3.83125,6.487
386.30,4.04475,10.9000416667,4.04716666667,13.1455833333,3.18441666667,5.37158333333,15.5903333333,9.07966666667,3.72691666667,6.39908333333
386.66,4.0115,10.855125,3.98691666666,13.1,3.14708333333,5.38325,15.5673333333,9.03658333333,3.66591666667,6.3505
387.03,3.96933333333,10.7869166667,3.93983333333,13.0324166667,3.11675,5.34033333333,15.5744166667,8.98691666666,3.60625,6.28133333333
387.39,3.89741666667,10.7054583333,3.8365,12.9378333333,3.05391666667,5.23866666666,15.5140833333,8.88508333332,3.49833333334,6.17675
387.75,3.94666666667,10.7235,3.84716666667,12.9783333334,3.07375,5.30408333333,15.5645,8.89125,3.54525,6.19866666667
388.11,3.88983333333,10.6257916667,3.80916666667,12.87175,2.99108333333,5.22858333333,15.4505833334,8.84375,3.4665,6.106
388.47,3.8735,10.5739166667,3.82091666667,12.8346666667,2.97533333333,5.229,15.4331666667,8.85683333333,3.46283333333,6.11833333333
388.83,3.85766666667,10.5232083334,3.79233333333,12.7754166667,2.97358333333,5.18241666667,15.4195,8.82649999999,3.44333333333,6.09025
389.19,3.8385,10.4717083333,3.78566666667,12.6725,2.96791666667,5.14525,15.3798333333,8.80425,3.41008333333,6.03116666667
389.55,3.838,10.4312916667,3.78333333333,12.5888333333,2.94633333333,5.13091666666,15.3441666667,8.78516666667,3.3775,6.01166666667
389.91,3.82983333334,10.3965833333,3.77566666667,12.5131666667,2.96958333333,5.14875,15.3155,8.75249999999,3.36708333333,5.99083333333
390.27,3.82808333333,10.3327916667,3.71625,12.42325,2.94266666667,5.11258333333,15.26925,8.73899999999,3.35283333333,5.98191666666
390.63,3.807,10.2389583333,3.69875,12.3481666667,2.89633333333,5.04733333333,15.1976666667,8.71483333334,3.36333333333,5.98625
391.00,3.78183333333,10.166875,3.63916666666,12.2920833333,2.83666666667,5.02125,15.1259166666,8.70575000001,3.34725,5.979
391.36,3.754,10.0721666667,3.59175,12.2043333333,2.78683333334,5.0125,15.0725,8.68983333333,3.33375,5.96675
391.72,3.75141666667,10.0367083333,3.55891666667,12.1600833333,2.79808333333,4.98791666667,15.0695,8.68733333333,3.33875,5.95941666667
392.08,3.7965,10.0519166667,3.57241666667,12.1475,2.85341666667,5.01533333333,15.0965833333,8.71925,3.40708333334,5.99233333333
392.44,3.71983333333,9.95179166666,3.50608333333,12.0195,2.8005,4.93666666667,15.0046666667,8.65658333334,3.37516666667,5.91541666667
392.80,3.74925,9.9235,3.52558333333,11.9851666667,2.85025,4.97191666666,14.9888333333,8.67699999999,3.408,5.9385
393.16,3.77466666667,9.91233333332,3.5515,12.00125,2.88991666667,5.0045,14.994,8.75083333333,3.43691666667,5.98733333333
393.52,3.72941666667,9.818,3.52158333333,11.8814166667,2.88116666666,4.947,14.9629166667,8.71766666667,3.44516666667,5.99016666667
393.88,3.76541666667,9.77558333333,3.57591666667,11.8193333333,2.9025,4.9545,14.98725,8.75166666667,3.49008333333,6.03975
394.24,3.78566666667,9.71641666668,3.63325,11.7265,2.94175,4.97541666667,15.0100833333,8.78283333334,3.53483333333,6.06483333333
394.60,3.81391666667,9.65345833333,3.63875,11.6378333333,2.97808333333,5.02216666667,15.01325,8.80708333333,3.55758333333,6.07725
394.96,3.85158333333,9.62654166667,3.72408333333,11.5743333333,3.03275,5.06833333333,15.014,8.8465,3.62025,6.09633333333
395.32,3.90416666667,9.59383333333,3.77958333333,11.5133333333,3.08275,5.08758333334,15.0640833334,8.87616666666,3.65933333333,6.13175
395.68,3.88041666667,9.50075,3.77233333333,11.4158333333,3.06091666666,5.10008333333,15.0336666667,8.86633333333,3.64441666667,6.13475
396.04,3.85216666667,9.39258333333,3.752,11.2805833333,3.04325,5.10008333333,15.0358333333,8.85433333333,3.62308333333,6.12975
396.40,3.99133333334,9.42175,3.86175,11.2521666667,3.15366666666,5.2335,15.1464166667,8.94941666666,3.71525,6.24525
396.76,4.0035,9.35016666667,3.83633333333,11.1554166666,3.14025,5.2555,15.20025,8.95499999999,3.71541666666,6.26091666667
397.12,3.99991666666,9.27233333333,3.78108333334,11.00325,3.10108333333,5.25891666666,15.2133333333,8.91691666668,3.6875,6.2655
397.48,3.99308333333,9.18670833333,3.73375,10.9225833333,3.09133333333,5.27966666667,15.195,8.8995,3.66291666666,6.23475
397.84,4.06533333333,9.19533333333,3.76533333333,10.9255833333,3.16441666667,5.38891666667,15.2805833334,9.00025,3.72633333333,6.34316666667
398.20,4.11391666667,9.18116666667,3.781,10.90975,3.21241666667,5.46533333333,15.3035833333,9.03975000001,3.76625,6.41375
398.56,4.12466666667,9.17445833333,3.77416666667,10.85225,3.2085,5.48416666667,15.33025,9.05508333333,3.77858333333,6.47216666667
398.92,4.10525,9.08304166667,3.717,10.7529166667,3.17,5.48041666667,15.3105,9.03866666668,3.72916666667,6.46666666667
399.28,4.074,9.01429166667,3.67508333333,10.6831666667,3.1635,5.49183333333,15.2331666667,9.03491666668,3.72416666666,6.448
399.64,4.08266666667,8.94670833333,3.67375,10.5620833333,3.18408333333,5.49233333333,15.21325,9.06825,3.74891666667,6.4565
400.00,4.06933333333,8.86995833333,3.63041666667,10.4833333333,3.15383333334,5.46358333333,15.1761666667,9.05425,3.7245,6.46233333333
400.36,4.02625,8.771125,3.5875,10.3765833333,3.13508333333,5.4245,15.119,9.0535,3.69125,6.42925
400.72,4.03233333333,8.70383333333,3.59433333333,10.2975833333,3.15658333333,5.41725,15.0821666667,9.08358333333,3.70408333333,6.4205
401.08,3.9875,8.56704166667,3.54375,10.1926666667,3.13283333333,5.39483333333,15.0491666667,9.05608333334,3.69841666667,6.38725
401.44,4.05666666667,8.541375,3.60733333334,10.1693333333,3.20808333333,5.45408333334,15.1281666667,9.13258333334,3.76775,6.45175
401.80,3.98358333333,8.391375,3.53166666667,10.0263333333,3.12491666667,5.36808333333,15.04175,9.02424999999,3.67633333333,6.36166666667
402.16,3.88491666667,8.26691666667,3.44991666667,9.88158333333,3.02875,5.27216666667,14.9945833333,8.92391666668,3.57408333333,6.24608333333
402.52,3.86108333333,8.19291666667,3.45275,9.80374999999,3.03575,5.24558333334,14.9791666667,8.91775,3.5665,6.1925
402.88,3.84216666667,8.14654166667,3.45633333333,9.73983333334,3.0165,5.19116666666,15.0000833333,8.89816666667,3.54683333333,6.17158333333
403.24,3.85033333333,8.12895833333,3.48225,9.70158333334,3.02591666667,5.19675,15.05825,8.93166666668,3.56758333333,6.20158333333
403.60,3.85433333333,8.12316666667,3.47933333333,9.66466666666,3.02858333333,5.20391666667,15.0979166667,8.94008333334,3.54758333333,6.23025
403.95,3.91275,8.15708333333,3.5165,9.71499999999,3.07516666667,5.2695,15.1716666667,9.0,3.58883333333,6.28616666667
404.31,3.87,8.07779166667,3.4705,9.66041666666,3.04883333333,5.25241666666,15.1314166667,8.94524999999,3.56016666667,6.25691666667
404.67,3.82966666667,8.02491666666,3.43225,9.57325,3.0025,5.20208333333,15.08675,8.89850000001,3.52725,6.22825
405.03,3.85525,8.02341666667,3.452,9.56566666667,3.01225,5.194,15.0685833334,8.90491666667,3.53033333333,6.23558333333
405.39,3.79491666667,7.97179166667,3.41308333333,9.47899999999,2.93725,5.14125,14.98825,8.84766666666,3.47458333334,6.19016666667
405.75,3.80016666667,7.95954166667,3.40691666667,9.45708333334,2.93141666667,5.1425,14.9896666667,8.84925,3.48583333334,6.19041666667
406.11,3.89841666667,8.02504166667,3.4965,9.51166666666,3.03441666667,5.23283333333,15.0431666667,8.9335,3.58408333334,6.28933333333
406.47,3.94333333333,8.02383333333,3.52825,9.53658333334,3.06433333333,5.31041666667,15.1009166667,8.97058333333,3.60925,6.3405
406.83,3.99958333333,8.02041666667,3.55966666667,9.54225000001,3.10725,5.3825,15.1098333333,9.02058333333,3.6765,6.38508333333
407.19,3.98991666666,7.97391666666,3.5305,9.48108333333,3.06808333333,5.36258333333,15.085,8.98933333334,3.648,6.34966666667
407.55,3.97108333334,7.92133333333,3.4905,9.44416666667,3.044,5.3305,15.04975,8.95141666666,3.62975,6.31616666666
407.90,3.94383333333,7.84354166666,3.46008333333,9.35566666668,3.00708333334,5.30475,14.993,8.91558333334,3.60533333333,6.26058333333
408.26,3.97466666666,7.842125,3.46491666667,9.34391666667,3.01075,5.3055,15.0279166667,8.94366666667,3.62558333334,6.28758333333
408.62,3.97191666667,7.835125,3.45941666666,9.36975,3.00983333333,5.33541666667,15.016,8.94483333333,3.64608333334,6.2845
408.98,3.98391666667,7.82458333333,3.46875,9.34958333334,3.02208333333,5.36641666666,15.04225,8.94458333333,3.65116666667,6.28775
409.34,3.98575,7.798875,3.45558333333,9.34308333332,3.01958333333,5.36525,15.0746666667,8.94708333333,3.63858333333,6.2905
409.70,3.98983333334,7.786875,3.44741666667,9.30158333333,3.018,5.34658333333,15.0370833333,8.96758333333,3.63866666667,6.28633333333
410.06,3.97258333333,7.73875,3.39608333333,9.28700000001,2.98291666666,5.33525,15.0414166667,8.97258333332,3.60808333333,6.25566666667
410.42,3.93625,7.68229166666,3.35475,9.22441666667,2.95116666666,5.26316666667,14.992,8.95324999999,3.57075,6.20083333333
410.77,3.91133333333,7.69441666667,3.31666666666,9.23125,2.9485,5.249,14.9974166667,8.93900000001,3.55833333333,6.19891666667
411.13,3.90333333333,7.67283333333,3.301,9.23033333334,2.9405,5.25216666666,14.9906666667,8.94041666668,3.55641666667,6.20275
411.49,3.882,7.64595833333,3.30791666667,9.17516666666,2.92608333333,5.24775,14.9758333333,8.94083333333,3.54891666666,6.18775
411.85,3.85916666667,7.62633333333,3.28291666667,9.14608333333,2.91475,5.24241666667,14.9651666667,8.92875000001,3.53308333334,6.18883333333
412.21,3.845,7.624125,3.29058333333,9.12408333333,2.90966666667,5.24691666667,14.95925,8.92325,3.52341666666,6.1725
412.57,3.84783333334,7.58166666667,3.29616666667,9.07458333334,2.91516666666,5.2185,14.9935,8.91958333333,3.49141666667,6.17075
412.92,3.87083333333,7.59925,3.32025,9.06608333334,2.95225,5.2215,15.0390833333,8.96383333333,3.52491666666,6.21983333333
413.28,3.91258333333,7.60720833334,3.33525,9.05908333334,3.0075,5.25108333333,15.05125,8.98758333333,3.57125,6.24216666667
413.64,3.9265,7.60108333333,3.34141666666,9.061,3.03833333333,5.26083333333,15.113,8.99933333334,3.59833333333,6.25066666666
414.00,3.93625,7.56945833333,3.35283333333,8.99974999999,3.04033333333,5.24558333333,15.103,8.99308333334,3.60991666667,6.26191666667
414.36,3.94366666667,7.53866666666,3.34758333333,8.95566666667,3.03033333333,5.23075,15.1033333333,8.97858333334,3.6285,6.2675
414.72,3.92725,7.513625,3.35858333333,8.87941666667,3.03125,5.23733333333,15.1341666667,8.97849999999,3.61833333334,6.27391666667
415.07,3.93683333333,7.521125,3.4025,8.83733333334,3.07183333333,5.2525,15.16975,9.00649999999,3.64675,6.30608333333
415.43,3.98466666667,7.50575,3.4275,8.84058333334,3.107,5.28691666667,15.2285,9.05241666668,3.68541666667,6.32491666667
415.79,3.99758333333,7.46945833333,3.47175,8.79016666666,3.13325,5.30058333334,15.2638333333,9.07316666666,3.708,6.32516666666
416.15,3.98066666666,7.40404166666,3.4225,8.71391666666,3.1195,5.2755,15.2658333333,9.08433333334,3.69191666667,6.30958333333
416.51,3.98125,7.38029166667,3.44233333333,8.64308333333,3.11175,5.29333333333,15.28025,9.11316666666,3.69433333333,6.321
416.86,3.97708333333,7.32291666667,3.448,8.58433333334,3.11566666667,5.30241666666,15.2838333333,9.12208333334,3.68408333333,6.33041666667
417.22,3.9485,7.237125,3.41408333333,8.49574999999,3.06791666667,5.27633333333,15.2776666667,9.11241666666,3.63683333333,6.29275
417.58,3.939,7.17425,3.40183333333,8.40875000001,3.06516666667,5.27175,15.2703333333,9.11608333333,3.62233333333,6.28366666667
417.94,3.90708333333,7.097625,3.36675,8.32516666666,3.035,5.237,15.2553333333,9.09108333332,3.59333333333,6.24775
418.29,3.92908333333,7.057875,3.38666666667,8.27541666667,3.0425,5.26141666667,15.26925,9.11733333332,3.60125,6.26558333333
418.65,3.9775,7.001,3.40691666667,8.23533333333,3.07916666667,5.28733333333,15.3051666667,9.15508333333,3.61541666667,6.293
419.01,3.99808333333,6.94820833333,3.39475,8.16716666666,3.07225,5.28175,15.3091666667,9.15708333333,3.61083333334,6.27925
419.37,4.00425,6.90425,3.38791666667,8.109,3.06675,5.26716666667,15.3164166667,9.15225,3.6175,6.27933333333
419.73,4.02025,6.86379166666,3.378,8.05341666666,3.07091666667,5.26475,15.33075,9.15633333333,3.62558333333,6.28825
420.08,4.027,6.82654166667,3.40091666667,8.00083333332,3.07991666667,5.2725,15.3509166667,9.1675,3.635,6.28783333333
420.44,4.04525,6.77129166667,3.38766666667,7.96158333334,3.10016666667,5.26966666667,15.3704166667,9.17341666666,3.65241666667,6.29491666666
420.80,4.04825,6.69691666667,3.36733333333,7.88591666667,3.08975,5.25508333333,15.3549166667,9.163,3.64033333334,6.26325
421.16,4.051,6.65275,3.37691666667,7.81408333334,3.09616666667,5.24983333333,15.3425,9.15933333333,3.64558333333,6.25875
421.51,4.03083333333,6.58679166667,3.36091666667,7.75466666667,3.08666666667,5.24258333333,15.3555,9.15333333332,3.62733333333,6.24791666666
421.87,4.02166666667,6.528375,3.35408333333,7.68391666666,3.08291666667,5.2275,15.3586666667,9.15149999999,3.62191666667,6.24291666666
422.23,3.98325,6.44729166667,3.30116666666,7.58850000001,3.05375,5.17675,15.3281666667,9.11408333333,3.58141666667,6.19625
422.58,3.94791666667,6.38516666667,3.25208333333,7.50991666666,3.01775,5.13683333333,15.293,9.08366666667,3.56225,6.15608333333
422.94,3.96433333333,6.35154166667,3.26283333334,7.48008333333,3.03741666667,5.16458333333,15.3285833333,9.11208333334,3.58475,6.17566666667
423.30,3.95891666666,6.29366666666,3.24891666667,7.40166666667,3.03408333333,5.16591666666,15.31875,9.10758333334,3.57283333333,6.1735
423.66,3.95325,6.25920833333,3.25041666667,7.36391666666,3.04225,5.16866666667,15.317,9.12449999999,3.57283333333,6.17091666667
424.01,3.94666666667,6.19958333333,3.22108333333,7.30983333333,3.031,5.15,15.3065,9.10458333333,3.55525,6.156
424.37,3.92966666667,6.15916666667,3.20516666667,7.24966666668,3.01041666667,5.14891666667,15.3110833333,9.10358333333,3.54533333333,6.13625
424.73,3.91608333333,6.13829166667,3.18883333333,7.21649999999,2.99958333333,5.15,15.3215833333,9.10908333332,3.53691666667,6.14033333333
425.08,3.9465,6.13266666667,3.19725,7.22341666666,3.02741666667,5.17816666667,15.3785833333,9.14399999999,3.56925,6.18091666667
425.44,3.96425,6.12575,3.19708333333,7.18325,3.03625,5.1795,15.3784166667,9.16291666667,3.58908333333,6.18641666667
425.80,3.97033333333,6.10783333333,3.20225,7.14816666667,3.04283333333,5.19833333333,15.3823333333,9.16350000001,3.589,6.18908333333
426.16,3.99866666667,6.124625,3.25533333333,7.14833333334,3.08466666667,5.23683333334,15.4288333333,9.20341666667,3.62358333334,6.23425
426.51,4.01925,6.11958333333,3.28716666667,7.13158333333,3.10716666667,5.26691666667,15.4555,9.23233333333,3.6485,6.24833333333
426.87,3.9955,6.08379166667,3.26866666667,7.08208333333,3.09941666667,5.24708333334,15.44375,9.21024999999,3.62966666667,6.23583333333
427.23,3.98275,6.06433333333,3.27691666667,7.07858333332,3.10991666667,5.24666666667,15.469,9.23524999999,3.62975,6.23975
427.58,3.97225,6.02941666667,3.26041666666,7.04200000001,3.08825,5.22925,15.4989166667,9.23216666666,3.61458333334,6.23875
427.94,3.97816666667,6.03466666667,3.28775,7.02375000001,3.1025,5.25516666667,15.5309166667,9.27566666667,3.63725,6.276
428.30,4.00041666667,6.03545833333,3.30175,7.04325000001,3.13325,5.26691666667,15.5300833333,9.29791666666,3.64783333333,6.31141666667
428.65,3.99908333333,6.02320833333,3.30333333333,7.03083333333,3.14833333333,5.2675,15.537,9.29766666667,3.64575,6.31266666667
429.01,3.96641666667,6.00004166667,3.27716666667,6.99175000001,3.11175,5.23558333334,15.5059166667,9.29525000001,3.61875,6.27275
429.37,3.96008333334,5.97779166667,3.27808333333,6.98891666667,3.089,5.233,15.5349166667,9.28741666667,3.599,6.26475
429.72,3.991,6.00025,3.29125,7.01649999999,3.11908333333,5.2635,15.5761666667,9.3495,3.624,6.29341666667
430.08,3.99208333334,5.9785,3.23775,7.00291666666,3.0895,5.25275,15.5726666667,9.35033333333,3.59908333333,6.2705
430.44,3.98875,5.975,3.22616666667,7.00949999999,3.07408333333,5.23491666667,15.6018333333,9.35908333334,3.60758333333,6.27508333333
430.79,4.00725,5.96991666667,3.21308333334,7.02183333334,3.06491666666,5.24066666667,15.6340833333,9.38925,3.61691666667,6.27175
431.15,4.02416666666,6.00691666667,3.21541666667,7.04933333334,3.06941666667,5.25883333333,15.6695,9.40691666666,3.64108333333,6.28591666666
431.50,4.03383333334,6.02325,3.22266666667,7.04416666668,3.07116666666,5.25616666667,15.6806666667,9.41216666666,3.63725,6.29191666667
431.86,4.057,6.044125,3.22791666667,7.08566666667,3.0945,5.28016666667,15.7184166667,9.44191666666,3.65483333333,6.30625
432.22,4.01775,6.02533333333,3.20741666667,7.04975000001,3.04633333333,5.26225,15.7356666667,9.41858333334,3.614,6.27508333333
432.57,4.0525,6.07079166667,3.25091666667,7.09408333334,3.06691666667,5.292,15.7884166667,9.45416666666,3.65466666666,6.30591666667
432.93,4.06583333333,6.09458333333,3.26575,7.12125000001,3.08625,5.30641666667,15.824,9.47649999999,3.6595,6.32308333334
433.29,4.10266666667,6.14620833334,3.30516666667,7.17591666668,3.12958333333,5.36358333333,15.8716666667,9.52391666666,3.7125,6.38416666667
433.64,4.15325,6.21141666667,3.356,7.25025,3.18233333333,5.41891666666,15.952,9.57224999999,3.77166666667,6.45941666666
434.00,4.16258333334,6.24858333333,3.40125,7.28808333332,3.21358333333,5.45958333334,15.99875,9.60433333333,3.80341666667,6.50083333333
434.35,4.16758333334,6.27379166666,3.42466666667,7.30691666666,3.23616666666,5.48866666667,16.0366666667,9.62791666666,3.79058333333,6.521
434.71,4.16158333333,6.29591666666,3.43641666667,7.32633333332,3.2415,5.491,16.037,9.63383333333,3.78266666666,6.53391666667
435.07,4.15691666667,6.28716666667,3.42858333334,7.33616666667,3.24616666667,5.48983333333,16.0283333333,9.63291666667,3.76691666667,6.53441666666
