wavelength,Back_SteDiam,Belly_SteDiam,Breast_SteDiam,Crissum_SteDiam,Crown_SteDiam,DorTail_SteDiam,Patch10_SteDiam,Patch11_SteDiam,Patch12_SteDiam,Rump_SteDiam,Throat_SteDiam,WingTip_SteDiam
525.21,10.9998,11.0232,11.3308666667,9.1222,55.0769333333,6.22606666667,25.7827333333,6.828,2.93686666667,16.4562666667,9.04666666666,7.42826666667
525.56,11.0033333333,11.0476,11.3289333333,9.13659999999,55.0354,6.25506666667,25.7224,6.8488,2.94073333333,16.4252,9.06259999999,7.45166666667
525.90,11.0038,11.0507333333,11.3216,9.13960000001,54.9988,6.2786,25.6738666667,6.8656,2.94786666667,16.3919333333,9.07420000001,7.46573333333
526.25,10.9737333333,11.0124,11.2952,9.10866666667,54.9507333334,6.24846666667,25.6104666667,6.8554,2.9132,16.3257333333,9.04593333333,7.44646666667
526.59,10.9865333333,11.0217333333,11.2983333333,9.11986666666,54.951,6.25846666667,25.5925333334,6.87386666667,2.917,16.2935333334,9.05719999999,7.46753333333
526.94,10.9862666667,11.0174666667,11.2904666666,9.11333333333,54.9008,6.2532,25.553,6.86973333333,2.90693333334,16.2634,9.04706666666,7.46766666667
527.28,10.9526,10.9920666667,11.2543333333,9.08726666667,54.8402666667,6.22773333334,25.4946666666,6.84826666667,2.87513333333,16.2022,9.01073333334,7.44553333333
527.63,10.946,10.9850666667,11.2356666667,9.08280000001,54.8052666667,6.23053333333,25.4517333333,6.84273333333,2.87253333333,16.1738666667,9.00286666667,7.44213333333
527.97,10.9536,10.9866,11.2352,9.08673333333,54.7756666667,6.23806666667,25.4188666667,6.8516,2.88133333333,16.1582,9.01286666666,7.4572
528.32,10.9502,10.9982666667,11.2370666667,9.09846666667,54.7438666667,6.24753333333,25.39,6.85933333333,2.8872,16.1515333333,9.01659999999,7.47413333333
528.66,10.9505333333,10.9958666667,11.2386666667,9.10186666666,54.7130666667,6.25746666667,25.36,6.86673333333,2.89786666667,16.1426666667,9.02486666666,7.48906666667
529.01,10.9488,10.9964666667,11.2372,9.1064,54.6426,6.2584,25.3142666667,6.8686,2.89913333333,16.1279333333,9.03306666666,7.50793333333
529.35,10.9198666667,10.9629333333,11.2091333333,9.08573333334,54.5889333334,6.2416,25.2606,6.84953333333,2.87386666667,16.0876666667,9.01086666666,7.4916
529.70,10.8959333333,10.9456666667,11.1845333333,9.06219999999,54.5414,6.2178,25.2179333333,6.83246666666,2.85986666667,16.0596,8.97879999999,7.47873333333
530.04,10.8805333333,10.9536666667,11.181,9.0654,54.5055333333,6.2308,25.1808,6.82893333333,2.86346666667,16.0537333333,8.98093333334,7.4994
530.39,10.8741333333,10.9462666667,11.1743333333,9.06806666667,54.4362,6.241,25.1122666667,6.83926666667,2.87473333333,16.039,8.97473333333,7.50906666667
530.73,10.8692,10.9379333333,11.1644,9.07053333334,54.3788666667,6.2512,25.0481333333,6.84966666667,2.89213333333,16.0196,8.97546666666,7.53046666667
531.08,10.8757333333,10.9493333333,11.18,9.09253333334,54.3336,6.28813333333,24.9930666667,6.88186666667,2.92493333333,16.0242,8.99719999999,7.56633333333
531.42,10.8651333333,10.9462666667,11.1802,9.08766666666,54.2555333333,6.2906,24.9322,6.8926,2.942,16.0037333333,8.99473333334,7.596
531.77,10.8616666667,10.9482666666,11.1830666666,9.09346666667,54.2077333333,6.30433333333,24.8856,6.9134,2.95733333333,15.9890666667,8.98726666666,7.61166666666
532.11,10.8644666667,10.9454,11.1865333333,9.10206666667,54.2047333333,6.316,24.8484666667,6.9254,2.95986666667,15.9796666667,8.98539999999,7.62413333333
532.46,10.8461333333,10.926,11.1634,9.08879999999,54.2046,6.2926,24.803,6.91113333333,2.9254,15.952,8.96493333334,7.618
532.80,10.8345333333,10.9264666667,11.1524666667,9.08359999999,54.201,6.2936,24.7781333333,6.91953333334,2.92886666667,15.9389333333,8.95500000001,7.624
533.15,10.8759333333,10.9651333333,11.194,9.12486666667,54.2192666666,6.333,24.7839333333,6.97146666667,2.978,15.9824,8.99893333334,7.67853333333
533.49,10.8833333333,10.9740666667,11.2140666667,9.1556,54.1981333333,6.35046666667,24.7432,6.99486666667,2.99026666667,15.9687333333,9.02193333334,7.69906666667
533.84,10.8766,10.9644666667,11.1912,9.14766666666,54.1615333333,6.33526666667,24.6934,6.9904,2.9828,15.9479333333,9.01173333333,7.68713333333
534.18,10.8594,10.9648666667,11.1866666667,9.148,54.1454,6.32986666666,24.6636666667,6.98586666667,2.97453333333,15.9414666667,9.01806666667,7.70033333333
534.52,10.8514666666,10.9614666667,11.1782666667,9.15266666666,54.1262,6.3296,24.6277333333,6.9838,2.97826666667,15.938,9.01739999999,7.70146666666
534.87,10.862,10.9762,11.1798666667,9.16133333333,54.0912666667,6.3346,24.5922,6.99253333333,2.9934,15.9303333333,9.02973333334,7.7226
535.21,10.8656666667,10.9753333333,11.1771333333,9.17973333333,54.1122666667,6.33866666667,24.5625333333,7.00006666667,2.9948,15.9292,9.03973333334,7.71893333333
535.56,10.8474,10.9591333333,11.1574,9.17273333333,54.0980666667,6.323,24.5028666667,6.98053333333,2.97346666667,15.9126,9.03480000001,7.71633333333
535.90,10.7981333334,10.9052666666,11.088,9.115,53.9743333333,6.2716,24.3883333333,6.94546666667,2.93326666667,15.8472666667,8.99700000001,7.6752
536.25,10.8416,10.9414,11.1253333333,9.17266666666,53.9192666666,6.3328,24.3581333333,7.0038,3.00593333333,15.8691333334,9.05566666666,7.7284
536.59,10.858,10.9449333333,11.1473333333,9.1984,53.9052,6.34606666667,24.3192666667,7.03026666667,3.01813333333,15.8779333333,9.07186666667,7.7514
536.93,10.8646,10.9484666667,11.1326666667,9.21053333334,53.8552666667,6.35946666667,24.2544,7.0388,3.0388,15.8636,9.08560000001,7.76013333333
537.28,10.8832666667,10.9666,11.1438,9.23566666666,53.7995333333,6.3864,24.2130666667,7.0684,3.07753333333,15.8869333333,9.11546666667,7.80246666667
537.62,10.9180666667,10.9945333333,11.1711333333,9.27453333333,53.7859333333,6.4304,24.1837333333,7.1178,3.11573333333,15.8934,9.14433333333,7.85253333333
537.97,10.9222666666,10.9896666667,11.1498666667,9.26246666667,53.6795333333,6.4428,24.1096,7.13566666667,3.13466666667,15.8508666667,9.13346666667,7.86193333333
538.31,10.8928666667,10.9705333333,11.1250666667,9.24246666667,53.5524,6.435,24.0080666667,7.15053333333,3.1172,15.7961333333,9.10720000001,7.85353333333
538.65,10.9016666667,10.9557333333,11.1213333334,9.24666666667,53.5302,6.4384,23.97,7.16413333333,3.11993333333,15.7812666667,9.10046666666,7.85913333333
539.00,10.8567333333,10.9268,11.0739333334,9.21206666666,53.4211333333,6.4212,23.8874666667,7.1426,3.09746666667,15.7243333333,9.0768,7.84366666666
539.34,10.8421333333,10.9186666667,11.0464,9.19553333334,53.399,6.415,23.8556,7.1568,3.09226666667,15.6752,9.07066666666,7.83653333333
539.69,10.881,10.9580666667,11.0726666667,9.23146666667,53.4012,6.45633333333,23.8584,7.1898,3.13093333333,15.6812,9.10406666667,7.874
540.03,10.8377333334,10.9316666667,11.0309333333,9.18719999999,53.3415333333,6.42086666667,23.8044666667,7.1638,3.0966,15.6282666667,9.06493333334,7.84966666667
540.37,10.8192666667,10.9178,11.0038666667,9.18046666666,53.2795333333,6.4218,23.7661333333,7.15993333333,3.1038,15.5824666667,9.05766666668,7.8462
540.72,10.7592,10.8838,10.9770666667,9.13593333334,53.2086666667,6.38253333333,23.7091333334,7.13126666667,3.05766666667,15.5240666667,9.02553333333,7.81113333333
541.06,10.7244,10.8565333333,10.9425333333,9.10253333333,53.2046666667,6.35473333333,23.6861333333,7.10026666667,3.0278,15.4898666667,8.9996,7.78326666667
541.40,10.6974666667,10.834,10.9085333333,9.07653333333,53.1262,6.3434,23.6468666667,7.0942,3.02266666667,15.4603333333,8.98299999999,7.75906666667
541.75,10.6737333333,10.796,10.8888666667,9.05746666666,53.0868,6.31633333333,23.5946,7.07093333333,2.98953333333,15.4394666667,8.95633333333,7.7372
542.09,10.6896666667,10.8152666667,10.9158,9.07313333333,53.1219333333,6.33506666667,23.6098,7.08673333333,3.017,15.4529333333,8.98753333333,7.76173333333
542.43,10.6621333333,10.7994666667,10.8912,9.05219999999,53.0548666667,6.32033333333,23.5520666667,7.0788,3.0086,15.4424666667,8.98073333333,7.75093333333
542.78,10.6702,10.7910666667,10.8923333333,9.05833333334,53.0291333333,6.3128,23.5156,7.08866666667,3.00353333333,15.4312666667,8.97006666667,7.75493333333
543.12,10.6653333333,10.7931333333,10.896,9.07586666666,52.9522,6.32533333333,23.4624666667,7.0948,3.0226,15.4329333333,8.97600000001,7.76713333333
543.46,10.642,10.7732666667,10.899,9.07399999999,52.9256,6.31953333333,23.4178666667,7.113,3.02253333333,15.424,8.98386666666,7.77553333333
543.81,10.6642666667,10.7751333333,10.9184666667,9.08493333333,52.9258666666,6.33126666667,23.4028666666,7.14386666667,3.045,15.424,8.99926666666,7.7968
544.15,10.6928666667,10.7864666667,10.9436666666,9.10540000001,52.9571333333,6.35,23.3856,7.1856,3.05846666667,15.4611333333,9.02226666666,7.827
544.49,10.6719333333,10.7252,10.8816666667,9.0704,52.8976,6.30433333333,23.3037333333,7.1552,3.0296,15.4098,8.98993333334,7.797
544.84,10.6822,10.7172666667,10.8777333333,9.07199999999,52.8788666667,6.3046,23.2410666666,7.17333333333,3.03273333333,15.3875333333,8.97340000001,7.7962
545.18,10.6388,10.6542666667,10.8275333333,9.03453333334,52.8659333333,6.25593333333,23.1408666667,7.14313333333,2.97526666667,15.3465333333,8.93673333333,7.7588
545.52,10.6655333333,10.6972,10.8610666667,9.06866666666,52.9006666667,6.28706666667,23.1437333333,7.18726666667,3.0132,15.3821333333,8.98493333333,7.79893333333
545.87,10.6406,10.6687333333,10.8332,9.03786666667,52.8438,6.27073333333,23.0641333333,7.17566666667,3.00433333333,15.3568666667,8.97273333333,7.78733333333
546.21,10.6707333333,10.7012666667,10.872,9.08866666666,52.9259333333,6.29353333333,23.0806666667,7.22953333333,3.03886666667,15.3725333333,9.0006,7.85033333333
546.55,10.6600666667,10.688,10.8487333333,9.0714,52.8905333333,6.28933333333,23.0216,7.23613333333,3.03813333333,15.3681333333,9.00433333333,7.857
546.90,10.6602,10.6714,10.8361333333,9.05046666667,52.906,6.27786666667,22.9702,7.23853333333,3.03246666667,15.3557333333,9.0142,7.86906666667
547.24,10.6837333333,10.6865333333,10.8319333333,9.05266666667,52.8517333333,6.3106,22.9232,7.261,3.06853333333,15.3599333334,9.02106666667,7.89773333333
547.58,10.6422666667,10.6543333333,10.7804,9.04006666667,52.8044666667,6.28686666667,22.83,7.22766666667,3.04653333334,15.3348666666,8.99486666667,7.87326666667
547.92,10.61,10.6386666667,10.766,9.02719999999,52.7432666667,6.2558,22.7648666667,7.21966666667,3.06493333333,15.3060666667,8.98000000001,7.86906666667
548.27,10.6202666667,10.6632,10.7870666667,9.03473333334,52.7838666667,6.27693333333,22.7349333333,7.2478,3.08786666667,15.3163333333,8.9906,7.88513333333
548.61,10.6164666667,10.6642,10.7746,9.0208,52.7251333333,6.29633333333,22.6754666667,7.26753333333,3.12393333333,15.3104666667,9.01373333333,7.91133333333
548.95,10.6611333333,10.6960666667,10.8248,9.06126666666,52.7072,6.32893333333,22.6882,7.32066666667,3.19406666667,15.3403333333,9.05473333333,7.96946666667
549.29,10.6883333333,10.7113333333,10.8408,9.08853333334,52.7119333333,6.36573333333,22.6778666667,7.35333333333,3.2574,15.3552666666,9.0888,7.99786666667
549.64,10.7322666667,10.7456,10.8427333333,9.1202,52.8188666667,6.38946666667,22.7050666666,7.40133333333,3.26813333333,15.3838,9.1098,8.03386666667
549.98,10.6715333333,10.6808,10.7868666667,9.05453333333,52.7450666667,6.3498,22.6255333333,7.3588,3.21506666667,15.3346,9.07186666666,7.95666666667
550.32,10.7262666667,10.7179333333,10.8701333333,9.09386666667,52.8267333333,6.42433333333,22.67,7.40933333333,3.2702,15.3640666667,9.1268,8.0152
550.66,10.7074,10.6995333333,10.8606,9.11,52.7718,6.40666666667,22.6436666667,7.4332,3.2808,15.3562666667,9.1126,8.00326666667
551.01,10.7009333333,10.7234666667,10.8735333333,9.14373333334,52.7946666667,6.39793333333,22.6533333333,7.44633333333,3.29553333333,15.3753333333,9.13260000001,8.00666666667
551.35,10.7095333333,10.7428,10.8896,9.14346666666,52.8228,6.40493333333,22.6557333333,7.4936,3.3018,15.4013333333,9.1422,8.01333333333
551.69,10.6452666667,10.6677333333,10.8102,9.05373333333,52.7375333333,6.35953333333,22.5553333333,7.42613333333,3.22133333333,15.3310666666,9.09366666666,7.92993333333
552.03,10.6274666667,10.6490666667,10.8042666667,9.0412,52.7073333333,6.3518,22.5388666667,7.42713333333,3.22546666667,15.3122,9.07020000001,7.9308
552.38,10.6512666667,10.6558,10.848,9.09159999999,52.7024666667,6.3778,22.5686666667,7.51433333333,3.26033333333,15.3579333333,9.10966666666,7.9746
552.72,10.728,10.7219333333,10.9134,9.16653333334,52.7684,6.42393333333,22.6124,7.5928,3.33093333333,15.419,9.17846666667,8.05113333334
553.06,10.6978,10.6843333333,10.8801333333,9.1338,52.6837333334,6.39373333333,22.5626666667,7.5936,3.31166666667,15.3724,9.12973333334,8.01513333333
553.40,10.7401333333,10.7026,10.9468,9.20319999999,52.6916,6.4322,22.5848,7.66373333333,3.37933333333,15.4108666667,9.1916,8.05773333333
553.74,10.7834666667,10.7218,10.9628666667,9.25020000001,52.6111333333,6.47586666667,22.5729333333,7.73026666667,3.44333333333,15.4246666667,9.22680000001,8.104
554.09,10.7479333333,10.6887333333,10.9295333333,9.24620000001,52.4978,6.45286666667,22.4946666667,7.7594,3.46633333333,15.3958,9.20573333334,8.08613333333
554.43,10.7592666667,10.7112666667,10.9252,9.2514,52.5424666667,6.46773333333,22.4989333333,7.78393333333,3.46833333333,15.4127333333,9.22806666667,8.1124
554.77,10.7813333333,10.6942,10.9358666667,9.2492,52.5870666667,6.485,22.5098666667,7.83893333333,3.48053333333,15.3812666667,9.23453333333,8.144
555.11,10.7934,10.6715333333,10.9516,9.2674,52.5140666667,6.50546666667,22.4932666667,7.879,3.51813333334,15.3802,9.23606666667,8.18513333333
555.45,10.8174,10.6943333333,11.0113333333,9.33333333333,52.5958666667,6.53813333333,22.5408,7.95066666667,3.5716,15.4244,9.27826666667,8.23826666667
555.80,10.8985333333,10.7348,11.0703333333,9.41240000001,52.6169333333,6.62606666667,22.5716666667,8.06973333333,3.64786666667,15.4811333333,9.32906666666,8.29893333333
556.14,10.8931333333,10.7024,11.0386,9.39653333333,52.5586666667,6.61073333333,22.5268,8.0732,3.6478,15.4656666667,9.31873333333,8.29506666667
556.48,10.8764,10.7242,11.0406,9.40673333333,52.4826,6.63906666666,22.4706666667,8.11206666667,3.6668,15.4559333333,9.30920000001,8.30726666667
556.82,10.85,10.7105333333,11.0343333333,9.41453333334,52.5177333333,6.63313333333,22.4456,8.143,3.65413333333,15.4558666667,9.33386666667,8.3268
557.16,10.797,10.6776,10.9699333333,9.39226666666,52.3977333333,6.61213333333,22.3470666667,8.142,3.62546666667,15.4088666667,9.29233333334,8.31166666667
557.50,10.7933333333,10.6867333333,10.9728,9.38473333334,52.4902,6.62273333333,22.3476,8.15293333333,3.64826666667,15.4296666667,9.30286666667,8.33526666666
557.85,10.7169333333,10.6020666667,10.8722,9.30566666667,52.398,6.52633333333,22.2384,8.09133333333,3.56393333333,15.3430666667,9.21960000001,8.23446666667
558.19,10.7008,10.5574666667,10.8746666667,9.2892,52.3005333333,6.53386666667,22.1959333333,8.12653333333,3.5656,15.3384666667,9.2058,8.21806666667
558.53,10.6492666667,10.5233333333,10.8296666667,9.27346666667,52.1733333333,6.48393333333,22.083,8.11773333333,3.55133333333,15.3358,9.18400000001,8.17686666667
558.87,10.6078,10.4998,10.7888,9.25839999999,52.1695333333,6.48946666667,22.0394,8.098,3.51106666667,15.3076666667,9.15593333333,8.13826666667
559.21,10.6218666667,10.5309333333,10.7790666667,9.25866666667,52.036,6.52986666667,21.9777333333,8.15233333333,3.5188,15.2970666667,9.16026666667,8.1548
559.55,10.6162666666,10.5439333333,10.7705333333,9.28740000001,51.9860666667,6.534,21.9789333333,8.20106666667,3.5392,15.3466,9.19900000001,8.20126666667
559.89,10.6207333333,10.5478,10.7547333333,9.27453333333,51.9524,6.51933333333,21.9528,8.20546666667,3.51293333333,15.3356,9.19393333333,8.172
560.23,10.5953333333,10.5004,10.7229333333,9.24573333333,51.9785333333,6.50406666667,21.9394666667,8.22273333333,3.50773333333,15.3023333333,9.18560000001,8.14066666667
560.58,10.6106666667,10.5089333333,10.7384,9.26653333333,51.9071333333,6.52793333333,21.9216666667,8.278,3.53686666666,15.2882,9.20626666666,8.15973333333
560.92,10.5812,10.4498666667,10.6848666666,9.20826666667,51.8137333333,6.472,21.8369333333,8.2414,3.48553333333,15.233,9.13960000001,8.0944
561.26,10.5384,10.3663333333,10.6106,9.15193333334,51.6844666667,6.41286666667,21.7232,8.205,3.3906,15.1648,9.07246666666,8.0358
561.60,10.6454666667,10.4782666667,10.7280666667,9.26733333333,51.7415333333,6.5362,21.8164,8.35646666666,3.5096,15.3019333333,9.194,8.16866666666
561.94,10.6436666667,10.5113333333,10.7629333333,9.29566666666,51.6930666667,6.54746666667,21.7824666667,8.4072,3.54073333334,15.2708,9.21873333333,8.16973333333
562.28,10.6712666666,10.5301333333,10.7742,9.34413333334,51.7279333333,6.58286666667,21.8127333333,8.46693333333,3.5592,15.2708,9.20026666666,8.1824
562.62,10.6914,10.5723333333,10.8240666667,9.3582,51.6901333333,6.6122,21.8103333333,8.5552,3.6084,15.2876,9.24599999999,8.2176
562.96,10.6408666667,10.5159333333,10.7547333333,9.30546666667,51.5915333333,6.55426666667,21.7284,8.53313333333,3.58253333333,15.2160666667,9.17153333333,8.1698
563.30,10.6204,10.5190666667,10.7550666667,9.29446666667,51.5506,6.5418,21.6851333333,8.5636,3.548,15.1613333333,9.14486666666,8.1554
563.64,10.5498666667,10.4890666667,10.7138666667,9.24726666666,51.5198666667,6.508,21.6005333333,8.5724,3.4668,15.0655333333,9.06986666667,8.1196
563.99,10.5432666667,10.5113333333,10.7406666667,9.26426666666,51.4298,6.52053333333,21.5542666667,8.62193333333,3.46653333333,15.0702,9.08020000001,8.12873333333
564.33,10.5427333333,10.5066666667,10.7269333333,9.25526666667,51.4001333333,6.53213333333,21.5206,8.6654,3.44166666667,15.0602,9.05813333334,8.13793333333
564.67,10.4614666667,10.4362666667,10.6706666667,9.1946,51.3218,6.49853333333,21.4497333333,8.66513333333,3.37286666667,14.9949333333,9.01633333334,8.0756
565.01,10.4858,10.5064,10.7358666667,9.26133333333,51.3769333333,6.55093333333,21.4781333333,8.78386666666,3.41073333333,15.0022,9.07046666667,8.109
565.35,10.4093333333,10.4588,10.6702,9.19566666666,51.3028,6.51093333334,21.4114,8.7772,3.35153333333,14.9198,9.00686666667,8.0696
565.69,10.4674,10.5130666667,10.7052666667,9.257,51.3278666667,6.59053333333,21.4688,8.89366666667,3.4082,14.9665333333,9.05133333333,8.14773333333
566.03,10.4517333333,10.4932,10.6792666667,9.22006666666,51.1987333333,6.58313333333,21.3874666667,8.92899999999,3.3962,14.924,9.04386666666,8.12966666667
566.37,10.4196,10.4459333333,10.625,9.19953333334,51.1151333333,6.552,21.3061333333,8.95066666666,3.3642,14.8784666667,8.98686666666,8.10053333333
566.71,10.4802666667,10.5151333333,10.6934666667,9.26399999999,51.1886666667,6.61673333333,21.3559333333,9.07206666667,3.40226666667,14.9296,9.05439999999,8.16713333333
567.05,10.4885333333,10.5339333333,10.6945333334,9.25106666666,51.1574666667,6.6252,21.324,9.11386666666,3.41473333333,14.9210666667,9.05,8.1622
567.39,10.5182,10.5688,10.7323333333,9.30280000001,51.1752666667,6.67253333333,21.3514666666,9.19199999999,3.47226666667,14.9676666667,9.09353333333,8.20233333333
567.73,10.5362,10.5866,10.7341333333,9.31873333333,51.1564,6.70086666667,21.3630666667,9.28013333334,3.4838,14.9562666667,9.11719999999,8.23666666667
568.07,10.5398,10.605,10.7304666667,9.33333333333,51.1561333333,6.7028,21.3552666667,9.35333333335,3.50586666667,14.9594666667,9.14046666667,8.23593333333
568.41,10.6469333334,10.717,10.8224,9.43213333334,51.2402666667,6.80013333333,21.4289333333,9.52686666667,3.62146666667,15.0534666667,9.22073333333,8.35786666667
568.75,10.6642666667,10.7230666667,10.8266,9.43333333333,51.1564,6.81913333333,21.3822666667,9.61026666667,3.65733333333,15.0436,9.23620000001,8.37286666667
569.09,10.6448666667,10.698,10.7901333333,9.41933333333,51.0498666667,6.78593333333,21.2939333333,9.67240000001,3.63073333334,15.0126666667,9.20973333333,8.35326666667
569.43,10.6322666667,10.6846666667,10.7674666667,9.39439999999,50.9883333333,6.75766666667,21.2352,9.7168,3.58813333333,14.9815333333,9.192,8.3376
569.77,10.6076666667,10.6832666667,10.7606,9.37646666666,51.0115333333,6.75893333333,21.218,9.7842,3.5458,14.9734,9.1906,8.32906666667
570.11,10.5906666667,10.6961333333,10.7548,9.37686666668,50.9872666667,6.76906666667,21.1906,9.87313333332,3.54533333333,14.9553333333,9.21860000001,8.32706666667
570.45,10.5824,10.6820666667,10.7271333333,9.36319999999,50.8528,6.77473333333,21.118,9.96399999999,3.53986666666,14.9266,9.21106666667,8.3362
570.79,10.5455333333,10.6194666667,10.6824,9.35293333333,50.7593333333,6.74093333333,21.0432,10.0163333333,3.51313333333,14.898,9.19059999999,8.31586666667
571.13,10.5353333333,10.6130666667,10.6622,9.33066666665,50.7207333333,6.72433333333,21.0105333334,10.0886666667,3.47606666667,14.8798666667,9.18306666667,8.31006666667
571.47,10.4516666667,10.5104,10.575,9.2594,50.6208,6.62873333333,20.8991333333,10.0846666667,3.39126666666,14.811,9.09766666666,8.21533333333
571.81,10.4331333333,10.4804666667,10.5556,9.23786666667,50.5981333333,6.60193333333,20.8529333333,10.1333333333,3.3396,14.7822666667,9.05366666666,8.19873333333
572.15,10.4418666667,10.508,10.5665333333,9.25480000001,50.6176666667,6.62193333333,20.8654666667,10.2374,3.3396,14.7788,9.0752,8.20553333333
572.49,10.4387333333,10.5232,10.555,9.266,50.6321333333,6.63513333333,20.8842666667,10.3384,3.32733333333,14.7756,9.07586666667,8.21626666667
572.83,10.4734666667,10.5469333333,10.5722666667,9.28866666666,50.7066666667,6.666,20.8946666667,10.4361333333,3.3208,14.7770666667,9.1002,8.22566666667
573.17,10.4502666667,10.5258666667,10.5467333333,9.26866666667,50.6474666667,6.66353333333,20.8414,10.5066,3.3132,14.7578666667,9.07900000001,8.19966666667
573.51,10.4832,10.5428,10.5716666667,9.31266666667,50.6166,6.69553333333,20.8280666667,10.6352666667,3.342,14.7604,9.10586666667,8.23726666667
573.85,10.4874666667,10.5268666667,10.5704666667,9.30620000001,50.6012666666,6.67666666667,20.8106,10.7008666667,3.3242,14.7398,9.07606666666,8.2348
574.19,10.4227333333,10.451,10.5130666667,9.24980000001,50.6336,6.6012,20.7596,10.7296666667,3.236,14.6759333333,9.00993333334,8.157
574.53,10.4595333333,10.5030666667,10.5450666667,9.26733333333,50.6714,6.6514,20.7888,10.87,3.2748,14.6846,9.04513333333,8.1878
574.87,10.4784,10.5303333333,10.5577333333,9.30353333334,50.6378,6.69626666667,20.7834,11.0091333333,3.33506666667,14.6954,9.06906666667,8.21346666667
575.21,10.5090666666,10.5574666667,10.5745333333,9.33626666666,50.6816666667,6.7472,20.7699333333,11.1122,3.34526666667,14.6874,9.08580000001,8.24653333333
575.55,10.4735333333,10.5403333333,10.561,9.31540000001,50.6254666667,6.7378,20.715,11.2222,3.35693333333,14.6525333333,9.07173333333,8.23246666667
575.89,10.4289333333,10.5134666667,10.5417333333,9.29193333334,50.5650666667,6.7348,20.6445333333,11.3162,3.33466666667,14.6167333333,9.05899999999,8.23026666667
576.22,10.389,10.4634,10.5150666667,9.24826666667,50.4962,6.69966666667,20.5624666667,11.3760666667,3.2982,14.587,9.02093333334,8.2002
576.56,10.3422,10.4386,10.4726,9.22653333333,50.3984666667,6.67886666667,20.5175333333,11.4607333333,3.2858,14.5446666667,8.98686666666,8.16266666667
576.90,10.3047333333,10.3848666667,10.4312,9.17586666666,50.3435333333,6.61886666666,20.4404,11.5378666667,3.23646666667,14.4944666667,8.93766666666,8.12973333333
577.24,10.2803333333,10.3662666667,10.4098666667,9.12386666666,50.3763333333,6.58886666667,20.4335333333,11.6268666667,3.21173333333,14.4994,8.9102,8.12626666667
577.58,10.2794666667,10.3846,10.4034666667,9.13606666667,50.3852,6.6024,20.4227333334,11.7634666666,3.2076,14.5475333333,8.92639999999,8.17906666667
577.92,10.3474666667,10.4673333333,10.4706,9.20753333333,50.4388666667,6.6854,20.492,11.9624,3.29726666667,14.6316,8.9966,8.24493333333
578.26,10.3519333333,10.4980666667,10.4926,9.23313333333,50.3998666667,6.69866666666,20.4881333333,12.1005333333,3.32633333333,14.6619333333,9.01746666667,8.2692
578.60,10.3616666667,10.4790666667,10.4723333333,9.24446666666,50.4137333333,6.6808,20.4666,12.2194666667,3.3116,14.6572,9.04493333333,8.2908
578.94,10.3780666667,10.5568666667,10.5038,9.26393333334,50.3828666666,6.69586666667,20.5178666667,12.425,3.35113333333,14.7060666667,9.09553333333,8.35926666667
579.28,10.4215333333,10.5887333333,10.5273333333,9.30399999999,50.3038666667,6.73593333333,20.5144666667,12.5611333333,3.3588,14.7344666667,9.11313333333,8.41773333333
579.61,10.3939333333,10.5628666667,10.4865333333,9.27006666667,50.2578,6.67173333333,20.4644,12.6369333333,3.31193333333,14.7197333333,9.0658,8.38293333334
579.95,10.4119333333,10.5998,10.4902,9.29773333332,50.2229333333,6.67406666667,20.4512,12.7933333333,3.32426666667,14.7408666667,9.07126666666,8.41266666667
580.29,10.5551333334,10.7162666667,10.6278666667,9.42899999999,50.3451333333,6.80433333333,20.5548,13.0502,3.4452,14.8886666666,9.20446666667,8.56373333333
580.63,10.5729333333,10.7389333333,10.6326666667,9.47606666667,50.4093333333,6.83293333333,20.5531333333,13.2084,3.46533333333,14.9165333333,9.25799999999,8.60793333333
580.97,10.5704666667,10.754,10.6345333333,9.48773333333,50.2963333333,6.83026666667,20.4874666667,13.3478666667,3.47046666667,14.8723333333,9.24333333333,8.58933333334
581.31,10.5796666667,10.7479333334,10.6454666667,9.49133333333,50.2012666667,6.81473333333,20.4314,13.4953333333,3.4826,14.8362,9.23826666667,8.5622
581.65,10.5639333333,10.7530666666,10.6006,9.51080000001,50.1363333333,6.7716,20.3719333333,13.6128,3.45266666667,14.7916666667,9.23040000001,8.5756
581.98,10.5072,10.7054,10.5584666666,9.46566666667,50.1499333333,6.71,20.3043333334,13.7186666667,3.36086666667,14.7543333333,9.19986666667,8.55413333333
582.32,10.4488,10.6612666667,10.5062666667,9.43046666667,50.0400666667,6.63733333333,20.1891333333,13.8004666667,3.3046,14.6945333333,9.09586666666,8.4976
582.66,10.4199333333,10.6068,10.4823333333,9.39526666665,50.0292,6.599,20.1153333333,13.905,3.2846,14.668,9.06746666667,8.45146666667
583.00,10.3936666667,10.6068666667,10.4589333333,9.37993333333,50.0940666667,6.56053333333,20.0877333333,14.0532666667,3.264,14.6644,9.10273333333,8.429
583.34,10.4984666667,10.7028,10.5454,9.48006666667,50.0434666666,6.64633333333,20.1199333333,14.2864666667,3.3878,14.7137333333,9.21573333333,8.54166666667
583.68,10.4301333333,10.6315333333,10.4852666667,9.39246666667,50.002,6.57166666667,20.0405333333,14.3692,3.338,14.6524666667,9.14326666666,8.47086666667
584.01,10.4038,10.5782,10.4611333333,9.36526666665,49.9296666667,6.52093333333,19.9972666667,14.5036666667,3.31746666667,14.5991333333,9.12033333333,8.4558
