wavelength,Back_IriRufm,Belly_IriRufm,Breast_IriRufm,Crissum_IriRufm,Crown_IriRufm,DorTail_IriRufm,Patch10_IriRufm,Patch11_IriRufm,Rump_IriRufm,Throat_IriRufm,WingTip_IriRufm
379.07,27.0396666667,8.13913333333,14.7031333334,3.5484,3.2866,5.58126666666,12.3894,29.9981333333,10.2410244444,3.61786666667,5.7404
379.44,27.0762,8.18993333333,14.7378,3.58353333334,3.31466666667,5.62273333333,12.3926666667,30.0304666667,10.2699555556,3.658,5.76526666667
379.80,27.0969333333,8.18020000001,14.7560666667,3.58193333333,3.29613333333,5.5924,12.3508666666,30.001,10.2585022222,3.67166666667,5.75633333333
380.16,27.1046,8.22280000001,14.8136,3.635,3.32346666667,5.59786666667,12.3305333334,30.0186,10.27202,3.6912,5.7816
380.52,27.1871333333,8.28186666667,14.8727333333,3.69746666667,3.3556,5.64766666667,12.3670666667,30.0052,10.3183911111,3.72106666667,5.83666666667
380.88,27.2538,8.36113333334,14.9693333333,3.76666666666,3.42113333333,5.7204,12.4076,30.0604666667,10.39422,3.7888,5.90466666666
381.24,27.2803333333,8.31966666667,14.9572666667,3.6962,3.3822,5.65426666667,12.34,30.0370666667,10.3143577778,3.734,5.85853333333
381.61,27.2979333333,8.33913333333,14.9798666667,3.699,3.39026666667,5.6426,12.3238666667,30.0236,10.3079666667,3.7604,5.8588
381.97,27.2640666667,8.3028,14.9686,3.65833333333,3.35953333333,5.61433333333,12.2808666667,30.0039333333,10.2628933333,3.7226,5.8138
382.33,27.2977333333,8.32719999999,15.0101333333,3.64606666667,3.35006666667,5.58873333333,12.2549333333,30.0412,10.2711622222,3.73493333333,5.81193333333
382.69,27.2958,8.30906666667,15.0308666667,3.61873333333,3.30746666667,5.54513333333,12.198,30.0049333334,10.2542311111,3.7106,5.77353333333
383.05,27.2846666667,8.28333333334,15.019,3.60433333333,3.27726666667,5.51633333333,12.1326,29.9866666667,10.1907444445,3.67453333333,5.732
383.41,27.3120666667,8.24299999999,15.0224,3.60626666667,3.228,5.4926,12.0872,29.9593333333,10.1505622222,3.6426,5.699
383.77,27.2358666667,8.18773333333,14.9722666667,3.5464,3.16213333334,5.4438,12.0078666667,29.9259333333,10.0919377778,3.57,5.61233333333
384.14,27.2285333333,8.13699999999,14.9401333333,3.47686666667,3.07853333333,5.39,11.9525333333,29.8758,10.0350911111,3.50506666667,5.5618
384.50,27.1258666667,8.05306666666,14.8982666667,3.3872,3.01446666666,5.32426666667,11.8577333333,29.852,9.94713777778,3.4536,5.49733333333
384.86,27.1518,8.04533333333,14.9256,3.39066666667,3.0008,5.3438,11.8230666667,29.8914,9.93169111111,3.46966666667,5.5034
385.22,27.1973333333,8.09446666667,14.9876,3.434,3.02073333333,5.38173333333,11.8328,29.9596,9.98581777779,3.48953333333,5.543
385.58,27.1726666666,8.06073333333,14.9735333333,3.39153333333,2.9428,5.34273333333,11.7834,29.9418,9.95815999999,3.41353333333,5.47073333333
385.94,27.1790666667,8.04986666667,14.9965333333,3.3912,2.8924,5.3218,11.7611333333,29.9496666667,9.94057777777,3.402,5.44586666666
386.30,27.1893333333,8.01126666667,14.9924666667,3.36413333333,2.8366,5.27633333333,11.7332666667,29.9090666667,9.88010888888,3.35326666667,5.41173333333
386.66,27.2054,8.04340000001,15.0026666667,3.3904,2.85306666667,5.30253333333,11.7247333333,29.9707333333,9.89934,3.36473333333,5.42266666667
387.03,27.1915333333,8.04433333334,15.0326666667,3.3976,2.84033333333,5.29946666667,11.7048666667,29.9712,9.89777777778,3.36246666667,5.422
387.39,27.2485333333,8.09013333333,15.0604666667,3.43706666667,2.89346666667,5.32706666667,11.7282666667,30.0651333333,9.95371111111,3.43633333333,5.4696
387.75,27.3109333333,8.113,15.1180666667,3.45913333333,2.919,5.34793333333,11.7248,30.0794,9.95669333335,3.46726666667,5.51153333333
388.11,27.2936666667,8.11686666667,15.1229333333,3.4668,2.94293333333,5.3716,11.7048,30.0972,9.96212,3.484,5.50413333333
388.47,27.3652,8.13613333334,15.1382,3.4558,2.92713333333,5.3668,11.6888666667,30.0878,9.96454666667,3.48326666667,5.4824
388.83,27.3856,8.13853333333,15.118,3.45566666667,2.88413333333,5.3258,11.6420666667,30.0357333333,9.95006444444,3.45593333333,5.43133333333
389.19,27.4526666666,8.16739999999,15.1655333333,3.4974,2.8974,5.35013333333,11.6640666667,30.038,9.98462444444,3.49613333333,5.45006666667
389.55,27.5162,8.18720000001,15.2138,3.51193333333,2.90473333333,5.35406666667,11.6465333333,30.0778,9.97247333332,3.51626666667,5.46486666666
389.91,27.5512666667,8.21026666667,15.2152666667,3.52513333333,2.90873333333,5.34513333333,11.6336666667,30.0789333333,9.97876888889,3.52026666667,5.45846666667
390.27,27.6460666667,8.27486666667,15.3090666667,3.599,2.95913333333,5.4186,11.6594666667,30.1952,10.0546288889,3.58446666667,5.5086
390.63,27.6530666667,8.2806,15.3492,3.60206666667,2.95366666667,5.41433333333,11.6674,30.1833333333,10.0335222222,3.57746666667,5.49713333333
391.00,27.7267333333,8.3176,15.4147333333,3.63726666667,2.96706666667,5.44966666667,11.692,30.2509333333,10.0580755555,3.60493333333,5.50713333333
391.36,27.7300666667,8.31659999999,15.435,3.6132,2.9446,5.4284,11.6658666667,30.1970666667,10.0196422222,3.55353333334,5.46713333333
391.72,27.743,8.3064,15.4474,3.61073333333,2.92,5.40466666667,11.6342,30.2213333333,10.0306,3.5508,5.4734
392.08,27.8439333333,8.34453333333,15.5242666667,3.665,2.96466666667,5.4404,11.6656666667,30.2701333333,10.0621377778,3.57766666667,5.5108
392.44,27.8632,8.39293333333,15.5758,3.7122,2.99553333333,5.4768,11.6704,30.3266666667,10.1026622222,3.6108,5.54433333333
392.80,27.8536,8.36980000001,15.5939333333,3.68546666667,2.9732,5.46213333333,11.6306666667,30.3467333333,10.0753288889,3.5896,5.5234
393.16,27.823,8.33760000001,15.5881333333,3.6476,2.94946666667,5.43873333333,11.5827333333,30.3367333333,10.0196377778,3.55166666666,5.48813333333
393.52,27.8008666667,8.35079999999,15.5854666667,3.66806666667,2.96133333333,5.44566666667,11.5529333333,30.3137333333,10.0150044444,3.54986666667,5.485
393.88,27.8452,8.36559999999,15.6362666667,3.694,2.96293333333,5.4642,11.5439333333,30.3630666667,10.0216577778,3.5704,5.504
394.24,27.8153333333,8.32773333333,15.6197333333,3.6582,2.93693333333,5.42073333333,11.5082,30.3199333333,9.98763333333,3.54246666667,5.46473333333
394.60,27.8075333333,8.30159999999,15.6248,3.65993333333,2.92673333334,5.41266666667,11.4620666667,30.3021333333,9.98595333333,3.54153333333,5.46793333333
394.96,27.7685333333,8.27486666667,15.6026,3.62626666667,2.8998,5.3582,11.3964,30.2648666667,9.96214888889,3.51386666667,5.45286666667
395.32,27.7885333333,8.29153333333,15.6394666667,3.64686666667,2.88793333333,5.38226666667,11.3798,30.3114666667,9.96800444445,3.51793333333,5.47326666667
395.68,27.8238666667,8.34366666667,15.6844,3.68173333333,2.9128,5.40413333333,11.3961333333,30.3344,9.99011777777,3.5428,5.48026666666
396.04,27.8430666667,8.37426666666,15.7151333333,3.6698,2.89893333333,5.3922,11.367,30.3527333333,9.99644000001,3.5436,5.47526666667
396.40,27.8679333333,8.37460000001,15.7497333333,3.67086666667,2.88386666667,5.36126666667,11.3605333333,30.3854,9.97785999999,3.51726666667,5.4696
396.76,27.9220666667,8.41526666666,15.8088666666,3.69066666666,2.91226666667,5.385,11.3666666667,30.4538666667,10.0073022222,3.52606666667,5.4982
397.12,27.9584666667,8.46186666667,15.8586,3.73153333333,2.92313333333,5.396,11.3708,30.5234666667,10.0528688889,3.56266666667,5.5316
397.48,27.9999333333,8.46813333333,15.8944666667,3.70866666667,2.8888,5.36686666667,11.3637333333,30.5694,10.0491244444,3.5456,5.51946666667
397.84,27.9896666667,8.48526666667,15.9177333333,3.6938,2.89126666667,5.35393333333,11.3380666667,30.5936666667,10.0577355556,3.54513333333,5.51413333333
398.20,28.0024666667,8.49400000001,15.9364666667,3.68,2.86726666667,5.3406,11.3063333333,30.6062,10.0408311111,3.52226666667,5.49926666667
398.56,28.0046666666,8.50380000001,15.9464,3.6532,2.84593333333,5.3158,11.2763333333,30.6021333333,10.0196044444,3.4816,5.4612
398.92,28.0846,8.54273333334,16.0069333333,3.69366666667,2.87933333333,5.38473333333,11.3136,30.7001333333,10.0702755555,3.50466666667,5.4838
399.28,28.1132,8.58326666666,16.0540666666,3.72946666666,2.91426666666,5.39333333333,11.3162,30.7351333333,10.1195911111,3.5434,5.50753333333
399.64,28.1537333333,8.58480000001,16.0744,3.72246666667,2.8976,5.39493333333,11.3042666667,30.7778666667,10.1052911111,3.52486666667,5.49746666667
400.00,28.1674,8.58593333333,16.0956,3.72333333333,2.89,5.40506666666,11.3001333333,30.804,10.1112044444,3.52226666667,5.4876
400.36,28.2503333333,8.64613333334,16.1737333333,3.77986666667,2.94426666667,5.46666666667,11.3544666667,30.8527333333,10.1767044444,3.60806666667,5.55793333334
400.72,28.2932666667,8.67926666666,16.2114,3.8154,2.96446666667,5.4804,11.389,30.863,10.2000488889,3.63746666667,5.5682
401.08,28.3257333333,8.6602,16.2242666667,3.80013333333,2.95053333334,5.467,11.3790666666,30.8674666667,10.1894066667,3.62426666667,5.545
401.44,28.3872666667,8.69206666667,16.2732,3.84633333333,2.97026666667,5.50353333333,11.4376666667,30.9767333333,10.233,3.6644,5.57926666667
401.80,28.4597333333,8.74946666666,16.3335333333,3.89613333333,2.99986666667,5.55226666667,11.4773333333,31.0512666666,10.2597155556,3.6906,5.61753333334
402.16,28.4847333333,8.78966666666,16.3721333333,3.9422,3.0302,5.59186666667,11.4998,31.1082,10.2889888889,3.733,5.64173333333
402.52,28.6000666667,8.86506666667,16.4878666667,4.00573333333,3.07086666667,5.6518,11.5594666667,31.2391333333,10.3491577778,3.79673333333,5.7026
402.88,28.6077333333,8.8898,16.5034666667,3.99793333333,3.04633333333,5.61733333333,11.5201333333,31.2158666667,10.3087355556,3.79013333333,5.67973333334
403.24,28.636,8.86873333334,16.5034,3.94593333334,3.00033333333,5.57513333333,11.5101333334,31.2442666667,10.2679977778,3.74686666667,5.65406666667
403.60,28.6423333333,8.8646,16.5264666667,3.92866666667,2.9772,5.55513333333,11.4778666667,31.2532666667,10.2602422222,3.72593333333,5.63786666667
403.95,28.6942,8.88733333333,16.5614666667,3.93466666667,2.9654,5.55133333333,11.4843333333,31.3096,10.2659911111,3.7328,5.64253333333
404.31,28.6727333333,8.85386666667,16.5096,3.90306666667,2.9202,5.52793333333,11.4213333333,31.284,10.2165022222,3.67626666667,5.58386666667
404.67,28.6918666667,8.8632,16.5294,3.89173333333,2.92013333334,5.52613333333,11.4257333333,31.33,10.2170377778,3.68673333333,5.595
405.03,28.7399333333,8.90999999999,16.5705333333,3.8998,2.93313333333,5.53546666667,11.428,31.3983333333,10.2292777778,3.70573333333,5.62846666667
405.39,28.7409333333,8.94006666667,16.5930666667,3.91353333333,2.96486666667,5.5492,11.3809333333,31.384,10.2288688889,3.70806666667,5.636
405.75,28.7436666666,8.89633333333,16.5764666667,3.86986666667,2.92973333333,5.5008,11.3228666667,31.3843333333,10.19628,3.6668,5.59006666667
406.11,28.787,8.9118,16.6181333333,3.85606666667,2.90706666667,5.48326666667,11.3014,31.4266,10.19364,3.65573333333,5.58833333333
406.47,28.8211333333,8.93020000001,16.6054666667,3.8698,2.91253333334,5.4826,11.2898,31.4480666667,10.20864,3.66293333333,5.59273333333
406.83,28.8536666667,8.945,16.6162,3.87606666667,2.91193333333,5.48933333333,11.3000666667,31.5025333333,10.23376,3.668,5.61766666666
407.19,28.894,8.96066666666,16.6489333334,3.88566666667,2.90653333333,5.4988,11.2872,31.5348666667,10.2416888889,3.6716,5.61113333333
407.55,28.9366,9.0078,16.6848,3.93466666667,2.94333333333,5.5304,11.3172,31.5984,10.29602,3.70693333333,5.6536
407.90,28.9716,9.03526666667,16.7196,3.9688,2.96366666667,5.5486,11.3190666667,31.6416,10.3235488889,3.70993333334,5.68186666667
408.26,29.0248,9.05686666667,16.7954,3.9848,2.9688,5.54893333333,11.3283333333,31.7098,10.3578822222,3.72153333333,5.69506666667
408.62,29.0202666667,9.05193333333,16.7927333333,3.9854,2.92673333333,5.52993333333,11.2846666667,31.7190666667,10.3489933333,3.70513333333,5.68946666667
408.98,29.0545333333,9.06420000001,16.8388,4.008,2.93713333333,5.5536,11.3102,31.7494,10.3877977778,3.72493333333,5.69306666667
409.34,29.1189333333,9.05986666666,16.8684,3.998,2.91746666667,5.53973333333,11.3238,31.7824,10.41096,3.7308,5.6916
409.70,29.1414,9.10293333333,16.9026,4.0246,2.94713333333,5.56493333333,11.3371333333,31.8122,10.4241177778,3.76353333333,5.72453333333
410.06,29.1635333333,9.11313333333,16.8984,4.0248,2.94793333333,5.55633333334,11.3327333333,31.8059333333,10.4158733333,3.7668,5.71926666666
410.42,29.1758666667,9.09713333334,16.9214666666,4.01733333333,2.93913333333,5.5372,11.3258666667,31.8251333333,10.4072466667,3.7604,5.7136
410.77,29.2048666667,9.06900000001,16.9492666667,4.0,2.9152,5.5264,11.3148,31.8424,10.3916444445,3.74393333333,5.6864
411.13,29.1751333333,9.08986666666,16.9388666667,4.0062,2.92873333333,5.52553333333,11.3216666667,31.8450666667,10.3879711111,3.7516,5.68913333333
411.49,29.206,9.10233333335,16.9696,3.98426666667,2.91386666667,5.51793333333,11.3144,31.9100666667,10.3798288889,3.75146666667,5.65946666667
411.85,29.1915333333,9.09873333334,16.9638,3.95813333333,2.8952,5.50066666667,11.2909333333,31.8925333333,10.3523155555,3.741,5.6404
412.21,29.2115333333,9.14506666665,16.9731333333,3.9828,2.91973333333,5.51486666667,11.3014,31.9305333333,10.3665711111,3.77073333333,5.65566666667
412.57,29.248,9.15993333334,17.0052666667,3.9822,2.93833333333,5.527,11.3064666667,31.972,10.3728511111,3.78393333334,5.64533333333
412.92,29.2038,9.14886666667,16.9734666667,3.94306666667,2.88766666667,5.4822,11.2465333333,31.9630666666,10.3218,3.73153333333,5.59693333333
413.28,29.1975333333,9.1556,16.98,3.92166666666,2.86746666667,5.47773333333,11.2347333333,32.0289333333,10.3136444444,3.71766666667,5.591
413.64,29.1974,9.17866666667,16.9994,3.93306666667,2.86193333333,5.4836,11.2566,32.0707333333,10.34012,3.71746666667,5.59313333333
414.00,29.2140666666,9.2148,17.0374666667,3.953,2.89253333333,5.50926666667,11.2918,32.1536666667,10.3868244445,3.7396,5.6278
414.36,29.2228666667,9.25466666667,17.0551333333,3.9438,2.8852,5.51326666667,11.2967333333,32.2258,10.3898577778,3.7256,5.61086666667
414.72,29.2305333333,9.29726666667,17.0736,3.95626666667,2.90826666667,5.53173333333,11.3228666667,32.287,10.4260955556,3.74186666667,5.6336
415.07,29.3179333333,9.35246666666,17.1469333333,3.988,2.92946666667,5.56766666667,11.3461333333,32.3843333333,10.4824955555,3.77546666667,5.66886666667
415.43,29.3088,9.35906666665,17.1339333333,3.97553333334,2.9096,5.56573333333,11.3271333333,32.3797333333,10.4661977778,3.75533333333,5.66813333333
415.79,29.3051333333,9.36053333333,17.1295333333,3.96793333333,2.88473333333,5.54346666666,11.3011333333,32.4358,10.4845533334,3.74566666667,5.6544
416.15,29.3084666667,9.36933333333,17.1326666667,3.95306666666,2.856,5.53226666667,11.2897333334,32.4811333333,10.4878711111,3.735,5.65466666667
416.51,29.2924666667,9.385,17.1373333333,3.95986666667,2.84073333333,5.52873333333,11.2820666667,32.5104,10.4937622222,3.73533333333,5.65666666667
416.86,29.3388,9.41913333334,17.1714,3.9876,2.86086666667,5.5614,11.3017333333,32.581,10.5257333333,3.76066666667,5.67606666667
417.22,29.3208666667,9.44706666667,17.1694,4.0158,2.872,5.576,11.3069333333,32.5798,10.5257533333,3.76646666667,5.6758
417.58,29.3389333333,9.44680000001,17.1676,3.99893333333,2.84953333333,5.56453333333,11.2894,32.6345333333,10.5293644444,3.7514,5.6616
417.94,29.356,9.45586666667,17.1664,3.98106666666,2.81866666667,5.54993333333,11.2730666667,32.6738666667,10.5323022222,3.73366666666,5.64113333333
418.29,29.3354666667,9.44813333334,17.1422,3.95793333333,2.781,5.52513333333,11.2408,32.6939333333,10.5233266667,3.71106666667,5.62733333333
418.65,29.3348666667,9.46593333333,17.1530666667,3.962,2.7734,5.52033333333,11.2366666667,32.731,10.5267511111,3.71506666667,5.6292
419.01,29.3257333333,9.47340000001,17.1614,3.95806666667,2.76473333333,5.51873333333,11.2345333333,32.7783333333,10.5248133333,3.71533333333,5.6122
419.37,29.2906666667,9.46706666666,17.1424,3.951,2.7528,5.49626666667,11.2208,32.7898,10.5184,3.70253333333,5.58833333333
419.73,29.3003333333,9.47279999999,17.1604,3.9538,2.7566,5.4932,11.2239333333,32.8342,10.5205022222,3.69726666667,5.59006666667
420.08,29.2924666667,9.48139999999,17.1684,3.96786666667,2.75693333333,5.4936,11.2209333333,32.8714,10.5264711111,3.69593333334,5.59266666667
420.44,29.3087333333,9.49979999999,17.178,3.97433333333,2.76233333334,5.49753333333,11.2266666667,32.9202666667,10.5391066667,3.692,5.59213333333
420.80,29.2979333333,9.4966,17.1688666667,3.96926666667,2.7514,5.4788,11.2223333333,32.9324666667,10.5315933333,3.67993333333,5.5778
421.16,29.2953333333,9.49213333334,17.1717333333,3.9582,2.7338,5.46393333333,11.2022,32.9554,10.5217066667,3.66906666667,5.5714
421.51,29.2946,9.51826666667,17.1901333333,3.97726666667,2.74913333333,5.47926666667,11.207,32.9856,10.5361222222,3.68586666667,5.58266666667
421.87,29.2812666667,9.53853333332,17.2008666667,4.00073333333,2.7598,5.48906666667,11.2163333333,33.0110666667,10.5445333333,3.69653333333,5.5856
422.23,29.2965333333,9.56713333333,17.2258666667,4.03046666667,2.77973333333,5.5158,11.2424666667,33.0505333333,10.563,3.71726666667,5.599
422.58,29.3132,9.58786666666,17.2332,4.04266666667,2.7794,5.522,11.2444666667,33.1030666667,10.5767088889,3.71893333333,5.59806666667
422.94,29.2996,9.59620000001,17.2299333333,4.05186666667,2.7706,5.524,11.2440666667,33.1253333333,10.5894111111,3.7182,5.60706666667
423.30,29.3341333333,9.62100000001,17.2532,4.06953333333,2.77586666667,5.54286666667,11.2600666667,33.1774,10.6061511111,3.73,5.62333333333
423.66,29.3178,9.63446666667,17.2372,4.06213333333,2.7612,5.54,11.2459333333,33.1901333333,10.6028377778,3.72146666667,5.61206666667
424.01,29.3139333333,9.63693333333,17.2411333333,4.0542,2.7522,5.5328,11.2402,33.2247333333,10.6030444445,3.7082,5.5938
424.37,29.3097333333,9.65786666667,17.2493333334,4.06106666667,2.753,5.5316,11.2503333333,33.2496,10.61996,3.70826666667,5.59126666667
424.73,29.3170666667,9.6948,17.2649333333,4.08166666666,2.7708,5.5518,11.2651333333,33.2920666667,10.6484711111,3.73053333333,5.61413333333
425.08,29.3268666667,9.72280000001,17.2758,4.09506666667,2.7812,5.55966666667,11.2886666667,33.3342,10.6810088889,3.7428,5.62606666667
425.44,29.2994,9.73086666667,17.2665333333,4.10033333333,2.775,5.55693333333,11.2889333333,33.3312,10.6811733333,3.74433333333,5.62386666667
425.80,29.2935333333,9.737,17.2729333333,4.10913333333,2.77946666667,5.56233333333,11.2982666667,33.3373333333,10.6934533333,3.7546,5.63206666667
426.16,29.2862,9.74986666667,17.2702666667,4.10273333333,2.7724,5.55706666667,11.297,33.3546,10.70606,3.74986666667,5.62933333333
426.51,29.2678,9.76886666667,17.2775333334,4.12066666667,2.79073333333,5.57046666667,11.3077333333,33.3627333333,10.7195888889,3.76586666667,5.64573333334
426.87,29.2408,9.76493333334,17.2487333333,4.10806666667,2.78613333333,5.54233333333,11.2914666667,33.3746,10.7060577778,3.74953333333,5.6246
427.23,29.2316,9.78113333333,17.2590666666,4.1146,2.79486666667,5.54193333333,11.3046,33.4253333333,10.73022,3.75673333333,5.63133333333
427.58,29.2085333333,9.77993333333,17.2601333333,4.1188,2.78193333333,5.52693333333,11.3178,33.4418666667,10.7346244444,3.75786666667,5.61566666667
427.94,29.2017333333,9.80646666666,17.2544,4.12666666667,2.78713333333,5.53213333333,11.3469333333,33.4812,10.7665555556,3.77086666667,5.62566666667
428.30,29.1697333333,9.81293333332,17.2452666667,4.1346,2.78753333333,5.54846666667,11.3597333333,33.5073333333,10.7736644444,3.77866666667,5.6416
428.65,29.141,9.80033333333,17.2237333333,4.12633333333,2.7706,5.53073333333,11.3639333333,33.5399333333,10.7839933333,3.75473333333,5.6198
429.01,29.1381333333,9.8322,17.2332666667,4.14173333333,2.77193333333,5.545,11.3900666667,33.6122666667,10.8109511111,3.77266666667,5.62413333333
429.37,29.1625333333,9.85646666665,17.2443333333,4.1426,2.76693333333,5.54893333333,11.424,33.6955333333,10.8524844444,3.7586,5.6256
429.72,29.1496,9.86113333333,17.2232,4.1268,2.74533333333,5.53173333333,11.4100666667,33.7531333333,10.8673844444,3.7412,5.61146666666
430.08,29.1456666667,9.90059999999,17.2568666667,4.16653333333,2.77673333333,5.5566,11.4546666667,33.8271333333,10.9192777778,3.77406666667,5.6424
430.44,29.1082666667,9.91560000001,17.2407333333,4.16513333333,2.7648,5.5532,11.4799333333,33.8545333334,10.9425466667,3.76893333333,5.6314
430.79,29.0916666667,9.95133333332,17.2477333333,4.18266666667,2.7712,5.57946666667,11.5153333333,33.8898666667,10.9793955556,3.78306666667,5.6456
431.15,29.0535333333,9.96153333334,17.21,4.17266666667,2.75253333333,5.56486666667,11.5106666667,33.9042,10.9808266667,3.76953333333,5.63226666667
431.50,29.013,9.99593333332,17.2034666667,4.18746666667,2.7756,5.5842,11.5296,33.9496666667,11.0113822222,3.7796,5.661
431.86,28.9978,10.0264,17.2018,4.20573333333,2.77986666667,5.5918,11.5347333333,33.9947333333,11.0359733333,3.7928,5.67446666667
432.22,28.9472,10.0202666667,17.1636,4.1876,2.7654,5.5688,11.5072666667,34.0052,11.0434066667,3.77393333333,5.652
432.57,28.9303333333,10.0482,17.1650666667,4.20193333333,2.78313333333,5.5778,11.5292666667,34.0464,11.0645111111,3.78673333333,5.67273333333
432.93,28.8724,10.0366666667,17.1353333333,4.1806,2.76573333333,5.55826666667,11.5204,34.0537333333,11.0624555556,3.75733333333,5.64986666667
433.29,28.8536666666,10.0402666667,17.1225333334,4.17986666667,2.76313333333,5.55053333333,11.5292666667,34.0868666667,11.0651488889,3.7634,5.64966666667
433.64,28.7846,10.0315333333,17.0664,4.16093333333,2.7386,5.53153333333,11.5182666667,34.0733333333,11.0547844444,3.73793333333,5.62946666667
434.00,28.7229333333,10.0068,17.0163333333,4.14226666667,2.71353333333,5.4926,11.4830666667,34.0345333333,11.0321777778,3.718,5.60446666667
434.35,28.6534,9.98426666666,16.9676666667,4.122,2.69746666667,5.46293333333,11.4489333333,34.0067333333,11.0152644445,3.69726666667,5.5782
434.71,28.6263333333,9.98466666667,16.9534666667,4.11893333333,2.6926,5.45026666667,11.4513333333,34.0130666667,11.0204066667,3.68833333333,5.5696
435.07,28.5641333333,9.98513333334,16.9426,4.12913333333,2.69613333333,5.44886666667,11.4492666667,34.0068,11.0333022222,3.68153333333,5.56753333333
435.42,28.5723333333,10.0084666667,16.9469333333,4.15706666667,2.7128,5.46626666667,11.478,34.0483333333,11.0734333333,3.70053333333,5.57886666667
435.78,28.5210666667,10.0125333333,16.9290666667,4.15113333333,2.7176,5.46786666667,11.4917333333,34.058,11.0913533333,3.69906666667,5.57786666667
436.13,28.502,10.0481333333,16.9376,4.182,2.73786666667,5.48506666667,11.5414666667,34.101,11.1202155556,3.72573333333,5.60866666667
436.49,28.4318666667,10.0406666667,16.9116,4.16226666667,2.71086666667,5.47733333333,11.5322,34.0985333333,11.13002,3.71166666667,5.59006666667
436.84,28.3651333333,10.0422666667,16.8826666667,4.16706666667,2.70393333333,5.4682,11.5326666667,34.0885333333,11.1437733333,3.7134,5.59486666667
437.20,28.2853333333,10.0436,16.8459333333,4.1592,2.6976,5.46206666667,11.5282666667,34.0768666667,11.1477777778,3.70406666667,5.59533333333
437.56,28.2498666667,10.0784,16.8593333333,4.18993333333,2.72833333334,5.48893333333,11.5656,34.124,11.18732,3.72866666667,5.62173333333
437.91,28.1814,10.0946,16.8259333333,4.18873333333,2.73013333333,5.50166666667,11.5851333333,34.1644666667,11.2127955555,3.726,5.61813333333
438.27,28.154,10.1234666667,16.8184,4.20073333333,2.7406,5.52253333333,11.6189333333,34.21,11.2477422222,3.73173333333,5.63593333333
438.62,28.0936,10.1314,16.7916666667,4.2078,2.7374,5.50953333333,11.6224666667,34.2284666667,11.2611888889,3.7294,5.63293333333
438.98,28.06,10.1519333333,16.777,4.2254,2.7498,5.52706666667,11.6537333333,34.2610666667,11.2915177778,3.75386666667,5.6472
439.33,27.9902666667,10.1462666667,16.7384666667,4.21553333333,2.7362,5.5188,11.6587333333,34.2658666667,11.2845711111,3.74213333333,5.63493333333
439.69,27.9586,10.1537333333,16.7227333333,4.22913333333,2.747,5.52806666667,11.686,34.2687333333,11.3057955556,3.74733333333,5.64186666667
440.04,27.8766,10.1408,16.6764666667,4.22886666667,2.73933333334,5.51786666667,11.6771333333,34.2163333333,11.3020977778,3.736,5.62113333333
440.40,27.8358,10.1696,16.6617333333,4.25053333333,2.75453333333,5.53366666667,11.7008,34.2014,11.3176577778,3.75653333333,5.63513333333
440.75,27.8112,10.1918,16.6424666667,4.267,2.779,5.55633333333,11.7235333333,34.2281333333,11.3410555556,3.76733333333,5.64726666667
441.11,27.7645333333,10.2110666667,16.6315333333,4.29133333333,2.8044,5.57393333333,11.744,34.226,11.3654044444,3.78213333333,5.6618
441.47,27.7383333333,10.2364666667,16.6317333333,4.31506666667,2.8374,5.5998,11.7785333333,34.2575333333,11.3987822222,3.80426666667,5.68633333333
441.82,27.7054666667,10.2528,16.6167333333,4.33046666667,2.853,5.6144,11.8076666667,34.2538666667,11.4223422222,3.81093333333,5.70526666666
442.18,27.652,10.2603333333,16.5849333333,4.3436,2.8556,5.61353333333,11.8251333333,34.2533333333,11.4344355555,3.8222,5.70366666667
442.53,27.6102,10.2836,16.5696666667,4.366,2.8732,5.6462,11.8634666667,34.2688,11.47884,3.84246666667,5.7232
442.89,27.5578,10.2929333333,16.5402,4.37366666667,2.86733333334,5.6504,11.891,34.2779333334,11.4981488889,3.8386,5.72746666666
443.24,27.5161333333,10.3047333333,16.5091333333,4.39093333333,2.8714,5.6616,11.9284666667,34.2958,11.5323955556,3.85186666667,5.74526666667
443.60,27.4110666667,10.3041333333,16.4512666667,4.3858,2.84946666667,5.6496,11.9334666667,34.2743333333,11.5311088889,3.83786666667,5.7376
443.95,27.3541333333,10.3214666667,16.43,4.395,2.85286666667,5.66673333333,11.9706666666,34.3040666667,11.5583511111,3.8508,5.75473333333
444.31,27.2832,10.3129333333,16.3857333333,4.408,2.8518,5.66173333333,11.9828,34.3186666667,11.5733333333,3.8454,5.7532
444.66,27.2154666667,10.3300666667,16.3639333333,4.42926666667,2.85486666667,5.66926666667,12.0098,34.3149333333,11.5945422222,3.86573333333,5.765
445.02,27.1406,10.3236,16.3018666667,4.41926666666,2.83426666667,5.656,12.0158666667,34.2953333333,11.5987533333,3.8586,5.75
445.37,27.0530666667,10.3013333333,16.2474666667,4.40046666667,2.7988,5.62526666667,12.0048,34.2438,11.5853933333,3.8418,5.72593333333
445.72,26.9830666667,10.2945333333,16.2127333333,4.3944,2.78353333333,5.61726666667,12.0068666667,34.213,11.5814666667,3.82846666667,5.71386666667
446.08,26.9073333333,10.2948,16.1726,4.39146666667,2.77513333333,5.61046666667,12.016,34.1894666667,11.5822133333,3.81746666667,5.71373333333
