wavelength,Back_SpoMinf,Belly_SpoMinf,Breast_SpoMinf,Crissum_SpoMinf,Crown_SpoMinf,DorTail_SpoMinf,Patch10_SpoMinf,Rump_SpoMinf,Throat_SpoMinf,WingTip_SpoMinf
310.75,5.8024,9.33476666666,5.61036666667,7.61919999999,3.48273333333,6.78253333334,7.81353333333,7.26353333334,6.79773333333,10.0182666667
311.12,5.60386666667,9.11876666667,5.38546666667,7.35126666666,3.16446666667,6.47,7.48926666667,6.97191111111,6.5526,9.71560000001
311.49,5.86113333333,9.46293333333,5.50163333333,7.62286666666,3.4504,6.69793333333,7.78539999999,7.20815555555,6.86206666667,9.90833333334
311.85,5.628,9.34859999999,5.2909,7.40400000001,3.23146666667,6.40446666667,7.51650000001,6.97137777778,6.65166666667,9.70026666667
312.22,5.5792,9.45530000001,5.31756666667,7.3982,3.25653333333,6.37166666667,7.47056666666,6.93435555555,6.67726666667,9.67086666667
312.59,5.58893333333,9.50286666666,5.35576666667,7.48800000001,3.21906666667,6.38886666667,7.48560000001,6.87511111111,6.71606666667,9.7144
312.96,5.4246,9.46799999999,5.4143,7.35006666667,3.1076,6.4268,7.36416666667,6.78666666667,6.68073333333,9.62279999999
313.33,5.22413333333,9.26509999999,5.22993333333,7.28653333334,3.02653333333,6.22726666667,7.30993333333,6.65586666667,6.50093333334,9.3392
313.70,5.29553333333,9.37820000001,5.30966666667,7.4698,3.08653333333,6.2808,7.36973333333,6.68724444444,6.60713333333,9.35926666666
314.07,5.24513333333,9.26203333333,5.25286666667,7.40713333333,2.97413333333,6.1934,7.34576666667,6.5946,6.55073333333,9.31059999999
314.43,4.99333333333,9.08190000001,5.09416666667,7.2362,2.73846666667,5.9728,7.21053333333,6.33428888889,6.41613333333,9.12313333334
314.80,4.91553333333,9.24119999999,5.06193333333,7.22520000001,2.825,5.90173333333,7.11386666667,6.29795555556,6.44933333333,9.07693333332
315.17,4.90166666667,9.35576666667,5.06686666667,7.39053333334,2.92986666667,5.9264,7.02853333333,6.30166666667,6.53366666667,9.1074
315.54,4.4746,8.94546666667,4.76523333333,7.14459999999,2.52513333333,5.6036,6.69693333333,5.92526666667,6.23013333333,8.76086666667
315.91,4.43813333333,8.92116666666,4.72203333334,7.22866666668,2.4266,5.66853333333,6.71996666667,5.93962222222,6.177,8.67619999999
316.28,4.53333333333,8.9229,4.7878,7.2738,2.54913333333,5.74553333333,6.82646666667,6.01928888889,6.18793333333,8.74073333334
316.64,4.5978,8.95969999999,4.7634,7.35193333333,2.59813333333,5.77566666667,6.8167,6.18371111111,6.247,8.72966666665
317.01,4.68926666667,9.00950000001,4.6103,7.50526666668,2.72953333333,5.79146666667,6.87736666667,6.24606666667,6.3108,8.69380000001
317.38,4.73213333333,9.20543333333,4.59646666667,7.52046666666,2.8016,5.77993333333,6.89183333333,6.26448888889,6.4126,8.80866666665
317.75,4.672,9.2362,4.59726666667,7.6162,2.7456,5.72093333333,6.76576666667,6.2554,6.34166666667,8.68653333333
318.12,4.84466666667,9.4006,4.69553333333,7.79100000001,2.86846666667,5.7118,6.8294,6.35295555555,6.47573333333,8.63286666666
318.49,4.9186,9.70073333334,4.81326666667,7.91000000001,3.0926,5.9182,6.9004,6.53935555556,6.65673333333,8.65240000001
318.85,4.96093333333,9.80979999999,4.97846666667,8.05033333333,3.0972,5.99926666667,6.99943333333,6.66471111111,6.73306666667,8.68473333333
319.22,4.84886666667,9.90193333332,5.03273333333,8.09326666667,2.943,5.92313333333,7.0699,6.64377777778,6.75286666667,8.56473333333
319.59,5.1094,10.1074333333,5.1885,8.25533333334,3.10246666667,5.98366666667,7.10276666667,6.74497777778,6.90146666667,8.68166666667
319.96,5.4684,10.4442333333,5.49196666667,8.64266666666,3.6068,6.37846666667,7.44163333333,7.22137777778,7.47000000001,8.97633333333
320.32,5.49733333333,10.5531666667,5.5411,8.75366666667,3.59286666667,6.2922,7.42656666667,7.21895555556,7.53460000001,8.92786666667
320.69,5.64966666667,10.8232333333,5.8109,8.91860000001,3.84293333333,6.45886666667,7.69463333333,7.29133333334,7.77666666667,9.00373333335
321.06,5.54113333333,10.7762666667,5.76776666667,8.89366666667,3.68753333333,6.1858,7.56853333333,7.12095555555,7.67440000001,8.96339999999
321.43,5.4772,10.9244666667,5.85576666667,9.09546666666,3.51273333333,6.17253333333,7.55613333333,6.98075555556,7.70873333334,8.86226666668
321.80,5.40813333334,10.8144333333,5.71546666667,8.91780000001,3.45633333333,6.07966666667,7.49983333333,6.77895555556,7.65919999999,8.8114
322.16,5.17973333333,10.6943333333,5.40416666667,8.6474,3.24213333333,5.88673333333,7.2152,6.51064444444,7.35833333333,8.60620000001
322.53,5.08326666667,10.4489,5.14786666666,8.514,3.0088,5.78646666667,6.90936666667,6.29613333333,7.18106666667,8.44646666667
322.90,4.99013333333,10.3443,4.992,8.25813333333,2.87626666667,5.66,6.81336666667,6.17655555556,7.06786666667,8.30726666667
323.27,5.22553333333,10.4584666667,5.09973333333,8.19046666666,3.0678,5.7476,6.89173333333,6.33146666667,7.16666666667,8.45326666667
323.63,5.33073333333,10.6059666667,5.2374,8.268,3.16306666667,5.92786666667,7.06456666667,6.54771111111,7.32480000001,8.46679999999
324.00,5.4684,10.7405,5.39086666667,8.32766666667,3.212,5.926,7.05346666667,6.4892,7.29720000001,8.58266666666
324.37,5.33133333333,10.6455,5.21816666667,8.20246666667,3.0786,5.77973333333,6.83406666667,6.31548888889,7.156,8.45733333333
324.74,5.35413333333,10.7366333333,5.13203333333,8.22279999999,3.01593333333,5.80493333333,6.8372,6.38653333334,7.18040000001,8.61880000001
325.10,5.64513333333,11.0105333333,5.4338,8.47873333334,3.2674,6.08993333333,7.19283333333,6.72562222222,7.55186666666,8.85446666667
325.47,6.0422,11.2932333333,5.88856666667,8.79573333334,3.6898,6.50753333333,7.6228,7.1568,7.96533333333,9.24373333335
325.84,6.34046666666,11.6751333333,6.34746666667,9.20846666667,3.95186666667,6.8488,7.98803333333,7.57495555555,8.36460000001,9.55299999999
326.21,6.35593333333,11.7759333333,6.5653,9.28286666666,4.07453333333,6.8994,8.13543333334,7.66544444445,8.53653333334,9.68686666667
326.57,6.5948,12.0326333333,6.83086666667,9.59633333333,4.33506666667,6.97973333333,8.46933333333,7.93733333333,8.75553333333,9.95140000001
326.94,6.5756,11.9676666667,6.88823333333,9.7798,4.34586666667,6.92766666667,8.51513333333,7.97402222222,8.77079999999,9.94553333335
327.31,6.5138,11.9328,6.79246666667,9.82413333333,4.24626666667,6.83586666667,8.45423333334,7.90131111111,8.72179999999,9.81199999999
327.67,6.42393333333,12.0207333333,6.78283333333,9.88973333334,4.21513333333,6.72206666667,8.53013333333,7.899,8.78560000001,9.83133333333
328.04,6.30693333334,11.9745333333,6.76186666667,9.86779999999,4.0686,6.5412,8.54846666667,7.84453333333,8.7932,9.6878
328.41,6.46733333334,12.1801333333,6.9748,10.0564,4.2766,6.73826666667,8.7645,8.0744,9.00493333334,9.77806666665
328.78,6.35733333333,12.1084,7.00156666667,10.1308666667,4.29106666667,6.66353333333,8.7752,8.0112,8.99300000001,9.689
329.14,6.1252,11.9868333333,6.86323333333,9.9398,4.12666666667,6.4546,8.58173333334,7.74484444444,8.76666666667,9.57013333332
329.51,5.7218,11.5998666667,6.48163333333,9.55686666667,3.67233333333,5.91753333333,8.13789999999,7.32255555555,8.31953333333,9.14753333333
329.88,5.4112,11.3059,6.15503333333,9.20813333333,3.42226666667,5.48493333333,7.78216666666,7.01588888889,7.96693333333,8.88946666668
330.24,5.43446666667,11.397,6.2507,9.28613333333,3.41566666666,5.43606666667,7.80756666667,7.03006666667,8.02166666667,8.99379999999
330.61,5.14046666667,11.2993333333,6.11286666667,9.07673333334,3.2682,5.27073333333,7.60913333333,6.84706666667,7.89013333334,8.75486666667
330.98,5.35033333333,11.6317,6.29013333333,9.1144,3.4594,5.4524,7.72713333333,7.00395555555,8.11239999999,8.87986666666
331.34,5.4066,11.7998333333,6.50336666667,9.34220000001,3.56633333333,5.5508,7.8554,7.1232,8.26913333334,9.03326666667
331.71,5.2826,11.6454333333,6.47326666667,9.15926666667,3.47273333333,5.39546666666,7.63516666667,6.90206666666,7.99273333333,8.88520000001
332.08,5.03206666667,11.4985666667,6.17873333333,8.97399999999,3.33566666667,5.2224,7.40656666667,6.69506666667,7.80806666667,8.76206666668
332.44,5.25286666667,11.7452333333,6.40856666667,9.21246666667,3.48566666667,5.39753333333,7.51603333334,6.94144444445,7.94939999999,8.99613333333
332.81,5.36466666667,11.8883,6.55906666667,9.19573333334,3.45973333333,5.39173333333,7.40949999999,6.93135555555,8.00626666667,9.02573333334
333.18,5.7656,12.3548333333,6.94123333333,9.63079999999,3.86513333333,5.8278,7.81436666667,7.3894,8.44179999999,9.32360000001
333.54,6.0928,12.7927333333,7.26093333333,9.90853333333,4.229,6.14486666667,8.14426666667,7.7358,8.84793333333,9.626
333.91,6.33553333333,13.0713666667,7.4804,10.1926666667,4.34113333333,6.33833333333,8.28546666667,7.90197777778,9.1464,9.73306666666
334.28,6.5236,13.1931,7.61666666667,10.373,4.39353333333,6.58533333333,8.37253333333,8.04595555555,9.27360000001,9.64666666667
334.64,6.71653333333,13.3415,7.7099,10.533,4.42833333334,6.6336,8.45156666667,8.18157777777,9.40746666667,9.76486666665
335.01,6.712,13.2860333333,7.72146666667,10.5830666667,4.40053333333,6.54453333333,8.46033333333,8.15786666667,9.4554,9.77080000001
335.38,6.80033333333,13.4142333333,7.85083333333,10.6194,4.6006,6.69906666667,8.50470000001,8.25557777777,9.58033333333,9.8448
335.74,6.7866,13.4751666667,7.81856666667,10.723,4.51046666667,6.70933333333,8.42990000001,8.26879999999,9.65246666667,9.79620000001
336.11,6.9946,13.6908666667,8.0149,10.9710666667,4.66513333333,6.943,8.63193333333,8.46982222221,9.89140000001,9.9388
336.47,6.8154,13.5763333333,7.922,10.8774,4.5448,6.81813333333,8.57743333333,8.32704444445,9.8668,9.78719999999
336.84,6.78,13.6091666667,7.94823333333,10.9521333333,4.609,6.80453333333,8.60766666667,8.30326666667,9.89100000001,9.76593333333
337.21,6.682,13.5473333333,7.9306,10.9383333333,4.50413333333,6.71526666667,8.50780000001,8.23351111111,9.89080000001,9.69653333333
337.57,6.63746666667,13.4879666667,7.9136,10.9881333333,4.4348,6.64633333333,8.40009999999,8.20088888888,9.90326666666,9.63373333334
337.94,6.55906666667,13.4502,7.921,10.974,4.42753333333,6.56933333333,8.35040000001,8.16364444445,9.87106666665,9.63933333335
338.31,6.4562,13.4132333333,7.8789,10.9341333333,4.36753333334,6.42966666667,8.27629999999,8.12308888889,9.858,9.69713333335
338.67,6.50526666667,13.4928333333,8.00853333333,11.0328666667,4.4824,6.53813333333,8.35406666666,8.13855555555,9.96593333333,9.76400000001
339.04,6.399,13.4113666667,7.95223333333,11.0624666667,4.348,6.5058,8.26133333333,8.01633333333,9.82466666667,9.71786666667
339.40,6.33386666667,13.3971,7.84486666667,11.0793333333,4.1488,6.36386666667,8.19709999999,7.85995555555,9.77739999999,9.65860000001
339.77,6.40833333333,13.4985666667,7.90533333333,11.0833333333,4.31226666667,6.45313333333,8.34733333333,7.98693333333,9.80686666666,9.80080000001
340.14,6.2972,13.5032,7.85596666667,10.9557333333,4.1754,6.22053333333,8.2001,7.89326666667,9.69900000001,9.65353333333
340.50,6.18486666667,13.4742333333,7.74526666667,10.8776666667,4.03873333333,6.0582,8.0679,7.72033333333,9.52333333333,9.58579999999
340.87,6.2368,13.611,7.75833333333,10.9798,4.06553333333,6.11386666666,8.14063333333,7.82706666666,9.56586666666,9.62799999999
341.23,6.10926666667,13.5044333333,7.6038,10.7524666667,3.9316,5.93,7.90553333333,7.65268888889,9.35233333334,9.54373333334
341.60,6.0356,13.5717666667,7.52773333333,10.7517333333,3.931,5.94726666667,7.88693333333,7.64913333333,9.28886666667,9.56853333333
341.96,6.01293333333,13.6992333333,7.46363333333,10.7885333333,4.03593333334,6.05053333333,7.97743333333,7.69275555555,9.34806666666,9.59666666667
342.33,5.96266666667,13.6587333333,7.41236666667,10.7324,3.96846666667,5.9486,7.94393333333,7.63906666667,9.28613333334,9.43786666668
342.70,5.8626,13.6645666667,7.38856666667,10.6447333333,3.85686666667,5.84786666667,7.87099999999,7.57342222222,9.20799999999,9.32080000001
343.06,5.903,13.8876,7.40236666667,10.6267333333,3.89826666667,5.8434,7.93066666667,7.62906666667,9.2936,9.30133333333
343.43,5.93286666667,13.9148666667,7.4685,10.6263333333,3.9022,5.87213333333,7.9704,7.67073333333,9.35580000001,9.3138
343.79,6.0544,14.0539333333,7.60776666667,10.8348666667,3.96066666667,5.99886666667,8.04363333333,7.77153333333,9.52753333333,9.37059999999
344.16,6.197,14.2232,7.80383333333,11.0357333333,4.10653333333,6.2046,8.22306666666,7.83195555555,9.62173333334,9.52573333334
344.52,6.318,14.3602333333,7.93206666667,11.1724666667,4.20013333334,6.26433333333,8.3322,7.94033333333,9.78026666667,9.5484
344.89,6.17773333333,14.3265666667,7.8899,11.1027333333,4.089,6.10173333333,8.227,7.82366666667,9.70833333333,9.44426666667
345.25,6.15773333333,14.3521666667,7.90743333333,11.2086666667,4.0994,6.05746666667,8.22853333334,7.78924444445,9.70060000001,9.34053333334
345.62,6.28326666667,14.4754,8.0714,11.4088,4.19046666667,6.1118,8.3682,7.90013333333,9.81133333333,9.42166666666
345.99,6.41006666667,14.5979666667,8.27016666667,11.5492666667,4.2448,6.13306666667,8.49753333333,7.98542222222,9.96360000001,9.50873333334
346.35,6.64533333333,14.9298666667,8.58136666667,11.9216666667,4.51173333333,6.3766,8.7131,8.17828888888,10.2549333333,9.74726666666
346.72,6.774,15.0811,8.64896666667,12.1002666667,4.68286666667,6.51033333333,8.81043333335,8.29497777777,10.425,9.93146666666
347.08,6.85473333333,15.1358,8.76946666667,12.2212,4.7552,6.57566666667,8.86493333333,8.34162222222,10.5334666667,10.0254666667
347.45,7.00353333334,15.3319,8.944,12.4300666667,4.9504,6.6954,9.00916666667,8.46891111111,10.6666,10.0982666667
347.81,7.00680000001,15.3910333333,8.98253333333,12.4368,4.97026666667,6.62946666667,8.99193333334,8.43317777777,10.6704,10.1110666667
348.18,7.18793333332,15.6391333333,9.14820000001,12.6372666667,5.18953333333,6.75253333333,9.13686666666,8.63613333334,10.9354666667,10.2964
348.54,7.22446666667,15.6518,9.19730000001,12.6992,5.2556,6.773,9.1562,8.63944444445,10.9556,10.2747333333
348.91,7.34206666666,15.6864,9.26543333333,12.7794,5.35706666667,6.91173333333,9.24443333334,8.73706666667,11.1218666667,10.3836
349.27,7.48760000001,15.8048666667,9.3945,12.8788666667,5.5136,7.0534,9.35273333333,8.89515555555,11.2536,10.4884
349.64,7.57526666667,15.8288333333,9.52166666667,12.8638666667,5.6104,7.1392,9.40006666666,8.92722222223,11.3736,10.5566
350.00,7.54079999999,15.8821666667,9.46170000001,12.7794666667,5.5546,7.0728,9.3715,8.85508888889,11.3278666667,10.4364666667
350.37,7.56373333333,15.9932666667,9.44103333334,12.7401333333,5.62886666667,7.06806666667,9.41983333335,8.89524444446,11.3734666667,10.4863333333
350.73,7.62786666667,16.0591333333,9.56873333333,12.8482666667,5.64366666667,7.12786666667,9.50633333333,8.94035555555,11.4906,10.4934
351.10,7.6934,16.1764666667,9.63979999999,12.9649333333,5.7312,7.21806666667,9.58970000001,9.00679999999,11.5632,10.5207333333
351.46,7.67419999999,16.1789666667,9.61310000001,12.9912666667,5.7408,7.2142,9.56993333333,9.02815555555,11.6023333334,10.5337333333
351.83,7.6854,16.2487,9.70506666667,13.0808666667,5.79306666667,7.21546666667,9.62069999999,9.01460000001,11.7120666667,10.5587333333
352.19,7.58746666667,16.2131,9.6793,13.0955333333,5.73513333333,7.19126666667,9.53376666668,8.95491111112,11.6638,10.4716
352.55,7.57486666667,16.2677333333,9.65083333334,13.1503333333,5.71726666667,7.2606,9.57689999999,9.00313333334,11.7650666667,10.5590666667
352.92,7.61013333333,16.3164666667,9.63839999999,13.1606,5.69386666667,7.2032,9.54490000001,8.97753333334,11.7958,10.4783333333
353.28,7.56346666667,16.3962333333,9.63746666666,13.2160666667,5.58566666667,7.13633333333,9.55233333333,8.91611111112,11.8814,10.464
353.65,7.46073333332,16.4433333333,9.54746666667,13.2086,5.48853333333,7.06913333333,9.50663333333,8.84035555555,11.8426666667,10.3538
354.01,7.35506666668,16.3849333333,9.50480000001,13.2508666667,5.46006666667,7.04006666667,9.37326666668,8.79784444445,11.7855333333,10.3158
354.38,7.21113333333,16.2669333333,9.42060000001,13.1872666667,5.22926666667,6.90006666667,9.23203333335,8.65504444444,11.6365333333,10.1628666667
354.74,7.2898,16.3757666667,9.48846666667,13.2701333333,5.33046666667,6.95893333333,9.28163333335,8.74451111112,11.6900666667,10.2042666667
355.11,7.3458,16.4591666667,9.60683333333,13.3708,5.41193333333,7.06973333333,9.28866666666,8.84295555556,11.7948666667,10.2631333333
355.47,7.37533333334,16.5855,9.69933333333,13.4238666667,5.42746666667,7.05173333333,9.31313333334,8.92411111111,11.8464666667,10.2904
355.83,7.41279999999,16.7055666667,9.73426666668,13.4602,5.46873333333,7.0928,9.39940000001,9.01031111112,11.9254666667,10.3024
356.20,7.43693333334,16.7413333333,9.75100000001,13.4447333333,5.4604,7.079,9.41770000001,9.03760000001,11.9444666667,10.3126
356.56,7.48386666667,16.8786333333,9.85560000001,13.4822666667,5.5412,7.06753333333,9.41356666667,9.0498888889,11.9952666667,10.3394666667
356.93,7.49213333333,16.9936,9.91286666665,13.5644666667,5.59266666667,7.1314,9.5045,9.10728888889,11.9909333333,10.4072
357.29,7.43073333334,16.9742,9.92196666665,13.569,5.58546666667,7.07486666667,9.45526666666,9.08475555555,11.9252666667,10.3836
357.66,7.485,17.0758,10.0099666667,13.6620666667,5.652,7.14093333333,9.46646666665,9.14522222223,11.9853333333,10.4025333333
358.02,7.5496,17.1514666667,10.0867,13.736,5.68413333333,7.166,9.5549,9.24095555555,12.0615333333,10.4105333333
358.38,7.755,17.3749,10.2593666667,13.9632666667,5.93113333334,7.3474,9.75866666668,9.47904444444,12.3056,10.5876
358.75,7.62339999999,17.2673,10.1532333333,13.9003333333,5.78073333333,7.19526666667,9.66993333333,9.35715555556,12.2303333333,10.511
359.11,7.6168,17.3572333333,10.1964,13.9058,5.7896,7.16033333333,9.74983333335,9.38237777778,12.2369333333,10.5035333333
359.48,7.57573333333,17.3450666667,10.2038,13.8461333333,5.76966666667,7.10466666667,9.68620000001,9.30844444445,12.2184666667,10.4835333333
359.84,7.54266666666,17.2455666667,10.1812333333,13.8823333333,5.73926666667,7.12106666667,9.62683333333,9.28242222221,12.1901333333,10.4421333333
360.20,7.44973333333,17.2013,10.1274333333,13.8656,5.65653333333,7.00746666667,9.54796666667,9.16906666666,12.1165333333,10.3546666667
360.57,7.3734,17.1685,10.0894,13.8212,5.54126666666,6.9294,9.49643333333,9.13386666667,12.061,10.2718
360.93,7.43946666667,17.2540333333,10.1304666667,13.9049333333,5.533,6.943,9.50033333332,9.16642222222,12.1298,10.2895333333
361.29,7.42266666667,17.2438333333,10.0851666667,13.9121333333,5.46826666667,6.90393333333,9.49363333335,9.13557777778,12.1552,10.2290666667
361.66,7.32433333333,17.2003666667,9.99513333333,13.8197333333,5.37106666667,6.77053333333,9.42443333333,9.07280000001,12.0796,10.1317333333
362.02,7.24460000001,17.1363333333,9.94330000001,13.7540666667,5.25913333333,6.69786666667,9.31753333334,8.93564444445,12.0085333333,10.0920666667
362.39,7.10973333333,17.0556,9.81446666667,13.6666,5.139,6.53433333333,9.18543333333,8.77002222223,11.854,9.96546666665
362.75,7.07073333333,17.0838,9.79129999999,13.6367333333,5.0978,6.5034,9.13443333335,8.70284444445,11.806,9.84719999999
363.11,6.99206666667,17.033,9.71006666667,13.5931333333,4.97653333334,6.41166666667,8.99863333333,8.55895555555,11.7624666667,9.76740000001
363.48,6.88906666667,17.0071666667,9.62136666666,13.5887333333,4.89986666667,6.358,8.98253333333,8.48535555555,11.7110666667,9.65853333333
363.84,6.82433333334,17.025,9.58153333334,13.5308666667,4.81233333333,6.25326666667,8.89766666667,8.37513333334,11.6687333334,9.58073333334
364.20,6.91,17.1313333333,9.63499999999,13.6292,4.90153333333,6.36946666667,8.96110000001,8.46133333333,11.7876666667,9.61613333333
364.57,6.8726,17.1003,9.56450000001,13.6578666666,4.87986666667,6.3148,8.90583333335,8.39504444445,11.7856,9.55800000002
364.93,6.6882,16.9644666667,9.47463333333,13.5172666667,4.76546666667,6.11766666667,8.73320000001,8.24571111112,11.6913333333,9.37053333335
365.29,6.69573333333,17.0376333333,9.50736666667,13.4996,4.8066,6.11513333333,8.68479999999,8.23102222222,11.7245333333,9.37506666669
365.66,6.6454,17.0137333333,9.50063333333,13.4764666667,4.72433333333,6.0638,8.62753333334,8.14377777778,11.6828666667,9.35166666667
366.02,6.77726666667,17.2054333333,9.62040000001,13.6297333333,4.849,6.19793333333,8.76283333333,8.31062222222,11.8514666667,9.42906666666
366.38,6.7574,17.2248,9.65680000001,13.6035333333,4.8092,6.21486666667,8.70223333333,8.29726666666,11.8853333333,9.38459999999
366.75,6.77206666667,17.2629,9.70913333334,13.6193333333,4.82086666667,6.21453333333,8.69883333333,8.32506666666,11.9424666667,9.41113333335
367.11,6.84,17.3243666667,9.75550000001,13.7559333333,4.9226,6.2794,8.77716666667,8.40713333334,12.0166,9.46873333333
367.47,6.9608,17.4177333333,9.86213333334,13.8731333333,5.00266666667,6.369,8.87019999999,8.46742222223,12.1340666667,9.56279999999
367.84,6.93653333334,17.4972666667,9.8568,13.8838666667,4.98773333333,6.34053333333,8.84616666667,8.45484444445,12.1162666666,9.54000000001
368.20,6.92813333333,17.4895,9.88076666665,13.8818666666,4.9242,6.2354,8.77619999999,8.40328888889,12.1051333333,9.52699999999
368.56,7.02620000001,17.6783666667,10.0643333333,13.9824666667,5.07306666667,6.3576,8.90906666667,8.51157777779,12.2133333333,9.64713333333
368.93,7.16013333333,17.8345333333,10.1953333333,14.1223333333,5.13093333333,6.4934,9.03183333333,8.58797777778,12.3200666667,9.78980000001
369.29,7.17233333333,17.8673666667,10.2571666667,14.2279333333,5.1402,6.53006666667,9.10883333333,8.65086666667,12.3626,9.79853333332
369.65,7.267,17.9526333333,10.3727666667,14.3742666667,5.29186666667,6.59246666667,9.25363333333,8.75024444445,12.5007333333,9.87373333333
370.01,7.29886666667,17.9816333333,10.4461333333,14.4109333334,5.35686666667,6.57346666667,9.29240000001,8.74537777778,12.4976666667,9.90466666667
370.38,7.3694,18.0937333333,10.5507666667,14.5550666667,5.47046666667,6.6352,9.4114,8.86066666666,12.6437333333,10.0514666667
370.74,7.39566666667,18.2463333333,10.6451,14.7072666667,5.527,6.69393333333,9.50516666666,8.94166666666,12.7409333333,10.115
371.10,7.28913333333,18.191,10.6009333333,14.6449333333,5.415,6.57866666667,9.42226666665,8.89608888889,12.7055333333,10.0156
371.46,7.26646666667,18.2203,10.5400666667,14.6492,5.345,6.5074,9.33720000001,8.87486666666,12.6852,9.96313333333
371.83,7.34426666666,18.3045333333,10.6386333333,14.7689333333,5.41766666667,6.56326666667,9.39880000001,8.95344444445,12.7618,10.0158
372.19,7.32666666667,18.3859666667,10.6960333333,14.8106666667,5.4518,6.59573333333,9.49126666666,9.00202222223,12.7878666666,10.0116666667
372.55,7.336,18.4126666667,10.6944666667,14.8042666667,5.43446666667,6.56546666667,9.48483333334,8.99711111111,12.7994666667,9.98453333333
372.92,7.36373333334,18.5432,10.7612333333,14.9102666667,5.5278,6.59813333333,9.51913333334,9.04351111112,12.8515333333,9.986
373.28,7.30060000001,18.6227,10.7713,14.9304,5.49693333333,6.5316,9.45616666666,9.00215555556,12.8532666667,9.92553333331
373.64,7.28106666667,18.7163666667,10.7451333333,15.0117333333,5.4592,6.54186666667,9.37449999999,8.96502222221,12.8583333333,9.88593333335
374.00,7.17833333334,18.7385666667,10.6681666667,14.975,5.36653333333,6.48066666667,9.27823333334,8.90593333333,12.8666666667,9.77213333334
374.37,7.14639999999,18.7075,10.6329666667,14.9521333333,5.28106666667,6.46366666667,9.21146666665,8.86522222221,12.8643333333,9.66873333333
374.73,7.24906666667,18.8028666667,10.6864,15.0647333333,5.35286666667,6.55146666667,9.2544,8.91988888889,12.9506,9.74620000001
375.09,7.23126666666,18.8283,10.7122333333,15.0395333333,5.35093333333,6.50546666667,9.22129999999,8.87822222223,12.9356,9.71206666669
375.45,7.20266666667,18.8515,10.7439666667,15.104,5.36913333333,6.51313333333,9.20533333333,8.86871111112,12.9761333333,9.73973333335
375.81,7.14646666666,18.7909666667,10.6993333333,15.0688,5.30326666667,6.43313333333,9.17673333332,8.83828888889,12.9300666667,9.64440000001
376.18,7.19099999999,18.9307333333,10.7479,15.2262,5.3272,6.46193333334,9.18300000001,8.86751111111,13.0104,9.7048
376.54,7.14359999999,18.9428666667,10.7353,15.2974666667,5.2906,6.4226,9.117,8.84855555555,13.0328,9.66513333333
376.90,7.06413333333,18.9177666667,10.7204666667,15.2922,5.24666666667,6.38613333333,9.09306666667,8.85584444445,13.0573333333,9.63906666667
377.26,7.12826666667,18.9677,10.7527666666,15.313,5.30013333333,6.4456,9.15576666666,8.88113333333,13.1016666667,9.67180000001
377.63,7.17819999999,19.0386,10.7956,15.3177333333,5.34626666667,6.4536,9.20036666667,8.95475555555,13.1740666667,9.72913333333
377.99,7.21973333333,19.0482333333,10.8303333333,15.3594,5.37573333333,6.43906666667,9.21593333332,8.96535555555,13.1788666667,9.75700000001
378.35,7.22260000001,19.1303333333,10.8553,15.3950666667,5.37813333333,6.3804,9.22813333333,8.92895555555,13.1928,9.73726666666
378.71,7.18293333333,19.1344,10.8680333333,15.3862666667,5.354,6.2968,9.22406666665,8.90088888889,13.1722666667,9.67693333335
379.07,7.23966666667,19.2747666667,10.9402333333,15.5122,5.4172,6.36266666667,9.31196666668,8.96744444445,13.2552666667,9.7138
379.44,7.29133333333,19.3778,11.0159666666,15.5536,5.474,6.40373333333,9.38813333334,9.01531111111,13.3007333333,9.70060000001
379.80,7.2764,19.4648333333,11.0703333333,15.6318,5.47553333333,6.41986666667,9.38983333334,9.00924444444,13.3638666667,9.74933333334
380.16,7.1576,19.3816333333,10.9591,15.4702666667,5.33133333333,6.29793333333,9.27683333333,8.90682222221,13.2521333333,9.59726666667
380.52,7.21153333333,19.4725666667,11.0337666667,15.5440666667,5.36133333333,6.33426666667,9.38053333333,8.95562222223,13.3551333333,9.63653333332
380.88,7.27186666667,19.553,11.11,15.6252,5.3908,6.37713333333,9.4312,9.00042222221,13.4004666667,9.66213333333
381.24,7.31439999999,19.6062333333,11.1743666667,15.7229333333,5.4386,6.39493333333,9.49169999999,9.08462222221,13.4681333333,9.73693333335
381.61,7.33886666667,19.663,11.2358333333,15.8213333333,5.46466666667,6.44313333333,9.54323333334,9.11360000001,13.5349333333,9.76393333334
381.97,7.29620000001,19.7207333333,11.2294,15.8588,5.44313333333,6.40886666667,9.52590000001,9.08217777779,13.535,9.69806666667
382.33,7.33213333333,19.7931,11.2815666667,15.8990666667,5.50193333333,6.50053333333,9.56966666665,9.14342222222,13.5726,9.74026666667
382.69,7.31626666667,19.8473666667,11.3102,15.9148,5.51,6.50166666667,9.58273333334,9.16204444445,13.6263333333,9.71153333335
383.05,7.34446666667,19.9113666667,11.3448333333,15.9561333333,5.49626666667,6.48293333333,9.58263333335,9.17731111112,13.6606666667,9.71173333333
383.41,7.38866666667,20.0090666667,11.4225333333,16.051,5.53633333333,6.54306666667,9.63680000001,9.25337777777,13.7398,9.79393333333
383.77,7.49133333333,20.1815666667,11.5210666667,16.1527333333,5.64073333333,6.5954,9.71376666667,9.33253333334,13.8478,9.84093333333
