wavelength,Back_SpoMinf,Belly_SpoMinf,Breast_SpoMinf,Crissum_SpoMinf,Crown_SpoMinf,DorTail_SpoMinf,Patch10_SpoMinf,Rump_SpoMinf,Throat_SpoMinf,WingTip_SpoMinf
202.33,5.14113333335,32.1185666667,5.73443333334,8.41813333333,44.4632666667,12.8248,4.9999,22.5422666667,-9.15259999999,-1.58219999999
202.71,-5.15160000001,24.3029,-8.21216666665,-0.9696,34.4848,0.666599999994,-6.54563333334,14.0806666667,-20.1212666667,-10.4242
203.09,-4.84333333332,23.9315666667,-8.94579999999,-0.797666666666,30.3134666667,-0.569733333332,-4.41603333334,13.0863333333,-18.4045333333,-10.8832666666
203.47,-4.42620000001,22.2951666667,-11.0655333333,-2.40433333332,29.5082,-4.86333333334,-3.66106666668,11.2020888889,-19.5628,-14.2076
203.85,-5.08773333333,19.6783,-14.1814,-4.21059999999,30.8772666666,-10.2923333333,-9.09353333334,6.14044444445,-23.1579333333,-18.8888666667
204.22,-10.0628,12.7357,-19.7483666667,-11.7611333333,27.7358666667,-18.6164666667,-18.6791666667,-1.55137777779,-31.9496666667,-27.1697333333
204.60,-32.8456,-0.97563333334,-45.3252,-30.4877333334,15.122,-42.5203333333,-42.114,-20.5961333333,-58.3739999999,-49.5122
204.98,-34.75,-5.08333333332,-46.5416666667,-28.0833333333,15.0,-43.75,-46.7916666667,-21.0555555556,-61.0833333333,-50.0000000001
205.36,-33.5931333333,-0.90923333332,-46.4502333333,-26.3204666667,20.0865333333,-46.9263333333,-44.5455333333,-14.4877111111,-60.3462666667,-47.5324666667
205.74,-78.2757999999,-27.0113666667,-92.2987666665,-58.7357333333,-5.17226666666,-97.9310666665,-91.3218999999,-50.0766,-108.620666667,-85.2873999999
206.12,-108.7942,-49.0779999999,-126.454066667,-75.1774,-20.4254666666,-133.9006,-120.354633333,-72.7185777778,-140.709133333,-113.617066667
206.50,-169.019666667,-91.1764,-184.411866667,-110.3922,-37.6470666667,-203.333333333,-183.529433333,-107.516288889,-201.9608,-163.725266667
206.87,-168.190466667,-88.8571333333,-178.9523,-106.6666,-34.6665333333,-183.047666667,-168.857133333,-91.4285333333,-194.476133333,-154.095266667
207.25,-212.643666667,-127.701033333,-225.172333333,-133.793133333,-46.4368000001,-233.793133333,-213.103433333,-105.440488889,-240.229733333,-185.977
207.63,-237.037066667,-144.320966667,-241.1112,-121.481533333,-56.5432000001,-256.543133333,-223.209866667,-107.489755556,-245.432133333,-192.098666667
208.01,-119.874133333,-66.9181333334,-116.6039,-48.3019333333,-25.1572,-125.0314,-100.503166667,-39.8742444445,-113.207466667,-94.2140000001
208.39,-137.6472,-76.7320666666,-129.085066667,-49.2809999999,-33.9869333333,-134.640533333,-103.1371,-45.8824444444,-121.568533333,-96.4706000001
208.77,-102.069,-50.4597,-94.8276000001,-23.7931333333,-13.2183333333,-106.8966,-69.4827000001,-25.4404666667,-91.8391333334,-71.2642666667
209.14,-130.0654,-73.8561000001,-133.660166667,-39.2156666666,-26.0132,-134.902133333,-88.9540333333,-44.3135555555,-111.1112,-93.9870000001
209.52,-147.111133333,-78.1482333333,-153.777866667,-41.1852666666,-25.7776666667,-147.851866667,-97.1852333333,-54.2716444445,-124.740733333,-106.8148
209.90,-84.7057999999,-37.9411666667,-90.4902333333,-18.2352,2.54893333332,-79.3138,-46.2744666666,-20.6536444444,-66.9607999999,-59.5096666667
210.28,-53.7878000001,-19.5832,-59.3561666667,-4.99993333333,9.99993333333,-48.4090666667,-23.8636,-2.42417777778,-41.1362666667,-36.8182
210.66,-38.8570666667,-12.3809666667,-44.9523666667,0.06353333334,12.9524,-34.7301333333,-12.4761333333,2.2434,-26.7300666667,-25.6508
211.03,-25.3453333333,-4.86486666667,-35.4955,6.78673333333,23.7237333333,-26.0059333333,-2.16220000002,3.90402222223,-15.2553333333,-18.8588666667
211.41,-29.3092,-11.5014,-40.0600333333,1.74173333332,19.3392,-29.5496,-4.23416666666,-5.50553333334,-21.0808666667,-27.6876
211.79,-42.5082666667,-25.5446,-53.4323666667,-13.8612,9.24079999999,-41.7822666667,-19.6369333333,-20.4182222222,-37.0297333333,-42.9042666667
212.17,-34.1498,-15.5101333333,-44.1497666667,-8.57146666666,19.6598666667,-30.6801333333,-13.9115666667,-16.0771333333,-30.7482666667,-35.306
212.55,-19.8730666667,-1.07939999999,-26.6665,1.77773333332,26.3492,-18.2222,-4.25406666668,-6.15871111111,-20.4444666667,-25.2064666667
212.92,-17.3218666667,-4.01713333335,-21.0256666667,2.45006666666,26.0398666667,-13.5043333333,-4.27346666666,-4.00755555555,-16.0112666667,-21.1394
213.30,-8.72166666666,5.03766666666,-8.22039999999,8.87213333333,30.2756666667,-2.75686666667,5.9899,4.84542222222,-8.37099999999,-11.3282666667
213.68,-15.5554666667,-0.290966666666,-12.4603333333,6.61373333333,25.238,-5.97893333333,0.37046666668,0.7232,-12.7512,-17.1428666667
214.06,-14.2262,1.78569999999,-13.9881666667,11.131,27.3808666667,-5.4762,-2.44043333334,-2.22222139993e-05,-15.5356666667,-17.8572
214.44,-14.3118666667,4.21993333333,-15.3516666667,14.9234,31.9878666667,-2.5688,-7.46183333334,-4.19977777778,-13.7614,-17.5534
214.81,-15.7706,0.394166666666,-19.8207333333,14.0502,37.3477333333,-4.30119999998,-13.9067333333,-10.4898222222,-17.5626666667,-25.5196
215.19,-28.2052,-11.8376333333,-31.0255333333,6.58113333335,30.0000666667,-18.6323333334,-33.2906333333,-23.8747555555,-32.9913333333,-37.9486
215.57,-10.707,3.8383,-11.8181333334,16.1616666667,34.8146666667,-5.11786666668,-21.6497333333,-4.84860000001,-14.4107333333,-16.7002666667
215.95,8.16079999999,21.2931333333,8.36226666669,28.678,44.7700666667,12.8160666667,-2.18383333332,13.7930666667,4.54026666667,2.52866666665
216.32,4.23693333334,17.5702333333,0.43623333334,23.3022,39.5014666667,5.60740000001,-8.0686,10.1142,0.1868,0.124666666672
216.70,-20.0767333333,-8.12260000001,-27.2030333333,6.59000000001,25.1340666667,-19.2337333333,-34.023,-9.50188888882,-20.6895333333,-22.9886
217.08,-37.7465333333,-24.6008333333,-51.8778333333,-10.5164666667,14.3662,-38.4038,-59.7182,-27.8247111112,-43.8496666667,-48.2629333333
217.46,-35.2238666667,-23.1343666667,-50.5472333333,-2.88566666667,18.5074666667,-37.811,-61.2936333333,-25.0745555556,-40.5970666667,-40.0000666667
217.83,-20.8000666667,-14.5333666667,-38.4444333333,4.2668,24.1777333333,-26.0444,-45.6443666667,-14.2815333333,-30.8444,-28.6220666667
218.21,-11.4056666667,-0.843233333326,-22.8111333333,13.9758666667,29.6386,-16.225,-26.3052,0.830044444466,-15.3414,-16.6265333333
218.59,-19.1666,-9.44446666666,-30.6017,8.42593333333,20.2778,-33.7963333333,-30.926,-3.64208888889,-24.8148,-26.3888666667
218.97,-27.3059333333,-10.5023666667,-32.0090333333,7.48866666667,8.21926666667,-38.4475333333,-37.8082666667,-6.57528888891,-32.694,-26.8491333333
219.34,-23.75,2.25,-22.9166666667,16.75,12.4166666667,-26.75,-23.3333333333,3.30555555554,-21.0833333333,-19.5
219.72,-13.4126666667,11.4683,-14.8016333333,27.619,20.3174,-12.3809333333,-4.32533333332,13.1746666667,-8.01593333334,-9.36519999999
220.10,-27.2145333333,3.74429999998,-32.2831,20.9132,13.6986,-26.8492666667,-12.0547666667,1.18717777778,-18.1734666667,-24.3833333333
220.47,-41.2223333333,-4.94443333334,-48.5554333333,17.4445333333,13.0,-34.8889333333,-14.9999666667,-0.518622222212,-24.0,-37.8889333333
220.85,-16.7521333333,13.1623666667,-22.5642333333,26.8376666667,21.282,-9.2308,6.11106666668,15.2420444445,0.683666666674,-13.9316666667
221.23,-0.726066666666,25.4786333333,-2.04626666667,38.3498,29.1748666667,8.77886666665,22.0462666667,24.5104666667,17.8218,6.4026
221.61,-6.85713333333,17.6824666667,-6.69829999998,28.1269333333,20.254,1.33326666667,17.2382,16.1270888889,12.1904666667,-5.01593333333
221.98,4.28573333333,24.2857333333,5.83323333334,32.9761333333,27.1428666667,10.5953333333,28.9585333333,23.3333333333,23.4524,3.92853333333
222.36,-2.5156,10.6604,-2.64146666666,22.7044,18.1131333333,2.39,22.6415333333,14.1089333334,13.019,-4.15099999999
222.74,1.81333333335,15.36,5.01333333332,24.48,22.2933333333,9.17333333332,23.3333333333,18.24,14.72,4.53333333332
223.11,5.89726666667,19.3332,7.97430000001,25.2309333333,25.6922666667,10.1538,29.1283,21.3162444445,17.3846,9.02573333332
223.49,5.13186666668,14.6522333333,7.9378,20.4795333333,22.2542666667,9.3524,27.7218666667,20.8153333333,15.6355333333,8.00973333333
223.87,-2.96306666669,6.809,0.56976666666,13.7322666667,17.1509333333,3.24773333335,24.8433666667,12.8396222222,11.4530666667,-0.62673333334
224.24,-3.69153333333,6.00560000001,-0.550933333334,16.8594666667,14.4352666667,4.3526,25.482,11.956,11.5151333333,0.496
224.62,1.08753333333,12.0331666667,5.13006666666,22.7896666667,16.5956666667,9.92913333333,22.8368666667,10.4177777778,12.7186,0.945733333342
225.00,-0.857066666674,10.7381666667,4.85710000001,20.0953333333,13.9523333333,6.4286,16.4522666667,4.77777777777,6.19040000001,-3.28566666666
225.38,-7.47313333332,3.87086666666,-0.80643333334,12.6344,6.12899999999,1.07526666666,9.5968,-0.716955555552,-0.645199999999,-9.08606666667
225.75,-0.813,7.75073333332,2.38486666666,16.4768666667,10.7858,7.04613333332,11.8427,2.52933333333,3.4688,-5.9078
226.13,-9.57259999998,2.99149999998,-6.35313333334,10.8262666667,3.30486666667,-0.62653333334,3.44726666665,-3.22888888889,-4.6154,-11.6808666667
226.51,-11.3217333333,5.20093333334,-6.14943333332,10.1724,1.78146666665,-1.49440000001,1.00573333334,-7.10713333333,-5.74713333333,-12.8735333334
226.88,-8.63766666667,1.39126666665,-6.05806666665,7.53626666667,-0.347799999994,-2.55073333333,-0.23183333332,-8.67633333334,-7.24633333334,-11.2464
227.26,-0.401133333327,8.22053333332,0.22556666666,11.8797333333,7.21813333334,6.61646666668,5.61409999999,-2.25557777779,-0.200466666662,-0.952399999994
227.64,7.28893333331,17.2668666667,6.9333,18.9776666667,13.9112,14.4888666667,10.3556333333,3.2297111111,7.7778,7.73333333333
228.01,5.79166666667,16.6666666667,6.47916666667,16.9583333333,12.5833333333,12.5,5.49999999999,2.41666666668,4.74999999999,9.54166666668
228.39,0.163599999994,11.3905333333,-0.0410333333266,7.85273333332,8.62979999999,6.91193333334,-2.22906666667,-3.73548888889,-0.163599999986,6.4622
228.76,-5.34126666667,5.18073333333,-5.6225,-0.201000000002,0.52213333334,0.24093333334,-7.81136666667,-8.35331111111,-5.9438,4.09633333333
229.14,2.78713333332,13.7286333333,2.12806666666,7.64586666665,10.1694,8.92646666668,4.25613333334,3.10111111111,4.40680000001,15.2164666667
229.52,8.64586666667,21.9444666667,7.44789999999,13.7848,16.6667333333,16.0764,10.4166,9.09731111112,9.30566666667,18.4376
229.89,9.69693333333,22.3764333333,9.44173333333,14.7686666667,16.5552,16.5869333333,11.7862,11.3342444444,10.7177333333,20.7336
230.27,11.6445333333,22.8888333333,10.9777333333,15.5852,17.9258,16.4740666667,10.9038,11.4962444445,12.0296666667,21.7482666667
230.65,12.5423333333,24.308,12.6412666667,18.2203333333,20.3954666667,17.9943333333,12.3446666667,15.3296666667,15.0849333333,24.1809333333
231.02,7.10733333332,20.0734333333,7.38629999999,14.7723333333,15.9177333334,15.3598666667,7.25406666665,10.7097555555,9.3686,18.7664
231.40,2.67913333333,15.1092,4.11216666667,11.0904,11.0280666667,11.1838666667,3.34886666667,7.40397777779,5.109,10.9968
231.78,-3.55339999999,7.44510000001,-1.99656666667,6.76819999999,4.9408,5.07613333334,-3.09646666667,0.203111111106,-1.25206666666,5.00840000001
232.15,-2.62813333333,8.12503333333,-1.66656666666,8.01293333334,4.00646666667,4.1026,-1.49046666666,0.929422222222,-0.256400000008,5.9936
232.53,2.1916,11.9178333333,2.4047,12.5114666667,6.78846666667,7.61033333332,2.2375,5.53013333333,4.07913333333,9.04106666666
232.90,4.52166666667,13.6230333333,5.04369999999,14.1450666667,8.34786666665,9.15946666667,4.37663333334,6.91804444445,5.85493333333,10.7535333333
233.28,2.86926666667,8.43899999999,0.632833333328,11.4767333333,3.51619999999,6.41333333333,-0.295233333334,1.10628888889,1.29393333333,6.97613333333
233.66,3.49193333333,4.33866666667,-1.01859999999,9.68260000001,2.43379999999,4.28566666667,-1.1509,-0.723111111113,1.48153333333,7.06366666666
234.03,4.68393333333,5.01843333333,-0.4459,9.61586666666,4.70880000001,5.55140000001,0.892333333334,0.561844444437,2.52793333333,7.65820000001
234.41,2.0988,2.20996666667,-2.79006666666,6.24686666667,0.987666666667,3.6544,0.012300000006,-1.90933333333,0.345600000001,4.93833333333
234.78,3.3816,2.17393333333,-2.9107,4.68600000001,0.241466666668,3.96126666667,0.2897,-2.65697777778,0.748866666667,2.89853333334
235.16,6.48153333333,5.70609999999,-0.046333333334,6.18046666667,3.0556,5.48606666667,2.8239,-0.17755555556,5.71746666666,4.95366666667
235.54,6.18053333333,6.15746666667,-0.463133333332,6.13420000001,3.26386666667,5.64806666667,3.05553333333,-0.493866666668,6.87506666667,6.48146666665
235.91,6.79866666666,7.89890000001,0.549933333332,5.76460000001,3.96033333333,6.49073333333,4.62036666667,2.0242,7.01873333333,8.27300000001
236.29,6.75213333334,7.29686666666,1.0791,4.5512,3.3546,8.16246666666,4.11333333333,2.48571111111,7.3078,7.6496
236.66,6.89226666667,7.53829999999,1.96923333333,4.94359999999,3.69226666667,9.62053333333,5.19996666667,2.82391111111,7.5282,6.81020000001
237.04,7.05886666666,7.26536666667,2.3943,5.05686666667,4.58206666666,10.3612,6.14026666667,4.30688888889,8.02893333333,6.99680000001
237.41,4.3908,6.24369999999,1.70196666667,3.54479999999,3.44393333333,7.99586666667,4.98476666666,4.3236,6.66666666667,4.71306666666
237.79,1.24626666667,5.12973333334,0.757966666666,1.12153333333,0.623,5.00526666667,2.48196666667,2.9492,4.19526666667,3.38520000001
238.17,-2.02606666667,3.03926666667,-3.40966666667,-3.39873333333,-3.5512,1.61226666667,-0.904300000002,-0.726177777778,0.479266666666,0.653599999998
238.54,-1.95853333333,3.69766666666,-3.01043333333,-2.87513333333,-3.0834,2.64573333333,-1.30216666667,-0.145933333335,0.5624,1.7706
238.92,-1.08573333333,3.46676666667,-1.83806666667,-0.799933333334,-2.17153333333,4.1714,-0.266533333332,1.36517777778,1.58086666667,4.24759999999
239.29,-2.12533333333,2.56123333334,-2.95173333333,-1.54406666667,-2.8338,3.633,0.1362,1.42917777778,-0.036399999998,4.81373333334
239.67,-2.40186666667,1.16013333333,-3.4396,-1.24166666667,-2.90846666667,3.49666666667,-0.514666666668,1.07828888889,-0.653466666667,4.65673333333
240.04,-0.860666666667,2.17370000001,-1.364,0.408466666667,-1.59013333333,4.5076,1.56093333333,2.65988888889,0.962666666664,5.3974
240.42,1.33853333333,4.14419999999,0.714333333334,2.68973333333,0.604933333334,5.3412,4.157,4.89051111111,2.6512,7.49033333335
240.79,2.12213333333,4.256,1.37823333333,2.99873333333,0.888066666666,5.444,4.95376666667,5.45942222222,3.241,8.77733333333
241.17,2.24246666667,4.41413333333,1.7677,3.57586666667,0.939399999999,5.65653333333,5.37883333333,5.47804444444,3.30293333333,9.101
241.54,4.58786666667,6.45613333333,3.732,5.08073333333,2.697,7.80473333333,7.724,7.13557777778,5.4302,11.3261333333
241.92,4.50913333333,6.30313333333,3.5637,5.19593333333,2.52113333333,8.05660000001,7.9798,7.35095555556,5.503,10.9657333333
242.29,3.83446666667,5.38613333333,3.39376666667,4.86653333333,1.4238,7.61600000001,7.1979,6.84506666667,4.88913333333,10.3201333333
242.67,2.87466666667,4.11323333333,2.1669,4.09553333333,0.650133333333,6.68833333334,6.34536666667,6.11042222222,3.71266666667,9.47646666667
243.05,2.99366666667,3.98813333333,1.9403,3.69366666667,0.845466666667,6.4864,6.133,5.85586666667,3.26413333333,9.20306666665
243.42,4.02533333333,4.72733333333,2.9075,4.72393333333,1.89633333333,7.79113333334,6.79963333333,6.6622,4.53753333333,9.83359999999
243.80,4.70233333333,5.71706666667,3.58046666667,5.19013333333,2.40646666667,8.41633333334,7.42770000001,7.25631111111,5.0992,10.4389333333
244.17,4.69493333333,5.52973333333,3.09583333333,4.81053333333,2.1774,8.465,6.85276666666,6.75875555555,4.61793333333,10.2954
244.55,3.9368,5.03636666667,2.5942,3.5704,1.5166,8.18319999999,5.93056666667,5.92531111111,3.6462,9.42173333331
244.92,3.96973333333,5.46896666667,2.9592,3.9998,1.62286666667,8.37993333333,5.86120000001,6.43737777778,3.48713333333,9.87640000001
245.30,4.40886666667,5.98723333333,3.22103333333,3.7798,1.98826666667,8.81759999999,5.83536666666,6.78082222223,3.7966,10.1489333333
245.67,4.153,5.71003333333,2.8833,3.38766666667,2.05326666667,8.53373333333,5.3632,6.70466666666,3.4238,10.018
246.05,4.9174,6.50156666667,3.815,3.95433333333,3.2984,9.37886666666,6.19673333334,7.38771111112,4.08926666667,11.0212
246.42,5.92586666667,7.43636666667,5.0687,5.18513333334,4.67746666667,10.4452,7.61123333333,8.36580000001,5.16866666667,12.1266666667
246.79,6.798,8.0856,5.86523333333,5.90846666667,5.45413333333,11.3176,8.39516666668,9.11411111111,6.0436,12.9054
247.17,6.61393333333,8.04856666667,5.7138,5.75593333333,5.22153333333,11.2693333333,8.33326666666,9.03068888889,5.90353333333,13.0413333333
247.54,6.78713333333,8.25476666667,5.9562,5.91113333334,5.17546666667,11.3774666667,8.58896666667,9.19104444445,5.97453333333,13.1693333333
247.92,6.97813333333,8.58453333333,6.16903333333,6.0894,5.44746666667,11.6766,8.73870000001,9.45644444445,6.417,13.4112
248.29,6.50466666667,8.21323333333,5.8099,5.786,5.13113333333,11.2667333334,8.43749999999,9.16235555555,6.11666666667,13.1014
248.67,6.9536,8.31899999999,6.03596666667,6.3986,5.59446666667,11.5673333333,8.81253333334,9.45851111111,6.61626666667,13.4972666667
249.04,6.83173333333,8.10693333333,5.9683,6.18186666667,5.67086666667,11.5162666667,8.91843333333,9.29726666667,6.74086666667,13.3106666667
249.42,7.40973333333,8.48356666667,6.6634,7.1892,6.37493333333,12.0814,9.63696666667,9.98586666667,7.50113333333,14.005
249.79,7.72313333334,8.58466666667,6.9046,7.6328,6.5982,12.3562,9.94396666668,10.1761111111,7.9358,14.1230666667
250.17,7.79326666667,8.81120000001,6.9288,7.7662,6.4646,12.4864666667,9.85046666665,10.2175555556,7.8982,14.1490666667
250.54,7.522,8.78813333333,6.4213,7.55553333333,6.25173333333,12.0462,9.20136666667,9.89804444445,7.52626666667,13.891
250.92,7.00473333334,8.36599999999,5.96573333333,7.194,5.68853333333,11.1652,8.54399999999,9.10675555555,6.9416,13.1350666667
