wavelength,Back_ConTamm,Belly_ConTamm,Breast_ConTamm,Crissum_ConTamm,Crown_ConTamm,DorTail_ConTamm,Patch10_ConTamm,Rump_ConTamm,Throat_ConTamm,WingTip_ConTamm
325.10,7.1682,9.18293333334,8.25982666667,5.28133333333,6.43173333333,9.90693333333,11.7587333333,8.07828888889,4.71153333333,9.41786666667
325.47,6.9438,9.0526,8.03408666667,4.98666666667,6.0936,9.60846666666,11.4915333333,7.83364444445,4.47193333333,9.22106666666
325.84,7.12006666667,9.26926666667,8.31776666667,5.31133333333,6.2336,9.87106666667,11.6814666667,8.13186666666,4.713,9.58966666666
326.21,7.03713333333,9.31939999999,8.30728666667,5.30013333333,6.22913333333,9.79373333333,11.7303333333,8.10535555555,4.73013333333,9.57240000001
326.57,6.86433333333,9.04173333333,8.18813333333,5.12686666667,6.02233333333,9.63593333333,11.4554,7.95720000001,4.5326,9.36826666666
326.94,6.79206666667,8.9974,8.19734000001,5.12613333333,5.94326666667,9.55893333333,11.3918666667,7.92982222222,4.4378,9.25153333333
327.31,6.71526666667,8.85486666667,8.14510000001,5.016,5.89493333333,9.44419999999,11.3795333333,7.94033333333,4.3328,9.07580000001
327.67,6.6666,8.96306666666,8.08958,5.02693333333,5.9158,9.37040000001,11.3988666667,7.92657777778,4.2374,9.05053333333
328.04,6.41,8.86366666667,7.87234666667,4.7416,5.71933333333,9.11519999999,11.1465333333,7.67082222223,3.97993333333,8.82293333333
328.41,6.48253333333,8.97473333333,8.08974666667,4.80833333333,5.78266666667,9.19780000001,11.2263333334,7.72542222223,4.1134,8.8674
328.78,6.59806666667,9.155,8.30221333333,4.86653333333,5.8772,9.21666666667,11.4078666667,7.82786666667,4.25753333333,8.99706666665
329.14,6.79466666666,9.27006666667,8.62160666666,5.02666666667,6.03546666667,9.41213333333,11.6206,7.99188888888,4.3576,9.13300000001
329.51,6.85713333333,9.11393333334,8.68991999999,5.05193333333,6.08713333333,9.46306666666,11.7448,7.97075555556,4.3082,9.03206666668
329.88,6.61366666667,8.84293333333,8.32070666667,4.623,5.86106666667,9.07086666667,11.512,7.53402222222,3.9128,8.57993333333
330.24,6.8186,9.05093333333,8.54941333334,4.6854,6.0446,9.24520000001,11.6454666667,7.68702222223,4.0102,8.70980000001
330.61,6.77626666667,9.01566666666,8.42250666667,4.5264,5.98453333334,9.10399999999,11.6613333333,7.62228888888,3.92186666667,8.62493333333
330.98,6.96906666667,9.19086666666,8.63906666667,4.672,6.28326666667,9.30686666667,11.9384666667,7.79888888889,4.2356,8.80226666665
331.34,6.9174,9.17466666667,8.60058000001,4.65526666667,6.2922,9.22853333333,11.9316,7.68148888888,4.2442,8.68699999999
331.71,6.68406666667,8.80473333333,8.33402666667,4.32446666667,6.0002,8.90146666667,11.7251333333,7.47924444444,4.05446666666,8.35986666665
332.08,6.62053333333,8.60580000001,8.22093333333,4.2524,5.904,8.68753333333,11.6833333333,7.42020000001,3.9804,8.23626666665
332.44,6.63126666667,8.5914,8.12204,4.27286666667,5.9548,8.66746666667,11.7155333333,7.43082222222,3.91193333333,8.25073333334
332.81,6.67006666667,8.68026666666,8.15168000001,4.48693333333,6.07933333333,8.76246666667,11.8315333333,7.53366666667,4.03553333333,8.32279999999
333.18,7.04273333333,9.04839999999,8.47632666667,4.90773333333,6.48766666667,9.05,12.2641333333,7.96360000001,4.3854,8.64733333333
333.54,7.16126666667,9.23853333334,8.62212000001,5.06773333333,6.63753333333,9.20773333333,12.3848,8.10726666666,4.51626666667,8.82679999999
333.91,7.4618,9.56413333333,8.99522,5.50313333333,6.9758,9.55779999999,12.6798,8.51486666667,4.83853333333,9.22940000001
334.28,7.463,9.442,8.94807999999,5.56486666667,6.97206666667,9.50493333334,12.6438666667,8.44502222222,4.79646666667,9.22946666667
334.64,7.58533333333,9.50793333333,9.04644666667,5.74493333333,7.09806666667,9.63373333333,12.7856,8.51493333334,4.95346666667,9.34053333332
335.01,7.52866666667,9.42586666667,9.05197333333,5.6878,7.0814,9.59360000001,12.7678666667,8.47006666667,4.84446666667,9.30020000001
335.38,7.53746666667,9.50653333333,9.04778,5.625,7.0586,9.6164,12.8177333333,8.51077777777,4.7494,9.37086666667
335.74,7.89006666667,9.822,9.31992666665,5.9896,7.40233333333,9.89413333334,13.1202,8.80542222223,4.9568,9.66000000001
336.11,7.99646666667,10.095,9.40816666668,6.0878,7.51866666667,10.0564666667,13.3154666667,8.95924444445,5.00313333333,9.75360000001
336.47,7.89953333334,9.95313333334,9.33660000001,6.01493333333,7.38146666666,9.92806666666,13.1837333333,8.83006666667,4.89213333333,9.64026666665
336.84,7.76673333334,9.7656,9.16268000001,5.78953333333,7.18053333333,9.72073333333,12.9686666667,8.63086666667,4.68653333334,9.41233333333
337.21,7.44426666667,9.48600000001,8.87843999999,5.41853333333,6.78833333333,9.41226666667,12.6471333333,8.24151111112,4.3468,9.07319999999
337.57,7.31486666667,9.43839999999,8.79099333333,5.2678,6.7258,9.26673333333,12.6345333333,8.2176,4.20086666667,8.91159999999
337.94,7.1406,9.27340000001,8.60841333333,4.97886666667,6.51966666667,8.97820000001,12.5196,8.04875555556,3.985,8.63693333333
338.31,6.9518,9.18759999999,8.44522,4.78093333333,6.35266666667,8.82306666667,12.4518,7.96168888888,3.77413333333,8.4688
338.67,6.86533333333,9.18286666667,8.45553333334,4.7402,6.27973333333,8.7426,12.3837333333,7.90093333333,3.67293333333,8.34260000001
339.04,6.7874,9.17160000001,8.37119333334,4.63633333333,6.21953333333,8.64986666667,12.4476,7.84686666667,3.5836,8.29173333334
339.40,6.64653333333,8.96733333334,8.252,4.42773333333,5.9978,8.4014,12.2719333333,7.69271111112,3.38626666667,8.03179999999
339.77,6.29366666667,8.71080000001,8.01758,4.09513333333,5.74173333333,8.09326666667,11.9711333333,7.44671111112,3.07173333333,7.7844
340.14,6.10773333333,8.4988,7.90496,3.9336,5.6416,7.8786,11.8776,7.23439999999,2.87413333333,7.57633333334
340.50,6.1588,8.61746666667,7.97765333333,3.91433333333,5.6792,7.8882,11.9784666667,7.28531111111,2.8644,7.60013333334
340.87,6.10833333333,8.62046666666,7.96449999999,3.81153333333,5.6918,7.88380000001,11.9716666667,7.28108888888,2.7446,7.55793333334
341.23,6.4192,9.00120000001,8.2861,4.07206666667,6.0866,8.11926666667,12.2891333333,7.69173333333,3.06846666667,7.88413333333
341.60,6.31693333333,8.99113333333,8.17884666667,4.0548,6.0282,8.01553333332,12.2,7.64408888889,3.01686666667,7.81100000001
341.96,6.23433333333,8.9172,8.07236666667,3.94146666667,5.94426666667,7.91153333333,12.0639333334,7.46844444445,2.87706666667,7.6996
342.33,6.46573333333,9.07079999999,8.26541333333,4.1438,6.13573333333,8.08013333333,12.3280666667,7.68019999999,3.0712,7.82560000001
342.70,6.51366666667,9.13799999999,8.30050666666,4.1594,6.1746,8.19766666667,12.5033333333,7.70635555556,3.08333333333,7.89579999999
343.06,6.61346666667,9.18826666666,8.37212666666,4.28786666667,6.154,8.27073333333,12.5286666667,7.8290888889,3.1718,7.91246666667
343.43,6.87806666667,9.43939999999,8.50806666667,4.54786666667,6.4186,8.47106666667,12.7517333333,8.05144444444,3.43306666667,8.19100000001
343.79,7.27493333333,9.72086666667,8.74435999999,4.7954,6.64153333333,8.74073333333,13.1281333333,8.26853333334,3.72886666666,8.38286666666
344.16,7.37966666667,9.84906666667,8.89018000001,4.93486666667,6.76406666667,8.88333333333,13.1756,8.40379999999,3.82973333333,8.51553333333
344.52,7.37746666667,9.87166666667,8.94808666667,4.95286666667,6.78853333333,8.92819999999,13.2310666667,8.44171111112,3.86713333333,8.49986666667
344.89,7.61606666667,10.1273333333,9.29459999999,5.22593333333,7.01646666667,9.22493333334,13.5736666667,8.74786666667,4.20926666667,8.79953333332
345.25,7.45673333333,9.87926666667,9.14939333333,5.08066666667,6.78973333333,9.06306666667,13.3919333333,8.48457777779,4.0182,8.56106666667
345.62,7.36853333333,9.71753333334,9.06855999999,4.93506666667,6.607,8.92846666666,13.2988,8.30064444445,3.91006666667,8.43173333335
345.99,7.30046666667,9.77126666667,9.11684000001,4.92246666667,6.62133333333,8.89093333334,13.3725333333,8.34124444445,3.9492,8.44413333333
346.35,7.33253333333,9.89553333333,9.20906,4.96266666667,6.69053333333,8.94686666667,13.3703333333,8.34953333333,3.98066666666,8.46606666667
346.72,7.41166666667,10.0016,9.30895333333,5.1122,6.80433333333,8.95913333333,13.4314,8.55173333334,4.12793333333,8.52846666667
347.08,7.4014,9.94933333334,9.31412000001,5.08986666667,6.838,8.89620000001,13.396,8.537,4.06446666667,8.50406666666
347.45,7.36506666667,9.92086666667,9.42737333333,5.1142,6.8574,8.92979999999,13.4402666667,8.5592,4.05733333333,8.47059999999
347.81,7.19766666667,9.815,9.36982666667,5.08466666667,6.87006666667,8.84899999999,13.3249333333,8.53053333334,3.99706666667,8.47273333334
348.18,7.2496,9.84520000001,9.42618,5.0774,6.90453333333,8.8132,13.3442666667,8.54724444444,4.03953333333,8.47786666668
348.54,7.39713333333,10.0122666667,9.60867333333,5.2276,7.041,8.95966666667,13.5358,8.69537777777,4.19686666667,8.69739999999
348.91,7.35146666667,9.93060000001,9.48288,5.17566666667,7.01333333333,8.76806666666,13.4379333333,8.62611111111,4.02293333333,8.56380000001
349.27,7.33,9.98080000001,9.48818666667,5.15946666667,7.07786666667,8.74860000001,13.4728666667,8.65413333334,4.0148,8.60679999999
349.64,7.42833333333,10.0754,9.57957333334,5.18813333333,7.16993333333,8.81286666666,13.5954,8.77195555556,4.10406666667,8.71753333333
350.00,7.72213333333,10.3356666667,9.74520666667,5.42913333333,7.43133333333,9.10906666667,13.8216,8.99224444445,4.3308,8.94993333335
350.37,7.6222,10.2560666667,9.64364666667,5.31173333333,7.36606666667,8.98419999999,13.7185333333,8.90233333333,4.18093333333,8.91773333333
350.73,7.572,10.1732666667,9.57976666667,5.2032,7.3356,8.8848,13.6894666667,8.80586666666,4.05586666667,8.82146666665
351.10,7.71386666667,10.4522,9.74004666666,5.30093333333,7.51646666667,9.05973333334,13.9392,8.98217777779,4.24093333333,8.96753333334
351.46,7.7152,10.5582,9.7445,5.28793333333,7.53386666667,9.11826666666,13.9962,8.9912,4.28073333333,9.00393333335
351.83,7.78673333333,10.6634666667,9.83738666668,5.31913333333,7.56733333333,9.19066666667,14.1133333333,9.04926666667,4.32993333333,9.00919999999
352.19,7.9126,10.828,10.0010866667,5.514,7.74799999999,9.35599999999,14.2884666667,9.23217777777,4.50426666667,9.10846666667
352.55,7.81993333333,10.7556666667,9.93649999999,5.43986666666,7.7148,9.2386,14.2855333333,9.24360000001,4.4188,8.98680000001
352.92,7.79753333333,10.8302666667,9.99526000001,5.45833333333,7.78073333334,9.31360000001,14.4128666667,9.25053333334,4.42953333333,8.98580000001
353.28,7.89733333333,11.0042666667,10.07894,5.5992,7.83940000001,9.40193333333,14.6037333333,9.35460000001,4.4718,9.07673333333
353.65,7.90213333333,11.0718,10.1173666667,5.64286666667,7.88679999999,9.40426666667,14.6532,9.42206666666,4.36586666667,9.01233333334
354.01,7.8592,10.973,10.1081866667,5.58873333333,7.84839999999,9.35566666666,14.6652666667,9.42151111111,4.29786666667,8.88199999999
354.38,8.00433333333,11.0974,10.2748866667,5.76,7.9906,9.5266,14.8942,9.56339999999,4.47013333333,8.96460000001
354.74,8.09193333333,11.2814666667,10.3979466667,5.83553333333,8.05739999999,9.58439999999,15.0409333333,9.69524444444,4.58546666667,9.06173333333
355.11,8.00466666667,11.1948,10.2686866667,5.793,7.952,9.53786666667,15.0067333334,9.61586666667,4.4674,8.92246666666
355.47,7.9496,11.0912,10.13292,5.70346666667,7.89813333333,9.45033333333,14.9631333334,9.59411111111,4.38133333333,8.80773333332
355.83,8.075,11.251,10.25156,5.8348,8.02673333334,9.56013333333,15.1354666667,9.74184444445,4.53193333333,8.9258
356.20,8.02386666667,11.2411333333,10.1390533333,5.74006666667,7.953,9.47560000001,15.1438,9.68862222222,4.45966666667,8.88626666667
356.56,8.02673333333,11.3310666667,10.1443,5.7352,7.9598,9.49473333334,15.1152,9.66664444444,4.42666666667,8.86953333333
356.93,7.84266666667,11.1392666667,9.9381,5.5226,7.74940000001,9.30533333333,14.9154,9.51428888888,4.24966666667,8.6116
357.29,7.81293333333,11.1482666667,9.94434,5.51286666667,7.77486666667,9.33793333333,14.9354666667,9.57222222222,4.2838,8.59466666667
357.66,7.85546666667,11.1932666667,10.0119466667,5.54093333333,7.83986666666,9.40419999999,14.9944666667,9.59593333333,4.4306,8.67113333335
358.02,7.82913333333,11.2476666667,10.0672733333,5.52053333333,7.84446666667,9.41146666667,15.0325333333,9.59473333332,4.4306,8.71093333333
358.38,7.74086666667,11.2306,10.0412333333,5.4464,7.77459999999,9.28019999999,14.9397333334,9.53991111112,4.34546666667,8.60366666667
358.75,7.7312,11.1474666667,10.0290066667,5.4406,7.7696,9.26413333333,14.9228666667,9.51966666666,4.3038,8.57113333333
359.11,7.86606666667,11.2892666667,10.2393266667,5.54153333333,7.91126666667,9.37173333334,15.0163333333,9.63102222222,4.4488,8.72180000001
359.48,8.13786666666,11.6471333333,10.6096866667,5.83059999999,8.20706666666,9.61226666666,15.3164,9.88571111112,4.68433333333,8.98386666667
359.84,8.11673333333,11.6512666667,10.5906066667,5.82526666666,8.22373333334,9.58926666667,15.3528666667,9.87566666667,4.59513333333,8.92566666667
360.20,8.12726666667,11.6533333333,10.6552866667,5.80226666666,8.2122,9.59953333333,15.3996,9.88204444444,4.57533333333,8.89793333333
360.57,8.13613333333,11.5986666667,10.6420466667,5.77766666667,8.18893333333,9.59393333334,15.4312666667,9.82955555555,4.5512,8.83099999999
360.93,8.26753333333,11.7556666667,10.7715733334,5.86733333334,8.28686666666,9.72653333333,15.523,9.90811111112,4.6614,8.96966666667
361.29,8.23666666667,11.7924666667,10.75822,5.79386666666,8.27993333333,9.70586666667,15.5246,9.86782222223,4.62686666667,8.89819999999
361.66,8.22666666667,11.8109333333,10.7458133333,5.80186666667,8.28426666667,9.72746666667,15.5914,9.87633333333,4.60046666667,8.89153333333
362.02,8.18566666667,11.7588666667,10.70142,5.75919999999,8.24986666667,9.6382,15.5537333333,9.83935555555,4.53133333333,8.81280000001
362.39,8.1428,11.7316,10.643,5.72093333333,8.25419999999,9.60906666666,15.5792,9.83466666667,4.5004,8.79973333334
362.75,8.12,11.7659333333,10.64046,5.67533333333,8.25033333333,9.60793333334,15.5954666667,9.81284444444,4.45866666667,8.74346666667
363.11,8.12446666667,11.8372,10.6450733333,5.69619999999,8.29460000001,9.63839999999,15.6846,9.86282222221,4.4456,8.77306666667
363.48,7.8956,11.6102,10.4268066667,5.47553333332,8.03353333333,9.44753333333,15.5154,9.68484444445,4.2364,8.53373333334
363.84,7.8418,11.5331333333,10.3852533333,5.3712,7.97533333334,9.37546666667,15.4244666666,9.63682222222,4.1918,8.43746666665
364.20,7.84853333333,11.5392666667,10.3766,5.4116,8.034,9.36239999999,15.4515333333,9.64140000001,4.1964,8.41019999999
364.57,7.83313333333,11.5478666667,10.38736,5.37173333333,8.0292,9.33026666667,15.4824666667,9.66731111112,4.1938,8.38906666667
364.93,7.82953333333,11.5242,10.41102,5.32566666667,7.99520000001,9.31040000001,15.5238666667,9.69611111111,4.1628,8.35166666667
365.29,7.9098,11.4967333334,10.4972066667,5.41566666667,8.03926666667,9.35353333333,15.5856666667,9.80728888889,4.198,8.4132
365.66,8.01626666667,11.6441333334,10.6191,5.52733333333,8.14433333333,9.40313333334,15.6568666667,9.90293333333,4.28093333333,8.47693333334
366.02,8.13933333333,11.8305333333,10.71168,5.63926666667,8.26386666666,9.51273333333,15.7740666667,10.0348888889,4.39533333333,8.58366666667
366.38,8.2728,11.9557333333,10.8602533333,5.77366666666,8.34986666666,9.65033333333,15.919,10.1869333333,4.52066666667,8.64419999999
366.75,8.39113333334,12.0821333333,11.0136066667,5.91633333334,8.44033333334,9.78533333334,16.0331333333,10.3219777778,4.69406666667,8.77233333333
367.11,8.38433333333,12.0194666667,11.0235066667,5.91666666666,8.37806666667,9.71780000001,15.9972666667,10.2854444445,4.7036,8.69993333333
367.47,8.5332,12.1582666667,11.1705,6.08833333333,8.584,9.79646666667,16.1008666667,10.4091333333,4.84933333333,8.78899999999
367.84,8.5956,12.2716,11.2718933333,6.16240000001,8.65206666667,9.84813333333,16.1996,10.4787333333,4.922,8.86146666665
368.20,8.51753333333,12.2245333333,11.2188333333,6.05986666667,8.5396,9.75379999999,16.1126666667,10.4188666667,4.86353333334,8.79313333334
368.56,8.57573333333,12.3452,11.3360933333,6.20086666666,8.67293333334,9.84353333333,16.2038,10.5354,4.96306666667,8.86679999999
368.93,8.62,12.5293333333,11.4542333333,6.302,8.78700000001,9.92906666666,16.34,10.6202222222,5.05526666667,8.93793333333
369.29,8.68893333333,12.646,11.5244866667,6.34439999999,8.87026666665,9.959,16.3989333333,10.6343555556,5.1312,8.96879999999
369.65,8.7708,12.7038,11.58282,6.36113333334,8.92326666665,10.0098,16.5027333333,10.7367555556,5.1656,9.01739999999
370.01,8.87466666667,12.8048666667,11.7236533333,6.4852,9.02526666667,10.0820666667,16.6322,10.8248444445,5.28186666667,9.11706666667
370.38,8.8542,12.8619333333,11.72448,6.47093333333,8.99320000001,10.0491333333,16.6891333334,10.7976444445,5.24873333333,9.10966666667
370.74,8.76053333333,12.8508,11.6539733333,6.38653333333,8.9726,9.96919999999,16.6686666667,10.7306666667,5.13746666667,9.04980000001
371.10,8.7522,12.9489333333,11.6551533333,6.39753333334,9.01913333332,9.97133333333,16.7402,10.7465111111,5.1088,9.06173333333
371.46,8.614,12.8688,11.5337466667,6.21753333334,8.88533333334,9.90553333334,16.6728,10.5856888889,4.9692,8.9778
371.83,8.7116,13.0184666667,11.68234,6.28966666667,8.94386666666,9.99993333333,16.8598666667,10.6786,5.0364,9.04873333333
372.19,8.88866666666,13.1888,11.8863466667,6.46800000001,9.11326666667,10.1483333333,17.1104,10.8621333333,5.15573333333,9.22526666667
372.55,8.98493333333,13.2846,11.9552933333,6.53846666667,9.15933333333,10.1816,17.2008666667,10.9453111111,5.20846666667,9.30506666668
372.92,9.07606666667,13.2938666667,12.0216333333,6.61506666667,9.21166666668,10.2232666667,17.2788,10.9975333333,5.2602,9.3476
373.28,9.00793333333,13.2352666667,11.9820133333,6.52926666666,9.12253333333,10.0966666667,17.2990666667,10.9733333333,5.20233333333,9.2866
373.64,8.98119999999,13.2416,12.03684,6.53613333333,9.13286666665,10.1022666667,17.347,10.9309111111,5.2108,9.29753333334
374.00,8.8752,13.1970666667,12.02782,6.46540000001,9.04939999999,10.0782666667,17.3575333333,10.9018666667,5.11006666667,9.19473333332
374.37,8.84446666667,13.1256,12.0332,6.43246666667,9.06799999999,10.0880666667,17.3322666667,10.8958222222,5.07833333333,9.15693333332
374.73,8.8952,13.1798,12.10642,6.43839999999,9.10693333333,10.123,17.4405333333,10.9481555556,5.12713333333,9.1546
375.09,8.94133333334,13.2202,12.1882333333,6.48133333334,9.15466666667,10.2053333333,17.5245333333,10.9854888889,5.19286666667,9.15146666667
375.45,9.09559999999,13.3550666667,12.3438466666,6.64706666666,9.28246666666,10.3082666667,17.7340666667,11.1507777778,5.28886666667,9.23033333334
375.81,9.06666666667,13.3752,12.28904,6.62053333333,9.31633333334,10.3182,17.7371333334,11.1354444444,5.3184,9.25026666667
376.18,8.99746666667,13.3618666667,12.2364,6.54979999999,9.265,10.3225333333,17.6916,11.0582888889,5.27113333334,9.15326666666
376.54,8.9346,13.3128666667,12.1845533333,6.47980000001,9.21060000001,10.2894666667,17.6808666667,11.0034888889,5.22733333333,9.08033333333
376.90,8.874,13.2868,12.14842,6.39666666667,9.13053333333,10.1892,17.6876,10.9595777778,5.14233333333,8.99926666667
377.26,8.8618,13.3612,12.17314,6.43966666667,9.13420000001,10.2070666667,17.7144,10.9268444445,5.1488,9.00826666666
377.63,8.8048,13.3425333333,12.1037333333,6.39533333333,9.10306666667,10.1745333333,17.6775333333,10.9110222222,5.11133333333,8.9182
377.99,8.927,13.4234666667,12.17228,6.42066666667,9.1756,10.2385333333,17.7534666667,10.9483777778,5.17573333333,8.98246666666
378.35,9.00686666666,13.5652666667,12.2226266667,6.4412,9.22926666666,10.2932,17.8656666667,11.0066,5.24986666667,9.02573333333
378.71,9.06993333333,13.6416,12.2890866667,6.54373333333,9.3144,10.3361333333,17.9468,11.0937111111,5.3,9.09953333334
379.07,9.04333333332,13.61,12.2741733333,6.51586666667,9.28146666668,10.2532,17.92,11.1132222222,5.25513333333,9.05233333333
379.44,8.99306666667,13.6130666667,12.2700933333,6.48746666667,9.26186666665,10.1986,17.9006,11.1125555556,5.25313333333,9.01746666667
379.80,8.98633333333,13.5951333333,12.2660866667,6.52739999999,9.21246666667,10.1122666667,17.9152666667,11.1361777778,5.17973333333,8.93513333333
380.16,8.87306666667,13.5352666667,12.2059733333,6.45113333333,9.12493333333,9.96846666667,17.886,11.0930444445,5.0724,8.83340000001
380.52,8.79353333333,13.5431333333,12.18934,6.3794,9.10386666667,9.87206666667,17.8954666667,11.0512,4.98566666667,8.79173333335
380.88,8.86066666667,13.6585333334,12.25758,6.48266666667,9.25213333335,9.96626666667,18.0445333333,11.1392666667,5.0716,8.90006666667
381.24,8.93613333333,13.7156666667,12.31764,6.5068,9.29879999999,10.0260666667,18.0894666667,11.1800444445,5.09673333333,8.93053333333
381.61,8.92673333333,13.7163333333,12.3770533333,6.48600000001,9.29799999999,10.0250666667,18.1683333333,11.1627555555,5.06606666667,8.91366666667
381.97,8.81373333333,13.6377333333,12.3026866667,6.42986666666,9.20446666667,9.9328,18.1272666667,11.1080888889,4.96426666667,8.80393333334
382.33,8.8444,13.6795333333,12.37522,6.46673333333,9.26613333333,9.9412,18.1980666667,11.1370888889,4.97106666667,8.83646666667
382.69,8.82546666667,13.6795333333,12.3767066667,6.43220000001,9.23706666667,9.92126666667,18.2045333333,11.0874888889,4.90693333333,8.77826666667
383.05,8.73413333333,13.6400666667,12.3117066667,6.3382,9.16300000001,9.87333333333,18.1822666667,10.9681777778,4.83593333333,8.7312
383.41,8.78393333333,13.709,12.3581333333,6.35953333333,9.20699999999,9.9072,18.2547333333,11.0089111111,4.85606666667,8.78686666666
383.77,8.8054,13.7675333333,12.4093933333,6.34133333333,9.2574,9.97286666667,18.3022666667,11.0011111111,4.8746,8.8152
384.14,8.97946666667,13.8868666667,12.5596666667,6.43613333333,9.40179999999,10.1437333333,18.4527333333,11.1202888889,5.00633333333,8.9256
384.50,9.10246666666,14.0086,12.6848066667,6.55306666666,9.50366666668,10.2772,18.5752,11.2510666667,5.0996,9.00613333333
384.86,9.05760000001,13.979,12.6171133333,6.50673333334,9.45626666667,10.2552666667,18.5216,11.2044888889,5.03833333333,8.92766666666
385.22,9.02513333333,13.9846,12.6141666667,6.5064,9.46939999999,10.2658666667,18.5645333333,11.2460222222,5.03706666667,8.8976
385.58,9.09479999999,14.0676,12.6328533333,6.56206666666,9.50173333333,10.2906,18.5900666667,11.3018222222,5.09906666667,8.92539999999
385.94,9.21673333333,14.2204666667,12.7849466667,6.70453333334,9.64999999999,10.4156666667,18.7521333333,11.4468888889,5.25573333333,9.07586666665
386.30,9.2796,14.266,12.8316333333,6.77039999999,9.68599999999,10.5007333333,18.7772,11.5007777778,5.3088,9.11373333334
386.66,9.32453333333,14.3320666667,12.9006866667,6.82513333333,9.7158,10.569,18.8456,11.5722444445,5.36553333333,9.1832
387.03,9.47846666668,14.4542,13.0400133333,6.97513333334,9.8646,10.6841333333,18.9764666667,11.7300888889,5.45626666667,9.26913333334
387.39,9.50533333334,14.4882,13.07336,7.00793333334,9.89073333333,10.7316666667,19.0724,11.7701555556,5.45206666667,9.27999999999
387.75,9.53606666667,14.5573333333,13.1389666667,7.0576,9.91600000001,10.7610666667,19.1197333333,11.8527111111,5.49606666667,9.31546666666
388.11,9.42046666667,14.4975333333,13.0256866667,7.00579999999,9.84133333335,10.6415333333,19.0611333333,11.7956222222,5.42326666667,9.24520000001
388.47,9.39186666665,14.5082666667,13.0190666667,6.99193333334,9.83406666667,10.6243333333,19.0492666667,11.7675777778,5.41746666667,9.21413333335
388.83,9.42333333334,14.5860666667,13.1001933333,7.03380000001,9.87739999999,10.65,19.1426666667,11.8506888889,5.45393333333,9.24586666667
389.19,9.4704,14.6644666667,13.1739666667,7.10146666666,9.92839999999,10.6630666667,19.2347333333,11.9180222222,5.48666666667,9.28293333333
389.55,9.49820000001,14.7332,13.2517466667,7.16606666667,10.0011333333,10.7079333333,19.3238666667,11.9461555555,5.51513333333,9.335
389.91,9.49733333334,14.7457333333,13.2311933333,7.16986666667,9.97773333333,10.6933333333,19.3431333333,11.9361555556,5.48573333333,9.28326666666
390.27,9.43799999999,14.7805333333,13.2334333333,7.13506666666,9.92766666665,10.6526,19.3927333333,11.9343111111,5.44573333333,9.24346666665
390.63,9.4564,14.8498666667,13.2565533334,7.1516,9.97200000001,10.6524666667,19.4748666667,11.9718,5.4648,9.23373333333
391.00,9.46540000001,14.9498,13.3204933333,7.18673333333,10.0060666667,10.6817333333,19.5970666667,12.0380666667,5.52266666666,9.278
391.36,9.44406666667,14.9971333333,13.3385666667,7.17913333334,10.0354,10.6545333333,19.6139333333,12.0429111111,5.53746666667,9.27253333334
391.72,9.33833333333,14.8971333333,13.2698266667,7.101,9.93659999999,10.5395333333,19.5374666667,11.9420444445,5.42666666667,9.15833333333
392.08,9.37720000001,14.9742666667,13.3748066667,7.14146666666,9.98073333335,10.5945333333,19.6281333333,11.9855333333,5.44553333333,9.16919999999
392.44,9.43846666667,15.0315333333,13.4495866667,7.19066666667,10.0416,10.6346666667,19.7172666667,12.0324666667,5.47866666667,9.2108
392.80,9.50353333333,15.1082666667,13.52942,7.25040000001,10.0800666667,10.6580666667,19.7879333333,12.0838666667,5.5432,9.25426666668
393.16,9.54346666666,15.1979333333,13.56574,7.25653333333,10.1178,10.707,19.8473333333,12.1001111111,5.57053333333,9.2924
393.52,9.60133333334,15.2781333333,13.6124866667,7.30259999999,10.1614666667,10.7521333333,19.9342666667,12.1850444445,5.60933333334,9.33193333335
393.88,9.58393333333,15.3094666667,13.6393933333,7.26446666667,10.1646666667,10.7488666667,19.9644666667,12.1688888889,5.57653333333,9.31846666665
394.24,9.57746666666,15.2904666667,13.6257,7.23620000001,10.1756666667,10.6982666667,19.9262666667,12.1228222222,5.55586666667,9.28666666667
394.60,9.50946666667,15.2633333333,13.5727066667,7.15926666666,10.1038666667,10.6131333333,19.8596,12.0545777778,5.4928,9.23359999999
394.96,9.46973333333,15.2086666667,13.52998,7.0702,10.0502666667,10.5174,19.8050666667,11.9568,5.39466666667,9.12966666667
395.32,9.47906666666,15.1960666667,13.53084,7.05553333333,10.0285333333,10.5378666667,19.7990666667,11.9405333333,5.37406666667,9.09366666667
395.68,9.61839999999,15.3342,13.64664,7.15833333334,10.1496666667,10.6726,19.9644,12.0590888889,5.48813333333,9.22280000001
396.04,9.72726666668,15.4522,13.73528,7.23499999999,10.2135333333,10.7686,20.062,12.1479555555,5.585,9.30526666668
396.40,9.77513333333,15.5606,13.79062,7.26753333334,10.2542666667,10.8338666667,20.1469333333,12.2095555555,5.60646666667,9.3152
396.76,9.76346666666,15.5775333334,13.81382,7.24413333333,10.2586666667,10.8492,20.1433333333,12.2031333333,5.58773333333,9.28686666667
397.12,9.69333333334,15.5022,13.7579333333,7.17973333333,10.1848666667,10.7512,20.1279333334,12.1487777778,5.4904,9.18886666667
397.48,9.65239999999,15.5032,13.7639133333,7.13993333333,10.1433333333,10.7398666667,20.1276666667,12.1313111111,5.47693333333,9.14459999999
