wavelength,Back_TiaCanm,Belly_TiaCanm,Breast_TiaCanm,Crissum_TiaCanm,Crown_TiaCanm,DorTail_TiaCanm,Patch10_TiaCanm,Rump_TiaCanm,Throat_TiaCanm,WingTip_TiaCanm
322.53,8.27093333333,8.84813333334,6.41,13.5656666667,7.00653333333,7.9554,4.0988,7.62306666667,8.31986666666,12.3698666667
322.90,8.50213333334,8.95673333334,6.358,13.6826,7.00633333333,8.08326666667,4.1684,7.73386666667,8.46853333334,12.5293333333
323.27,8.46446666666,8.89973333334,6.3566,13.5648666667,6.9582,7.86746666667,4.00086666667,7.6294,8.36986666667,12.3800666667
323.63,8.64486666666,9.06026666666,6.42413333333,13.7149333333,6.99,8.03413333333,4.1136,7.78713333333,8.43386666667,12.3992
324.00,8.62253333333,8.92466666667,6.2966,13.6968,6.82426666667,7.8164,3.986,7.74646666667,8.38380000001,12.2952
324.37,8.5888,8.82773333333,6.23786666667,13.7322666667,6.73066666666,7.67573333333,3.81013333333,7.6736,8.39893333333,12.1792
324.74,8.62193333334,8.90333333334,6.14733333333,13.7888,6.74526666667,7.7344,3.7988,7.65153333333,8.42946666666,12.1415333333
325.10,8.60466666666,8.92386666667,6.0504,13.8182,6.8042,7.7358,3.77086666667,7.5498,8.46506666667,12.0016666667
325.47,8.5038,8.70786666666,5.87206666667,13.7256666667,6.64686666667,7.70113333333,3.53526666667,7.3722,8.40466666667,11.8667333333
325.84,8.10526666667,8.28926666667,5.49826666667,13.4156,6.33393333333,7.33213333333,3.073,7.013,8.12693333333,11.4248
326.21,8.03426666667,8.33240000001,5.60866666667,13.4699333333,6.40133333333,7.3438,3.08133333333,7.01666666667,8.20740000001,11.2866666667
326.57,8.02366666667,8.17460000001,5.47406666666,13.5188,6.23473333333,7.21906666667,2.96066666667,6.87493333333,8.13433333333,10.9996666667
326.94,8.14593333334,8.28326666667,5.45413333333,13.623,6.31213333333,7.191,3.06553333333,6.87833333333,8.31386666667,10.9922
327.31,8.05560000001,8.28813333333,5.4644,13.6077333333,6.2514,7.1544,3.0656,6.88193333333,8.30533333333,10.8545333333
327.67,7.83000000001,7.97660000001,5.15633333333,13.3718666667,5.90473333333,6.91546666667,2.74093333333,6.5838,8.12106666667,10.6405333333
328.04,7.81973333333,7.79833333333,5.11553333333,13.2963333333,5.79453333333,6.77193333333,2.61833333333,6.5672,8.08886666667,10.4729333333
328.41,8.14853333333,8.00833333333,5.40806666667,13.5408666667,6.0264,7.0954,2.91826666667,6.86633333333,8.30466666667,10.7528
328.78,8.0012,7.81793333333,5.27026666667,13.4747333333,5.9556,6.91366666667,2.76473333333,6.76426666667,8.05106666666,10.5449333333
329.14,7.91293333334,7.765,5.13673333333,13.5218666667,5.76293333333,6.75173333333,2.614,6.6262,7.79933333334,10.4518666667
329.51,7.82353333333,7.73473333333,4.92293333333,13.5296,5.69773333333,6.64606666667,2.48526666666,6.6274,7.66446666667,10.3955333333
329.88,8.05113333333,8.03873333333,5.12013333333,13.77,5.9308,6.9932,2.69213333333,6.98266666667,7.90153333333,10.7972666667
330.24,7.98740000001,8.04180000001,5.21446666667,13.8508,5.9802,6.98606666667,2.62493333333,7.06733333333,7.83933333333,10.8898666667
330.61,7.79253333333,7.80920000001,4.89393333333,13.7324666667,5.84113333333,6.7212,2.32293333333,6.90813333333,7.6644,10.8044
330.98,7.87353333333,8.07313333334,5.05446666667,13.9046666667,6.07866666667,6.86826666667,2.5118,7.13406666667,7.72633333334,10.8404666667
331.34,7.51613333333,7.8812,4.74486666666,13.6550666667,5.82133333333,6.59446666667,2.28046666667,6.83773333333,7.47293333333,10.498
331.71,6.95886666667,7.55166666667,4.351,13.3272666667,5.37793333333,6.05593333333,1.85673333334,6.51046666667,7.1658,9.99493333332
332.08,6.90173333333,7.63346666667,4.23266666667,13.4116666667,5.33013333333,6.0638,1.90326666667,6.51193333333,7.24139999999,9.89446666667
332.44,7.10326666666,7.89813333334,4.4516,13.5537333333,5.5198,6.3362,2.24653333333,6.7708,7.54200000001,10.0324666667
332.81,7.37073333334,8.19579999999,4.772,13.8294666667,5.7896,6.60126666667,2.53513333333,7.00326666667,7.94766666667,10.2692666667
333.18,7.53613333333,8.4548,4.90306666667,14.0592666667,5.99746666667,6.68553333334,2.769,7.1316,8.1562,10.3620666667
333.54,7.68773333334,8.76240000001,5.0432,14.2186,6.21286666667,6.85826666667,2.9122,7.29146666667,8.3404,10.4119333333
333.91,8.06746666667,9.0856,5.36073333333,14.5939333333,6.4772,7.2532,3.31526666667,7.59566666667,8.65933333333,10.6776
334.28,7.85773333333,8.90153333334,5.07953333333,14.5245333333,6.31753333334,7.02466666667,3.03726666667,7.3576,8.60993333333,10.5154
334.64,8.06040000001,9.14826666667,5.3082,14.8438666667,6.54113333334,7.2326,3.16806666667,7.53686666667,8.85113333334,10.7385333333
335.01,8.26419999999,9.27726666666,5.40166666667,15.0796666667,6.75066666667,7.4732,3.21093333333,7.59386666667,8.99206666667,10.8766
335.38,8.38733333333,9.31086666666,5.54086666667,15.1491333333,6.85346666667,7.46386666667,3.3134,7.64033333333,9.08253333333,11.0678
335.74,8.30413333333,9.18886666667,5.5618,15.1100666667,6.82126666667,7.29886666667,3.19073333333,7.5722,8.96053333333,11.0481333333
336.11,8.0402,8.84740000001,5.32726666667,14.8759333333,6.595,7.0266,2.8702,7.32706666667,8.62393333333,10.7158
336.47,7.70746666667,8.3936,5.0654,14.6154,6.36093333333,6.69386666667,2.4316,6.95886666667,8.341,10.3786666667
336.84,7.56526666666,8.14120000001,4.94886666667,14.5292666667,6.236,6.5704,2.21093333333,6.7444,8.28140000001,10.2017333333
337.21,7.55999999999,8.15813333333,4.94713333333,14.5114,6.251,6.52746666667,2.13,6.72026666667,8.35259999999,10.2078
337.57,7.90413333333,8.43193333333,5.2322,14.853,6.49126666667,6.78353333333,2.43826666667,7.02733333333,8.60219999999,10.5812
337.94,7.81753333334,8.3078,5.12213333333,14.7994,6.38653333333,6.6684,2.34166666667,6.8702,8.51793333333,10.4662
338.31,7.67993333334,8.19733333333,4.98406666667,14.7288,6.2378,6.4582,2.2,6.74533333333,8.42433333333,10.3354
338.67,7.73746666666,8.38286666667,5.1288,14.8796666667,6.32466666667,6.62833333333,2.24326666667,6.82026666667,8.55133333333,10.3994
339.04,7.79133333334,8.42506666666,5.11073333333,15.0352,6.40113333333,6.68993333333,2.2492,6.82746666667,8.74666666667,10.3226666667
339.40,7.96046666666,8.59266666667,5.1358,15.1753333333,6.46586666667,6.772,2.3836,6.8724,8.84773333333,10.4676
339.77,7.96646666666,8.661,5.08973333333,15.2137333333,6.44006666666,6.701,2.45753333333,6.89493333333,8.82920000001,10.5317333333
340.14,8.09886666667,8.76746666666,5.15393333333,15.3713333333,6.50233333333,6.78433333333,2.6454,7.08566666667,8.92873333334,10.5976666667
340.50,7.96633333333,8.64333333334,5.0548,15.3246,6.3882,6.6698,2.56893333333,6.99173333333,8.77800000001,10.4488666667
340.87,7.89333333334,8.55886666666,5.00166666667,15.1623333333,6.3292,6.6084,2.54806666667,6.96633333333,8.77786666666,10.2380666667
341.23,8.00353333333,8.67026666667,5.05813333333,15.2854666667,6.45733333333,6.66526666667,2.68126666667,7.17573333333,8.88726666667,10.349
341.60,8.22106666667,8.82173333333,5.1864,15.476,6.6758,6.82386666667,2.8742,7.34893333333,9.02493333333,10.4435333333
341.96,8.24133333333,8.78186666667,5.16926666667,15.4955333333,6.706,6.80753333334,2.886,7.39633333333,9.1058,10.3688
342.33,8.42073333333,9.01486666667,5.3396,15.7052,6.88453333333,6.99966666667,3.0826,7.61306666667,9.26553333334,10.5657333333
342.70,8.38086666667,9.02353333333,5.36373333333,15.7358,6.84666666667,6.94953333333,3.13066666667,7.66306666667,9.35659999999,10.524
343.06,8.41893333333,9.18366666666,5.44746666667,15.894,6.87793333333,7.06873333333,3.16793333333,7.72266666667,9.49246666667,10.5336666667
343.43,8.27366666666,9.1182,5.20933333334,15.7847333333,6.64793333333,6.84066666667,2.99653333333,7.59333333333,9.31666666667,10.3696
343.79,8.59546666667,9.52806666667,5.48333333333,16.0671333333,7.02386666667,7.13586666667,3.2822,7.93793333333,9.70393333333,10.7114
344.16,8.77793333333,9.68306666666,5.67046666667,16.3106,7.17446666666,7.32153333333,3.408,8.08813333333,9.92226666666,10.8584666667
344.52,8.85633333333,9.88106666666,5.8012,16.4324,7.2752,7.42626666667,3.50573333333,8.14486666667,10.0323333333,10.8976666667
344.89,8.89433333334,9.90853333333,5.78533333333,16.5263333333,7.24973333333,7.44633333334,3.55366666667,8.19606666667,10.0875333333,10.9985333333
345.25,8.6714,9.77819999999,5.6268,16.4072666667,7.10893333333,7.29106666667,3.39973333333,8.02813333333,9.90699999999,10.794
345.62,8.42986666667,9.55293333333,5.3372,16.1982,6.8264,7.06853333334,3.1602,7.82706666667,9.71933333334,10.5322
345.99,8.62133333334,9.73280000001,5.46113333333,16.3969333333,6.99153333333,7.24893333333,3.24373333333,7.95713333333,9.88666666667,10.7261333333
346.35,8.72793333334,9.78266666667,5.47786666667,16.4878666667,7.0178,7.36353333333,3.2956,8.0272,9.99133333334,10.7918666667
346.72,9.0186,10.0818,5.82573333333,16.8524666667,7.3686,7.72686666667,3.55653333333,8.28593333333,10.3382,11.2074
347.08,8.93680000001,9.90599999999,5.66646666667,16.8076666667,7.1568,7.63726666667,3.46906666667,8.13813333333,10.2027333333,11.0417333333
347.45,8.74159999999,9.71739999999,5.42846666667,16.6207333333,6.98973333333,7.4034,3.32786666667,7.92233333333,9.95273333333,10.8960666667
347.81,8.85073333334,9.72946666665,5.521,16.7880666667,7.09106666667,7.4938,3.456,8.05913333333,10.0738666667,11.0879333333
348.18,8.81713333334,9.75966666665,5.61653333333,16.8306666667,7.08626666667,7.41713333333,3.38026666666,7.99173333333,10.0838,11.0480666667
348.54,9.05566666667,10.0367333333,5.8026,17.0686666667,7.22813333333,7.5416,3.4846,8.22286666667,10.3406,11.3042666667
348.91,9.20879999999,10.172,5.8988,17.2108,7.369,7.65813333333,3.51613333333,8.26366666667,10.4119333334,11.3938666667
349.27,9.18906666666,10.1581333333,5.86746666667,17.2142,7.4062,7.6586,3.4888,8.29766666667,10.3603333333,11.3710666667
349.64,9.03559999999,10.0241333333,5.75853333333,17.0260666667,7.29306666667,7.47966666667,3.31706666667,8.263,10.1812,11.1911333333
350.00,8.68486666667,9.67546666667,5.40126666667,16.6673333333,6.95866666667,7.08226666667,2.9834,7.92793333333,9.86786666667,10.7627333333
350.37,8.35386666666,9.44393333333,5.1384,16.4032,6.6906,6.67333333333,2.613,7.60173333333,9.56566666667,10.4344
350.73,8.48573333334,9.65053333333,5.33306666667,16.6247333333,6.85773333333,6.78973333333,2.79933333333,7.7962,9.70806666667,10.5208666667
351.10,8.31173333333,9.51659999999,5.14706666667,16.4942,6.64966666667,6.6142,2.58333333333,7.5748,9.53606666666,10.2575333333
351.46,8.33100000001,9.51973333334,5.0516,16.4456,6.6122,6.63293333333,2.62873333333,7.6194,9.51726666667,10.1912
351.83,8.23453333333,9.32333333333,4.847,16.3398666667,6.48846666667,6.5144,2.51853333333,7.43893333333,9.27540000001,10.0310666667
352.19,8.15920000001,9.2736,4.82013333333,16.2967333333,6.44946666667,6.40086666667,2.50446666667,7.40533333333,9.20326666666,9.92780000001
352.55,8.14839999999,9.28279999999,4.7806,16.4772666667,6.38173333333,6.3474,2.46986666667,7.37773333333,9.15939999999,9.85893333334
352.92,8.33593333333,9.47506666666,5.014,16.8043333333,6.5986,6.58353333333,2.75413333333,7.56733333333,9.39813333333,10.1224666667
353.28,8.43960000001,9.60266666667,5.1848,16.9926666667,6.63666666667,6.73173333333,2.86846666667,7.66873333333,9.51766666667,10.1636666667
353.65,8.53826666667,9.68733333333,5.3336,17.118,6.73893333333,6.8752,3.0084,7.85626666667,9.65293333334,10.1888666667
354.01,8.77086666667,9.89333333332,5.531,17.2838,6.88366666667,7.07033333333,3.183,8.0158,9.84246666666,10.3661333333
354.38,8.78106666667,9.94286666667,5.55126666667,17.2602,6.864,7.0342,3.14326666667,8.05566666667,9.88460000001,10.4341333333
354.74,8.97040000001,10.0807333333,5.73646666667,17.522,6.9674,7.22833333333,3.19886666667,8.23793333333,10.0549333333,10.6202666667
355.11,9.2476,10.3992666667,6.04773333333,17.7766666667,7.24313333333,7.48046666667,3.48733333333,8.50846666666,10.3536,10.8831333333
355.47,9.54186666667,10.6808,6.28986666667,18.1436,7.50873333333,7.79553333333,3.77246666667,8.7816,10.6662,11.297
355.83,9.70786666667,10.8257333333,6.45553333333,18.2329333333,7.67893333333,7.9264,3.9116,8.9222,10.8577333334,11.4519333333
356.20,9.78300000001,10.8841333333,6.48893333333,18.3018666667,7.73993333333,7.90366666667,3.91473333334,8.97673333333,10.8840666667,11.4735333333
356.56,9.8452,10.9062666667,6.42153333333,18.3215333333,7.78926666667,7.91506666666,3.91313333333,8.97106666667,10.807,11.5130666667
356.93,10.0223333333,11.0794,6.56833333333,18.5674,7.96886666667,8.122,4.0888,9.06233333334,10.9396666667,11.7394
357.29,10.0036666667,11.078,6.51926666667,18.6065333333,7.97473333333,8.14846666667,4.03313333333,9.103,10.9335333334,11.7233333333
357.66,10.1306,11.2256666667,6.60626666667,18.7844666667,8.14833333333,8.26906666667,4.12013333333,9.18426666667,10.9704666667,11.7933333333
358.02,10.1034666667,11.2878,6.5972,18.8096666667,8.22986666667,8.20206666667,4.14773333333,9.16586666666,10.9776,11.7710666667
358.38,9.99646666666,11.2260666667,6.509,18.8376,8.1494,8.108,4.08653333333,9.08126666667,10.8764,11.6674
358.75,9.80726666667,11.0766,6.3544,18.6887333334,7.9418,7.932,3.883,8.89506666667,10.6825333333,11.4396
359.11,9.67406666666,10.9554666667,6.22186666667,18.6184666667,7.80366666667,7.84593333333,3.71413333333,8.771,10.5703333333,11.3587333333
359.48,9.60826666667,10.9593333333,6.17913333333,18.6649333333,7.74813333333,7.8462,3.6846,8.68246666667,10.5264666667,11.3363333333
359.84,9.68986666667,11.0928666667,6.37486666667,18.7992666667,7.8518,7.97893333333,3.78133333333,8.7966,10.7041333333,11.4164666667
360.20,9.68273333333,11.0683333333,6.40466666667,18.8602666667,7.80273333333,7.94693333333,3.74413333333,8.80693333333,10.6566666667,11.3589333333
360.57,9.45953333334,10.8498666667,6.17,18.7578666667,7.5822,7.7156,3.5298,8.5614,10.4138,11.1637333333
360.93,9.43406666667,10.8186666667,6.1276,18.8148,7.5364,7.68733333333,3.55526666667,8.5428,10.3923333333,11.1476666667
361.29,9.44493333334,10.8857333333,6.13473333333,18.9165333333,7.54626666667,7.75,3.57153333333,8.5784,10.3982666667,11.1845333333
361.66,9.40526666667,10.8623333333,6.1356,18.926,7.5064,7.7438,3.5306,8.5224,10.3615333333,11.1750666667
362.02,9.37106666667,10.8911333333,6.1224,18.9420666667,7.51453333333,7.71273333333,3.53426666667,8.5428,10.3861333333,11.1583333333
362.39,9.32613333333,10.9351333333,6.10926666667,18.9636666667,7.534,7.6828,3.5662,8.54326666667,10.3678666667,11.0903333333
362.75,9.33400000001,11.0035333333,6.09373333333,18.9687333333,7.56566666667,7.6598,3.55013333333,8.58846666667,10.3445333333,11.055
363.11,9.33086666667,11.0189333334,6.0854,19.0570666667,7.6104,7.634,3.5494,8.62406666667,10.2996666667,11.0956
363.48,9.34779999999,11.1373333333,6.05086666667,19.1877333333,7.71773333333,7.65773333333,3.54533333333,8.70066666667,10.3515333333,11.2464
363.84,9.29346666666,11.1285333334,6.01133333333,19.1895333333,7.6956,7.64533333333,3.4842,8.67686666667,10.3386,11.1746
364.20,9.24933333333,11.0524666667,5.98126666667,19.1613333333,7.62533333333,7.61526666667,3.40453333333,8.62733333333,10.2698666667,11.0792666667
364.57,9.2642,10.9788,5.95353333333,19.1366666667,7.58806666667,7.5554,3.43533333333,8.5792,10.2128,11.0581333333
364.93,9.31173333333,11.0243333333,5.94406666667,19.2383333333,7.66113333333,7.5486,3.43426666667,8.6602,10.2394666667,11.0774
365.29,9.54066666666,11.1925333333,6.13566666667,19.4444666667,7.88353333333,7.72806666667,3.56953333333,8.84246666667,10.3534666667,11.2092
365.66,9.588,11.2044,6.17006666666,19.5244666667,7.91153333333,7.76953333333,3.56366666667,8.84953333333,10.345,11.2634
366.02,9.50353333333,11.0027333333,6.0138,19.4345333334,7.78766666667,7.64186666667,3.40306666667,8.69866666667,10.196,11.1626
366.38,9.32253333333,10.8514,5.80326666667,19.3097333333,7.62853333334,7.44313333333,3.21853333333,8.5142,10.0411333333,10.9880666667
366.75,9.2312,10.7652,5.72666666667,19.1362,7.4744,7.29513333333,3.19113333333,8.34806666667,9.93700000001,10.7838
367.11,9.30926666667,10.9083333333,5.79613333333,19.262,7.5646,7.291,3.2724,8.40673333333,10.0102,10.8620666667
367.47,9.19026666666,10.8749333333,5.64373333333,19.2099333333,7.51926666667,7.16853333333,3.1414,8.31633333333,9.94119999999,10.8148666667
367.84,9.06273333333,10.8246,5.51493333333,19.1194,7.44153333333,7.03113333333,2.95046666666,8.22266666667,9.86346666666,10.692
368.20,9.08926666666,10.8803333333,5.52286666667,19.1259333333,7.4472,7.06233333333,2.95406666667,8.2016,9.8876,10.7157333333
368.56,8.93553333334,10.7912666667,5.373,19.1028666667,7.3384,6.91566666667,2.8416,8.0626,9.75473333334,10.6256
368.93,8.79033333333,10.6496666667,5.21706666667,19.0263333333,7.2448,6.76886666667,2.71073333333,7.9442,9.59286666667,10.4532
369.29,8.95286666667,10.8768,5.40633333333,19.2394666667,7.37386666667,6.94293333333,2.91366666667,8.09,9.76966666667,10.6278
369.65,9.10333333334,11.0090666667,5.51793333333,19.4037333333,7.4642,7.12106666667,3.08413333333,8.2024,9.90873333334,10.7514666667
370.01,9.14999999999,11.0680666667,5.6004,19.5469333333,7.56386666667,7.2228,3.07333333333,8.2964,9.92426666666,10.8321333333
370.38,9.10699999999,11.0146,5.60753333333,19.5546,7.53173333333,7.24433333333,3.04713333333,8.28253333333,9.85580000001,10.8188666667
370.74,9.26413333334,11.2043333333,5.78373333333,19.7752666667,7.67766666667,7.3982,3.2202,8.44566666667,9.93033333333,10.9526666667
371.10,9.21946666666,11.1808,5.74873333333,19.8115333333,7.68086666667,7.40533333333,3.19173333333,8.4394,9.84040000001,10.9181333333
371.46,9.19993333333,11.1907333333,5.75353333333,19.8670666667,7.69066666667,7.42226666667,3.20546666667,8.46406666667,9.75053333334,10.8561333333
371.83,9.19073333333,11.1688666667,5.74273333333,19.8618,7.64773333333,7.39933333333,3.234,8.458,9.66646666667,10.8330666667
372.19,9.28413333333,11.3355333333,5.80173333333,20.0159333333,7.7172,7.4662,3.30273333334,8.52933333333,9.72333333334,10.9291333333
372.55,9.22826666666,11.3446666667,5.77226666667,20.0518666667,7.70753333333,7.4128,3.24406666667,8.4764,9.63953333333,10.8318
372.92,9.0922,11.2647333333,5.6876,19.9630666667,7.6106,7.28053333333,3.14853333333,8.3472,9.43060000001,10.7172666667
373.28,9.14866666666,11.3886666666,5.701,20.0852666667,7.62793333333,7.3228,3.209,8.38706666667,9.44373333333,10.7240666667
373.64,9.19919999999,11.4526666667,5.7284,20.1769333333,7.67746666667,7.33006666667,3.271,8.42606666667,9.3794,10.7671333333
374.00,9.10253333334,11.3984,5.67173333333,20.1019333333,7.60426666667,7.25926666667,3.2006,8.3672,9.25586666666,10.6183333333
374.37,9.11313333333,11.4119333333,5.69466666667,20.2188,7.59846666667,7.26546666667,3.25006666667,8.33986666667,9.21133333334,10.6051333333
374.73,9.19400000001,11.5254,5.76393333333,20.3872666667,7.67166666666,7.3044,3.34666666667,8.42613333333,9.26799999999,10.741
375.09,9.2248,11.6680666667,5.80326666667,20.5453333333,7.7472,7.4182,3.34933333333,8.48073333333,9.32706666667,10.8145333333
375.45,9.25873333333,11.7438,5.86826666667,20.692,7.78846666667,7.49966666667,3.44453333333,8.52486666667,9.32093333333,10.8790666667
375.81,9.23106666667,11.7147333333,5.8344,20.7602666667,7.76653333333,7.4648,3.4304,8.52373333333,9.24999999999,10.8795333333
376.18,9.27513333333,11.7729333333,5.8546,20.8876666667,7.84893333333,7.44566666667,3.44046666667,8.58706666667,9.25886666666,10.9030666667
376.54,9.20873333334,11.7222,5.826,20.9175333333,7.82006666667,7.37313333333,3.41366666667,8.5272,9.17479999999,10.8536666667
376.90,9.2576,11.8248666667,5.8922,21.0240666667,7.896,7.47586666667,3.45246666667,8.55773333333,9.2302,10.9210666667
377.26,9.4094,11.9626,6.0594,21.2172666667,8.0736,7.59026666667,3.63946666667,8.65046666667,9.34073333333,11.1341333333
377.63,9.50646666667,12.1199333333,6.21286666667,21.388,8.20566666667,7.71033333333,3.76306666667,8.75926666667,9.4212,11.2918
377.99,9.43013333334,12.0291333333,6.14726666667,21.3631333333,8.12753333333,7.62446666667,3.65186666667,8.67173333333,9.31533333334,11.2302666667
378.35,9.41446666667,12.0048666667,6.1362,21.3778,8.1214,7.56333333333,3.66913333333,8.63913333333,9.21760000001,11.1909333333
378.71,9.42146666666,11.9921333333,6.1692,21.3825333333,8.12233333333,7.52726666667,3.66526666667,8.6408,9.14799999999,11.1849333333
379.07,9.4194,12.032,6.17013333333,21.4303333333,8.1538,7.53726666667,3.70813333333,8.63213333333,9.11613333333,11.1654
379.44,9.40679999999,12.045,6.21413333333,21.5121333333,8.12066666667,7.55786666667,3.72566666667,8.604,9.08313333334,11.1617333333
379.80,9.34726666666,11.9516,6.14673333333,21.4699333333,8.0724,7.48806666667,3.6542,8.50366666667,8.97739999999,11.0386
380.16,9.33846666667,11.9545333333,6.101,21.5196666667,8.03786666667,7.4164,3.66373333333,8.4576,8.93193333334,11.0024666667
380.52,9.34493333334,11.9736666667,6.08253333333,21.6186666667,8.04873333333,7.44853333333,3.66866666667,8.473,8.903,10.9712
380.88,9.37486666667,12.0066666667,6.10733333333,21.6586666667,8.05846666667,7.4368,3.6856,8.4842,8.89153333333,10.9669333333
381.24,9.47853333333,12.1919333333,6.21606666667,21.8521333333,8.17393333333,7.56026666667,3.82666666667,8.5924,8.95693333334,11.0876666667
381.61,9.45960000001,12.1653333333,6.2446,21.843,8.16506666667,7.52546666667,3.83713333333,8.56553333333,8.91139999999,11.0462666667
381.97,9.39293333333,12.1106,6.18166666667,21.8059333334,8.0984,7.4644,3.76506666667,8.4792,8.83866666667,10.9906666667
382.33,9.40033333334,12.1272,6.17006666667,21.8595333333,8.11106666667,7.49126666667,3.72086666667,8.49846666667,8.7946,11.0376
382.69,9.35846666666,12.1402666667,6.12973333333,21.8822,8.15146666667,7.46526666667,3.69886666667,8.47806666667,8.76460000001,11.0518666667
383.05,9.38873333334,12.2139333334,6.1434,21.9803333333,8.18073333333,7.51793333333,3.71233333333,8.52906666667,8.75040000001,11.1345333333
383.41,9.3248,12.14,6.13886666667,21.9919333333,8.14226666667,7.50293333333,3.64646666667,8.49173333333,8.6402,11.0984666667
383.77,9.26173333333,12.1075333333,6.08593333333,21.9293333333,8.09513333333,7.47326666667,3.5794,8.41766666667,8.57753333334,11.0733333333
384.14,9.17886666666,12.0328666667,6.00073333333,21.8751333333,8.05053333333,7.40966666667,3.51353333333,8.32426666667,8.46393333333,10.9732666667
384.50,9.06613333333,11.8774666667,5.87153333333,21.7548666667,7.928,7.2702,3.39506666667,8.15046666666,8.33306666667,10.8163333333
384.86,9.05566666667,11.8749333333,5.84146666667,21.8011333334,7.87506666667,7.245,3.39653333333,8.0964,8.30719999999,10.7782666667
385.22,9.08319999999,11.9541333333,5.874,21.9092,7.94033333333,7.2822,3.4698,8.1558,8.34673333334,10.8160666667
385.58,9.07126666667,11.9757333333,5.8882,21.9541333333,7.952,7.31633333333,3.50913333333,8.15173333333,8.36366666667,10.7885333333
385.94,9.18226666667,12.0892,5.9764,22.0722666667,7.99533333333,7.3928,3.59546666667,8.21973333333,8.4098,10.796
386.30,9.14113333334,12.0536666667,5.96313333333,22.0036666667,7.9718,7.36566666667,3.61546666667,8.188,8.38100000001,10.7338
386.66,9.17673333333,12.1139333333,5.97013333333,22.0686666666,7.995,7.37993333333,3.6614,8.22833333333,8.4302,10.7524
387.03,9.15446666667,12.1470666667,5.96913333333,22.1313333333,7.939,7.3798,3.66726666667,8.2122,8.41033333333,10.6902666667
387.39,9.113,12.1872,5.9678,22.2112,7.9096,7.40846666667,3.6732,8.20766666667,8.38946666667,10.7190666667
387.75,9.06739999999,12.2034666667,5.96693333333,22.2587333333,7.90193333333,7.39466666667,3.64713333333,8.20613333334,8.34253333334,10.7073333333
388.11,9.11886666667,12.2934666667,5.9992,22.4145333334,7.9742,7.4632,3.65453333333,8.28693333333,8.35673333334,10.8030666667
388.47,9.13259999999,12.3032,6.0108,22.4664666667,7.9814,7.46493333333,3.6616,8.252,8.31293333333,10.7997333333
388.83,9.20806666666,12.3584666667,6.0656,22.5385333333,8.04146666666,7.4758,3.72053333334,8.27833333333,8.3038,10.8655333333
389.19,9.1644,12.319,6.01373333333,22.5916,8.01373333333,7.4094,3.693,8.244,8.23526666666,10.8684666667
389.55,9.21940000001,12.4069333333,6.05553333333,22.7684,8.08073333333,7.42593333333,3.71166666667,8.2626,8.2614,10.9628666667
389.91,9.2724,12.5106,6.15333333333,22.9371333334,8.2016,7.49946666667,3.77913333333,8.30213333333,8.32646666666,11.0667333333
390.27,9.30406666666,12.5662,6.18693333333,23.073,8.27526666667,7.48006666667,3.80913333333,8.3282,8.31066666667,11.1418
390.63,9.38273333333,12.6698,6.27213333333,23.215,8.38946666667,7.5262,3.88746666667,8.4144,8.3966,11.2180666667
391.00,9.47126666667,12.7710666667,6.33606666667,23.3558666667,8.50186666667,7.5938,3.96446666667,8.52253333333,8.46093333333,11.3168666667
391.36,9.44566666666,12.7693333333,6.33246666667,23.3779333333,8.5146,7.5398,3.92946666667,8.48533333333,8.41580000001,11.3095333333
391.72,9.45693333333,12.7868,6.36973333333,23.4437333334,8.55986666667,7.5622,3.9664,8.527,8.42366666666,11.3646
392.08,9.4028,12.8048666667,6.34953333333,23.4952666667,8.5366,7.49926666667,3.91286666666,8.47293333333,8.35919999999,11.348
392.44,9.40799999999,12.8752666667,6.38586666667,23.5404666667,8.59053333333,7.54213333333,3.93846666667,8.4962,8.35626666667,11.3999333333
392.80,9.44233333333,12.9243333333,6.45266666667,23.6821333333,8.65006666667,7.60833333334,3.9988,8.53966666666,8.35239999999,11.4465333333
393.16,9.30779999999,12.8231333333,6.3196,23.6020666667,8.51993333333,7.4674,3.86593333333,8.42546666667,8.19060000001,11.3074666667
393.52,9.27359999999,12.7833333333,6.29806666667,23.6283333333,8.4956,7.45186666667,3.83973333333,8.38173333333,8.14700000001,11.2754
393.88,9.14553333334,12.6326,6.1704,23.505,8.35226666666,7.31806666667,3.71226666667,8.217,7.94446666667,11.1320666667
394.24,9.02926666667,12.5788,6.11486666667,23.4886,8.25353333333,7.24746666667,3.6466,8.0734,7.83726666667,11.0410666667
394.60,8.95746666666,12.5639333333,6.06093333333,23.4728666667,8.20613333333,7.23433333333,3.629,8.01753333333,7.77186666667,11.0038666667
394.96,8.91573333333,12.5782,6.0468,23.4923333333,8.1826,7.201,3.61546666667,7.96913333333,7.72100000001,10.9508
395.32,8.91693333334,12.6324666667,6.09313333333,23.5232666667,8.18846666667,7.2572,3.66906666667,7.99146666667,7.73719999999,10.9548
395.68,8.90686666667,12.6241333333,6.1138,23.5538,8.159,7.26733333334,3.65933333333,7.97113333333,7.67419999999,10.9384
396.04,8.828,12.612,6.05313333333,23.5144,8.1006,7.1812,3.58313333333,7.9468,7.57079999999,10.8369333333
396.40,8.87966666667,12.6992666667,6.11526666667,23.5918666667,8.18693333333,7.26053333333,3.67893333333,8.00286666667,7.55340000001,10.901
