wavelength,Back_SalAtpm,Belly_SalAtpm,Breast_SalAtpm,Crissum_SalAtpm,Crown_SalAtpm,DorTail_SalAtpm,Patch10_SalAtpm,Patch11_SalAtpm,Rump_SalAtpm,Throat_SalAtpm,WingTip_SalAtpm
377.63,4.604733333,22.75766667,17.4206,7.2874,3.7778,5.6718,21.7084,4.532,5.357733333,25.38326667,8.769533333
377.99,4.672933333,22.88706667,17.5226,7.413666667,3.875833333,5.7534,21.85146667,4.644266667,5.464733333,25.55033333,8.8449
378.35,4.676,22.95436667,17.6184,7.432,3.8664,5.791733333,21.91966667,4.6604,5.4828,25.66013333,8.853533333
378.71,4.6052,22.98006667,17.62516667,7.446933333,3.826466667,5.7454,21.93226667,4.6464,5.441733333,25.64933333,8.808933333
379.07,4.576866667,23.0159,17.6389,7.467,3.817066667,5.7046,21.96646667,4.6416,5.450266667,25.61666667,8.774433333
379.44,4.533466667,23.02186667,17.58966667,7.408333333,3.739233333,5.603466667,21.9954,4.5706,5.393,25.64486667,8.706566667
379.8,4.436666667,23.05443333,17.54903333,7.386866667,3.634933333,5.502133333,22.0064,4.540066667,5.304866667,25.66606667,8.6599
380.16,4.455066667,23.1357,17.6474,7.464866667,3.6658,5.523266667,22.10306667,4.543533333,5.351533333,25.7554,8.7384
380.52,4.5162,23.25526667,17.69713333,7.509466667,3.718633333,5.572533333,22.16153333,4.575066667,5.396266667,25.8768,8.784866667
380.88,4.508466667,23.30786667,17.74653333,7.503933333,3.745733333,5.528,22.18953333,4.531133333,5.3626,25.9672,8.758266667
381.24,4.455133333,23.3181,17.7184,7.465333333,3.7323,5.418066667,22.1512,4.488466667,5.3104,25.987,8.6939
381.61,4.524733333,23.39503333,17.74756667,7.4758,3.790566667,5.444266667,22.245,4.531333333,5.335266667,26.10153333,8.6941
381.97,4.521266667,23.41723333,17.76456667,7.427666667,3.739733333,5.427933333,22.2476,4.497933333,5.286733333,26.12066667,8.695466667
382.33,4.462533333,23.43126667,17.74236667,7.384333333,3.672166667,5.333133333,22.26146667,4.4366,5.195333333,26.12673333,8.620533333
382.69,4.487133333,23.52566667,17.83056667,7.389733333,3.686866667,5.344,22.33313333,4.471733333,5.189066667,26.25026667,8.635933333
383.05,4.535,23.6672,17.91703333,7.421333333,3.741833333,5.4098,22.47246667,4.492933333,5.199866667,26.42693333,8.6925
383.41,4.570733333,23.73586667,18.05563333,7.501333333,3.798533333,5.511133333,22.58353333,4.527666667,5.2544,26.58366667,8.756666667
383.77,4.624133333,23.7953,18.1557,7.540133333,3.834933333,5.564466667,22.6856,4.5414,5.2986,26.66853333,8.762066667
384.14,4.6214,23.82286667,18.1786,7.589266667,3.846233333,5.596733333,22.747,4.5472,5.3208,26.73706667,8.7697
384.5,4.547266667,23.8299,18.14096667,7.543933333,3.795033333,5.558733333,22.71673333,4.483533333,5.268866667,26.70946667,8.672833333
384.86,4.605333333,23.9157,18.21216667,7.589066667,3.793866667,5.6212,22.81546667,4.524133333,5.331066667,26.82686667,8.7201
385.22,4.6364,24.07663333,18.32193333,7.61,3.827533333,5.7032,22.95093333,4.5776,5.394266667,26.95626667,8.812866667
385.58,4.570733333,24.09353333,18.3547,7.579933333,3.831966667,5.661866667,22.94326667,4.551933333,5.389,26.9842,8.797366667
385.94,4.6006,24.22333333,18.47096667,7.643466667,3.8729,5.6816,23.07086667,4.618,5.4612,27.09866667,8.8306
386.3,4.677466667,24.3203,18.6041,7.713466667,3.9544,5.781466667,23.1744,4.724666667,5.5494,27.21186667,8.913166667
386.66,4.6852,24.4059,18.68333333,7.783066667,3.982466667,5.872333333,23.26446667,4.742066667,5.608533333,27.26126667,8.9279
387.03,4.7052,24.50913333,18.80026667,7.8196,4.001833333,5.916733333,23.32686667,4.792466667,5.641066667,27.3024,8.934733333
387.39,4.7016,24.57076667,18.81443333,7.828266667,3.9842,5.889333333,23.408,4.767533333,5.605666667,27.37846667,8.9172
387.75,4.735933333,24.6553,18.93246667,7.8978,4.042933333,5.9594,23.505,4.801666667,5.659866667,27.48706667,8.984566667
388.11,4.683266667,24.7043,18.9578,7.825533333,3.999733333,5.915,23.5548,4.7858,5.606066667,27.5002,8.957666667
388.47,4.709133333,24.76923333,19.0807,7.857,4.0118,5.956,23.62853333,4.831933333,5.617533333,27.56033333,8.9872
388.83,4.630933333,24.78483333,19.11436667,7.852333333,3.966166667,5.9144,23.63326667,4.803333333,5.564333333,27.52573333,8.947666667
389.19,4.5828,24.78523333,19.11033333,7.860066667,3.9178,5.880533333,23.64586667,4.755866667,5.491933333,27.50113333,8.869233333
389.55,4.556266667,24.8544,19.1397,7.866133333,3.879766667,5.8828,23.75406667,4.712933333,5.435533333,27.54286667,8.842633333
389.91,4.508,24.8792,19.12436667,7.837733333,3.854033333,5.8656,23.786,4.6682,5.368066667,27.57753333,8.800066667
390.27,4.477333333,24.95546667,19.13736667,7.825466667,3.849233333,5.851133333,23.85446667,4.649266667,5.325933333,27.6302,8.7752
390.63,4.483066667,25.04503333,19.1787,7.8322,3.864533333,5.819666667,23.91153333,4.659666667,5.305533333,27.717,8.785833333
391,4.474466667,25.09176667,19.1893,7.8542,3.915933333,5.8188,23.98293333,4.681266667,5.325333333,27.80633333,8.829166667
391.36,4.458133333,25.17326667,19.21346667,7.846133333,3.9001,5.821266667,24.0066,4.699333333,5.327333333,27.81226667,8.812
391.72,4.490266667,25.26976667,19.2207,7.899466667,3.920833333,5.840933333,24.06686667,4.7484,5.3238,27.88386667,8.807366667
392.08,4.485533333,25.3338,19.2338,7.9034,3.919633333,5.821,24.09373333,4.717066667,5.295333333,27.9602,8.807333333
392.44,4.468733333,25.39416667,19.2362,7.9118,3.950433333,5.782933333,24.1968,4.7114,5.283,28.0504,8.840933333
392.8,4.462066667,25.48083333,19.25026667,7.9014,3.962633333,5.763133333,24.2504,4.693533333,5.272866667,28.155,8.842566667
393.16,4.460866667,25.56083333,19.27513333,7.909466667,3.971533333,5.733133333,24.28513333,4.6994,5.2722,28.2162,8.8708
393.52,4.472933333,25.66176667,19.3352,7.938066667,3.9811,5.755,24.3616,4.734,5.274266667,28.27106667,8.921233333
393.88,4.503266667,25.71976667,19.37353333,7.973,4.0167,5.781133333,24.43453333,4.758533333,5.2848,28.34213333,8.950866667
394.24,4.488266667,25.76453333,19.38343333,7.9766,4.013766667,5.7776,24.492,4.7502,5.2798,28.36846667,8.972133333
394.6,4.4866,25.8259,19.41953333,7.9814,3.9882,5.773533333,24.55446667,4.749133333,5.2692,28.40273333,8.939666667
394.96,4.4468,25.8205,19.39306667,7.939666667,3.913133333,5.746866667,24.5204,4.6992,5.203933333,28.4094,8.885633333
395.32,4.438066667,25.87813333,19.43793333,7.9432,3.935066667,5.733333333,24.59533333,4.708,5.1808,28.50326667,8.9043
395.68,4.3614,25.8851,19.43853333,7.8872,3.913766667,5.661266667,24.57366667,4.6558,5.115533333,28.51486667,8.892333333
396.04,4.371933333,25.95596667,19.48396667,7.935933333,3.923966667,5.6832,24.6148,4.7022,5.138333333,28.57873333,8.8826
396.4,4.3754,26.05833333,19.56673333,7.995733333,3.939266667,5.744333333,24.73953333,4.722266667,5.146533333,28.6586,8.917266667
396.76,4.4018,26.16046667,19.65656667,8.091066667,3.9912,5.806866667,24.86206667,4.786933333,5.179066667,28.76113333,8.975766667
397.12,4.406733333,26.21466667,19.72833333,8.108066667,3.998666667,5.849066667,24.95353333,4.804533333,5.182333333,28.86686667,8.9837
397.48,4.429266667,26.28186667,19.7952,8.1496,4.048066667,5.895933333,24.99926667,4.8454,5.2086,28.98413333,9.011366667
397.84,4.386933333,26.33903333,19.8521,8.169133333,4.045933333,5.8662,25.02333333,4.839533333,5.191066667,29.01206667,8.9817
398.2,4.3702,26.40743333,19.90456667,8.200666667,4.036166667,5.844866667,25.0662,4.807266667,5.181866667,29.09526667,8.940933333
398.56,4.346533333,26.45793333,19.92566667,8.213733333,4.056733333,5.846,25.141,4.7962,5.163733333,29.15526667,8.9541
398.92,4.347266667,26.5766,20.0046,8.264,4.120433333,5.8688,25.24826667,4.824933333,5.170933333,29.26266667,9.010433333
399.28,4.350733333,26.68476667,20.05623333,8.328933333,4.155666667,5.8836,25.3208,4.847333333,5.201866667,29.31413333,9.040133333
399.64,4.373,26.75413333,20.11553333,8.374333333,4.1795,5.927266667,25.41693333,4.895,5.235133333,29.3888,9.0577
400,4.396933333,26.8437,20.21056667,8.432333333,4.253666667,5.9808,25.50113333,4.929133333,5.262733333,29.47746667,9.095233333
400.36,4.397933333,26.88193333,20.23863333,8.436866667,4.254666667,5.945466667,25.5142,4.950533333,5.2676,29.55433333,9.079833333
400.72,4.3592,26.89653333,20.21136667,8.3542,4.188866667,5.896133333,25.47866667,4.894333333,5.1782,29.53313333,9.0198
401.08,4.367533333,26.9762,20.23393333,8.3868,4.1939,5.917466667,25.56286667,4.910266667,5.177,29.57906667,9.024866667
401.44,4.329933333,27.0516,20.2709,8.403933333,4.169833333,5.866733333,25.623,4.8728,5.144266667,29.62166667,8.9987
401.8,4.2906,27.13616667,20.2925,8.395933333,4.144,5.842733333,25.70626667,4.856133333,5.118933333,29.729,9.0248
402.16,4.2918,27.2498,20.33303333,8.4038,4.149566667,5.8682,25.79273333,4.8722,5.123133333,29.8126,9.052466667
402.52,4.318066667,27.32726667,20.41813333,8.443066667,4.167733333,5.888466667,25.87613333,4.908533333,5.136666667,29.91026667,9.0877
402.88,4.366266667,27.4155,20.47536667,8.482666667,4.177566667,5.912333333,25.96486667,4.959066667,5.159866667,30.0262,9.121
403.24,4.358533333,27.4539,20.48786667,8.466866667,4.179466667,5.928,25.98713333,4.961533333,5.149466667,30.0648,9.1047
403.6,4.361333333,27.55743333,20.5348,8.475133333,4.188333333,5.934333333,26.079,4.953733333,5.150933333,30.13593333,9.1003
403.95,4.334533333,27.66213333,20.6066,8.488933333,4.166133333,5.940866667,26.17786667,4.9486,5.152066667,30.22046667,9.115666667
404.31,4.318066667,27.6971,20.60876667,8.501533333,4.144733333,5.937933333,26.1878,4.925466667,5.126066667,30.2388,9.0955
404.67,4.315333333,27.78153333,20.66916667,8.546533333,4.164333333,5.921,26.312,4.926333333,5.1594,30.3128,9.0951
405.03,4.228333333,27.79353333,20.66846667,8.529466667,4.110833333,5.846066667,26.34206667,4.858333333,5.093133333,30.3314,9.032466667
405.39,4.2134,27.8271,20.665,8.5232,4.1047,5.8408,26.37906667,4.869133333,5.073,30.40886667,9.006
405.75,4.2144,27.8474,20.66263333,8.500066667,4.081033333,5.8014,26.37793333,4.854733333,5.0346,30.4156,8.971066667
406.11,4.224733333,27.8733,20.67296667,8.5358,4.106266667,5.827066667,26.4076,4.894266667,5.051933333,30.46513333,8.9782
406.47,4.2182,27.89766667,20.67506667,8.533533333,4.114266667,5.8158,26.42806667,4.8814,5.062,30.473,8.980666667
406.83,4.188866667,27.92706667,20.68976667,8.5356,4.106033333,5.814066667,26.48666667,4.873666667,5.060933333,30.50333333,8.928966667
407.19,4.168866667,28.0058,20.7503,8.5538,4.080733333,5.8106,26.5608,4.869533333,5.039666667,30.56566667,8.908033333
407.55,4.105133333,28.03036667,20.7378,8.528133333,4.030933333,5.7498,26.57053333,4.826066667,4.983333333,30.58186667,8.862433333
407.9,4.1084,28.00906667,20.7158,8.547066667,4.028933333,5.743266667,26.5874,4.8348,4.971533333,30.5758,8.845766667
408.26,4.069666667,28.097,20.76873333,8.523266667,4.0034,5.718733333,26.66433333,4.831933333,4.9378,30.6336,8.833933333
408.62,4.089666667,28.1539,20.80496667,8.556666667,4.025166667,5.750666667,26.68466667,4.855133333,4.949,30.69286667,8.859266667
408.98,4.188466667,28.2635,20.92266667,8.629533333,4.121666667,5.839733333,26.7892,4.963666667,5.037733333,30.7972,8.964033333
409.34,4.2102,28.3606,20.99476667,8.664333333,4.1538,5.891666667,26.86073333,4.9946,5.072866667,30.8428,9.032633333
409.7,4.249533333,28.458,21.0971,8.743266667,4.221433333,5.976866667,26.97086667,5.052533333,5.129733333,30.93586667,9.089866667
410.06,4.255866667,28.53093333,21.18866667,8.788266667,4.248533333,5.971933333,27.05453333,5.070466667,5.151066667,30.99093333,9.1003
410.42,4.222733333,28.5891,21.21186667,8.814266667,4.241466667,5.9662,27.09306667,5.073066667,5.125933333,31.0542,9.077333333
410.77,4.188133333,28.64206667,21.25493333,8.8346,4.2155,5.935066667,27.1342,5.031466667,5.088066667,31.08973333,9.085566667
411.13,4.196333333,28.6626,21.28903333,8.8666,4.2176,5.914533333,27.19406667,5.015333333,5.070066667,31.12533333,9.102566667
411.49,4.226266667,28.72536667,21.35173333,8.931333333,4.2439,5.9626,27.24786667,5.038533333,5.1002,31.20753333,9.145633333
411.85,4.216,28.84053333,21.39753333,8.915533333,4.238666667,5.9368,27.3184,5.0202,5.0816,31.2756,9.133266667
412.21,4.274533333,28.9272,21.4947,8.983466667,4.315033333,5.9968,27.40006667,5.063,5.1628,31.39293333,9.1884
412.57,4.237,29.0141,21.54893333,8.9858,4.309366667,6.000466667,27.46793333,5.065933333,5.147333333,31.47473333,9.198466667
412.92,4.197933333,29.08826667,21.55283333,8.980666667,4.274266667,5.9604,27.52186667,4.9978,5.1008,31.5438,9.177266667
413.28,4.185066667,29.16526667,21.581,8.9982,4.250366667,5.911266667,27.559,4.960266667,5.082333333,31.6152,9.146933333
413.64,4.126933333,29.2285,21.57723333,8.990066667,4.1979,5.861266667,27.61346667,4.926466667,5.054133333,31.68573333,9.108933333
414,4.101,29.3151,21.60396667,9.017733333,4.161233333,5.848066667,27.69106667,4.8972,4.994466667,31.75546667,9.1071
414.36,4.1118,29.3864,21.66206667,9.023266667,4.138366667,5.846266667,27.76673333,4.889133333,4.975533333,31.8622,9.1021
414.72,4.150866667,29.4494,21.7114,9.056266667,4.1697,5.880866667,27.83366667,4.925466667,5.014466667,31.91026667,9.1317
415.07,4.1176,29.49683333,21.7456,9.0624,4.157766667,5.8794,27.86333333,4.9184,5.008266667,31.98973333,9.114466667
415.43,4.114933333,29.54246667,21.78956667,9.0718,4.154033333,5.875866667,27.94073333,4.924133333,5.0028,32.01446667,9.097966667
415.79,4.119666667,29.60886667,21.85753333,9.1276,4.175166667,5.8718,28.004,4.9506,5.016466667,32.10553333,9.1096
416.15,4.091066667,29.64963333,21.85906667,9.168733333,4.1575,5.855133333,28.04173333,4.933133333,4.972866667,32.125,9.1016
416.51,4.102733333,29.67363333,21.89576667,9.194133333,4.1595,5.861866667,28.0962,4.933666667,4.969466667,32.13253333,9.096866667
416.86,4.119733333,29.72033333,21.95676667,9.254066667,4.1858,5.897866667,28.13486667,4.991666667,4.9806,32.16526667,9.123566667
417.22,4.1108,29.74136667,21.9724,9.278466667,4.1934,5.910733333,28.19873333,5.014,4.967666667,32.1936,9.135566667
417.58,4.117133333,29.7853,22.01956667,9.283866667,4.214233333,5.929333333,28.2302,5.021666667,4.956466667,32.22066667,9.144466667
417.94,4.091133333,29.77973333,22.00903333,9.260666667,4.197333333,5.892333333,28.21933333,5.008666667,4.947933333,32.2104,9.1323
418.29,4.097466667,29.844,22.04223333,9.309066667,4.231966667,5.928066667,28.276,5.0396,4.972066667,32.25413333,9.1896
418.65,4.073066667,29.90283333,22.0741,9.326533333,4.239533333,5.9286,28.33486667,5.049,4.957733333,32.2802,9.1826
419.01,4.076533333,29.9535,22.09393333,9.3346,4.250466667,5.932066667,28.397,5.069466667,4.959733333,32.31273333,9.208
419.37,4.0712,30.02813333,22.1249,9.3472,4.261866667,5.936666667,28.45346667,5.084733333,4.952866667,32.3774,9.226333333
419.73,4.0454,30.06153333,22.12816667,9.344,4.253966667,5.928,28.4832,5.071266667,4.939733333,32.39593333,9.229166667
420.08,4.028,30.10236667,22.13623333,9.3366,4.254366667,5.918933333,28.50933333,5.0684,4.926333333,32.41733333,9.224466667
420.44,4.016933333,30.16793333,22.15686667,9.349733333,4.271133333,5.913133333,28.56,5.0884,4.923133333,32.4784,9.2415
420.8,4.008266667,30.22266667,22.19523333,9.352466667,4.271733333,5.912533333,28.60946667,5.091333333,4.9148,32.53933333,9.230433333
421.16,4.004933333,30.26986667,22.2131,9.3612,4.277566667,5.906933333,28.65166667,5.095933333,4.911933333,32.56866667,9.2251
421.51,3.989666667,30.3095,22.22213333,9.386733333,4.270066667,5.897066667,28.69026667,5.094733333,4.904,32.60753333,9.2234
421.87,3.989666667,30.39726667,22.25203333,9.414066667,4.291433333,5.916,28.76166667,5.107066667,4.901733333,32.67613333,9.238933333
422.23,3.958933333,30.42503333,22.24826667,9.402266667,4.268466667,5.888533333,28.77646667,5.086933333,4.8776,32.7018,9.206566667
422.58,3.955266667,30.4574,22.2558,9.4088,4.253233333,5.863133333,28.795,5.076266667,4.857466667,32.73466667,9.1983
422.94,3.9386,30.50163333,22.258,9.413133333,4.2451,5.8476,28.8304,5.066466667,4.8392,32.7462,9.174766667
423.3,3.928266667,30.52526667,22.2634,9.422733333,4.234666667,5.824466667,28.85026667,5.056066667,4.829133333,32.77033333,9.162966667
423.66,3.919866667,30.56143333,22.2619,9.4266,4.2152,5.815333333,28.8834,5.049866667,4.800133333,32.79506667,9.154
424.01,3.934466667,30.62203333,22.3028,9.4558,4.2272,5.816666667,28.94286667,5.0604,4.797733333,32.86213333,9.1583
424.37,3.935933333,30.66976667,22.3299,9.4578,4.2193,5.8124,28.9918,5.052733333,4.786333333,32.9204,9.1436
424.73,3.926733333,30.70786667,22.32396667,9.4708,4.2233,5.7994,29.0044,5.051533333,4.782333333,32.938,9.136
425.08,3.9292,30.75653333,22.36753333,9.491133333,4.229566667,5.805266667,29.05313333,5.0564,4.7864,32.99773333,9.143766667
425.44,3.9394,30.80713333,22.39173333,9.504266667,4.240233333,5.810333333,29.09386667,5.067466667,4.788666667,33.0414,9.149766667
425.8,3.976,30.88063333,22.46213333,9.5478,4.2752,5.8438,29.1606,5.1062,4.811266667,33.12713333,9.1772
426.16,4.002933333,30.9773,22.53306667,9.5914,4.304466667,5.87,29.24413333,5.1398,4.819533333,33.20773333,9.194933333
426.51,4.0044,31.04153333,22.5833,9.610066667,4.3225,5.878333333,29.3062,5.142333333,4.826533333,33.29126667,9.199966667
426.87,4.044133333,31.16146667,22.6744,9.681333333,4.375133333,5.9276,29.39086667,5.189266667,4.857666667,33.4098,9.2453
427.23,4.0654,31.24106667,22.72243333,9.722533333,4.402033333,5.962733333,29.45913333,5.215933333,4.873866667,33.47406667,9.2648
427.58,4.076133333,31.31146667,22.77556667,9.763066667,4.425066667,5.981333333,29.51353333,5.234733333,4.871733333,33.54553333,9.261
427.94,4.076933333,31.3792,22.8196,9.7796,4.4248,6.000066667,29.56473333,5.248266667,4.879933333,33.5776,9.2706
428.3,4.082133333,31.44306667,22.8566,9.845733333,4.427833333,6.007666667,29.61106667,5.248666667,4.8854,33.60833333,9.272
428.65,4.076066667,31.4979,22.90553333,9.870933333,4.4163,5.998266667,29.65826667,5.242933333,4.872133333,33.66646667,9.2713
429.01,4.054933333,31.5311,22.9201,9.880666667,4.402866667,6.002533333,29.69133333,5.231533333,4.8436,33.7178,9.254
429.37,4.0506,31.60323333,22.97396667,9.911333333,4.398466667,5.995466667,29.76513333,5.209,4.824533333,33.8114,9.240066667
429.72,4.0142,31.62466667,22.9625,9.889866667,4.355633333,5.9478,29.77473333,5.174333333,4.8026,33.81773333,9.1903
430.08,4.025133333,31.65723333,22.97723333,9.915333333,4.355133333,5.9394,29.82933333,5.172933333,4.806666667,33.85053333,9.187033333
430.44,4.018733333,31.71913333,22.9986,9.95,4.3671,5.941933333,29.88126667,5.197666667,4.801933333,33.90946667,9.198633333
430.79,3.987066667,31.73246667,23.00036667,9.951733333,4.335033333,5.910866667,29.90473333,5.168733333,4.758533333,33.92693333,9.187166667
431.15,3.948933333,31.76913333,23.0118,9.946,4.3075,5.8678,29.92786667,5.148466667,4.717466667,33.9762,9.1576
431.5,3.965,31.8642,23.07433333,9.9918,4.3144,5.886666667,30.01826667,5.159333333,4.746533333,34.06893333,9.199833333
431.86,3.959533333,31.88773333,23.08,10.00673333,4.306666667,5.8674,30.04893333,5.149466667,4.735466667,34.13426667,9.189233333
432.22,3.950066667,31.9406,23.10866667,10.02086667,4.308066667,5.8736,30.1036,5.161733333,4.7334,34.1954,9.189333333
432.57,3.961266667,31.9914,23.1229,10.03906667,4.309566667,5.8812,30.19053333,5.164533333,4.750266667,34.25673333,9.1932
432.93,3.971333333,32.0396,23.1364,10.0534,4.304766667,5.856066667,30.22233333,5.1558,4.747,34.2714,9.1829
433.29,3.981333333,32.09433333,23.17583333,10.08593333,4.310433333,5.8648,30.28793333,5.1834,4.774333333,34.32346667,9.214166667
433.64,4.000733333,32.1355,23.21873333,10.1334,4.328,5.892133333,30.3468,5.209866667,4.794733333,34.3884,9.2534
434,3.9826,32.1641,23.22956667,10.12893333,4.311266667,5.873866667,30.3556,5.193666667,4.7748,34.40906667,9.233633333
434.35,3.9794,32.2183,23.25503333,10.13966667,4.2896,5.8672,30.40606667,5.1778,4.762466667,34.44013333,9.2163
434.71,3.9876,32.26853333,23.2783,10.16213333,4.296666667,5.869466667,30.4606,5.176533333,4.791333333,34.51233333,9.215133333
435.07,4.0246,32.3522,23.3241,10.2062,4.3137,5.8952,30.5188,5.187266667,4.821133333,34.59546667,9.243133333
435.42,4.023333333,32.405,23.34173333,10.2276,4.3248,5.883266667,30.5538,5.1908,4.835066667,34.64533333,9.232766667
435.78,4.0578,32.50996667,23.4114,10.28526667,4.349233333,5.9082,30.65173333,5.226733333,4.8766,34.72526667,9.267966667
436.13,4.093266667,32.57013333,23.4421,10.33406667,4.377933333,5.927866667,30.703,5.258733333,4.9172,34.77206667,9.303666667
436.49,4.113333333,32.64543333,23.4877,10.38446667,4.406366667,5.952466667,30.77026667,5.280866667,4.937466667,34.83406667,9.307633333
436.84,4.139466667,32.7552,23.54596667,10.4556,4.4335,5.9972,30.85693333,5.3164,4.9926,34.92146667,9.357033333
437.2,4.159666667,32.81793333,23.57163333,10.4866,4.4434,6.004866667,30.8892,5.316933333,5.0032,34.95193333,9.3522
437.56,4.151,32.8702,23.58016667,10.49833333,4.421433333,5.9866,30.9296,5.2888,4.9936,34.9718,9.337566667
437.91,4.143866667,32.92973333,23.59966667,10.53273333,4.424166667,5.986466667,30.98773333,5.283266667,4.9866,35.03633333,9.363733333
438.27,4.180933333,33.01146667,23.65066667,10.60606667,4.466866667,6.022666667,31.06266667,5.323333333,5.037533333,35.1118,9.422633333
438.62,4.181066667,33.05193333,23.6578,10.626,4.452,6.013466667,31.10393333,5.320266667,5.028133333,35.14873333,9.4031
438.98,4.148666667,33.05613333,23.67186667,10.63073333,4.438566667,5.9986,31.14433333,5.302266667,4.997466667,35.14093333,9.383066667
439.33,4.146666667,33.0541,23.68586667,10.63093333,4.432666667,5.990733333,31.16733333,5.2962,4.9784,35.15793333,9.3787
439.69,4.113333333,33.08073333,23.68366667,10.61166667,4.397633333,5.968733333,31.18626667,5.259,4.941933333,35.17353333,9.358766667
440.04,4.092866667,33.08103333,23.6912,10.6022,4.3787,5.941533333,31.19413333,5.248466667,4.920933333,35.19126667,9.329033333
440.4,4.072866667,33.0907,23.70126667,10.5846,4.366966667,5.919,31.19573333,5.227266667,4.8998,35.1984,9.345266667
440.75,4.063866667,33.11426667,23.71606667,10.5942,4.3632,5.905733333,31.21746667,5.222,4.884,35.21666667,9.322933333
441.11,4.0436,33.14283333,23.71123333,10.606,4.360033333,5.904,31.25966667,5.2246,4.8736,35.2336,9.3179
441.47,4.035466667,33.17573333,23.7185,10.6274,4.377333333,5.9104,31.30473333,5.227866667,4.8658,35.25473333,9.3074
441.82,4.0418,33.2182,23.7402,10.65353333,4.395233333,5.918066667,31.344,5.242666667,4.8822,35.2584,9.3109
442.18,4.0044,33.21196667,23.71613333,10.62653333,4.368566667,5.886666667,31.3498,5.213533333,4.8372,35.2532,9.261733333
442.53,4.0046,33.28903333,23.77383333,10.65246667,4.3871,5.9068,31.41026667,5.232,4.841466667,35.2928,9.283766667
442.89,4.0238,33.35573333,23.81826667,10.69393333,4.409633333,5.911666667,31.47806667,5.268066667,4.862133333,35.35846667,9.3032
443.24,4.013933333,33.4326,23.85193333,10.7442,4.426433333,5.922266667,31.5622,5.2818,4.8834,35.42453333,9.322833333
443.6,4.0398,33.50526667,23.90223333,10.82133333,4.467066667,5.954733333,31.63553333,5.3234,4.913,35.48506667,9.3548
443.95,4.062666667,33.63236667,23.96486667,10.89006667,4.499,6.002,31.751,5.3456,4.928,35.58766667,9.3891
444.31,4.0816,33.7118,24.00123333,10.94426667,4.5056,6.021466667,31.81133333,5.361733333,4.938533333,35.6552,9.3937
444.66,4.0754,33.76586667,24.02726667,10.96086667,4.505333333,6.0248,31.86033333,5.362,4.933733333,35.7122,9.407133333
445.02,4.051933333,33.82736667,24.0547,10.9698,4.493866667,6.011866667,31.87593333,5.347933333,4.911466667,35.7482,9.395966667
445.37,4.053266667,33.87846667,24.09653333,10.9916,4.4954,6.0084,31.905,5.3564,4.9142,35.80646667,9.409766667
445.72,4.054933333,33.92503333,24.12413333,11.0062,4.4929,6.0072,31.9528,5.365,4.916733333,35.85986667,9.418833333
446.08,4.067533333,33.9821,24.1751,11.0514,4.504366667,6.023866667,32.00746667,5.3846,4.9254,35.9136,9.437233333
446.43,4.045866667,33.98086667,24.1489,11.04753333,4.4839,5.990933333,31.99273333,5.363266667,4.897533333,35.92046667,9.4104
446.79,4.035133333,34.01546667,24.1611,11.05053333,4.486133333,5.997866667,32.01586667,5.358466667,4.887066667,35.95353333,9.414433333
447.14,4.037133333,34.0861,24.20316667,11.0628,4.479666667,6.0008,32.0518,5.3576,4.869466667,35.99033333,9.418033333
447.5,4.027266667,34.1215,24.2026,11.06106667,4.478233333,6.002266667,32.09046667,5.357466667,4.8618,36.04,9.410633333
447.85,4.006333333,34.13266667,24.20163333,11.06146667,4.463766667,5.9774,32.11013333,5.3318,4.842466667,36.05893333,9.3974
448.21,3.9868,34.16806667,24.2253,11.069,4.455533333,5.9688,32.15373333,5.326466667,4.8258,36.08893333,9.3816
448.56,3.9856,34.2196,24.24416667,11.089,4.461766667,5.957133333,32.18806667,5.3344,4.814533333,36.13193333,9.385466667
448.92,4.009533333,34.2557,24.27793333,11.12746667,4.484433333,5.9854,32.2434,5.363533333,4.840333333,36.1848,9.4231
449.27,4.015466667,34.33753333,24.3187,11.17186667,4.497566667,6.009266667,32.3148,5.384,4.838933333,36.24813333,9.4408
449.62,3.9928,34.41123333,24.3389,11.19146667,4.486666667,5.9916,32.356,5.359066667,4.815533333,36.3014,9.416066667
449.98,3.995266667,34.48566667,24.36063333,11.2166,4.4896,6.004733333,32.41566667,5.3562,4.819733333,36.37206667,9.433166667
450.33,4.011066667,34.5527,24.4378,11.26613333,4.5222,6.0512,32.4948,5.3896,4.847333333,36.4702,9.4736
450.69,4.0206,34.6267,24.4901,11.3334,4.535333333,6.083333333,32.5668,5.410066667,4.868,36.5632,9.488866667
451.04,4.024,34.62773333,24.48763333,11.36533333,4.5573,6.095266667,32.58446667,5.43,4.870333333,36.58066667,9.483866667
451.4,4.000866667,34.66443333,24.51843333,11.40093333,4.544266667,6.074933333,32.61413333,5.428666667,4.8578,36.6102,9.477966667
451.75,3.978,34.69326667,24.51906667,11.40466667,4.519466667,6.048866667,32.6006,5.432,4.826933333,36.63206667,9.460033333
452.1,4.003733333,34.72743333,24.5506,11.46106667,4.5486,6.077133333,32.655,5.470733333,4.849333333,36.68006667,9.4978
452.46,3.9908,34.7625,24.60653333,11.50153333,4.5544,6.0922,32.7204,5.473666667,4.864133333,36.73173333,9.490533333
452.81,3.9882,34.77733333,24.61573333,11.50586667,4.556366667,6.077733333,32.75986667,5.466666667,4.850866667,36.7758,9.4698
