wavelength,Back_SalAtpm,Belly_SalAtpm,Breast_SalAtpm,Crissum_SalAtpm,Crown_SalAtpm,DorTail_SalAtpm,Patch10_SalAtpm,Patch11_SalAtpm,Rump_SalAtpm,Throat_SalAtpm,WingTip_SalAtpm
178.4,0,0,0,0,0,0,0,0,0,0,0
178.78,-426.6666667,-426.6666667,-240,-200,-246.6666667,-153.3333333,-206.6666667,-253.3333333,-333.3333333,-266.6666667,-280
179.16,-408.8889333,-410.0000667,-327.7778667,-317.7778667,-343.3333333,-282.2222,-311.1111333,-464.4444667,-528.8888667,-417.7778,-395.5555333
179.54,46.4286,45.11906667,62.73806667,39.52386667,24.28573333,46.9048,19.28573333,95.9524,59.99993333,56.66666667,98.80953333
179.93,161,138,130.6666667,155.3333333,182.6666667,164.6666667,169.6666667,108,132.3333333,117.3333333,76
180.31,211.3333333,289,166.5555333,118.6666667,181.4445333,193.1111333,104.2222667,421.3333333,183.1111333,158,270.8888
180.69,314.4445333,388.7036333,206.4813667,213.4259333,271.4815333,283.8888,161.1110667,494.9072667,291.8518667,243.7963333,334.7222
181.07,382.2928667,458.5538,210.97,277.3898667,347.2133,420.7407333,230.6172667,602.6102,370.0175333,318.8006667,410.7582667
181.45,468.1159333,642.2028667,223.9130667,321.1014667,401.1884,553.6231333,221.2754,780.9274667,403.3622667,340.9856667,479.3912667
181.83,853.7037333,1198.148067,335.1850667,530.7408,715.1852333,959.6294667,422.2223333,1356.666667,778.5185333,530,827.0369667
182.21,231.7646,295.8261667,145.7422667,152.1148667,171.1345,245.8963333,169.8459333,344.3976667,177.8992,160.2942,219.2857667
182.59,212.6315333,270.0585333,175.8478667,145.1170667,134.0643,275.6140667,208.5672,387.1930667,93.74286667,143.5087333,220.234
182.97,1306.349267,1569.206433,516.3492333,844.7619333,990.4760667,1513.015933,1001.904667,1759.682667,961.5874,755.5556,1100.9524
183.35,457.8333333,568.5833333,199.3333333,295.1666667,317.25,603,407,713.8333333,291.3333333,284.3333333,440.9166667
183.73,1023.666667,1255.833333,260.8333333,713.3333333,775.5,1240.666667,836.6666667,1388.333333,741.3333333,666,949.3333333
184.11,253.6112,288.1943667,77.4074,132.5001333,149.9537,297.963,230.1851333,336.1110667,100.787,168.3796,234.5370667
184.49,302.2858,339.9365333,97.6825,93.27,100.2221333,374.4126,321.2062,412.1905333,42.2856,192.0635333,304.4763667
184.87,461.3888667,280.9722,-54.4445,1000.000067,1333.055533,248.6110667,-506.9444,-165.2778,1395,283.0556,11.25
185.25,208.2184,228.4194333,48.06036667,147.5432,235.2442333,208.6781333,87.9454,166.0057333,184.2529333,124.8132,150.7328667
185.63,239.1666,249.4500667,35.44443333,152.6776667,244.2222,251.0222,131.6556,195.6778,183.5222,157.0443333,174.4889667
186.01,359.9861333,373.6249,51.51386667,198.2778,326.0694667,365.0971333,226.6249333,296.2777333,226.3472,257.4305333,257.9999333
186.39,341.978,344.7305667,-16.71383333,147.3574667,308.9326,335.3742,212.6321333,298.4093333,192.1715333,244.3747333,237.3365
186.77,294.8719333,295.7263667,-51.9659,131.6238667,281.1112,300,177.6068,268.0342667,151.453,221.0256667,200.6838333
187.15,109.3235333,103.1281,-10.79706667,66.38486667,122.0773333,108.7922,58.1802,101.1834667,63.23666667,98.8808,87.26653333
187.53,108.635,89.30163333,-18.06343333,47.3016,109.0793667,92.69846667,59.8096,88.2328,54.11646667,94.37033333,84.69846667
187.91,91.34393333,73.778,-2.708966667,43.8202,97.56616667,83.85193333,60.47613333,74.63486667,53.6614,85.96833333,79.56613333
188.29,71.0784,65.5186,-2.215133333,40.2904,83.58906667,68.48853333,55.6978,64.60106667,47.20426667,81.37226667,71.855
188.67,58.43773333,53.17616667,-0.379733333,41.46526667,68.57293333,54.38893333,53.22233333,58.2222,41.28706667,72.51166667,61.14596667
189.05,61.15386667,53.78203333,-0.897433333,47.56413333,74.57266667,54.2734,63.54706667,61.23926667,38.41873333,80.47026667,64.44446667
189.43,46.0696,41.43786667,-30.6644,24.93606667,60.1349,36.73166667,57.18226667,37.28686667,19.26373333,74.28106667,51.33566667
189.81,38.792,34.87756667,-26.80343333,24.28493333,52.61536667,26.65526667,54.2678,32.74073333,18.06266667,69.39033333,38.4217
190.19,27.044,25.28513333,-18.69986667,27.5142,48.53076667,29.32873333,42.5754,29.75353333,23.09513333,56.5996,26.0583
190.57,29.08906667,20.8209,-9.601266667,34.84133333,59.24593333,37.76106667,49.22926667,23.58026667,27.06713333,59.00893333,31.41306667
190.95,42.07486667,32.3639,9.804433333,35.9864,69.50683333,43.55446667,56.7176,33.18033333,33.01013333,66.05453333,43.1378
191.33,-3.041,-2.470633333,-12.8654,37.55853333,44.82463333,26.78353333,38.7426,3.333333333,17.71926667,41.418,15.7895
191.71,-59.42853333,-35.4285,-35.27383333,33.7062,29.65873333,7.3492,10.76193333,-10.61906667,-6.682533333,22.7302,-0.8611
192.09,-140.0264667,-75.17783333,-80.83006667,3.1752,-0.790566667,-49.52566667,-15.87626667,-42.6746,-69.618,-18.94586667,-14.539
192.47,-93.8816,-49.86843333,-102.4999667,-19.60513333,-0.921033333,-56.66673333,-4.956066667,-47.0394,-71.84206667,-26.68866667,-13.0703
192.85,-72.22213333,-47.8517,-76.9629,-5.703733333,6.222233333,-38.44446667,-7.407533333,-28.14813333,-57.77793333,-17.99993333,-5.111133333
193.23,-2.222133333,1.8952,-21.5904,9.663533333,47.6254,7.307933333,35.0794,9.269866667,-7.3016,23.2318,20.26026667
193.61,-9.916066667,-2.831666667,-15.31213333,9.637533333,40.7304,0.854333333,34.84353333,14.7472,-5.9088,18.74613333,23.7261
193.99,-37.76113333,-25.13343333,-27.83286667,-4.306133333,25.08193333,-18.67593333,22.61046667,-1.245933333,-24.9462,0.0842,15.07723333
194.37,-23.8632,-13.79306667,-21.09793333,-3.185133333,25.73203333,-18.30773333,21.91073333,-2.681866667,-19.87466667,3.684666667,13.03876667
194.75,-15.28893333,-9.404,-17.76733333,-1.433466667,17.5799,-13.3994,20.36653333,4.954533333,-19.3148,8.036133333,12.49796667
195.13,-23.74426667,-14.92676667,-26.82746667,-12.22606667,7.035633333,-23.9032,11.74746667,-3.5692,-30.09033333,-0.553666667,4.1076
195.51,-40.2294,-32.3186,-49.7391,-37.44426667,-5.7028,-47.418,-2.393266667,-25.33426667,-56.36886667,-15.33593333,-13.50426667
195.89,-62.35413333,-54.23913333,-85.1387,-68.56353333,-26.9875,-81.04513333,-15.1868,-60.18893333,-85.06066667,-40.55166667,-38.41506667
196.27,-78.22266667,-73.6575,-96.92016667,-87.43933333,-50.1732,-97.84993333,-33.40106667,-79.12693333,-101.8223333,-59.48853333,-63.2268
196.65,-96.32926667,-88.11506667,-99.90086667,-97.123,-70.51583333,-112.0042,-50.47606667,-91.60713333,-113.8888,-78.84906667,-71.4682
197.03,-294.234,-272.4241667,-319.2088333,-306.5068,-253.7879333,-366.4224667,-216.8601333,-306.7677333,-331.1785333,-278.7795333,-245.1597
197.4,-211.8182667,-183.4307667,-218.5066,-198.1602,-183.7120667,-249.5455333,-155.5628667,-209.9351333,-233.1168667,-199.2208,-155.6709667
197.78,-250.2173333,-232.5765,-261.4050333,-228.4902667,-224.2995667,-311.5659333,-201.9485333,-266.1796,-292.0612,-247.5161333,-181.9925333
198.16,-190.3807333,-154.6372333,-172.9454667,-152.2342,-160.6501,-219.1594,-146.7816667,-177.5359333,-223.4052,-172.5287333,-103.7823
198.54,-334.4444667,-289.0741,-316.2962,-281.4814,-295.9259333,-396.4814667,-264.6296,-319.8147333,-400.9259333,-315.926,-203.8889333
198.92,-900.4761333,-750.4762667,-800.9523333,-800.9525333,-786.1904,-1091.904667,-724.2856667,-899.5237333,-1016.190467,-851.9046667,-605.2381667
199.3,1867.5556,701.1111333,556.4445333,975.7777333,1181.111133,152.8888667,494,449.1112,1319.3334,994.0000667,576.8888333
199.68,-665.9523333,-358.869,-320.506,-398.6309333,-473.9731667,-333.2142667,-283.2143333,-346.25,-525.2976,-464.7619333,-250.8630667
200.06,-735.8118667,-413.5896333,-369.4871667,-486.9231333,-522.1367333,-385.1280667,-361.3674667,-407.3505333,-613.3334667,-532.3077333,-286.0684
200.44,994.394,431.6668,424.0151333,641.212,689.8485,210.9091333,465.4546,359.3938667,701.0606,568.9394,366.6666333
200.82,-576.5,-322.9284667,-321.4286333,-391.6191333,-412.8572333,-338.3808667,-356.5952,-329.5713333,-489.2618667,-400.6190667,-267.5714333
201.19,-207.928,-162.9830667,-141.7584333,-143.6104,-136.4899,-204.2242667,-149.3093333,-157.2573333,-214.9484,-168.4617333,-101.4579667
201.57,-228.0016667,-212.9399,-180.5570667,-173.8727333,-152.7056,-289.496,-193.8019333,-201.4500667,-264.3148667,-215.9682,-114.9868333
201.95,-180.1428667,-182.277,-147.0766333,-143.3861333,-109.0587,-247.8473333,-161.3172,-158.6829333,-213.8366667,-175.4395333,-95.0824
202.33,-228.0247333,-278.6782667,-243.3914667,-208.8742667,-159.1721333,-423.8778667,-246.0564667,-255.6717333,-308.2862,-257.7852,-163.5801667
202.71,-249.5699333,-301.4848,-259.2361333,-221.4748667,-179.5634667,-462.0766667,-277.9696,-296.541,-342.7447333,-312.3809333,-186.1772667
203.09,-190.1588,-228.3597333,-198.9417333,-155.344,-123.0686333,-337.2486667,-199.5766667,-218.201,-274.7089333,-247.4074,-140.3175
203.47,-180.2184667,-230.5287333,-190.6322,-147.3334,-113.0172667,-342.5402,-199.9195333,-210.1839333,-280.9080667,-258.5862,-169.6092
203.85,672.5,1085.333333,917.1666667,582.8333333,428.8333333,1808,986,1064,1237.166667,1085.166667,846
204.22,-396.7929333,-600.3029333,-437.9797333,-350.3788667,-275.9975333,-840.7828,-496.0606,-493.2828667,-663.4848667,-615.5302667,-461.9570667
204.6,-327.7143333,-540.5079,-381.4286667,-293.6507333,-260.6666,-822.857,-467.5872667,-489.9999333,-653.9683333,-594.9207333,-464.0318333
204.98,-979.8413333,-1045.079267,-752.9364667,-853.4920667,-795.3967667,-1232.539533,-875.0793333,-822.5397333,-1243.015867,-1183.174533,-916.8254667
205.36,-282.2222667,850.5556,258.8889333,-411.1110667,-532.2222667,2168.888933,474.4444,927.7777333,759.9999333,638.8888,384.4444
205.74,-2911.666667,-2415.833333,-1780.833333,-2681.666667,-2483.333333,-2538.333333,-2111.666667,-1940,-2948.333333,-2925,-2418.333333
206.12,2339.444467,1266.111067,1220.833333,1977.222333,2252.5,743.8889333,1289.444467,1061.111133,1785,1918.888867,1715.000033
206.5,-2300.444467,-1766.6666,-1282.222267,-2079.555533,-2006.222267,-1964.4444,-1571.999933,-1703.111067,-2165.333267,-2440.888867,-1976.888867
206.87,153.7179333,445.7371333,208.9102667,232.1153333,72.6282,810.0641333,371.9871333,454.6794667,377.5642,371.0256,342.6602667
207.25,-294.1666667,-137.9166667,-143.3333333,-231.6666667,-255.8333333,-87.08333333,-140,-124.5833333,-223.75,-239.5833333,-199.5833333
207.63,969.1666667,1266.666667,762.9166667,1021.25,792.9166667,1998.333333,1010.833333,1295.833333,1256.25,1279.166667,1030.833333
208.01,-485.6141333,-370.1169333,-324.006,-439.8636,-383.4405667,-497.4073333,-334.2884,-369.0252667,-491.6374,-500.4095333,-417.6900667
208.39,-700.3418,-492.4958333,-450.3761667,-591.5213333,-526.7350333,-722.0853333,-473.2992,-516.8204667,-673.7778,-694.7351333,-571.8462
208.77,-833.2120667,-604.6060667,-545.4142333,-683.8384667,-604.2424,-884.4445333,-560.4444,-602.8284667,-782.4242667,-808.8484667,-668.4242667
209.14,-595,-465.1710667,-406.0043,-496.0470667,-449.8931667,-713.0128667,-412.5426667,-473.9958,-598.5684667,-602.9059333,-505.3845667
209.52,-385.4666667,-235.2666667,-237.7333333,-302.6666667,-274.4666667,-359.8666667,-224,-268.8,-379.6,-375,-314.6666667
209.9,-603.9688667,-443.7344,-435.7191,-471.6610667,-462.0736,-728.6957333,-451.2374667,-529.1639333,-609.9665333,-620.2006667,-536.5998
210.28,-749,-565.3333333,-595,-587.3333333,-611.3333333,-936,-585.3333333,-681.3333333,-772.6666667,-801.3333333,-682.6666667
210.66,6847.5,5784.166667,5227.5,5080,5709.166667,9614.166667,6069.166667,6860.833333,6405,7253.333333,5964.166667
211.03,-841.1112,-883.8888,-660.5555667,-520.3704667,-753.3334,-1455.925867,-891.1110667,-999.6296667,-695.1852667,-927.7778,-718.7036667
211.41,2516.031867,2098.730167,2101.745933,1752.857133,2207.1429,3039.365067,2125.555533,2409.0476,2290.000067,2520.476267,2139.2064
211.79,545.4636,403.0324667,453.1579333,443.9347333,486.1153,547.3934667,407.5940667,451.6290667,535.5388667,542.5313333,470.351
212.17,556.6137333,371.5520333,430.2644333,570.8995333,568.6420333,472.3105333,372.8042667,406.5256,606.314,590.6526,467.0898
212.55,358.7606667,270.3419,298.5469,378.248,381.2821333,335.5983333,268.9316,308.9316667,407.6922667,409.1024667,327.9914
212.92,426.3809333,303.9999667,342.4286333,498.5238,493.8095667,396.5476,316.1191333,361.5476,502.1190667,517.1666667,377.4523667
213.3,426.0707333,337.0208333,347.7133667,398.8728667,443.124,445.7809333,350.177,414.2995333,405.2656667,508.9694,382.5604
213.68,2632.666667,1544.666667,2336,3716.666667,3362,2243.333333,1956,1891.333333,3267.333333,3580.666667,2169.333333
214.06,2524.705733,1490.196067,2311.1766,3701.568667,3333.7255,1961.568667,1775.6864,1523.9216,2980.7844,3371.764667,1929.804
214.44,159.6162,204.8991,92.24233333,-3.090866667,84.7777,270.2020667,162.1214,221.7374,68.02013333,161.8989333,195.2423667
214.81,-352.7143333,-327.7142667,-279.7619333,-330.2857333,-414.9048333,-471.6667333,-256.9048,-351.8572,-341.9523333,-518.5238,-391.9046667
215.19,-103.4028667,-94.4444,-68.33326667,-126.5509333,-140.6019,-161.0648,-64.16666667,-101.9907333,-119.4676,-177.4305333,-120.5323333
215.57,-126.7360667,-110.9721667,-91.20373333,-149.8148,-162.2221667,-182.5231333,-97.037,-121.8054667,-154.3518,-209.676,-149.3981
215.95,-89.03233333,-75.53893333,-68.4668,-115.8357333,-119.9967,-123.2798,-67.73093333,-89.316,-122.3123333,-150.7874667,-103.1714
216.32,-129.2282667,-103.7978333,-107.2508,-157.9732667,-164.1543333,-162.1253333,-100.5066667,-135.21,-178.7334,-195.9371333,-152.4958667
216.7,-98.72506667,-74.42793333,-81.295,-127.5442667,-132.1575667,-121.4373333,-79.80126667,-102.3447333,-148.5113333,-152.6377333,-111.5134
217.08,-103.2628,-86.6038,-90.52996667,-130.1734,-141.9228667,-136.3522667,-93.25713333,-113.1008,-160.0418667,-164.109,-122.6282
217.46,-133.3864,-134.2587333,-108.6766333,-140.4776,-187.3857333,-218.4203333,-134.0582667,-152.3429333,-192.5493333,-205.3757333,-174.4503667
217.83,-311.8055333,-327.3611333,-234.6528,-276.0416667,-401.6666667,-511.9444,-305.4167333,-348.6111333,-405.5556,-456.1806,-394.3056
218.21,-215.2221333,-208.8334,-173.3334,-196.1110667,-273.6110667,-306.8888667,-219.8888667,-247.1111333,-288,-304.6666,-267.111
218.59,-317.4286,-241.381,-244.1905333,-301.5714667,-385.3572,-372.3333333,-309.1904667,-325.2857333,-433.2381333,-393.4285333,-366.6666
218.97,-520.9522667,-419.6968333,-423.6363333,-408.2684,-573.7662667,-630.1299333,-483.5498,-496.6666,-612.0346,-587.6190667,-544.1123667
219.34,618.5622,655.5555333,621.5361,338.5620667,762.6143333,910.2615333,621.5686667,597.0588667,597.7778667,708.4967333,719.281
219.72,990.3921333,897.647,929.5588,599.4117333,1177.941133,1372.843133,948.2352667,975.3922,987.2549333,1062.9412,1125.686333
220.1,2033.333267,1745.980333,1955.882333,1163.1372,2356.4706,2791.7648,1868.823467,2054.509733,2050.784333,2316.4706,2404.705867
220.47,-1258.703667,-999.8147333,-1166.851967,-751.1110667,-1412.4074,-1731.296333,-1125.926,-1182.777733,-1281.111,-1418.888933,-1481.851767
220.85,1029.9048,868.9047333,903.8571333,634.3333333,1063.095267,1424.7618,915.1905333,948.8572,984.6667333,1086.761933,1147.9286
221.23,-2395.862067,-1843.6782,-1918.908133,-1602.988533,-2395.459733,-3077.471333,-2087.356267,-2151.4942,-2185.862067,-2371.034467,-2652.988467
221.61,-354.6431333,-183.7894333,-260.924,-222.8305333,-347.427,-398.3392,-266.9708,-328.3978,-336.8654,-347.2748,-378.3859333
221.98,-257.742,-69.76703333,-155.6988333,-141.7562,-229.8567,-242.9749333,-159.7489333,-241.8278667,-257.3118,-245.1432667,-277.3834
222.36,-309.4842667,-12.30163333,-136.5476667,-140.1586667,-253.4126333,-264.5634667,-147.8174,-240.5953333,-265.4762667,-221.2698667,-305.7937
222.74,-397.2881333,-49.2278,-168.87,-222.5047333,-314.0487667,-337.7778,-188.0413333,-334.8588667,-291.0546,-290.9228667,-372.1846667
223.11,-114.1229333,-12.96043333,-58.70606667,-78.48693333,-125.0438333,-112.8290667,-53.50873333,-121.8421333,-105.6140667,-113.3990667,-141.4692
223.49,-154.2753333,-27.4275,-84.39616667,-122.9226,-165.3019333,-149.9274667,-86.3526,-165.1690667,-148.768,-140.314,-176.5942333
223.87,-416.4874667,28.7454,-164.2293,-396.4874667,-554.3011,-434.3369333,-267.2402,-545.8780667,-479.2115333,-454.0501333,-525.7346667
224.24,-134.4400667,-0.722966667,-44.9085,-140.0802,-164.1365667,-158.1705333,-52.5836,-191.2270667,-133.3958,-159.0896667,-158.5587
224.62,-115.5823333,-8.1927,-49.3976,-118.146,-118.6078,-137.8849333,-30.8434,-164.6654667,-127.4565333,-143.882,-131.6934667
225,-71.3176,4.0151,-28.6793,-70.81686667,-67.93806667,-89.45313333,-15.57293333,-99.4928,-72.1674,-87.67473333,-71.43286667
225.38,-43.51266667,7.014933333,-11.76893333,-45.56113333,-40.19193333,-50.22526667,-2.899466667,-59.59106667,-35.9992,-50.80513333,-38.77353333
225.75,-16.30673333,4.919833333,-2.441666667,-25.21926667,-20.56323333,-32.55906667,6.1842,-32.87986667,-13.47726667,-28.03713333,-23.92316667
226.13,-24.62793333,0.550366667,-6.749866667,-33.7386,-32.65416667,-50.1392,3.1398,-45.23593333,-20.26313333,-36.01626667,-32.38056667
226.51,-22.08053333,-2.8952,-6.072333333,-26.5686,-21.75613333,-40.82313333,3.0658,-38.24246667,-18.57786667,-33.94446667,-28.0477
226.88,-21.0654,-4.135066667,-5.874733333,-20.8576,-18.6009,-36.8864,2.738,-31.68433333,-13.06613333,-30.6692,-25.1867
227.26,-40.15493333,-19.5439,-17.60006667,-34.347,-30.1494,-56.91646667,-8.9506,-48.636,-26.45486667,-47.43506667,-42.29616667
227.64,-44.94893333,-25.6305,-17.04873333,-32.95233333,-32.9058,-58.3712,-13.24966667,-48.72566667,-25.08393333,-49.9736,-46.61733333
228.01,-38.81573333,-21.92813333,-10.41863333,-18.23986667,-25.53566667,-44.29826667,-11.39073333,-33.6224,-18.23406667,-37.0096,-37.4796
228.39,-21.65173333,-9.605133333,-1.704,-6.306533333,-11.29193333,-27.425,-0.700266667,-19.42233333,-8.982133333,-20.9494,-25.17276667
228.76,-11.28606667,-1.4992,2.065533333,-2.953266667,-5.973466667,-18.56886667,0.2572,-12.4492,-2.2758,-12.20153333,-17.3748
229.14,-8.969733333,-1.7514,0.894733333,-2.562333333,-7.3012,-13.5788,-1.2636,-10.3066,-3.875933333,-10.97833333,-14.26793333
229.52,-9.767933333,-3.5429,-2.1294,-3.936733333,-10.56993333,-14.06933333,-6.2836,-12.65106667,-7.719866667,-13.18193333,-16.72733333
229.89,-18.85966667,-7.6669,-9.3082,-11.04393333,-14.40183333,-19.06166667,-13.24113333,-19.4866,-13.72966667,-17.26906667,-21.3503
230.27,-14.599,-3.596833333,-7.702,-4.742533333,-8.874133333,-13.0154,-9.2728,-12.91326667,-7.800266667,-11.8258,-14.36236667
230.65,-9.757066667,0.8916,-2.293066667,-1.084266667,-6.465733333,-7.193333333,-4.2364,-8.324666667,-2.731,-5.8274,-6.6651
231.02,-8.972333333,0.652033333,-2.4402,-1.0858,-7.329433333,-8.4562,-4.721133333,-10.86813333,-4.3226,-4.384266667,-4.9956
231.4,-8.103,1.676366667,-3.419033333,0.615933333,-6.114266667,-6.7566,-5.177133333,-9.5872,-2.7954,-2.648333333,-1.2951
231.78,-7.186666667,3.282166667,-4.764566667,-1.9686,-6.650433333,-4.6568,-3.783466667,-8.7454,-2.1302,-1.552466667,-2.1941
232.15,-13.70113333,-1.569666667,-12.99606667,-9.388733333,-11.73683333,-9.689333333,-10.00173333,-16.44773333,-8.698333333,-6.051066667,-8.081866667
232.53,-16.12726667,0.235566667,-12.25243333,-8.731666667,-12.33916667,-8.743333333,-12.21046667,-17.6268,-6.416733333,-5.401533333,-5.298366667
232.9,-24.93786667,-4.672733333,-19.24326667,-12.97686667,-20.2845,-13.33653333,-17.6748,-22.09046667,-10.45546667,-6.707866667,-11.94156667
233.28,-26.2292,-6.352433333,-20.76433333,-13.50493333,-24.3431,-16.3482,-17.85966667,-25.5724,-12.42593333,-6.9522,-14.37193333
233.66,-21.59006667,-5.4437,-17.56326667,-10.70333333,-21.24786667,-15.31106667,-11.6728,-22.0884,-7.916933333,-2.993466667,-11.5698
234.03,-8.9046,4.339266667,-5.096433333,-0.606266667,-9.793466667,-2.338133333,0.931733333,-7.0164,1.846933333,5.586733333,-0.415166667
234.41,-5.628866667,5.526533333,-0.0935,-3.656066667,-9.3258,0.8326,0.745133333,-5.616866667,1.960866667,5.641,0.333466667
234.78,-12.4254,-1.302133333,-7.953533333,-14.35286667,-17.55333333,-7.819533333,-9.610866667,-14.5588,-7.928666667,-1.8048,-9.720633333
235.16,-16.9096,-3.153,-10.87176667,-20.1876,-22.4095,-11.58686667,-15.16573333,-17.19586667,-11.20106667,-7.2684,-15.33976667
235.54,-30.19566667,-13.52666667,-19.13276667,-32.33986667,-34.8816,-24.60253333,-25.61606667,-26.81313333,-21.92693333,-16.67573333,-29.99943333
235.91,-34.52886667,-20.94596667,-23.19183333,-35.4144,-37.52073333,-32.98666667,-30.24013333,-29.63293333,-27.57126667,-17.7122,-34.16996667
236.29,-23.39213333,-14.68073333,-13.77013333,-25.0762,-29.9716,-26.2868,-22.31786667,-20.77393333,-20.4422,-10.09086667,-26.21926667
236.66,-30.66286667,-22.88353333,-21.85733333,-32.40666667,-37.93813333,-35.4034,-25.62553333,-27.0096,-32.28773333,-17.24306667,-35.36606667
237.04,-21.32706667,-16.29276667,-13.97016667,-21.52606667,-25.85616667,-25.77206667,-14.7684,-20.722,-27.1926,-12.8458,-23.97296667
237.41,-16.13953333,-11.42763333,-8.4432,-14.345,-16.76613333,-17.96053333,-7.4952,-14.93666667,-20.75686667,-7.634866667,-16.09113333
237.79,-13.4844,-8.981233333,-6.285533333,-11.21366667,-12.56343333,-12.61106667,-5.5722,-10.41553333,-17.5184,-5.0444,-12.57983333
238.17,-18.7324,-14.34743333,-9.8152,-14.1518,-15.1792,-16.79893333,-10.39786667,-15.14913333,-21.71086667,-9.352933333,-15.80893333
238.54,-19.13113333,-15.8591,-9.456433333,-13.41413333,-16.19273333,-15.253,-10.4582,-16.1962,-21.8498,-7.327,-15.88183333
238.92,-13.70926667,-10.564,-4.290666667,-6.2564,-10.13683333,-6.700933333,-5.641,-10.0514,-15.0428,-3.623866667,-10.46163333
239.29,-11.08053333,-9.016633333,-3.8428,-3.796333333,-8.2065,-4.032466667,-5.489266667,-8.9674,-14.0086,-2.753266667,-7.159433333
239.67,-9.915133333,-6.447866667,-4.3796,-1.32,-7.215833333,-1.708533333,-4.650666667,-7.994866667,-12.8316,-1.445733333,-4.209966667
240.04,-5.822666667,-1.827466667,-1.045866667,0.888933333,-3.605533333,3.041266667,-2.012866667,-4.1326,-7.682066667,1.918266667,0.614133333
240.42,-1.676333333,2.345033333,3.1856,3.755266667,0.940333333,7.799933333,3.127666667,-0.057666667,-2.760266667,6.223866667,4.940666667
240.79,1.159666667,4.2222,5.0471,5.4374,3.997566667,9.1538,4.239133333,2.172333333,0.033466667,8.266333333,8.057033333
241.17,-0.250266667,2.810933333,3.759,2.930133333,2.7015,7.804933333,1.4088,0.756666667,-0.7628,6.626933333,5.636666667
241.54,-2.9804,0.626533333,1.5996,-0.8812,-0.016366667,4.950333333,-2.120533333,-1.939533333,-3.429066667,3.216666667,3.422666667
241.92,-2.724333333,1.271433333,1.8811,-0.713533333,0.128633333,5.4106,-1.2732,-1.7142,-2.497933333,3.193066667,4.0307
242.29,-1.471533333,2.861466667,2.394866667,0.233533333,0.118433333,6.490733333,-0.127266667,-1.077466667,-1.584933333,3.758,5.332266667
242.67,-0.791333333,3.4918,2.7194,1.1042,0.7503,6.219466667,0.495866667,-0.432866667,-1.135066667,3.253533333,6.162433333
243.05,-0.141933333,4.367133333,3.386666667,1.814666667,1.508133333,6.2674,1.7416,0.4184,-0.0744,3.871733333,7.124533333
243.42,0.3014,4.958,3.739033333,2.086133333,1.7524,6.463933333,2.6698,0.912933333,1.2012,4.457866667,7.2688
243.8,0.256933333,4.440166667,3.464466667,1.811933333,1.0686,6.028533333,2.003266667,0.514733333,0.950133333,3.5224,7.214433333
244.17,0.104,4.0228,3.4225,1.718933333,0.876833333,5.521,2.3158,0.450866667,1.0808,2.8206,7.310066667
244.55,-1.349333333,2.657466667,1.897966667,0.458466667,-0.406766667,3.954933333,0.721266667,-0.878933333,-0.092,1.664133333,6.276
244.92,-1.0834,2.648133333,2.1743,0.545,-0.093533333,4.342333333,1.094866667,-0.305666667,0.723866667,1.905533333,6.235466667
245.3,1.1258,4.3177,3.803666667,2.422666667,1.748066667,6.408933333,3.307133333,1.4996,2.426266667,3.759933333,8.714533333
245.67,1.8966,5.4814,4.272933333,3.712466667,2.5871,7.346666667,4.380333333,2.526533333,3.602466667,4.7268,9.442633333
246.05,1.086866667,4.594933333,3.137433333,2.920266667,1.544333333,6.434333333,3.266333333,1.498533333,2.541733333,4.050666667,8.873766667
246.42,1.272133333,4.896866667,3.568933333,3.471333333,1.738233333,6.729,3.384133333,2.298,2.8134,4.421,9.354433333
246.79,1.524933333,5.159933333,3.9801,3.830066667,2.3268,7.288266667,3.871133333,2.927933333,3.161266667,5.202,9.986
