wavelength,Back_TriMelm,Belly_TriMelm,Breast_TriMelm,Crissum_TriMelm,Crown_TriMelm,DorTail_TriMelm,Patch10_TriMelm,Rump_TriMelm,Throat_TriMelm,WingTip_TriMelm
341.23,5.04253333333,8.73593333334,5.9702,9.0046,5.58913333333,7.55206666667,3.52166666667,4.92366666667,13.7612,8.2984
341.60,4.92666666667,8.60373333333,5.8254,8.86933333333,5.5258,7.42873333333,3.36373333333,4.77146666667,13.6638666667,8.22966666667
341.96,4.7866,8.39433333333,5.68653333333,8.7178,5.32753333333,7.26773333333,3.22393333333,4.60473333333,13.5074,8.12446666667
342.33,4.94033333333,8.53046666667,5.82406666667,8.77659999999,5.3782,7.3462,3.3696,4.69406666667,13.6399333333,8.16486666667
342.70,5.127,8.6994,6.03573333333,8.91019999999,5.51286666667,7.47286666667,3.49966666667,4.79593333333,13.7401333334,8.2138
343.06,5.17826666667,8.58126666667,5.9284,8.84633333334,5.42153333334,7.33746666667,3.44546666667,4.73886666667,13.6659333333,8.13886666667
343.43,5.14746666667,8.50053333333,5.85086666667,8.78486666667,5.38153333333,7.26886666667,3.35133333333,4.7014,13.6466666667,8.0644
343.79,5.02666666667,8.45773333334,5.69426666667,8.72093333333,5.22306666667,7.19053333333,3.2912,4.65366666667,13.5412666667,7.97506666667
344.16,5.02826666667,8.53126666667,5.58386666667,8.79979999999,5.13853333333,7.2278,3.23726666667,4.59986666667,13.6796666667,7.9206
344.52,5.04686666667,8.585,5.51793333333,8.82679999999,5.11366666666,7.14453333333,3.3104,4.57326666667,13.6793333333,7.78213333333
344.89,5.1774,8.72959999999,5.68413333333,8.98353333333,5.18946666667,7.20753333333,3.468,4.7316,13.669,7.7578
345.25,5.2184,8.84906666667,5.69946666667,9.02326666666,5.27473333333,7.27493333333,3.51553333334,4.82186666667,13.742,7.77733333333
345.62,5.0594,8.74893333333,5.56493333333,8.96100000001,5.1648,7.10413333333,3.43333333333,4.71393333333,13.7242666667,7.6846
345.99,4.80026666667,8.62326666667,5.37906666667,8.82653333334,5.0524,6.92953333333,3.2218,4.5878,13.5431333333,7.54146666667
346.35,4.79653333333,8.71833333333,5.45526666667,8.91859999999,5.0974,7.01646666667,3.19813333333,4.63746666667,13.6634,7.6196
346.72,4.8058,8.7896,5.47886666667,8.94253333334,5.10906666667,6.91133333333,3.22686666667,4.7272,13.7070666667,7.58453333333
347.08,4.82253333333,8.86253333334,5.5272,8.96853333333,5.06406666667,6.81566666667,3.27913333333,4.68966666667,13.8258,7.55926666667
347.45,4.98826666667,9.05706666668,5.754,9.14593333333,5.28693333333,6.913,3.53453333333,4.88993333333,13.9214666667,7.75833333333
347.81,4.84986666667,8.99119999999,5.69866666667,9.06986666667,5.18546666667,6.76413333333,3.44846666667,4.80646666667,13.8437333333,7.64413333333
348.18,4.902,8.97879999999,5.69986666667,9.13673333333,5.18393333333,6.69946666667,3.42173333333,4.7522,13.9692,7.7342
348.54,4.87286666667,8.95286666667,5.74466666667,9.17859999999,5.10413333333,6.65733333333,3.39053333333,4.69866666667,13.9834666667,7.6758
348.91,4.91326666667,9.06313333333,5.88826666667,9.20946666667,5.18566666666,6.79806666667,3.53373333333,4.7374,14.0128666667,7.75373333334
349.27,4.87533333333,9.06526666667,5.8316,9.22433333333,5.11106666667,6.7838,3.5838,4.61806666667,14.0418,7.74953333333
349.64,4.74713333333,9.01066666667,5.68066666666,9.11006666667,5.04526666667,6.6788,3.51806666667,4.48646666667,13.9687333333,7.64573333333
350.00,4.6672,8.94080000001,5.56593333333,9.07193333333,4.92566666667,6.60913333334,3.3696,4.33646666667,13.9225333333,7.5064
350.37,4.56366666667,8.91846666666,5.57733333333,9.05153333334,4.99073333333,6.6068,3.2934,4.35353333333,13.9066,7.50726666667
350.73,4.52286666667,8.88839999999,5.5466,9.04039999999,4.97846666667,6.60453333333,3.2454,4.34466666667,13.9568,7.48566666667
351.10,4.55746666667,8.96766666667,5.58833333333,9.13206666667,5.0138,6.6614,3.2532,4.38386666667,14.113,7.5896
351.46,4.5258,9.06326666666,5.6452,9.13233333334,5.08946666667,6.68746666667,3.3242,4.43713333333,14.1186666667,7.65553333333
351.83,4.5174,9.04406666666,5.65426666667,9.08946666667,5.09826666667,6.6536,3.268,4.43713333333,14.0720666667,7.75673333333
352.19,4.53426666667,9.00286666667,5.56386666667,9.03759999999,5.05926666667,6.517,3.1296,4.38853333333,14.0608,7.731
352.55,4.702,9.1336,5.77973333333,9.18633333333,5.16346666667,6.6102,3.18446666667,4.6456,14.2331333333,7.87
352.92,5.0766,9.38513333332,6.17493333333,9.51520000001,5.43606666667,6.89233333333,3.5306,4.99086666667,14.5262666666,8.18866666666
353.28,5.28553333334,9.54146666667,6.36106666667,9.66406666667,5.58873333333,7.09366666667,3.7298,5.18533333333,14.6166,8.37699999999
353.65,5.3444,9.59019999999,6.3498,9.67046666666,5.592,7.15953333333,3.68733333333,5.2012,14.6492666667,8.37006666667
354.01,5.41453333333,9.64706666667,6.48693333333,9.75893333332,5.61433333333,7.2404,3.7396,5.274,14.7199333333,8.41753333333
354.38,5.5506,9.72486666665,6.614,9.84053333333,5.76346666667,7.35733333333,3.80713333333,5.36133333333,14.7519333333,8.48606666667
354.74,5.46113333333,9.62586666666,6.5092,9.81786666667,5.6794,7.37933333333,3.7004,5.31626666667,14.7248666667,8.34453333333
355.11,5.56533333333,9.80466666667,6.58733333333,9.96766666667,5.80413333333,7.47153333333,3.8648,5.43953333333,14.9158666667,8.39993333333
355.47,5.57573333333,9.84346666667,6.64686666667,10.0414666667,5.84893333333,7.49433333333,3.8948,5.49486666667,14.9422,8.38726666666
355.83,5.54606666666,9.85060000001,6.55633333333,10.027,5.7908,7.4818,3.87786666667,5.43573333334,14.9150666667,8.3566
356.20,5.1252,9.53873333333,6.14033333333,9.68146666666,5.4128,7.06086666667,3.4654,5.0804,14.6128,7.93226666667
356.56,4.9336,9.47086666668,6.06013333333,9.611,5.34146666667,6.9094,3.36673333333,5.02233333333,14.6396666667,7.836
356.93,4.99806666667,9.5166,6.1194,9.70826666667,5.37826666667,6.86046666667,3.4518,5.0628,14.7391333333,7.86633333333
357.29,5.05773333333,9.50146666666,6.09446666666,9.7018,5.39606666667,6.8364,3.5056,5.0984,14.7788,7.90073333333
357.66,4.99126666667,9.43259999999,5.97513333333,9.60553333333,5.2816,6.67966666667,3.38213333333,5.00326666667,14.7434,7.79833333333
358.02,4.93666666667,9.32186666667,5.8896,9.45440000001,5.12166666667,6.49553333333,3.2662,4.853,14.7083333334,7.6546
358.38,4.79173333333,9.17133333332,5.77006666667,9.27653333333,4.93113333333,6.34773333334,3.0698,4.66026666667,14.6127333333,7.5036
358.75,4.58426666667,9.0966,5.58706666667,9.16273333333,4.7148,6.24106666667,2.93513333333,4.47626666667,14.5502,7.29153333333
359.11,4.48486666667,9.01079999999,5.51266666667,9.06466666666,4.64813333333,6.10273333333,2.87173333333,4.37326666667,14.5428666667,7.14706666667
359.48,4.60446666667,9.16206666666,5.66286666667,9.20433333333,4.79346666667,6.27286666667,2.95686666667,4.49086666667,14.7102666667,7.271
359.84,4.52226666667,9.13866666667,5.55513333333,9.167,4.68413333333,6.19473333333,2.86906666667,4.35853333333,14.6791333334,7.2046
360.20,4.45866666667,9.10046666667,5.494,9.11726666666,4.61,6.22946666667,2.82126666667,4.2974,14.6475333333,7.14626666667
360.57,4.39193333333,9.1328,5.51053333333,9.09273333334,4.57766666667,6.21086666667,2.78166666667,4.20646666667,14.6612666667,7.08146666667
360.93,4.40946666667,9.2116,5.6104,9.16853333333,4.65813333333,6.32193333333,2.88786666667,4.27146666667,14.7540666667,7.1154
361.29,4.59766666667,9.50566666667,5.80333333333,9.43166666667,4.867,6.52673333333,3.07286666667,4.46673333333,14.9458,7.33466666667
361.66,4.69153333333,9.61506666667,5.87346666667,9.54199999999,4.98733333333,6.59133333333,3.2076,4.57126666667,15.0416666667,7.41213333333
362.02,4.81026666667,9.71580000001,5.99293333333,9.62926666668,5.13086666667,6.66126666667,3.32873333334,4.66053333333,15.1712,7.56053333333
362.39,4.8418,9.75879999999,6.03253333333,9.68466666665,5.19906666667,6.71433333333,3.3398,4.66386666667,15.254,7.61133333333
362.75,4.91686666667,9.84613333334,6.0834,9.77593333334,5.22966666667,6.7642,3.4412,4.74626666667,15.3605333333,7.69786666667
363.11,5.00386666666,9.91773333334,6.18466666667,9.84166666666,5.29186666667,6.8678,3.5344,4.82446666666,15.4750666667,7.74333333333
363.48,5.06713333333,9.99680000001,6.25093333333,9.90380000001,5.3486,6.88446666667,3.52186666667,4.85646666667,15.5749333333,7.78033333333
363.84,5.00946666667,9.92119999999,6.1528,9.88080000001,5.29306666667,6.8226,3.43726666667,4.8276,15.5212666667,7.7042
364.20,5.03613333333,9.94139999999,6.17253333334,9.9432,5.32533333333,6.86166666667,3.44453333333,4.83533333333,15.5920666667,7.714
364.57,4.92893333333,9.82346666666,6.0838,9.88120000001,5.236,6.7882,3.37153333333,4.72346666667,15.5827333333,7.61193333333
364.93,4.95026666667,9.85626666667,6.10006666667,9.96773333332,5.25473333334,6.8554,3.35633333333,4.72493333333,15.6324,7.6074
365.29,5.01373333334,9.96140000001,6.17613333333,10.0874,5.33786666667,6.9086,3.39666666666,4.83946666667,15.712,7.61106666666
365.66,5.14906666667,10.1703333333,6.33453333333,10.2178,5.4416,7.041,3.53646666667,5.00233333333,15.8164,7.69153333333
366.02,5.07246666666,10.0738666667,6.237,10.1066666667,5.33526666667,6.93206666667,3.4254,4.87346666667,15.6704666667,7.5588
366.38,5.149,10.1424666667,6.26526666667,10.1373333333,5.33886666667,7.0028,3.4474,4.90286666667,15.6902,7.58106666667
366.75,5.1388,10.1822,6.32406666666,10.1866666667,5.39113333333,6.99633333333,3.5502,4.93233333333,15.7019333333,7.583
367.11,5.1346,10.2431333333,6.3636,10.1786,5.36966666667,6.94786666667,3.531,4.915,15.8121333333,7.5856
367.47,5.05593333333,10.2346,6.32306666667,10.1066,5.27513333333,6.8586,3.4354,4.87253333333,15.8157333333,7.5312
367.84,5.0668,10.2787333333,6.33913333333,10.1193333333,5.28773333333,6.77666666667,3.41293333333,4.89413333333,15.8014666667,7.47673333333
368.20,4.97353333333,10.2223333333,6.3008,9.99433333333,5.16813333333,6.60473333333,3.32586666667,4.84646666667,15.7817333333,7.39633333333
368.56,4.94146666667,10.1987333333,6.2998,9.93253333334,5.10753333333,6.5796,3.26833333334,4.8124,15.7817333334,7.35426666667
368.93,4.87446666667,10.1477333333,6.235,9.91466666668,4.9894,6.45133333333,3.17493333333,4.73486666667,15.8117333333,7.2994
369.29,4.81266666667,10.2304666667,6.27233333333,9.98033333334,5.00226666667,6.4432,3.18193333333,4.75746666667,15.9359333333,7.28706666667
369.65,4.77,10.2627333333,6.26766666667,10.061,5.0726,6.36233333333,3.16346666667,4.74353333333,16.0340666667,7.27073333333
370.01,4.63673333333,10.2248,6.15373333334,9.97233333334,4.94566666667,6.28746666667,2.9802,4.63326666667,16.0080666667,7.1778
370.38,4.61393333333,10.2948,6.15373333333,10.0034666667,4.98093333333,6.33973333333,2.96193333333,4.6384,16.0510666667,7.18313333333
370.74,4.68293333333,10.3912,6.25673333333,10.089,5.06713333333,6.40046666667,3.06193333333,4.7138,16.0761333333,7.25113333333
371.10,4.6912,10.4388,6.29426666667,10.0800666667,5.07793333333,6.50253333333,3.08066666667,4.74506666667,16.1064,7.32466666667
371.46,4.62566666667,10.4674666667,6.24313333333,10.0598666667,5.04813333333,6.4826,3.04766666667,4.65746666667,16.1205333333,7.28166666667
371.83,4.61986666667,10.4942666667,6.22866666667,10.0921333333,5.0568,6.44766666667,3.06713333333,4.6272,16.1956666667,7.2788
372.19,4.67606666667,10.5752,6.31846666667,10.1592666667,5.14893333333,6.51913333333,3.11626666667,4.70893333333,16.2473333333,7.3354
372.55,4.75746666667,10.6331333333,6.3886,10.2358,5.23226666667,6.56713333333,3.1758,4.7434,16.3280666667,7.41726666666
372.92,4.7082,10.5912,6.3382,10.1334666667,5.1568,6.46826666667,3.1596,4.72546666667,16.2739333334,7.4174
373.28,4.90626666666,10.7798,6.51213333334,10.3386,5.3584,6.62233333333,3.38433333333,4.90866666667,16.4621333333,7.5878
373.64,4.983,10.8215333333,6.58633333333,10.4046666667,5.4124,6.69373333333,3.484,5.0184,16.5094,7.63353333333
374.00,4.9866,10.8314666667,6.56326666667,10.4104666667,5.35653333333,6.65193333333,3.44766666667,4.97513333333,16.5776666667,7.6166
374.37,4.87333333333,10.7736666667,6.46013333333,10.3302666667,5.22906666667,6.49373333333,3.30146666667,4.8488,16.5774,7.4854
374.73,4.939,10.8532,6.5462,10.4396666667,5.29966666666,6.55906666667,3.34473333334,4.96746666667,16.7147333333,7.5304
375.09,4.888,10.8286666667,6.50213333333,10.453,5.2654,6.5092,3.29233333333,4.9482,16.7157333333,7.52353333333
375.45,4.65626666667,10.6812,6.32566666667,10.3044,5.1064,6.3186,3.12213333333,4.74493333333,16.6323333333,7.3346
375.81,4.67753333333,10.745,6.3622,10.3457333333,5.03873333333,6.32166666666,3.12706666667,4.7574,16.7511333333,7.34266666667
376.18,4.6718,10.7512666667,6.40753333333,10.3989333333,4.98306666667,6.33253333333,3.08373333333,4.7158,16.7692,7.25846666667
376.54,4.536,10.6233333333,6.28946666667,10.2460666667,4.7618,6.12013333333,2.91186666667,4.53233333333,16.6752666667,7.08313333333
376.90,4.54993333333,10.6777333333,6.31453333333,10.3073333333,4.75846666667,6.0608,2.93193333333,4.48073333333,16.7173333333,7.09113333333
377.26,4.5402,10.6681333333,6.2782,10.3003333333,4.70593333333,5.99066666667,2.88193333333,4.45346666667,16.7244666667,7.04
377.63,4.59833333333,10.7371333333,6.3504,10.3538666667,4.76246666667,6.04426666667,2.95213333333,4.5172,16.7632,7.09526666667
377.99,4.63553333333,10.792,6.41433333333,10.4180666667,4.77813333333,6.0528,2.99653333333,4.53486666667,16.8213333333,7.11506666667
378.35,4.633,10.8084,6.43613333333,10.3712,4.70933333333,6.01273333333,2.95106666667,4.48226666667,16.8268666667,7.02666666667
378.71,4.7318,10.9044,6.48106666667,10.4382666667,4.736,6.0628,3.0164,4.5378,16.9692666667,7.08613333333
379.07,4.79693333333,11.0002666667,6.53053333333,10.4816666667,4.844,6.14086666667,3.07613333333,4.60193333333,17.0068,7.12093333333
379.44,4.81753333333,11.0679333333,6.519,10.4840666667,4.9118,6.16566666667,3.04786666667,4.62986666667,17.1072,7.10866666667
379.80,4.86746666667,11.2134666667,6.64233333333,10.5735333333,5.0132,6.28173333333,3.12853333333,4.73393333333,17.2435333334,7.20566666667
380.16,4.8212,11.2556666667,6.5836,10.5209333333,4.96886666667,6.25306666667,3.09313333333,4.72553333333,17.3164666667,7.17413333333
380.52,4.69673333333,11.2436666667,6.55113333333,10.4666,4.9434,6.20433333334,3.04846666667,4.6664,17.3753333333,7.11806666667
380.88,4.66353333333,11.2871333333,6.54353333333,10.4502,4.93406666667,6.1936,3.0526,4.65886666667,17.4908666667,7.12226666667
381.24,4.67533333333,11.366,6.55,10.4686666667,4.96266666667,6.212,3.03533333334,4.684,17.5686666667,7.12733333333
381.61,4.7518,11.4676,6.59186666667,10.5663333333,5.05313333333,6.31566666667,3.08873333333,4.76053333333,17.6772666667,7.19113333333
381.97,4.79686666667,11.5543333333,6.64846666667,10.6246666667,5.10013333333,6.39206666666,3.12193333333,4.82766666667,17.7228666666,7.20726666667
382.33,4.75113333333,11.5582,6.6206,10.6167333333,5.05586666667,6.30773333334,3.08486666667,4.816,17.7214666667,7.13913333333
382.69,4.79933333333,11.7195333333,6.7538,10.7683333333,5.07453333333,6.34646666667,3.17793333333,4.879,17.8857333333,7.2288
383.05,4.79613333333,11.7364666667,6.733,10.7912,5.04786666667,6.30893333333,3.14346666667,4.82546666667,17.9076,7.17353333333
383.41,4.77786666667,11.805,6.77173333333,10.8147333333,5.02766666667,6.28353333333,3.09873333333,4.7676,17.9672666667,7.14186666667
383.77,4.86766666667,11.8957333333,6.8472,10.8976666666,5.08093333333,6.33913333334,3.16493333333,4.81853333333,18.0588666667,7.1838
384.14,4.89453333333,11.9588,6.88846666667,10.9796666667,5.0984,6.3386,3.18186666667,4.82926666667,18.1386,7.14346666667
384.50,4.9252,12.0153333333,6.94206666667,11.0496,5.1088,6.348,3.20333333333,4.8176,18.2467333333,7.1386
384.86,4.92906666667,12.0832666667,7.0188,11.1250666667,5.1242,6.31753333333,3.22306666667,4.81653333333,18.3359333334,7.15533333333
385.22,4.86773333333,12.0987333333,6.99926666667,11.131,5.07953333333,6.24793333333,3.15553333333,4.7566,18.3609333333,7.1022
385.58,4.8404,12.1062666667,7.01493333333,11.1523333333,5.0876,6.25293333333,3.09933333333,4.72626666667,18.4556666667,7.10666666667
385.94,4.86033333333,12.1434666667,7.0328,11.1530666667,5.11893333333,6.25146666667,3.0948,4.7174,18.4715333333,7.09766666666
386.30,4.88213333333,12.2338,7.0508,11.1978,5.1398,6.26453333333,3.10873333333,4.7508,18.5680666667,7.09126666667
386.66,4.9514,12.3003333333,7.0916,11.2881333333,5.21113333333,6.33293333333,3.15066666667,4.85293333333,18.6641333333,7.12293333333
387.03,5.00366666667,12.4026,7.1554,11.3642,5.22726666667,6.38933333333,3.15773333333,4.88206666667,18.7410666667,7.15433333333
387.39,5.00393333333,12.5224666667,7.22353333333,11.4325333333,5.2622,6.38633333333,3.15566666667,4.90413333333,18.8237333333,7.1856
387.75,4.90393333333,12.5504666667,7.1736,11.3946666667,5.21606666667,6.3006,3.11513333333,4.86306666667,18.7867333333,7.10846666667
388.11,4.876,12.6286,7.18813333334,11.4315333333,5.2172,6.3206,3.13386666667,4.88413333333,18.9029333333,7.1228
388.47,4.90053333333,12.6983333333,7.24366666667,11.4618666667,5.24113333334,6.3398,3.19273333334,4.89626666667,18.9544,7.17133333333
388.83,4.929,12.7914666667,7.27946666667,11.5094,5.24713333333,6.32033333333,3.21773333333,4.90886666667,19.0300666667,7.16146666667
389.19,4.94426666667,12.898,7.31746666667,11.5548666667,5.25813333333,6.326,3.21646666667,4.92106666667,19.1611333333,7.172
389.55,4.92466666667,12.9362,7.34226666667,11.5784666667,5.24046666667,6.32106666667,3.2006,4.93726666667,19.2435333333,7.17006666667
389.91,4.934,12.9990666667,7.40553333333,11.5838666667,5.21473333333,6.3314,3.2124,4.92826666667,19.2974,7.15773333334
390.27,4.91626666667,13.0933333333,7.44093333334,11.62,5.24966666667,6.3248,3.21933333333,4.94566666667,19.3830666667,7.1674
390.63,4.94266666667,13.1404666667,7.44233333333,11.6398,5.2626,6.3472,3.24273333333,4.9914,19.4766666667,7.2032
391.00,4.95966666667,13.1968,7.4848,11.6494,5.25813333333,6.37066666667,3.21153333333,5.00113333333,19.5506666667,7.2694
391.36,4.93726666667,13.1968,7.48193333333,11.5985333333,5.21993333333,6.2972,3.1346,4.96846666667,19.5244,7.21966666667
391.72,4.98813333333,13.3043333333,7.5684,11.6469333333,5.25506666667,6.32006666666,3.13446666667,5.02586666667,19.6695333333,7.23726666667
392.08,5.02706666667,13.4174666667,7.65073333333,11.7056,5.27053333333,6.34546666667,3.16486666667,5.06393333333,19.7957333333,7.28253333333
392.44,4.95813333334,13.3953333333,7.63,11.6802,5.1966,6.28386666666,3.10013333333,5.01446666667,19.7966,7.2296
392.80,4.9152,13.4410666667,7.60886666667,11.6502,5.1578,6.2368,3.04533333333,4.969,19.8416666667,7.19866666667
393.16,4.87153333333,13.4864666667,7.627,11.6899333333,5.14833333333,6.1872,3.0166,4.9392,19.9342,7.19006666667
393.52,4.8058,13.499,7.60073333333,11.6437333333,5.05646666667,6.1066,2.94806666667,4.90486666666,19.9396,7.1176
393.88,4.78773333333,13.5192666667,7.6194,11.6273333333,5.00326666667,6.06206666667,2.89286666667,4.84073333333,19.9554,7.06086666667
394.24,4.777,13.5610666667,7.6382,11.6681333333,4.98233333333,6.0428,2.88766666667,4.80726666667,20.0126,7.0228
394.60,4.8244,13.7096,7.7172,11.7666,5.02446666667,6.12053333333,2.93013333333,4.85333333334,20.1459333333,7.09926666667
394.96,4.78826666667,13.7317333333,7.71213333333,11.7695333333,4.9738,6.10006666667,2.88006666667,4.81546666667,20.2212666667,7.07026666667
395.32,4.77633333333,13.7630666667,7.6914,11.7627333333,4.9396,6.076,2.84573333333,4.78013333333,20.259,7.04093333333
395.68,4.8822,13.9512666667,7.8228,11.8612666667,5.03066666667,6.15373333334,2.9372,4.89213333333,20.4161333333,7.1298
396.04,4.93706666667,14.0550666667,7.92593333333,11.9732,5.08093333333,6.19946666667,3.014,4.95293333333,20.5007333333,7.17966666667
396.40,4.85733333333,14.0898666667,7.8962,11.9318666667,4.9796,6.1308,2.92586666667,4.92526666666,20.5006666667,7.08593333334
396.76,4.9024,14.1931333333,7.92313333333,12.0099333333,5.00033333333,6.16073333333,2.94786666667,4.94713333333,20.6273333333,7.0812
397.12,4.89806666667,14.2950666667,7.95726666667,12.1054,5.0008,6.1688,2.95453333333,4.99626666667,20.7625333333,7.094
397.48,4.87013333333,14.3743333333,7.99526666667,12.1034666667,4.98873333333,6.1044,2.91953333333,5.0056,20.8173333333,7.0412
397.84,4.7964,14.377,7.9856,12.0782666667,4.911,6.00493333334,2.86533333333,4.93426666667,20.8638666667,6.94806666667
398.20,4.82573333333,14.4842666667,8.05466666667,12.1750666667,4.95893333333,6.01913333333,2.88853333333,4.96046666667,20.9328,6.96913333333
398.56,4.8288,14.5810666667,8.13246666667,12.2432,4.98246666667,6.02926666667,2.8774,4.96886666667,21.0041333333,6.98566666667
398.92,4.73106666667,14.5399333333,8.06353333333,12.1862666667,4.85866666667,5.93466666667,2.76433333333,4.86526666667,20.9543333333,6.8608
399.28,4.75873333333,14.6494,8.14066666667,12.2192,4.8816,5.93786666666,2.76893333333,4.88446666667,21.0944,6.85886666667
399.64,4.89906666667,14.8044666667,8.30326666667,12.3448666667,4.98806666667,6.0438,2.88846666667,4.98033333333,21.2508666667,6.9782
400.00,5.00233333333,14.9789333333,8.4668,12.4604666666,5.0756,6.0928,2.9882,5.0732,21.4128666667,7.08266666667
400.36,5.07486666667,15.1253333333,8.58793333333,12.4935333333,5.13486666667,6.13813333333,3.04866666667,5.09693333333,21.5345333333,7.11093333333
400.72,5.14713333333,15.2658,8.6904,12.5857333333,5.16693333333,6.22506666667,3.12046666667,5.1536,21.6654,7.14906666667
401.08,5.229,15.4319333333,8.78493333333,12.6573333334,5.21933333333,6.29013333333,3.19333333333,5.24406666667,21.7812,7.18993333333
401.44,5.20206666667,15.5367333333,8.8162,12.6514,5.18226666667,6.25406666667,3.19633333333,5.26353333333,21.8861333333,7.15973333333
401.80,5.2116,15.6264,8.8844,12.6658666667,5.1858,6.25866666667,3.25073333333,5.30573333333,21.9900666666,7.14886666667
402.16,5.26946666667,15.7881333333,8.9946,12.7592666667,5.2628,6.29306666667,3.30373333333,5.355,22.1858,7.21986666667
402.52,5.24566666667,15.8598666667,9.01313333333,12.7750666667,5.227,6.2588,3.26073333333,5.33073333333,22.2434666667,7.19966666667
402.88,5.14733333333,15.8656666667,8.98366666666,12.726,5.1634,6.1662,3.16573333333,5.2352,22.2866,7.12013333333
403.24,5.0464,15.8620666667,8.97026666667,12.6883333333,5.07353333333,6.1164,3.08173333333,5.1498,22.2788,7.03553333333
403.60,4.9846,15.9007333333,8.96613333333,12.7107333333,5.01493333333,6.0734,3.03086666667,5.1204,22.2913333333,6.9976
403.95,4.9938,15.9692666667,9.0044,12.7502,5.03566666667,6.07486666667,3.0222,5.12993333333,22.4026,7.01326666667
404.31,5.02313333333,16.0478666667,9.07333333333,12.8168666667,5.0352,6.07986666667,3.0236,5.1506,22.495,7.0346
404.67,5.06166666667,16.1108666667,9.13933333333,12.8405333333,5.0532,6.09426666667,3.051,5.18133333333,22.5252666667,7.04513333333
405.03,5.01126666666,16.1727333333,9.12786666667,12.8579333333,4.99266666667,6.0362,2.96833333333,5.12553333333,22.5559333333,6.99
405.39,5.02153333333,16.2585333333,9.20613333333,12.8902666667,5.00013333333,6.05953333333,2.97653333333,5.14006666667,22.6092666666,6.99513333333
405.75,5.025,16.3289333333,9.26966666666,12.9144,5.00493333333,6.03253333334,2.9686,5.12706666666,22.6582666667,6.9766
406.11,5.06333333333,16.475,9.35013333334,12.9964666667,5.04133333333,6.0766,2.99506666667,5.17006666667,22.7519333333,7.00486666667
406.47,5.06013333333,16.5462666667,9.37900000001,13.0192666667,5.04986666667,6.0494,2.98393333333,5.17953333333,22.8325333333,7.00333333334
406.83,5.08233333333,16.6646,9.45713333333,13.0658,5.07193333333,6.0532,2.98253333333,5.21873333333,22.9574666667,7.02413333333
407.19,5.11506666667,16.7887333333,9.53859999999,13.1374,5.08166666667,6.0632,3.011,5.24273333333,23.0997333333,7.03513333333
407.55,5.1306,16.9167333333,9.60619999999,13.1919333333,5.108,6.08373333334,3.01346666667,5.2596,23.2017333333,7.03013333333
407.90,5.16753333333,17.0641333333,9.72913333333,13.2850666667,5.1576,6.13966666667,3.0122,5.28493333333,23.3698666667,7.0642
408.26,5.2596,17.2444,9.87566666667,13.3791333333,5.2432,6.1954,3.0804,5.3728,23.5650666667,7.10986666667
408.62,5.28813333333,17.3864666667,9.94713333334,13.4438,5.24373333333,6.21193333333,3.10306666667,5.41073333334,23.7035333333,7.1242
408.98,5.32273333333,17.5190666667,10.0276666667,13.5278,5.2752,6.2482,3.13426666667,5.4668,23.8796666666,7.14433333333
409.34,5.35893333333,17.6037333333,10.1032,13.5800666666,5.29813333333,6.25273333333,3.16046666667,5.50246666667,23.9835333333,7.14566666667
409.70,5.38533333333,17.7240666667,10.1760666667,13.6259333333,5.3122,6.2638,3.17086666667,5.52613333333,24.0730666667,7.15126666667
410.06,5.3862,17.7894666667,10.2350666667,13.6153333333,5.2976,6.24393333333,3.16233333333,5.4926,24.1455333333,7.10406666667
410.42,5.32793333333,17.8416,10.2504,13.5911333333,5.23893333333,6.16886666666,3.09826666667,5.46833333333,24.1632666667,7.05693333334
410.77,5.28086666667,17.8777333333,10.2559333333,13.5694666667,5.20406666666,6.09846666667,3.05186666667,5.43086666667,24.2312666667,7.028
411.13,5.27573333333,17.9744666667,10.2546666667,13.5928,5.17033333333,6.04866666667,3.03,5.41453333333,24.3366,7.00306666667
411.49,5.2738,18.0308,10.3203333333,13.6136666667,5.17113333333,6.07653333333,3.04906666667,5.43326666667,24.4319333333,7.02966666667
411.85,5.2518,18.1340666666,10.3533333333,13.6292,5.19753333333,6.05473333333,3.04053333333,5.44133333333,24.4996,7.0182
412.21,5.27066666667,18.2747333333,10.4294666667,13.6638,5.20373333333,6.09153333333,3.07113333333,5.4764,24.6198666667,7.04406666667
412.57,5.27406666667,18.4265333334,10.5128666667,13.7305333333,5.20753333333,6.0766,3.07906666667,5.4944,24.7614,7.05206666667
412.92,5.26333333333,18.5168,10.5678,13.7337333334,5.16726666667,6.02533333333,3.02206666666,5.44826666667,24.874,7.01193333333
413.28,5.28486666667,18.6008666667,10.6482,13.8093333333,5.17066666667,6.0238,3.01753333333,5.4686,24.9796,7.02826666667
413.64,5.28866666667,18.7028,10.7208,13.8610666667,5.20133333333,6.0408,3.0206,5.47346666667,25.0606666666,7.03193333333
414.00,5.26346666667,18.7644,10.7876666667,13.8989333333,5.16093333333,6.025,2.98146666667,5.44173333333,25.1462666667,7.00966666667
414.36,5.2098,18.8354,10.8496666667,13.9176666667,5.11673333333,5.97966666667,2.94133333333,5.41126666667,25.1796666667,6.97126666667
414.72,5.1804,18.9772,10.9027333333,13.9542666667,5.06706666667,5.92086666667,2.8598,5.37293333333,25.2978,6.9274
415.07,5.22126666667,19.0782666667,11.0081333333,14.0492666667,5.05386666667,5.94133333333,2.8524,5.3898,25.4439333333,6.9292
