wavelength,Back_TriMelm,Belly_TriMelm,Breast_TriMelm,Crissum_TriMelm,Crown_TriMelm,DorTail_TriMelm,Patch10_TriMelm,Rump_TriMelm,Throat_TriMelm,WingTip_TriMelm
190.95,128.1818,143.636533334,159.697,123.1314,103.9394,120.606066667,134.949266667,120.201933333,148.889,109.696866667
191.33,137.814133333,154.8634,170.601133333,133.770466667,107.322466667,121.420866667,139.125866667,125.0274,150.928866667,113.1148
191.71,125.7436,141.128266667,158.051266667,130.051333333,101.128133333,109.948733334,127.794866667,115.384666667,137.230733333,104.102533333
192.09,95.9347999999,109.918666667,121.300733333,102.0326,79.3496,84.1464666667,97.6424000001,91.9512666667,104.308933333,81.7886000001
192.47,93.7984666667,107.751866667,115.3488,96.6666000001,80.9302666667,85.7363999999,94.1860000001,88.0619333333,99.1473333333,74.9612
192.85,86.7314,94.1101333333,100.453133333,89.2556666667,73.5276,77.5404666667,84.6601333333,78.9644000001,89.1262,68.4789333333
193.23,90.7692,95.3845333333,100.586066667,89.2307333333,73.6263333333,70.7692666667,81.2454666665,76.7765333333,91.4285999999,67.1794666667
193.61,83.3333999999,84.6511333333,90.8525999999,76.2792000001,60.3875333333,53.4106666667,67.1317333333,59.2248,80.9302,49.9224666667
193.99,75.0200666666,80.4014666667,78.3131999999,67.1486666667,51.5662666667,42.8113333333,53.0922,47.7108,73.8152666667,38.0722666667
194.37,85.3788000001,90.0757999999,85.1515333334,75.1516,63.1818666667,51.6666,65.8333333333,59.6212666667,82.5000000001,48.7120666666
194.75,88.5140666667,93.0924666667,88.0320666665,78.3935333333,66.6666666667,55.1806666667,69.6386,60.482,88.6747333332,50.7631333333
195.13,92.1704666667,97.6744666667,87.0542666666,76.2015333333,71.4729333333,56.2791333332,75.969,61.5504,91.4727333332,54.3411333333
195.51,120.170933333,126.8376,110.170933333,99.6580666668,94.1880000001,77.4359333333,102.735066667,82.2222666665,119.1454,78.2051333334
195.89,110.337133333,110.786533333,97.7527999999,91.1609333333,80.9738666667,68.7640666667,94.3821333334,77.2284666667,106.966266667,74.6067333333
196.27,121.550466667,115.969,106.124066667,101.5504,87.0543333333,77.2866666666,102.092933333,85.5038666667,117.441866667,83.6434666667
196.65,113.4006,109.9664,101.414133333,97.1044000001,82.8283999999,81.7508666666,100.875266667,82.8956666667,109.292866667,81.1448000001
197.03,128.996133333,121.5262,113.574266667,112.1284,93.4940000001,96.3052,114.0562,92.1285333332,126.9076,93.9757999999
197.40,151.924933333,135.493066667,133.2394,126.009466667,107.699533333,110.140866667,136.056333333,107.8874,146.760666667,109.7652
197.78,134.768066667,116.202466666,118.8186,113.502066667,95.9492666665,100.928333333,121.181466667,96.1180666667,135.527333333,101.350133333
198.16,122.898533333,108.695866667,107.463733333,107.028866667,90.1450000001,97.3911999999,113.695733334,93.6232,126.087,99.2029333332
198.54,125.992666667,107.8652,111.835333333,112.209933333,90.1871999999,101.872666667,115.5806,94.9064666667,126.741666667,103.7454
198.92,117.5194,95.814,104.961266667,105.504,81.3177999999,96.8217999999,107.441866667,85.969,118.2944,93.8760666667
199.30,126.6666,105.135133333,112.522533333,115.315266667,88.0178,103.874,117.567666667,89.4594666667,128.5584,100.900866667
199.68,114.761866666,102.190533333,103.143,104.095266667,79.5238666666,93.7144666667,105.618866667,77.5237333334,120.476133333,91.2381333333
200.06,121.2786,105.388133333,102.9224,107.762533333,83.9269999999,96.4381999999,106.0274,83.3790000001,122.648466666,97.9909333333
200.44,116.439466667,102.500066666,97.4243333332,100.605933333,86.2880666667,91.5908666667,99.3939333335,86.3636666667,113.1818,96.7425333334
200.82,107.179466667,97.2435333334,89.3591333334,94.7436,85.6409333333,89.0385333333,89.7437333333,81.6667333334,102.692333333,91.4103333333
201.19,110.8842,99.0475999999,90.4760666665,92.0408666665,89.1155333333,89.7958666666,86.5306666666,80.4081333334,101.768666667,92.3128666666
201.57,123.058933333,105.8824,102.1962,99.3726000001,97.6470666667,95.8431333331,93.9608,84.5490666667,109.176533333,100.3138
201.95,132.307666667,114.957266667,110.512933333,107.435866667,107.606866667,104.700733333,99.8292,94.1879999999,121.1966,106.923266667
202.33,128.780466667,116.3414,110.1626,106.341533333,109.5934,103.251933333,98.5367333332,97.7236666666,120.487866667,110.000066667
202.71,123.798466667,114.341066667,107.906933333,103.4108,103.720933333,102.093066667,90.5426,95.6588,114.8836,105.813933333
203.09,118.047133333,107.8788,106.060666667,97.8450000001,99.9326666667,100.269333333,88.8889333333,95.0841333333,110.101066667,103.5016
203.47,112.043,103.154,104.372866667,93.2615333333,95.0537333334,94.2653999999,80.5018666667,89.1755333333,107.168466667,97.9927333334
203.85,117.083333333,115.833333333,117.166666667,103.25,98.6666666667,104.416666667,89.9166666668,96.6666666667,116.916666667,105.833333333
204.22,117.575733333,117.4026,118.701266667,104.935066667,96.0172000001,108.051933333,90.0431333332,99.3938666667,117.835466667,107.3592
204.60,111.934266667,110.452666667,113.168666667,103.621466667,87.572,103.950533333,88.8887333334,96.9548000001,110.452733333,99.0122666666
204.98,113.333266667,110.763066667,112.6104,102.329266667,89.8796000001,108.4338,88.6746666667,99.5981999998,113.092466667,97.9921333333
205.36,109.425333333,105.5172,106.743333333,97.0880666667,87.7394000001,103.218466667,84.5976666667,95.2491333333,105.210733333,94.3293999999
205.74,123.589866667,107.6068,111.538533333,105.641066667,89.5726666666,112.222133333,90.0001333332,95.812,114.529933333,96.9230666667
206.12,144.1546,119.033933333,124.830933333,122.415466667,102.995133333,122.6086,107.729466667,108.599,134.589333333,108.598933333
206.50,148.9266,116.158133334,122.033933334,126.666666667,98.1922,118.418066667,105.9888,108.5876,133.333266667,104.5198
206.87,157.948733333,119.871733333,123.846066667,131.666733333,100.000066667,121.794866667,109.4872,114.487,133.3334,106.923
207.25,143.0188,102.3898,109.937133333,117.358466667,90.1886666667,105.283066667,92.7044666666,101.0064,119.371133333,97.2327333333
207.63,156.4,109.866666667,123.2,134.8,98.1333333333,111.2,103.466666667,106.933333333,133.333333333,111.2
208.01,218.857133333,149.523733333,166.857066667,189.333533333,135.809533333,155.047733333,146.285733333,146.857066667,191.4286,161.714333333
208.39,332.549066667,174.902,216.470533333,269.803866667,154.117733333,176.0782,171.764666667,171.372466667,263.529466667,218.4314
208.77,235.789466667,91.5789999999,126.315733333,167.017466667,61.7544666667,78.9473333332,86.3157333335,82.8069999999,171.579,134.386
209.14,182.608666667,84.6376,112.753733333,132.173933333,70.1449333333,53.3334666667,71.5942666667,81.4492000001,131.594133333,121.1594
209.52,126.6668,43.8095333333,72.1428666666,78.8094000001,38.5714666667,33.8094666668,30.9524,38.8095333334,74.0476666666,90.9523999999
209.90,188.666666666,37.9999999999,85.0000000001,78.3333333333,50.6666666667,48.9999999999,31.3333333333,28.3333333333,99.0,116.0
210.28,334.545533333,44.2424,147.272733333,108.484933333,84.2424666665,62.4241333335,56.9698000001,30.9091333332,174.545466666,208.484866667
210.66,1846.66666667,266.666666667,633.333333333,726.666666666,440.000000001,326.666666667,283.333333333,136.666666667,970.0,1063.33333333
211.03,405.0,62.5,133.333333333,139.166666666,106.666666667,67.5,68.3333333333,50.0000000001,194.166666667,255.0
211.41,264.166666667,-27.5000000001,-5.0,15.8333333335,23.3333333334,-64.1666666666,-72.4999999999,-65.8333333333,35.0,152.5
211.79,180.0,85.1514666667,100.0,96.6667333335,113.0304,79.3940666666,71.5151333334,69.3939333334,108.181733333,144.545466667
