wavelength,Back_GeoForf,Belly_GeoForf,Breast_GeoForf,Crissum_GeoForf,Crown_GeoForf,DorTail_GeoForf,Patch10_GeoForf,Rump_GeoForf,Throat_GeoForf,WingTip_GeoForf
185.63,132.013888889,277.5,86.6666666667,576.666666667,499.583333333,148.333333333,619.166666667,404.166666667,479.722222222,220.833333333
186.01,73.5212455555,106.8254,85.0793333333,175.238133334,154.127033333,84.2856000001,171.904733334,138.095066667,150.4761,96.8253333334
186.39,71.5185200001,99.5062,84.6912000001,153.703733333,139.135766667,79.6296000001,150.370466667,120.987666666,131.749,89.6603333333
186.77,74.0313644444,108.553466667,88.6791999999,159.496933333,146.981066667,93.8364666667,157.735666667,128.805066667,138.155144445,110.849083333
187.15,73.3762266666,118.846266667,105.512733333,165.769266666,156.153933333,95.3846666667,166.923066667,136.0256,137.393166667,109.936
187.53,63.1555911112,103.272866667,90.3030666665,138.424333333,132.121233333,88.1212666667,150.060666667,117.939333333,121.858477778,100.454333333
187.91,50.8869511111,92.8395333335,84.8148000001,121.357933333,119.197533333,85.4320666665,135.308666667,106.9136,110.514422222,80.2469166667
188.29,46.7932677778,89.1281333334,78.4614000001,108.820466667,110.1539,80.4102666667,120.6154,93.2308,95.1452,75.3846666668
188.67,53.9599888889,89.4016666665,80.6836666667,104.444466667,109.572733333,85.8120666666,114.9572,91.453,95.0997111112,76.2820833333
189.05,48.4343488889,78.4511999999,70.6395333334,86.6666666667,91.1447333334,77.6431333333,94.0066666667,74.4108666666,79.1470222222,65.2355833333
189.43,38.05545,64.6796000001,61.6024666667,75.2563333333,76.9551,66.8589333334,75.1922666667,63.5257333333,70.0535444445,50.0800833333
189.81,43.7221944444,71.7729333333,64.0424000001,81.2766666668,87.2339333332,74.1134666667,84.2553333333,68.7235333333,76.8439333333,53.8119166667
190.19,33.4668922222,66.3492666667,50.0793333333,76.2699333333,81.0713666667,73.1745333333,81.1111333333,62.6190666667,69.6825333333,48.5119166667
190.57,25.7642288889,61.4073333333,34.7406666666,69.037,67.1111000001,66.5927333333,71.1851333333,56.074,61.8023222222,44.7223333333
190.95,37.7233288889,66.9753999999,40.0617333333,69.6913333333,69.9382000001,68.2098666667,72.0986000001,62.1603333333,70.4114555556,51.1574166667
191.33,33.3138188889,60.7842666667,34.7339333333,61.5126666667,61.7367333334,63.0252,59.7198,54.1175333333,67.0400222223,46.63875
191.71,43.1649733333,71.0292666667,45.9803333333,70.7842666667,69.9510666667,73.9706000001,68.0392,62.0587333333,75.1063777779,51.961
192.09,47.8709544444,75.2112666667,52.6762,75.5869333333,73.4977666667,75.1172666667,72.7231333334,63.5681333333,77.5743111112,58.0398333334
192.47,53.4320266667,79.8496000001,56.0902000001,80.9523333333,76.4161333334,81.1529333333,79.2482000001,69.7744666667,84.6866777777,60.08775
192.85,58.0519344445,81.1556666666,55.9554,79.2889333333,76.1555666666,78.6221333333,81.2001333333,69.2444,86.318611111,63.22225
193.23,61.4466755556,84.8000666667,55.5556666667,80.5334666667,76.6223333333,82.4442666666,84.3556666666,71.5999333333,88.5999555556,62.7778333334
193.61,63.59331,82.3371333333,54.981,79.5019333333,78.6207333334,80.9195999999,83.9081333333,71.6476,85.4021666666,66.5709166667
193.99,59.2035488889,76.0725333333,51.5840666667,73.9273333333,70.9735666667,72.9042666667,76.8647333333,65.5446,77.9263444444,61.96375
194.37,59.5554388889,77.2756666667,52.3076666667,73.3012666667,69.8557666667,71.3141333333,74.3911333333,64.9038,76.1216,61.4984166667
194.75,63.2507711111,80.5811333333,57.5384666667,75.8290666666,73.5898333333,74.9401333333,79.3846,66.9742666667,79.1166888889,61.8801666666
195.13,62.0872511111,79.9251333333,58.0524666667,78.2772,71.0112666667,75.543,81.3483333333,66.4794666667,80.3244888889,61.5168333333
195.51,72.1363933333,89.5062666667,65.3911333334,88.9711333334,80.6584666667,86.7490666667,94.7324666667,74.4033333333,89.4993444445,68.8271666667
195.89,69.1169488889,87.6755333334,61.8860666667,86.7106666666,78.2018333333,82.1492666667,92.1492000001,71.6667333333,86.0451777779,69.4078333333
196.27,64.1682377778,86.8519333333,58.4720000001,84.0739999999,74.3981666667,79.2128666667,88.4261333333,70.463,83.8655555555,63.7150833333
196.65,58.0339877778,80.8000666667,57.1111333333,77.4666666667,69.3778666667,73.2446666667,80.6222,63.7776666667,77.8814444444,62.2221666666
197.03,50.4372411111,74.2982666667,54.6928666667,69.5615333333,61.5132666667,68.4211333333,72.9387333333,59.0790666667,70.1462333333,56.5240833333
197.40,48.07175,75.2820666667,58.3076,71.4871333333,60.6153333333,67.4872,73.9485999999,59.7436,71.7349,55.1281666666
197.78,46.3342222222,75.2533333334,57.28,68.2666666667,55.5733333333,67.4666666667,71.1466666667,55.2533333333,72.3377777778,49.5333333333
198.16,43.8518466667,75.5556666667,57.0900666667,65.4497333333,52.4073333333,67.0371333333,68.0422,52.3280666666,74.6914666667,49.0740833333
198.54,50.4625366667,79.5122666667,63.794,68.5636666667,58.916,74.9594,73.9837999999,56.7479333333,82.3847777778,53.6584166666
198.92,48.3801588889,79.6694666665,63.1956,67.3278,56.7217666667,74.6006,69.5318,55.9228666667,83.737388889,53.6503333333
199.30,45.4954544445,75.4073333333,59.2098,61.926,54.0494,67.7039333333,63.7530666667,51.506,75.506,50.0002499999
199.68,41.08406,67.237,52.4562666667,55.5262666667,47.8946333334,59.035,54.9562666667,47.0176,67.6753666667,45.5044166667
200.06,44.8789066667,68.3332666667,54.9574666667,56.9658666667,49.6580666667,59.7434,56.5811333333,49.3588666667,69.7934444445,47.3825833333
200.44,48.1172766667,70.4822,58.1972666667,59.413,52.1174,62.2222666667,58.2388666667,50.9855333333,72.9490555556,52.98725
200.82,51.9289555556,75.9747333334,58.323,61.4675333333,54.0880666667,65.8282666667,58.4068,52.9978666667,75.1920666667,55.2934166667
201.19,55.1751711111,83.0516666666,62.2536666667,68.263,57.6760666667,71.9718666667,60.845,54.9766,80.4771999999,57.4531666666
201.57,51.7729355556,76.5823333333,57.1308,64.9365333333,55.4642,68.4810666666,58.6076,49.8734666667,74.4936555555,56.118
201.95,44.0045233333,69.9336,53.6865333333,58.8079333333,47.1303333333,60.2207333333,53.1125333333,41.0596,64.0985333333,49.5033333333
202.33,41.8402555555,69.0024000001,53.4307333333,58.6375333333,45.4501666667,61.9465333333,51.1435333333,40.1946,60.7298444445,49.5133333333
202.71,36.7701711111,64.1604666667,53.5339333333,55.2380666667,39.6491333333,57.2932,45.5638,33.6843333333,55.1295111111,45.3634166666
203.09,25.7652588889,55.238,39.5488,45.8144666667,32.0551666667,47.6692,36.3409333333,23.2081333333,44.7869888889,36.5915833333
203.47,23.8505855556,53.9062,35.729,43.2291333333,29.4790666666,48.5935333333,32.9686666667,22.5519333333,42.7168222222,34.5704166667
203.85,15.9060988889,57.8205333333,37.2434,38.8461333333,23.3654,50.0639333333,30.1282,16.9871333333,43.6966333333,32.1314166666
204.22,-4.53261333335,51.9444666667,29.8149333333,26.9444,4.16663333333,50.0,14.1665333333,-5.46306666667,31.9135333333,18.8658333333
204.60,-13.1608033333,34.9572666667,16.7520666667,12.3078666667,-7.30769999997,35.2991333333,-1.02566666664,-16.0683333333,15.3133222222,7.05133333334
204.98,-24.7887666667,24.7886,10.7041333333,4.78866666667,-19.3426333333,29.5774,-6.00946666665,-24.8825333334,5.33652222221,-8.45083333333
205.36,-22.5936644445,21.8264666667,16.347,0.45659999998,-21.1415666666,26.4840666667,-6.20999999999,-22.1005333333,1.64402222223,-9.01833333333
205.74,-17.6755377778,23.5087333333,23.9474,0.61413333334,-21.4473666667,29.1228,-2.80700000001,-15.1756,1.47663333333,-6.03066666665
206.12,-19.0948455556,24.8000666667,23.6444666667,-4.17786666667,-28.2666666667,31.9109333333,-5.68886666668,-10.1334,5.42216666668,-5.33333333336
206.50,-3.81577111112,29.2424666667,28.2575333333,4.54553333333,-16.2121,34.7726,5.90913333333,-0.37880000002,14.7728,3.50375
206.87,-1.66793777779,26.8148,28.963,4.14806666668,-16.4814333333,32.8889333333,10.0740666666,1.85180000001,15.9136222222,2.59258333335
207.25,17.2474822222,36.5453333333,50.4244,20.3029333333,1.33336666665,46.4241333333,26.1212666667,20.5455333333,26.4241666667,21.9696666667
207.63,15.8889433333,31.3845333333,49.5382666667,17.1282666667,4.71789999999,40.8716666667,23.282,18.0,22.1881777778,21.66675
208.01,20.8526577778,28.2715333333,47.2429333333,21.5226,10.5556333333,37.5308,23.7038,18.9712666667,19.8559,26.4404166667
208.39,22.4824633333,29.1759333333,45.9924,23.3334,12.3595666667,32.1721333333,22.7715333333,19.2508666667,20.5617555556,26.5916666667
208.77,25.5076388889,33.2916666667,50.0416666667,24.1666666667,12.3541666667,35.2083333333,28.4583333333,19.0,21.5069444444,28.6458333333
209.14,19.3157055556,26.6224666667,46.5343333333,16.3356666667,2.53859999999,27.0642,19.6026,13.0684,12.4651111111,26.10375
209.52,15.4539577778,23.741,42.0144666667,8.82493333335,-4.62836666666,20.0957333333,14.1966,5.80340000001,6.89032222222,24.2805
209.90,15.2213722222,26.7231333333,47.1752666667,7.90960000001,-8.75710000001,14.1807333333,10.1693333333,3.38986666667,5.04716666665,26.0594166667
210.28,19.9464566667,33.8596666667,54.6782666667,15.7894666667,3.33333399997e-05,18.1870666667,14.4445333333,7.30986666667,8.3333111111,34.9415833333
210.66,15.0095366667,32.2539333333,60.127,11.619,-4.53963333334,13.7142,6.15866666665,0.12693333334,1.07953333334,33.2539166667
211.03,0.42965444446,22.5703333333,56.3052,-3.61446666664,-19.7991666667,-2.8112,-16.0642,-19.7590666667,-21.3654777778,26.9076666667
211.41,-6.22230555555,20.2084,59.2708,-13.1248666667,-31.0414666667,-17.3958,-35.1041333333,-37.9165333333,-31.6839,32.6823333333
211.79,-28.4253933332,18.6666000001,71.0476,-39.6190666667,-88.3808666666,-54.2858,-80.9523999999,-99.4286000001,-82.6667222222,37.8572500001
212.17,-190.777722222,30.3031333333,124.242533333,-210.909,-333.939333333,-242.424266667,-319.394,-378.787933333,-325.454611111,29.5455833333
212.55,589.422222222,47.9999999998,11.9999999994,742.666666669,930.666666667,636.000000001,889.333333334,1017.33333333,930.666666666,48.3333333323
212.92,879.333333335,235.0,180.0,1015.0,1256.66666667,983.333333335,1298.33333333,1315.0,1373.33333333,231.250000001
213.30,1001.13888889,325.0,244.999999999,1055.0,1273.33333333,1030.0,1346.66666667,1445.0,1403.33333333,416.666666666
213.68,-4099.0,-1606.66666667,-586.666666666,-3946.66666667,-4803.33333333,-4060.0,-5086.66666667,-5386.66666667,-6054.44444445,-2208.33333333
214.06,-289.826388889,-142.916666667,-92.5000000001,-282.083333333,-338.958333333,-258.333333333,-343.75,-365.833333333,-423.472222222,-169.791666667
214.44,-287.24833,-182.353066667,-104.313733333,-299.2156,-336.274566667,-297.647066667,-329.0196,-365.0982,-429.607855556,-200.000333333
214.81,-568.913637778,-397.037066667,-281.4814,-608.888733333,-670.370433333,-611.111000001,-621.481533333,-690.370466667,-845.061633332,-398.148166667
215.19,-413.360978889,-275.5556,-216.111066667,-459.4444,-525.833366667,-451.6668,-417.2222,-474.4444,-620.925944444,-298.610916667
215.57,5750.55555556,4100.0,3286.66666667,6540.0,7506.66666666,5993.33333333,5140.00000001,6313.33333333,8464.44444445,5050.0
215.95,-841.814741111,-617.777733333,-391.111066666,-1044.44453333,-1120.00006667,-900.000133333,-759.999933334,-955.555466666,-1403.88873333,-781.944583334
216.32,-1317.77777778,-1133.33333333,-603.333333335,-1680.0,-1946.66666667,-1486.66666667,-1263.33333333,-1566.66666667,-2250.27777778,-1275.0
216.70,-252.456164445,-209.122866667,-58.2457333335,-299.649066667,-381.403466667,-305.965066667,-197.543866667,-288.771866667,-443.684155555,-246.491166667
217.08,-128.090622222,-92.8395333333,19.0123333333,-160.000066667,-225.431966667,-162.715866667,-86.9136666665,-149.1358,-253.251244445,-110.185333333
217.46,-120.118781111,-100.0,6.43686666667,-158.850666667,-215.6321,-162.5288,-85.5172000001,-166.666733333,-252.375533333,-100.287416667
217.83,-116.247844445,-100.7692,10.7691333335,-146.410266667,-234.102566667,-169.487266667,-90.2564666666,-174.615466667,-247.136666667,-80.7691666665
218.21,-836.611111112,-808.333333333,-28.3333333333,-998.333333332,-1628.33333333,-1300.0,-666.666666667,-1306.66666667,-1629.16666667,-572.916666667
218.59,567.629735555,566.666666665,99.9999333326,714.444399999,1157.77773333,857.777666666,491.111133333,942.222066666,1131.66663333,362.499916667
218.97,1896.55555555,1833.33333333,243.333333333,2370.0,3706.66666667,2686.66666667,1656.66666667,3116.66666667,3534.44444445,1283.33333333
219.34,1439.88896667,1475.55546667,277.777733334,1828.88886667,2720.0001,2075.55566667,1477.77773333,2420.0,2564.81467778,1047.22225
219.72,602.291666667,630.0,210.000000001,715.833333334,1082.08333333,870.000000001,695.000000001,1010.0,1059.16666667,418.75
220.10,358.666824444,369.473666667,196.842066667,377.5438,552.8071,487.368533333,409.122866667,510.5264,512.982388889,270.175416667
220.47,229.986593333,229.495,142.424333333,235.959666667,329.798133333,316.363733333,260.201933333,302.8282,314.410877778,183.838416667
220.85,174.821738889,184.027733333,120.694533333,186.944333333,239.0973,231.389,207.7778,225.138866667,237.638933333,138.368083333
221.23,173.652153334,189.836133333,134.863333333,183.825066667,219.8907,221.530066667,200.5464,218.1422,224.280511111,147.677583333
221.61,142.282144444,163.596333333,114.385866667,151.929933333,181.271966667,186.8422,168.6842,172.543933333,179.839166666,121.16225
221.98,143.324684444,158.740733333,121.629666667,155.851733333,171.481433333,180.3704,163.481533333,169.777733333,173.753,129.444416667
222.36,173.660917778,192.2078,156.190533333,193.5066,207.0563,215.930733333,198.268466667,205.4544,211.284288889,165.259833333
222.74,173.802322222,186.124,154.883866667,187.441866667,200.620066667,209.224733333,194.6512,200.155066667,201.873222222,167.054083333
223.11,144.496203334,153.656933333,137.022466667,156.569666667,170.161766667,177.5404,166.0194,167.378666667,171.035622222,139.967583333
223.49,155.893822222,158.888866667,148.592733333,164.074133333,177.629566667,191.407333333,174.074066667,176.888933333,180.8766,145.648083333
223.87,176.752318889,178.5654,169.789,184.978866666,198.5654,218.227933333,194.1772,196.286933333,199.999966667,163.8185
224.24,172.302633333,172.6316,168.245533333,182.631466667,195.657966667,209.999933333,187.280733333,191.228,200.4825,158.113916667
224.62,242.72798,244.217666667,249.3878,253.605466667,280.6802,295.646266667,257.1428,273.469466667,282.403566667,213.435416667
225.00,293.921181111,295.438666667,303.8596,300.175333333,347.193,353.157733333,307.719333333,332.4562,341.812866666,264.2545
225.38,303.844511111,301.904733333,308.190333333,305.142866667,362.571366667,360.000066666,314.666666667,336.952266667,355.333266667,260.476083334
225.75,933.877777778,866.666666666,920.0,934.0,1153.33333333,1119.33333333,946.0,1022.0,1100.88888889,779.999999999
226.13,1251.69844333,1211.4286,1266.66666667,1258.09506667,1637.619,1499.0476,1254.2858,1379.04766667,1471.74601111,998.809499999
226.51,-8547.77777779,-8026.66666667,-8113.33333334,-8193.33333333,-10633.3333333,-9966.66666666,-8113.33333333,-8973.33333332,-9768.88888889,-5825.0
226.88,-646.296304444,-606.666733333,-639.999866667,-632.2222,-804.166633333,-726.666733333,-576.666666666,-641.666733333,-754.073966666,-415.972166667
227.26,-115.604326667,-118.3626,-112.046666667,-112.9824,-145.6139,-121.9882,-98.7135333335,-115.555466667,-135.126777778,-66.0819999999
227.64,-87.4052722222,-102.745133333,-87.0589333334,-92.1567999999,-117.304066667,-92.0586666667,-72.8432666666,-94.8040000001,-109.575322222,-46.5686666667
228.01,-65.619351111,-80.2299333333,-62.9884666667,-71.8774,-91.3793,-71.4942666667,-57.0115333333,-70.8811333333,-81.7112888888,-33.6206666667
228.39,-65.9438777777,-79.2280666667,-59.1578,-71.7895333333,-88.2456333335,-74.4560666667,-55.7894,-70.3157333333,-76.6198222222,-36.4914166666
228.76,-73.4573988889,-88.6523999999,-63.7588666666,-83.9716666667,-94.3616999999,-77.3758666667,-64.7517333334,-82.0567333334,-86.8085666666,-48.04975
229.14,-84.0139777777,-97.4999333333,-75.6250666666,-92.8472666667,-105.034733333,-88.1251333333,-76.2500666667,-93.1944666667,-93.819288889,-61.3714166667
229.52,-92.7125222222,-109.3478,-85.7971333332,-103.695533333,-114.2029,-96.8841333333,-84.4926666667,-103.768133333,-103.2246,-77.4455833334
229.89,-118.402058889,-138.095333333,-113.254,-129.2064,-141.745966667,-125.396733333,-109.047466667,-132.619,-129.312155556,-102.876916667
230.27,-111.912865556,-126.060733333,-103.257466667,-119.318133333,-127.9167,-115.833266667,-100.984933333,-123.030266667,-121.856088889,-100.568083333
230.65,-119.649786667,-135.105466667,-105.316533333,-127.088733333,-140.1687,-126.2448,-108.4388,-130.0422,-131.659722222,-116.03375
231.02,-123.104891111,-141.690133333,-107.230133333,-130.798,-144.694833333,-136.525933333,-114.647866667,-137.558666667,-137.104922222,-125.117333333
231.40,-223.196334444,-235.348866667,-192.5582,-224.4962,-246.124033333,-247.7518,-199.069666667,-237.984533333,-239.457188889,-229.069666667
231.78,-531.023405556,-550.175533333,-476.140333333,-523.859666666,-587.192933333,-586.315933333,-470.5262,-550.526266667,-575.672477778,-562.2805
232.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232.53,2087.33333333,2180.0,1918.66666667,2064.0,2226.66666667,2225.33333333,1716.0,2276.0,2228.22222222,2425.0
232.90,-10419.1111111,-10686.6666667,-9033.33333333,-9966.66666666,-10776.6666667,-11546.6666667,-8320.0,-10933.3333333,-10717.7777778,-11966.6666667
233.28,-326.568888889,-347.2,-282.933333333,-336.8,-334.8,-383.733333333,-249.333333333,-364.0,-349.955555556,-400.333333333
233.66,-160.034477778,-155.851866667,-135.852,-159.999866666,-166.518566667,-186.814933333,-112.000066667,-175.111133333,-163.432066667,-187.407333333
234.03,-76.4242066666,-71.6161333333,-60.1012,-79.596,-79.3939333333,-87.2728,-38.6869333334,-85.3537333333,-76.8351444445,-96.8434166667
234.41,-49.6742788889,-40.6897333333,-39.4636,-51.5707333333,-48.3142333333,-59.157,-19.6935333333,-55.9387333333,-47.1265,-61.0155
234.78,-34.5167655555,-30.5810666666,-32.9664,-41.1008,-37.6451,-43.8532,-15.4128666667,-43.058,-37.0744,-47.5535
235.16,-27.1633944444,-24.1414,-30.4040666667,-30.3534666667,-31.6414,-37.9292666667,-11.1618,-38.2828666667,-28.7120777778,-37.3736666667
235.54,-20.6551466667,-21.7094,-25.6836666667,-24.6154,-25.4699333333,-31.1111333333,-7.99140000001,-31.7522,-22.1795333333,-28.73925
235.91,-13.88426,-14.1012,-18.9527333333,-17.4518666667,-17.5915666667,-21.2565333333,-5.06113333334,-23.2461333333,-13.9383666667,-21.9896666667
236.29,-7.56150666667,-5.55553333333,-10.5704666667,-8.73886666667,-9.20423333335,-11.2312666667,0.36039999998,-13.1531333334,-6.3064,-11.2236666667
236.66,1.92523222223,4.35266666668,-2.3966,-0.578533333334,-0.068800000008,-1.2948,7.96139999999,-4.76586666667,3.37914444444,0.551166666668
237.04,1.34467111111,4.26233333333,-3.798,-0.765066666674,-0.109266666667,-0.628400000008,6.39339999999,-6.22946666667,3.00994444445,0.102333333342
237.41,-1.85448444445,2.38273333334,-3.88206666666,-1.39226666667,-1.99460000001,-1.09773333333,6.2116,-7.33599999999,1.98124444444,-0.870083333317
237.79,-2.87749555555,0.366066666666,-4.5752,-2.84973333333,-2.20913333334,-2.79733333333,4.05226666667,-9.33340000001,1.07188888889,-2.51625
238.17,-9.40356555555,-7.22226666666,-11.0052666667,-8.46566666666,-7.55286666667,-6.69306666666,-2.83073333333,-14.9471333333,-6.08464444443,-7.53975000001
238.54,-7.1055088889,-8.49146666666,-8.39406666667,-6.5694,-7.32373333334,-5.62059999999,-2.94406666667,-13.9902666667,-5.66079999999,-5.90025
238.92,-7.74961222221,-8.69053333334,-8.54753333333,-5.30946666667,-5.51203333333,-4.69033333333,-2.26186666667,-14.5714,-5.5040111111,-5.00008333333
239.29,-8.81078777778,-8.79826666666,-6.7572,-7.415,-5.40806666667,-3.69613333332,-4.60313333334,-13.1972,-6.49282222222,-5.754
239.67,-8.20143111113,-8.29586666666,-7.224,-8.46733333333,-6.05580000001,-3.0438,-5.29480000001,-12.8402,-6.87033333335,-6.85958333333
240.04,-6.43266999999,-5.79153333334,-5.54946666667,-6.08940000001,-3.85486666666,-0.055933333334,-3.31466666667,-9.88826666667,-4.34842222221,-3.49166666667
240.42,-4.63972222223,-4.98333333334,-5.83333333333,-5.98333333334,-2.49166666667,-0.383333333328,-2.66666666667,-8.76666666667,-4.34444444445,-3.27083333333
240.79,-0.431133333332,-0.82633333334,-1.8908,-1.20453333333,1.1415,4.01966666667,1.51266666666,-3.3614,0.0163666666666,0.157666666668
241.17,3.08345555555,2.42106666667,0.912133333334,2.43286666667,3.83043333333,7.33326666667,4.94740000001,0.210600000001,4.1133,3.9035
241.54,4.36862111111,2.59206666667,0.6324,2.99633333333,3.85173333333,7.72420000001,4.30280000001,0.259200000001,4.17834444444,4.7175
241.92,4.77818444445,2.84906666667,0.188133333332,3.24413333333,4.3536,7.74799999999,4.66366666667,0.235133333333,4.14974444445,4.87758333333
242.29,4.99725555556,3.22413333333,0.908666666666,3.22413333333,4.73133333333,7.12093333334,4.73573333333,-0.235866666665,4.49543333333,5.319
242.67,4.86528999999,3.90566666666,0.746266666666,3.3748,5.10373333333,7.5374,4.8094,-0.132599999999,4.89492222222,5.26541666667
243.05,3.97047888889,2.91873333333,-0.2152,2.29673333333,3.81993333333,6.80226666666,3.67626666666,-0.941000000001,4.02296666667,4.48575
243.42,4.58161555556,3.14453333333,-0.077066666666,3.10593333333,4.26963333333,7.36026666667,4.43926666667,-0.485533333333,4.81693333334,5.79008333334
243.80,4.17112111111,3.06193333333,-0.233666666666,3.13726666667,4.4645,7.23959999999,4.37413333334,-0.957799999999,5.03896666667,5.75991666667
244.17,4.16715111111,2.85286666667,0.195066666668,2.7852,4.14033333333,6.80173333332,4.482,-1.3438,4.75732222222,5.64941666667
244.55,3.84892111111,2.6724,-0.1532,2.80393333333,3.72026666667,6.83466666667,4.02326666667,-1.60646666667,4.65861111111,5.79583333333
244.92,2.48025444444,1.06413333333,-1.19086666667,1.28266666667,2.2095,5.2644,2.40306666667,-2.74146666667,2.77293333333,4.55433333333
245.30,2.63463333333,1.10893333334,-0.802266666668,1.135,2.34836666667,5.21846666667,2.17226666667,-2.29606666666,2.19073333333,4.65591666667
245.67,2.88630666667,2.11506666667,0.435000000001,1.93626666667,3.03843333333,5.96373333334,2.99666666667,-0.7686,2.85657777778,5.33216666667
246.05,4.36434666667,3.70313333333,2.53806666667,3.30406666667,4.33353333333,7.45946666667,4.32053333333,1.31426666667,4.09668888889,6.91008333333
246.42,4.90619444444,4.25513333333,2.63786666667,3.78826666667,4.7437,8.15406666666,4.5582,2.18053333333,4.64654444444,7.29833333333
246.79,4.76648555556,3.87833333333,2.69146666667,3.30026666667,4.37893333333,8.19326666667,4.34146666667,2.35613333333,4.28915555555,7.40133333333
247.17,5.67927,4.83846666667,3.75886666667,4.28226666667,5.15536666667,9.15340000001,5.276,3.29646666667,5.30318888889,8.25158333334
247.54,5.95317111111,5.1068,4.07453333333,4.46633333333,5.30853333333,9.47613333333,5.40173333333,3.508,5.39395555555,8.28958333332
247.92,6.39784333334,5.4084,4.69873333333,4.6084,5.5361,9.76893333333,5.82526666667,3.97746666667,5.3822,8.82616666668
248.29,5.96286222222,4.9554,4.02533333333,4.44193333333,5.31983333333,9.65393333333,5.08913333333,3.5118,5.0081,8.352
248.67,6.28304444444,5.26733333334,4.84033333333,4.82186666667,5.53633333334,9.95920000001,5.40473333333,3.81966666667,5.22034444445,8.52816666668
249.04,6.22370555556,5.3432,4.67186666667,4.8322,5.7455,9.94266666667,5.35093333333,3.64213333333,5.48738888889,8.50949999999
249.42,5.86033666667,5.0466,4.29566666667,4.4134,5.41426666667,9.60200000001,4.81933333333,3.0532,5.05843333333,8.28766666668
249.79,5.93170555556,4.9524,4.05646666667,4.1126,5.39166666667,9.38546666666,4.75333333333,2.66233333333,5.21782222222,8.1925
250.17,5.88230444445,4.9872,4.03153333333,4.29133333333,5.63666666667,9.66366666666,4.75046666667,2.60266666667,5.58415555555,8.29841666667
250.54,7.08678222222,6.486,5.4016,5.70946666667,6.79623333333,10.8033333333,6.0904,3.8778,6.84402222222,9.60933333332
250.92,7.26629111111,6.7602,5.7638,6.3034,7.0222,10.9262,6.33473333333,3.6576,7.04715555555,9.92866666667
251.29,6.94929,6.43953333333,5.65566666667,5.80686666667,6.97223333333,10.6136666667,6.06653333333,3.23333333333,6.64675555556,9.75933333335
251.66,7.70626444444,7.12913333333,6.61166666667,6.79866666666,8.02363333334,11.3734666667,7.16753333334,4.0628,7.32088888889,10.2601666667
252.04,7.64667777778,7.29353333333,6.24673333333,6.969,7.90649999999,11.4859333333,7.00266666666,3.8008,7.47647777778,9.50191666666
252.41,7.86713222222,7.61266666667,7.0158,7.07213333333,8.22633333333,11.4866666667,7.70833333333,4.32993333333,7.63027777777,9.80424999999
252.79,8.17321555556,7.89720000001,7.19173333333,7.5304,8.73540000001,11.798,7.93119999999,4.59493333333,8.13523333334,10.1255833333
