wavelength,Back_GeoForf,Belly_GeoForf,Breast_GeoForf,Crissum_GeoForf,Crown_GeoForf,DorTail_GeoForf,Patch10_GeoForf,Rump_GeoForf,Throat_GeoForf,WingTip_GeoForf
316.64,6.05305888889,8.09086666667,4.86606666667,7.28346666667,4.40186666667,7.543,8.04253333334,4.9938,4.93514444445,7.40008333333
317.01,6.21545666667,8.1732,5.16226666667,7.4052,4.57593333333,7.67033333333,8.21906666667,5.17266666667,5.16767777778,7.48316666666
317.38,6.41970888889,8.2694,5.4452,7.729,4.9623,7.79406666667,8.45386666667,5.35526666667,5.44276666667,7.70475
317.75,6.39294666667,8.36133333334,5.47606666667,7.74706666667,4.92633333333,7.6644,8.59033333333,5.31306666667,5.37162222222,7.629
318.12,6.56357888889,8.59513333333,5.71733333333,7.91553333333,5.08973333333,7.72213333333,8.81820000001,5.4136,5.62992222222,7.77033333333
318.49,6.69538,8.7314,5.8062,8.03546666667,5.05773333333,7.56793333333,8.81500000001,5.43233333333,5.76378888889,7.75941666667
318.85,5.95533222222,8.00053333333,5.00593333333,7.25133333333,4.32713333333,6.72526666666,8.39233333333,4.72666666667,4.95655555556,6.9775
319.22,6.08350111111,8.12673333333,5.263,7.4672,4.47343333333,6.7968,8.58440000001,4.88766666667,5.12416666667,7.03708333333
319.59,6.10849888889,8.3354,5.30706666667,7.63593333333,4.5998,6.875,8.76766666668,5.12506666667,5.37133333333,7.13808333334
319.96,6.37665666667,8.6326,5.432,7.87266666667,4.77656666667,6.9368,9.01699999999,5.3882,5.71333333333,7.46841666667
320.32,6.50167666667,8.74273333333,5.71286666667,8.028,4.6905,6.9496,9.18999999999,5.46966666667,5.815,7.39625
320.69,6.59496111111,8.78846666667,5.74313333333,8.08486666666,4.5975,7.05573333333,9.32279999999,5.3452,5.88438888889,7.4015
321.06,6.84561777778,9.21433333333,5.80766666667,8.46833333333,4.83616666667,7.2642,9.62613333334,5.5488,6.15733333333,7.69141666667
321.43,7.11062555555,9.52386666667,5.84246666667,8.6952,4.79723333333,7.26353333333,9.9724,5.69006666667,6.23506666667,7.84725
321.80,7.26923444444,9.70273333334,5.7792,8.83939999999,4.83816666667,7.49066666667,10.1836,5.80553333333,6.41603333333,8.03
322.16,7.43461333333,10.0582,5.8576,8.97300000001,5.0594,7.74313333333,10.2871333333,6.1402,6.58151111111,8.09075
322.53,7.13961777778,9.81360000001,5.64113333333,8.77326666667,4.7784,7.46106666667,10.1348666667,5.87026666667,6.33627777778,7.84091666667
322.90,7.51671666666,10.2039333334,5.9644,9.13933333334,5.10416666667,7.8394,10.3249333333,6.14153333333,6.6866,8.31225
323.27,7.38767444444,10.0385333333,5.76546666667,8.96306666666,4.8754,7.56573333333,10.1074,5.97826666667,6.52901111111,8.23975
323.63,6.95854111111,9.6366,5.3352,8.46659999999,4.37506666666,7.04873333333,9.743,5.41406666667,6.13553333333,7.86058333333
324.00,6.83833444445,9.50740000001,5.06986666667,8.32666666667,4.35223333333,6.9982,9.66653333333,5.1926,6.0166,7.59766666667
324.37,6.78622555556,9.6272,4.806,8.32586666667,4.38753333333,7.0786,9.65126666667,5.2032,6.04174444444,7.55041666667
324.74,6.48039888889,9.52506666667,4.50013333333,8.17586666666,4.2395,6.83373333333,9.35259999999,5.01406666667,5.73478888889,7.27766666667
325.10,6.10783555556,9.22659999999,4.30013333333,7.7168,3.83006666667,6.39353333333,8.90540000001,4.59466666667,5.31848888889,6.96958333333
325.47,5.74427555556,9.09206666667,3.87333333333,7.48080000001,3.58086666667,6.2032,8.7048,4.41153333333,5.15162222222,6.56891666667
325.84,5.51031444444,8.87913333334,3.61753333333,7.30526666667,3.3555,5.88313333333,8.4848,4.1912,4.90545555556,6.26775
326.21,5.51359222222,9.02360000001,3.58126666667,7.36146666666,3.3469,5.75486666667,8.55073333333,4.1468,4.92527777778,6.36516666667
326.57,5.50957555555,9.17686666667,3.62773333333,7.41933333333,3.3723,5.77473333333,8.58166666667,4.10846666667,4.97925555555,6.34358333333
326.94,5.76131888889,9.5378,3.8502,7.75846666666,3.69523333333,6.04873333333,8.96126666667,4.39193333333,5.28826666667,6.47575
327.31,5.98883111111,9.9242,3.95606666667,7.9904,3.7885,6.28653333333,9.25893333332,4.5412,5.44554444444,6.56233333334
327.67,6.3459,10.3748666667,4.30646666667,8.449,4.1402,6.67486666667,9.54639999999,5.00273333333,5.72232222222,6.94475
328.04,6.75561777778,10.8244666667,4.674,8.87880000001,4.41253333333,6.89973333333,9.85746666665,5.37626666667,6.04617777778,7.24191666667
328.41,6.97712555555,11.0116666667,4.91106666667,9.14160000001,4.58936666667,6.88913333333,10.0868,5.53446666667,6.26087777778,7.41316666667
328.78,7.65784666667,11.6738666667,5.55793333333,9.8606,5.1685,7.5016,10.7952,6.27966666667,6.91457777778,8.09041666667
329.14,7.92697444444,11.9521333333,5.69526666667,10.3047333333,5.3299,7.80366666667,11.1908,6.54366666667,7.25238888889,8.16475
329.51,8.04888666667,12.0856666667,5.912,10.5284,5.48336666667,7.8784,11.271,6.68906666667,7.34786666667,8.25366666667
329.88,8.00786444444,12.0754666667,5.83266666667,10.5656,5.49646666666,7.723,11.3126666667,6.5694,7.37837777778,8.18341666667
330.24,8.27278333333,12.244,5.9398,10.8554666667,5.7104,7.931,11.6346666667,6.7664,7.63637777778,8.34208333333
330.61,8.65883111111,12.4816,6.1192,11.2522,6.0449,8.31426666666,11.985,7.19126666667,7.93152222223,8.65233333334
330.98,8.51028333334,12.2912666667,5.9384,11.0914666667,5.8447,8.11786666667,11.8404666666,6.96493333333,7.82353333333,8.45883333333
331.34,8.41660777778,12.2965333334,5.9612,11.1469333333,5.92026666667,8.04693333333,11.8539333333,6.97066666667,7.78911111112,8.3205
331.71,8.51812777778,12.4172,5.95513333333,11.2576,6.02193333333,8.05113333333,12.0352666667,6.932,7.92667777778,8.31
332.08,8.34999333333,12.3495333334,5.91333333333,11.075,5.889,7.99806666667,11.9968666667,6.797,7.72785555555,8.25816666667
332.44,8.19458666667,12.3260666667,5.7026,10.8972666666,5.777,7.92366666667,11.9854,6.6634,7.55696666667,8.00058333333
332.81,7.68738111111,11.9333333333,5.13853333333,10.4328666667,5.23786666667,7.30086666667,11.5504,6.0816,7.14914444444,7.49533333333
333.18,7.64059555556,11.9728,5.08053333333,10.3493333333,5.2102,7.15553333333,11.5032666667,6.00493333333,7.06296666667,7.34683333334
333.54,7.76745444444,12.2062666667,5.1778,10.5611333333,5.30843333333,7.25326666667,11.725,6.20273333333,7.31731111111,7.58816666667
333.91,8.03574888889,12.5314666667,5.36973333333,10.8125333333,5.49533333333,7.49186666667,11.9097333333,6.53686666666,7.59707777778,7.79025
334.28,7.82088,12.3042666667,5.09133333333,10.6798,5.23156666667,7.24813333333,11.589,6.2436,7.2895,7.49116666667
334.64,7.72584777778,12.3228,5.05086666667,10.6386,5.16796666667,7.0388,11.5539333333,6.1614,7.26656666667,7.51433333333
335.01,7.85307,12.5731333333,5.24466666667,10.8025333333,5.28583333333,7.1168,11.6968,6.32533333333,7.32107777778,7.67566666667
335.38,7.96154888889,12.6563333333,5.33633333333,10.9416,5.405,7.16033333333,11.8152666667,6.33866666667,7.4341,7.85658333334
335.74,7.78886111111,12.5406666667,5.21313333333,10.8724666667,5.27963333333,6.98093333333,11.7073333333,6.2558,7.35573333333,7.70991666667
336.11,7.66067777778,12.4342666667,5.03126666667,10.835,5.09836666667,6.87266666667,11.6231333333,6.19553333333,7.3078,7.52633333333
336.47,7.75343444444,12.5268,5.1448,11.0092666667,5.1178,6.8608,11.6718,6.21266666667,7.38584444444,7.63558333333
336.84,8.11586777778,12.8548666667,5.5,11.2982666667,5.50343333333,7.23666666667,11.9584,6.53166666667,7.74838888889,7.8355
337.21,8.05803666667,12.7963333333,5.4268,11.3458666667,5.4325,7.1884,11.8508,6.50773333333,7.74708888889,7.87466666667
337.57,7.87965444444,12.6034666667,5.19486666667,11.0226666667,5.1603,6.961,11.65,6.24926666667,7.42563333333,7.6285
337.94,7.94086444444,12.8030666667,5.3306,11.1116,5.1743,6.9876,11.7686,6.31126666667,7.51616666667,7.64975
338.31,8.12030333333,13.0306666667,5.6752,11.3167333333,5.41563333333,7.16833333333,12.0815333333,6.65833333333,7.8474,7.89
338.67,8.20503888888,13.2286,5.72346666667,11.4671333333,5.49653333333,7.2974,12.2284,6.77806666667,7.96027777778,7.92725
339.04,8.06577888889,13.1528,5.6798,11.3803333333,5.32576666667,7.17026666667,12.1538666667,6.65866666667,7.9326,7.81583333333
339.40,8.11637777778,13.2551333333,5.679,11.4632,5.32676666667,7.2042,12.1882,6.7354,7.97642222222,7.83658333334
339.77,7.93388555555,13.0695333333,5.5462,11.2944666667,5.09973333333,6.94246666667,11.9826,6.51946666667,7.72498888889,7.53008333333
340.14,8.14866333333,13.4294,5.79873333333,11.599,5.4848,7.09213333333,12.2388666667,6.71873333333,7.96343333333,7.72516666667
340.50,8.15865444445,13.3608666667,5.7968,11.5044,5.5302,7.14086666667,12.2284666667,6.681,7.96106666667,7.729
340.87,8.06682666667,13.2628,5.7244,11.3955333333,5.33653333333,7.01286666667,12.2002666667,6.49286666667,7.76836666667,7.6195
341.23,8.18238222223,13.5191333333,5.92046666667,11.5776,5.5828,7.11726666667,12.4760666667,6.68346666667,7.90685555556,7.75241666666
341.60,8.45843222222,13.7875333333,6.21,11.9431333333,5.8925,7.32986666667,12.6776666667,6.90013333333,8.18440000001,7.922
341.96,8.66447555555,13.8882,6.3196,12.0726666667,6.1169,7.60406666667,12.844,7.1184,8.30403333333,8.08008333333
342.33,8.58777444443,13.8788666667,6.1844,12.0017333333,6.06686666667,7.5086,12.7254666667,6.952,8.15388888889,7.98916666666
342.70,8.65151222222,13.8029333334,6.2388,11.9698,6.0574,7.50273333333,12.7282666667,6.87673333333,8.13247777779,7.9475
343.06,8.70207555555,13.854,6.20153333333,11.9926,6.1133,7.55933333333,12.7487333333,6.89126666667,8.07327777778,7.94383333333
343.43,8.79252222223,14.0055333334,6.3316,12.0931333333,6.23996666667,7.74826666667,12.8706,6.99326666667,8.21581111112,8.06716666667
343.79,9.04043888889,14.3170666667,6.51546666667,12.2844666666,6.49743333333,8.04913333333,13.1206,7.26793333333,8.43881111112,8.33766666667
344.16,8.88169444444,14.1582,6.3802,12.1131333333,6.30973333333,7.8674,12.9117333333,7.0368,8.26094444445,8.12591666667
344.52,8.97409333333,14.4698,6.5428,12.3716666667,6.46906666667,7.93033333333,13.0393333333,7.215,8.38118888889,8.27925
344.89,8.97363000001,14.5677333333,6.54546666667,12.5656,6.5629,7.963,13.1042666667,7.339,8.50238888888,8.32083333332
345.25,8.97417333334,14.4412,6.48593333333,12.4942,6.49873333333,7.95206666667,13.0477333333,7.21113333333,8.39746666667,8.22599999999
345.62,9.09188111113,14.5963333333,6.6588,12.5665333334,6.60183333334,8.0538,13.1968,7.3026,8.56025555555,8.35425000001
345.99,8.94396666667,14.4809333333,6.58186666667,12.5136666667,6.55326666667,7.91453333333,13.0702666667,7.13093333333,8.48226666667,8.24266666667
346.35,9.09658777779,14.6359333333,6.77213333333,12.7330666667,6.69243333333,8.06786666667,13.2905333333,7.301,8.66792222222,8.37433333332
346.72,9.13241555557,14.7273333333,6.91526666667,12.8350666667,6.7603,8.10326666667,13.2995333333,7.36213333333,8.72103333334,8.44149999999
347.08,9.31910444444,14.9786666667,7.0884,13.0835333333,6.9428,8.23193333333,13.4901333333,7.60093333334,8.98444444445,8.66058333334
347.45,9.16032555555,14.8246,6.9696,12.9795333333,6.7003,7.94606666667,13.3631333333,7.41386666666,8.78945555555,8.43958333334
347.81,9.31007777777,15.0141333333,7.17093333333,13.1917333333,6.82876666667,8.1162,13.579,7.54466666667,9.01017777778,8.62500000001
348.18,9.44885999999,15.1608666667,7.30386666667,13.3808666667,6.838,8.22493333333,13.7865333333,7.72073333333,9.14109999999,8.77650000001
348.54,9.44350666666,15.0871333333,7.18526666667,13.3389333333,6.7214,8.19913333333,13.8120666667,7.73046666667,9.14121111112,8.66366666666
348.91,9.63193111111,15.3112666667,7.3608,13.5252,6.92556666667,8.39026666667,13.9965333333,7.85666666667,9.29154444445,8.85666666668
349.27,9.58345666666,15.3287333333,7.41986666667,13.4725333333,6.88653333333,8.26833333333,13.9516,7.89446666667,9.3317,8.88833333334
349.64,9.37674444445,15.1048666667,7.18906666667,13.2239333334,6.62123333333,7.98053333333,13.7201333333,7.66119999999,9.03192222221,8.72816666667
350.00,9.44819555556,15.1288,7.2448,13.3061333333,6.6492,7.972,13.7376,7.64806666667,9.06000000001,8.73824999999
350.37,9.38127222221,15.0942666667,7.22813333333,13.2208,6.5687,7.89866666667,13.6362,7.56119999999,8.96707777779,8.60775
350.73,9.29646444444,15.0786,7.0986,13.1782666667,6.47403333333,7.7358,13.6574,7.49686666666,8.88523333333,8.54733333332
351.10,9.21057777778,15.0351333333,7.06273333333,13.1187333333,6.3657,7.63986666666,13.5586666667,7.34040000001,8.7359,8.39241666667
351.46,9.28720999999,15.1650666667,7.148,13.2395333333,6.45746666667,7.81793333333,13.6124,7.45259999999,8.80203333333,8.43716666666
351.83,9.19717333334,15.0481333333,7.02013333333,13.171,6.34273333333,7.64373333333,13.4479333333,7.26406666666,8.64751111111,8.2445
352.19,9.06759333332,14.9724,6.92453333333,13.1374666667,6.30083333333,7.5876,13.286,7.16466666666,8.59903333333,8.13216666667
352.55,9.03020555555,14.9735333333,6.9742,13.191,6.27653333333,7.54226666667,13.1950666666,7.06306666666,8.54315555556,8.10441666667
352.92,8.86275,14.8769333333,6.85233333333,13.0160666667,6.08383333333,7.30006666667,13.0566666667,6.94533333334,8.39784444444,7.86891666667
353.28,9.03043111111,15.0638666667,6.84446666667,13.2609333333,6.17333333333,7.46086666667,13.1646666666,6.93660000001,8.47830000001,7.92608333334
353.65,9.09901555555,15.1665333333,6.91166666667,13.4412,6.3122,7.6708,13.2588666667,7.06533333334,8.61565555555,7.96208333333
354.01,9.08927222221,15.3162,6.94793333333,13.4688,6.30033333333,7.71733333333,13.3604,7.13293333333,8.60874444444,8.05833333333
354.38,9.09270777779,15.3580666667,6.90646666667,13.5195333333,6.31883333333,7.65873333333,13.3591333333,7.13346666667,8.59807777778,8.10416666667
354.74,9.13001444445,15.4892,6.9842,13.6384,6.3793,7.79773333333,13.3595333333,7.17333333333,8.69658888889,8.14833333334
355.11,9.0819988889,15.4006,6.80213333333,13.6103333333,6.36106666667,7.70653333333,13.2951333334,7.10700000001,8.69114444445,8.04449999999
355.47,9.05692111112,15.3354,6.6854,13.5292,6.2972,7.62573333333,13.253,6.97919999999,8.64559999999,7.97291666667
355.83,8.88201444445,15.2202666667,6.5172,13.4154,6.1276,7.5036,13.1184666667,6.88073333334,8.48492222222,7.78783333333
356.20,9.03840777779,15.3579333333,6.64706666667,13.5182,6.2969,7.57666666667,13.3234666667,6.98726666667,8.55626666667,7.93158333332
356.56,9.08358,15.4709333333,6.686,13.5620666667,6.35823333333,7.66026666667,13.4298,7.01993333334,8.61524444444,7.95225000001
356.93,9.13344888888,15.5076666667,6.62793333333,13.5999333333,6.35016666667,7.6446,13.4614666667,6.93853333333,8.59048888888,8.01616666667
357.29,9.10850111111,15.5311333333,6.6054,13.6378,6.37123333333,7.63266666667,13.5306,6.9778,8.59106666666,7.97091666667
357.66,8.98386333333,15.5291333333,6.55193333333,13.5795333333,6.29683333333,7.47393333333,13.4709333333,6.87406666667,8.4582111111,7.85991666667
358.02,8.91774555555,15.4638,6.43306666667,13.5719333333,6.18623333333,7.35013333333,13.3617333333,6.74513333333,8.36503333333,7.70533333333
358.38,8.84344333333,15.4015333333,6.383,13.4969333333,6.0783,7.31933333333,13.3998666667,6.66406666666,8.31710000001,7.58116666667
358.75,8.93895777779,15.4626,6.42806666667,13.5332666667,6.14596666667,7.32926666667,13.5293333333,6.73353333334,8.34725555555,7.64908333333
359.11,9.00663666666,15.6054666667,6.55213333333,13.6263333333,6.1584,7.38606666667,13.6738666667,6.75666666667,8.38883333334,7.70441666667
359.48,8.92897555555,15.6522666667,6.54873333333,13.628,6.15003333333,7.31093333333,13.6935333333,6.75913333334,8.34161111111,7.63533333333
359.84,9.00699555555,15.763,6.62626666667,13.7037333333,6.26623333333,7.36146666667,13.8169333333,6.81880000001,8.36880000001,7.74375
360.20,8.98558444445,15.839,6.62233333333,13.7421333334,6.18513333333,7.35613333333,13.8033333333,6.80713333334,8.37776666667,7.68891666667
360.57,8.93930333333,15.8381333333,6.58826666667,13.7408666667,6.17363333333,7.29333333333,13.7902666667,6.81353333333,8.32864444444,7.63833333333
360.93,8.90712111113,15.8498,6.59246666667,13.7403333333,6.17786666667,7.35253333334,13.8022666667,6.86646666666,8.30057777779,7.61525
361.29,8.82872888889,15.8294,6.54753333333,13.6719333333,6.11673333333,7.32086666667,13.7526,6.82206666667,8.25294444444,7.62991666667
361.66,8.85550222222,15.867,6.50273333333,13.6986666667,6.12543333333,7.32173333333,13.7739333333,6.79946666667,8.30805555556,7.64391666666
362.02,8.79463555557,15.8878,6.43666666667,13.6431333333,6.06603333333,7.26413333333,13.7759333333,6.77266666667,8.25410000001,7.58816666666
362.39,8.79074555555,15.9222,6.4088,13.6851333333,6.0646,7.26506666667,13.7924,6.75313333334,8.27428888888,7.58516666666
362.75,8.73223555556,15.8817333333,6.31966666667,13.6556666667,6.00063333333,7.20773333333,13.7634,6.70813333333,8.16887777778,7.49641666667
363.11,8.61686777777,15.852,6.19626666667,13.5952,5.92503333333,7.1678,13.6839333333,6.65679999999,8.09527777777,7.41691666667
363.48,8.60905555556,15.7714,6.1344,13.5579333334,5.92346666667,7.14206666667,13.6422666667,6.62466666667,8.04907777777,7.39658333333
363.84,8.59776444444,15.8681333333,6.04793333333,13.5554666667,5.86196666667,7.0678,13.6203333333,6.59013333333,8.05297777777,7.40316666667
364.20,8.51656555555,15.7553333333,5.924,13.4804666667,5.7856,6.99266666667,13.5420666667,6.45919999999,7.95587777777,7.38616666666
364.57,8.45160111112,15.7368,5.8208,13.4416666667,5.67776666667,6.95666666667,13.5097333333,6.3682,7.88882222222,7.36675
364.93,8.40337555555,15.7356,5.76,13.4034666667,5.61363333333,6.89206666667,13.4644,6.29240000001,7.86224444445,7.29041666667
365.29,8.44077555555,15.7714,5.7418,13.3935333333,5.597,6.8858,13.4831333333,6.29766666667,7.86087777778,7.21033333333
365.66,8.45347111112,15.7842666667,5.73766666667,13.4487333333,5.5782,6.86993333333,13.5078666667,6.31106666667,7.85722222222,7.16741666667
366.02,8.33497999999,15.6762,5.65013333333,13.3508,5.46073333333,6.72626666667,13.3752666667,6.1702,7.74352222222,7.0645
366.38,8.30929666666,15.6906,5.636,13.3223333333,5.40193333333,6.6876,13.3069333333,6.1022,7.6114,7.04958333333
366.75,8.34590888889,15.8297333333,5.69433333333,13.4109333333,5.48076666667,6.77886666667,13.3685333333,6.15233333333,7.74902222223,7.09783333333
367.11,8.39661888889,15.8378666667,5.73233333333,13.4407333333,5.53953333334,6.79006666667,13.3791333333,6.17046666667,7.74278888888,7.16458333333
367.47,8.47360888889,16.0074,5.8152,13.615,5.5953,6.816,13.4841333333,6.2268,7.83563333333,7.25141666667
367.84,8.55394111111,16.0488,5.932,13.7641333333,5.69483333333,6.9468,13.6142,6.333,7.92325555556,7.31691666667
368.20,8.57997888888,16.1741333333,5.94373333333,13.8433333333,5.7162,6.881,13.6758666667,6.40913333334,7.95426666666,7.26291666667
368.56,8.51528888889,16.1319333333,5.88026666667,13.8051333333,5.65903333333,6.82473333334,13.6143333333,6.32826666666,7.89847777777,7.17891666666
368.93,8.41486444445,16.0698666667,5.81446666667,13.7754666667,5.57186666667,6.69133333333,13.5398666667,6.29839999999,7.80954444444,7.08941666667
369.29,8.29848222221,16.0261333333,5.7364,13.7608,5.4681,6.52893333333,13.4852,6.16759999999,7.6985888889,7.03858333333
369.65,8.38686444445,16.1946,5.8444,13.8504666667,5.5679,6.63266666667,13.6407333333,6.28866666666,7.77190000001,7.17291666667
370.01,8.50207,16.3727333333,5.906,14.0094666667,5.70106666667,6.75933333333,13.8213333333,6.44766666667,7.90897777778,7.30633333334
370.38,8.50114555555,16.4348666667,5.83953333333,14.0105333333,5.70506666667,6.6876,13.9173333333,6.4482,7.97217777777,7.27841666666
370.74,8.39647444445,16.3738666666,5.75253333333,13.9278,5.56203333333,6.5336,13.8272666667,6.30653333333,7.86485555555,7.14991666667
371.10,8.43316444445,16.4403333333,5.76193333333,13.9696,5.59556666667,6.5028,13.9544,6.32566666667,7.90643333333,7.1585
371.46,8.44620666666,16.4944,5.75286666667,13.9348,5.57,6.4878,13.9879333333,6.30440000001,7.91721111111,7.153
371.83,8.43255111111,16.4840666667,5.7148,13.8846666667,5.54776666666,6.40426666667,13.9826666667,6.27053333333,7.91886666667,7.09508333333
372.19,8.33810555555,16.4765333333,5.58486666667,13.8178,5.49806666667,6.34653333333,13.9782666667,6.19206666666,7.84875555556,7.02133333333
372.55,8.43702666666,16.6232,5.69366666667,13.9251333333,5.6255,6.34666666667,14.1167333333,6.29093333333,7.93306666666,7.09416666667
372.92,8.48294777777,16.7100666666,5.75293333333,13.9694666667,5.67316666667,6.3718,14.183,6.29346666667,7.98065555555,7.134
373.28,8.55851222221,16.8072666667,5.83393333333,14.0545333333,5.75623333333,6.44153333333,14.2776,6.39846666667,8.07875555556,7.21
373.64,8.55117555555,16.8512,5.79446666667,14.1016,5.6856,6.4468,14.2852,6.34173333334,8.08203333333,7.16258333334
374.00,8.58400444445,16.9029333333,5.85906666667,14.1694666666,5.723,6.44446666667,14.3468666667,6.33493333333,8.12442222223,7.16458333333
374.37,8.56687777777,16.9444,5.85026666667,14.238,5.747,6.49953333333,14.3484,6.357,8.11746666667,7.18583333333
374.73,8.64523777778,17.0694666667,5.903,14.3680666667,5.79056666667,6.50813333333,14.4588,6.41666666667,8.1627111111,7.2425
375.09,8.59745222222,17.076,5.88193333333,14.4110666667,5.7702,6.46973333333,14.4378,6.37539999999,8.12733333333,7.18325
375.45,8.74425444445,17.2919333333,6.00053333333,14.6148666666,5.90023333333,6.55233333333,14.6214,6.53546666667,8.28368888889,7.30716666667
375.81,8.8173611111,17.4184,6.04333333333,14.7452,5.97893333333,6.63666666667,14.778,6.5968,8.36653333333,7.34375
376.18,8.93956111111,17.5196666667,6.2014,14.9206,6.12623333333,6.7628,14.9364,6.74213333334,8.5017,7.46083333333
376.54,8.91434888889,17.4995333333,6.15186666667,14.9342,6.07836666667,6.7276,14.9304,6.73313333333,8.49423333333,7.39591666667
376.90,9.13024666666,17.7232666667,6.30346666667,15.1532,6.2721,6.93673333333,15.1865333333,6.92599999999,8.73206666667,7.57866666666
377.26,9.29023000001,17.9156666666,6.40953333333,15.3338,6.3891,7.03693333333,15.3563333334,7.06426666667,8.88003333333,7.68975
377.63,9.30046222222,17.9592666667,6.36366666667,15.3306,6.41916666667,7.01186666667,15.3888666667,7.086,8.86756666666,7.68966666666
377.99,9.41062222222,18.1228666667,6.4316,15.4803333333,6.46936666667,7.07913333333,15.4867333334,7.17226666667,8.97061111112,7.75675
378.35,9.53612222223,18.2508666667,6.5462,15.6140666667,6.57836666667,7.12186666667,15.5938666667,7.30406666667,9.09867777779,7.83916666667
378.71,9.62389555555,18.3354,6.6232,15.6992666667,6.66526666667,7.1974,15.7036666667,7.37980000001,9.18445555556,7.90708333333
379.07,9.72084666667,18.4636666667,6.73013333333,15.7842666667,6.71046666667,7.28146666667,15.7723333333,7.46600000001,9.27834444444,7.94291666666
379.44,9.67303444443,18.4336666667,6.63793333333,15.7827333333,6.6587,7.2482,15.7500666667,7.42639999999,9.25245555556,7.88508333333
379.80,9.71083222222,18.5040666667,6.72813333333,15.8628666667,6.7013,7.26306666667,15.7654666667,7.47820000001,9.3013,7.97425
380.16,9.7364,18.5466666667,6.73926666667,15.8734666667,6.68333333333,7.2216,15.7860666667,7.45859999999,9.31686666667,7.99533333334
380.52,9.89972666666,18.7333333333,6.86733333333,16.0774,6.83453333333,7.3704,15.9802666667,7.5992,9.49684444444,8.14775
380.88,9.89354333333,18.7503333333,6.9096,16.1412,6.85496666667,7.30046666667,16.0069333333,7.57539999999,9.49220000001,8.12691666667
381.24,9.78895666667,18.6652,6.8504,16.0712666667,6.787,7.242,15.9497333333,7.48006666666,9.38655555555,8.02383333333
381.61,9.87449888888,18.7298,6.9498,16.2178,6.84516666667,7.2968,16.043,7.52586666667,9.46743333333,8.055
381.97,9.94169777779,18.7962666667,6.98453333333,16.2808666667,6.9058,7.35846666667,16.1667333333,7.59439999999,9.55695555555,8.12075
382.33,10.0010611111,18.8718666667,7.0618,16.3672,6.93743333333,7.41633333333,16.2558,7.58819999999,9.59583333335,8.12841666667
382.69,10.0677411111,19.0151333333,7.0952,16.4850666667,6.99343333333,7.488,16.3442666667,7.66326666667,9.67157777778,8.19216666667
383.05,10.1642533333,19.1645333333,7.1154,16.6202666667,7.07486666667,7.51393333333,16.4861333333,7.75966666667,9.79453333333,8.31375
383.41,10.1982988889,19.2310666667,7.20806666667,16.689,7.14053333333,7.54873333333,16.5283333333,7.78453333333,9.83543333333,8.31433333334
383.77,10.2013711111,19.2866,7.18173333333,16.7376666667,7.12396666667,7.56926666667,16.5768,7.79073333333,9.84843333334,8.29483333333
384.14,10.2988155555,19.4363333334,7.30686666667,16.8475333334,7.2247,7.69493333333,16.7005333333,7.88540000001,9.92746666666,8.383
384.50,10.2671588889,19.4627333333,7.29486666667,16.8126666667,7.19290000001,7.66753333333,16.6817333333,7.85313333333,9.9076,8.31691666667
384.86,10.2526755555,19.5236,7.2426,16.8446666667,7.16776666667,7.67713333333,16.688,7.8362,9.90655555556,8.32108333333
385.22,10.3910688889,19.7214666666,7.38106666667,17.0259333333,7.31329999999,7.79266666667,16.8447333333,7.96786666667,10.0810444445,8.43658333333
385.58,10.36718,19.7798666667,7.37833333333,17.0240666667,7.30306666667,7.74153333333,16.8624666667,7.94826666667,10.0661,8.44341666667
385.94,10.3903911111,19.8645333333,7.47833333333,17.1038,7.37343333333,7.75993333333,16.9182666667,7.99600000001,10.0966222222,8.47
386.30,10.3870722222,19.9174,7.4492,17.1426,7.35683333333,7.723,16.9394666667,7.99520000001,10.1036555556,8.4885
386.66,10.4159611111,19.9398,7.48333333333,17.2012666667,7.43093333333,7.72833333333,16.9772,8.015,10.1236777778,8.50316666666
387.03,10.3988166667,19.9586,7.50706666667,17.2535333333,7.43333333334,7.7296,17.0066666667,8.01353333332,10.1136555556,8.47550000001
387.39,10.38396,20.0131333333,7.4858,17.2964666667,7.39093333333,7.69773333333,17.0290666667,8.01786666667,10.1031333333,8.47975
387.75,10.4734877778,20.1253333333,7.59693333333,17.3686,7.46573333333,7.72766666667,17.1231333333,8.04846666667,10.1620222222,8.50624999999
388.11,10.4720111111,20.1546,7.5738,17.4294666667,7.43756666666,7.6818,17.1258,8.03773333333,10.1740888889,8.44591666668
388.47,10.5680855556,20.286,7.66686666667,17.5644666667,7.50496666667,7.74766666667,17.2298,8.11566666667,10.2391333333,8.55483333332
388.83,10.6512944444,20.3548,7.74113333333,17.6314,7.52433333334,7.789,17.3158,8.20806666666,10.2969777778,8.56799999999
389.19,10.6494355555,20.3998666667,7.74866666667,17.645,7.50923333333,7.74586666667,17.3154,8.21253333333,10.3011444445,8.56758333333
389.55,10.6763877778,20.4768,7.79406666667,17.731,7.51536666667,7.77386666666,17.3655333333,8.25306666666,10.3709444445,8.55116666667
389.91,10.6415766667,20.4724666667,7.7226,17.7199333333,7.45986666667,7.73813333333,17.3642,8.18460000001,10.3421111111,8.47466666667
390.27,10.6082955556,20.5088,7.71733333333,17.713,7.44573333334,7.68166666667,17.3338,8.15073333333,10.3360222222,8.441
