wavelength,Back_OryFunm,Belly_OryFunm,Breast_OryFunm,Crissum_OryFunm,Crown_OryFunm,DorTail_OryFunm,Patch10_OryFunm,Rump_OryFunm,Throat_OryFunm,WingTip_OryFunm
189.43,147.463708333,282.608625,283.152083333,135.688416667,34.0578333333,340.761,180.434666667,185.50725,98.3694583334,318.115888889
189.81,155.253625,274.818833333,267.572333333,136.594083333,34.4202500001,339.855125,188.768166667,177.898583333,98.55075,305.555611111
190.19,161.363583333,278.03025,273.295583333,157.197166667,46.5909166667,359.65925,195.07575,189.772666667,126.515166667,308.585611111
190.57,112.319041667,168.659458333,166.847791667,110.144916667,59.4202499999,195.018208333,124.818833333,116.847833334,98.0977916666,177.656944445
190.95,143.259875,210.294166667,207.230541666,146.813625,81.8626666666,249.38725,149.754833333,144.85275,117.524375,237.255055556
191.33,144.298416667,197.916583333,200.328916667,146.600833333,82.8946666667,249.451791667,156.140333333,153.947416667,132.456208333,226.462055556
191.71,129.559791666,164.543833333,166.587916667,132.075458333,86.4780000001,202.358583333,137.893083334,132.861583333,129.009541667,194.968555556
192.09,161.622916667,212.390375,214.693041667,163.596458333,102.631666667,275.877291667,164.473666667,173.684083333,161.732625,260.818555556
192.47,115.083333333,149.416666667,155.666666667,123.833333333,77.0000000001,206.333333333,116.666666667,116.666666667,121.916666667,200.222222222
192.85,125.788333333,175.788208333,177.252208333,130.743333333,63.9639166667,249.211791667,116.441416667,122.522333333,124.437041666,235.585611111
193.23,148.03925,191.176541667,205.514708334,145.465708333,77.2058333334,273.03925,127.451,146.323583333,149.26475,261.437888889
193.61,123.611125,145.65975,162.152708334,110.503333333,75.3470833334,207.725708333,103.819416666,108.15975,113.541666666,187.615777778
193.99,110.13075,138.235166667,149.183083334,99.5916666666,63.7255833333,195.098125,87.9085000001,105.065416667,106.290791666,171.350666667
194.37,117.728791667,153.268,158.741833333,105.065375,68.3005833333,198.69275,93.9541666666,109.31375,105.392166667,177.886833333
194.75,147.222208333,195.97225,214.444416667,123.333333333,66.6665833333,287.777916667,110.555666666,122.500083333,134.583458333,240.555722222
195.13,121.875,166.276041667,186.328125,99.2187499999,45.3125,255.989583333,94.2708333336,107.03125,129.6875,218.402777778
195.51,84.6954166667,107.051333333,123.798166667,69.8717916667,40.5449166667,164.903708333,65.3845,77.0832500001,91.746625,142.948833333
195.89,82.6851666666,110.833333333,128.333375,70.4628750001,35.74075,166.851916667,59.8148333334,71.852,93.7036666666,146.172944444
196.27,74.2186666667,86.0675000001,96.8098749999,64.9087916666,36.1979166668,116.080458333,58.4633333333,50.1300833333,74.869625,111.979
196.65,78.9828749999,91.4214166666,96.3847499999,68.3210416667,40.9311666668,112.6225,64.3381666667,58.8235,80.147,109.967388889
197.03,74.0296250001,81.1642916668,90.4681666667,66.6095833333,44.7489166667,99.0865,60.8448333333,51.9405,82.3629583333,101.826611111
197.40,70.6110833333,74.9999583333,86.6111250001,70.5000416666,46.3333333334,100.000041667,62.7778333333,48.0000833333,83.2223333333,99.7778333334
197.78,60.1852083333,65.3806666666,76.5432916666,66.2040416667,41.8723333333,89.4032916667,57.7159166666,44.136,80.45275,93.2784444444
198.16,56.8799583333,58.4786666666,76.3080416667,63.2751666667,43.1201666666,80.0389583333,56.6860833333,40.5038333333,81.20175,89.7287777777
198.54,51.5109166667,51.7400416667,67.261875,58.3335416666,38.8277499999,71.9321666667,54.2125,36.8130833333,73.8553333334,80.7083333333
198.92,44.8925416667,43.7276666667,60.0805416666,54.569875,32.7061666667,62.5449583333,48.83525,32.7060833333,66.218625,74.1936111111
199.30,33.644875,35.514,49.5328333333,47.5078333333,27.1805,49.9609166667,42.1338333333,23.676,53.270875,58.3593333333
199.68,27.3147916666,28.2987083333,55.0926249999,53.58775,13.1944166667,49.652875,40.2776666667,12.7315,56.423625,65.509
200.06,18.8380416667,29.577375,55.6926666668,56.1620416666,10.3285833333,44.71825,46.3615,19.1314166667,59.6245416667,61.8151666667
200.44,-17.12975,9.444375,56.9445416667,51.7593333333,-9.44449999999,37.2220416667,34.62975,15.9259166666,69.9073749999,61.4815555556
200.82,-44.8197500001,-5.63058333335,56.7567916668,52.9280833333,-15.7656666667,31.8694166667,29.5045,10.3603333334,84.4594583333,46.8468333333
201.19,-175.833375,-68.8889166666,106.38875,124.722208334,-76.6665833335,28.3333333333,61.6666666667,10.5555833333,185.833416667,10.7407777777
201.57,-890.625000001,-522.916666667,153.125,226.041666667,-493.750000001,-203.125,-33.3333333335,-137.5,441.666666667,-237.5
201.95,302.083291667,177.430541667,-35.7638333333,-34.7222916667,170.13875,107.291666667,45.8331666669,48.6111666667,-137.152791667,113.426
202.33,177.155125,108.62075,17.5287916666,6.75283333333,106.609083333,90.3735416668,54.59775,45.1149166668,-33.1899166667,89.080388889
202.71,207.29175,129.6875,-1.04154166667,-9.89570833343,110.763833333,96.8749583332,50.3470833334,29.5139166666,-91.3195833333,76.6203333333
203.09,149.26475,71.5685833333,-6.372375,-19.3627500001,56.1274999998,60.9069583333,25.9801666667,3.67649999993,-81.61775,38.7256666667
203.47,96.1599583334,44.1992083334,-7.92479166665,-20.0165416666,25.6535833333,32.5165833333,12.0915,-7.51641666665,-64.0522916667,19.9348888889
203.85,125.450416667,46.9595833333,-14.30175,-31.5315833333,9.90991666682,43.6938333333,3.15308333335,-20.7206666666,-103.603541667,19.3693888889
204.22,111.642291667,42.0342916666,-34.9264166666,-53.3087500001,-15.19625,34.1910833333,5.63716666667,-33.5783333334,-131.372458333,-2.61422222233
204.60,126.543208333,39.6603749999,-51.2344583333,-81.4814166667,-34.8766666667,37.0370833333,-7.71616666675,-37.3456666667,-182.407458333,-1.44044444443
204.98,89.9775833334,39.0765833334,-21.5090416666,-52.702625,-16.21625,46.621625,0.900833333343,-20.7206666667,-110.473,3.00283333333
205.36,86.5590833332,47.4462083333,-18.8170416665,-53.3602916667,-17.2041666666,63.3066666667,12.90325,-20.6988333333,-118.145166667,-21.8638333334
205.74,88.3837083334,35.3534166666,-9.9748333335,-54.5455416666,-24.7475833332,56.186875,6.56550000001,-18.9394166667,-129.040416667,-35.3536666667
206.12,122.32125,1.4880416666,-97.619,-262.797666667,-161.904833333,28.8690833333,-48.2143333333,-102.976166667,-381.84525,-198.015888889
206.50,8.2629964754e+13,9.78232163378e+14,1.55131095119e+15,3.10795286785e+15,2.60151114839e+15,7.33007751850e+14,1.4660155037e+15,1.4660155037e+15,4.38471909744e+15,2.83607362898e+15
206.87,-60.1190416664,-225.000041667,-334.523708333,-677.380958333,-617.857166667,-173.214333333,-325.0,-289.285583333,-939.285583334,-591.269777778
207.25,87.4998333334,164.881041667,383.333375,662.499875,561.904750001,162.5,305.952333334,279.761833333,929.761875,587.301555555
207.63,62.4998750001,75.0000833332,301.190375,579.761958334,461.904666666,94.0477083333,254.761916667,221.428666666,879.761916667,484.127055556
208.01,103.472333333,88.8889166667,199.999916667,406.944416667,277.777833333,99.6527916667,178.472333333,175.694583333,515.625041667,285.185055556
208.39,1233.33333333,858.333333332,1662.5,4366.66666667,3141.66666667,1104.16666667,2291.66666666,1958.33333333,5900.0,3361.11111111
208.77,134.722375,101.388708333,155.555583333,350.000041667,251.666583333,95.2777916667,199.999916667,196.66675,432.222291667,303.703777778
209.14,84.5832500001,82.2222916667,96.3889166665,179.999875,139.166833333,58.6110833333,102.222166667,113.055583333,228.194375,162.407388889
209.52,63.3865,69.1488333333,80.6737499999,126.329833333,110.283666666,54.7875416667,84.3971666667,88.1205833333,162.500041667,106.501222222
209.90,54.4271666667,50.9115416667,65.2995,94.857,83.9844166667,36.393125,60.67725,67.3178333334,116.9925,76.9098888888
210.28,51.3194583333,50.2777916667,68.5416666666,96.3195000001,81.2500833334,34.0972083333,69.72225,71.9444999999,117.499958333,71.111
210.66,45.51275,35.8972083333,58.9102916667,90.1923333333,70.1282499999,28.20525,55.0,63.0769166666,102.371958333,57.7778333333
211.03,39.2316666667,28.9501666667,49.8918333332,78.4632083333,59.632,20.9955416667,43.1816666667,58.3333333333,89.9890833333,51.2266111111
211.41,32.3840833333,23.2067916666,40.9284583334,76.6876666668,53.4809166666,12.3944166667,35.654,52.9535833333,83.860875,40.6469444444
211.79,24.3394583333,18.800875,39.9897916668,66.9208333333,52.134,7.4695,30.0813333334,48.17075,77.3374166667,35.4335555556
212.17,28.28625,18.075125,46.831,75.5868333333,65.1409166667,6.514,37.6760833333,54.9295833334,97.887375,48.1219444445
212.55,26.736125,13.2522916667,43.4606666666,73.206,56.8285833333,-0.347125,30.7870833333,42.3613333333,91.6087916667,41.8208333333
212.92,20.5357083333,-10.71425,51.6865,83.4325833333,65.4761666666,-18.551625,17.6589166667,36.7063333334,130.35725,37.0369444444
213.30,27.0833333334,-44.1963333333,82.4403333334,140.625,98.2143333334,-30.357,30.9525,64.5833333334,200.0,35.3173888889
213.68,-8.33333333335,-133.333333333,80.4687500002,218.75,125.520833333,-109.114583333,10.4166666667,78.1250000001,306.25,49.3055555553
214.06,148.958208333,262.5,1.736125,-164.930541667,-81.9443333333,234.374875,105.555416667,29.1665833333,-281.944416667,54.1666666668
214.44,109.05175,172.988541667,59.4827916667,-18.5344166667,10.3449166667,160.201125,103.160916667,59.4825833332,-87.7873333333,69.1570555554
214.81,104.72975,147.297375,55.7433333333,6.08125,22.0721666666,136.148833333,91.4414999999,49.099,-53.4910416666,59.7597777778
215.19,86.1364166667,111.590958333,46.1364166667,13.4090833333,30.606,104.621208333,76.5150833333,51.0606666667,-13.8637083333,54.747388889
215.57,73.5416250001,99.2361666667,34.86125,15.0693333333,19.3056666667,90.2084583333,67.6388333333,46.52775,-14.0973333333,46.4813888889
215.95,49.3670833334,71.9936250001,25.210875,3.95570833333,9.17725,69.0929583333,49.0505833333,32.9114166666,-14.767875,29.3248888889
216.32,57.1729166667,80.4851250001,33.1222916667,6.96208333333,17.9325833333,76.2658333333,60.9704166666,40.5064166667,-5.327,39.0998333332
216.70,61.934125,82.5103333333,34.2592916667,9.87666666665,13.0659166667,76.0288333332,59.7735833333,37.8601666667,-3.39516666667,39.0261666667
217.08,63.3705416666,86.4428333332,31.4675416666,-9.07958333335,3.60691666666,78.1716666667,55.34825,33.7064166667,-16.6667916666,36.9817777777
217.46,72.9166666668,90.4762916668,46.4285833334,4.04766666668,12.7380833333,89.4047083332,56.90475,47.619,-6.19041666667,40.8730000001
217.83,68.0779166667,93.0108333334,42.2715,-5.107375,3.22583333333,84.3415833333,53.22575,45.5645,-17.67475,47.849388889
218.21,53.6948333333,93.1602916667,30.975,-23.6635833333,-13.3646666666,77.9089166668,38.3646666667,28.1446666667,-43.3174583333,40.1466666667
218.59,45.4081666667,84.6088333334,27.7210833333,-30.357,-28.9115,69.8979583333,28.7415,16.3264166667,-47.5339166667,35.9410555554
218.97,48.988,68.9285416667,35.8928333333,-7.14283333335,-5.35725,61.488125,35.23825,26.3096666667,-16.0714583333,47.3810555556
219.34,48.3937083333,68.0722916667,47.8412916667,3.212875,7.22891666668,65.56225,36.4458333333,33.1326666667,-9.28733333332,46.9881111111
219.72,44.826,60.4395833333,45.1465,0.82408333335,8.97441666665,59.0658333333,29.304,28.9375833333,-10.0275833333,43.2236666667
220.10,55.472625,68.1592083333,50.0622083333,-6.09441666665,7.21391666666,74.5025416667,31.3434166667,27.1144166667,-15.7960416666,43.3662777778
220.47,51.1458333333,59.5833333333,46.40625,2.13541666668,10.9375,65.0,27.8125,25.5208333333,-8.59375,38.4722222222
220.85,52.3883333333,56.1484583333,50.2541666667,4.97966666665,19.3089166667,65.44725,28.4553333334,27.8455,1.42270833335,38.1435555555
221.23,56.4311666667,59.2844166667,57.5633333333,17.346,27.8985833333,69.2933333333,35.2353333333,31.0688333333,8.83145833333,44.5046666667
221.61,58.233,62.3494583334,56.17475,13.7549583333,27.7109166667,70.3313333333,38.1526666666,29.4176666666,5.92358333333,41.9008888889
221.98,53.1810416667,55.2865833334,49.014375,12.634375,25.896,60.8870416667,34.94625,24.4623333333,7.07891666668,32.5568888889
222.36,50.4017083333,52.3594166666,48.1425,-2.259,18.8755,55.722875,23.0923333333,17.269,-1.556125,22.8913888889
222.74,48.9712083333,46.347875,45.6275,-5.915625,17.1810833333,52.3661666667,16.8725,13.889,-5.24704166665,15.6377777778
223.11,45.95975,50.883875,48.5479166667,-14.8359583333,8.71208333334,61.67925,6.56583333333,9.46983333333,-13.194375,7.32333333333
223.49,37.3482916667,32.0452916667,26.5150833333,-37.8030416667,-22.72725,39.3182083333,-14.2425,-15.1515,-32.1969583333,-12.5253333333
223.87,32.2740416666,27.1185416667,27.401125,-33.9689583333,-23.0225833333,31.5678333333,-12.1469166667,-10.1695,-25.4236666667,-9.51038888888
224.24,36.3005,40.46725,37.058125,-18.9395,-10.47975,30.3660833333,2.14666666666,9.34358333335,-11.1112083333,7.32333333333
224.62,32.2712916667,35.3757916667,39.5424166667,-35.6209166666,-30.5555,19.0359583333,-4.41183333333,7.84316666665,-20.5065,7.40755555557
225.00,12.588625,11.9682083333,19.2374583333,-58.5105,-57.092,4.60995833332,-28.5461666666,-17.7305833333,-49.0247083333,-4.84650000001
225.38,13.125,1.66666666667,11.25,-76.7708333332,-70.625,-0.625,-31.25,-24.375,-51.9791666667,-12.2222222222
225.75,24.652625,14.4965416667,25.8679583333,-48.0034583333,-44.271,13.368125,-10.5904166667,-6.42358333333,-28.7326666667,4.8613888889
226.13,31.0607083333,20.68175,38.484875,-28.8635416667,-22.5756666667,33.2575833333,8.33333333333,14.5455,-9.46966666667,20.8082222222
226.51,49.5893333333,40.082125,53.286375,8.03995833335,6.45533333334,49.7651666667,36.8544166667,40.6103333333,19.953,43.1141666667
226.88,59.6415,54.0699583334,58.86625,26.6959166667,26.4534166667,62.354625,57.1704166666,57.5580833333,36.1434166667,62.5323888889
227.26,54.990875,46.1080833334,55.7235416667,25.7785416666,27.3809166667,55.95225,57.05125,53.5715,35.2107083333,52.9914444444
227.64,49.2387083333,42.8686666667,51.6425833334,25.7212916667,31.2499166667,48.2774166667,53.84625,52.72425,35.857375,48.8780555555
228.01,41.8493333334,33.3699166666,46.4548333333,19.8830416667,28.1434166667,43.4212916667,47.2955,44.5905833333,30.26325,36.1112222222
228.39,33.4723333333,22.5695416667,39.513875,10.34725,20.9028333333,33.7152083333,37.84725,33.1945,20.6944583333,26.9443333333
228.76,30.5145416667,18.1680416667,33.946125,10.6004583333,19.6078333334,31.188875,32.1691666667,26.40925,17.738875,23.2843333333
229.14,39.669,30.9931666667,39.241,21.689625,28.5389166667,39.2124166667,43.8356666666,37.1576666667,27.283125,32.8007222222
229.52,32.9136666667,24.4603333333,34.7123333333,16.127125,19.60425,32.8835416667,35.7914166667,32.8536666667,18.7949166667,25.3797777778
229.89,30.0725,19.8974166667,30.0122083333,12.017,16.0025,26.29825,32.4878333333,29.8308333333,16.45525,25.0805
230.27,23.8230416667,13.677,22.2012083333,4.19841666667,8.397,13.67675,26.145,21.5649166666,6.45683333333,15.2247777778
230.65,18.6837916667,4.92716666665,12.963125,-1.28983333333,5.22491666666,7.40745833333,20.7010833333,12.4999166667,-2.579625,5.77577777777
231.02,10.806125,-2.10016666668,5.0135,-9.925375,0.1355,0.1355,14.0920833333,4.94583333333,-11.483625,-0.858166666667
231.40,14.2,-0.4,7.03333333333,-8.03333333333,0.666666666668,1.2,15.9333333333,5.99999999999,-12.4666666667,3.1111111111
231.78,18.550875,0.398625,9.20291666667,-4.63774999999,2.46366666667,4.56525,19.56525,5.72466666665,-11.4492916667,6.71483333334
232.15,24.3924583333,4.55733333334,7.76904166666,-2.43066666668,0.520916666672,0.651,23.0901666666,6.684,-13.4549166667,10.243
232.53,31.76575,17.1616666666,16.006625,9.240875,13.6963333333,10.396,32.1780833333,16.1715833333,-2.76395833333,16.6666111111
232.90,27.8350416667,17.0102083334,11.6839166667,1.4605,13.4021666667,8.763,30.0686666666,13.1443333333,-6.22858333333,12.3138333333
233.28,12.1829166667,0.45291666665,-0.996333333325,-14.80975,1.81149999998,-8.10695833333,19.1123333333,-2.89841666667,-24.4113333333,-5.31411111111
233.66,20.6460833333,11.5169166667,3.69870833333,-6.69466666665,14.2321666667,-2.2005,29.5879166667,5.14983333334,-13.8576666667,2.3095
234.03,15.909125,5.24891666667,-7.50022266516e-12,-10.4437083333,11.9045833333,-6.980625,29.65375,-2.27258333335,-22.619,-13.4922222222
234.41,17.9326666667,8.01687500001,4.37779166667,-6.06545833333,16.6666666667,2.84808333333,29.95775,1.26583333335,-13.2383333333,-10.5486666667
234.78,8.20037500001,5.09750000001,2.39354166667,-3.679125,10.993,3.812,21.1879166667,-2.92558333335,-10.8154583333,-8.74699999999
235.16,5.351,-0.131708333325,2.36833333334,-1.75429166668,6.92983333332,1.57904166667,12.4561666667,-9.8245,-10.1755,-17.1343333333
235.54,6.98424999999,5.03970833333,0.476166666667,0.15870833335,10.0,2.50004166667,13.4126666667,-6.03183333332,-6.11129166667,-11.3227222222
235.91,1.92029166666,3.55070833332,-0.760791666668,-5.61583333332,7.46366666668,1.050875,8.62325000001,-6.59408333333,-8.94920833333,-14.0095
236.29,-2.68583333333,2.54816666667,-1.27412499999,-8.78095833334,7.98899999999,4.06333333332,6.6805,-7.23141666667,-10.8470416667,-14.0957222222
236.66,2.60420833333,6.12749999999,5.17770833333,-2.60404166667,9.92666666666,13.3885833333,11.88725,1.1645,-1.07216666667,1.71588888889
237.04,11.1714166667,13.164375,14.643625,8.57475000001,18.297,24.4565833333,21.1955833333,10.14475,7.30691666665,12.0774444444
237.41,15.8512916667,20.3199583333,21.8900416667,13.466125,24.57725,28.17025,22.4033333333,17.9349166667,11.986875,17.9147222222
237.79,12.969,14.3212916667,18.7363333333,10.1270416667,17.4944166667,28.4493333333,19.7020833333,14.3489166667,8.00220833335,15.4893333333
238.17,16.7410833333,19.9155416667,20.28775,14.0872916667,21.8254166666,32.1675833333,23.4623333333,18.4523333333,13.0208333333,21.5938333333
238.54,15.7757083333,17.8949583334,17.7024166666,12.162875,16.8110833333,31.8402916667,22.5915,17.6781666667,9.51333333332,21.7403888889
238.92,23.328625,25.2825,25.4473333333,18.667625,24.5294166667,39.5717083333,31.26175,26.9301666667,17.3257916667,30.7280555556
239.29,22.1479166666,23.8413333334,22.4153333333,16.3101666667,21.39025,35.293875,29.76825,25.8468333333,13.859125,30.2732777778
239.67,13.9530833333,16.4317083333,14.7437083333,12.286375,15.3419166667,26.666625,23.8460833333,19.0169166667,6.49566666668,21.0826666667
240.04,14.1542916667,15.7884583334,13.58275,13.0716666667,13.7664166667,24.693625,22.7531666667,17.1976666667,4.35049999999,21.0783888889
240.42,15.5318333333,14.8544583333,14.7529166667,15.1253333333,13.076,23.1197916667,23.6111666666,17.2088333334,5.75883333334,22.1996111111
240.79,13.7361666667,12.9885416667,12.4999583333,13.598875,13.0036666667,19.1849583333,20.116,13.7058333333,2.51849999999,17.4603888889
241.17,11.7852916667,10.8683333333,9.68166666667,11.6504166667,10.1671666667,14.8055416667,16.8284166666,11.6503333333,1.26758333333,14.1495555556
241.54,12.4649166667,9.81216666666,8.95541666667,13.0985833333,10.3756666667,16.5141666667,17.5585,10.18775,2.81691666667,14.867
241.92,10.5035416667,9.41870833333,8.07745833333,12.6433333333,10.5036666667,15.0080833333,16.29825,9.43908333334,3.58308333334,13.9366666667
242.29,9.46633333332,8.76287500001,7.492625,12.3995833333,9.81349999999,13.0298333333,15.1863333333,8.79025,2.70475,13.1457222222
242.67,11.33475,11.1837916667,9.54908333333,14.5875,12.87725,14.5540416667,16.8175833333,10.2615,5.70099999999,14.9897777778
243.05,8.74029166666,8.341375,6.657,10.5305416667,9.91208333333,11.6452916667,13.8020833333,7.55199999998,2.98675,11.784
243.42,9.02650000001,9.21549999999,7.191375,10.5622916667,10.5543333333,12.2717083333,13.9885,7.81350000001,3.49708333333,11.6572222222
243.80,10.993125,11.5430416666,9.50133333333,11.5355833333,12.0254166667,14.3610416667,15.642,9.99091666667,5.88445833334,14.0346111111
244.17,12.298125,13.0191666667,10.53925,12.9399166667,13.6534166667,16.4504166667,17.301,10.9285833333,8.05220833332,14.7155
244.55,12.0495416667,13.323625,9.80433333333,12.4860416666,13.6401666667,16.5753333333,17.1170833333,10.656,7.39708333332,14.3112777778
244.92,9.23495833333,9.94541666666,6.03141666667,9.22133333334,9.97266666667,13.7499583333,15.3414166667,7.93716666666,4.849625,11.8488333333
245.30,7.59145833333,8.57462500001,4.04291666667,6.87445833334,8.07366666666,12.184875,13.5015,6.15733333332,3.474125,11.2265555556
245.67,6.36199999999,7.274875,3.461,5.50525,6.12675,10.0637083333,11.5703333334,5.42116666667,2.22891666667,10.2372222222
246.05,8.84912500001,9.52379166666,6.16091666667,7.12295833334,7.86708333333,11.5475833333,13.0355833333,7.30175,4.51879166666,12.3346111111
246.42,7.93558333334,8.37854166666,5.67166666667,5.61291666667,6.57983333334,10.755625,12.4005833333,6.67024999999,3.78716666667,10.8581111111
246.79,6.9375,6.87879166666,5.01341666666,4.56079166667,5.3655,10.1695,11.6028333333,5.80983333333,3.02225,10.0269444445
247.17,6.33891666667,6.19579166666,4.12020833334,4.44120833334,4.87016666666,9.44654166667,11.062,5.35716666667,2.57041666667,9.60116666667
247.54,6.63758333333,6.44570833333,4.42045833334,5.1085,5.55075,9.88420833332,11.7173333333,5.92741666667,3.05783333334,10.2899444444
247.92,7.49641666667,7.03779166667,5.08766666667,5.724875,6.3025,10.84725,12.14975,6.56874999999,3.764,11.0970555555
248.29,6.42304166667,5.91091666667,4.17029166667,4.512875,5.19791666667,9.74179166667,11.0394166667,5.5995,2.64054166667,10.5852777778
248.67,6.42670833334,5.62245833333,3.83045833333,4.19095833333,5.03333333333,9.345625,10.6140833333,5.36591666667,2.939625,10.6349444444
249.04,7.90391666668,6.79304166667,5.46941666667,5.69304166667,6.45425,10.8515833333,11.4976666667,6.75475000001,4.4985,12.0051666667
249.42,8.94275000001,7.30908333333,6.527125,7.01529166668,7.59158333333,11.9822916667,12.51825,7.65783333332,5.32283333333,12.3937222222
249.79,8.81191666667,7.22316666666,6.15979166666,6.414875,7.6585,11.9702916667,12.9550833334,7.32108333333,5.512375,11.8435
250.17,6.93304166666,5.26804166666,3.67575,4.55095833333,6.35233333334,10.5961666667,11.68875,5.66925,4.11554166667,9.85305555556
250.54,8.08191666667,6.49675,4.68295833333,6.01212500001,7.89341666666,11.925375,12.7065,6.68108333334,5.85925,11.7816666667
250.92,8.32404166666,7.15870833333,5.07079166667,6.60887500001,8.74333333333,11.7680833333,13.0406666667,7.06566666667,6.57166666667,12.0992777778
251.29,8.44170833334,7.68316666666,6.525625,6.89029166666,9.52516666666,12.6872083333,14.086,7.6535,7.35329166668,13.0941666667
251.66,7.67604166668,6.63929166667,6.24491666667,5.81508333334,8.53558333333,11.8171666667,13.25825,6.75575000001,7.08433333333,12.1493333333
252.04,5.83858333333,5.27433333333,5.64870833333,4.64675000001,6.98308333333,10.3005833333,12.1203333333,5.36916666667,5.8755,11.09
252.41,7.04320833333,6.55433333334,6.62708333333,6.46066666667,8.47891666667,11.693625,13.2854166667,6.82483333333,7.27729166667,12.1582777778
252.79,5.64529166667,5.74045833333,6.46895833334,5.68237500001,8.05875,11.3910833333,12.66375,6.09425,6.79662500001,11.1815555556
253.16,3.18991666668,4.54766666667,4.47570833333,3.50995833333,5.99341666667,9.50879166667,11.3465833333,4.07283333333,4.78470833333,9.24955555556
253.54,2.94175,4.93829166667,4.70354166667,3.16566666667,5.7495,9.37916666667,11.1298333333,3.47866666667,5.13966666667,9.2168888889
253.91,3.92495833333,5.79725,5.50504166667,4.509375,6.84891666667,10.588125,11.4934166667,4.36349999999,6.51145833333,10.4887777778
