wavelength,Back_ButExim,Belly_ButExim,Breast_ButExim,Crissum_ButExim,Crown_ButExim,DorTail_ButExim,Patch10_ButExim,Patch11_ButExim,Patch12_ButExim,Patch13_ButExim,Rump_ButExim,Throat_ButExim,WingTip_ButExim
307.43,5.171933333,8.67975,7.891066667,4.1368,10.835,7.6881,6.439866667,25.20146667,8.0884,4.436533333,8.293266667,4.260066667,7.784866667
307.8,5.131733333,8.629625,7.913266667,4.111466667,10.82266667,7.6258,6.3492,25.23413333,8.195866667,4.3748,8.310133333,4.2848,7.628733333
308.17,5.133666667,8.630083333,7.9764,4.0042,10.73646667,7.5615,6.379666667,25.2764,8.201466667,4.3006,8.407866667,4.3043,7.580466667
308.54,5.2558,8.745125,8.0664,3.974666667,10.74733333,7.508,6.347266667,25.329,8.2782,4.3818,8.387666667,4.290566667,7.433266667
308.9,5.221733333,8.752083333,7.923666667,3.751733333,10.59046667,7.2774,6.2056,25.38126667,8.257333333,4.221666667,8.2766,4.0763,7.296
309.27,5.3442,8.89,8.033533333,3.814733333,10.58073333,7.184933333,6.166466667,25.52426667,8.3658,4.284066667,8.4464,4.162366667,7.397933333
309.64,5.5026,8.915416667,8.093,3.756266667,10.59273333,7.0905,6.1358,25.45133333,8.386466667,4.311933333,8.4804,4.161866667,7.436933333
310.01,5.441333333,8.8115,8.111266667,3.550666667,10.575,6.998333333,6.008066667,25.6522,8.296466667,4.272133333,8.368666667,3.996866667,7.265533333
310.38,5.665866667,9.025333333,8.3102,3.746866667,10.86873333,7.1515,6.205266667,25.92533333,8.496466667,4.558666667,8.627866667,4.202133333,7.462466667
310.75,5.836266667,9.066125,8.3642,3.740133333,11.08273333,7.152033333,6.252266667,26.0306,8.567466667,4.622533333,8.752333333,4.2467,7.3382
311.12,5.964066667,9.255416667,8.514666667,3.769333333,11.2822,7.205133333,6.3582,26.19006667,8.768333333,4.775933333,8.791,4.255933333,7.3402
311.49,5.995466667,9.4115,8.5228,3.6728,11.26293333,7.1469,6.264466667,26.26313333,8.784333333,4.762933333,8.833466667,4.149033333,7.360933333
311.85,6.1974,9.665125,8.726933333,3.748,11.45166667,7.235933333,6.4514,26.49126667,8.982266667,4.965066667,9.032933333,4.1911,7.526666667
312.22,6.613533333,10.114625,9.138466667,4.123066667,11.89793333,7.562666667,6.777733333,26.94486667,9.471533333,5.286133333,9.379466667,4.523166667,7.889266667
312.59,6.679266667,10.22125,9.220466667,4.178,12.0404,7.6332,6.821066667,27.1012,9.639266667,5.275066667,9.480066667,4.518866667,8.020133333
312.96,6.829,10.435875,9.357333333,4.3038,12.22486667,7.819,6.9522,27.2542,9.852333333,5.4042,9.6786,4.653533333,8.182533333
313.33,6.989533333,10.57908333,9.508666667,4.362266667,12.47086667,7.9903,7.2412,27.4176,10.05333333,5.5744,9.8452,4.7103,8.160133333
313.7,7.015866667,10.70375,9.569933333,4.379066667,12.49566667,7.9568,7.273733333,27.51466667,10.09466667,5.565933333,9.9228,4.691266667,8.1476
314.07,7.160133333,10.85870833,9.697866667,4.375733333,12.58973333,7.960866667,7.374933333,27.46673333,10.2634,5.648133333,10.07313333,4.807366667,8.242266667
314.43,7.276066667,11.08533333,9.753466667,4.388866667,12.63873333,8.018633333,7.453666667,27.6116,10.35913333,5.638466667,10.1632,4.841433333,8.235333333
314.8,7.104866667,10.97608333,9.519,4.128266667,12.35646667,7.744833333,7.331533333,27.3352,10.1616,5.469,9.916466667,4.687966667,8.042866667
315.17,6.969666667,10.851625,9.281,3.886333333,12.10906667,7.4637,7.015533333,27.11286667,9.973266667,5.265133333,9.811266667,4.446033333,7.866066667
315.54,6.926333333,10.69120833,9.192466667,3.731733333,11.953,7.264733333,6.881866667,27.04653333,9.915733333,5.146733333,9.685066667,4.268733333,7.763866667
315.91,7.291533333,11.02975,9.528,4.040466667,12.18753333,7.4834,7.052533333,27.20526667,10.17626667,5.3878,9.937266667,4.510366667,8.033733333
316.28,7.331133333,11.166875,9.478066667,3.957533333,12.144,7.382366667,7.028333333,27.0226,10.0758,5.3848,9.949866667,4.370433333,7.917066667
316.64,7.556733333,11.386375,9.631066667,4.0382,12.22793333,7.3667,7.232333333,27.12546667,10.21853333,5.480133333,10.14346667,4.455733333,7.9522
317.01,7.635933333,11.44791667,9.713133333,4.152466667,12.25926667,7.3371,7.368866667,27.0842,10.30653333,5.558933333,10.2294,4.539066667,7.9684
317.38,7.295466667,11.05225,9.307533333,3.7572,11.83686667,6.860766667,6.9492,26.84566667,9.9104,5.1244,9.824866667,4.139433333,7.613733333
317.75,7.2786,11.03470833,9.284266667,3.700266667,11.84213333,6.902833333,6.937666667,26.8142,10.06373333,5.1934,9.784666667,4.044,7.4978
318.12,7.269,11.12975,9.189,3.758266667,11.79113333,6.851933333,6.789,26.74066667,10.135,5.078533333,9.685,3.932266667,7.4228
318.49,7.310333333,11.0915,9.463533333,3.847733333,11.83966667,6.874033333,6.714866667,26.735,10.3358,5.124733333,9.7064,3.912666667,7.458666667
318.85,7.779866667,11.57458333,9.997933333,4.3414,12.32126667,7.343266667,7.0808,27.2748,10.9092,5.551533333,10.22826667,4.206133333,7.846466667
319.22,7.8818,11.65920833,10.15546667,4.327933333,12.423,7.310933333,7.274066667,27.455,10.99053333,5.526733333,10.2672,4.250766667,7.9328
319.59,8.085266667,11.86320833,10.37853333,4.608866667,12.619,7.521033333,7.585933333,27.57573333,11.243,5.798133333,10.4982,4.539833333,8.0284
319.96,7.932333333,11.76633333,10.19273333,4.310466667,12.38366667,7.324,7.4778,27.47993333,11.2096,5.665933333,10.372,4.353333333,7.805866667
320.32,7.969666667,11.692125,10.35386667,4.266066667,12.3812,7.3335,7.505866667,27.70086667,11.38413333,5.770066667,10.4012,4.460933333,7.809733333
320.69,8.269133333,11.92295833,10.65553333,4.5224,12.609,7.638266667,7.700933333,28.0086,11.74313333,6.196933333,10.58993333,4.8015,8.170733333
321.06,8.3794,12.03008333,10.79433333,4.3864,12.56706667,7.629766667,7.569533333,28.19926667,11.87333333,6.1572,10.6264,4.735433333,8.103933333
321.43,8.522266667,12.24245833,10.96813333,4.487933333,12.66433333,7.671133333,7.582,28.21373333,12.1196,6.229733333,10.74033333,4.8266,8.203466667
321.8,8.413466667,12.09104167,10.9408,4.363,12.51373333,7.442966667,7.376466667,28.23346667,12.01493333,6.022933333,10.66946667,4.695266667,8.127866667
322.16,8.416333333,12.07025,11.01053333,4.335666667,12.51553333,7.454966667,7.5274,28.29,12.02413333,6.138533333,10.82286667,4.716033333,8.208466667
322.53,8.179,12.0685,10.6884,4.027733333,12.28146667,7.198533333,7.3834,28.07193333,11.7626,5.952,10.67033333,4.462966667,7.972866667
322.9,7.8862,11.74754167,10.40653333,3.6728,11.8808,6.788133333,7.0082,27.68906667,11.5156,5.569266667,10.32166667,4.192733333,7.609866667
323.27,7.9594,11.86445833,10.52393333,3.774333333,11.93233333,6.885633333,7.141333333,27.78406667,11.78773333,5.667066667,10.522,4.311666667,7.587
323.63,7.8974,11.7675,10.49633333,3.680666667,11.83853333,6.7629,7.089666667,27.83313333,11.81026667,5.511533333,10.49826667,4.1582,7.582133333
324,7.881266667,11.57091667,10.51446667,3.7046,11.80626667,6.696966667,7.059933333,27.7306,11.82286667,5.422733333,10.4924,4.0969,7.5266
324.37,7.461533333,11.2155,10.1532,3.308066667,11.4456,6.279066667,6.7062,27.35006667,11.43133333,4.890933333,10.1298,3.581966667,7.175066667
324.74,7.090333333,10.94358333,9.869,3.000266667,11.06293333,5.9298,6.450466667,27.00073333,11.0824,4.4404,9.876,3.1415,6.677266667
325.1,6.9448,10.80925,9.689333333,2.944133333,10.94726667,5.727133333,6.417533333,26.72653333,10.89433333,4.357533333,9.764533333,2.983433333,6.453133333
325.47,7.037533333,10.89633333,9.7888,3.0102,11.0164,5.882366667,6.653133333,26.83866667,10.97126667,4.521866667,9.850466667,3.0819,6.444533333
325.84,7.158866667,11.05575,9.982133333,3.0716,11.0696,5.9724,6.799133333,26.88913333,11.11706667,4.622,9.9706,3.168266667,6.4572
326.21,7.014133333,10.87404167,9.912666667,2.848533333,10.82726667,5.719733333,6.690866667,26.68753333,11.00346667,4.380333333,9.8076,2.9657,6.094866667
326.57,7.523066667,11.27029167,10.41393333,3.290466667,11.22073333,6.0341,7.1506,26.96753333,11.43433333,4.7724,10.16873333,3.3698,6.482066667
326.94,7.508733333,11.206125,10.46393333,3.2396,11.1646,5.978833333,7.2054,26.88426667,11.41246667,4.760133333,10.07313333,3.300733333,6.561866667
327.31,7.595333333,11.13408333,10.55833333,3.214066667,11.10373333,5.8262,7.162933333,26.76846667,11.38826667,4.7996,10.02226667,3.148766667,6.668266667
327.67,7.860266667,11.359375,10.7492,3.289333333,11.31786667,5.932166667,7.3796,26.87493333,11.5806,4.979533333,10.2266,3.2797,6.858866667
328.04,7.8552,11.54958333,10.75946667,3.2736,11.30466667,5.974833333,7.424733333,26.79573333,11.6368,5.0444,10.28546667,3.3245,6.8552
328.41,8.083933333,11.72491667,10.8728,3.344733333,11.38793333,6.058733333,7.5102,26.925,11.7944,5.273933333,10.46,3.4478,6.942933333
328.78,8.1906,11.875625,10.934,3.3324,11.39793333,6.021533333,7.478,27.009,11.96413333,5.3584,10.53066667,3.458466667,7.081333333
329.14,8.079466667,11.753625,10.81466667,3.149133333,11.18513333,5.8127,7.2554,26.9118,11.92386667,5.270533333,10.42113333,3.252233333,6.963533333
329.51,8.314,11.971,10.9744,3.248933333,11.3386,5.7816,7.3496,26.9854,12.1548,5.3566,10.59186667,3.348566667,7.148866667
329.88,8.3372,11.93866667,10.84453333,3.181,11.36673333,5.7031,7.353866667,26.927,12.21906667,5.361933333,10.59446667,3.2697,7.093533333
330.24,8.558266667,12.068875,10.96626667,3.3024,11.54153333,5.823,7.413466667,27.04086667,12.40653333,5.5114,10.71913333,3.331633333,7.265733333
330.61,8.1576,11.61016667,10.5824,2.8304,11.08793333,5.420666667,6.953133333,26.72186667,12.16333333,5.082333333,10.39946667,2.8795,6.820333333
330.98,8.363333333,11.82008333,10.76,2.930066667,11.2198,5.5276,7.025266667,26.84853333,12.40533333,5.2256,10.70846667,2.992733333,6.870866667
331.34,8.2484,11.82475,10.51306667,2.798066667,11.09413333,5.506366667,6.852,26.75666667,12.3548,5.051133333,10.57933333,2.906166667,6.646266667
331.71,8.132533333,11.818875,10.50233333,2.712066667,10.9886,5.4145,6.670133333,26.67,12.37573333,4.971066667,10.3648,2.742933333,6.4636
332.08,8.005333333,11.679,10.328,2.385933333,10.87733333,5.1108,6.431933333,26.55173333,12.2044,4.7036,10.02826667,2.4076,6.242133333
332.44,8.143866667,11.83645833,10.43793333,2.6216,11.01153333,5.2248,6.6242,26.55753333,12.4318,4.806466667,9.995933333,2.598066667,6.345533333
332.81,8.0226,11.66775,10.39766667,2.455733333,10.94686667,5.0249,6.536266667,26.41053333,12.396,4.629733333,9.838933333,2.404866667,6.130466667
333.18,8.189866667,11.96604167,10.61013333,2.5948,11.16026667,5.152133333,6.8522,26.51453333,12.56933333,4.675933333,9.971466667,2.605033333,6.297466667
333.54,7.933,11.79166667,10.36826667,2.294266667,10.81646667,4.846566667,6.582066667,26.30306667,12.3664,4.408333333,9.699133333,2.243466667,6.030333333
333.91,7.989466667,11.87045833,10.39986667,2.292866667,10.81606667,4.840266667,6.590933333,26.30306667,12.33853333,4.458866667,9.7316,2.2178,6.0974
334.28,7.9052,11.819875,10.4128,2.178066667,10.604,4.679766667,6.460266667,26.2082,12.21933333,4.3838,9.611333333,2.122933333,6.0472
334.64,7.988266667,11.91,10.5058,2.289733333,10.666,4.688666667,6.569266667,26.2906,12.34133333,4.4684,9.7086,2.178733333,6.1078
335.01,8.140133333,12.0325,10.5642,2.369333333,10.82333333,4.7526,6.714133333,26.3868,12.51593333,4.540333333,9.822333333,2.259866667,6.19
335.38,8.203066667,12.038125,10.69073333,2.4232,10.941,4.7995,6.792466667,26.48233333,12.62213333,4.6166,9.960333333,2.331,6.296466667
335.74,8.1066,11.94595833,10.5694,2.280266667,10.84166667,4.5653,6.710066667,26.32326667,12.48586667,4.4894,9.968066667,2.182433333,6.100266667
336.11,8.221533333,12.07958333,10.79253333,2.376666667,10.93493333,4.5512,6.843733333,26.56446667,12.69573333,4.622333333,10.20953333,2.280166667,6.241866667
336.47,8.214866667,12.07633333,10.89473333,2.2874,10.93613333,4.426433333,6.815,26.52966667,12.6756,4.584733333,10.34673333,2.258866667,6.2414
336.84,8.592533333,12.44825,11.16886667,2.634,11.2266,4.7884,7.163266667,26.72833333,12.96446667,4.972266667,10.70206667,2.6145,6.583933333
337.21,9.0086,12.78958333,11.63373333,3.019,11.56713333,5.163333333,7.543466667,27.04546667,13.38326667,5.431933333,11.13286667,3.026,6.928933333
337.57,9.325533333,13.02308333,12.0066,3.383466667,11.92713333,5.539433333,7.8576,27.32933333,13.70373333,5.7788,11.45226667,3.419,7.2524
337.94,9.414,13.07670833,12.11226667,3.4758,12.0356,5.585166667,7.904133333,27.45653333,13.85073333,5.813933333,11.50733333,3.509766667,7.237466667
338.31,9.7534,13.42829167,12.37666667,3.8362,12.42726667,5.9158,8.233933333,27.6588,14.22326667,6.082133333,11.79493333,3.8382,7.562066667
338.67,9.926666667,13.60104167,12.46013333,3.899733333,12.5862,6.005233333,8.3294,27.78306667,14.36153333,6.209,11.91113333,3.969133333,7.671933333
339.04,9.893933333,13.61704167,12.48506667,3.8582,12.55646667,6.042566667,8.329533333,27.78253333,14.3344,6.211333333,11.86206667,3.993166667,7.689266667
339.4,9.906666667,13.65016667,12.48106667,3.8186,12.52673333,5.952566667,8.334933333,27.69746667,14.33593333,6.187466667,11.8126,3.9823,7.564466667
339.77,9.974733333,13.62129167,12.5078,3.840733333,12.53306667,6.019466667,8.4058,27.7308,14.32813333,6.167266667,11.82173333,4.034533333,7.548266667
340.14,9.915933333,13.47325,12.36133333,3.8088,12.43633333,5.9477,8.314733333,27.45086667,14.17766667,5.999533333,11.6878,4.007866667,7.365333333
340.5,9.935933333,13.48991667,12.41926667,3.849066667,12.46253333,5.9799,8.336733333,27.4526,14.17153333,5.9682,11.69086667,3.954733333,7.3104
340.87,9.803066667,13.31279167,12.42506667,3.7276,12.39266667,5.839,8.346666667,27.37473333,14.12453333,5.8116,11.65453333,3.860266667,7.170866667
341.23,9.492666667,12.95933333,12.0946,3.3158,12.03766667,5.502866667,7.967733333,27.194,13.79973333,5.4668,11.36253333,3.465366667,6.815733333
341.6,9.344533333,12.86379167,11.9826,3.069866667,11.89533333,5.379166667,7.862866667,27.03153333,13.6802,5.304466667,11.29926667,3.261366667,6.6564
341.96,9.3236,12.84629167,12.05313333,2.984733333,11.81306667,5.373166667,7.958533333,26.9816,13.64573333,5.2988,11.2834,3.2057,6.620933333
342.33,9.241733333,12.737625,11.94086667,2.876666667,11.65426667,5.2096,7.9716,26.90806667,13.5762,5.261466667,11.27253333,3.0735,6.481533333
342.7,9.2382,12.80808333,12.03146667,2.9128,11.6176,5.195466667,8.0782,26.9204,13.5782,5.295933333,11.31726667,3.0538,6.469666667
343.06,9.1268,12.73575,12.03673333,2.876,11.54193333,5.070566667,8.0944,26.82226667,13.5522,5.225466667,11.28306667,2.9022,6.3332
343.43,9.289733333,12.87616667,12.27893333,3.042,11.63406667,5.328066667,8.3158,26.95506667,13.76413333,5.407866667,11.42593333,3.0451,6.547
343.79,9.290666667,12.85466667,12.38286667,3.037733333,11.61006667,5.354666667,8.3616,27.00473333,13.87713333,5.423266667,11.43386667,3.0934,6.5106
344.16,9.366733333,12.96866667,12.56806667,3.119066667,11.7298,5.4381,8.512133333,27.21966667,14.05166667,5.560733333,11.55586667,3.106333333,6.587933333
344.52,9.576133333,13.1165,12.60706667,3.283066667,11.868,5.621233333,8.681,27.35353333,14.34406667,5.7588,11.68433333,3.309,6.736133333
344.89,9.6984,13.20745833,12.6512,3.353333333,11.92226667,5.701266667,8.658,27.43586667,14.39766667,5.8266,11.73686667,3.359033333,6.801533333
345.25,9.827266667,13.329375,12.7998,3.549,12.10006667,5.802633333,8.837666667,27.5104,14.587,5.972466667,11.8984,3.486133333,6.9316
345.62,9.835,13.30641667,12.76506667,3.568333333,12.09193333,5.692966667,8.787933333,27.50826667,14.57033333,5.957133333,11.82773333,3.4344,6.8146
345.99,9.945333333,13.44329167,12.7872,3.6212,12.17766667,5.651333333,8.798933333,27.5576,14.66466667,6.01,11.88706667,3.506166667,6.777066667
346.35,10.01533333,13.54125,12.9334,3.658133333,12.30326667,5.741266667,8.816333333,27.6446,14.74526667,6.046533333,11.97593333,3.536833333,6.791333333
346.72,10.07733333,13.471375,12.949,3.741533333,12.35333333,5.8356,8.814066667,27.65926667,14.784,6.125466667,11.95653333,3.556133333,6.8736
347.08,10.21126667,13.53220833,13.0166,3.827,12.4426,5.888733333,8.790866667,27.72373333,14.88353333,6.235066667,11.96433333,3.622666667,6.931133333
347.45,10.22033333,13.58091667,13.0508,3.876333333,12.5482,5.808233333,8.768,27.75966667,14.88646667,6.222666667,12.01153333,3.628166667,6.895733333
347.81,10.2742,13.71675,13.07566667,3.936533333,12.6536,5.768,8.752866667,27.8132,14.92953333,6.314866667,12.05806667,3.6175,6.9682
348.18,10.42606667,13.776625,13.15433333,4.013933333,12.7312,5.857633333,8.817066667,27.80893333,15.01686667,6.468266667,12.16586667,3.718066667,7.047533333
348.54,10.47873333,13.82170833,13.30126667,4.070066667,12.71026667,5.877433333,8.8156,27.85566667,14.9966,6.5968,12.2108,3.760666667,7.1214
348.91,10.7052,13.93270833,13.52193333,4.267266667,12.87386667,5.9694,8.966533333,28.04766667,15.22633333,6.783133333,12.34793333,3.957466667,7.238133333
349.27,10.69753333,14.01225,13.54133333,4.246866667,12.8702,5.899466667,8.920733333,28.00913333,15.23626667,6.7342,12.31446667,3.896,7.1446
349.64,10.805,14.13766667,13.6922,4.348333333,12.96086667,5.975666667,9.0578,28.04393333,15.38933333,6.814333333,12.4716,4.0217,7.293466667
350,10.87353333,14.13845833,13.732,4.410333333,12.99446667,6.063033333,9.1038,28.1078,15.48706667,6.856333333,12.53486667,4.061766667,7.477533333
350.37,10.94953333,14.158,13.85126667,4.494866667,13.1068,6.128433333,9.191733333,28.27326667,15.63973333,6.976133333,12.6204,4.175466667,7.595066667
350.73,10.92513333,14.21266667,13.84086667,4.357933333,13.11466667,6.0795,9.174066667,28.26826667,15.63,6.913266667,12.6708,4.117966667,7.49
351.1,11.00133333,14.28729167,13.85413333,4.407866667,13.1068,6.1063,9.3176,28.4146,15.669,6.955466667,12.80913333,4.220133333,7.548533333
351.46,10.94826667,14.21716667,13.69806667,4.2474,12.99953333,5.951,9.259466667,28.42393333,15.55926667,6.870133333,12.71326667,4.121333333,7.4458
351.83,10.79093333,14.025125,13.5518,4.058266667,12.86026667,5.790633333,9.157333333,28.28033333,15.42673333,6.696266667,12.59126667,3.954566667,7.245333333
352.19,10.73126667,14.05675,13.5164,4.011133333,12.81353333,5.763366667,9.128266667,28.30126667,15.359,6.690733333,12.54213333,3.903333333,7.166866667
352.55,10.68113333,14.04108333,13.4884,3.919,12.8402,5.760633333,9.0696,28.3044,15.32746667,6.5984,12.515,3.813333333,7.043933333
352.92,10.58353333,14.08241667,13.3884,3.800466667,12.80366667,5.7027,9.002133333,28.31726667,15.22113333,6.516733333,12.45306667,3.721066667,7.029
353.28,10.53006667,13.91354167,13.2316,3.7486,12.71613333,5.676566667,8.8954,28.21226667,15.11693333,6.462733333,12.30193333,3.683333333,7.03
353.65,10.45393333,13.804625,13.18333333,3.682333333,12.7048,5.735833333,8.886,28.22706667,15.0322,6.458866667,12.22946667,3.6313,6.993066667
354.01,10.4402,13.78679167,13.24453333,3.740466667,12.7776,5.765566667,8.9174,28.22053333,15.015,6.5118,12.27653333,3.676566667,6.984266667
354.38,10.34193333,13.70395833,13.0544,3.613333333,12.65166667,5.6482,8.758333333,28.06346667,14.86013333,6.382533333,12.1708,3.5763,6.813733333
354.74,10.4304,13.73766667,13.11853333,3.738866667,12.75013333,5.7233,8.807266667,28.1664,15.01126667,6.464733333,12.24373333,3.713933333,6.899466667
355.11,10.3748,13.61529167,13.06713333,3.690733333,12.7728,5.657233333,8.716266667,28.1684,14.96266667,6.4356,12.1456,3.648133333,6.8326
355.47,10.4404,13.617375,13.1636,3.8236,12.84826667,5.8234,8.7732,28.1968,15.06466667,6.538733333,12.2244,3.718933333,6.899533333
355.83,10.67606667,13.786125,13.37906667,4.094066667,13.06953333,6.103466667,9.011533333,28.42133333,15.2578,6.802733333,12.4084,3.975233333,7.1402
356.2,10.737,13.79079167,13.46213333,4.203,13.15793333,6.182333333,9.0766,28.47526667,15.29626667,6.8266,12.46613333,4.0873,7.246066667
356.56,10.73746667,13.741125,13.44606667,4.218533333,13.18293333,6.139033333,9.075933333,28.521,15.28226667,6.843133333,12.4072,4.058766667,7.246
356.93,10.59933333,13.59441667,13.33246667,4.129866667,13.0552,6.042933333,8.959933333,28.34246667,15.1414,6.753666667,12.2698,3.9362,7.101133333
357.29,10.6388,13.64475,13.4592,4.1766,13.1176,6.088233333,9.0184,28.42506667,15.12886667,6.797066667,12.35053333,3.958033333,7.107133333
357.66,10.73866667,13.73433333,13.56573333,4.324733333,13.22453333,6.112266667,9.1158,28.523,15.20793333,6.904333333,12.42093333,4.063366667,7.221466667
358.02,10.7524,13.72125,13.59866667,4.394866667,13.2612,6.104466667,9.141133333,28.5674,15.17993333,6.9236,12.38073333,4.053133333,7.190533333
358.38,10.7558,13.68270833,13.60486667,4.476533333,13.28513333,6.1131,9.2196,28.60473333,15.1344,6.9422,12.31946667,4.072766667,7.171466667
358.75,10.65526667,13.52670833,13.47193333,4.362466667,13.15153333,5.937866667,9.111333333,28.53893333,14.92306667,6.821066667,12.12306667,3.962233333,7.004733333
359.11,10.68266667,13.64583333,13.608,4.427866667,13.2318,5.994733333,9.1752,28.56733333,14.93,6.8796,12.13293333,4.037466667,7.0404
359.48,10.777,13.72408333,13.68853333,4.5428,13.33253333,6.101733333,9.269666667,28.64913333,14.95733333,6.981733333,12.18466667,4.1344,7.1136
359.84,10.84706667,13.82816667,13.76493333,4.640666667,13.47386667,6.1855,9.303333333,28.6882,14.9684,7.038333333,12.2144,4.213466667,7.186533333
360.2,10.78846667,13.769,13.73346667,4.6358,13.44786667,6.169333333,9.283266667,28.7268,14.917,7.0572,12.16566667,4.165633333,7.123733333
360.57,10.80986667,13.77741667,13.7456,4.700533333,13.5076,6.2051,9.358333333,28.7336,14.93213333,7.087666667,12.20473333,4.2116,7.192266667
360.93,10.8406,13.79425,13.85273333,4.789733333,13.5946,6.317033333,9.489533333,28.85086667,14.98386667,7.1876,12.27313333,4.2821,7.2548
361.29,10.78353333,13.70633333,13.75633333,4.753133333,13.57033333,6.258,9.466866667,28.88113333,14.94106667,7.177733333,12.18173333,4.3008,7.234533333
361.66,10.75993333,13.61991667,13.712,4.755866667,13.5582,6.238266667,9.4166,28.8512,14.94,7.156133333,12.1696,4.291866667,7.162333333
362.02,10.62733333,13.53358333,13.575,4.602466667,13.463,6.136433333,9.268333333,28.82506667,14.8336,7.0188,12.0462,4.197766667,7.037266667
362.39,10.57826667,13.45595833,13.56926667,4.5726,13.48193333,6.127866667,9.2486,28.85806667,14.82253333,7.017533333,12.0146,4.174166667,7.0574
362.75,10.60946667,13.51375,13.616,4.668333333,13.59893333,6.259466667,9.327,28.9152,14.8754,7.123066667,12.07046667,4.2639,7.139866667
363.11,10.56326667,13.414125,13.52646667,4.6242,13.62106667,6.235833333,9.306133333,28.9404,14.82413333,7.120866667,12.03833333,4.2125,7.110733333
363.48,10.46313333,13.2715,13.43093333,4.5254,13.5988,6.1445,9.222933333,28.9276,14.71106667,7.056866667,11.903,4.1247,7.063666667
363.84,10.31753333,13.093625,13.27206667,4.423866667,13.47066667,6.0463,9.098666667,28.90993333,14.58093333,6.937066667,11.77233333,4.027633333,6.948933333
364.2,10.33026667,13.0225,13.263,4.435866667,13.52773333,6.053866667,9.0952,28.957,14.55893333,6.941333333,11.71353333,4.047233333,6.956333333
364.57,10.17666667,12.83925,13.176,4.322266667,13.44446667,5.986866667,8.981066667,28.94306667,14.37166667,6.857733333,11.5794,3.974033333,6.8226
364.93,10.06986667,12.695375,13.03093333,4.200733333,13.389,5.845633333,8.8242,28.86446667,14.16733333,6.7588,11.4082,3.8539,6.7388
365.29,10.1464,12.734625,13.1378,4.316933333,13.53493333,5.977933333,8.900533333,29.0112,14.22326667,6.863,11.46406667,3.914933333,6.833
365.66,10.0356,12.65333333,13.07973333,4.250266667,13.5294,5.956366667,8.826266667,29.0542,14.08533333,6.8296,11.32966667,3.8453,6.8174
366.02,10.04746667,12.63845833,13.11266667,4.3122,13.6104,6.0183,8.901533333,29.10633333,14.04326667,6.9368,11.31913333,3.906366667,6.892666667
366.38,10.04886667,12.634125,13.1356,4.342666667,13.6344,6.0484,8.888466667,29.11813333,14.00906667,6.974333333,11.29413333,3.9334,6.9026
366.75,9.962933333,12.51479167,13.1738,4.337533333,13.65073333,6.0017,8.848466667,29.11913333,13.93306667,6.9442,11.23973333,3.894466667,6.856933333
367.11,9.991533333,12.46966667,13.20393333,4.4198,13.67786667,6.058033333,8.8718,29.13026667,13.89046667,6.970933333,11.19753333,3.950166667,6.856866667
367.47,9.9228,12.44054167,13.1732,4.410133333,13.6448,5.999133333,8.8266,29.15806667,13.7996,6.923333333,11.1588,3.9371,6.756333333
367.84,10.0082,12.51179167,13.29613333,4.497,13.75233333,6.082066667,8.900733333,29.28026667,13.83213333,7.0702,11.23813333,4.058066667,6.8964
368.2,9.878266667,12.42445833,13.19846667,4.416533333,13.66446667,5.980233333,8.781933333,29.21526667,13.69586667,6.987866667,11.11926667,3.927633333,6.801466667
368.56,9.896666667,12.46541667,13.21486667,4.519,13.7684,6.015466667,8.839133333,29.31086667,13.75293333,7.047933333,11.1788,4.027433333,6.930266667
368.93,9.9534,12.51758333,13.22453333,4.654666667,13.85513333,6.126266667,8.905533333,29.39733333,13.8178,7.126266667,11.24053333,4.1612,6.971533333
369.29,9.885,12.4525,13.1328,4.641466667,13.89293333,6.099766667,8.886066667,29.40993333,13.7582,7.105333333,11.16666667,4.160466667,6.943666667
369.65,9.896266667,12.47983333,13.16353333,4.7138,13.9778,6.1371,8.9728,29.45246667,13.7328,7.128466667,11.20766667,4.254433333,6.9716
370.01,9.893,12.43008333,13.1808,4.787066667,14.03113333,6.176,8.986333333,29.5108,13.72526667,7.149466667,11.196,4.2698,6.9748
370.38,9.8722,12.397125,13.14113333,4.852866667,14.12633333,6.259133333,9.026333333,29.59106667,13.6334,7.1756,11.1998,4.301333333,6.9878
370.74,9.904333333,12.39091667,13.15086667,4.953466667,14.2608,6.400566667,9.109,29.66086667,13.63533333,7.272666667,11.2376,4.438866667,7.110333333
371.1,9.8774,12.472125,13.18246667,5.004133333,14.32913333,6.488666667,9.156466667,29.74446667,13.64866667,7.325533333,11.2512,4.490733333,7.155533333
371.46,9.8764,12.4255,13.225,5.109,14.40306667,6.552633333,9.184066667,29.7746,13.626,7.437066667,11.2928,4.557033333,7.230666667
371.83,9.7786,12.28620833,13.12753333,5.075333333,14.42813333,6.520766667,9.147133333,29.7852,13.51866667,7.416866667,11.17226667,4.524333333,7.1828
372.19,9.764666667,12.245375,13.08386667,5.103733333,14.523,6.563533333,9.168266667,29.83306667,13.47386667,7.436666667,11.15746667,4.6092,7.241066667
372.55,9.693266667,12.17295833,12.9974,5.051133333,14.51506667,6.546866667,9.0618,29.832,13.303,7.373733333,11.0326,4.570366667,7.157066667
372.92,9.583666667,12.03933333,12.923,4.9786,14.53733333,6.462,8.9838,29.85526667,13.16673333,7.306666667,10.90846667,4.534933333,7.138466667
