wavelength,Back_HapRusm,Belly_HapRusm,Breast_HapRusm,Crissum_HapRusm,Crown_HapRusm,DorTail_HapRusm,Rump_HapRusm,Throat_HapRusm,WingTip_HapRusm
529.01,9.66000000001,16.6349333333,14.4680666667,18.2476666667,8.794,9.29326666667,10.1536,14.37,10.1133333333
529.35,9.65633333333,16.6435333333,14.4689,18.2478666667,8.79493333333,9.28773333333,10.1562666667,14.3774,10.1141333333
529.70,9.6706,16.6476,14.4808333334,18.2488,8.80146666667,9.3044,10.172,14.3908,10.129
530.04,9.67733333333,16.6614666667,14.4867333333,18.2624,8.8168,9.31353333333,10.171,14.3982,10.1376666667
530.39,9.69146666667,16.6622,14.4913,18.2625333333,8.8306,9.3264,10.1795333333,14.4082,10.1532
530.73,9.69253333334,16.6672666667,14.4906,18.2695333333,8.8516,9.34006666667,10.1897333334,14.4096666667,10.1569333333
531.08,9.71893333334,16.6954,14.5245,18.2964666667,8.8884,9.38266666667,10.2228666667,14.4426,10.1988
531.42,9.73033333333,16.7019333333,14.5241333333,18.3044,8.89726666666,9.38673333333,10.2262666667,14.4482,10.2083333333
531.77,9.73746666667,16.7125333333,14.5248333333,18.3140666667,8.895,9.39186666667,10.2279333333,14.4534666667,10.2108666667
532.11,9.74060000001,16.7083333333,14.5223333333,18.3082666667,8.8982,9.39513333333,10.2309333333,14.4515333333,10.212
532.46,9.73186666667,16.7053333333,14.5032333333,18.2902,8.8912,9.3904,10.2184666667,14.4375333333,10.2123333333
532.80,9.72406666667,16.6980666667,14.4952666667,18.2858666667,8.88926666667,9.39093333333,10.2062666667,14.4367333333,10.2002
533.15,9.71833333334,16.7011333333,14.4850666667,18.2875333333,8.89213333333,9.3898,10.2023333333,14.4271333333,10.2030666667
533.49,9.71706666667,16.7101333333,14.4818333333,18.2892666667,8.89106666666,9.3806,10.2027333333,14.4268666667,10.2034
533.84,9.7156,16.7118,14.4834,18.2947333333,8.8822,9.3892,10.2089333333,14.4378666667,10.2130666667
534.18,9.71206666668,16.6968666667,14.4808333333,18.2933333333,8.86813333333,9.39213333333,10.2070666667,14.4368,10.2114
534.52,9.714,16.6873333333,14.4767333333,18.2835333333,8.8566,9.3822,10.19,14.4277333333,10.2154
534.87,9.71546666667,16.6704,14.4695,18.2862666667,8.83833333333,9.37233333333,10.1800666667,14.4176,10.2003333333
535.21,9.70740000001,16.6618666667,14.4606666667,18.2904666667,8.8204,9.36046666667,10.1624,14.4124,10.1762666667
535.56,9.69893333335,16.67,14.4600333333,18.3012,8.80613333333,9.3598,10.1592,14.4072,10.1668
535.90,9.68113333333,16.6732666667,14.4528,18.3166666667,8.7884,9.34966666667,10.1498666667,14.4121333333,10.1499333333
536.25,9.70053333333,16.7004,14.4852666667,18.3586666667,8.82206666667,9.37126666666,10.1731333333,14.437,10.1735333333
536.59,9.72960000001,16.7445333333,14.5177333333,18.4042,8.84953333333,9.41066666667,10.2013333333,14.4747333333,10.2147333333
536.93,9.75073333334,16.7591333333,14.5460666667,18.4172666667,8.85933333333,9.43866666666,10.2236,14.5059333333,10.2248
537.28,9.75246666667,16.7641333333,14.5488666667,18.4331333333,8.84813333333,9.44013333333,10.2213333333,14.5251333333,10.2244
537.62,9.74379999999,16.7618,14.5423333333,18.4382666667,8.85406666667,9.42486666667,10.2064,14.5300666667,10.2181333333
537.97,9.74126666666,16.7780666667,14.5349333333,18.4374666667,8.86173333333,9.42386666667,10.2016,14.5233333333,10.2084666667
538.31,9.72726666667,16.7742666667,14.5213,18.4192666666,8.8438,9.42286666667,10.1926666667,14.5057333333,10.2070666667
538.65,9.69539999999,16.7369333333,14.4723,18.3746,8.80433333333,9.40666666667,10.1606666667,14.4698,10.1814
539.00,9.68093333333,16.7294666667,14.4646333333,18.3467333334,8.79966666667,9.40746666667,10.16,14.4464,10.1889333333
539.34,9.67973333334,16.7169333334,14.4516,18.3311333333,8.80026666667,9.4082,10.1486,14.4480666667,10.199
539.69,9.68373333332,16.7144666667,14.4538,18.3092666667,8.81846666667,9.42146666667,10.1484,14.4319333333,10.2125333333
540.03,9.66386666666,16.6925333333,14.4293333333,18.2894666667,8.77946666667,9.41026666667,10.1486,14.4148,10.2048666667
540.37,9.62340000001,16.626,14.3765666667,18.2426,8.74446666667,9.37853333334,10.1102666667,14.3638666667,10.1642666667
540.72,9.59519999999,16.5986,14.3489666667,18.2252,8.7022,9.34466666666,10.0764,14.3254666667,10.1406666667
541.06,9.58653333333,16.5983333334,14.3447,18.2240666667,8.7112,9.3642,10.0752,14.3158,10.1538
541.40,9.55426666666,16.5620666667,14.3122,18.1952,8.6766,9.34346666667,10.0533333333,14.271,10.1273333333
541.75,9.54619999999,16.5617333333,14.3234333333,18.1992666667,8.67606666667,9.351,10.0526666667,14.2761333333,10.1324
542.09,9.53406666667,16.5532666667,14.3177666667,18.2005333333,8.6694,9.33773333334,10.0512,14.2775333333,10.1203333333
542.43,9.5352,16.578,14.3431333333,18.2131333333,8.6798,9.33053333333,10.0508666667,14.2946666667,10.1335333333
542.78,9.52873333333,16.576,14.3429666667,18.2142,8.682,9.33273333333,10.0482,14.2958,10.1377333333
543.12,9.50846666667,16.5552666667,14.3305666667,18.2095333333,8.67113333333,9.3294,10.0423333333,14.2762,10.1158666667
543.46,9.51246666667,16.5667333334,14.3425,18.2265333333,8.67693333333,9.33806666667,10.0584,14.2954666667,10.1278666667
543.81,9.51826666667,16.5729333333,14.3447,18.2248,8.69113333333,9.33713333333,10.0472666667,14.3022,10.1301333333
544.15,9.52073333333,16.5948,14.3723666667,18.2505333333,8.70933333333,9.34533333333,10.0504,14.3216666667,10.1469333333
544.49,9.52880000001,16.6108666667,14.3833,18.2558,8.74013333333,9.36613333333,10.0598666667,14.333,10.1748
544.84,9.50053333333,16.5887333333,14.3730333333,18.2329333333,8.72153333333,9.3358,10.0391333333,14.3088666667,10.1451333333
545.18,9.5384,16.6376666666,14.4002666667,18.2737333333,8.74906666667,9.36366666667,10.0631333333,14.3562,10.1924666667
545.52,9.51386666667,16.6254,14.3996,18.2528666667,8.721,9.33066666667,10.0367333333,14.3288666667,10.1713333333
545.87,9.51293333333,16.6312666667,14.402,18.2500666667,8.72926666667,9.33233333333,10.0392666667,14.3285333333,10.1756666667
546.21,9.5082,16.6254,14.3987,18.2367333333,8.72406666667,9.35406666667,10.0432,14.3228,10.1818666667
546.55,9.50753333333,16.6358666667,14.4038333333,18.2605333334,8.72513333333,9.36353333333,10.0522666667,14.3278,10.1871333333
546.90,9.54379999999,16.6865333333,14.4336666667,18.2894666667,8.77406666667,9.39586666667,10.0903333333,14.3839333333,10.2390666667
547.24,9.56633333334,16.6996,14.4460333333,18.3044666667,8.79246666667,9.41673333333,10.0942666667,14.3942666667,10.2632
547.58,9.56733333333,16.7298666667,14.4827666667,18.3438666667,8.81,9.4526,10.1256,14.4240666666,10.2911333333
547.92,9.57026666667,16.7480666667,14.4806333333,18.3402666667,8.80386666667,9.45953333333,10.1326666667,14.4320666667,10.2969333333
548.27,9.52533333333,16.7044,14.4497666667,18.3279333333,8.7592,9.42726666667,10.1066666667,14.3989333333,10.2590666667
548.61,9.56746666667,16.7290666667,14.4741333333,18.3538666666,8.78633333333,9.46399999999,10.1404,14.4307333333,10.2970666667
548.95,9.55346666667,16.7314666667,14.4877333333,18.3586666667,8.79566666667,9.47679999999,10.1313333333,14.4292666666,10.273
549.29,9.59333333334,16.7652,14.4789666667,18.3911333333,8.82673333333,9.50113333333,10.151,14.4734,10.3097333333
549.64,9.6046,16.76,14.4961666667,18.4173333333,8.8466,9.51426666666,10.1562,14.498,10.3249333333
549.98,9.61159999999,16.7778,14.5017666666,18.458,8.85113333333,9.52586666667,10.1637333333,14.5017333333,10.3223333333
550.32,9.58540000001,16.7764,14.4929333333,18.4436666667,8.8376,9.50700000001,10.1408666667,14.5094,10.3119333333
550.66,9.50433333334,16.7085333333,14.4384333333,18.3857333333,8.76346666667,9.4472,10.064,14.4255333333,10.2396
551.01,9.4972,16.7415333333,14.4554666667,18.4110666667,8.7658,9.45966666667,10.0687333333,14.4336666667,10.2346666667
551.35,9.46166666666,16.7003333333,14.4123333333,18.3815333333,8.72373333333,9.41533333333,10.0086666667,14.385,10.1971333333
551.69,9.4618,16.7003333333,14.4037666667,18.3832666667,8.70746666667,9.402,9.98426666667,14.3739333333,10.1895333333
552.03,9.51233333333,16.759,14.4484,18.4152,8.74553333333,9.45106666667,10.0077333333,14.4064,10.2265333333
552.38,9.49093333333,16.7558666667,14.4405,18.4262666667,8.72993333333,9.44413333333,9.98873333333,14.3886,10.2206
552.72,9.5016,16.7462666667,14.4704,18.4207333333,8.736,9.4358,9.99946666667,14.3817333333,10.2406
553.06,9.48460000001,16.7312,14.4982,18.4356666666,8.73606666667,9.44813333333,10.0073333333,14.3734,10.2368
553.40,9.51439999999,16.7688,14.5354333333,18.465,8.7558,9.49166666667,10.0459333333,14.3994,10.272
553.74,9.4862,16.7417333333,14.5243666667,18.4356,8.74966666667,9.4516,10.0202666667,14.4017333333,10.2646
554.09,9.5052,16.751,14.5358666667,18.4283333333,8.76346666667,9.481,10.0278,14.4146666667,10.2875333333
554.43,9.57266666667,16.8049333333,14.5862,18.4885333333,8.82213333333,9.53459999999,10.0788666667,14.4726,10.3492666667
554.77,9.58879999999,16.8072,14.5990333333,18.4844666667,8.8424,9.54613333334,10.0915333333,14.4819333333,10.3736
555.11,9.64886666667,16.8571333333,14.6525333333,18.5263333333,8.90273333333,9.60666666667,10.1499333333,14.5365333333,10.436
555.45,9.66293333333,16.8886,14.6657,18.5607333334,8.92453333333,9.62880000001,10.1938666667,14.5578666667,10.4556
555.80,9.67213333333,16.8994666667,14.6811,18.581,8.9404,9.6378,10.2106666667,14.5752666666,10.4794
556.14,9.70406666667,16.9396,14.7063666667,18.6021333333,8.98513333333,9.65700000001,10.2374,14.6131333333,10.5036
556.48,9.7344,16.9722,14.7035666667,18.6468666667,9.00806666667,9.70133333334,10.2907333333,14.6535333334,10.5388
556.82,9.76419999999,16.9948666667,14.7035,18.6825333333,9.02873333334,9.73333333334,10.3182,14.6756,10.5705333334
557.16,9.78566666666,17.0343333333,14.7186,18.7227333333,9.054,9.77413333333,10.3394,14.6904666667,10.595
557.50,9.80106666667,17.0704666667,14.7212,18.7505333333,9.05073333333,9.81293333332,10.3485333333,14.661,10.6038
557.85,9.86506666666,17.131,14.7684,18.8356,9.099,9.84660000001,10.3886,14.7047333333,10.6282
558.19,9.88913333334,17.1693333334,14.8064333333,18.8885333333,9.11579999999,9.88400000001,10.4284666667,14.7276,10.6685333333
558.53,9.87693333333,17.1712,14.7997666667,18.9316,9.09193333333,9.87413333332,10.4068,14.7352666667,10.653
558.87,9.86253333333,17.1996,14.8032,18.9474,9.06993333334,9.86293333334,10.3828,14.7214666667,10.6304
559.21,9.86979999999,17.2102,14.8406666666,18.9717333333,9.09799999999,9.90960000001,10.3994666667,14.7316,10.6718
559.55,9.91060000001,17.2625333333,14.8810666667,19.0146666667,9.16119999999,9.93833333333,10.4318666667,14.792,10.7244
559.89,9.90639999999,17.2606,14.8735,19.0163333333,9.14686666667,9.94973333334,10.4136,14.7830666667,10.7146666667
560.23,9.87360000001,17.2347333333,14.8930666667,19.0022,9.12846666667,9.95040000002,10.3636666667,14.7587333333,10.6962
560.58,9.90506666668,17.2675333333,14.9284666667,19.0352666667,9.19160000001,9.993,10.398,14.7829333333,10.7409333333
560.92,9.91360000001,17.2894,14.9412666667,19.0491333333,9.19560000001,9.99673333335,10.4088666667,14.7958,10.7647333333
561.26,9.90766666667,17.2443333333,14.9321666667,19.0234,9.20473333333,9.97893333333,10.4082666667,14.7845333333,10.7499333333
561.60,9.85739999999,17.2084,14.9144333333,18.9462,9.1806,9.93799999999,10.3741333333,14.7453333334,10.7386
561.94,9.86866666667,17.1972,14.9241333333,18.931,9.19726666666,9.94433333333,10.3752666667,14.7554,10.7318
562.28,9.85739999999,17.1624666667,14.9218666667,18.8800666667,9.19126666667,9.93299999999,10.3664666667,14.7284,10.7254666667
562.62,9.84646666667,17.1180666666,14.9046333333,18.8542,9.20660000001,9.91260000001,10.3701333333,14.7238,10.7207333333
562.96,9.84266666667,17.1082,14.8932666667,18.8386666667,9.20553333333,9.91133333335,10.3650666667,14.7202666667,10.7072666667
563.30,9.85833333335,17.1058,14.9187,18.8338666667,9.20559999999,9.94613333334,10.3666666667,14.7222,10.7122
563.64,9.83373333335,17.0989333333,14.9086666667,18.8122,9.17999999999,9.9074,10.3588666667,14.72,10.7046666667
563.99,9.81993333333,17.0873333333,14.8825,18.7852666666,9.16653333333,9.88780000001,10.3600666667,14.7048666667,10.686
564.33,9.779,17.0470666667,14.8380666667,18.7278,9.09560000001,9.83873333333,10.3021333333,14.6761333333,10.6473333333
564.67,9.75299999999,17.0248,14.8483333333,18.7146666667,9.09513333333,9.82946666667,10.2805333333,14.6632,10.623
565.01,9.79033333333,17.0781333333,14.8751666667,18.7487333333,9.12826666666,9.85879999999,10.3148,14.7165333333,10.6671333333
565.35,9.80773333334,17.0768,14.8905,18.8083333333,9.13006666667,9.8932,10.3488,14.709,10.6832
565.69,9.78280000001,17.0718666667,14.8715,18.7970666666,9.11753333333,9.89033333334,10.3341333333,14.6736666667,10.6838
566.03,9.80073333334,17.1185333333,14.9018333333,18.817,9.15293333334,9.93679999999,10.3630666667,14.7068666667,10.7114666667
566.37,9.81439999999,17.1464666667,14.9130333334,18.8345333333,9.15646666667,9.97153333333,10.3652,14.7328666667,10.7315333333
566.71,9.81000000001,17.1632666667,14.9315,18.8235333334,9.13000000001,9.95866666665,10.3625333333,14.7108,10.7294
567.05,9.80433333332,17.1620666667,14.8913666667,18.8003333334,9.11246666667,9.93706666667,10.3556666667,14.6984,10.7234666667
567.39,9.8266,17.1689333333,14.9086,18.8493333333,9.15053333333,9.98499999999,10.386,14.7064666667,10.7533333333
567.73,9.84133333333,17.2015333333,14.9037333333,18.8658666667,9.15700000001,9.98953333333,10.3809333333,14.7175333333,10.7728
568.07,9.84906666666,17.2333333333,14.9308,18.9028666667,9.17333333333,10.0184666667,10.4222,14.741,10.7944
568.41,9.83033333333,17.2252666667,14.9105,18.8835333334,9.1516,10.0086,10.4102666667,14.7121333333,10.7960666667
568.75,9.80979999999,17.1936,14.9132,18.8702,9.1288,9.98973333334,10.3822666667,14.6898666667,10.7930666667
569.09,9.82033333334,17.2204666667,14.9464333333,18.883,9.14266666666,10.0068,10.3919333334,14.7152666667,10.8316666667
569.43,9.86566666667,17.2668,14.9899333333,18.9136666667,9.17953333333,10.0482,10.437,14.7694666667,10.879
569.77,9.85493333334,17.2475333333,14.9634,18.8904666667,9.13946666667,10.0170666667,10.4113333333,14.7318666667,10.8484666667
570.11,9.888,17.2618,14.9881,18.9232,9.18793333334,10.047,10.4564666667,14.7513333333,10.8954666667
570.45,9.92079999999,17.2835333333,15.0069,18.9372666667,9.23580000001,10.0896666667,10.4722,14.7848666667,10.9327333333
570.79,9.92200000001,17.3004,15.0339666667,18.9558666667,9.25179999999,10.1345333333,10.4776,14.7973333333,10.9312
571.13,9.92333333334,17.2986,15.0502666667,18.9454666667,9.24013333334,10.1233333333,10.4594,14.7988,10.9259333333
571.47,9.93913333333,17.3162,15.0889333333,18.9721333333,9.2606,10.1488666667,10.5001333333,14.8164666667,10.9553333333
571.81,9.96420000001,17.3366,15.1061,18.9660666667,9.28993333333,10.1814666667,10.5045333333,14.8317333333,10.995
572.15,10.0060666667,17.3496,15.1310666667,18.9794666667,9.32873333334,10.2098666667,10.5404,14.8694,11.012
572.49,10.036,17.4033333333,15.1689,19.0252,9.36940000001,10.2752,10.5856,14.9147333333,11.0452666667
572.83,10.0312666667,17.369,15.1090333334,18.9859333333,9.34833333333,10.2485333333,10.5408,14.8911333333,11.0133333333
573.17,10.001,17.3421333333,15.0858333333,18.9596,9.32466666667,10.2368666667,10.4913333333,14.8552,10.9822666667
573.51,10.0109333333,17.3392666667,15.0923333333,18.9938,9.33213333334,10.2492,10.5098666667,14.8758,11.0212
573.85,9.96493333333,17.2888666667,15.0475,18.9477333333,9.25680000001,10.1874,10.453,14.8213333333,10.9564
574.19,9.94573333333,17.2511333333,15.0109,18.931,9.25053333333,10.1840666667,10.4346,14.8078666667,10.9295333333
574.53,9.96446666666,17.2559333333,15.0389666667,18.9396666667,9.25679999999,10.17,10.4616666667,14.8223333333,10.9632
574.87,9.98379999999,17.276,15.0648,18.9458,9.29666666666,10.2219333333,10.4996,14.8478666667,11.0012666667
575.21,9.98333333334,17.2784666667,15.0534,18.9514666667,9.30826666666,10.2215333333,10.4872,14.8446666667,11.0004
575.55,9.9556,17.2308,15.0258666667,18.926,9.26846666666,10.1744,10.4446666667,14.8076,10.9456666667
575.89,9.93026666667,17.2102666667,15.0090666666,18.9068,9.25273333334,10.1416666667,10.4066666667,14.7924,10.9512
576.22,9.93713333334,17.1838666667,14.9797333333,18.8813333333,9.23553333333,10.115,10.3947333333,14.7738,10.935
576.56,9.91566666665,17.1851333333,14.9960666667,18.895,9.24233333333,10.1286,10.401,14.7761333333,10.9312
576.90,9.88633333333,17.1635333333,14.9816666667,18.8917333333,9.21779999999,10.0926,10.3948666667,14.7637333333,10.9104666667
577.24,9.85519999999,17.1297333333,14.9532666667,18.8774666667,9.19926666667,10.0712666667,10.3654,14.7430666667,10.8752
577.58,9.83206666667,17.127,14.9461666667,18.8381333333,9.17873333334,10.0682666667,10.3266,14.7220666667,10.8609333333
577.92,9.80233333334,17.1176,14.9409333333,18.8328,9.13066666666,10.0343333333,10.3098666667,14.7068666667,10.8666
578.26,9.74320000001,17.084,14.8975666667,18.8041333333,9.08980000001,10.0130666667,10.2605333333,14.6728,10.8337333333
578.60,9.71873333333,17.0539333333,14.8646333333,18.7652,9.03686666667,9.97466666668,10.2310666667,14.6504,10.8274666667
578.94,9.689,17.0356666667,14.8498,18.7142,9.02473333334,9.97826666666,10.2094,14.6406,10.8076666667
579.28,9.67919999999,17.0465333333,14.8390666667,18.7143333333,9.01126666667,10.0026,10.2097333333,14.6233333334,10.7949333333
579.61,9.6112,16.9958,14.7767,18.6717333333,8.91693333333,9.9718,10.1494666667,14.5597333333,10.7346
579.95,9.5576,16.9688,14.7577666667,18.6418666667,8.86373333333,9.91193333333,10.0918,14.5148,10.6938666667
580.29,9.55246666667,16.9702,14.7648333333,18.6314666667,8.86446666667,9.894,10.0795333333,14.5309333333,10.6821333333
580.63,9.56286666666,16.9568666667,14.7192333333,18.5734,8.84613333333,9.87406666666,10.0772666667,14.5101333333,10.678
580.97,9.54593333333,16.9342666667,14.7069666667,18.5345333333,8.85206666667,9.86806666667,10.0686,14.5031333333,10.6678666667
581.31,9.5452,16.9537333333,14.7337,18.588,8.90006666667,9.91959999999,10.1202666667,14.5486,10.6970666667
581.65,9.5844,16.9706666667,14.7559666667,18.5970666667,8.95413333333,9.96059999998,10.1553333333,14.5935333333,10.6897333333
581.98,9.6012,16.9381333333,14.7688333333,18.5942,8.97073333333,9.97213333333,10.1718,14.6041333333,10.6638666667
582.32,9.55946666666,16.9026666666,14.7272333333,18.5614,8.93133333333,9.92666666667,10.1392666666,14.5694666667,10.6156666667
582.66,9.61946666667,16.8867333333,14.7317,18.5925333333,8.9562,9.94213333333,10.1819333333,14.5949333333,10.6416666667
583.00,9.6182,16.8296,14.7182,18.5755333333,8.97113333334,9.93079999999,10.1666666667,14.6051333333,10.6583333333
583.34,9.65626666667,16.8928,14.7338666667,18.6015333333,9.04086666667,9.96486666665,10.2280666667,14.6536666667,10.6739333333
583.68,9.70553333334,16.9151333333,14.7653333333,18.6633333333,9.12360000001,10.0479333333,10.3064666667,14.7048666667,10.7261333333
584.01,9.72706666667,16.9311333333,14.7560666667,18.6472666666,9.118,10.0759333333,10.3402666667,14.6768,10.7508
584.35,9.75320000001,16.9410666667,14.8035333333,18.719,9.16619999999,10.1298666667,10.3641333333,14.7006666667,10.7742
584.69,9.79500000001,16.9998,14.8301666667,18.7559333333,9.15760000001,10.1530666667,10.3712,14.7068,10.7852666667
585.03,9.86673333333,17.0401333334,14.8843333333,18.7782666667,9.22920000001,10.1951333333,10.422,14.7528,10.8578666667
585.37,9.84773333333,17.0338666667,14.8723,18.7999333333,9.20886666667,10.171,10.4167333333,14.7147333333,10.8813333333
585.70,9.7824,17.0152,14.8116333333,18.7904666667,9.16859999999,10.1335333333,10.3712666667,14.6672,10.8486
586.04,9.81006666667,17.04,14.7969666666,18.8076666667,9.20453333333,10.1634666667,10.3605333333,14.6812,10.8584666667
586.38,9.73093333333,17.0140666667,14.7591,18.7583333334,9.13426666667,10.1174666667,10.2833333333,14.6319333333,10.821
586.72,9.73006666667,17.077,14.7936333333,18.7767333333,9.11533333334,10.1021333333,10.3018666667,14.6398666667,10.8297333333
587.06,9.72520000001,17.0454666667,14.7813,18.757,9.09193333334,10.1053333333,10.2671333333,14.6142666667,10.7990666667
587.39,9.6516,17.0126666667,14.711,18.6798,8.99493333333,10.0426666667,10.18,14.5606666667,10.7594666667
587.73,9.5888,16.9854666667,14.6698333333,18.6624666667,8.95006666666,9.99893333334,10.141,14.5474,10.7076666667
588.07,9.54093333333,16.9626,14.6235333333,18.6452666667,8.91313333333,9.9562,10.0868666667,14.5336,10.6882
588.41,9.52593333333,16.9378666667,14.6104333333,18.6196666667,8.91673333333,9.95540000001,10.096,14.5472,10.6959333333
588.74,9.41693333333,16.8310666667,14.4769333333,18.546,8.80133333333,9.85699999999,10.0014666667,14.4438,10.5842666667
589.08,9.38373333333,16.8016666667,14.4309,18.5060666667,8.7582,9.81853333334,9.94339999999,14.4150666667,10.5485333333
589.42,9.3904,16.7974666667,14.4285,18.4702666667,8.75606666667,9.81406666669,9.92679999999,14.4194,10.5953333333
589.76,9.38706666667,16.7924,14.4510333333,18.4936666667,8.74846666667,9.81819999999,9.97826666665,14.4217333334,10.6136666667
590.09,9.4626,16.8670666666,14.5170666667,18.5442666667,8.83893333333,9.89073333332,10.0786666667,14.48,10.6896666667
590.43,9.4356,16.8672666667,14.4715333333,18.517,8.80973333333,9.90326666665,10.0649333333,14.4778666667,10.6759333333
590.77,9.46426666667,16.9028666667,14.5001333333,18.5459333333,8.83286666667,9.92633333334,10.0893333333,14.5364666667,10.7322666667
591.11,9.49613333334,16.9038666667,14.5239,18.5902666667,8.90086666667,9.96426666667,10.1122666667,14.6028666667,10.7567333333
591.44,9.50506666667,16.8585333333,14.5145666667,18.5554666667,8.88566666667,9.94966666669,10.0564,14.5939333333,10.7592666667
591.78,9.57113333333,16.8797333333,14.5769333333,18.5784,8.93453333333,10.0158666667,10.1291333333,14.6624666666,10.8054666667
592.12,9.54740000001,16.8733333333,14.5631333333,18.5487333333,8.92486666667,10.0038,10.1126666667,14.6403333333,10.7886
592.46,9.61613333333,16.9343333333,14.6216,18.5873333333,8.97886666667,10.0568666667,10.1718,14.6879333333,10.8318
592.79,9.64839999999,16.9504,14.6522,18.5992,8.99493333333,10.0663333333,10.1983333333,14.7187333333,10.8507333333
593.13,9.62320000001,16.8864,14.6031,18.5649333333,8.9508,10.0100666667,10.1560666667,14.6617333333,10.7608666667
593.47,9.61080000001,16.9056,14.6056333333,18.5625333333,8.95926666667,10.0209333333,10.1443333333,14.6468666667,10.7631333333
593.80,9.47566666667,16.7615333333,14.4773666667,18.4630666667,8.83553333333,9.89426666665,9.99419999999,14.5603333333,10.6269333333
594.14,9.5108,16.7737333333,14.5311,18.5238666667,8.90433333333,9.93059999998,10.0313333334,14.5948,10.6888
594.48,9.5142,16.7890666667,14.5473333333,18.555,8.9254,9.96046666668,10.0567333333,14.5984666667,10.7042
594.81,9.51493333333,16.8087333333,14.5679666667,18.5388666667,8.89133333333,9.96173333334,10.0770666667,14.5637333333,10.7
595.15,9.553,16.8608666667,14.6001,18.6342,8.96060000001,10.0016,10.1519333333,14.6041333333,10.7502666667
595.49,9.50873333334,16.8434666667,14.5568666667,18.6036,8.91313333333,9.95773333333,10.1022666667,14.5345333333,10.7128666667
595.82,9.53620000001,16.8699333333,14.5849333333,18.6496,8.96899999999,10.0026,10.1439333333,14.5767333333,10.7720666667
596.16,9.55493333334,16.9056,14.6299,18.6934,8.99786666667,10.0826666667,10.187,14.6027333333,10.8426
596.50,9.54693333333,16.9192,14.6529,18.702,9.04386666667,10.1296666667,10.2149333333,14.6254666667,10.8589333333
596.83,9.5612,16.9828666667,14.6765666667,18.7415333333,9.08833333333,10.1900666667,10.2622,14.6655333333,10.9176666667
597.17,9.55286666667,16.9541333333,14.6501,18.7307333333,9.09713333333,10.1824666667,10.2352,14.6802,10.8984666667
597.51,9.62820000001,17.0425333333,14.7355,18.8237333333,9.19133333333,10.2741333333,10.3117333333,14.7339333333,10.9824666667
597.84,9.56833333334,16.9774666667,14.6760666667,18.7710666667,9.14413333333,10.2205333334,10.2758666667,14.6734,10.9273333333
598.18,9.51733333334,16.9115333333,14.6452,18.7432,9.10699999999,10.183,10.2402666667,14.6316,10.8915333333
598.52,9.53493333333,16.9384666667,14.6732,18.7924,9.16373333333,10.221,10.275,14.6567333333,10.9399333333
598.85,9.49160000001,16.8898666666,14.6334,18.6980666667,9.11446666667,10.1877333333,10.2242666667,14.6255333333,10.8919333333
599.19,9.43633333333,16.8600666667,14.5984333333,18.6808666666,9.08726666666,10.1493333333,10.2054666667,14.6444,10.8703333334
599.53,9.44233333334,16.8717333334,14.6224,18.6875333333,9.06633333333,10.1740666667,10.1955333333,14.6462666667,10.8792
599.86,9.38859999999,16.8524666667,14.5623333333,18.6516666667,9.03146666666,10.0902,10.1596666667,14.6264666667,10.8265333333
600.20,9.36713333333,16.8444,14.5215333333,18.645,9.00926666667,10.0596,10.1456,14.5990666667,10.8018666667
600.53,9.42606666667,16.8830666667,14.5975666667,18.7105333333,9.06533333333,10.1070666667,10.2152666667,14.6606666667,10.8594666667
600.87,9.42226666667,16.865,14.6265,18.7132666667,9.05426666667,10.1216,10.2516666667,14.6622,10.8767333333
601.21,9.42600000001,16.892,14.6414333333,18.7050666667,9.03839999999,10.1458666667,10.2749333333,14.6856,10.921
601.54,9.52433333333,16.9992,14.7443,18.7803333333,9.11886666667,10.2364,10.3346666667,14.7504666667,11.0105333333
601.88,9.57959999999,17.0724,14.7890333333,18.8056,9.16046666667,10.2773333333,10.3664666667,14.7736666667,11.0746
602.21,9.58480000001,17.0662666667,14.7981333333,18.8118666667,9.15140000001,10.2938,10.3765333333,14.7759333333,11.0966666667
602.55,9.62386666666,17.132,14.8558666667,18.8902,9.174,10.3647333333,10.4356666667,14.8343333333,11.1501333333
602.88,9.64893333333,17.1350666667,14.8555,18.8744666667,9.1646,10.3824,10.436,14.8064666667,11.1582666667
603.22,9.65953333333,17.1584,14.8603,18.9056666667,9.21913333333,10.4086,10.4647333333,14.8094666667,11.1706
603.56,9.65593333333,17.1512666667,14.8608,18.8986,9.19886666667,10.4214,10.4184,14.7936666667,11.1734
603.89,9.60113333334,17.0934,14.7974,18.8437333333,9.13093333334,10.3762666667,10.3571333333,14.7366,11.1379333333
604.23,9.58993333333,17.0855333333,14.7815666667,18.8355333333,9.12199999999,10.3748,10.3308,14.7167333333,11.1333333333
604.56,9.60806666667,17.1286666667,14.8042,18.8626,9.11873333333,10.3920666667,10.3222666667,14.7150666667,11.1569333333
604.90,9.62639999999,17.1002666667,14.8185,18.8733333333,9.13060000001,10.4068,10.3538666667,14.7092,11.152
605.23,9.58693333333,17.045,14.7638333333,18.8332,9.07133333333,10.3734666667,10.3276666666,14.6674666667,11.0864
605.57,9.58273333333,17.007,14.7529333333,18.8521333333,9.06033333333,10.3712,10.3384,14.6756666667,11.0752
605.90,9.57866666666,16.9954,14.7357333333,18.8318666667,9.04213333334,10.3613333333,10.3303333333,14.6548,11.0580666667
