wavelength,Back_HapRusm,Belly_HapRusm,Breast_HapRusm,Crissum_HapRusm,Crown_HapRusm,DorTail_HapRusm,Rump_HapRusm,Throat_HapRusm,WingTip_HapRusm
191.71,59.2105333333,42.6316000001,45.4824666666,44.0351333333,34.7368,47.1051999999,32.0174666666,48.4210666667,45.0877333333
192.09,65.2524666667,49.5960000001,54.9999666666,49.0908666667,38.0808666667,58.2827333333,38.1817333333,53.2324,52.2222666666
192.47,62.4761333333,57.3334666667,62.6190666667,55.5237333334,40.3809333333,62.6665333333,45.0476666667,52.3809333333,58.4761333333
192.85,54.2857333332,58.0952000001,65.1323333333,56.4020666666,35.5556,63.1747333334,40.7408000001,46.6666666667,55.0265333333
193.23,58.5965333333,64.6491333332,70.8334000001,63.8596666667,39.4737333334,63.5088000001,52.1052,55.1754,55.7896
193.61,47.4561333333,52.1928666667,58.0702333333,48.5964666667,25.614,49.5616,41.1404666667,41.0526666667,42.0176666667
193.99,39.4594,40.5405333333,51.3963333333,37.2974666667,14.0539333333,37.2973333333,27.9279333333,32.3424,32.6125333333
194.37,38.4794666667,47.4853333333,55.3802666667,39.6492,4.32740000001,37.8947333333,23.0409333333,35.5556,34.5029333334
194.75,26.6667333333,52.6496666667,59.2307666667,42.735,-16.9232,32.8204666667,7.6921333334,32.3077333333,23.7607333333
195.13,48.1482,85.7408,84.6296999999,75.1851333334,4.44440000005,56.8518000001,44.6295333332,66.6667333333,51.6667333333
195.51,18.4,94.9333333333,77.0666666667,77.0666666667,-41.3333333332,36.2666666666,42.9333333335,73.8666666667,45.3333333333
195.89,-22.6668,38.4444666666,36.8889000001,28.6667333333,-72.4445333333,-4.88873333332,6.66659999993,24.2221333333,9.11106666666
196.27,-84.6666666667,-1.6666666668,7.83333333326,-1.33333333346,-160.666666667,-68.6666666666,-40.0000000001,-16.3333333333,-43.3333333334
196.65,-140.3922,-50.9804000001,-30.3920333333,-40.0000666667,-247.058866667,-116.0784,-83.1372666667,-69.8039333334,-116.862666667
197.03,-117.5438,-32.2806666667,-32.8070333333,-45.263,-217.192933333,-99.2982666667,-69.4736666666,-61.0525333333,-117.894666667
197.40,-105.714266667,-46.9841333335,-34.1268666667,-49.5237333333,-193.9682,-96.1904666667,-66.3492666667,-61.5872666667,-101.9048
197.78,-66.3887333333,-10.8333333332,18.6111000001,2.22226666674,-145.277733333,-34.1666666666,-16.1111333334,-18.0555333333,-57.2222666665
198.16,-52.3077333333,7.69226666666,33.5897999999,22.5640666666,-123.3334,-5.89746666667,2.05133333328,-9.4871333334,-44.3589333333
198.54,-28.4553333333,7.31720000001,33.4146,15.4471999999,-71.5446666667,5.2032,0.9755333334,-6.99179999998,-35.9349333333
198.92,-10.4615333333,7.48720000001,25.7948666667,10.1539333333,-39.5896,8.10253333334,2.56413333333,1.84606666666,-23.2822
199.30,-38.2759333333,-14.5977333334,5.57473333334,-12.6437333333,-70.4596666665,-18.6206666667,-27.2413333333,-26.4368,-56.4367333333
199.68,-36.0,-20.9999333333,-0.49996666666,-20.5556,-73.2221333335,-27.9999333333,-26.3333333333,-37.3333333333,-66.1112
200.06,-45.8182,-28.7272666667,-11.5759333333,-31.0302666667,-90.1817333333,-40.8484666667,-36.7272666667,-47.6364666667,-90.0607333333
200.44,-26.1456666667,-8.02086666669,-2.55203333334,-14.8957333333,-65.4164666667,-20.8332,-20.6249333333,-29.7913333333,-66.4580666667
200.82,-49.8112666666,-27.7988666666,-32.1382333334,-42.1383333334,-95.5975333333,-45.2830666667,-51.0691333333,-54.5912,-95.9749333334
201.19,-34.0230666667,-15.6321999999,-22.4137666666,-23.4481333333,-80.8045333334,-30.9196666667,-30.8046666667,-36.8965333333,-70.6897333333
201.57,-51.5385333333,-22.8206666666,-39.0386,-33.4615999999,-103.076933333,-42.4359333334,-36.9231333333,-53.2050666667,-85.6410666667
201.95,-49.1026666667,-30.1281999999,-46.9231,-37.0512000001,-101.6668,-51.6666666667,-39.8718000001,-54.4871333333,-87.0513999999
202.33,-55.0326666667,-37.5164666666,-55.3595666667,-46.6667333333,-106.666733333,-60.2614666667,-48.6275333333,-61.6993333333,-98.8236000001
202.71,-43.6257333333,-32.3976666666,-47.6607666666,-34.8538,-91.9298,-50.2923333333,-37.6608,-48.3040666666,-77.5439333333
203.09,-52.8104666666,-38.1700666666,-57.2549000001,-42.7451333334,-109.673133333,-55.0326666667,-38.562,-60.5229333333,-85.4901999999
203.47,-33.9180666667,-24.0935333334,-35.3217,-26.3157333333,-82.4561333333,-25.0293333333,-17.0760666667,-41.7544,-59.4152666666
203.85,-20.9524666667,-14.6428666667,-26.0716,-12.0238666667,-66.0715333333,-8.69046666666,-13.3333333333,-29.6429333333,-49.2857333334
204.22,-16.9047333333,-9.16666666667,-25.2380333333,-5.2381333334,-58.5713333334,-0.952466666666,-5.71433333333,-26.3095333333,-37.3809333334
204.60,-42.2221999999,-40.1388666667,-50.2777666667,-26.6667333334,-87.361,-21.2499333333,-30.1388666667,-56.8054666667,-65.6944
204.98,-49.7435999999,-53.3333333334,-57.4359999999,-27.8632666667,-101.8804,-20.3418,-26.8376,-71.2821333333,-84.1025333333
205.36,-126.923,-139.230933333,-136.153833333,-101.794933333,-194.102533333,-75.1282666666,-105.384666667,-170.5128,-200.5128
205.74,-342.777866667,-388.333333333,-364.4445,-305.000066667,-508.333399999,-251.111133333,-349.444533333,-456.6666,-555.5556
206.12,3.01092929633e+15,3.10048951619e+15,3.09409235763e+15,2.59724637601e+15,4.22212465066e+15,2.17929868332e+15,3.10048951619e+15,3.96197353582e+15,4.6827200671e+15
206.50,5333.33333333,5526.66666666,5623.33333333,4706.66666666,7286.66666666,4140.0,5213.33333334,6900.00000001,7886.66666667
206.87,476.4102,474.359133333,478.974366666,431.794866667,617.435866666,372.307733333,462.051266667,590.256466667,681.0256
207.25,308.0,327.333333333,324.5,288.333333334,404.666666667,241.0,319.333333333,393.0,460.0
207.63,303.809466667,328.888933333,342.063566667,306.984066667,416.8254,260.317533333,333.968133333,396.508,456.190466667
208.01,250.6666,256.0,270.777833333,258.444333333,333.111066667,206.666733333,257.7778,315.111066667,345.5556
208.39,261.075266667,266.8818,283.655966667,265.376266666,338.064533333,213.763533333,275.914066667,323.871,355.268866667
208.77,277.866666667,272.533333333,313.066666667,289.066666667,381.066666667,233.066666667,300.0,365.333333334,389.333333333
209.14,318.0,290.666666667,337.0,322.333333333,431.666666667,241.0,343.666666667,385.333333333,424.0
209.52,677.499999999,589.166666666,747.083333333,695.0,956.666666667,472.5,720.000000001,801.666666667,909.166666666
209.90,-749.333333333,-620.0,-866.000000001,-800.000000001,-1181.33333333,-428.0,-855.999999999,-937.333333334,-1116.0
210.28,-299.487133333,-269.743666667,-346.1538,-339.4872,-470.769399999,-188.2052,-349.2308,-365.641066667,-436.923133333
210.66,-511.4284,-411.4284,-587.619199999,-520.952466667,-805.714333333,-237.142933333,-581.904800001,-608.5714,-732.381
211.03,-1970.0,-1706.66666667,-2428.33333333,-1950.0,-3040.0,-1080.0,-2253.33333334,-2420.0,-2556.66666667
211.41,2246.66666666,1810.0,2773.33333333,2146.66666667,3353.33333333,1473.33333333,2380.0,2616.66666667,2656.66666667
211.79,966.666666666,695.999999999,1171.33333333,846.666666668,1354.66666667,549.333333334,941.333333333,1008.0,1058.66666667
212.17,-212.5,-140.833333333,-281.875,-147.5,-335.833333333,-78.7499999999,-197.916666667,-206.666666667,-240.416666667
212.55,-4073.33333333,-3360.0,-5243.33333333,-3080.00000001,-6200.0,-2093.33333333,-4106.66666667,-3966.66666667,-4433.33333333
212.92,356.6666,319.523866667,441.666633333,285.714266667,498.571466667,189.523666667,394.761866667,328.0952,408.0952
213.30,1120.0,1033.33333333,1449.16666667,908.333333333,1706.66666667,593.333333332,1331.66666667,1160.0,1350.0
213.68,532.592666667,504.444533333,651.851766667,428.888933334,773.333266667,307.4074,636.296266667,537.037066667,621.481533333
214.06,1273.33333333,1268.33333333,1524.16666667,1171.66666667,1853.33333333,701.666666666,1413.33333334,1305.0,1481.66666667
214.44,393.3334,398.461533333,481.025466666,349.2308,592.820466667,208.717866667,433.333333333,401.5384,452.8204
214.81,642.222266666,658.518533333,760.740866667,592.592666667,922.222199999,390.370466666,694.074133333,652.592533334,724.444400001
215.19,-2493.33333333,-2573.33333333,-3066.66666667,-2310.0,-3653.33333333,-1283.33333333,-2680.0,-2556.66666667,-3100.0
215.57,-242.666666667,-263.1112,-315.111133333,-203.5556,-399.5556,-68.8888000002,-277.333133333,-270.666666667,-337.777666667
215.95,-126.666666667,-140.0,-174.266666667,-106.4,-214.133333333,-38.6666666666,-153.066666667,-148.8,-194.4
216.32,-248.444466667,-272.889,-343.3333,-221.333333333,-376.444466667,-85.7777333331,-296.888866667,-281.333266667,-364.888933333
216.70,-47.9673999999,-50.4065999999,-83.4146999999,-39.8373333333,-89.2682666666,20.4878666666,-58.2114000001,-59.3496666667,-95.9349333333
217.08,-41.0369999999,-26.6667333333,-73.5556666667,-32.1480666667,-70.3703333334,25.9260000001,-36.0000000001,-41.9258666667,-74.2222666666
217.46,-61.0810666666,-39.2792666667,-104.234233333,-43.2432666665,-88.4685333333,30.2701333333,-54.5943999999,-58.5585333333,-101.6216
217.83,-79.4871333333,-36.9231333333,-143.5898,-50.5127999999,-116.6666,60.7691333333,-65.3845333333,-78.7179999999,-128.461533333
218.21,-97.6666666666,-20.0,-204.0,-36.3333333335,-132.666666667,92.0,-78.6666666665,-90.6666666667,-158.333333333
218.59,-22.0952666666,31.4285333333,-85.4284666665,12.5713333333,-30.8571333332,87.4285333333,-6.47626666672,-21.7141999999,-52.1904666666
218.97,5.2382,48.7300666667,-54.2856999999,28.0952666667,-4.92060000006,90.3174666666,13.0158666667,1.58726666666,-23.0157999999
219.34,4.87813333331,53.0081999999,-54.3902666667,24.0650666667,-6.01626666672,88.1300000001,20.9756666667,7.47973333333,-9.75606666674
219.72,-12.1211333333,48.8888666666,-81.5151999999,3.83826666674,-20.6060666668,81.0101999999,9.29286666674,-2.02026666673,-22.0202666667
220.10,-19.0476,47.1429333334,-85.1191666667,-1.42853333338,-24.7619333333,88.8095333333,5.23819999987,0.000199999933998,-35.0
220.47,-18.1982,33.3333333333,-58.0181666667,-3.7838,-20.1802666667,48.1080000001,-3.78380000007,-3.06306666661,-30.9908666666
220.85,-21.4814666667,24.8149333333,-64.1666333333,-8.14826666668,-28.7037333333,34.2592666667,-5.74086666679,-6.1111333334,-33.3333333334
221.23,9.57566666666,21.9394666667,-17.2728666667,13.8181333333,-1.33326666666,40.7272666667,16.3635333333,16.9695999999,-3.7576
221.61,21.2964666667,24.5370666667,-0.185233333346,19.6296,10.463,39.2594,28.9815333333,25.0926000001,7.87039999998
