wavelength,Back_GeoMagm,Belly_GeoMagm,Breast_GeoMagm,Crissum_GeoMagm,Crown_GeoMagm,DorTail_GeoMagm,Patch10_GeoMagm,Rump_GeoMagm,Throat_GeoMagm,WingTip_GeoMagm
209.14,240.000066667,299.195333333,311.724133333,254.252666667,316.091933334,274.022866667,237.931133333,179.770133334,219.5403,275.1724
209.52,181.8182,224.545366667,228.7878,191.666666667,231.212,211.969733334,194.090933333,147.272866667,173.560633333,204.9242
209.90,259.111066667,311.3334,319.111133333,276.0,333.777733333,304.666533333,295.333266667,216.0,254.777666667,301.555466667
210.28,411.4286,466.0317,508.571466667,421.5874,509.524,463.492,482.5396,351.428666667,376.825466667,449.841333333
210.66,934.166666665,1041.25,1183.33333333,952.5,1179.16666667,1089.16666667,1144.16666667,773.333333333,863.333333333,1052.5
211.03,410.1588,437.618933333,485.7144,416.190533333,525.079266667,481.587266667,477.142733333,352.698466667,402.698366667,453.174466667
211.41,247.619,250.380833333,289.333333333,240.571533333,296.381066667,273.904733333,295.999933333,214.095266667,239.999866667,273.619033333
211.79,239.829066667,233.418733333,274.358933333,243.247733333,281.1966,252.649466667,283.760733333,209.572733333,223.931466667,262.735066667
212.17,216.740733333,202.814633333,249.6296,226.074066667,248.592666667,221.9258,250.962866667,191.4074,204.148133333,233.0371
212.55,212.916733333,199.236033333,242.777733333,223.8888,248.750066667,221.9444,249.583266667,190.5556,209.652766667,233.680633333
212.92,225.0,202.916633333,250.3572,234.642866667,256.904666667,231.547666667,257.9762,202.8572,232.678666667,244.285566667
213.30,197.313533333,183.532333333,214.925266667,201.293533333,221.392933333,200.6964,228.2588,173.333333333,211.790966667,216.616866667
213.68,176.1538,165.8975,195.983,187.606666666,197.948666667,175.897666667,200.769133333,154.957333333,191.880233333,195.5128
214.06,160.833466667,152.537966667,176.666666667,171.1364,175.0758,160.303,181.363666667,139.772666667,169.545266667,173.3713
214.44,125.545066667,118.224166667,136.386266667,137.757066667,139.4392,129.657266667,139.501533333,108.099666667,139.0965,136.448566667
214.81,114.444466667,108.713566667,125.906533333,131.462133333,127.7778,119.532333333,128.538066666,101.169733333,129.824633333,127.924066667
215.19,108.735666667,105.057566667,123.046,127.299133333,122.356333334,113.563333333,124.022933333,94.9998666667,122.873566667,120.8044
215.57,99.5869333335,98.1711333333,112.625266667,122.064933333,114.4542,105.4278,114.808333333,86.8436,117.935166667,112.654766667
215.95,109.930466667,111.354266667,127.3612,132.499866667,120.277666667,114.374933333,125.208333333,93.7499333333,129.062566667,122.3263
216.32,124.549066667,128.8236,142.353066666,142.352866667,136.313666667,129.3334,140.627533333,104.7844,143.0588,136.862766667
216.70,131.7334,139.4667,156.3556,153.333266667,141.955666667,138.044466667,155.822133333,116.9778,156.755466667,144.222266667
217.08,115.000066667,117.8968,136.904733333,131.6666,121.8254,120.3174,132.0636,107.301533333,135.1984,123.412633333
217.46,135.428533333,138.380766667,158.666666667,149.714266667,139.714266667,136.190466667,151.619133334,130.762,152.809566667,144.1428
217.83,162.993266667,165.238066667,186.394466666,170.476266667,162.993266667,169.523666667,188.435266667,155.510133333,188.911466667,176.666833333
218.21,174.6378,171.666633333,196.956533333,180.434866667,178.840533333,183.913066667,207.101466667,162.318866667,205.579666667,188.2609
218.59,235.7408,237.499933333,266.851933333,232.963,237.7778,250.925933333,282.2222,225.555533333,270.740833333,265.2778
218.97,232.761866667,237.904833333,262.285733333,235.8096,247.428466667,255.0476,278.666666667,221.523866666,259.428533333,262.571366667
219.34,287.2,284.133333333,315.733333333,304.533333333,297.866666667,327.466666667,356.0,274.933333333,328.8,318.266666667
219.72,306.1538,307.307833333,348.717866667,327.948733333,315.128133333,344.6154,384.615466667,305.641,347.564166667,328.846266667
