wavelength,Back_GeoMagm,Belly_GeoMagm,Breast_GeoMagm,Crissum_GeoMagm,Crown_GeoMagm,DorTail_GeoMagm,Patch10_GeoMagm,Rump_GeoMagm,Throat_GeoMagm,WingTip_GeoMagm
353.28,6.76826666667,5.9067,4.75606666667,5.57213333333,5.5986,7.18433333333,12.6790666667,6.07166666667,5.43546666667,8.89236666666
353.65,6.74493333333,5.78813333334,4.735,5.56293333333,5.54926666667,7.18606666667,12.7062,6.03326666667,5.4516,8.92456666667
354.01,6.7314,5.8079,4.77046666667,5.5308,5.54006666667,7.1898,12.7762,6.015,5.46616666667,8.98776666667
354.38,6.59766666667,5.58556666667,4.6202,5.44866666667,5.39393333333,7.0068,12.6420666667,5.83526666667,5.367,8.83789999999
354.74,6.7156,5.6715,4.65413333333,5.46546666667,5.44953333333,7.04373333333,12.7317333333,5.85453333333,5.42633333333,8.91876666667
355.11,6.5388,5.4403,4.39106666667,5.18466666667,5.22,6.77006666667,12.5179333333,5.5426,5.15956666667,8.74030000001
355.47,6.5902,5.48763333333,4.3628,5.25606666667,5.227,6.80306666667,12.5994666666,5.57133333333,5.1598,8.7437
355.83,6.43086666667,5.27123333333,4.19313333333,5.03453333333,5.07533333333,6.58986666666,12.5026666667,5.33206666667,4.94936666667,8.54263333333
356.20,6.4764,5.19773333333,4.14213333334,5.08666666667,5.0652,6.53893333333,12.5337333333,5.27706666667,4.963,8.48866666667
356.56,6.539,5.1474,4.14973333333,5.09246666667,5.09713333333,6.60506666667,12.5549333334,5.30853333333,5.0215,8.48106666667
356.93,6.42606666667,5.0813,4.0412,4.98226666667,4.98046666667,6.4696,12.5133333333,5.163,4.90656666667,8.3198
357.29,6.38773333333,5.06423333333,4.01253333334,4.9148,4.98,6.4636,12.5740666667,5.12766666667,4.90363333333,8.30303333333
357.66,6.5082,5.1532,4.09286666667,4.95193333334,5.04846666666,6.53213333333,12.7052666667,5.17413333333,4.936,8.35873333333
358.02,6.5324,5.13026666667,4.13873333333,4.8936,4.97426666667,6.5104,12.7866666667,5.1612,4.9352,8.28436666667
358.38,6.6088,5.25333333333,4.22026666667,5.01086666667,5.11126666667,6.61133333333,12.9281333333,5.28753333333,4.99653333333,8.39876666666
358.75,6.55813333334,5.19693333333,4.22086666667,4.97966666667,5.10933333333,6.5718,12.9450666667,5.24586666667,4.98073333333,8.32183333333
359.11,6.51793333333,5.18683333333,4.24353333333,5.00333333333,5.13033333334,6.55866666667,12.954,5.28646666667,5.01983333333,8.3353
359.48,6.4254,5.1343,4.20513333333,4.94953333333,5.11,6.4318,12.9032666667,5.21446666667,4.96823333333,8.29356666667
359.84,6.35126666667,5.0782,4.1088,4.91606666667,5.0282,6.37566666667,12.91,5.1766,4.94696666667,8.23366666667
360.20,6.44866666667,5.23273333333,4.25213333333,5.10166666667,5.1636,6.53726666667,13.1397333333,5.3266,5.05393333333,8.386
360.57,6.3282,5.1685,4.16046666667,4.9544,5.047,6.41833333333,13.0977333333,5.1708,4.9354,8.29256666667
360.93,6.41633333334,5.2176,4.24493333333,5.00146666667,5.1084,6.42153333333,13.1693333333,5.18953333333,4.97756666667,8.381
361.29,6.38066666667,5.22436666667,4.24053333333,4.95106666667,5.07513333333,6.3984,13.2097333333,5.17646666667,4.9618,8.3612
361.66,6.28766666667,5.21106666667,4.1436,4.89926666667,5.00013333333,6.3074,13.1753333333,5.11686666667,4.88993333333,8.29563333333
362.02,6.29346666667,5.23553333333,4.09,4.90406666667,5.03513333334,6.3224,13.1736,5.06966666667,4.84963333333,8.30283333333
362.39,6.15006666667,5.1228,3.96533333333,4.78526666667,4.8772,6.20686666667,13.0581333334,4.90326666667,4.73753333333,8.14963333333
362.75,6.085,5.03253333333,3.87593333333,4.70426666666,4.77913333333,6.17873333333,13.021,4.81746666667,4.65116666667,8.1108
363.11,6.24506666667,5.15856666667,3.95273333333,4.80526666667,4.83773333333,6.26666666667,13.1943333333,4.88166666667,4.7309,8.1907
363.48,6.22213333333,5.10956666667,3.92033333333,4.73253333333,4.7892,6.2466,13.2136,4.84753333333,4.7072,8.12013333333
363.84,6.2124,5.1363,3.96633333333,4.7356,4.8128,6.22233333333,13.2258666667,4.815,4.71696666667,8.12893333334
