wavelength,Back_SpoPluf,Belly_SpoPluf,Breast_SpoPluf,Crissum_SpoPluf,Crown_SpoPluf,DorTail_SpoPluf,Patch10_SpoPluf,Rump_SpoPluf,Throat_SpoPluf,WingTip_SpoPluf
366.38,7.00833333333,11.5928888889,9.38522222222,11.4932222222,6.11833333333,7.29266666667,8.26477777778,8.41822222222,8.40125,7.7905
366.75,7.02933333333,11.6903333334,9.51022222222,11.5308888889,6.13711111111,7.41355555556,8.28388888889,8.43966666667,8.43691666666,7.83984259259
367.11,7.10511111111,11.8671111111,9.82388888889,11.7248888889,6.19666666667,7.47161111111,8.324,8.51533333333,8.56733333334,7.88678703704
367.47,7.22277777778,12.1298888889,10.0292222222,11.8193333333,6.24088888889,7.58116666667,8.42888888889,8.73033333333,8.82,8.0717037037
367.84,7.45244444445,12.3007777778,10.3641111111,12.0511111111,6.40877777778,7.90683333333,8.67222222222,9.03766666668,9.23358333333,8.24702777778
368.20,7.35111111111,12.2205555556,10.1673333333,11.9336666667,6.312,7.77811111111,8.55388888889,8.89555555555,9.17333333334,8.13833333334
368.56,7.17588888889,12.1518888889,9.94677777777,11.765,6.08911111111,7.51705555555,8.31211111111,8.71322222222,8.91391666666,7.92949074074
368.93,7.14933333333,12.1353333333,9.954,11.7681111111,6.02077777778,7.46472222222,8.25677777778,8.64733333333,8.8355,7.89338888889
369.29,7.29466666667,12.2412222222,10.0193333333,11.9364444445,6.04355555556,7.41988888889,8.28822222222,8.72622222222,8.87733333334,7.87821296296
369.65,7.36611111111,12.2693333333,10.1543333333,11.9824444445,6.12422222222,7.46977777778,8.36122222222,8.80488888889,8.91925,7.92012037037
370.01,7.34,12.1904444444,10.1218888889,11.9483333333,6.103,7.37616666667,8.21011111111,8.67711111111,8.8975,7.82271296296
370.38,7.32244444444,12.2091111111,10.1844444444,12.0446666667,6.06166666666,7.45511111111,8.27988888889,8.73366666666,9.0015,7.83776851852
370.74,7.40222222222,12.2116666667,10.226,12.0726666667,6.13544444444,7.3805,8.31122222222,8.73344444445,9.02008333334,7.84888888889
371.10,7.31722222222,12.0617777778,10.0595555555,11.9171111111,6.08377777778,7.17488888889,8.22566666667,8.557,8.8935,7.74247222222
371.46,7.25,11.9651111111,9.96766666667,11.8108888889,5.99422222222,7.10188888889,8.139,8.35666666667,8.66983333333,7.56305555555
371.83,7.12544444444,11.8394444445,9.84133333333,11.6474444444,5.81711111111,6.88866666667,7.93511111111,8.11677777778,8.29458333333,7.41339814815
372.19,7.15922222222,11.8932222222,9.94877777778,11.7243333334,5.85333333333,6.9195,7.88211111111,8.15644444444,8.29341666666,7.47205555555
372.55,7.39122222222,12.044,10.1535555556,11.9406666667,6.08922222222,7.16138888889,8.11266666667,8.37,8.67633333334,7.67817592593
372.92,7.54088888889,12.2241111111,10.1917777778,12.0956666667,6.296,7.37094444445,8.20166666667,8.50111111111,8.90816666667,7.78960185185
373.28,7.37766666666,12.0563333333,10.1447777778,11.978,6.21222222222,7.26761111111,8.09144444444,8.362,8.8285,7.72441666667
373.64,7.63955555556,12.4006666667,10.3353333333,12.272,6.43133333333,7.54505555555,8.37422222222,8.59233333333,9.09558333334,8.01722222222
374.00,7.68877777778,12.4804444444,10.5133333333,12.3635555556,6.47177777778,7.55433333333,8.48911111111,8.67077777778,9.206,8.13912962963
374.37,7.79822222222,12.6577777778,10.7691111111,12.6191111111,6.69511111111,7.69194444445,8.69322222222,8.94666666667,9.38808333334,8.34725
374.73,7.71711111111,12.6373333333,10.7151111111,12.6213333334,6.63633333333,7.69805555556,8.62711111111,8.88255555556,9.37958333333,8.35469444444
375.09,7.68511111111,12.6692222222,10.6535555556,12.6425555556,6.63166666667,7.76194444445,8.66477777778,8.96177777778,9.36883333334,8.35115740741
375.45,7.85633333333,12.9328888889,10.8226666667,12.9436666667,6.88,7.98822222222,8.84677777778,9.19077777779,9.62433333334,8.52012037037
375.81,8.02522222222,13.2056666667,11.0128888889,13.2177777778,7.10155555556,8.18577777778,9.07222222222,9.38777777779,9.96075,8.67114814815
376.18,7.98244444444,13.2601111111,10.9837777778,13.3058888889,7.08555555556,8.16027777778,9.11322222222,9.37277777778,9.98291666665,8.62875
376.54,7.79988888889,13.2037777778,10.8913333333,13.195,6.94188888889,7.99161111111,8.92955555555,9.26900000001,9.83608333335,8.50644444444
376.90,7.72944444444,13.2134444444,10.9897777778,13.2007777778,6.85766666667,7.86672222222,8.94144444444,9.283,9.75925,8.49390740741
377.26,7.81977777778,13.3646666666,11.0575555556,13.2551111111,6.86088888889,7.919,8.97833333333,9.33400000001,9.82625,8.49402777778
377.63,7.58677777778,13.2034444444,10.8777777778,13.0284444444,6.68633333334,7.69855555556,8.76055555555,9.12322222221,9.648,8.30423148148
377.99,7.62144444445,13.3982222222,10.8595555556,13.159,6.72255555555,7.81594444445,8.83366666667,9.21977777779,9.67325,8.32857407407
378.35,7.59911111111,13.3746666667,10.7653333333,13.0358888889,6.66422222222,7.743,8.71144444444,9.08722222222,9.56041666667,8.20518518519
378.71,7.55833333333,13.3513333333,10.8724444444,12.9428888889,6.57944444444,7.6865,8.70344444444,9.07866666667,9.54116666666,8.16424074074
379.07,7.68011111111,13.5202222222,11.1337777778,13.0882222222,6.60844444445,7.72311111111,8.74644444444,9.18522222222,9.66916666666,8.24331481482
379.44,7.57955555555,13.4615555555,11.0804444444,13.0126666667,6.48766666667,7.55322222222,8.65777777778,9.10822222222,9.57916666666,8.13907407407
379.80,7.57755555555,13.3948888889,11.0911111111,13.0337777778,6.43555555555,7.48277777778,8.61288888889,9.10055555555,9.53941666666,8.1512037037
380.16,7.76777777778,13.5346666667,11.2768888889,13.1547777778,6.61711111111,7.65911111111,8.81755555555,9.27544444444,9.72608333333,8.32872222222
380.52,7.90355555555,13.634,11.3841111111,13.2234444444,6.67322222222,7.73694444444,8.92466666667,9.306,9.79125,8.37149074074
380.88,7.96033333333,13.639,11.4168888889,13.2355555556,6.71555555556,7.75322222222,8.91522222222,9.34255555556,9.76566666667,8.38639814815
381.24,7.94888888889,13.6652222222,11.4256666667,13.3254444444,6.77066666667,7.76783333333,8.94966666667,9.40222222222,9.72641666666,8.44353703704
381.61,7.96444444444,13.6803333333,11.4616666667,13.3481111111,6.78033333333,7.75061111111,8.94422222222,9.37811111111,9.72,8.43597222222
381.97,7.97411111111,13.6524444444,11.4902222222,13.3351111111,6.73922222222,7.71255555556,8.90133333334,9.34488888889,9.69675,8.38377777778
382.33,7.94011111111,13.5992222222,11.3731111111,13.3027777778,6.65133333334,7.57716666667,8.81011111111,9.26033333333,9.66325,8.35657407408
382.69,8.07477777778,13.7648888889,11.4283333333,13.4463333333,6.76944444445,7.67233333333,8.94022222222,9.38422222222,9.81683333335,8.45433333333
383.05,8.08522222222,13.728,11.3248888889,13.4783333333,6.81511111111,7.69727777778,8.94755555556,9.34177777777,9.842,8.47500925926
383.41,8.17444444444,13.739,11.3798888889,13.5176666667,6.89633333333,7.69388888889,9.00644444445,9.36855555555,9.89458333335,8.59543518519
383.77,8.24511111111,13.9276666667,11.4911111111,13.6185555555,7.03344444445,7.80005555556,9.16211111111,9.48833333332,9.93166666665,8.6723888889
384.14,8.219,13.9066666667,11.4734444445,13.624,7.00344444444,7.72366666667,9.13122222222,9.47366666668,9.94783333335,8.67211111111
384.50,8.16877777778,13.9007777778,11.4212222222,13.6544444444,7.00866666667,7.65455555555,9.13477777778,9.42722222222,9.86616666665,8.64445370371
384.86,8.25033333333,14.0295555555,11.4973333333,13.8108888889,7.10833333334,7.79677777778,9.20766666667,9.49766666665,9.99866666665,8.73887037038
385.22,8.40433333333,14.1563333333,11.611,13.967,7.22077777778,7.92405555556,9.30266666667,9.59777777778,10.1815,8.83719444445
385.58,8.54433333334,14.2858888889,11.7553333333,14.1576666667,7.39944444444,8.04055555555,9.48411111111,9.78166666667,10.3745,8.98803703704
385.94,8.48822222222,14.2431111111,11.7636666667,14.1638888889,7.40166666667,8.014,9.48311111111,9.78866666664,10.3879166666,8.9680925926
386.30,8.52066666667,14.3883333333,11.7711111111,14.2582222222,7.50355555555,8.13961111111,9.61933333334,9.89599999999,10.4305833334,8.99848148148
386.66,8.42111111111,14.3735555555,11.6996666667,14.2804444445,7.44788888889,8.08266666667,9.53144444444,9.79722222222,10.37025,8.90125
387.03,8.36244444444,14.4035555556,11.7041111111,14.2477777778,7.451,8.09411111111,9.52366666667,9.78588888891,10.4219166667,8.90525925924
387.39,8.33722222222,14.4141111111,11.6996666667,14.2962222222,7.43622222222,8.15105555555,9.52688888889,9.80055555557,10.4535833334,8.8875925926
387.75,8.35722222222,14.411,11.694,14.3137777778,7.42677777778,8.15194444445,9.48866666667,9.7811111111,10.5261666666,8.85861111111
388.11,8.30488888889,14.4693333333,11.737,14.3028888889,7.39466666667,8.15066666667,9.472,9.76277777777,10.46325,8.79623148148
388.47,8.30533333333,14.5077777778,11.7582222222,14.2957777778,7.36822222222,8.19505555556,9.43433333333,9.78366666668,10.556,8.82642592592
388.83,8.14588888889,14.3543333333,11.6382222222,14.13,7.17333333333,8.00072222222,9.311,9.59188888889,10.4261666666,8.64317592593
389.19,8.03366666667,14.253,11.563,14.0171111111,7.06455555556,7.86027777778,9.23322222222,9.48144444444,10.3521666666,8.55266666667
389.55,7.89844444444,14.2582222222,11.467,13.8977777778,6.92777777778,7.80933333333,9.06833333333,9.36066666666,10.2508333334,8.45778703704
389.91,8.039,14.3523333333,11.5345555556,13.913,6.98688888889,7.84411111111,9.10344444444,9.36122222222,10.33675,8.53805555556
390.27,7.98411111111,14.288,11.5237777778,13.8822222222,6.93255555556,7.71116666667,8.97788888889,9.2721111111,10.351,8.48832407407
390.63,8.06044444444,14.3466666667,11.5998888889,13.8962222222,7.00188888889,7.70227777778,8.989,9.27722222223,10.3359166667,8.50798148148
391.00,8.14511111111,14.458,11.6624444444,13.9976666667,7.074,7.72727777778,9.03777777778,9.32777777779,10.3854166667,8.53005555556
391.36,8.16522222222,14.4702222222,11.7353333333,13.9773333333,7.04711111111,7.70888888889,9.03311111111,9.289,10.3419166667,8.49857407407
391.72,8.21155555556,14.4936666667,11.7391111111,14.0012222222,7.08533333333,7.72805555555,9.05544444445,9.3058888889,10.3788333334,8.5327037037
392.08,8.15866666667,14.4778888889,11.6925555556,13.9752222222,7.08377777778,7.66616666667,9.01355555556,9.295,10.3756666666,8.54025925926
392.44,8.15322222222,14.5002222222,11.7308888889,13.9966666667,7.07544444444,7.62677777778,9.03577777778,9.28822222222,10.3504166666,8.49959259259
392.80,8.18533333333,14.5664444444,11.7827777778,14.0938888889,7.13966666667,7.67027777778,9.06111111111,9.39733333332,10.4009166666,8.52503703704
393.16,8.124,14.5495555555,11.671,14.0841111111,7.08244444445,7.63816666667,9.00733333333,9.33655555556,10.3389166667,8.42275925926
393.52,8.27022222222,14.5952222222,11.7773333333,14.2427777778,7.16288888889,7.7385,9.10477777778,9.42044444446,10.4554166666,8.46926851852
393.88,8.36322222222,14.7013333333,11.8854444444,14.3731111111,7.25233333333,7.83605555556,9.24733333333,9.53566666667,10.54675,8.59109259259
394.24,8.42922222222,14.7941111111,12.0086666667,14.4776666667,7.33677777778,7.96994444444,9.351,9.59144444447,10.58275,8.65750925926
394.60,8.45444444445,14.8262222222,12.0385555556,14.542,7.35411111111,8.02616666667,9.43388888889,9.68511111112,10.7175833333,8.72439814815
394.96,8.39244444444,14.7774444445,11.9595555556,14.5091111111,7.24511111111,7.92177777778,9.35922222222,9.60488888889,10.6310833334,8.64286111111
395.32,8.31755555556,14.7724444444,11.8282222222,14.501,7.21577777778,7.87994444444,9.28966666667,9.53366666668,10.6375,8.60900925926
395.68,8.16566666667,14.7157777778,11.722,14.4614444445,7.12455555556,7.77588888889,9.182,9.44744444442,10.5988333334,8.5022037037
396.04,8.23077777778,14.7798888889,11.7345555555,14.5458888889,7.15977777778,7.81205555555,9.28455555556,9.47088888888,10.6745833334,8.52976851852
396.40,8.217,14.7952222222,11.7682222222,14.5745555555,7.18377777778,7.81366666667,9.26977777778,9.48233333333,10.7065833334,8.53625925926
396.76,8.30077777778,14.9265555556,11.8597777778,14.688,7.30422222222,7.91438888889,9.41066666667,9.56422222221,10.8490833333,8.70801851852
397.12,8.40355555556,15.0761111111,12.0563333333,14.809,7.43555555555,7.9995,9.51122222222,9.685,10.9450833333,8.85055555556
397.48,8.31822222222,15.0978888889,12.0063333333,14.7935555556,7.33366666667,7.87455555556,9.46777777778,9.6758888889,10.9173333334,8.80149074075
397.84,8.13377777778,15.0256666667,11.8656666667,14.7022222222,7.20988888889,7.74133333333,9.30222222222,9.54466666669,10.8294166667,8.63727777779
398.20,8.13988888889,15.0262222222,11.8573333333,14.7256666667,7.14622222222,7.70955555556,9.26933333333,9.53511111111,10.82875,8.63374074073
398.56,8.01777777778,14.9683333333,11.7612222222,14.6478888889,7.06433333333,7.58716666667,9.15233333333,9.39377777779,10.7195833334,8.48412037037
398.92,8.046,15.0424444445,11.85,14.6601111111,7.12222222222,7.68211111111,9.18666666667,9.4771111111,10.7608333333,8.55890740741
399.28,8.09488888889,15.1204444444,11.9205555555,14.7741111111,7.14355555555,7.72766666667,9.22911111111,9.56166666668,10.8421666666,8.61406481482
399.64,8.14533333334,15.2072222222,12.0175555555,14.7994444445,7.12855555555,7.70844444445,9.23177777778,9.60822222223,10.8199166667,8.65007407408
400.00,8.11244444444,15.1983333333,12.0865555555,14.8215555555,7.13344444444,7.71333333333,9.13611111111,9.61066666668,10.7895,8.61853703703
400.36,8.166,15.2284444444,12.102,14.9253333333,7.15033333333,7.74833333333,9.19477777778,9.64833333331,10.81825,8.6206388889
400.72,8.13822222222,15.2455555556,12.1475555556,14.949,7.09911111111,7.70611111111,9.14922222222,9.60044444446,10.7779166667,8.51076851852
401.08,8.13111111111,15.2702222222,12.1051111111,14.899,7.06188888889,7.68788888889,9.15322222222,9.57344444447,10.76075,8.49038888889
401.44,8.12344444445,15.281,12.1157777778,14.9057777778,7.09433333333,7.68888888889,9.13833333333,9.50522222224,10.71375,8.47261111111
401.80,8.19055555555,15.3197777778,12.168,14.9735555556,7.11855555556,7.69344444444,9.15811111111,9.52644444443,10.70125,8.47639814815
402.16,8.17311111111,15.4054444445,12.2178888889,15.0168888889,7.14466666666,7.65611111111,9.13833333333,9.54922222222,10.7428333333,8.44334259259
402.52,8.316,15.5791111111,12.415,15.1906666667,7.268,7.81616666667,9.28933333333,9.69788888889,10.88675,8.60537037036
402.88,8.38822222222,15.681,12.5447777778,15.2941111111,7.30577777778,7.83927777778,9.32222222222,9.71077777776,10.9880833333,8.61830555556
403.24,8.45244444444,15.7692222222,12.6138888889,15.3353333333,7.36044444444,7.856,9.42277777778,9.77488888887,11.0195833333,8.62125925926
403.60,8.475,15.8306666667,12.6895555555,15.4204444444,7.40777777778,7.958,9.51044444445,9.79455555554,11.06225,8.67507407408
403.95,8.47155555556,15.8854444444,12.6001111111,15.3954444444,7.37522222222,7.93433333333,9.49488888889,9.73588888889,11.0639166666,8.6530925926
404.31,8.45744444445,15.9213333333,12.6224444445,15.409,7.366,7.90988888889,9.47366666667,9.74344444442,11.118,8.66224074074
404.67,8.44733333333,15.8873333333,12.5672222222,15.3344444444,7.37066666667,7.87,9.46433333334,9.73044444442,11.1234166667,8.62614814813
405.03,8.42755555555,15.903,12.6015555556,15.3716666667,7.40133333333,7.86961111111,9.43155555555,9.74366666666,11.187,8.64781481482
405.39,8.46377777778,15.9337777778,12.6574444444,15.3878888889,7.47711111111,7.93833333333,9.48488888889,9.79744444444,11.2808333333,8.69552777779
405.75,8.47366666667,16.0045555556,12.7296666667,15.442,7.53188888889,7.95566666667,9.49488888889,9.83644444446,11.3530833333,8.71061111112
406.11,8.55944444444,16.0864444444,12.825,15.4915555555,7.60122222222,8.02305555556,9.58988888889,9.88566666667,11.4320833334,8.7826111111
406.47,8.57944444444,16.0918888889,12.7447777778,15.5181111111,7.61033333333,7.98288888889,9.56555555556,9.8741111111,11.401,8.76203703704
406.83,8.53411111111,16.0432222222,12.6785555556,15.5678888889,7.60766666666,7.94616666667,9.58266666667,9.86488888888,11.4273333333,8.73548148149
407.19,8.48888888889,16.0308888889,12.6767777778,15.5831111111,7.57155555556,7.93516666667,9.49288888889,9.81600000001,11.4433333334,8.6993148148
407.55,8.51,16.0378888889,12.6205555555,15.5905555556,7.58855555556,7.89455555556,9.47866666667,9.82422222221,11.4591666666,8.65886111111
407.90,8.52844444444,16.0396666667,12.7255555556,15.6583333333,7.60688888889,7.9175,9.49988888889,9.86466666667,11.5013333334,8.69378703702
408.26,8.59255555556,16.1423333333,12.7933333333,15.7332222222,7.63166666667,7.9375,9.51222222222,9.87522222222,11.5378333334,8.72562037037
408.62,8.65044444444,16.2333333333,12.8397777778,15.8217777778,7.65477777778,8.02916666667,9.57477777778,9.9332222222,11.5669166667,8.83075925927
408.98,8.65633333333,16.2206666667,12.8223333333,15.8176666667,7.62544444445,7.98588888889,9.53944444444,9.90411111112,11.5469166666,8.76300000001
409.34,8.67244444444,16.2674444444,12.8248888889,15.8931111111,7.582,7.91783333333,9.50633333333,9.8798888889,11.53375,8.75005555557
409.70,8.61588888889,16.2491111111,12.7681111111,15.8333333333,7.48911111111,7.86211111111,9.43122222222,9.77788888889,11.4745,8.65564814813
410.06,8.58866666667,16.2375555556,12.8027777778,15.8457777778,7.47233333333,7.85233333333,9.41111111111,9.80011111111,11.48525,8.63719444445
410.42,8.59933333333,16.2656666667,12.8831111111,15.8447777778,7.47144444445,7.89494444445,9.41211111111,9.80677777777,11.5288333334,8.63183333333
410.77,8.68633333333,16.3723333333,13.0007777778,15.9246666667,7.55611111111,7.99305555556,9.47688888889,9.89411111112,11.5894166666,8.75443518518
411.13,8.68688888889,16.3621111111,13.0287777778,15.8737777778,7.545,7.93788888889,9.48077777778,9.89866666664,11.5745,8.74937962965
411.49,8.80733333333,16.4764444444,13.2011111111,15.9892222222,7.64844444444,8.04244444445,9.57222222222,9.99811111109,11.752,8.84230555554
411.85,8.84977777778,16.5327777778,13.2173333333,16.0117777778,7.65822222222,8.04583333333,9.57333333333,9.99011111113,11.77075,8.81826851852
412.21,8.792,16.5007777778,13.2168888889,15.9975555555,7.64044444445,8.01372222222,9.55755555556,9.95077777778,11.75525,8.76014814816
412.57,8.79866666667,16.5383333334,13.2876666667,16.0572222222,7.66011111111,7.94561111111,9.53355555556,9.94444444444,11.8024166667,8.72990740741
412.92,8.90733333333,16.668,13.4171111111,16.1946666667,7.73911111111,8.04177777778,9.66233333333,10.0322222222,11.9495,8.8227037037
413.28,8.902,16.6824444445,13.4382222222,16.221,7.77577777778,8.02372222222,9.67133333333,10.0215555555,11.985,8.79527777777
413.64,8.89566666667,16.704,13.4427777778,16.2536666667,7.78244444444,8.02433333333,9.73244444445,10.0285555556,12.0310833334,8.83116666668
414.00,8.91244444444,16.6937777778,13.4233333333,16.2944444444,7.762,8.01655555556,9.75677777778,9.99500000001,11.9948333333,8.83908333334
414.36,8.92133333333,16.7242222222,13.4313333333,16.326,7.773,7.9915,9.75466666667,10.0403333333,12.0633333334,8.8996851852
414.72,8.86088888889,16.6675555556,13.4091111111,16.2503333333,7.68355555556,7.87883333333,9.66377777778,9.93788888888,12.0285833333,8.80752777778
415.07,8.94588888889,16.8353333333,13.5441111111,16.4255555556,7.78988888889,7.99488888889,9.77477777778,10.0288888889,12.1873333334,8.92087037037
415.43,8.89577777778,16.8636666667,13.4961111111,16.4165555556,7.75444444444,7.93955555556,9.74911111111,10.0011111111,12.12875,8.88980555556
415.79,8.90988888889,16.9996666667,13.5917777778,16.526,7.81522222222,7.979,9.83188888889,10.1127777778,12.221,8.98021296298
416.15,8.98788888889,17.1243333333,13.6824444444,16.6018888889,7.88644444444,8.05433333333,9.87811111111,10.1918888889,12.2965833334,9.05848148147
416.51,9.015,17.1678888889,13.7093333333,16.6314444445,7.91411111111,8.10383333333,9.90233333334,10.2133333333,12.3510833334,9.08626851851
416.86,9.00766666667,17.2366666667,13.7634444444,16.6977777778,7.95188888889,8.11194444444,9.91266666667,10.2097777778,12.3890833333,9.10775925927
417.22,9.01388888889,17.2896666666,13.813,16.7125555556,7.98822222222,8.13177777778,9.92355555556,10.236,12.4241666666,9.13510185187
417.58,9.104,17.3782222222,13.8844444445,16.7903333333,8.05333333333,8.19511111111,9.95222222221,10.335,12.498,9.2153425926
417.94,9.07611111111,17.4238888889,13.9016666667,16.8115555556,8.088,8.18211111111,9.95455555557,10.3557777778,12.5436666667,9.19109259258
418.29,9.05166666667,17.4454444444,13.9203333333,16.8551111111,8.07822222222,8.18472222222,9.96422222224,10.3341111111,12.548,9.1480648148
418.65,9.04666666667,17.5135555556,13.9294444444,16.894,8.10022222222,8.2245,9.98600000002,10.3754444445,12.558,9.16319444443
419.01,9.01222222222,17.515,13.9125555556,16.8533333333,8.05388888889,8.16905555555,9.93466666666,10.339,12.5165,9.11029629629
419.37,9.001,17.5112222222,13.9137777778,16.8324444444,8.00366666667,8.12522222222,9.90233333333,10.2876666666,12.5088333334,9.08344444446
419.73,8.98522222222,17.4916666667,13.9157777778,16.8101111111,7.96166666667,8.07716666667,9.88444444444,10.2617777778,12.53725,9.03724074076
420.08,8.97044444444,17.5002222222,13.9074444444,16.7944444444,7.97233333333,8.07222222222,9.86933333333,10.2472222222,12.5418333334,9.03174074076
420.44,9.005,17.549,13.9756666667,16.8317777778,7.99166666666,8.10344444444,9.89088888889,10.2728888889,12.5631666666,9.06895370369
420.80,9.00922222222,17.5742222222,13.9873333333,16.8516666667,7.98377777778,8.11722222222,9.88066666667,10.2825555556,12.55675,9.06435185185
421.16,9.017,17.5875555556,14.0032222222,16.872,7.95566666667,8.14083333333,9.89922222222,10.3103333333,12.58175,9.07200925924
421.51,9.01644444444,17.593,14.0414444444,16.9082222222,7.97088888889,8.14861111111,9.92733333333,10.3214444444,12.62025,9.07934259258
421.87,9.01722222222,17.606,14.0384444445,16.8998888889,7.93922222222,8.13433333333,9.91588888889,10.305,12.6103333333,9.08226851851
422.23,9.02411111111,17.6484444445,14.0605555555,16.899,7.93211111111,8.13705555556,9.92466666668,10.3178888889,12.62775,9.08635185187
422.58,9.03422222222,17.6806666666,14.0782222222,16.9134444444,7.91922222222,8.113,9.91166666668,10.3073333333,12.6651666666,9.07513888889
422.94,9.04766666667,17.6748888889,14.0768888889,16.9413333333,7.92011111111,8.115,9.912,10.3117777778,12.6904166667,9.08362037037
423.30,9.05611111111,17.7138888889,14.1282222222,17.0038888889,7.95611111111,8.15805555556,9.91988888888,10.337,12.7435833333,9.11342592591
423.66,9.08066666667,17.7415555556,14.1524444445,17.0508888889,7.98311111111,8.18983333333,9.93566666668,10.3398888889,12.75075,9.14805555555
424.01,9.1,17.76,14.1876666667,17.099,7.99355555556,8.19494444445,9.98411111112,10.3775555555,12.7875833333,9.16662037037
424.37,9.05077777778,17.7307777778,14.1075555556,17.0824444444,7.95377777778,8.13216666667,9.94022222222,10.3276666667,12.7649166667,9.11030555554
424.73,9.03755555556,17.7146666667,14.133,17.1063333333,7.93988888889,8.11177777778,9.94377777778,10.3304444444,12.7648333333,9.10257407409
425.08,9.07377777778,17.8053333333,14.1937777778,17.1817777778,7.98233333333,8.141,9.96688888888,10.3608888889,12.81125,9.13632407409
425.44,9.09433333333,17.8556666667,14.2322222222,17.2297777778,7.99466666667,8.15,9.9757777778,10.3614444445,12.8165,9.15787962962
425.80,9.15844444445,17.9246666667,14.3074444444,17.3168888889,8.05433333333,8.20683333333,10.0253333333,10.4271111111,12.9254166667,9.21648148148
426.16,9.19266666667,17.9764444444,14.3623333333,17.3891111111,8.094,8.228,10.0497777778,10.4497777778,12.9605,9.2464351852
426.51,9.22988888889,18.0463333334,14.4176666667,17.4668888889,8.15,8.27294444444,10.096,10.4858888889,12.9923333334,9.2971111111
426.87,9.27322222222,18.108,14.4887777778,17.5556666667,8.21655555556,8.31294444445,10.1635555555,10.5303333333,13.0578333334,9.35367592591
427.23,9.29611111111,18.152,14.5235555555,17.5935555556,8.25888888889,8.30755555555,10.2283333334,10.585,13.0970833333,9.39573148147
427.58,9.34777777778,18.2505555556,14.5856666667,17.6642222222,8.29222222222,8.36127777778,10.2533333333,10.6182222222,13.157,9.41809259259
427.94,9.37366666667,18.329,14.6611111111,17.7486666667,8.32622222222,8.39866666667,10.2691111111,10.6257777778,13.2028333334,9.4495462963
428.30,9.42944444445,18.4394444444,14.7984444444,17.8482222222,8.37744444445,8.435,10.3192222222,10.6812222222,13.3016666667,9.49744444445
428.65,9.50811111112,18.523,14.8148888889,17.8887777778,8.42888888889,8.46533333333,10.3548888889,10.7248888889,13.3995833333,9.5390925926
429.01,9.51366666666,18.5192222222,14.8091111111,17.8918888889,8.42177777778,8.44883333333,10.366,10.7052222222,13.4020833333,9.54023148149
429.37,9.52088888889,18.5715555556,14.8288888889,17.914,8.455,8.46061111111,10.4014444444,10.751,13.4731666667,9.53678703703
429.72,9.44577777778,18.5757777778,14.8134444445,17.8725555555,8.41622222222,8.39977777778,10.3397777778,10.7044444445,13.40425,9.44334259259
430.08,9.46099999999,18.6313333333,14.8551111111,17.9056666667,8.43044444444,8.40038888889,10.329,10.7161111111,13.4295,9.46558333335
430.44,9.46633333333,18.6343333333,14.8644444444,17.9206666666,8.41933333333,8.37255555556,10.3385555555,10.7114444444,13.47425,9.4590462963
430.79,9.46288888888,18.7041111111,14.8701111111,17.9398888889,8.42033333333,8.34811111111,10.3345555556,10.7236666667,13.5103333334,9.44091666666
431.15,9.48333333334,18.7605555556,14.9123333333,17.9922222222,8.42177777778,8.35672222222,10.3466666667,10.7211111111,13.5265833334,9.44009259258
431.50,9.47933333332,18.7722222222,14.9295555555,18.0204444445,8.44711111111,8.33494444444,10.3633333333,10.754,13.5719166667,9.4341851852
431.86,9.51888888889,18.8224444444,14.9846666667,18.0921111111,8.45588888889,8.35283333333,10.3881111111,10.7936666667,13.6359166667,9.46412037037
432.22,9.5288888889,18.8474444444,15.0068888889,18.138,8.48544444445,8.39883333333,10.4048888889,10.8177777778,13.63525,9.48662962963
432.57,9.4701111111,18.8685555556,15.0175555556,18.1773333333,8.462,8.37116666667,10.3995555556,10.7957777778,13.6179166667,9.46341666665
432.93,9.51488888889,18.936,15.0991111111,18.2702222222,8.49088888889,8.39844444444,10.4082222222,10.8125555555,13.6765,9.47873148147
433.29,9.52211111112,18.9441111111,15.156,18.2981111111,8.48333333333,8.40605555555,10.3954444444,10.8104444444,13.6885833333,9.47788888889
433.64,9.5201111111,18.9376666667,15.1664444445,18.3364444444,8.44633333334,8.38161111111,10.3807777778,10.7781111111,13.6859166667,9.48192592593
434.00,9.51455555555,18.9431111111,15.1555555556,18.3525555556,8.43577777778,8.36822222222,10.3871111111,10.7731111111,13.728,9.47250925924
434.35,9.52555555557,18.968,15.2033333333,18.3751111111,8.438,8.37705555555,10.3873333333,10.7886666667,13.7478333334,9.45748148147
434.71,9.53188888888,18.9827777778,15.2263333333,18.397,8.44722222222,8.39138888889,10.3953333333,10.7973333333,13.7538333334,9.4758148148
435.07,9.539,19.0221111111,15.2536666667,18.4388888889,8.45,8.40105555556,10.3924444444,10.8163333333,13.80475,9.46880555557
435.42,9.5308888889,19.0355555556,15.2552222222,18.4471111111,8.42311111111,8.41427777778,10.3816666667,10.8067777778,13.8000833333,9.47766666668
435.78,9.52066666666,19.0658888889,15.2266666667,18.429,8.418,8.39938888889,10.3862222222,10.8044444444,13.8215833334,9.45817592592
436.13,9.48066666667,19.0502222222,15.2363333333,18.4256666667,8.395,8.33977777778,10.3603333333,10.7708888889,13.8560833333,9.43287037037
436.49,9.58477777779,19.153,15.3528888889,18.4926666667,8.47122222222,8.4065,10.4442222222,10.8643333333,13.96825,9.50632407408
