wavelength,Back_SalAurf,Belly_SalAurf,Breast_SalAurf,Crissum_SalAurf,Crown_SalAurf,DorTail_SalAurf,Patch10_SalAurf,Patch11_SalAurf,Patch12_SalAurf,Rump_SalAurf,Throat_SalAurf,WingTip_SalAurf
195.13,85.1442666667,69.2913666667,77.6902,65.8793333334,71.0761333334,81.4698,55.8006,93.1759333333,68.1364666667,76.5879037038,60.6300000001,95.6167399999
195.51,89.6230666667,71.3333000001,81.5071333333,69.6232000001,73.9129333333,82.3768,57.913,96.0000000001,68.3766666666,77.552362963,58.8984000001,98.7536533333
195.89,100.063,79.2136666667,90.0629333334,76.2891999999,82.3900666667,90.9434666667,62.0754666667,106.6036,75.0943666667,84.1577703704,63.8366000001,107.69184
196.27,113.122866666,90.8772333334,103.4384,91.0175333332,96.2106000001,103.228,69.6142,119.929866667,86.0702,94.245688889,69.1226666667,122.87714
196.65,127.398466667,105.935,118.943066667,103.739866667,109.431,116.097466667,81.1382666667,132.520266667,99.1464999999,108.437296296,77.6422666666,139.16264
197.03,142.786066667,123.731433333,135.124466667,121.094533333,125.771133333,130.5474,92.9353333333,152.139133333,115.9205,122.343911111,87.5622000001,157.412893333
197.40,147.796666667,126.384266667,143.6158,130.960533333,130.169666667,130.960466667,95.2542666665,160.339,121.073533334,129.943488889,91.4124666665,164.429373333
197.78,140.707,123.383833333,141.919066667,133.030266667,131.313066667,126.8686,98.4847333335,161.8184,120.6566,129.955222222,87.4746666665,157.40412
198.16,151.1564,138.707566667,159.728,154.013533333,146.258533333,131.428533333,108.843533333,185.4422,125.442166667,146.817725926,85.1701333333,178.204086667
198.54,190.095266667,173.999966667,195.999933333,186.666533333,175.0476,153.714133333,126.666733333,221.7144,135.9999,178.560777778,97.1427333334,205.561786667
198.92,348.627533333,336.274466667,370.9804,341.5688,320.392133333,271.372666667,223.1372,405.882266667,204.117766667,327.581748148,172.156733333,344.862666667
199.30,243.508666667,277.0175,277.894733333,266.666733333,241.052666667,193.333266667,161.052733333,317.8948,140.877266667,251.462081482,108.421066667,251.122933333
199.68,262.0,294.0,270.666666667,277.666666667,254.666666667,203.666666667,172.333333333,322.0,166.833333333,262.962962963,128.666666667,266.766666667
200.06,164.871733333,211.794766667,177.692133333,192.307666667,180.256533333,135.897333333,110.512866667,216.153933333,105.897433333,188.290637037,71.7947999999,171.589693333
200.44,136.875,180.625,146.875,154.166666667,151.666666667,119.375,105.416666667,178.958333333,84.5833333334,163.171296296,67.0833333333,144.895833333
200.82,88.4445333333,110.277833333,90.0001333334,105.889,100.666733333,80.6667333333,73.2222666666,110.3332,58.7222999999,102.432037037,53.5555333333,93.0777600001
201.19,83.3699999999,95.6044000001,87.7655999999,96.7764666666,90.5493333333,80.4395333333,72.6739999999,95.9706666666,64.2490999999,93.3821185186,59.4138,84.7105933333
201.57,80.6472666667,92.0711333333,84.8543999999,93.0096666667,90.0972,77.8640666667,74.2395333334,92.1033999999,64.2394666667,87.3570148148,58.1228666667,84.5628933333
201.95,77.8008,89.4500666667,83.0927333333,92.0274666667,88.1787333335,72.3711333333,72.7835999999,88.4534666668,60.2749333333,82.6118,55.6014000001,81.3263533333
202.33,77.7012,84.0805,77.7588000001,88.4483333333,84.3678666667,72.5286666667,69.0804666666,83.5056,61.8679333333,75.2618592593,58.3331999999,77.76448
202.71,71.6665333333,77.3697666667,70.9374,83.5416666666,78.2290666667,67.6561333333,66.3019333333,75.9895333334,57.552,69.4268888889,54.5310666667,72.8383933333
203.09,70.9352,71.8225333334,71.3189333333,81.0552666667,76.4988666667,67.1461333333,65.7074,74.4844666666,59.6883333333,69.6989185185,52.2782666667,73.4100666667
203.47,74.3046,70.3311333333,74.2602666667,81.3246,77.9691333334,70.6843333333,69.404,76.7328666667,63.0243666667,73.3822962963,55.6733999999,76.1853666667
203.85,72.8662,66.4118666667,73.7578666667,77.4521333333,73.6305333333,67.0489333333,68.2377333333,73.2908666667,61.9744666667,70.8138518519,54.4798666666,72.5051733333
204.22,75.1633333333,63.5948333333,75.1197999999,79.6078666667,72.3311333332,67.6254,70.7189333333,74.3791333333,62.4836,70.2444592593,56.5577333333,73.92158
204.60,75.3375333333,64.8057000001,75.9510666666,80.4497999999,72.8425999999,67.4848666667,71.7792,74.8466,63.5174666666,68.3391407407,59.5909999999,74.1025066667
204.98,77.6035333333,66.4488333334,79.6514000001,81.8736,75.7732666667,68.8453333333,74.9456000001,77.8213333333,63.0500666667,69.2616296296,60.0436666667,76.6623066667
205.36,76.9614,63.2198666667,76.2812000001,78.9115333333,73.7415333334,63.8094,75.0113999999,74.7845333333,59.0930333333,66.0015259259,58.1404666667,74.9929866667
205.74,84.0874666667,67.5912000001,81.3137999999,83.8929999999,75.1825333333,65.4501333333,78.7348000001,78.3454000001,62.3113666667,71.0895333333,62.0923333333,79.09966
206.12,81.8666666666,68.8444333334,77.2,80.4888666667,74.4000000001,63.5557333333,76.3111333333,74.489,61.3556333333,69.5259777778,60.5334,77.6577866667
206.50,82.2805999999,72.0612666667,77.4562666666,80.4825333333,77.3683333333,64.5614666667,79.4737333333,76.3596,62.6316,71.988362963,61.3157999999,79.0043533333
206.87,87.7404666667,79.0604000001,82.9977333335,86.4875999999,83.6689333333,69.2617333333,85.0111999999,83.2213333333,67.7628666667,79.1797333333,67.7404666667,86.7427866667
207.25,80.5022,75.2282666667,74.1096,81.4155333334,78.8126666666,61.8266,78.7671333334,76.3470666667,59.1780666667,71.6033037037,62.1003333333,80.6209466667
207.63,88.5646000001,83.4548666667,80.9246,88.2726,84.4769333334,65.1582,84.5256,80.5352666667,63.6495666666,77.4101851852,67.2506000001,85.4841733333
208.01,89.4816000001,88.9630000001,83.9505333333,92.4444666667,90.3209333333,65.1853333333,86.6173333334,83.7530666666,61.8025333333,78.6777037038,67.7531333334,88.3950933333
208.39,88.5087333333,91.6447333333,84.4298000001,91.7105333334,94.2542666667,68.3772,87.1052666667,85.8333333333,65.0439333333,79.6832296297,69.1228000001,89.5570133333
208.77,88.2017333333,91.5132333333,84.9560666667,93.0263333333,95.4824666667,70.7456,86.4472666666,86.6666,66.842,81.6568222223,70.4385333333,91.5308
209.14,84.4443999999,87.2331000001,79.7822,89.2373333333,91.7646666667,66.5360666667,81.8736,83.1372666667,64.4226333333,78.4023851852,68.1916666667,90.43134
209.52,81.2206,85.4223666667,75.1174666667,89.2958666667,90.3286666666,64.0844,78.8263333333,82.3474000001,61.5259333334,75.5138518519,64.4602,90.5491866667
209.90,73.1034,78.8735333333,69.2873333333,83.8621333333,84.5058,61.4713333333,74.8046666667,77.4712666667,57.2643666667,69.675637037,57.9770666667,85.3102533333
210.28,80.5128666666,84.9744333334,78.9230666667,94.4102666667,91.8462666666,70.4102666667,84.5126666666,87.7436,65.9229666667,78.5128888889,65.2820666666,96.5844866666
210.66,82.8572,85.5463000001,84.9300666667,100.5044,94.958,74.2857333333,88.9636666667,92.0447333334,69.2718333333,81.3071555556,66.9468666667,101.490273333
211.03,84.0860666667,82.5267999999,86.1827333333,98.7095333333,95.5914666667,76.9353999999,88.4946,91.9891999999,70.2420333333,79.3070666667,66.6666666667,99.1826733334
211.41,92.6520666666,88.6860999999,91.9220666666,102.238466667,99.2700666667,85.8880666667,93.3332666667,99.2214,78.2480666667,86.4773851852,75.7663333333,103.528126667
211.79,88.806,85.6467666667,88.6069999999,98.3582666667,98.209,84.9751333333,90.6466666667,97.1144666668,76.1194666667,81.8353185185,72.6865333334,101.064573333
212.17,84.8756666667,80.5969666667,84.1791333334,93.632,94.8258666666,85.7711999999,87.2138666666,93.2836666667,73.9800333333,80.1547111111,70.7960000001,98.72638
212.55,82.4792666666,74.3250000001,80.9916666667,90.6336,89.1461333333,80.9917999999,84.2975333333,90.2479333333,70.854,77.5328666667,66.8319333334,97.0192133333
212.92,88.1904666667,74.2540666667,83.3016666667,93.9682666667,90.9206666667,82.4128000001,89.2062,92.6984666667,71.5873333334,77.714362963,63.7460666666,100.48246
213.30,97.6812666668,80.6522333335,95.5072666667,103.4058,100.869533333,90.2173333333,100.289866667,101.594133333,80.3262333332,85.6601555555,67.9709333333,109.442086667
213.68,112.4604,95.8333666665,115.3174,115.714266667,115.238066667,106.190466667,116.587266667,116.1904,94.3651666667,100.626081481,80.1587999999,123.58726
214.06,111.648333333,93.5531666665,113.626333333,109.963466667,111.941533333,104.615266667,110.769266667,115.457866667,92.3441666669,98.5022814815,83.0035333333,115.18698
214.44,93.041,81.0819000001,95.3802,92.5146666666,91.4620666667,88.3041999999,89.4736,96.3742666667,76.2573666667,80.2080074074,70.0584666667,90.2280933333
214.81,88.3748666667,78.237,90.0825999999,88.8153999999,87.2176666667,81.6528666667,82.9202000001,91.6253333335,72.7273,77.3248148148,68.7604666667,85.9174133334
215.19,81.5776,75.3689666667,84.2747333333,86.1578666667,82.8500666666,75.3689333333,77.7608000001,87.6845333334,69.7711666667,74.0232444444,66.8193333334,79.5724933333
215.57,78.0874666666,73.5245333333,83.1694666666,85.1913333333,80.1093999999,69.5629333333,77.5955333333,84.0437333334,67.8689333333,70.3096592593,64.4809333333,78.59558
215.95,74.0616,66.4145333334,79.2155999999,81.4006666667,76.0224,62.2969333333,73.5014666667,78.3754,62.3248666667,67.8619259259,60.8403333333,75.0475533333
216.32,77.6067333333,69.3163666667,80.9118000001,83.4186666667,77.7208666667,63.5328,75.6696666667,81.4244,66.2109333333,69.1738296297,64.0457333333,77.39618
216.70,80.8772666667,72.4854666667,85.4970666667,88.5964,80.0000666666,68.0700666667,78.0115999999,85.4970666667,68.7428,73.3398888889,69.9414666666,80.6724733333
217.08,81.5265333333,73.6641333333,87.0738,89.4148,81.5267333333,69.6183333333,80.2036,85.598,71.8065333333,77.4497703704,75.2670666667,81.7099
217.46,87.5269333333,78.9247333333,89.8387333333,94.7849999999,83.8708666667,71.1826,86.4516666668,89.7848000001,75.3495333333,81.1767703703,79.7850000001,84.5805533334
217.83,78.2088666667,69.7513,76.9652666667,85.2738,75.0248,60.6469333333,75.9702,77.3630666667,64.7513666667,70.2045111111,68.7063333333,72.7113133333
218.21,83.2812666666,75.8593333333,81.927,91.5103333333,81.8230000001,63.8019333333,81.4062,80.5728666667,68.6719,76.3424962963,73.2810666667,79.32292
218.59,93.8226000001,81.8961000001,88.0122666667,98.2875333333,92.2936,67.1560666667,89.6025333334,86.3608666667,74.7095333333,84.7909925926,82.2630666667,89.3272733334
218.97,102.7368,87.5438000001,95.5088666668,104.280733333,100.701733333,70.6666666667,96.9122666667,92.0000666667,81.0176333333,90.5185185185,86.5964666667,96.5824266666
219.34,112.7026,91.9369999999,95.5855333333,104.684733333,102.252266667,67.8378000001,99.1893333333,89.0090000001,79.7749,88.8689037037,85.4956666667,100.11734
219.72,118.3084,96.9652999999,98.1094666667,107.562133333,107.661733333,69.9502000001,101.393,91.2437333332,79.8507333333,93.6540592594,84.0797333333,101.48264
220.10,123.013733334,105.8905,109.223733333,115.707733333,115.251066667,81.4612666666,111.2328,106.484,89.3607666667,103.906785185,95.3424666665,106.721433333
220.47,121.877866667,108.920166667,114.554,119.812066667,116.338,84.3191333334,114.554066666,108.638333333,86.3381,106.625044444,101.690133333,110.215986667
220.85,122.3744,111.4154,113.0594,117.899666667,120.821866667,92.1461333334,113.881333333,109.863,88.3105000001,106.159259259,99.0867999999,111.707753333
221.23,126.562266667,120.676833333,114.583133333,118.958066667,128.6456,95.1037999999,116.145533333,121.0414,88.6978666667,106.874955556,98.7496666665,112.968506667
221.61,100.3376,99.7469000001,93.9239999999,90.9704666666,107.257266667,84.557,90.8860666668,99.9156000001,72.2362666667,88.4951407409,84.1349333333,93.7299733333
221.98,111.481533333,116.898066667,110.000066667,100.555533333,120.5556,101.389,104.3518,115.277666667,84.0278666667,107.160614815,103.888866667,112.111126667
222.36,115.7672,121.9048,112.2752,103.386266667,118.7302,103.280466667,104.021266667,117.248666667,81.5342666667,107.325111111,104.656266667,113.481406667
222.74,115.977133333,122.241333333,114.942533333,109.770266667,120.229866667,112.643733333,107.011466667,121.954133333,76.8391,111.162155556,99.4251999999,120.045853333
223.11,98.2565333333,107.0256,99.4872666667,97.0255999999,102.256533333,105.9488,93.1282666665,110.256466667,67.5898,100.182214815,88.8205333334,109.641
223.49,113.214333333,126.7858,119.999933333,119.762,119.047666667,128.333466667,114.881066667,140.833333333,87.0832666667,127.182533333,113.333333333,136.023926667
223.87,100.398,111.492566667,106.7662,105.174266667,102.587,113.532333333,97.8109999999,124.378066667,78.9552333333,112.338362963,105.3732,123.2439
224.24,101.874866667,118.5936,105.624933333,105.937466667,103.333333333,116.458,97.6041999999,127.3958,80.6249666667,114.444511111,107.5,128.2292
224.62,104.955,115.540566667,105.315333333,106.937,101.982066667,116.126266667,95.5856,125.045133333,86.7567333333,115.605622222,102.7928,123.522526667
225.00,116.995333333,123.8029,115.962466666,118.7794,110.892,121.690133333,104.882666667,129.6714,96.1973000001,127.000474074,115.586866667,137.35222
225.38,121.052733333,133.976566667,122.923933333,128.654933333,118.4796,133.801,107.953333333,131.578933333,98.1286000001,141.416503704,122.105266667,155.7545
225.75,141.3606,151.496533333,145.034066667,159.863933333,135.5102,148.5714,122.448933333,148.571333333,109.1837,164.625911111,136.326533333,171.93206
226.13,174.4144,173.153166667,175.3154,199.459333333,171.711733334,185.7658,143.963933334,184.144133333,130.991066667,203.423288889,156.936866667,204.09004
226.51,216.559133333,206.451533333,218.2796,241.5054,216.774266667,223.440866667,175.268933333,231.827933333,165.913866667,244.038259259,195.053733333,251.656033333
226.88,282.318866667,273.333333333,290.434666667,313.623266667,289.5652,273.333133333,223.478333333,303.768066667,218.4059,308.695607407,257.101466667,319.99996
227.26,6506.66666667,6306.66666667,6666.66666667,7206.66666667,7093.33333333,5753.33333333,5286.66666667,6720.0,4646.66666667,7078.51851852,5613.33333333,6604.66666667
227.64,-1194.44446667,-1129.9999,-1243.33333333,-1256.66653333,-1308.8888,-983.333399999,-938.888866668,-1138.88886667,-827.7778,-1239.01237037,-1009.9998,-1135.77796
228.01,-197.254933333,-186.568633334,-217.647133333,-212.941133333,-230.392,-172.156866667,-162.352933333,-197.254933333,-133.431333333,-208.714496296,-171.568733333,-186.352773333
228.39,-85.9804666667,-78.3822333334,-96.6666666665,-96.9608000001,-102.745066667,-79.7058666667,-67.0587999999,-87.2548666666,-52.0588333333,-88.8780814815,-75.0980666667,-79.4804800001
228.76,-46.6043333333,-40.4049666667,-53.8941333333,-52.5232666667,-58.3177333333,-39.7508666667,-33.8940666667,-48.0373333333,-22.8348666667,-45.5727925926,-39.0655333333,-41.0217866667
229.14,-32.1213333333,-27.7525,-38.7372666667,-36.2626666667,-41.3132666667,-23.6869333333,-22.1213333333,-35.2021333333,-9.26773333333,-30.3534962963,-24.5959333333,-24.7929066667
229.52,-36.6216666666,-29.1667666667,-40.9009333333,-36.3512,-42.8378666667,-26.8016666667,-25.3153333333,-37.8378666667,-12.7927333333,-31.5564888889,-29.9098666667,-25.2567533333
229.89,-32.3752666667,-23.4930666667,-35.3292666667,-31.5369333333,-39.1616666667,-24.8703333333,-22.5549333334,-35.2494666667,-9.64059999999,-28.8267185185,-26.3473333333,-21.8282333334
230.27,-24.5538,-15.6103333333,-26.193,-23.1694,-30.2368,-14.7903333333,-14.9362666667,-27.5774,-3.42446666667,-21.1860222222,-18.98,-16.3134466667
230.65,-19.4693333333,-12.4544,-20.9287333333,-19.1708666667,-25.0082666667,-11.4757333333,-11.3101333333,-22.4875333333,-1.2935,-18.9459259259,-15.257,-12.9352933333
231.02,-16.8502,-9.6637,-17.5228666667,-14.8929333333,-20.1528,-8.56266666668,-8.47099999999,-18.5320666667,0.657533333328,-16.3439555555,-12.5076666667,-9.49833999999
231.40,-18.6300666667,-11.2937333333,-18.9345333333,-15.5859333333,-19.6042666667,-10.2284,-8.58446666666,-19.787,-0.35003333334,-17.0133037037,-14.7031333333,-12.9497733333
231.78,-13.2443333333,-5.55556666667,-14.3998666667,-11.9112666667,-16.7702666667,-7.8224,-5.0666,-16.7704666667,4.17763333333,-13.7217333333,-9.83706666667,-10.1569733333
232.15,-13.0919333333,-4.76616666667,-13.7255333333,-12.4585333333,-17.2247333333,-6.72713333333,-4.88706666667,-18.3107333333,4.10243333333,-14.2618222222,-9.11006666665,-9.95784
232.53,-17.5296666667,-7.80036666666,-18.2741333334,-16.3789333333,-20.6768666667,-8.62939999999,-8.62946666666,-22.2334666667,1.69213333333,-18.6238814815,-11.4046,-12.9983866667
232.90,-13.4790666667,-5.20946666667,-14.3898,-13.224,-17.0126666667,-4.5536,-5.6102,-17.9235333333,6.57540000001,-14.8998148148,-7.21306666667,-10.61208
233.28,-11.6311333333,-5.92196666666,-14.1844666667,-11.4184666667,-16.5958,-6.56033333333,-4.68086666667,-17.4113333333,5.83336666666,-13.7864444445,-7.8724,-9.91848666667
233.66,-15.0658666667,-10.6026333334,-18.2298666667,-18.8323333333,-19.5858,-10.5461333333,-8.06026666665,-22.5988666667,1.16763333333,-17.1960888889,-11.4124,-14.5122666667
234.03,-13.6441333333,-11.4162666667,-17.7203333333,-18.6183333333,-17.2712,-9.67186666667,-7.21919999999,-19.6199333333,-0.742699999999,-15.3905777778,-11.2953333333,-15.5198066667
234.41,-23.2138,-21.5897333333,-27.5898,-28.3761333333,-23.9315333333,-19.3847333333,-15.829,-28.4445333333,-9.82910000001,-24.0494222222,-20.7862666667,-24.1540133333
234.78,-26.4573333333,-26.8585,-30.8551333333,-31.6929333333,-27.7836666667,-22.5478666667,-20.349,-30.8203333333,-12.4607666667,-26.9188,-23.9790666667,-28.0524666667
235.16,-26.2746,-30.1783333333,-31.4794666667,-34.3671333333,-30.909,-24.706,-22.5312,-32.9056,-15.0801,-28.9681333333,-25.2762666667,-30.7521466667
235.54,-18.6472666667,-23.4944,-23.5104666667,-26.1513333333,-24.1224,-17.8744666667,-17.0369333333,-25.3462,-9.00160000001,-21.6460222222,-19.1626,-23.9615
235.91,-19.5016666667,-25.7166,-24.9222666666,-26.3862,-23.7694,-17.6013333333,-18.0684666667,-25.514,-9.51736666667,-21.0835259259,-20.1244666667,-23.66666
236.29,-18.4384666667,-24.2042,-23.5135333334,-24.8347333333,-21.8019333333,-16.4864666667,-17.2072666667,-21.0210666667,-6.83189999999,-18.2381481481,-18.4084,-20.7207733333
236.66,-13.7500666667,-18.0859666667,-17.4998666667,-19.8958,-16.9532,-10.8855333333,-12.7344,-15.1302,-2.87773333333,-13.2407703704,-15.0781333333,-14.7553133333
237.04,-14.7513333333,-17.5621333334,-18.9552666667,-20.2237333333,-18.3581333334,-11.8408666667,-14.1791333333,-16.7163333333,-3.66919999999,-15.2210666667,-17.2137333333,-13.6343666667
237.41,-14.1422,-15.4902,-17.6226666667,-19.3872666667,-16.446,-10.3677333333,-13.3824666667,-15.8088666667,-2.30393333333,-14.7740148148,-14.7549333333,-12.4191333333
237.79,-8.93293333333,-8.56983333333,-12.6952,-12.7612,-10.2089333333,-4.2462,-8.38273333333,-9.43886666667,3.42136666667,-10.326362963,-8.60273333333,-6.49502666667
238.17,-6.24466666667,-5.64343333334,-9.85240000001,-9.13506666666,-7.59506666667,-1.11833333333,-5.27426666668,-6.07593333333,6.50836666667,-6.94778518519,-5.04219999999,-2.66033333333
238.54,-3.05393333333,-3.23346666667,-8.24346666667,-6.64659999999,-6.34726666667,0.738533333333,-3.35326666667,-2.97406666667,8.70256666667,-3.84798518519,-2.43513333333,-0.033913333334
238.92,1.74513333333,1.9546,-4.04893333333,-2.18146666667,-2.12913333333,5.13073333333,0.680666666666,1.13446666667,12.0942666667,-0.224933333334,1.67533333334,4.82718666667
239.29,3.37933333333,3.72516666667,-2.53466666667,0.138333333336,-0.276466666667,6.46693333333,1.24426666667,2.74966666666,13.9247333334,1.14171111111,3.21046666667,6.34088
239.67,3.57793333333,4.9546,-1.53726666667,1.5094,0.587066666666,6.91833333333,1.8728,3.4102,14.3537,1.95815555556,4.48633333333,7.82245333335
240.04,3.3952,4.67783333333,-0.433666666666,1.17726666667,0.408933333333,6.90206666667,1.84646666666,3.55633333333,13.7856666667,1.68123703704,4.59733333333,7.33341333333
