wavelength,Back_SicLebm,Belly_SicLebm,Breast_SicLebm,Crissum_SicLebm,Crown_SicLebm,DorTail_SicLebm,Rump_SicLebm,Throat_SicLebm,WingTip_SicLebm
375.09,14.3655,23.1433333333,15.898,34.969,8.39833333333,8.84966666667,11.8726666667,12.1065,8.3125
375.45,14.5633333333,23.1733333333,16.006,35.1253333333,8.55166666667,9.08766666667,11.998,12.0845,8.225
375.81,14.6438333333,23.1836666667,15.8733333333,35.141,8.51733333333,9.103,11.9523333333,12.1225,7.9765
376.18,14.6408333333,22.9033333333,15.9893333333,34.9536666667,8.59366666667,9.139,11.9573333333,12.154,7.9255
376.54,14.5313333333,22.6826666667,15.8503333333,34.8066666667,8.566,9.25433333333,11.965,12.032,7.9015
376.90,14.6483333333,22.5593333333,16.133,34.9153333333,8.52233333333,9.49,12.035,12.167,7.7975
377.26,14.8071666667,22.6413333333,16.2083333333,34.9953333333,8.74666666667,9.77033333333,12.154,12.38,8.0085
377.63,14.9815,22.6943333333,16.239,34.961,8.74933333333,9.839,12.124,12.3865,8.11
377.99,14.9136666667,22.5646666667,16.1193333333,34.8913333333,8.67966666667,9.91533333333,12.15,12.393,8.196
378.35,14.9886666667,22.4803333333,16.3356666667,34.8966666667,8.70866666667,9.87966666667,12.168,12.4345,8.2105
378.71,14.9595,22.391,16.297,34.8613333333,8.684,9.867,12.2373333333,12.32,8.1595
379.07,15.0558333333,22.179,16.352,34.9216666667,8.63333333333,9.749,12.234,12.4145,8.1985
379.44,15.037,22.1363333333,16.2503333333,34.7313333333,8.59266666667,9.72333333333,12.19,12.5285,8.348
379.80,15.0748333333,22.064,16.3846666667,34.639,8.68533333333,9.78633333333,12.2643333333,12.615,8.6655
380.16,15.0883333333,22.0816666667,16.261,34.6853333333,8.667,9.79266666667,12.3376666667,12.6215,8.725
380.52,15.0485,22.057,16.1696666667,34.5266666667,8.54,9.73333333333,12.337,12.5645,8.706
380.88,14.8975,21.9013333333,15.889,34.5483333333,8.512,9.48833333333,12.2273333333,12.4835,8.8125
381.24,14.8208333333,21.7796666667,15.9376666667,34.621,8.50066666667,9.36366666667,12.263,12.554,8.8685
381.61,14.7738333333,21.6203333333,15.985,34.7663333333,8.52633333333,9.42966666667,12.3206666667,12.5615,8.739
381.97,14.763,21.4393333333,15.9196666667,34.8013333333,8.52,9.39166666667,12.2716666667,12.4905,8.711
382.33,14.8546666667,21.322,15.825,34.9533333333,8.58533333333,9.46733333333,12.277,12.448,8.8405
382.69,15.0085,21.305,16.0543333333,34.9436666667,8.72866666667,9.69166666667,12.2936666667,12.6885,8.9835
383.05,14.882,21.2986666667,15.883,34.791,8.72333333333,9.661,12.2643333333,12.563,8.9955
383.41,14.865,21.1396666667,15.8216666667,34.8383333333,8.659,9.56333333333,12.1976666667,12.323,8.9395
383.77,14.8063333333,21.0003333333,15.7716666667,34.8576666667,8.65966666667,9.46733333333,12.2056666667,12.267,8.8885
384.14,14.944,20.9486666667,15.8926666667,34.8936666667,8.775,9.52233333333,12.2476666667,12.3415,8.998
384.50,14.9956666667,20.8583333333,16.009,34.906,8.92966666667,9.537,12.2866666667,12.4305,9.039
384.86,15.0686666667,20.903,16.0976666667,34.8446666667,8.94366666667,9.65633333333,12.3926666667,12.41,9.091
385.22,15.0263333333,20.7016666667,15.9196666667,34.7446666667,8.889,9.65633333333,12.2593333333,12.228,8.904
385.58,14.9396666667,20.525,15.731,34.5016666667,8.96233333333,9.614,12.237,12.136,9.021
385.94,14.8828333333,20.3963333333,15.8376666667,34.4006666667,8.91866666667,9.59733333333,12.1853333333,12.1145,8.924
386.30,14.8775,20.3873333333,15.8026666667,34.3536666667,8.832,9.57533333333,12.134,12.138,8.877
386.66,14.7113333333,20.1946666667,15.6326666667,34.396,8.684,9.289,12.0616666667,11.797,8.759
387.03,14.6515,20.0646666667,15.746,34.2823333333,8.655,9.35133333333,12.0743333333,11.7185,8.7015
387.39,14.6333333333,20.0476666667,15.8986666667,34.2693333333,8.75966666667,9.55033333333,12.128,11.8685,8.749
387.75,14.6346666667,20.0703333333,15.9996666667,34.234,8.841,9.72,12.0703333333,11.8465,8.797
388.11,14.429,19.8626666667,15.7726666667,34.061,8.677,9.62866666667,11.8746666667,11.7035,8.5965
388.47,14.3736666667,19.7493333333,15.6273333333,34.0143333333,8.60333333333,9.609,11.855,11.5475,8.614
388.83,14.2853333333,19.536,15.442,33.915,8.533,9.56066666667,11.721,11.4245,8.451
389.19,14.2251666667,19.3706666667,15.4293333333,33.8476666667,8.362,9.47666666667,11.6233333333,11.471,8.36
389.55,14.2951666667,19.442,15.5546666667,33.9973333333,8.299,9.497,11.6703333333,11.5965,8.3575
389.91,14.272,19.4583333333,15.4533333333,33.9726666667,8.353,9.48666666667,11.7113333333,11.57,8.43
390.27,14.2875,19.5533333333,15.4253333333,33.973,8.45566666667,9.625,11.8506666667,11.569,8.5155
390.63,14.345,19.507,15.4196666667,33.798,8.56066666667,9.88266666667,11.866,11.8005,8.61
391.00,14.39,19.499,15.4636666667,33.8806666667,8.55633333333,9.925,11.976,11.796,8.7235
391.36,14.3735,19.2503333333,15.332,33.8003333333,8.42866666667,9.697,11.9563333333,11.661,8.7195
391.72,14.4083333333,19.2046666667,15.281,33.78,8.28733333333,9.70266666667,11.995,11.705,8.659
392.08,14.4285,19.1673333333,15.4043333333,33.778,8.25766666667,9.73933333333,11.971,11.6735,8.6915
392.44,14.4131666667,19.063,15.53,33.748,8.34933333333,9.766,12.0123333333,11.6835,8.7915
392.80,14.3768333333,19.0133333333,15.5913333333,33.6473333333,8.328,9.698,11.969,11.698,8.8445
393.16,14.4726666667,18.9833333333,15.5816666667,33.6086666667,8.51166666667,9.888,12.171,11.7235,9.0685
393.52,14.4681666667,18.8296666667,15.5763333333,33.4686666667,8.614,9.975,12.1846666667,11.6555,9.0985
393.88,14.3593333333,18.6503333333,15.4503333333,33.3393333333,8.53233333333,9.971,12.162,11.608,9.031
394.24,14.3111666667,18.352,15.473,33.148,8.46733333333,9.89333333333,12.1023333333,11.624,9.035
394.60,14.2306666667,18.177,15.4523333333,33.0106666667,8.37633333333,9.736,12.049,11.463,8.917
394.96,14.2093333333,18.0006666667,15.4013333333,32.843,8.35033333333,9.72466666667,11.9326666667,11.5175,8.8685
395.32,14.1505,17.9473333333,15.383,32.738,8.36366666667,9.77033333333,11.8806666667,11.4495,8.8385
395.68,13.8825,17.54,15.1386666667,32.3763333333,8.284,9.46166666667,11.7206666667,11.2,8.752
396.04,13.8496666667,17.353,15.043,32.2253333333,8.31566666667,9.48166666667,11.6883333333,11.136,8.7705
396.40,13.788,17.1803333333,14.9416666667,32.1033333333,8.187,9.43,11.641,11.017,8.7145
396.76,13.7528333333,16.9293333333,14.853,32.0263333333,8.12033333333,9.486,11.6393333333,10.9285,8.746
397.12,13.5718333333,16.7726666667,14.7386666667,31.8723333333,7.97833333333,9.38333333333,11.483,10.8225,8.6965
397.48,13.3765,16.4336666667,14.5683333333,31.671,7.84033333333,9.22133333333,11.3653333333,10.622,8.606
397.84,13.3888333333,16.2443333333,14.502,31.513,7.79066666667,9.176,11.259,10.499,8.6085
398.20,13.3576666667,16.1313333333,14.4376666667,31.4736666667,7.77866666667,9.17633333333,11.2546666667,10.475,8.579
398.56,13.3253333333,16.0493333333,14.3326666667,31.5233333333,7.731,9.20166666667,11.2573333333,10.3835,8.5875
398.92,13.1743333333,15.8843333333,14.096,31.4153333333,7.626,9.10733333333,11.2173333333,10.2305,8.441
399.28,13.1866666667,15.793,14.108,31.2936666667,7.61933333333,9.19066666667,11.2706666667,10.343,8.476
399.64,13.3216666667,15.9076666667,14.259,31.3816666667,7.706,9.41033333333,11.4446666667,10.5085,8.682
400.00,13.388,15.9466666667,14.1983333333,31.3016666667,7.72633333333,9.44733333333,11.512,10.562,8.7525
400.36,13.3708333333,15.896,14.1706666667,31.2863333333,7.827,9.54666666667,11.4906666667,10.6095,8.7975
400.72,13.3113333333,15.7103333333,14.018,31.18,7.70766666667,9.42733333333,11.355,10.527,8.6335
401.08,13.3408333333,15.5896666667,13.958,31.0446666667,7.68233333333,9.461,11.337,10.426,8.6285
401.44,13.4463333333,15.5813333333,13.9983333333,31.118,7.67933333333,9.485,11.3496666667,10.5165,8.7035
401.80,13.4348333333,15.4903333333,14.0043333333,31.097,7.71566666667,9.52,11.3973333333,10.5535,8.8195
402.16,13.3711666667,15.349,14.0423333333,30.971,7.66633333333,9.49266666667,11.4046666667,10.484,8.807
402.52,13.437,15.2563333333,14.0473333333,30.89,7.75233333333,9.63066666667,11.4803333333,10.575,8.942
402.88,13.5415,15.2646666667,14.2506666667,30.9423333333,7.98233333333,9.862,11.6276666667,10.6535,9.2025
403.24,13.5215,15.2416666667,14.215,30.9223333333,7.98266666667,9.904,11.6893333333,10.633,9.284
403.60,13.5353333333,15.105,14.113,30.9386666667,7.99133333333,9.83666666667,11.5963333333,10.5655,9.2655
403.95,13.4581666667,15.0166666667,14.097,30.9353333333,8.03033333333,9.89266666667,11.7036666667,10.5445,9.3475
404.31,13.429,14.9443333333,13.9073333333,30.7916666667,7.90466666667,9.85933333333,11.6696666667,10.541,9.3245
404.67,13.4838333333,15.0186666667,13.9506666667,30.8276666667,8.04733333333,9.92266666667,11.797,10.542,9.42
405.03,13.398,14.9816666667,13.9686666667,30.767,8.02066666667,9.903,11.807,10.543,9.388
405.39,13.3488333333,14.9153333333,13.9476666667,30.648,8.01766666667,9.96933333333,11.8516666667,10.511,9.339
405.75,13.4398333333,14.937,14.012,30.607,8.11333333333,10.0363333333,11.902,10.5875,9.35
406.11,13.3486666667,14.9306666667,13.927,30.618,8.10033333333,9.97766666667,11.8123333333,10.466,9.288
406.47,13.3796666667,14.9153333333,13.996,30.5766666667,8.14633333333,9.89066666667,11.861,10.4145,9.296
406.83,13.2938333333,14.7446666667,13.8593333333,30.4053333333,7.95833333333,9.733,11.69,10.3155,9.1245
407.19,13.2211666667,14.6113333333,13.872,30.3426666667,7.92233333333,9.622,11.5293333333,10.189,8.994
407.55,13.1743333333,14.6053333333,13.9266666667,30.2783333333,7.91433333333,9.68533333333,11.5456666667,10.16,8.892
407.90,13.1545,14.5223333333,13.8666666667,30.275,7.93466666667,9.67533333333,11.51,10.1325,8.8475
408.26,13.2101666667,14.4966666667,13.9393333333,30.3286666667,7.90866666667,9.605,11.4996666667,10.1655,8.8575
408.62,13.1461666667,14.511,13.927,30.2753333333,7.85433333333,9.645,11.4506666667,10.1955,8.9215
408.98,13.1758333333,14.4796666667,13.8296666667,30.3056666667,7.854,9.689,11.4043333333,10.188,8.869
409.34,13.1615,14.435,13.7316666667,30.3096666667,7.77366666667,9.668,11.2896666667,10.089,8.8335
409.70,13.0408333333,14.3493333333,13.6546666667,30.345,7.67666666667,9.64666666667,11.2496666667,9.9915,8.8245
410.06,13.1196666667,14.343,13.652,30.3143333333,7.72533333333,9.71733333333,11.2933333333,10.076,8.8835
410.42,13.064,14.3536666667,13.5693333333,30.2663333333,7.65733333333,9.75333333333,11.2353333333,10.083,8.896
410.77,13.0981666667,14.394,13.6013333333,30.336,7.71166666667,9.79,11.333,10.0445,8.9855
411.13,13.1653333333,14.4626666667,13.5976666667,30.335,7.77666666667,9.952,11.42,10.121,9.073
411.49,13.1058333333,14.3773333333,13.467,30.3166666667,7.72933333333,9.87066666667,11.3626666667,10.0805,9.078
411.85,13.011,14.347,13.5003333333,30.1563333333,7.60233333333,9.813,11.278,9.986,9.0405
412.21,13.0083333333,14.255,13.5226666667,30.0556666667,7.67133333333,9.90666666667,11.2986666667,9.9575,9.0855
412.57,13.0356666667,14.143,13.4823333333,30.0753333333,7.67966666667,9.93733333333,11.3413333333,9.9265,9.0105
412.92,13.0556666667,14.1283333333,13.531,30.0403333333,7.69266666667,9.874,11.331,9.9395,9.075
413.28,13.0736666667,14.148,13.5586666667,30.0056666667,7.74466666667,9.822,11.3696666667,10.0015,9.1565
413.64,13.1566666667,14.221,13.6383333333,30.0086666667,7.84766666667,9.78833333333,11.512,10.0985,9.2635
414.00,13.1071666667,14.146,13.5846666667,29.8843333333,7.829,9.87,11.464,10.0525,9.313
414.36,13.0305,14.03,13.6043333333,29.81,7.826,9.85066666667,11.4143333333,10.172,9.2465
414.72,12.9688333333,13.9263333333,13.497,29.7376666667,7.78866666667,9.87133333333,11.364,10.1465,9.1755
415.07,12.9496666667,13.82,13.459,29.7506666667,7.77966666667,9.805,11.3643333333,10.113,9.1855
415.43,12.9463333333,13.6946666667,13.3803333333,29.5783333333,7.74433333333,9.831,11.3733333333,10.1395,9.153
415.79,12.9733333333,13.5726666667,13.3586666667,29.554,7.81066666667,9.804,11.3673333333,10.1355,9.248
416.15,12.9711666667,13.5476666667,13.3516666667,29.4866666667,7.86066666667,9.83166666667,11.393,10.141,9.255
416.51,12.9033333333,13.475,13.345,29.359,7.89466666667,9.91866666667,11.358,10.1295,9.273
416.86,12.9248333333,13.417,13.3816666667,29.3333333333,7.91666666667,9.926,11.3686666667,10.1405,9.2635
417.22,12.8733333333,13.3003333333,13.4416666667,29.2586666667,7.918,10.014,11.3793333333,10.146,9.207
417.58,12.8023333333,13.1526666667,13.3756666667,29.1276666667,7.844,10.085,11.27,10.032,9.101
417.94,12.8358333333,13.08,13.2796666667,29.1053333333,7.849,10.0626666667,11.2926666667,10.027,9.114
418.29,12.843,12.9596666667,13.1956666667,29.052,7.82533333333,10.0826666667,11.2993333333,9.9105,9.1425
418.65,12.8791666667,12.9413333333,13.2043333333,29.0026666667,7.88233333333,10.1443333333,11.363,9.97,9.2625
419.01,12.8288333333,12.8503333333,13.1663333333,28.829,7.87033333333,10.1403333333,11.34,9.9385,9.2915
419.37,12.8268333333,12.7913333333,13.141,28.8143333333,7.87566666667,10.1706666667,11.2963333333,9.906,9.3185
419.73,12.8141666667,12.703,13.0683333333,28.7256666667,7.83733333333,10.1936666667,11.2573333333,9.908,9.2525
420.08,12.7358333333,12.564,13.05,28.6036666667,7.785,10.1866666667,11.1813333333,9.837,9.2325
420.44,12.7081666667,12.485,12.9673333333,28.477,7.73733333333,10.166,11.155,9.787,9.243
420.80,12.6515,12.4076666667,12.8816666667,28.4066666667,7.73666666667,10.1636666667,11.1793333333,9.7275,9.298
421.16,12.6246666667,12.3206666667,12.7763333333,28.3173333333,7.71966666667,10.171,11.137,9.6575,9.349
421.51,12.628,12.2533333333,12.7136666667,28.2223333333,7.689,10.151,11.105,9.662,9.331
421.87,12.5728333333,12.1466666667,12.7096666667,28.1273333333,7.664,10.159,11.0646666667,9.6375,9.333
422.23,12.5856666667,12.1133333333,12.6773333333,28.0566666667,7.659,10.1856666667,11.0616666667,9.61,9.3775
422.58,12.5695,12.05,12.646,27.956,7.666,10.189,11.0243333333,9.6055,9.3555
422.94,12.5595,11.96,12.5506666667,27.922,7.64666666667,10.207,10.9913333333,9.617,9.3495
423.30,12.4993333333,11.8583333333,12.5003333333,27.81,7.59866666667,10.1353333333,10.957,9.5625,9.3495
423.66,12.511,11.8303333333,12.4993333333,27.7853333333,7.6,10.158,10.9666666667,9.5815,9.3985
424.01,12.52,11.783,12.392,27.717,7.57133333333,10.141,10.954,9.5675,9.374
424.37,12.5263333333,11.6983333333,12.3906666667,27.6913333333,7.54733333333,10.1386666667,10.9506666667,9.541,9.3575
424.73,12.548,11.6183333333,12.423,27.6126666667,7.52066666667,10.1943333333,10.896,9.5675,9.3135
425.08,12.5455,11.588,12.3856666667,27.5566666667,7.50766666667,10.1846666667,10.879,9.5695,9.307
425.44,12.4703333333,11.5133333333,12.359,27.4426666667,7.50433333333,10.1423333333,10.8613333333,9.527,9.355
425.80,12.5168333333,11.524,12.375,27.4313333333,7.54266666667,10.1473333333,10.893,9.538,9.397
426.16,12.526,11.5013333333,12.3926666667,27.393,7.582,10.167,10.9126666667,9.5945,9.417
426.51,12.5335,11.445,12.3973333333,27.383,7.55666666667,10.1093333333,10.9053333333,9.5555,9.415
426.87,12.5291666667,11.4163333333,12.4203333333,27.3073333333,7.54966666667,10.079,10.9223333333,9.497,9.419
427.23,12.5525,11.4213333333,12.4133333333,27.277,7.625,10.2076666667,10.9333333333,9.494,9.449
427.58,12.4983333333,11.355,12.3083333333,27.1866666667,7.619,10.2243333333,10.9183333333,9.442,9.401
427.94,12.5121666667,11.3883333333,12.42,27.2213333333,7.69333333333,10.2896666667,10.9743333333,9.456,9.469
428.30,12.4721666667,11.368,12.3563333333,27.1816666667,7.71033333333,10.269,10.959,9.4125,9.472
428.65,12.4356666667,11.3543333333,12.2986666667,27.161,7.72533333333,10.2666666667,10.953,9.3735,9.479
429.01,12.4613333333,11.3273333333,12.3333333333,27.2116666667,7.74833333333,10.2306666667,11.007,9.4315,9.4935
429.37,12.5763333333,11.402,12.4096666667,27.368,7.852,10.4193333333,11.0906666667,9.531,9.586
429.72,12.5085,11.354,12.4056666667,27.3873333333,7.827,10.457,11.0896666667,9.504,9.541
430.08,12.4805,11.317,12.382,27.391,7.79233333333,10.452,11.0493333333,9.4805,9.476
430.44,12.49,11.3596666667,12.3866666667,27.3813333333,7.814,10.5723333333,11.041,9.5235,9.5255
430.79,12.477,11.309,12.38,27.408,7.77166666667,10.562,11.0066666667,9.559,9.5095
431.15,12.5286666667,11.364,12.414,27.4246666667,7.782,10.5316666667,11.047,9.6495,9.5345
431.50,12.5963333333,11.3606666667,12.529,27.4846666667,7.819,10.5343333333,11.0866666667,9.662,9.5995
431.86,12.5825,11.3356666667,12.446,27.533,7.79333333333,10.52,11.0986666667,9.671,9.5955
432.22,12.6316666667,11.407,12.5486666667,27.5723333333,7.86066666667,10.561,11.142,9.7635,9.6855
432.57,12.62,11.4306666667,12.5216666667,27.5573333333,7.86433333333,10.5143333333,11.1673333333,9.7055,9.733
432.93,12.5421666667,11.4006666667,12.4453333333,27.4436666667,7.82033333333,10.4823333333,11.0736666667,9.6065,9.6905
433.29,12.4675,11.3143333333,12.3653333333,27.3793333333,7.75033333333,10.3846666667,11.0506666667,9.4935,9.6555
433.64,12.4311666667,11.28,12.2966666667,27.2926666667,7.72066666667,10.3586666667,11.0063333333,9.449,9.6675
434.00,12.3361666667,11.2336666667,12.2223333333,27.2373333333,7.685,10.2653333333,10.9296666667,9.3605,9.668
434.35,12.291,11.135,12.1566666667,27.18,7.633,10.1856666667,10.872,9.277,9.618
434.71,12.2588333333,11.1696666667,12.1616666667,27.1393333333,7.62733333333,10.1993333333,10.8576666667,9.2475,9.6195
435.07,12.2545,11.14,12.1406666667,27.1703333333,7.60733333333,10.202,10.874,9.184,9.6725
435.42,12.2193333333,11.1853333333,12.115,27.1446666667,7.595,10.213,10.8666666667,9.141,9.699
435.78,12.2243333333,11.2283333333,12.1706666667,27.1176666667,7.60866666667,10.2366666667,10.8626666667,9.125,9.708
436.13,12.2155,11.2213333333,12.1853333333,27.1026666667,7.58466666667,10.218,10.8786666667,9.137,9.694
436.49,12.2101666667,11.2323333333,12.204,27.136,7.59433333333,10.2066666667,10.876,9.2005,9.664
436.84,12.3238333333,11.371,12.3326666667,27.2706666667,7.69833333333,10.3486666667,11.0183333333,9.359,9.767
437.20,12.4063333333,11.4393333333,12.431,27.3796666667,7.72633333333,10.3703333333,11.019,9.456,9.7535
437.56,12.4688333333,11.5073333333,12.5416666667,27.4423333333,7.78766666667,10.3623333333,11.1083333333,9.548,9.7775
437.91,12.5748333333,11.5853333333,12.6443333333,27.5413333333,7.90033333333,10.4966666667,11.2206666667,9.6355,9.8455
438.27,12.6023333333,11.6656666667,12.6773333333,27.603,7.90933333333,10.5056666667,11.2936666667,9.7415,9.862
438.62,12.6456666667,11.7046666667,12.665,27.6906666667,7.91066666667,10.5036666667,11.2923333333,9.783,9.8495
438.98,12.6691666667,11.741,12.7423333333,27.6703333333,7.90766666667,10.5803333333,11.29,9.8545,9.819
439.33,12.6733333333,11.7163333333,12.7433333333,27.658,7.91466666667,10.5573333333,11.28,9.8865,9.7835
439.69,12.666,11.6946666667,12.702,27.656,7.913,10.547,11.292,9.917,9.791
440.04,12.7045,11.7436666667,12.738,27.6913333333,7.93333333333,10.605,11.302,9.953,9.8065
440.40,12.7323333333,11.739,12.7773333333,27.709,7.95933333333,10.6916666667,11.3006666667,9.9875,9.8535
440.75,12.7485,11.7346666667,12.7946666667,27.6896666667,7.98133333333,10.7006666667,11.3283333333,9.996,9.8685
441.11,12.7826666667,11.7373333333,12.7566666667,27.7043333333,8.037,10.7423333333,11.3743333333,10.0255,9.9275
441.47,12.8148333333,11.7696666667,12.7293333333,27.7356666667,8.03466666667,10.8013333333,11.3466666667,10.021,9.911
441.82,12.792,11.746,12.7386666667,27.708,7.98333333333,10.759,11.3383333333,10.0135,9.895
442.18,12.767,11.7156666667,12.721,27.669,8.01566666667,10.7856666667,11.34,9.9805,9.9175
442.53,12.7861666667,11.7133333333,12.7536666667,27.641,8.06766666667,10.8233333333,11.412,9.9925,9.994
442.89,12.7536666667,11.6363333333,12.7083333333,27.6236666667,8.087,10.793,11.42,9.978,9.978
443.24,12.7778333333,11.648,12.718,27.6103333333,8.097,10.8716666667,11.4563333333,10.0365,10.0205
443.60,12.7385,11.5733333333,12.705,27.5336666667,8.07,10.8116666667,11.4206666667,10.015,10.027
443.95,12.7221666667,11.534,12.6293333333,27.4406666667,8.12266666667,10.8243333333,11.4406666667,9.965,10.0725
444.31,12.7035,11.5073333333,12.5806666667,27.3386666667,8.097,10.773,11.471,9.932,10.102
444.66,12.6423333333,11.4203333333,12.5366666667,27.2976666667,8.065,10.7733333333,11.4323333333,9.869,10.0675
445.02,12.5646666667,11.3496666667,12.492,27.141,7.99866666667,10.709,11.3486666667,9.7865,10.0065
445.37,12.5216666667,11.2473333333,12.4336666667,27.0566666667,7.966,10.697,11.3333333333,9.7255,10.006
445.72,12.5085,11.2186666667,12.4186666667,26.9756666667,7.96033333333,10.7296666667,11.296,9.719,9.9705
446.08,12.5066666667,11.1506666667,12.4063333333,26.9283333333,7.924,10.739,11.246,9.6855,9.9645
446.43,12.4663333333,11.0933333333,12.365,26.882,7.88533333333,10.7336666667,11.196,9.6525,9.923
446.79,12.4531666667,11.043,12.3263333333,26.807,7.84166666667,10.7,11.134,9.577,9.9075
447.14,12.4091666667,10.9826666667,12.295,26.727,7.83833333333,10.6586666667,11.103,9.543,9.889
447.50,12.4716666667,10.9963333333,12.3243333333,26.7196666667,7.883,10.7423333333,11.1346666667,9.5855,9.942
447.85,12.442,10.888,12.3066666667,26.6493333333,7.81333333333,10.6826666667,11.0666666667,9.5415,9.9095
448.21,12.3883333333,10.79,12.243,26.5923333333,7.78533333333,10.6966666667,11.0266666667,9.461,9.8705
448.56,12.3533333333,10.7133333333,12.1876666667,26.4836666667,7.75366666667,10.663,10.9816666667,9.429,9.886
448.92,12.3541666667,10.692,12.221,26.4746666667,7.79333333333,10.7623333333,11.0313333333,9.483,9.93
449.27,12.323,10.6223333333,12.2043333333,26.3816666667,7.79366666667,10.7493333333,11.0056666667,9.4645,9.923
449.62,12.2943333333,10.5333333333,12.1746666667,26.363,7.81566666667,10.7686666667,11.0283333333,9.3975,10.004
449.98,12.3041666667,10.5583333333,12.189,26.2943333333,7.843,10.8006666667,11.0493333333,9.423,10.029
450.33,12.3208333333,10.5183333333,12.1743333333,26.2766666667,7.896,10.859,11.0776666667,9.4565,10.065
450.69,12.3673333333,10.5443333333,12.2356666667,26.3203333333,7.999,10.9803333333,11.166,9.5165,10.1875
451.04,12.3723333333,10.517,12.2266666667,26.3406666667,7.99166666667,10.977,11.1426666667,9.49,10.23
451.40,12.3018333333,10.4216666667,12.1993333333,26.269,7.965,10.9793333333,11.086,9.421,10.1825
451.75,12.2705,10.401,12.1736666667,26.208,7.966,10.9883333333,11.0743333333,9.3905,10.154
452.10,12.3093333333,10.398,12.2116666667,26.1813333333,7.97366666667,10.9963333333,11.0603333333,9.434,10.1395
452.46,12.3465,10.4116666667,12.22,26.1873333333,8.01166666667,11.0376666667,11.0426666667,9.435,10.1305
452.81,12.3005,10.3233333333,12.1193333333,26.08,7.91966666667,10.9693333333,10.9453333333,9.321,10.0555
453.17,12.3123333333,10.3226666667,12.1756666667,26.054,7.9,10.9683333333,10.9266666667,9.351,10.0435
453.52,12.359,10.399,12.1406666667,26.0143333333,7.916,10.9743333333,10.916,9.439,10.0655
453.87,12.3563333333,10.3713333333,12.1756666667,26.0553333333,7.95,10.9956666667,10.9286666667,9.4255,10.098
454.23,12.3668333333,10.3526666667,12.2036666667,25.9506666667,7.91766666667,10.9666666667,10.9106666667,9.433,10.0775
454.58,12.2765,10.2843333333,12.098,25.8736666667,7.87633333333,10.907,10.8776666667,9.409,10.0085
454.93,12.2966666667,10.2536666667,12.094,25.868,7.88,10.943,10.907,9.4025,9.9895
455.29,12.3298333333,10.3293333333,12.077,25.923,7.913,10.9993333333,10.9606666667,9.416,10.031
455.64,12.3396666667,10.3323333333,12.0476666667,25.964,7.93433333333,11.0273333333,10.9936666667,9.4685,10.0755
456.00,12.3058333333,10.3623333333,12.0483333333,25.945,7.95,11.0236666667,11.042,9.4625,10.0915
456.35,12.275,10.33,12.0316666667,25.9433333333,7.88266666667,10.957,11.035,9.4135,10.0735
456.70,12.3453333333,10.4063333333,12.1073333333,26.0306666667,7.95833333333,10.985,11.1073333333,9.52,10.1295
457.06,12.3661666667,10.4856666667,12.084,26.106,8.01033333333,11.032,11.1603333333,9.5735,10.2015
457.41,12.3793333333,10.4973333333,12.0916666667,26.1553333333,8.00466666667,11.0326666667,11.1726666667,9.5465,10.153
457.76,12.393,10.5023333333,12.041,26.179,7.99833333333,11.0096666667,11.162,9.574,10.174
458.12,12.4066666667,10.53,12.0643333333,26.2796666667,8.034,11.0073333333,11.208,9.5445,10.2265
458.47,12.4595,10.581,12.135,26.3416666667,8.03266666667,10.958,11.2016666667,9.541,10.2335
458.82,12.4666666667,10.629,12.1886666667,26.3593333333,8.06566666667,10.9543333333,11.2313333333,9.571,10.265
459.18,12.461,10.6133333333,12.194,26.3383333333,8.00533333333,10.9013333333,11.1766666667,9.5755,10.227
459.53,12.5416666667,10.6683333333,12.2433333333,26.4256666667,8.02933333333,10.958,11.2193333333,9.5975,10.243
459.88,12.5968333333,10.7153333333,12.2916666667,26.505,8.04266666667,10.982,11.2286666667,9.626,10.2645
460.24,12.6333333333,10.8046666667,12.3623333333,26.549,8.07666666667,11.016,11.266,9.6955,10.2715
460.59,12.6626666667,10.8796666667,12.4053333333,26.5953333333,8.095,11.0306666667,11.3033333333,9.6955,10.3135
460.94,12.7126666667,10.9223333333,12.447,26.6966666667,8.12366666667,11.0476666667,11.3403333333,9.7235,10.345
461.29,12.7503333333,10.978,12.5046666667,26.748,8.153,11.041,11.3773333333,9.8035,10.3675
461.65,12.809,11.0686666667,12.6193333333,26.833,8.173,11.0846666667,11.4436666667,9.842,10.396
462.00,12.875,11.166,12.6546666667,26.937,8.19766666667,11.1336666667,11.4726666667,9.8965,10.416
462.35,12.9185,11.298,12.7636666667,27.0286666667,8.223,11.2316666667,11.5686666667,9.9975,10.479
462.71,12.999,11.3873333333,12.8083333333,27.1486666667,8.24466666667,11.301,11.6026666667,10.0425,10.509
463.06,13.055,11.5126666667,12.919,27.322,8.30866666667,11.334,11.6703333333,10.061,10.5165
463.41,13.037,11.613,12.966,27.4223333333,8.31266666667,11.342,11.652,10.124,10.5155
463.76,13.1476666667,11.726,13.037,27.606,8.40433333333,11.388,11.7116666667,10.2405,10.546
464.12,13.2315,11.8176666667,13.1393333333,27.8256666667,8.53833333333,11.4733333333,11.824,10.277,10.6575
464.47,13.3241666667,11.9166666667,13.3016666667,27.9686666667,8.58233333333,11.557,11.874,10.397,10.668
464.82,13.3695,11.991,13.3923333333,28.0533333333,8.60366666667,11.4876666667,11.892,10.4015,10.6265
