wavelength,Back_TerVirm,Belly_TerVirm,Breast_TerVirm,Crissum_TerVirm,Crown_TerVirm,DorTail_TerVirm,Rump_TerVirm,Throat_TerVirm,WingTip_TerVirm
326.21,26.8133333333,32.9675333334,34.1062666667,29.8146,36.5619333333,8.15666666667,28.8916666667,6.1885,8.21826666667
326.57,27.153,33.3858,34.5336666667,30.3234666667,36.9752666667,8.47953333333,29.2918,6.3989,8.4246
326.94,27.3357666667,33.7067333333,34.7600666667,30.5274666667,37.2824666667,8.59286666665,29.5922666667,6.4308,8.4693
327.31,27.4849333333,33.9794666667,34.9288666667,30.6667333333,37.5278,8.55386666667,29.8128666667,6.28436666667,8.39226666667
327.67,27.5864666667,34.2342,35.1482,30.8909333333,37.7280666667,8.6588,30.0463333333,6.28486666667,8.47736666667
328.04,27.8812666667,34.8314,35.6585333333,31.4208,38.2738,8.81046666668,30.5048666667,6.50393333333,8.66463333333
328.41,27.9217666667,34.8832,35.691,31.5446666667,38.3197333333,8.76346666666,30.5131333333,6.482,8.63066666667
328.78,27.8129333334,34.8742,35.5948666667,31.5716,38.1236,8.53966666667,30.4450666667,6.3824,8.4301
329.14,27.7400333333,35.0072,35.4801333334,31.585,38.0722666667,8.484,30.4391333333,6.3723,8.3157
329.51,27.779,35.1636,35.5317333333,31.7648666667,38.1592666667,8.4096,30.5696666667,6.3229,8.30673333333
329.88,27.8300333334,35.1632,35.6124666667,31.8538,38.2332666667,8.20786666666,30.6666,6.06526666667,8.24496666667
330.24,27.8034333334,35.2626,35.7010666667,31.7997333333,38.2055333333,7.9996,30.6088,5.86713333333,8.1062
330.61,27.6827333333,35.2197333333,35.6088,31.6242666667,38.1596666667,7.6402,30.4857333333,5.5982,7.8159
330.98,27.8406,35.3838,35.8916666667,31.7764666667,38.344,7.60266666667,30.5909333333,5.5442,7.76363333333
331.34,28.2181333334,35.7435333333,36.3786,32.2761333333,38.6540666667,7.97599999999,31.0718666667,5.96326666667,8.1798
331.71,28.5036,36.1320666667,36.8564666667,32.4876666667,38.9741333333,8.11713333333,31.3906666667,6.1434,8.31213333333
332.08,28.7284,36.1423333333,36.9492,32.5570666667,38.9239333334,8.17160000001,31.4914,6.25553333333,8.3742
332.44,28.9759666667,36.421,37.1682,32.699,39.1636666667,8.20973333333,31.6557333333,6.3276,8.37966666667
332.81,29.0886,36.7446666667,37.4934666667,32.8270666667,39.4473333333,8.28693333333,31.8774666667,6.3006,8.40046666667
333.18,29.1672,36.8402,37.6942,32.9536666667,39.5666,8.2946,31.9138666667,6.3399,8.45366666667
333.54,29.2342,37.0070666667,37.72,33.0529333333,39.6251333333,8.23526666667,31.9874,6.28133333333,8.33383333333
333.91,29.6426333333,37.4705333333,38.1407333333,33.4898666667,40.0805333333,8.48473333333,32.4402,6.5671,8.52903333333
334.28,29.7124666667,37.5934,38.1747333333,33.6351333333,40.1942666667,8.5152,32.5544666666,6.5144,8.48093333333
334.64,29.9441,37.9072666667,38.5306666667,33.8907333333,40.5051333334,8.68113333333,32.9003333333,6.6597,8.55906666667
335.01,30.2709666667,38.3318666667,38.8373333333,34.2326666667,40.8794666667,8.94639999999,33.2409333333,6.97166666667,8.77763333333
335.38,30.3722,38.4470666667,39.0184,34.2076,41.0709333333,9.03253333333,33.3542666666,6.9167,8.75446666667
335.74,30.3496666667,38.4669333333,39.0016,34.3127333333,41.1472,9.01560000001,33.4144,6.79846666667,8.72323333333
336.11,30.3616333333,38.6974,39.1422,34.4333333333,41.3332666667,8.98906666668,33.647,6.64626666667,8.61266666667
336.47,30.1305,38.5647333333,39.1129333333,34.3083333333,41.203,8.7942,33.6478,6.38683333333,8.37236666667
336.84,30.4109666667,38.7559333333,39.3894,34.5003333333,41.4236666667,8.938,33.9594666667,6.59383333333,8.50126666667
337.21,30.4365666667,38.8868666666,39.4618,34.5034,41.5093333333,8.75833333333,34.1768666666,6.4472,8.42103333333
337.57,30.4057333333,38.9057333333,39.5335333333,34.4206,41.5210666667,8.54673333333,34.2112666667,6.30843333333,8.33416666667
337.94,30.3307333333,38.9388,39.5510666667,34.1875333333,41.4919333333,8.27826666667,34.0834,6.04323333333,8.04586666667
338.31,30.4069666667,39.0498,39.7305333333,34.2372,41.6855333333,8.1684,34.2936,6.0442,7.96776666667
338.67,30.6123333333,39.2766,39.893,34.4511333333,41.8551333333,8.3802,34.5192,6.2903,8.28643333333
339.04,30.8014666667,39.5274666667,40.192,34.6514666667,42.0712,8.4546,34.791,6.37093333333,8.42273333333
339.40,30.9937666667,39.8869333333,40.5088666667,34.9096666667,42.3775333333,8.34366666667,34.9981333333,6.3861,8.3968
339.77,31.2275,40.1103333333,40.6335333333,35.0374,42.516,8.38993333333,35.1695333333,6.5876,8.5173
340.14,31.3989,40.1977333333,40.7177333333,35.0816,42.7327333333,8.24833333333,35.1439333334,6.51033333334,8.4304
340.50,31.7933666667,40.651,41.1512,35.4212,43.1836666667,8.30293333333,35.4968,6.6369,8.55836666667
340.87,31.8935333333,40.7196,41.1921333333,35.4184666667,43.336,8.23113333333,35.5012666667,6.5665,8.55476666667
341.23,32.1251333333,40.9107333333,41.3680666667,35.6613333333,43.5613333333,8.2968,35.6177333333,6.54633333333,8.52606666667
341.60,32.4687,41.2479333333,41.77,36.0479333333,43.9547333333,8.63139999999,35.8895333333,6.69363333333,8.6453
341.96,32.7307333333,41.5472666667,42.057,36.4150666667,44.2018,8.89793333333,36.295,6.97833333333,8.92116666667
342.33,32.9789,41.7507333333,42.3182,36.5898,44.4270666667,9.00519999999,36.4668,7.15666666667,8.98873333333
342.70,32.9799333333,41.8416,42.4796,36.6028,44.5206666667,8.78646666667,36.574,6.93573333333,8.73513333333
343.06,32.7007666667,41.5572,42.2600666667,36.4119333333,44.3374666667,8.40273333334,36.3455333334,6.52976666667,8.3317
343.43,32.6087333333,41.4068,42.253,36.2793333333,44.3247333333,8.20973333333,36.3767333333,6.2855,8.07966666667
343.79,32.7112,41.5307333334,42.4402,36.3181333333,44.4903333333,8.1458,36.5568666667,6.176,7.99813333333
344.16,32.9296,41.7815333333,42.7496666667,36.5601333333,44.7952666667,8.25413333334,36.8784,6.2742,8.2001
344.52,33.1086,41.9431333333,42.9497333333,36.6953333333,45.0226666667,8.285,37.0478666667,6.28706666667,8.21743333333
344.89,33.1086,42.0949333333,43.1387333333,36.8359333333,45.2049333333,8.17373333333,37.2380666667,6.22716666667,8.09966666667
345.25,33.124,42.2165333333,43.3258,36.8758666667,45.3519333333,8.02266666667,37.4255333333,6.16483333333,7.99346666667
345.62,33.2875,42.3876666667,43.604,37.0208,45.6038666667,7.92046666666,37.6901333333,6.12603333333,7.97036666667
345.99,33.4166333333,42.5842666667,43.8894666667,37.1405333333,45.8513333333,7.7812,37.8211333333,6.03453333333,7.86903333333
346.35,33.6885333333,42.9335333333,44.2372666667,37.4225333334,46.1934,7.8522,38.189,5.9862,7.97656666667
346.72,33.8162,43.0360666667,44.3500666667,37.4764666667,46.3734666667,7.74846666667,38.3112666667,5.8241,7.88976666667
347.08,34.2869333333,43.6046666667,44.8246,37.8152666667,46.8969333333,7.89213333334,38.8242666667,5.9671,8.02693333333
347.45,34.5646,43.9631333333,45.1324,38.2097333333,47.2102666667,7.9808,39.1412666667,6.1244,8.22193333333
347.81,34.8162333333,44.2588,45.5635333333,38.559,47.6533333333,8.01086666667,39.4768666667,6.2012,8.26366666667
348.18,34.8835666667,44.4086666667,45.7854666667,38.5400666667,47.7122,7.89893333334,39.5402666667,6.07553333333,8.0279
348.54,35.0053666667,44.6582,46.0252,38.6622,47.8528,7.8412,39.7492666667,6.0509,8.08253333333
348.91,35.1282,44.7669333333,46.239,38.7645333333,48.0046666667,7.72153333333,39.936,5.8536,7.96816666667
349.27,35.3357666667,44.97,46.4771333333,38.9022,48.2911333333,7.7364,40.0780666667,5.83926666667,8.03923333333
349.64,35.4492333333,45.1509333333,46.6447333333,39.004,48.5030666667,7.7722,40.2744,5.90573333333,8.13236666667
350.00,35.5177666667,45.1935333333,46.6872,38.9862,48.5510666667,7.8052,40.3082,5.818,8.07226666667
350.37,35.541,45.1806666667,46.7707333333,39.0118666667,48.5590666667,7.7826,40.3248,5.88003333333,8.02376666667
350.73,35.7282666667,45.3833333333,47.0266666667,39.254,48.8428,7.90833333333,40.6236666667,6.03616666667,8.1289
351.10,35.8087333333,45.3901333333,47.1862,39.3949333333,49.0065333333,7.992,40.717,6.1773,8.23566666667
351.46,36.0751666667,45.6816666667,47.4458666667,39.5278,49.3446,8.1538,40.9552666667,6.32056666667,8.36393333333
351.83,36.1355,45.7642,47.4914666667,39.4771333333,49.3884666667,8.07026666667,40.9846,6.1483,8.18776666667
352.19,36.1870666667,45.8629333333,47.6424666667,39.59,49.5266666667,8.0936,41.1400666667,6.19503333333,8.26373333333
352.55,36.4567666667,46.165,47.9640666667,39.8497333333,49.9392666666,8.2252,41.4156666667,6.30643333333,8.2993
352.92,36.8456333333,46.6378,48.3549333333,40.1971333333,50.3271333333,8.48586666667,41.7518666667,6.5461,8.49573333333
353.28,37.1573666667,46.8916,48.7039333333,40.5116666667,50.6046,8.72493333333,42.1455333334,6.73856666667,8.59943333333
353.65,37.2687333333,47.1236,48.9222,40.5631333333,50.8602666667,8.6474,42.2982,6.6392,8.4834
354.01,37.5761,47.5020666667,49.4126,40.8744666667,51.4422666667,8.58333333333,42.6685333333,6.61933333333,8.5457
354.38,37.7845666667,47.8176666667,49.7486666667,41.0196,51.8030666667,8.4946,42.9087333333,6.44793333333,8.48856666667
354.74,38.2040666667,48.3308666667,50.3129333333,41.3804,52.3704666667,8.53613333333,43.2377333334,6.51173333334,8.5573
355.11,38.3361666667,48.4923333333,50.5690666667,41.4250666667,52.6766666667,8.38833333333,43.4307333333,6.3097,8.3306
355.47,38.4182333333,48.7217333333,50.8428666667,41.5022,52.9173333333,8.3144,43.4962,6.24953333333,8.20086666667
355.83,38.6286333333,48.925,51.1282666667,41.6892666666,53.2603333333,8.3092,43.8004666667,6.31583333333,8.29603333333
356.20,38.9838333333,49.2838666667,51.5807333333,42.0476666667,53.8244,8.33426666667,44.1698666667,6.36413333333,8.339
356.56,39.2056666667,49.5269333333,51.9834,42.2868,54.2015333333,8.4184,44.4266,6.46203333334,8.4065
356.93,39.2689,49.6120666667,52.1624,42.3338666667,54.4888666667,8.3682,44.5268,6.43883333333,8.409
357.29,39.3393,49.8991333333,52.4542,42.3836666667,54.8243333333,8.19893333333,44.618,6.3397,8.3087
357.66,39.5265,50.0524666667,52.7469333333,42.5302,55.0760666666,8.19766666667,44.8384,6.3593,8.372
