wavelength,Back_TerVirm,Belly_TerVirm,Breast_TerVirm,Crissum_TerVirm,Crown_TerVirm,DorTail_TerVirm,Rump_TerVirm,Throat_TerVirm,WingTip_TerVirm
218.59,386.666633333,330.144933333,255.362333333,264.927533333,324.637666667,361.739066667,345.507133333,424.492766667,375.942066667
218.97,391.3043,353.623133333,267.826066667,288.695666667,334.782666667,375.941933334,348.115866667,449.275466667,386.086933333
219.34,504.8147,448.5186,342.222133334,365.185133333,410.740733333,482.963,424.0742,576.481433334,490.370433333
219.72,1775.33333333,1665.33333333,1198.66666667,1324.0,1450.66666667,1752.0,1442.66666667,2096.0,1779.33333333
220.10,1110.41666667,1081.66666667,816.666666667,870.833333333,920.833333334,1100.83333333,928.333333333,1273.33333333,1132.91666667
220.47,4488.33333333,4263.33333333,3330.0,3396.66666667,3753.33333333,4380.0,3660.0,5050.0,4496.66666667
220.85,-5.77876656732e+15,-5.39920182599e+15,-4.43109849701e+15,-4.3159496429e+15,-4.80213369358e+15,-5.81714951869e+15,-4.6486018881e+15,-6.35877561024e+15,-5.89604780761e+15
221.23,-777.0,-688.666666667,-610.0,-536.666666667,-617.333333333,-840.000000001,-618.666666667,-835.0,-801.0
221.61,-397.962933333,-343.333266667,-300.370466667,-247.777866667,-287.4074,-419.6296,-303.333266667,-402.7776,-426.851733333
221.98,-817.333333333,-662.666666667,-607.333333333,-522.0,-606.0,-782.666666667,-619.333333333,-791.666666667,-882.0
222.36,-614.358933333,-507.1794,-469.2308,-388.717933333,-453.846066667,-569.743533333,-473.846133333,-615.1282,-700.512733333
222.74,-480.222233333,-398.6666,-358.666666667,-284.888866667,-343.111066667,-446.222266667,-365.333333333,-488.222166666,-562.666666667
223.11,-214.827466667,-164.137866667,-151.264266667,-101.839133333,-129.885133333,-187.816,-144.5978,-210.344766667,-244.5976
223.49,-237.6923,-170.7692,-174.8718,-123.589666667,-153.846133333,-216.923066667,-162.307666667,-235.512933333,-277.5641
223.87,-118.294633333,-68.2171333334,-70.0776,-45.2713333333,-59.0698,-89.7673333334,-70.5426666667,-108.062033333,-137.441933333
224.24,-86.2411333334,-35.3190666667,-44.2554,-17.0212666667,-34.7518,-56.7375333333,-44.2552666667,-79.7873333333,-103.687733333
224.62,-54.0252,-14.5912666667,-25.912,-2.01246666668,-14.2139333333,-33.585,-23.1445333333,-56.7925,-74.5284333333
225.00,-34.8439666667,-1.66686666667,-8.12526666666,8.64566666666,1.14566666667,-15.4167333333,-8.02099999999,-36.3543333333,-49.7398666667
225.38,-49.9414666667,-17.5438666667,-20.5848666667,-7.01760000002,-10.7603333333,-24.3274,-23.5088,-55.0877333333,-67.0175999999
225.75,-44.4791,-8.74986666668,-19.8958,-6.14573333333,-9.68766666666,-22.7083333333,-25.8334,-50.5208,-55.4167
226.13,-23.618,4.06500000001,0.487866666668,7.23566666668,5.85373333334,-8.6179333333,-9.83733333334,-26.5852666667,-28.4958333333
226.51,-27.2294666667,7.3592,1.03893333333,10.736,6.83986666666,-8.39833333333,-10.0432,-24.1558666667,-23.6797333333
226.88,-37.3973,-2.6484,-13.5159333333,-1.73513333334,-4.74879999999,-21.4612666667,-23.7442666667,-41.8265666667,-35.7535666667
227.26,-32.3577333333,-1.05706666666,-12.5202,-1.70726666666,-3.98373333332,-20.1625333333,-21.1381333333,-36.9919333333,-33.1707
227.64,-12.4704,6.48793333332,2.20260000001,8.57139999999,8.69039999999,-4.82139999999,-5.59526666666,-15.2084,-12.6191333333
