wavelength,Back_LanAurm,Belly_LanAurm,Breast_LanAurm,Crissum_LanAurm,Crown_LanAurm,DorTail_LanAurm,Patch10_LanAurm,Patch11_LanAurm,Rump_LanAurm,Throat_LanAurm,WingTip_LanAurm
194.37,28.1159333333,31.1111333334,22.4154,27.0531333333,24.1545333334,24.6376666667,24.4926666667,-0.77306666672,32.4636,33.3333333333,4.34773333331
194.75,24.577,28.8556666667,24.1790666667,24.7761333333,23.4826666667,20.6965333333,27.5622,-0.298466666674,33.6317999999,33.9303333333,2.58706666665
195.13,16.8116666667,25.4105333333,19.3236666667,22.3188666666,21.0629333333,13.0435333333,22.0772,5.50733333326,35.4588666666,31.5941333333,0.483133333306
195.51,12.1738666667,26.8598666667,19.9034,26.4734666667,22.8019333333,12.6569333333,23.6714666667,6.95653333332,36.2318666667,33.7198666667,0.869666666666
195.89,9.86299999999,29.2237333333,21.5526666667,28.5844666667,28.3105333333,11.4154666667,26.073,12.6027333334,34.4292666666,33.0594,3.01373333335
196.27,6.66660000001,28.8596,23.9472666667,27.8947333333,32.1051999999,13.8596666667,24.0791,18.5965333333,34.5614000001,35.0876666667,4.73686666667
196.65,13.619,36.0,35.0475333333,34.0000666667,43.1427333334,20.4762,33.3332666667,30.9522666666,47.2381333333,43.5238,10.0952
197.03,11.3846666667,30.9742666667,30.6666,28.2051333333,43.7947333333,18.1539333333,35.0257,26.4616000001,50.0513333334,42.5641333334,6.5642
197.40,-25.9047333333,22.4762666667,21.7142000001,12.1904,45.5237999999,-12.0000666666,25.7143666666,17.1428,65.1429333333,45.5237333333,-25.5238666667
197.78,-5.46666666666,39.7333333333,35.0666666666,30.4,57.2,4.66666666667,36.8666666666,33.8666666667,66.9333333334,55.7333333333,-1.33333333333
198.16,-11.4942666667,31.3794666667,19.0804,22.5287333333,49.8853333334,-1.26453333339,27.0689666667,22.7586666667,50.1148666667,40.8046,-10.8045333333
198.54,-64.1667333334,-3.05566666667,-27.3610666666,-17.6389333333,19.1666666667,-38.0556000001,-4.8611,-7.77779999994,19.7222666667,3.88893333334,-53.3332
198.92,-84.1861333335,-16.5892,-44.8062000001,-29.6124,17.6744000001,-45.5815333335,-16.6665666667,-11.3178000001,15.3488000001,-11.0078,-72.7132666668
