wavelength,Back_LanAurm,Belly_LanAurm,Breast_LanAurm,Crissum_LanAurm,Crown_LanAurm,DorTail_LanAurm,Patch10_LanAurm,Patch11_LanAurm,Rump_LanAurm,Throat_LanAurm,WingTip_LanAurm
327.67,3.63633333333,10.344,9.71513333333,10.4023333333,2.66513333333,6.9554,31.6345666667,3.55866666667,7.2248,3.67293333333,6.56166666667
328.04,3.52473333333,10.3073333333,9.61326666666,10.3740666667,2.55473333333,6.82646666667,31.6318333333,3.42706666667,7.16773333333,3.57393333333,6.39666666667
328.41,3.63733333333,10.3911333333,9.73086666667,10.4389333333,2.6682,6.86286666667,31.8581333334,3.4842,7.33413333334,3.61773333333,6.50066666667
328.78,3.6862,10.3834666667,9.7386,10.428,2.70373333333,6.82273333334,31.9388666667,3.5022,7.36780000001,3.56666666667,6.50846666667
329.14,3.584,10.2279333333,9.60133333333,10.3369333333,2.56146666667,6.6832,31.8964,3.31726666667,7.1974,3.3872,6.36933333333
329.51,3.6466,10.3002,9.7046,10.4042666667,2.62,6.6378,31.9670333333,3.38906666667,7.21046666667,3.4154,6.438
329.88,3.80093333333,10.358,9.84886666666,10.494,2.7252,6.78453333333,31.9629666667,3.5554,7.40666666667,3.55286666667,6.55953333334
330.24,3.94333333333,10.5711333333,10.0593333333,10.7214666667,2.87846666666,6.9686,32.216,3.7128,7.69013333333,3.72513333333,6.71633333333
330.61,3.86493333333,10.4856,10.0502666667,10.6174666667,2.8198,6.84813333333,32.1618,3.6496,7.63433333334,3.69553333333,6.67146666667
330.98,3.74046666667,10.3203333333,9.99693333333,10.4833333334,2.64253333334,6.69926666667,32.0344333334,3.52933333333,7.53553333334,3.52706666667,6.52066666667
331.34,3.76573333333,10.3439333333,10.0198,10.471,2.6064,6.7078,32.048,3.52573333333,7.48293333333,3.48,6.5242
331.71,3.7532,10.2910666667,10.0739333333,10.4377333333,2.57466666667,6.68813333333,32.1837333333,3.53846666667,7.45973333333,3.41326666667,6.4342
332.08,3.6074,10.1993333333,10.0018666667,10.3047333333,2.41346666667,6.5258,32.2437333333,3.35633333333,7.30193333333,3.25466666667,6.3272
332.44,3.47726666666,10.1266,9.84426666665,10.1826,2.26693333333,6.40186666667,32.1410666667,3.2068,7.17266666667,3.14033333333,6.1628
332.81,3.55626666667,10.3183333333,10.0068666667,10.3322,2.3828,6.57813333333,32.3760333333,3.30573333333,7.34846666666,3.2884,6.23793333333
333.18,3.3714,10.2096666667,9.86873333332,10.2290666667,2.23666666667,6.41873333333,32.3536666667,3.14173333333,7.27153333333,3.08933333333,6.11846666667
333.54,3.27013333333,10.2044666667,9.7766,10.1036,2.134,6.39666666667,32.3710666667,3.0414,7.2112,3.03246666667,6.01353333333
333.91,3.19113333333,10.2878666667,9.76886666667,10.1630666667,2.00073333333,6.23673333333,32.6896,2.94186666667,7.16793333333,2.90606666667,5.94706666667
334.28,3.20026666667,10.2973333333,9.77153333333,10.1024,1.92646666667,6.1542,32.6982,2.90673333333,7.08953333333,2.81353333333,5.90233333333
334.64,3.2732,10.5262,9.90720000001,10.2638,2.03433333333,6.24293333333,33.0396666666,3.02493333333,7.2204,2.8992,6.02506666667
335.01,3.23426666667,10.6729333333,9.89679999999,10.31,2.07046666667,6.17106666667,33.2408,3.02973333333,7.26506666667,2.896,5.98566666667
335.38,3.15366666667,10.6903333333,9.92939999999,10.3098666667,1.989,6.08486666667,33.4080666667,3.01386666667,7.19853333333,2.86126666667,5.88446666667
335.74,3.1976,10.7484666667,9.98539999999,10.3496666667,2.01686666667,6.11653333333,33.4136666667,3.04626666667,7.2336,2.91793333333,5.89093333333
336.11,3.3764,10.9149333333,10.1098,10.5115333333,2.16073333333,6.27346666667,33.5072666667,3.23573333333,7.37433333334,3.0694,6.01766666667
336.47,3.26593333333,10.8868,10.1498,10.5128,2.08973333333,6.17633333333,33.5737666666,3.14273333334,7.29553333333,2.99586666667,5.94193333333
336.84,3.16906666667,10.8170666667,10.0429333333,10.4532666667,1.93106666667,6.0108,33.4848,3.03273333333,7.1456,2.85486666667,5.84913333333
337.21,3.23066666667,10.8667333333,10.1396666667,10.4108666667,1.91806666667,6.05706666667,33.4235,3.0432,7.22826666667,2.92033333333,5.90566666667
337.57,3.16926666666,10.7866666667,10.0906666667,10.4118666667,1.80113333334,5.95586666667,33.4101333333,2.94326666667,7.1762,2.79746666667,5.84
337.94,3.11606666667,10.7373333333,10.0242,10.3512666667,1.73186666667,5.93953333333,33.3531,2.86573333333,7.13846666667,2.73986666667,5.75733333333
338.31,3.0746,10.7105333333,9.9764,10.3926666667,1.72706666667,5.9316,33.3944666667,2.85993333333,7.12833333333,2.70946666667,5.71493333333
338.67,2.8846,10.5254666667,9.79500000001,10.259,1.492,5.75453333333,33.2722666667,2.6438,6.90733333333,2.50033333333,5.4824
339.04,2.94526666667,10.4958,9.80699999999,10.3085333333,1.4168,5.75826666667,33.3142,2.6434,6.9244,2.48586666667,5.49473333333
339.40,3.07786666666,10.6274,9.90080000001,10.4448666666,1.6036,5.85966666667,33.3863333333,2.72626666667,7.10466666667,2.598,5.62733333333
339.77,3.04826666667,10.7353333333,9.92073333334,10.4685333334,1.62306666667,5.84733333333,33.4491333334,2.741,7.14693333334,2.5914,5.6086
340.14,3.00946666667,10.8082,9.96053333334,10.4573333333,1.6106,5.8124,33.5438,2.7318,7.1682,2.60506666667,5.62313333333
340.50,3.1564,10.9266,10.0346,10.5712666667,1.77453333333,5.9188,33.5703,2.93,7.31966666667,2.732,5.75766666666
340.87,3.1176,10.9466666667,10.0375333333,10.5882666667,1.82566666667,5.93493333333,33.5684,2.9478,7.35806666667,2.7468,5.782
341.23,3.27466666667,11.1841333333,10.2104666667,10.8421333333,2.05046666667,6.0676,33.9141333333,3.1712,7.51913333333,2.94113333333,5.90733333333
341.60,3.40793333333,11.3638,10.3862666667,10.9875333333,2.2222,6.1512,34.1305333333,3.33786666667,7.68093333333,3.1066,6.02673333333
341.96,3.45346666667,11.4291333333,10.4999333333,11.0238666667,2.2948,6.1654,34.3073333333,3.37946666667,7.79806666666,3.17653333333,6.1114
342.33,3.52493333333,11.5113333333,10.6028,11.1242666667,2.32546666666,6.25266666667,34.5071333333,3.40226666667,7.88439999999,3.2418,6.19673333333
342.70,3.71906666667,11.6733333333,10.7874666667,11.2759333333,2.51753333333,6.37293333333,34.6005,3.58553333333,8.11346666667,3.41566666667,6.36573333333
343.06,3.67026666667,11.6897333333,10.7520666667,11.2388,2.53513333333,6.35493333333,34.6283,3.55966666667,8.10839999999,3.40473333334,6.34626666667
343.43,3.67293333333,11.6507333333,10.764,11.2004666666,2.47566666667,6.27486666667,34.6361333333,3.53013333333,8.07326666667,3.3634,6.29286666667
343.79,3.72306666667,11.6136,10.7730666667,11.2530666667,2.49413333333,6.27893333333,34.7475,3.5242,8.09346666666,3.3668,6.33066666667
344.16,3.7274,11.6186,10.8162666667,11.313,2.5094,6.2972,34.8532333333,3.52313333333,8.1142,3.36306666667,6.34166666667
344.52,3.6552,11.5808666667,10.7498666667,11.2548666667,2.39953333333,6.21286666667,34.8805333333,3.41133333333,8.02513333333,3.2578,6.24133333333
344.89,3.6928,11.6596,10.8750666667,11.3290666667,2.43926666667,6.20953333333,35.0542,3.42713333333,8.12146666667,3.2726,6.2768
345.25,3.5152,11.5500666667,10.7535333334,11.2574,2.2586,6.02813333333,34.9456333333,3.2666,7.97373333334,3.12373333333,6.11466666667
345.62,3.44206666667,11.4866,10.7064666667,11.2271333333,2.1588,5.9302,34.8559666667,3.137,7.87899999999,3.0584,6.00813333333
345.99,3.4328,11.5062666667,10.6920666667,11.2605333334,2.1558,5.91933333333,34.8394,3.0946,7.81013333333,3.04306666667,5.93553333333
346.35,3.43546666667,11.5809333333,10.6768,11.29,2.18626666667,5.9168,34.7889666667,3.11873333333,7.84826666667,3.0602,5.91093333333
346.72,3.29866666667,11.446,10.531,11.1474666667,2.014,5.75253333333,34.6776666667,2.90973333333,7.67926666667,2.905,5.7734
347.08,3.3472,11.5603333333,10.6648666667,11.2712666667,2.03533333333,5.80766666667,34.8210333333,2.9242,7.71873333333,2.94353333333,5.82793333333
347.45,3.335,11.6303333333,10.7387333333,11.3698,2.05953333333,5.87346666667,34.9083333333,2.9562,7.76113333333,2.98226666667,5.8718
347.81,3.2812,11.6290666667,10.7508,11.4068,1.99486666667,5.80546666667,35.0202333333,2.9018,7.71486666667,2.91346666667,5.8114
348.18,3.29466666667,11.6136,10.7178666667,11.3914,1.9796,5.76166666667,34.9565333333,2.883,7.65860000001,2.8796,5.74133333333
348.54,3.4044,11.7422666667,10.8218,11.5061333333,2.0972,5.87986666667,35.0606666667,2.99473333334,7.73253333334,2.98166666667,5.84366666666
348.91,3.39953333333,11.776,10.8324666667,11.5403333333,2.05833333333,5.89866666666,35.2537,3.01333333333,7.70146666666,3.0274,5.82973333333
349.27,3.46506666667,11.8069333334,10.8333333333,11.5639333333,2.08206666667,5.92966666667,35.2866333333,3.053,7.72626666667,3.02926666667,5.87633333333
349.64,3.5344,11.8996666667,10.9526666667,11.642,2.1672,6.00186666667,35.5286666667,3.1502,7.7866,3.01206666667,5.9904
350.00,3.60833333333,11.9968,11.0478666667,11.7078666667,2.2098,6.04253333333,35.6230666666,3.22726666667,7.85079999999,2.99866666667,6.05146666667
350.37,3.5484,11.863,11.0142666667,11.6383333333,2.0838,5.89326666667,35.6264,3.1532,7.72639999999,2.87493333333,5.963
350.73,3.64606666667,12.0271333333,11.1348666667,11.7947333333,2.1914,6.02126666667,35.8216,3.30386666667,7.85673333333,2.94573333333,6.0398
351.10,3.74193333333,12.1234,11.2034666667,11.8576666667,2.3032,6.08046666667,35.8786333333,3.39813333333,7.91740000001,3.03013333333,6.08753333333
351.46,3.90133333333,12.2267333333,11.338,11.9247333333,2.42233333333,6.20073333333,35.9755,3.5044,8.03473333333,3.1234,6.14853333333
351.83,3.9424,12.3468,11.4344,11.959,2.44306666667,6.25426666667,35.9481,3.5254,8.07853333334,3.17273333333,6.1884
352.19,3.94026666667,12.3881333333,11.5147333333,12.0209333333,2.42873333333,6.28386666667,36.1015,3.5208,8.12973333333,3.17866666667,6.2182
352.55,3.8836,12.3284,11.5180666667,11.9754666667,2.3412,6.19986666667,36.1183333333,3.45553333333,8.08266666666,3.11433333333,6.144
352.92,3.81253333333,12.1867333333,11.4333333333,11.8572666667,2.25713333333,6.07046666667,35.9413666667,3.34373333333,7.96653333334,2.92966666667,6.0072
353.28,3.8322,12.2004,11.4868,11.844,2.2532,6.0678,36.0238,3.32773333333,7.96006666667,2.90133333333,5.99546666667
353.65,3.83386666667,12.2198,11.4735333333,11.8876,2.22713333333,6.09333333333,36.0921666667,3.32353333333,7.98239999999,2.92913333333,5.9656
354.01,3.8874,12.2394,11.5284,11.9156,2.27526666667,6.11753333333,36.0997,3.37806666666,8.05699999999,3.02093333333,6.0
354.38,3.92793333333,12.3650666667,11.6096666667,11.9734666667,2.33686666667,6.25026666667,36.2537333333,3.42426666667,8.16593333333,3.0756,6.06793333333
354.74,3.9002,12.3507333333,11.6532666667,11.9524666667,2.3454,6.26713333333,36.3025666667,3.4376,8.15126666666,3.1168,6.0894
355.11,3.83726666667,12.2758,11.6280666667,11.901,2.31506666667,6.25686666667,36.3491666667,3.4238,8.1214,3.09693333333,6.06386666666
355.47,3.75186666667,12.2422666667,11.5888666667,11.8628666667,2.21433333333,6.19326666667,36.4406,3.36333333333,8.06893333333,3.02113333333,6.05593333333
355.83,3.6896,12.1609333333,11.5164666667,11.7964666667,2.13526666667,6.1454,36.4952333333,3.353,8.0304,2.9892,5.98993333334
356.20,3.66453333333,12.1292666667,11.4848666667,11.7730666667,2.144,6.0914,36.4945,3.34726666667,8.01299999999,2.96426666667,5.94786666667
356.56,3.74953333333,12.2514666667,11.5658666667,11.8399333333,2.25173333333,6.2,36.6650666667,3.4092,8.11573333332,3.0706,6.02406666667
356.93,3.90446666667,12.3985333333,11.6659333333,11.9608666667,2.37193333333,6.34553333333,36.8732666667,3.5262,8.26246666667,3.271,6.1772
357.29,3.89613333333,12.4074666667,11.6649333333,11.9493333333,2.38193333333,6.33233333333,36.9276666667,3.52393333333,8.25673333333,3.29753333333,6.15226666667
357.66,3.90146666667,12.4086666667,11.6899333333,11.9195333333,2.42653333333,6.33666666667,36.9843,3.53953333333,8.24573333333,3.34246666667,6.1594
358.02,3.93853333333,12.4567333333,11.7039333333,11.9635333333,2.47273333333,6.3806,37.1267666667,3.59786666667,8.23966666666,3.40653333333,6.23366666667
358.38,4.01173333333,12.4644,11.7473333333,11.9976,2.52886666667,6.35453333333,37.2039,3.66526666667,8.24713333333,3.4906,6.27333333333
358.75,4.0578,12.5125333333,11.7747333333,12.0130666667,2.51473333333,6.346,37.3476666667,3.69073333333,8.29093333333,3.50413333333,6.30253333333
359.11,4.05173333333,12.4885333334,11.733,11.9853333333,2.46606666667,6.28546666667,37.4125,3.66,8.26173333334,3.4516,6.24913333333
359.48,4.016,12.4999333333,11.68,11.9743333333,2.43546666667,6.21053333333,37.4824333334,3.63206666667,8.21873333333,3.43146666667,6.18546666667
359.84,4.05333333333,12.5064,11.701,11.9829333333,2.48906666667,6.21193333333,37.5551,3.64846666666,8.21526666666,3.46853333333,6.21693333333
360.20,4.18493333333,12.6426,11.8413333333,12.0720666667,2.59113333333,6.34193333333,37.8413666667,3.76806666667,8.29846666667,3.62593333333,6.33186666667
360.57,4.1736,12.5634,11.8020666667,12.0356666667,2.5564,6.28733333333,37.8340666667,3.76073333333,8.22826666667,3.57473333333,6.3042
360.93,4.04953333333,12.4974,11.7101333333,11.9275333333,2.44066666667,6.17506666667,37.7961333333,3.6812,8.10466666667,3.4562,6.19953333333
361.29,4.05573333333,12.4856666667,11.7293333333,11.9245333333,2.4342,6.1816,37.8706666667,3.67446666667,8.09506666667,3.45853333333,6.21353333333
361.66,4.0324,12.4618666667,11.6942666667,11.9138,2.385,6.1394,37.8702333333,3.641,8.08026666667,3.40933333333,6.18846666667
362.02,3.9692,12.3513333334,11.6146666667,11.8207333333,2.29406666667,6.04713333333,37.8279,3.56686666667,8.00386666666,3.29993333333,6.0774
362.39,3.9584,12.3893333333,11.6316,11.8110666667,2.3138,6.05786666667,37.9561,3.58826666667,7.99593333333,3.29686666667,6.08646666667
362.75,3.973,12.3814666667,11.633,11.8402666666,2.3652,6.07713333333,37.9919333333,3.62326666667,7.98386666667,3.31673333333,6.07953333333
363.11,4.02593333333,12.417,11.7096666667,11.9000666667,2.40773333333,6.128,38.0458,3.6736,8.02986666667,3.386,6.1436
363.48,4.05726666667,12.3542666667,11.7129333333,11.8784,2.43266666667,6.13673333333,38.0439,3.68913333333,8.01973333333,3.41526666667,6.16526666667
363.84,4.15173333333,12.4262666667,11.7760666667,11.9396,2.51733333334,6.22966666666,38.2213,3.7648,8.09526666667,3.47453333333,6.2592
364.20,4.0958,12.3586,11.6801333333,11.8810666667,2.46993333333,6.16833333333,38.1459333333,3.7172,8.06233333333,3.3942,6.19333333333
364.57,4.06266666667,12.3618,11.7074666667,11.907,2.45153333334,6.1486,38.2697333333,3.7,8.06913333333,3.41066666667,6.1658
364.93,4.072,12.3331333333,11.7464666667,11.9163333333,2.5026,6.1714,38.3454333333,3.71206666667,8.08726666666,3.40706666667,6.1492
365.29,4.05513333333,12.3142,11.7414666667,11.8946,2.54093333333,6.1796,38.3118,3.72693333333,8.09633333334,3.40326666667,6.1436
365.66,4.09406666667,12.2811333333,11.7639333333,11.8898,2.56713333333,6.19646666667,38.3708666667,3.71446666667,8.10759999999,3.41326666667,6.12293333333
366.02,4.12766666666,12.3229333333,11.7918666667,11.9312,2.62093333333,6.23486666667,38.4335,3.74686666667,8.1502,3.46753333333,6.2072
366.38,4.08693333333,12.1902666667,11.7044,11.8580666667,2.57266666667,6.19173333334,38.2725,3.6788,8.10646666667,3.39686666667,6.15
366.75,4.1614,12.2527333334,11.7478,11.8918,2.63886666667,6.26426666667,38.3255666667,3.75386666667,8.16560000001,3.45353333333,6.21806666667
367.11,4.16733333333,12.2353333333,11.714,11.8506666667,2.64753333333,6.28906666667,38.3802666667,3.7514,8.12946666667,3.45073333333,6.2174
367.47,4.20846666667,12.2832,11.7412666667,11.881,2.70886666667,6.34546666667,38.4696,3.8094,8.15099999999,3.4952,6.2432
367.84,4.15233333333,12.1986,11.6788,11.7968,2.656,6.2566,38.3459666667,3.7616,8.077,3.44786666667,6.15906666667
368.20,4.12133333333,12.1556666667,11.6604666667,11.7078666667,2.65286666667,6.229,38.2874,3.74106666667,8.03026666667,3.42773333333,6.14126666667
368.56,4.11086666667,12.1026666667,11.6037333333,11.6478,2.66546666667,6.2162,38.2540333333,3.7504,7.98606666666,3.4196,6.13846666667
368.93,4.17613333333,12.0858,11.5743333333,11.6166,2.681,6.22013333333,38.2701,3.7756,7.96646666667,3.48353333333,6.16606666667
369.29,4.1236,12.0102,11.4843333333,11.5405333333,2.59013333334,6.13266666667,38.3345666667,3.7134,7.84866666666,3.444,6.09893333333
369.65,4.13533333333,11.9995333333,11.4473333333,11.514,2.62246666667,6.14873333333,38.3846,3.77313333333,7.83806666666,3.4612,6.15693333333
370.01,4.11966666667,11.9406666667,11.4128,11.4714666667,2.61833333333,6.12506666667,38.4344333333,3.74706666667,7.7606,3.44786666666,6.12613333333
370.38,4.17926666667,11.9608,11.4342666667,11.5271333333,2.63813333333,6.16493333333,38.6031666666,3.79026666667,7.74813333333,3.49913333333,6.1784
370.74,4.02326666666,11.7592666667,11.2836666667,11.3162,2.4668,5.97653333333,38.568,3.62633333333,7.55593333333,3.311,6.00313333334
371.10,3.97766666667,11.679,11.219,11.236,2.42606666667,5.9028,38.5723333333,3.58253333333,7.49106666666,3.23106666667,5.9746
371.46,3.95966666667,11.6138,11.1682,11.1730666667,2.38713333333,5.8638,38.6212666667,3.57533333333,7.43253333333,3.17466666667,5.96313333334
371.83,4.0088,11.6037333333,11.2108,11.1851333333,2.44093333333,5.91646666667,38.7283666666,3.6632,7.45666666667,3.231,6.01073333334
372.19,4.06646666667,11.5578,11.2156,11.2309333333,2.4728,5.94266666667,38.7876333333,3.71926666667,7.41786666667,3.26873333333,6.0476
372.55,4.14453333333,11.5462666667,11.2282,11.2283333333,2.51573333333,5.9864,38.8498666667,3.76833333333,7.39593333333,3.29666666667,6.106
372.92,4.2334,11.6062666667,11.2918666667,11.2916,2.6164,6.0952,39.0022333333,3.9182,7.4726,3.3994,6.2216
373.28,4.2792,11.56,11.2581333333,11.2654,2.65086666667,6.14513333333,39.1175,3.98246666667,7.45433333333,3.42973333333,6.253
373.64,4.31546666667,11.5530666667,11.2669333333,11.2554666667,2.66333333333,6.20726666667,39.2204666667,4.03546666667,7.42486666667,3.47913333333,6.25606666667
374.00,4.35673333333,11.5244,11.2803333333,11.224,2.70126666667,6.25526666667,39.3578,4.09453333333,7.44666666667,3.499,6.2692
374.37,4.34133333333,11.4535333333,11.2323333333,11.1241333333,2.702,6.25686666667,39.4305666667,4.10226666667,7.41626666667,3.50206666666,6.2182
374.73,4.3136,11.3486666667,11.1286,11.0562666667,2.67933333333,6.2632,39.4249,4.09053333333,7.34646666667,3.50753333333,6.20946666667
375.09,4.3164,11.2964666667,11.1088,11.0167333333,2.68113333333,6.26166666667,39.5531666667,4.12226666667,7.3116,3.55086666667,6.19286666667
375.45,4.27006666666,11.1826666667,11.042,10.9054666667,2.65246666667,6.25826666667,39.5759333333,4.06306666667,7.24173333333,3.53366666667,6.1698
375.81,4.222,11.1009333333,10.9478666667,10.8022666667,2.60313333333,6.22266666667,39.6271,3.99,7.1334,3.51493333333,6.13073333333
376.18,4.13606666667,10.9832,10.8328666667,10.6628666667,2.54486666667,6.1962,39.6541333333,3.92346666667,7.072,3.45073333333,6.08153333333
376.54,4.07266666667,10.8706,10.7171333333,10.5187333333,2.49353333334,6.13426666666,39.62,3.8848,7.00593333333,3.4042,6.03813333333
376.90,4.03766666667,10.7504,10.6451333333,10.4379333333,2.46853333333,6.0844,39.6202666667,3.83746666667,6.9138,3.36053333333,6.00073333333
377.26,4.09933333333,10.7398,10.6970666667,10.4565333333,2.5576,6.15626666667,39.6562666667,3.91006666667,6.9468,3.44066666667,6.08606666667
377.63,4.03253333333,10.6157333333,10.618,10.3346666667,2.5114,6.07586666667,39.6990666667,3.83393333333,6.8444,3.37746666667,6.05126666667
377.99,4.03346666667,10.5694666667,10.5883333333,10.2915333333,2.52953333333,6.10266666667,39.7576,3.8548,6.79293333333,3.40286666667,6.08093333333
378.35,4.0408,10.5021333333,10.5599333333,10.2360666667,2.54466666667,6.11226666667,39.7094333333,3.85553333334,6.72786666667,3.41426666667,6.11553333333
378.71,4.14573333333,10.5175333333,10.6264,10.2738,2.6602,6.20093333333,39.7862666667,3.94866666667,6.7534,3.53166666666,6.20313333333
379.07,4.1722,10.4676666667,10.5808666667,10.24,2.69073333333,6.23306666667,39.7554666667,3.97293333333,6.71486666667,3.5698,6.2214
379.44,4.18866666667,10.4278666667,10.5472,10.2148,2.7044,6.228,39.823,3.98906666667,6.6784,3.56226666666,6.2268
379.80,4.14786666667,10.2938666667,10.4532666667,10.1451333333,2.65493333333,6.16273333333,39.8004666667,3.9846,6.5842,3.49333333333,6.17793333333
380.16,4.1294,10.2104,10.4024,10.0915333333,2.63813333333,6.1028,39.7768333333,3.94226666667,6.491,3.4922,6.1664
380.52,4.1628,10.1920666667,10.4071333333,10.1162,2.69,6.19,39.8906,3.97266666667,6.4756,3.5434,6.20506666667
380.88,4.14733333333,10.1511333333,10.3715333333,10.0836666667,2.67646666666,6.18473333333,39.9473333333,3.9646,6.41333333333,3.5234,6.19086666667
381.24,4.07066666667,10.0222666667,10.2588666667,9.95253333335,2.6078,6.12193333333,39.9522,3.90113333333,6.29386666667,3.44013333333,6.1042
381.61,4.1194,10.0109333333,10.2273333333,9.95213333333,2.66313333333,6.15453333333,39.9801,3.95913333333,6.2718,3.47893333333,6.1388
381.97,4.08966666667,9.92399999999,10.1233333333,9.84199999999,2.58853333333,6.07433333333,39.9248333333,3.89286666667,6.17113333333,3.42413333333,6.054
382.33,4.06333333333,9.8706,10.0622666667,9.77919999999,2.5572,6.02893333333,40.0048666667,3.87753333333,6.12106666667,3.40546666667,6.03453333333
382.69,4.03106666667,9.81013333333,10.0137333333,9.71599999999,2.51433333333,6.001,40.0455,3.87426666667,6.08486666667,3.3794,6.03026666667
383.05,3.98853333333,9.72446666666,9.94913333333,9.64000000001,2.47886666667,5.95386666667,40.0675,3.83406666667,6.026,3.32126666667,6.0046
383.41,4.04266666667,9.70733333334,9.94040000001,9.61726666666,2.53273333333,5.98426666667,40.0651,3.91093333333,6.038,3.38953333333,6.04153333333
383.77,4.0552,9.69820000001,9.94100000001,9.57233333333,2.5674,6.03613333333,40.1478666667,3.918,6.0328,3.4178,6.08006666667
384.14,4.10546666666,9.72,9.95599999999,9.58393333333,2.62193333333,6.09226666667,40.3024666667,3.986,6.07173333333,3.46686666667,6.12166666667
384.50,4.08293333333,9.66573333334,9.91706666665,9.53093333334,2.59326666667,6.02133333333,40.3524,3.96226666667,6.0382,3.44353333333,6.08886666667
384.86,4.02986666667,9.56273333333,9.85586666668,9.43746666668,2.5616,5.98106666667,40.3510666667,3.91693333333,5.98193333333,3.40106666667,6.06826666667
385.22,4.0972,9.60693333335,9.90520000001,9.48046666667,2.63333333334,6.0384,40.4868666667,3.99313333333,6.05606666667,3.48846666667,6.14546666667
385.58,4.11713333333,9.59333333333,9.95753333334,9.47926666668,2.6412,6.06626666667,40.5838666667,4.03273333334,6.07893333333,3.54106666667,6.18093333333
385.94,4.10873333333,9.54886666667,9.96159999999,9.47453333333,2.6696,6.09,40.6340666666,4.05626666666,6.0674,3.57133333333,6.21993333333
386.30,4.12153333333,9.50866666667,9.95113333334,9.44826666667,2.68553333333,6.10606666667,40.7065,4.06386666667,6.05913333333,3.5816,6.23073333333
386.66,4.15326666667,9.49513333333,9.97219999999,9.43586666666,2.7472,6.15266666667,40.7518,4.1058,6.07226666667,3.62546666667,6.27513333333
387.03,4.1658,9.47973333333,9.98206666667,9.41213333333,2.76506666666,6.16613333333,40.8547666667,4.12466666667,6.0552,3.64566666667,6.29273333333
387.39,4.09493333333,9.38673333332,9.93586666666,9.33253333333,2.69713333333,6.1058,40.8897666667,4.055,5.96246666666,3.5882,6.23866666666
387.75,4.10453333333,9.375,9.94200000001,9.32153333333,2.71013333333,6.0894,40.9123,4.07746666667,5.956,3.60053333333,6.262
388.11,4.08673333333,9.27506666665,9.88500000001,9.23480000001,2.6702,6.0498,40.9376,4.06966666667,5.87946666666,3.575,6.24073333333
388.47,4.04226666667,9.18046666668,9.82346666667,9.14386666667,2.6234,6.00686666667,40.9828,4.05393333333,5.8044,3.53666666667,6.20266666667
388.83,4.07733333333,9.15413333332,9.80153333333,9.11720000001,2.62826666666,6.04413333333,41.0867666666,4.09086666667,5.79506666667,3.57873333333,6.21786666667
389.19,4.02333333334,9.05220000001,9.71113333333,9.02506666667,2.55826666667,5.9754,41.0201333333,4.02966666667,5.6984,3.51386666667,6.15033333333
389.55,3.9328,8.91853333333,9.56660000001,8.91379999999,2.49533333333,5.899,40.9717,3.95486666667,5.60226666667,3.434,6.06373333333
389.91,3.90833333333,8.85333333334,9.484,8.85479999999,2.4758,5.87946666667,41.0198333333,3.9438,5.54413333333,3.39773333333,6.05506666667
390.27,3.90213333333,8.80913333334,9.45546666667,8.81133333333,2.5056,5.89113333333,40.9963,3.9748,5.50533333333,3.4002,6.07566666667
390.63,3.86653333333,8.71373333333,9.37533333332,8.72446666666,2.46733333333,5.85673333333,41.0166333333,3.912,5.41893333333,3.35273333333,6.02866666667
391.00,3.8838,8.65126666667,9.34779999999,8.69306666666,2.48266666667,5.88266666667,41.0182333333,3.92353333333,5.39753333333,3.38066666667,6.04473333333
391.36,3.92813333333,8.63406666667,9.34199999999,8.70620000001,2.53133333333,5.93506666667,41.1057333333,3.9854,5.40086666667,3.41286666667,6.08313333333
391.72,3.95273333333,8.58539999999,9.31279999999,8.6766,2.5616,5.97066666667,41.1256666667,4.02186666667,5.37653333333,3.4474,6.10506666667
392.08,3.94313333334,8.5344,9.265,8.61053333333,2.57313333333,5.99566666667,41.1222666667,4.02146666667,5.34006666667,3.44873333334,6.1152
392.44,4.01386666667,8.54053333333,9.27753333335,8.59013333333,2.6634,6.0868,41.1133666667,4.0924,5.36326666667,3.53273333333,6.19446666667
392.80,3.98546666667,8.46640000001,9.2224,8.50786666667,2.66606666667,6.06626666667,41.0648666666,4.08813333333,5.31493333333,3.53546666667,6.19286666667
393.16,3.99193333333,8.41493333333,9.183,8.4554,2.68453333333,6.0976,41.1423,4.10533333333,5.27346666667,3.5592,6.22573333333
393.52,4.0286,8.3916,9.16733333334,8.41313333333,2.73086666667,6.14286666667,41.1473,4.15446666667,5.2552,3.61166666667,6.26373333333
393.88,4.0224,8.30786666667,9.12366666667,8.32506666666,2.72786666667,6.1384,41.1746,4.1614,5.22033333333,3.6226,6.25593333333
394.24,3.9758,8.1962,9.01366666667,8.21726666667,2.664,6.09306666667,41.1501666667,4.12913333333,5.12026666667,3.60106666667,6.1984
394.60,3.96386666667,8.1392,8.95580000001,8.16673333333,2.65193333333,6.08926666667,41.1961666667,4.1542,5.068,3.61046666667,6.19053333333
394.96,3.93426666667,8.05693333333,8.87493333334,8.06173333333,2.66106666667,6.0928,41.2223333333,4.16113333333,5.01753333333,3.60346666667,6.17406666667
395.32,3.86606666667,7.92613333333,8.75806666667,7.92646666667,2.61826666667,6.04406666667,41.2162333333,4.11273333333,4.934,3.57486666667,6.146
395.68,3.8584,7.8236,8.67079999999,7.83266666667,2.6098,6.04513333333,41.2794666667,4.10926666667,4.89626666667,3.57786666666,6.1304
