wavelength,Back_TanNicf,Belly_TanNicf,Breast_TanNicf,Crissum_TanNicf,Crown_TanNicf,DorTail_TanNicf,Patch10_TanNicf,Patch11_TanNicf,Patch12_TanNicf,Patch13_TanNicf,Patch14_TanNicf,Rump_TanNicf,Throat_TanNicf,WingTip_TanNicf
376.90,8.65475000001,44.8961666667,6.9735,45.890375,29.9325,7.18241666667,13.1811666667,38.5315,10.9884166667,18.18425,26.4999166667,51.8913125,12.7019166667,7.429
377.26,8.74874999999,45.0113333333,7.03433333333,46.095875,29.9949166667,7.28466666667,13.222,38.5445,11.11375,18.3050416667,26.51825,51.9242708334,12.762,7.5135
377.63,8.78866666666,45.0885833334,7.04041666667,46.1432083333,30.0300833333,7.30858333333,13.2503333333,38.48975,11.1318333334,18.300375,26.5088333333,51.8048125,12.8011666667,7.52266666666
377.99,8.83108333333,45.2194166666,7.08091666667,46.3385,30.0740833333,7.33975,13.2784166667,38.4915,11.1805,18.3177916667,26.5349166667,51.7914791666,12.88025,7.57266666667
378.35,8.82783333333,45.3029166666,7.0895,46.4115833333,30.1250833333,7.32091666667,13.2665833333,38.3821666667,11.2086666667,18.3525833333,26.5096666666,51.6453333333,12.8448333333,7.54475
378.71,8.82274999999,45.4231666666,7.03991666667,46.5240416667,30.2070833333,7.28275,13.26475,38.31875,11.2216666667,18.32925,26.5334166667,51.5675833333,12.79925,7.50133333333
379.07,8.83450000001,45.43225,7.05333333333,46.6025,30.2221666667,7.27633333333,13.23975,38.2138333333,11.2375833333,18.2974583333,26.4976666666,51.3806875,12.8093333333,7.50875
379.44,8.79941666667,45.4851666667,7.00183333333,46.6693333333,30.23425,7.26275,13.19325,38.1141666667,11.2425,18.2334166667,26.4644166666,51.2699583333,12.79575,7.47133333333
379.80,8.85599999999,45.6051666667,7.05208333333,46.824875,30.3551666666,7.28941666666,13.2475,38.1041666667,11.3213333333,18.2634583333,26.52475,51.2176041667,12.8315833333,7.43541666667
380.16,8.82308333334,45.6134166666,7.03291666666,46.8934166667,30.349,7.29933333333,13.2275,37.9739166667,11.3116666667,18.2248333333,26.46925,51.0023541667,12.8195,7.44716666666
380.52,8.65941666667,45.63525,6.9235,47.0015,30.3015833333,7.15333333333,13.1313333333,37.7795833333,11.2246666667,18.1825833333,26.337,50.84425,12.70725,7.30925
380.88,8.60250000001,45.644,6.87041666667,47.0525833334,30.2568333333,7.07608333334,13.12125,37.63525,11.20325,18.1810833333,26.2625833333,50.6789375,12.6826666667,7.23641666667
381.24,8.59316666666,45.8096666667,6.85691666666,47.2085416666,30.38975,7.0445,13.1365,37.5683333333,11.2309166667,18.1190833333,26.3096666667,50.5831458333,12.7093333333,7.20541666667
381.61,8.68158333334,45.98275,6.92191666667,47.4432083333,30.5424166667,7.14466666667,13.2285,37.6039166667,11.33425,18.1995416667,26.3803333333,50.6079791667,12.7890833333,7.29425
381.97,8.69283333333,46.09,6.91158333333,47.5677083333,30.5530833333,7.14208333333,13.2365833333,37.54825,11.41875,18.17425,26.3638333333,50.504125,12.7835,7.2605
382.33,8.758,46.2304166667,6.95741666666,47.7857083333,30.63275,7.22158333334,13.3595833333,37.565,11.499,18.2187083333,26.4330833333,50.4479791667,12.8995,7.33258333334
382.69,8.84308333334,46.3598333333,7.07075,47.9199166666,30.7038333333,7.32658333333,13.4475,37.5405833333,11.6178333333,18.29225,26.51225,50.3755208334,13.04275,7.43
383.05,8.88341666666,46.5160833333,7.17333333333,48.0529583333,30.7954166666,7.3775,13.5234166667,37.5145833333,11.7591666667,18.3475,26.5895833333,50.2860625,13.1220833333,7.49425
383.41,8.90358333334,46.6543333333,7.1825,48.1941666666,30.8465833333,7.41,13.5600833333,37.453,11.79175,18.3135416667,26.60825,50.1851666667,13.1949166667,7.51975
383.77,8.85158333332,46.6538333333,7.13091666667,48.2353333333,30.8086666667,7.37408333333,13.54725,37.3205,11.7889166667,18.2488333333,26.49375,49.99825,13.1846666667,7.532
384.14,8.81216666667,46.6743333333,7.07708333334,48.2735,30.8219166666,7.3255,13.5233333333,37.1814166667,11.80025,18.1734583333,26.4425,49.8532291667,13.1691666667,7.44733333333
384.50,8.84241666667,46.67925,7.04508333333,48.2725416667,30.8318333333,7.33825,13.50075,37.1324166667,11.8086666667,18.128375,26.4404166667,49.7088541667,13.1640833333,7.44958333334
384.86,8.80725,46.7455833333,7.05133333334,48.29225,30.849,7.32008333333,13.5011666667,37.0338333334,11.8459166667,18.0835,26.42275,49.597125,13.1649166667,7.41375
385.22,8.75608333334,46.6735833333,6.98841666667,48.24675,30.7269166667,7.25308333333,13.4468333333,36.8785833333,11.8365833333,18.0182916667,26.3315833333,49.3385208333,13.1444166667,7.37658333333
385.58,8.65874999999,46.6349166667,6.89225,48.207625,30.604,7.15483333333,13.3696666667,36.6966666667,11.80325,17.9109166667,26.2605,49.0989583333,13.1015,7.26366666667
385.94,8.64691666666,46.6835,6.86491666667,48.274125,30.6113333334,7.12425,13.3471666667,36.6109166667,11.7624166667,17.8755,26.2505,48.9471875,13.109,7.24991666667
386.30,8.59308333333,46.7561666667,6.80416666667,48.3237916667,30.5843333333,7.04741666667,13.2771666667,36.5281666667,11.7788333333,17.8232083333,26.2041666666,48.8135833333,13.0820833333,7.17216666667
386.66,8.55808333334,46.7971666667,6.7585,48.3775416667,30.5864166667,7.01466666666,13.23275,36.4475833333,11.776,17.7407083333,26.1224166667,48.6183333333,13.0725833333,7.0935
387.03,8.48466666668,46.8605833333,6.66575,48.4051666667,30.5224166666,6.95616666667,13.1716666667,36.37075,11.7488333333,17.65575,26.0155833334,48.4668333333,13.0275833333,7.0005
387.39,8.45274999999,46.8561666667,6.60983333333,48.4644583334,30.5256666666,6.86325,13.1388333333,36.3045833334,11.7836666666,17.6102916667,25.95925,48.2935833333,12.9664166667,6.92991666667
387.75,8.54366666667,47.011,6.67208333333,48.6272916667,30.6103333333,6.92083333333,13.19125,36.3436666667,11.9255,17.6845416667,26.0125833334,48.2343541667,13.0804166667,6.98683333334
388.11,8.65833333333,47.1239166667,6.767,48.7967916667,30.6535,7.04291666667,13.2588333333,36.33925,12.0880833333,17.7992916667,26.0729166666,48.1793125,13.1980833333,7.1105
388.47,8.67358333333,47.2606666667,6.79041666667,48.910875,30.673,7.07,13.3015833333,36.31475,12.1874166667,17.7890833333,26.074,48.0781666667,13.2586666667,7.11683333333
388.83,8.69075,47.4145833333,6.76275,49.1225833333,30.7103333333,7.07208333333,13.2725833333,36.3123333333,12.24975,17.8135416666,26.0951666667,48.0124375,13.2944166666,7.14791666667
389.19,8.67733333333,47.626,6.76091666667,49.3289166667,30.78525,7.08233333333,13.30175,36.3270833334,12.30675,17.829875,26.1280833333,47.9793541666,13.339,7.14883333333
389.55,8.65483333332,47.6495833333,6.76533333333,49.3689583334,30.7765833333,7.0785,13.2909166667,36.24175,12.3495833333,17.78925,26.068,47.8114583334,13.3456666667,7.17775
389.91,8.64599999999,47.8105,6.76675,49.53775,30.8501666667,7.09991666667,13.3284166667,36.2343333334,12.43675,17.8244583333,26.1021666667,47.7624166667,13.4213333333,7.18475
390.27,8.64874999999,47.8856666666,6.7685,49.6614166666,30.8750833333,7.12091666667,13.3283333333,36.1866666666,12.4850833333,17.8170833333,26.0919166667,47.6265208333,13.464,7.20366666667
390.63,8.61425,47.969,6.723,49.775375,30.8708333333,7.0885,13.3225833333,36.1396666667,12.5176666667,17.8047916667,26.0771666667,47.5515833334,13.4925833333,7.18775
391.00,8.63358333332,48.04025,6.72141666667,49.900375,30.9499166667,7.08975,13.3604166667,36.1333333333,12.5675,17.7985,26.0888333333,47.4977916667,13.5684166667,7.20525
391.36,8.58966666667,48.18475,6.71508333333,50.0387083333,30.97625,7.10575,13.36725,36.09525,12.5849166667,17.78,26.0745833333,47.4671666667,13.6035,7.18308333333
391.72,8.5065,48.2081666667,6.64933333333,50.0811666667,30.9305833333,7.03408333333,13.306,36.0031666667,12.5428333333,17.68175,26.0033333333,47.2984375,13.578,7.10666666667
392.08,8.43608333333,48.20725,6.60808333333,50.0280833333,30.88475,6.95325,13.235,35.87425,12.5029166667,17.586375,25.8995833333,47.0755416667,13.5744166667,7.02466666667
392.44,8.46625000001,48.3175,6.67266666667,50.1931666667,31.0149166667,6.977,13.2903333333,35.8904166667,12.5891666667,17.6310416667,25.9240833333,46.9957708333,13.6635833333,7.10466666666
392.80,8.49591666668,48.2848333333,6.69191666667,50.1779583333,30.9809166666,7.00916666667,13.3186666667,35.8433333333,12.6230833333,17.610125,25.89325,46.823125,13.7238333334,7.08991666667
393.16,8.47316666666,48.2571666667,6.6585,50.1915833333,30.9490833333,6.97391666667,13.278,35.771,12.6561666667,17.5577083333,25.81025,46.6809583333,13.7363333333,7.06116666667
393.52,8.45641666668,48.3528333334,6.62633333333,50.32675,30.99525,6.945,13.2735,35.7691666667,12.6976666667,17.5476666666,25.8068333333,46.5844583333,13.79325,7.07283333333
393.88,8.44149999999,48.4108333333,6.60091666667,50.3556666666,30.99025,6.94733333333,13.2611666667,35.7176666667,12.69875,17.4911666666,25.7526666667,46.4563958334,13.7956666667,7.04475
394.24,8.44616666667,48.434,6.62825,50.3627916666,31.0039166667,6.95591666667,13.28675,35.6650833333,12.7245,17.457625,25.7205833333,46.3614375,13.821,7.05825
394.60,8.49283333334,48.4589166667,6.68625,50.3740833334,31.04525,6.99225,13.2965,35.6350833333,12.826,17.46625,25.70625,46.2563541666,13.88025,7.09358333333
394.96,8.50566666666,48.51025,6.70966666667,50.4260833334,31.0351666666,6.98575,13.3118333333,35.5826666666,12.8769166667,17.4858333334,25.7168333333,46.1229375,13.9174166667,7.10883333334
395.32,8.56633333333,48.6024166667,6.74283333333,50.52,31.0746666667,6.99458333334,13.34475,35.5650833334,12.9726666667,17.5359166667,25.7148333333,45.9853958333,13.9974166667,7.1495
395.68,8.61524999999,48.6843333333,6.79783333333,50.6187083333,31.1339166667,7.07358333333,13.3860833333,35.5619166666,13.0623333334,17.5727916667,25.7265833333,45.9278333333,14.06325,7.21383333333
396.04,8.69891666666,48.8905,6.88941666667,50.8344166667,31.25575,7.1455,13.52025,35.7001666666,13.2205,17.64125,25.8406666667,45.9884583333,14.1755,7.32983333333
396.40,8.64925,48.8125,6.8465,50.7541666667,31.1323333334,7.121,13.4425833333,35.5453333333,13.2088333333,17.58775,25.7654166667,45.7460208334,14.1625833333,7.29225
396.76,8.64541666668,48.9135,6.84266666667,50.848,31.2080833333,7.12991666667,13.4578333333,35.50025,13.2870833334,17.5749583333,25.72325,45.6853541667,14.2073333333,7.305
397.12,8.63891666666,48.94225,6.84925,50.8759166667,31.23625,7.11933333333,13.4665,35.4463333333,13.3006666667,17.510625,25.66075,45.5021666666,14.2335833333,7.28058333333
397.48,8.67083333334,49.01675,6.87966666667,50.90425,31.2518333333,7.16091666667,13.5115,35.4053333334,13.3689166667,17.51175,25.6298333333,45.3932083333,14.3068333333,7.265
397.84,8.63383333333,49.0239166666,6.86416666666,50.941625,31.2385833333,7.11608333333,13.529,35.35075,13.4478333333,17.47,25.57225,45.2292916666,14.3629166666,7.25733333333
398.20,8.62975000001,49.084,6.84241666667,51.03025,31.2621666667,7.06258333333,13.4988333333,35.3374166667,13.5205,17.4481666667,25.5631666667,45.1075208334,14.417,7.25991666666
398.56,8.55333333332,49.1855833333,6.77333333333,51.1716666667,31.25975,6.97941666667,13.4805833333,35.2930833333,13.4993333334,17.3982083334,25.51175,44.9956666667,14.4146666667,7.21658333334
398.92,8.52575,49.2356666667,6.76533333333,51.2778333333,31.3020833334,6.95825,13.4880833333,35.26475,13.52125,17.3697083334,25.4663333334,44.8803541667,14.4495833333,7.189
399.28,8.48091666667,49.30175,6.76825,51.3790416667,31.3503333334,6.92416666667,13.4931666667,35.2910833333,13.569,17.33175,25.4553333333,44.8352083333,14.511,7.20925
399.64,8.39624999999,49.3324166667,6.68008333334,51.4245,31.2995833333,6.82616666666,13.4345,35.2036666667,13.5701666666,17.2405416666,25.3795833333,44.6973541667,14.5070833334,7.11916666667
400.00,8.32291666666,49.3358333334,6.58841666667,51.4845416667,31.2815833333,6.77133333333,13.3659166667,35.1250833333,13.5584166667,17.1705,25.2978333333,44.5740833333,14.5101666667,7.00075
400.36,8.32925000001,49.4136666667,6.58708333333,51.6047916667,31.3369166667,6.75583333333,13.3999166667,35.1566666666,13.6475833333,17.1467916667,25.2530833333,44.5460625,14.5843333333,6.97825
400.72,8.28308333334,49.5145,6.56016666667,51.7319166667,31.35675,6.73391666667,13.4069166667,35.2138333333,13.683,17.1149583333,25.268,44.4688541667,14.6375833333,6.95208333334
401.08,8.31058333334,49.597,6.59983333333,51.8405416667,31.3825,6.79258333333,13.469,35.2153333333,13.79375,17.203625,25.2704166667,44.4367291667,14.741,7.00258333334
401.44,8.35999999999,49.7051666667,6.65058333333,51.9718333333,31.4455833333,6.80783333333,13.509,35.2445,13.8986666667,17.234,25.2864166666,44.3619375,14.8186666667,7.03075
401.80,8.40258333332,49.728,6.71658333334,52.03325,31.48475,6.8275,13.5438333334,35.2243333334,13.9641666667,17.2762083333,25.2774166667,44.2663125,14.9030833333,7.06841666667
402.16,8.41125,49.7830833333,6.69658333333,52.0967083333,31.4836666667,6.87041666667,13.59325,35.1904166667,14.02675,17.3030833333,25.2356666667,44.1715416667,14.97775,7.05875
402.52,8.42325000001,49.8564166667,6.71075,52.1789583333,31.5035,6.88333333333,13.648,35.2093333334,14.0979166667,17.298,25.2298333334,44.1173125,15.0440833333,7.06
402.88,8.39483333334,49.8868333333,6.6685,52.1198333333,31.45575,6.89566666667,13.6250833333,35.1290833333,14.1785833333,17.2475416667,25.1584166666,43.9989166666,15.07425,7.06575
403.24,8.41533333332,49.878,6.66908333333,52.129125,31.4426666667,6.94091666667,13.6494166667,35.1046666667,14.2534166667,17.2914583334,25.1171666667,43.9047291667,15.1349166666,7.07858333333
403.60,8.43883333333,49.9183333333,6.7425,52.193125,31.469,6.99225,13.7225833333,35.13425,14.3423333334,17.3255833333,25.1281666667,43.8311875,15.2269166667,7.14091666667
403.95,8.46441666666,49.982,6.77175,52.2289166667,31.4815,6.98541666667,13.7686666667,35.1270833334,14.4391666667,17.357875,25.1130833334,43.7358958333,15.295,7.2185
404.31,8.47566666668,50.1316666667,6.78575,52.4023333333,31.525,6.991,13.8173333333,35.1875,14.50375,17.39825,25.1261666667,43.7319375,15.37875,7.25533333333
404.67,8.47925,50.1665,6.78366666666,52.4400833334,31.5075,6.95475,13.8444166667,35.1490833333,14.5505833333,17.3940833333,25.0599166667,43.6378958333,15.4281666667,7.27375
405.03,8.46683333334,50.2624166666,6.7795,52.502125,31.5289166667,6.91291666667,13.8450833334,35.1723333333,14.6001666667,17.365125,25.0493333333,43.5964791667,15.4816666666,7.28808333333
405.39,8.46083333333,50.3314166667,6.79266666667,52.580875,31.5616666666,6.92358333333,13.8768333333,35.2118333334,14.6625,17.3853333333,25.0459166667,43.5863333333,15.5576666667,7.30991666667
405.75,8.43208333334,50.4125833333,6.758,52.6512916667,31.5920833333,6.89333333333,13.8635833333,35.2229166667,14.7248333333,17.3593333333,25.00275,43.5452083334,15.5940833333,7.29108333333
406.11,8.43625,50.5269166666,6.79216666667,52.7643333333,31.6389166667,6.90891666667,13.91875,35.24725,14.831,17.3624166667,25.0200833334,43.5277083333,15.696,7.31883333333
406.47,8.43916666667,50.5374166667,6.80741666667,52.7750416667,31.6218333333,6.92425,13.9294166667,35.22675,14.9049166666,17.3553333333,25.005,43.4204583333,15.7780833334,7.353
406.83,8.43816666668,50.6019166667,6.82658333333,52.8822083333,31.6246666667,6.91275,13.9575833333,35.2708333333,14.9516666667,17.3571666666,24.9726666666,43.3835208333,15.8629166667,7.33991666666
407.19,8.40616666668,50.6909166667,6.818,52.96375,31.6339166666,6.87033333334,13.9944166667,35.26325,15.0189166667,17.3302083333,24.9281666667,43.3145208333,15.9098333333,7.32616666667
407.55,8.44258333334,50.8818333334,6.81883333333,53.108875,31.7235833333,6.8605,14.0349166667,35.30925,15.1285,17.362875,24.9544166667,43.3237291666,16.01025,7.33191666667
407.90,8.37775,50.8806666667,6.77725,53.133,31.6910833334,6.83583333333,14.0063333333,35.28,15.1310833333,17.3070416667,24.8665,43.2089583333,16.05975,7.2585
408.26,8.36216666667,51.0045,6.76058333333,53.2605833333,31.7499166667,6.81758333333,14.03775,35.3053333333,15.2234166667,17.3034583333,24.87025,43.19875,16.12625,7.23591666667
408.62,8.33483333333,51.0601666667,6.743,53.3510416667,31.7695,6.82125,14.0455,35.3035833333,15.2973333333,17.3014166667,24.8636666667,43.1218541667,16.17925,7.21441666667
408.98,8.32600000001,51.0960833333,6.72025,53.406625,31.7949166667,6.84058333333,14.0708333333,35.2868333333,15.38075,17.3039583333,24.8521666667,43.0617291667,16.2645833333,7.17941666667
409.34,8.21883333334,51.1054166667,6.61458333333,53.41425,31.7173333333,6.74883333333,13.9968333333,35.2268333333,15.365,17.192625,24.7525,42.9065208333,16.2694166667,7.09691666666
409.70,8.19599999999,51.1275,6.57241666667,53.4805833333,31.7056666667,6.73991666667,14.0086666667,35.2169166667,15.3866666667,17.1770416666,24.7234166667,42.8115208333,16.3269166667,7.08091666666
410.06,8.19241666667,51.1550833333,6.5625,53.5443333333,31.74075,6.74616666667,14.0031666667,35.23475,15.4531666666,17.1650416667,24.68225,42.7196041667,16.3865833333,7.06558333333
410.42,8.15166666666,51.1785,6.5325,53.6052083333,31.7476666667,6.72841666667,13.9885833333,35.2266666667,15.5065,17.1525416667,24.6073333333,42.6454166667,16.4186666666,7.01141666667
410.77,8.14066666667,51.1833333333,6.50941666667,53.6321666667,31.7600833333,6.69966666667,13.9859166667,35.191,15.5455833333,17.11825,24.575,42.51525,16.4575,6.98466666667
411.13,8.15041666667,51.1861666667,6.48558333333,53.6234166667,31.7434166667,6.71583333333,13.94475,35.173,15.5738333334,17.0690833333,24.5390833333,42.4165208333,16.5375833333,6.97375
411.49,8.11716666667,51.15275,6.465,53.636,31.73625,6.7065,13.949,35.15075,15.5983333333,17.041875,24.4655,42.3199791667,16.59775,6.96041666667
411.85,8.12525,51.2343333333,6.48075,53.7018333333,31.7799166667,6.69975,13.9699166667,35.1695,15.6899166667,17.0435,24.4749166667,42.3037916666,16.6948333333,7.00825
412.21,8.08333333334,51.1214166667,6.43966666667,53.6086666667,31.7049166667,6.67308333333,13.92425,35.0789166667,15.68225,16.9665833334,24.3815,42.162875,16.7344166667,6.96291666666
412.57,8.07716666667,51.1904166667,6.42775,53.7144583333,31.76775,6.66325,13.9374166667,35.1015833333,15.74475,16.9523333333,24.3738333333,42.1538541667,16.8250833334,6.95375
412.92,8.05966666667,51.2308333333,6.40833333333,53.814,31.7576666667,6.62741666667,13.9485833333,35.1269166667,15.7769166667,16.9173333333,24.3405833333,42.1026041666,16.8850833333,6.95391666667
413.28,8.11383333333,51.3325,6.46516666667,53.9274583333,31.8569166667,6.689,14.0303333333,35.168,15.9094166666,16.9811666667,24.39325,42.1422708333,17.0268333333,7.0125
413.64,8.12733333333,51.39675,6.49641666667,54.013,31.9003333333,6.71958333333,14.078,35.2135833334,16.0421666667,16.9903333333,24.4255833333,42.1314791667,17.13475,7.02375
414.00,8.08466666668,51.4046666667,6.45283333333,54.0024166666,31.8419166667,6.64375,14.0785,35.164,16.0536666667,16.9520833334,24.3685,42.0191458334,17.1831666666,6.99783333333
414.36,8.12066666666,51.5013333333,6.49783333334,54.0718333333,31.8980833334,6.66225,14.1555,35.2165,16.1440833333,16.9810416667,24.4071666666,41.9968333333,17.32375,7.04033333333
414.72,8.12916666666,51.7129166667,6.49675,54.297625,31.9613333333,6.67291666667,14.2305,35.3353333334,16.2674166666,17.022125,24.4570833333,42.0619375,17.4693333334,7.06608333334
415.07,8.12025,51.88275,6.51325,54.4527916667,31.98825,6.67583333333,14.3030833333,35.4208333333,16.3463333333,17.081,24.4983333334,42.0815208333,17.5798333333,7.07633333333
415.43,8.13983333333,52.0118333333,6.53891666667,54.6035416667,32.063,6.717,14.36775,35.5138333333,16.4510833333,17.1249583333,24.5296666667,42.1062916667,17.70925,7.08366666667
415.79,8.14816666666,52.1105833333,6.54333333333,54.7216666667,32.07725,6.74066666666,14.44875,35.5915833333,16.5103333333,17.147,24.5139166667,42.0816666667,17.8144166667,7.05341666667
416.15,8.17074999999,52.2555,6.57633333334,54.8589166667,32.1191666666,6.77191666667,14.5125833333,35.6905,16.6280833333,17.2039166666,24.5493333333,42.0745625,17.94575,7.10441666666
416.51,8.18833333334,52.32675,6.60983333333,54.8955416667,32.1185833333,6.78908333333,14.5515,35.7160833333,16.6928333333,17.2208333333,24.57025,42.015125,18.04825,7.12383333333
416.86,8.25633333332,52.4005833333,6.69183333333,54.9787083333,32.1731666667,6.85416666666,14.63425,35.7669166667,16.8115,17.29075,24.5985833333,42.0086041667,18.1885833333,7.21083333333
417.22,8.23341666667,52.3894166667,6.675,54.9478333333,32.1359166667,6.82941666667,14.64325,35.78125,16.86125,17.2709583333,24.5523333333,41.932375,18.2446666667,7.19775
417.58,8.21808333334,52.48175,6.69033333334,55.0196666666,32.1526666667,6.83025,14.6691666667,35.8381666667,16.9160833333,17.2680833333,24.5389166667,41.9233333333,18.3284166666,7.21058333334
417.94,8.21750000001,52.59575,6.70541666667,55.1338333333,32.1866666667,6.86375,14.7025,35.94425,16.9990833333,17.2905416667,24.54825,41.9589791666,18.4394166667,7.21575
418.29,8.19716666667,52.6113333333,6.66275,55.1649166667,32.1653333333,6.83716666666,14.7055,35.9476666667,17.0411666666,17.2697916667,24.4976666667,41.8971875,18.5085,7.18583333333
418.65,8.18091666667,52.581,6.68891666667,55.1395833333,32.16175,6.83366666667,14.7205833333,35.939,17.0835,17.278,24.4639166667,41.8220833333,18.5780833334,7.20308333333
419.01,8.16866666667,52.56425,6.69133333333,55.161875,32.1779166667,6.836,14.7291666667,35.9698333333,17.1384166667,17.2505833334,24.4423333333,41.744625,18.66275,7.18775
419.37,8.13125000001,52.5145833334,6.653,55.1166666667,32.1070833333,6.79233333333,14.71,35.9348333333,17.1549166666,17.2023333333,24.3939166667,41.6191666667,18.697,7.15625
419.73,8.11724999999,52.4835833333,6.64266666667,55.0938333333,32.07525,6.77283333333,14.7070833333,35.9115833334,17.2010833333,17.1769166667,24.3638333333,41.531,18.7503333333,7.14258333333
420.08,8.10966666666,52.4778333333,6.63383333333,55.0608333333,32.0455,6.76133333333,14.7229166667,35.9094166667,17.2325833334,17.1449166667,24.3285833334,41.4384583333,18.8083333333,7.1335
420.44,8.12075,52.5393333334,6.64425,55.1055,32.0735833333,6.77616666667,14.75,35.9804166667,17.3048333333,17.1500416667,24.318,41.4345,18.90225,7.137
420.80,8.06808333334,52.5356666667,6.59625,55.0620416667,32.0365,6.73933333333,14.7180833333,35.9873333334,17.32125,17.1119583333,24.256,41.3366875,18.94025,7.08433333334
421.16,8.03891666668,52.55,6.58608333333,55.099875,32.0461666667,6.72225,14.7275833333,36.0115833333,17.3506666666,17.0847916667,24.21725,41.2587708333,19.00875,7.0645
421.51,8.02266666667,52.5510833333,6.55008333334,55.1079583333,32.0171666666,6.694,14.7315833333,36.03675,17.384,17.06425,24.17475,41.1996458333,19.0835833333,7.03941666667
421.87,8.00975,52.5583333333,6.53191666667,55.1267083333,32.0335,6.6735,14.748,36.0528333333,17.4348333333,17.0445,24.14075,41.1413333333,19.16575,7.02341666666
422.23,7.98675000001,52.5534166667,6.52808333333,55.1196666667,32.01575,6.66416666667,14.7590833334,36.0669166667,17.47475,17.0260416667,24.10825,41.0710833333,19.23875,7.01416666667
422.58,7.99108333334,52.6219166667,6.52283333333,55.1848333333,32.0305,6.66925,14.7849166667,36.14275,17.5395833333,17.032875,24.1055833334,41.0637708333,19.34525,6.99991666667
422.94,7.98991666666,52.6915833333,6.50916666667,55.24025,32.0454166667,6.6555,14.8191666667,36.1924166666,17.613,17.0459166667,24.1015833333,41.0672083333,19.4240833333,7.00866666667
423.30,7.98233333333,52.7538333333,6.505,55.2967916667,32.0711666667,6.66091666667,14.8540833333,36.25125,17.6748333334,17.0405833333,24.0936666667,41.0455416667,19.4973333333,7.00708333333
423.66,7.97241666666,52.8338333333,6.50641666667,55.3865,32.1119166667,6.66616666667,14.8764166667,36.3305833333,17.7421666667,17.0425833333,24.0971666667,41.043125,19.59975,7.005
424.01,7.97425,52.9185,6.52416666666,55.4924166667,32.17,6.68175,14.9125,36.4375833333,17.82475,17.0837916667,24.1049166667,41.08475,19.72125,7.00783333333
424.37,7.96816666667,52.9563333334,6.52641666667,55.5412916667,32.1791666667,6.678,14.94525,36.4823333333,17.88625,17.1008333333,24.0791666666,41.0538541667,19.8143333333,7.02716666666
424.73,7.974,53.0293333334,6.54066666667,55.6182916667,32.2135,6.67,14.9939166667,36.54925,17.9531666667,17.1105416667,24.09025,41.0752708333,19.922,7.03841666667
425.08,8.00725000001,53.1490833333,6.56541666667,55.7067916667,32.2636666666,6.70016666666,15.0466666667,36.6445833333,18.0515,17.1667083334,24.1203333333,41.119375,20.0456666667,7.04966666667
425.44,8.01783333334,53.16125,6.60575,55.7196666666,32.286,6.71408333333,15.0869166666,36.6840833333,18.1159166667,17.202375,24.1185833334,41.0840833334,20.1440833333,7.07983333334
425.80,8.02675000001,53.1855833334,6.6285,55.7550833334,32.2990833333,6.71333333333,15.1164166667,36.7331666666,18.1704166666,17.2315416667,24.1200833333,41.0505,20.2303333333,7.10783333333
426.16,8.061,53.29075,6.66333333334,55.8713333334,32.3804166667,6.73983333333,15.1736666667,36.8405833333,18.265,17.263,24.1559166667,41.1147083333,20.3518333334,7.1395
426.51,8.03758333333,53.2915,6.63833333333,55.8806666667,32.3881666667,6.71466666666,15.172,36.86475,18.31475,17.2354583333,24.129,41.0774791667,20.4230833333,7.13866666666
426.87,8.03758333332,53.32775,6.65916666667,55.9427083333,32.4241666667,6.709,15.20225,36.92875,18.394,17.2377916667,24.1061666667,41.0552083333,20.5445833333,7.143
427.23,8.05108333334,53.3935,6.66883333333,55.9907916667,32.457,6.69883333333,15.2309166667,37.0135833333,18.4823333333,17.2648333334,24.0889166667,41.0810833334,20.6995,7.16158333333
427.58,8.03691666668,53.4431666667,6.65816666667,56.0185416667,32.48375,6.68241666667,15.2660833334,37.0770833333,18.5440833334,17.2987083333,24.0555833334,41.0825416667,20.8051666667,7.16316666667
427.94,8.01916666667,53.5066666667,6.628,56.0655833333,32.4978333333,6.653,15.2921666667,37.1176666667,18.6055833334,17.2835833333,24.04625,41.0513541667,20.9125833333,7.15025
428.30,7.99375,53.5290833333,6.61416666667,56.0911666667,32.492,6.64208333333,15.3154166667,37.1725,18.6614166667,17.26975,24.0249166667,41.0377083333,21.01175,7.12291666667
428.65,7.99908333332,53.6608333333,6.63258333333,56.2633333333,32.5766666667,6.67183333333,15.3806666667,37.30525,18.7708333333,17.32875,24.0773333333,41.1027708333,21.1563333333,7.13266666667
429.01,7.97283333334,53.6533333333,6.61883333334,56.2867083333,32.55175,6.64841666666,15.4119166667,37.3439166667,18.8150833333,17.307,24.0568333333,41.0660208333,21.2553333333,7.11066666667
429.37,7.95691666666,53.7695,6.57541666667,56.4070416667,32.58,6.63208333334,15.4360833333,37.4135833333,18.88725,17.2879583333,24.05625,41.1028125,21.3578333334,7.06533333333
429.72,7.94741666668,53.8806666667,6.56783333333,56.506875,32.6068333333,6.64558333333,15.4870833333,37.5204166667,18.9775833334,17.304125,24.0724166667,41.1584375,21.4938333334,7.04708333333
430.08,7.95199999999,53.9715833333,6.57033333333,56.5725833333,32.6084166667,6.65016666667,15.5326666667,37.6118333333,19.07025,17.35275,24.1184166666,41.173625,21.6168333333,7.05425
