wavelength,Back_PorCaef,Belly_PorCaef,Breast_PorCaef,Crissum_PorCaef,Crown_PorCaef,DorTail_PorCaef,Rump_PorCaef,Throat_PorCaef,WingTip_PorCaef
325.10,4.18453333333,13.5394,8.6638,6.99733333333,4.19173333333,5.3764,6.23526666667,10.239,7.08353333334
325.47,4.10853333333,13.4396,8.603,6.90346666667,4.10146666667,5.34393333333,6.1959,10.1908,7.03880000001
325.84,4.12913333334,13.3436,8.5906,6.82433333334,4.07306666667,5.23173333333,6.17536666667,10.2406666667,7.04139999999
326.21,4.353,13.5162,8.8084,7.015,4.26666666667,5.38746666666,6.33463333333,10.4987333333,7.18666666667
326.57,4.33053333333,13.546,8.87033333333,7.01746666667,4.2448,5.40946666667,6.27636666667,10.5584,7.13879999999
326.94,4.41453333333,13.6454,9.00986666667,7.06986666667,4.3066,5.41606666667,6.31136666667,10.6422666667,7.16746666667
327.31,4.43286666667,13.7175333333,9.0344,7.1414,4.27533333334,5.4046,6.25336666667,10.6562,7.13140000001
327.67,4.4284,13.7398,9.0824,7.17766666667,4.25433333333,5.40766666667,6.22966666667,10.6591333333,7.03613333333
328.04,4.5532,13.9275333333,9.23873333334,7.31613333333,4.45613333333,5.5722,6.3595,10.854,7.12853333333
328.41,4.43073333333,13.8509333333,9.10366666667,7.09726666666,4.329,5.40986666666,6.21426666667,10.7740666667,6.97733333333
328.78,4.48573333333,13.9738666667,9.18806666667,7.1502,4.361,5.42486666667,6.24493333333,10.8499333334,7.04866666666
329.14,4.57153333333,14.1668666667,9.3586,7.20273333333,4.43346666667,5.50673333333,6.36243333333,10.9844,7.14766666667
329.51,4.7218,14.4244666667,9.55426666667,7.3624,4.59,5.6136,6.46846666667,11.2721333333,7.26273333334
329.88,4.86286666667,14.7381333333,9.77940000001,7.61113333333,4.7658,5.87073333333,6.6828,11.4540666667,7.43986666666
330.24,4.64406666667,14.6917333333,9.61833333333,7.50873333333,4.57266666667,5.72546666667,6.5052,11.3022666667,7.31633333334
330.61,4.60706666667,14.6525333333,9.58073333333,7.49566666667,4.49173333333,5.62053333333,6.49123333333,11.2591333333,7.23359999999
330.98,4.50633333333,14.6278,9.54053333333,7.45633333333,4.3712,5.52813333333,6.46863333333,11.1827333333,7.14119999999
331.34,4.63186666667,14.7989333334,9.75180000001,7.58206666667,4.48606666667,5.67606666667,6.63446666667,11.3677333333,7.34926666667
331.71,4.71326666667,15.0177333333,9.83733333332,7.69506666667,4.5802,5.75493333333,6.72166666667,11.4425333333,7.50879999999
332.08,4.69013333333,15.0264,9.8326,7.68473333333,4.4836,5.72673333333,6.68473333333,11.4034666667,7.50386666666
332.44,4.80146666667,15.1498666667,9.92266666667,7.77513333333,4.55486666667,5.79586666667,6.77786666667,11.5063333333,7.56993333334
332.81,4.95946666667,15.2364,10.0581333333,7.87926666667,4.6138,5.94213333333,6.9407,11.6957333333,7.64593333333
333.18,5.14893333333,15.3502,10.1700666667,8.09986666667,4.73973333333,6.10966666667,7.08033333333,11.8478666667,7.77739999999
333.54,5.25206666667,15.435,10.2976666667,8.21693333333,4.8326,6.1904,7.18006666667,11.9526,7.90093333334
333.91,5.2892,15.548,10.383,8.2428,4.92193333333,6.18173333333,7.22136666667,12.0423333333,7.91006666667
334.28,5.38253333333,15.6723333334,10.4528,8.32266666667,4.98833333333,6.27126666667,7.31833333333,12.1334666667,7.906
334.64,5.523,15.9300666667,10.6724,8.5068,5.15466666667,6.47413333333,7.5199,12.3516666667,8.09980000001
335.01,5.45806666667,15.8980666667,10.6686666667,8.42186666667,5.14833333333,6.43166666667,7.48196666667,12.2972,8.02493333333
335.38,5.2276,15.7328666667,10.4592,8.26086666667,4.98813333333,6.18793333333,7.29073333333,12.1087333333,7.81820000001
335.74,5.2656,15.7493333333,10.5234,8.29193333333,5.01906666666,6.1724,7.32133333333,12.1679333333,7.81373333333
336.11,5.4558,15.9681333333,10.7386,8.51006666667,5.25666666667,6.33833333333,7.5382,12.3985333333,7.98953333333
336.47,5.43493333333,16.0429333333,10.7418666667,8.53113333334,5.26126666667,6.3254,7.5632,12.4576666667,7.98080000001
336.84,5.23513333333,15.9611333334,10.601,8.38066666667,5.117,6.17333333333,7.36813333334,12.2700666667,7.77026666667
337.21,5.0586,15.868,10.4849333333,8.1984,4.9882,5.98733333333,7.19213333333,12.1886666667,7.52193333333
337.57,5.02113333333,15.8958,10.4639333333,8.2228,4.98506666667,5.95173333333,7.16013333333,12.2338666667,7.4466
337.94,4.97306666667,15.8467333333,10.5112,8.20973333333,4.91226666667,5.9346,7.12756666667,12.2416,7.40546666666
338.31,4.95626666666,15.8965333334,10.6373333333,8.203,4.92646666666,5.90146666667,7.10643333333,12.2862666667,7.44339999999
338.67,4.97053333333,15.9645333333,10.6599333333,8.17746666667,4.92853333333,5.83306666667,7.0984,12.3203333333,7.44366666666
339.04,5.1146,16.1976,10.7768666667,8.34,5.03353333333,5.969,7.19466666667,12.4799333333,7.57739999999
339.40,5.176,16.2356,10.8025333333,8.34013333333,5.03986666667,5.958,7.20526666667,12.519,7.52113333334
339.77,5.03586666667,16.2347333333,10.7096,8.20273333333,4.9202,5.891,7.1252,12.4544,7.42426666666
340.14,4.91393333333,16.1313333333,10.5495333333,8.01186666667,4.7808,5.74126666667,6.96063333333,12.4002,7.28633333333
340.50,4.96873333333,16.2277333333,10.6472,8.0854,4.8996,5.79713333333,7.00566666667,12.4498,7.33166666667
340.87,4.97026666667,16.3476,10.7208,8.17146666667,4.934,5.7496,7.04983333333,12.579,7.35113333333
341.23,5.03,16.4971333333,10.8386666667,8.3006,5.02893333333,5.81533333333,7.16263333333,12.6936666667,7.44160000001
341.60,5.01073333333,16.6231333333,10.9042666667,8.32993333333,5.03813333333,5.88433333333,7.23633333334,12.7457333333,7.44513333333
341.96,4.99746666667,16.7457333333,10.8276666667,8.3258,5.0166,5.86833333333,7.23316666667,12.7780666667,7.42893333334
342.33,4.99173333333,16.8034,10.7934,8.34246666667,5.0184,5.85253333333,7.24616666667,12.7854666667,7.39453333334
342.70,4.94253333333,16.815,10.7734,8.3452,5.00126666666,5.84413333333,7.21403333333,12.7564666667,7.34786666667
343.06,4.8666,16.8098666667,10.7854666667,8.3266,4.97133333333,5.7898,7.16776666667,12.8046,7.28706666667
343.43,4.93393333333,16.9934,10.9422,8.45206666667,5.08646666667,5.91686666667,7.28056666667,12.9402,7.36033333334
343.79,4.98226666667,17.0304,11.0490666667,8.50759999999,5.12153333333,5.93353333333,7.28726666667,12.9838666667,7.35466666667
344.16,4.89746666667,17.0130666667,11.0220666667,8.47506666667,5.0002,5.85246666667,7.21323333333,12.9058,7.25693333334
344.52,4.77653333333,16.9231333333,10.9837333333,8.36139999999,4.8324,5.77133333333,7.08886666667,12.8926,7.164
344.89,4.746,16.849,10.9251333333,8.28266666667,4.75826666667,5.7644,7.03486666667,12.8723333333,7.11539999999
345.25,4.63546666667,16.7578,10.842,8.16453333333,4.61113333333,5.6362,6.88546666667,12.7702,7.02673333334
345.62,4.53706666667,16.6265333333,10.7433333333,8.01373333333,4.47793333333,5.47813333333,6.7215,12.6326,6.90226666667
345.99,4.5066,16.5911333333,10.7503333333,7.94506666667,4.43406666667,5.42746666667,6.6484,12.5963333333,6.8056
346.35,4.534,16.6574,10.8358,7.98066666667,4.4564,5.47426666667,6.67513333333,12.6948,6.809
346.72,4.62053333333,16.7440666667,10.9304666667,8.0482,4.51153333333,5.53706666667,6.72366666667,12.8106,6.86479999999
347.08,4.59533333333,16.7602,10.9018,7.99806666667,4.46333333333,5.4844,6.66466666667,12.7853333333,6.88033333333
347.45,4.6392,16.8475333334,10.9263333333,7.9776,4.47326666667,5.51993333333,6.695,12.8474,6.93619999999
347.81,4.74046666667,17.0101333333,11.0102666667,8.08600000001,4.5668,5.62813333333,6.80966666667,12.9963333333,7.04506666667
348.18,4.84886666667,17.2311333334,11.1648666667,8.21233333333,4.71093333333,5.75926666667,6.91036666666,13.1496666667,7.1532
348.54,4.92986666667,17.4238,11.2276,8.31806666667,4.7608,5.79466666667,6.9702,13.1676666667,7.1918
348.91,5.14553333333,17.7532666667,11.5468,8.55726666667,4.98553333333,6.0172,7.191,13.4462,7.44260000001
349.27,5.32913333333,17.9902,11.7347333333,8.72900000001,5.17313333333,6.18926666667,7.38073333333,13.6436,7.59886666666
349.64,5.4966,18.2279333334,11.9513333333,8.90359999999,5.3362,6.36853333333,7.55586666667,13.8733333333,7.74153333334
350.00,5.57326666667,18.3872,12.093,9.03506666667,5.43606666667,6.43873333333,7.63403333333,14.0293333333,7.86926666667
350.37,5.59193333333,18.4241333333,12.1143333333,9.01940000001,5.41746666667,6.41733333333,7.65726666667,14.0479333333,7.89840000001
350.73,5.51726666667,18.3466666667,12.0618,8.92599999999,5.339,6.30926666667,7.56156666667,13.9763333333,7.79239999999
351.10,5.58693333333,18.4740666667,12.1463333333,8.98180000001,5.37946666667,6.33706666667,7.64293333333,14.0622,7.78786666667
351.46,5.54033333333,18.4913333333,12.1804666667,8.98893333333,5.34786666667,6.27746666667,7.60663333333,14.0837333333,7.72780000001
351.83,5.43053333333,18.4784,12.1737333334,8.92133333334,5.221,6.18693333333,7.56046666667,14.1162,7.6442
352.19,5.39513333333,18.4899333333,12.1724,8.90000000001,5.1688,6.12973333333,7.5673,14.098,7.61299999999
352.55,5.3314,18.4042666667,12.1078666667,8.80379999999,5.1342,6.0444,7.54593333333,14.0858666667,7.50979999999
352.92,5.17586666667,18.3106,11.9501333333,8.63879999999,4.97266666667,5.86026666667,7.3934,13.9024666666,7.33133333334
353.28,5.18553333333,18.3326666667,11.9624666667,8.667,4.95973333333,5.83906666667,7.3668,13.9554,7.34039999999
353.65,5.11686666667,18.2884,11.8813333333,8.60633333333,4.88933333333,5.74786666666,7.30906666667,13.8971333333,7.29653333333
354.01,5.09926666666,18.2461333333,11.8892,8.62246666665,4.88733333333,5.742,7.32836666667,13.93,7.26920000001
354.38,5.13533333333,18.3152666667,11.9152666667,8.64246666666,4.93313333333,5.7784,7.3513,13.9885333333,7.23219999999
354.74,5.14446666666,18.3994666667,11.9593333333,8.65,4.96973333333,5.7624,7.4005,14.0294666667,7.23373333334
355.11,5.11786666667,18.4360666667,12.0156,8.65866666665,4.95393333333,5.77566666667,7.38453333333,14.0817333333,7.23533333333
355.47,5.06326666667,18.3952,11.9632666666,8.5956,4.84886666667,5.68246666667,7.2996,14.0351333333,7.16579999999
355.83,5.0844,18.4509333334,11.9840666667,8.62653333334,4.86206666667,5.66053333333,7.29146666667,14.0022666667,7.15906666666
356.20,5.1452,18.467,12.0282666667,8.64326666668,4.9162,5.72453333333,7.30653333333,14.0558666667,7.16926666667
356.56,5.2468,18.6242666667,12.1786666667,8.78626666665,5.02753333333,5.83973333333,7.38706666667,14.2362666667,7.28979999999
356.93,5.36366666667,18.7778,12.3179333333,8.93373333333,5.16146666667,5.95333333333,7.52576666667,14.3945333333,7.3926
357.29,5.34873333333,18.8661333334,12.3711333333,8.94073333334,5.16013333333,5.9822,7.57493333333,14.3836,7.35919999999
357.66,5.38333333333,18.9459333333,12.4502666667,8.99226666668,5.21186666667,6.00426666667,7.56776666667,14.4540666667,7.38286666666
358.02,5.4488,19.0863333333,12.5639333333,9.05820000001,5.28286666667,6.05646666667,7.63703333334,14.5238666667,7.44706666667
358.38,5.42786666667,19.1074,12.6010666667,9.07713333332,5.25793333333,6.02793333333,7.6329,14.5432,7.47313333333
358.75,5.4596,19.2132666667,12.6874,9.14319999999,5.25806666666,6.1062,7.64763333333,14.6489333333,7.51173333333
359.11,5.50886666667,19.2875333334,12.7437333333,9.19953333334,5.31833333333,6.155,7.68273333333,14.7243333334,7.57726666667
359.48,5.6186,19.4648,12.8874666667,9.3334,5.47466666667,6.27833333333,7.8007,14.9042666667,7.71346666667
359.84,5.68533333333,19.5271333333,12.964,9.3604,5.54533333333,6.3312,7.83073333333,15.0130666667,7.7328
360.20,5.59926666667,19.5699333333,12.9538666667,9.33366666665,5.44733333333,6.23113333333,7.78566666667,15.0058666666,7.68766666667
360.57,5.57366666667,19.6191333333,12.9809333333,9.32946666667,5.43726666667,6.22046666667,7.75813333333,15.0183333333,7.6716
360.93,5.5108,19.6112,12.9737333333,9.2934,5.39633333333,6.15873333333,7.6991,15.0269333333,7.62
361.29,5.47126666667,19.5773333333,12.9506666667,9.22566666667,5.3354,6.07766666667,7.605,15.0284,7.58493333333
361.66,5.50146666667,19.6486,12.9916666667,9.26106666666,5.34826666667,6.0972,7.65823333333,15.0791333333,7.60693333334
362.02,5.44126666667,19.6052,12.9312666667,9.17866666665,5.2364,6.00866666667,7.57283333333,14.9913333333,7.51433333333
362.39,5.44386666667,19.6567333333,12.9668,9.20719999999,5.23686666667,6.0044,7.5574,15.0312666667,7.49966666667
362.75,5.39906666667,19.6429333333,12.9344666667,9.17973333334,5.2142,5.94773333333,7.53676666667,15.0185333333,7.45953333333
363.11,5.32933333333,19.6153333333,12.8914666667,9.16713333332,5.17413333333,5.8826,7.4849,15.0206666667,7.38313333334
363.48,5.29446666667,19.5990666667,12.8862,9.13506666668,5.1472,5.8502,7.4648,15.009,7.31146666666
363.84,5.27313333333,19.6584,12.9109333333,9.15580000001,5.155,5.83113333333,7.45666666667,15.0462,7.3438
364.20,5.32793333333,19.7147333333,12.9689333333,9.22486666667,5.2382,5.87353333333,7.47366666667,15.0964,7.37313333333
364.57,5.3594,19.7502,13.0444666667,9.27293333333,5.25886666667,5.8742,7.5139,15.1335333333,7.39606666666
364.93,5.4266,19.8630666667,13.1391333333,9.33253333335,5.29853333333,5.93493333333,7.5634,15.2304,7.45933333334
365.29,5.43653333333,19.9539333333,13.1908666667,9.39653333333,5.369,5.97973333333,7.62776666667,15.3199333333,7.49093333333
365.66,5.34953333333,19.919,13.1556666667,9.31946666667,5.30673333333,5.91033333333,7.5652,15.2889333333,7.40660000001
366.02,5.33513333333,19.9756,13.1599333333,9.31893333333,5.34053333334,5.9214,7.56146666667,15.3625333333,7.40806666666
366.38,5.33153333333,20.0254666667,13.1667333333,9.30699999999,5.362,5.93286666667,7.57626666666,15.3628666667,7.4436
366.75,5.38053333333,20.1716666667,13.2888,9.37033333334,5.41706666667,5.9634,7.6215,15.436,7.49653333333
367.11,5.4516,20.2752666667,13.3700666667,9.40660000001,5.4388,5.97266666667,7.69626666667,15.4992666667,7.5156
367.47,5.47346666667,20.3310666666,13.4246666666,9.4402,5.45473333333,5.97813333333,7.72176666667,15.5446666667,7.56593333333
367.84,5.44746666667,20.3599333333,13.4237333333,9.42419999999,5.4088,5.9736,7.72283333333,15.5517333333,7.52986666667
368.20,5.387,20.4014,13.4454,9.40666666667,5.36026666667,5.9308,7.7356,15.5850666667,7.48846666666
368.56,5.4192,20.5094666667,13.4735333333,9.44113333333,5.37773333333,5.95226666667,7.77233333333,15.6419333333,7.51893333333
368.93,5.4462,20.5168,13.4754,9.47506666665,5.39446666667,5.95813333333,7.79443333333,15.63,7.49220000001
369.29,5.4614,20.5560666667,13.5052,9.47493333333,5.3318,5.935,7.77186666667,15.6604,7.45519999999
369.65,5.50673333333,20.6380666667,13.542,9.52526666667,5.38346666667,5.9644,7.79226666667,15.7328,7.48313333333
370.01,5.54873333333,20.744,13.6035333333,9.56806666668,5.39353333333,5.9714,7.8605,15.8184,7.52026666666
370.38,5.55793333333,20.7684,13.6132,9.57906666667,5.37826666667,5.94266666667,7.86576666667,15.845,7.46786666667
370.74,5.55593333333,20.7390666667,13.6039333333,9.59639999999,5.35593333333,5.94806666667,7.82903333334,15.8806,7.43573333333
371.10,5.5938,20.8058666667,13.6825333333,9.6398,5.40953333333,6.0144,7.86523333333,15.9374666667,7.48440000001
371.46,5.61926666667,20.8976666667,13.7430666667,9.6704,5.43553333333,6.03773333333,7.85823333333,15.9718,7.47066666667
371.83,5.6166,20.9240666667,13.759,9.66919999999,5.429,5.9988,7.8353,15.9911333333,7.41626666667
372.19,5.69486666667,21.008,13.8006666667,9.72306666667,5.48826666667,6.0688,7.88163333333,16.049,7.46453333334
372.55,5.6496,21.0343333333,13.7837333333,9.68026666667,5.4446,6.03613333333,7.85126666667,16.0572,7.4022
372.92,5.5978,21.0328666667,13.7492,9.63153333332,5.42733333333,6.0126,7.80223333333,16.0583333333,7.37260000001
373.28,5.59313333333,21.0598666667,13.7527333333,9.64893333333,5.46253333333,6.0032,7.80486666667,16.0892,7.40273333333
373.64,5.60673333333,21.1227333333,13.8342666667,9.66386666667,5.466,6.03173333333,7.81456666667,16.1290666667,7.4196
374.00,5.5726,21.1046,13.829,9.646,5.4552,6.01866666667,7.75856666667,16.1182666667,7.33946666666
374.37,5.5104,21.1225333333,13.8584666667,9.61206666667,5.4178,5.96893333333,7.69923333333,16.1286,7.30753333333
374.73,5.5124,21.1973333333,13.8964666667,9.59626666666,5.386,5.95033333333,7.74046666667,16.1492666667,7.27973333333
375.09,5.49746666667,21.2301333333,13.8980666666,9.57593333333,5.35666666667,5.9332,7.73486666667,16.1587333333,7.27466666667
375.45,5.4756,21.2843333333,13.8702,9.58733333333,5.3136,5.89253333333,7.73866666667,16.1953333333,7.28146666667
375.81,5.48413333333,21.3322666667,13.8862,9.60926666667,5.30633333333,5.90906666667,7.74496666667,16.2194666667,7.30406666666
376.18,5.47186666667,21.3303333333,13.9123333333,9.61939999999,5.29473333333,5.89673333333,7.76433333333,16.2671333333,7.30419999999
376.54,5.50646666667,21.4155333333,13.9878,9.69059999999,5.3548,5.95526666667,7.80316666667,16.3162666667,7.36526666667
376.90,5.44313333333,21.433,13.9880666667,9.6548,5.2808,5.86293333333,7.7609,16.3166666667,7.29580000001
377.26,5.37633333333,21.4172,13.9556,9.58853333335,5.21793333333,5.81746666667,7.7116,16.2622,7.21653333333
377.63,5.3598,21.4428,13.9662,9.6162,5.18893333333,5.7976,7.70133333333,16.2765333333,7.20519999999
377.99,5.38133333333,21.5262,14.0230666667,9.66479999999,5.2278,5.8328,7.73763333333,16.3492666667,7.26206666666
378.35,5.45553333333,21.5940666667,14.0949333333,9.75066666667,5.29986666667,5.9026,7.81103333333,16.4440666667,7.3428
378.71,5.46413333333,21.6307333333,14.1002666667,9.75493333334,5.35306666667,5.91293333333,7.81873333333,16.4727333333,7.37653333333
379.07,5.44366666667,21.6742666667,14.1224666667,9.75813333334,5.35013333333,5.90466666667,7.8043,16.4926,7.34466666667
379.44,5.4832,21.7003333333,14.1925333333,9.78373333335,5.39093333333,5.95626666667,7.8171,16.5295333333,7.36980000001
379.80,5.54013333334,21.7688666667,14.2776666667,9.83719999999,5.41573333333,5.9854,7.87346666667,16.5962,7.41673333333
380.16,5.57306666666,21.8776,14.3454,9.84493333333,5.41086666667,6.00626666667,7.86383333333,16.6512,7.43046666667
380.52,5.60646666667,21.9678666667,14.4145333334,9.88086666666,5.42513333333,5.9892,7.87046666667,16.7246,7.43026666666
380.88,5.66653333334,22.0438666667,14.4879333333,9.91206666667,5.4832,6.05966666667,7.8992,16.8070666667,7.485
381.24,5.77913333333,22.1688666667,14.5987333333,10.0236,5.59753333333,6.14153333334,7.97243333334,16.9246,7.57726666666
381.61,5.7936,22.2236,14.6100666667,10.0105333333,5.6114,6.114,7.99536666667,16.9267333333,7.56566666666
381.97,5.82113333333,22.2755333333,14.6701333333,10.0372666667,5.62053333333,6.12273333333,8.00663333333,16.9323333333,7.58146666666
382.33,5.7554,22.3164,14.6460666666,9.99526666667,5.58573333334,6.08046666667,7.96346666667,16.9308,7.50246666667
382.69,5.70946666667,22.3256,14.6366666667,9.95979999999,5.5302,6.0332,7.90763333333,16.9114,7.44979999999
383.05,5.72906666667,22.4106666667,14.6579333333,9.98320000001,5.52766666667,6.01806666667,7.9071,16.9398666667,7.44646666667
383.41,5.68546666667,22.4360666667,14.6632666667,9.96846666667,5.50586666667,5.9644,7.88873333333,16.9316666666,7.40246666666
383.77,5.64346666666,22.4734,14.6446666667,9.91446666668,5.50586666666,5.93633333334,7.86113333333,16.9336,7.37233333333
384.14,5.56993333333,22.4312,14.6035333333,9.85813333333,5.46046666667,5.8798,7.79483333333,16.8736666667,7.29800000001
384.50,5.52666666667,22.3991333333,14.5588,9.81579999999,5.42953333333,5.84053333333,7.7611,16.8372,7.25093333334
384.86,5.45226666667,22.3983333333,14.5294666666,9.7878,5.3622,5.774,7.71576666667,16.8057333333,7.2062
385.22,5.3816,22.4178666667,14.5226666667,9.74040000001,5.286,5.71906666667,7.681,16.7786,7.14586666666
385.58,5.36326666667,22.4686,14.5455333333,9.75726666665,5.256,5.69906666667,7.67473333333,16.8256,7.12733333332
385.94,5.30913333333,22.4529333333,14.5513333333,9.72559999999,5.19786666666,5.64086666667,7.64386666667,16.8365333333,7.08740000001
386.30,5.37433333333,22.5467333333,14.6288666667,9.80306666667,5.2252,5.67206666667,7.6947,16.9074666666,7.1368
386.66,5.4174,22.6308,14.7145333333,9.86020000001,5.26566666667,5.7208,7.73253333333,17.001,7.17306666667
387.03,5.3926,22.6340666667,14.7374,9.84739999999,5.25633333333,5.70506666667,7.71833333333,17.0352,7.1612
387.39,5.4252,22.7152666667,14.7788,9.88266666666,5.2758,5.74806666667,7.75513333333,17.0932,7.18786666667
387.75,5.4988,22.7958,14.8905333333,9.9984,5.35,5.827,7.81506666667,17.2004,7.25219999999
388.11,5.53793333333,22.8893333333,14.9502666667,10.0534,5.3998,5.86013333333,7.85746666667,17.2846,7.29580000001
388.47,5.56086666667,22.9620666667,15.0246666667,10.0780666667,5.38753333333,5.87073333333,7.8815,17.3667333333,7.30333333334
388.83,5.59333333333,23.0438,15.0822,10.1178,5.41486666667,5.90666666667,7.91796666667,17.4138666667,7.30553333333
389.19,5.62226666667,23.1068666667,15.1568666667,10.1568666667,5.43753333333,5.93253333333,7.92826666667,17.4784666667,7.32473333333
389.55,5.68946666667,23.1904,15.2323333333,10.1974666667,5.50786666667,6.01426666667,7.9911,17.5601333333,7.39733333333
389.91,5.76953333333,23.336,15.303,10.2911333333,5.58166666667,6.08633333333,8.06583333334,17.6364666667,7.45186666666
390.27,5.76626666667,23.3853333333,15.3224666667,10.279,5.57466666667,6.08113333333,8.06166666666,17.6767333333,7.44113333333
390.63,5.7604,23.4126,15.3324,10.2868666667,5.57026666667,6.06986666667,8.0749,17.6926666667,7.43540000001
391.00,5.7702,23.4648666667,15.3733333333,10.3174,5.58133333333,6.08013333333,8.08893333333,17.7406666667,7.44620000001
391.36,5.768,23.5153333333,15.4028666667,10.3366,5.59433333333,6.08933333333,8.10633333333,17.782,7.45993333334
391.72,5.75406666667,23.5734666667,15.4124666667,10.3114666667,5.57653333333,6.06453333333,8.09936666667,17.7888666667,7.4498
392.08,5.7658,23.6134,15.4470666667,10.3385333333,5.58553333333,6.07893333333,8.09926666667,17.8231333333,7.46146666667
392.44,5.76673333333,23.6106,15.4454,10.3474,5.6022,6.10013333333,8.10723333333,17.7917333333,7.4644
392.80,5.82133333333,23.6667333333,15.4868,10.4008666667,5.64506666667,6.1344,8.14853333333,17.8592,7.51593333333
393.16,5.8428,23.7187333333,15.5149333333,10.4551333333,5.67833333333,6.1566,8.19406666667,17.9208,7.5534
393.52,5.83633333333,23.794,15.5538,10.4826666667,5.6944,6.15993333333,8.18123333333,17.9531333333,7.55253333334
393.88,5.84493333333,23.8248,15.5772666667,10.4792,5.718,6.17273333333,8.19246666667,17.9940666667,7.563
394.24,5.84733333333,23.8292666666,15.5915333333,10.4780666667,5.73066666667,6.17306666667,8.1985,17.9980666667,7.57333333333
394.60,5.8498,23.8793333333,15.6144666667,10.5041333333,5.7426,6.16893333333,8.20923333333,18.0294,7.58306666667
394.96,5.8772,23.9482,15.6598666667,10.5376,5.77646666667,6.1894,8.23973333333,18.0688,7.61553333334
395.32,5.87546666667,23.96,15.6689333333,10.5462,5.76,6.15673333333,8.21803333333,18.0772,7.56859999999
395.68,5.84473333333,23.9375333333,15.6416,10.5497333333,5.72986666667,6.11926666667,8.1718,18.0350666667,7.51606666667
396.04,5.8554,23.9918666667,15.6847333333,10.575,5.74753333334,6.12486666667,8.19786666667,18.0885333333,7.52153333334
396.40,5.8102,24.0529333333,15.6987333333,10.5589333333,5.70013333333,6.08106666667,8.1607,18.1333333334,7.48880000001
396.76,5.782,24.1142666667,15.7176666667,10.5454666667,5.671,6.05706666667,8.1306,18.1308666667,7.46413333334
397.12,5.74506666667,24.1314,15.7101333333,10.5114666667,5.6452,6.03686666667,8.09776666667,18.099,7.42826666667
397.48,5.7354,24.1389333333,15.7165333333,10.5144,5.64,6.02373333333,8.10066666667,18.137,7.40646666666
397.84,5.72113333333,24.1494,15.7419333334,10.5234666667,5.65253333333,6.01686666667,8.09466666667,18.1589333333,7.39486666666
398.20,5.75106666667,24.2274,15.8274,10.5941333333,5.6874,6.05986666667,8.1276,18.217,7.42293333333
398.56,5.77213333333,24.2920666667,15.8601333333,10.5995333334,5.68713333333,6.07866666666,8.1198,18.2255333333,7.41239999999
398.92,5.77193333333,24.3202666667,15.8644,10.6094666667,5.69566666667,6.08326666667,8.12406666667,18.2232666667,7.40586666666
399.28,5.77866666667,24.3792,15.8918,10.6026666667,5.69846666667,6.0854,8.12103333333,18.2498,7.42406666666
399.64,5.79833333333,24.4356666667,15.9555333333,10.6119333333,5.7194,6.1374,8.17966666667,18.3322666667,7.4608
400.00,5.8272,24.512,16.0217333333,10.6564,5.74846666667,6.18633333333,8.22166666667,18.3636,7.49166666666
400.36,5.8898,24.5748666667,16.0732666667,10.7082,5.829,6.23253333334,8.2746,18.4300666667,7.53133333333
400.72,5.91793333333,24.6434666667,16.1442,10.7720666667,5.87593333333,6.26833333333,8.32883333333,18.5141333333,7.55613333333
401.08,5.96006666667,24.7398,16.2034,10.7963333333,5.90766666667,6.28133333333,8.36286666667,18.6043333333,7.57006666667
401.44,5.96046666667,24.7447333333,16.2209333333,10.8098,5.8766,6.24046666667,8.3513,18.5857333333,7.54946666667
401.80,5.9542,24.7755333333,16.2170666667,10.7898666667,5.82433333333,6.214,8.32066666667,18.5828666667,7.52113333334
402.16,5.9192,24.8105333333,16.1902,10.7534666667,5.76913333333,6.1682,8.28793333333,18.5711333333,7.48213333333
402.52,5.87586666667,24.8059333333,16.1796666667,10.7350666667,5.74133333333,6.1414,8.27533333333,18.5584666667,7.47640000001
402.88,5.88593333333,24.8440666667,16.2249333333,10.7547333333,5.73586666666,6.1506,8.27973333333,18.6214666667,7.496
403.24,5.90253333333,24.8904666667,16.2773333333,10.8112,5.7648,6.1884,8.34213333333,18.6738,7.54546666667
403.60,5.9112,24.9388,16.2912666667,10.8232,5.77066666667,6.17006666667,8.3234,18.68,7.54453333334
403.95,5.88413333333,24.9256,16.2751333333,10.8069333333,5.74486666667,6.1142,8.30663333333,18.6733333333,7.50326666667
404.31,5.85333333333,24.9153333333,16.2603333333,10.7994666667,5.712,6.09566666666,8.2804,18.6506666667,7.49753333333
404.67,5.84566666667,24.9400666667,16.2644,10.785,5.69406666667,6.06406666667,8.26353333333,18.6533333333,7.49319999999
405.03,5.83993333333,24.9487333333,16.2682,10.7779333333,5.67713333333,6.05593333333,8.2428,18.6397333333,7.47893333334
405.39,5.86393333334,25.0104666667,16.2976666666,10.7894,5.69833333333,6.09353333333,8.27166666667,18.6909333333,7.50306666667
405.75,5.85173333333,25.0282666667,16.3102,10.7880666667,5.68933333333,6.08406666667,8.28193333333,18.7102,7.50326666667
406.11,5.87233333333,25.0859333333,16.3624666667,10.8283333333,5.72666666667,6.11193333333,8.3142,18.7663333334,7.5318
406.47,5.91786666667,25.1516,16.4297333334,10.8740666667,5.7644,6.14,8.35593333333,18.8526666667,7.57093333334
406.83,5.94533333333,25.2062,16.4645333333,10.9018,5.77386666667,6.142,8.3779,18.8676,7.57439999999
