wavelength,Back_PorCaef,Belly_PorCaef,Breast_PorCaef,Crissum_PorCaef,Crown_PorCaef,DorTail_PorCaef,Rump_PorCaef,Throat_PorCaef,WingTip_PorCaef
251.66,2.8364,4.66226666667,3.37473333334,3.97893333333,3.13033333333,5.97986666667,4.14553333333,3.8666,7.51206666667
252.04,3.01593333333,4.62813333333,3.3618,4.10406666667,3.325,6.00173333333,4.23666666667,3.95973333334,7.59353333333
252.41,3.10586666667,4.77853333333,3.37953333333,4.1902,3.40006666667,6.06126666667,4.3287,4.06013333334,7.83653333333
252.79,3.57013333333,5.0146,3.58053333333,4.43053333333,3.7844,6.3764,4.5757,4.1922,8.09053333334
253.16,3.95166666667,5.5648,3.97933333333,4.9568,4.10713333333,6.67353333333,4.70283333333,4.50093333333,8.39373333333
253.54,4.29113333333,5.95786666667,4.19433333333,5.0762,4.3084,6.81173333333,4.73033333333,4.63366666667,8.63420000001
253.91,4.06553333333,5.74086666667,3.89633333333,4.78013333333,4.0584,6.3358,4.38396666667,4.22386666667,8.35273333333
254.28,3.9356,5.57926666667,3.70133333333,4.64213333333,3.75986666667,6.0626,4.0875,3.90986666667,8.17859999999
254.66,4.08106666667,5.77153333333,3.79033333333,4.69706666667,3.69086666667,6.06993333333,4.1461,3.75993333333,8.10486666666
255.03,3.56173333333,5.39706666667,3.2384,4.33793333333,3.07653333333,5.56293333333,3.5637,3.4364,7.7056
