wavelength,Back_HemRusm,Belly_HemRusm,Breast_HemRusm,Crissum_HemRusm,Crown_HemRusm,DorTail_HemRusm,Patch10_HemRusm,Rump_HemRusm,Throat_HemRusm,WingTip_HemRusm
373.64,4.876066667,4.4768,3.851,5.093,4.091866667,5.8262,4.538,5.1844,4.284333333,6.277
374,4.805733333,4.378,3.782066667,4.999333333,4.0424,5.745333333,4.523133333,5.110533333,4.243133333,6.193466667
374.37,4.974533333,4.524,3.975066667,5.163933333,4.199933333,5.873666667,4.7102,5.246733333,4.388,6.332933333
374.73,4.796133333,4.4166,3.858066667,5.055533333,4.0878,5.698933333,4.574333333,5.1398,4.220966667,6.156666667
375.09,4.748733333,4.413733333,3.825,5.045266667,4.090066667,5.614466667,4.513733333,5.073666667,4.1308,6.155333333
375.45,4.7656,4.4502,3.835533333,5.043666667,4.0978,5.605866667,4.543266667,5.095933333,4.1494,6.161466667
375.81,4.6334,4.349,3.725333333,4.9854,4.001333333,5.500333333,4.387666667,5.011266667,4.047266667,6.063666667
376.18,4.533533333,4.266866667,3.571266667,4.876333333,3.884,5.377666667,4.215,4.852933333,3.914266667,5.928533333
376.54,4.5782,4.305866667,3.582466667,4.891866667,3.851933333,5.370066667,4.217133333,4.840333333,3.9458,5.926133333
376.9,4.618533333,4.349066667,3.658666667,4.967333333,3.835066667,5.408466667,4.222266667,4.888133333,4.014233333,5.934266667
377.26,4.702266667,4.407066667,3.749133333,5.009866667,3.849333333,5.492266667,4.273666667,4.944866667,4.063933333,5.942266667
377.63,4.701666667,4.408266667,3.764866667,5.018133333,3.854933333,5.53,4.268333333,4.924666667,4.040566667,5.932466667
377.99,4.839266667,4.562133333,3.889,5.136533333,3.945533333,5.667266667,4.365,5.0368,4.172566667,6.0638
378.35,4.7996,4.5502,3.826133333,5.116333333,3.871666667,5.6248,4.279866667,4.9946,4.1414,6.013533333
378.71,4.9652,4.6854,3.9294,5.261133333,3.962733333,5.752466667,4.394866667,5.118133333,4.2513,6.112266667
379.07,5.121666667,4.813466667,4.028466667,5.386933333,4.105933333,5.901333333,4.524466667,5.289,4.410466667,6.205666667
379.44,5.095866667,4.736666667,3.9784,5.379066667,4.040066667,5.881266667,4.46,5.256133333,4.329433333,6.177066667
379.8,5.056933333,4.703266667,3.917533333,5.333466667,3.982733333,5.874333333,4.4644,5.210666667,4.2966,6.115066667
380.16,5.163666667,4.817533333,4.043733333,5.438666667,4.070066667,6.039733333,4.598066667,5.3482,4.441233333,6.240933333
380.52,5.144933333,4.859333333,4.043466667,5.475533333,4.116466667,6.1004,4.640666667,5.391933333,4.471166667,6.282066667
380.88,4.978333333,4.737533333,3.8944,5.349733333,4.034533333,5.997733333,4.549533333,5.269066667,4.339933333,6.197133333
381.24,4.942666667,4.7238,3.864066667,5.322533333,4.0012,5.9368,4.547733333,5.2474,4.2822,6.196533333
381.61,4.968533333,4.7602,3.900933333,5.301266667,4.004666667,5.954466667,4.554733333,5.268333333,4.312466667,6.208066667
381.97,4.842333333,4.645866667,3.8146,5.1908,3.906933333,5.833466667,4.465466667,5.184466667,4.253366667,6.098666667
382.33,4.797133333,4.598066667,3.779333333,5.133733333,3.893266667,5.796533333,4.4292,5.156466667,4.248866667,6.0812
382.69,4.6464,4.502133333,3.687533333,5.0124,3.7956,5.686466667,4.316666667,5.0156,4.1892,5.988133333
383.05,4.578133333,4.498866667,3.694466667,4.981866667,3.7456,5.6514,4.303066667,4.953533333,4.148166667,5.972666667
383.41,4.6056,4.520466667,3.746066667,4.998266667,3.767533333,5.640666667,4.3162,4.968466667,4.1775,5.99
383.77,4.609933333,4.4898,3.7976,5.026533333,3.788133333,5.632866667,4.3044,4.957533333,4.175033333,6.0002
384.14,4.5854,4.4486,3.786133333,5.019,3.794933333,5.615866667,4.28,4.937066667,4.1604,6.0148
384.5,4.559133333,4.3894,3.747066667,5.006733333,3.76,5.593666667,4.226666667,4.899,4.109466667,5.9448
384.86,4.627133333,4.439733333,3.780866667,5.0528,3.8174,5.663066667,4.257866667,4.9526,4.171433333,5.986666667
385.22,4.697866667,4.4948,3.818,5.154733333,3.906133333,5.719733333,4.314866667,4.997333333,4.2802,6.054133333
385.58,4.676266667,4.473533333,3.8096,5.221933333,3.946466667,5.711933333,4.316133333,5.019,4.304233333,6.075466667
385.94,4.761533333,4.548,3.871533333,5.3168,4.0346,5.7882,4.385,5.0834,4.339033333,6.1346
386.3,4.812533333,4.5616,3.9318,5.366466667,4.064466667,5.849133333,4.4412,5.123933333,4.3521,6.1732
386.66,4.867,4.558066667,3.95,5.383533333,4.080266667,5.886066667,4.4714,5.170866667,4.363033333,6.205333333
387.03,4.882333333,4.5194,3.919066667,5.367733333,4.0482,5.851533333,4.426,5.142,4.333033333,6.1612
387.39,4.887533333,4.5532,3.904066667,5.368466667,4.054066667,5.866333333,4.448333333,5.160266667,4.366466667,6.170333333
387.75,4.976066667,4.642266667,3.9504,5.444466667,4.099866667,5.9252,4.515,5.251533333,4.4499,6.238733333
388.11,5.012533333,4.701333333,3.984933333,5.4628,4.1424,5.934333333,4.545933333,5.283066667,4.5035,6.235
388.47,5.060466667,4.748733333,4.055933333,5.502066667,4.194266667,5.9452,4.584066667,5.336266667,4.558166667,6.2926
388.83,5.056933333,4.767733333,4.0698,5.487533333,4.161133333,5.918466667,4.599333333,5.326933333,4.532066667,6.2858
389.19,4.9862,4.748466667,4.056133333,5.412866667,4.101933333,5.867133333,4.540266667,5.291333333,4.4822,6.230466667
389.55,5.0234,4.800933333,4.0684,5.401733333,4.101466667,5.8864,4.558733333,5.305733333,4.500533333,6.2308
389.91,5.022266667,4.807466667,4.067866667,5.386866667,4.085,5.8912,4.5222,5.276933333,4.4927,6.228066667
390.27,4.991133333,4.8174,4.017133333,5.3536,4.076133333,5.856466667,4.4938,5.2478,4.487366667,6.191466667
390.63,5.0468,4.898933333,4.079733333,5.413733333,4.1482,5.890666667,4.5684,5.3026,4.5246,6.243933333
391,5.063466667,4.935333333,4.100466667,5.414666667,4.173066667,5.9214,4.578133333,5.341466667,4.5694,6.248733333
391.36,5.039266667,4.897266667,4.098266667,5.4218,4.1658,5.912066667,4.5512,5.312533333,4.5585,6.207333333
391.72,5.014466667,4.890533333,4.0744,5.400466667,4.149,5.902,4.545133333,5.2838,4.5266,6.177133333
392.08,4.994733333,4.849,4.0652,5.409866667,4.1302,5.891666667,4.5288,5.268333333,4.504233333,6.170466667
392.44,4.993933333,4.850666667,4.0678,5.3814,4.1344,5.8946,4.540733333,5.249733333,4.494366667,6.182666667
392.8,5.014933333,4.868266667,4.085733333,5.419466667,4.171066667,5.929066667,4.5636,5.2822,4.534766667,6.208133333
393.16,5.0864,4.926533333,4.137933333,5.491733333,4.235666667,6.005866667,4.618333333,5.344066667,4.605233333,6.2736
393.52,5.043133333,4.8952,4.124666667,5.484533333,4.216333333,5.9802,4.6134,5.333133333,4.557966667,6.252533333
393.88,5.075866667,4.906933333,4.148266667,5.498666667,4.2284,5.980333333,4.6484,5.367066667,4.570733333,6.29
394.24,5.070666667,4.901333333,4.161,5.512,4.213533333,5.9756,4.642666667,5.3558,4.567433333,6.302066667
394.6,4.983066667,4.852,4.113,5.4768,4.1626,5.962,4.5862,5.322,4.534333333,6.279866667
394.96,5.036933333,4.923733333,4.1818,5.559266667,4.248,6.038466667,4.678866667,5.401266667,4.605366667,6.387933333
395.32,5.102133333,4.985,4.22,5.558266667,4.311733333,6.057266667,4.712266667,5.444333333,4.632966667,6.434733333
395.68,5.134666667,5.0202,4.267533333,5.569266667,4.367333333,6.083733333,4.721666667,5.463,4.667066667,6.473466667
396.04,5.188866667,5.0996,4.3238,5.591,4.3822,6.114933333,4.7504,5.504933333,4.6786,6.521866667
396.4,5.221933333,5.1274,4.358933333,5.621933333,4.403066667,6.146733333,4.7698,5.5156,4.715666667,6.541866667
396.76,5.212933333,5.0982,4.356533333,5.604,4.380866667,6.107466667,4.734533333,5.489066667,4.693833333,6.5294
397.12,5.1374,5.029866667,4.2942,5.551733333,4.3142,6.038333333,4.662666667,5.416266667,4.627266667,6.454133333
397.48,5.1916,5.047133333,4.312533333,5.554533333,4.328733333,6.028666667,4.640866667,5.419733333,4.639233333,6.4476
397.84,5.160333333,5.053666667,4.3142,5.5786,4.312933333,6.0162,4.630533333,5.4144,4.6382,6.4178
398.2,5.1748,5.062466667,4.342933333,5.591,4.3158,5.971066667,4.635333333,5.408866667,4.633233333,6.403533333
398.56,5.186133333,5.034466667,4.345066667,5.552666667,4.286933333,5.912066667,4.5948,5.352266667,4.610766667,6.316466667
398.92,5.1256,4.958533333,4.279333333,5.516533333,4.207666667,5.833466667,4.516466667,5.2668,4.5189,6.208933333
399.28,5.088,4.936266667,4.270533333,5.545666667,4.187333333,5.846866667,4.509866667,5.2506,4.518666667,6.195133333
399.64,5.104666667,4.949666667,4.296333333,5.560733333,4.197466667,5.8536,4.5518,5.271333333,4.540166667,6.214866667
400,5.108733333,4.928266667,4.288133333,5.5542,4.205133333,5.869066667,4.578466667,5.2888,4.543433333,6.2136
400.36,5.105,4.9288,4.266533333,5.565,4.191133333,5.861466667,4.5868,5.316933333,4.527266667,6.1874
400.72,5.118733333,4.957,4.262733333,5.564533333,4.208933333,5.902333333,4.615,5.346266667,4.551066667,6.204
401.08,5.193866667,5.0416,4.348733333,5.624933333,4.3,5.9892,4.693666667,5.448466667,4.623666667,6.280466667
401.44,5.210266667,5.0986,4.4084,5.680733333,4.338733333,6.052933333,4.737666667,5.485933333,4.705666667,6.349266667
401.8,5.235333333,5.110133333,4.4004,5.676133333,4.352466667,6.066466667,4.728866667,5.481866667,4.7295,6.3604
402.16,5.282533333,5.160266667,4.421266667,5.734333333,4.390466667,6.1588,4.761333333,5.542533333,4.7669,6.433
402.52,5.3246,5.168333333,4.4104,5.784066667,4.411333333,6.192466667,4.794333333,5.585466667,4.788366667,6.484066667
402.88,5.348333333,5.170266667,4.402733333,5.752933333,4.413533333,6.191066667,4.8182,5.597533333,4.8061,6.518733333
403.24,5.449466667,5.253733333,4.4798,5.845133333,4.489733333,6.264466667,4.907066667,5.6796,4.887333333,6.6082
403.6,5.487733333,5.293,4.502466667,5.892266667,4.517066667,6.307666667,4.9432,5.722133333,4.959233333,6.6554
403.95,5.517733333,5.317133333,4.531066667,5.956666667,4.577133333,6.339933333,4.969066667,5.725333333,4.9965,6.6962
404.31,5.5244,5.312333333,4.528933333,5.9638,4.588866667,6.3312,4.972,5.6972,5.006866667,6.714466667
404.67,5.544,5.329333333,4.546533333,5.9972,4.6124,6.3384,4.981933333,5.688533333,5.024966667,6.7248
405.03,5.5342,5.3218,4.508866667,5.997533333,4.587933333,6.298533333,4.959866667,5.6812,5.0137,6.710066667
405.39,5.542733333,5.300733333,4.497933333,5.9854,4.593133333,6.277133333,4.982733333,5.678866667,4.996,6.7038
405.75,5.5472,5.288933333,4.512133333,5.9842,4.6086,6.2802,5.016666667,5.6828,4.984833333,6.716466667
406.11,5.565,5.319333333,4.537133333,6.002866667,4.674866667,6.305,5.039533333,5.699533333,5.000166667,6.7338
406.47,5.597266667,5.3814,4.585133333,6.042466667,4.725466667,6.337933333,5.079466667,5.737533333,5.038866667,6.793533333
406.83,5.581666667,5.396133333,4.615466667,6.078066667,4.734,6.326,5.064666667,5.733666667,5.058566667,6.7776
407.19,5.556666667,5.3944,4.588733333,6.065733333,4.7174,6.281066667,5.049133333,5.722066667,5.045866667,6.760266667
407.55,5.472666667,5.3252,4.532133333,6.0036,4.6584,6.204333333,5.001666667,5.658133333,4.952866667,6.6822
407.9,5.391333333,5.265066667,4.450133333,5.901733333,4.572266667,6.094533333,4.9296,5.5862,4.863266667,6.5962
408.26,5.3452,5.2636,4.430866667,5.867666667,4.540066667,6.0742,4.898533333,5.5732,4.845166667,6.568733333
408.62,5.321333333,5.254466667,4.420066667,5.867666667,4.508866667,6.041933333,4.877866667,5.5696,4.829166667,6.5558
408.98,5.2988,5.219066667,4.430466667,5.828266667,4.487066667,6.0304,4.863933333,5.529933333,4.816033333,6.552466667
409.34,5.2836,5.2136,4.420333333,5.818466667,4.447533333,6.017466667,4.8316,5.498533333,4.783633333,6.519133333
409.7,5.300066667,5.237533333,4.439066667,5.839066667,4.461266667,6.024466667,4.831866667,5.517933333,4.795666667,6.5198
410.06,5.2746,5.2086,4.418,5.817066667,4.402133333,5.991666667,4.832133333,5.508666667,4.794233333,6.497266667
410.42,5.2542,5.199266667,4.3926,5.797533333,4.373466667,5.983533333,4.817666667,5.484,4.778833333,6.4562
410.77,5.275533333,5.207266667,4.403466667,5.803,4.390933333,6.009,4.831533333,5.489466667,4.789333333,6.479733333
411.13,5.285,5.188466667,4.399333333,5.773733333,4.376666667,6.0352,4.825466667,5.487733333,4.7794,6.4684
411.49,5.3318,5.221133333,4.411333333,5.787533333,4.3954,6.057066667,4.842133333,5.508466667,4.791733333,6.4878
411.85,5.3666,5.244066667,4.448533333,5.826866667,4.421666667,6.095333333,4.8766,5.563733333,4.8311,6.515
412.21,5.401466667,5.251,4.4742,5.864133333,4.455066667,6.1206,4.885933333,5.584866667,4.8503,6.5392
412.57,5.441866667,5.2754,4.499933333,5.891133333,4.4846,6.161333333,4.932666667,5.608466667,4.873166667,6.5628
412.92,5.458666667,5.2902,4.4872,5.9144,4.491133333,6.1734,4.950533333,5.6136,4.8758,6.5424
413.28,5.409133333,5.254066667,4.425666667,5.881933333,4.449733333,6.1326,4.920133333,5.574666667,4.846033333,6.518333333
413.64,5.3882,5.222466667,4.396733333,5.880666667,4.425666667,6.1188,4.8934,5.5542,4.8363,6.5102
414,5.4106,5.228466667,4.411733333,5.9026,4.4476,6.133466667,4.903466667,5.575,4.8526,6.5154
414.36,5.426,5.25,4.440466667,5.925733333,4.483066667,6.145666667,4.930266667,5.6168,4.891,6.546666667
414.72,5.4682,5.287466667,4.461133333,5.977133333,4.523266667,6.209266667,4.9906,5.688133333,4.9523,6.5822
415.07,5.452733333,5.302333333,4.469866667,6.000066667,4.537066667,6.210533333,5.022866667,5.689066667,4.973533333,6.594666667
415.43,5.431266667,5.292533333,4.471333333,6.001666667,4.5284,6.204866667,5.019333333,5.680333333,4.979133333,6.598466667
415.79,5.420466667,5.3126,4.4688,6.022333333,4.513,6.222,5.0234,5.672666667,4.977333333,6.600266667
416.15,5.451133333,5.3282,4.4934,6.054666667,4.5264,6.241266667,5.062666667,5.711733333,5.008166667,6.650533333
416.51,5.478533333,5.353666667,4.5308,6.066666667,4.558333333,6.242666667,5.079666667,5.7414,5.038933333,6.690666667
416.86,5.5012,5.3732,4.5608,6.0786,4.5852,6.257333333,5.087933333,5.760133333,5.068666667,6.726066667
417.22,5.5128,5.3762,4.583866667,6.089466667,4.601866667,6.255733333,5.0956,5.7726,5.0953,6.732133333
417.58,5.5184,5.405466667,4.611266667,6.098533333,4.6144,6.273333333,5.1186,5.810866667,5.1186,6.751133333
417.94,5.494466667,5.407866667,4.580066667,6.0654,4.5628,6.246333333,5.095933333,5.7766,5.084666667,6.7338
418.29,5.4614,5.3718,4.550733333,6.055466667,4.518866667,6.2102,5.064666667,5.7296,5.052466667,6.701533333
418.65,5.4374,5.3718,4.538466667,6.037,4.499466667,6.1798,5.0578,5.7036,5.0246,6.6976
419.01,5.430133333,5.368133333,4.531266667,6.016733333,4.4708,6.1618,5.0328,5.688133333,5.011633333,6.689333333
419.37,5.4506,5.410733333,4.5448,6.0404,4.5004,6.1844,5.036866667,5.7118,5.039,6.707933333
419.73,5.462666667,5.4292,4.553866667,6.0428,4.516066667,6.179266667,5.042266667,5.717466667,5.061766667,6.707533333
420.08,5.444266667,5.433133333,4.542733333,6.020666667,4.494066667,6.160866667,5.025933333,5.712333333,5.045,6.6842
420.44,5.416266667,5.415533333,4.509,5.9984,4.461466667,6.149266667,5.0074,5.694666667,5.015333333,6.6474
420.8,5.4276,5.4316,4.516266667,6.0078,4.464866667,6.1616,5.030066667,5.705,5.028666667,6.651733333
421.16,5.473466667,5.479333333,4.545866667,6.042466667,4.4938,6.205933333,5.072333333,5.745466667,5.064366667,6.688333333
421.51,5.481733333,5.4876,4.5412,6.049733333,4.491533333,6.205733333,5.073666667,5.728,5.0602,6.6778
421.87,5.4778,5.483,4.5482,6.054866667,4.4974,6.205066667,5.0724,5.735066667,5.0715,6.671733333
422.23,5.5034,5.514933333,4.5718,6.068866667,4.5202,6.233333333,5.0926,5.753733333,5.0951,6.696533333
422.58,5.513666667,5.518733333,4.581133333,6.086,4.524733333,6.2426,5.090666667,5.754466667,5.105266667,6.7014
422.94,5.525066667,5.5374,4.591466667,6.1062,4.543533333,6.256933333,5.103066667,5.7668,5.126666667,6.714266667
423.3,5.5346,5.522666667,4.598866667,6.101333333,4.525533333,6.248733333,5.115866667,5.769066667,5.129,6.709133333
423.66,5.5392,5.5292,4.608,6.110666667,4.5256,6.257666667,5.128533333,5.7814,5.139666667,6.729533333
424.01,5.569666667,5.546733333,4.6282,6.14,4.5568,6.285333333,5.153666667,5.793733333,5.169,6.7514
424.37,5.599066667,5.582333333,4.664333333,6.181533333,4.586733333,6.3136,5.185866667,5.826933333,5.206166667,6.791666667
424.73,5.610133333,5.600466667,4.668266667,6.1934,4.593266667,6.3118,5.1924,5.834333333,5.21,6.8064
425.08,5.5882,5.583466667,4.666933333,6.1778,4.583266667,6.296066667,5.177066667,5.8156,5.189066667,6.792866667
425.44,5.5952,5.581933333,4.675066667,6.1748,4.588866667,6.2922,5.182333333,5.821666667,5.201166667,6.805666667
425.8,5.6036,5.598666667,4.688466667,6.182266667,4.608,6.310266667,5.197066667,5.817933333,5.2125,6.825866667
426.16,5.621933333,5.6208,4.707066667,6.198,4.6258,6.321466667,5.222933333,5.840066667,5.2387,6.844933333
426.51,5.648533333,5.6402,4.730066667,6.215866667,4.6334,6.338,5.2366,5.862,5.259466667,6.8606
426.87,5.658133333,5.6382,4.742466667,6.228333333,4.6358,6.340333333,5.237066667,5.8612,5.257833333,6.857066667
427.23,5.648266667,5.639,4.738666667,6.240533333,4.640333333,6.334466667,5.242666667,5.849533333,5.247566667,6.852733333
427.58,5.684533333,5.6602,4.770733333,6.261066667,4.6734,6.3528,5.268533333,5.857,5.280266667,6.8796
427.94,5.700533333,5.686666667,4.787133333,6.275533333,4.6856,6.3534,5.288533333,5.8812,5.294233333,6.885
428.3,5.7096,5.701,4.799133333,6.2894,4.697666667,6.3408,5.288133333,5.876133333,5.314666667,6.884733333
428.65,5.697466667,5.690866667,4.805866667,6.291333333,4.695333333,6.334133333,5.276133333,5.874066667,5.315133333,6.879466667
429.01,5.722066667,5.7232,4.807866667,6.331533333,4.708733333,6.343666667,5.2912,5.899333333,5.348766667,6.903933333
429.37,5.737933333,5.772066667,4.841866667,6.3688,4.730466667,6.366866667,5.319066667,5.940133333,5.379533333,6.9216
429.72,5.775,5.802,4.871533333,6.397466667,4.7446,6.367533333,5.3442,5.979133333,5.410833333,6.932733333
430.08,5.7772,5.785266667,4.865733333,6.4042,4.7446,6.355,5.3304,5.9686,5.399466667,6.935666667
430.44,5.738733333,5.772066667,4.829066667,6.369,4.710866667,6.324533333,5.307133333,5.9468,5.371533333,6.907066667
430.79,5.746666667,5.788733333,4.820466667,6.366866667,4.715533333,6.325,5.328466667,5.952466667,5.389,6.918466667
431.15,5.762,5.831733333,4.850866667,6.3858,4.7322,6.353,5.3482,5.987533333,5.4277,6.960133333
431.5,5.7482,5.8302,4.8476,6.399133333,4.720066667,6.3554,5.350666667,5.9944,5.416033333,6.9462
431.86,5.741266667,5.829933333,4.858666667,6.420266667,4.723333333,6.3756,5.3702,5.994,5.428333333,6.9554
432.22,5.752333333,5.839666667,4.865266667,6.420066667,4.729733333,6.408733333,5.3902,6.003733333,5.4431,6.9664
432.57,5.762533333,5.8596,4.864333333,6.432533333,4.7214,6.423733333,5.405266667,6.007133333,5.4469,6.968466667
432.93,5.739733333,5.841066667,4.854933333,6.411133333,4.697133333,6.411866667,5.3858,5.990933333,5.426266667,6.938
433.29,5.726,5.823866667,4.823466667,6.393266667,4.678133333,6.3974,5.3684,5.974,5.4105,6.949666667
433.64,5.754,5.8638,4.85,6.442733333,4.713266667,6.439866667,5.4052,6.005666667,5.440866667,6.991133333
434,5.766,5.894733333,4.874866667,6.4584,4.720066667,6.460933333,5.429733333,6.026866667,5.469933333,6.9946
434.35,5.7832,5.898666667,4.903866667,6.473133333,4.7368,6.475333333,5.4506,6.046533333,5.485433333,7.005
434.71,5.7648,5.883533333,4.911,6.467333333,4.7214,6.459733333,5.445133333,6.0558,5.474133333,7.0008
435.07,5.804533333,5.906733333,4.943866667,6.512066667,4.760866667,6.499933333,5.474333333,6.081933333,5.4999,7.031933333
435.42,5.8322,5.9314,4.965733333,6.524,4.775333333,6.518066667,5.482733333,6.106466667,5.522733333,7.059133333
435.78,5.849133333,5.938333333,4.977933333,6.528733333,4.769666667,6.5134,5.4716,6.114133333,5.530233333,7.082866667
436.13,5.857133333,5.943266667,4.992866667,6.5544,4.775733333,6.5248,5.489466667,6.133733333,5.542233333,7.101333333
436.49,5.831733333,5.9234,4.9802,6.5312,4.763866667,6.504,5.4768,6.1138,5.531833333,7.084266667
436.84,5.847,5.9416,4.9948,6.5466,4.788466667,6.511733333,5.5048,6.129466667,5.553,7.12
437.2,5.865866667,5.9544,5.025133333,6.585066667,4.808066667,6.529866667,5.5484,6.149733333,5.588533333,7.115133333
437.56,5.8222,5.902066667,4.997933333,6.547,4.762666667,6.478333333,5.503066667,6.115866667,5.548033333,7.0852
437.91,5.7976,5.8768,4.976133333,6.5382,4.7476,6.455933333,5.486866667,6.106466667,5.5287,7.0766
438.27,5.803466667,5.9088,4.981,6.5538,4.7746,6.461266667,5.5082,6.1116,5.5464,7.106733333
438.62,5.8156,5.9304,4.983933333,6.5626,4.8022,6.475133333,5.508266667,6.117466667,5.559233333,7.119666667
438.98,5.792666667,5.921266667,4.967733333,6.527066667,4.7752,6.448666667,5.488866667,6.1022,5.5426,7.101866667
439.33,5.7608,5.898733333,4.940066667,6.511266667,4.753666667,6.4298,5.475066667,6.069333333,5.528533333,7.080533333
439.69,5.7486,5.9036,4.937,6.494866667,4.754666667,6.413933333,5.479333333,6.0594,5.515833333,7.043266667
440.04,5.758266667,5.917933333,4.9362,6.483466667,4.7526,6.387933333,5.4668,6.049666667,5.5152,7.034666667
440.4,5.7924,5.9512,4.9706,6.528533333,4.784733333,6.4158,5.498933333,6.0766,5.534233333,7.068533333
440.75,5.796733333,5.962666667,4.9746,6.536133333,4.7764,6.423466667,5.495666667,6.078066667,5.5295,7.065466667
441.11,5.813333333,5.991066667,4.9876,6.544533333,4.790933333,6.439,5.499066667,6.0886,5.535866667,7.071
441.47,5.824866667,6.0224,5.015466667,6.568733333,4.818866667,6.4582,5.5304,6.103733333,5.569266667,7.080133333
441.82,5.819733333,6.023933333,5.003933333,6.5546,4.811866667,6.436533333,5.5254,6.084266667,5.5588,7.070266667
442.18,5.8298,6.032866667,5.0104,6.5736,4.812066667,6.435866667,5.5272,6.087,5.575833333,7.066866667
442.53,5.858466667,6.063533333,5.041,6.604133333,4.8224,6.455666667,5.575266667,6.107866667,5.607966667,7.090933333
442.89,5.8542,6.072333333,5.037466667,6.630133333,4.820133333,6.449133333,5.584066667,6.1046,5.6206,7.0778
443.24,5.850733333,6.0752,5.033066667,6.638533333,4.813266667,6.4368,5.574933333,6.1054,5.600533333,7.060933333
443.6,5.849266667,6.072,5.028,6.650466667,4.7962,6.437333333,5.5698,6.1072,5.604466667,7.075266667
443.95,5.847133333,6.0822,5.036933333,6.664133333,4.7952,6.465333333,5.592733333,6.116266667,5.606766667,7.083266667
444.31,5.812733333,6.046666667,4.997466667,6.611866667,4.748066667,6.427866667,5.5554,6.086,5.602333333,7.0436
444.66,5.807333333,6.048933333,5.001466667,6.619,4.755866667,6.428666667,5.566933333,6.085466667,5.620633333,7.054066667
445.02,5.761533333,6.0116,4.9684,6.5804,4.702666667,6.3802,5.535733333,6.047066667,5.581733333,7.032466667
445.37,5.786933333,6.034133333,4.978266667,6.597066667,4.717733333,6.411333333,5.5522,6.079733333,5.605966667,7.067533333
445.72,5.822466667,6.0636,5.018933333,6.6334,4.750133333,6.451933333,5.594,6.128133333,5.646866667,7.1018
446.08,5.822,6.061,5.028866667,6.6354,4.738133333,6.462466667,5.594933333,6.1294,5.647966667,7.0982
446.43,5.779733333,6.0218,4.9992,6.601533333,4.7016,6.430133333,5.551133333,6.092266667,5.608066667,7.061533333
446.79,5.771,6.012733333,4.999333333,6.5862,4.6918,6.425933333,5.549133333,6.0846,5.605766667,7.057866667
447.14,5.8022,6.046333333,5.037733333,6.606333333,4.720266667,6.4522,5.600733333,6.118733333,5.644,7.098266667
447.5,5.7928,6.0478,5.0378,6.6014,4.728266667,6.451133333,5.607,6.117733333,5.648733333,7.1
447.85,5.7878,6.050333333,5.035866667,6.602466667,4.7326,6.441333333,5.607466667,6.1232,5.6591,7.091733333
448.21,5.824333333,6.091933333,5.078866667,6.659066667,4.7782,6.480666667,5.652733333,6.1692,5.694633333,7.1372
448.56,5.841866667,6.111533333,5.094266667,6.6774,4.795866667,6.485933333,5.674266667,6.1898,5.712766667,7.144933333
448.92,5.877933333,6.144333333,5.117933333,6.709466667,4.843666667,6.519,5.706,6.223866667,5.745133333,7.171066667
449.27,5.8842,6.143466667,5.118666667,6.7122,4.838333333,6.502066667,5.7102,6.205133333,5.730833333,7.143733333
449.62,5.877466667,6.1442,5.110133333,6.717266667,4.835266667,6.492533333,5.704133333,6.195066667,5.7286,7.140666667
449.98,5.920333333,6.1884,5.142266667,6.757733333,4.8892,6.516733333,5.758333333,6.239133333,5.768333333,7.180933333
450.33,5.984066667,6.261866667,5.186066667,6.827866667,4.948866667,6.565933333,5.815533333,6.287933333,5.8267,7.235133333
450.69,6.013266667,6.292266667,5.216666667,6.859,4.9812,6.588466667,5.839266667,6.315666667,5.847633333,7.269266667
451.04,5.978666667,6.276333333,5.1938,6.839333333,4.951,6.555133333,5.791,6.288133333,5.8301,7.232066667
451.4,5.980666667,6.287066667,5.178066667,6.835,4.927466667,6.5438,5.7888,6.271933333,5.823333333,7.224
451.75,5.9572,6.2742,5.167866667,6.822666667,4.903666667,6.52,5.7696,6.253933333,5.789066667,7.2158
452.1,5.950933333,6.2824,5.165266667,6.808733333,4.896133333,6.514733333,5.761666667,6.2412,5.783966667,7.202266667
452.46,5.9596,6.29,5.1792,6.807333333,4.893666667,6.521533333,5.762333333,6.232066667,5.781966667,7.198266667
452.81,5.947933333,6.2952,5.186466667,6.8046,4.8694,6.521266667,5.766,6.215733333,5.792733333,7.189933333
453.17,5.9286,6.283866667,5.160733333,6.787933333,4.852466667,6.501666667,5.7458,6.1944,5.7768,7.176666667
453.52,5.921466667,6.3044,5.170933333,6.793066667,4.8552,6.525066667,5.749466667,6.199933333,5.774133333,7.1818
453.87,5.933533333,6.3278,5.1862,6.806933333,4.851466667,6.5408,5.761333333,6.209066667,5.779,7.1984
454.23,5.949266667,6.3436,5.204466667,6.8182,4.863333333,6.554533333,5.780933333,6.2374,5.808066667,7.2184
454.58,5.953866667,6.352933333,5.2082,6.8368,4.868266667,6.5642,5.801666667,6.238,5.810466667,7.228866667
454.93,5.990533333,6.378733333,5.239533333,6.8674,4.900866667,6.587,5.844933333,6.262733333,5.845133333,7.267466667
455.29,6.043866667,6.433333333,5.310333333,6.9324,4.972333333,6.637733333,5.903,6.323066667,5.913033333,7.3236
455.64,6.079533333,6.452333333,5.337933333,6.9662,4.989466667,6.658733333,5.935133333,6.3434,5.951933333,7.353666667
456,6.0754,6.449933333,5.344333333,6.990066667,4.985333333,6.6484,5.949666667,6.352,5.954066667,7.368933333
